SA4_NAME16	MaxSchoolingCompleted	Sex	persons
Mid North Coast	Year 9	M	9575
Mid North Coast	Year 10	F	30383
Mid North Coast	Year 10	M	28170
Mid North Coast	Year 11	F	6268
Mid North Coast	Year 11	M	6215
Mid North Coast	Year 12	F	30053
Mid North Coast	Year 12	M	25871
Murray	Did not go to school	F	214
Murray	Did not go to school	M	255
Murray	Year 8	F	2763
Murray	Year 8	M	3265
Murray	Year 9	F	4007
Murray	Year 9	M	4591
Murray	Year 10	F	11447
Murray	Year 10	M	12641
Murray	Year 11	F	5659
Murray	Year 11	M	5575
Murray	Year 12	F	18759
Murray	Year 12	M	14734
New England and North West	Did not go to school	F	241
New England and North West	Did not go to school	M	302
New England and North West	Year 8	F	4015
New England and North West	Year 8	M	5306
New England and North West	Year 9	F	6439
New England and North West	Year 9	M	6949
New England and North West	Year 10	F	21289
New England and North West	Year 10	M	21730
New England and North West	Year 11	F	5037
New England and North West	Year 11	M	4736
New England and North West	Year 12	F	29157
New England and North West	Year 12	M	23556
Newcastle and Lake Macquarie	Did not go to school	F	546
Newcastle and Lake Macquarie	Did not go to school	M	489
Newcastle and Lake Macquarie	Year 8	F	6802
Newcastle and Lake Macquarie	Year 8	M	6426
Newcastle and Lake Macquarie	Year 9	F	14234
Newcastle and Lake Macquarie	Year 9	M	12524
Newcastle and Lake Macquarie	Year 10	F	43476
Newcastle and Lake Macquarie	Year 10	M	42499
Newcastle and Lake Macquarie	Year 11	F	8982
Newcastle and Lake Macquarie	Year 11	M	10207
Newcastle and Lake Macquarie	Year 12	F	67359
Newcastle and Lake Macquarie	Year 12	M	61206
Richmond - Tweed	Did not go to school	F	249
Richmond - Tweed	Did not go to school	M	286
Richmond - Tweed	Year 8	F	5099
Richmond - Tweed	Year 8	M	5188
Richmond - Tweed	Year 9	F	7833
Richmond - Tweed	Year 9	M	7839
Richmond - Tweed	Year 10	F	29664
Richmond - Tweed	Year 10	M	27776
Richmond - Tweed	Year 11	F	7390
Richmond - Tweed	Year 11	M	7241
Richmond - Tweed	Year 12	F	41881
Richmond - Tweed	Year 12	M	36439
Riverina	Did not go to school	F	335
Riverina	Did not go to school	M	376
Riverina	Year 8	F	3502
Riverina	Year 8	M	4353
Riverina	Year 9	F	5316
Riverina	Year 9	M	5746
Riverina	Year 10	F	18156
Riverina	Year 10	M	19273
Riverina	Year 11	F	4523
Riverina	Year 11	M	4697
Riverina	Year 12	F	24649
Riverina	Year 12	M	19958
Southern Highlands and Shoalhaven	Did not go to school	F	148
Southern Highlands and Shoalhaven	Did not go to school	M	183
Southern Highlands and Shoalhaven	Year 8	F	2885
Southern Highlands and Shoalhaven	Year 8	M	3119
Southern Highlands and Shoalhaven	Year 9	F	5791
Southern Highlands and Shoalhaven	Year 9	M	5658
Southern Highlands and Shoalhaven	Year 10	F	19202
Southern Highlands and Shoalhaven	Year 10	M	18209
Southern Highlands and Shoalhaven	Year 11	F	4219
Southern Highlands and Shoalhaven	Year 11	M	4226
Southern Highlands and Shoalhaven	Year 12	F	24783
Southern Highlands and Shoalhaven	Year 12	M	21614
Sydney - Baulkham Hills and Hawkesbury	Did not go to school	F	490
Sydney - Baulkham Hills and Hawkesbury	Did not go to school	M	420
Sydney - Baulkham Hills and Hawkesbury	Year 8	F	2389
Sydney - Baulkham Hills and Hawkesbury	Year 8	M	2261
Sydney - Baulkham Hills and Hawkesbury	Year 9	F	4416
Sydney - Baulkham Hills and Hawkesbury	Year 9	M	4475
Sydney - Baulkham Hills and Hawkesbury	Year 10	F	18017
Sydney - Baulkham Hills and Hawkesbury	Year 10	M	17369
Sydney - Baulkham Hills and Hawkesbury	Year 11	F	4703
Sydney - Baulkham Hills and Hawkesbury	Year 11	M	5113
Sydney - Baulkham Hills and Hawkesbury	Year 12	F	57940
Sydney - Baulkham Hills and Hawkesbury	Year 12	M	54321
Sydney - Blacktown	Did not go to school	F	1840
Sydney - Blacktown	Did not go to school	M	1190
Sydney - Blacktown	Year 8	F	6857
Sydney - Blacktown	Year 8	M	5827
Sydney - Blacktown	Year 9	F	7758
Sydney - Blacktown	Year 9	M	7481
Sydney - Blacktown	Year 10	F	25930
Sydney - Blacktown	Year 10	M	26401
Sydney - Blacktown	Year 11	F	7319
Sydney - Blacktown	Year 11	M	7891
Sydney - Blacktown	Year 12	F	74445
Sydney - Blacktown	Year 12	M	70866
Sydney - City and Inner South	Did not go to school	F	1693
Sydney - City and Inner South	Did not go to school	M	1209
Sydney - City and Inner South	Year 8	F	4093
Sydney - City and Inner South	Year 8	M	3390
Sydney - City and Inner South	Year 9	F	2879
Sydney - City and Inner South	Year 9	M	3055
Sydney - City and Inner South	Year 10	F	10044
Sydney - City and Inner South	Year 10	M	11604
Sydney - City and Inner South	Year 11	F	4330
Sydney - City and Inner South	Year 11	M	5390
Sydney - City and Inner South	Year 12	F	100587
Sydney - City and Inner South	Year 12	M	102225
Sydney - Eastern Suburbs	Did not go to school	F	578
Sydney - Eastern Suburbs	Did not go to school	M	426
Sydney - Eastern Suburbs	Year 8	F	2566
Sydney - Eastern Suburbs	Year 8	M	2012
Sydney - Eastern Suburbs	Year 9	F	2949
Sydney - Eastern Suburbs	Year 9	M	2670
Sydney - Eastern Suburbs	Year 10	F	10704
Sydney - Eastern Suburbs	Year 10	M	9322
Sydney - Eastern Suburbs	Year 11	F	4168
Sydney - Eastern Suburbs	Year 11	M	4218
Sydney - Eastern Suburbs	Year 12	F	84615
Sydney - Eastern Suburbs	Year 12	M	77657
Sydney - Inner South West	Did not go to school	F	6302
Sydney - Inner South West	Did not go to school	M	4322
Sydney - Inner South West	Year 8	F	15644
Sydney - Inner South West	Year 8	M	12688
Sydney - Inner South West	Year 9	F	11274
Sydney - Inner South West	Year 9	M	10145
Sydney - Inner South West	Year 10	F	36619
Sydney - Inner South West	Year 10	M	35634
Sydney - Inner South West	Year 11	F	10229
Sydney - Inner South West	Year 11	M	11372
Sydney - Inner South West	Year 12	F	139362
Sydney - Inner South West	Year 12	M	136753
Sydney - Inner West	Did not go to school	F	1847
Sydney - Inner West	Did not go to school	M	1286
Sydney - Inner West	Year 8	F	5792
Sydney - Inner West	Year 8	M	4354
Sydney - Inner West	Year 9	F	3901
Sydney - Inner West	Year 9	M	3397
Sydney - Inner West	Year 10	F	13636
Sydney - Inner West	Year 10	M	12504
Sydney - Inner West	Year 11	F	4329
Sydney - Inner West	Year 11	M	4628
Sydney - Inner West	Year 12	F	88955
Sydney - Inner West	Year 12	M	83465
Sydney - North Sydney and Hornsby	Did not go to school	F	844
Sydney - North Sydney and Hornsby	Did not go to school	M	579
Sydney - North Sydney and Hornsby	Year 8	F	2796
Sydney - North Sydney and Hornsby	Year 8	M	2338
Sydney - North Sydney and Hornsby	Year 9	F	4892
Sydney - North Sydney and Hornsby	Year 9	M	4196
Sydney - North Sydney and Hornsby	Year 10	F	17757
Sydney - North Sydney and Hornsby	Year 10	M	13480
Sydney - North Sydney and Hornsby	Year 11	F	7259
Sydney - North Sydney and Hornsby	Year 11	M	6525
Sydney - North Sydney and Hornsby	Year 12	F	129884
Sydney - North Sydney and Hornsby	Year 12	M	119703
Sydney - Northern Beaches	Did not go to school	F	392
Sydney - Northern Beaches	Did not go to school	M	354
Sydney - Northern Beaches	Year 8	F	2334
Sydney - Northern Beaches	Year 8	M	2097
Sydney - Northern Beaches	Year 9	F	4186
Sydney - Northern Beaches	Year 9	M	3819
Sydney - Northern Beaches	Year 10	F	17844
Sydney - Northern Beaches	Year 10	M	15699
Sydney - Northern Beaches	Year 11	F	5370
Sydney - Northern Beaches	Year 11	M	5532
Sydney - Northern Beaches	Year 12	F	67740
Sydney - Northern Beaches	Year 12	M	64028
Sydney - Outer South West	Did not go to school	F	845
Sydney - Outer South West	Did not go to school	M	570
Sydney - Outer South West	Year 8	F	4317
Sydney - Outer South West	Year 8	M	4021
Sydney - Outer South West	Year 9	F	7774
Sydney - Outer South West	Year 9	M	7531
Sydney - Outer South West	Year 10	F	27888
Sydney - Outer South West	Year 10	M	28755
Sydney - Outer South West	Year 11	F	6765
Sydney - Outer South West	Year 11	M	7171
Sydney - Outer South West	Year 12	F	49770
Sydney - Outer South West	Year 12	M	43873
Sydney - Outer West and Blue Mountains	Did not go to school	F	619
Sydney - Outer West and Blue Mountains	Did not go to school	M	530
Sydney - Outer West and Blue Mountains	Year 8	F	5101
Sydney - Outer West and Blue Mountains	Year 8	M	4880
Sydney - Outer West and Blue Mountains	Year 9	F	8874
Sydney - Outer West and Blue Mountains	Year 9	M	8777
Sydney - Outer West and Blue Mountains	Year 10	F	34475
Sydney - Outer West and Blue Mountains	Year 10	M	35074
Sydney - Outer West and Blue Mountains	Year 11	F	8172
Sydney - Outer West and Blue Mountains	Year 11	M	8619
Sydney - Outer West and Blue Mountains	Year 12	F	59656
Sydney - Outer West and Blue Mountains	Year 12	M	51757
Sydney - Parramatta	Did not go to school	F	5082
Sydney - Parramatta	Did not go to school	M	4708
Sydney - Parramatta	Year 8	F	9567
Sydney - Parramatta	Year 8	M	8961
Sydney - Parramatta	Year 9	F	7870
Sydney - Parramatta	Year 9	M	7827
Sydney - Parramatta	Year 10	F	25544
Sydney - Parramatta	Year 10	M	25908
Sydney - Parramatta	Year 11	F	7405
Sydney - Parramatta	Year 11	M	8573
Sydney - Parramatta	Year 12	F	108450
Sydney - Parramatta	Year 12	M	110798
Sydney - Ryde	Did not go to school	F	811
Sydney - Ryde	Did not go to school	M	540
Sydney - Ryde	Year 8	F	2372
Sydney - Ryde	Year 8	M	1801
Sydney - Ryde	Year 9	F	2743
Sydney - Ryde	Year 9	M	2387
Sydney - Ryde	Year 10	F	9242
Sydney - Ryde	Year 10	M	7675
Sydney - Ryde	Year 11	F	2842
Sydney - Ryde	Year 11	M	3057
Sydney - Ryde	Year 12	F	55899
Sydney - Ryde	Year 12	M	53585
Sydney - South West	Did not go to school	F	8618
Sydney - South West	Did not go to school	M	5508
Sydney - South West	Year 8	F	14426
Sydney - South West	Year 8	M	11514
Sydney - South West	Year 9	F	9599
Sydney - South West	Year 9	M	9257
Sydney - South West	Year 10	F	27911
Sydney - South West	Year 10	M	30421
Sydney - South West	Year 11	F	8454
Sydney - South West	Year 11	M	9670
Sydney - South West	Year 12	F	82526
Sydney - South West	Year 12	M	78467
Sydney - Sutherland	Did not go to school	F	326
Sydney - Sutherland	Did not go to school	M	286
Sydney - Sutherland	Year 8	F	2643
Sydney - Sutherland	Year 8	M	2144
Sydney - Sutherland	Year 9	F	5360
Sydney - Sutherland	Year 9	M	4410
Sydney - Sutherland	Year 10	F	22020
Sydney - Sutherland	Year 10	M	21071
Sydney - Sutherland	Year 11	F	4578
Sydney - Sutherland	Year 11	M	5401
Sydney - Sutherland	Year 12	F	51141
Sydney - Sutherland	Year 12	M	47094
Migratory - Offshore - Shipping (NSW)	Year 8	F	12
Migratory - Offshore - Shipping (NSW)	Year 8	M	13
Migratory - Offshore - Shipping (NSW)	Year 9	F	22
Migratory - Offshore - Shipping (NSW)	Year 9	M	9
Migratory - Offshore - Shipping (NSW)	Year 10	F	57
Migratory - Offshore - Shipping (NSW)	Year 10	M	38
Migratory - Offshore - Shipping (NSW)	Year 11	F	15
Migratory - Offshore - Shipping (NSW)	Year 11	M	12
Migratory - Offshore - Shipping (NSW)	Year 12	F	76
Migratory - Offshore - Shipping (NSW)	Year 12	M	52
No usual address (NSW)	Did not go to school	F	24
No usual address (NSW)	Did not go to school	M	41
No usual address (NSW)	Year 8	F	135
No usual address (NSW)	Year 8	M	286
No usual address (NSW)	Year 9	F	274
No usual address (NSW)	Year 9	M	454
No usual address (NSW)	Year 10	F	826
No usual address (NSW)	Year 10	M	1339
No usual address (NSW)	Year 11	F	247
No usual address (NSW)	Year 11	M	385
No usual address (NSW)	Year 12	F	1965
No usual address (NSW)	Year 12	M	2208
Ballarat	Did not go to school	F	167
Ballarat	Did not go to school	M	204
Ballarat	Year 8	F	4004
Ballarat	Year 8	M	3943
Ballarat	Year 9	F	5068
Ballarat	Year 9	M	5686
Ballarat	Year 10	F	11126
Ballarat	Year 10	M	12362
Ballarat	Year 11	F	9919
Ballarat	Year 11	M	9581
Ballarat	Year 12	F	29976
Ballarat	Year 12	M	24155
Bendigo	Did not go to school	F	283
Bendigo	Did not go to school	M	301
Bendigo	Year 8	F	3760
Bendigo	Year 8	M	3767
Bendigo	Year 9	F	4857
Bendigo	Year 9	M	5424
Bendigo	Year 10	F	10884
Bendigo	Year 10	M	12004
Bendigo	Year 11	F	9233
Bendigo	Year 11	M	9086
Bendigo	Year 12	F	29025
Bendigo	Year 12	M	23045
Geelong	Did not go to school	F	678
Geelong	Did not go to school	M	578
Geelong	Year 8	F	6869
Geelong	Year 8	M	5920
Geelong	Year 9	F	7866
Geelong	Year 9	M	7880
Geelong	Year 10	F	17671
Geelong	Year 10	M	18424
Geelong	Year 11	F	17006
Geelong	Year 11	M	17688
Geelong	Year 12	F	58222
Geelong	Year 12	M	48917
Hume	Did not go to school	F	226
Hume	Did not go to school	M	248
Hume	Year 8	F	4299
Hume	Year 8	M	4534
Hume	Year 9	F	5376
Hume	Year 9	M	6299
Hume	Year 10	F	13537
Hume	Year 10	M	15690
Hume	Year 11	F	11061
Hume	Year 11	M	11165
Hume	Year 12	F	29485
Hume	Year 12	M	23178
Latrobe - Gippsland	Did not go to school	F	452
Latrobe - Gippsland	Did not go to school	M	436
Latrobe - Gippsland	Year 8	F	7570
Latrobe - Gippsland	Year 8	M	7700
Latrobe - Gippsland	Year 9	F	9568
Latrobe - Gippsland	Year 9	M	10688
Latrobe - Gippsland	Year 10	F	21508
Latrobe - Gippsland	Year 10	M	24476
Latrobe - Gippsland	Year 11	F	18760
Latrobe - Gippsland	Year 11	M	18760
Latrobe - Gippsland	Year 12	F	44669
Latrobe - Gippsland	Year 12	M	34352
Melbourne - Inner	Did not go to school	F	3236
Melbourne - Inner	Did not go to school	M	1904
Melbourne - Inner	Year 8	F	10217
Melbourne - Inner	Year 8	M	7355
Melbourne - Inner	Year 9	F	5469
Melbourne - Inner	Year 9	M	5510
Melbourne - Inner	Year 10	F	12731
Melbourne - Inner	Year 10	M	14097
Melbourne - Inner	Year 11	F	14615
Melbourne - Inner	Year 11	M	15625
Melbourne - Inner	Year 12	F	199525
Melbourne - Inner	Year 12	M	181321
Melbourne - Inner East	Did not go to school	F	1597
Melbourne - Inner East	Did not go to school	M	1171
Melbourne - Inner East	Year 8	F	7197
Melbourne - Inner East	Year 8	M	4865
Melbourne - Inner East	Year 9	F	5602
Melbourne - Inner East	Year 9	M	5023
Melbourne - Inner East	Year 10	F	11827
Melbourne - Inner East	Year 10	M	10266
Melbourne - Inner East	Year 11	F	12546
Melbourne - Inner East	Year 11	M	11150
Melbourne - Inner East	Year 12	F	109667
Melbourne - Inner East	Year 12	M	101775
Melbourne - Inner South	Did not go to school	F	1080
Melbourne - Inner South	Did not go to school	M	788
Melbourne - Inner South	Year 8	F	7085
Melbourne - Inner South	Year 8	M	5120
Melbourne - Inner South	Year 9	F	6236
Melbourne - Inner South	Year 9	M	5971
Melbourne - Inner South	Year 10	F	15246
Melbourne - Inner South	Year 10	M	14334
Melbourne - Inner South	Year 11	F	15746
Melbourne - Inner South	Year 11	M	14879
Melbourne - Inner South	Year 12	F	116530
Melbourne - Inner South	Year 12	M	105283
Melbourne - North East	Did not go to school	F	3211
Melbourne - North East	Did not go to school	M	2319
Melbourne - North East	Year 8	F	14703
Melbourne - North East	Year 8	M	11426
Melbourne - North East	Year 9	F	10275
Melbourne - North East	Year 9	M	10893
Melbourne - North East	Year 10	F	22322
Melbourne - North East	Year 10	M	24815
Melbourne - North East	Year 11	F	21054
Melbourne - North East	Year 11	M	22517
Melbourne - North East	Year 12	F	118879
Melbourne - North East	Year 12	M	108593
Melbourne - North West	Did not go to school	F	3505
Melbourne - North West	Did not go to school	M	2288
Melbourne - North West	Year 8	F	12640
Melbourne - North West	Year 8	M	10176
Melbourne - North West	Year 9	F	8289
Melbourne - North West	Year 9	M	8979
Melbourne - North West	Year 10	F	17866
Melbourne - North West	Year 10	M	20124
Melbourne - North West	Year 11	F	15914
Melbourne - North West	Year 11	M	16880
Melbourne - North West	Year 12	F	77557
Melbourne - North West	Year 12	M	72006
Melbourne - Outer East	Did not go to school	F	1616
Melbourne - Outer East	Did not go to school	M	1266
Melbourne - Outer East	Year 8	F	9805
Melbourne - Outer East	Year 8	M	8142
Melbourne - Outer East	Year 9	F	12029
Melbourne - Outer East	Year 9	M	12946
Melbourne - Outer East	Year 10	F	28836
Melbourne - Outer East	Year 10	M	31862
Melbourne - Outer East	Year 11	F	27739
Melbourne - Outer East	Year 11	M	28775
Melbourne - Outer East	Year 12	F	118193
Melbourne - Outer East	Year 12	M	102692
Melbourne - South East	Did not go to school	F	7178
Melbourne - South East	Did not go to school	M	5925
Melbourne - South East	Year 8	F	20119
Melbourne - South East	Year 8	M	16627
Melbourne - South East	Year 9	F	16589
Melbourne - South East	Year 9	M	17494
Melbourne - South East	Year 10	F	37396
Melbourne - South East	Year 10	M	41930
Melbourne - South East	Year 11	F	30613
Melbourne - South East	Year 11	M	33346
Melbourne - South East	Year 12	F	172728
Melbourne - South East	Year 12	M	163366
Melbourne - West	Did not go to school	F	6159
Melbourne - West	Did not go to school	M	4401
Melbourne - West	Year 8	F	20513
Melbourne - West	Year 8	M	16309
Melbourne - West	Year 9	F	14929
Melbourne - West	Year 9	M	15683
Melbourne - West	Year 10	F	33672
Melbourne - West	Year 10	M	37724
Melbourne - West	Year 11	F	27403
Melbourne - West	Year 11	M	30665
Melbourne - West	Year 12	F	163963
Melbourne - West	Year 12	M	154786
Mornington Peninsula	Did not go to school	F	458
Mornington Peninsula	Did not go to school	M	472
Mornington Peninsula	Year 8	F	6061
Mornington Peninsula	Year 8	M	5061
Mornington Peninsula	Year 9	F	8302
Mornington Peninsula	Year 9	M	8665
Mornington Peninsula	Year 10	F	20645
Mornington Peninsula	Year 10	M	22253
Mornington Peninsula	Year 11	F	17543
Mornington Peninsula	Year 11	M	17724
Mornington Peninsula	Year 12	F	60010
Mornington Peninsula	Year 12	M	49946
North West	Did not go to school	F	464
North West	Did not go to school	M	578
North West	Year 8	F	5049
North West	Year 8	M	5447
North West	Year 9	F	5450
North West	Year 9	M	6276
North West	Year 10	F	11488
North West	Year 10	M	13114
North West	Year 11	F	10271
North West	Year 11	M	10296
North West	Year 12	F	22538
North West	Year 12	M	17551
Shepparton	Did not go to school	F	465
Shepparton	Did not go to school	M	524
Shepparton	Year 8	F	4030
Shepparton	Year 8	M	4512
Shepparton	Year 9	F	4545
Shepparton	Year 9	M	5585
Shepparton	Year 10	F	10166
Shepparton	Year 10	M	11444
Shepparton	Year 11	F	8555
Shepparton	Year 11	M	8623
Shepparton	Year 12	F	19862
Shepparton	Year 12	M	15137
Warrnambool and South West	Did not go to school	F	169
Warrnambool and South West	Did not go to school	M	231
Warrnambool and South West	Year 8	F	3563
Warrnambool and South West	Year 8	M	3897
Warrnambool and South West	Year 9	F	4040
Warrnambool and South West	Year 9	M	5056
Warrnambool and South West	Year 10	F	8730
Warrnambool and South West	Year 10	M	10320
Warrnambool and South West	Year 11	F	8884
Warrnambool and South West	Year 11	M	8946
Warrnambool and South West	Year 12	F	20809
Warrnambool and South West	Year 12	M	15634
Migratory - Offshore - Shipping (Vic.)	Year 10	M	9
Migratory - Offshore - Shipping (Vic.)	Year 11	M	4
Migratory - Offshore - Shipping (Vic.)	Year 12	M	6
No usual address (Vic.)	Did not go to school	F	42
No usual address (Vic.)	Did not go to school	M	43
No usual address (Vic.)	Year 8	F	82
No usual address (Vic.)	Year 8	M	155
No usual address (Vic.)	Year 9	F	143
No usual address (Vic.)	Year 9	M	257
No usual address (Vic.)	Year 10	F	301
No usual address (Vic.)	Year 10	M	475
No usual address (Vic.)	Year 11	F	247
No usual address (Vic.)	Year 11	M	379
No usual address (Vic.)	Year 12	F	1347
No usual address (Vic.)	Year 12	M	1345
Brisbane - East	Did not go to school	F	214
Brisbane - East	Did not go to school	M	229
Brisbane - East	Year 8	F	4192
Brisbane - East	Year 8	M	3664
Brisbane - East	Year 9	F	4070
Brisbane - East	Year 9	M	4192
Brisbane - East	Year 10	F	23028
Brisbane - East	Year 10	M	21424
Brisbane - East	Year 11	F	6884
Brisbane - East	Year 11	M	7530
Brisbane - East	Year 12	F	48920
Brisbane - East	Year 12	M	44428
Brisbane - North	Did not go to school	F	477
Brisbane - North	Did not go to school	M	393
Brisbane - North	Year 8	F	4439
Brisbane - North	Year 8	M	3197
Brisbane - North	Year 9	F	2785
Brisbane - North	Year 9	M	2863
Brisbane - North	Year 10	F	16799
Brisbane - North	Year 10	M	14528
Brisbane - North	Year 11	F	5061
Brisbane - North	Year 11	M	5557
Brisbane - North	Year 12	F	52574
Brisbane - North	Year 12	M	49265
Brisbane - South	Did not go to school	F	1424
Brisbane - South	Did not go to school	M	1022
Brisbane - South	Year 8	F	6122
Brisbane - South	Year 8	M	4427
Brisbane - South	Year 9	F	3827
Brisbane - South	Year 9	M	3811
Brisbane - South	Year 10	F	19807
Brisbane - South	Year 10	M	17619
Brisbane - South	Year 11	F	6762
Brisbane - South	Year 11	M	7554
Brisbane - South	Year 12	F	96273
Brisbane - South	Year 12	M	92977
Brisbane - West	Did not go to school	F	198
Brisbane - West	Did not go to school	M	197
Brisbane - West	Year 8	F	1665
Brisbane - West	Year 8	M	1057
Brisbane - West	Year 9	F	1728
Brisbane - West	Year 9	M	1643
Brisbane - West	Year 10	F	9928
Brisbane - West	Year 10	M	7898
Brisbane - West	Year 11	F	3773
Brisbane - West	Year 11	M	3808
Brisbane - West	Year 12	F	53947
Brisbane - West	Year 12	M	51485
Brisbane Inner City	Did not go to school	F	380
Brisbane Inner City	Did not go to school	M	354
Brisbane Inner City	Year 8	F	2230
Brisbane Inner City	Year 8	M	1765
Brisbane Inner City	Year 9	F	1764
Brisbane Inner City	Year 9	M	1953
Brisbane Inner City	Year 10	F	10040
Brisbane Inner City	Year 10	M	9315
Brisbane Inner City	Year 11	F	4616
Brisbane Inner City	Year 11	M	5057
Brisbane Inner City	Year 12	F	80204
Brisbane Inner City	Year 12	M	78332
Cairns	Did not go to school	F	678
Cairns	Did not go to school	M	629
Cairns	Year 8	F	4741
Cairns	Year 8	M	5043
Cairns	Year 9	F	4359
Cairns	Year 9	M	5167
Cairns	Year 10	F	21975
Cairns	Year 10	M	22957
Cairns	Year 11	F	8408
Cairns	Year 11	M	8961
Cairns	Year 12	F	46491
Cairns	Year 12	M	40574
Darling Downs - Maranoa	Did not go to school	F	178
Darling Downs - Maranoa	Did not go to school	M	219
Darling Downs - Maranoa	Year 8	F	3771
Darling Downs - Maranoa	Year 8	M	4780
Darling Downs - Maranoa	Year 9	F	2735
Darling Downs - Maranoa	Year 9	M	3640
Darling Downs - Maranoa	Year 10	F	13962
Darling Downs - Maranoa	Year 10	M	15583
Darling Downs - Maranoa	Year 11	F	3594
Darling Downs - Maranoa	Year 11	M	3713
Darling Downs - Maranoa	Year 12	F	20179
Darling Downs - Maranoa	Year 12	M	16327
Central Queensland	Did not go to school	F	239
Central Queensland	Did not go to school	M	367
Central Queensland	Year 8	F	4903
Central Queensland	Year 8	M	5698
Central Queensland	Year 9	F	4248
Central Queensland	Year 9	M	5390
Central Queensland	Year 10	F	22635
Central Queensland	Year 10	M	24926
Central Queensland	Year 11	F	7095
Central Queensland	Year 11	M	7857
Central Queensland	Year 12	F	37716
Central Queensland	Year 12	M	33123
Gold Coast	Did not go to school	F	802
Gold Coast	Did not go to school	M	708
Gold Coast	Year 8	F	7409
Gold Coast	Year 8	M	6714
Gold Coast	Year 9	F	11005
Gold Coast	Year 9	M	11198
Gold Coast	Year 10	F	53235
Gold Coast	Year 10	M	49708
Gold Coast	Year 11	F	20233
Gold Coast	Year 11	M	20172
Gold Coast	Year 12	F	127209
Gold Coast	Year 12	M	114783
Ipswich	Did not go to school	F	1317
Ipswich	Did not go to school	M	1025
Ipswich	Year 8	F	7656
Ipswich	Year 8	M	7288
Ipswich	Year 9	F	6348
Ipswich	Year 9	M	7142
Ipswich	Year 10	F	29181
Ipswich	Year 10	M	29285
Ipswich	Year 11	F	9709
Ipswich	Year 11	M	10319
Ipswich	Year 12	F	61056
Ipswich	Year 12	M	54498
Logan - Beaudesert	Did not go to school	F	1363
Logan - Beaudesert	Did not go to school	M	1190
