SA4_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Brisbane - East	1	1	1	1	2479
Brisbane - North					2633
Brisbane - North	0	0	0	1	7245
Brisbane - North	0	0	1	0	1991
Brisbane - North	0	0	1	1	1160
Brisbane - North	0	1	0	0	7803
Brisbane - North	0	1	0	1	889
Brisbane - North	0	1	1	0	1741
Brisbane - North	0	1	1	1	464
Brisbane - North	1	0	0	1	12267
Brisbane - North	1	0	1	0	7076
Brisbane - North	1	0	1	1	4617
Brisbane - North	1	1	0	0	54238
Brisbane - North	1	1	0	1	2272
Brisbane - North	1	1	1	0	9795
Brisbane - North	1	1	1	1	1792
Brisbane - South					4507
Brisbane - South	0	0	0	1	10155
Brisbane - South	0	0	1	0	3545
Brisbane - South	0	0	1	1	1823
Brisbane - South	0	1	0	0	11216
Brisbane - South	0	1	0	1	1243
Brisbane - South	0	1	1	0	2866
Brisbane - South	0	1	1	1	763
Brisbane - South	1	0	0	1	20158
Brisbane - South	1	0	1	0	13832
Brisbane - South	1	0	1	1	8869
Brisbane - South	1	1	0	0	89992
Brisbane - South	1	1	0	1	3497
Brisbane - South	1	1	1	0	18078
Brisbane - South	1	1	1	1	3280
Brisbane - West					1791
Brisbane - West	0	0	0	1	4130
Brisbane - West	0	0	1	0	2128
Brisbane - West	0	0	1	1	907
Brisbane - West	0	1	0	0	5124
Brisbane - West	0	1	0	1	409
Brisbane - West	0	1	1	0	1631
Brisbane - West	0	1	1	1	230
Brisbane - West	1	0	0	1	10602
Brisbane - West	1	0	1	0	9708
Brisbane - West	1	0	1	1	5105
Brisbane - West	1	1	0	0	49828
Brisbane - West	1	1	0	1	1554
Brisbane - West	1	1	1	0	11432
Brisbane - West	1	1	1	1	1392
Brisbane Inner City					3872
Brisbane Inner City	0	0	0	1	4382
Brisbane Inner City	0	0	1	0	2459
Brisbane Inner City	0	0	1	1	759
Brisbane Inner City	0	1	0	0	5623
Brisbane Inner City	0	1	0	1	274
Brisbane Inner City	0	1	1	0	1402
Brisbane Inner City	0	1	1	1	152
Brisbane Inner City	1	0	0	1	7502
Brisbane Inner City	1	0	1	0	8544
Brisbane Inner City	1	0	1	1	3770
Brisbane Inner City	1	1	0	0	52144
Brisbane Inner City	1	1	0	1	914
Brisbane Inner City	1	1	1	0	9406
Brisbane Inner City	1	1	1	1	760
Cairns					2032
Cairns	0	0	0	1	7184
Cairns	0	0	1	0	2037
Cairns	0	0	1	1	1027
Cairns	0	1	0	0	15089
Cairns	0	1	0	1	1998
Cairns	0	1	1	0	2787
Cairns	0	1	1	1	814
Cairns	1	0	0	1	11588
Cairns	1	0	1	0	4925
Cairns	1	0	1	1	3225
Cairns	1	1	0	0	52858
Cairns	1	1	0	1	4074
Cairns	1	1	1	0	10557
Cairns	1	1	1	1	2664
Darling Downs - Maranoa					855
Darling Downs - Maranoa	0	0	0	1	3099
Darling Downs - Maranoa	0	0	1	0	591
Darling Downs - Maranoa	0	0	1	1	324
Darling Downs - Maranoa	0	1	0	0	6269
Darling Downs - Maranoa	0	1	0	1	804
Darling Downs - Maranoa	0	1	1	0	1173
Darling Downs - Maranoa	0	1	1	1	305
Darling Downs - Maranoa	1	0	0	1	6822
Darling Downs - Maranoa	1	0	1	0	2365
Darling Downs - Maranoa	1	0	1	1	1882
Darling Downs - Maranoa	1	1	0	0	29793
Darling Downs - Maranoa	1	1	0	1	2039
Darling Downs - Maranoa	1	1	1	0	6098
Darling Downs - Maranoa	1	1	1	1	1522
Central Queensland					1624
Central Queensland	0	0	0	1	5600
Central Queensland	0	0	1	0	1325
Central Queensland	0	0	1	1	738
Central Queensland	0	1	0	0	11693
Central Queensland	0	1	0	1	1290
Central Queensland	0	1	1	0	2364
Central Queensland	0	1	1	1	491
Central Queensland	1	0	0	1	12072
Central Queensland	1	0	1	0	4619
Central Queensland	1	0	1	1	3396
Central Queensland	1	1	0	0	57357
Central Queensland	1	1	0	1	3807
Central Queensland	1	1	1	0	10896
Central Queensland	1	1	1	1	2413
Gold Coast					4426
Gold Coast	0	0	0	1	18723
Gold Coast	0	0	1	0	5894
Gold Coast	0	0	1	1	3005
Gold Coast	0	1	0	0	26915
Gold Coast	0	1	0	1	2931
Gold Coast	0	1	1	0	6025
Gold Coast	0	1	1	1	1425
Gold Coast	1	0	0	1	34052
Gold Coast	1	0	1	0	17480
Gold Coast	1	0	1	1	12009
Gold Coast	1	1	0	0	133706
Gold Coast	1	1	0	1	8844
Gold Coast	1	1	1	0	26109
Gold Coast	1	1	1	1	5232
Ipswich					3077
Ipswich	0	0	0	1	11001
Ipswich	0	0	1	0	2901
Ipswich	0	0	1	1	2077
Ipswich	0	1	0	0	20872
Ipswich	0	1	0	1	2856
Ipswich	0	1	1	0	4954
Ipswich	0	1	1	1	1612
Ipswich	1	0	0	1	19930
Ipswich	1	0	1	0	8469
Ipswich	1	0	1	1	6892
Ipswich	1	1	0	0	83335
Ipswich	1	1	0	1	6847
Ipswich	1	1	1	0	17749
Ipswich	1	1	1	1	5618
Logan - Beaudesert					2779
Logan - Beaudesert	0	0	0	1	11415
Logan - Beaudesert	0	0	1	0	2663
Logan - Beaudesert	0	0	1	1	2102
Logan - Beaudesert	0	1	0	0	20928
Logan - Beaudesert	0	1	0	1	3028
Logan - Beaudesert	0	1	1	0	4530
Logan - Beaudesert	0	1	1	1	1528
Logan - Beaudesert	1	0	0	1	24035
Logan - Beaudesert	1	0	1	0	7962
Logan - Beaudesert	1	0	1	1	7734
Logan - Beaudesert	1	1	0	0	80974
Logan - Beaudesert	1	1	0	1	7925
Logan - Beaudesert	1	1	1	0	17532
Logan - Beaudesert	1	1	1	1	5696
Mackay - Isaac - Whitsunday					1056
Mackay - Isaac - Whitsunday	0	0	0	1	3642
Mackay - Isaac - Whitsunday	0	0	1	0	938
Mackay - Isaac - Whitsunday	0	0	1	1	535
Mackay - Isaac - Whitsunday	0	1	0	0	8402
Mackay - Isaac - Whitsunday	0	1	0	1	967
Mackay - Isaac - Whitsunday	0	1	1	0	1559
Mackay - Isaac - Whitsunday	0	1	1	1	330
Mackay - Isaac - Whitsunday	1	0	0	1	9125
Mackay - Isaac - Whitsunday	1	0	1	0	3637
Mackay - Isaac - Whitsunday	1	0	1	1	2493
Mackay - Isaac - Whitsunday	1	1	0	0	43117
Mackay - Isaac - Whitsunday	1	1	0	1	2870
Mackay - Isaac - Whitsunday	1	1	1	0	7745
Mackay - Isaac - Whitsunday	1	1	1	1	1661
Moreton Bay - North					1750
Moreton Bay - North	0	0	0	1	8554
Moreton Bay - North	0	0	1	0	2208
Moreton Bay - North	0	0	1	1	1275
Moreton Bay - North	0	1	0	0	14919
Moreton Bay - North	0	1	0	1	1995
Moreton Bay - North	0	1	1	0	3081
Moreton Bay - North	0	1	1	1	820
Moreton Bay - North	1	0	0	1	16193
Moreton Bay - North	1	0	1	0	5783
Moreton Bay - North	1	0	1	1	4794
Moreton Bay - North	1	1	0	0	50191
Moreton Bay - North	1	1	0	1	4935
Moreton Bay - North	1	1	1	0	11313
Moreton Bay - North	1	1	1	1	3082
Moreton Bay - South					1340
Moreton Bay - South	0	0	0	1	5194
Moreton Bay - South	0	0	1	0	1732
Moreton Bay - South	0	0	1	1	986
Moreton Bay - South	0	1	0	0	9774
Moreton Bay - South	0	1	0	1	970
Moreton Bay - South	0	1	1	0	2119
Moreton Bay - South	0	1	1	1	527
Moreton Bay - South	1	0	0	1	13639
Moreton Bay - South	1	0	1	0	7126
Moreton Bay - South	1	0	1	1	5514
Moreton Bay - South	1	1	0	0	60583
Moreton Bay - South	1	1	0	1	3464
Moreton Bay - South	1	1	1	0	11954
Moreton Bay - South	1	1	1	1	2433
Queensland - Outback					979
Queensland - Outback	0	0	0	1	2247
Queensland - Outback	0	0	1	0	261
Queensland - Outback	0	0	1	1	162
Queensland - Outback	0	1	0	0	5658
Queensland - Outback	0	1	0	1	1235
Queensland - Outback	0	1	1	0	683
Queensland - Outback	0	1	1	1	373
Queensland - Outback	1	0	0	1	3698
Queensland - Outback	1	0	1	0	806
Queensland - Outback	1	0	1	1	641
Queensland - Outback	1	1	0	0	19721
Queensland - Outback	1	1	0	1	2759
Queensland - Outback	1	1	1	0	2628
Queensland - Outback	1	1	1	1	1033
Sunshine Coast					2141
Sunshine Coast	0	0	0	1	10382
Sunshine Coast	0	0	1	0	3356
Sunshine Coast	0	0	1	1	1520
Sunshine Coast	0	1	0	0	15981
Sunshine Coast	0	1	0	1	1846
Sunshine Coast	0	1	1	0	3588
Sunshine Coast	0	1	1	1	654
Sunshine Coast	1	0	0	1	20121
Sunshine Coast	1	0	1	0	9550
Sunshine Coast	1	0	1	1	6036
Sunshine Coast	1	1	0	0	79160
Sunshine Coast	1	1	0	1	4979
Sunshine Coast	1	1	1	0	16557
Sunshine Coast	1	1	1	1	2997
Toowoomba					1208
Toowoomba	0	0	0	1	4069
Toowoomba	0	0	1	0	1136
Toowoomba	0	0	1	1	707
Toowoomba	0	1	0	0	7541
Toowoomba	0	1	0	1	954
Toowoomba	0	1	1	0	1920
Toowoomba	0	1	1	1	487
Toowoomba	1	0	0	1	8162
Toowoomba	1	0	1	0	3637
Toowoomba	1	0	1	1	2524
Toowoomba	1	1	0	0	35848
Toowoomba	1	1	0	1	2301
Toowoomba	1	1	1	0	7994
Toowoomba	1	1	1	1	1950
Townsville					2036
Townsville	0	0	0	1	6483
Townsville	0	0	1	0	1937
Townsville	0	0	1	1	1028
Townsville	0	1	0	0	13112
Townsville	0	1	0	1	1685
Townsville	0	1	1	0	2900
Townsville	0	1	1	1	708
Townsville	1	0	0	1	12205
Townsville	1	0	1	0	5962
Townsville	1	0	1	1	3932
Townsville	1	1	0	0	53034
Townsville	1	1	0	1	3778
Townsville	1	1	1	0	11307
Townsville	1	1	1	1	2268
Wide Bay					2077
Wide Bay	0	0	0	1	9111
Wide Bay	0	0	1	0	2126
Wide Bay	0	0	1	1	1142
Wide Bay	0	1	0	0	17225
Wide Bay	0	1	0	1	2249
Wide Bay	0	1	1	0	3500
Wide Bay	0	1	1	1	856
Wide Bay	1	0	0	1	15705
Wide Bay	1	0	1	0	5485
Wide Bay	1	0	1	1	3601
Wide Bay	1	1	0	0	53982
Wide Bay	1	1	0	1	4851
Wide Bay	1	1	1	0	12108
Wide Bay	1	1	1	1	3004
Adelaide - Central and Hills					2793
Adelaide - Central and Hills	0	0	0	1	7213
Adelaide - Central and Hills	0	0	1	0	3651
Adelaide - Central and Hills	0	0	1	1	1596
Adelaide - Central and Hills	0	1	0	0	8029
Adelaide - Central and Hills	0	1	0	1	549
Adelaide - Central and Hills	0	1	1	0	2245
Adelaide - Central and Hills	0	1	1	1	262
Adelaide - Central and Hills	1	0	0	1	16884
Adelaide - Central and Hills	1	0	1	0	14076
Adelaide - Central and Hills	1	0	1	1	8314
Adelaide - Central and Hills	1	1	0	0	68332
Adelaide - Central and Hills	1	1	0	1	1930
Adelaide - Central and Hills	1	1	1	0	15351
Adelaide - Central and Hills	1	1	1	1	1867
Adelaide - North					3949
Adelaide - North	0	0	0	1	15882
Adelaide - North	0	0	1	0	4911
Adelaide - North	0	0	1	1	3267
Adelaide - North	0	1	0	0	24513
Adelaide - North	0	1	0	1	2889
Adelaide - North	0	1	1	0	6029
Adelaide - North	0	1	1	1	1589
Adelaide - North	1	0	0	1	29348
Adelaide - North	1	0	1	0	13071
Adelaide - North	1	0	1	1	11200
Adelaide - North	1	1	0	0	101700
Adelaide - North	1	1	0	1	6232
Adelaide - North	1	1	1	0	22638
Adelaide - North	1	1	1	1	4806
Adelaide - South					3227
Adelaide - South	0	0	0	1	11712
Adelaide - South	0	0	1	0	4127
Adelaide - South	0	0	1	1	2243
Adelaide - South	0	1	0	0	15209
Adelaide - South	0	1	0	1	1421
Adelaide - South	0	1	1	0	3825
Adelaide - South	0	1	1	1	686
Adelaide - South	1	0	0	1	23110
Adelaide - South	1	0	1	0	14326
Adelaide - South	1	0	1	1	10093
Adelaide - South	1	1	0	0	83998
Adelaide - South	1	1	0	1	3720
Adelaide - South	1	1	1	0	17125
Adelaide - South	1	1	1	1	2922
Adelaide - West					3016
Adelaide - West	0	0	0	1	9274
Adelaide - West	0	0	1	0	2833
Adelaide - West	0	0	1	1	1667
Adelaide - West	0	1	0	0	8589
Adelaide - West	0	1	0	1	878
Adelaide - West	0	1	1	0	2313
Adelaide - West	0	1	1	1	500
Adelaide - West	1	0	0	1	15345
Adelaide - West	1	0	1	0	8275
Adelaide - West	1	0	1	1	6220
Adelaide - West	1	1	0	0	49031
Adelaide - West	1	1	0	1	2094
Adelaide - West	1	1	1	0	9654
Adelaide - West	1	1	1	1	1650
Barossa - Yorke - Mid North					635
Barossa - Yorke - Mid North	0	0	0	1	2775
Barossa - Yorke - Mid North	0	0	1	0	842
Barossa - Yorke - Mid North	0	0	1	1	454
Barossa - Yorke - Mid North	0	1	0	0	4445
Barossa - Yorke - Mid North	0	1	0	1	503
Barossa - Yorke - Mid North	0	1	1	0	1276
Barossa - Yorke - Mid North	0	1	1	1	355
Barossa - Yorke - Mid North	1	0	0	1	6311
Barossa - Yorke - Mid North	1	0	1	0	2732
Barossa - Yorke - Mid North	1	0	1	1	2138
Barossa - Yorke - Mid North	1	1	0	0	23331
Barossa - Yorke - Mid North	1	1	0	1	1371
Barossa - Yorke - Mid North	1	1	1	0	5247
Barossa - Yorke - Mid North	1	1	1	1	962
South Australia - Outback					591
South Australia - Outback	0	0	0	1	2182
South Australia - Outback	0	0	1	0	617
South Australia - Outback	0	0	1	1	273
South Australia - Outback	0	1	0	0	4780
South Australia - Outback	0	1	0	1	593
South Australia - Outback	0	1	1	0	870
South Australia - Outback	0	1	1	1	161
South Australia - Outback	1	0	0	1	3760
South Australia - Outback	1	0	1	0	1582
South Australia - Outback	1	0	1	1	919
South Australia - Outback	1	1	0	0	18464
South Australia - Outback	1	1	0	1	1213
South Australia - Outback	1	1	1	0	3589
South Australia - Outback	1	1	1	1	669
South Australia - South East					1122
South Australia - South East	0	0	0	1	4729
South Australia - South East	0	0	1	0	1426
South Australia - South East	0	0	1	1	655
South Australia - South East	0	1	0	0	8354
South Australia - South East	0	1	0	1	846
South Australia - South East	0	1	1	0	1827
South Australia - South East	0	1	1	1	454
South Australia - South East	1	0	0	1	9958
South Australia - South East	1	0	1	0	4239
South Australia - South East	1	0	1	1	3012
South Australia - South East	1	1	0	0	37891
South Australia - South East	1	1	0	1	2298
South Australia - South East	1	1	1	0	8436
South Australia - South East	1	1	1	1	1680
Bunbury					928
Bunbury	0	0	0	1	4149
Bunbury	0	0	1	0	1393
Bunbury	0	0	1	1	649
Bunbury	0	1	0	0	8387
Bunbury	0	1	0	1	907
Bunbury	0	1	1	0	1936
Bunbury	0	1	1	1	362
Bunbury	1	0	0	1	9378
Bunbury	1	0	1	0	4164
Bunbury	1	0	1	1	2922
Bunbury	1	1	0	0	44102
Bunbury	1	1	0	1	2845
Bunbury	1	1	1	0	8712
Bunbury	1	1	1	1	1731
Mandurah					572
Mandurah	0	0	0	1	2646
Mandurah	0	0	1	0	749
Mandurah	0	0	1	1	519
Mandurah	0	1	0	0	5218
Mandurah	0	1	0	1	589
Mandurah	0	1	1	0	1233
Mandurah	0	1	1	1	212
Mandurah	1	0	0	1	5493
Mandurah	1	0	1	0	2450
Mandurah	1	0	1	1	2003
Mandurah	1	1	0	0	20410
Mandurah	1	1	0	1	1490
Mandurah	1	1	1	0	4337
Mandurah	1	1	1	1	1100
Perth - Inner					1875
Perth - Inner	0	0	0	1	3117
Perth - Inner	0	0	1	0	1605
Perth - Inner	0	0	1	1	658
Perth - Inner	0	1	0	0	3457
Perth - Inner	0	1	0	1	134
Perth - Inner	0	1	1	0	996
Perth - Inner	0	1	1	1	100
Perth - Inner	1	0	0	1	6559
Perth - Inner	1	0	1	0	7509
Perth - Inner	1	0	1	1	3719
Perth - Inner	1	1	0	0	38877
Perth - Inner	1	1	0	1	570
Perth - Inner	1	1	1	0	8118
Perth - Inner	1	1	1	1	712
Perth - North East					2397
Perth - North East	0	0	0	1	8102
Perth - North East	0	0	1	0	2373
Perth - North East	0	0	1	1	1602
Perth - North East	0	1	0	0	10785
Perth - North East	0	1	0	1	1298
Perth - North East	0	1	1	0	2658
Perth - North East	0	1	1	1	844
Perth - North East	1	0	0	1	16841
Perth - North East	1	0	1	0	8137
Perth - North East	1	0	1	1	6791
Perth - North East	1	1	0	0	65163
Perth - North East	1	1	0	1	3896
Perth - North East	1	1	1	0	13351
Perth - North East	1	1	1	1	2914
Perth - North West					5004
Perth - North West	0	0	0	1	15146
Perth - North West	0	0	1	0	5448
Perth - North West	0	0	1	1	3517
Perth - North West	0	1	0	0	20545
Perth - North West	0	1	0	1	2123
Perth - North West	0	1	1	0	5079
Perth - North West	0	1	1	1	1357
Perth - North West	1	0	0	1	36577
Perth - North West	1	0	1	0	21901
Perth - North West	1	0	1	1	16796
Perth - North West	1	1	0	0	146461
Perth - North West	1	1	0	1	7709
Perth - North West	1	1	1	0	31314
Perth - North West	1	1	1	1	5891
Perth - South East					6269
Perth - South East	0	0	0	1	14017
Perth - South East	0	0	1	0	4490
Perth - South East	0	0	1	1	2862
Perth - South East	0	1	0	0	19245
Perth - South East	0	1	0	1	2104
Perth - South East	0	1	1	0	4557
Perth - South East	0	1	1	1	1186
Perth - South East	1	0	0	1	30849
Perth - South East	1	0	1	0	16237
Perth - South East	1	0	1	1	12436
Perth - South East	1	1	0	0	128227
Perth - South East	1	1	0	1	6966
Perth - South East	1	1	1	0	26127
Perth - South East	1	1	1	1	5915
Perth - South West					3458
Perth - South West	0	0	0	1	11466
Perth - South West	0	0	1	0	3789
Perth - South West	0	0	1	1	2341
Perth - South West	0	1	0	0	17354
Perth - South West	0	1	0	1	1850
Perth - South West	0	1	1	0	4100
Perth - South West	0	1	1	1	871
Perth - South West	1	0	0	1	26477
Perth - South West	1	0	1	0	14760
Perth - South West	1	0	1	1	11311
Perth - South West	1	1	0	0	107250
Perth - South West	1	1	0	1	5894
Perth - South West	1	1	1	0	22000
Perth - South West	1	1	1	1	3955
Western Australia - Wheat Belt					798
Western Australia - Wheat Belt	0	0	0	1	3197
Western Australia - Wheat Belt	0	0	1	0	722
Western Australia - Wheat Belt	0	0	1	1	356
Western Australia - Wheat Belt	0	1	0	0	5693
Western Australia - Wheat Belt	0	1	0	1	754
Western Australia - Wheat Belt	0	1	1	0	1175
Western Australia - Wheat Belt	0	1	1	1	275
Western Australia - Wheat Belt	1	0	0	1	7099
Western Australia - Wheat Belt	1	0	1	0	2297
Western Australia - Wheat Belt	1	0	1	1	1691
Western Australia - Wheat Belt	1	1	0	0	30398
Western Australia - Wheat Belt	1	1	0	1	2199
Western Australia - Wheat Belt	1	1	1	0	5467
Western Australia - Wheat Belt	1	1	1	1	1334
Western Australia - Outback (North)					934
Western Australia - Outback (North)	0	0	0	1	1622
Western Australia - Outback (North)	0	0	1	0	261
Western Australia - Outback (North)	0	0	1	1	118
Western Australia - Outback (North)	0	1	0	0	4674
Western Australia - Outback (North)	0	1	0	1	1041
Western Australia - Outback (North)	0	1	1	0	705
Western Australia - Outback (North)	0	1	1	1	234
Western Australia - Outback (North)	1	0	0	1	2604
Western Australia - Outback (North)	1	0	1	0	1008
Western Australia - Outback (North)	1	0	1	1	722
Western Australia - Outback (North)	1	1	0	0	24918
Western Australia - Outback (North)	1	1	0	1	1796
Western Australia - Outback (North)	1	1	1	0	3046
Western Australia - Outback (North)	1	1	1	1	811
Western Australia - Outback (South)					948
Western Australia - Outback (South)	0	0	0	1	2798
Western Australia - Outback (South)	0	0	1	0	635
Western Australia - Outback (South)	0	0	1	1	342
Western Australia - Outback (South)	0	1	0	0	6054
Western Australia - Outback (South)	0	1	0	1	962
Western Australia - Outback (South)	0	1	1	0	1069
Western Australia - Outback (South)	0	1	1	1	332
Western Australia - Outback (South)	1	0	0	1	5723
Western Australia - Outback (South)	1	0	1	0	2049
Western Australia - Outback (South)	1	0	1	1	1659
Western Australia - Outback (South)	1	1	0	0	28710
Western Australia - Outback (South)	1	1	0	1	2283
Western Australia - Outback (South)	1	1	1	0	5070
Western Australia - Outback (South)	1	1	1	1	1265
Hobart					1844
Hobart	0	0	0	1	6888
Hobart	0	0	1	0	2630
Hobart	0	0	1	1	1264
Hobart	0	1	0	0	12225
Hobart	0	1	0	1	1164
Hobart	0	1	1	0	2902
Hobart	0	1	1	1	529
Hobart	1	0	0	1	12174
Hobart	1	0	1	0	7275
Hobart	1	0	1	1	4132
Hobart	1	1	0	0	49243
Hobart	1	1	0	1	2642
Hobart	1	1	1	0	10399
Hobart	1	1	1	1	1955
Launceston and North East					1059
Launceston and North East	0	0	0	1	4174
Launceston and North East	0	0	1	0	1327
Launceston and North East	0	0	1	1	585
Launceston and North East	0	1	0	0	6819
Launceston and North East	0	1	0	1	718
Launceston and North East	0	1	1	0	1681
Launceston and North East	0	1	1	1	326
Launceston and North East	1	0	0	1	7721
Launceston and North East	1	0	1	0	3855
Launceston and North East	1	0	1	1	2595
Launceston and North East	1	1	0	0	29038
Launceston and North East	1	1	0	1	1814
Launceston and North East	1	1	1	0	6781
Launceston and North East	1	1	1	1	1267
South East					184
South East	0	0	0	1	1005
South East	0	0	1	0	234
South East	0	0	1	1	103
South East	0	1	0	0	1521
South East	0	1	0	1	187
South East	0	1	1	0	340
South East	0	1	1	1	40
South East	1	0	0	1	2151
South East	1	0	1	0	867
South East	1	0	1	1	544
South East	1	1	0	0	7308
South East	1	1	0	1	583
South East	1	1	1	0	1728
South East	1	1	1	1	410
West and North West					622
West and North West	0	0	0	1	3252
West and North West	0	0	1	0	997
West and North West	0	0	1	1	493
West and North West	0	1	0	0	6047
West and North West	0	1	0	1	540
West and North West	0	1	1	0	1346
West and North West	0	1	1	1	302
West and North West	1	0	0	1	6250
West and North West	1	0	1	0	2664
West and North West	1	0	1	1	1838
West and North West	1	1	0	0	22117
West and North West	1	1	0	1	1556
West and North West	1	1	1	0	5299
West and North West	1	1	1	1	972
Darwin					1120
Darwin	0	0	0	1	3093
Darwin	0	0	1	0	863
Darwin	0	0	1	1	436
Darwin	0	1	0	0	5564
Darwin	0	1	0	1	725
Darwin	0	1	1	0	1161
Darwin	0	1	1	1	254
Darwin	1	0	0	1	6325
Darwin	1	0	1	0	3042
Darwin	1	0	1	1	2224
Darwin	1	1	0	0	36515
Darwin	1	1	0	1	2141
Darwin	1	1	1	0	6198
Darwin	1	1	1	1	1380
Northern Territory - Outback					1308
Northern Territory - Outback	0	0	0	1	2648
Northern Territory - Outback	0	0	1	0	363
Northern Territory - Outback	0	0	1	1	197
Northern Territory - Outback	0	1	0	0	6181
Northern Territory - Outback	0	1	0	1	2605
Northern Territory - Outback	0	1	1	0	817
Northern Territory - Outback	0	1	1	1	467
Northern Territory - Outback	1	0	0	1	3302
Northern Territory - Outback	1	0	1	0	876
Northern Territory - Outback	1	0	1	1	727
Northern Territory - Outback	1	1	0	0	22957
Northern Territory - Outback	1	1	0	1	4929
Northern Territory - Outback	1	1	1	0	3373
Northern Territory - Outback	1	1	1	1	1453
Australian Capital Territory					3054
Australian Capital Territory	0	0	0	1	10148
Australian Capital Territory	0	0	1	0	3821
Australian Capital Territory	0	0	1	1	2048
Australian Capital Territory	0	1	0	0	13872
Australian Capital Territory	0	1	0	1	1266
Australian Capital Territory	0	1	1	0	3463
Australian Capital Territory	0	1	1	1	800
Australian Capital Territory	1	0	0	1	20429
Australian Capital Territory	1	0	1	0	15281
Australian Capital Territory	1	0	1	1	9121
Australian Capital Territory	1	1	0	0	109833
Australian Capital Territory	1	1	0	1	3784
Australian Capital Territory	1	1	1	0	20003
Australian Capital Territory	1	1	1	1	3092
Other Territories					29
Other Territories	0	0	0	1	119
Other Territories	0	0	1	0	35
Other Territories	0	0	1	1	15
Other Territories	0	1	0	0	147
Other Territories	0	1	0	1	29
Other Territories	0	1	1	0	30
Other Territories	0	1	1	1	9
Other Territories	1	0	0	1	205
Other Territories	1	0	1	0	73
Other Territories	1	0	1	1	41
Other Territories	1	1	0	0	1072
Other Territories	1	1	0	1	91
Other Territories	1	1	1	0	164
Other Territories	1	1	1	1	28
