SA4_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Central Coast	15-17	1	Father only	547
Central Coast	15-17	1	Mother only	715
Central Coast	15-17	1	Neither	687
Central Coast	18-20	0		7
Central Coast	18-20	0	Both	518
Central Coast	18-20	0	Father only	48
Central Coast	18-20	0	Mother only	99
Central Coast	18-20	0	Neither	67
Central Coast	18-20	1		9
Central Coast	18-20	1	Both	1718
Central Coast	18-20	1	Father only	213
Central Coast	18-20	1	Mother only	271
Central Coast	18-20	1	Neither	331
Central Coast	21-24	0	Both	232
Central Coast	21-24	0	Father only	28
Central Coast	21-24	0	Mother only	34
Central Coast	21-24	0	Neither	41
Central Coast	21-24	1		3
Central Coast	21-24	1	Both	776
Central Coast	21-24	1	Father only	97
Central Coast	21-24	1	Mother only	124
Central Coast	21-24	1	Neither	159
Central West	0-4	0		112
Central West	0-4	0	Both	2141
Central West	0-4	0	Father only	41
Central West	0-4	0	Mother only	97
Central West	0-4	0	Neither	35
Central West	0-4	1		47
Central West	0-4	1	Both	8427
Central West	0-4	1	Father only	378
Central West	0-4	1	Mother only	335
Central West	0-4	1	Neither	487
Central West	5-9	0		104
Central West	5-9	0	Both	2562
Central West	5-9	0	Father only	60
Central West	5-9	0	Mother only	138
Central West	5-9	0	Neither	39
Central West	5-9	1		71
Central West	5-9	1	Both	8795
Central West	5-9	1	Father only	439
Central West	5-9	1	Mother only	453
Central West	5-9	1	Neither	453
Central West	10-12	0		55
Central West	10-12	0	Both	1556
Central West	10-12	0	Father only	48
Central West	10-12	0	Mother only	71
Central West	10-12	0	Neither	40
Central West	10-12	1		58
Central West	10-12	1	Both	4784
Central West	10-12	1	Father only	218
Central West	10-12	1	Mother only	254
Central West	10-12	1	Neither	263
Central West	13-14	0		46
Central West	13-14	0	Both	1013
Central West	13-14	0	Father only	43
Central West	13-14	0	Mother only	65
Central West	13-14	0	Neither	30
Central West	13-14	1		25
Central West	13-14	1	Both	3017
Central West	13-14	1	Father only	164
Central West	13-14	1	Mother only	144
Central West	13-14	1	Neither	162
Central West	15-17	0		39
Central West	15-17	0	Both	1271
Central West	15-17	0	Father only	62
Central West	15-17	0	Mother only	101
Central West	15-17	0	Neither	44
Central West	15-17	1		25
Central West	15-17	1	Both	3753
Central West	15-17	1	Father only	209
Central West	15-17	1	Mother only	180
Central West	15-17	1	Neither	192
Central West	18-20	0		5
Central West	18-20	0	Both	236
Central West	18-20	0	Father only	11
Central West	18-20	0	Mother only	14
Central West	18-20	0	Neither	14
Central West	18-20	1		7
Central West	18-20	1	Both	705
Central West	18-20	1	Father only	39
Central West	18-20	1	Mother only	36
Central West	18-20	1	Neither	61
Central West	21-24	0	Both	56
Central West	21-24	0	Father only	3
Central West	21-24	0	Mother only	6
Central West	21-24	1	Both	165
Central West	21-24	1	Father only	15
Central West	21-24	1	Mother only	16
Central West	21-24	1	Neither	9
Coffs Harbour - Grafton	0-4	0		55
Coffs Harbour - Grafton	0-4	0	Both	1210
Coffs Harbour - Grafton	0-4	0	Father only	45
Coffs Harbour - Grafton	0-4	0	Mother only	79
Coffs Harbour - Grafton	0-4	0	Neither	50
Coffs Harbour - Grafton	0-4	1		39
Coffs Harbour - Grafton	0-4	1	Both	3941
Coffs Harbour - Grafton	0-4	1	Father only	371
Coffs Harbour - Grafton	0-4	1	Mother only	327
Coffs Harbour - Grafton	0-4	1	Neither	440
Coffs Harbour - Grafton	5-9	0		78
Coffs Harbour - Grafton	5-9	0	Both	1763
Coffs Harbour - Grafton	5-9	0	Father only	85
Coffs Harbour - Grafton	5-9	0	Mother only	158
Coffs Harbour - Grafton	5-9	0	Neither	83
Coffs Harbour - Grafton	5-9	1		29
Coffs Harbour - Grafton	5-9	1	Both	4465
Coffs Harbour - Grafton	5-9	1	Father only	350
Coffs Harbour - Grafton	5-9	1	Mother only	380
Coffs Harbour - Grafton	5-9	1	Neither	484
Coffs Harbour - Grafton	10-12	0		47
Coffs Harbour - Grafton	10-12	0	Both	1072
Coffs Harbour - Grafton	10-12	0	Father only	73
Coffs Harbour - Grafton	10-12	0	Mother only	101
Coffs Harbour - Grafton	10-12	0	Neither	81
Coffs Harbour - Grafton	10-12	1		22
Coffs Harbour - Grafton	10-12	1	Both	2559
Coffs Harbour - Grafton	10-12	1	Father only	192
Coffs Harbour - Grafton	10-12	1	Mother only	213
Coffs Harbour - Grafton	10-12	1	Neither	252
Coffs Harbour - Grafton	13-14	0		37
Coffs Harbour - Grafton	13-14	0	Both	720
Coffs Harbour - Grafton	13-14	0	Father only	62
Coffs Harbour - Grafton	13-14	0	Mother only	80
Coffs Harbour - Grafton	13-14	0	Neither	60
Coffs Harbour - Grafton	13-14	1		24
Coffs Harbour - Grafton	13-14	1	Both	1639
Coffs Harbour - Grafton	13-14	1	Father only	115
Coffs Harbour - Grafton	13-14	1	Mother only	126
Coffs Harbour - Grafton	13-14	1	Neither	148
Coffs Harbour - Grafton	15-17	0		22
Coffs Harbour - Grafton	15-17	0	Both	894
Coffs Harbour - Grafton	15-17	0	Father only	86
Coffs Harbour - Grafton	15-17	0	Mother only	108
Coffs Harbour - Grafton	15-17	0	Neither	89
Coffs Harbour - Grafton	15-17	1		15
Coffs Harbour - Grafton	15-17	1	Both	2221
Coffs Harbour - Grafton	15-17	1	Father only	170
Coffs Harbour - Grafton	15-17	1	Mother only	159
Coffs Harbour - Grafton	15-17	1	Neither	217
Coffs Harbour - Grafton	18-20	0		5
Coffs Harbour - Grafton	18-20	0	Both	144
Coffs Harbour - Grafton	18-20	0	Father only	15
Coffs Harbour - Grafton	18-20	0	Mother only	14
Coffs Harbour - Grafton	18-20	0	Neither	46
Coffs Harbour - Grafton	18-20	1	Both	405
Coffs Harbour - Grafton	18-20	1	Father only	29
Coffs Harbour - Grafton	18-20	1	Mother only	35
Coffs Harbour - Grafton	18-20	1	Neither	67
Coffs Harbour - Grafton	21-24	0		3
Coffs Harbour - Grafton	21-24	0	Both	43
Coffs Harbour - Grafton	21-24	0	Father only	11
Coffs Harbour - Grafton	21-24	0	Mother only	9
Coffs Harbour - Grafton	21-24	0	Neither	18
Coffs Harbour - Grafton	21-24	1	Both	80
Coffs Harbour - Grafton	21-24	1	Father only	10
Coffs Harbour - Grafton	21-24	1	Mother only	4
Coffs Harbour - Grafton	21-24	1	Neither	17
Far West and Orana	0-4	0		85
Far West and Orana	0-4	0	Both	1731
Far West and Orana	0-4	0	Father only	19
Far West and Orana	0-4	0	Mother only	50
Far West and Orana	0-4	0	Neither	11
Far West and Orana	0-4	1		30
Far West and Orana	0-4	1	Both	4240
Far West and Orana	0-4	1	Father only	200
Far West and Orana	0-4	1	Mother only	142
Far West and Orana	0-4	1	Neither	277
Far West and Orana	5-9	0		89
Far West and Orana	5-9	0	Both	1947
Far West and Orana	5-9	0	Father only	34
Far West and Orana	5-9	0	Mother only	56
Far West and Orana	5-9	0	Neither	26
Far West and Orana	5-9	1		35
Far West and Orana	5-9	1	Both	4479
Far West and Orana	5-9	1	Father only	170
Far West and Orana	5-9	1	Mother only	133
Far West and Orana	5-9	1	Neither	259
Far West and Orana	10-12	0		44
Far West and Orana	10-12	0	Both	1074
Far West and Orana	10-12	0	Father only	28
Far West and Orana	10-12	0	Mother only	30
Far West and Orana	10-12	0	Neither	25
Far West and Orana	10-12	1		27
Far West and Orana	10-12	1	Both	2456
Far West and Orana	10-12	1	Father only	74
Far West and Orana	10-12	1	Mother only	64
Far West and Orana	10-12	1	Neither	98
Far West and Orana	13-14	0		32
Far West and Orana	13-14	0	Both	714
Far West and Orana	13-14	0	Father only	6
Far West and Orana	13-14	0	Mother only	25
Far West and Orana	13-14	0	Neither	9
Far West and Orana	13-14	1		8
Far West and Orana	13-14	1	Both	1405
Far West and Orana	13-14	1	Father only	38
Far West and Orana	13-14	1	Mother only	57
Far West and Orana	13-14	1	Neither	71
Far West and Orana	15-17	0		13
Far West and Orana	15-17	0	Both	781
Far West and Orana	15-17	0	Father only	14
Far West and Orana	15-17	0	Mother only	27
Far West and Orana	15-17	0	Neither	20
Far West and Orana	15-17	1		4
Far West and Orana	15-17	1	Both	1731
Far West and Orana	15-17	1	Father only	59
Far West and Orana	15-17	1	Mother only	58
Far West and Orana	15-17	1	Neither	73
Far West and Orana	18-20	0		3
Far West and Orana	18-20	0	Both	113
Far West and Orana	18-20	0	Mother only	9
Far West and Orana	18-20	0	Neither	3
Far West and Orana	18-20	1	Both	254
Far West and Orana	18-20	1	Father only	6
Far West and Orana	18-20	1	Mother only	10
Far West and Orana	18-20	1	Neither	26
Far West and Orana	21-24	0		3
Far West and Orana	21-24	0	Both	28
Far West and Orana	21-24	0	Father only	3
Far West and Orana	21-24	1	Both	54
Far West and Orana	21-24	1	Mother only	5
Far West and Orana	21-24	1	Neither	4
Hunter Valley exc Newcastle	0-4	0		106
Hunter Valley exc Newcastle	0-4	0	Both	2961
Hunter Valley exc Newcastle	0-4	0	Father only	64
Hunter Valley exc Newcastle	0-4	0	Mother only	183
Hunter Valley exc Newcastle	0-4	0	Neither	44
Hunter Valley exc Newcastle	0-4	1		54
Hunter Valley exc Newcastle	0-4	1	Both	10691
Hunter Valley exc Newcastle	0-4	1	Father only	631
Hunter Valley exc Newcastle	0-4	1	Mother only	587
Hunter Valley exc Newcastle	0-4	1	Neither	608
Hunter Valley exc Newcastle	5-9	0		102
Hunter Valley exc Newcastle	5-9	0	Both	3668
Hunter Valley exc Newcastle	5-9	0	Father only	111
Hunter Valley exc Newcastle	5-9	0	Mother only	194
Hunter Valley exc Newcastle	5-9	0	Neither	67
Hunter Valley exc Newcastle	5-9	1		87
Hunter Valley exc Newcastle	5-9	1	Both	11155
Hunter Valley exc Newcastle	5-9	1	Father only	669
Hunter Valley exc Newcastle	5-9	1	Mother only	665
Hunter Valley exc Newcastle	5-9	1	Neither	661
Hunter Valley exc Newcastle	10-12	0		62
Hunter Valley exc Newcastle	10-12	0	Both	2177
Hunter Valley exc Newcastle	10-12	0	Father only	90
Hunter Valley exc Newcastle	10-12	0	Mother only	131
Hunter Valley exc Newcastle	10-12	0	Neither	43
Hunter Valley exc Newcastle	10-12	1		45
Hunter Valley exc Newcastle	10-12	1	Both	6127
Hunter Valley exc Newcastle	10-12	1	Father only	335
Hunter Valley exc Newcastle	10-12	1	Mother only	359
Hunter Valley exc Newcastle	10-12	1	Neither	347
Hunter Valley exc Newcastle	13-14	0		33
Hunter Valley exc Newcastle	13-14	0	Both	1400
Hunter Valley exc Newcastle	13-14	0	Father only	73
Hunter Valley exc Newcastle	13-14	0	Mother only	105
Hunter Valley exc Newcastle	13-14	0	Neither	29
Hunter Valley exc Newcastle	13-14	1		23
Hunter Valley exc Newcastle	13-14	1	Both	3961
Hunter Valley exc Newcastle	13-14	1	Father only	246
Hunter Valley exc Newcastle	13-14	1	Mother only	233
Hunter Valley exc Newcastle	13-14	1	Neither	264
Hunter Valley exc Newcastle	15-17	0		28
Hunter Valley exc Newcastle	15-17	0	Both	1651
Hunter Valley exc Newcastle	15-17	0	Father only	88
Hunter Valley exc Newcastle	15-17	0	Mother only	122
Hunter Valley exc Newcastle	15-17	0	Neither	47
Hunter Valley exc Newcastle	15-17	1		28
Hunter Valley exc Newcastle	15-17	1	Both	5056
Hunter Valley exc Newcastle	15-17	1	Father only	269
Hunter Valley exc Newcastle	15-17	1	Mother only	312
Hunter Valley exc Newcastle	15-17	1	Neither	304
Hunter Valley exc Newcastle	18-20	0		3
Hunter Valley exc Newcastle	18-20	0	Both	352
Hunter Valley exc Newcastle	18-20	0	Father only	8
Hunter Valley exc Newcastle	18-20	0	Mother only	23
Hunter Valley exc Newcastle	18-20	0	Neither	18
Hunter Valley exc Newcastle	18-20	1		5
Hunter Valley exc Newcastle	18-20	1	Both	1281
Hunter Valley exc Newcastle	18-20	1	Father only	69
Hunter Valley exc Newcastle	18-20	1	Mother only	95
Hunter Valley exc Newcastle	18-20	1	Neither	108
Hunter Valley exc Newcastle	21-24	0	Both	137
Hunter Valley exc Newcastle	21-24	0	Father only	11
Hunter Valley exc Newcastle	21-24	0	Mother only	8
Hunter Valley exc Newcastle	21-24	1	Both	472
Hunter Valley exc Newcastle	21-24	1	Father only	43
Hunter Valley exc Newcastle	21-24	1	Mother only	20
Hunter Valley exc Newcastle	21-24	1	Neither	43
Illawarra	0-4	0		93
Illawarra	0-4	0	Both	1984
Illawarra	0-4	0	Father only	97
Illawarra	0-4	0	Mother only	273
Illawarra	0-4	0	Neither	96
Illawarra	0-4	1		68
Illawarra	0-4	1	Both	9871
Illawarra	0-4	1	Father only	1156
Illawarra	0-4	1	Mother only	1166
Illawarra	0-4	1	Neither	1542
Illawarra	5-9	0		94
Illawarra	5-9	0	Both	2614
Illawarra	5-9	0	Father only	184
Illawarra	5-9	0	Mother only	348
Illawarra	5-9	0	Neither	196
Illawarra	5-9	1		90
Illawarra	5-9	1	Both	9904
Illawarra	5-9	1	Father only	1172
Illawarra	5-9	1	Mother only	1332
Illawarra	5-9	1	Neither	1618
Illawarra	10-12	0		62
Illawarra	10-12	0	Both	1644
Illawarra	10-12	0	Father only	140
Illawarra	10-12	0	Mother only	242
Illawarra	10-12	0	Neither	163
Illawarra	10-12	1		45
Illawarra	10-12	1	Both	5671
Illawarra	10-12	1	Father only	686
Illawarra	10-12	1	Mother only	752
Illawarra	10-12	1	Neither	836
Illawarra	13-14	0		43
Illawarra	13-14	0	Both	1164
Illawarra	13-14	0	Father only	116
Illawarra	13-14	0	Mother only	193
Illawarra	13-14	0	Neither	133
Illawarra	13-14	1		34
Illawarra	13-14	1	Both	3445
Illawarra	13-14	1	Father only	429
Illawarra	13-14	1	Mother only	508
Illawarra	13-14	1	Neither	559
Illawarra	15-17	0		44
Illawarra	15-17	0	Both	1468
Illawarra	15-17	0	Father only	173
Illawarra	15-17	0	Mother only	300
Illawarra	15-17	0	Neither	253
Illawarra	15-17	1		24
Illawarra	15-17	1	Both	4502
Illawarra	15-17	1	Father only	627
Illawarra	15-17	1	Mother only	753
Illawarra	15-17	1	Neither	846
Illawarra	18-20	0		16
Illawarra	18-20	0	Both	469
Illawarra	18-20	0	Father only	92
Illawarra	18-20	0	Mother only	118
Illawarra	18-20	0	Neither	119
Illawarra	18-20	1		7
Illawarra	18-20	1	Both	1758
Illawarra	18-20	1	Father only	270
Illawarra	18-20	1	Mother only	347
Illawarra	18-20	1	Neither	498
Illawarra	21-24	0		5
Illawarra	21-24	0	Both	199
Illawarra	21-24	0	Father only	46
Illawarra	21-24	0	Mother only	51
Illawarra	21-24	0	Neither	74
Illawarra	21-24	1		4
Illawarra	21-24	1	Both	760
Illawarra	21-24	1	Father only	128
Illawarra	21-24	1	Mother only	171
Illawarra	21-24	1	Neither	276
Mid North Coast	0-4	0		108
Mid North Coast	0-4	0	Both	2194
Mid North Coast	0-4	0	Father only	51
Mid North Coast	0-4	0	Mother only	135
Mid North Coast	0-4	0	Neither	10
Mid North Coast	0-4	1		51
Mid North Coast	0-4	1	Both	5814
Mid North Coast	0-4	1	Father only	400
Mid North Coast	0-4	1	Mother only	400
Mid North Coast	0-4	1	Neither	276
Mid North Coast	5-9	0		122
Mid North Coast	5-9	0	Both	2822
Mid North Coast	5-9	0	Father only	111
Mid North Coast	5-9	0	Mother only	189
Mid North Coast	5-9	0	Neither	35
Mid North Coast	5-9	1		49
Mid North Coast	5-9	1	Both	6752
Mid North Coast	5-9	1	Father only	470
Mid North Coast	5-9	1	Mother only	507
Mid North Coast	5-9	1	Neither	321
Mid North Coast	10-12	0		68
Mid North Coast	10-12	0	Both	1785
Mid North Coast	10-12	0	Father only	91
Mid North Coast	10-12	0	Mother only	116
Mid North Coast	10-12	0	Neither	37
Mid North Coast	10-12	1		36
Mid North Coast	10-12	1	Both	3999
Mid North Coast	10-12	1	Father only	278
Mid North Coast	10-12	1	Mother only	272
Mid North Coast	10-12	1	Neither	194
Mid North Coast	13-14	0		47
Mid North Coast	13-14	0	Both	1217
Mid North Coast	13-14	0	Father only	68
Mid North Coast	13-14	0	Mother only	103
Mid North Coast	13-14	0	Neither	29
Mid North Coast	13-14	1		18
Mid North Coast	13-14	1	Both	2614
Mid North Coast	13-14	1	Father only	162
Mid North Coast	13-14	1	Mother only	183
Mid North Coast	13-14	1	Neither	130
Mid North Coast	15-17	0		33
Mid North Coast	15-17	0	Both	1559
Mid North Coast	15-17	0	Father only	94
Mid North Coast	15-17	0	Mother only	109
Mid North Coast	15-17	0	Neither	40
Mid North Coast	15-17	1		18
Mid North Coast	15-17	1	Both	3469
Mid North Coast	15-17	1	Father only	231
Mid North Coast	15-17	1	Mother only	253
Mid North Coast	15-17	1	Neither	189
Mid North Coast	18-20	0		4
Mid North Coast	18-20	0	Both	229
Mid North Coast	18-20	0	Father only	16
Mid North Coast	18-20	0	Mother only	15
Mid North Coast	18-20	0	Neither	3
Mid North Coast	18-20	1		3
Mid North Coast	18-20	1	Both	611
Mid North Coast	18-20	1	Father only	45
Mid North Coast	18-20	1	Mother only	48
Mid North Coast	18-20	1	Neither	35
Mid North Coast	21-24	0		3
Mid North Coast	21-24	0	Both	53
Mid North Coast	21-24	0	Father only	5
Mid North Coast	21-24	0	Mother only	9
Mid North Coast	21-24	1		6
Mid North Coast	21-24	1	Both	120
Mid North Coast	21-24	1	Father only	14
Mid North Coast	21-24	1	Mother only	8
Mid North Coast	21-24	1	Neither	12
Murray	0-4	0		44
Murray	0-4	0	Both	910
Murray	0-4	0	Father only	30
Murray	0-4	0	Mother only	69
Murray	0-4	0	Neither	24
Murray	0-4	1		22
Murray	0-4	1	Both	4403
Murray	0-4	1	Father only	209
Murray	0-4	1	Mother only	202
Murray	0-4	1	Neither	376
Murray	5-9	0		71
Murray	5-9	0	Both	1244
Murray	5-9	0	Father only	29
Murray	5-9	0	Mother only	72
Murray	5-9	0	Neither	24
Murray	5-9	1		21
Murray	5-9	1	Both	4573
Murray	5-9	1	Father only	222
Murray	5-9	1	Mother only	204
Murray	5-9	1	Neither	333
Murray	10-12	0		39
Murray	10-12	0	Both	775
Murray	10-12	0	Father only	34
Murray	10-12	0	Mother only	64
Murray	10-12	0	Neither	14
Murray	10-12	1		21
Murray	10-12	1	Both	2647
Murray	10-12	1	Father only	117
Murray	10-12	1	Mother only	132
Murray	10-12	1	Neither	143
Murray	13-14	0		28
Murray	13-14	0	Both	535
Murray	13-14	0	Father only	22
Murray	13-14	0	Mother only	41
Murray	13-14	0	Neither	22
Murray	13-14	1		15
Murray	13-14	1	Both	1644
Murray	13-14	1	Father only	74
Murray	13-14	1	Mother only	65
Murray	13-14	1	Neither	114
Murray	15-17	0		18
Murray	15-17	0	Both	662
Murray	15-17	0	Father only	19
Murray	15-17	0	Mother only	37
Murray	15-17	0	Neither	24
Murray	15-17	1		12
Murray	15-17	1	Both	2093
Murray	15-17	1	Father only	92
Murray	15-17	1	Mother only	113
Murray	15-17	1	Neither	113
Murray	18-20	0		3
Murray	18-20	0	Both	119
Murray	18-20	0	Father only	3
Murray	18-20	0	Mother only	3
Murray	18-20	0	Neither	13
Murray	18-20	1	Both	444
Murray	18-20	1	Father only	12
Murray	18-20	1	Mother only	26
Murray	18-20	1	Neither	55
Murray	21-24	0	Both	29
Murray	21-24	0	Father only	11
Murray	21-24	0	Mother only	8
Murray	21-24	0	Neither	3
Murray	21-24	1	Both	108
Murray	21-24	1	Father only	3
Murray	21-24	1	Mother only	6
Murray	21-24	1	Neither	22
New England and North West	0-4	0		103
New England and North West	0-4	0	Both	2213
New England and North West	0-4	0	Father only	26
New England and North West	0-4	0	Mother only	90
New England and North West	0-4	0	Neither	32
New England and North West	0-4	1		62
New England and North West	0-4	1	Both	6765
New England and North West	0-4	1	Father only	315
New England and North West	0-4	1	Mother only	257
New England and North West	0-4	1	Neither	473
New England and North West	5-9	0		122
New England and North West	5-9	0	Both	2585
New England and North West	5-9	0	Father only	55
New England and North West	5-9	0	Mother only	104
New England and North West	5-9	0	Neither	39
New England and North West	5-9	1		70
New England and North West	5-9	1	Both	7213
New England and North West	5-9	1	Father only	264
New England and North West	5-9	1	Mother only	306
New England and North West	5-9	1	Neither	422
New England and North West	10-12	0		60
New England and North West	10-12	0	Both	1545
New England and North West	10-12	0	Father only	39
New England and North West	10-12	0	Mother only	75
New England and North West	10-12	0	Neither	26
New England and North West	10-12	1		27
New England and North West	10-12	1	Both	4113
New England and North West	10-12	1	Father only	187
New England and North West	10-12	1	Mother only	153
New England and North West	10-12	1	Neither	230
New England and North West	13-14	0		52
New England and North West	13-14	0	Both	1015
New England and North West	13-14	0	Father only	33
New England and North West	13-14	0	Mother only	60
New England and North West	13-14	0	Neither	24
New England and North West	13-14	1		14
New England and North West	13-14	1	Both	2448
New England and North West	13-14	1	Father only	87
New England and North West	13-14	1	Mother only	81
New England and North West	13-14	1	Neither	144
New England and North West	15-17	0		38
New England and North West	15-17	0	Both	1106
New England and North West	15-17	0	Father only	71
New England and North West	15-17	0	Mother only	61
New England and North West	15-17	0	Neither	37
New England and North West	15-17	1		14
New England and North West	15-17	1	Both	3022
New England and North West	15-17	1	Father only	130
New England and North West	15-17	1	Mother only	111
New England and North West	15-17	1	Neither	205
New England and North West	18-20	0		3
New England and North West	18-20	0	Both	145
New England and North West	18-20	0	Father only	17
New England and North West	18-20	0	Mother only	14
New England and North West	18-20	0	Neither	15
New England and North West	18-20	1		3
New England and North West	18-20	1	Both	478
New England and North West	18-20	1	Father only	29
New England and North West	18-20	1	Mother only	24
New England and North West	18-20	1	Neither	32
New England and North West	21-24	0		4
New England and North West	21-24	0	Both	36
New England and North West	21-24	0	Father only	4
New England and North West	21-24	0	Mother only	3
New England and North West	21-24	0	Neither	3
New England and North West	21-24	1	Both	83
New England and North West	21-24	1	Father only	8
New England and North West	21-24	1	Mother only	8
New England and North West	21-24	1	Neither	4
Newcastle and Lake Macquarie	0-4	0		118
Newcastle and Lake Macquarie	0-4	0	Both	2660
Newcastle and Lake Macquarie	0-4	0	Father only	106
Newcastle and Lake Macquarie	0-4	0	Mother only	252
Newcastle and Lake Macquarie	0-4	0	Neither	101
Newcastle and Lake Macquarie	0-4	1		85
Newcastle and Lake Macquarie	0-4	1	Both	13174
Newcastle and Lake Macquarie	0-4	1	Father only	1234
Newcastle and Lake Macquarie	0-4	1	Mother only	1133
Newcastle and Lake Macquarie	0-4	1	Neither	1323
Newcastle and Lake Macquarie	5-9	0		99
Newcastle and Lake Macquarie	5-9	0	Both	3649
Newcastle and Lake Macquarie	5-9	0	Father only	221
Newcastle and Lake Macquarie	5-9	0	Mother only	348
Newcastle and Lake Macquarie	5-9	0	Neither	161
Newcastle and Lake Macquarie	5-9	1		57
Newcastle and Lake Macquarie	5-9	1	Both	12449
Newcastle and Lake Macquarie	5-9	1	Father only	1140
Newcastle and Lake Macquarie	5-9	1	Mother only	1177
Newcastle and Lake Macquarie	5-9	1	Neither	1298
Newcastle and Lake Macquarie	10-12	0		78
Newcastle and Lake Macquarie	10-12	0	Both	2322
Newcastle and Lake Macquarie	10-12	0	Father only	153
Newcastle and Lake Macquarie	10-12	0	Mother only	234
Newcastle and Lake Macquarie	10-12	0	Neither	129
Newcastle and Lake Macquarie	10-12	1		39
Newcastle and Lake Macquarie	10-12	1	Both	6955
Newcastle and Lake Macquarie	10-12	1	Father only	538
Newcastle and Lake Macquarie	10-12	1	Mother only	660
Newcastle and Lake Macquarie	10-12	1	Neither	681
Newcastle and Lake Macquarie	13-14	0		47
Newcastle and Lake Macquarie	13-14	0	Both	1661
Newcastle and Lake Macquarie	13-14	0	Father only	112
Newcastle and Lake Macquarie	13-14	0	Mother only	159
Newcastle and Lake Macquarie	13-14	0	Neither	85
Newcastle and Lake Macquarie	13-14	1		29
