SA4_NAME16	CountryOfBirth	persons
Coffs Harbour - Grafton	PAK	79
Coffs Harbour - Grafton	PHL	474
Coffs Harbour - Grafton	PNG	137
Coffs Harbour - Grafton	POL	74
Coffs Harbour - Grafton	SGP	39
Coffs Harbour - Grafton	THA	188
Coffs Harbour - Grafton	TUR	23
Coffs Harbour - Grafton	TWN	136
Coffs Harbour - Grafton	USA	399
Coffs Harbour - Grafton	VNM	76
Coffs Harbour - Grafton	ZAF	437
Coffs Harbour - Grafton	ZWE	83
Far West and Orana		12516
Far West and Orana	AFG	3
Far West and Orana	AUS	95120
Far West and Orana	BGD	90
Far West and Orana	BIH	11
Far West and Orana	CAN	57
Far West and Orana	CHL	12
Far West and Orana	CHN	223
Far West and Orana	DEU	254
Far West and Orana	EGY	41
Far West and Orana	FJI	85
Far West and Orana	FRA	37
Far West and Orana	GBR	1421
Far West and Orana	GRC	52
Far West and Orana	HKG	37
Far West and Orana	HRV	44
Far West and Orana	IDN	48
Far West and Orana	IND	543
Far West and Orana	IRL	104
Far West and Orana	IRN	31
Far West and Orana	IRQ	11
Far West and Orana	ITA	104
Far West and Orana	JPN	23
Far West and Orana	KHM	8
Far West and Orana	KOR	66
Far West and Orana	LBN	41
Far West and Orana	LKA	172
Far West and Orana	MKD	11
Far West and Orana	MLT	39
Far West and Orana	MMR	20
Far West and Orana	MUS	5
Far West and Orana	MYS	67
Far West and Orana	NLD	155
Far West and Orana	NPL	238
Far West and Orana	NZL	796
Far West and Orana	PAK	108
Far West and Orana	PHL	460
Far West and Orana	PNG	55
Far West and Orana	POL	24
Far West and Orana	SGP	29
Far West and Orana	THA	60
Far West and Orana	TUR	7
Far West and Orana	TWN	26
Far West and Orana	USA	145
Far West and Orana	VNM	68
Far West and Orana	ZAF	197
Far West and Orana	ZWE	97
Hunter Valley exc Newcastle		21347
Hunter Valley exc Newcastle	AFG	23
Hunter Valley exc Newcastle	AUS	221858
Hunter Valley exc Newcastle	BGD	69
Hunter Valley exc Newcastle	BIH	24
Hunter Valley exc Newcastle	CAN	286
Hunter Valley exc Newcastle	CHL	93
Hunter Valley exc Newcastle	CHN	440
Hunter Valley exc Newcastle	DEU	895
Hunter Valley exc Newcastle	EGY	85
Hunter Valley exc Newcastle	FJI	200
Hunter Valley exc Newcastle	FRA	107
Hunter Valley exc Newcastle	GBR	7592
Hunter Valley exc Newcastle	GRC	98
Hunter Valley exc Newcastle	HKG	136
Hunter Valley exc Newcastle	HRV	122
Hunter Valley exc Newcastle	IDN	122
Hunter Valley exc Newcastle	IND	763
Hunter Valley exc Newcastle	IRL	423
Hunter Valley exc Newcastle	IRN	22
Hunter Valley exc Newcastle	IRQ	29
Hunter Valley exc Newcastle	ITA	256
Hunter Valley exc Newcastle	JPN	74
Hunter Valley exc Newcastle	KHM	20
Hunter Valley exc Newcastle	KOR	134
Hunter Valley exc Newcastle	LBN	55
Hunter Valley exc Newcastle	LKA	114
Hunter Valley exc Newcastle	MKD	22
Hunter Valley exc Newcastle	MLT	164
Hunter Valley exc Newcastle	MMR	18
Hunter Valley exc Newcastle	MUS	64
Hunter Valley exc Newcastle	MYS	313
Hunter Valley exc Newcastle	NLD	550
Hunter Valley exc Newcastle	NPL	58
Hunter Valley exc Newcastle	NZL	3077
Hunter Valley exc Newcastle	PAK	109
Hunter Valley exc Newcastle	PHL	1091
Hunter Valley exc Newcastle	PNG	121
Hunter Valley exc Newcastle	POL	152
Hunter Valley exc Newcastle	SGP	67
Hunter Valley exc Newcastle	THA	302
Hunter Valley exc Newcastle	TUR	43
Hunter Valley exc Newcastle	TWN	75
Hunter Valley exc Newcastle	USA	524
Hunter Valley exc Newcastle	VNM	181
Hunter Valley exc Newcastle	ZAF	897
Hunter Valley exc Newcastle	ZWE	228
Illawarra		25760
Illawarra	AFG	34
Illawarra	AUS	217899
Illawarra	BGD	123
Illawarra	BIH	382
Illawarra	CAN	493
Illawarra	CHL	719
Illawarra	CHN	3201
Illawarra	DEU	1766
Illawarra	EGY	264
Illawarra	FJI	257
Illawarra	FRA	256
Illawarra	GBR	15452
Illawarra	GRC	852
Illawarra	HKG	251
Illawarra	HRV	1013
Illawarra	IDN	358
Illawarra	IND	1643
Illawarra	IRL	678
Illawarra	IRN	435
Illawarra	IRQ	460
Illawarra	ITA	3120
Illawarra	JPN	205
Illawarra	KHM	58
Illawarra	KOR	371
Illawarra	LBN	670
Illawarra	LKA	338
Illawarra	MKD	3725
Illawarra	MLT	678
Illawarra	MMR	210
Illawarra	MUS	46
Illawarra	MYS	478
Illawarra	NLD	1074
Illawarra	NPL	81
Illawarra	NZL	3077
Illawarra	PAK	301
Illawarra	PHL	1387
Illawarra	PNG	140
Illawarra	POL	475
Illawarra	SGP	163
Illawarra	THA	739
Illawarra	TUR	720
Illawarra	TWN	132
Illawarra	USA	890
Illawarra	VNM	1050
Illawarra	ZAF	886
Illawarra	ZWE	159
Mid North Coast		19449
Mid North Coast	AFG	3
Mid North Coast	AUS	174009
Mid North Coast	BGD	28
Mid North Coast	BIH	17
Mid North Coast	CAN	273
Mid North Coast	CHL	72
Mid North Coast	CHN	330
Mid North Coast	DEU	866
Mid North Coast	EGY	130
Mid North Coast	FJI	148
Mid North Coast	FRA	142
Mid North Coast	GBR	8618
Mid North Coast	GRC	72
Mid North Coast	HKG	87
Mid North Coast	HRV	89
Mid North Coast	IDN	102
Mid North Coast	IND	492
Mid North Coast	IRL	359
Mid North Coast	IRN	35
Mid North Coast	IRQ	27
Mid North Coast	ITA	282
Mid North Coast	JPN	81
Mid North Coast	KHM	19
Mid North Coast	KOR	101
Mid North Coast	LBN	46
Mid North Coast	LKA	80
Mid North Coast	MKD	14
Mid North Coast	MLT	195
Mid North Coast	MMR	25
Mid North Coast	MUS	36
Mid North Coast	MYS	144
Mid North Coast	NLD	748
Mid North Coast	NPL	48
Mid North Coast	NZL	2438
Mid North Coast	PAK	31
Mid North Coast	PHL	706
Mid North Coast	PNG	137
Mid North Coast	POL	116
Mid North Coast	SGP	61
Mid North Coast	THA	215
Mid North Coast	TUR	22
Mid North Coast	TWN	42
Mid North Coast	USA	503
Mid North Coast	VNM	94
Mid North Coast	ZAF	530
Mid North Coast	ZWE	114
Murray		11871
Murray	AFG	9
Murray	AUS	95312
Murray	BGD	95
Murray	BIH	8
Murray	CAN	84
Murray	CHL	17
Murray	CHN	171
Murray	DEU	450
Murray	EGY	33
Murray	FJI	103
Murray	FRA	29
Murray	GBR	2667
Murray	GRC	85
Murray	HKG	50
Murray	HRV	71
Murray	IDN	28
Murray	IND	713
Murray	IRL	139
Murray	IRN	27
Murray	IRQ	10
Murray	ITA	257
Murray	JPN	36
Murray	KHM	11
Murray	KOR	67
Murray	LBN	20
Murray	LKA	151
Murray	MKD	3
Murray	MLT	43
Murray	MMR	8
Murray	MUS	11
Murray	MYS	110
Murray	NLD	396
Murray	NPL	227
Murray	NZL	1123
Murray	PAK	47
Murray	PHL	495
Murray	PNG	48
Murray	POL	50
Murray	SGP	37
Murray	THA	117
Murray	TUR	12
Murray	TWN	68
Murray	USA	174
Murray	VNM	51
Murray	ZAF	233
Murray	ZWE	49
New England and North West		19229
New England and North West	AFG	7
New England and North West	AUS	150908
New England and North West	BGD	104
New England and North West	BIH	6
New England and North West	CAN	162
New England and North West	CHL	24
New England and North West	CHN	517
New England and North West	DEU	408
New England and North West	EGY	23
New England and North West	FJI	167
New England and North West	FRA	75
New England and North West	GBR	3103
New England and North West	GRC	41
New England and North West	HKG	79
New England and North West	HRV	30
New England and North West	IDN	82
New England and North West	IND	580
New England and North West	IRL	166
New England and North West	IRN	62
New England and North West	IRQ	100
New England and North West	ITA	135
New England and North West	JPN	73
New England and North West	KHM	11
New England and North West	KOR	232
New England and North West	LBN	26
New England and North West	LKA	150
New England and North West	MKD	8
New England and North West	MLT	37
New England and North West	MMR	65
New England and North West	MUS	12
New England and North West	MYS	126
New England and North West	NLD	303
New England and North West	NPL	217
New England and North West	NZL	1427
New England and North West	PAK	80
New England and North West	PHL	963
New England and North West	PNG	136
New England and North West	POL	47
New England and North West	SGP	91
New England and North West	THA	127
New England and North West	TUR	22
New England and North West	TWN	193
New England and North West	USA	520
New England and North West	VNM	167
New England and North West	ZAF	430
New England and North West	ZWE	99
Newcastle and Lake Macquarie		22294
Newcastle and Lake Macquarie	AFG	260
Newcastle and Lake Macquarie	AUS	299889
Newcastle and Lake Macquarie	BGD	230
Newcastle and Lake Macquarie	BIH	192
Newcastle and Lake Macquarie	CAN	592
Newcastle and Lake Macquarie	CHL	164
Newcastle and Lake Macquarie	CHN	2240
Newcastle and Lake Macquarie	DEU	1505
Newcastle and Lake Macquarie	EGY	154
Newcastle and Lake Macquarie	FJI	290
Newcastle and Lake Macquarie	FRA	202
Newcastle and Lake Macquarie	GBR	10648
Newcastle and Lake Macquarie	GRC	508
Newcastle and Lake Macquarie	HKG	399
Newcastle and Lake Macquarie	HRV	313
Newcastle and Lake Macquarie	IDN	290
Newcastle and Lake Macquarie	IND	1834
Newcastle and Lake Macquarie	IRL	622
Newcastle and Lake Macquarie	IRN	300
Newcastle and Lake Macquarie	IRQ	141
Newcastle and Lake Macquarie	ITA	1071
Newcastle and Lake Macquarie	JPN	201
Newcastle and Lake Macquarie	KHM	114
Newcastle and Lake Macquarie	KOR	590
Newcastle and Lake Macquarie	LBN	71
Newcastle and Lake Macquarie	LKA	385
Newcastle and Lake Macquarie	MKD	932
Newcastle and Lake Macquarie	MLT	168
Newcastle and Lake Macquarie	MMR	83
Newcastle and Lake Macquarie	MUS	98
Newcastle and Lake Macquarie	MYS	750
Newcastle and Lake Macquarie	NLD	769
Newcastle and Lake Macquarie	NPL	125
Newcastle and Lake Macquarie	NZL	3954
Newcastle and Lake Macquarie	PAK	331
Newcastle and Lake Macquarie	PHL	1548
Newcastle and Lake Macquarie	PNG	269
Newcastle and Lake Macquarie	POL	474
Newcastle and Lake Macquarie	SGP	255
Newcastle and Lake Macquarie	THA	545
Newcastle and Lake Macquarie	TUR	65
Newcastle and Lake Macquarie	TWN	197
Newcastle and Lake Macquarie	USA	1116
Newcastle and Lake Macquarie	VNM	531
Newcastle and Lake Macquarie	ZAF	1120
Newcastle and Lake Macquarie	ZWE	283
Richmond - Tweed		24845
Richmond - Tweed	AFG	6
Richmond - Tweed	AUS	187965
Richmond - Tweed	BGD	20
Richmond - Tweed	BIH	8
Richmond - Tweed	CAN	581
Richmond - Tweed	CHL	93
Richmond - Tweed	CHN	402
Richmond - Tweed	DEU	1237
Richmond - Tweed	EGY	71
Richmond - Tweed	FJI	198
Richmond - Tweed	FRA	360
Richmond - Tweed	GBR	10538
Richmond - Tweed	GRC	82
Richmond - Tweed	HKG	109
Richmond - Tweed	HRV	68
Richmond - Tweed	IDN	179
Richmond - Tweed	IND	659
Richmond - Tweed	IRL	432
Richmond - Tweed	IRN	42
Richmond - Tweed	IRQ	12
Richmond - Tweed	ITA	625
Richmond - Tweed	JPN	423
Richmond - Tweed	KHM	25
Richmond - Tweed	KOR	124
Richmond - Tweed	LBN	28
Richmond - Tweed	LKA	99
Richmond - Tweed	MKD	14
Richmond - Tweed	MLT	141
Richmond - Tweed	MMR	15
Richmond - Tweed	MUS	55
Richmond - Tweed	MYS	229
Richmond - Tweed	NLD	802
Richmond - Tweed	NPL	40
Richmond - Tweed	NZL	4820
Richmond - Tweed	PAK	58
Richmond - Tweed	PHL	934
Richmond - Tweed	PNG	322
Richmond - Tweed	POL	141
Richmond - Tweed	SGP	117
Richmond - Tweed	THA	371
Richmond - Tweed	TUR	31
Richmond - Tweed	TWN	77
Richmond - Tweed	USA	1031
Richmond - Tweed	VNM	139
Richmond - Tweed	ZAF	870
Richmond - Tweed	ZWE	170
Riverina		15261
Riverina	AFG	234
Riverina	AUS	127192
Riverina	BGD	90
Riverina	BIH	6
Riverina	CAN	118
Riverina	CHL	44
Riverina	CHN	449
Riverina	DEU	314
Riverina	EGY	126
Riverina	FJI	281
Riverina	FRA	71
Riverina	GBR	2371
Riverina	GRC	41
Riverina	HKG	113
Riverina	HRV	42
Riverina	IDN	58
Riverina	IND	1880
Riverina	IRL	156
Riverina	IRN	105
Riverina	IRQ	54
Riverina	ITA	1352
Riverina	JPN	39
Riverina	KHM	10
Riverina	KOR	132
Riverina	LBN	45
Riverina	LKA	199
Riverina	MKD	11
Riverina	MLT	36
Riverina	MMR	159
Riverina	MUS	20
Riverina	MYS	257
Riverina	NLD	246
Riverina	NPL	89
Riverina	NZL	1455
Riverina	PAK	240
Riverina	PHL	922
Riverina	PNG	75
Riverina	POL	46
Riverina	SGP	54
Riverina	THA	138
Riverina	TUR	98
Riverina	TWN	320
Riverina	USA	219
Riverina	VNM	107
Riverina	ZAF	503
Riverina	ZWE	159
Southern Highlands and Shoalhaven		13437
Southern Highlands and Shoalhaven	AFG	4
Southern Highlands and Shoalhaven	AUS	115498
Southern Highlands and Shoalhaven	BGD	43
Southern Highlands and Shoalhaven	BIH	26
Southern Highlands and Shoalhaven	CAN	237
Southern Highlands and Shoalhaven	CHL	103
Southern Highlands and Shoalhaven	CHN	459
Southern Highlands and Shoalhaven	DEU	830
Southern Highlands and Shoalhaven	EGY	93
Southern Highlands and Shoalhaven	FJI	120
Southern Highlands and Shoalhaven	FRA	112
Southern Highlands and Shoalhaven	GBR	8586
Southern Highlands and Shoalhaven	GRC	218
Southern Highlands and Shoalhaven	HKG	131
Southern Highlands and Shoalhaven	HRV	192
Southern Highlands and Shoalhaven	IDN	116
Southern Highlands and Shoalhaven	IND	470
Southern Highlands and Shoalhaven	IRL	295
Southern Highlands and Shoalhaven	IRN	31
Southern Highlands and Shoalhaven	IRQ	37
Southern Highlands and Shoalhaven	ITA	481
Southern Highlands and Shoalhaven	JPN	78
Southern Highlands and Shoalhaven	KHM	20
Southern Highlands and Shoalhaven	KOR	77
Southern Highlands and Shoalhaven	LBN	75
Southern Highlands and Shoalhaven	LKA	70
Southern Highlands and Shoalhaven	MKD	61
Southern Highlands and Shoalhaven	MLT	277
Southern Highlands and Shoalhaven	MMR	19
Southern Highlands and Shoalhaven	MUS	57
Southern Highlands and Shoalhaven	MYS	109
Southern Highlands and Shoalhaven	NLD	597
Southern Highlands and Shoalhaven	NPL	168
Southern Highlands and Shoalhaven	NZL	1908
Southern Highlands and Shoalhaven	PAK	29
Southern Highlands and Shoalhaven	PHL	493
Southern Highlands and Shoalhaven	PNG	99
Southern Highlands and Shoalhaven	POL	172
Southern Highlands and Shoalhaven	SGP	99
Southern Highlands and Shoalhaven	THA	181
Southern Highlands and Shoalhaven	TUR	21
Southern Highlands and Shoalhaven	TWN	53
Southern Highlands and Shoalhaven	USA	496
Southern Highlands and Shoalhaven	VNM	138
Southern Highlands and Shoalhaven	ZAF	460
Southern Highlands and Shoalhaven	ZWE	77
Sydney - Baulkham Hills and Hawkesbury		14234
Sydney - Baulkham Hills and Hawkesbury	AFG	418
Sydney - Baulkham Hills and Hawkesbury	AUS	146200
Sydney - Baulkham Hills and Hawkesbury	BGD	358
Sydney - Baulkham Hills and Hawkesbury	BIH	118
Sydney - Baulkham Hills and Hawkesbury	CAN	404
Sydney - Baulkham Hills and Hawkesbury	CHL	300
Sydney - Baulkham Hills and Hawkesbury	CHN	9872
Sydney - Baulkham Hills and Hawkesbury	DEU	927
Sydney - Baulkham Hills and Hawkesbury	EGY	770
Sydney - Baulkham Hills and Hawkesbury	FJI	923
Sydney - Baulkham Hills and Hawkesbury	FRA	164
Sydney - Baulkham Hills and Hawkesbury	GBR	9201
Sydney - Baulkham Hills and Hawkesbury	GRC	358
Sydney - Baulkham Hills and Hawkesbury	HKG	2727
Sydney - Baulkham Hills and Hawkesbury	HRV	489
Sydney - Baulkham Hills and Hawkesbury	IDN	1130
Sydney - Baulkham Hills and Hawkesbury	IND	7234
Sydney - Baulkham Hills and Hawkesbury	IRL	750
Sydney - Baulkham Hills and Hawkesbury	IRN	2001
Sydney - Baulkham Hills and Hawkesbury	IRQ	205
Sydney - Baulkham Hills and Hawkesbury	ITA	1498
Sydney - Baulkham Hills and Hawkesbury	JPN	258
Sydney - Baulkham Hills and Hawkesbury	KHM	101
Sydney - Baulkham Hills and Hawkesbury	KOR	3046
Sydney - Baulkham Hills and Hawkesbury	LBN	1034
Sydney - Baulkham Hills and Hawkesbury	LKA	3118
Sydney - Baulkham Hills and Hawkesbury	MKD	49
Sydney - Baulkham Hills and Hawkesbury	MLT	816
Sydney - Baulkham Hills and Hawkesbury	MMR	184
Sydney - Baulkham Hills and Hawkesbury	MUS	217
Sydney - Baulkham Hills and Hawkesbury	MYS	2454
Sydney - Baulkham Hills and Hawkesbury	NLD	594
Sydney - Baulkham Hills and Hawkesbury	NPL	176
Sydney - Baulkham Hills and Hawkesbury	NZL	3196
Sydney - Baulkham Hills and Hawkesbury	PAK	870
Sydney - Baulkham Hills and Hawkesbury	PHL	2780
Sydney - Baulkham Hills and Hawkesbury	PNG	154
Sydney - Baulkham Hills and Hawkesbury	POL	520
Sydney - Baulkham Hills and Hawkesbury	SGP	897
Sydney - Baulkham Hills and Hawkesbury	THA	412
Sydney - Baulkham Hills and Hawkesbury	TUR	277
Sydney - Baulkham Hills and Hawkesbury	TWN	707
Sydney - Baulkham Hills and Hawkesbury	USA	1195
Sydney - Baulkham Hills and Hawkesbury	VNM	692
Sydney - Baulkham Hills and Hawkesbury	ZAF	3430
Sydney - Baulkham Hills and Hawkesbury	ZWE	282
Sydney - Blacktown		34861
Sydney - Blacktown	AFG	2358
Sydney - Blacktown	AUS	183227
Sydney - Blacktown	BGD	2450
Sydney - Blacktown	BIH	514
Sydney - Blacktown	CAN	295
Sydney - Blacktown	CHL	671
Sydney - Blacktown	CHN	4793
Sydney - Blacktown	DEU	962
Sydney - Blacktown	EGY	1966
Sydney - Blacktown	FJI	7101
Sydney - Blacktown	FRA	170
Sydney - Blacktown	GBR	6555
Sydney - Blacktown	GRC	696
Sydney - Blacktown	HKG	971
Sydney - Blacktown	HRV	1031
Sydney - Blacktown	IDN	1505
Sydney - Blacktown	IND	26349
Sydney - Blacktown	IRL	615
Sydney - Blacktown	IRN	1566
Sydney - Blacktown	IRQ	1695
Sydney - Blacktown	ITA	1296
Sydney - Blacktown	JPN	145
Sydney - Blacktown	KHM	144
Sydney - Blacktown	KOR	1505
Sydney - Blacktown	LBN	1855
Sydney - Blacktown	LKA	5101
Sydney - Blacktown	MKD	192
Sydney - Blacktown	MLT	2279
Sydney - Blacktown	MMR	831
Sydney - Blacktown	MUS	685
Sydney - Blacktown	MYS	1357
Sydney - Blacktown	NLD	491
Sydney - Blacktown	NPL	1404
Sydney - Blacktown	NZL	8072
Sydney - Blacktown	PAK	4125
Sydney - Blacktown	PHL	21977
Sydney - Blacktown	PNG	146
Sydney - Blacktown	POL	938
Sydney - Blacktown	SGP	555
Sydney - Blacktown	THA	628
Sydney - Blacktown	TUR	1339
Sydney - Blacktown	TWN	285
Sydney - Blacktown	USA	831
Sydney - Blacktown	VNM	997
Sydney - Blacktown	ZAF	1793
Sydney - Blacktown	ZWE	327
Sydney - City and Inner South		53362
Sydney - City and Inner South	AFG	63
Sydney - City and Inner South	AUS	140749
Sydney - City and Inner South	BGD	1639
Sydney - City and Inner South	BIH	268
Sydney - City and Inner South	CAN	1365
Sydney - City and Inner South	CHL	920
Sydney - City and Inner South	CHN	24031
Sydney - City and Inner South	DEU	1632
Sydney - City and Inner South	EGY	743
Sydney - City and Inner South	FJI	848
Sydney - City and Inner South	FRA	2179
Sydney - City and Inner South	GBR	14860
Sydney - City and Inner South	GRC	3026
Sydney - City and Inner South	HKG	2963
Sydney - City and Inner South	HRV	494
Sydney - City and Inner South	IDN	7445
Sydney - City and Inner South	IND	3978
Sydney - City and Inner South	IRL	2779
Sydney - City and Inner South	IRN	926
Sydney - City and Inner South	IRQ	564
Sydney - City and Inner South	ITA	2621
Sydney - City and Inner South	JPN	2058
Sydney - City and Inner South	KHM	229
Sydney - City and Inner South	KOR	3853
Sydney - City and Inner South	LBN	1075
Sydney - City and Inner South	LKA	611
Sydney - City and Inner South	MKD	445
Sydney - City and Inner South	MLT	405
Sydney - City and Inner South	MMR	299
Sydney - City and Inner South	MUS	233
Sydney - City and Inner South	MYS	3097
Sydney - City and Inner South	NLD	685
Sydney - City and Inner South	NPL	791
Sydney - City and Inner South	NZL	7665
Sydney - City and Inner South	PAK	443
Sydney - City and Inner South	PHL	3515
Sydney - City and Inner South	PNG	286
Sydney - City and Inner South	POL	873
Sydney - City and Inner South	SGP	1472
Sydney - City and Inner South	THA	7759
Sydney - City and Inner South	TUR	996
Sydney - City and Inner South	TWN	1600
Sydney - City and Inner South	USA	3270
Sydney - City and Inner South	VNM	4505
Sydney - City and Inner South	ZAF	1750
Sydney - City and Inner South	ZWE	191
Sydney - Eastern Suburbs		42662
Sydney - Eastern Suburbs	AFG	31
Sydney - Eastern Suburbs	AUS	140462
Sydney - Eastern Suburbs	BGD	395
Sydney - Eastern Suburbs	BIH	117
Sydney - Eastern Suburbs	CAN	1114
Sydney - Eastern Suburbs	CHL	887
Sydney - Eastern Suburbs	CHN	11493
Sydney - Eastern Suburbs	DEU	1827
Sydney - Eastern Suburbs	EGY	812
Sydney - Eastern Suburbs	FJI	468
Sydney - Eastern Suburbs	FRA	2253
Sydney - Eastern Suburbs	GBR	17146
Sydney - Eastern Suburbs	GRC	1858
Sydney - Eastern Suburbs	HKG	2405
Sydney - Eastern Suburbs	HRV	305
Sydney - Eastern Suburbs	IDN	2740
Sydney - Eastern Suburbs	IND	1974
Sydney - Eastern Suburbs	IRL	4284
Sydney - Eastern Suburbs	IRN	675
Sydney - Eastern Suburbs	IRQ	340
Sydney - Eastern Suburbs	ITA	2295
Sydney - Eastern Suburbs	JPN	922
Sydney - Eastern Suburbs	KHM	90
Sydney - Eastern Suburbs	KOR	895
Sydney - Eastern Suburbs	LBN	523
Sydney - Eastern Suburbs	LKA	427
Sydney - Eastern Suburbs	MKD	91
Sydney - Eastern Suburbs	MLT	356
Sydney - Eastern Suburbs	MMR	145
Sydney - Eastern Suburbs	MUS	178
Sydney - Eastern Suburbs	MYS	2310
Sydney - Eastern Suburbs	NLD	625
Sydney - Eastern Suburbs	NPL	218
Sydney - Eastern Suburbs	NZL	6128
Sydney - Eastern Suburbs	PAK	256
Sydney - Eastern Suburbs	PHL	1886
Sydney - Eastern Suburbs	PNG	255
Sydney - Eastern Suburbs	POL	1148
Sydney - Eastern Suburbs	SGP	1207
Sydney - Eastern Suburbs	THA	1021
Sydney - Eastern Suburbs	TUR	300
Sydney - Eastern Suburbs	TWN	573
Sydney - Eastern Suburbs	USA	2977
Sydney - Eastern Suburbs	VNM	969
Sydney - Eastern Suburbs	ZAF	6677
Sydney - Eastern Suburbs	ZWE	321
Sydney - Inner South West		64051
Sydney - Inner South West	AFG	307
Sydney - Inner South West	AUS	279558
Sydney - Inner South West	BGD	9922
Sydney - Inner South West	BIH	851
Sydney - Inner South West	CAN	447
Sydney - Inner South West	CHL	1230
Sydney - Inner South West	CHN	49306
Sydney - Inner South West	DEU	1194
Sydney - Inner South West	EGY	5465
Sydney - Inner South West	FJI	3401
