SA4_NAME16	Age	UsualResidence	persons
Sydney - Blacktown	35-44	Visitor same SA2	67
Sydney - Blacktown	45-54	Home	41323
Sydney - Blacktown	45-54	Visitor from ACT	7
Sydney - Blacktown	45-54	Visitor from NSW	680
Sydney - Blacktown	45-54	Visitor from OT	3
Sydney - Blacktown	45-54	Visitor from QLD	42
Sydney - Blacktown	45-54	Visitor from SA	17
Sydney - Blacktown	45-54	Visitor from TAS	5
Sydney - Blacktown	45-54	Visitor from VIC	73
Sydney - Blacktown	45-54	Visitor from WA	10
Sydney - Blacktown	45-54	Visitor same SA2	46
Sydney - Blacktown	55-64	Home	33024
Sydney - Blacktown	55-64	Visitor from ACT	3
Sydney - Blacktown	55-64	Visitor from NSW	545
Sydney - Blacktown	55-64	Visitor from QLD	42
Sydney - Blacktown	55-64	Visitor from SA	9
Sydney - Blacktown	55-64	Visitor from TAS	8
Sydney - Blacktown	55-64	Visitor from VIC	32
Sydney - Blacktown	55-64	Visitor from WA	11
Sydney - Blacktown	55-64	Visitor same SA2	45
Sydney - Blacktown	65-74	Home	20959
Sydney - Blacktown	65-74	Visitor from ACT	3
Sydney - Blacktown	65-74	Visitor from NSW	456
Sydney - Blacktown	65-74	Visitor from NT	3
Sydney - Blacktown	65-74	Visitor from QLD	34
Sydney - Blacktown	65-74	Visitor from SA	7
Sydney - Blacktown	65-74	Visitor from TAS	16
Sydney - Blacktown	65-74	Visitor from VIC	18
Sydney - Blacktown	65-74	Visitor from WA	10
Sydney - Blacktown	65-74	Visitor same SA2	34
Sydney - Blacktown	75-84	Home	9338
Sydney - Blacktown	75-84	Visitor from NSW	275
Sydney - Blacktown	75-84	Visitor from QLD	6
Sydney - Blacktown	75-84	Visitor from SA	3
Sydney - Blacktown	75-84	Visitor from VIC	6
Sydney - Blacktown	75-84	Visitor same SA2	22
Sydney - Blacktown	85+	Home	3419
Sydney - Blacktown	85+	Visitor from NSW	131
Sydney - Blacktown	85+	Visitor same SA2	7
Sydney - City and Inner South	0-14	Home	29609
Sydney - City and Inner South	0-14	Visitor from ACT	21
Sydney - City and Inner South	0-14	Visitor from NSW	629
Sydney - City and Inner South	0-14	Visitor from NT	3
Sydney - City and Inner South	0-14	Visitor from QLD	107
Sydney - City and Inner South	0-14	Visitor from SA	16
Sydney - City and Inner South	0-14	Visitor from TAS	9
Sydney - City and Inner South	0-14	Visitor from VIC	60
Sydney - City and Inner South	0-14	Visitor from WA	129
Sydney - City and Inner South	0-14	Visitor same SA2	19
Sydney - City and Inner South	15-24	Home	48106
Sydney - City and Inner South	15-24	Visitor from ACT	108
Sydney - City and Inner South	15-24	Visitor from NSW	2917
Sydney - City and Inner South	15-24	Visitor from NT	34
Sydney - City and Inner South	15-24	Visitor from OT	3
Sydney - City and Inner South	15-24	Visitor from QLD	407
Sydney - City and Inner South	15-24	Visitor from SA	93
Sydney - City and Inner South	15-24	Visitor from TAS	19
Sydney - City and Inner South	15-24	Visitor from VIC	334
Sydney - City and Inner South	15-24	Visitor from WA	186
Sydney - City and Inner South	15-24	Visitor same SA2	156
Sydney - City and Inner South	25-34	Home	87904
Sydney - City and Inner South	25-34	Visitor from ACT	196
Sydney - City and Inner South	25-34	Visitor from NSW	3969
Sydney - City and Inner South	25-34	Visitor from NT	40
Sydney - City and Inner South	25-34	Visitor from QLD	778
Sydney - City and Inner South	25-34	Visitor from SA	204
Sydney - City and Inner South	25-34	Visitor from TAS	53
Sydney - City and Inner South	25-34	Visitor from VIC	1069
Sydney - City and Inner South	25-34	Visitor from WA	319
Sydney - City and Inner South	25-34	Visitor same SA2	97
Sydney - City and Inner South	35-44	Home	49767
Sydney - City and Inner South	35-44	Visitor from ACT	197
Sydney - City and Inner South	35-44	Visitor from NSW	2373
Sydney - City and Inner South	35-44	Visitor from NT	25
Sydney - City and Inner South	35-44	Visitor from QLD	784
Sydney - City and Inner South	35-44	Visitor from SA	199
Sydney - City and Inner South	35-44	Visitor from TAS	60
Sydney - City and Inner South	35-44	Visitor from VIC	1415
Sydney - City and Inner South	35-44	Visitor from WA	353
Sydney - City and Inner South	35-44	Visitor same SA2	47
Sydney - City and Inner South	45-54	Home	33750
Sydney - City and Inner South	45-54	Visitor from ACT	204
Sydney - City and Inner South	45-54	Visitor from NSW	2483
Sydney - City and Inner South	45-54	Visitor from NT	43
Sydney - City and Inner South	45-54	Visitor from OT	4
Sydney - City and Inner South	45-54	Visitor from QLD	950
Sydney - City and Inner South	45-54	Visitor from SA	258
Sydney - City and Inner South	45-54	Visitor from TAS	83
Sydney - City and Inner South	45-54	Visitor from VIC	1504
Sydney - City and Inner South	45-54	Visitor from WA	389
Sydney - City and Inner South	45-54	Visitor same SA2	43
Sydney - City and Inner South	55-64	Home	24963
Sydney - City and Inner South	55-64	Visitor from ACT	114
Sydney - City and Inner South	55-64	Visitor from NSW	2016
Sydney - City and Inner South	55-64	Visitor from NT	22
Sydney - City and Inner South	55-64	Visitor from QLD	602
Sydney - City and Inner South	55-64	Visitor from SA	194
Sydney - City and Inner South	55-64	Visitor from TAS	94
Sydney - City and Inner South	55-64	Visitor from VIC	761
Sydney - City and Inner South	55-64	Visitor from WA	232
Sydney - City and Inner South	55-64	Visitor same SA2	24
Sydney - City and Inner South	65-74	Home	16322
Sydney - City and Inner South	65-74	Visitor from ACT	89
Sydney - City and Inner South	65-74	Visitor from NSW	1348
Sydney - City and Inner South	65-74	Visitor from NT	11
Sydney - City and Inner South	65-74	Visitor from QLD	283
Sydney - City and Inner South	65-74	Visitor from SA	140
Sydney - City and Inner South	65-74	Visitor from TAS	54
Sydney - City and Inner South	65-74	Visitor from VIC	243
Sydney - City and Inner South	65-74	Visitor from WA	95
Sydney - City and Inner South	65-74	Visitor same SA2	24
Sydney - City and Inner South	75-84	Home	8597
Sydney - City and Inner South	75-84	Visitor from ACT	24
Sydney - City and Inner South	75-84	Visitor from NSW	618
Sydney - City and Inner South	75-84	Visitor from QLD	74
Sydney - City and Inner South	75-84	Visitor from SA	37
Sydney - City and Inner South	75-84	Visitor from TAS	9
Sydney - City and Inner South	75-84	Visitor from VIC	49
Sydney - City and Inner South	75-84	Visitor from WA	30
Sydney - City and Inner South	75-84	Visitor same SA2	18
Sydney - City and Inner South	85+	Home	3223
Sydney - City and Inner South	85+	Visitor from ACT	3
Sydney - City and Inner South	85+	Visitor from NSW	277
Sydney - City and Inner South	85+	Visitor from QLD	8
Sydney - City and Inner South	85+	Visitor from VIC	10
Sydney - City and Inner South	85+	Visitor same SA2	6
Sydney - Eastern Suburbs	0-14	Home	39740
Sydney - Eastern Suburbs	0-14	Visitor from ACT	5
Sydney - Eastern Suburbs	0-14	Visitor from NSW	753
Sydney - Eastern Suburbs	0-14	Visitor from QLD	13
Sydney - Eastern Suburbs	0-14	Visitor from SA	10
Sydney - Eastern Suburbs	0-14	Visitor from VIC	16
Sydney - Eastern Suburbs	0-14	Visitor from WA	7
Sydney - Eastern Suburbs	0-14	Visitor same SA2	35
Sydney - Eastern Suburbs	15-24	Home	33791
Sydney - Eastern Suburbs	15-24	Visitor from ACT	53
Sydney - Eastern Suburbs	15-24	Visitor from NSW	1364
Sydney - Eastern Suburbs	15-24	Visitor from NT	3
Sydney - Eastern Suburbs	15-24	Visitor from QLD	80
Sydney - Eastern Suburbs	15-24	Visitor from SA	24
Sydney - Eastern Suburbs	15-24	Visitor from TAS	16
Sydney - Eastern Suburbs	15-24	Visitor from VIC	58
Sydney - Eastern Suburbs	15-24	Visitor from WA	15
Sydney - Eastern Suburbs	15-24	Visitor same SA2	56
Sydney - Eastern Suburbs	25-34	Home	50534
Sydney - Eastern Suburbs	25-34	Visitor from ACT	32
Sydney - Eastern Suburbs	25-34	Visitor from NSW	1567
Sydney - Eastern Suburbs	25-34	Visitor from NT	6
Sydney - Eastern Suburbs	25-34	Visitor from QLD	88
Sydney - Eastern Suburbs	25-34	Visitor from SA	26
Sydney - Eastern Suburbs	25-34	Visitor from TAS	7
Sydney - Eastern Suburbs	25-34	Visitor from VIC	130
Sydney - Eastern Suburbs	25-34	Visitor from WA	60
Sydney - Eastern Suburbs	25-34	Visitor same SA2	52
Sydney - Eastern Suburbs	35-44	Home	39961
Sydney - Eastern Suburbs	35-44	Visitor from ACT	27
Sydney - Eastern Suburbs	35-44	Visitor from NSW	981
Sydney - Eastern Suburbs	35-44	Visitor from NT	10
Sydney - Eastern Suburbs	35-44	Visitor from QLD	90
Sydney - Eastern Suburbs	35-44	Visitor from SA	28
Sydney - Eastern Suburbs	35-44	Visitor from TAS	4
Sydney - Eastern Suburbs	35-44	Visitor from VIC	89
Sydney - Eastern Suburbs	35-44	Visitor from WA	28
Sydney - Eastern Suburbs	35-44	Visitor same SA2	29
Sydney - Eastern Suburbs	45-54	Home	31615
Sydney - Eastern Suburbs	45-54	Visitor from ACT	31
Sydney - Eastern Suburbs	45-54	Visitor from NSW	794
Sydney - Eastern Suburbs	45-54	Visitor from NT	6
Sydney - Eastern Suburbs	45-54	Visitor from QLD	98
Sydney - Eastern Suburbs	45-54	Visitor from SA	25
Sydney - Eastern Suburbs	45-54	Visitor from TAS	4
Sydney - Eastern Suburbs	45-54	Visitor from VIC	117
Sydney - Eastern Suburbs	45-54	Visitor from WA	26
Sydney - Eastern Suburbs	45-54	Visitor same SA2	20
Sydney - Eastern Suburbs	55-64	Home	24072
Sydney - Eastern Suburbs	55-64	Visitor from ACT	33
Sydney - Eastern Suburbs	55-64	Visitor from NSW	811
Sydney - Eastern Suburbs	55-64	Visitor from NT	6
Sydney - Eastern Suburbs	55-64	Visitor from QLD	93
Sydney - Eastern Suburbs	55-64	Visitor from SA	28
Sydney - Eastern Suburbs	55-64	Visitor from TAS	14
Sydney - Eastern Suburbs	55-64	Visitor from VIC	66
Sydney - Eastern Suburbs	55-64	Visitor from WA	46
Sydney - Eastern Suburbs	55-64	Visitor same SA2	19
Sydney - Eastern Suburbs	65-74	Home	19192
Sydney - Eastern Suburbs	65-74	Visitor from ACT	19
Sydney - Eastern Suburbs	65-74	Visitor from NSW	593
Sydney - Eastern Suburbs	65-74	Visitor from QLD	73
Sydney - Eastern Suburbs	65-74	Visitor from SA	27
Sydney - Eastern Suburbs	65-74	Visitor from TAS	21
Sydney - Eastern Suburbs	65-74	Visitor from VIC	70
Sydney - Eastern Suburbs	65-74	Visitor from WA	30
Sydney - Eastern Suburbs	65-74	Visitor same SA2	21
Sydney - Eastern Suburbs	75-84	Home	11213
Sydney - Eastern Suburbs	75-84	Visitor from ACT	18
Sydney - Eastern Suburbs	75-84	Visitor from NSW	387
Sydney - Eastern Suburbs	75-84	Visitor from QLD	23
Sydney - Eastern Suburbs	75-84	Visitor from SA	7
Sydney - Eastern Suburbs	75-84	Visitor from TAS	3
Sydney - Eastern Suburbs	75-84	Visitor from VIC	22
Sydney - Eastern Suburbs	75-84	Visitor from WA	10
Sydney - Eastern Suburbs	75-84	Visitor same SA2	18
Sydney - Eastern Suburbs	85+	Home	6009
Sydney - Eastern Suburbs	85+	Visitor from NSW	290
Sydney - Eastern Suburbs	85+	Visitor from QLD	7
Sydney - Eastern Suburbs	85+	Visitor from TAS	3
Sydney - Eastern Suburbs	85+	Visitor from VIC	3
Sydney - Eastern Suburbs	85+	Visitor from WA	3
Sydney - Eastern Suburbs	85+	Visitor same SA2	14
Sydney - Inner South West	0-14	Home	105383
Sydney - Inner South West	0-14	Visitor from ACT	7
Sydney - Inner South West	0-14	Visitor from NSW	1434
Sydney - Inner South West	0-14	Visitor from QLD	14
Sydney - Inner South West	0-14	Visitor from SA	13
Sydney - Inner South West	0-14	Visitor from VIC	18
Sydney - Inner South West	0-14	Visitor from WA	9
Sydney - Inner South West	0-14	Visitor same SA2	109
Sydney - Inner South West	15-24	Home	73876
Sydney - Inner South West	15-24	Visitor from ACT	21
Sydney - Inner South West	15-24	Visitor from NSW	1585
Sydney - Inner South West	15-24	Visitor from NT	3
Sydney - Inner South West	15-24	Visitor from QLD	46
Sydney - Inner South West	15-24	Visitor from SA	8
Sydney - Inner South West	15-24	Visitor from TAS	3
Sydney - Inner South West	15-24	Visitor from VIC	27
Sydney - Inner South West	15-24	Visitor from WA	14
Sydney - Inner South West	15-24	Visitor same SA2	100
Sydney - Inner South West	25-34	Home	91649
Sydney - Inner South West	25-34	Visitor from ACT	33
Sydney - Inner South West	25-34	Visitor from NSW	2590
Sydney - Inner South West	25-34	Visitor from NT	10
Sydney - Inner South West	25-34	Visitor from QLD	79
Sydney - Inner South West	25-34	Visitor from SA	36
Sydney - Inner South West	25-34	Visitor from TAS	5
Sydney - Inner South West	25-34	Visitor from VIC	89
Sydney - Inner South West	25-34	Visitor from WA	37
Sydney - Inner South West	25-34	Visitor same SA2	135
Sydney - Inner South West	35-44	Home	75559
Sydney - Inner South West	35-44	Visitor from ACT	41
Sydney - Inner South West	35-44	Visitor from NSW	1568
Sydney - Inner South West	35-44	Visitor from NT	5
Sydney - Inner South West	35-44	Visitor from QLD	65
Sydney - Inner South West	35-44	Visitor from SA	21
Sydney - Inner South West	35-44	Visitor from TAS	12
Sydney - Inner South West	35-44	Visitor from VIC	65
Sydney - Inner South West	35-44	Visitor from WA	20
Sydney - Inner South West	35-44	Visitor same SA2	74
Sydney - Inner South West	45-54	Home	69892
Sydney - Inner South West	45-54	Visitor from ACT	16
Sydney - Inner South West	45-54	Visitor from NSW	1394
Sydney - Inner South West	45-54	Visitor from NT	3
Sydney - Inner South West	45-54	Visitor from QLD	109
Sydney - Inner South West	45-54	Visitor from SA	21
Sydney - Inner South West	45-54	Visitor from TAS	15
Sydney - Inner South West	45-54	Visitor from VIC	76
Sydney - Inner South West	45-54	Visitor from WA	28
Sydney - Inner South West	45-54	Visitor same SA2	86
Sydney - Inner South West	55-64	Home	59231
Sydney - Inner South West	55-64	Visitor from ACT	19
Sydney - Inner South West	55-64	Visitor from NSW	1286
Sydney - Inner South West	55-64	Visitor from NT	5
Sydney - Inner South West	55-64	Visitor from QLD	65
Sydney - Inner South West	55-64	Visitor from SA	26
Sydney - Inner South West	55-64	Visitor from TAS	7
Sydney - Inner South West	55-64	Visitor from VIC	55
Sydney - Inner South West	55-64	Visitor from WA	22
Sydney - Inner South West	55-64	Visitor same SA2	76
Sydney - Inner South West	65-74	Home	41070
Sydney - Inner South West	65-74	Visitor from ACT	8
Sydney - Inner South West	65-74	Visitor from NSW	1061
Sydney - Inner South West	65-74	Visitor from QLD	49
Sydney - Inner South West	65-74	Visitor from SA	28
Sydney - Inner South West	65-74	Visitor from TAS	6
Sydney - Inner South West	65-74	Visitor from VIC	39
Sydney - Inner South West	65-74	Visitor from WA	8
Sydney - Inner South West	65-74	Visitor same SA2	75
Sydney - Inner South West	75-84	Home	26229
Sydney - Inner South West	75-84	Visitor from ACT	3
Sydney - Inner South West	75-84	Visitor from NSW	824
Sydney - Inner South West	75-84	Visitor from QLD	12
Sydney - Inner South West	75-84	Visitor from TAS	3
Sydney - Inner South West	75-84	Visitor from VIC	13
Sydney - Inner South West	75-84	Visitor from WA	8
Sydney - Inner South West	75-84	Visitor same SA2	59
Sydney - Inner South West	85+	Home	12737
Sydney - Inner South West	85+	Visitor from NSW	531
Sydney - Inner South West	85+	Visitor from QLD	8
Sydney - Inner South West	85+	Visitor from VIC	9
Sydney - Inner South West	85+	Visitor from WA	3
Sydney - Inner South West	85+	Visitor same SA2	35
Sydney - Inner West	0-14	Home	45399
Sydney - Inner West	0-14	Visitor from ACT	5
Sydney - Inner West	0-14	Visitor from NSW	570
Sydney - Inner West	0-14	Visitor from QLD	8
Sydney - Inner West	0-14	Visitor from VIC	5
Sydney - Inner West	0-14	Visitor from WA	3
Sydney - Inner West	0-14	Visitor same SA2	12
Sydney - Inner West	15-24	Home	35267
Sydney - Inner West	15-24	Visitor from ACT	20
Sydney - Inner West	15-24	Visitor from NSW	925
Sydney - Inner West	15-24	Visitor from NT	3
Sydney - Inner West	15-24	Visitor from QLD	26
Sydney - Inner West	15-24	Visitor from SA	7
Sydney - Inner West	15-24	Visitor from TAS	4
Sydney - Inner West	15-24	Visitor from VIC	30
Sydney - Inner West	15-24	Visitor from WA	10
Sydney - Inner West	15-24	Visitor same SA2	18
Sydney - Inner West	25-34	Home	54630
Sydney - Inner West	25-34	Visitor from ACT	26
Sydney - Inner West	25-34	Visitor from NSW	1416
Sydney - Inner West	25-34	Visitor from NT	3
Sydney - Inner West	25-34	Visitor from QLD	44
Sydney - Inner West	25-34	Visitor from SA	20
Sydney - Inner West	25-34	Visitor from TAS	5
Sydney - Inner West	25-34	Visitor from VIC	50
Sydney - Inner West	25-34	Visitor from WA	10
Sydney - Inner West	25-34	Visitor same SA2	43
Sydney - Inner West	35-44	Home	43328
Sydney - Inner West	35-44	Visitor from ACT	10
Sydney - Inner West	35-44	Visitor from NSW	885
Sydney - Inner West	35-44	Visitor from NT	4
Sydney - Inner West	35-44	Visitor from QLD	33
Sydney - Inner West	35-44	Visitor from SA	3
Sydney - Inner West	35-44	Visitor from VIC	32
Sydney - Inner West	35-44	Visitor from WA	16
Sydney - Inner West	35-44	Visitor same SA2	22
Sydney - Inner West	45-54	Home	37262
Sydney - Inner West	45-54	Visitor from ACT	8
Sydney - Inner West	45-54	Visitor from NSW	785
Sydney - Inner West	45-54	Visitor from OT	3
Sydney - Inner West	45-54	Visitor from QLD	31
Sydney - Inner West	45-54	Visitor from SA	11
Sydney - Inner West	45-54	Visitor from TAS	3
Sydney - Inner West	45-54	Visitor from VIC	29
Sydney - Inner West	45-54	Visitor from WA	15
Sydney - Inner West	45-54	Visitor same SA2	33
Sydney - Inner West	55-64	Home	29163
Sydney - Inner West	55-64	Visitor from ACT	19
Sydney - Inner West	55-64	Visitor from NSW	700
Sydney - Inner West	55-64	Visitor from QLD	51
Sydney - Inner West	55-64	Visitor from SA	16
Sydney - Inner West	55-64	Visitor from TAS	13
Sydney - Inner West	55-64	Visitor from VIC	29
Sydney - Inner West	55-64	Visitor from WA	13
Sydney - Inner West	55-64	Visitor same SA2	20
Sydney - Inner West	65-74	Home	20026
Sydney - Inner West	65-74	Visitor from ACT	20
Sydney - Inner West	65-74	Visitor from NSW	594
Sydney - Inner West	65-74	Visitor from QLD	47
Sydney - Inner West	65-74	Visitor from SA	9
Sydney - Inner West	65-74	Visitor from TAS	14
Sydney - Inner West	65-74	Visitor from VIC	28
Sydney - Inner West	65-74	Visitor from WA	10
Sydney - Inner West	65-74	Visitor same SA2	21
Sydney - Inner West	75-84	Home	11836
Sydney - Inner West	75-84	Visitor from ACT	12
Sydney - Inner West	75-84	Visitor from NSW	430
Sydney - Inner West	75-84	Visitor from QLD	6
Sydney - Inner West	75-84	Visitor from SA	7
Sydney - Inner West	75-84	Visitor from TAS	8
Sydney - Inner West	75-84	Visitor from VIC	8
Sydney - Inner West	75-84	Visitor from WA	11
Sydney - Inner West	75-84	Visitor same SA2	22
Sydney - Inner West	85+	Home	5814
Sydney - Inner West	85+	Visitor from NSW	299
Sydney - Inner West	85+	Visitor from QLD	4
Sydney - Inner West	85+	Visitor from SA	4
Sydney - Inner West	85+	Visitor from VIC	3
Sydney - Inner West	85+	Visitor same SA2	13
Sydney - North Sydney and Hornsby	0-14	Home	73654
Sydney - North Sydney and Hornsby	0-14	Visitor from ACT	5
Sydney - North Sydney and Hornsby	0-14	Visitor from NSW	1002
Sydney - North Sydney and Hornsby	0-14	Visitor from NT	3
Sydney - North Sydney and Hornsby	0-14	Visitor from QLD	34
Sydney - North Sydney and Hornsby	0-14	Visitor from SA	9
Sydney - North Sydney and Hornsby	0-14	Visitor from VIC	25
Sydney - North Sydney and Hornsby	0-14	Visitor from WA	4
Sydney - North Sydney and Hornsby	0-14	Visitor same SA2	25
Sydney - North Sydney and Hornsby	15-24	Home	44003
Sydney - North Sydney and Hornsby	15-24	Visitor from ACT	32
Sydney - North Sydney and Hornsby	15-24	Visitor from NSW	1343
Sydney - North Sydney and Hornsby	15-24	Visitor from NT	13
Sydney - North Sydney and Hornsby	15-24	Visitor from QLD	67
Sydney - North Sydney and Hornsby	15-24	Visitor from SA	5
Sydney - North Sydney and Hornsby	15-24	Visitor from TAS	6
Sydney - North Sydney and Hornsby	15-24	Visitor from VIC	51
Sydney - North Sydney and Hornsby	15-24	Visitor from WA	17
Sydney - North Sydney and Hornsby	15-24	Visitor same SA2	44
Sydney - North Sydney and Hornsby	25-34	Home	54336
Sydney - North Sydney and Hornsby	25-34	Visitor from ACT	32
Sydney - North Sydney and Hornsby	25-34	Visitor from NSW	1736
Sydney - North Sydney and Hornsby	25-34	Visitor from NT	4
Sydney - North Sydney and Hornsby	25-34	Visitor from QLD	102
Sydney - North Sydney and Hornsby	25-34	Visitor from SA	16
Sydney - North Sydney and Hornsby	25-34	Visitor from TAS	4
Sydney - North Sydney and Hornsby	25-34	Visitor from VIC	94
Sydney - North Sydney and Hornsby	25-34	Visitor from WA	56
Sydney - North Sydney and Hornsby	25-34	Visitor same SA2	30
Sydney - North Sydney and Hornsby	35-44	Home	60800
Sydney - North Sydney and Hornsby	35-44	Visitor from ACT	31
Sydney - North Sydney and Hornsby	35-44	Visitor from NSW	1156
Sydney - North Sydney and Hornsby	35-44	Visitor from NT	5
Sydney - North Sydney and Hornsby	35-44	Visitor from QLD	135
Sydney - North Sydney and Hornsby	35-44	Visitor from SA	35
Sydney - North Sydney and Hornsby	35-44	Visitor from TAS	7
Sydney - North Sydney and Hornsby	35-44	Visitor from VIC	127
Sydney - North Sydney and Hornsby	35-44	Visitor from WA	40
Sydney - North Sydney and Hornsby	35-44	Visitor same SA2	22
Sydney - North Sydney and Hornsby	45-54	Home	55198
Sydney - North Sydney and Hornsby	45-54	Visitor from ACT	21
Sydney - North Sydney and Hornsby	45-54	Visitor from NSW	1081
Sydney - North Sydney and Hornsby	45-54	Visitor from NT	4
Sydney - North Sydney and Hornsby	45-54	Visitor from QLD	141
Sydney - North Sydney and Hornsby	45-54	Visitor from SA	42
Sydney - North Sydney and Hornsby	45-54	Visitor from TAS	13
Sydney - North Sydney and Hornsby	45-54	Visitor from VIC	121
Sydney - North Sydney and Hornsby	45-54	Visitor from WA	36
Sydney - North Sydney and Hornsby	45-54	Visitor same SA2	24
Sydney - North Sydney and Hornsby	55-64	Home	42408
Sydney - North Sydney and Hornsby	55-64	Visitor from ACT	31
Sydney - North Sydney and Hornsby	55-64	Visitor from NSW	1129
Sydney - North Sydney and Hornsby	55-64	Visitor from NT	3
Sydney - North Sydney and Hornsby	55-64	Visitor from QLD	136
Sydney - North Sydney and Hornsby	55-64	Visitor from SA	34
Sydney - North Sydney and Hornsby	55-64	Visitor from TAS	24
Sydney - North Sydney and Hornsby	55-64	Visitor from VIC	100
Sydney - North Sydney and Hornsby	55-64	Visitor from WA	56
Sydney - North Sydney and Hornsby	55-64	Visitor same SA2	37
Sydney - North Sydney and Hornsby	65-74	Home	32154
Sydney - North Sydney and Hornsby	65-74	Visitor from ACT	26
Sydney - North Sydney and Hornsby	65-74	Visitor from NSW	1107
Sydney - North Sydney and Hornsby	65-74	Visitor from QLD	133
Sydney - North Sydney and Hornsby	65-74	Visitor from SA	27
Sydney - North Sydney and Hornsby	65-74	Visitor from TAS	21
Sydney - North Sydney and Hornsby	65-74	Visitor from VIC	71
Sydney - North Sydney and Hornsby	65-74	Visitor from WA	26
Sydney - North Sydney and Hornsby	65-74	Visitor same SA2	24
Sydney - North Sydney and Hornsby	75-84	Home	18045
Sydney - North Sydney and Hornsby	75-84	Visitor from ACT	10
Sydney - North Sydney and Hornsby	75-84	Visitor from NSW	751
Sydney - North Sydney and Hornsby	75-84	Visitor from QLD	36
Sydney - North Sydney and Hornsby	75-84	Visitor from SA	7
Sydney - North Sydney and Hornsby	75-84	Visitor from TAS	7
Sydney - North Sydney and Hornsby	75-84	Visitor from VIC	31
Sydney - North Sydney and Hornsby	75-84	Visitor from WA	11
Sydney - North Sydney and Hornsby	75-84	Visitor same SA2	25
Sydney - North Sydney and Hornsby	85+	Home	9556
Sydney - North Sydney and Hornsby	85+	Visitor from ACT	7
Sydney - North Sydney and Hornsby	85+	Visitor from NSW	663
Sydney - North Sydney and Hornsby	85+	Visitor from QLD	9
Sydney - North Sydney and Hornsby	85+	Visitor from SA	3
Sydney - North Sydney and Hornsby	85+	Visitor from TAS	3
Sydney - North Sydney and Hornsby	85+	Visitor from VIC	11
Sydney - North Sydney and Hornsby	85+	Visitor from WA	3
Sydney - North Sydney and Hornsby	85+	Visitor same SA2	25
Sydney - Northern Beaches	0-14	Home	48843
Sydney - Northern Beaches	0-14	Visitor from NSW	627
Sydney - Northern Beaches	0-14	Visitor from NT	3
Sydney - Northern Beaches	0-14	Visitor from QLD	9
Sydney - Northern Beaches	0-14	Visitor from TAS	3
Sydney - Northern Beaches	0-14	Visitor from VIC	17
Sydney - Northern Beaches	0-14	Visitor from WA	4
Sydney - Northern Beaches	0-14	Visitor same SA2	19
Sydney - Northern Beaches	15-24	Home	25908
Sydney - Northern Beaches	15-24	Visitor from ACT	3
Sydney - Northern Beaches	15-24	Visitor from NSW	695
Sydney - Northern Beaches	15-24	Visitor from QLD	32
Sydney - Northern Beaches	15-24	Visitor from SA	18
Sydney - Northern Beaches	15-24	Visitor from TAS	4
Sydney - Northern Beaches	15-24	Visitor from VIC	24
Sydney - Northern Beaches	15-24	Visitor from WA	23
Sydney - Northern Beaches	15-24	Visitor same SA2	20
Sydney - Northern Beaches	25-34	Home	28058
Sydney - Northern Beaches	25-34	Visitor from ACT	6
Sydney - Northern Beaches	25-34	Visitor from NSW	941
Sydney - Northern Beaches	25-34	Visitor from QLD	37
Sydney - Northern Beaches	25-34	Visitor from SA	13
Sydney - Northern Beaches	25-34	Visitor from TAS	9
Sydney - Northern Beaches	25-34	Visitor from VIC	52
Sydney - Northern Beaches	25-34	Visitor from WA	16
Sydney - Northern Beaches	25-34	Visitor same SA2	33
Sydney - Northern Beaches	35-44	Home	36772
Sydney - Northern Beaches	35-44	Visitor from ACT	10
Sydney - Northern Beaches	35-44	Visitor from NSW	674
Sydney - Northern Beaches	35-44	Visitor from NT	7
Sydney - Northern Beaches	35-44	Visitor from QLD	54
Sydney - Northern Beaches	35-44	Visitor from SA	8
Sydney - Northern Beaches	35-44	Visitor from TAS	3
Sydney - Northern Beaches	35-44	Visitor from VIC	55
Sydney - Northern Beaches	35-44	Visitor from WA	21
Sydney - Northern Beaches	35-44	Visitor same SA2	16
Sydney - Northern Beaches	45-54	Home	35924
Sydney - Northern Beaches	45-54	Visitor from ACT	4
Sydney - Northern Beaches	45-54	Visitor from NSW	607
Sydney - Northern Beaches	45-54	Visitor from NT	3
Sydney - Northern Beaches	45-54	Visitor from QLD	78
Sydney - Northern Beaches	45-54	Visitor from SA	27
Sydney - Northern Beaches	45-54	Visitor from TAS	3
Sydney - Northern Beaches	45-54	Visitor from VIC	37
Sydney - Northern Beaches	45-54	Visitor from WA	16
Sydney - Northern Beaches	45-54	Visitor same SA2	28
Sydney - Northern Beaches	55-64	Home	26852
Sydney - Northern Beaches	55-64	Visitor from ACT	20
Sydney - Northern Beaches	55-64	Visitor from NSW	598
Sydney - Northern Beaches	55-64	Visitor from NT	3
Sydney - Northern Beaches	55-64	Visitor from QLD	55
Sydney - Northern Beaches	55-64	Visitor from SA	17
Sydney - Northern Beaches	55-64	Visitor from TAS	10
Sydney - Northern Beaches	55-64	Visitor from VIC	46
Sydney - Northern Beaches	55-64	Visitor from WA	20
Sydney - Northern Beaches	55-64	Visitor same SA2	30
Sydney - Northern Beaches	65-74	Home	20930
Sydney - Northern Beaches	65-74	Visitor from ACT	9
Sydney - Northern Beaches	65-74	Visitor from NSW	487
Sydney - Northern Beaches	65-74	Visitor from NT	3
Sydney - Northern Beaches	65-74	Visitor from QLD	54
