SA4_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
Capital Region					667
Capital Region	0	0	0	1	3013
Capital Region	0	0	1	0	784
Capital Region	0	0	1	1	268
Capital Region	0	1	0	0	3538
Capital Region	0	1	0	1	313
Capital Region	0	1	1	0	570
Capital Region	0	1	1	1	104
Capital Region	1	0	0	1	4265
Capital Region	1	0	1	0	1779
Capital Region	1	0	1	1	980
Capital Region	1	1	0	0	12024
Capital Region	1	1	0	1	691
Capital Region	1	1	1	0	2308
Capital Region	1	1	1	1	376
Central Coast					1195
Central Coast	0	0	0	1	6370
Central Coast	0	0	1	0	1460
Central Coast	0	0	1	1	703
Central Coast	0	1	0	0	6265
Central Coast	0	1	0	1	695
Central Coast	0	1	1	0	1141
Central Coast	0	1	1	1	227
Central Coast	1	0	0	1	7568
Central Coast	1	0	1	0	2742
Central Coast	1	0	1	1	2039
Central Coast	1	1	0	0	18638
Central Coast	1	1	0	1	1249
Central Coast	1	1	1	0	3422
Central Coast	1	1	1	1	656
Central West					684
Central West	0	0	0	1	2909
Central West	0	0	1	0	741
Central West	0	0	1	1	243
Central West	0	1	0	0	3893
Central West	0	1	0	1	319
Central West	0	1	1	0	659
Central West	0	1	1	1	119
Central West	1	0	0	1	3759
Central West	1	0	1	0	1442
Central West	1	0	1	1	830
Central West	1	1	0	0	11704
Central West	1	1	0	1	667
Central West	1	1	1	0	2188
Central West	1	1	1	1	377
Coffs Harbour - Grafton					426
Coffs Harbour - Grafton	0	0	0	1	2286
Coffs Harbour - Grafton	0	0	1	0	572
Coffs Harbour - Grafton	0	0	1	1	237
Coffs Harbour - Grafton	0	1	0	0	2840
Coffs Harbour - Grafton	0	1	0	1	275
Coffs Harbour - Grafton	0	1	1	0	513
Coffs Harbour - Grafton	0	1	1	1	79
Coffs Harbour - Grafton	1	0	0	1	2584
Coffs Harbour - Grafton	1	0	1	0	959
Coffs Harbour - Grafton	1	0	1	1	502
Coffs Harbour - Grafton	1	1	0	0	6615
Coffs Harbour - Grafton	1	1	0	1	438
Coffs Harbour - Grafton	1	1	1	0	1332
Coffs Harbour - Grafton	1	1	1	1	226
Far West and Orana					518
Far West and Orana	0	0	0	1	1818
Far West and Orana	0	0	1	0	360
Far West and Orana	0	0	1	1	139
Far West and Orana	0	1	0	0	2733
Far West and Orana	0	1	0	1	256
Far West and Orana	0	1	1	0	396
Far West and Orana	0	1	1	1	85
