SA4_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Western Australia - Outback (North)	0	3	179
Western Australia - Outback (North)	0	4	51
Western Australia - Outback (North)	0	5	12
Western Australia - Outback (North)	0	6	10
Western Australia - Outback (North)	1	2	6492
Western Australia - Outback (North)	1	3	3570
Western Australia - Outback (North)	1	4	3944
Western Australia - Outback (North)	1	5	1982
Western Australia - Outback (North)	1	6	1462
Western Australia - Outback (South)	0	1	10729
Western Australia - Outback (South)	0	2	1006
Western Australia - Outback (South)	0	3	171
Western Australia - Outback (South)	0	4	53
Western Australia - Outback (South)	0	5	10
Western Australia - Outback (South)	0	6	3
Western Australia - Outback (South)	1	2	12878
Western Australia - Outback (South)	1	3	5590
Western Australia - Outback (South)	1	4	5599
Western Australia - Outback (South)	1	5	2627
Western Australia - Outback (South)	1	6	1406
Hobart	0	1	24851
Hobart	0	2	2337
Hobart	0	3	660
Hobart	0	4	249
Hobart	0	5	77
Hobart	0	6	45
Hobart	1	2	27409
Hobart	1	3	12503
Hobart	1	4	11328
Hobart	1	5	4325
Hobart	1	6	1848
Launceston and North East	0	1	16634
Launceston and North East	0	2	1354
Launceston and North East	0	3	251
Launceston and North East	0	4	85
Launceston and North East	0	5	31
Launceston and North East	0	6	13
Launceston and North East	1	2	18637
Launceston and North East	1	3	7216
Launceston and North East	1	4	6578
Launceston and North East	1	5	2590
Launceston and North East	1	6	1196
South East	0	1	4095
South East	0	2	339
South East	0	3	26
South East	0	4	3
South East	0	6	3
South East	1	2	5544
South East	1	3	1787
South East	1	4	1568
South East	1	5	669
South East	1	6	378
West and North West	0	1	12935
West and North West	0	2	885
West and North West	0	3	86
West and North West	0	4	33
West and North West	0	5	6
West and North West	0	6	8
West and North West	1	2	15301
West and North West	1	3	5747
West and North West	1	4	5007
West and North West	1	5	2027
West and North West	1	6	922
Darwin	0	1	8957
Darwin	0	2	1764
Darwin	0	3	537
Darwin	0	4	179
Darwin	0	5	60
Darwin	0	6	38
Darwin	1	2	12411
Darwin	1	3	7209
Darwin	1	4	6960
Darwin	1	5	3122
Darwin	1	6	1817
Northern Territory - Outback	0	1	5269
Northern Territory - Outback	0	2	605
Northern Territory - Outback	0	3	161
Northern Territory - Outback	0	4	69
Northern Territory - Outback	0	5	10
Northern Territory - Outback	0	6	9
Northern Territory - Outback	1	2	5218
Northern Territory - Outback	1	3	2849
Northern Territory - Outback	1	4	2860
Northern Territory - Outback	1	5	1702
Northern Territory - Outback	1	6	3249
Australian Capital Territory	0	1	35413
Australian Capital Territory	0	2	4366
Australian Capital Territory	0	3	1681
Australian Capital Territory	0	4	581
Australian Capital Territory	0	5	188
Australian Capital Territory	0	6	118
Australian Capital Territory	1	2	42545
Australian Capital Territory	1	3	22490
Australian Capital Territory	1	4	23201
Australian Capital Territory	1	5	8539
Australian Capital Territory	1	6	3537
Other Territories	0	1	369
Other Territories	0	2	12
Other Territories	1	2	463
Other Territories	1	3	201
Other Territories	1	4	160
Other Territories	1	5	93
Other Territories	1	6	66
