SA4_NAME16	CountryOfBirth	Sex	persons
Sydney - Outer South West	DEU	F	481
Sydney - Outer South West	DEU	M	381
Sydney - Outer South West	EGY	F	445
Sydney - Outer South West	EGY	M	503
Sydney - Outer South West	FJI	F	1607
Sydney - Outer South West	FJI	M	1387
Sydney - Outer South West	FRA	F	64
Sydney - Outer South West	FRA	M	79
Sydney - Outer South West	GBR	F	4885
Sydney - Outer South West	GBR	M	4844
Sydney - Outer South West	GRC	F	206
Sydney - Outer South West	GRC	M	230
Sydney - Outer South West	HKG	F	194
Sydney - Outer South West	HKG	M	157
Sydney - Outer South West	HRV	F	293
Sydney - Outer South West	HRV	M	299
Sydney - Outer South West	IDN	F	385
Sydney - Outer South West	IDN	M	297
Sydney - Outer South West	IND	F	2450
Sydney - Outer South West	IND	M	2615
Sydney - Outer South West	IRL	F	296
Sydney - Outer South West	IRL	M	377
Sydney - Outer South West	IRN	F	118
Sydney - Outer South West	IRN	M	150
Sydney - Outer South West	IRQ	F	418
Sydney - Outer South West	IRQ	M	422
Sydney - Outer South West	ITA	F	406
Sydney - Outer South West	ITA	M	518
Sydney - Outer South West	JPN	F	75
Sydney - Outer South West	JPN	M	37
Sydney - Outer South West	KHM	F	262
Sydney - Outer South West	KHM	M	196
Sydney - Outer South West	KOR	F	125
Sydney - Outer South West	KOR	M	80
Sydney - Outer South West	LBN	F	651
Sydney - Outer South West	LBN	M	737
Sydney - Outer South West	LKA	F	386
Sydney - Outer South West	LKA	M	370
Sydney - Outer South West	MKD	F	118
Sydney - Outer South West	MKD	M	137
Sydney - Outer South West	MLT	F	282
Sydney - Outer South West	MLT	M	293
Sydney - Outer South West	MMR	F	42
Sydney - Outer South West	MMR	M	57
Sydney - Outer South West	MUS	F	299
Sydney - Outer South West	MUS	M	281
Sydney - Outer South West	MYS	F	303
Sydney - Outer South West	MYS	M	255
Sydney - Outer South West	NLD	F	223
Sydney - Outer South West	NLD	M	259
Sydney - Outer South West	NPL	F	549
Sydney - Outer South West	NPL	M	580
Sydney - Outer South West	NZL	F	2873
Sydney - Outer South West	NZL	M	2652
Sydney - Outer South West	PAK	F	545
Sydney - Outer South West	PAK	M	667
Sydney - Outer South West	PHL	F	2700
Sydney - Outer South West	PHL	M	1864
Sydney - Outer South West	PNG	F	88
Sydney - Outer South West	PNG	M	60
Sydney - Outer South West	POL	F	351
Sydney - Outer South West	POL	M	291
Sydney - Outer South West	SGP	F	93
Sydney - Outer South West	SGP	M	95
Sydney - Outer South West	THA	F	486
Sydney - Outer South West	THA	M	221
Sydney - Outer South West	TUR	F	50
Sydney - Outer South West	TUR	M	61
Sydney - Outer South West	TWN	F	84
Sydney - Outer South West	TWN	M	50
Sydney - Outer South West	USA	F	252
Sydney - Outer South West	USA	M	291
Sydney - Outer South West	VNM	F	566
Sydney - Outer South West	VNM	M	425
Sydney - Outer South West	ZAF	F	707
Sydney - Outer South West	ZAF	M	644
Sydney - Outer South West	ZWE	F	173
Sydney - Outer South West	ZWE	M	147
Sydney - Outer West and Blue Mountains		F	12717
Sydney - Outer West and Blue Mountains		M	12204
Sydney - Outer West and Blue Mountains	AFG	F	166
Sydney - Outer West and Blue Mountains	AFG	M	162
Sydney - Outer West and Blue Mountains	AUS	F	116864
Sydney - Outer West and Blue Mountains	AUS	M	113035
Sydney - Outer West and Blue Mountains	BGD	F	149
Sydney - Outer West and Blue Mountains	BGD	M	180
Sydney - Outer West and Blue Mountains	BIH	F	108
Sydney - Outer West and Blue Mountains	BIH	M	103
Sydney - Outer West and Blue Mountains	CAN	F	218
Sydney - Outer West and Blue Mountains	CAN	M	182
Sydney - Outer West and Blue Mountains	CHL	F	206
Sydney - Outer West and Blue Mountains	CHL	M	194
Sydney - Outer West and Blue Mountains	CHN	F	893
Sydney - Outer West and Blue Mountains	CHN	M	649
Sydney - Outer West and Blue Mountains	DEU	F	806
Sydney - Outer West and Blue Mountains	DEU	M	707
Sydney - Outer West and Blue Mountains	EGY	F	353
Sydney - Outer West and Blue Mountains	EGY	M	402
Sydney - Outer West and Blue Mountains	FJI	F	715
Sydney - Outer West and Blue Mountains	FJI	M	598
Sydney - Outer West and Blue Mountains	FRA	F	119
Sydney - Outer West and Blue Mountains	FRA	M	110
Sydney - Outer West and Blue Mountains	GBR	F	7187
Sydney - Outer West and Blue Mountains	GBR	M	7105
Sydney - Outer West and Blue Mountains	GRC	F	283
Sydney - Outer West and Blue Mountains	GRC	M	294
Sydney - Outer West and Blue Mountains	HKG	F	148
Sydney - Outer West and Blue Mountains	HKG	M	140
Sydney - Outer West and Blue Mountains	HRV	F	341
Sydney - Outer West and Blue Mountains	HRV	M	336
Sydney - Outer West and Blue Mountains	IDN	F	303
Sydney - Outer West and Blue Mountains	IDN	M	167
Sydney - Outer West and Blue Mountains	IND	F	1976
Sydney - Outer West and Blue Mountains	IND	M	2117
Sydney - Outer West and Blue Mountains	IRL	F	459
Sydney - Outer West and Blue Mountains	IRL	M	540
Sydney - Outer West and Blue Mountains	IRN	F	190
Sydney - Outer West and Blue Mountains	IRN	M	228
Sydney - Outer West and Blue Mountains	IRQ	F	207
Sydney - Outer West and Blue Mountains	IRQ	M	244
Sydney - Outer West and Blue Mountains	ITA	F	489
Sydney - Outer West and Blue Mountains	ITA	M	620
Sydney - Outer West and Blue Mountains	JPN	F	131
Sydney - Outer West and Blue Mountains	JPN	M	52
Sydney - Outer West and Blue Mountains	KHM	F	72
Sydney - Outer West and Blue Mountains	KHM	M	63
Sydney - Outer West and Blue Mountains	KOR	F	243
Sydney - Outer West and Blue Mountains	KOR	M	198
Sydney - Outer West and Blue Mountains	LBN	F	361
Sydney - Outer West and Blue Mountains	LBN	M	447
Sydney - Outer West and Blue Mountains	LKA	F	447
Sydney - Outer West and Blue Mountains	LKA	M	455
Sydney - Outer West and Blue Mountains	MKD	F	99
Sydney - Outer West and Blue Mountains	MKD	M	99
Sydney - Outer West and Blue Mountains	MLT	F	711
Sydney - Outer West and Blue Mountains	MLT	M	814
Sydney - Outer West and Blue Mountains	MMR	F	54
Sydney - Outer West and Blue Mountains	MMR	M	49
Sydney - Outer West and Blue Mountains	MUS	F	144
Sydney - Outer West and Blue Mountains	MUS	M	156
Sydney - Outer West and Blue Mountains	MYS	F	320
Sydney - Outer West and Blue Mountains	MYS	M	250
Sydney - Outer West and Blue Mountains	NLD	F	519
Sydney - Outer West and Blue Mountains	NLD	M	511
Sydney - Outer West and Blue Mountains	NPL	F	166
Sydney - Outer West and Blue Mountains	NPL	M	180
Sydney - Outer West and Blue Mountains	NZL	F	2751
Sydney - Outer West and Blue Mountains	NZL	M	2721
Sydney - Outer West and Blue Mountains	PAK	F	319
Sydney - Outer West and Blue Mountains	PAK	M	377
Sydney - Outer West and Blue Mountains	PHL	F	2515
Sydney - Outer West and Blue Mountains	PHL	M	1722
Sydney - Outer West and Blue Mountains	PNG	F	105
Sydney - Outer West and Blue Mountains	PNG	M	77
Sydney - Outer West and Blue Mountains	POL	F	333
Sydney - Outer West and Blue Mountains	POL	M	234
Sydney - Outer West and Blue Mountains	SGP	F	146
Sydney - Outer West and Blue Mountains	SGP	M	109
Sydney - Outer West and Blue Mountains	THA	F	414
Sydney - Outer West and Blue Mountains	THA	M	163
Sydney - Outer West and Blue Mountains	TUR	F	121
Sydney - Outer West and Blue Mountains	TUR	M	127
Sydney - Outer West and Blue Mountains	TWN	F	83
Sydney - Outer West and Blue Mountains	TWN	M	65
Sydney - Outer West and Blue Mountains	USA	F	427
Sydney - Outer West and Blue Mountains	USA	M	412
Sydney - Outer West and Blue Mountains	VNM	F	328
Sydney - Outer West and Blue Mountains	VNM	M	239
Sydney - Outer West and Blue Mountains	ZAF	F	616
Sydney - Outer West and Blue Mountains	ZAF	M	512
Sydney - Outer West and Blue Mountains	ZWE	F	147
Sydney - Outer West and Blue Mountains	ZWE	M	137
Sydney - Parramatta		F	22631
Sydney - Parramatta		M	23272
Sydney - Parramatta	AFG	F	2566
Sydney - Parramatta	AFG	M	4763
Sydney - Parramatta	AUS	F	97307
Sydney - Parramatta	AUS	M	98311
Sydney - Parramatta	BGD	F	859
Sydney - Parramatta	BGD	M	1142
Sydney - Parramatta	BIH	F	356
Sydney - Parramatta	BIH	M	324
Sydney - Parramatta	CAN	F	209
Sydney - Parramatta	CAN	M	198
Sydney - Parramatta	CHL	F	489
Sydney - Parramatta	CHL	M	457
Sydney - Parramatta	CHN	F	17931
Sydney - Parramatta	CHN	M	15299
Sydney - Parramatta	DEU	F	499
Sydney - Parramatta	DEU	M	437
Sydney - Parramatta	EGY	F	685
Sydney - Parramatta	EGY	M	787
Sydney - Parramatta	FJI	F	1817
Sydney - Parramatta	FJI	M	1524
Sydney - Parramatta	FRA	F	112
Sydney - Parramatta	FRA	M	118
Sydney - Parramatta	GBR	F	2612
Sydney - Parramatta	GBR	M	3145
Sydney - Parramatta	GRC	F	651
Sydney - Parramatta	GRC	M	615
Sydney - Parramatta	HKG	F	2522
Sydney - Parramatta	HKG	M	2400
Sydney - Parramatta	HRV	F	644
Sydney - Parramatta	HRV	M	601
Sydney - Parramatta	IDN	F	1231
Sydney - Parramatta	IDN	M	925
Sydney - Parramatta	IND	F	16553
Sydney - Parramatta	IND	M	19994
Sydney - Parramatta	IRL	F	319
Sydney - Parramatta	IRL	M	397
Sydney - Parramatta	IRN	F	2175
Sydney - Parramatta	IRN	M	3193
Sydney - Parramatta	IRQ	F	1891
Sydney - Parramatta	IRQ	M	2437
Sydney - Parramatta	ITA	F	1202
Sydney - Parramatta	ITA	M	1217
Sydney - Parramatta	JPN	F	374
Sydney - Parramatta	JPN	M	175
Sydney - Parramatta	KHM	F	421
Sydney - Parramatta	KHM	M	352
Sydney - Parramatta	KOR	F	5811
Sydney - Parramatta	KOR	M	5603
Sydney - Parramatta	LBN	F	7296
Sydney - Parramatta	LBN	M	8001
Sydney - Parramatta	LKA	F	3375
Sydney - Parramatta	LKA	M	4402
Sydney - Parramatta	MKD	F	123
Sydney - Parramatta	MKD	M	137
Sydney - Parramatta	MLT	F	903
Sydney - Parramatta	MLT	M	838
Sydney - Parramatta	MMR	F	746
Sydney - Parramatta	MMR	M	780
Sydney - Parramatta	MUS	F	280
Sydney - Parramatta	MUS	M	252
Sydney - Parramatta	MYS	F	1573
Sydney - Parramatta	MYS	M	1364
Sydney - Parramatta	NLD	F	188
Sydney - Parramatta	NLD	M	208
Sydney - Parramatta	NPL	F	2776
Sydney - Parramatta	NPL	M	3324
Sydney - Parramatta	NZL	F	2995
Sydney - Parramatta	NZL	M	3201
Sydney - Parramatta	PAK	F	2183
Sydney - Parramatta	PAK	M	4144
Sydney - Parramatta	PHL	F	4609
Sydney - Parramatta	PHL	M	3134
Sydney - Parramatta	PNG	F	94
Sydney - Parramatta	PNG	M	78
Sydney - Parramatta	POL	F	524
Sydney - Parramatta	POL	M	395
Sydney - Parramatta	SGP	F	495
Sydney - Parramatta	SGP	M	395
Sydney - Parramatta	THA	F	1030
Sydney - Parramatta	THA	M	466
Sydney - Parramatta	TUR	F	2150
Sydney - Parramatta	TUR	M	2100
Sydney - Parramatta	TWN	F	794
Sydney - Parramatta	TWN	M	757
Sydney - Parramatta	USA	F	427
Sydney - Parramatta	USA	M	502
Sydney - Parramatta	VNM	F	5612
Sydney - Parramatta	VNM	M	4697
Sydney - Parramatta	ZAF	F	576
Sydney - Parramatta	ZAF	M	528
Sydney - Parramatta	ZWE	F	195
Sydney - Parramatta	ZWE	M	172
Sydney - Ryde		F	6963
Sydney - Ryde		M	6582
Sydney - Ryde	AFG	F	138
Sydney - Ryde	AFG	M	151
Sydney - Ryde	AUS	F	46422
Sydney - Ryde	AUS	M	46107
Sydney - Ryde	BGD	F	240
Sydney - Ryde	BGD	M	306
Sydney - Ryde	BIH	F	49
Sydney - Ryde	BIH	M	47
Sydney - Ryde	CAN	F	173
Sydney - Ryde	CAN	M	185
Sydney - Ryde	CHL	F	120
Sydney - Ryde	CHL	M	113
Sydney - Ryde	CHN	F	12401
Sydney - Ryde	CHN	M	9763
Sydney - Ryde	DEU	F	310
Sydney - Ryde	DEU	M	304
Sydney - Ryde	EGY	F	240
Sydney - Ryde	EGY	M	255
Sydney - Ryde	FJI	F	283
Sydney - Ryde	FJI	M	220
Sydney - Ryde	FRA	F	109
Sydney - Ryde	FRA	M	131
Sydney - Ryde	GBR	F	2291
Sydney - Ryde	GBR	M	2648
Sydney - Ryde	GRC	F	268
Sydney - Ryde	GRC	M	246
Sydney - Ryde	HKG	F	2577
Sydney - Ryde	HKG	M	2407
Sydney - Ryde	HRV	F	162
Sydney - Ryde	HRV	M	168
Sydney - Ryde	IDN	F	882
Sydney - Ryde	IDN	M	666
Sydney - Ryde	IND	F	3065
Sydney - Ryde	IND	M	3469
Sydney - Ryde	IRL	F	254
Sydney - Ryde	IRL	M	307
Sydney - Ryde	IRN	F	901
Sydney - Ryde	IRN	M	981
Sydney - Ryde	IRQ	F	111
Sydney - Ryde	IRQ	M	114
Sydney - Ryde	ITA	F	971
Sydney - Ryde	ITA	M	1020
Sydney - Ryde	JPN	F	519
Sydney - Ryde	JPN	M	244
Sydney - Ryde	KHM	F	54
Sydney - Ryde	KHM	M	42
Sydney - Ryde	KOR	F	3756
Sydney - Ryde	KOR	M	3353
Sydney - Ryde	LBN	F	505
Sydney - Ryde	LBN	M	483
Sydney - Ryde	LKA	F	892
Sydney - Ryde	LKA	M	910
Sydney - Ryde	MKD	F	71
Sydney - Ryde	MKD	M	61
Sydney - Ryde	MLT	F	87
Sydney - Ryde	MLT	M	81
Sydney - Ryde	MMR	F	145
Sydney - Ryde	MMR	M	124
Sydney - Ryde	MUS	F	78
Sydney - Ryde	MUS	M	74
Sydney - Ryde	MYS	F	1284
Sydney - Ryde	MYS	M	1089
Sydney - Ryde	NLD	F	135
Sydney - Ryde	NLD	M	150
Sydney - Ryde	NPL	F	239
Sydney - Ryde	NPL	M	308
Sydney - Ryde	NZL	F	1074
Sydney - Ryde	NZL	M	1212
Sydney - Ryde	PAK	F	241
Sydney - Ryde	PAK	M	325
Sydney - Ryde	PHL	F	1484
Sydney - Ryde	PHL	M	1041
Sydney - Ryde	PNG	F	89
Sydney - Ryde	PNG	M	86
Sydney - Ryde	POL	F	203
Sydney - Ryde	POL	M	188
Sydney - Ryde	SGP	F	441
Sydney - Ryde	SGP	M	395
Sydney - Ryde	THA	F	477
Sydney - Ryde	THA	M	211
Sydney - Ryde	TUR	F	115
Sydney - Ryde	TUR	M	123
Sydney - Ryde	TWN	F	645
Sydney - Ryde	TWN	M	505
Sydney - Ryde	USA	F	440
Sydney - Ryde	USA	M	425
Sydney - Ryde	VNM	F	765
Sydney - Ryde	VNM	M	567
Sydney - Ryde	ZAF	F	546
Sydney - Ryde	ZAF	M	539
Sydney - Ryde	ZWE	F	81
Sydney - Ryde	ZWE	M	92
Sydney - South West		F	28165
Sydney - South West		M	27347
Sydney - South West	AFG	F	204
Sydney - South West	AFG	M	258
Sydney - South West	AUS	F	94609
Sydney - South West	AUS	M	97590
Sydney - South West	BGD	F	361
Sydney - South West	BGD	M	433
Sydney - South West	BIH	F	1185
Sydney - South West	BIH	M	1199
Sydney - South West	CAN	F	104
Sydney - South West	CAN	M	96
Sydney - South West	CHL	F	1515
Sydney - South West	CHL	M	1393
Sydney - South West	CHN	F	3573
Sydney - South West	CHN	M	2864
Sydney - South West	DEU	F	514
Sydney - South West	DEU	M	508
Sydney - South West	EGY	F	914
Sydney - South West	EGY	M	921
Sydney - South West	FJI	F	4253
Sydney - South West	FJI	M	3786
Sydney - South West	FRA	F	107
Sydney - South West	FRA	M	115
Sydney - South West	GBR	F	1988
Sydney - South West	GBR	M	2093
Sydney - South West	GRC	F	692
Sydney - South West	GRC	M	689
Sydney - South West	HKG	F	384
Sydney - South West	HKG	M	372
Sydney - South West	HRV	F	1930
Sydney - South West	HRV	M	1831
Sydney - South West	IDN	F	739
Sydney - South West	IDN	M	548
Sydney - South West	IND	F	2977
Sydney - South West	IND	M	3273
Sydney - South West	IRL	F	173
Sydney - South West	IRL	M	187
Sydney - South West	IRN	F	1084
Sydney - South West	IRN	M	1299
Sydney - South West	IRQ	F	14153
Sydney - South West	IRQ	M	14079
Sydney - South West	ITA	F	3184
Sydney - South West	ITA	M	3186
Sydney - South West	JPN	F	102
Sydney - South West	JPN	M	36
Sydney - South West	KHM	F	4933
Sydney - South West	KHM	M	4000
Sydney - South West	KOR	F	171
Sydney - South West	KOR	M	116
Sydney - South West	LBN	F	2825
Sydney - South West	LBN	M	3163
Sydney - South West	LKA	F	356
Sydney - South West	LKA	M	391
Sydney - South West	MKD	F	1026
Sydney - South West	MKD	M	939
Sydney - South West	MLT	F	901
Sydney - South West	MLT	M	875
Sydney - South West	MMR	F	172
Sydney - South West	MMR	M	171
Sydney - South West	MUS	F	339
Sydney - South West	MUS	M	316
Sydney - South West	MYS	F	563
Sydney - South West	MYS	M	540
Sydney - South West	NLD	F	161
Sydney - South West	NLD	M	144
Sydney - South West	NPL	F	254
Sydney - South West	NPL	M	263
Sydney - South West	NZL	F	3095
Sydney - South West	NZL	M	3097
Sydney - South West	PAK	F	754
Sydney - South West	PAK	M	862
Sydney - South West	PHL	F	3697
Sydney - South West	PHL	M	2641
Sydney - South West	PNG	F	44
Sydney - South West	PNG	M	37
Sydney - South West	POL	F	644
Sydney - South West	POL	M	512
Sydney - South West	SGP	F	135
Sydney - South West	SGP	M	137
Sydney - South West	THA	F	1219
Sydney - South West	THA	M	846
Sydney - South West	TUR	F	641
Sydney - South West	TUR	M	633
Sydney - South West	TWN	F	174
Sydney - South West	TWN	M	106
Sydney - South West	USA	F	252
Sydney - South West	USA	M	262
Sydney - South West	VNM	F	19455
Sydney - South West	VNM	M	15915
Sydney - South West	ZAF	F	346
Sydney - South West	ZAF	M	325
Sydney - South West	ZWE	F	273
Sydney - South West	ZWE	M	225
Sydney - Sutherland		F	7645
Sydney - Sutherland		M	7028
Sydney - Sutherland	AFG	F	3
Sydney - Sutherland	AFG	M	3
Sydney - Sutherland	AUS	F	86004
Sydney - Sutherland	AUS	M	83204
Sydney - Sutherland	BGD	F	45
Sydney - Sutherland	BGD	M	49
Sydney - Sutherland	BIH	F	89
Sydney - Sutherland	BIH	M	96
Sydney - Sutherland	CAN	F	269
Sydney - Sutherland	CAN	M	183
Sydney - Sutherland	CHL	F	162
Sydney - Sutherland	CHL	M	173
Sydney - Sutherland	CHN	F	1709
Sydney - Sutherland	CHN	M	1298
Sydney - Sutherland	DEU	F	475
Sydney - Sutherland	DEU	M	410
Sydney - Sutherland	EGY	F	487
Sydney - Sutherland	EGY	M	436
Sydney - Sutherland	FJI	F	193
Sydney - Sutherland	FJI	M	156
Sydney - Sutherland	FRA	F	117
Sydney - Sutherland	FRA	M	116
Sydney - Sutherland	GBR	F	4492
Sydney - Sutherland	GBR	M	4815
Sydney - Sutherland	GRC	F	534
Sydney - Sutherland	GRC	M	499
Sydney - Sutherland	HKG	F	367
Sydney - Sutherland	HKG	M	335
Sydney - Sutherland	HRV	F	206
Sydney - Sutherland	HRV	M	197
Sydney - Sutherland	IDN	F	297
Sydney - Sutherland	IDN	M	196
Sydney - Sutherland	IND	F	528
Sydney - Sutherland	IND	M	577
Sydney - Sutherland	IRL	F	409
Sydney - Sutherland	IRL	M	428
Sydney - Sutherland	IRN	F	58
Sydney - Sutherland	IRN	M	68
Sydney - Sutherland	IRQ	F	34
Sydney - Sutherland	IRQ	M	28
Sydney - Sutherland	ITA	F	529
Sydney - Sutherland	ITA	M	603
Sydney - Sutherland	JPN	F	202
Sydney - Sutherland	JPN	M	57
Sydney - Sutherland	KHM	F	44
Sydney - Sutherland	KHM	M	27
Sydney - Sutherland	KOR	F	141
Sydney - Sutherland	KOR	M	84
Sydney - Sutherland	LBN	F	301
Sydney - Sutherland	LBN	M	317
Sydney - Sutherland	LKA	F	72
Sydney - Sutherland	LKA	M	71
Sydney - Sutherland	MKD	F	294
Sydney - Sutherland	MKD	M	307
Sydney - Sutherland	MLT	F	174
Sydney - Sutherland	MLT	M	181
Sydney - Sutherland	MMR	F	31
Sydney - Sutherland	MMR	M	18
Sydney - Sutherland	MUS	F	90
Sydney - Sutherland	MUS	M	64
Sydney - Sutherland	MYS	F	328
Sydney - Sutherland	MYS	M	233
Sydney - Sutherland	NLD	F	239
Sydney - Sutherland	NLD	M	259
Sydney - Sutherland	NPL	F	108
Sydney - Sutherland	NPL	M	112
Sydney - Sutherland	NZL	F	1590
Sydney - Sutherland	NZL	M	1660
Sydney - Sutherland	PAK	F	49
Sydney - Sutherland	PAK	M	57
Sydney - Sutherland	PHL	F	806
Sydney - Sutherland	PHL	M	377
Sydney - Sutherland	PNG	F	78
Sydney - Sutherland	PNG	M	70
Sydney - Sutherland	POL	F	248
Sydney - Sutherland	POL	M	160
Sydney - Sutherland	SGP	F	155
Sydney - Sutherland	SGP	M	121
Sydney - Sutherland	THA	F	322
Sydney - Sutherland	THA	M	104
Sydney - Sutherland	TUR	F	67
Sydney - Sutherland	TUR	M	65
Sydney - Sutherland	TWN	F	89
Sydney - Sutherland	TWN	M	36
Sydney - Sutherland	USA	F	432
Sydney - Sutherland	USA	M	325
Sydney - Sutherland	VNM	F	257
Sydney - Sutherland	VNM	M	153
Sydney - Sutherland	ZAF	F	631
Sydney - Sutherland	ZAF	M	582
Sydney - Sutherland	ZWE	F	51
Sydney - Sutherland	ZWE	M	70
Migratory - Offshore - Shipping (NSW)		F	36
Migratory - Offshore - Shipping (NSW)		M	14
Migratory - Offshore - Shipping (NSW)	AUS	F	135
Migratory - Offshore - Shipping (NSW)	AUS	M	102
Migratory - Offshore - Shipping (NSW)	CHL	F	3
Migratory - Offshore - Shipping (NSW)	CHN	F	17
Migratory - Offshore - Shipping (NSW)	CHN	M	12
Migratory - Offshore - Shipping (NSW)	GBR	F	11
Migratory - Offshore - Shipping (NSW)	GBR	M	15
Migratory - Offshore - Shipping (NSW)	HKG	F	3
Migratory - Offshore - Shipping (NSW)	HKG	M	3
Migratory - Offshore - Shipping (NSW)	HRV	F	3
Migratory - Offshore - Shipping (NSW)	IRL	M	3
Migratory - Offshore - Shipping (NSW)	ITA	M	4
Migratory - Offshore - Shipping (NSW)	KOR	F	3
Migratory - Offshore - Shipping (NSW)	MKD	F	3
Migratory - Offshore - Shipping (NSW)	MKD	M	3
Migratory - Offshore - Shipping (NSW)	NLD	F	3
Migratory - Offshore - Shipping (NSW)	NZL	F	8
Migratory - Offshore - Shipping (NSW)	NZL	M	6
Migratory - Offshore - Shipping (NSW)	VNM	F	13
Migratory - Offshore - Shipping (NSW)	VNM	M	4
No usual address (NSW)		F	1032
No usual address (NSW)		M	1623
No usual address (NSW)	AFG	M	7
No usual address (NSW)	AUS	F	2726
No usual address (NSW)	AUS	M	4304
No usual address (NSW)	BGD	F	6
No usual address (NSW)	BGD	M	9
No usual address (NSW)	BIH	F	5
No usual address (NSW)	BIH	M	3
No usual address (NSW)	CAN	F	24
No usual address (NSW)	CAN	M	11
No usual address (NSW)	CHL	F	12
No usual address (NSW)	CHL	M	12
No usual address (NSW)	CHN	F	110
No usual address (NSW)	CHN	M	111
No usual address (NSW)	DEU	F	32
No usual address (NSW)	DEU	M	50
No usual address (NSW)	EGY	F	8
No usual address (NSW)	EGY	M	16
No usual address (NSW)	FJI	F	4
No usual address (NSW)	FJI	M	14
No usual address (NSW)	FRA	F	29
No usual address (NSW)	FRA	M	36
No usual address (NSW)	GBR	F	262
No usual address (NSW)	GBR	M	320
No usual address (NSW)	GRC	F	5
No usual address (NSW)	GRC	M	10
No usual address (NSW)	HKG	F	24
No usual address (NSW)	HKG	M	18
No usual address (NSW)	HRV	F	7
No usual address (NSW)	HRV	M	7
No usual address (NSW)	IDN	F	12
No usual address (NSW)	IDN	M	19
No usual address (NSW)	IND	F	49
No usual address (NSW)	IND	M	94
No usual address (NSW)	IRL	F	14
No usual address (NSW)	IRL	M	31
No usual address (NSW)	IRN	F	4
No usual address (NSW)	IRN	M	14
No usual address (NSW)	IRQ	F	17
No usual address (NSW)	IRQ	M	21
No usual address (NSW)	ITA	F	19
No usual address (NSW)	ITA	M	35
No usual address (NSW)	JPN	F	12
No usual address (NSW)	JPN	M	6
No usual address (NSW)	KHM	F	3
No usual address (NSW)	KHM	M	3
No usual address (NSW)	KOR	F	25
No usual address (NSW)	KOR	M	18
No usual address (NSW)	LBN	F	3
No usual address (NSW)	LBN	M	32
No usual address (NSW)	LKA	F	3
No usual address (NSW)	LKA	M	8
No usual address (NSW)	MKD	F	4
No usual address (NSW)	MKD	M	3
No usual address (NSW)	MLT	F	5
No usual address (NSW)	MLT	M	3
No usual address (NSW)	MMR	F	3
No usual address (NSW)	MMR	M	6
No usual address (NSW)	MUS	F	3
No usual address (NSW)	MUS	M	3
No usual address (NSW)	MYS	F	23
No usual address (NSW)	MYS	M	17
No usual address (NSW)	NLD	F	18
No usual address (NSW)	NLD	M	27
No usual address (NSW)	NPL	F	14
No usual address (NSW)	NPL	M	13
No usual address (NSW)	NZL	F	136
No usual address (NSW)	NZL	M	181
No usual address (NSW)	PAK	F	8
No usual address (NSW)	PAK	M	23
No usual address (NSW)	PHL	F	52
No usual address (NSW)	PHL	M	33
No usual address (NSW)	PNG	F	10
No usual address (NSW)	PNG	M	4
No usual address (NSW)	POL	F	10
No usual address (NSW)	POL	M	6
No usual address (NSW)	SGP	F	9
No usual address (NSW)	SGP	M	3
No usual address (NSW)	THA	F	24
No usual address (NSW)	THA	M	18
No usual address (NSW)	TUR	F	3
No usual address (NSW)	TUR	M	14
No usual address (NSW)	TWN	F	38
No usual address (NSW)	TWN	M	35
No usual address (NSW)	USA	F	37
No usual address (NSW)	USA	M	44
No usual address (NSW)	VNM	F	31
No usual address (NSW)	VNM	M	38
No usual address (NSW)	ZAF	F	31
No usual address (NSW)	ZAF	M	40
No usual address (NSW)	ZWE	F	7
No usual address (NSW)	ZWE	M	3
Ballarat		F	7049
Ballarat		M	6613
Ballarat	AFG	M	15
Ballarat	AUS	F	66391
Ballarat	AUS	M	63356
Ballarat	BGD	F	29
Ballarat	BGD	M	38
Ballarat	BIH	F	8
Ballarat	BIH	M	11
Ballarat	CAN	F	73
Ballarat	CAN	M	74
Ballarat	CHL	F	20
Ballarat	CHL	M	15
Ballarat	CHN	F	407
Ballarat	CHN	M	371
Ballarat	DEU	F	322
Ballarat	DEU	M	270
Ballarat	EGY	F	23
Ballarat	EGY	M	35
Ballarat	FJI	F	54
Ballarat	FJI	M	37
Ballarat	FRA	F	47
Ballarat	FRA	M	29
Ballarat	GBR	F	2608
Ballarat	GBR	M	2459
Ballarat	GRC	F	44
Ballarat	GRC	M	68
Ballarat	HKG	F	29
Ballarat	HKG	M	33
Ballarat	HRV	F	87
Ballarat	HRV	M	104
Ballarat	IDN	F	44
Ballarat	IDN	M	27
Ballarat	IND	F	434
Ballarat	IND	M	541
Ballarat	IRL	F	113
Ballarat	IRL	M	126
Ballarat	IRN	F	32
Ballarat	IRN	M	36
Ballarat	IRQ	F	14
Ballarat	IRQ	M	24
Ballarat	ITA	F	116
Ballarat	ITA	M	174
Ballarat	JPN	F	71
Ballarat	JPN	M	29
Ballarat	KHM	F	10
Ballarat	KHM	M	9
Ballarat	KOR	F	30
Ballarat	KOR	M	20
Ballarat	LBN	F	9
Ballarat	LBN	M	12
Ballarat	LKA	F	72
Ballarat	LKA	M	82
Ballarat	MKD	F	6
Ballarat	MKD	M	27
Ballarat	MLT	F	85
Ballarat	MLT	M	140
Ballarat	MMR	F	16
Ballarat	MMR	M	4
Ballarat	MUS	F	24
Ballarat	MUS	M	17
Ballarat	MYS	F	124
Ballarat	MYS	M	104
Ballarat	NLD	F	453
Ballarat	NLD	M	410
Ballarat	NPL	F	25
