SA4_NAME16	CoupleFamily	HasChild	IncomeFamily.max	families
Capital Region				26
Capital Region			0	4
Capital Region			7875	5
Capital Region			15750	6
Capital Region			21000	11
Capital Region			26250	30
Capital Region			34125	28
Capital Region			42000	66
Capital Region			52500	80
Capital Region			65625	86
Capital Region			78750	76
Capital Region			91875	47
Capital Region			105000	44
Capital Region			131250	56
Capital Region			157500	30
Capital Region			183750	7
Capital Region			210000	5
Capital Region			Inf	14
Capital Region	0			1103
Capital Region	0		0	112
Capital Region	0		7875	64
Capital Region	0		15750	240
Capital Region	0		21000	373
Capital Region	0		26250	565
Capital Region	0		34125	881
Capital Region	0		42000	943
Capital Region	0		52500	925
Capital Region	0		65625	892
Capital Region	0		78750	687
Capital Region	0		91875	460
Capital Region	0		105000	389
Capital Region	0		131250	528
Capital Region	0		157500	199
Capital Region	0		183750	85
Capital Region	0		210000	95
Capital Region	0		Inf	92
Capital Region	1	0		5599
Capital Region	1	0	0	323
Capital Region	1	0	7875	211
Capital Region	1	0	15750	188
Capital Region	1	0	21000	105
Capital Region	1	0	26250	1202
Capital Region	1	0	34125	661
Capital Region	1	0	42000	3656
Capital Region	1	0	52500	2959
Capital Region	1	0	65625	4221
Capital Region	1	0	78750	4169
Capital Region	1	0	91875	2915
Capital Region	1	0	105000	3165
Capital Region	1	0	131250	5787
Capital Region	1	0	157500	4009
Capital Region	1	0	183750	2762
Capital Region	1	0	210000	1813
Capital Region	1	0	Inf	3900
Capital Region	1	1	7875	32
Capital Region	1	1	15750	51
Capital Region	1	1	21000	38
Capital Region	1	1	26250	159
Capital Region	1	1	34125	233
Capital Region	1	1	42000	424
Central Coast				25
Central Coast			0	20
Central Coast			7875	10
Central Coast			15750	20
Central Coast			21000	4
Central Coast			26250	61
Central Coast			34125	62
Central Coast			42000	116
Central Coast			52500	182
Central Coast			65625	159
Central Coast			78750	152
Central Coast			91875	69
Central Coast			105000	52
Central Coast			131250	104
Central Coast			157500	55
Central Coast			183750	18
Central Coast			210000	7
Central Coast			Inf	13
Central Coast	0			2054
Central Coast	0		0	236
Central Coast	0		7875	107
Central Coast	0		15750	369
Central Coast	0		21000	560
Central Coast	0		26250	966
Central Coast	0		34125	1781
Central Coast	0		42000	1802
Central Coast	0		52500	1984
Central Coast	0		65625	1983
Central Coast	0		78750	1389
Central Coast	0		91875	1052
Central Coast	0		105000	821
Central Coast	0		131250	1019
Central Coast	0		157500	386
Central Coast	0		183750	163
Central Coast	0		210000	148
Central Coast	0		Inf	118
Central Coast	1	0		7642
Central Coast	1	0	0	518
Central Coast	1	0	7875	242
Central Coast	1	0	15750	207
Central Coast	1	0	21000	135
Central Coast	1	0	26250	1481
Central Coast	1	0	34125	809
Central Coast	1	0	42000	5539
Central Coast	1	0	52500	4115
Central Coast	1	0	65625	5553
Central Coast	1	0	78750	5920
Central Coast	1	0	91875	4667
Central Coast	1	0	105000	4922
Central Coast	1	0	131250	9471
Central Coast	1	0	157500	6495
Central Coast	1	0	183750	3933
Central Coast	1	0	210000	2523
Central Coast	1	0	Inf	4424
Central Coast	1	1	7875	55
Central Coast	1	1	15750	74
Central Coast	1	1	21000	51
Central Coast	1	1	26250	181
Central Coast	1	1	34125	280
Central Coast	1	1	42000	576
Central West				30
Central West			0	10
Central West			7875	14
Central West			15750	15
Central West			21000	6
Central West			26250	43
Central West			34125	30
Central West			42000	81
Central West			52500	107
Central West			65625	93
Central West			78750	70
Central West			91875	33
Central West			105000	35
Central West			131250	34
Central West			157500	32
Central West			183750	7
Central West			210000	6
Central West			Inf	4
Central West	0			1132
Central West	0		0	103
Central West	0		7875	81
Central West	0		15750	311
Central West	0		21000	420
Central West	0		26250	631
Central West	0		34125	1116
Central West	0		42000	1142
Central West	0		52500	1003
Central West	0		65625	916
Central West	0		78750	642
Central West	0		91875	399
Central West	0		105000	322
Central West	0		131250	431
Central West	0		157500	119
Central West	0		183750	50
Central West	0		210000	67
Central West	0		Inf	45
Central West	1	0		4994
Central West	1	0	0	342
Central West	1	0	7875	202
Central West	1	0	15750	163
Central West	1	0	21000	96
Central West	1	0	26250	1072
Central West	1	0	34125	548
Central West	1	0	42000	3215
Central West	1	0	52500	2504
Central West	1	0	65625	3689
Central West	1	0	78750	3695
Central West	1	0	91875	2723
Central West	1	0	105000	2902
Central West	1	0	131250	5449
Central West	1	0	157500	3611
Central West	1	0	183750	2328
Central West	1	0	210000	1330
Central West	1	0	Inf	2570
Central West	1	1	7875	34
Central West	1	1	15750	71
Central West	1	1	21000	44
Central West	1	1	26250	178
Central West	1	1	34125	245
Central West	1	1	42000	487
Coffs Harbour - Grafton				15
Coffs Harbour - Grafton			0	3
Coffs Harbour - Grafton			7875	3
Coffs Harbour - Grafton			15750	5
Coffs Harbour - Grafton			21000	8
Coffs Harbour - Grafton			26250	33
Coffs Harbour - Grafton			34125	23
Coffs Harbour - Grafton			42000	54
Coffs Harbour - Grafton			52500	72
Coffs Harbour - Grafton			65625	70
Coffs Harbour - Grafton			78750	53
Coffs Harbour - Grafton			91875	12
Coffs Harbour - Grafton			105000	19
Coffs Harbour - Grafton			131250	21
Coffs Harbour - Grafton			157500	10
Coffs Harbour - Grafton			183750	4
Coffs Harbour - Grafton			Inf	4
Coffs Harbour - Grafton	0			836
Coffs Harbour - Grafton	0		0	80
Coffs Harbour - Grafton	0		7875	51
Coffs Harbour - Grafton	0		15750	179
Coffs Harbour - Grafton	0		21000	286
Coffs Harbour - Grafton	0		26250	469
Coffs Harbour - Grafton	0		34125	896
Coffs Harbour - Grafton	0		42000	926
Coffs Harbour - Grafton	0		52500	907
Coffs Harbour - Grafton	0		65625	781
Coffs Harbour - Grafton	0		78750	497
Coffs Harbour - Grafton	0		91875	301
Coffs Harbour - Grafton	0		105000	218
Coffs Harbour - Grafton	0		131250	242
Coffs Harbour - Grafton	0		157500	72
Coffs Harbour - Grafton	0		183750	25
Coffs Harbour - Grafton	0		210000	33
Coffs Harbour - Grafton	0		Inf	35
Coffs Harbour - Grafton	1	0		3188
Coffs Harbour - Grafton	1	0	0	229
Coffs Harbour - Grafton	1	0	7875	115
Coffs Harbour - Grafton	1	0	15750	104
Coffs Harbour - Grafton	1	0	21000	72
Coffs Harbour - Grafton	1	0	26250	953
Coffs Harbour - Grafton	1	0	34125	528
Coffs Harbour - Grafton	1	0	42000	3092
Coffs Harbour - Grafton	1	0	52500	2356
Coffs Harbour - Grafton	1	0	65625	3006
Coffs Harbour - Grafton	1	0	78750	2928
Coffs Harbour - Grafton	1	0	91875	2014
Coffs Harbour - Grafton	1	0	105000	1995
Coffs Harbour - Grafton	1	0	131250	3172
Coffs Harbour - Grafton	1	0	157500	1888
Coffs Harbour - Grafton	1	0	183750	1032
Coffs Harbour - Grafton	1	0	210000	603
Coffs Harbour - Grafton	1	0	Inf	946
Coffs Harbour - Grafton	1	1	7875	35
Coffs Harbour - Grafton	1	1	15750	49
Coffs Harbour - Grafton	1	1	21000	16
Coffs Harbour - Grafton	1	1	26250	133
Coffs Harbour - Grafton	1	1	34125	176
Coffs Harbour - Grafton	1	1	42000	410
Far West and Orana				25
Far West and Orana			0	9
Far West and Orana			7875	8
Far West and Orana			15750	12
Far West and Orana			21000	10
Far West and Orana			26250	37
Far West and Orana			34125	24
Far West and Orana			42000	67
Far West and Orana			52500	68
Far West and Orana			65625	62
Far West and Orana			78750	55
Far West and Orana			91875	29
Far West and Orana			105000	18
Far West and Orana			131250	37
Far West and Orana			157500	12
Far West and Orana			183750	4
Far West and Orana			Inf	11
Far West and Orana	0			852
Far West and Orana	0		0	65
Far West and Orana	0		7875	52
Far West and Orana	0		15750	191
Far West and Orana	0		21000	284
Far West and Orana	0		26250	474
Far West and Orana	0		34125	698
Far West and Orana	0		42000	682
Far West and Orana	0		52500	679
Far West and Orana	0		65625	606
Far West and Orana	0		78750	389
Far West and Orana	0		91875	218
Far West and Orana	0		105000	193
Far West and Orana	0		131250	257
Far West and Orana	0		157500	73
Far West and Orana	0		183750	34
Far West and Orana	0		210000	36
Far West and Orana	0		Inf	33
Far West and Orana	1	0		3115
Far West and Orana	1	0	0	184
Far West and Orana	1	0	7875	83
Far West and Orana	1	0	15750	80
Far West and Orana	1	0	21000	49
Far West and Orana	1	0	26250	586
Far West and Orana	1	0	34125	284
Far West and Orana	1	0	42000	1794
Far West and Orana	1	0	52500	1342
Far West and Orana	1	0	65625	1833
Far West and Orana	1	0	78750	1868
Far West and Orana	1	0	91875	1358
Far West and Orana	1	0	105000	1498
Far West and Orana	1	0	131250	2647
Far West and Orana	1	0	157500	1838
Far West and Orana	1	0	183750	1112
Far West and Orana	1	0	210000	611
Far West and Orana	1	0	Inf	1084
Far West and Orana	1	1	7875	24
Far West and Orana	1	1	15750	35
Far West and Orana	1	1	21000	17
Far West and Orana	1	1	26250	112
Far West and Orana	1	1	34125	141
Far West and Orana	1	1	42000	286
Hunter Valley exc Newcastle				19
Hunter Valley exc Newcastle			0	9
Hunter Valley exc Newcastle			7875	14
Hunter Valley exc Newcastle			15750	16
Hunter Valley exc Newcastle			21000	11
Hunter Valley exc Newcastle			26250	43
Hunter Valley exc Newcastle			34125	45
Hunter Valley exc Newcastle			42000	103
Hunter Valley exc Newcastle			52500	132
Hunter Valley exc Newcastle			65625	117
Hunter Valley exc Newcastle			78750	90
Hunter Valley exc Newcastle			91875	54
Hunter Valley exc Newcastle			105000	42
Hunter Valley exc Newcastle			131250	65
Hunter Valley exc Newcastle			157500	33
Hunter Valley exc Newcastle			183750	23
Hunter Valley exc Newcastle			210000	4
Hunter Valley exc Newcastle			Inf	7
Hunter Valley exc Newcastle	0			1376
Hunter Valley exc Newcastle	0		0	180
Hunter Valley exc Newcastle	0		7875	92
Hunter Valley exc Newcastle	0		15750	343
Hunter Valley exc Newcastle	0		21000	560
Hunter Valley exc Newcastle	0		26250	867
Hunter Valley exc Newcastle	0		34125	1473
Hunter Valley exc Newcastle	0		42000	1575
Hunter Valley exc Newcastle	0		52500	1408
Hunter Valley exc Newcastle	0		65625	1398
Hunter Valley exc Newcastle	0		78750	903
Hunter Valley exc Newcastle	0		91875	667
Hunter Valley exc Newcastle	0		105000	512
Hunter Valley exc Newcastle	0		131250	584
Hunter Valley exc Newcastle	0		157500	214
Hunter Valley exc Newcastle	0		183750	81
Hunter Valley exc Newcastle	0		210000	91
Hunter Valley exc Newcastle	0		Inf	77
Hunter Valley exc Newcastle	1	0		6388
Hunter Valley exc Newcastle	1	0	0	389
Hunter Valley exc Newcastle	1	0	7875	228
Hunter Valley exc Newcastle	1	0	15750	175
Hunter Valley exc Newcastle	1	0	21000	101
Hunter Valley exc Newcastle	1	0	26250	1337
Hunter Valley exc Newcastle	1	0	34125	743
Hunter Valley exc Newcastle	1	0	42000	4271
Hunter Valley exc Newcastle	1	0	52500	3289
Hunter Valley exc Newcastle	1	0	65625	4602
Hunter Valley exc Newcastle	1	0	78750	4749
Hunter Valley exc Newcastle	1	0	91875	3859
Hunter Valley exc Newcastle	1	0	105000	3944
Hunter Valley exc Newcastle	1	0	131250	7799
Hunter Valley exc Newcastle	1	0	157500	5330
Hunter Valley exc Newcastle	1	0	183750	3190
Hunter Valley exc Newcastle	1	0	210000	1860
Hunter Valley exc Newcastle	1	0	Inf	3751
Hunter Valley exc Newcastle	1	1	7875	25
Hunter Valley exc Newcastle	1	1	15750	75
Hunter Valley exc Newcastle	1	1	21000	49
Hunter Valley exc Newcastle	1	1	26250	165
Hunter Valley exc Newcastle	1	1	34125	270
Hunter Valley exc Newcastle	1	1	42000	569
Illawarra				21
Illawarra			0	23
Illawarra			7875	21
Illawarra			15750	33
Illawarra			21000	11
Illawarra			26250	47
Illawarra			34125	59
Illawarra			42000	121
Illawarra			52500	157
Illawarra			65625	152
Illawarra			78750	100
Illawarra			91875	65
Illawarra			105000	62
Illawarra			131250	95
Illawarra			157500	61
Illawarra			183750	26
Illawarra			210000	8
Illawarra			Inf	13
Illawarra	0			1578
Illawarra	0		0	180
Illawarra	0		7875	106
Illawarra	0		15750	349
Illawarra	0		21000	447
Illawarra	0		26250	821
Illawarra	0		34125	1360
Illawarra	0		42000	1500
Illawarra	0		52500	1502
Illawarra	0		65625	1508
Illawarra	0		78750	1105
Illawarra	0		91875	834
Illawarra	0		105000	668
Illawarra	0		131250	899
Illawarra	0		157500	368
Illawarra	0		183750	153
Illawarra	0		210000	110
Illawarra	0		Inf	148
Illawarra	1	0		6665
Illawarra	1	0	0	525
Illawarra	1	0	7875	273
Illawarra	1	0	15750	199
Illawarra	1	0	21000	123
Illawarra	1	0	26250	1357
Illawarra	1	0	34125	792
Illawarra	1	0	42000	4567
Illawarra	1	0	52500	3287
Illawarra	1	0	65625	4639
Illawarra	1	0	78750	4742
Illawarra	1	0	91875	3840
Illawarra	1	0	105000	4251
Illawarra	1	0	131250	8459
Illawarra	1	0	157500	6345
Illawarra	1	0	183750	4118
Illawarra	1	0	210000	2647
Illawarra	1	0	Inf	5145
Illawarra	1	1	7875	44
Illawarra	1	1	15750	79
Illawarra	1	1	21000	49
Illawarra	1	1	26250	261
Illawarra	1	1	34125	326
Illawarra	1	1	42000	643
Mid North Coast				28
Mid North Coast			0	11
Mid North Coast			7875	4
Mid North Coast			15750	12
Mid North Coast			21000	11
Mid North Coast			26250	45
Mid North Coast			34125	43
Mid North Coast			42000	93
Mid North Coast			52500	128
Mid North Coast			65625	110
Mid North Coast			78750	68
Mid North Coast			91875	25
Mid North Coast			105000	31
Mid North Coast			131250	37
Mid North Coast			157500	15
Mid North Coast			183750	3
Mid North Coast			210000	4
Mid North Coast			Inf	7
Mid North Coast	0			1355
Mid North Coast	0		0	113
Mid North Coast	0		7875	79
Mid North Coast	0		15750	312
Mid North Coast	0		21000	476
Mid North Coast	0		26250	735
Mid North Coast	0		34125	1382
Mid North Coast	0		42000	1368
Mid North Coast	0		52500	1421
Mid North Coast	0		65625	1124
Mid North Coast	0		78750	692
Mid North Coast	0		91875	464
Mid North Coast	0		105000	346
Mid North Coast	0		131250	317
Mid North Coast	0		157500	105
Mid North Coast	0		183750	31
Mid North Coast	0		210000	64
Mid North Coast	0		Inf	51
Mid North Coast	1	0		5058
Mid North Coast	1	0	0	396
Mid North Coast	1	0	7875	261
Mid North Coast	1	0	15750	189
Mid North Coast	1	0	21000	146
Mid North Coast	1	0	26250	1662
Mid North Coast	1	0	34125	966
Mid North Coast	1	0	42000	6131
Mid North Coast	1	0	52500	3943
Mid North Coast	1	0	65625	5063
Mid North Coast	1	0	78750	4677
Mid North Coast	1	0	91875	2961
Mid North Coast	1	0	105000	2848
Mid North Coast	1	0	131250	4551
Mid North Coast	1	0	157500	2716
Mid North Coast	1	0	183750	1374
Mid North Coast	1	0	210000	777
Mid North Coast	1	0	Inf	1438
Mid North Coast	1	1	7875	36
Mid North Coast	1	1	15750	54
Mid North Coast	1	1	21000	25
Mid North Coast	1	1	26250	204
Mid North Coast	1	1	34125	242
Mid North Coast	1	1	42000	606
Murray				15
Murray			0	3
Murray			7875	11
Murray			15750	15
Murray			26250	19
Murray			34125	22
Murray			42000	33
Murray			52500	42
Murray			65625	45
Murray			78750	37
Murray			91875	25
Murray			105000	15
Murray			131250	21
Murray			157500	6
Murray			183750	4
Murray			Inf	3
Murray	0			573
Murray	0		0	47
Murray	0		7875	50
Murray	0		15750	148
Murray	0		21000	214
Murray	0		26250	380
Murray	0		34125	529
Murray	0		42000	538
Murray	0		52500	558
Murray	0		65625	491
Murray	0		78750	320
Murray	0		91875	225
Murray	0		105000	161
Murray	0		131250	182
Murray	0		157500	73
Murray	0		183750	19
Murray	0		210000	38
Murray	0		Inf	29
Murray	1	0		2996
Murray	1	0	0	212
Murray	1	0	7875	118
Murray	1	0	15750	88
Murray	1	0	21000	59
Murray	1	0	26250	633
Murray	1	0	34125	342
Murray	1	0	42000	2018
Murray	1	0	52500	1564
Murray	1	0	65625	2321
Murray	1	0	78750	2413
Murray	1	0	91875	1685
Murray	1	0	105000	1746
Murray	1	0	131250	3164
Murray	1	0	157500	1959
Murray	1	0	183750	1114
Murray	1	0	210000	581
Murray	1	0	Inf	1080
Murray	1	1	7875	22
Murray	1	1	15750	32
Murray	1	1	21000	10
Murray	1	1	26250	90
Murray	1	1	34125	161
Murray	1	1	42000	265
New England and North West				33
New England and North West			0	16
New England and North West			7875	4
New England and North West			15750	15
New England and North West			21000	14
New England and North West			26250	38
New England and North West			34125	26
New England and North West			42000	80
New England and North West			52500	99
New England and North West			65625	105
New England and North West			78750	77
New England and North West			91875	32
New England and North West			105000	52
New England and North West			131250	42
New England and North West			157500	17
New England and North West			183750	10
New England and North West			210000	6
New England and North West			Inf	10
New England and North West	0			1077
New England and North West	0		0	110
New England and North West	0		7875	82
New England and North West	0		15750	309
New England and North West	0		21000	436
New England and North West	0		26250	616
New England and North West	0		34125	1033
New England and North West	0		42000	1053
New England and North West	0		52500	977
New England and North West	0		65625	864
New England and North West	0		78750	567
New England and North West	0		91875	386
New England and North West	0		105000	303
New England and North West	0		131250	275
New England and North West	0		157500	110
New England and North West	0		183750	27
New England and North West	0		210000	56
New England and North West	0		Inf	46
New England and North West	1	0		4599
New England and North West	1	0	0	334
New England and North West	1	0	7875	129
New England and North West	1	0	15750	143
New England and North West	1	0	21000	72
New England and North West	1	0	26250	1015
New England and North West	1	0	34125	546
New England and North West	1	0	42000	3061
New England and North West	1	0	52500	2411
New England and North West	1	0	65625	3362
New England and North West	1	0	78750	3526
New England and North West	1	0	91875	2503
New England and North West	1	0	105000	2620
New England and North West	1	0	131250	4593
New England and North West	1	0	157500	2751
New England and North West	1	0	183750	1624
New England and North West	1	0	210000	918
New England and North West	1	0	Inf	1712
New England and North West	1	1	7875	61
New England and North West	1	1	15750	51
New England and North West	1	1	21000	33
New England and North West	1	1	26250	197
New England and North West	1	1	34125	228
New England and North West	1	1	42000	453
Newcastle and Lake Macquarie				41
Newcastle and Lake Macquarie			0	19
Newcastle and Lake Macquarie			7875	15
Newcastle and Lake Macquarie			15750	30
Newcastle and Lake Macquarie			21000	16
Newcastle and Lake Macquarie			26250	88
Newcastle and Lake Macquarie			34125	74
Newcastle and Lake Macquarie			42000	139
Newcastle and Lake Macquarie			52500	204
Newcastle and Lake Macquarie			65625	191
Newcastle and Lake Macquarie			78750	169
Newcastle and Lake Macquarie			91875	103
Newcastle and Lake Macquarie			105000	91
Newcastle and Lake Macquarie			131250	125
Newcastle and Lake Macquarie			157500	64
Newcastle and Lake Macquarie			183750	37
Newcastle and Lake Macquarie			210000	12
Newcastle and Lake Macquarie			Inf	14
Newcastle and Lake Macquarie	0			1861
Newcastle and Lake Macquarie	0		0	202
Newcastle and Lake Macquarie	0		7875	105
Newcastle and Lake Macquarie	0		15750	412
Newcastle and Lake Macquarie	0		21000	563
Newcastle and Lake Macquarie	0		26250	1038
Newcastle and Lake Macquarie	0		34125	1736
Newcastle and Lake Macquarie	0		42000	1936
Newcastle and Lake Macquarie	0		52500	1958
Newcastle and Lake Macquarie	0		65625	2062
Newcastle and Lake Macquarie	0		78750	1506
Newcastle and Lake Macquarie	0		91875	1084
Newcastle and Lake Macquarie	0		105000	832
Newcastle and Lake Macquarie	0		131250	1036
Newcastle and Lake Macquarie	0		157500	407
Newcastle and Lake Macquarie	0		183750	130
Newcastle and Lake Macquarie	0		210000	159
Newcastle and Lake Macquarie	0		Inf	157
Newcastle and Lake Macquarie	1	0		7960
Newcastle and Lake Macquarie	1	0	0	465
Newcastle and Lake Macquarie	1	0	7875	221
Newcastle and Lake Macquarie	1	0	15750	214
Newcastle and Lake Macquarie	1	0	21000	156
Newcastle and Lake Macquarie	1	0	26250	1507
Newcastle and Lake Macquarie	1	0	34125	863
Newcastle and Lake Macquarie	1	0	42000	5623
Newcastle and Lake Macquarie	1	0	52500	4177
Newcastle and Lake Macquarie	1	0	65625	5844
Newcastle and Lake Macquarie	1	0	78750	6070
Newcastle and Lake Macquarie	1	0	91875	4780
Newcastle and Lake Macquarie	1	0	105000	5172
Newcastle and Lake Macquarie	1	0	131250	10551
Newcastle and Lake Macquarie	1	0	157500	7953
Newcastle and Lake Macquarie	1	0	183750	5118
Newcastle and Lake Macquarie	1	0	210000	3085
Newcastle and Lake Macquarie	1	0	Inf	6198
Newcastle and Lake Macquarie	1	1	7875	54
Newcastle and Lake Macquarie	1	1	15750	84
Newcastle and Lake Macquarie	1	1	21000	41
Newcastle and Lake Macquarie	1	1	26250	204
Newcastle and Lake Macquarie	1	1	34125	295
Newcastle and Lake Macquarie	1	1	42000	661
Richmond - Tweed				24
Richmond - Tweed			0	7
Richmond - Tweed			7875	7
Richmond - Tweed			15750	17
Richmond - Tweed			26250	41
Richmond - Tweed			34125	48
Richmond - Tweed			42000	105
Richmond - Tweed			52500	135
Richmond - Tweed			65625	126
Richmond - Tweed			78750	100
Richmond - Tweed			91875	38
Richmond - Tweed			105000	53
Richmond - Tweed			131250	43
Richmond - Tweed			157500	21
Richmond - Tweed			183750	5
Richmond - Tweed			210000	3
Richmond - Tweed			Inf	5
Richmond - Tweed	0			1500
Richmond - Tweed	0		0	129
Richmond - Tweed	0		7875	93
Richmond - Tweed	0		15750	302
Richmond - Tweed	0		21000	443
Richmond - Tweed	0		26250	881
Richmond - Tweed	0		34125	1460
Richmond - Tweed	0		42000	1498
Richmond - Tweed	0		52500	1431
Richmond - Tweed	0		65625	1408
Richmond - Tweed	0		78750	954
Richmond - Tweed	0		91875	592
Richmond - Tweed	0		105000	436
Richmond - Tweed	0		131250	482
Richmond - Tweed	0		157500	166
Richmond - Tweed	0		183750	45
Richmond - Tweed	0		210000	68
Richmond - Tweed	0		Inf	53
Richmond - Tweed	1	0		5443
Richmond - Tweed	1	0	0	335
Richmond - Tweed	1	0	7875	202
Richmond - Tweed	1	0	15750	179
Richmond - Tweed	1	0	21000	97
Richmond - Tweed	1	0	26250	1272
Richmond - Tweed	1	0	34125	814
Richmond - Tweed	1	0	42000	4622
Richmond - Tweed	1	0	52500	3586
Richmond - Tweed	1	0	65625	5112
Richmond - Tweed	1	0	78750	4933
Richmond - Tweed	1	0	91875	3511
Richmond - Tweed	1	0	105000	3533
Richmond - Tweed	1	0	131250	5936
Richmond - Tweed	1	0	157500	3475
Richmond - Tweed	1	0	183750	1942
Richmond - Tweed	1	0	210000	1076
Richmond - Tweed	1	0	Inf	2150
Richmond - Tweed	1	1	7875	31
Richmond - Tweed	1	1	15750	80
Richmond - Tweed	1	1	21000	40
Richmond - Tweed	1	1	26250	199
Richmond - Tweed	1	1	34125	293
Richmond - Tweed	1	1	42000	642
Riverina				22
Riverina			0	9
Riverina			7875	11
Riverina			15750	8
Riverina			21000	9
Riverina			26250	30
Riverina			34125	21
Riverina			42000	65
Riverina			52500	64
Riverina			65625	81
Riverina			78750	74
Riverina			91875	32
Riverina			105000	35
Riverina			131250	50
Riverina			157500	24
Riverina			183750	6
Riverina			Inf	12
Riverina	0			817
Riverina	0		0	78
Riverina	0		7875	44
Riverina	0		15750	186
Riverina	0		21000	280
Riverina	0		26250	437
Riverina	0		34125	771
Riverina	0		42000	696
Riverina	0		52500	770
Riverina	0		65625	666
Riverina	0		78750	503
Riverina	0		91875	345
Riverina	0		105000	261
Riverina	0		131250	278
Riverina	0		157500	113
Riverina	0		183750	42
Riverina	0		210000	54
Riverina	0		Inf	47
Riverina	1	0		4002
Riverina	1	0	0	269
Riverina	1	0	7875	116
Riverina	1	0	15750	90
Riverina	1	0	21000	68
Riverina	1	0	26250	747
Riverina	1	0	34125	365
Riverina	1	0	42000	2237
Riverina	1	0	52500	1843
Riverina	1	0	65625	2740
Riverina	1	0	78750	3015
Riverina	1	0	91875	2285
Riverina	1	0	105000	2437
Riverina	1	0	131250	4480
Riverina	1	0	157500	2778
Riverina	1	0	183750	1624
Riverina	1	0	210000	912
Riverina	1	0	Inf	1596
Riverina	1	1	7875	28
Riverina	1	1	15750	49
Riverina	1	1	21000	20
Riverina	1	1	26250	132
Riverina	1	1	34125	162
Riverina	1	1	42000	357
Southern Highlands and Shoalhaven				13
Southern Highlands and Shoalhaven			0	4
Southern Highlands and Shoalhaven			7875	3
Southern Highlands and Shoalhaven			15750	9
Southern Highlands and Shoalhaven			21000	9
Southern Highlands and Shoalhaven			26250	11
Southern Highlands and Shoalhaven			34125	26
Southern Highlands and Shoalhaven			42000	56
Southern Highlands and Shoalhaven			52500	66
Southern Highlands and Shoalhaven			65625	71
Southern Highlands and Shoalhaven			78750	30
Southern Highlands and Shoalhaven			91875	33
Southern Highlands and Shoalhaven			105000	14
Southern Highlands and Shoalhaven			131250	26
Southern Highlands and Shoalhaven			157500	20
Southern Highlands and Shoalhaven			210000	3
Southern Highlands and Shoalhaven			Inf	6
Southern Highlands and Shoalhaven	0			829
Southern Highlands and Shoalhaven	0		0	88
Southern Highlands and Shoalhaven	0		7875	53
Southern Highlands and Shoalhaven	0		15750	177
Southern Highlands and Shoalhaven	0		21000	256
Southern Highlands and Shoalhaven	0		26250	442
Southern Highlands and Shoalhaven	0		34125	678
Southern Highlands and Shoalhaven	0		42000	774
Southern Highlands and Shoalhaven	0		52500	812
Southern Highlands and Shoalhaven	0		65625	721
Southern Highlands and Shoalhaven	0		78750	469
Southern Highlands and Shoalhaven	0		91875	287
Southern Highlands and Shoalhaven	0		105000	230
Southern Highlands and Shoalhaven	0		131250	310
Southern Highlands and Shoalhaven	0		157500	96
Southern Highlands and Shoalhaven	0		183750	31
Southern Highlands and Shoalhaven	0		210000	34
Southern Highlands and Shoalhaven	0		Inf	50
Southern Highlands and Shoalhaven	1	0		3867
Southern Highlands and Shoalhaven	1	0	0	295
Southern Highlands and Shoalhaven	1	0	7875	163
Southern Highlands and Shoalhaven	1	0	15750	140
Southern Highlands and Shoalhaven	1	0	21000	94
Southern Highlands and Shoalhaven	1	0	26250	1012
Southern Highlands and Shoalhaven	1	0	34125	566
Southern Highlands and Shoalhaven	1	0	42000	3417
Southern Highlands and Shoalhaven	1	0	52500	2389
Southern Highlands and Shoalhaven	1	0	65625	3206
Southern Highlands and Shoalhaven	1	0	78750	3163
Southern Highlands and Shoalhaven	1	0	91875	2193
Southern Highlands and Shoalhaven	1	0	105000	2085
Southern Highlands and Shoalhaven	1	0	131250	3673
Southern Highlands and Shoalhaven	1	0	157500	2286
Southern Highlands and Shoalhaven	1	0	183750	1338
Southern Highlands and Shoalhaven	1	0	210000	832
Southern Highlands and Shoalhaven	1	0	Inf	1700
Southern Highlands and Shoalhaven	1	1	7875	20
Southern Highlands and Shoalhaven	1	1	15750	44
Southern Highlands and Shoalhaven	1	1	21000	26
Southern Highlands and Shoalhaven	1	1	26250	109
Southern Highlands and Shoalhaven	1	1	34125	154
Southern Highlands and Shoalhaven	1	1	42000	358
Sydney - Baulkham Hills and Hawkesbury				7
Sydney - Baulkham Hills and Hawkesbury			0	14
Sydney - Baulkham Hills and Hawkesbury			7875	11
Sydney - Baulkham Hills and Hawkesbury			15750	8
Sydney - Baulkham Hills and Hawkesbury			21000	7
Sydney - Baulkham Hills and Hawkesbury			26250	16
Sydney - Baulkham Hills and Hawkesbury			34125	20
Sydney - Baulkham Hills and Hawkesbury			42000	22
Sydney - Baulkham Hills and Hawkesbury			52500	40
Sydney - Baulkham Hills and Hawkesbury			65625	56
Sydney - Baulkham Hills and Hawkesbury			78750	40
Sydney - Baulkham Hills and Hawkesbury			91875	40
Sydney - Baulkham Hills and Hawkesbury			105000	40
Sydney - Baulkham Hills and Hawkesbury			131250	69
Sydney - Baulkham Hills and Hawkesbury			157500	46
Sydney - Baulkham Hills and Hawkesbury			183750	19
