SA2_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Queanbeyan West - Jerrabomberra	25-34	1	F	62
Queanbeyan West - Jerrabomberra	25-34	1	M	41
Queanbeyan West - Jerrabomberra	35-44		F	49
Queanbeyan West - Jerrabomberra	35-44		M	41
Queanbeyan West - Jerrabomberra	35-44	0	F	852
Queanbeyan West - Jerrabomberra	35-44	0	M	775
Queanbeyan West - Jerrabomberra	35-44	1	F	118
Queanbeyan West - Jerrabomberra	35-44	1	M	65
Queanbeyan West - Jerrabomberra	45-54		F	59
Queanbeyan West - Jerrabomberra	45-54		M	64
Queanbeyan West - Jerrabomberra	45-54	0	F	921
Queanbeyan West - Jerrabomberra	45-54	0	M	989
Queanbeyan West - Jerrabomberra	45-54	1	F	217
Queanbeyan West - Jerrabomberra	45-54	1	M	143
Queanbeyan West - Jerrabomberra	55-64		F	35
Queanbeyan West - Jerrabomberra	55-64		M	31
Queanbeyan West - Jerrabomberra	55-64	0	F	479
Queanbeyan West - Jerrabomberra	55-64	0	M	528
Queanbeyan West - Jerrabomberra	55-64	1	F	134
Queanbeyan West - Jerrabomberra	55-64	1	M	99
Queanbeyan West - Jerrabomberra	65-74		F	23
Queanbeyan West - Jerrabomberra	65-74		M	20
Queanbeyan West - Jerrabomberra	65-74	0	F	223
Queanbeyan West - Jerrabomberra	65-74	0	M	250
Queanbeyan West - Jerrabomberra	65-74	1	F	42
Queanbeyan West - Jerrabomberra	65-74	1	M	36
Queanbeyan West - Jerrabomberra	75-84		F	17
Queanbeyan West - Jerrabomberra	75-84		M	7
Queanbeyan West - Jerrabomberra	75-84	0	F	102
Queanbeyan West - Jerrabomberra	75-84	0	M	91
Queanbeyan West - Jerrabomberra	75-84	1	F	23
Queanbeyan West - Jerrabomberra	75-84	1	M	18
Queanbeyan West - Jerrabomberra	85+		F	11
Queanbeyan West - Jerrabomberra	85+		M	3
Queanbeyan West - Jerrabomberra	85+	0	F	38
Queanbeyan West - Jerrabomberra	85+	0	M	22
Queanbeyan West - Jerrabomberra	85+	1	M	4
Bombala	15-19		F	7
Bombala	15-19		M	12
Bombala	15-19	0	F	51
Bombala	15-19	0	M	45
Bombala	15-19	1	F	3
Bombala	15-19	1	M	8
Bombala	20-24		F	7
Bombala	20-24		M	4
Bombala	20-24	0	F	38
Bombala	20-24	0	M	47
Bombala	20-24	1	F	4
Bombala	20-24	1	M	8
Bombala	25-34		F	8
Bombala	25-34		M	6
Bombala	25-34	0	F	86
Bombala	25-34	0	M	99
Bombala	25-34	1	F	13
Bombala	25-34	1	M	7
Bombala	35-44		F	8
Bombala	35-44		M	11
Bombala	35-44	0	F	81
Bombala	35-44	0	M	86
Bombala	35-44	1	F	21
Bombala	35-44	1	M	21
Bombala	45-54		F	25
Bombala	45-54		M	17
Bombala	45-54	0	F	116
Bombala	45-54	0	M	135
Bombala	45-54	1	F	28
Bombala	45-54	1	M	21
Bombala	55-64		F	15
Bombala	55-64		M	20
Bombala	55-64	0	F	121
Bombala	55-64	0	M	162
Bombala	55-64	1	F	44
Bombala	55-64	1	M	31
Bombala	65-74		F	20
Bombala	65-74		M	23
Bombala	65-74	0	F	126
Bombala	65-74	0	M	131
Bombala	65-74	1	F	18
Bombala	65-74	1	M	16
Bombala	75-84		F	11
Bombala	75-84		M	10
Bombala	75-84	0	F	58
Bombala	75-84	0	M	63
Bombala	75-84	1	F	7
Bombala	85+		F	14
Bombala	85+		M	7
Bombala	85+	0	F	49
Bombala	85+	0	M	20
Bombala	85+	1	F	4
Bombala	85+	1	M	3
Cooma	15-19		F	31
Cooma	15-19		M	25
Cooma	15-19	0	F	159
Cooma	15-19	0	M	173
Cooma	15-19	1	F	10
Cooma	15-19	1	M	14
Cooma	20-24		F	8
Cooma	20-24		M	20
Cooma	20-24	0	F	138
Cooma	20-24	0	M	163
Cooma	20-24	1	F	13
Cooma	20-24	1	M	5
Cooma	25-34		F	33
Cooma	25-34		M	83
Cooma	25-34	0	F	298
Cooma	25-34	0	M	285
Cooma	25-34	1	F	41
Cooma	25-34	1	M	29
Cooma	35-44		F	26
Cooma	35-44		M	89
Cooma	35-44	0	F	271
Cooma	35-44	0	M	279
Cooma	35-44	1	F	58
Cooma	35-44	1	M	37
Cooma	45-54		F	40
Cooma	45-54		M	86
Cooma	45-54	0	F	343
Cooma	45-54	0	M	316
Cooma	45-54	1	F	97
Cooma	45-54	1	M	65
Cooma	55-64		F	41
Cooma	55-64		M	53
Cooma	55-64	0	F	321
Cooma	55-64	0	M	328
Cooma	55-64	1	F	94
Cooma	55-64	1	M	65
Cooma	65-74		F	52
Cooma	65-74		M	63
Cooma	65-74	0	F	298
Cooma	65-74	0	M	297
Cooma	65-74	1	F	45
Cooma	65-74	1	M	29
Cooma	75-84		F	83
Cooma	75-84		M	56
Cooma	75-84	0	F	171
Cooma	75-84	0	M	167
Cooma	75-84	1	F	32
Cooma	75-84	1	M	23
Cooma	85+		F	59
Cooma	85+		M	17
Cooma	85+	0	F	97
Cooma	85+	0	M	50
Cooma	85+	1	F	5
Cooma	85+	1	M	5
Cooma Region	15-19		F	13
Cooma Region	15-19		M	17
Cooma Region	15-19	0	F	79
Cooma Region	15-19	0	M	82
Cooma Region	15-19	1	F	8
Cooma Region	15-19	1	M	6
Cooma Region	20-24		F	9
Cooma Region	20-24		M	4
Cooma Region	20-24	0	F	45
Cooma Region	20-24	0	M	32
Cooma Region	20-24	1	F	6
Cooma Region	25-34		F	11
Cooma Region	25-34		M	11
Cooma Region	25-34	0	F	81
Cooma Region	25-34	0	M	86
Cooma Region	25-34	1	F	13
Cooma Region	25-34	1	M	7
Cooma Region	35-44		F	15
Cooma Region	35-44		M	15
Cooma Region	35-44	0	F	125
Cooma Region	35-44	0	M	142
Cooma Region	35-44	1	F	33
Cooma Region	35-44	1	M	23
Cooma Region	45-54		F	32
Cooma Region	45-54		M	26
Cooma Region	45-54	0	F	186
Cooma Region	45-54	0	M	208
Cooma Region	45-54	1	F	55
Cooma Region	45-54	1	M	36
Cooma Region	55-64		F	19
Cooma Region	55-64		M	27
Cooma Region	55-64	0	F	187
Cooma Region	55-64	0	M	205
Cooma Region	55-64	1	F	65
Cooma Region	55-64	1	M	53
Cooma Region	65-74		F	19
Cooma Region	65-74		M	27
Cooma Region	65-74	0	F	161
Cooma Region	65-74	0	M	204
Cooma Region	65-74	1	F	41
Cooma Region	65-74	1	M	21
Cooma Region	75-84		F	11
Cooma Region	75-84		M	19
Cooma Region	75-84	0	F	67
Cooma Region	75-84	0	M	91
Cooma Region	75-84	1	F	5
Cooma Region	75-84	1	M	14
Cooma Region	85+		F	3
Cooma Region	85+		M	3
Cooma Region	85+	0	F	13
Cooma Region	85+	0	M	18
Cooma Region	85+	1	F	4
Cooma Region	85+	1	M	3
Jindabyne - Berridale	15-19		F	16
Jindabyne - Berridale	15-19		M	43
Jindabyne - Berridale	15-19	0	F	143
Jindabyne - Berridale	15-19	0	M	166
Jindabyne - Berridale	15-19	1	F	5
Jindabyne - Berridale	15-19	1	M	10
Jindabyne - Berridale	20-24		F	24
Jindabyne - Berridale	20-24		M	48
Jindabyne - Berridale	20-24	0	F	168
Jindabyne - Berridale	20-24	0	M	220
Jindabyne - Berridale	20-24	1	F	7
Jindabyne - Berridale	20-24	1	M	10
Jindabyne - Berridale	25-34		F	49
Jindabyne - Berridale	25-34		M	82
Jindabyne - Berridale	25-34	0	F	363
Jindabyne - Berridale	25-34	0	M	411
Jindabyne - Berridale	25-34	1	F	27
Jindabyne - Berridale	25-34	1	M	27
Jindabyne - Berridale	35-44		F	50
Jindabyne - Berridale	35-44		M	49
Jindabyne - Berridale	35-44	0	F	384
Jindabyne - Berridale	35-44	0	M	421
Jindabyne - Berridale	35-44	1	F	56
Jindabyne - Berridale	35-44	1	M	33
Jindabyne - Berridale	45-54		F	53
Jindabyne - Berridale	45-54		M	47
Jindabyne - Berridale	45-54	0	F	405
Jindabyne - Berridale	45-54	0	M	440
Jindabyne - Berridale	45-54	1	F	80
Jindabyne - Berridale	45-54	1	M	57
Jindabyne - Berridale	55-64		F	36
Jindabyne - Berridale	55-64		M	43
Jindabyne - Berridale	55-64	0	F	311
Jindabyne - Berridale	55-64	0	M	414
Jindabyne - Berridale	55-64	1	F	67
Jindabyne - Berridale	55-64	1	M	50
Jindabyne - Berridale	65-74		F	25
Jindabyne - Berridale	65-74		M	30
Jindabyne - Berridale	65-74	0	F	218
Jindabyne - Berridale	65-74	0	M	266
Jindabyne - Berridale	65-74	1	F	32
Jindabyne - Berridale	65-74	1	M	23
Jindabyne - Berridale	75-84		F	23
Jindabyne - Berridale	75-84		M	28
Jindabyne - Berridale	75-84	0	F	69
Jindabyne - Berridale	75-84	0	M	92
Jindabyne - Berridale	75-84	1	F	16
Jindabyne - Berridale	75-84	1	M	9
Jindabyne - Berridale	85+		F	5
Jindabyne - Berridale	85+		M	14
Jindabyne - Berridale	85+	0	F	27
Jindabyne - Berridale	85+	0	M	22
Jindabyne - Berridale	85+	1	F	3
Jindabyne - Berridale	85+	1	M	3
Batemans Bay	15-19		F	18
Batemans Bay	15-19		M	30
Batemans Bay	15-19	0	F	142
Batemans Bay	15-19	0	M	153
Batemans Bay	15-19	1	F	9
Batemans Bay	15-19	1	M	4
Batemans Bay	20-24		F	16
Batemans Bay	20-24		M	7
Batemans Bay	20-24	0	F	104
Batemans Bay	20-24	0	M	131
Batemans Bay	20-24	1	F	16
Batemans Bay	20-24	1	M	7
Batemans Bay	25-34		F	28
Batemans Bay	25-34		M	27
Batemans Bay	25-34	0	F	263
Batemans Bay	25-34	0	M	280
Batemans Bay	25-34	1	F	40
Batemans Bay	25-34	1	M	23
Batemans Bay	35-44		F	38
Batemans Bay	35-44		M	32
Batemans Bay	35-44	0	F	278
Batemans Bay	35-44	0	M	271
Batemans Bay	35-44	1	F	58
Batemans Bay	35-44	1	M	45
Batemans Bay	45-54		F	25
Batemans Bay	45-54		M	43
Batemans Bay	45-54	0	F	309
Batemans Bay	45-54	0	M	344
Batemans Bay	45-54	1	F	92
Batemans Bay	45-54	1	M	57
Batemans Bay	55-64		F	54
Batemans Bay	55-64		M	60
Batemans Bay	55-64	0	F	463
Batemans Bay	55-64	0	M	460
Batemans Bay	55-64	1	F	128
Batemans Bay	55-64	1	M	87
Batemans Bay	65-74		F	94
Batemans Bay	65-74		M	81
Batemans Bay	65-74	0	F	485
Batemans Bay	65-74	0	M	495
Batemans Bay	65-74	1	F	91
Batemans Bay	65-74	1	M	67
Batemans Bay	75-84		F	80
Batemans Bay	75-84		M	65
Batemans Bay	75-84	0	F	243
Batemans Bay	75-84	0	M	249
Batemans Bay	75-84	1	F	31
Batemans Bay	75-84	1	M	26
Batemans Bay	85+		F	51
Batemans Bay	85+		M	29
Batemans Bay	85+	0	F	130
Batemans Bay	85+	0	M	73
Batemans Bay	85+	1	F	4
Batemans Bay	85+	1	M	9
Batemans Bay - South	15-19		F	28
Batemans Bay - South	15-19		M	32
Batemans Bay - South	15-19	0	F	169
Batemans Bay - South	15-19	0	M	170
Batemans Bay - South	15-19	1	F	12
Batemans Bay - South	15-19	1	M	14
Batemans Bay - South	20-24		F	13
Batemans Bay - South	20-24		M	19
Batemans Bay - South	20-24	0	F	120
Batemans Bay - South	20-24	0	M	114
Batemans Bay - South	20-24	1	F	14
Batemans Bay - South	20-24	1	M	12
Batemans Bay - South	25-34		F	21
Batemans Bay - South	25-34		M	26
Batemans Bay - South	25-34	0	F	226
Batemans Bay - South	25-34	0	M	231
Batemans Bay - South	25-34	1	F	38
Batemans Bay - South	25-34	1	M	33
Batemans Bay - South	35-44		F	36
Batemans Bay - South	35-44		M	41
Batemans Bay - South	35-44	0	F	332
Batemans Bay - South	35-44	0	M	279
Batemans Bay - South	35-44	1	F	69
Batemans Bay - South	35-44	1	M	38
Batemans Bay - South	45-54		F	33
Batemans Bay - South	45-54		M	56
Batemans Bay - South	45-54	0	F	380
Batemans Bay - South	45-54	0	M	368
Batemans Bay - South	45-54	1	F	109
Batemans Bay - South	45-54	1	M	56
Batemans Bay - South	55-64		F	55
Batemans Bay - South	55-64		M	46
Batemans Bay - South	55-64	0	F	538
Batemans Bay - South	55-64	0	M	443
Batemans Bay - South	55-64	1	F	155
Batemans Bay - South	55-64	1	M	125
Batemans Bay - South	65-74		F	93
Batemans Bay - South	65-74		M	89
Batemans Bay - South	65-74	0	F	588
Batemans Bay - South	65-74	0	M	578
Batemans Bay - South	65-74	1	F	127
Batemans Bay - South	65-74	1	M	84
Batemans Bay - South	75-84		F	85
Batemans Bay - South	75-84		M	67
Batemans Bay - South	75-84	0	F	295
Batemans Bay - South	75-84	0	M	290
Batemans Bay - South	75-84	1	F	41
Batemans Bay - South	75-84	1	M	39
Batemans Bay - South	85+		F	75
Batemans Bay - South	85+		M	39
Batemans Bay - South	85+	0	F	119
Batemans Bay - South	85+	0	M	90
Batemans Bay - South	85+	1	F	9
Batemans Bay - South	85+	1	M	8
Bega - Tathra	15-19		F	39
Bega - Tathra	15-19		M	54
Bega - Tathra	15-19	0	F	201
Bega - Tathra	15-19	0	M	186
Bega - Tathra	15-19	1	F	17
Bega - Tathra	15-19	1	M	17
Bega - Tathra	20-24		F	16
Bega - Tathra	20-24		M	20
Bega - Tathra	20-24	0	F	155
Bega - Tathra	20-24	0	M	165
Bega - Tathra	20-24	1	F	6
Bega - Tathra	20-24	1	M	13
Bega - Tathra	25-34		F	26
Bega - Tathra	25-34		M	30
Bega - Tathra	25-34	0	F	326
Bega - Tathra	25-34	0	M	307
Bega - Tathra	25-34	1	F	46
Bega - Tathra	25-34	1	M	22
Bega - Tathra	35-44		F	41
Bega - Tathra	35-44		M	45
Bega - Tathra	35-44	0	F	343
Bega - Tathra	35-44	0	M	342
Bega - Tathra	35-44	1	F	65
Bega - Tathra	35-44	1	M	44
Bega - Tathra	45-54		F	50
Bega - Tathra	45-54		M	52
Bega - Tathra	45-54	0	F	441
Bega - Tathra	45-54	0	M	425
Bega - Tathra	45-54	1	F	118
Bega - Tathra	45-54	1	M	72
Bega - Tathra	55-64		F	60
Bega - Tathra	55-64		M	62
Bega - Tathra	55-64	0	F	488
Bega - Tathra	55-64	0	M	504
Bega - Tathra	55-64	1	F	149
Bega - Tathra	55-64	1	M	86
Bega - Tathra	65-74		F	61
Bega - Tathra	65-74		M	55
Bega - Tathra	65-74	0	F	364
Bega - Tathra	65-74	0	M	377
Bega - Tathra	65-74	1	F	79
Bega - Tathra	65-74	1	M	50
Bega - Tathra	75-84		F	53
Bega - Tathra	75-84		M	43
Bega - Tathra	75-84	0	F	223
Bega - Tathra	75-84	0	M	202
Bega - Tathra	75-84	1	F	34
Bega - Tathra	75-84	1	M	28
Bega - Tathra	85+		F	27
Bega - Tathra	85+		M	21
Bega - Tathra	85+	0	F	136
Bega - Tathra	85+	0	M	51
Bega - Tathra	85+	1	F	8
Bega - Tathra	85+	1	M	12
Bega-Eden Hinterland	15-19		F	35
Bega-Eden Hinterland	15-19		M	48
Bega-Eden Hinterland	15-19	0	F	215
Bega-Eden Hinterland	15-19	0	M	212
Bega-Eden Hinterland	15-19	1	F	11
Bega-Eden Hinterland	15-19	1	M	21
Bega-Eden Hinterland	20-24		F	7
Bega-Eden Hinterland	20-24		M	22
Bega-Eden Hinterland	20-24	0	F	96
Bega-Eden Hinterland	20-24	0	M	105
Bega-Eden Hinterland	20-24	1	F	15
Bega-Eden Hinterland	20-24	1	M	18
Bega-Eden Hinterland	25-34		F	29
Bega-Eden Hinterland	25-34		M	27
Bega-Eden Hinterland	25-34	0	F	226
Bega-Eden Hinterland	25-34	0	M	238
Bega-Eden Hinterland	25-34	1	F	47
Bega-Eden Hinterland	25-34	1	M	32
Bega-Eden Hinterland	35-44		F	38
Bega-Eden Hinterland	35-44		M	26
Bega-Eden Hinterland	35-44	0	F	339
Bega-Eden Hinterland	35-44	0	M	277
Bega-Eden Hinterland	35-44	1	F	73
Bega-Eden Hinterland	35-44	1	M	48
Bega-Eden Hinterland	45-54		F	58
Bega-Eden Hinterland	45-54		M	81
Bega-Eden Hinterland	45-54	0	F	556
Bega-Eden Hinterland	45-54	0	M	515
Bega-Eden Hinterland	45-54	1	F	156
Bega-Eden Hinterland	45-54	1	M	107
Bega-Eden Hinterland	55-64		F	83
Bega-Eden Hinterland	55-64		M	81
Bega-Eden Hinterland	55-64	0	F	668
Bega-Eden Hinterland	55-64	0	M	773
Bega-Eden Hinterland	55-64	1	F	210
Bega-Eden Hinterland	55-64	1	M	123
Bega-Eden Hinterland	65-74		F	63
Bega-Eden Hinterland	65-74		M	81
Bega-Eden Hinterland	65-74	0	F	409
Bega-Eden Hinterland	65-74	0	M	522
Bega-Eden Hinterland	65-74	1	F	67
Bega-Eden Hinterland	65-74	1	M	58
Bega-Eden Hinterland	75-84		F	27
Bega-Eden Hinterland	75-84		M	42
Bega-Eden Hinterland	75-84	0	F	131
Bega-Eden Hinterland	75-84	0	M	170
Bega-Eden Hinterland	75-84	1	F	17
Bega-Eden Hinterland	75-84	1	M	19
Bega-Eden Hinterland	85+		F	11
Bega-Eden Hinterland	85+		M	4
Bega-Eden Hinterland	85+	0	F	49
Bega-Eden Hinterland	85+	0	M	35
Bega-Eden Hinterland	85+	1	F	3
Bega-Eden Hinterland	85+	1	M	3
Broulee - Tomakin	15-19		F	9
Broulee - Tomakin	15-19		M	9
Broulee - Tomakin	15-19	0	F	68
Broulee - Tomakin	15-19	0	M	75
Broulee - Tomakin	15-19	1	F	4
Broulee - Tomakin	15-19	1	M	6
Broulee - Tomakin	20-24		F	10
Broulee - Tomakin	20-24		M	8
Broulee - Tomakin	20-24	0	F	50
Broulee - Tomakin	20-24	0	M	49
Broulee - Tomakin	20-24	1	F	3
Broulee - Tomakin	20-24	1	M	3
Broulee - Tomakin	25-34		F	5
Broulee - Tomakin	25-34		M	15
Broulee - Tomakin	25-34	0	F	75
