SA2_NAME16	Sex	persons
Hoppers Crossing - North	F	9601
Hoppers Crossing - North	M	9626
Hoppers Crossing - South	F	9767
Hoppers Crossing - South	M	9711
Laverton	F	4255
Laverton	M	4651
Tarneit	F	17409
Tarneit	M	17377
Truganina	F	10992
Truganina	M	12421
Werribee - South	F	5765
Werribee - South	M	5574
Wyndham Vale	F	11813
Wyndham Vale	M	11462
Point Cook - East	F	6050
Point Cook - East	M	6149
Point Cook - North	F	11661
Point Cook - North	M	11517
Point Cook - South	F	7161
Point Cook - South	M	7276
Werribee - East	F	10163
Werribee - East	M	9703
Werribee - West	F	5902
Werribee - West	M	5910
Carrum Downs	F	10529
Carrum Downs	M	10180
Frankston	F	11674
Frankston	M	10888
Frankston North	F	9874
Frankston North	M	9414
Frankston South	F	9466
Frankston South	M	8736
Langwarrin	F	12197
Langwarrin	M	11643
Seaford (Vic.)	F	8355
Seaford (Vic.)	M	8108
Skye - Sandhurst	F	6626
Skye - Sandhurst	M	6455
Dromana	F	5709
Dromana	M	5318
Flinders	F	2683
Flinders	M	2695
Hastings - Somers	F	11039
Hastings - Somers	M	10975
Mornington	F	12827
Mornington	M	11169
Mount Eliza	F	9220
Mount Eliza	M	8664
Mount Martha	F	9578
Mount Martha	M	8971
Point Nepean	F	8654
Point Nepean	M	8467
Rosebud - McCrae	F	11104
Rosebud - McCrae	M	9844
Somerville	F	9318
Somerville	M	8767
Ararat	F	3830
Ararat	M	4464
Ararat Region	F	1533
Ararat Region	M	1610
Horsham	F	8448
Horsham	M	7806
Horsham Region	F	1629
Horsham Region	M	1779
Nhill Region	F	3463
Nhill Region	M	3422
St Arnaud	F	1686
St Arnaud	M	1669
Stawell	F	4106
Stawell	M	3990
West Wimmera	F	1361
West Wimmera	M	1401
Yarriambiack	F	3284
Yarriambiack	M	3343
Irymple	F	3375
Irymple	M	3500
Merbein	F	2386
Merbein	M	2387
Mildura Region	F	1766
Mildura Region	M	1949
Red Cliffs	F	2921
Red Cliffs	M	2964
Mildura - North	F	9281
Mildura - North	M	8787
Mildura - South	F	7658
Mildura - South	M	6891
Buloke	F	3066
Buloke	M	3136
Gannawarra	F	3268
Gannawarra	M	3386
Kerang	F	2031
Kerang	M	1864
Robinvale	F	1613
Robinvale	M	1693
Swan Hill	F	5596
Swan Hill	M	5307
Swan Hill Region	F	3014
Swan Hill Region	M	3365
Echuca	F	7599
Echuca	M	6982
Kyabram	F	5489
Kyabram	M	5423
Lockington - Gunbower	F	1836
Lockington - Gunbower	M	1968
Rochester	F	1980
Rochester	M	1899
Rushworth	F	1935
Rushworth	M	2102
Cobram	F	3202
Cobram	M	3143
Moira	F	1248
Moira	M	1326
Numurkah	F	6097
Numurkah	M	6167
Yarrawonga	F	4047
Yarrawonga	M	3879
Mooroopna	F	4119
Mooroopna	M	3824
Shepparton - North	F	9453
Shepparton - North	M	9143
Shepparton - South	F	11767
Shepparton - South	M	11367
Shepparton Region - East	F	1843
Shepparton Region - East	M	2003
Shepparton Region - West	F	4846
Shepparton Region - West	M	5286
Glenelg (Vic.)	F	4308
Glenelg (Vic.)	M	4407
Hamilton (Vic.)	F	5234
Hamilton (Vic.)	M	4735
Portland	F	5473
Portland	M	5325
Southern Grampians	F	2997
Southern Grampians	M	3076
Camperdown	F	1816
Camperdown	M	1680
Colac	F	6258
Colac	M	5995
Colac Region	F	2532
Colac Region	M	2790
Corangamite - North	F	2663
Corangamite - North	M	2719
Corangamite - South	F	3482
Corangamite - South	M	3678
Otway	F	1708
Otway	M	1717
Moyne - East	F	3270
Moyne - East	M	3383
Moyne - West	F	4772
Moyne - West	M	4664
Warrnambool - North	F	10952
Warrnambool - North	M	10145
Warrnambool - South	F	6726
Warrnambool - South	M	6199
Migratory - Offshore - Shipping (Vic.)	F	4
Migratory - Offshore - Shipping (Vic.)	M	28
No usual address (Vic.)	F	3238
No usual address (Vic.)	M	4331
Alexandra Hills	F	8323
Alexandra Hills	M	8022
Belmont - Gumdale	F	3667
Belmont - Gumdale	M	3711
Birkdale	F	7582
Birkdale	M	7339
Capalaba	F	8881
Capalaba	M	8710
Thorneside	F	1908
Thorneside	M	1857
Wellington Point	F	5881
Wellington Point	M	5694
Cleveland	F	7783
Cleveland	M	7016
Ormiston	F	3015
Ormiston	M	2784
Redland Bay	F	7838
Redland Bay	M	7748
Sheldon - Mount Cotton	F	3898
Sheldon - Mount Cotton	M	4007
Thornlands	F	7505
Thornlands	M	7191
Victoria Point	F	7939
Victoria Point	M	7078
Redland Islands	F	4466
Redland Islands	M	4548
Brisbane Port - Lytton	F	3
Brisbane Port - Lytton	M	6
Manly - Lota	F	3765
Manly - Lota	M	3655
Manly West	F	5964
Manly West	M	5463
Murarrie	F	2047
Murarrie	M	2075
Tingalpa	F	4446
Tingalpa	M	4258
Wakerley	F	4557
Wakerley	M	4443
Wynnum	F	6757
Wynnum	M	6478
Wynnum West - Hemmant	F	7647
Wynnum West - Hemmant	M	7142
Bald Hills	F	3703
Bald Hills	M	3576
Bridgeman Downs	F	4231
Bridgeman Downs	M	3918
Carseldine	F	4779
Carseldine	M	4256
Everton Park	F	4574
Everton Park	M	4223
McDowall	F	3872
McDowall	M	3669
Aspley	F	6395
Aspley	M	5921
Chermside	F	5039
Chermside	M	4278
Chermside West	F	3159
Chermside West	M	3089
Geebung	F	2186
Geebung	M	2139
Kedron - Gordon Park	F	7006
Kedron - Gordon Park	M	6708
Stafford	F	3384
Stafford	M	3123
Stafford Heights	F	3560
Stafford Heights	M	3293
Wavell Heights	F	5067
Wavell Heights	M	4714
Boondall	F	4558
Boondall	M	4661
Brisbane Airport	F	64
Brisbane Airport	M	125
Eagle Farm - Pinkenba	F	413
Eagle Farm - Pinkenba	M	405
Northgate - Virginia	F	3311
Northgate - Virginia	M	3277
Nudgee - Banyo	F	4908
Nudgee - Banyo	M	4709
Nundah	F	6181
Nundah	M	6052
Bracken Ridge	F	8640
Bracken Ridge	M	8302
Brighton (Qld)	F	4846
Brighton (Qld)	M	4632
Deagon	F	1879
Deagon	M	1797
Sandgate - Shorncliffe	F	3508
Sandgate - Shorncliffe	M	3274
Taigum - Fitzgibbon	F	6477
Taigum - Fitzgibbon	M	5673
Zillmere	F	4537
Zillmere	M	4426
Camp Hill	F	5737
Camp Hill	M	5434
Cannon Hill	F	2900
Cannon Hill	M	2817
Carina	F	5834
Carina	M	5192
Carina Heights	F	3460
Carina Heights	M	3084
Carindale	F	8069
Carindale	M	7637
Annerley	F	5733
Annerley	M	5650
Coorparoo	F	8204
Coorparoo	M	7837
Fairfield - Dutton Park	F	2364
Fairfield - Dutton Park	M	2423
Greenslopes	F	4572
Greenslopes	M	4549
Holland Park	F	4351
Holland Park	M	3952
Holland Park West	F	3236
Holland Park West	M	3097
Woolloongabba	F	2619
Woolloongabba	M	2910
Yeronga	F	4858
Yeronga	M	4625
Eight Mile Plains	F	7632
Eight Mile Plains	M	7530
Macgregor (Qld)	F	3009
Macgregor (Qld)	M	2840
Mansfield (Qld)	F	4510
Mansfield (Qld)	M	4213
Mount Gravatt	F	7744
Mount Gravatt	M	7204
Rochedale - Burbank	F	3202
Rochedale - Burbank	M	3118
Upper Mount Gravatt	F	4881
Upper Mount Gravatt	M	4517
Wishart	F	5735
Wishart	M	5079
Coopers Plains	F	2749
Coopers Plains	M	2735
Moorooka	F	5198
Moorooka	M	5232
Robertson	F	2544
Robertson	M	2557
Salisbury - Nathan	F	3562
Salisbury - Nathan	M	3624
Tarragindi	F	5458
Tarragindi	M	5208
Algester	F	4201
Algester	M	4230
Calamvale - Stretton	F	10873
Calamvale - Stretton	M	10377
Pallara - Willawong	F	2380
Pallara - Willawong	M	2319
Parkinson - Drewvale	F	7932
Parkinson - Drewvale	M	7649
Rocklea - Acacia Ridge	F	4666
Rocklea - Acacia Ridge	M	4902
Kuraby	F	4267
Kuraby	M	4114
Runcorn	F	7181
Runcorn	M	7304
Sunnybank	F	4400
Sunnybank	M	4456
Sunnybank Hills	F	9146
Sunnybank Hills	M	8939
Jindalee - Mount Ommaney	F	3834
Jindalee - Mount Ommaney	M	3675
Middle Park - Jamboree Heights	F	3543
Middle Park - Jamboree Heights	M	3519
Riverhills	F	2045
Riverhills	M	1996
Seventeen Mile Rocks - Sinnamon Park	F	4991
Seventeen Mile Rocks - Sinnamon Park	M	4567
Westlake	F	2219
Westlake	M	2139
Bellbowrie - Moggill	F	5174
Bellbowrie - Moggill	M	4927
Brookfield - Kenmore Hills	F	3441
Brookfield - Kenmore Hills	M	3308
Chapel Hill	F	5229
Chapel Hill	M	5075
Fig Tree Pocket	F	2017
Fig Tree Pocket	M	2029
Kenmore	F	4541
Kenmore	M	4222
Pinjarra Hills - Pullenvale	F	2723
Pinjarra Hills - Pullenvale	M	2677
Chelmer - Graceville	F	3755
Chelmer - Graceville	M	3652
Corinda	F	2512
Corinda	M	2348
Indooroopilly	F	6145
Indooroopilly	M	5992
Sherwood	F	2978
Sherwood	M	2656
St Lucia	F	6538
St Lucia	M	6041
Taringa	F	4370
Taringa	M	4086
Enoggera	F	3950
Enoggera	M	4212
Enoggera Reservoir	F	15
Enoggera Reservoir	M	12
Keperra	F	3783
Keperra	M	3295
Mitchelton	F	4334
Mitchelton	M	4029
The Gap	F	8464
The Gap	M	8012
Upper Kedron - Ferny Grove	F	5028
Upper Kedron - Ferny Grove	M	4883
Brisbane City	F	4888
Brisbane City	M	5301
Fortitude Valley	F	3287
Fortitude Valley	M	3860
Highgate Hill	F	3138
Highgate Hill	M	3192
Kangaroo Point	F	4052
Kangaroo Point	M	4156
New Farm	F	6461
New Farm	M	6330
South Brisbane	F	3609
South Brisbane	M	3624
Spring Hill	F	2711
Spring Hill	M	3355
West End	F	4814
West End	M	4802
Balmoral	F	2174
Balmoral	M	2051
Bulimba	F	3417
Bulimba	M	3285
East Brisbane	F	2713
East Brisbane	M	3069
Hawthorne	F	2570
Hawthorne	M	2398
Morningside - Seven Hills	F	6507
Morningside - Seven Hills	M	6107
Norman Park	F	3233
Norman Park	M	3066
Albion	F	1503
Albion	M	1285
Alderley	F	3057
Alderley	M	2946
Ascot	F	2630
Ascot	M	2513
Clayfield	F	5490
Clayfield	M	4989
Grange	F	2188
Grange	M	2056
Hamilton (Qld)	F	3180
Hamilton (Qld)	M	3113
Hendra	F	2371
Hendra	M	2285
Kelvin Grove - Herston	F	5084
Kelvin Grove - Herston	M	4992
Newmarket	F	2506
Newmarket	M	2470
Newstead - Bowen Hills	F	5281
Newstead - Bowen Hills	M	5360
Wilston	F	1963
Wilston	M	1974
Windsor	F	3582
Windsor	M	3611
Wooloowin - Lutwyche	F	4863
Wooloowin - Lutwyche	M	4885
Ashgrove	F	6656
Ashgrove	M	6653
Auchenflower	F	2749
Auchenflower	M	2752
Bardon	F	5098
Bardon	M	4621
Paddington - Milton	F	5473
Paddington - Milton	M	5315
Red Hill (Qld)	F	2843
Red Hill (Qld)	M	2902
Toowong	F	5526
Toowong	M	5279
Brinsmead	F	2708
Brinsmead	M	2657
Clifton Beach - Kewarra Beach	F	5521
Clifton Beach - Kewarra Beach	M	5305
Freshwater - Stratford	F	1843
Freshwater - Stratford	M	1719
Redlynch	F	6552
Redlynch	M	6256
Trinity Beach - Smithfield	F	6997
Trinity Beach - Smithfield	M	6937
Yorkeys Knob - Machans Beach	F	3125
Yorkeys Knob - Machans Beach	M	3026
Bentley Park	F	4084
Bentley Park	M	3936
Cairns City	F	5471
Cairns City	M	5966
Earlville - Bayview Heights	F	4271
Earlville - Bayview Heights	M	3992
Edmonton	F	5467
Edmonton	M	5283
Gordonvale - Trinity	F	4271
Gordonvale - Trinity	M	4391
Kanimbla - Mooroobool	F	5159
Kanimbla - Mooroobool	M	4727
Manoora	F	3119
Manoora	M	2903
Manunda	F	2726
Manunda	M	2662
Mount Sheridan	F	4301
Mount Sheridan	M	3967
Westcourt - Bungalow	F	3107
Westcourt - Bungalow	M	3226
White Rock	F	2475
White Rock	M	2254
Whitfield - Edge Hill	F	4217
Whitfield - Edge Hill	M	3975
Woree	F	2417
Woree	M	2405
Babinda	F	2025
Babinda	M	2223
Innisfail	F	4704
Innisfail	M	4672
Johnstone	F	3837
Johnstone	M	4050
Tully	F	5042
Tully	M	5624
Yarrabah	F	1278
Yarrabah	M	1278
Daintree	F	3105
Daintree	M	3247
Port Douglas	F	2605
Port Douglas	M	2652
Atherton	F	5539
Atherton	M	5172
Herberton	F	2781
Herberton	M	2853
Kuranda	F	2263
Kuranda	M	2237
Malanda - Yungaburra	F	4295
Malanda - Yungaburra	M	4188
Mareeba	F	5598
Mareeba	M	5481
Balonne	F	2129
Balonne	M	2251
Chinchilla	F	3995
Chinchilla	M	4141
Goondiwindi	F	3225
Goondiwindi	M	3135
Inglewood - Waggamba	F	2054
Inglewood - Waggamba	M	2186
Miles - Wandoan	F	1894
Miles - Wandoan	M	2173
Roma	F	3442
Roma	M	3408
Roma Region	F	2710
Roma Region	M	3103
Tara	F	1995
Tara	M	2226
Crows Nest - Rosalie	F	4275
Crows Nest - Rosalie	M	4281
Jondaryan	F	3626
Jondaryan	M	3882
Millmerran	F	1614
Millmerran	M	1694
Pittsworth	F	2893
Pittsworth	M	2826
Wambo	F	8441
Wambo	M	8585
Clifton - Greenmount	F	2425
Clifton - Greenmount	M	2468
Southern Downs - East	F	2096
Southern Downs - East	M	2132
Southern Downs - West	F	2263
Southern Downs - West	M	2395
Stanthorpe	F	2826
Stanthorpe	M	2582
Stanthorpe Region	F	2825
Stanthorpe Region	M	2955
Warwick	F	7853
Warwick	M	7274
Central Highlands - East	F	3313
Central Highlands - East	M	3980
Central Highlands - West	F	3730
Central Highlands - West	M	4407
Emerald	F	6695
Emerald	M	6837
Berserker	F	3404
Berserker	M	3473
Bouldercombe	F	915
Bouldercombe	M	951
Emu Park	F	2723
Emu Park	M	2741
Frenchville - Mount Archer	F	4641
Frenchville - Mount Archer	M	4433
Glenlee - Rockyview	F	2128
Glenlee - Rockyview	M	2853
Gracemere	F	6009
Gracemere	M	5663
Lakes Creek	F	2386
Lakes Creek	M	2491
Mount Morgan	F	1403
Mount Morgan	M	1533
Norman Gardens	F	5197
Norman Gardens	M	4926
Park Avenue	F	2592
Park Avenue	M	2506
Parkhurst - Kawana	F	3499
Parkhurst - Kawana	M	3403
Rockhampton - West	F	3072
Rockhampton - West	M	2864
Rockhampton City	F	1513
Rockhampton City	M	1744
Rockhampton Region - East	F	1590
Rockhampton Region - East	M	1863
Rockhampton Region - North	F	2055
Rockhampton Region - North	M	2186
Rockhampton Region - West	F	1391
Rockhampton Region - West	M	1528
Shoalwater Bay	F	8
Shoalwater Bay	M	7
The Range - Allenstown	F	4303
The Range - Allenstown	M	3889
Yeppoon	F	9142
Yeppoon	M	8969
Banana	F	4091
Banana	M	4466
Biloela	F	2838
Biloela	M	2926
Agnes Water - Miriam Vale	F	2816
Agnes Water - Miriam Vale	M	3205
Boyne Island - Tannum Sands	F	4931
Boyne Island - Tannum Sands	M	4967
Callemondah	F	5
Callemondah	M	18
Clinton - New Auckland	F	6701
Clinton - New Auckland	M	6764
Gladstone	F	2866
Gladstone	M	3151
Gladstone Hinterland	F	5560
Gladstone Hinterland	M	6188
Kin Kora - Sun Valley	F	1759
Kin Kora - Sun Valley	M	1855
Telina - Toolooa	F	3072
Telina - Toolooa	M	3073
West Gladstone	F	2281
West Gladstone	M	2426
Broadbeach Waters	F	3933
Broadbeach Waters	M	3848
Burleigh Heads	F	4568
Burleigh Heads	M	4203
Burleigh Waters	F	7464
Burleigh Waters	M	6687
Mermaid Beach - Broadbeach	F	6065
Mermaid Beach - Broadbeach	M	5854
Mermaid Waters	F	6263
Mermaid Waters	M	5902
Miami	F	3539
Miami	M	3309
Coolangatta	F	2974
Coolangatta	M	2972
Currumbin - Tugun	F	5803
Currumbin - Tugun	M	5512
Currumbin Waters	F	4735
Currumbin Waters	M	4388
Elanora	F	6255
Elanora	M	5892
Palm Beach	F	7544
Palm Beach	M	7109
Arundel	F	5292
Arundel	M	4952
Biggera Waters	F	4476
Biggera Waters	M	4056
Coombabah	F	5624
Coombabah	M	4765
Labrador	F	9615
Labrador	M	8650
Paradise Point - Hollywell	F	4833
Paradise Point - Hollywell	M	4568
Runaway Bay	F	4746
Runaway Bay	M	4322
Guanaba - Springbrook	F	2154
Guanaba - Springbrook	M	2078
Tamborine - Canungra	F	7250
Tamborine - Canungra	M	7021
Currumbin Valley - Tallebudgera	F	3581
Currumbin Valley - Tallebudgera	M	3570
Mudgeeraba - Bonogin	F	9342
Mudgeeraba - Bonogin	M	8920
Reedy Creek - Andrews	F	4185
Reedy Creek - Andrews	M	3789
Carrara	F	6263
Carrara	M	5924
Highland Park	F	4264
Highland Park	M	4100
Nerang - Mount Nathan	F	10558
Nerang - Mount Nathan	M	9972
Pacific Pines - Gaven	F	9315
Pacific Pines - Gaven	M	9005
Worongary - Tallai	F	4019
Worongary - Tallai	M	3858
Coomera	F	6816
Coomera	M	6494
Helensvale	F	8610
Helensvale	M	8248
Hope Island	F	5815
Hope Island	M	5414
Jacobs Well - Alberton	F	1740
Jacobs Well - Alberton	M	1901
Ormeau - Yatala	F	9870
Ormeau - Yatala	M	9802
Oxenford - Maudsland	F	8056
Oxenford - Maudsland	M	7732
Pimpama	F	4757
Pimpama	M	4409
Upper Coomera - Willow Vale	F	15812
Upper Coomera - Willow Vale	M	15404
Clear Island Waters	F	2173
Clear Island Waters	M	1944
Merrimac	F	3756
Merrimac	M	3321
Robina	F	12034
Robina	M	11074
Varsity Lakes	F	8130
Varsity Lakes	M	7049
Ashmore	F	6288
Ashmore	M	5623
Molendinar	F	3194
Molendinar	M	3180
Parkwood	F	4340
Parkwood	M	4363
Southport - North	F	7616
Southport - North	M	7079
Southport - South	F	8763
Southport - South	M	8442
Benowa	F	4595
Benowa	M	4147
Bundall	F	2295
Bundall	M	2231
Main Beach	F	1922
Main Beach	M	1960
Surfers Paradise	F	11582
Surfers Paradise	M	12109
Darra - Sumner	F	2408
Darra - Sumner	M	2524
Durack	F	4161
Durack	M	3792
Forest Lake - Doolandella	F	14344
Forest Lake - Doolandella	M	13366
Inala - Richlands	F	9240
Inala - Richlands	M	8769
Oxley (Qld)	F	3996
Oxley (Qld)	M	3824
Wacol	F	1734
Wacol	M	4080
Boonah	F	5973
Boonah	M	5914
Esk	F	2600
Esk	M	2559
Lake Manchester - England Creek	M	3
Lockyer Valley - East	F	9776
Lockyer Valley - East	M	10037
Lowood	F	6975
Lowood	M	7069
Rosewood	F	5768
Rosewood	M	6042
Brassall	F	5680
Brassall	M	5226
Bundamba	F	4379
Bundamba	M	4542
Churchill - Yamanto	F	3433
Churchill - Yamanto	M	3333
Ipswich - Central	F	3298
Ipswich - Central	M	3263
Ipswich - East	F	9161
Ipswich - East	M	8736
Ipswich - North	F	2310
Ipswich - North	M	2328
Karalee - Barellan Point	F	2733
Karalee - Barellan Point	M	2775
Karana Downs	F	3068
Karana Downs	M	3024
Leichhardt - One Mile	F	3943
Leichhardt - One Mile	M	3719
North Ipswich - Tivoli	F	3198
North Ipswich - Tivoli	M	3195
Raceview	F	7860
Raceview	M	7314
Ripley	F	2337
Ripley	M	2283
Riverview	F	1560
Riverview	M	1508
Bellbird Park - Brookwater	F	6892
Bellbird Park - Brookwater	M	6870
Camira - Gailes	F	4498
Camira - Gailes	M	4745
Carole Park	M	4
Collingwood Park - Redbank	F	4340
Collingwood Park - Redbank	M	4179
Goodna	F	5446
Goodna	M	5432
Redbank Plains	F	9774
Redbank Plains	M	9527
Springfield	F	3418
Springfield	M	3358
Springfield Lakes	F	7948
Springfield Lakes	M	7472
Beaudesert	F	7084
Beaudesert	M	6825
Beenleigh	F	4102
Beenleigh	M	4150
Eagleby	F	6939
Eagleby	M	6390
Edens Landing - Holmview	F	3848
Edens Landing - Holmview	M	3606
Mount Warren Park	F	3046
Mount Warren Park	M	2745
Wolffdene - Bahrs Scrub	F	3059
Wolffdene - Bahrs Scrub	M	3047
Boronia Heights - Park Ridge	F	6397
Boronia Heights - Park Ridge	M	5844
Browns Plains	F	3738
Browns Plains	M	3631
Chambers Flat - Logan Reserve	F	2505
Chambers Flat - Logan Reserve	M	2553
Crestmead	F	6041
Crestmead	M	5945
Hillcrest	F	4053
Hillcrest	M	4104
Marsden	F	7367
Marsden	M	7086
Munruben - Park Ridge South	F	2270
Munruben - Park Ridge South	M	2347
Regents Park - Heritage Park	F	8051
Regents Park - Heritage Park	M	7884
Greenbank	F	6381
Greenbank	M	6463
Jimboomba	F	12862
Jimboomba	M	12880
Logan Village	F	3440
Logan Village	M	3553
Bethania - Waterford	F	5784
Bethania - Waterford	M	5091
Cornubia - Carbrook	F	4293
Cornubia - Carbrook	M	4162
Loganholme - Tanah Merah	F	5617
Loganholme - Tanah Merah	M	5515
Loganlea	F	5220
Loganlea	M	5213
Shailer Park	F	5790
Shailer Park	M	5859
Waterford West	F	3782
Waterford West	M	3464
Daisy Hill	F	3336
Daisy Hill	M	3307
Kingston (Qld.)	F	5195
Kingston (Qld.)	M	5217
Logan Central	F	2988
Logan Central	M	3153
Rochedale South - Priestdale	F	7914
Rochedale South - Priestdale	M	7539
Slacks Creek	F	5312
Slacks Creek	M	5119
Springwood	F	4738
Springwood	M	4540
Underwood	F	3203
Underwood	M	3142
Woodridge	F	6220
Woodridge	M	6355
Bowen	F	4442
Bowen	M	4659
Broadsound - Nebo	F	3619
Broadsound - Nebo	M	4882
Clermont	F	1810
Clermont	M	1884
Collinsville	F	1618
Collinsville	M	1837
Moranbah	F	4081
Moranbah	M	4650
Andergrove - Beaconsfield	F	7530
Andergrove - Beaconsfield	M	7378
East Mackay	F	1762
East Mackay	M	1811
Eimeo - Rural View	F	6110
Eimeo - Rural View	M	6217
Eungella Hinterland	F	8
Eungella Hinterland	M	12
Mackay	F	1744
Mackay	M	1911
Mackay Harbour	F	250
Mackay Harbour	M	272
Mount Pleasant - Glenella	F	5452
Mount Pleasant - Glenella	M	5260
North Mackay	F	3010
North Mackay	M	2985
Ooralea - Bakers Creek	F	2431
Ooralea - Bakers Creek	M	2598
Pioneer Valley	F	3993
Pioneer Valley	M	4216
Sarina	F	5597
Sarina	M	6023
Seaforth - Calen	F	3828
Seaforth - Calen	M	4294
Shoal Point - Bucasia	F	2880
Shoal Point - Bucasia	M	2868
Slade Point	F	1676
Slade Point	M	1672
South Mackay	F	3353
South Mackay	M	3353
Walkerston - Eton	F	3996
Walkerston - Eton	M	4321
West Mackay	F	3098
West Mackay	M	3065
Airlie - Whitsundays	F	6176
Airlie - Whitsundays	M	6754
Proserpine	F	4046
Proserpine	M	4242
Beachmere - Sandstone Point	F	7543
Beachmere - Sandstone Point	M	7356
Bribie Island	F	9491
Bribie Island	M	8656
Burpengary - East	F	1908
Burpengary - East	M	2058
Caboolture	F	13822
Caboolture	M	13002
Caboolture - South	F	10584
Caboolture - South	M	9758
Elimbah	F	1928
Elimbah	M	2031
Morayfield - East	F	4350
Morayfield - East	M	4084
Wamuran	F	1957
Wamuran	M	1975
Kilcoy	F	2634
Kilcoy	M	2750
Woodford - D'Aguilar	F	3457
Woodford - D'Aguilar	M	4391
Burpengary	F	7153
Burpengary	M	6862
Deception Bay	F	11508
Deception Bay	M	10940
Morayfield	F	2393
Morayfield	M	2429
Narangba	F	9434
Narangba	M	9139
Upper Caboolture	F	1483
Upper Caboolture	M	1542
Clontarf	F	4190
Clontarf	M	4062
Margate - Woody Point	F	6035
Margate - Woody Point	M	5654
Redcliffe	F	5376
Redcliffe	M	4788
Rothwell - Kippa-Ring	F	9151
Rothwell - Kippa-Ring	M	7990
Scarborough - Newport - Moreton Island	F	6379
Scarborough - Newport - Moreton Island	M	5848
Albany Creek	F	8095
Albany Creek	M	7705
Cashmere	F	9476
Cashmere	M	9329
Dayboro	F	4208
Dayboro	M	4278
Eatons Hill	F	4023
Eatons Hill	M	3951
The Hills District	F	11767
The Hills District	M	11603
Samford Valley	F	5881
Samford Valley	M	5878
Dakabin - Kallangur	F	12258
Dakabin - Kallangur	M	11671
Murrumba Downs - Griffin	F	8987
Murrumba Downs - Griffin	M	8529
North Lakes - Mango Hill	F	15574
North Lakes - Mango Hill	M	14532
Bray Park	F	5248
Bray Park	M	5002
Lawnton	F	3045
Lawnton	M	2966
Petrie	F	4419
Petrie	M	4276
Strathpine - Brendale	F	6178
Strathpine - Brendale	M	6091
Aurukun	F	635
Aurukun	M	632
Cape York	F	3545
Cape York	M	3970
Croydon - Etheridge	F	511
Croydon - Etheridge	M	581
Kowanyama - Pormpuraaw	F	876
Kowanyama - Pormpuraaw	M	820
Northern Peninsula	F	1434
Northern Peninsula	M	1359
Tablelands	F	2395
Tablelands	M	3594
Torres	F	1826
Torres	M	1788
Torres Strait Islands	F	2221
Torres Strait Islands	M	2295
Weipa	F	1806
Weipa	M	2100
Carpentaria	F	2368
Carpentaria	M	2461
Mount Isa	F	8854
Mount Isa	M	9488
Mount Isa Region	F	1483
Mount Isa Region	M	1876
Northern Highlands	F	1498
Northern Highlands	M	1624
Barcaldine - Blackall	F	2371
Barcaldine - Blackall	M	2392
Charleville	F	2180
Charleville	M	2131
Far Central West	F	1000
Far Central West	M	1113
Far South West	F	1365
Far South West	M	1440
Longreach	F	1869
Longreach	M	1791
Buderim - North	F	8894
Buderim - North	M	7720
Buderim - South	F	8559
Buderim - South	M	7760
Mountain Creek	F	5847
Mountain Creek	M	5409
Sippy Downs	F	5528
Sippy Downs	M	4768
Aroona - Currimundi	F	5144
Aroona - Currimundi	M	4923
Buddina - Minyama	F	3235
Buddina - Minyama	M	3195
Caloundra - Kings Beach	F	3557
Caloundra - Kings Beach	M	3144
Caloundra - West	F	10661
Caloundra - West	M	9618
Golden Beach - Pelican Waters	F	6161
Golden Beach - Pelican Waters	M	5691
Moffat Beach - Battery Hill	F	4038
Moffat Beach - Battery Hill	M	3804
Parrearra - Warana	F	4929
Parrearra - Warana	M	4570
Wurtulla - Birtinya	F	4019
Wurtulla - Birtinya	M	3815
Coolum Beach	F	7569
Coolum Beach	M	7019
Marcoola - Mudjimba	F	5470
Marcoola - Mudjimba	M	5394
Maroochydore - Kuluin	F	10057
Maroochydore - Kuluin	M	9107
Mooloolaba - Alexandra Headland	F	6038
Mooloolaba - Alexandra Headland	M	5647
Noosa Heads	F	2274
Noosa Heads	M	2208
Noosaville	F	4584
Noosaville	M	4147
Sunshine Beach	F	3340
Sunshine Beach	M	3192
Tewantin	F	5453
Tewantin	M	4857
Peregian Beach - Marcus Beach	F	1904
Peregian Beach - Marcus Beach	M	1858
Peregian Springs	F	3826
Peregian Springs	M	3513
Beerwah	F	4240
Beerwah	M	3958
Caloundra Hinterland	F	4376
Caloundra Hinterland	M	4162
Glass House Mountains	F	2933
Glass House Mountains	M	2905
Landsborough	F	5088
Landsborough	M	5054
Maroochy Hinterland	F	3233
Maroochy Hinterland	M	3026
Palmwoods	F	5399
Palmwoods	M	5214
Bli Bli	F	4263
Bli Bli	M	4087
Diddillibah - Rosemount	F	1923
Diddillibah - Rosemount	M	1841
Eumundi - Yandina	F	5228
Eumundi - Yandina	M	5323
Nambour	F	10419
Nambour	M	9541
Noosa Hinterland	F	11016
Noosa Hinterland	M	10837
Cambooya - Wyreema	F	3536
Cambooya - Wyreema	M	3426
Darling Heights	F	7128
Darling Heights	M	6618
Drayton - Harristown	F	5372
Drayton - Harristown	M	4823
Gatton	F	3906
Gatton	M	3520
Gowrie (Qld)	F	3231
Gowrie (Qld)	M	3179
Highfields	F	6549
Highfields	M	6630
Lockyer Valley - West	F	5627
Lockyer Valley - West	M	5735
Middle Ridge	F	3700
Middle Ridge	M	3437
Newtown (Qld)	F	5158
Newtown (Qld)	M	4439
North Toowoomba - Harlaxton	F	2915
North Toowoomba - Harlaxton	M	2823
