SA2_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
St Georges Basin - Erowal Bay	0	0	1	1	16
St Georges Basin - Erowal Bay	0	1	0	0	306
St Georges Basin - Erowal Bay	0	1	0	1	34
St Georges Basin - Erowal Bay	0	1	1	0	45
St Georges Basin - Erowal Bay	0	1	1	1	14
St Georges Basin - Erowal Bay	1	0	0	1	249
St Georges Basin - Erowal Bay	1	0	1	0	68
St Georges Basin - Erowal Bay	1	0	1	1	46
St Georges Basin - Erowal Bay	1	1	0	0	609
St Georges Basin - Erowal Bay	1	1	0	1	65
St Georges Basin - Erowal Bay	1	1	1	0	122
St Georges Basin - Erowal Bay	1	1	1	1	30
Sussex Inlet - Berrara					15
Sussex Inlet - Berrara	0	0	0	1	78
Sussex Inlet - Berrara	0	0	1	0	13
Sussex Inlet - Berrara	0	0	1	1	7
Sussex Inlet - Berrara	0	1	0	0	61
Sussex Inlet - Berrara	0	1	0	1	5
Sussex Inlet - Berrara	0	1	1	0	5
Sussex Inlet - Berrara	0	1	1	1	3
Sussex Inlet - Berrara	1	0	0	1	91
Sussex Inlet - Berrara	1	0	1	0	11
Sussex Inlet - Berrara	1	0	1	1	15
Sussex Inlet - Berrara	1	1	0	0	131
Sussex Inlet - Berrara	1	1	0	1	8
Sussex Inlet - Berrara	1	1	1	0	25
Sussex Inlet - Berrara	1	1	1	1	7
Tomerong - Wandandian - Woollamia					3
Tomerong - Wandandian - Woollamia	0	0	0	1	43
Tomerong - Wandandian - Woollamia	0	0	1	0	14
Tomerong - Wandandian - Woollamia	0	0	1	1	8
Tomerong - Wandandian - Woollamia	0	1	0	0	36
Tomerong - Wandandian - Woollamia	0	1	0	1	3
Tomerong - Wandandian - Woollamia	0	1	1	0	5
Tomerong - Wandandian - Woollamia	1	0	0	1	89
Tomerong - Wandandian - Woollamia	1	0	1	0	39
Tomerong - Wandandian - Woollamia	1	0	1	1	16
Tomerong - Wandandian - Woollamia	1	1	0	0	183
Tomerong - Wandandian - Woollamia	1	1	0	1	16
Tomerong - Wandandian - Woollamia	1	1	1	0	39
Tomerong - Wandandian - Woollamia	1	1	1	1	11
Ulladulla					44
Ulladulla	0	0	0	1	244
Ulladulla	0	0	1	0	70
Ulladulla	0	0	1	1	14
Ulladulla	0	1	0	0	257
Ulladulla	0	1	0	1	24
Ulladulla	0	1	1	0	50
Ulladulla	0	1	1	1	7
Ulladulla	1	0	0	1	273
Ulladulla	1	0	1	0	99
Ulladulla	1	0	1	1	59
Ulladulla	1	1	0	0	683
Ulladulla	1	1	0	1	54
Ulladulla	1	1	1	0	104
Ulladulla	1	1	1	1	24
Ulladulla Region					10
Ulladulla Region	0	0	0	1	63
Ulladulla Region	0	0	1	0	8
Ulladulla Region	0	0	1	1	8
Ulladulla Region	0	1	0	0	79
Ulladulla Region	0	1	0	1	7
Ulladulla Region	0	1	1	0	11
Ulladulla Region	0	1	1	1	3
Ulladulla Region	1	0	0	1	89
Ulladulla Region	1	0	1	0	40
Ulladulla Region	1	0	1	1	17
Ulladulla Region	1	1	0	0	217
Ulladulla Region	1	1	0	1	17
Ulladulla Region	1	1	1	0	38
Ulladulla Region	1	1	1	1	4
Bowral					21
Bowral	0	0	0	1	167
Bowral	0	0	1	0	41
Bowral	0	0	1	1	15
Bowral	0	1	0	0	139
Bowral	0	1	0	1	22
Bowral	0	1	1	0	46
Bowral	0	1	1	1	3
Bowral	1	0	0	1	214
Bowral	1	0	1	0	135
Bowral	1	0	1	1	71
Bowral	1	1	0	0	643
Bowral	1	1	0	1	31
Bowral	1	1	1	0	125
Bowral	1	1	1	1	19
Hill Top - Colo Vale					16
Hill Top - Colo Vale	0	0	0	1	89
Hill Top - Colo Vale	0	0	1	0	19
Hill Top - Colo Vale	0	0	1	1	10
Hill Top - Colo Vale	0	1	0	0	103
Hill Top - Colo Vale	0	1	0	1	10
Hill Top - Colo Vale	0	1	1	0	17
Hill Top - Colo Vale	0	1	1	1	9
Hill Top - Colo Vale	1	0	0	1	179
Hill Top - Colo Vale	1	0	1	0	43
Hill Top - Colo Vale	1	0	1	1	41
Hill Top - Colo Vale	1	1	0	0	417
Hill Top - Colo Vale	1	1	0	1	31
Hill Top - Colo Vale	1	1	1	0	74
Hill Top - Colo Vale	1	1	1	1	12
Mittagong					34
Mittagong	0	0	0	1	173
Mittagong	0	0	1	0	38
Mittagong	0	0	1	1	13
Mittagong	0	1	0	0	98
Mittagong	0	1	0	1	13
Mittagong	0	1	1	0	19
Mittagong	0	1	1	1	5
Mittagong	1	0	0	1	209
Mittagong	1	0	1	0	69
Mittagong	1	0	1	1	31
Mittagong	1	1	0	0	482
Mittagong	1	1	0	1	30
Mittagong	1	1	1	0	93
Mittagong	1	1	1	1	18
Moss Vale - Berrima					26
Moss Vale - Berrima	0	0	0	1	148
Moss Vale - Berrima	0	0	1	0	53
Moss Vale - Berrima	0	0	1	1	22
Moss Vale - Berrima	0	1	0	0	153
Moss Vale - Berrima	0	1	0	1	19
Moss Vale - Berrima	0	1	1	0	37
Moss Vale - Berrima	0	1	1	1	3
Moss Vale - Berrima	1	0	0	1	187
Moss Vale - Berrima	1	0	1	0	60
Moss Vale - Berrima	1	0	1	1	38
Moss Vale - Berrima	1	1	0	0	551
Moss Vale - Berrima	1	1	0	1	32
Moss Vale - Berrima	1	1	1	0	90
Moss Vale - Berrima	1	1	1	1	22
Robertson - Fitzroy Falls					4
Robertson - Fitzroy Falls	0	0	0	1	35
Robertson - Fitzroy Falls	0	0	1	0	7
Robertson - Fitzroy Falls	0	0	1	1	3
Robertson - Fitzroy Falls	0	1	0	0	40
Robertson - Fitzroy Falls	0	1	0	1	3
Robertson - Fitzroy Falls	0	1	1	0	10
Robertson - Fitzroy Falls	0	1	1	1	3
Robertson - Fitzroy Falls	1	0	0	1	77
Robertson - Fitzroy Falls	1	0	1	0	19
Robertson - Fitzroy Falls	1	0	1	1	18
Robertson - Fitzroy Falls	1	1	0	0	197
Robertson - Fitzroy Falls	1	1	0	1	13
Robertson - Fitzroy Falls	1	1	1	0	35
Robertson - Fitzroy Falls	1	1	1	1	8
Southern Highlands					20
Southern Highlands	0	0	0	1	64
Southern Highlands	0	0	1	0	24
Southern Highlands	0	0	1	1	6
Southern Highlands	0	1	0	0	75
Southern Highlands	0	1	0	1	9
Southern Highlands	0	1	1	0	19
Southern Highlands	0	1	1	1	3
Southern Highlands	1	0	0	1	134
Southern Highlands	1	0	1	0	51
Southern Highlands	1	0	1	1	24
Southern Highlands	1	1	0	0	331
Southern Highlands	1	1	0	1	21
Southern Highlands	1	1	1	0	70
Southern Highlands	1	1	1	1	13
Baulkham Hills (East)					68
Baulkham Hills (East)	0	0	0	1	369
Baulkham Hills (East)	0	0	1	0	97
Baulkham Hills (East)	0	0	1	1	33
Baulkham Hills (East)	0	1	0	0	235
Baulkham Hills (East)	0	1	0	1	27
Baulkham Hills (East)	0	1	1	0	63
Baulkham Hills (East)	0	1	1	1	8
Baulkham Hills (East)	1	0	0	1	555
Baulkham Hills (East)	1	0	1	0	287
Baulkham Hills (East)	1	0	1	1	184
Baulkham Hills (East)	1	1	0	0	2224
Baulkham Hills (East)	1	1	0	1	59
Baulkham Hills (East)	1	1	1	0	279
Baulkham Hills (East)	1	1	1	1	42
Baulkham Hills (West) - Bella Vista					49
Baulkham Hills (West) - Bella Vista	0	0	0	1	177
Baulkham Hills (West) - Bella Vista	0	0	1	0	64
Baulkham Hills (West) - Bella Vista	0	0	1	1	31
Baulkham Hills (West) - Bella Vista	0	1	0	0	120
Baulkham Hills (West) - Bella Vista	0	1	0	1	10
Baulkham Hills (West) - Bella Vista	0	1	1	0	30
Baulkham Hills (West) - Bella Vista	0	1	1	1	5
Baulkham Hills (West) - Bella Vista	1	0	0	1	767
Baulkham Hills (West) - Bella Vista	1	0	1	0	401
Baulkham Hills (West) - Bella Vista	1	0	1	1	307
Baulkham Hills (West) - Bella Vista	1	1	0	0	1561
Baulkham Hills (West) - Bella Vista	1	1	0	1	54
Baulkham Hills (West) - Bella Vista	1	1	1	0	364
Baulkham Hills (West) - Bella Vista	1	1	1	1	40
Glenhaven					10
Glenhaven	0	0	0	1	60
Glenhaven	0	0	1	0	21
Glenhaven	0	0	1	1	12
Glenhaven	0	1	0	0	37
Glenhaven	0	1	0	1	7
Glenhaven	0	1	1	0	10
Glenhaven	0	1	1	1	3
Glenhaven	1	0	0	1	224
Glenhaven	1	0	1	0	116
Glenhaven	1	0	1	1	88
Glenhaven	1	1	0	0	387
Glenhaven	1	1	0	1	17
Glenhaven	1	1	1	0	106
Glenhaven	1	1	1	1	16
West Pennant Hills					34
West Pennant Hills	0	0	0	1	102
West Pennant Hills	0	0	1	0	49
West Pennant Hills	0	0	1	1	24
West Pennant Hills	0	1	0	0	65
West Pennant Hills	0	1	0	1	8
West Pennant Hills	0	1	1	0	7
West Pennant Hills	0	1	1	1	3
West Pennant Hills	1	0	0	1	567
West Pennant Hills	1	0	1	0	309
West Pennant Hills	1	0	1	1	211
West Pennant Hills	1	1	0	0	829
West Pennant Hills	1	1	0	1	22
West Pennant Hills	1	1	1	0	241
West Pennant Hills	1	1	1	1	29
Castle Hill - Central					24
Castle Hill - Central	0	0	0	1	123
Castle Hill - Central	0	0	1	0	34
Castle Hill - Central	0	0	1	1	14
Castle Hill - Central	0	1	0	0	71
Castle Hill - Central	0	1	0	1	4
Castle Hill - Central	0	1	1	0	18
Castle Hill - Central	1	0	0	1	184
Castle Hill - Central	1	0	1	0	132
Castle Hill - Central	1	0	1	1	53
Castle Hill - Central	1	1	0	0	674
Castle Hill - Central	1	1	0	1	18
Castle Hill - Central	1	1	1	0	113
Castle Hill - Central	1	1	1	1	3
Castle Hill - East					8
Castle Hill - East	0	0	0	1	41
Castle Hill - East	0	0	1	0	17
Castle Hill - East	0	0	1	1	11
Castle Hill - East	0	1	0	0	21
Castle Hill - East	0	1	1	0	9
Castle Hill - East	1	0	0	1	159
Castle Hill - East	1	0	1	0	128
Castle Hill - East	1	0	1	1	78
Castle Hill - East	1	1	0	0	300
Castle Hill - East	1	1	0	1	13
Castle Hill - East	1	1	1	0	99
Castle Hill - East	1	1	1	1	10
Castle Hill - North					26
Castle Hill - North	0	0	0	1	146
Castle Hill - North	0	0	1	0	42
Castle Hill - North	0	0	1	1	17
Castle Hill - North	0	1	0	0	87
Castle Hill - North	0	1	0	1	8
Castle Hill - North	0	1	1	0	26
Castle Hill - North	0	1	1	1	6
Castle Hill - North	1	0	0	1	450
Castle Hill - North	1	0	1	0	236
Castle Hill - North	1	0	1	1	138
Castle Hill - North	1	1	0	0	844
Castle Hill - North	1	1	0	1	20
Castle Hill - North	1	1	1	0	214
Castle Hill - North	1	1	1	1	28
Castle Hill - South					39
Castle Hill - South	0	0	0	1	114
Castle Hill - South	0	0	1	0	48
Castle Hill - South	0	0	1	1	19
Castle Hill - South	0	1	0	0	94
Castle Hill - South	0	1	0	1	10
Castle Hill - South	0	1	1	0	21
Castle Hill - South	1	0	0	1	306
Castle Hill - South	1	0	1	0	152
Castle Hill - South	1	0	1	1	100
Castle Hill - South	1	1	0	0	773
Castle Hill - South	1	1	0	1	26
Castle Hill - South	1	1	1	0	146
Castle Hill - South	1	1	1	1	13
Castle Hill - West					12
Castle Hill - West	0	0	0	1	56
Castle Hill - West	0	0	1	0	25
Castle Hill - West	0	0	1	1	11
Castle Hill - West	0	1	0	0	39
Castle Hill - West	0	1	0	1	7
Castle Hill - West	0	1	1	0	9
Castle Hill - West	0	1	1	1	4
Castle Hill - West	1	0	0	1	178
Castle Hill - West	1	0	1	0	124
Castle Hill - West	1	0	1	1	87
Castle Hill - West	1	1	0	0	417
Castle Hill - West	1	1	0	1	13
Castle Hill - West	1	1	1	0	114
Castle Hill - West	1	1	1	1	10
Cherrybrook					43
Cherrybrook	0	0	0	1	248
Cherrybrook	0	0	1	0	92
Cherrybrook	0	0	1	1	44
Cherrybrook	0	1	0	0	100
Cherrybrook	0	1	0	1	10
Cherrybrook	0	1	1	0	52
Cherrybrook	0	1	1	1	11
Cherrybrook	1	0	0	1	699
Cherrybrook	1	0	1	0	518
Cherrybrook	1	0	1	1	270
Cherrybrook	1	1	0	0	1299
Cherrybrook	1	1	0	1	37
Cherrybrook	1	1	1	0	441
Cherrybrook	1	1	1	1	44
Kellyville					47
Kellyville	0	0	0	1	213
Kellyville	0	0	1	0	73
Kellyville	0	0	1	1	48
Kellyville	0	1	0	0	188
Kellyville	0	1	0	1	10
Kellyville	0	1	1	0	62
Kellyville	0	1	1	1	9
Kellyville	1	0	0	1	749
Kellyville	1	0	1	0	407
Kellyville	1	0	1	1	290
Kellyville	1	1	0	0	2097
Kellyville	1	1	0	1	94
Kellyville	1	1	1	0	470
Kellyville	1	1	1	1	71
Dural - Kenthurst - Wisemans Ferry					51
Dural - Kenthurst - Wisemans Ferry	0	0	0	1	268
Dural - Kenthurst - Wisemans Ferry	0	0	1	0	58
Dural - Kenthurst - Wisemans Ferry	0	0	1	1	39
Dural - Kenthurst - Wisemans Ferry	0	1	0	0	171
Dural - Kenthurst - Wisemans Ferry	0	1	0	1	21
Dural - Kenthurst - Wisemans Ferry	0	1	1	0	44
Dural - Kenthurst - Wisemans Ferry	0	1	1	1	3
Dural - Kenthurst - Wisemans Ferry	1	0	0	1	716
Dural - Kenthurst - Wisemans Ferry	1	0	1	0	318
Dural - Kenthurst - Wisemans Ferry	1	0	1	1	277
Dural - Kenthurst - Wisemans Ferry	1	1	0	0	1232
Dural - Kenthurst - Wisemans Ferry	1	1	0	1	87
Dural - Kenthurst - Wisemans Ferry	1	1	1	0	373
Dural - Kenthurst - Wisemans Ferry	1	1	1	1	81
Galston - Laughtondale					10
Galston - Laughtondale	0	0	0	1	80
Galston - Laughtondale	0	0	1	0	5
Galston - Laughtondale	0	0	1	1	15
Galston - Laughtondale	0	1	0	0	38
Galston - Laughtondale	0	1	0	1	3
Galston - Laughtondale	0	1	1	0	7
Galston - Laughtondale	0	1	1	1	3
Galston - Laughtondale	1	0	0	1	169
Galston - Laughtondale	1	0	1	0	61
Galston - Laughtondale	1	0	1	1	45
Galston - Laughtondale	1	1	0	0	326
Galston - Laughtondale	1	1	0	1	12
Galston - Laughtondale	1	1	1	0	89
Galston - Laughtondale	1	1	1	1	15
Bilpin - Colo - St Albans					4
Bilpin - Colo - St Albans	0	0	0	1	29
Bilpin - Colo - St Albans	0	0	1	0	10
Bilpin - Colo - St Albans	0	1	0	0	24
Bilpin - Colo - St Albans	0	1	1	0	6
Bilpin - Colo - St Albans	0	1	1	1	3
Bilpin - Colo - St Albans	1	0	0	1	60
Bilpin - Colo - St Albans	1	0	1	0	18
Bilpin - Colo - St Albans	1	0	1	1	12
Bilpin - Colo - St Albans	1	1	0	0	134
Bilpin - Colo - St Albans	1	1	0	1	13
Bilpin - Colo - St Albans	1	1	1	0	21
Bilpin - Colo - St Albans	1	1	1	1	7
Kurrajong Heights - Ebenezer					37
Kurrajong Heights - Ebenezer	0	0	0	1	279
Kurrajong Heights - Ebenezer	0	0	1	0	64
Kurrajong Heights - Ebenezer	0	0	1	1	36
Kurrajong Heights - Ebenezer	0	1	0	0	226
Kurrajong Heights - Ebenezer	0	1	0	1	26
Kurrajong Heights - Ebenezer	0	1	1	0	55
Kurrajong Heights - Ebenezer	0	1	1	1	10
Kurrajong Heights - Ebenezer	1	0	0	1	725
Kurrajong Heights - Ebenezer	1	0	1	0	239
Kurrajong Heights - Ebenezer	1	0	1	1	197
Kurrajong Heights - Ebenezer	1	1	0	0	1433
Kurrajong Heights - Ebenezer	1	1	0	1	161
Kurrajong Heights - Ebenezer	1	1	1	0	318
Kurrajong Heights - Ebenezer	1	1	1	1	75
Pitt Town - McGraths Hill					27
Pitt Town - McGraths Hill	0	0	0	1	131
Pitt Town - McGraths Hill	0	0	1	0	26
Pitt Town - McGraths Hill	0	0	1	1	21
Pitt Town - McGraths Hill	0	1	0	0	117
Pitt Town - McGraths Hill	0	1	0	1	10
Pitt Town - McGraths Hill	0	1	1	0	21
Pitt Town - McGraths Hill	0	1	1	1	3
Pitt Town - McGraths Hill	1	0	0	1	385
Pitt Town - McGraths Hill	1	0	1	0	93
Pitt Town - McGraths Hill	1	0	1	1	103
Pitt Town - McGraths Hill	1	1	0	0	772
Pitt Town - McGraths Hill	1	1	0	1	58
Pitt Town - McGraths Hill	1	1	1	0	140
Pitt Town - McGraths Hill	1	1	1	1	40
Rouse Hill - Beaumont Hills					37
Rouse Hill - Beaumont Hills	0	0	0	1	196
Rouse Hill - Beaumont Hills	0	0	1	0	62
Rouse Hill - Beaumont Hills	0	0	1	1	37
Rouse Hill - Beaumont Hills	0	1	0	0	206
Rouse Hill - Beaumont Hills	0	1	0	1	25
Rouse Hill - Beaumont Hills	0	1	1	0	44
Rouse Hill - Beaumont Hills	0	1	1	1	12
Rouse Hill - Beaumont Hills	1	0	0	1	637
Rouse Hill - Beaumont Hills	1	0	1	0	330
Rouse Hill - Beaumont Hills	1	0	1	1	278
Rouse Hill - Beaumont Hills	1	1	0	0	2126
Rouse Hill - Beaumont Hills	1	1	0	1	109
Rouse Hill - Beaumont Hills	1	1	1	0	548
Rouse Hill - Beaumont Hills	1	1	1	1	80
Blacktown (East) - Kings Park					98
Blacktown (East) - Kings Park	0	0	0	1	277
Blacktown (East) - Kings Park	0	0	1	0	70
Blacktown (East) - Kings Park	0	0	1	1	21
Blacktown (East) - Kings Park	0	1	0	0	245
Blacktown (East) - Kings Park	0	1	0	1	17
Blacktown (East) - Kings Park	0	1	1	0	49
Blacktown (East) - Kings Park	0	1	1	1	9
Blacktown (East) - Kings Park	1	0	0	1	317
Blacktown (East) - Kings Park	1	0	1	0	140
Blacktown (East) - Kings Park	1	0	1	1	81
Blacktown (East) - Kings Park	1	1	0	0	1508
Blacktown (East) - Kings Park	1	1	0	1	49
Blacktown (East) - Kings Park	1	1	1	0	140
Blacktown (East) - Kings Park	1	1	1	1	22
Blacktown (North) - Marayong					112
Blacktown (North) - Marayong	0	0	0	1	432
Blacktown (North) - Marayong	0	0	1	0	74
Blacktown (North) - Marayong	0	0	1	1	55
Blacktown (North) - Marayong	0	1	0	0	323
Blacktown (North) - Marayong	0	1	0	1	40
Blacktown (North) - Marayong	0	1	1	0	57
Blacktown (North) - Marayong	0	1	1	1	21
Blacktown (North) - Marayong	1	0	0	1	534
Blacktown (North) - Marayong	1	0	1	0	153
Blacktown (North) - Marayong	1	0	1	1	154
Blacktown (North) - Marayong	1	1	0	0	1229
Blacktown (North) - Marayong	1	1	0	1	78
Blacktown (North) - Marayong	1	1	1	0	215
Blacktown (North) - Marayong	1	1	1	1	36
Doonside - Woodcroft					106
Doonside - Woodcroft	0	0	0	1	464
Doonside - Woodcroft	0	0	1	0	79
Doonside - Woodcroft	0	0	1	1	58
Doonside - Woodcroft	0	1	0	0	381
Doonside - Woodcroft	0	1	0	1	69
Doonside - Woodcroft	0	1	1	0	76
Doonside - Woodcroft	0	1	1	1	11
Doonside - Woodcroft	1	0	0	1	752
Doonside - Woodcroft	1	0	1	0	315
Doonside - Woodcroft	1	0	1	1	255
Doonside - Woodcroft	1	1	0	0	1579
Doonside - Woodcroft	1	1	0	1	84
Doonside - Woodcroft	1	1	1	0	333
Doonside - Woodcroft	1	1	1	1	69
Lalor Park - Kings Langley					133
Lalor Park - Kings Langley	0	0	0	1	523
Lalor Park - Kings Langley	0	0	1	0	104
Lalor Park - Kings Langley	0	0	1	1	47
Lalor Park - Kings Langley	0	1	0	0	350
Lalor Park - Kings Langley	0	1	0	1	36
Lalor Park - Kings Langley	0	1	1	0	76
Lalor Park - Kings Langley	0	1	1	1	10
Lalor Park - Kings Langley	1	0	0	1	761
Lalor Park - Kings Langley	1	0	1	0	262
Lalor Park - Kings Langley	1	0	1	1	194
Lalor Park - Kings Langley	1	1	0	0	1777
Lalor Park - Kings Langley	1	1	0	1	91
Lalor Park - Kings Langley	1	1	1	0	322
Lalor Park - Kings Langley	1	1	1	1	48
Seven Hills - Toongabbie					105
Seven Hills - Toongabbie	0	0	0	1	425
Seven Hills - Toongabbie	0	0	1	0	96
Seven Hills - Toongabbie	0	0	1	1	50
Seven Hills - Toongabbie	0	1	0	0	305
Seven Hills - Toongabbie	0	1	0	1	42
Seven Hills - Toongabbie	0	1	1	0	65
Seven Hills - Toongabbie	0	1	1	1	13
Seven Hills - Toongabbie	1	0	0	1	710
Seven Hills - Toongabbie	1	0	1	0	279
Seven Hills - Toongabbie	1	0	1	1	210
Seven Hills - Toongabbie	1	1	0	0	1824
Seven Hills - Toongabbie	1	1	0	1	93
Seven Hills - Toongabbie	1	1	1	0	301
Seven Hills - Toongabbie	1	1	1	1	54
Blacktown (South)					58
Blacktown (South)	0	0	0	1	279
Blacktown (South)	0	0	1	0	63
Blacktown (South)	0	0	1	1	39
Blacktown (South)	0	1	0	0	194
Blacktown (South)	0	1	0	1	23
Blacktown (South)	0	1	1	0	39
Blacktown (South)	0	1	1	1	5
Blacktown (South)	1	0	0	1	350
Blacktown (South)	1	0	1	0	160
Blacktown (South)	1	0	1	1	92
Blacktown (South)	1	1	0	0	894
Blacktown (South)	1	1	0	1	59
Blacktown (South)	1	1	1	0	178
Blacktown (South)	1	1	1	1	29
Blacktown (West)					86
Blacktown (West)	0	0	0	1	308
Blacktown (West)	0	0	1	0	65
Blacktown (West)	0	0	1	1	32
Blacktown (West)	0	1	0	0	198
Blacktown (West)	0	1	0	1	30
Blacktown (West)	0	1	1	0	55
Blacktown (West)	0	1	1	1	17
Blacktown (West)	1	0	0	1	451
Blacktown (West)	1	0	1	0	172
Blacktown (West)	1	0	1	1	135
Blacktown (West)	1	1	0	0	1173
Blacktown (West)	1	1	0	1	54
Blacktown (West)	1	1	1	0	221
Blacktown (West)	1	1	1	1	65
Glenwood					37
Glenwood	0	0	0	1	139
Glenwood	0	0	1	0	67
Glenwood	0	0	1	1	33
Glenwood	0	1	0	0	140
Glenwood	0	1	0	1	14
Glenwood	0	1	1	0	45
Glenwood	0	1	1	1	10
Glenwood	1	0	0	1	472
Glenwood	1	0	1	0	315
Glenwood	1	0	1	1	241
Glenwood	1	1	0	0	1445
Glenwood	1	1	0	1	78
Glenwood	1	1	1	0	354
Glenwood	1	1	1	1	51
Parklea - Kellyville Ridge					65
Parklea - Kellyville Ridge	0	0	0	1	264
Parklea - Kellyville Ridge	0	0	1	0	82
Parklea - Kellyville Ridge	0	0	1	1	41
Parklea - Kellyville Ridge	0	1	0	0	289
Parklea - Kellyville Ridge	0	1	0	1	18
Parklea - Kellyville Ridge	0	1	1	0	72
Parklea - Kellyville Ridge	0	1	1	1	14
Parklea - Kellyville Ridge	1	0	0	1	638
Parklea - Kellyville Ridge	1	0	1	0	411
Parklea - Kellyville Ridge	1	0	1	1	252
Parklea - Kellyville Ridge	1	1	0	0	3718
Parklea - Kellyville Ridge	1	1	0	1	101
Parklea - Kellyville Ridge	1	1	1	0	600
Parklea - Kellyville Ridge	1	1	1	1	81
Riverstone - Marsden Park					71
Riverstone - Marsden Park	0	0	0	1	262
Riverstone - Marsden Park	0	0	1	0	65
Riverstone - Marsden Park	0	0	1	1	30
Riverstone - Marsden Park	0	1	0	0	277
Riverstone - Marsden Park	0	1	0	1	34
Riverstone - Marsden Park	0	1	1	0	40
Riverstone - Marsden Park	0	1	1	1	10
Riverstone - Marsden Park	1	0	0	1	459
Riverstone - Marsden Park	1	0	1	0	150
Riverstone - Marsden Park	1	0	1	1	119
Riverstone - Marsden Park	1	1	0	0	1443
Riverstone - Marsden Park	1	1	0	1	67
Riverstone - Marsden Park	1	1	1	0	213
Riverstone - Marsden Park	1	1	1	1	54
Acacia Gardens					6
Acacia Gardens	0	0	0	1	47
Acacia Gardens	0	0	1	0	14
Acacia Gardens	0	0	1	1	12
Acacia Gardens	0	1	0	0	37
Acacia Gardens	0	1	0	1	4
Acacia Gardens	0	1	1	0	13
Acacia Gardens	1	0	0	1	122
Acacia Gardens	1	0	1	0	57
Acacia Gardens	1	0	1	1	49
Acacia Gardens	1	1	0	0	377
Acacia Gardens	1	1	0	1	15
Acacia Gardens	1	1	1	0	61
Acacia Gardens	1	1	1	1	6
Quakers Hill					74
Quakers Hill	0	0	0	1	333
Quakers Hill	0	0	1	0	104
Quakers Hill	0	0	1	1	49
Quakers Hill	0	1	0	0	315
Quakers Hill	0	1	0	1	30
Quakers Hill	0	1	1	0	86
Quakers Hill	0	1	1	1	23
Quakers Hill	1	0	0	1	625
Quakers Hill	1	0	1	0	299
Quakers Hill	1	0	1	1	232
Quakers Hill	1	1	0	0	2151
Quakers Hill	1	1	0	1	93
Quakers Hill	1	1	1	0	351
Quakers Hill	1	1	1	1	56
Bidwill - Hebersham - Emerton					108
Bidwill - Hebersham - Emerton	0	0	0	1	513
Bidwill - Hebersham - Emerton	0	0	1	0	75
Bidwill - Hebersham - Emerton	0	0	1	1	66
Bidwill - Hebersham - Emerton	0	1	0	0	685
Bidwill - Hebersham - Emerton	0	1	0	1	110
Bidwill - Hebersham - Emerton	0	1	1	0	107
Bidwill - Hebersham - Emerton	0	1	1	1	56
Bidwill - Hebersham - Emerton	1	0	0	1	488
Bidwill - Hebersham - Emerton	1	0	1	0	93
Bidwill - Hebersham - Emerton	1	0	1	1	102
Bidwill - Hebersham - Emerton	1	1	0	0	786
Bidwill - Hebersham - Emerton	1	1	0	1	117
Bidwill - Hebersham - Emerton	1	1	1	0	185
Bidwill - Hebersham - Emerton	1	1	1	1	81
Glendenning - Dean Park					27
Glendenning - Dean Park	0	0	0	1	124
Glendenning - Dean Park	0	0	1	0	34
Glendenning - Dean Park	0	0	1	1	17
Glendenning - Dean Park	0	1	0	0	152
Glendenning - Dean Park	0	1	0	1	20
Glendenning - Dean Park	0	1	1	0	35
Glendenning - Dean Park	0	1	1	1	3
Glendenning - Dean Park	1	0	0	1	211
Glendenning - Dean Park	1	0	1	0	106
Glendenning - Dean Park	1	0	1	1	107
Glendenning - Dean Park	1	1	0	0	699
Glendenning - Dean Park	1	1	0	1	44
Glendenning - Dean Park	1	1	1	0	145
Glendenning - Dean Park	1	1	1	1	28
Hassall Grove - Plumpton					67
Hassall Grove - Plumpton	0	0	0	1	295
Hassall Grove - Plumpton	0	0	1	0	82
Hassall Grove - Plumpton	0	0	1	1	54
Hassall Grove - Plumpton	0	1	0	0	336
Hassall Grove - Plumpton	0	1	0	1	43
Hassall Grove - Plumpton	0	1	1	0	76
Hassall Grove - Plumpton	0	1	1	1	21
Hassall Grove - Plumpton	1	0	0	1	688
Hassall Grove - Plumpton	1	0	1	0	302
Hassall Grove - Plumpton	1	0	1	1	272
Hassall Grove - Plumpton	1	1	0	0	1407
Hassall Grove - Plumpton	1	1	0	1	124
Hassall Grove - Plumpton	1	1	1	0	399
Hassall Grove - Plumpton	1	1	1	1	108
Lethbridge Park - Tregear					115
Lethbridge Park - Tregear	0	0	0	1	454
Lethbridge Park - Tregear	0	0	1	0	82
Lethbridge Park - Tregear	0	0	1	1	57
Lethbridge Park - Tregear	0	1	0	0	673
Lethbridge Park - Tregear	0	1	0	1	107
Lethbridge Park - Tregear	0	1	1	0	113
Lethbridge Park - Tregear	0	1	1	1	49
Lethbridge Park - Tregear	1	0	0	1	408
Lethbridge Park - Tregear	1	0	1	0	106
Lethbridge Park - Tregear	1	0	1	1	96
Lethbridge Park - Tregear	1	1	0	0	1260
Lethbridge Park - Tregear	1	1	0	1	123
Lethbridge Park - Tregear	1	1	1	0	175
Lethbridge Park - Tregear	1	1	1	1	83
Mount Druitt - Whalan					114
Mount Druitt - Whalan	0	0	0	1	495
Mount Druitt - Whalan	0	0	1	0	94
Mount Druitt - Whalan	0	0	1	1	64
Mount Druitt - Whalan	0	1	0	0	515
