SA2_NAME16	AustCitizen	Sex	persons
Parkes (NSW)	0	F	626
Parkes (NSW)	0	M	595
Parkes (NSW)	1	F	5050
Parkes (NSW)	1	M	4703
Parkes Region	0	F	203
Parkes Region	0	M	187
Parkes Region	1	F	1437
Parkes Region	1	M	1565
West Wyalong	0	F	408
West Wyalong	0	M	395
West Wyalong	1	F	2562
West Wyalong	1	M	2558
Lithgow	0	F	754
Lithgow	0	M	1120
Lithgow	1	F	5591
Lithgow	1	M	5355
Lithgow Region	0	F	592
Lithgow Region	0	M	607
Lithgow Region	1	F	3455
Lithgow Region	1	M	3608
Mudgee	0	F	688
Mudgee	0	M	628
Mudgee	1	F	5315
Mudgee	1	M	5094
Mudgee Region - East	0	F	227
Mudgee Region - East	0	M	254
Mudgee Region - East	1	F	1451
Mudgee Region - East	1	M	1515
Mudgee Region - West	0	F	744
Mudgee Region - West	0	M	793
Mudgee Region - West	1	F	4266
Mudgee Region - West	1	M	4555
Wollangambe - Wollemi	0	F	0
Wollangambe - Wollemi	0	M	0
Wollangambe - Wollemi	1	F	0
Wollangambe - Wollemi	1	M	0
Blayney	0	F	309
Blayney	0	M	337
Blayney	1	F	3345
Blayney	1	M	3283
Orange	0	F	1155
Orange	0	M	1099
Orange	1	F	8768
Orange	1	M	7986
Orange - North	0	F	940
Orange - North	0	M	960
Orange - North	1	F	9099
Orange - North	1	M	8732
Orange Region	0	F	513
Orange Region	0	M	522
Orange Region	1	F	5224
Orange Region	1	M	5347
Grafton	0	F	824
Grafton	0	M	971
Grafton	1	F	8780
Grafton	1	M	8102
Grafton Region	0	F	776
Grafton Region	0	M	846
Grafton Region	1	F	6687
Grafton Region	1	M	7002
Maclean - Yamba - Iluka	0	F	840
Maclean - Yamba - Iluka	0	M	794
Maclean - Yamba - Iluka	1	F	7454
Maclean - Yamba - Iluka	1	M	7195
Bellingen	0	F	331
Bellingen	0	M	310
Bellingen	1	F	2707
Bellingen	1	M	2454
Coffs Harbour - North	0	F	1249
Coffs Harbour - North	0	M	1164
Coffs Harbour - North	1	F	7854
Coffs Harbour - North	1	M	7195
Coffs Harbour - South	0	F	980
Coffs Harbour - South	0	M	821
Coffs Harbour - South	1	F	4545
Coffs Harbour - South	1	M	3952
Coramba - Nana Glen - Bucca	0	F	230
Coramba - Nana Glen - Bucca	0	M	228
Coramba - Nana Glen - Bucca	1	F	1663
Coramba - Nana Glen - Bucca	1	M	1697
Dorrigo	0	F	201
Dorrigo	0	M	208
Dorrigo	1	F	1426
Dorrigo	1	M	1412
Korora - Emerald Beach	0	F	497
Korora - Emerald Beach	0	M	472
Korora - Emerald Beach	1	F	3980
Korora - Emerald Beach	1	M	3793
Sawtell - Boambee	0	F	941
Sawtell - Boambee	0	M	869
Sawtell - Boambee	1	F	9094
Sawtell - Boambee	1	M	8566
Urunga	0	F	217
Urunga	0	M	229
Urunga	1	F	2142
Urunga	1	M	2079
Woolgoolga - Arrawarra	0	F	925
Woolgoolga - Arrawarra	0	M	991
Woolgoolga - Arrawarra	1	F	5375
Woolgoolga - Arrawarra	1	M	5231
Bourke - Brewarrina	0	F	351
Bourke - Brewarrina	0	M	383
Bourke - Brewarrina	1	F	1627
Bourke - Brewarrina	1	M	1636
Cobar	0	F	357
Cobar	0	M	380
Cobar	1	F	1905
Cobar	1	M	2018
Coonamble	0	F	333
Coonamble	0	M	319
Coonamble	1	F	1741
Coonamble	1	M	1716
Nyngan - Warren	0	F	338
Nyngan - Warren	0	M	313
Nyngan - Warren	1	F	2151
Nyngan - Warren	1	M	2166
Walgett - Lightning Ridge	0	F	451
Walgett - Lightning Ridge	0	M	498
Walgett - Lightning Ridge	1	F	2585
Walgett - Lightning Ridge	1	M	2880
Broken Hill	0	F	851
Broken Hill	0	M	866
Broken Hill	1	F	8240
Broken Hill	1	M	7749
Far West	0	F	181
Far West	0	M	229
Far West	1	F	981
Far West	1	M	1119
Coonabarabran	0	F	464
Coonabarabran	0	M	442
Coonabarabran	1	F	3522
Coonabarabran	1	M	3522
Dubbo - East	0	F	616
Dubbo - East	0	M	576
Dubbo - East	1	F	4760
Dubbo - East	1	M	4427
Dubbo - South	0	F	1008
Dubbo - South	0	M	1029
Dubbo - South	1	F	7921
Dubbo - South	1	M	6985
Dubbo - West	0	F	544
Dubbo - West	0	M	502
Dubbo - West	1	F	3967
Dubbo - West	1	M	3760
Dubbo Region	0	F	267
Dubbo Region	0	M	307
Dubbo Region	1	F	2451
Dubbo Region	1	M	2603
Gilgandra	0	F	194
Gilgandra	0	M	212
Gilgandra	1	F	2009
Gilgandra	1	M	1956
Narromine	0	F	366
Narromine	0	M	367
Narromine	1	F	2903
Narromine	1	M	2903
Wellington	0	F	628
Wellington	0	M	1112
Wellington	1	F	3599
Wellington	1	M	3494
Branxton - Greta - Pokolbin	0	F	476
Branxton - Greta - Pokolbin	0	M	471
Branxton - Greta - Pokolbin	1	F	4557
Branxton - Greta - Pokolbin	1	M	4621
Cessnock	0	F	1032
Cessnock	0	M	1698
Cessnock	1	F	10025
Cessnock	1	M	9243
Cessnock Region	0	F	512
Cessnock Region	0	M	515
Cessnock Region	1	F	3495
Cessnock Region	1	M	3405
Dungog	0	F	368
Dungog	0	M	389
Dungog	1	F	4111
Dungog	1	M	4108
Kurri Kurri - Abermain	0	F	766
Kurri Kurri - Abermain	0	M	712
Kurri Kurri - Abermain	1	F	8110
Kurri Kurri - Abermain	1	M	8052
Singleton	0	F	845
Singleton	0	M	817
Singleton	1	F	7071
Singleton	1	M	7360
Singleton Region	0	F	354
Singleton Region	0	M	397
Singleton Region	1	F	2044
Singleton Region	1	M	2128
Maitland	0	F	353
Maitland	0	M	364
Maitland	1	F	2981
Maitland	1	M	2908
Maitland - East	0	F	1206
Maitland - East	0	M	1142
Maitland - East	1	F	12946
Maitland - East	1	M	12123
Maitland - North	0	F	276
Maitland - North	0	M	273
Maitland - North	1	F	3582
Maitland - North	1	M	3479
Maitland - West	0	F	1031
Maitland - West	0	M	940
Maitland - West	1	F	10539
Maitland - West	1	M	10018
Thornton - Millers Forest	0	F	304
Thornton - Millers Forest	0	M	296
Thornton - Millers Forest	1	F	4728
Thornton - Millers Forest	1	M	4672
Anna Bay	0	F	365
Anna Bay	0	M	330
Anna Bay	1	F	2539
Anna Bay	1	M	2494
Lemon Tree Passage - Tanilba Bay	0	F	328
Lemon Tree Passage - Tanilba Bay	0	M	326
Lemon Tree Passage - Tanilba Bay	1	F	3006
Lemon Tree Passage - Tanilba Bay	1	M	3026
Nelson Bay Peninsula	0	F	1332
Nelson Bay Peninsula	0	M	1180
Nelson Bay Peninsula	1	F	9543
Nelson Bay Peninsula	1	M	8961
Raymond Terrace	0	F	700
Raymond Terrace	0	M	687
Raymond Terrace	1	F	6305
Raymond Terrace	1	M	6136
Seaham - Woodville	0	F	179
Seaham - Woodville	0	M	192
Seaham - Woodville	1	F	2529
Seaham - Woodville	1	M	2509
Tea Gardens - Hawks Nest	0	F	259
Tea Gardens - Hawks Nest	0	M	239
Tea Gardens - Hawks Nest	1	F	2280
Tea Gardens - Hawks Nest	1	M	2261
Williamtown - Medowie - Karuah	0	F	688
Williamtown - Medowie - Karuah	0	M	758
Williamtown - Medowie - Karuah	1	F	6037
Williamtown - Medowie - Karuah	1	M	6187
Muswellbrook	0	F	659
Muswellbrook	0	M	894
Muswellbrook	1	F	5230
Muswellbrook	1	M	5289
Muswellbrook Region	0	F	224
Muswellbrook Region	0	M	234
Muswellbrook Region	1	F	1724
Muswellbrook Region	1	M	1827
Scone	0	F	359
Scone	0	M	397
Scone	1	F	2618
Scone	1	M	2457
Scone Region	0	F	578
Scone Region	0	M	527
Scone Region	1	F	3588
Scone Region	1	M	3592
Dapto - Avondale	0	F	1076
Dapto - Avondale	0	M	1042
Dapto - Avondale	1	F	10986
Dapto - Avondale	1	M	10360
Horsley - Kembla Grange	0	F	407
Horsley - Kembla Grange	0	M	372
Horsley - Kembla Grange	1	F	4023
Horsley - Kembla Grange	1	M	3858
Port Kembla Industrial	0	F	0
Port Kembla Industrial	0	M	-1
Port Kembla Industrial	1	F	0
Port Kembla Industrial	1	M	8
Unanderra - Mount Kembla	0	F	869
Unanderra - Mount Kembla	0	M	715
Unanderra - Mount Kembla	1	F	7037
Unanderra - Mount Kembla	1	M	6760
Berkeley - Lake Heights - Cringila	0	F	877
Berkeley - Lake Heights - Cringila	0	M	860
Berkeley - Lake Heights - Cringila	1	F	6087
Berkeley - Lake Heights - Cringila	1	M	5981
Port Kembla - Warrawong	0	F	695
Port Kembla - Warrawong	0	M	742
Port Kembla - Warrawong	1	F	4195
Port Kembla - Warrawong	1	M	4117
Windang - Primbee	0	F	239
Windang - Primbee	0	M	242
Windang - Primbee	1	F	1871
Windang - Primbee	1	M	1948
Illawarra Catchment Reserve	0	F	0
Illawarra Catchment Reserve	0	M	4
Illawarra Catchment Reserve	1	F	3
Illawarra Catchment Reserve	1	M	0
Albion Park - Macquarie Pass	0	F	561
Albion Park - Macquarie Pass	0	M	533
Albion Park - Macquarie Pass	1	F	6828
Albion Park - Macquarie Pass	1	M	6410
Albion Park Rail	0	F	364
Albion Park Rail	0	M	343
Albion Park Rail	1	F	3176
Albion Park Rail	1	M	3029
Kiama	0	F	461
Kiama	0	M	408
Kiama	1	F	3469
Kiama	1	M	3361
Kiama Downs - Minnamurra	0	F	239
Kiama Downs - Minnamurra	0	M	247
Kiama Downs - Minnamurra	1	F	2715
Kiama Downs - Minnamurra	1	M	2671
Kiama Hinterland - Gerringong	0	F	478
Kiama Hinterland - Gerringong	0	M	437
Kiama Hinterland - Gerringong	1	F	3539
Kiama Hinterland - Gerringong	1	M	3360
Shellharbour - Flinders	0	F	848
Shellharbour - Flinders	0	M	794
Shellharbour - Flinders	1	F	7641
Shellharbour - Flinders	1	M	7546
Shellharbour - Oak Flats	0	F	503
Shellharbour - Oak Flats	0	M	455
Shellharbour - Oak Flats	1	F	4649
Shellharbour - Oak Flats	1	M	4349
Warilla	0	F	1276
Warilla	0	M	1171
Warilla	1	F	9164
Warilla	1	M	8813
Balgownie - Fairy Meadow	0	F	1433
Balgownie - Fairy Meadow	0	M	1452
Balgownie - Fairy Meadow	1	F	9377
Balgownie - Fairy Meadow	1	M	8939
Corrimal - Tarrawanna - Bellambi	0	F	889
Corrimal - Tarrawanna - Bellambi	0	M	784
Corrimal - Tarrawanna - Bellambi	1	F	7062
Corrimal - Tarrawanna - Bellambi	1	M	6692
Figtree - Keiraville	0	F	1415
Figtree - Keiraville	0	M	1602
Figtree - Keiraville	1	F	9194
Figtree - Keiraville	1	M	8871
Helensburgh	0	F	414
Helensburgh	0	M	395
Helensburgh	1	F	3921
Helensburgh	1	M	4055
Thirroul - Austinmer - Coalcliff	0	F	574
Thirroul - Austinmer - Coalcliff	0	M	517
Thirroul - Austinmer - Coalcliff	1	F	5133
Thirroul - Austinmer - Coalcliff	1	M	5073
Woonona - Bulli - Russell Vale	0	F	888
Woonona - Bulli - Russell Vale	0	M	846
Woonona - Bulli - Russell Vale	1	F	9366
Woonona - Bulli - Russell Vale	1	M	8734
Wollongong - East	0	F	1861
Wollongong - East	0	M	2039
Wollongong - East	1	F	5057
Wollongong - East	1	M	5004
Wollongong - West	0	F	1681
Wollongong - West	0	M	2141
Wollongong - West	1	F	6475
Wollongong - West	1	M	6410
Bulahdelah - Stroud	0	F	193
Bulahdelah - Stroud	0	M	222
Bulahdelah - Stroud	1	F	2139
Bulahdelah - Stroud	1	M	2166
Forster	0	F	787
Forster	0	M	692
Forster	1	F	6711
Forster	1	M	6085
Forster-Tuncurry Region	0	F	324
Forster-Tuncurry Region	0	M	341
Forster-Tuncurry Region	1	F	2619
Forster-Tuncurry Region	1	M	2807
Tuncurry	0	F	338
Tuncurry	0	M	296
Tuncurry	1	F	2900
Tuncurry	1	M	2648
Kempsey	0	F	894
Kempsey	0	M	1226
Kempsey	1	F	6549
Kempsey	1	M	6084
Kempsey Region	0	F	530
Kempsey Region	0	M	549
Kempsey Region	1	F	3864
Kempsey Region	1	M	4083
Macksville - Scotts Head	0	F	230
Macksville - Scotts Head	0	M	234
Macksville - Scotts Head	1	F	2219
Macksville - Scotts Head	1	M	2105
Nambucca Heads	0	F	392
Nambucca Heads	0	M	370
Nambucca Heads	1	F	3142
Nambucca Heads	1	M	2850
Nambucca Heads Region	0	F	362
Nambucca Heads Region	0	M	372
Nambucca Heads Region	1	F	3443
Nambucca Heads Region	1	M	3488
South West Rocks	0	F	260
South West Rocks	0	M	205
South West Rocks	1	F	2358
South West Rocks	1	M	2311
Lord Howe Island	0	F	28
Lord Howe Island	0	M	35
Lord Howe Island	1	F	163
Lord Howe Island	1	M	157
Laurieton - Bonny Hills	0	F	764
Laurieton - Bonny Hills	0	M	752
Laurieton - Bonny Hills	1	F	7816
Laurieton - Bonny Hills	1	M	7408
Port Macquarie - East	0	F	1385
Port Macquarie - East	0	M	1315
Port Macquarie - East	1	F	13235
Port Macquarie - East	1	M	12109
Port Macquarie - West	0	F	1071
Port Macquarie - West	0	M	925
Port Macquarie - West	1	F	8210
Port Macquarie - West	1	M	7123
Port Macquarie Region	0	F	330
Port Macquarie Region	0	M	355
Port Macquarie Region	1	F	2245
Port Macquarie Region	1	M	2368
Wauchope	0	F	472
Wauchope	0	M	449
Wauchope	1	F	5329
Wauchope	1	M	4899
Gloucester	0	F	251
Gloucester	0	M	189
Gloucester	1	F	2302
Gloucester	1	M	2287
Old Bar - Manning Point - Red Head	0	F	450
Old Bar - Manning Point - Red Head	0	M	427
Old Bar - Manning Point - Red Head	1	F	4975
Old Bar - Manning Point - Red Head	1	M	4680
Taree	0	F	1029
Taree	0	M	952
Taree	1	F	9637
Taree	1	M	8865
Taree Region	0	F	644
Taree Region	0	M	645
Taree Region	1	F	5482
Taree Region	1	M	5664
Wingham	0	F	232
Wingham	0	M	203
Wingham	1	F	2589
Wingham	1	M	2349
Albury - East	0	F	723
Albury - East	0	M	616
Albury - East	1	F	7089
Albury - East	1	M	6616
Albury - North	0	F	643
Albury - North	0	M	601
Albury - North	1	F	4393
Albury - North	1	M	4201
Albury - South	0	F	672
Albury - South	0	M	718
Albury - South	1	F	4674
Albury - South	1	M	4235
Albury Region	0	F	506
Albury Region	0	M	489
Albury Region	1	F	5296
Albury Region	1	M	5315
Lavington	0	F	989
Lavington	0	M	962
Lavington	1	F	6523
Lavington	1	M	6000
Hay	0	F	225
Hay	0	M	217
Hay	1	F	1249
Hay	1	M	1279
Wentworth - Buronga	0	F	337
Wentworth - Buronga	0	M	353
Wentworth - Buronga	1	F	2602
Wentworth - Buronga	1	M	2680
Wentworth-Balranald Region	0	F	267
Wentworth-Balranald Region	0	M	286
Wentworth-Balranald Region	1	F	1436
Wentworth-Balranald Region	1	M	1621
Corowa	0	F	257
Corowa	0	M	248
Corowa	1	F	2547
Corowa	1	M	2426
Corowa Region	0	F	391
Corowa Region	0	M	396
Corowa Region	1	F	2947
Corowa Region	1	M	3007
Deniliquin	0	F	469
Deniliquin	0	M	466
Deniliquin	1	F	3387
Deniliquin	1	M	3115
Deniliquin Region	0	F	354
Deniliquin Region	0	M	380
Deniliquin Region	1	F	2923
Deniliquin Region	1	M	3099
Moama	0	F	312
Moama	0	M	294
Moama	1	F	2701
Moama	1	M	2542
Tocumwal - Finley - Jerilderie	0	F	616
Tocumwal - Finley - Jerilderie	0	M	650
Tocumwal - Finley - Jerilderie	1	F	4224
Tocumwal - Finley - Jerilderie	1	M	4240
Armidale	0	F	1833
Armidale	0	M	1763
Armidale	1	F	10376
Armidale	1	M	9379
Armidale Region - North	0	F	233
Armidale Region - North	0	M	230
Armidale Region - North	1	F	1985
Armidale Region - North	1	M	2046
Armidale Region - South	0	F	257
Armidale Region - South	0	M	243
Armidale Region - South	1	F	2841
Armidale Region - South	1	M	2679
Walcha	0	F	220
Walcha	0	M	202
Walcha	1	F	1391
Walcha	1	M	1418
Glen Innes	0	F	552
Glen Innes	0	M	650
Glen Innes	1	F	3901
Glen Innes	1	M	3730
Inverell	0	F	600
Inverell	0	M	552
Inverell	1	F	5470
Inverell	1	M	5038
Inverell Region - East	0	F	340
Inverell Region - East	0	M	338
Inverell Region - East	1	F	2244
Inverell Region - East	1	M	2315
Inverell Region - West	0	F	331
Inverell Region - West	0	M	328
Inverell Region - West	1	F	2627
Inverell Region - West	1	M	2702
Tenterfield	0	F	438
Tenterfield	0	M	407
Tenterfield	1	F	2937
Tenterfield	1	M	2846
Moree	0	F	600
Moree	0	M	607
Moree	1	F	3539
Moree	1	M	3460
Moree Region	0	F	369
Moree Region	0	M	411
Moree Region	1	F	2241
Moree Region	1	M	2431
Narrabri	0	F	474
Narrabri	0	M	404
Narrabri	1	F	3216
Narrabri	1	M	3080
Narrabri Region	0	F	327
Narrabri Region	0	M	338
Narrabri Region	1	F	1995
Narrabri Region	1	M	2139
Gunnedah	0	F	474
Gunnedah	0	M	458
Gunnedah	1	F	4217
Gunnedah	1	M	4042
Gunnedah Region	0	F	204
Gunnedah Region	0	M	239
Gunnedah Region	1	F	1765
Gunnedah Region	1	M	1928
Quirindi	0	F	440
Quirindi	0	M	393
Quirindi	1	F	3375
Quirindi	1	M	3479
Tamworth - East	0	F	1073
Tamworth - East	0	M	1167
Tamworth - East	1	F	9292
Tamworth - East	1	M	8836
Tamworth - North	0	F	957
Tamworth - North	0	M	944
Tamworth - North	1	F	7033
Tamworth - North	1	M	6139
Tamworth - West	0	F	366
Tamworth - West	0	M	396
Tamworth - West	1	F	2475
Tamworth - West	1	M	2321
Tamworth Region	0	F	890
Tamworth Region	0	M	846
Tamworth Region	1	F	8402
Tamworth Region	1	M	8337
Belmont - Bennetts Green	0	F	635
Belmont - Bennetts Green	0	M	552
Belmont - Bennetts Green	1	F	8403
Belmont - Bennetts Green	1	M	8134
Belmont South - Blacksmiths	0	F	178
Belmont South - Blacksmiths	0	M	194
Belmont South - Blacksmiths	1	F	2675
Belmont South - Blacksmiths	1	M	2562
Charlestown - Dudley	0	F	1031
Charlestown - Dudley	0	M	925
Charlestown - Dudley	1	F	11254
Charlestown - Dudley	1	M	10755
Glendale - Cardiff - Hillsborough	0	F	801
Glendale - Cardiff - Hillsborough	0	M	791
Glendale - Cardiff - Hillsborough	1	F	11106
Glendale - Cardiff - Hillsborough	1	M	10691
Mount Hutton - Windale	0	F	429
Mount Hutton - Windale	0	M	381
Mount Hutton - Windale	1	F	4249
Mount Hutton - Windale	1	M	3844
Redhead	0	F	169
Redhead	0	M	136
Redhead	1	F	1640
Redhead	1	M	1567
Swansea - Caves Beach	0	F	470
Swansea - Caves Beach	0	M	459
Swansea - Caves Beach	1	F	5414
Swansea - Caves Beach	1	M	5206
Valentine - Eleebana	0	F	392
Valentine - Eleebana	0	M	426
Valentine - Eleebana	1	F	5723
Valentine - Eleebana	1	M	5456
Warners Bay - Boolaroo	0	F	536
Warners Bay - Boolaroo	0	M	509
Warners Bay - Boolaroo	1	F	6403
Warners Bay - Boolaroo	1	M	5916
Bolton Point - Teralba	0	F	343
Bolton Point - Teralba	0	M	303
