SA2_NAME16	BornAust	persons
Rosemeadow - Glen Alpine	1	14121
Bargo	0	671
Bargo	1	4697
Douglas Park - Appin	0	1123
Douglas Park - Appin	1	7984
Picton - Tahmoor - Buxton	0	2022
Picton - Tahmoor - Buxton	1	13556
The Oaks - Oakdale	0	1096
The Oaks - Oakdale	1	7349
Blackheath - Megalong Valley	0	1049
Blackheath - Megalong Valley	1	4068
Blaxland - Warrimoo - Lapstone	0	2702
Blaxland - Warrimoo - Lapstone	1	15539
Blue Mountains - North	1	10
Katoomba - Leura	0	2873
Katoomba - Leura	1	9300
Lawson - Hazelbrook - Linden	0	1842
Lawson - Hazelbrook - Linden	1	8887
Springwood - Winmalee	0	3277
Springwood - Winmalee	1	17584
Wentworth Falls	0	1171
Wentworth Falls	1	4532
Blue Mountains - South	0	3
Cambridge Park	0	2456
Cambridge Park	1	12354
Castlereagh - Cranebrook	0	4447
Castlereagh - Cranebrook	1	18008
Emu Plains - Leonay	0	2212
Emu Plains - Leonay	1	11467
Glenmore Park - Regentville	0	4137
Glenmore Park - Regentville	1	16264
Jamisontown - South Penrith	0	3118
Jamisontown - South Penrith	1	13168
Kingswood - Werrington	0	5316
Kingswood - Werrington	1	12961
Mulgoa - Luddenham - Orchard Hills	0	1718
Mulgoa - Luddenham - Orchard Hills	1	7193
Penrith	0	3167
Penrith	1	9044
Warragamba - Silverdale	0	574
Warragamba - Silverdale	1	4357
Richmond - Clarendon	0	1988
Richmond - Clarendon	1	10939
Windsor - Bligh Park	0	1851
Windsor - Bligh Park	1	12600
Yarramundi - Londonderry	0	1072
Yarramundi - Londonderry	1	5761
Erskine Park	0	1527
Erskine Park	1	4657
St Clair	0	5106
St Clair	1	13724
Colyton - Oxley Park	0	3217
Colyton - Oxley Park	1	7513
St Marys - North St Marys	0	4643
St Marys - North St Marys	1	9972
Homebush Bay - Silverwater	0	9204
Homebush Bay - Silverwater	1	7838
Rookwood Cemetery	1	3
Auburn - Central	0	10907
Auburn - Central	1	5283
Auburn - North	0	8466
Auburn - North	1	2129
Auburn - South	0	4533
Auburn - South	1	3476
Berala	0	5264
Berala	1	3263
Lidcombe	0	12806
Lidcombe	1	5999
Regents Park	0	2712
Regents Park	1	2089
Carlingford	0	13557
Carlingford	1	12978
Ermington - Rydalmere	0	8572
Ermington - Rydalmere	1	11826
Oatlands - Dundas Valley	0	7798
Oatlands - Dundas Valley	1	9043
Chester Hill - Sefton	0	8318
Chester Hill - Sefton	1	8973
Fairfield - East	0	7769
Fairfield - East	1	6519
Granville - Clyde	0	11037
Granville - Clyde	1	8197
Greystanes - Pemulwuy	0	8644
Greystanes - Pemulwuy	1	16349
Guildford - South Granville	0	8944
Guildford - South Granville	1	10135
Guildford West - Merrylands West	0	8837
Guildford West - Merrylands West	1	10576
Merrylands - Holroyd	0	14104
Merrylands - Holroyd	1	12740
Smithfield Industrial	0	5
Smithfield Industrial	1	5
Yennora Industrial	0	10
Yennora Industrial	1	5
North Parramatta	0	11377
North Parramatta	1	8935
North Rocks	0	2768
North Rocks	1	4891
Northmead	0	10350
Northmead	1	8577
Parramatta - Rosehill	0	20438
Parramatta - Rosehill	1	6255
Toongabbie - Constitution Hill	0	8805
Toongabbie - Constitution Hill	1	12059
Winston Hills	0	3029
Winston Hills	1	7493
Pendle Hill - Girraween	0	7205
Pendle Hill - Girraween	1	4895
Wentworthville - Westmead	0	9720
Wentworthville - Westmead	1	5084
Epping - North Epping	0	14129
Epping - North Epping	1	12172
Pennant Hills - Cheltenham	0	7006
Pennant Hills - Cheltenham	1	12912
Eastwood - Denistone	0	13254
Eastwood - Denistone	1	10872
Gladesville - Huntleys Point	0	4270
Gladesville - Huntleys Point	1	9366
Hunters Hill - Woolwich	0	2595
Hunters Hill - Woolwich	1	7135
Macquarie Park - Marsfield	0	12507
Macquarie Park - Marsfield	1	8199
North Ryde - East Ryde	0	4545
North Ryde - East Ryde	1	7316
West Ryde - Meadowbank	0	10257
West Ryde - Meadowbank	1	8369
Putney	0	1175
Putney	1	2808
Ryde	0	12365
Ryde	1	13382
Ashcroft - Busby - Miller	0	5903
Ashcroft - Busby - Miller	1	9422
Austral - Greendale	0	2329
Austral - Greendale	1	5717
Cobbitty - Leppington	0	4188
Cobbitty - Leppington	1	12173
Badgerys Creek	0	18
Badgerys Creek	1	36
Cecil Hills	0	2921
Cecil Hills	1	3748
Green Valley	0	6213
Green Valley	1	5653
Hinchinbrook	0	5671
Hinchinbrook	1	6100
Hoxton Park - Carnes Hill - Horningsea Park	0	4959
Hoxton Park - Carnes Hill - Horningsea Park	1	6128
West Hoxton - Middleton Grange	0	5736
West Hoxton - Middleton Grange	1	8657
Bonnyrigg Heights - Bonnyrigg	0	8374
Bonnyrigg Heights - Bonnyrigg	1	6908
Bossley Park - Abbotsbury	0	8812
Bossley Park - Abbotsbury	1	9282
Cabramatta - Lansvale	0	15576
Cabramatta - Lansvale	1	7720
Cabramatta West - Mount Pritchard	0	8055
Cabramatta West - Mount Pritchard	1	8016
Canley Vale - Canley Heights	0	11936
Canley Vale - Canley Heights	1	7811
Edensor Park	0	4849
Edensor Park	1	4547
Fairfield	0	11528
Fairfield	1	5172
Fairfield - West	0	10643
Fairfield - West	1	7369
Greenfield Park - Prairiewood	0	4453
Greenfield Park - Prairiewood	1	3509
Horsley Park - Kemps Creek	0	1185
Horsley Park - Kemps Creek	1	2781
Smithfield - Wetherill Park	0	8680
Smithfield - Wetherill Park	1	8278
St Johns Park - Wakeley	0	6025
St Johns Park - Wakeley	1	4320
Wetherill Park Industrial	0	23
Wetherill Park Industrial	1	9
Casula	0	6525
Casula	1	7983
Chipping Norton - Moorebank	0	6015
Chipping Norton - Moorebank	1	11883
Holsworthy - Wattle Grove	0	6126
Holsworthy - Wattle Grove	1	13678
Liverpool	0	15071
Liverpool	1	8449
Lurnea - Cartwright	0	4664
Lurnea - Cartwright	1	5833
Prestons - Edmondson Park	0	7687
Prestons - Edmondson Park	1	9050
Warwick Farm	0	2944
Warwick Farm	1	1951
Gymea - Grays Point	0	2840
Gymea - Grays Point	1	14013
Miranda - Yowie Bay	0	4417
Miranda - Yowie Bay	1	12877
Sylvania - Taren Point	0	3908
Sylvania - Taren Point	1	11239
Caringbah	0	2356
Caringbah	1	8695
Caringbah South	0	1660
Caringbah South	1	9941
Cronulla - Kurnell - Bundeena	0	3907
Cronulla - Kurnell - Bundeena	1	17845
Lilli Pilli - Port Hacking - Dolans Bay	0	380
Lilli Pilli - Port Hacking - Dolans Bay	1	2663
Woolaware - Burraneer	0	1143
Woolaware - Burraneer	1	6275
Heathcote - Waterfall	0	742
Heathcote - Waterfall	1	5586
Illawong - Alfords Point	0	2328
Illawong - Alfords Point	1	7804
Menai - Lucas Heights - Woronora	0	3700
Menai - Lucas Heights - Woronora	1	16732
Oyster Bay - Como - Jannali	0	3864
Oyster Bay - Como - Jannali	1	16647
Royal National Park	0	3
Royal National Park	1	21
Sutherland - Kirrawee	0	4614
Sutherland - Kirrawee	1	15241
Engadine	0	2164
Engadine	1	14357
Loftus - Yarrawarrah	0	837
Loftus - Yarrawarrah	1	6207
Woronora Heights	0	509
Woronora Heights	1	3067
Migratory - Offshore - Shipping (NSW)	0	142
Migratory - Offshore - Shipping (NSW)	1	232
No usual address (NSW)	0	3012
No usual address (NSW)	1	7028
Alfredton	0	1439
Alfredton	1	9674
Ballarat	0	1355
Ballarat	1	9865
Ballarat - North	0	1929
Ballarat - North	1	19699
Ballarat - South	0	2371
Ballarat - South	1	19953
Buninyong	0	757
Buninyong	1	5873
Delacombe	0	529
Delacombe	1	6155
Smythes Creek	0	300
Smythes Creek	1	3392
Wendouree - Miners Rest	0	1131
Wendouree - Miners Rest	1	12331
Bacchus Marsh Region	0	745
Bacchus Marsh Region	1	4623
Creswick - Clunes	0	769
Creswick - Clunes	1	6220
Daylesford	0	1366
Daylesford	1	6685
Gordon (Vic.)	0	584
Gordon (Vic.)	1	4554
Avoca	0	298
Avoca	1	2664
Beaufort	0	418
Beaufort	1	3576
Golden Plains - North	0	421
Golden Plains - North	1	3713
Maryborough (Vic.)	0	645
Maryborough (Vic.)	1	6567
Maryborough Region	0	559
Maryborough Region	1	4207
Bendigo	0	1429
Bendigo	1	11758
California Gully - Eaglehawk	0	647
California Gully - Eaglehawk	1	10112
East Bendigo - Kennington	0	1276
East Bendigo - Kennington	1	11432
Flora Hill - Spring Gully	0	862
Flora Hill - Spring Gully	1	7887
Kangaroo Flat - Golden Square	0	1664
Kangaroo Flat - Golden Square	1	16517
Maiden Gully	0	230
Maiden Gully	1	4555
Strathfieldsaye	0	578
Strathfieldsaye	1	7635
White Hills - Ascot	0	875
White Hills - Ascot	1	10011
Bendigo Region - South	0	474
Bendigo Region - South	1	6165
Castlemaine	0	1254
Castlemaine	1	8279
Castlemaine Region	0	939
Castlemaine Region	1	6793
Heathcote	0	503
Heathcote	1	3483
Kyneton	0	1220
Kyneton	1	7534
Woodend	0	948
Woodend	1	5277
Bendigo Region - North	0	245
Bendigo Region - North	1	3763
Loddon	0	550
Loddon	1	5618
Bannockburn	0	593
Bannockburn	1	5444
Golden Plains - South	0	715
Golden Plains - South	1	5675
Winchelsea	0	506
Winchelsea	1	4777
Belmont	0	2132
Belmont	1	11049
Corio - Norlane	0	5969
Corio - Norlane	1	17879
Geelong	0	2208
Geelong	1	9505
Geelong West - Hamlyn Heights	0	2906
Geelong West - Hamlyn Heights	1	15339
Grovedale	0	3385
Grovedale	1	18625
Highton	0	3968
Highton	1	17157
Lara	0	2779
Lara	1	14341
Leopold	0	1616
Leopold	1	10477
Newcomb - Moolap	0	1963
Newcomb - Moolap	1	11535
Newtown (Vic.)	0	1353
Newtown (Vic.)	1	8200
North Geelong - Bell Park	0	3874
North Geelong - Bell Park	1	9375
Clifton Springs	0	1849
Clifton Springs	1	10629
Lorne - Anglesea	0	555
Lorne - Anglesea	1	4043
Ocean Grove - Barwon Heads	0	2663
Ocean Grove - Barwon Heads	1	19400
Portarlington	0	1173
Portarlington	1	5531
Point Lonsdale - Queenscliff	0	451
Point Lonsdale - Queenscliff	1	3338
Torquay	0	2270
Torquay	1	15153
Alexandra	0	755
Alexandra	1	4977
Euroa	0	518
Euroa	1	5175
Kilmore - Broadford	0	1463
Kilmore - Broadford	1	11276
Mansfield (Vic.)	0	1012
Mansfield (Vic.)	1	6920
Nagambie	0	404
Nagambie	1	3176
Seymour	0	642
Seymour	1	4891
Seymour Region	0	433
Seymour Region	1	3536
Upper Yarra Valley	0	27
Upper Yarra Valley	1	128
Yea	0	374
Yea	1	2816
Benalla	0	827
Benalla	1	8577
Benalla Region	0	266
Benalla Region	1	2927
Rutherglen	0	264
Rutherglen	1	3336
Wangaratta	0	1599
Wangaratta	1	15701
Wangaratta Region	0	676
Wangaratta Region	1	8018
Beechworth	0	538
Beechworth	1	3640
Bright - Mount Beauty	0	1121
Bright - Mount Beauty	1	6092
Chiltern - Indigo Valley	0	239
Chiltern - Indigo Valley	1	2604
Myrtleford	0	641
Myrtleford	1	3574
Towong	0	482
Towong	1	4925
West Wodonga	0	1306
West Wodonga	1	12785
Wodonga	0	2657
Wodonga	1	19899
Yackandandah	0	324
Yackandandah	1	3929
Drouin	0	1862
Drouin	1	13052
Mount Baw Baw Region	0	622
Mount Baw Baw Region	1	4854
Trafalgar (Vic.)	0	718
Trafalgar (Vic.)	1	6240
Warragul	0	2077
Warragul	1	15365
Alps - East	1	4
Bairnsdale	0	1426
Bairnsdale	1	11668
Bruthen - Omeo	0	672
Bruthen - Omeo	1	6371
Lakes Entrance	0	1260
Lakes Entrance	1	7636
Orbost	0	624
Orbost	1	5175
Paynesville	0	916
Paynesville	1	4848
Foster	0	1062
Foster	1	6697
French Island	0	17
French Island	1	89
Korumburra	0	989
Korumburra	1	7438
Leongatha	0	1111
Leongatha	1	9023
Phillip Island	0	1676
Phillip Island	1	7851
Wilsons Promontory	1	8
Wonthaggi - Inverloch	0	3045
Wonthaggi - Inverloch	1	17134
Churchill	0	1322
Churchill	1	9068
Moe - Newborough	0	2188
Moe - Newborough	1	12816
Morwell	0	2125
Morwell	1	10145
Traralgon	0	3139
Traralgon	1	21370
Yallourn North - Glengarry	0	312
Yallourn North - Glengarry	1	3865
Alps - West	1	24
Longford - Loch Sport	0	536
Longford - Loch Sport	1	3284
Maffra	0	1071
Maffra	1	11635
Rosedale	0	618
Rosedale	1	3736
Sale	0	1792
Sale	1	11660
Yarram	0	526
Yarram	1	4209
Brunswick	0	8083
Brunswick	1	15574
Brunswick East	0	3476
Brunswick East	1	6778
Brunswick West	0	4339
Brunswick West	1	8479
Coburg	0	8517
Coburg	1	16231
Pascoe Vale South	0	2196
Pascoe Vale South	1	7122
Alphington - Fairfield	0	2155
Alphington - Fairfield	1	6271
Northcote	0	6056
Northcote	1	16935
Thornbury	0	5153
Thornbury	1	12030
Ascot Vale	0	4107
Ascot Vale	1	9499
Essendon - Aberfeldie	0	6481
Essendon - Aberfeldie	1	19318
Flemington	0	4041
Flemington	1	4967
Moonee Ponds	0	3723
Moonee Ponds	1	9725
Carlton	0	11952
Carlton	1	5212
Docklands	0	6517
Docklands	1	2972
East Melbourne	0	1281
East Melbourne	1	3112
Flemington Racecourse	0	20
Flemington Racecourse	1	30
Kensington (Vic.)	0	3440
Kensington (Vic.)	1	6590
Melbourne	0	27555
Melbourne	1	5333
North Melbourne	0	9601
North Melbourne	1	8557
Parkville	0	2803
Parkville	1	3719
South Yarra - West	0	1892
South Yarra - West	1	3430
Southbank	0	10744
Southbank	1	5480
Albert Park	0	4951
Albert Park	1	9112
Elwood	0	3900
Elwood	1	9903
Port Melbourne	0	4466
Port Melbourne	1	10197
Port Melbourne Industrial	0	4
Port Melbourne Industrial	1	14
South Melbourne	0	4050
South Melbourne	1	6356
St Kilda	0	9196
St Kilda	1	13242
St Kilda East	0	5312
St Kilda East	1	9604
Armadale	0	2528
Armadale	1	5781
Prahran - Windsor	0	6296
Prahran - Windsor	1	11405
South Yarra - East	0	8375
South Yarra - East	1	10178
Toorak	0	3727
Toorak	1	8315
Abbotsford	0	2869
Abbotsford	1	4512
Carlton North - Princes Hill	0	2045
Carlton North - Princes Hill	1	5806
Collingwood	0	2929
Collingwood	1	4409
Fitzroy	0	3332
Fitzroy	1	5555
Fitzroy North	0	3013
Fitzroy North	1	8302
Richmond (Vic.)	0	9324
Richmond (Vic.)	1	18520
Yarra - North	0	1830
Yarra - North	1	6496
Ashburton (Vic.)	0	2031
Ashburton (Vic.)	1	5395
Balwyn	0	6201
Balwyn	1	8974
Balwyn North	0	7803
Balwyn North	1	11672
Camberwell	0	6165
Camberwell	1	14384
Glen Iris - East	0	3978
Glen Iris - East	1	11794
Hawthorn	0	7463
Hawthorn	1	13958
Hawthorn East	0	4770
Hawthorn East	1	9537
Kew	0	7196
Kew	1	16039
Kew East	0	1767
Kew East	1	4400
Surrey Hills (West) - Canterbury	0	4376
Surrey Hills (West) - Canterbury	1	11274
Bulleen	0	4406
Bulleen	1	6017
Doncaster	0	10487
Doncaster	1	9181
Templestowe	0	6543
Templestowe	1	9385
Templestowe Lower	0	5069
Templestowe Lower	1	7881
Doncaster East (North)	0	6777
Doncaster East (North)	1	7298
Doncaster East (South)	0	6882
Doncaster East (South)	1	6486
Blackburn	0	6747
Blackburn	1	13814
Blackburn South	0	3489
Blackburn South	1	6775
Box Hill	0	9587
Box Hill	1	9053
Box Hill North	0	7057
Box Hill North	1	9853
Burwood	0	6156
Burwood	1	5509
Burwood East	0	4946
Burwood East	1	4925
Surrey Hills (East) - Mont Albert	0	2803
Surrey Hills (East) - Mont Albert	1	6804
Beaumaris	0	3032
Beaumaris	1	9763
Brighton (Vic.)	0	5868
Brighton (Vic.)	1	15474
Brighton East	0	4388
Brighton East	1	10638
Cheltenham - Highett (West)	0	2829
Cheltenham - Highett (West)	1	7557
Hampton	0	4711
Hampton	1	11899
Sandringham - Black Rock	0	3994
Sandringham - Black Rock	1	11626
Bentleigh - McKinnon	0	7658
Bentleigh - McKinnon	1	13726
Carnegie	0	8098
Carnegie	1	9019
Caulfield - North	0	7404
Caulfield - North	1	12273
Caulfield - South	0	6728
Caulfield - South	1	9838
Elsternwick	0	3404
Elsternwick	1	7361
Hughesdale	0	3076
Hughesdale	1	4141
Murrumbeena	0	3207
Murrumbeena	1	5648
Ormond - Glen Huntly	0	6070
Ormond - Glen Huntly	1	6674
Bentleigh East (North)	0	5137
Bentleigh East (North)	1	8937
Bentleigh East (South)	0	4050
Bentleigh East (South)	1	8552
Aspendale Gardens - Waterways	0	3043
Aspendale Gardens - Waterways	1	5581
Braeside	0	30
Braeside	1	20
Carrum - Patterson Lakes	0	2730
Carrum - Patterson Lakes	1	8058
Chelsea - Bonbeach	0	3469
Chelsea - Bonbeach	1	9661
Chelsea Heights	0	1363
Chelsea Heights	1	3748
Cheltenham - Highett (East)	0	6597
Cheltenham - Highett (East)	1	14445
Edithvale - Aspendale	0	2458
Edithvale - Aspendale	1	9508
Mentone	0	3588
Mentone	1	8698
Moorabbin - Heatherton	0	3046
Moorabbin - Heatherton	1	5180
Mordialloc - Parkdale	0	4682
Mordialloc - Parkdale	1	14255
Malvern - Glen Iris	0	5297
Malvern - Glen Iris	1	13579
Malvern East	0	6504
Malvern East	1	13893
Bundoora - East	0	3147
Bundoora - East	1	6290
Greensborough	0	3734
Greensborough	1	15933
Heidelberg - Rosanna	0	3748
Heidelberg - Rosanna	1	10169
Heidelberg West	0	4316
Heidelberg West	1	8421
Ivanhoe	0	2977
Ivanhoe	1	7886
Ivanhoe East - Eaglemont	0	1673
Ivanhoe East - Eaglemont	1	5722
Montmorency - Briar Hill	0	2497
Montmorency - Briar Hill	1	12962
Viewbank - Yallambie	0	4626
Viewbank - Yallambie	1	12848
Watsonia	0	1879
Watsonia	1	6863
Kingsbury	0	5051
Kingsbury	1	5532
Reservoir - East	0	10262
Reservoir - East	1	14271
Reservoir - West	0	9121
Reservoir - West	1	13144
Preston - East	0	7160
Preston - East	1	11146
Preston - West	0	3877
Preston - West	1	7587
Eltham	0	3915
Eltham	1	18107
Hurstbridge	0	412
Hurstbridge	1	2888
Kinglake	0	389
Kinglake	1	3088
Panton Hill - St Andrews	0	643
Panton Hill - St Andrews	1	4043
Plenty - Yarrambat	0	1697
Plenty - Yarrambat	1	7263
Research - North Warrandyte	0	942
Research - North Warrandyte	1	5400
Wattle Glen - Diamond Creek	0	1937
Wattle Glen - Diamond Creek	1	11255
Bundoora - North	0	3149
Bundoora - North	1	3918
Bundoora - West	0	2727
Bundoora - West	1	3030
Lalor	0	10933
Lalor	1	10185
Mill Park - North	0	6060
Mill Park - North	1	10896
Mill Park - South	0	4081
Mill Park - South	1	7012
Thomastown	0	10372
Thomastown	1	8315
Wallan	0	2164
Wallan	1	12595
Whittlesea	0	982
Whittlesea	1	6463
Doreen	0	3187
Doreen	1	16967
Epping - East	0	4559
Epping - East	1	7805
Epping - South	0	3325
Epping - South	1	4393
Epping - West	0	4873
Epping - West	1	5386
Mernda	0	4578
Mernda	1	10818
South Morang (North)	0	3569
South Morang (North)	1	7973
South Morang (South)	0	3655
South Morang (South)	1	7867
Wollert	0	4100
Wollert	1	4275
Airport West	0	2007
Airport West	1	5064
Keilor	0	2069
Keilor	1	5962
Keilor East	0	8884
Keilor East	1	15695
Niddrie - Essendon West	0	1379
Niddrie - Essendon West	1	5257
Strathmore	0	1623
Strathmore	1	7381
Gisborne	0	1657
Gisborne	1	10408
Macedon	0	468
Macedon	1	2638
Riddells Creek	0	479
Riddells Creek	1	3340
Romsey	0	951
Romsey	1	7603
Coburg North	0	2638
Coburg North	1	4430
Fawkner	0	6515
Fawkner	1	6240
Pascoe Vale	0	7184
Pascoe Vale	1	14633
Glenroy	0	9545
Glenroy	1	10855
Gowanbrae	0	686
Gowanbrae	1	2054
Hadfield	0	1838
Hadfield	1	3334
Sunbury	0	1915
Sunbury	1	10050
Sunbury - South	0	4269
Sunbury - South	1	20893
Broadmeadows	0	6079
Broadmeadows	1	5791
Campbellfield - Coolaroo	0	7326
Campbellfield - Coolaroo	1	7206
Gladstone Park - Westmeadows	0	4992
Gladstone Park - Westmeadows	1	11491
Greenvale - Bulla	0	4940
Greenvale - Bulla	1	10584
Meadow Heights	0	6657
Meadow Heights	1	6990
Melbourne Airport	0	20
Melbourne Airport	1	69
Roxburgh Park - Somerton	0	10494
Roxburgh Park - Somerton	1	10006
Tullamarine	0	2093
Tullamarine	1	3788
Craigieburn - Central	0	2788
Craigieburn - Central	1	5091
Craigieburn - North	0	4607
Craigieburn - North	1	6292
Craigieburn - South	0	6574
Craigieburn - South	1	8873
Craigieburn - West	0	7087
Craigieburn - West	1	6425
Mickleham - Yuroke	0	1068
Mickleham - Yuroke	1	2076
Bayswater	0	3806
Bayswater	1	7585
Knoxfield - Scoresby	0	5435
Knoxfield - Scoresby	1	9043
Lysterfield	0	1387
Lysterfield	1	4859
Rowville - Central	0	5038
Rowville - Central	1	9601
Rowville - North	0	2385
Rowville - North	1	5418
Rowville - South	0	3513
Rowville - South	1	6678
Wantirna	0	4982
Wantirna	1	8374
Wantirna South	0	7474
Wantirna South	1	9739
Boronia	0	5320
Boronia	1	15546
Ferntree Gully (North)	0	3196
Ferntree Gully (North)	1	9976
Ferntree Gully (South) - Upper Ferntree Gully	0	3344
Ferntree Gully (South) - Upper Ferntree Gully	1	10704
The Basin	0	628
The Basin	1	3415
Donvale - Park Orchards	0	4439
Donvale - Park Orchards	1	10875
Warrandyte - Wonga Park	0	1759
Warrandyte - Wonga Park	1	7766
Bayswater North	0	2314
Bayswater North	1	8734
Croydon Hills - Warranwood	0	3080
Croydon Hills - Warranwood	1	14273
Ringwood	0	5548
Ringwood	1	10824
Ringwood East	0	4908
Ringwood East	1	14486
Ringwood North	0	2044
Ringwood North	1	7137
Croydon - East	0	3499
Croydon - East	1	10679
Croydon - West	0	3130
Croydon - West	1	9660
Croydon South	0	909
Croydon South	1	3596
Forest Hill	0	4214
Forest Hill	1	6006
Mitcham (Vic.)	0	5076
Mitcham (Vic.)	1	10380
Nunawading	0	4141
Nunawading	1	7063
Vermont	0	3437
Vermont	1	6670
Vermont South	0	4976
Vermont South	1	6352
Belgrave - Selby	0	1630
Belgrave - Selby	1	7823
Chirnside Park	0	2025
Chirnside Park	1	7410
Healesville - Yarra Glen	0	1886
Healesville - Yarra Glen	1	10731
Kilsyth	0	1749
Kilsyth	1	6930
Lilydale - Coldstream	0	2960
Lilydale - Coldstream	1	14856
Monbulk - Silvan	0	995
Monbulk - Silvan	1	4332
Montrose	0	1027
Montrose	1	5344
Mooroolbark	0	4425
Mooroolbark	1	16594
Mount Dandenong - Olinda	0	1768
Mount Dandenong - Olinda	1	7330
Mount Evelyn	0	1270
Mount Evelyn	1	7951
Upwey - Tecoma	0	1608
Upwey - Tecoma	1	7594
Wandin - Seville	0	856
Wandin - Seville	1	6326
Yarra Valley	0	2099
Yarra Valley	1	12746
Beaconsfield - Officer	0	2825
Beaconsfield - Officer	1	9649
Bunyip - Garfield	0	830
Bunyip - Garfield	1	7117
Emerald - Cockatoo	0	2608
Emerald - Cockatoo	1	14130
Koo Wee Rup	0	773
Koo Wee Rup	1	6006
Pakenham - North	0	3750
Pakenham - North	1	13686
Pakenham - South	0	7088
Pakenham - South	1	19892
Berwick - North	0	6089
Berwick - North	1	15813
Berwick - South	0	8775
Berwick - South	1	16024
Doveton	0	5952
Doveton	1	4388
Hallam	0	5622
Hallam	1	4533
Narre Warren North	0	2016
Narre Warren North	1	5306
Endeavour Hills - North	0	5364
Endeavour Hills - North	1	5880
Endeavour Hills - South	0	6505
Endeavour Hills - South	1	6126
Narre Warren - North East	0	4468
Narre Warren - North East	1	8366
Narre Warren - South West	0	5615
Narre Warren - South West	1	7596
Cranbourne	0	6033
Cranbourne	1	12504
Cranbourne East	0	10591
Cranbourne East	1	13832
Cranbourne North	0	7652
Cranbourne North	1	11204
Cranbourne South	0	1310
Cranbourne South	1	6855
Cranbourne West	0	5798
Cranbourne West	1	8445
Hampton Park - Lynbrook	0	13022
Hampton Park - Lynbrook	1	10637
Lynbrook - Lyndhurst	0	7724
Lynbrook - Lyndhurst	1	6707
Pearcedale - Tooradin	0	926
Pearcedale - Tooradin	1	6174
Narre Warren South (East)	0	4085
Narre Warren South (East)	1	8557
Narre Warren South (West)	0	6878
Narre Warren South (West)	1	9091
Clarinda - Oakleigh South	0	5630
Clarinda - Oakleigh South	1	5423
Clayton South	0	8052
Clayton South	1	3911
Dandenong	0	18992
Dandenong	1	8798
Dandenong North	0	11572
Dandenong North	1	9486
Dingley Village	0	2575
Dingley Village	1	7290
Keysborough	0	13594
Keysborough	1	11319
Noble Park North	0	3628
Noble Park North	1	3356
Springvale	0	14244
Springvale	1	6144
Springvale South	0	7400
Springvale South	1	4605
Noble Park - East	0	7340
Noble Park - East	1	4191
Noble Park - West	0	10993
Noble Park - West	1	6586
Ashwood - Chadstone	0	7644
Ashwood - Chadstone	1	9385
Clayton	0	15412
Clayton	1	5744
Glen Waverley - East	0	11438
Glen Waverley - East	1	8965
Glen Waverley - West	0	10942
Glen Waverley - West	1	7522
Mount Waverley - North	0	6889
Mount Waverley - North	1	7752
Mount Waverley - South	0	7758
Mount Waverley - South	1	9625
Mulgrave	0	8646
Mulgrave	1	9680
Oakleigh - Huntingdale	0	9029
Oakleigh - Huntingdale	1	11090
Wheelers Hill	0	8759
Wheelers Hill	1	10167
Ardeer - Albion	0	3835
Ardeer - Albion	1	3286
Cairnlea	0	4852
Cairnlea	1	4369
Deer Park - Derrimut	0	12859
Deer Park - Derrimut	1	11512
Delahey	0	3889
Delahey	1	3930
Keilor Downs	0	5254
Keilor Downs	1	7226
Kings Park (Vic.)	0	7051
Kings Park (Vic.)	1	5567
St Albans - North	0	11388
St Albans - North	1	6759
St Albans - South	0	10268
St Albans - South	1	5412
Sunshine	0	4897
Sunshine	1	4076
Sunshine North	0	6469
Sunshine North	1	4394
Sunshine West	0	9766
Sunshine West	1	7440
Sydenham	0	4983
Sydenham	1	6177
Taylors Lakes	0	5425
Taylors Lakes	1	11050
Altona	0	3614
Altona	1	8280
Altona Meadows	0	6711
Altona Meadows	1	11336
Altona North	0	5229
Altona North	1	7610
Newport	0	4082
Newport	1	12611
Seabrook	0	1747
Seabrook	1	3051
Williamstown	0	3296
Williamstown	1	11263
Braybrook	0	9443
Braybrook	1	7464
Footscray	0	7534
Footscray	1	7144
Maribyrnong	0	5253
Maribyrnong	1	6105
Seddon - Kingsville	0	2647
Seddon - Kingsville	1	5975
West Footscray - Tottenham	0	4431
West Footscray - Tottenham	1	6252
Yarraville	0	3676
Yarraville	1	10192
Bacchus Marsh	0	2593
Bacchus Marsh	1	16487
Hillside	0	6288
Hillside	1	12845
Melton	0	4171
Melton	1	13258
Melton South	0	5871
Melton South	1	15785
Melton West	0	3969
Melton West	1	12194
Rockbank - Mount Cottrell	0	705
Rockbank - Mount Cottrell	1	1955
Taylors Hill	0	6748
Taylors Hill	1	11648
Burnside	0	2124
Burnside	1	2414
Burnside Heights	0	2764
Burnside Heights	1	3013
Caroline Springs	0	7591
Caroline Springs	1	11133
Hoppers Crossing - North	0	6273
Hoppers Crossing - North	1	11804
Hoppers Crossing - South	0	7414
Hoppers Crossing - South	1	10969
Laverton	0	4795
Laverton	1	3507
Tarneit	0	17329
Tarneit	1	15525
Truganina	0	12882
Truganina	1	9266
Werribee - South	0	3127
Werribee - South	1	7437
Wyndham Vale	0	7566
Wyndham Vale	1	14363
Point Cook - East	0	5643
Point Cook - East	1	5885
Point Cook - North	0	9982
Point Cook - North	1	12155
Point Cook - South	0	7836
Point Cook - South	1	6001
Werribee - East	0	6987
Werribee - East	1	11367
Werribee - West	0	2831
