SA2_NAME16	Age	MaritalStatus	Registered	adults
Cooma	55-64	Married	1	435
Cooma	55-64	Never married		282
Cooma	65-74	Married	0	31
Cooma	65-74	Married	1	375
Cooma	65-74	Never married		247
Cooma	75-84	Married	0	5
Cooma	75-84	Married	1	246
Cooma	75-84	Never married		183
Cooma	85+	Married	0	3
Cooma	85+	Married	1	32
Cooma	85+	Never married		139
Cooma Region	15-19	Married	0	3
Cooma Region	15-19	Never married		178
Cooma Region	20-24	Married	0	16
Cooma Region	20-24	Married	1	4
Cooma Region	20-24	Never married		50
Cooma Region	25-34	Married	0	53
Cooma Region	25-34	Married	1	75
Cooma Region	25-34	Never married		58
Cooma Region	35-44	Married	0	57
Cooma Region	35-44	Married	1	202
Cooma Region	35-44	Never married		54
Cooma Region	45-54	Married	0	63
Cooma Region	45-54	Married	1	314
Cooma Region	45-54	Never married		80
Cooma Region	55-64	Married	0	54
Cooma Region	55-64	Married	1	305
Cooma Region	55-64	Never married		133
Cooma Region	65-74	Married	0	31
Cooma Region	65-74	Married	1	291
Cooma Region	65-74	Never married		91
Cooma Region	75-84	Married	0	8
Cooma Region	75-84	Married	1	98
Cooma Region	75-84	Never married		63
Cooma Region	85+	Married	0	3
Cooma Region	85+	Married	1	15
Cooma Region	85+	Never married		22
Jindabyne - Berridale	15-19	Married	0	4
Jindabyne - Berridale	15-19	Never married		286
Jindabyne - Berridale	20-24	Married	0	62
Jindabyne - Berridale	20-24	Never married		256
Jindabyne - Berridale	25-34	Married	0	183
Jindabyne - Berridale	25-34	Married	1	179
Jindabyne - Berridale	25-34	Never married		324
Jindabyne - Berridale	35-44	Married	0	124
Jindabyne - Berridale	35-44	Married	1	505
Jindabyne - Berridale	35-44	Never married		162
Jindabyne - Berridale	45-54	Married	0	156
Jindabyne - Berridale	45-54	Married	1	497
Jindabyne - Berridale	45-54	Never married		235
Jindabyne - Berridale	55-64	Married	0	100
Jindabyne - Berridale	55-64	Married	1	400
Jindabyne - Berridale	55-64	Never married		232
Jindabyne - Berridale	65-74	Married	0	36
Jindabyne - Berridale	65-74	Married	1	307
Jindabyne - Berridale	65-74	Never married		152
Jindabyne - Berridale	75-84	Married	0	11
Jindabyne - Berridale	75-84	Married	1	102
Jindabyne - Berridale	75-84	Never married		92
Jindabyne - Berridale	85+	Married	1	24
Jindabyne - Berridale	85+	Never married		32
Batemans Bay	15-19	Married	0	10
Batemans Bay	15-19	Never married		302
Batemans Bay	20-24	Married	0	54
Batemans Bay	20-24	Married	1	13
Batemans Bay	20-24	Never married		175
Batemans Bay	25-34	Married	0	125
Batemans Bay	25-34	Married	1	182
Batemans Bay	25-34	Never married		272
Batemans Bay	35-44	Married	0	115
Batemans Bay	35-44	Married	1	295
Batemans Bay	35-44	Never married		232
Batemans Bay	45-54	Married	0	111
Batemans Bay	45-54	Married	1	359
Batemans Bay	45-54	Never married		303
Batemans Bay	55-64	Married	0	103
Batemans Bay	55-64	Married	1	608
Batemans Bay	55-64	Never married		358
Batemans Bay	65-74	Married	0	64
Batemans Bay	65-74	Married	1	724
Batemans Bay	65-74	Never married		300
Batemans Bay	75-84	Married	0	17
Batemans Bay	75-84	Married	1	314
Batemans Bay	75-84	Never married		228
Batemans Bay	85+	Married	1	52
Batemans Bay	85+	Never married		130
Batemans Bay - South	15-19	Married	0	15
Batemans Bay - South	15-19	Never married		364
Batemans Bay - South	20-24	Married	0	56
Batemans Bay - South	20-24	Married	1	12
Batemans Bay - South	20-24	Never married		181
Batemans Bay - South	25-34	Married	0	121
Batemans Bay - South	25-34	Married	1	167
Batemans Bay - South	25-34	Never married		205
Batemans Bay - South	35-44	Married	0	103
Batemans Bay - South	35-44	Married	1	339
Batemans Bay - South	35-44	Never married		253
Batemans Bay - South	45-54	Married	0	135
Batemans Bay - South	45-54	Married	1	419
Batemans Bay - South	45-54	Never married		308
Batemans Bay - South	55-64	Married	0	126
Batemans Bay - South	55-64	Married	1	750
Batemans Bay - South	55-64	Never married		319
Batemans Bay - South	65-74	Married	0	72
Batemans Bay - South	65-74	Married	1	903
Batemans Bay - South	65-74	Never married		348
Batemans Bay - South	75-84	Married	0	18
Batemans Bay - South	75-84	Married	1	382
Batemans Bay - South	75-84	Never married		261
Batemans Bay - South	85+	Married	1	80
Batemans Bay - South	85+	Never married		117
Bega - Tathra	15-19	Married	0	12
Bega - Tathra	15-19	Never married		427
Bega - Tathra	20-24	Married	0	82
Bega - Tathra	20-24	Married	1	13
Bega - Tathra	20-24	Never married		201
Bega - Tathra	25-34	Married	0	177
Bega - Tathra	25-34	Married	1	263
Bega - Tathra	25-34	Never married		229
Bega - Tathra	35-44	Married	0	162
Bega - Tathra	35-44	Married	1	404
Bega - Tathra	35-44	Never married		204
Bega - Tathra	45-54	Married	0	158
Bega - Tathra	45-54	Married	1	501
Bega - Tathra	45-54	Never married		341
Bega - Tathra	55-64	Married	0	112
Bega - Tathra	55-64	Married	1	661
Bega - Tathra	55-64	Never married		372
Bega - Tathra	65-74	Married	0	66
Bega - Tathra	65-74	Married	1	531
Bega - Tathra	65-74	Never married		252
Bega - Tathra	75-84	Married	0	20
Bega - Tathra	75-84	Married	1	280
Bega - Tathra	75-84	Never married		186
Bega - Tathra	85+	Married	1	65
Bega - Tathra	85+	Never married		107
Bega-Eden Hinterland	15-19	Married	0	12
Bega-Eden Hinterland	15-19	Never married		460
Bega-Eden Hinterland	20-24	Married	0	56
Bega-Eden Hinterland	20-24	Married	1	15
Bega-Eden Hinterland	20-24	Never married		142
Bega-Eden Hinterland	25-34	Married	0	151
Bega-Eden Hinterland	25-34	Married	1	155
Bega-Eden Hinterland	25-34	Never married		186
Bega-Eden Hinterland	35-44	Married	0	172
Bega-Eden Hinterland	35-44	Married	1	381
Bega-Eden Hinterland	35-44	Never married		152
Bega-Eden Hinterland	45-54	Married	0	230
Bega-Eden Hinterland	45-54	Married	1	709
Bega-Eden Hinterland	45-54	Never married		320
Bega-Eden Hinterland	55-64	Married	0	255
Bega-Eden Hinterland	55-64	Married	1	984
Bega-Eden Hinterland	55-64	Never married		442
Bega-Eden Hinterland	65-74	Married	0	83
Bega-Eden Hinterland	65-74	Married	1	671
Bega-Eden Hinterland	65-74	Never married		303
Bega-Eden Hinterland	75-84	Married	0	15
Bega-Eden Hinterland	75-84	Married	1	211
Bega-Eden Hinterland	75-84	Never married		136
Bega-Eden Hinterland	85+	Married	0	3
Bega-Eden Hinterland	85+	Married	1	25
Bega-Eden Hinterland	85+	Never married		67
Broulee - Tomakin	15-19	Never married		151
Broulee - Tomakin	20-24	Married	0	13
Broulee - Tomakin	20-24	Married	1	11
Broulee - Tomakin	20-24	Never married		73
Broulee - Tomakin	25-34	Married	0	31
Broulee - Tomakin	25-34	Married	1	76
Broulee - Tomakin	25-34	Never married		73
Broulee - Tomakin	35-44	Married	0	51
Broulee - Tomakin	35-44	Married	1	164
Broulee - Tomakin	35-44	Never married		72
Broulee - Tomakin	45-54	Married	0	50
Broulee - Tomakin	45-54	Married	1	199
Broulee - Tomakin	45-54	Never married		112
Broulee - Tomakin	55-64	Married	0	37
Broulee - Tomakin	55-64	Married	1	304
Broulee - Tomakin	55-64	Never married		125
Broulee - Tomakin	65-74	Married	0	23
Broulee - Tomakin	65-74	Married	1	266
Broulee - Tomakin	65-74	Never married		117
Broulee - Tomakin	75-84	Married	0	3
Broulee - Tomakin	75-84	Married	1	160
Broulee - Tomakin	75-84	Never married		98
Broulee - Tomakin	85+	Married	0	3
Broulee - Tomakin	85+	Married	1	32
Broulee - Tomakin	85+	Never married		68
Deua - Wadbilliga	55-64	Never married		3
Deua - Wadbilliga	65-74	Married	1	5
Eden	15-19	Married	0	3
Eden	15-19	Never married		139
Eden	20-24	Married	0	27
Eden	20-24	Married	1	3
Eden	20-24	Never married		73
Eden	25-34	Married	0	67
Eden	25-34	Married	1	78
Eden	25-34	Never married		94
Eden	35-44	Married	0	58
Eden	35-44	Married	1	112
Eden	35-44	Never married		108
Eden	45-54	Married	0	47
Eden	45-54	Married	1	165
Eden	45-54	Never married		123
Eden	55-64	Married	0	47
Eden	55-64	Married	1	262
Eden	55-64	Never married		147
Eden	65-74	Married	0	19
Eden	65-74	Married	1	234
Eden	65-74	Never married		149
Eden	75-84	Married	0	3
Eden	75-84	Married	1	119
Eden	75-84	Never married		103
Eden	85+	Married	0	3
Eden	85+	Married	1	20
Eden	85+	Never married		40
Eurobodalla Hinterland	15-19	Married	0	3
Eurobodalla Hinterland	15-19	Never married		182
Eurobodalla Hinterland	20-24	Married	0	22
Eurobodalla Hinterland	20-24	Married	1	4
Eurobodalla Hinterland	20-24	Never married		75
Eurobodalla Hinterland	25-34	Married	0	49
Eurobodalla Hinterland	25-34	Married	1	57
Eurobodalla Hinterland	25-34	Never married		81
Eurobodalla Hinterland	35-44	Married	0	62
Eurobodalla Hinterland	35-44	Married	1	117
Eurobodalla Hinterland	35-44	Never married		96
Eurobodalla Hinterland	45-54	Married	0	96
Eurobodalla Hinterland	45-54	Married	1	265
Eurobodalla Hinterland	45-54	Never married		140
Eurobodalla Hinterland	55-64	Married	0	93
Eurobodalla Hinterland	55-64	Married	1	316
Eurobodalla Hinterland	55-64	Never married		158
Eurobodalla Hinterland	65-74	Married	0	39
Eurobodalla Hinterland	65-74	Married	1	315
Eurobodalla Hinterland	65-74	Never married		115
Eurobodalla Hinterland	75-84	Married	0	12
Eurobodalla Hinterland	75-84	Married	1	80
Eurobodalla Hinterland	75-84	Never married		48
Eurobodalla Hinterland	85+	Married	1	13
Eurobodalla Hinterland	85+	Never married		20
Merimbula - Tura Beach	15-19	Married	0	17
Merimbula - Tura Beach	15-19	Never married		421
Merimbula - Tura Beach	20-24	Married	0	79
Merimbula - Tura Beach	20-24	Married	1	13
Merimbula - Tura Beach	20-24	Never married		224
Merimbula - Tura Beach	25-34	Married	0	165
Merimbula - Tura Beach	25-34	Married	1	191
Merimbula - Tura Beach	25-34	Never married		263
Merimbula - Tura Beach	35-44	Married	0	162
Merimbula - Tura Beach	35-44	Married	1	447
Merimbula - Tura Beach	35-44	Never married		260
Merimbula - Tura Beach	45-54	Married	0	175
Merimbula - Tura Beach	45-54	Married	1	670
Merimbula - Tura Beach	45-54	Never married		346
Merimbula - Tura Beach	55-64	Married	0	176
Merimbula - Tura Beach	55-64	Married	1	942
Merimbula - Tura Beach	55-64	Never married		437
Merimbula - Tura Beach	65-74	Married	0	117
Merimbula - Tura Beach	65-74	Married	1	1040
Merimbula - Tura Beach	65-74	Never married		395
Merimbula - Tura Beach	75-84	Married	0	32
Merimbula - Tura Beach	75-84	Married	1	510
Merimbula - Tura Beach	75-84	Never married		319
Merimbula - Tura Beach	85+	Married	0	3
Merimbula - Tura Beach	85+	Married	1	106
Merimbula - Tura Beach	85+	Never married		185
Moruya - Tuross Head	15-19	Married	0	9
Moruya - Tuross Head	15-19	Never married		361
Moruya - Tuross Head	20-24	Married	0	26
Moruya - Tuross Head	20-24	Married	1	10
Moruya - Tuross Head	20-24	Never married		189
Moruya - Tuross Head	25-34	Married	0	125
Moruya - Tuross Head	25-34	Married	1	173
Moruya - Tuross Head	25-34	Never married		183
Moruya - Tuross Head	35-44	Married	0	113
Moruya - Tuross Head	35-44	Married	1	306
Moruya - Tuross Head	35-44	Never married		218
Moruya - Tuross Head	45-54	Married	0	150
Moruya - Tuross Head	45-54	Married	1	459
Moruya - Tuross Head	45-54	Never married		324
Moruya - Tuross Head	55-64	Married	0	143
Moruya - Tuross Head	55-64	Married	1	789
Moruya - Tuross Head	55-64	Never married		425
Moruya - Tuross Head	65-74	Married	0	63
Moruya - Tuross Head	65-74	Married	1	850
Moruya - Tuross Head	65-74	Never married		281
Moruya - Tuross Head	75-84	Married	0	23
Moruya - Tuross Head	75-84	Married	1	370
Moruya - Tuross Head	75-84	Never married		233
Moruya - Tuross Head	85+	Married	0	3
Moruya - Tuross Head	85+	Married	1	74
Moruya - Tuross Head	85+	Never married		105
Narooma - Bermagui	15-19	Married	0	4
Narooma - Bermagui	15-19	Never married		285
Narooma - Bermagui	20-24	Married	0	45
Narooma - Bermagui	20-24	Married	1	7
Narooma - Bermagui	20-24	Never married		130
Narooma - Bermagui	25-34	Married	0	114
Narooma - Bermagui	25-34	Married	1	135
Narooma - Bermagui	25-34	Never married		208
Narooma - Bermagui	35-44	Married	0	126
Narooma - Bermagui	35-44	Married	1	294
Narooma - Bermagui	35-44	Never married		203
Narooma - Bermagui	45-54	Married	0	157
Narooma - Bermagui	45-54	Married	1	414
Narooma - Bermagui	45-54	Never married		313
Narooma - Bermagui	55-64	Married	0	209
Narooma - Bermagui	55-64	Married	1	924
Narooma - Bermagui	55-64	Never married		477
Narooma - Bermagui	65-74	Married	0	138
Narooma - Bermagui	65-74	Married	1	977
Narooma - Bermagui	65-74	Never married		425
Narooma - Bermagui	75-84	Married	0	31
Narooma - Bermagui	75-84	Married	1	406
Narooma - Bermagui	75-84	Never married		272
Narooma - Bermagui	85+	Married	1	101
Narooma - Bermagui	85+	Never married		156
Goulburn	15-19	Married	0	23
Goulburn	15-19	Never married		1198
Goulburn	20-24	Married	0	231
Goulburn	20-24	Married	1	71
Goulburn	20-24	Never married		814
Goulburn	25-34	Married	0	545
Goulburn	25-34	Married	1	954
Goulburn	25-34	Never married		945
Goulburn	35-44	Married	0	324
Goulburn	35-44	Married	1	1307
Goulburn	35-44	Never married		705
Goulburn	45-54	Married	0	284
Goulburn	45-54	Married	1	1424
Goulburn	45-54	Never married		900
Goulburn	55-64	Married	0	186
Goulburn	55-64	Married	1	1465
Goulburn	55-64	Never married		872
Goulburn	65-74	Married	0	93
Goulburn	65-74	Married	1	1141
Goulburn	65-74	Never married		781
Goulburn	75-84	Married	0	25
Goulburn	75-84	Married	1	579
Goulburn	75-84	Never married		543
Goulburn	85+	Married	0	4
Goulburn	85+	Married	1	137
Goulburn	85+	Never married		296
Goulburn Region	15-19	Married	0	7
Goulburn Region	15-19	Never married		620
Goulburn Region	20-24	Married	0	73
Goulburn Region	20-24	Married	1	14
Goulburn Region	20-24	Never married		314
Goulburn Region	25-34	Married	0	172
Goulburn Region	25-34	Married	1	391
Goulburn Region	25-34	Never married		291
Goulburn Region	35-44	Married	0	148
Goulburn Region	35-44	Married	1	812
Goulburn Region	35-44	Never married		241
Goulburn Region	45-54	Married	0	199
Goulburn Region	45-54	Married	1	1116
Goulburn Region	45-54	Never married		387
Goulburn Region	55-64	Married	0	142
Goulburn Region	55-64	Married	1	1221
Goulburn Region	55-64	Never married		443
Goulburn Region	65-74	Married	0	72
Goulburn Region	65-74	Married	1	1022
Goulburn Region	65-74	Never married		407
Goulburn Region	75-84	Married	0	21
Goulburn Region	75-84	Married	1	401
Goulburn Region	75-84	Never married		294
Goulburn Region	85+	Married	0	3
Goulburn Region	85+	Married	1	47
Goulburn Region	85+	Never married		122
Yass	15-19	Married	0	3
Yass	15-19	Married	1	3
Yass	15-19	Never married		328
Yass	20-24	Married	0	58
Yass	20-24	Married	1	10
Yass	20-24	Never married		219
Yass	25-34	Married	0	168
Yass	25-34	Married	1	269
Yass	25-34	Never married		223
Yass	35-44	Married	0	114
Yass	35-44	Married	1	442
Yass	35-44	Never married		152
Yass	45-54	Married	0	116
Yass	45-54	Married	1	464
Yass	45-54	Never married		209
Yass	55-64	Married	0	57
Yass	55-64	Married	1	434
Yass	55-64	Never married		204
Yass	65-74	Married	0	20
Yass	65-74	Married	1	384
Yass	65-74	Never married		154
Yass	75-84	Married	0	4
Yass	75-84	Married	1	161
Yass	75-84	Never married		153
Yass	85+	Married	1	51
Yass	85+	Never married		89
Yass Region	15-19	Married	0	7
Yass Region	15-19	Never married		670
Yass Region	20-24	Married	0	61
Yass Region	20-24	Married	1	10
Yass Region	20-24	Never married		330
Yass Region	25-34	Married	0	189
Yass Region	25-34	Married	1	373
Yass Region	25-34	Never married		259
Yass Region	35-44	Married	0	196
Yass Region	35-44	Married	1	1094
Yass Region	35-44	Never married		200
Yass Region	45-54	Married	0	216
Yass Region	45-54	Married	1	1266
Yass Region	45-54	Never married		286
Yass Region	55-64	Married	0	154
Yass Region	55-64	Married	1	1032
Yass Region	55-64	Never married		275
Yass Region	65-74	Married	0	56
Yass Region	65-74	Married	1	727
Yass Region	65-74	Never married		229
Yass Region	75-84	Married	0	10
Yass Region	75-84	Married	1	222
Yass Region	75-84	Never married		128
Yass Region	85+	Married	0	3
Yass Region	85+	Married	1	34
Yass Region	85+	Never married		59
Young	15-19	Married	0	15
Young	15-19	Never married		603
Young	20-24	Married	0	112
Young	20-24	Married	1	33
Young	20-24	Never married		310
Young	25-34	Married	0	211
Young	25-34	Married	1	348
Young	25-34	Never married		376
Young	35-44	Married	0	124
Young	35-44	Married	1	625
Young	35-44	Never married		362
Young	45-54	Married	0	123
Young	45-54	Married	1	666
Young	45-54	Never married		366
Young	55-64	Married	0	60
Young	55-64	Married	1	706
Young	55-64	Never married		338
Young	65-74	Married	0	42
Young	65-74	Married	1	658
Young	65-74	Never married		325
Young	75-84	Married	0	12
Young	75-84	Married	1	337
Young	75-84	Never married		280
Young	85+	Married	0	3
Young	85+	Married	1	52
Young	85+	Never married		139
Young Region	15-19	Married	0	7
Young Region	15-19	Never married		341
Young Region	20-24	Married	0	72
Young Region	20-24	Married	1	20
Young Region	20-24	Never married		170
Young Region	25-34	Married	0	141
Young Region	25-34	Married	1	194
Young Region	25-34	Never married		169
Young Region	35-44	Married	0	81
Young Region	35-44	Married	1	406
Young Region	35-44	Never married		156
Young Region	45-54	Married	0	130
Young Region	45-54	Married	1	552
Young Region	45-54	Never married		283
Young Region	55-64	Married	0	71
Young Region	55-64	Married	1	669
Young Region	55-64	Never married		303
Young Region	65-74	Married	0	42
Young Region	65-74	Married	1	614
Young Region	65-74	Never married		305
Young Region	75-84	Married	0	21
Young Region	75-84	Married	1	230
Young Region	75-84	Never married		184
Young Region	85+	Married	0	5
Young Region	85+	Married	1	25
Young Region	85+	Never married		93
Avoca Beach - Copacabana	15-19	Married	0	3
Avoca Beach - Copacabana	15-19	Never married		507
Avoca Beach - Copacabana	20-24	Married	0	23
Avoca Beach - Copacabana	20-24	Married	1	7
Avoca Beach - Copacabana	20-24	Never married		277
Avoca Beach - Copacabana	25-34	Married	0	110
Avoca Beach - Copacabana	25-34	Married	1	213
Avoca Beach - Copacabana	25-34	Never married		226
Avoca Beach - Copacabana	35-44	Married	0	137
Avoca Beach - Copacabana	35-44	Married	1	628
Avoca Beach - Copacabana	35-44	Never married		151
Avoca Beach - Copacabana	45-54	Married	0	91
Avoca Beach - Copacabana	45-54	Married	1	741
Avoca Beach - Copacabana	45-54	Never married		235
Avoca Beach - Copacabana	55-64	Married	0	77
Avoca Beach - Copacabana	55-64	Married	1	621
Avoca Beach - Copacabana	55-64	Never married		205
Avoca Beach - Copacabana	65-74	Married	0	19
Avoca Beach - Copacabana	65-74	Married	1	406
Avoca Beach - Copacabana	65-74	Never married		174
Avoca Beach - Copacabana	75-84	Married	0	9
Avoca Beach - Copacabana	75-84	Married	1	147
Avoca Beach - Copacabana	75-84	Never married		97
Avoca Beach - Copacabana	85+	Married	1	29
Avoca Beach - Copacabana	85+	Never married		43
Box Head - MacMasters Beach	15-19	Married	0	3
Box Head - MacMasters Beach	15-19	Never married		634
Box Head - MacMasters Beach	20-24	Married	0	30
Box Head - MacMasters Beach	20-24	Married	1	9
Box Head - MacMasters Beach	20-24	Never married		385
Box Head - MacMasters Beach	25-34	Married	0	143
Box Head - MacMasters Beach	25-34	Married	1	279
Box Head - MacMasters Beach	25-34	Never married		297
Box Head - MacMasters Beach	35-44	Married	0	171
Box Head - MacMasters Beach	35-44	Married	1	767
Box Head - MacMasters Beach	35-44	Never married		200
Box Head - MacMasters Beach	45-54	Married	0	181
Box Head - MacMasters Beach	45-54	Married	1	906
Box Head - MacMasters Beach	45-54	Never married		278
Box Head - MacMasters Beach	55-64	Married	0	141
Box Head - MacMasters Beach	55-64	Married	1	1016
Box Head - MacMasters Beach	55-64	Never married		342
Box Head - MacMasters Beach	65-74	Married	0	92
Box Head - MacMasters Beach	65-74	Married	1	947
Box Head - MacMasters Beach	65-74	Never married		401
Box Head - MacMasters Beach	75-84	Married	0	12
Box Head - MacMasters Beach	75-84	Married	1	419
Box Head - MacMasters Beach	75-84	Never married		233
Box Head - MacMasters Beach	85+	Married	0	6
Box Head - MacMasters Beach	85+	Married	1	70
Box Head - MacMasters Beach	85+	Never married		151
Calga - Kulnura	15-19	Never married		255
Calga - Kulnura	20-24	Married	0	15
Calga - Kulnura	20-24	Married	1	8
Calga - Kulnura	20-24	Never married		167
