SA2_NAME16	CountryOfBirth	persons
Batemans Bay	FRA	15
Batemans Bay	GBR	457
Batemans Bay	GRC	25
Batemans Bay	HKG	4
Batemans Bay	HRV	25
Batemans Bay	IDN	8
Batemans Bay	IND	18
Batemans Bay	IRL	23
Batemans Bay	ITA	31
Batemans Bay	KOR	7
Batemans Bay	LBN	8
Batemans Bay	LKA	3
Batemans Bay	MKD	3
Batemans Bay	MLT	14
Batemans Bay	MYS	10
Batemans Bay	NLD	40
Batemans Bay	NZL	114
Batemans Bay	PHL	24
Batemans Bay	PNG	3
Batemans Bay	POL	8
Batemans Bay	THA	8
Batemans Bay	USA	15
Batemans Bay	VNM	3
Batemans Bay	ZAF	18
Batemans Bay	ZWE	3
Batemans Bay - South		883
Batemans Bay - South	AUS	6358
Batemans Bay - South	BIH	3
Batemans Bay - South	CAN	11
Batemans Bay - South	CHL	4
Batemans Bay - South	CHN	12
Batemans Bay - South	DEU	60
Batemans Bay - South	EGY	4
Batemans Bay - South	FJI	6
Batemans Bay - South	FRA	5
Batemans Bay - South	GBR	515
Batemans Bay - South	GRC	9
Batemans Bay - South	HKG	3
Batemans Bay - South	HRV	52
Batemans Bay - South	IDN	7
Batemans Bay - South	IND	18
Batemans Bay - South	IRL	15
Batemans Bay - South	ITA	27
Batemans Bay - South	JPN	7
Batemans Bay - South	LKA	7
Batemans Bay - South	MKD	3
Batemans Bay - South	MLT	13
Batemans Bay - South	MUS	6
Batemans Bay - South	MYS	10
Batemans Bay - South	NLD	41
Batemans Bay - South	NZL	112
Batemans Bay - South	PHL	36
Batemans Bay - South	PNG	4
Batemans Bay - South	POL	13
Batemans Bay - South	SGP	3
Batemans Bay - South	THA	3
Batemans Bay - South	USA	20
Batemans Bay - South	VNM	11
Batemans Bay - South	ZAF	39
Batemans Bay - South	ZWE	3
Bega - Tathra		830
Bega - Tathra	AUS	6906
Bega - Tathra	CAN	19
Bega - Tathra	CHL	7
Bega - Tathra	CHN	9
Bega - Tathra	DEU	41
Bega - Tathra	FJI	3
Bega - Tathra	FRA	3
Bega - Tathra	GBR	284
Bega - Tathra	IDN	5
Bega - Tathra	IND	17
Bega - Tathra	IRL	16
Bega - Tathra	IRN	4
Bega - Tathra	ITA	3
Bega - Tathra	JPN	3
Bega - Tathra	MYS	10
Bega - Tathra	NLD	50
Bega - Tathra	NPL	8
Bega - Tathra	NZL	75
Bega - Tathra	PHL	45
Bega - Tathra	PNG	3
Bega - Tathra	SGP	4
Bega - Tathra	THA	18
Bega - Tathra	USA	28
Bega - Tathra	VNM	3
Bega - Tathra	ZAF	11
Bega-Eden Hinterland		866
Bega-Eden Hinterland	AUS	7005
Bega-Eden Hinterland	CAN	11
Bega-Eden Hinterland	CHL	3
Bega-Eden Hinterland	CHN	3
Bega-Eden Hinterland	DEU	73
Bega-Eden Hinterland	FJI	6
Bega-Eden Hinterland	FRA	4
Bega-Eden Hinterland	GBR	459
Bega-Eden Hinterland	HKG	4
Bega-Eden Hinterland	HRV	3
Bega-Eden Hinterland	IDN	4
Bega-Eden Hinterland	IND	4
Bega-Eden Hinterland	IRL	21
Bega-Eden Hinterland	IRN	3
Bega-Eden Hinterland	ITA	12
Bega-Eden Hinterland	JPN	3
Bega-Eden Hinterland	MLT	10
Bega-Eden Hinterland	MYS	3
Bega-Eden Hinterland	NLD	48
Bega-Eden Hinterland	NZL	116
Bega-Eden Hinterland	PHL	15
Bega-Eden Hinterland	PNG	11
Bega-Eden Hinterland	POL	9
Bega-Eden Hinterland	THA	9
Bega-Eden Hinterland	USA	35
Bega-Eden Hinterland	VNM	5
Bega-Eden Hinterland	ZAF	26
Bega-Eden Hinterland	ZWE	5
Broulee - Tomakin		319
Broulee - Tomakin	AUS	2604
Broulee - Tomakin	CAN	3
Broulee - Tomakin	CHL	3
Broulee - Tomakin	CHN	3
Broulee - Tomakin	DEU	39
Broulee - Tomakin	FRA	3
Broulee - Tomakin	GBR	197
Broulee - Tomakin	HRV	11
Broulee - Tomakin	IDN	4
Broulee - Tomakin	IND	3
Broulee - Tomakin	IRL	3
Broulee - Tomakin	ITA	3
Broulee - Tomakin	MUS	3
Broulee - Tomakin	NLD	19
Broulee - Tomakin	NZL	31
Broulee - Tomakin	PHL	7
Broulee - Tomakin	SGP	3
Broulee - Tomakin	THA	3
Broulee - Tomakin	TUR	3
Broulee - Tomakin	USA	8
Broulee - Tomakin	ZAF	13
Deua - Wadbilliga		7
Deua - Wadbilliga	AUS	16
Eden		385
Eden	AUS	2527
Eden	CAN	6
Eden	CHN	3
Eden	DEU	28
Eden	FRA	3
Eden	GBR	116
Eden	GRC	8
Eden	HRV	5
Eden	IND	9
Eden	IRL	3
Eden	ITA	4
Eden	KOR	3
Eden	MLT	7
Eden	MUS	3
Eden	NLD	27
Eden	NZL	39
Eden	PHL	15
Eden	SGP	3
Eden	THA	3
Eden	TUR	5
Eden	USA	6
Eden	ZAF	11
Eurobodalla Hinterland		345
Eurobodalla Hinterland	AUS	2639
Eurobodalla Hinterland	CAN	5
Eurobodalla Hinterland	CHL	3
Eurobodalla Hinterland	CHN	3
Eurobodalla Hinterland	DEU	41
Eurobodalla Hinterland	EGY	5
Eurobodalla Hinterland	GBR	132
Eurobodalla Hinterland	GRC	3
Eurobodalla Hinterland	IDN	4
Eurobodalla Hinterland	IND	3
Eurobodalla Hinterland	IRL	4
Eurobodalla Hinterland	ITA	11
Eurobodalla Hinterland	MLT	9
Eurobodalla Hinterland	NLD	11
Eurobodalla Hinterland	NZL	38
Eurobodalla Hinterland	USA	17
Eurobodalla Hinterland	ZAF	8
Merimbula - Tura Beach		1030
Merimbula - Tura Beach	AUS	8308
Merimbula - Tura Beach	BGD	3
Merimbula - Tura Beach	CAN	15
Merimbula - Tura Beach	CHL	3
Merimbula - Tura Beach	CHN	16
Merimbula - Tura Beach	DEU	64
Merimbula - Tura Beach	EGY	7
Merimbula - Tura Beach	FRA	17
Merimbula - Tura Beach	GBR	651
Merimbula - Tura Beach	GRC	3
Merimbula - Tura Beach	HKG	3
Merimbula - Tura Beach	IDN	7
Merimbula - Tura Beach	IND	14
Merimbula - Tura Beach	IRL	21
Merimbula - Tura Beach	IRN	3
Merimbula - Tura Beach	ITA	24
Merimbula - Tura Beach	JPN	11
Merimbula - Tura Beach	KHM	3
Merimbula - Tura Beach	KOR	6
Merimbula - Tura Beach	LKA	4
Merimbula - Tura Beach	MLT	12
Merimbula - Tura Beach	MYS	12
Merimbula - Tura Beach	NLD	69
Merimbula - Tura Beach	NZL	118
Merimbula - Tura Beach	PHL	42
Merimbula - Tura Beach	PNG	5
Merimbula - Tura Beach	POL	11
Merimbula - Tura Beach	SGP	8
Merimbula - Tura Beach	THA	28
Merimbula - Tura Beach	USA	44
Merimbula - Tura Beach	VNM	4
Merimbula - Tura Beach	ZAF	36
Merimbula - Tura Beach	ZWE	3
Moruya - Tuross Head		792
Moruya - Tuross Head	AUS	6253
Moruya - Tuross Head	CAN	16
Moruya - Tuross Head	CHL	4
Moruya - Tuross Head	CHN	7
Moruya - Tuross Head	DEU	63
Moruya - Tuross Head	EGY	4
Moruya - Tuross Head	FJI	6
Moruya - Tuross Head	FRA	9
Moruya - Tuross Head	GBR	440
Moruya - Tuross Head	GRC	6
Moruya - Tuross Head	HKG	6
Moruya - Tuross Head	HRV	20
Moruya - Tuross Head	IDN	3
Moruya - Tuross Head	IND	19
Moruya - Tuross Head	IRL	22
Moruya - Tuross Head	ITA	20
Moruya - Tuross Head	LBN	3
Moruya - Tuross Head	MLT	9
Moruya - Tuross Head	MUS	4
Moruya - Tuross Head	MYS	8
Moruya - Tuross Head	NLD	45
Moruya - Tuross Head	NPL	5
Moruya - Tuross Head	NZL	97
Moruya - Tuross Head	PHL	24
Moruya - Tuross Head	PNG	5
Moruya - Tuross Head	POL	8
Moruya - Tuross Head	THA	7
Moruya - Tuross Head	USA	25
Moruya - Tuross Head	VNM	16
Moruya - Tuross Head	ZAF	17
Moruya - Tuross Head	ZWE	3
Narooma - Bermagui		1026
Narooma - Bermagui	AUS	6872
Narooma - Bermagui	BIH	3
Narooma - Bermagui	CAN	22
Narooma - Bermagui	CHL	11
Narooma - Bermagui	CHN	5
Narooma - Bermagui	DEU	91
Narooma - Bermagui	EGY	3
Narooma - Bermagui	FJI	5
Narooma - Bermagui	GBR	573
Narooma - Bermagui	GRC	10
Narooma - Bermagui	HKG	3
Narooma - Bermagui	HRV	6
Narooma - Bermagui	IND	12
Narooma - Bermagui	IRL	19
Narooma - Bermagui	ITA	23
Narooma - Bermagui	JPN	5
Narooma - Bermagui	KOR	4
Narooma - Bermagui	LBN	3
Narooma - Bermagui	LKA	6
Narooma - Bermagui	MKD	3
Narooma - Bermagui	MLT	18
Narooma - Bermagui	MYS	3
Narooma - Bermagui	NLD	48
Narooma - Bermagui	NZL	83
Narooma - Bermagui	PHL	20
Narooma - Bermagui	PNG	9
Narooma - Bermagui	POL	13
Narooma - Bermagui	SGP	3
Narooma - Bermagui	THA	3
Narooma - Bermagui	USA	39
Narooma - Bermagui	VNM	5
Narooma - Bermagui	ZAF	26
Narooma - Bermagui	ZWE	6
Goulburn		1837
Goulburn	AFG	6
Goulburn	AUS	19141
Goulburn	BGD	14
Goulburn	BIH	4
Goulburn	CAN	20
Goulburn	CHL	12
Goulburn	CHN	62
Goulburn	DEU	59
Goulburn	EGY	12
Goulburn	FJI	30
Goulburn	FRA	15
Goulburn	GBR	547
Goulburn	GRC	19
Goulburn	HKG	11
Goulburn	HRV	12
Goulburn	IDN	22
Goulburn	IND	132
Goulburn	IRL	29
Goulburn	IRN	20
Goulburn	IRQ	11
Goulburn	ITA	37
Goulburn	JPN	4
Goulburn	KHM	13
Goulburn	KOR	64
Goulburn	LBN	23
Goulburn	LKA	12
Goulburn	MKD	9
Goulburn	MLT	3
Goulburn	MMR	6
Goulburn	MUS	3
Goulburn	MYS	22
Goulburn	NLD	46
Goulburn	NPL	33
Goulburn	NZL	232
Goulburn	PAK	24
Goulburn	PHL	129
Goulburn	PNG	10
Goulburn	POL	16
Goulburn	SGP	9
Goulburn	THA	36
Goulburn	TUR	5
Goulburn	TWN	16
Goulburn	USA	48
Goulburn	VNM	23
Goulburn	ZAF	27
Goulburn	ZWE	23
Goulburn Region		1333
Goulburn Region	AUS	10309
Goulburn Region	CAN	9
Goulburn Region	CHL	9
Goulburn Region	CHN	19
Goulburn Region	DEU	53
Goulburn Region	EGY	9
Goulburn Region	FJI	4
Goulburn Region	FRA	10
Goulburn Region	GBR	453
Goulburn Region	GRC	6
Goulburn Region	HKG	5
Goulburn Region	HRV	12
Goulburn Region	IDN	8
Goulburn Region	IND	20
Goulburn Region	IRL	23
Goulburn Region	IRN	3
Goulburn Region	IRQ	3
Goulburn Region	ITA	29
Goulburn Region	JPN	3
Goulburn Region	KHM	3
Goulburn Region	LBN	9
Goulburn Region	LKA	4
Goulburn Region	MKD	7
Goulburn Region	MLT	23
Goulburn Region	MYS	9
Goulburn Region	NLD	41
Goulburn Region	NZL	125
Goulburn Region	PHL	29
Goulburn Region	PNG	5
Goulburn Region	POL	6
Goulburn Region	SGP	3
Goulburn Region	THA	5
Goulburn Region	TUR	3
Goulburn Region	USA	35
Goulburn Region	VNM	3
Goulburn Region	ZAF	26
Goulburn Region	ZWE	3
Yass		514
Yass	AUS	5513
Yass	BGD	3
Yass	CAN	15
Yass	CHN	4
Yass	DEU	27
Yass	FJI	3
Yass	FRA	3
Yass	GBR	186
Yass	GRC	3
Yass	HRV	3
Yass	IDN	3
Yass	IND	14
Yass	IRL	21
Yass	ITA	4
Yass	LBN	7
Yass	MLT	7
Yass	MYS	4
Yass	NLD	21
Yass	NZL	56
Yass	PAK	4
Yass	PHL	6
Yass	PNG	9
Yass	SGP	4
Yass	THA	8
Yass	USA	21
Yass	VNM	7
Yass	ZAF	9
Yass	ZWE	9
Yass Region		964
Yass Region	AUS	9384
Yass Region	BIH	5
Yass Region	CAN	21
Yass Region	CHL	5
Yass Region	CHN	24
Yass Region	DEU	54
Yass Region	EGY	3
Yass Region	FJI	13
Yass Region	FRA	6
Yass Region	GBR	523
Yass Region	GRC	8
Yass Region	HKG	6
Yass Region	HRV	20
Yass Region	IDN	6
Yass Region	IND	6
Yass Region	IRL	22
Yass Region	ITA	24
Yass Region	JPN	4
Yass Region	KHM	4
Yass Region	KOR	3
Yass Region	LBN	3
Yass Region	LKA	3
Yass Region	MLT	5
Yass Region	MYS	10
Yass Region	NLD	44
Yass Region	NZL	154
Yass Region	PHL	17
Yass Region	PNG	23
Yass Region	POL	12
Yass Region	SGP	5
Yass Region	THA	9
Yass Region	TWN	4
Yass Region	USA	62
Yass Region	VNM	5
Yass Region	ZAF	36
Yass Region	ZWE	7
Young		928
Young	AFG	3
Young	AUS	9098
Young	BGD	3
Young	BIH	9
Young	CAN	3
Young	CHL	3
Young	CHN	15
Young	DEU	14
Young	FJI	3
Young	GBR	172
Young	GRC	3
Young	HKG	3
Young	HRV	7
Young	IDN	8
Young	IND	28
Young	IRL	4
Young	ITA	15
Young	KHM	4
Young	KOR	4
Young	LBN	53
Young	LKA	4
Young	MKD	3
Young	MLT	3
Young	MYS	6
Young	NLD	31
Young	NZL	77
Young	PHL	27
Young	PNG	9
Young	THA	4
Young	TUR	3
Young	TWN	11
Young	USA	17
Young	ZAF	7
Young	ZWE	4
Young Region		651
Young Region	AUS	6238
Young Region	BGD	3
Young Region	BIH	3
Young Region	CAN	5
Young Region	CHN	18
Young Region	DEU	16
Young Region	EGY	4
Young Region	FJI	3
Young Region	FRA	8
Young Region	GBR	168
Young Region	HRV	8
Young Region	IDN	3
Young Region	IND	10
Young Region	IRL	10
Young Region	IRQ	3
Young Region	ITA	4
Young Region	LBN	10
Young Region	LKA	3
Young Region	MLT	3
Young Region	MMR	3
Young Region	MYS	3
Young Region	NLD	14
Young Region	NZL	70
Young Region	PHL	21
Young Region	PNG	3
Young Region	POL	3
Young Region	SGP	3
Young Region	TUR	4
Young Region	USA	14
Young Region	ZAF	11
Avoca Beach - Copacabana		453
Avoca Beach - Copacabana	AUS	5667
Avoca Beach - Copacabana	CAN	33
Avoca Beach - Copacabana	CHL	3
Avoca Beach - Copacabana	CHN	3
Avoca Beach - Copacabana	DEU	44
Avoca Beach - Copacabana	EGY	4
Avoca Beach - Copacabana	FJI	3
Avoca Beach - Copacabana	FRA	12
Avoca Beach - Copacabana	GBR	637
Avoca Beach - Copacabana	GRC	6
Avoca Beach - Copacabana	HKG	3
Avoca Beach - Copacabana	HRV	9
Avoca Beach - Copacabana	IDN	10
Avoca Beach - Copacabana	IND	11
Avoca Beach - Copacabana	IRL	70
Avoca Beach - Copacabana	ITA	18
Avoca Beach - Copacabana	JPN	5
Avoca Beach - Copacabana	KOR	3
Avoca Beach - Copacabana	LBN	3
Avoca Beach - Copacabana	MLT	5
Avoca Beach - Copacabana	MYS	5
Avoca Beach - Copacabana	NLD	23
Avoca Beach - Copacabana	NZL	111
Avoca Beach - Copacabana	PAK	3
Avoca Beach - Copacabana	PHL	12
Avoca Beach - Copacabana	PNG	3
Avoca Beach - Copacabana	POL	9
Avoca Beach - Copacabana	SGP	10
Avoca Beach - Copacabana	THA	8
Avoca Beach - Copacabana	TWN	3
Avoca Beach - Copacabana	USA	43
Avoca Beach - Copacabana	VNM	3
Avoca Beach - Copacabana	ZAF	64
Avoca Beach - Copacabana	ZWE	3
Box Head - MacMasters Beach		692
Box Head - MacMasters Beach	AUS	8527
Box Head - MacMasters Beach	CAN	13
Box Head - MacMasters Beach	CHL	15
Box Head - MacMasters Beach	CHN	25
Box Head - MacMasters Beach	DEU	62
Box Head - MacMasters Beach	EGY	8
Box Head - MacMasters Beach	FJI	7
Box Head - MacMasters Beach	FRA	14
Box Head - MacMasters Beach	GBR	722
Box Head - MacMasters Beach	GRC	10
Box Head - MacMasters Beach	HKG	7
Box Head - MacMasters Beach	HRV	9
Box Head - MacMasters Beach	IDN	8
Box Head - MacMasters Beach	IND	22
Box Head - MacMasters Beach	IRL	39
Box Head - MacMasters Beach	IRQ	3
Box Head - MacMasters Beach	ITA	41
Box Head - MacMasters Beach	JPN	7
Box Head - MacMasters Beach	KOR	18
Box Head - MacMasters Beach	LBN	4
Box Head - MacMasters Beach	MLT	15
Box Head - MacMasters Beach	MYS	6
Box Head - MacMasters Beach	NLD	30
Box Head - MacMasters Beach	NZL	157
Box Head - MacMasters Beach	PAK	3
Box Head - MacMasters Beach	PHL	28
Box Head - MacMasters Beach	PNG	17
Box Head - MacMasters Beach	POL	7
Box Head - MacMasters Beach	SGP	13
Box Head - MacMasters Beach	THA	13
Box Head - MacMasters Beach	TWN	3
Box Head - MacMasters Beach	USA	44
Box Head - MacMasters Beach	VNM	7
Box Head - MacMasters Beach	ZAF	77
Box Head - MacMasters Beach	ZWE	10
Calga - Kulnura		596
Calga - Kulnura	AUS	3475
Calga - Kulnura	BIH	3
Calga - Kulnura	CAN	11
Calga - Kulnura	CHL	8
Calga - Kulnura	CHN	15
Calga - Kulnura	DEU	13
Calga - Kulnura	EGY	11
Calga - Kulnura	FJI	3
Calga - Kulnura	FRA	4
Calga - Kulnura	GBR	219
Calga - Kulnura	GRC	24
Calga - Kulnura	HKG	5
Calga - Kulnura	HRV	8
Calga - Kulnura	IDN	3
Calga - Kulnura	IND	14
