SA2_NAME16	BornAust	Sex	persons
Katoomba - Leura	0	M	1366
Katoomba - Leura	1	F	4870
Katoomba - Leura	1	M	4426
Lawson - Hazelbrook - Linden	0	F	988
Lawson - Hazelbrook - Linden	0	M	858
Lawson - Hazelbrook - Linden	1	F	4597
Lawson - Hazelbrook - Linden	1	M	4287
Springwood - Winmalee	0	F	1755
Springwood - Winmalee	0	M	1524
Springwood - Winmalee	1	F	9093
Springwood - Winmalee	1	M	8487
Wentworth Falls	0	F	644
Wentworth Falls	0	M	527
Wentworth Falls	1	F	2353
Wentworth Falls	1	M	2181
Blue Mountains - South	0	M	3
Cambridge Park	0	F	1268
Cambridge Park	0	M	1183
Cambridge Park	1	F	6208
Cambridge Park	1	M	6151
Castlereagh - Cranebrook	0	F	2301
Castlereagh - Cranebrook	0	M	2148
Castlereagh - Cranebrook	1	F	9113
Castlereagh - Cranebrook	1	M	8895
Emu Plains - Leonay	0	F	1138
Emu Plains - Leonay	0	M	1080
Emu Plains - Leonay	1	F	5955
Emu Plains - Leonay	1	M	5510
Glenmore Park - Regentville	0	F	2110
Glenmore Park - Regentville	0	M	2027
Glenmore Park - Regentville	1	F	8373
Glenmore Park - Regentville	1	M	7899
Jamisontown - South Penrith	0	F	1631
Jamisontown - South Penrith	0	M	1486
Jamisontown - South Penrith	1	F	6732
Jamisontown - South Penrith	1	M	6438
Kingswood - Werrington	0	F	2723
Kingswood - Werrington	0	M	2594
Kingswood - Werrington	1	F	6598
Kingswood - Werrington	1	M	6361
Mulgoa - Luddenham - Orchard Hills	0	F	858
Mulgoa - Luddenham - Orchard Hills	0	M	862
Mulgoa - Luddenham - Orchard Hills	1	F	3550
Mulgoa - Luddenham - Orchard Hills	1	M	3644
Penrith	0	F	1696
Penrith	0	M	1475
Penrith	1	F	4581
Penrith	1	M	4456
Warragamba - Silverdale	0	F	283
Warragamba - Silverdale	0	M	288
Warragamba - Silverdale	1	F	2127
Warragamba - Silverdale	1	M	2230
Richmond - Clarendon	0	F	1079
Richmond - Clarendon	0	M	911
Richmond - Clarendon	1	F	5682
Richmond - Clarendon	1	M	5255
Windsor - Bligh Park	0	F	992
Windsor - Bligh Park	0	M	864
Windsor - Bligh Park	1	F	6406
Windsor - Bligh Park	1	M	6194
Yarramundi - Londonderry	0	F	453
Yarramundi - Londonderry	0	M	614
Yarramundi - Londonderry	1	F	2616
Yarramundi - Londonderry	1	M	3148
Erskine Park	0	F	783
Erskine Park	0	M	737
Erskine Park	1	F	2323
Erskine Park	1	M	2333
St Clair	0	F	2572
St Clair	0	M	2531
St Clair	1	F	6871
St Clair	1	M	6852
Colyton - Oxley Park	0	F	1619
Colyton - Oxley Park	0	M	1598
Colyton - Oxley Park	1	F	3833
Colyton - Oxley Park	1	M	3680
St Marys - North St Marys	0	F	2351
St Marys - North St Marys	0	M	2289
St Marys - North St Marys	1	F	4990
St Marys - North St Marys	1	M	4985
Homebush Bay - Silverwater	0	F	4510
Homebush Bay - Silverwater	0	M	4691
Homebush Bay - Silverwater	1	F	3492
Homebush Bay - Silverwater	1	M	4343
Rookwood Cemetery	1	M	3
Auburn - Central	0	F	4685
Auburn - Central	0	M	6215
Auburn - Central	1	F	2601
Auburn - Central	1	M	2686
Auburn - North	0	F	3392
Auburn - North	0	M	5076
Auburn - North	1	F	1009
Auburn - North	1	M	1119
Auburn - South	0	F	2177
Auburn - South	0	M	2352
Auburn - South	1	F	1749
Auburn - South	1	M	1732
Berala	0	F	2534
Berala	0	M	2725
Berala	1	F	1581
Berala	1	M	1682
Lidcombe	0	F	6314
Lidcombe	0	M	6496
Lidcombe	1	F	2790
Lidcombe	1	M	3212
Regents Park	0	F	1346
Regents Park	0	M	1364
Regents Park	1	F	1045
Regents Park	1	M	1044
Carlingford	0	F	7083
Carlingford	0	M	6474
Carlingford	1	F	6451
Carlingford	1	M	6523
Ermington - Rydalmere	0	F	4430
Ermington - Rydalmere	0	M	4137
Ermington - Rydalmere	1	F	5862
Ermington - Rydalmere	1	M	5965
Oatlands - Dundas Valley	0	F	4088
Oatlands - Dundas Valley	0	M	3712
Oatlands - Dundas Valley	1	F	4521
Oatlands - Dundas Valley	1	M	4524
Chester Hill - Sefton	0	F	4082
Chester Hill - Sefton	0	M	4241
Chester Hill - Sefton	1	F	4475
Chester Hill - Sefton	1	M	4498
Fairfield - East	0	F	3859
Fairfield - East	0	M	3909
Fairfield - East	1	F	3253
Fairfield - East	1	M	3265
Granville - Clyde	0	F	5175
Granville - Clyde	0	M	5860
Granville - Clyde	1	F	4001
Granville - Clyde	1	M	4191
Greystanes - Pemulwuy	0	F	4401
Greystanes - Pemulwuy	0	M	4243
Greystanes - Pemulwuy	1	F	8335
Greystanes - Pemulwuy	1	M	8015
Guildford - South Granville	0	F	4292
Guildford - South Granville	0	M	4653
Guildford - South Granville	1	F	5173
Guildford - South Granville	1	M	4959
Guildford West - Merrylands West	0	F	4357
Guildford West - Merrylands West	0	M	4479
Guildford West - Merrylands West	1	F	5431
Guildford West - Merrylands West	1	M	5142
Merrylands - Holroyd	0	F	6806
Merrylands - Holroyd	0	M	7302
Merrylands - Holroyd	1	F	6355
Merrylands - Holroyd	1	M	6378
Smithfield Industrial	0	M	5
Smithfield Industrial	1	M	5
Yennora Industrial	0	F	4
Yennora Industrial	0	M	7
Yennora Industrial	1	F	3
Yennora Industrial	1	M	4
North Parramatta	0	F	5789
North Parramatta	0	M	5593
North Parramatta	1	F	4352
North Parramatta	1	M	4582
North Rocks	0	F	1455
North Rocks	0	M	1309
North Rocks	1	F	2487
North Rocks	1	M	2403
Northmead	0	F	5199
Northmead	0	M	5148
Northmead	1	F	4474
Northmead	1	M	4101
Parramatta - Rosehill	0	F	9727
Parramatta - Rosehill	0	M	10714
Parramatta - Rosehill	1	F	2914
Parramatta - Rosehill	1	M	3340
Toongabbie - Constitution Hill	0	F	4387
Toongabbie - Constitution Hill	0	M	4421
Toongabbie - Constitution Hill	1	F	6208
Toongabbie - Constitution Hill	1	M	5854
Winston Hills	0	F	1559
Winston Hills	0	M	1466
Winston Hills	1	F	3813
Winston Hills	1	M	3683
Pendle Hill - Girraween	0	F	3503
Pendle Hill - Girraween	0	M	3703
Pendle Hill - Girraween	1	F	2423
Pendle Hill - Girraween	1	M	2471
Wentworthville - Westmead	0	F	4759
Wentworthville - Westmead	0	M	4962
Wentworthville - Westmead	1	F	2511
Wentworthville - Westmead	1	M	2575
Epping - North Epping	0	F	7194
Epping - North Epping	0	M	6934
Epping - North Epping	1	F	6116
Epping - North Epping	1	M	6058
Pennant Hills - Cheltenham	0	F	3716
Pennant Hills - Cheltenham	0	M	3284
Pennant Hills - Cheltenham	1	F	6599
Pennant Hills - Cheltenham	1	M	6310
Eastwood - Denistone	0	F	6990
Eastwood - Denistone	0	M	6264
Eastwood - Denistone	1	F	5336
Eastwood - Denistone	1	M	5536
Gladesville - Huntleys Point	0	F	2236
Gladesville - Huntleys Point	0	M	2035
Gladesville - Huntleys Point	1	F	4822
Gladesville - Huntleys Point	1	M	4544
Hunters Hill - Woolwich	0	F	1366
Hunters Hill - Woolwich	0	M	1227
Hunters Hill - Woolwich	1	F	3493
Hunters Hill - Woolwich	1	M	3647
Macquarie Park - Marsfield	0	F	6571
Macquarie Park - Marsfield	0	M	5930
Macquarie Park - Marsfield	1	F	4235
Macquarie Park - Marsfield	1	M	3962
North Ryde - East Ryde	0	F	2399
North Ryde - East Ryde	0	M	2145
North Ryde - East Ryde	1	F	3636
North Ryde - East Ryde	1	M	3682
West Ryde - Meadowbank	0	F	5446
West Ryde - Meadowbank	0	M	4815
West Ryde - Meadowbank	1	F	4055
West Ryde - Meadowbank	1	M	4308
Putney	0	F	605
Putney	0	M	567
Putney	1	F	1459
Putney	1	M	1346
Ryde	0	F	6518
Ryde	0	M	5849
Ryde	1	F	6673
Ryde	1	M	6708
Ashcroft - Busby - Miller	0	F	3050
Ashcroft - Busby - Miller	0	M	2847
Ashcroft - Busby - Miller	1	F	4756
Ashcroft - Busby - Miller	1	M	4670
Austral - Greendale	0	F	1145
Austral - Greendale	0	M	1178
Austral - Greendale	1	F	2802
Austral - Greendale	1	M	2913
Cobbitty - Leppington	0	F	2109
Cobbitty - Leppington	0	M	2076
Cobbitty - Leppington	1	F	6092
Cobbitty - Leppington	1	M	6084
Badgerys Creek	0	F	7
Badgerys Creek	0	M	7
Badgerys Creek	1	F	14
Badgerys Creek	1	M	21
Cecil Hills	0	F	1521
Cecil Hills	0	M	1403
Cecil Hills	1	F	1840
Cecil Hills	1	M	1909
Green Valley	0	F	3273
Green Valley	0	M	2941
Green Valley	1	F	2790
Green Valley	1	M	2865
Hinchinbrook	0	F	2922
Hinchinbrook	0	M	2750
Hinchinbrook	1	F	3004
Hinchinbrook	1	M	3093
Hoxton Park - Carnes Hill - Horningsea Park	0	F	2580
Hoxton Park - Carnes Hill - Horningsea Park	0	M	2375
Hoxton Park - Carnes Hill - Horningsea Park	1	F	3070
Hoxton Park - Carnes Hill - Horningsea Park	1	M	3061
West Hoxton - Middleton Grange	0	F	2910
West Hoxton - Middleton Grange	0	M	2829
West Hoxton - Middleton Grange	1	F	4281
West Hoxton - Middleton Grange	1	M	4381
Bonnyrigg Heights - Bonnyrigg	0	F	4488
Bonnyrigg Heights - Bonnyrigg	0	M	3880
Bonnyrigg Heights - Bonnyrigg	1	F	3341
Bonnyrigg Heights - Bonnyrigg	1	M	3561
Bossley Park - Abbotsbury	0	F	4610
Bossley Park - Abbotsbury	0	M	4206
Bossley Park - Abbotsbury	1	F	4566
Bossley Park - Abbotsbury	1	M	4716
Cabramatta - Lansvale	0	F	8256
Cabramatta - Lansvale	0	M	7322
Cabramatta - Lansvale	1	F	3606
Cabramatta - Lansvale	1	M	4117
Cabramatta West - Mount Pritchard	0	F	4291
Cabramatta West - Mount Pritchard	0	M	3764
Cabramatta West - Mount Pritchard	1	F	3891
Cabramatta West - Mount Pritchard	1	M	4121
Canley Vale - Canley Heights	0	F	6380
Canley Vale - Canley Heights	0	M	5560
Canley Vale - Canley Heights	1	F	3708
Canley Vale - Canley Heights	1	M	4102
Edensor Park	0	F	2546
Edensor Park	0	M	2302
Edensor Park	1	F	2260
Edensor Park	1	M	2286
Fairfield	0	F	5898
Fairfield	0	M	5626
Fairfield	1	F	2542
Fairfield	1	M	2632
Fairfield - West	0	F	5571
Fairfield - West	0	M	5076
Fairfield - West	1	F	3636
Fairfield - West	1	M	3731
Greenfield Park - Prairiewood	0	F	2337
Greenfield Park - Prairiewood	0	M	2112
Greenfield Park - Prairiewood	1	F	1672
Greenfield Park - Prairiewood	1	M	1835
Horsley Park - Kemps Creek	0	F	585
Horsley Park - Kemps Creek	0	M	603
Horsley Park - Kemps Creek	1	F	1349
Horsley Park - Kemps Creek	1	M	1433
Smithfield - Wetherill Park	0	F	4498
Smithfield - Wetherill Park	0	M	4185
Smithfield - Wetherill Park	1	F	4068
Smithfield - Wetherill Park	1	M	4208
St Johns Park - Wakeley	0	F	3236
St Johns Park - Wakeley	0	M	2794
St Johns Park - Wakeley	1	F	2085
St Johns Park - Wakeley	1	M	2239
Wetherill Park Industrial	0	F	10
Wetherill Park Industrial	0	M	13
Wetherill Park Industrial	1	F	3
Wetherill Park Industrial	1	M	5
Casula	0	F	3389
Casula	0	M	3138
Casula	1	F	4049
Casula	1	M	3937
Chipping Norton - Moorebank	0	F	3114
Chipping Norton - Moorebank	0	M	2908
Chipping Norton - Moorebank	1	F	5965
Chipping Norton - Moorebank	1	M	5920
Holsworthy - Wattle Grove	0	F	3171
Holsworthy - Wattle Grove	0	M	2959
Holsworthy - Wattle Grove	1	F	6702
Holsworthy - Wattle Grove	1	M	6978
Liverpool	0	F	7704
Liverpool	0	M	7374
Liverpool	1	F	4138
Liverpool	1	M	4310
Lurnea - Cartwright	0	F	2385
Lurnea - Cartwright	0	M	2283
Lurnea - Cartwright	1	F	2941
Lurnea - Cartwright	1	M	2899
Prestons - Edmondson Park	0	F	3953
Prestons - Edmondson Park	0	M	3729
Prestons - Edmondson Park	1	F	4534
Prestons - Edmondson Park	1	M	4517
Warwick Farm	0	F	1480
Warwick Farm	0	M	1465
Warwick Farm	1	F	902
Warwick Farm	1	M	1047
Gymea - Grays Point	0	F	1519
Gymea - Grays Point	0	M	1319
Gymea - Grays Point	1	F	7092
Gymea - Grays Point	1	M	6918
Miranda - Yowie Bay	0	F	2359
Miranda - Yowie Bay	0	M	2065
Miranda - Yowie Bay	1	F	6605
Miranda - Yowie Bay	1	M	6268
Sylvania - Taren Point	0	F	2070
Sylvania - Taren Point	0	M	1843
Sylvania - Taren Point	1	F	5844
Sylvania - Taren Point	1	M	5391
Caringbah	0	F	1273
Caringbah	0	M	1075
Caringbah	1	F	4461
Caringbah	1	M	4234
Caringbah South	0	F	861
Caringbah South	0	M	798
Caringbah South	1	F	5041
Caringbah South	1	M	4900
Cronulla - Kurnell - Bundeena	0	F	2039
Cronulla - Kurnell - Bundeena	0	M	1874
Cronulla - Kurnell - Bundeena	1	F	8976
Cronulla - Kurnell - Bundeena	1	M	8872
Lilli Pilli - Port Hacking - Dolans Bay	0	F	198
Lilli Pilli - Port Hacking - Dolans Bay	0	M	183
Lilli Pilli - Port Hacking - Dolans Bay	1	F	1348
Lilli Pilli - Port Hacking - Dolans Bay	1	M	1316
Woolaware - Burraneer	0	F	598
Woolaware - Burraneer	0	M	547
Woolaware - Burraneer	1	F	3190
Woolaware - Burraneer	1	M	3086
Heathcote - Waterfall	0	F	378
Heathcote - Waterfall	0	M	357
Heathcote - Waterfall	1	F	2884
Heathcote - Waterfall	1	M	2703
Illawong - Alfords Point	0	F	1176
Illawong - Alfords Point	0	M	1147
Illawong - Alfords Point	1	F	3926
Illawong - Alfords Point	1	M	3883
Menai - Lucas Heights - Woronora	0	F	1931
Menai - Lucas Heights - Woronora	0	M	1771
Menai - Lucas Heights - Woronora	1	F	8399
Menai - Lucas Heights - Woronora	1	M	8334
Oyster Bay - Como - Jannali	0	F	1977
Oyster Bay - Como - Jannali	0	M	1889
Oyster Bay - Como - Jannali	1	F	8432
Oyster Bay - Como - Jannali	1	M	8219
Royal National Park	1	F	8
Royal National Park	1	M	7
Sutherland - Kirrawee	0	F	2501
Sutherland - Kirrawee	0	M	2116
Sutherland - Kirrawee	1	F	7837
Sutherland - Kirrawee	1	M	7398
Engadine	0	F	1132
Engadine	0	M	1028
Engadine	1	F	7238
Engadine	1	M	7113
Loftus - Yarrawarrah	0	F	434
Loftus - Yarrawarrah	0	M	410
Loftus - Yarrawarrah	1	F	3176
Loftus - Yarrawarrah	1	M	3034
Woronora Heights	0	F	259
Woronora Heights	0	M	252
Woronora Heights	1	F	1543
Woronora Heights	1	M	1528
Migratory - Offshore - Shipping (NSW)	0	F	86
Migratory - Offshore - Shipping (NSW)	0	M	60
Migratory - Offshore - Shipping (NSW)	1	F	135
Migratory - Offshore - Shipping (NSW)	1	M	102
No usual address (NSW)	0	F	1346
No usual address (NSW)	0	M	1663
No usual address (NSW)	1	F	2726
No usual address (NSW)	1	M	4304
Alfredton	0	F	716
Alfredton	0	M	721
Alfredton	1	F	4960
Alfredton	1	M	4716
Ballarat	0	F	704
Ballarat	0	M	654
Ballarat	1	F	5223
Ballarat	1	M	4640
Ballarat - North	0	F	1054
Ballarat - North	0	M	877
Ballarat - North	1	F	10279
Ballarat - North	1	M	9417
Ballarat - South	0	F	1223
Ballarat - South	0	M	1148
Ballarat - South	1	F	10511
Ballarat - South	1	M	9444
Buninyong	0	F	373
Buninyong	0	M	386
Buninyong	1	F	2910
Buninyong	1	M	2967
Delacombe	0	F	282
Delacombe	0	M	252
Delacombe	1	F	3154
Delacombe	1	M	2995
Smythes Creek	0	F	131
Smythes Creek	0	M	164
Smythes Creek	1	F	1667
Smythes Creek	1	M	1722
Wendouree - Miners Rest	0	F	608
Wendouree - Miners Rest	0	M	522
Wendouree - Miners Rest	1	F	6369
Wendouree - Miners Rest	1	M	5965
Bacchus Marsh Region	0	F	375
Bacchus Marsh Region	0	M	368
Bacchus Marsh Region	1	F	2294
Bacchus Marsh Region	1	M	2329
Creswick - Clunes	0	F	396
Creswick - Clunes	0	M	370
Creswick - Clunes	1	F	3134
Creswick - Clunes	1	M	3090
Daylesford	0	F	713
Daylesford	0	M	659
Daylesford	1	F	3468
Daylesford	1	M	3212
Gordon (Vic.)	0	F	285
Gordon (Vic.)	0	M	303
Gordon (Vic.)	1	F	2259
Gordon (Vic.)	1	M	2292
Avoca	0	F	144
Avoca	0	M	158
Avoca	1	F	1328
Avoca	1	M	1335
Beaufort	0	F	190
Beaufort	0	M	222
Beaufort	1	F	1595
Beaufort	1	M	1982
Golden Plains - North	0	F	209
Golden Plains - North	0	M	212
Golden Plains - North	1	F	1807
Golden Plains - North	1	M	1907
Maryborough (Vic.)	0	F	348
Maryborough (Vic.)	0	M	298
Maryborough (Vic.)	1	F	3410
Maryborough (Vic.)	1	M	3160
Maryborough Region	0	F	268
Maryborough Region	0	M	289
Maryborough Region	1	F	2022
Maryborough Region	1	M	2188
Bendigo	0	F	730
Bendigo	0	M	696
Bendigo	1	F	6060
Bendigo	1	M	5697
California Gully - Eaglehawk	0	F	352
California Gully - Eaglehawk	0	M	297
California Gully - Eaglehawk	1	F	5193
California Gully - Eaglehawk	1	M	4919
East Bendigo - Kennington	0	F	668
East Bendigo - Kennington	0	M	605
East Bendigo - Kennington	1	F	5991
East Bendigo - Kennington	1	M	5442
Flora Hill - Spring Gully	0	F	437
Flora Hill - Spring Gully	0	M	429
Flora Hill - Spring Gully	1	F	4222
Flora Hill - Spring Gully	1	M	3663
Kangaroo Flat - Golden Square	0	F	879
Kangaroo Flat - Golden Square	0	M	792
Kangaroo Flat - Golden Square	1	F	8681
Kangaroo Flat - Golden Square	1	M	7830
Maiden Gully	0	F	127
Maiden Gully	0	M	104
Maiden Gully	1	F	2257
Maiden Gully	1	M	2292
Strathfieldsaye	0	F	275
Strathfieldsaye	0	M	299
Strathfieldsaye	1	F	3858
Strathfieldsaye	1	M	3771
White Hills - Ascot	0	F	450
White Hills - Ascot	0	M	424
White Hills - Ascot	1	F	5159
White Hills - Ascot	1	M	4851
Bendigo Region - South	0	F	249
Bendigo Region - South	0	M	229
Bendigo Region - South	1	F	3062
Bendigo Region - South	1	M	3105
Castlemaine	0	F	529
Castlemaine	0	M	726
Castlemaine	1	F	4192
Castlemaine	1	M	4092
Castlemaine Region	0	F	496
Castlemaine Region	0	M	442
Castlemaine Region	1	F	3360
Castlemaine Region	1	M	3431
Heathcote	0	F	228
Heathcote	0	M	274
Heathcote	1	F	1754
Heathcote	1	M	1730
Kyneton	0	F	603
Kyneton	0	M	620
Kyneton	1	F	3901
Kyneton	1	M	3635
Woodend	0	F	461
Woodend	0	M	487
Woodend	1	F	2744
Woodend	1	M	2536
Bendigo Region - North	0	F	135
Bendigo Region - North	0	M	109
Bendigo Region - North	1	F	1832
Bendigo Region - North	1	M	1928
Loddon	0	F	276
Loddon	0	M	274
Loddon	1	F	2758
Loddon	1	M	2864
Bannockburn	0	F	303
Bannockburn	0	M	285
Bannockburn	1	F	2686
Bannockburn	1	M	2759
Golden Plains - South	0	F	369
Golden Plains - South	0	M	341
Golden Plains - South	1	F	2789
Golden Plains - South	1	M	2887
Winchelsea	0	F	229
Winchelsea	0	M	279
Winchelsea	1	F	2391
Winchelsea	1	M	2383
Belmont	0	F	1064
Belmont	0	M	1069
Belmont	1	F	5807
Belmont	1	M	5243
Corio - Norlane	0	F	3044
Corio - Norlane	0	M	2926
Corio - Norlane	1	F	9152
Corio - Norlane	1	M	8723
Geelong	0	F	1143
Geelong	0	M	1064
Geelong	1	F	4951
Geelong	1	M	4552
Geelong West - Hamlyn Heights	0	F	1505
Geelong West - Hamlyn Heights	0	M	1402
Geelong West - Hamlyn Heights	1	F	8074
Geelong West - Hamlyn Heights	1	M	7267
Grovedale	0	F	1728
Grovedale	0	M	1654
Grovedale	1	F	9728
Grovedale	1	M	8897
Highton	0	F	1887
Highton	0	M	2079
Highton	1	F	8887
Highton	1	M	8273
Lara	0	F	1269
Lara	0	M	1509
Lara	1	F	6940
Lara	1	M	7402
Leopold	0	F	808
Leopold	0	M	807
Leopold	1	F	5446
Leopold	1	M	5033
Newcomb - Moolap	0	F	1058
Newcomb - Moolap	0	M	906
Newcomb - Moolap	1	F	6008
Newcomb - Moolap	1	M	5524
Newtown (Vic.)	0	F	687
Newtown (Vic.)	0	M	665
Newtown (Vic.)	1	F	4277
Newtown (Vic.)	1	M	3926
North Geelong - Bell Park	0	F	2095
North Geelong - Bell Park	0	M	1781
North Geelong - Bell Park	1	F	4768
North Geelong - Bell Park	1	M	4609
Clifton Springs	0	F	955
Clifton Springs	0	M	896
Clifton Springs	1	F	5549
Clifton Springs	1	M	5083
Lorne - Anglesea	0	F	301
Lorne - Anglesea	0	M	254
Lorne - Anglesea	1	F	2013
Lorne - Anglesea	1	M	2033
Ocean Grove - Barwon Heads	0	F	1393
Ocean Grove - Barwon Heads	0	M	1273
Ocean Grove - Barwon Heads	1	F	9952
Ocean Grove - Barwon Heads	1	M	9454
Portarlington	0	F	579
Portarlington	0	M	592
Portarlington	1	F	2855
Portarlington	1	M	2675
Point Lonsdale - Queenscliff	0	F	228
Point Lonsdale - Queenscliff	0	M	226
Point Lonsdale - Queenscliff	1	F	1801
Point Lonsdale - Queenscliff	1	M	1532
Torquay	0	F	1165
Torquay	0	M	1099
Torquay	1	F	7688
Torquay	1	M	7464
Alexandra	0	F	374
Alexandra	0	M	377
Alexandra	1	F	2479
Alexandra	1	M	2491
Euroa	0	F	275
Euroa	0	M	249
Euroa	1	F	2638
Euroa	1	M	2540
Kilmore - Broadford	0	F	772
Kilmore - Broadford	0	M	690
Kilmore - Broadford	1	F	5689
Kilmore - Broadford	1	M	5589
Mansfield (Vic.)	0	F	516
Mansfield (Vic.)	0	M	496
Mansfield (Vic.)	1	F	3472
Mansfield (Vic.)	1	M	3447
Nagambie	0	F	222
Nagambie	0	M	190
Nagambie	1	F	1571
Nagambie	1	M	1606
Seymour	0	F	292
Seymour	0	M	348
Seymour	1	F	2494
Seymour	1	M	2401
Seymour Region	0	F	208
Seymour Region	0	M	228
Seymour Region	1	F	1577
Seymour Region	1	M	1960
Upper Yarra Valley	0	F	17
Upper Yarra Valley	0	M	11
Upper Yarra Valley	1	F	71
Upper Yarra Valley	1	M	59
Yea	0	F	191
Yea	0	M	184
Yea	1	F	1373
Yea	1	M	1446
Benalla	0	F	450
Benalla	0	M	379
Benalla	1	F	4474
Benalla	1	M	4106
Benalla Region	0	F	139
Benalla Region	0	M	127
Benalla Region	1	F	1426
Benalla Region	1	M	1496
Rutherglen	0	F	148
Rutherglen	0	M	123
Rutherglen	1	F	1688
Rutherglen	1	M	1646
Wangaratta	0	F	842
Wangaratta	0	M	759
Wangaratta	1	F	8319
Wangaratta	1	M	7381
Wangaratta Region	0	F	344
Wangaratta Region	0	M	337
Wangaratta Region	1	F	3958
Wangaratta Region	1	M	4063
Beechworth	0	F	270
Beechworth	0	M	268
Beechworth	1	F	1838
Beechworth	1	M	1800
Bright - Mount Beauty	0	F	576
Bright - Mount Beauty	0	M	539
Bright - Mount Beauty	1	F	3054
Bright - Mount Beauty	1	M	3038
Chiltern - Indigo Valley	0	F	126
Chiltern - Indigo Valley	0	M	117
Chiltern - Indigo Valley	1	F	1308
Chiltern - Indigo Valley	1	M	1298
Myrtleford	0	F	342
Myrtleford	0	M	300
Myrtleford	1	F	1798
Myrtleford	1	M	1774
Towong	0	F	258
Towong	0	M	226
Towong	1	F	2384
Towong	1	M	2539
West Wodonga	0	F	696
West Wodonga	0	M	611
West Wodonga	1	F	6557
West Wodonga	1	M	6222
Wodonga	0	F	1332
Wodonga	0	M	1322
Wodonga	1	F	10090
Wodonga	1	M	9810
Yackandandah	0	F	171
Yackandandah	0	M	155
Yackandandah	1	F	2008
Yackandandah	1	M	1924
Drouin	0	F	969
Drouin	0	M	885
Drouin	1	F	6726
Drouin	1	M	6327
Mount Baw Baw Region	0	F	313
Mount Baw Baw Region	0	M	309
Mount Baw Baw Region	1	F	2376
Mount Baw Baw Region	1	M	2481
Trafalgar (Vic.)	0	F	385
Trafalgar (Vic.)	0	M	328
Trafalgar (Vic.)	1	F	3143
Trafalgar (Vic.)	1	M	3096
Warragul	0	F	1111
Warragul	0	M	965
Warragul	1	F	7980
Warragul	1	M	7391
Bairnsdale	0	F	788
Bairnsdale	0	M	635
Bairnsdale	1	F	6141
Bairnsdale	1	M	5530
Bruthen - Omeo	0	F	351
Bruthen - Omeo	0	M	327
Bruthen - Omeo	1	F	3087
Bruthen - Omeo	1	M	3287
Lakes Entrance	0	F	644
Lakes Entrance	0	M	614
Lakes Entrance	1	F	3889
Lakes Entrance	1	M	3748
Orbost	0	F	301
Orbost	0	M	318
Orbost	1	F	2544
Orbost	1	M	2637
Paynesville	0	F	459
Paynesville	0	M	450
Paynesville	1	F	2437
Paynesville	1	M	2411
Foster	0	F	552
Foster	0	M	515
Foster	1	F	3361
Foster	1	M	3337
French Island	0	F	7
French Island	0	M	8
French Island	1	F	43
French Island	1	M	50
Korumburra	0	F	533
Korumburra	0	M	455
Korumburra	1	F	3757
Korumburra	1	M	3680
Leongatha	0	F	609
Leongatha	0	M	498
Leongatha	1	F	4590
Leongatha	1	M	4429
Phillip Island	0	F	868
Phillip Island	0	M	809
Phillip Island	1	F	4069
Phillip Island	1	M	3781
Wilsons Promontory	1	F	4
Wilsons Promontory	1	M	6
Wonthaggi - Inverloch	0	F	1554
Wonthaggi - Inverloch	0	M	1492
Wonthaggi - Inverloch	1	F	8837
Wonthaggi - Inverloch	1	M	8302
Churchill	0	F	647
Churchill	0	M	675
Churchill	1	F	4589
Churchill	1	M	4480
Moe - Newborough	0	F	1176
Moe - Newborough	0	M	1018
Moe - Newborough	1	F	6568
Moe - Newborough	1	M	6247
Morwell	0	F	1149
Morwell	0	M	978
Morwell	1	F	5090
Morwell	1	M	5056
Traralgon	0	F	1643
Traralgon	0	M	1492
Traralgon	1	F	11016
Traralgon	1	M	10356
Yallourn North - Glengarry	0	F	158
Yallourn North - Glengarry	0	M	157
Yallourn North - Glengarry	1	F	1889
Yallourn North - Glengarry	1	M	1978
Alps - West	1	F	6
Alps - West	1	M	15
Longford - Loch Sport	0	F	274
Longford - Loch Sport	0	M	263
Longford - Loch Sport	1	F	1555
Longford - Loch Sport	1	M	1729
Maffra	0	F	559
Maffra	0	M	505
Maffra	1	F	5875
Maffra	1	M	5763
Rosedale	0	F	171
Rosedale	0	M	454
Rosedale	1	F	1573
Rosedale	1	M	2159
Sale	0	F	966
Sale	0	M	828
Sale	1	F	6042
Sale	1	M	5615
Yarram	0	F	273
Yarram	0	M	250
Yarram	1	F	2060
Yarram	1	M	2154
Brunswick	0	F	4160
Brunswick	0	M	3920
Brunswick	1	F	7976
Brunswick	1	M	7598
Brunswick East	0	F	1866
Brunswick East	0	M	1605
Brunswick East	1	F	3549
Brunswick East	1	M	3226
Brunswick West	0	F	2303
Brunswick West	0	M	2031
Brunswick West	1	F	4370
Brunswick West	1	M	4103
Coburg	0	F	4285
Coburg	0	M	4225
Coburg	1	F	8468
Coburg	1	M	7765
Pascoe Vale South	0	F	1129
Pascoe Vale South	0	M	1064
Pascoe Vale South	1	F	3636
Pascoe Vale South	1	M	3489
Alphington - Fairfield	0	F	1139
Alphington - Fairfield	0	M	1017
Alphington - Fairfield	1	F	3261
Alphington - Fairfield	1	M	3012
Northcote	0	F	3267
Northcote	0	M	2784
Northcote	1	F	8978
Northcote	1	M	7954
Thornbury	0	F	2677
Thornbury	0	M	2474
Thornbury	1	F	6364
Thornbury	1	M	5664
Ascot Vale	0	F	2224
Ascot Vale	0	M	1888
