SA2_NAME16	persons
Pinjarra Hills - Pullenvale	5398
Chelmer - Graceville	7411
Corinda	4863
Indooroopilly	12134
Sherwood	5642
St Lucia	12574
Taringa	8451
Enoggera	8158
Enoggera Reservoir	25
Keperra	7084
Mitchelton	8362
The Gap	16477
Upper Kedron - Ferny Grove	9907
Brisbane City	10192
Fortitude Valley	7146
Highgate Hill	6329
Kangaroo Point	8214
New Farm	12791
South Brisbane	7235
Spring Hill	6063
West End	9620
Balmoral	4228
Bulimba	6704
East Brisbane	5786
Hawthorne	4971
Morningside - Seven Hills	12612
Norman Park	6298
Albion	2791
Alderley	5999
Ascot	5145
Clayfield	10473
Grange	4248
Hamilton (Qld)	6290
Hendra	4659
Kelvin Grove - Herston	10081
Newmarket	4979
Newstead - Bowen Hills	10638
Wilston	3934
Windsor	7190
Wooloowin - Lutwyche	9745
Ashgrove	13315
Auchenflower	5499
Bardon	9716
Paddington - Milton	10788
Red Hill (Qld)	5744
Toowong	10800
Brinsmead	5362
Clifton Beach - Kewarra Beach	10830
Freshwater - Stratford	3566
Redlynch	12808
Trinity Beach - Smithfield	13936
Yorkeys Knob - Machans Beach	6152
Bentley Park	8018
Cairns City	11439
Earlville - Bayview Heights	8265
Edmonton	10753
Gordonvale - Trinity	8664
Kanimbla - Mooroobool	9888
Manoora	6027
Manunda	5390
Mount Sheridan	8271
Westcourt - Bungalow	6333
White Rock	4730
Whitfield - Edge Hill	8192
Woree	4821
Babinda	4239
Innisfail	9377
Johnstone	7889
Tully	10661
Yarrabah	2559
Daintree	6348
Port Douglas	5260
Atherton	10708
Herberton	5638
Kuranda	4496
Malanda - Yungaburra	8478
Mareeba	11079
Balonne	4377
Chinchilla	8129
Goondiwindi	6355
Inglewood - Waggamba	4244
Miles - Wandoan	4064
Roma	6848
Roma Region	5815
Tara	4221
Crows Nest - Rosalie	8560
Jondaryan	7508
Millmerran	3310
Pittsworth	5722
Wambo	17027
Clifton - Greenmount	4899
Southern Downs - East	4227
Southern Downs - West	4656
Stanthorpe	5406
Stanthorpe Region	5780
Warwick	15130
Central Highlands - East	7291
Central Highlands - West	8137
Emerald	13532
Berserker	6875
Bouldercombe	1865
Emu Park	5466
Frenchville - Mount Archer	9076
Glenlee - Rockyview	4984
Gracemere	11665
Lakes Creek	4876
Mount Morgan	2941
Norman Gardens	10130
Park Avenue	5094
Parkhurst - Kawana	6902
Rockhampton - West	5935
Rockhampton City	3262
Rockhampton Region - East	3451
Rockhampton Region - North	4245
Rockhampton Region - West	2916
Shoalwater Bay	16
The Range - Allenstown	8190
Yeppoon	18107
Banana	8553
Biloela	5765
Agnes Water - Miriam Vale	6022
Boyne Island - Tannum Sands	9901
Callemondah	18
Clinton - New Auckland	13464
Gladstone	6014
Gladstone Hinterland	11747
Kin Kora - Sun Valley	3613
Telina - Toolooa	6142
West Gladstone	4709
Broadbeach Waters	7779
Burleigh Heads	8770
Burleigh Waters	14156
Mermaid Beach - Broadbeach	11921
Mermaid Waters	12170
Miami	6843
Coolangatta	5948
Currumbin - Tugun	11316
Currumbin Waters	9121
Elanora	12145
Palm Beach	14654
Arundel	10246
Biggera Waters	8534
Coombabah	10388
Labrador	18261
Paradise Point - Hollywell	9399
Runaway Bay	9068
Guanaba - Springbrook	4238
Tamborine - Canungra	14273
Currumbin Valley - Tallebudgera	7147
Mudgeeraba - Bonogin	18263
Reedy Creek - Andrews	7976
Carrara	12189
Highland Park	8368
Nerang - Mount Nathan	20529
Pacific Pines - Gaven	18320
Worongary - Tallai	7884
Coomera	13305
Helensvale	16862
Hope Island	11232
Jacobs Well - Alberton	3642
Ormeau - Yatala	19674
Oxenford - Maudsland	15795
Pimpama	9167
Upper Coomera - Willow Vale	31214
Clear Island Waters	4120
Merrimac	7071
Robina	23106
Varsity Lakes	15183
Ashmore	11910
Molendinar	6375
Parkwood	8702
Southport - North	14697
Southport - South	17208
Benowa	8741
Bundall	4523
Main Beach	3883
Surfers Paradise	23689
Darra - Sumner	4932
Durack	7948
Forest Lake - Doolandella	27709
Inala - Richlands	18010
Oxley (Qld)	7815
Wacol	5816
Boonah	11885
Esk	5158
Lake Manchester - England Creek	3
Lockyer Valley - East	19814
Lowood	14052
Rosewood	11806
Brassall	10898
Bundamba	8917
Churchill - Yamanto	6768
Ipswich - Central	6558
Ipswich - East	17894
Ipswich - North	4644
Karalee - Barellan Point	5511
Karana Downs	6089
Leichhardt - One Mile	7654
North Ipswich - Tivoli	6394
Raceview	15176
Ripley	4624
Riverview	3073
Bellbird Park - Brookwater	13763
Camira - Gailes	9238
Carole Park	4
Collingwood Park - Redbank	8517
Goodna	10884
Redbank Plains	19299
Springfield	6772
Springfield Lakes	15429
Beaudesert	13915
Beenleigh	8252
Eagleby	13326
Edens Landing - Holmview	7450
Mount Warren Park	5791
Wolffdene - Bahrs Scrub	6105
Boronia Heights - Park Ridge	12237
Browns Plains	7368
Chambers Flat - Logan Reserve	5057
Crestmead	11989
Hillcrest	8152
Marsden	14447
Munruben - Park Ridge South	4617
Regents Park - Heritage Park	15934
Greenbank	12852
Jimboomba	25744
Logan Village	6994
Bethania - Waterford	10870
Cornubia - Carbrook	8455
Loganholme - Tanah Merah	11130
Loganlea	10434
Shailer Park	11647
Waterford West	7244
Daisy Hill	6638
Kingston (Qld.)	10413
Logan Central	6133
Rochedale South - Priestdale	15452
Slacks Creek	10432
Springwood	9279
Underwood	6341
Woodridge	12579
Bowen	9105
Broadsound - Nebo	8505
Clermont	3700
Collinsville	3456
Moranbah	8735
Andergrove - Beaconsfield	14908
East Mackay	3569
Eimeo - Rural View	12326
Eungella Hinterland	15
Mackay	3659
Mackay Harbour	518
Mount Pleasant - Glenella	10709
North Mackay	6000
Ooralea - Bakers Creek	5036
Pioneer Valley	8209
Sarina	11616
Seaforth - Calen	8123
Shoal Point - Bucasia	5747
Slade Point	3349
South Mackay	6704
Walkerston - Eton	8323
West Mackay	6160
Airlie - Whitsundays	12928
Proserpine	8293
Beachmere - Sandstone Point	14892
Bribie Island	18142
Burpengary - East	3970
Caboolture	26827
Caboolture - South	20349
Elimbah	3963
Morayfield - East	8434
Wamuran	3932
Kilcoy	5383
Woodford - D'Aguilar	7850
Burpengary	14022
Deception Bay	22446
Morayfield	4825
Narangba	18573
Upper Caboolture	3022
Clontarf	8251
Margate - Woody Point	11696
Redcliffe	10164
Rothwell - Kippa-Ring	17138
Scarborough - Newport - Moreton Island	12226
Albany Creek	15800
Cashmere	18805
Dayboro	8489
Eatons Hill	7973
The Hills District	23369
Samford Valley	11754
Dakabin - Kallangur	23932
Murrumba Downs - Griffin	17520
North Lakes - Mango Hill	30105
Bray Park	10246
Lawnton	6011
Petrie	8690
Strathpine - Brendale	12270
Aurukun	1269
Cape York	7513
Croydon - Etheridge	1091
Kowanyama - Pormpuraaw	1700
Northern Peninsula	2796
Tablelands	5985
Torres	3610
Torres Strait Islands	4514
Weipa	3899
Carpentaria	4828
Mount Isa	18342
Mount Isa Region	3354
Northern Highlands	3121
Barcaldine - Blackall	4771
Charleville	4307
Far Central West	2114
Far South West	2802
Longreach	3660
Buderim - North	16615
Buderim - South	16323
Mountain Creek	11254
Sippy Downs	10298
Aroona - Currimundi	10071
Buddina - Minyama	6433
Caloundra - Kings Beach	6699
Caloundra - West	20277
Golden Beach - Pelican Waters	11854
Moffat Beach - Battery Hill	7838
Parrearra - Warana	9502
Wurtulla - Birtinya	7838
Coolum Beach	14589
Marcoola - Mudjimba	10868
Maroochydore - Kuluin	19163
Mooloolaba - Alexandra Headland	11694
Noosa Heads	4484
Noosaville	8735
Sunshine Beach	6534
Tewantin	10308
Peregian Beach - Marcus Beach	3761
Peregian Springs	7337
Beerwah	8201
Caloundra Hinterland	8537
Glass House Mountains	5838
Landsborough	10142
Maroochy Hinterland	6252
Palmwoods	10613
Bli Bli	8351
Diddillibah - Rosemount	3764
Eumundi - Yandina	10548
Nambour	19962
Noosa Hinterland	21852
Cambooya - Wyreema	6957
Darling Heights	13740
Drayton - Harristown	10198
Gatton	7434
Gowrie (Qld)	6411
Highfields	13180
Lockyer Valley - West	11362
Middle Ridge	7141
Newtown (Qld)	9596
North Toowoomba - Harlaxton	5734
Rangeville	8312
Toowoomba - Central	13373
Toowoomba - East	9757
Toowoomba - West	13005
Wilsonton	13310
Ayr	9098
Burdekin	7920
Charters Towers	8120
Dalrymple	3759
Ingham	4426
Ingham Region	6453
Palm Island	2446
Aitkenvale	4790
Annandale	10065
Belgian Gardens - Pallarenda	3280
Bohle Plains	7233
Condon - Rasmussen	10475
Cranbrook	5908
Deeragun	22401
Douglas	7747
Garbutt - West End	6533
Gulliver - Currajong - Vincent	7731
Heatley	4038
Hermit Park - Rosslea	5149
Hyde Park - Pimlico	4656
Kelso	10630
Kirwan - East	7813
Kirwan - West	15554
Magnetic Island	2335
Mount Louisa	9260
Mundingburra	3620
Northern Beaches	6358
Oonoonba	6556
South Townsville - Railway Estate	5211
Townsville - South	4296
Townsville City - North Ward	9059
Wulguru - Roseneath	6099
Ashfield - Kepnock	5229
Bargara - Burnett Heads	16593
Branyan - Kensington	4708
Bundaberg	6116
Bundaberg East - Kalkie	5475
Bundaberg North - Gooburrum	7221
Bundaberg Region - North	8866
Bundaberg Region - South	9835
Millbank - Avoca	7415
Svensson Heights - Norville	5611
Walkervale - Avenell Heights	10696
Gayndah - Mundubbera	6658
Gin Gin	5117
Kingaroy	10289
Kingaroy Region - North	9566
Kingaroy Region - South	3924
Monto - Eidsvold	3827
Nanango	9678
North Burnett	10
Cooloola	6263
Gympie - North	14220
Gympie - South	6746
Gympie Region	18564
Kilkivan	3691
Booral - River Heads	4602
Craignish - Dundowran Beach	4813
Pialba - Eli Waters	13948
Point Vernon	5699
Torquay - Scarness - Kawungan	14999
Urangan - Wondunna	12612
Burrum - Fraser	9572
Granville	3211
Maryborough (Qld)	18238
Maryborough Region - South	8395
Tinana	5476
Migratory - Offshore - Shipping (Qld)	150
No usual address (Qld)	12510
Adelaide	15115
North Adelaide	6950
Adelaide Hills	6830
Aldgate - Stirling	17465
Hahndorf - Echunga	4465
Lobethal - Woodside	9020
Mount Barker	17365
Mount Barker Region	6284
Nairne	5042
Uraidla - Summertown	5414
Burnside - Wattle Park	18514
Glenside - Beaumont	9608
Toorak Gardens	15790
Athelstone	9152
Paradise - Newton	19718
Rostrevor - Magill	21653
Norwood (SA)	10066
Payneham - Felixstow	12342
St Peters - Marden	12956
Nailsworth - Broadview	6075
Prospect	14445
Walkerville	7550
Goodwood - Millswood	17582
Unley - Parkside	20135
Gawler - North	9203
Gawler - South	19803
Lewiston - Two Wells	5633
Craigmore - Blakeview	18118
Davoren Park	17658
Elizabeth	10376
Elizabeth East	12911
Munno Para West - Angle Vale	12130
One Tree Hill	2514
Smithfield - Elizabeth North	12232
Virginia - Waterloo Corner	4217
Enfield - Blair Athol	23179
Northgate - Oakden - Gilles Plains	24592
Windsor Gardens	20288
Ingle Farm	14837
Para Hills	14587
Parafield	105
Parafield Gardens	16945
Paralowie	16750
Salisbury	17605
Salisbury East	17533
Salisbury North	17205
Mawson Lakes - Globe Derby Park	13331
Pooraka - Cavan	7731
Golden Grove	10342
Greenwith	8988
Highbury - Dernancourt	10473
Hope Valley - Modbury	16428
Modbury Heights	18899
Redwood Park	16053
St Agnes - Ridgehaven	12429
Brighton (SA)	13826
Glenelg (SA)	19873
Edwardstown	13505
Hallett Cove	12395
Marino - Seaview Downs	9277
Mitchell Park	15151
Morphettville	14657
Sheidow Park - Trott Park	10116
Warradale	14970
Belair	4603
Bellevue Heights	7433
Blackwood	11996
Colonel Light Gardens	15603
Mitcham (SA)	15837
Panorama	8068
Aberfoyle Park	11657
Aldinga	15379
Christie Downs	9336
Christies Beach	10238
Clarendon	2655
Coromandel Valley	4310
Flagstaff Hill	10525
Hackham - Onkaparinga Hills	6310
Hackham West - Huntfield Heights	7587
Happy Valley	13615
Lonsdale	29
McLaren Vale	5975
Morphett Vale - East	13601
Morphett Vale - West	9538
Reynella	10154
Seaford (SA)	22361
Willunga	3393
Woodcroft	11376
Beverley	7766
Flinders Park	14463
Henley Beach	14843
Hindmarsh - Brompton	17624
Royal Park - Hendon - Albert Park	5870
Seaton - Grange	16282
West Lakes	14363
Woodville - Cheltenham	17482
Largs Bay - Semaphore	14491
North Haven	14249
Port Adelaide	10787
The Parks	18446
Torrens Island	5
Fulham	2702
Lockleys	12710
Plympton	24236
Richmond (SA)	16465
West Beach	4964
Barossa - Angaston	6111
Light	8963
Lyndoch	6158
Mallala	3168
Nuriootpa	6550
Tanunda	4546
Clare	4047
Gilbert Valley	4893
Goyder	4161
Wakefield - Barunga West	9448
Jamestown	4563
Peterborough - Mount Remarkable	5393
Port Pirie	14007
Port Pirie Region	3302
Kadina	5274
Moonta	4839
Wallaroo	4039
Yorke Peninsula - North	7125
Yorke Peninsula - South	3930
Ceduna	2556
Eyre Peninsula	6499
Kimba - Cleve - Franklin Harbour	4247
Le Hunte - Elliston	2267
Port Lincoln	15685
West Coast (SA)	3528
Western	79
Whyalla	21751
APY Lands	2276
Coober Pedy	1762
Quorn - Lake Gilles	2134
Outback	2635
Port Augusta	13515
Roxby Downs	3888
Goolwa - Port Elliot	11126
Kangaroo Island	4702
Strathalbyn	7096
Strathalbyn Region	7362
Victor Harbor	14378
Yankalilla	5732
Grant	5834
Kingston - Robe	3724
Millicent	5251
Naracoorte	6038
Naracoorte Region	2254
Penola	3117
Tatiara	6620
Wattle Range	3269
Mount Gambier - East	14671
Mount Gambier - West	14017
Barmera	6504
Berri	4088
Karoonda - Lameroo	3029
Loxton	5366
Loxton Region	1705
Mannum	6183
Murray Bridge	17559
Murray Bridge Region	3645
Renmark	4634
Renmark Region	4843
The Coorong	5395
Waikerie	6610
Migratory - Offshore - Shipping (SA)	3
No usual address (SA)	2863
Augusta	5431
Busselton	26334
Busselton Region	10280
Margaret River	8830
Australind - Leschenault	17592
Capel	5195
College Grove - Carey Park	6746
Collie	8798
Dardanup	3142
Davenport	9
Eaton - Pelican Point	11756
Harvey	8959
East Bunbury - Glen Iris	6994
Waroona	4148
Dalyellup	8998
Gelorup - Stratham	3009
South Bunbury - Bunbury	12154
Withers - Usher	5142
Bridgetown - Boyup Brook	6357
Donnybrook - Balingup	5870
Manjimup	5538
Pemberton	5040
Dawesville - Bouvard	7088
Falcon - Wannanup	8782
Greenfields	9855
Halls Head - Erskine	18529
Mandurah	9090
Mandurah - East	5821
Mandurah - North	17782
Mandurah - South	10171
Pinjarra	9628
City Beach	6609
Claremont (WA)	8148
Cottesloe	7375
Floreat	7899
Mosman Park - Peppermint Grove	10395
Nedlands - Dalkeith - Crawley	18534
Swanbourne - Mount Claremont	8681
Kings Park (WA)	23
Mount Hawthorn - Leederville	10708
Mount Lawley - Inglewood	16517
North Perth	8821
Perth City	31293
Subiaco - Shenton Park	16465
Wembley - West Leederville - Glendalough	17849
Bassendean - Eden Hill - Ashfield	15092
Bayswater - Embleton - Bedford	22958
Maylands	12714
Morley	21712
Noranda	7979
Chidlow	4715
Glen Forrest - Darlington	7054
Helena Valley - Koongamia	5314
Malmalling - Reservoir	11
Mundaring	12865
Swan View - Greenmount - Midvale	12075
Avon Valley National Park	6
Ballajura	18745
Beechboro	18097
Bullsbrook	5185
Ellenbrook	36114
Gidgegannup	2743
Hazelmere - Guildford	4184
Lockridge - Kiara	10577
Malaga	6
Middle Swan - Herne Hill	5414
Midland - Guildford	10674
Stratton - Jane Brook	6886
The Vines	9904
Craigie - Beldon	9801
Currambine - Kinross	13798
Duncraig	15268
Greenwood - Warwick	13347
Heathridge - Connolly	10306
Hillarys	10808
Iluka - Burns Beach	8644
Joondalup - Edgewater	13602
Kingsley	13059
Mullaloo - Kallaroo	11166
Ocean Reef	7840
Padbury	8183
Sorrento - Marmion	9625
Woodvale	9276
Balcatta - Hamersley	15364
Balga - Mirrabooka	20050
Dianella	24130
Innaloo - Doubleview	16559
Karrinyup - Gwelup - Carine	20304
Nollamara - Westminster	17770
Osborne Park Industrial	8
Scarborough	15421
Stirling - Osborne Park	13748
Trigg - North Beach - Watermans Bay	7524
Tuart Hill - Joondanna	11895
Wembley Downs - Churchlands - Woodlands	13952
Yokine - Coolbinia - Menora	15714
Alexander Heights - Koondoola	11975
Butler - Merriwa - Ridgewood	23439
Carramar	16616
Clarkson	12971
Girrawheen	8759
Madeley - Darch - Landsdale	25406
Marangaroo	10592
Mindarie - Quinns Rocks - Jindalee	18775
Neerabup National Park	7
Tapping - Ashby - Sinagra	13260
Wanneroo	25622
Alkimos - Eglinton	7945
Carabooda - Pinjar	730
Two Rocks	2997
Yanchep	8859
Armadale - Wungong - Brookdale	19045
Ashendon - Lesley	15
Camillo - Champion Lakes	5532
Forrestdale - Harrisdale - Piara Waters	19259
Kelmscott	10480
Mount Nasura - Mount Richon - Bedfordale	7954
Roleystone	7033
Seville Grove	10270
Belmont - Ascot - Redcliffe	14321
East Victoria Park - Carlisle	16551
Kewdale Commercial	4
Perth Airport	28
Rivervale - Kewdale - Cloverdale	25321
Victoria Park - Lathlain - Burswood	14480
Bentley - Wilson - St James	20062
Canning Vale - West	9993
Cannington - Queens Park	18048
Parkwood - Ferndale - Lynwood	13803
Riverton - Shelley - Rossmoyne	13486
Welshpool	19
Willetton	18187
Beckenham - Kenwick - Langford	18873
Canning Vale - East	23065
Gosnells	20285
Huntingdale - Southern River	19038
Maddington - Orange Grove - Martin	13650
Thornlie	23153
Forrestfield - Wattle Grove	18661
High Wycombe	12308
Kalamunda - Maida Vale - Gooseberry Hill	14889
Lesmurdie - Bickley - Carmel	11586
Byford	16112
Mundijong	6351
Serpentine - Jarrahdale	4416
Como	14014
Manning - Waterford	11457
South Perth - Kensington	16576
Banjup	17533
Bibra Industrial	6
Coogee	8768
Coolbellup	8147
Hamilton Hill	10387
Henderson	14
North Coogee	2388
South Lake - Cockburn Central	11468
Spearwood	10107
Success - Hammond Park	14904
Yangebup	7479
Beeliar - Wattleup	8228
Jandakot	2593
East Fremantle	7376
Fremantle	14846
Fremantle - South	14372
O'Connor (WA)	15
Bertram - Wellard (West)	14016
Calista	7667
Hope Valley - Postans	62
Kwinana Industrial	25
Parmelia - Orelia	10959
Casuarina - Wandi	6184
Applecross - Ardross	11034
Bateman	3717
Bicton - Palmyra	13680
Booragoon	14454
Bull Creek	7746
Leeming	10730
Melville	16278
Murdoch - Kardinya	12257
Willagee	4872
Winthrop	5907
Baldivis	33028
Cooloongup	8591
Port Kennedy	13777
Rockingham	15435
Rockingham Lakes	8
Safety Bay - Shoalwater	11508
Singleton - Golden Bay - Secret Harbour	19607
Waikiki	12454
Warnbro	10701
Albany	14253
Albany Region	3437
Bayonet Head - Lower King	4830
Denmark	5845
Gnowangerup	2882
Katanning	4559
Kojonup	4214
Little Grove - Elleker	3632
McKail - Willyung	10427
Plantagenet	5079
Chittering	5472
Cunderdin	4103
Dowerin	3982
Gingin - Dandaragan	8429
Merredin	5088
Moora	4776
Mukinbudin	3185
Northam	11112
Toodyay	4439
York - Beverley	5350
Brookton	3717
Kulin	4297
Murray	2577
Narrogin	4725
Wagin	4938
Broome	13984
Derby - West Kimberley	7705
Halls Creek	3270
Kununurra	7155
Roebuck	2245
East Pilbara	6659
Newman	4567
Port Hedland	4360
South Hedland	9471
Ashburton (WA)	13026
Karratha	15828
Roebourne	5643
Esperance	12107
Esperance Region	3862
Carnarvon	5160
Exmouth	4325
Boulder	7092
Kalgoorlie	13937
Kalgoorlie - North	8839
Kalgoorlie Airport	9
Kambalda - Coolgardie - Norseman	4563
Leinster - Leonora	4661
Geraldton	11790
Geraldton - East	7966
Geraldton - North	7691
Geraldton - South	9983
Irwin	3569
Meekatharra	3069
Morawa	4007
Northampton - Mullewa - Greenough	5941
Migratory - Offshore - Shipping (WA)	434
No usual address (WA)	5950
Bridgewater - Gagebrook	7288
Brighton - Pontville	5446
Old Beach - Otago	4337
Bellerive - Rosny	5939
Cambridge	7657
Geilston Bay - Risdon	3221
Howrah - Tranmere	10387
Lindisfarne - Rose Bay	7283
Mornington - Warrane	4703
Risdon Vale	3095
Rokeby	6107
South Arm	4205
Austins Ferry - Granton	3985
Berriedale - Chigwell	5525
Claremont (Tas.)	7750
Derwent Park - Lutana	4148
Glenorchy	11063
Montrose - Rosetta	4879
Moonah	5284
New Norfolk	6605
West Moonah	3919
Kingston - Huntingfield	11309
Kingston Beach - Blackmans Bay	10288
Margate - Snug	7709
Taroona - Bonnet Hill	3574
Hobart	7809
Lenah Valley - Mount Stuart	8323
Mount Nelson - Dynnyrne	4656
New Town	6032
Sandy Bay	11773
South Hobart - Fern Tree	6095
West Hobart	5873
Dodges Ferry - Lewisham	7530
Sorell - Richmond	8553
Invermay	3061
Kings Meadows - Punchbowl	4221
Launceston	5142
Legana	4073
Mowbray	3733
Newnham - Mayfield	8990
Newstead	5214
Norwood (Tas.)	3881
Prospect Vale - Blackstone	6418
Ravenswood	3625
Riverside	6424
South Launceston	4609
Summerhill - Prospect	4681
Trevallyn	4562
Waverley - St Leonards	3506
West Launceston	4131
Youngtown - Relbia	4643
Beauty Point - Beaconsfield	3761
Deloraine	5718
Grindelwald - Lanena	5709
Hadspen - Carrick	3240
Westbury	4025
Dilston - Lilydale	3954
George Town	6853
Longford	4013
Northern Midlands	3633
Perth - Evandale	5067
St Helens - Scamander	6083
Flinders and Cape Barren Islands	906
Scottsdale - Bridport	6618
Central Highlands	2058
Derwent Valley	3100
Southern Midlands	6058
Wilderness - East	15
Bruny Island - Kettering	2942
Cygnet	4230
Geeveston - Dover	3664
Huonville - Franklin	8305
Forestier - Tasman	2372
Triabunna - Bicheno	4375
Acton - Upper Burnie	3169
Burnie - Ulverstone Region	4975
Burnie - Wivenhoe	3606
Parklands - Camdale	6329
Penguin - Sulphur Creek	5023
Romaine - Havenview	3399
Somerset	3903
Ulverstone	6852
West Ulverstone	4191
Wynyard	6089
Devonport	13759
East Devonport	4711
Latrobe	4510
Miandetta - Don	3497
Port Sorell	5625
Quoiba - Spreyton	2910
Sheffield - Railton	6133
Turners Beach - Forth	3112
King Island	1585
North West	4034
Smithton	3881
Waratah	3589
West Coast (Tas.)	4149
Migratory - Offshore - Shipping (Tas.)	68
No usual address (Tas.)	912
Darwin Airport	18
Darwin City	6464
East Point	14
Fannie Bay - The Gardens	3351
Larrakeyah	3729
Ludmilla - The Narrows	2545
Parap	2747
Stuart Park	4149
Woolner - Bayview - Winnellie	2821
Alawa	2127
Anula	2369
Berrimah	1277
Brinkin - Nakara	3581
Coconut Grove	3050
East Arm	13
Jingili	1757
Karama	4944
Leanyer	4578
Lyons (NT)	4799
Malak - Marrara	4549
Millner	2548
Moil	2000
Nightcliff	3853
Rapid Creek	3282
Tiwi	2562
Wagaman	2163
Wanguri	1876
Wulagi	2435
Howard Springs	6981
Humpty Doo	8711
Koolpinyah	25
Virginia	3292
Weddell	4527
Bakewell	3069
Driver	2884
Durack - Marlow Lagoon	4287
Gray	3288
Moulden	2959
Palmerston - North	4231
Palmerston - South	3069
Rosebery - Bellamack	6678
Woodroffe	3233
Charles	4257
East Side	5051
Flynn (NT)	4384
Larapinta	4886
Mount Johns	3740
Petermann - Simpson	2465
Ross	2436
Sandover - Plenty	4034
Tanami	2747
Yuendumu - Anmatjere	2079
Barkly	2539
Tennant Creek	2991
Alligator	4566
Daly	1834
Thamarrurr	2477
Tiwi Islands	2453
West Arnhem	4773
Anindilyakwa	2489
East Arnhem	7436
Nhulunbuy	3088
Elsey	2301
Gulf	4151
Katherine	9777
Victoria River	2487
Migratory - Offshore - Shipping (NT)	70
No usual address (NT)	2489
Aranda	2393
Belconnen	6657
Bruce	6997
Charnwood	2979
Cook	2805
Dunlop	7197
Evatt	5327
Florey	4764
Flynn (ACT)	3360
Fraser	2026
Giralang	3316
Gooromon	4
Hawker	2952
Higgins	3073
Holt	4619
Kaleen	7271
Latham	3634
Lawson	148
Macgregor (ACT)	6796
Macquarie	2700
McKellar	2746
Melba	3147
Page	3025
Scullin	2929
Spence	2585
Weetangera	2576
Molonglo Corridor	12
West Belconnen	18
Hume	430
Kowen	38
Canberra East	840
Canberra Airport	103
Majura	171
Amaroo	5710
Bonner	6730
Casey	5758
Crace	4459
Forde	4308
Franklin	6419
Gungahlin	6134
Hall	271
Harrison	7687
Mitchell	6
Ngunnawal	10486
Nicholls	6865
Palmerston	5525
Jacka	670
Kenny	8
Moncrieff	105
Acton	2086
Ainslie	5189
Braddon	5500
Civic	4276
Dickson	2149
Downer	3662
Hackett	2991
Lyneham	5112
O'Connor (ACT)	5481
Turner	4047
Watson	5862
Campbell	3226
Duntroon	1775
Parkes (ACT) - North	4
Reid	1636
Deakin	2878
Forrest	1615
Griffith (ACT)	4575
Narrabundah	5960
Parkes (ACT) - South	8
Red Hill (ACT)	3170
Yarralumla	2890
Barton	1435
Fyshwick	56
Kingston (ACT)	4424
Banks	4967
Bonython	3786
Calwell	5758
Chisholm	5121
Conder	5059
Fadden	2949
Gilmore	2750
Gordon (ACT)	7611
Gowrie (ACT)	3056
Greenway	1894
Isabella Plains	4405
Kambah	14900
Macarthur	1427
Monash	5431
Mount Taylor	3
Oxley (ACT)	1693
Richardson	3006
Theodore	3799
Tuggeranong	21
Wanniassa	7512
Tuggeranong - West	12
Chapman	2684
Duffy	3162
Fisher	3004
Holder	2606
Rivett	3193
Stirling	2134
Waramanga	2629
Weston	3576
Scrivener	3
Chifley	2407
Curtin	5238
Farrer	3231
Garran	3497
Hughes	2990
Isaacs	2341
Lyons (ACT)	3085
Mawson	3252
O'Malley	991
Pearce	2579
Phillip	2936
Torrens	2206
Arboretum	7
Coombs	1811
Molonglo	3
Molonglo - North	4
Wright	2753
ACT - South West	564
Namadgi	42
No usual address (ACT)	538
Christmas Island	1843
Cocos (Keeling) Islands	544
Jervis Bay	391
Norfolk Island	1748
Migratory - Offshore - Shipping (OT)	6
No usual address (OT)	55
