SA2_NAME16	MaxSchoolingCompleted	adults
Indooroopilly	Year 8	105
Indooroopilly	Year 9	194
Indooroopilly	Year 10	718
Indooroopilly	Year 11	376
Indooroopilly	Year 12	8359
Sherwood	Did not go to school	19
Sherwood	Year 8	83
Sherwood	Year 9	95
Sherwood	Year 10	508
Sherwood	Year 11	231
Sherwood	Year 12	3362
St Lucia	Did not go to school	18
St Lucia	Year 8	62
St Lucia	Year 9	82
St Lucia	Year 10	321
St Lucia	Year 11	214
St Lucia	Year 12	10039
Taringa	Did not go to school	15
Taringa	Year 8	79
Taringa	Year 9	86
Taringa	Year 10	493
Taringa	Year 11	229
Taringa	Year 12	6191
Enoggera	Did not go to school	20
Enoggera	Year 8	191
Enoggera	Year 9	129
Enoggera	Year 10	942
Enoggera	Year 11	391
Enoggera	Year 12	4663
Enoggera Reservoir	Year 10	3
Enoggera Reservoir	Year 12	13
Keperra	Did not go to school	43
Keperra	Year 8	312
Keperra	Year 9	278
Keperra	Year 10	1262
Keperra	Year 11	378
Keperra	Year 12	3088
Mitchelton	Did not go to school	18
Mitchelton	Year 8	266
Mitchelton	Year 9	200
Mitchelton	Year 10	1102
Mitchelton	Year 11	362
Mitchelton	Year 12	4288
The Gap	Did not go to school	28
The Gap	Year 8	235
The Gap	Year 9	320
The Gap	Year 10	1887
The Gap	Year 11	796
The Gap	Year 12	9113
Upper Kedron - Ferny Grove	Did not go to school	13
Upper Kedron - Ferny Grove	Year 8	171
Upper Kedron - Ferny Grove	Year 9	220
Upper Kedron - Ferny Grove	Year 10	1410
Upper Kedron - Ferny Grove	Year 11	538
Upper Kedron - Ferny Grove	Year 12	4854
Brisbane City	Did not go to school	56
Brisbane City	Year 8	106
Brisbane City	Year 9	102
Brisbane City	Year 10	542
Brisbane City	Year 11	384
Brisbane City	Year 12	7482
Fortitude Valley	Did not go to school	20
Fortitude Valley	Year 8	78
Fortitude Valley	Year 9	111
Fortitude Valley	Year 10	507
Fortitude Valley	Year 11	307
Fortitude Valley	Year 12	4797
Highgate Hill	Did not go to school	41
Highgate Hill	Year 8	179
Highgate Hill	Year 9	96
Highgate Hill	Year 10	451
Highgate Hill	Year 11	220
Highgate Hill	Year 12	3955
Kangaroo Point	Did not go to school	31
Kangaroo Point	Year 8	129
Kangaroo Point	Year 9	98
Kangaroo Point	Year 10	778
Kangaroo Point	Year 11	355
Kangaroo Point	Year 12	5641
New Farm	Did not go to school	65
New Farm	Year 8	291
New Farm	Year 9	159
New Farm	Year 10	948
New Farm	Year 11	438
New Farm	Year 12	7904
South Brisbane	Did not go to school	32
South Brisbane	Year 8	93
South Brisbane	Year 9	130
South Brisbane	Year 10	493
South Brisbane	Year 11	296
South Brisbane	Year 12	4905
Spring Hill	Did not go to school	38
Spring Hill	Year 8	85
Spring Hill	Year 9	92
Spring Hill	Year 10	403
Spring Hill	Year 11	320
Spring Hill	Year 12	4083
West End	Did not go to school	79
West End	Year 8	236
West End	Year 9	137
West End	Year 10	660
West End	Year 11	356
West End	Year 12	6029
Balmoral	Did not go to school	6
Balmoral	Year 8	79
Balmoral	Year 9	66
Balmoral	Year 10	439
Balmoral	Year 11	180
Balmoral	Year 12	2353
Bulimba	Did not go to school	6
Bulimba	Year 8	107
Bulimba	Year 9	118
Bulimba	Year 10	631
Bulimba	Year 11	298
Bulimba	Year 12	3802
East Brisbane	Did not go to school	14
East Brisbane	Year 8	121
East Brisbane	Year 9	98
East Brisbane	Year 10	453
East Brisbane	Year 11	262
East Brisbane	Year 12	3672
Hawthorne	Did not go to school	4
Hawthorne	Year 8	50
Hawthorne	Year 9	74
Hawthorne	Year 10	412
Hawthorne	Year 11	233
Hawthorne	Year 12	2939
Morningside - Seven Hills	Did not go to school	37
Morningside - Seven Hills	Year 8	275
Morningside - Seven Hills	Year 9	232
Morningside - Seven Hills	Year 10	1217
Morningside - Seven Hills	Year 11	553
Morningside - Seven Hills	Year 12	7417
Norman Park	Did not go to school	7
Norman Park	Year 8	64
Norman Park	Year 9	79
Norman Park	Year 10	571
Norman Park	Year 11	264
Norman Park	Year 12	3680
Albion	Did not go to school	6
Albion	Year 8	48
Albion	Year 9	47
Albion	Year 10	256
Albion	Year 11	117
Albion	Year 12	1759
Alderley	Did not go to school	12
Alderley	Year 8	94
Alderley	Year 9	93
Alderley	Year 10	530
Alderley	Year 11	206
Alderley	Year 12	3690
Ascot	Did not go to school	7
Ascot	Year 8	80
Ascot	Year 9	102
Ascot	Year 10	510
Ascot	Year 11	226
Ascot	Year 12	3093
Clayfield	Did not go to school	27
Clayfield	Year 8	179
Clayfield	Year 9	203
Clayfield	Year 10	947
Clayfield	Year 11	448
Clayfield	Year 12	6454
Grange	Did not go to school	5
Grange	Year 8	66
Grange	Year 9	81
Grange	Year 10	371
Grange	Year 11	166
Grange	Year 12	2372
Hamilton (Qld)	Did not go to school	7
Hamilton (Qld)	Year 8	85
Hamilton (Qld)	Year 9	90
Hamilton (Qld)	Year 10	647
Hamilton (Qld)	Year 11	286
Hamilton (Qld)	Year 12	3817
Hendra	Did not go to school	6
Hendra	Year 8	90
Hendra	Year 9	98
Hendra	Year 10	525
Hendra	Year 11	214
Hendra	Year 12	2537
Kelvin Grove - Herston	Did not go to school	23
Kelvin Grove - Herston	Year 8	130
Kelvin Grove - Herston	Year 9	144
Kelvin Grove - Herston	Year 10	484
Kelvin Grove - Herston	Year 11	298
Kelvin Grove - Herston	Year 12	6875
Newmarket	Did not go to school	11
Newmarket	Year 8	106
Newmarket	Year 9	77
Newmarket	Year 10	410
Newmarket	Year 11	192
Newmarket	Year 12	3100
Newstead - Bowen Hills	Did not go to school	27
Newstead - Bowen Hills	Year 8	79
Newstead - Bowen Hills	Year 9	88
Newstead - Bowen Hills	Year 10	693
Newstead - Bowen Hills	Year 11	381
Newstead - Bowen Hills	Year 12	7359
Wilston	Did not go to school	12
Wilston	Year 8	89
Wilston	Year 9	54
Wilston	Year 10	276
Wilston	Year 11	142
Wilston	Year 12	2375
Windsor	Did not go to school	15
Windsor	Year 8	141
Windsor	Year 9	105
Windsor	Year 10	616
Windsor	Year 11	252
Windsor	Year 12	4554
Wooloowin - Lutwyche	Did not go to school	27
Wooloowin - Lutwyche	Year 8	238
Wooloowin - Lutwyche	Year 9	174
Wooloowin - Lutwyche	Year 10	872
Wooloowin - Lutwyche	Year 11	384
Wooloowin - Lutwyche	Year 12	5867
Ashgrove	Did not go to school	18
Ashgrove	Year 8	186
Ashgrove	Year 9	236
Ashgrove	Year 10	1065
Ashgrove	Year 11	497
Ashgrove	Year 12	7812
Auchenflower	Did not go to school	10
Auchenflower	Year 8	45
Auchenflower	Year 9	34
Auchenflower	Year 10	297
Auchenflower	Year 11	178
Auchenflower	Year 12	3809
Bardon	Did not go to school	18
Bardon	Year 8	140
Bardon	Year 9	170
Bardon	Year 10	736
Bardon	Year 11	377
Bardon	Year 12	5710
Paddington - Milton	Did not go to school	25
Paddington - Milton	Year 8	148
Paddington - Milton	Year 9	116
Paddington - Milton	Year 10	666
Paddington - Milton	Year 11	331
Paddington - Milton	Year 12	7323
Red Hill (Qld)	Did not go to school	13
Red Hill (Qld)	Year 8	95
Red Hill (Qld)	Year 9	73
Red Hill (Qld)	Year 10	359
Red Hill (Qld)	Year 11	192
Red Hill (Qld)	Year 12	3693
Toowong	Did not go to school	19
Toowong	Year 8	73
Toowong	Year 9	129
Toowong	Year 10	587
Toowong	Year 11	330
Toowong	Year 12	7685
Brinsmead	Did not go to school	10
Brinsmead	Year 8	102
Brinsmead	Year 9	154
Brinsmead	Year 10	880
Brinsmead	Year 11	416
Brinsmead	Year 12	2343
Clifton Beach - Kewarra Beach	Did not go to school	21
Clifton Beach - Kewarra Beach	Year 8	189
Clifton Beach - Kewarra Beach	Year 9	365
Clifton Beach - Kewarra Beach	Year 10	1815
Clifton Beach - Kewarra Beach	Year 11	912
Clifton Beach - Kewarra Beach	Year 12	4797
Freshwater - Stratford	Did not go to school	6
Freshwater - Stratford	Year 8	66
Freshwater - Stratford	Year 9	96
Freshwater - Stratford	Year 10	513
Freshwater - Stratford	Year 11	241
Freshwater - Stratford	Year 12	1745
Redlynch	Did not go to school	25
Redlynch	Year 8	188
Redlynch	Year 9	357
Redlynch	Year 10	1992
Redlynch	Year 11	942
Redlynch	Year 12	5291
Trinity Beach - Smithfield	Did not go to school	23
Trinity Beach - Smithfield	Year 8	252
Trinity Beach - Smithfield	Year 9	461
Trinity Beach - Smithfield	Year 10	2204
Trinity Beach - Smithfield	Year 11	1123
Trinity Beach - Smithfield	Year 12	6153
Yorkeys Knob - Machans Beach	Did not go to school	14
Yorkeys Knob - Machans Beach	Year 8	136
Yorkeys Knob - Machans Beach	Year 9	233
Yorkeys Knob - Machans Beach	Year 10	1090
Yorkeys Knob - Machans Beach	Year 11	444
Yorkeys Knob - Machans Beach	Year 12	2499
Bentley Park	Did not go to school	66
Bentley Park	Year 8	214
Bentley Park	Year 9	285
Bentley Park	Year 10	1349
Bentley Park	Year 11	628
Bentley Park	Year 12	2735
Cairns City	Did not go to school	87
Cairns City	Year 8	272
Cairns City	Year 9	314
Cairns City	Year 10	1432
Cairns City	Year 11	685
Cairns City	Year 12	5435
Earlville - Bayview Heights	Did not go to school	35
Earlville - Bayview Heights	Year 8	359
Earlville - Bayview Heights	Year 9	321
Earlville - Bayview Heights	Year 10	1674
Earlville - Bayview Heights	Year 11	579
Earlville - Bayview Heights	Year 12	3089
Edmonton	Did not go to school	79
Edmonton	Year 8	368
Edmonton	Year 9	453
Edmonton	Year 10	2049
Edmonton	Year 11	847
Edmonton	Year 12	3407
Gordonvale - Trinity	Did not go to school	28
Gordonvale - Trinity	Year 8	357
Gordonvale - Trinity	Year 9	368
Gordonvale - Trinity	Year 10	1845
Gordonvale - Trinity	Year 11	663
Gordonvale - Trinity	Year 12	2748
Kanimbla - Mooroobool	Did not go to school	103
Kanimbla - Mooroobool	Year 8	403
Kanimbla - Mooroobool	Year 9	321
Kanimbla - Mooroobool	Year 10	1616
Kanimbla - Mooroobool	Year 11	618
Kanimbla - Mooroobool	Year 12	3921
Manoora	Did not go to school	46
Manoora	Year 8	253
Manoora	Year 9	239
Manoora	Year 10	967
Manoora	Year 11	418
Manoora	Year 12	1927
Manunda	Did not go to school	110
Manunda	Year 8	279
Manunda	Year 9	218
Manunda	Year 10	925
Manunda	Year 11	350
Manunda	Year 12	1789
Mount Sheridan	Did not go to school	46
Mount Sheridan	Year 8	212
Mount Sheridan	Year 9	285
Mount Sheridan	Year 10	1483
Mount Sheridan	Year 11	615
Mount Sheridan	Year 12	3253
Westcourt - Bungalow	Did not go to school	100
Westcourt - Bungalow	Year 8	359
Westcourt - Bungalow	Year 9	259
Westcourt - Bungalow	Year 10	1067
Westcourt - Bungalow	Year 11	408
Westcourt - Bungalow	Year 12	2339
White Rock	Did not go to school	36
White Rock	Year 8	181
White Rock	Year 9	188
White Rock	Year 10	866
White Rock	Year 11	360
White Rock	Year 12	1517
Whitfield - Edge Hill	Did not go to school	27
Whitfield - Edge Hill	Year 8	219
Whitfield - Edge Hill	Year 9	263
Whitfield - Edge Hill	Year 10	1322
Whitfield - Edge Hill	Year 11	579
Whitfield - Edge Hill	Year 12	3682
Woree	Did not go to school	52
Woree	Year 8	210
Woree	Year 9	222
Woree	Year 10	912
Woree	Year 11	376
Woree	Year 12	1565
Babinda	Did not go to school	25
Babinda	Year 8	269
Babinda	Year 9	215
Babinda	Year 10	1093
Babinda	Year 11	330
Babinda	Year 12	1180
Innisfail	Did not go to school	81
Innisfail	Year 8	793
Innisfail	Year 9	457
Innisfail	Year 10	1941
Innisfail	Year 11	598
Innisfail	Year 12	2653
Johnstone	Did not go to school	32
Johnstone	Year 8	509
Johnstone	Year 9	409
Johnstone	Year 10	1921
Johnstone	Year 11	604
Johnstone	Year 12	2276
Tully	Did not go to school	41
Tully	Year 8	592
Tully	Year 9	504
Tully	Year 10	2422
Tully	Year 11	840
Tully	Year 12	3319
Yarrabah	Did not go to school	17
Yarrabah	Year 8	114
Yarrabah	Year 9	187
Yarrabah	Year 10	559
Yarrabah	Year 11	280
Yarrabah	Year 12	450
Daintree	Did not go to school	14
Daintree	Year 8	270
Daintree	Year 9	280
Daintree	Year 10	1274
Daintree	Year 11	496
Daintree	Year 12	2076
Port Douglas	Did not go to school	3
Port Douglas	Year 8	73
Port Douglas	Year 9	146
Port Douglas	Year 10	765
Port Douglas	Year 11	436
Port Douglas	Year 12	2313
Atherton	Did not go to school	42
Atherton	Year 8	720
Atherton	Year 9	512
Atherton	Year 10	2486
Atherton	Year 11	642
Atherton	Year 12	3467
Herberton	Did not go to school	30
Herberton	Year 8	357
Herberton	Year 9	344
Herberton	Year 10	1361
Herberton	Year 11	373
Herberton	Year 12	1363
Kuranda	Did not go to school	7
Kuranda	Year 8	119
Kuranda	Year 9	150
Kuranda	Year 10	835
Kuranda	Year 11	323
Kuranda	Year 12	1712
Malanda - Yungaburra	Did not go to school	24
Malanda - Yungaburra	Year 8	412
Malanda - Yungaburra	Year 9	394
Malanda - Yungaburra	Year 10	2016
Malanda - Yungaburra	Year 11	545
Malanda - Yungaburra	Year 12	2853
Mareeba	Did not go to school	88
Mareeba	Year 8	932
Mareeba	Year 9	529
Mareeba	Year 10	2261
Mareeba	Year 11	683
Mareeba	Year 12	3170
Balonne	Did not go to school	23
Balonne	Year 8	304
Balonne	Year 9	174
Balonne	Year 10	929
Balonne	Year 11	268
Balonne	Year 12	1357
Chinchilla	Did not go to school	16
Chinchilla	Year 8	503
Chinchilla	Year 9	372
Chinchilla	Year 10	1677
Chinchilla	Year 11	513
Chinchilla	Year 12	2224
Goondiwindi	Did not go to school	15
Goondiwindi	Year 8	320
Goondiwindi	Year 9	265
Goondiwindi	Year 10	1230
Goondiwindi	Year 11	357
Goondiwindi	Year 12	2100
Inglewood - Waggamba	Did not go to school	17
Inglewood - Waggamba	Year 8	339
Inglewood - Waggamba	Year 9	240
Inglewood - Waggamba	Year 10	1046
Inglewood - Waggamba	Year 11	220
Inglewood - Waggamba	Year 12	1115
Miles - Wandoan	Did not go to school	13
Miles - Wandoan	Year 8	260
Miles - Wandoan	Year 9	174
Miles - Wandoan	Year 10	854
Miles - Wandoan	Year 11	173
Miles - Wandoan	Year 12	1248
Roma	Did not go to school	30
Roma	Year 8	302
Roma	Year 9	225
Roma	Year 10	1327
Roma	Year 11	380
Roma	Year 12	2313
Roma Region	Did not go to school	30
Roma Region	Year 8	452
Roma Region	Year 9	278
Roma Region	Year 10	1420
Roma Region	Year 11	301
Roma Region	Year 12	1610
Tara	Did not go to school	15
Tara	Year 8	291
Tara	Year 9	239
Tara	Year 10	918
Tara	Year 11	211
Tara	Year 12	930
Crows Nest - Rosalie	Did not go to school	17
Crows Nest - Rosalie	Year 8	728
Crows Nest - Rosalie	Year 9	510
Crows Nest - Rosalie	Year 10	2192
Crows Nest - Rosalie	Year 11	470
Crows Nest - Rosalie	Year 12	2305
Jondaryan	Did not go to school	30
Jondaryan	Year 8	581
Jondaryan	Year 9	452
Jondaryan	Year 10	1786
Jondaryan	Year 11	416
Jondaryan	Year 12	2076
Millmerran	Did not go to school	10
Millmerran	Year 8	267
Millmerran	Year 9	166
Millmerran	Year 10	871
Millmerran	Year 11	159
Millmerran	Year 12	799
Pittsworth	Did not go to school	13
Pittsworth	Year 8	430
Pittsworth	Year 9	279
Pittsworth	Year 10	1344
Pittsworth	Year 11	321
Pittsworth	Year 12	1620
Wambo	Did not go to school	50
Wambo	Year 8	1039
Wambo	Year 9	764
Wambo	Year 10	3878
Wambo	Year 11	1044
Wambo	Year 12	4998
Clifton - Greenmount	Did not go to school	9
Clifton - Greenmount	Year 8	313
Clifton - Greenmount	Year 9	259
Clifton - Greenmount	Year 10	1190
Clifton - Greenmount	Year 11	303
Clifton - Greenmount	Year 12	1518
Southern Downs - East	Did not go to school	6
Southern Downs - East	Year 8	275
Southern Downs - East	Year 9	233
Southern Downs - East	Year 10	1188
Southern Downs - East	Year 11	229
Southern Downs - East	Year 12	1173
Southern Downs - West	Did not go to school	15
Southern Downs - West	Year 8	354
Southern Downs - West	Year 9	277
Southern Downs - West	Year 10	1262
Southern Downs - West	Year 11	302
Southern Downs - West	Year 12	1275
Stanthorpe	Did not go to school	39
Stanthorpe	Year 8	483
Stanthorpe	Year 9	263
Stanthorpe	Year 10	1238
Stanthorpe	Year 11	319
Stanthorpe	Year 12	1711
Stanthorpe Region	Did not go to school	10
Stanthorpe Region	Year 8	350
Stanthorpe Region	Year 9	335
Stanthorpe Region	Year 10	1420
Stanthorpe Region	Year 11	353
Stanthorpe Region	Year 12	1822
Warwick	Did not go to school	41
Warwick	Year 8	966
Warwick	Year 9	867
Warwick	Year 10	3770
Warwick	Year 11	976
Warwick	Year 12	4298
Central Highlands - East	Did not go to school	25
Central Highlands - East	Year 8	273
Central Highlands - East	Year 9	323
Central Highlands - East	Year 10	1467
Central Highlands - East	Year 11	500
Central Highlands - East	Year 12	2096
Central Highlands - West	Did not go to school	22
Central Highlands - West	Year 8	385
Central Highlands - West	Year 9	338
Central Highlands - West	Year 10	1808
Central Highlands - West	Year 11	478
Central Highlands - West	Year 12	2295
Emerald	Did not go to school	28
Emerald	Year 8	282
Emerald	Year 9	372
Emerald	Year 10	2304
Emerald	Year 11	867
Emerald	Year 12	4666
Berserker	Did not go to school	38
Berserker	Year 8	516
Berserker	Year 9	369
Berserker	Year 10	1538
Berserker	Year 11	430
Berserker	Year 12	2015
Bouldercombe	Did not go to school	8
Bouldercombe	Year 8	135
Bouldercombe	Year 9	99
Bouldercombe	Year 10	517
Bouldercombe	Year 11	111
Bouldercombe	Year 12	467
Emu Park	Did not go to school	4
Emu Park	Year 8	318
Emu Park	Year 9	269
Emu Park	Year 10	1372
Emu Park	Year 11	380
Emu Park	Year 12	1485
Frenchville - Mount Archer	Did not go to school	31
Frenchville - Mount Archer	Year 8	448
Frenchville - Mount Archer	Year 9	325
Frenchville - Mount Archer	Year 10	1908
Frenchville - Mount Archer	Year 11	500
Frenchville - Mount Archer	Year 12	3513
Glenlee - Rockyview	Year 8	176
Glenlee - Rockyview	Year 9	176
Glenlee - Rockyview	Year 10	1014
Glenlee - Rockyview	Year 11	285
Glenlee - Rockyview	Year 12	1548
Gracemere	Did not go to school	21
Gracemere	Year 8	489
Gracemere	Year 9	501
Gracemere	Year 10	2445
Gracemere	Year 11	776
Gracemere	Year 12	3539
Lakes Creek	Did not go to school	42
Lakes Creek	Year 8	371
Lakes Creek	Year 9	276
Lakes Creek	Year 10	1053
Lakes Creek	Year 11	311
Lakes Creek	Year 12	1376
Mount Morgan	Did not go to school	18
Mount Morgan	Year 8	352
Mount Morgan	Year 9	234
Mount Morgan	Year 10	778
Mount Morgan	Year 11	191
Mount Morgan	Year 12	591
Norman Gardens	Did not go to school	60
Norman Gardens	Year 8	473
Norman Gardens	Year 9	351
Norman Gardens	Year 10	1977
Norman Gardens	Year 11	580
Norman Gardens	Year 12	3842
Park Avenue	Did not go to school	9
Park Avenue	Year 8	394
Park Avenue	Year 9	228
Park Avenue	Year 10	1168
Park Avenue	Year 11	310
Park Avenue	Year 12	1575
Parkhurst - Kawana	Did not go to school	21
Parkhurst - Kawana	Year 8	292
Parkhurst - Kawana	Year 9	287
Parkhurst - Kawana	Year 10	1452
Parkhurst - Kawana	Year 11	394
Parkhurst - Kawana	Year 12	2237
Rockhampton - West	Did not go to school	11
Rockhampton - West	Year 8	402
Rockhampton - West	Year 9	256
Rockhampton - West	Year 10	1210
Rockhampton - West	Year 11	337
Rockhampton - West	Year 12	2089
Rockhampton City	Did not go to school	12
Rockhampton City	Year 8	280
Rockhampton City	Year 9	204
Rockhampton City	Year 10	763
Rockhampton City	Year 11	210
Rockhampton City	Year 12	902
Rockhampton Region - East	Did not go to school	4
Rockhampton Region - East	Year 8	230
Rockhampton Region - East	Year 9	215
Rockhampton Region - East	Year 10	885
Rockhampton Region - East	Year 11	211
Rockhampton Region - East	Year 12	951
Rockhampton Region - North	Did not go to school	8
Rockhampton Region - North	Year 8	210
Rockhampton Region - North	Year 9	198
Rockhampton Region - North	Year 10	1114
Rockhampton Region - North	Year 11	288
Rockhampton Region - North	Year 12	1294
Rockhampton Region - West	Did not go to school	4
Rockhampton Region - West	Year 8	168
Rockhampton Region - West	Year 9	161
Rockhampton Region - West	Year 10	760
Rockhampton Region - West	Year 11	183
Rockhampton Region - West	Year 12	846
Shoalwater Bay	Year 8	3
Shoalwater Bay	Year 9	8
Shoalwater Bay	Year 10	4
Shoalwater Bay	Year 12	3
The Range - Allenstown	Did not go to school	22
The Range - Allenstown	Year 8	393
The Range - Allenstown	Year 9	357
The Range - Allenstown	Year 10	1430
The Range - Allenstown	Year 11	550
The Range - Allenstown	Year 12	3019
Yeppoon	Did not go to school	48
Yeppoon	Year 8	837
Yeppoon	Year 9	809
Yeppoon	Year 10	4000
Yeppoon	Year 11	1315
Yeppoon	Year 12	6189
Banana	Did not go to school	27
Banana	Year 8	613
Banana	Year 9	406
Banana	Year 10	2057
Banana	Year 11	517
Banana	Year 12	2403
Biloela	Did not go to school	26
Biloela	Year 8	394
Biloela	Year 9	239
Biloela	Year 10	1089
Biloela	Year 11	366
Biloela	Year 12	1865
Agnes Water - Miriam Vale	Did not go to school	6
Agnes Water - Miriam Vale	Year 8	334
Agnes Water - Miriam Vale	Year 9	421
Agnes Water - Miriam Vale	Year 10	1724
Agnes Water - Miriam Vale	Year 11	460
Agnes Water - Miriam Vale	Year 12	1501
Boyne Island - Tannum Sands	Did not go to school	15
Boyne Island - Tannum Sands	Year 8	218
Boyne Island - Tannum Sands	Year 9	400
Boyne Island - Tannum Sands	Year 10	2092
Boyne Island - Tannum Sands	Year 11	885
Boyne Island - Tannum Sands	Year 12	3345
Callemondah	Year 9	3
Callemondah	Year 10	12
Callemondah	Year 12	8
Clinton - New Auckland	Did not go to school	18
Clinton - New Auckland	Year 8	375
Clinton - New Auckland	Year 9	475
Clinton - New Auckland	Year 10	2556
Clinton - New Auckland	Year 11	1088
Clinton - New Auckland	Year 12	4808
Gladstone	Did not go to school	15
Gladstone	Year 8	285
Gladstone	Year 9	262
Gladstone	Year 10	1222
Gladstone	Year 11	425
Gladstone	Year 12	2090
Gladstone Hinterland	Did not go to school	21
Gladstone Hinterland	Year 8	460
Gladstone Hinterland	Year 9	532
Gladstone Hinterland	Year 10	2778
Gladstone Hinterland	Year 11	896
Gladstone Hinterland	Year 12	3262
Kin Kora - Sun Valley	Did not go to school	9
Kin Kora - Sun Valley	Year 8	120
Kin Kora - Sun Valley	Year 9	157
Kin Kora - Sun Valley	Year 10	804
Kin Kora - Sun Valley	Year 11	278
Kin Kora - Sun Valley	Year 12	1276
Telina - Toolooa	Did not go to school	16
Telina - Toolooa	Year 8	155
Telina - Toolooa	Year 9	214
Telina - Toolooa	Year 10	1214
Telina - Toolooa	Year 11	467
Telina - Toolooa	Year 12	2143
West Gladstone	Did not go to school	14
West Gladstone	Year 8	220
West Gladstone	Year 9	184
West Gladstone	Year 10	1070
West Gladstone	Year 11	356
West Gladstone	Year 12	1609
Broadbeach Waters	Did not go to school	16
Broadbeach Waters	Year 8	207
Broadbeach Waters	Year 9	258
Broadbeach Waters	Year 10	1325
Broadbeach Waters	Year 11	571
Broadbeach Waters	Year 12	3623
Burleigh Heads	Did not go to school	18
Burleigh Heads	Year 8	238
Burleigh Heads	Year 9	309
Burleigh Heads	Year 10	1648
Burleigh Heads	Year 11	539
Burleigh Heads	Year 12	4032
Burleigh Waters	Did not go to school	38
Burleigh Waters	Year 8	438
Burleigh Waters	Year 9	605
Burleigh Waters	Year 10	2768
Burleigh Waters	Year 11	999
Burleigh Waters	Year 12	5841
Mermaid Beach - Broadbeach	Did not go to school	57
Mermaid Beach - Broadbeach	Year 8	254
Mermaid Beach - Broadbeach	Year 9	341
Mermaid Beach - Broadbeach	Year 10	1716
Mermaid Beach - Broadbeach	Year 11	769
Mermaid Beach - Broadbeach	Year 12	6245
Mermaid Waters	Did not go to school	37
Mermaid Waters	Year 8	337
Mermaid Waters	Year 9	439
Mermaid Waters	Year 10	2148
Mermaid Waters	Year 11	826
Mermaid Waters	Year 12	5523
Miami	Did not go to school	9
Miami	Year 8	158
Miami	Year 9	196
Miami	Year 10	1084
Miami	Year 11	514
Miami	Year 12	3351
Coolangatta	Did not go to school	21
Coolangatta	Year 8	249
Coolangatta	Year 9	293
Coolangatta	Year 10	1360
Coolangatta	Year 11	346
Coolangatta	Year 12	2428
Currumbin - Tugun	Did not go to school	22
Currumbin - Tugun	Year 8	248
Currumbin - Tugun	Year 9	403
Currumbin - Tugun	Year 10	2286
Currumbin - Tugun	Year 11	743
Currumbin - Tugun	Year 12	4731
Currumbin Waters	Did not go to school	11
Currumbin Waters	Year 8	303
Currumbin Waters	Year 9	476
Currumbin Waters	Year 10	2133
Currumbin Waters	Year 11	654
Currumbin Waters	Year 12	3368
Elanora	Did not go to school	21
Elanora	Year 8	346
Elanora	Year 9	583
Elanora	Year 10	2708
Elanora	Year 11	932
Elanora	Year 12	4575
Palm Beach	Did not go to school	29
Palm Beach	Year 8	412
Palm Beach	Year 9	630
Palm Beach	Year 10	2932
Palm Beach	Year 11	987
Palm Beach	Year 12	6159
Arundel	Did not go to school	36
Arundel	Year 8	254
Arundel	Year 9	400
Arundel	Year 10	1881
Arundel	Year 11	743
Arundel	Year 12	4497
Biggera Waters	Did not go to school	38
Biggera Waters	Year 8	268
Biggera Waters	Year 9	371
Biggera Waters	Year 10	1496
Biggera Waters	Year 11	623
Biggera Waters	Year 12	3729
Coombabah	Did not go to school	36
Coombabah	Year 8	460
Coombabah	Year 9	589
Coombabah	Year 10	2284
Coombabah	Year 11	807
Coombabah	Year 12	3661
Labrador	Did not go to school	116
Labrador	Year 8	736
Labrador	Year 9	779
Labrador	Year 10	3400
Labrador	Year 11	1213
Labrador	Year 12	7536
Paradise Point - Hollywell	Did not go to school	18
Paradise Point - Hollywell	Year 8	304
Paradise Point - Hollywell	Year 9	398
Paradise Point - Hollywell	Year 10	2117
Paradise Point - Hollywell	Year 11	645
Paradise Point - Hollywell	Year 12	3976
Runaway Bay	Did not go to school	14
Runaway Bay	Year 8	292
Runaway Bay	Year 9	408
Runaway Bay	Year 10	2016
Runaway Bay	Year 11	656
Runaway Bay	Year 12	3879
Guanaba - Springbrook	Did not go to school	4
Guanaba - Springbrook	Year 8	90
Guanaba - Springbrook	Year 9	161
Guanaba - Springbrook	Year 10	882
Guanaba - Springbrook	Year 11	297
Guanaba - Springbrook	Year 12	1653
Tamborine - Canungra	Did not go to school	18
Tamborine - Canungra	Year 8	342
Tamborine - Canungra	Year 9	531
Tamborine - Canungra	Year 10	2809
Tamborine - Canungra	Year 11	984
Tamborine - Canungra	Year 12	5767
Currumbin Valley - Tallebudgera	Did not go to school	11
Currumbin Valley - Tallebudgera	Year 8	152
Currumbin Valley - Tallebudgera	Year 9	292
Currumbin Valley - Tallebudgera	Year 10	1497
Currumbin Valley - Tallebudgera	Year 11	491
Currumbin Valley - Tallebudgera	Year 12	2885
Mudgeeraba - Bonogin	Did not go to school	27
Mudgeeraba - Bonogin	Year 8	318
Mudgeeraba - Bonogin	Year 9	662
Mudgeeraba - Bonogin	Year 10	3263
Mudgeeraba - Bonogin	Year 11	1325
Mudgeeraba - Bonogin	Year 12	7492
Reedy Creek - Andrews	Did not go to school	6
Reedy Creek - Andrews	Year 8	141
Reedy Creek - Andrews	Year 9	279
Reedy Creek - Andrews	Year 10	1309
Reedy Creek - Andrews	Year 11	553
Reedy Creek - Andrews	Year 12	3417
Carrara	Did not go to school	13
Carrara	Year 8	302
Carrara	Year 9	552
Carrara	Year 10	2305
Carrara	Year 11	914
Carrara	Year 12	5251
