SA2_NAME16	AgeStudent	Sex	students
Bombala	5-14	F	127
Bombala	5-14	M	111
Bombala	15-19	F	36
Bombala	15-19	M	35
Bombala	20-24	F	13
Bombala	20-24	M	11
Bombala	25+	F	30
Bombala	25+	M	14
Cooma	0-4	F	40
Cooma	0-4	M	45
Cooma	5-14	F	314
Cooma	5-14	M	356
Cooma	15-19	F	122
Cooma	15-19	M	121
Cooma	20-24	F	51
Cooma	20-24	M	28
Cooma	25+	F	135
Cooma	25+	M	56
Cooma Region	0-4	F	11
Cooma Region	0-4	M	15
Cooma Region	5-14	F	177
Cooma Region	5-14	M	193
Cooma Region	15-19	F	66
Cooma Region	15-19	M	80
Cooma Region	20-24	F	10
Cooma Region	20-24	M	10
Cooma Region	25+	F	46
Cooma Region	25+	M	24
Jindabyne - Berridale	0-4	F	42
Jindabyne - Berridale	0-4	M	55
Jindabyne - Berridale	5-14	F	397
Jindabyne - Berridale	5-14	M	441
Jindabyne - Berridale	15-19	F	125
Jindabyne - Berridale	15-19	M	145
Jindabyne - Berridale	20-24	F	35
Jindabyne - Berridale	20-24	M	42
Jindabyne - Berridale	25+	F	157
Jindabyne - Berridale	25+	M	85
Batemans Bay	0-4	F	43
Batemans Bay	0-4	M	35
Batemans Bay	5-14	F	388
Batemans Bay	5-14	M	397
Batemans Bay	15-19	F	114
Batemans Bay	15-19	M	101
Batemans Bay	20-24	F	21
Batemans Bay	20-24	M	16
Batemans Bay	25+	F	99
Batemans Bay	25+	M	49
Batemans Bay - South	0-4	F	36
Batemans Bay - South	0-4	M	38
Batemans Bay - South	5-14	F	375
Batemans Bay - South	5-14	M	379
Batemans Bay - South	15-19	F	137
Batemans Bay - South	15-19	M	146
Batemans Bay - South	20-24	F	28
Batemans Bay - South	20-24	M	25
Batemans Bay - South	25+	F	142
Batemans Bay - South	25+	M	57
Bega - Tathra	0-4	F	53
Bega - Tathra	0-4	M	57
Bega - Tathra	5-14	F	472
Bega - Tathra	5-14	M	476
Bega - Tathra	15-19	F	162
Bega - Tathra	15-19	M	153
Bega - Tathra	20-24	F	29
Bega - Tathra	20-24	M	30
Bega - Tathra	25+	F	139
Bega - Tathra	25+	M	56
Bega-Eden Hinterland	0-4	F	46
Bega-Eden Hinterland	0-4	M	51
Bega-Eden Hinterland	5-14	F	489
Bega-Eden Hinterland	5-14	M	480
Bega-Eden Hinterland	15-19	F	168
Bega-Eden Hinterland	15-19	M	181
Bega-Eden Hinterland	20-24	F	26
Bega-Eden Hinterland	20-24	M	26
Bega-Eden Hinterland	25+	F	145
Bega-Eden Hinterland	25+	M	42
Broulee - Tomakin	0-4	F	13
Broulee - Tomakin	0-4	M	23
Broulee - Tomakin	5-14	F	168
Broulee - Tomakin	5-14	M	180
Broulee - Tomakin	15-19	F	64
Broulee - Tomakin	15-19	M	69
Broulee - Tomakin	20-24	F	17
Broulee - Tomakin	20-24	M	7
Broulee - Tomakin	25+	F	66
Broulee - Tomakin	25+	M	27
Eden	0-4	F	22
Eden	0-4	M	21
Eden	5-14	F	135
Eden	5-14	M	157
Eden	15-19	F	54
Eden	15-19	M	52
Eden	20-24	F	16
Eden	20-24	M	3
Eden	25+	F	38
Eden	25+	M	19
Eurobodalla Hinterland	0-4	F	12
Eurobodalla Hinterland	0-4	M	15
Eurobodalla Hinterland	5-14	F	152
Eurobodalla Hinterland	5-14	M	164
Eurobodalla Hinterland	15-19	F	75
Eurobodalla Hinterland	15-19	M	73
Eurobodalla Hinterland	20-24	F	11
Eurobodalla Hinterland	20-24	M	15
Eurobodalla Hinterland	25+	F	43
Eurobodalla Hinterland	25+	M	21
Merimbula - Tura Beach	0-4	F	53
Merimbula - Tura Beach	0-4	M	53
Merimbula - Tura Beach	5-14	F	457
Merimbula - Tura Beach	5-14	M	519
Merimbula - Tura Beach	15-19	F	167
Merimbula - Tura Beach	15-19	M	170
Merimbula - Tura Beach	20-24	F	43
Merimbula - Tura Beach	20-24	M	33
Merimbula - Tura Beach	25+	F	146
Merimbula - Tura Beach	25+	M	60
Moruya - Tuross Head	0-4	F	41
Moruya - Tuross Head	0-4	M	38
Moruya - Tuross Head	5-14	F	331
Moruya - Tuross Head	5-14	M	363
Moruya - Tuross Head	15-19	F	143
Moruya - Tuross Head	15-19	M	124
Moruya - Tuross Head	20-24	F	29
Moruya - Tuross Head	20-24	M	26
Moruya - Tuross Head	25+	F	128
Moruya - Tuross Head	25+	M	47
Narooma - Bermagui	0-4	F	43
Narooma - Bermagui	0-4	M	59
Narooma - Bermagui	5-14	F	325
Narooma - Bermagui	5-14	M	404
Narooma - Bermagui	15-19	F	107
Narooma - Bermagui	15-19	M	99
Narooma - Bermagui	20-24	F	22
Narooma - Bermagui	20-24	M	25
Narooma - Bermagui	25+	F	99
Narooma - Bermagui	25+	M	61
Goulburn	0-4	F	177
Goulburn	0-4	M	148
Goulburn	5-14	F	1173
Goulburn	5-14	M	1310
Goulburn	15-19	F	422
Goulburn	15-19	M	465
Goulburn	20-24	F	149
Goulburn	20-24	M	139
Goulburn	25+	F	441
Goulburn	25+	M	221
Goulburn Region	0-4	F	73
Goulburn Region	0-4	M	102
Goulburn Region	5-14	F	683
Goulburn Region	5-14	M	735
Goulburn Region	15-19	F	241
Goulburn Region	15-19	M	241
Goulburn Region	20-24	F	70
Goulburn Region	20-24	M	58
Goulburn Region	25+	F	185
Goulburn Region	25+	M	89
Yass	0-4	F	48
Yass	0-4	M	69
Yass	5-14	F	397
Yass	5-14	M	412
Yass	15-19	F	137
Yass	15-19	M	123
Yass	20-24	F	55
Yass	20-24	M	36
Yass	25+	F	148
Yass	25+	M	68
Yass Region	0-4	F	86
Yass Region	0-4	M	94
Yass Region	5-14	F	792
Yass Region	5-14	M	779
Yass Region	15-19	F	298
Yass Region	15-19	M	288
Yass Region	20-24	F	84
Yass Region	20-24	M	75
Yass Region	25+	F	242
Yass Region	25+	M	119
Young	0-4	F	87
Young	0-4	M	73
Young	5-14	F	691
Young	5-14	M	726
Young	15-19	F	234
Young	15-19	M	221
Young	20-24	F	54
Young	20-24	M	46
Young	25+	F	170
Young	25+	M	49
Young Region	0-4	F	46
Young Region	0-4	M	50
Young Region	5-14	F	383
Young Region	5-14	M	417
Young Region	15-19	F	146
Young Region	15-19	M	135
Young Region	20-24	F	46
Young Region	20-24	M	30
Young Region	25+	F	119
Young Region	25+	M	33
Avoca Beach - Copacabana	0-4	F	75
Avoca Beach - Copacabana	0-4	M	64
Avoca Beach - Copacabana	5-14	F	517
Avoca Beach - Copacabana	5-14	M	547
Avoca Beach - Copacabana	15-19	F	197
Avoca Beach - Copacabana	15-19	M	230
Avoca Beach - Copacabana	20-24	F	54
Avoca Beach - Copacabana	20-24	M	74
Avoca Beach - Copacabana	25+	F	180
Avoca Beach - Copacabana	25+	M	80
Box Head - MacMasters Beach	0-4	F	85
Box Head - MacMasters Beach	0-4	M	84
Box Head - MacMasters Beach	5-14	F	594
Box Head - MacMasters Beach	5-14	M	629
Box Head - MacMasters Beach	15-19	F	282
Box Head - MacMasters Beach	15-19	M	244
Box Head - MacMasters Beach	20-24	F	87
Box Head - MacMasters Beach	20-24	M	111
Box Head - MacMasters Beach	25+	F	175
Box Head - MacMasters Beach	25+	M	98
Calga - Kulnura	0-4	F	30
Calga - Kulnura	0-4	M	19
Calga - Kulnura	5-14	F	242
Calga - Kulnura	5-14	M	235
Calga - Kulnura	15-19	F	109
Calga - Kulnura	15-19	M	113
Calga - Kulnura	20-24	F	39
Calga - Kulnura	20-24	M	27
Calga - Kulnura	25+	F	85
Calga - Kulnura	25+	M	31
Erina - Green Point	0-4	F	71
Erina - Green Point	0-4	M	93
Erina - Green Point	5-14	F	757
Erina - Green Point	5-14	M	766
Erina - Green Point	15-19	F	317
Erina - Green Point	15-19	M	344
Erina - Green Point	20-24	F	126
Erina - Green Point	20-24	M	117
Erina - Green Point	25+	F	247
Erina - Green Point	25+	M	136
Gosford - Springfield	0-4	F	101
Gosford - Springfield	0-4	M	130
Gosford - Springfield	5-14	F	906
Gosford - Springfield	5-14	M	906
Gosford - Springfield	15-19	F	329
Gosford - Springfield	15-19	M	352
Gosford - Springfield	20-24	F	201
Gosford - Springfield	20-24	M	185
Gosford - Springfield	25+	F	510
Gosford - Springfield	25+	M	335
Kariong	0-4	F	65
Kariong	0-4	M	48
Kariong	5-14	F	457
Kariong	5-14	M	469
Kariong	15-19	F	211
Kariong	15-19	M	201
Kariong	20-24	F	84
Kariong	20-24	M	66
Kariong	25+	F	123
Kariong	25+	M	72
Kincumber - Picketts Valley	0-4	F	64
Kincumber - Picketts Valley	0-4	M	50
Kincumber - Picketts Valley	5-14	F	413
Kincumber - Picketts Valley	5-14	M	438
Kincumber - Picketts Valley	15-19	F	157
Kincumber - Picketts Valley	15-19	M	150
Kincumber - Picketts Valley	20-24	F	60
Kincumber - Picketts Valley	20-24	M	59
Kincumber - Picketts Valley	25+	F	135
Kincumber - Picketts Valley	25+	M	60
Narara	0-4	F	60
Narara	0-4	M	63
Narara	5-14	F	410
Narara	5-14	M	427
Narara	15-19	F	151
Narara	15-19	M	162
Narara	20-24	F	88
Narara	20-24	M	73
Narara	25+	F	155
Narara	25+	M	80
Niagara Park - Lisarow	0-4	F	62
Niagara Park - Lisarow	0-4	M	84
Niagara Park - Lisarow	5-14	F	533
Niagara Park - Lisarow	5-14	M	573
Niagara Park - Lisarow	15-19	F	229
Niagara Park - Lisarow	15-19	M	229
Niagara Park - Lisarow	20-24	F	90
Niagara Park - Lisarow	20-24	M	84
Niagara Park - Lisarow	25+	F	174
Niagara Park - Lisarow	25+	M	98
Point Clare - Koolewong	0-4	F	55
Point Clare - Koolewong	0-4	M	49
Point Clare - Koolewong	5-14	F	352
Point Clare - Koolewong	5-14	M	376
Point Clare - Koolewong	15-19	F	147
Point Clare - Koolewong	15-19	M	131
Point Clare - Koolewong	20-24	F	53
Point Clare - Koolewong	20-24	M	49
Point Clare - Koolewong	25+	F	147
Point Clare - Koolewong	25+	M	79
Saratoga - Davistown	0-4	F	63
Saratoga - Davistown	0-4	M	60
Saratoga - Davistown	5-14	F	417
Saratoga - Davistown	5-14	M	422
Saratoga - Davistown	15-19	F	157
Saratoga - Davistown	15-19	M	142
Saratoga - Davistown	20-24	F	57
Saratoga - Davistown	20-24	M	62
Saratoga - Davistown	25+	F	143
Saratoga - Davistown	25+	M	62
Terrigal - North Avoca	0-4	F	98
Terrigal - North Avoca	0-4	M	111
Terrigal - North Avoca	5-14	F	732
Terrigal - North Avoca	5-14	M	804
Terrigal - North Avoca	15-19	F	330
Terrigal - North Avoca	15-19	M	353
Terrigal - North Avoca	20-24	F	152
Terrigal - North Avoca	20-24	M	153
Terrigal - North Avoca	25+	F	288
Terrigal - North Avoca	25+	M	196
Umina - Booker Bay - Patonga	0-4	F	167
Umina - Booker Bay - Patonga	0-4	M	165
Umina - Booker Bay - Patonga	5-14	F	1157
Umina - Booker Bay - Patonga	5-14	M	1166
Umina - Booker Bay - Patonga	15-19	F	395
Umina - Booker Bay - Patonga	15-19	M	426
Umina - Booker Bay - Patonga	20-24	F	161
Umina - Booker Bay - Patonga	20-24	M	158
Umina - Booker Bay - Patonga	25+	F	410
Umina - Booker Bay - Patonga	25+	M	200
Wamberal - Forresters Beach	0-4	F	89
Wamberal - Forresters Beach	0-4	M	114
Wamberal - Forresters Beach	5-14	F	646
Wamberal - Forresters Beach	5-14	M	743
Wamberal - Forresters Beach	15-19	F	272
Wamberal - Forresters Beach	15-19	M	234
Wamberal - Forresters Beach	20-24	F	110
Wamberal - Forresters Beach	20-24	M	83
Wamberal - Forresters Beach	25+	F	191
Wamberal - Forresters Beach	25+	M	90
Woy Woy - Blackwall	0-4	F	85
Woy Woy - Blackwall	0-4	M	101
Woy Woy - Blackwall	5-14	F	624
Woy Woy - Blackwall	5-14	M	645
Woy Woy - Blackwall	15-19	F	244
Woy Woy - Blackwall	15-19	M	246
Woy Woy - Blackwall	20-24	F	98
Woy Woy - Blackwall	20-24	M	82
Woy Woy - Blackwall	25+	F	280
Woy Woy - Blackwall	25+	M	138
Wyoming	0-4	F	82
Wyoming	0-4	M	84
Wyoming	5-14	F	645
Wyoming	5-14	M	636
Wyoming	15-19	F	249
Wyoming	15-19	M	246
Wyoming	20-24	F	100
Wyoming	20-24	M	114
Wyoming	25+	F	256
Wyoming	25+	M	136
Bateau Bay - Killarney Vale	0-4	F	191
Bateau Bay - Killarney Vale	0-4	M	205
Bateau Bay - Killarney Vale	5-14	F	1219
Bateau Bay - Killarney Vale	5-14	M	1355
Bateau Bay - Killarney Vale	15-19	F	447
Bateau Bay - Killarney Vale	15-19	M	465
Bateau Bay - Killarney Vale	20-24	F	172
Bateau Bay - Killarney Vale	20-24	M	154
Bateau Bay - Killarney Vale	25+	F	411
Bateau Bay - Killarney Vale	25+	M	193
Blue Haven - San Remo	0-4	F	92
Blue Haven - San Remo	0-4	M	125
Blue Haven - San Remo	5-14	F	790
Blue Haven - San Remo	5-14	M	831
Blue Haven - San Remo	15-19	F	280
Blue Haven - San Remo	15-19	M	272
Blue Haven - San Remo	20-24	F	95
Blue Haven - San Remo	20-24	M	54
Blue Haven - San Remo	25+	F	244
Blue Haven - San Remo	25+	M	79
Budgewoi - Buff Point - Halekulani	0-4	F	79
Budgewoi - Buff Point - Halekulani	0-4	M	84
Budgewoi - Buff Point - Halekulani	5-14	F	455
Budgewoi - Buff Point - Halekulani	5-14	M	523
Budgewoi - Buff Point - Halekulani	15-19	F	154
Budgewoi - Buff Point - Halekulani	15-19	M	160
Budgewoi - Buff Point - Halekulani	20-24	F	72
Budgewoi - Buff Point - Halekulani	20-24	M	60
Budgewoi - Buff Point - Halekulani	25+	F	154
Budgewoi - Buff Point - Halekulani	25+	M	66
Chittaway Bay - Tumbi Umbi	0-4	F	138
Chittaway Bay - Tumbi Umbi	0-4	M	130
Chittaway Bay - Tumbi Umbi	5-14	F	969
Chittaway Bay - Tumbi Umbi	5-14	M	1024
Chittaway Bay - Tumbi Umbi	15-19	F	389
Chittaway Bay - Tumbi Umbi	15-19	M	354
Chittaway Bay - Tumbi Umbi	20-24	F	151
Chittaway Bay - Tumbi Umbi	20-24	M	136
Chittaway Bay - Tumbi Umbi	25+	F	311
Chittaway Bay - Tumbi Umbi	25+	M	145
Gorokan - Kanwal - Charmhaven	0-4	F	155
Gorokan - Kanwal - Charmhaven	0-4	M	177
Gorokan - Kanwal - Charmhaven	5-14	F	1158
Gorokan - Kanwal - Charmhaven	5-14	M	1282
Gorokan - Kanwal - Charmhaven	15-19	F	425
Gorokan - Kanwal - Charmhaven	15-19	M	437
Gorokan - Kanwal - Charmhaven	20-24	F	194
Gorokan - Kanwal - Charmhaven	20-24	M	145
Gorokan - Kanwal - Charmhaven	25+	F	434
Gorokan - Kanwal - Charmhaven	25+	M	164
Jilliby - Yarramalong	0-4	F	18
Jilliby - Yarramalong	0-4	M	30
Jilliby - Yarramalong	5-14	F	200
Jilliby - Yarramalong	5-14	M	209
Jilliby - Yarramalong	15-19	F	115
Jilliby - Yarramalong	15-19	M	92
Jilliby - Yarramalong	20-24	F	32
Jilliby - Yarramalong	20-24	M	27
Jilliby - Yarramalong	25+	F	62
Jilliby - Yarramalong	25+	M	36
Lake Munmorah - Mannering Park	0-4	F	85
Lake Munmorah - Mannering Park	0-4	M	69
Lake Munmorah - Mannering Park	5-14	F	501
Lake Munmorah - Mannering Park	5-14	M	571
Lake Munmorah - Mannering Park	15-19	F	204
Lake Munmorah - Mannering Park	15-19	M	202
Lake Munmorah - Mannering Park	20-24	F	69
Lake Munmorah - Mannering Park	20-24	M	61
Lake Munmorah - Mannering Park	25+	F	169
Lake Munmorah - Mannering Park	25+	M	60
Ourimbah - Fountaindale	0-4	F	40
Ourimbah - Fountaindale	0-4	M	45
Ourimbah - Fountaindale	5-14	F	307
Ourimbah - Fountaindale	5-14	M	346
Ourimbah - Fountaindale	15-19	F	112
Ourimbah - Fountaindale	15-19	M	132
Ourimbah - Fountaindale	20-24	F	67
Ourimbah - Fountaindale	20-24	M	56
Ourimbah - Fountaindale	25+	F	120
Ourimbah - Fountaindale	25+	M	67
Summerland Point - Gwandalan	0-4	F	54
Summerland Point - Gwandalan	0-4	M	42
Summerland Point - Gwandalan	5-14	F	316
Summerland Point - Gwandalan	5-14	M	371
Summerland Point - Gwandalan	15-19	F	118
Summerland Point - Gwandalan	15-19	M	106
Summerland Point - Gwandalan	20-24	F	31
Summerland Point - Gwandalan	20-24	M	34
Summerland Point - Gwandalan	25+	F	85
Summerland Point - Gwandalan	25+	M	43
The Entrance	0-4	F	97
The Entrance	0-4	M	93
The Entrance	5-14	F	650
The Entrance	5-14	M	716
The Entrance	15-19	F	241
The Entrance	15-19	M	251
The Entrance	20-24	F	98
The Entrance	20-24	M	93
The Entrance	25+	F	272
The Entrance	25+	M	136
Toukley - Norah Head	0-4	F	58
Toukley - Norah Head	0-4	M	72
Toukley - Norah Head	5-14	F	414
Toukley - Norah Head	5-14	M	449
Toukley - Norah Head	15-19	F	144
Toukley - Norah Head	15-19	M	149
Toukley - Norah Head	20-24	F	81
Toukley - Norah Head	20-24	M	62
Toukley - Norah Head	25+	F	172
Toukley - Norah Head	25+	M	79
Tuggerah - Kangy Angy	0-4	F	35
Tuggerah - Kangy Angy	0-4	M	55
Tuggerah - Kangy Angy	5-14	F	344
Tuggerah - Kangy Angy	5-14	M	358
Tuggerah - Kangy Angy	15-19	F	136
Tuggerah - Kangy Angy	15-19	M	148
Tuggerah - Kangy Angy	20-24	F	57
Tuggerah - Kangy Angy	20-24	M	38
Tuggerah - Kangy Angy	25+	F	133
Tuggerah - Kangy Angy	25+	M	58
Warnervale - Wadalba	0-4	F	167
Warnervale - Wadalba	0-4	M	157
Warnervale - Wadalba	5-14	F	1234
Warnervale - Wadalba	5-14	M	1304
Warnervale - Wadalba	15-19	F	419
Warnervale - Wadalba	15-19	M	399
Warnervale - Wadalba	20-24	F	122
Warnervale - Wadalba	20-24	M	90
Warnervale - Wadalba	25+	F	288
Warnervale - Wadalba	25+	M	143
Wyong	0-4	F	60
Wyong	0-4	M	56
Wyong	5-14	F	511
Wyong	5-14	M	517
Wyong	15-19	F	189
Wyong	15-19	M	179
Wyong	20-24	F	88
Wyong	20-24	M	56
Wyong	25+	F	188
Wyong	25+	M	92
Bathurst	0-4	F	163
Bathurst	0-4	M	173
Bathurst	5-14	F	1292
Bathurst	5-14	M	1376
Bathurst	15-19	F	627
Bathurst	15-19	M	595
Bathurst	20-24	F	516
Bathurst	20-24	M	406
Bathurst	25+	F	596
Bathurst	25+	M	374
Bathurst - East	0-4	F	111
Bathurst - East	0-4	M	110
Bathurst - East	5-14	F	820
Bathurst - East	5-14	M	910
Bathurst - East	15-19	F	288
Bathurst - East	15-19	M	330
Bathurst - East	20-24	F	102
Bathurst - East	20-24	M	72
Bathurst - East	25+	F	228
Bathurst - East	25+	M	122
Bathurst Region	0-4	F	37
Bathurst Region	0-4	M	44
Bathurst Region	5-14	F	418
Bathurst Region	5-14	M	419
Bathurst Region	15-19	F	188
Bathurst Region	15-19	M	171
Bathurst Region	20-24	F	52
Bathurst Region	20-24	M	26
Bathurst Region	25+	F	107
Bathurst Region	25+	M	42
Oberon	0-4	F	26
Oberon	0-4	M	23
Oberon	5-14	F	210
Oberon	5-14	M	242
Oberon	15-19	F	88
Oberon	15-19	M	95
Oberon	20-24	F	27
Oberon	20-24	M	14
Oberon	25+	F	66
Oberon	25+	M	25
Condobolin	0-4	F	68
Condobolin	0-4	M	59
Condobolin	5-14	F	374
Condobolin	5-14	M	399
Condobolin	15-19	F	106
Condobolin	15-19	M	84
Condobolin	20-24	F	25
Condobolin	20-24	M	16
Condobolin	25+	F	75
Condobolin	25+	M	24
Cowra	0-4	F	64
Cowra	0-4	M	78
Cowra	5-14	F	483
Cowra	5-14	M	491
Cowra	15-19	F	173
Cowra	15-19	M	157
Cowra	20-24	F	47
Cowra	20-24	M	28
Cowra	25+	F	142
Cowra	25+	M	55
Cowra Region	0-4	F	32
Cowra Region	0-4	M	23
Cowra Region	5-14	F	319
Cowra Region	5-14	M	331
Cowra Region	15-19	F	105
Cowra Region	15-19	M	109
Cowra Region	20-24	F	17
Cowra Region	20-24	M	13
Cowra Region	25+	F	83
Cowra Region	25+	M	37
Forbes	0-4	F	100
Forbes	0-4	M	77
Forbes	5-14	F	598
Forbes	5-14	M	644
Forbes	15-19	F	221
Forbes	15-19	M	204
Forbes	20-24	F	59
Forbes	20-24	M	46
Forbes	25+	F	138
Forbes	25+	M	41
Grenfell	0-4	F	25
Grenfell	0-4	M	28
Grenfell	5-14	F	180
Grenfell	5-14	M	203
Grenfell	15-19	F	66
Grenfell	15-19	M	47
Grenfell	20-24	F	15
Grenfell	20-24	M	12
Grenfell	25+	F	38
Grenfell	25+	M	12
Parkes (NSW)	0-4	F	83
Parkes (NSW)	0-4	M	89
Parkes (NSW)	5-14	F	679
Parkes (NSW)	5-14	M	707
Parkes (NSW)	15-19	F	262
Parkes (NSW)	15-19	M	246
Parkes (NSW)	20-24	F	75
Parkes (NSW)	20-24	M	44
Parkes (NSW)	25+	F	175
Parkes (NSW)	25+	M	72
Parkes Region	0-4	F	28
Parkes Region	0-4	M	17
Parkes Region	5-14	F	187
Parkes Region	5-14	M	207
Parkes Region	15-19	F	87
Parkes Region	15-19	M	61
Parkes Region	20-24	F	18
Parkes Region	20-24	M	8
Parkes Region	25+	F	57
Parkes Region	25+	M	11
West Wyalong	0-4	F	46
West Wyalong	0-4	M	34
West Wyalong	5-14	F	380
West Wyalong	5-14	M	373
West Wyalong	15-19	F	115
West Wyalong	15-19	M	102
West Wyalong	20-24	F	22
West Wyalong	20-24	M	13
West Wyalong	25+	F	67
West Wyalong	25+	M	25
Lithgow	0-4	F	71
Lithgow	0-4	M	75
Lithgow	5-14	F	591
Lithgow	5-14	M	632
Lithgow	15-19	F	235
Lithgow	15-19	M	253
Lithgow	20-24	F	74
Lithgow	20-24	M	56
Lithgow	25+	F	209
Lithgow	25+	M	118
Lithgow Region	0-4	F	58
Lithgow Region	0-4	M	53
Lithgow Region	5-14	F	418
Lithgow Region	5-14	M	440
Lithgow Region	15-19	F	145
Lithgow Region	15-19	M	155
Lithgow Region	20-24	F	47
Lithgow Region	20-24	M	31
Lithgow Region	25+	F	147
Lithgow Region	25+	M	54
Mudgee	0-4	F	94
Mudgee	0-4	M	72
Mudgee	5-14	F	682
Mudgee	5-14	M	762
Mudgee	15-19	F	201
Mudgee	15-19	M	196
Mudgee	20-24	F	61
Mudgee	20-24	M	39
Mudgee	25+	F	223
Mudgee	25+	M	117
Mudgee Region - East	0-4	F	19
Mudgee Region - East	0-4	M	24
Mudgee Region - East	5-14	F	154
Mudgee Region - East	5-14	M	172
Mudgee Region - East	15-19	F	50
Mudgee Region - East	15-19	M	67
Mudgee Region - East	20-24	F	12
Mudgee Region - East	20-24	M	11
Mudgee Region - East	25+	F	51
Mudgee Region - East	25+	M	16
Mudgee Region - West	0-4	F	71
Mudgee Region - West	0-4	M	63
Mudgee Region - West	5-14	F	574
Mudgee Region - West	5-14	M	621
Mudgee Region - West	15-19	F	177
Mudgee Region - West	15-19	M	203
Mudgee Region - West	20-24	F	45
Mudgee Region - West	20-24	M	37
Mudgee Region - West	25+	F	151
Mudgee Region - West	25+	M	57
Blayney	0-4	F	60
Blayney	0-4	M	62
Blayney	5-14	F	476
Blayney	5-14	M	494
Blayney	15-19	F	182
Blayney	15-19	M	154
Blayney	20-24	F	45
Blayney	20-24	M	27
Blayney	25+	F	129
Blayney	25+	M	59
Orange	0-4	F	113
Orange	0-4	M	129
Orange	5-14	F	987
Orange	5-14	M	1045
Orange	15-19	F	437
Orange	15-19	M	388
Orange	20-24	F	130
Orange	20-24	M	107
Orange	25+	F	446
Orange	25+	M	271
Orange - North	0-4	F	183
Orange - North	0-4	M	179
Orange - North	5-14	F	1335
Orange - North	5-14	M	1493
Orange - North	15-19	F	432
Orange - North	15-19	M	435
Orange - North	20-24	F	209
Orange - North	20-24	M	160
Orange - North	25+	F	496
Orange - North	25+	M	292
Orange Region	0-4	F	108
Orange Region	0-4	M	88
Orange Region	5-14	F	801
Orange Region	5-14	M	803
Orange Region	15-19	F	308
Orange Region	15-19	M	304
Orange Region	20-24	F	70
Orange Region	20-24	M	43
Orange Region	25+	F	204
Orange Region	25+	M	101
Grafton	0-4	F	140
Grafton	0-4	M	135
Grafton	5-14	F	983
Grafton	5-14	M	1170
Grafton	15-19	F	380
Grafton	15-19	M	376
Grafton	20-24	F	96
Grafton	20-24	M	65
Grafton	25+	F	341
Grafton	25+	M	158
Grafton Region	0-4	F	71
Grafton Region	0-4	M	82
Grafton Region	5-14	F	812
Grafton Region	5-14	M	793
Grafton Region	15-19	F	330
Grafton Region	15-19	M	328
Grafton Region	20-24	F	65
Grafton Region	20-24	M	47
Grafton Region	25+	F	247
Grafton Region	25+	M	91
Maclean - Yamba - Iluka	0-4	F	84
Maclean - Yamba - Iluka	0-4	M	102
Maclean - Yamba - Iluka	5-14	F	685
Maclean - Yamba - Iluka	5-14	M	751
Maclean - Yamba - Iluka	15-19	F	271
Maclean - Yamba - Iluka	15-19	M	263
Maclean - Yamba - Iluka	20-24	F	52
Maclean - Yamba - Iluka	20-24	M	48
Maclean - Yamba - Iluka	25+	F	241
Maclean - Yamba - Iluka	25+	M	110
Bellingen	0-4	F	48
Bellingen	0-4	M	51
Bellingen	5-14	F	400
Bellingen	5-14	M	384
Bellingen	15-19	F	123
Bellingen	15-19	M	139
Bellingen	20-24	F	23
Bellingen	20-24	M	12
