SA2_NAME16	Age	NeedsAssistance	Sex	persons
Kingswood - Werrington	0-4		M	69
Kingswood - Werrington	0-4	0	F	759
Kingswood - Werrington	0-4	0	M	792
Kingswood - Werrington	0-4	1	F	10
Kingswood - Werrington	0-4	1	M	16
Kingswood - Werrington	5-14		F	64
Kingswood - Werrington	5-14		M	72
Kingswood - Werrington	5-14	0	F	1171
Kingswood - Werrington	5-14	0	M	1171
Kingswood - Werrington	5-14	1	F	32
Kingswood - Werrington	5-14	1	M	76
Kingswood - Werrington	15-19		F	34
Kingswood - Werrington	15-19		M	33
Kingswood - Werrington	15-19	0	F	528
Kingswood - Werrington	15-19	0	M	588
Kingswood - Werrington	15-19	1	F	10
Kingswood - Werrington	15-19	1	M	31
Kingswood - Werrington	20-24		F	43
Kingswood - Werrington	20-24		M	39
Kingswood - Werrington	20-24	0	F	689
Kingswood - Werrington	20-24	0	M	659
Kingswood - Werrington	20-24	1	F	23
Kingswood - Werrington	20-24	1	M	22
Kingswood - Werrington	25-34		F	120
Kingswood - Werrington	25-34		M	123
Kingswood - Werrington	25-34	0	F	1642
Kingswood - Werrington	25-34	0	M	1474
Kingswood - Werrington	25-34	1	F	43
Kingswood - Werrington	25-34	1	M	34
Kingswood - Werrington	35-44		F	70
Kingswood - Werrington	35-44		M	111
Kingswood - Werrington	35-44	0	F	1315
Kingswood - Werrington	35-44	0	M	1259
Kingswood - Werrington	35-44	1	F	41
Kingswood - Werrington	35-44	1	M	37
Kingswood - Werrington	45-54		F	65
Kingswood - Werrington	45-54		M	67
Kingswood - Werrington	45-54	0	F	1055
Kingswood - Werrington	45-54	0	M	1012
Kingswood - Werrington	45-54	1	F	59
Kingswood - Werrington	45-54	1	M	61
Kingswood - Werrington	55-64		F	50
Kingswood - Werrington	55-64		M	73
Kingswood - Werrington	55-64	0	F	824
Kingswood - Werrington	55-64	0	M	774
Kingswood - Werrington	55-64	1	F	60
Kingswood - Werrington	55-64	1	M	76
Kingswood - Werrington	65-74		F	65
Kingswood - Werrington	65-74		M	47
Kingswood - Werrington	65-74	0	F	500
Kingswood - Werrington	65-74	0	M	494
Kingswood - Werrington	65-74	1	F	105
Kingswood - Werrington	65-74	1	M	67
Kingswood - Werrington	75-84		F	34
Kingswood - Werrington	75-84		M	29
Kingswood - Werrington	75-84	0	F	194
Kingswood - Werrington	75-84	0	M	173
Kingswood - Werrington	75-84	1	F	103
Kingswood - Werrington	75-84	1	M	55
Kingswood - Werrington	85+		F	20
Kingswood - Werrington	85+		M	13
Kingswood - Werrington	85+	0	F	41
Kingswood - Werrington	85+	0	M	29
Kingswood - Werrington	85+	1	F	127
Kingswood - Werrington	85+	1	M	49
Mulgoa - Luddenham - Orchard Hills	0-4		F	25
Mulgoa - Luddenham - Orchard Hills	0-4		M	14
Mulgoa - Luddenham - Orchard Hills	0-4	0	F	310
Mulgoa - Luddenham - Orchard Hills	0-4	0	M	327
Mulgoa - Luddenham - Orchard Hills	5-14		F	36
Mulgoa - Luddenham - Orchard Hills	5-14		M	32
Mulgoa - Luddenham - Orchard Hills	5-14	0	F	657
Mulgoa - Luddenham - Orchard Hills	5-14	0	M	642
Mulgoa - Luddenham - Orchard Hills	5-14	1	F	14
Mulgoa - Luddenham - Orchard Hills	5-14	1	M	28
Mulgoa - Luddenham - Orchard Hills	15-19		F	21
Mulgoa - Luddenham - Orchard Hills	15-19		M	16
Mulgoa - Luddenham - Orchard Hills	15-19	0	F	283
Mulgoa - Luddenham - Orchard Hills	15-19	0	M	332
Mulgoa - Luddenham - Orchard Hills	15-19	1	F	9
Mulgoa - Luddenham - Orchard Hills	15-19	1	M	15
Mulgoa - Luddenham - Orchard Hills	20-24		F	24
Mulgoa - Luddenham - Orchard Hills	20-24		M	20
Mulgoa - Luddenham - Orchard Hills	20-24	0	F	262
Mulgoa - Luddenham - Orchard Hills	20-24	0	M	288
Mulgoa - Luddenham - Orchard Hills	20-24	1	M	5
Mulgoa - Luddenham - Orchard Hills	25-34		F	58
Mulgoa - Luddenham - Orchard Hills	25-34		M	48
Mulgoa - Luddenham - Orchard Hills	25-34	0	F	655
Mulgoa - Luddenham - Orchard Hills	25-34	0	M	641
Mulgoa - Luddenham - Orchard Hills	25-34	1	F	7
Mulgoa - Luddenham - Orchard Hills	25-34	1	M	8
Mulgoa - Luddenham - Orchard Hills	35-44		F	47
Mulgoa - Luddenham - Orchard Hills	35-44		M	39
Mulgoa - Luddenham - Orchard Hills	35-44	0	F	599
Mulgoa - Luddenham - Orchard Hills	35-44	0	M	601
Mulgoa - Luddenham - Orchard Hills	35-44	1	F	20
Mulgoa - Luddenham - Orchard Hills	35-44	1	M	9
Mulgoa - Luddenham - Orchard Hills	45-54		F	38
Mulgoa - Luddenham - Orchard Hills	45-54		M	37
Mulgoa - Luddenham - Orchard Hills	45-54	0	F	598
Mulgoa - Luddenham - Orchard Hills	45-54	0	M	604
Mulgoa - Luddenham - Orchard Hills	45-54	1	F	7
Mulgoa - Luddenham - Orchard Hills	45-54	1	M	8
Mulgoa - Luddenham - Orchard Hills	55-64		F	39
Mulgoa - Luddenham - Orchard Hills	55-64		M	42
Mulgoa - Luddenham - Orchard Hills	55-64	0	F	458
Mulgoa - Luddenham - Orchard Hills	55-64	0	M	460
Mulgoa - Luddenham - Orchard Hills	55-64	1	F	17
Mulgoa - Luddenham - Orchard Hills	55-64	1	M	8
Mulgoa - Luddenham - Orchard Hills	65-74		F	26
Mulgoa - Luddenham - Orchard Hills	65-74		M	29
Mulgoa - Luddenham - Orchard Hills	65-74	0	F	314
Mulgoa - Luddenham - Orchard Hills	65-74	0	M	354
Mulgoa - Luddenham - Orchard Hills	65-74	1	F	30
Mulgoa - Luddenham - Orchard Hills	65-74	1	M	29
Mulgoa - Luddenham - Orchard Hills	75-84		F	17
Mulgoa - Luddenham - Orchard Hills	75-84		M	9
Mulgoa - Luddenham - Orchard Hills	75-84	0	F	103
Mulgoa - Luddenham - Orchard Hills	75-84	0	M	113
Mulgoa - Luddenham - Orchard Hills	75-84	1	F	32
Mulgoa - Luddenham - Orchard Hills	75-84	1	M	27
Mulgoa - Luddenham - Orchard Hills	85+		F	7
Mulgoa - Luddenham - Orchard Hills	85+		M	5
Mulgoa - Luddenham - Orchard Hills	85+	0	F	21
Mulgoa - Luddenham - Orchard Hills	85+	0	M	11
Mulgoa - Luddenham - Orchard Hills	85+	1	F	21
Mulgoa - Luddenham - Orchard Hills	85+	1	M	17
Penrith	0-4		F	31
Penrith	0-4		M	28
Penrith	0-4	0	F	376
Penrith	0-4	0	M	389
Penrith	0-4	1	F	6
Penrith	0-4	1	M	3
Penrith	5-14		F	36
Penrith	5-14		M	46
Penrith	5-14	0	F	582
Penrith	5-14	0	M	595
Penrith	5-14	1	F	26
Penrith	5-14	1	M	57
Penrith	15-19		F	29
Penrith	15-19		M	34
Penrith	15-19	0	F	328
Penrith	15-19	0	M	313
Penrith	15-19	1	F	3
Penrith	15-19	1	M	21
Penrith	20-24		F	45
Penrith	20-24		M	41
Penrith	20-24	0	F	449
Penrith	20-24	0	M	458
Penrith	20-24	1	F	10
Penrith	20-24	1	M	26
Penrith	25-34		F	78
Penrith	25-34		M	120
Penrith	25-34	0	F	1029
Penrith	25-34	0	M	1026
Penrith	25-34	1	F	20
Penrith	25-34	1	M	30
Penrith	35-44		F	65
Penrith	35-44		M	73
Penrith	35-44	0	F	757
Penrith	35-44	0	M	786
Penrith	35-44	1	F	34
Penrith	35-44	1	M	41
Penrith	45-54		F	69
Penrith	45-54		M	82
Penrith	45-54	0	F	689
Penrith	45-54	0	M	688
Penrith	45-54	1	F	41
Penrith	45-54	1	M	42
Penrith	55-64		F	63
Penrith	55-64		M	58
Penrith	55-64	0	F	579
Penrith	55-64	0	M	553
Penrith	55-64	1	F	74
Penrith	55-64	1	M	59
Penrith	65-74		F	54
Penrith	65-74		M	42
Penrith	65-74	0	F	468
Penrith	65-74	0	M	378
Penrith	65-74	1	F	99
Penrith	65-74	1	M	86
Penrith	75-84		F	32
Penrith	75-84		M	23
Penrith	75-84	0	F	301
Penrith	75-84	0	M	193
Penrith	75-84	1	F	131
Penrith	75-84	1	M	62
Penrith	85+		F	21
Penrith	85+		M	8
Penrith	85+	0	F	105
Penrith	85+	0	M	65
Penrith	85+	1	F	212
Penrith	85+	1	M	55
Warragamba - Silverdale	0-4		F	3
Warragamba - Silverdale	0-4		M	7
Warragamba - Silverdale	0-4	0	F	159
Warragamba - Silverdale	0-4	0	M	152
Warragamba - Silverdale	0-4	1	M	4
Warragamba - Silverdale	5-14		F	24
Warragamba - Silverdale	5-14		M	22
Warragamba - Silverdale	5-14	0	F	343
Warragamba - Silverdale	5-14	0	M	396
Warragamba - Silverdale	5-14	1	F	8
Warragamba - Silverdale	5-14	1	M	18
Warragamba - Silverdale	15-19		F	12
Warragamba - Silverdale	15-19		M	12
Warragamba - Silverdale	15-19	0	F	169
Warragamba - Silverdale	15-19	0	M	193
Warragamba - Silverdale	15-19	1	F	10
Warragamba - Silverdale	15-19	1	M	19
Warragamba - Silverdale	20-24		F	5
Warragamba - Silverdale	20-24		M	16
Warragamba - Silverdale	20-24	0	F	160
Warragamba - Silverdale	20-24	0	M	173
Warragamba - Silverdale	20-24	1	F	5
Warragamba - Silverdale	20-24	1	M	6
Warragamba - Silverdale	25-34		F	14
Warragamba - Silverdale	25-34		M	17
Warragamba - Silverdale	25-34	0	F	274
Warragamba - Silverdale	25-34	0	M	273
Warragamba - Silverdale	25-34	1	F	5
Warragamba - Silverdale	25-34	1	M	4
Warragamba - Silverdale	35-44		F	15
Warragamba - Silverdale	35-44		M	21
Warragamba - Silverdale	35-44	0	F	340
Warragamba - Silverdale	35-44	0	M	326
Warragamba - Silverdale	35-44	1	F	5
Warragamba - Silverdale	35-44	1	M	4
Warragamba - Silverdale	45-54		F	16
Warragamba - Silverdale	45-54		M	24
Warragamba - Silverdale	45-54	0	F	374
Warragamba - Silverdale	45-54	0	M	349
Warragamba - Silverdale	45-54	1	F	3
Warragamba - Silverdale	45-54	1	M	12
Warragamba - Silverdale	55-64		F	25
Warragamba - Silverdale	55-64		M	23
Warragamba - Silverdale	55-64	0	F	284
Warragamba - Silverdale	55-64	0	M	302
Warragamba - Silverdale	55-64	1	F	15
Warragamba - Silverdale	55-64	1	M	16
Warragamba - Silverdale	65-74		F	15
Warragamba - Silverdale	65-74		M	12
Warragamba - Silverdale	65-74	0	F	149
Warragamba - Silverdale	65-74	0	M	152
Warragamba - Silverdale	65-74	1	F	15
Warragamba - Silverdale	65-74	1	M	12
Warragamba - Silverdale	75-84		F	9
Warragamba - Silverdale	75-84		M	3
Warragamba - Silverdale	75-84	0	F	53
Warragamba - Silverdale	75-84	0	M	59
Warragamba - Silverdale	75-84	1	F	20
Warragamba - Silverdale	75-84	1	M	14
Warragamba - Silverdale	85+		M	5
Warragamba - Silverdale	85+	0	F	7
Warragamba - Silverdale	85+	0	M	7
Warragamba - Silverdale	85+	1	F	8
Warragamba - Silverdale	85+	1	M	10
Richmond - Clarendon	0-4		F	31
Richmond - Clarendon	0-4		M	26
Richmond - Clarendon	0-4	0	F	372
Richmond - Clarendon	0-4	0	M	369
Richmond - Clarendon	0-4	1	F	3
Richmond - Clarendon	0-4	1	M	4
Richmond - Clarendon	5-14		F	38
Richmond - Clarendon	5-14		M	42
Richmond - Clarendon	5-14	0	F	726
Richmond - Clarendon	5-14	0	M	737
Richmond - Clarendon	5-14	1	F	21
Richmond - Clarendon	5-14	1	M	58
Richmond - Clarendon	15-19		F	27
Richmond - Clarendon	15-19		M	19
Richmond - Clarendon	15-19	0	F	428
Richmond - Clarendon	15-19	0	M	410
Richmond - Clarendon	15-19	1	F	12
Richmond - Clarendon	15-19	1	M	22
Richmond - Clarendon	20-24		F	54
Richmond - Clarendon	20-24		M	48
Richmond - Clarendon	20-24	0	F	454
Richmond - Clarendon	20-24	0	M	471
Richmond - Clarendon	20-24	1	F	5
Richmond - Clarendon	20-24	1	M	18
Richmond - Clarendon	25-34		F	64
Richmond - Clarendon	25-34		M	72
Richmond - Clarendon	25-34	0	F	876
Richmond - Clarendon	25-34	0	M	822
Richmond - Clarendon	25-34	1	F	17
Richmond - Clarendon	25-34	1	M	17
Richmond - Clarendon	35-44		F	44
Richmond - Clarendon	35-44		M	51
Richmond - Clarendon	35-44	0	F	769
Richmond - Clarendon	35-44	0	M	729
Richmond - Clarendon	35-44	1	F	32
Richmond - Clarendon	35-44	1	M	27
Richmond - Clarendon	45-54		F	64
Richmond - Clarendon	45-54		M	61
Richmond - Clarendon	45-54	0	F	796
Richmond - Clarendon	45-54	0	M	735
Richmond - Clarendon	45-54	1	F	40
Richmond - Clarendon	45-54	1	M	27
Richmond - Clarendon	55-64		F	41
Richmond - Clarendon	55-64		M	46
Richmond - Clarendon	55-64	0	F	699
Richmond - Clarendon	55-64	0	M	647
Richmond - Clarendon	55-64	1	F	45
Richmond - Clarendon	55-64	1	M	43
Richmond - Clarendon	65-74		F	61
Richmond - Clarendon	65-74		M	51
Richmond - Clarendon	65-74	0	F	637
Richmond - Clarendon	65-74	0	M	480
Richmond - Clarendon	65-74	1	F	58
Richmond - Clarendon	65-74	1	M	69
Richmond - Clarendon	75-84		F	38
Richmond - Clarendon	75-84		M	30
Richmond - Clarendon	75-84	0	F	352
Richmond - Clarendon	75-84	0	M	261
Richmond - Clarendon	75-84	1	F	117
Richmond - Clarendon	75-84	1	M	86
Richmond - Clarendon	85+		F	41
Richmond - Clarendon	85+		M	14
Richmond - Clarendon	85+	0	F	97
Richmond - Clarendon	85+	0	M	50
Richmond - Clarendon	85+	1	F	184
Richmond - Clarendon	85+	1	M	72
Windsor - Bligh Park	0-4		F	24
Windsor - Bligh Park	0-4		M	36
Windsor - Bligh Park	0-4	0	F	507
Windsor - Bligh Park	0-4	0	M	538
Windsor - Bligh Park	0-4	1	F	10
Windsor - Bligh Park	0-4	1	M	11
Windsor - Bligh Park	5-14		F	49
Windsor - Bligh Park	5-14		M	47
Windsor - Bligh Park	5-14	0	F	944
Windsor - Bligh Park	5-14	0	M	953
Windsor - Bligh Park	5-14	1	F	22
Windsor - Bligh Park	5-14	1	M	76
Windsor - Bligh Park	15-19		F	28
Windsor - Bligh Park	15-19		M	29
Windsor - Bligh Park	15-19	0	F	481
Windsor - Bligh Park	15-19	0	M	462
Windsor - Bligh Park	15-19	1	F	25
Windsor - Bligh Park	15-19	1	M	42
Windsor - Bligh Park	20-24		F	35
Windsor - Bligh Park	20-24		M	20
Windsor - Bligh Park	20-24	0	F	538
Windsor - Bligh Park	20-24	0	M	570
Windsor - Bligh Park	20-24	1	F	14
Windsor - Bligh Park	20-24	1	M	13
Windsor - Bligh Park	25-34		F	72
Windsor - Bligh Park	25-34		M	85
Windsor - Bligh Park	25-34	0	F	1113
Windsor - Bligh Park	25-34	0	M	1053
Windsor - Bligh Park	25-34	1	F	20
Windsor - Bligh Park	25-34	1	M	25
Windsor - Bligh Park	35-44		F	51
Windsor - Bligh Park	35-44		M	53
Windsor - Bligh Park	35-44	0	F	865
Windsor - Bligh Park	35-44	0	M	852
Windsor - Bligh Park	35-44	1	F	35
Windsor - Bligh Park	35-44	1	M	21
Windsor - Bligh Park	45-54		F	73
Windsor - Bligh Park	45-54		M	54
Windsor - Bligh Park	45-54	0	F	1066
Windsor - Bligh Park	45-54	0	M	924
Windsor - Bligh Park	45-54	1	F	54
Windsor - Bligh Park	45-54	1	M	47
Windsor - Bligh Park	55-64		F	51
Windsor - Bligh Park	55-64		M	37
Windsor - Bligh Park	55-64	0	F	790
Windsor - Bligh Park	55-64	0	M	709
Windsor - Bligh Park	55-64	1	F	61
Windsor - Bligh Park	55-64	1	M	53
Windsor - Bligh Park	65-74		F	30
Windsor - Bligh Park	65-74		M	30
Windsor - Bligh Park	65-74	0	F	411
Windsor - Bligh Park	65-74	0	M	397
Windsor - Bligh Park	65-74	1	F	47
Windsor - Bligh Park	65-74	1	M	46
Windsor - Bligh Park	75-84		F	28
Windsor - Bligh Park	75-84		M	15
Windsor - Bligh Park	75-84	0	F	222
Windsor - Bligh Park	75-84	0	M	164
Windsor - Bligh Park	75-84	1	F	76
Windsor - Bligh Park	75-84	1	M	43
Windsor - Bligh Park	85+		F	4
Windsor - Bligh Park	85+		M	4
Windsor - Bligh Park	85+	0	F	44
Windsor - Bligh Park	85+	0	M	40
Windsor - Bligh Park	85+	1	F	62
Windsor - Bligh Park	85+	1	M	31
Yarramundi - Londonderry	0-4		F	10
Yarramundi - Londonderry	0-4		M	17
Yarramundi - Londonderry	0-4	0	F	140
Yarramundi - Londonderry	0-4	0	M	163
Yarramundi - Londonderry	0-4	1	M	6
Yarramundi - Londonderry	5-14		F	39
Yarramundi - Londonderry	5-14		M	32
Yarramundi - Londonderry	5-14	0	F	426
Yarramundi - Londonderry	5-14	0	M	435
Yarramundi - Londonderry	5-14	1	F	11
Yarramundi - Londonderry	5-14	1	M	29
Yarramundi - Londonderry	15-19		F	18
Yarramundi - Londonderry	15-19		M	40
Yarramundi - Londonderry	15-19	0	F	211
Yarramundi - Londonderry	15-19	0	M	243
Yarramundi - Londonderry	15-19	1	F	4
Yarramundi - Londonderry	15-19	1	M	3
Yarramundi - Londonderry	20-24		F	50
Yarramundi - Londonderry	20-24		M	133
Yarramundi - Londonderry	20-24	0	F	206
Yarramundi - Londonderry	20-24	0	M	229
Yarramundi - Londonderry	20-24	1	F	4
Yarramundi - Londonderry	20-24	1	M	9
Yarramundi - Londonderry	25-34		F	119
Yarramundi - Londonderry	25-34		M	291
Yarramundi - Londonderry	25-34	0	F	322
Yarramundi - Londonderry	25-34	0	M	347
Yarramundi - Londonderry	25-34	1	F	7
Yarramundi - Londonderry	25-34	1	M	10
Yarramundi - Londonderry	35-44		F	107
Yarramundi - Londonderry	35-44		M	236
Yarramundi - Londonderry	35-44	0	F	385
Yarramundi - Londonderry	35-44	0	M	353
Yarramundi - Londonderry	35-44	1	F	6
Yarramundi - Londonderry	35-44	1	M	7
Yarramundi - Londonderry	45-54		F	68
Yarramundi - Londonderry	45-54		M	145
Yarramundi - Londonderry	45-54	0	F	404
Yarramundi - Londonderry	45-54	0	M	453
Yarramundi - Londonderry	45-54	1	F	11
Yarramundi - Londonderry	45-54	1	M	6
Yarramundi - Londonderry	55-64		F	34
Yarramundi - Londonderry	55-64		M	55
Yarramundi - Londonderry	55-64	0	F	342
Yarramundi - Londonderry	55-64	0	M	361
Yarramundi - Londonderry	55-64	1	F	24
Yarramundi - Londonderry	55-64	1	M	31
Yarramundi - Londonderry	65-74		F	20
Yarramundi - Londonderry	65-74		M	43
Yarramundi - Londonderry	65-74	0	F	211
Yarramundi - Londonderry	65-74	0	M	239
Yarramundi - Londonderry	65-74	1	F	30
Yarramundi - Londonderry	65-74	1	M	21
Yarramundi - Londonderry	75-84		F	13
Yarramundi - Londonderry	75-84		M	16
Yarramundi - Londonderry	75-84	0	F	64
Yarramundi - Londonderry	75-84	0	M	66
Yarramundi - Londonderry	75-84	1	F	19
Yarramundi - Londonderry	75-84	1	M	20
Yarramundi - Londonderry	85+	0	F	9
Yarramundi - Londonderry	85+	0	M	13
Yarramundi - Londonderry	85+	1	F	16
Yarramundi - Londonderry	85+	1	M	8
Erskine Park	0-4		F	11
Erskine Park	0-4		M	9
Erskine Park	0-4	0	F	182
Erskine Park	0-4	0	M	185
Erskine Park	0-4	1	F	3
Erskine Park	0-4	1	M	3
Erskine Park	5-14		F	12
Erskine Park	5-14		M	11
Erskine Park	5-14	0	F	397
Erskine Park	5-14	0	M	406
Erskine Park	5-14	1	F	12
Erskine Park	5-14	1	M	14
Erskine Park	15-19		F	7
Erskine Park	15-19		M	10
Erskine Park	15-19	0	F	288
Erskine Park	15-19	0	M	262
Erskine Park	15-19	1	F	10
Erskine Park	15-19	1	M	4
Erskine Park	20-24		F	13
Erskine Park	20-24		M	15
Erskine Park	20-24	0	F	272
Erskine Park	20-24	0	M	308
Erskine Park	20-24	1	F	5
Erskine Park	20-24	1	M	6
Erskine Park	25-34		F	14
Erskine Park	25-34		M	9
Erskine Park	25-34	0	F	397
Erskine Park	25-34	0	M	374
Erskine Park	25-34	1	F	8
Erskine Park	25-34	1	M	4
Erskine Park	35-44		F	22
Erskine Park	35-44		M	16
Erskine Park	35-44	0	F	372
Erskine Park	35-44	0	M	381
Erskine Park	35-44	1	F	9
Erskine Park	35-44	1	M	4
Erskine Park	45-54		F	28
Erskine Park	45-54		M	27
Erskine Park	45-54	0	F	557
Erskine Park	45-54	0	M	478
Erskine Park	45-54	1	F	12
Erskine Park	45-54	1	M	6
Erskine Park	55-64		F	16
Erskine Park	55-64		M	26
Erskine Park	55-64	0	F	350
Erskine Park	55-64	0	M	410
Erskine Park	55-64	1	F	27
Erskine Park	55-64	1	M	13
Erskine Park	65-74		F	6
Erskine Park	65-74		M	4
Erskine Park	65-74	0	F	134
Erskine Park	65-74	0	M	138
Erskine Park	65-74	1	F	18
Erskine Park	65-74	1	M	20
Erskine Park	75-84		F	3
Erskine Park	75-84	0	F	30
Erskine Park	75-84	0	M	20
Erskine Park	75-84	1	F	23
Erskine Park	75-84	1	M	14
Erskine Park	85+		M	4
Erskine Park	85+	0	F	3
Erskine Park	85+	0	M	7
Erskine Park	85+	1	F	14
Erskine Park	85+	1	M	5
St Clair	0-4		F	38
St Clair	0-4		M	32
St Clair	0-4	0	F	618
St Clair	0-4	0	M	663
St Clair	0-4	1	F	4
St Clair	0-4	1	M	20
St Clair	5-14		F	85
St Clair	5-14		M	66
St Clair	5-14	0	F	1221
St Clair	5-14	0	M	1295
St Clair	5-14	1	F	33
St Clair	5-14	1	M	60
St Clair	15-19		F	31
St Clair	15-19		M	26
St Clair	15-19	0	F	622
St Clair	15-19	0	M	647
St Clair	15-19	1	F	8
St Clair	15-19	1	M	26
St Clair	20-24		F	30
St Clair	20-24		M	39
St Clair	20-24	0	F	675
St Clair	20-24	0	M	684
St Clair	20-24	1	F	12
St Clair	20-24	1	M	14
St Clair	25-34		F	87
St Clair	25-34		M	83
St Clair	25-34	0	F	1400
St Clair	25-34	0	M	1426
St Clair	25-34	1	F	26
St Clair	25-34	1	M	25
St Clair	35-44		F	87
St Clair	35-44		M	73
St Clair	35-44	0	F	1275
St Clair	35-44	0	M	1170
St Clair	35-44	1	F	29
St Clair	35-44	1	M	24
St Clair	45-54		F	76
St Clair	45-54		M	66
St Clair	45-54	0	F	1212
St Clair	45-54	0	M	1135
St Clair	45-54	1	F	41
St Clair	45-54	1	M	32
St Clair	55-64		F	87
St Clair	55-64		M	73
St Clair	55-64	0	F	1333
St Clair	55-64	0	M	1231
St Clair	55-64	1	F	90
St Clair	55-64	1	M	71
St Clair	65-74		F	43
St Clair	65-74		M	44
St Clair	65-74	0	F	497
St Clair	65-74	0	M	592
St Clair	65-74	1	F	76
St Clair	65-74	1	M	75
St Clair	75-84		F	10
St Clair	75-84		M	7
St Clair	75-84	0	F	118
St Clair	75-84	0	M	110
St Clair	75-84	1	F	64
St Clair	75-84	1	M	46
St Clair	85+		F	7
St Clair	85+		M	3
St Clair	85+	0	F	27
St Clair	85+	0	M	17
St Clair	85+	1	F	37
St Clair	85+	1	M	12
Colyton - Oxley Park	0-4		F	44
Colyton - Oxley Park	0-4		M	33
Colyton - Oxley Park	0-4	0	F	358
Colyton - Oxley Park	0-4	0	M	372
Colyton - Oxley Park	0-4	1	F	5
Colyton - Oxley Park	0-4	1	M	8
Colyton - Oxley Park	5-14		F	63
Colyton - Oxley Park	5-14		M	59
Colyton - Oxley Park	5-14	0	F	700
Colyton - Oxley Park	5-14	0	M	702
Colyton - Oxley Park	5-14	1	F	24
Colyton - Oxley Park	5-14	1	M	44
Colyton - Oxley Park	15-19		F	24
Colyton - Oxley Park	15-19		M	23
Colyton - Oxley Park	15-19	0	F	346
Colyton - Oxley Park	15-19	0	M	345
Colyton - Oxley Park	15-19	1	F	8
Colyton - Oxley Park	15-19	1	M	15
Colyton - Oxley Park	20-24		F	30
Colyton - Oxley Park	20-24		M	28
Colyton - Oxley Park	20-24	0	F	428
Colyton - Oxley Park	20-24	0	M	418
Colyton - Oxley Park	20-24	1	F	12
Colyton - Oxley Park	20-24	1	M	19
Colyton - Oxley Park	25-34		F	71
Colyton - Oxley Park	25-34		M	63
Colyton - Oxley Park	25-34	0	F	816
Colyton - Oxley Park	25-34	0	M	785
Colyton - Oxley Park	25-34	1	F	22
Colyton - Oxley Park	25-34	1	M	13
Colyton - Oxley Park	35-44		F	55
Colyton - Oxley Park	35-44		M	67
Colyton - Oxley Park	35-44	0	F	657
Colyton - Oxley Park	35-44	0	M	717
Colyton - Oxley Park	35-44	1	F	27
Colyton - Oxley Park	35-44	1	M	13
Colyton - Oxley Park	45-54		F	46
Colyton - Oxley Park	45-54		M	45
Colyton - Oxley Park	45-54	0	F	640
Colyton - Oxley Park	45-54	0	M	606
Colyton - Oxley Park	45-54	1	F	40
Colyton - Oxley Park	45-54	1	M	42
Colyton - Oxley Park	55-64		F	46
Colyton - Oxley Park	55-64		M	35
Colyton - Oxley Park	55-64	0	F	602
Colyton - Oxley Park	55-64	0	M	499
Colyton - Oxley Park	55-64	1	F	55
Colyton - Oxley Park	55-64	1	M	45
Colyton - Oxley Park	65-74		F	30
Colyton - Oxley Park	65-74		M	34
Colyton - Oxley Park	65-74	0	F	388
Colyton - Oxley Park	65-74	0	M	380
Colyton - Oxley Park	65-74	1	F	58
Colyton - Oxley Park	65-74	1	M	75
Colyton - Oxley Park	75-84		F	17
Colyton - Oxley Park	75-84		M	16
Colyton - Oxley Park	75-84	0	F	132
Colyton - Oxley Park	75-84	0	M	126
Colyton - Oxley Park	75-84	1	F	64
Colyton - Oxley Park	75-84	1	M	38
Colyton - Oxley Park	85+		F	3
Colyton - Oxley Park	85+	0	F	13
Colyton - Oxley Park	85+	0	M	16
Colyton - Oxley Park	85+	1	F	40
Colyton - Oxley Park	85+	1	M	17
St Marys - North St Marys	0-4		F	62
St Marys - North St Marys	0-4		M	69
St Marys - North St Marys	0-4	0	F	561
St Marys - North St Marys	0-4	0	M	591
St Marys - North St Marys	0-4	1	M	13
St Marys - North St Marys	5-14		F	85
St Marys - North St Marys	5-14		M	88
St Marys - North St Marys	5-14	0	F	851
St Marys - North St Marys	5-14	0	M	889
St Marys - North St Marys	5-14	1	F	29
St Marys - North St Marys	5-14	1	M	66
St Marys - North St Marys	15-19		F	45
St Marys - North St Marys	15-19		M	40
St Marys - North St Marys	15-19	0	F	415
St Marys - North St Marys	15-19	0	M	408
St Marys - North St Marys	15-19	1	F	21
St Marys - North St Marys	15-19	1	M	24
St Marys - North St Marys	20-24		F	61
St Marys - North St Marys	20-24		M	58
St Marys - North St Marys	20-24	0	F	563
St Marys - North St Marys	20-24	0	M	568
St Marys - North St Marys	20-24	1	F	11
St Marys - North St Marys	20-24	1	M	28
St Marys - North St Marys	25-34		F	128
St Marys - North St Marys	25-34		M	115
St Marys - North St Marys	25-34	0	F	1189
St Marys - North St Marys	25-34	0	M	1094
St Marys - North St Marys	25-34	1	F	33
St Marys - North St Marys	25-34	1	M	36
St Marys - North St Marys	35-44		F	83
St Marys - North St Marys	35-44		M	105
St Marys - North St Marys	35-44	0	F	906
St Marys - North St Marys	35-44	0	M	933
St Marys - North St Marys	35-44	1	F	44
St Marys - North St Marys	35-44	1	M	37
St Marys - North St Marys	45-54		F	97
St Marys - North St Marys	45-54		M	82
St Marys - North St Marys	45-54	0	F	790
St Marys - North St Marys	45-54	0	M	840
St Marys - North St Marys	45-54	1	F	52
St Marys - North St Marys	45-54	1	M	63
St Marys - North St Marys	55-64		F	89
St Marys - North St Marys	55-64		M	98
St Marys - North St Marys	55-64	0	F	670
St Marys - North St Marys	55-64	0	M	705
