SA2_NAME16	EduInstitutionType	Sex	students
Petersham - Stanmore	Pre-school	F	114
Petersham - Stanmore	Pre-school	M	145
Petersham - Stanmore	Secondary	F	378
Petersham - Stanmore	Secondary	M	386
Petersham - Stanmore	Technical or Further Educational Institution	F	215
Petersham - Stanmore	Technical or Further Educational Institution	M	174
Petersham - Stanmore	University or other tertiary	F	1009
Petersham - Stanmore	University or other tertiary	M	705
Sydenham - Tempe - St Peters		F	290
Sydenham - Tempe - St Peters		M	320
Sydenham - Tempe - St Peters	Infants/Primary	F	226
Sydenham - Tempe - St Peters	Infants/Primary	M	252
Sydenham - Tempe - St Peters	Pre-school	F	55
Sydenham - Tempe - St Peters	Pre-school	M	57
Sydenham - Tempe - St Peters	Secondary	F	146
Sydenham - Tempe - St Peters	Secondary	M	159
Sydenham - Tempe - St Peters	Technical or Further Educational Institution	F	85
Sydenham - Tempe - St Peters	Technical or Further Educational Institution	M	109
Sydenham - Tempe - St Peters	University or other tertiary	F	302
Sydenham - Tempe - St Peters	University or other tertiary	M	207
Darlinghurst		F	901
Darlinghurst		M	1214
Darlinghurst	Infants/Primary	F	96
Darlinghurst	Infants/Primary	M	77
Darlinghurst	Pre-school	F	25
Darlinghurst	Pre-school	M	19
Darlinghurst	Secondary	F	69
Darlinghurst	Secondary	M	52
Darlinghurst	Technical or Further Educational Institution	F	122
Darlinghurst	Technical or Further Educational Institution	M	134
Darlinghurst	University or other tertiary	F	360
Darlinghurst	University or other tertiary	M	398
Erskineville - Alexandria		F	730
Erskineville - Alexandria		M	793
Erskineville - Alexandria	Infants/Primary	F	319
Erskineville - Alexandria	Infants/Primary	M	299
Erskineville - Alexandria	Pre-school	F	83
Erskineville - Alexandria	Pre-school	M	85
Erskineville - Alexandria	Secondary	F	205
Erskineville - Alexandria	Secondary	M	162
Erskineville - Alexandria	Technical or Further Educational Institution	F	133
Erskineville - Alexandria	Technical or Further Educational Institution	M	128
Erskineville - Alexandria	University or other tertiary	F	715
Erskineville - Alexandria	University or other tertiary	M	561
Glebe - Forest Lodge		F	1205
Glebe - Forest Lodge		M	1094
Glebe - Forest Lodge	Infants/Primary	F	312
Glebe - Forest Lodge	Infants/Primary	M	317
Glebe - Forest Lodge	Pre-school	F	91
Glebe - Forest Lodge	Pre-school	M	89
Glebe - Forest Lodge	Secondary	F	337
Glebe - Forest Lodge	Secondary	M	220
Glebe - Forest Lodge	Technical or Further Educational Institution	F	202
Glebe - Forest Lodge	Technical or Further Educational Institution	M	149
Glebe - Forest Lodge	University or other tertiary	F	1625
Glebe - Forest Lodge	University or other tertiary	M	1231
Newtown - Camperdown - Darlington		F	1274
Newtown - Camperdown - Darlington		M	1282
Newtown - Camperdown - Darlington	Infants/Primary	F	428
Newtown - Camperdown - Darlington	Infants/Primary	M	411
Newtown - Camperdown - Darlington	Pre-school	F	88
Newtown - Camperdown - Darlington	Pre-school	M	91
Newtown - Camperdown - Darlington	Secondary	F	281
Newtown - Camperdown - Darlington	Secondary	M	255
Newtown - Camperdown - Darlington	Technical or Further Educational Institution	F	197
Newtown - Camperdown - Darlington	Technical or Further Educational Institution	M	185
Newtown - Camperdown - Darlington	University or other tertiary	F	3379
Newtown - Camperdown - Darlington	University or other tertiary	M	2415
Potts Point - Woolloomooloo		F	1858
Potts Point - Woolloomooloo		M	3071
Potts Point - Woolloomooloo	Infants/Primary	F	120
Potts Point - Woolloomooloo	Infants/Primary	M	110
Potts Point - Woolloomooloo	Pre-school	F	38
Potts Point - Woolloomooloo	Pre-school	M	46
Potts Point - Woolloomooloo	Secondary	F	95
Potts Point - Woolloomooloo	Secondary	M	83
Potts Point - Woolloomooloo	Technical or Further Educational Institution	F	176
Potts Point - Woolloomooloo	Technical or Further Educational Institution	M	168
Potts Point - Woolloomooloo	University or other tertiary	F	571
Potts Point - Woolloomooloo	University or other tertiary	M	527
Pyrmont - Ultimo		F	1637
Pyrmont - Ultimo		M	1618
Pyrmont - Ultimo	Infants/Primary	F	262
Pyrmont - Ultimo	Infants/Primary	M	241
Pyrmont - Ultimo	Pre-school	F	84
Pyrmont - Ultimo	Pre-school	M	69
Pyrmont - Ultimo	Secondary	F	183
Pyrmont - Ultimo	Secondary	M	172
Pyrmont - Ultimo	Technical or Further Educational Institution	F	434
Pyrmont - Ultimo	Technical or Further Educational Institution	M	326
Pyrmont - Ultimo	University or other tertiary	F	2261
Pyrmont - Ultimo	University or other tertiary	M	1825
Redfern - Chippendale		F	1599
Redfern - Chippendale		M	1668
Redfern - Chippendale	Infants/Primary	F	200
Redfern - Chippendale	Infants/Primary	M	193
Redfern - Chippendale	Pre-school	F	57
Redfern - Chippendale	Pre-school	M	81
Redfern - Chippendale	Secondary	F	168
Redfern - Chippendale	Secondary	M	162
Redfern - Chippendale	Technical or Further Educational Institution	F	317
Redfern - Chippendale	Technical or Further Educational Institution	M	312
Redfern - Chippendale	University or other tertiary	F	2536
Redfern - Chippendale	University or other tertiary	M	1869
Surry Hills		F	1088
Surry Hills		M	1631
Surry Hills	Infants/Primary	F	125
Surry Hills	Infants/Primary	M	132
Surry Hills	Pre-school	F	37
Surry Hills	Pre-school	M	45
Surry Hills	Secondary	F	93
Surry Hills	Secondary	M	88
Surry Hills	Technical or Further Educational Institution	F	204
Surry Hills	Technical or Further Educational Institution	M	201
Surry Hills	University or other tertiary	F	585
Surry Hills	University or other tertiary	M	626
Sydney - Haymarket - The Rocks		F	3616
Sydney - Haymarket - The Rocks		M	3352
Sydney - Haymarket - The Rocks	Infants/Primary	F	147
Sydney - Haymarket - The Rocks	Infants/Primary	M	165
Sydney - Haymarket - The Rocks	Pre-school	F	47
Sydney - Haymarket - The Rocks	Pre-school	M	59
Sydney - Haymarket - The Rocks	Secondary	F	200
Sydney - Haymarket - The Rocks	Secondary	M	195
Sydney - Haymarket - The Rocks	Technical or Further Educational Institution	F	961
Sydney - Haymarket - The Rocks	Technical or Further Educational Institution	M	759
Sydney - Haymarket - The Rocks	University or other tertiary	F	1844
Sydney - Haymarket - The Rocks	University or other tertiary	M	1500
Waterloo - Beaconsfield		F	2128
Waterloo - Beaconsfield		M	2120
Waterloo - Beaconsfield	Infants/Primary	F	417
Waterloo - Beaconsfield	Infants/Primary	M	423
Waterloo - Beaconsfield	Pre-school	F	124
Waterloo - Beaconsfield	Pre-school	M	131
Waterloo - Beaconsfield	Secondary	F	355
Waterloo - Beaconsfield	Secondary	M	371
Waterloo - Beaconsfield	Technical or Further Educational Institution	F	497
Waterloo - Beaconsfield	Technical or Further Educational Institution	M	364
Waterloo - Beaconsfield	University or other tertiary	F	2712
Waterloo - Beaconsfield	University or other tertiary	M	2585
Bondi - Tamarama - Bronte		F	1161
Bondi - Tamarama - Bronte		M	1084
Bondi - Tamarama - Bronte	Infants/Primary	F	561
Bondi - Tamarama - Bronte	Infants/Primary	M	599
Bondi - Tamarama - Bronte	Pre-school	F	143
Bondi - Tamarama - Bronte	Pre-school	M	177
Bondi - Tamarama - Bronte	Secondary	F	360
Bondi - Tamarama - Bronte	Secondary	M	387
Bondi - Tamarama - Bronte	Technical or Further Educational Institution	F	191
Bondi - Tamarama - Bronte	Technical or Further Educational Institution	M	184
Bondi - Tamarama - Bronte	University or other tertiary	F	512
Bondi - Tamarama - Bronte	University or other tertiary	M	427
Bondi Beach - North Bondi		F	1393
Bondi Beach - North Bondi		M	1410
Bondi Beach - North Bondi	Infants/Primary	F	626
Bondi Beach - North Bondi	Infants/Primary	M	634
Bondi Beach - North Bondi	Pre-school	F	176
Bondi Beach - North Bondi	Pre-school	M	232
Bondi Beach - North Bondi	Secondary	F	333
Bondi Beach - North Bondi	Secondary	M	410
Bondi Beach - North Bondi	Technical or Further Educational Institution	F	184
Bondi Beach - North Bondi	Technical or Further Educational Institution	M	146
Bondi Beach - North Bondi	University or other tertiary	F	574
Bondi Beach - North Bondi	University or other tertiary	M	425
Bondi Junction - Waverly		F	1287
Bondi Junction - Waverly		M	1106
Bondi Junction - Waverly	Infants/Primary	F	483
Bondi Junction - Waverly	Infants/Primary	M	511
Bondi Junction - Waverly	Pre-school	F	135
Bondi Junction - Waverly	Pre-school	M	146
Bondi Junction - Waverly	Secondary	F	368
Bondi Junction - Waverly	Secondary	M	335
Bondi Junction - Waverly	Technical or Further Educational Institution	F	178
Bondi Junction - Waverly	Technical or Further Educational Institution	M	134
Bondi Junction - Waverly	University or other tertiary	F	510
Bondi Junction - Waverly	University or other tertiary	M	405
Double Bay - Bellevue Hill		F	1504
Double Bay - Bellevue Hill		M	1225
Double Bay - Bellevue Hill	Infants/Primary	F	716
Double Bay - Bellevue Hill	Infants/Primary	M	780
Double Bay - Bellevue Hill	Pre-school	F	175
Double Bay - Bellevue Hill	Pre-school	M	180
Double Bay - Bellevue Hill	Secondary	F	627
Double Bay - Bellevue Hill	Secondary	M	779
Double Bay - Bellevue Hill	Technical or Further Educational Institution	F	158
Double Bay - Bellevue Hill	Technical or Further Educational Institution	M	94
Double Bay - Bellevue Hill	University or other tertiary	F	808
Double Bay - Bellevue Hill	University or other tertiary	M	589
Dover Heights		F	430
Dover Heights		M	393
Dover Heights	Infants/Primary	F	462
Dover Heights	Infants/Primary	M	496
Dover Heights	Pre-school	F	133
Dover Heights	Pre-school	M	134
Dover Heights	Secondary	F	361
Dover Heights	Secondary	M	300
Dover Heights	Technical or Further Educational Institution	F	86
Dover Heights	Technical or Further Educational Institution	M	47
Dover Heights	University or other tertiary	F	315
Dover Heights	University or other tertiary	M	251
Paddington - Moore Park		F	895
Paddington - Moore Park		M	736
Paddington - Moore Park	Infants/Primary	F	411
Paddington - Moore Park	Infants/Primary	M	384
Paddington - Moore Park	Pre-school	F	102
Paddington - Moore Park	Pre-school	M	115
Paddington - Moore Park	Secondary	F	267
Paddington - Moore Park	Secondary	M	241
Paddington - Moore Park	Technical or Further Educational Institution	F	101
Paddington - Moore Park	Technical or Further Educational Institution	M	69
Paddington - Moore Park	University or other tertiary	F	612
Paddington - Moore Park	University or other tertiary	M	445
Rose Bay - Vaucluse - Watsons Bay		F	538
Rose Bay - Vaucluse - Watsons Bay		M	420
Rose Bay - Vaucluse - Watsons Bay	Infants/Primary	F	577
Rose Bay - Vaucluse - Watsons Bay	Infants/Primary	M	575
Rose Bay - Vaucluse - Watsons Bay	Pre-school	F	106
Rose Bay - Vaucluse - Watsons Bay	Pre-school	M	132
Rose Bay - Vaucluse - Watsons Bay	Secondary	F	680
Rose Bay - Vaucluse - Watsons Bay	Secondary	M	463
Rose Bay - Vaucluse - Watsons Bay	Technical or Further Educational Institution	F	37
Rose Bay - Vaucluse - Watsons Bay	Technical or Further Educational Institution	M	34
Rose Bay - Vaucluse - Watsons Bay	University or other tertiary	F	400
Rose Bay - Vaucluse - Watsons Bay	University or other tertiary	M	342
Woollahra		F	486
Woollahra		M	389
Woollahra	Infants/Primary	F	230
Woollahra	Infants/Primary	M	225
Woollahra	Pre-school	F	65
Woollahra	Pre-school	M	82
Woollahra	Secondary	F	144
Woollahra	Secondary	M	156
Woollahra	Technical or Further Educational Institution	F	53
Woollahra	Technical or Further Educational Institution	M	41
Woollahra	University or other tertiary	F	236
Woollahra	University or other tertiary	M	157
Coogee - Clovelly		F	1281
Coogee - Clovelly		M	1176
Coogee - Clovelly	Infants/Primary	F	896
Coogee - Clovelly	Infants/Primary	M	834
Coogee - Clovelly	Pre-school	F	249
Coogee - Clovelly	Pre-school	M	252
Coogee - Clovelly	Secondary	F	591
Coogee - Clovelly	Secondary	M	582
Coogee - Clovelly	Technical or Further Educational Institution	F	225
Coogee - Clovelly	Technical or Further Educational Institution	M	169
Coogee - Clovelly	University or other tertiary	F	910
Coogee - Clovelly	University or other tertiary	M	645
Malabar - La Perouse - Chifley		F	1077
Malabar - La Perouse - Chifley		M	2517
Malabar - La Perouse - Chifley	Infants/Primary	F	828
Malabar - La Perouse - Chifley	Infants/Primary	M	901
Malabar - La Perouse - Chifley	Pre-school	F	173
Malabar - La Perouse - Chifley	Pre-school	M	192
Malabar - La Perouse - Chifley	Secondary	F	727
Malabar - La Perouse - Chifley	Secondary	M	782
Malabar - La Perouse - Chifley	Technical or Further Educational Institution	F	175
Malabar - La Perouse - Chifley	Technical or Further Educational Institution	M	185
Malabar - La Perouse - Chifley	University or other tertiary	F	625
Malabar - La Perouse - Chifley	University or other tertiary	M	548
Kensington (NSW)		F	711
Kensington (NSW)		M	643
Kensington (NSW)	Infants/Primary	F	305
Kensington (NSW)	Infants/Primary	M	317
Kensington (NSW)	Pre-school	F	71
Kensington (NSW)	Pre-school	M	77
Kensington (NSW)	Secondary	F	214
Kensington (NSW)	Secondary	M	210
Kensington (NSW)	Technical or Further Educational Institution	F	130
Kensington (NSW)	Technical or Further Educational Institution	M	108
Kensington (NSW)	University or other tertiary	F	2450
Kensington (NSW)	University or other tertiary	M	2619
Kingsford		F	487
Kingsford		M	543
Kingsford	Infants/Primary	F	396
Kingsford	Infants/Primary	M	448
Kingsford	Pre-school	F	68
Kingsford	Pre-school	M	78
Kingsford	Secondary	F	294
Kingsford	Secondary	M	294
Kingsford	Technical or Further Educational Institution	F	127
Kingsford	Technical or Further Educational Institution	M	150
Kingsford	University or other tertiary	F	2217
Kingsford	University or other tertiary	M	2506
Maroubra - North		F	297
Maroubra - North		M	272
Maroubra - North	Infants/Primary	F	383
Maroubra - North	Infants/Primary	M	374
Maroubra - North	Pre-school	F	98
Maroubra - North	Pre-school	M	102
Maroubra - North	Secondary	F	277
Maroubra - North	Secondary	M	254
Maroubra - North	Technical or Further Educational Institution	F	77
Maroubra - North	Technical or Further Educational Institution	M	65
Maroubra - North	University or other tertiary	F	409
Maroubra - North	University or other tertiary	M	366
Maroubra - South		F	504
Maroubra - South		M	466
Maroubra - South	Infants/Primary	F	336
Maroubra - South	Infants/Primary	M	381
Maroubra - South	Pre-school	F	76
Maroubra - South	Pre-school	M	99
Maroubra - South	Secondary	F	287
Maroubra - South	Secondary	M	283
Maroubra - South	Technical or Further Educational Institution	F	105
Maroubra - South	Technical or Further Educational Institution	M	95
Maroubra - South	University or other tertiary	F	393
Maroubra - South	University or other tertiary	M	318
Maroubra - West		F	419
Maroubra - West		M	377
Maroubra - West	Infants/Primary	F	350
Maroubra - West	Infants/Primary	M	352
Maroubra - West	Pre-school	F	90
Maroubra - West	Pre-school	M	78
Maroubra - West	Secondary	F	246
Maroubra - West	Secondary	M	268
Maroubra - West	Technical or Further Educational Institution	F	85
Maroubra - West	Technical or Further Educational Institution	M	74
Maroubra - West	University or other tertiary	F	640
Maroubra - West	University or other tertiary	M	729
Randwick - North		F	667
Randwick - North		M	568
Randwick - North	Infants/Primary	F	564
Randwick - North	Infants/Primary	M	537
Randwick - North	Pre-school	F	153
Randwick - North	Pre-school	M	163
Randwick - North	Secondary	F	300
Randwick - North	Secondary	M	326
Randwick - North	Technical or Further Educational Institution	F	147
Randwick - North	Technical or Further Educational Institution	M	108
Randwick - North	University or other tertiary	F	761
Randwick - North	University or other tertiary	M	659
Randwick - South		F	693
Randwick - South		M	819
Randwick - South	Infants/Primary	F	390
Randwick - South	Infants/Primary	M	422
Randwick - South	Pre-school	F	100
Randwick - South	Pre-school	M	90
Randwick - South	Secondary	F	255
Randwick - South	Secondary	M	262
Randwick - South	Technical or Further Educational Institution	F	90
Randwick - South	Technical or Further Educational Institution	M	106
Randwick - South	University or other tertiary	F	791
Randwick - South	University or other tertiary	M	674
Bass Hill - Georges Hall		F	869
Bass Hill - Georges Hall		M	760
Bass Hill - Georges Hall	Infants/Primary	F	1045
Bass Hill - Georges Hall	Infants/Primary	M	1089
Bass Hill - Georges Hall	Pre-school	F	198
Bass Hill - Georges Hall	Pre-school	M	192
Bass Hill - Georges Hall	Secondary	F	828
Bass Hill - Georges Hall	Secondary	M	856
Bass Hill - Georges Hall	Technical or Further Educational Institution	F	200
Bass Hill - Georges Hall	Technical or Further Educational Institution	M	200
Bass Hill - Georges Hall	University or other tertiary	F	542
Bass Hill - Georges Hall	University or other tertiary	M	349
Chullora		F	45
Chullora		M	46
Chullora	Infants/Primary	F	35
Chullora	Infants/Primary	M	31
Chullora	Pre-school	F	5
Chullora	Pre-school	M	5
Chullora	Secondary	F	29
Chullora	Secondary	M	23
Chullora	Technical or Further Educational Institution	F	11
Chullora	Technical or Further Educational Institution	M	10
Chullora	University or other tertiary	F	48
Chullora	University or other tertiary	M	27
Condell Park		F	443
Condell Park		M	407
Condell Park	Infants/Primary	F	516
Condell Park	Infants/Primary	M	590
Condell Park	Pre-school	F	96
Condell Park	Pre-school	M	107
Condell Park	Secondary	F	397
Condell Park	Secondary	M	481
Condell Park	Technical or Further Educational Institution	F	135
Condell Park	Technical or Further Educational Institution	M	98
Condell Park	University or other tertiary	F	338
Condell Park	University or other tertiary	M	263
Greenacre - Mount Lewis		F	1108
Greenacre - Mount Lewis		M	1017
Greenacre - Mount Lewis	Infants/Primary	F	1347
Greenacre - Mount Lewis	Infants/Primary	M	1482
Greenacre - Mount Lewis	Pre-school	F	204
Greenacre - Mount Lewis	Pre-school	M	251
Greenacre - Mount Lewis	Secondary	F	1066
Greenacre - Mount Lewis	Secondary	M	1035
Greenacre - Mount Lewis	Technical or Further Educational Institution	F	276
Greenacre - Mount Lewis	Technical or Further Educational Institution	M	231
Greenacre - Mount Lewis	University or other tertiary	F	740
Greenacre - Mount Lewis	University or other tertiary	M	675
Padstow		F	494
Padstow		M	460
Padstow	Infants/Primary	F	548
Padstow	Infants/Primary	M	635
Padstow	Pre-school	F	129
Padstow	Pre-school	M	137
Padstow	Secondary	F	520
Padstow	Secondary	M	574
Padstow	Technical or Further Educational Institution	F	165
Padstow	Technical or Further Educational Institution	M	150
Padstow	University or other tertiary	F	468
Padstow	University or other tertiary	M	381
Panania - Milperra - Picnic Point		F	742
Panania - Milperra - Picnic Point		M	631
Panania - Milperra - Picnic Point	Infants/Primary	F	1159
Panania - Milperra - Picnic Point	Infants/Primary	M	1193
Panania - Milperra - Picnic Point	Pre-school	F	275
Panania - Milperra - Picnic Point	Pre-school	M	248
Panania - Milperra - Picnic Point	Secondary	F	933
Panania - Milperra - Picnic Point	Secondary	M	920
Panania - Milperra - Picnic Point	Technical or Further Educational Institution	F	201
Panania - Milperra - Picnic Point	Technical or Further Educational Institution	M	237
Panania - Milperra - Picnic Point	University or other tertiary	F	703
Panania - Milperra - Picnic Point	University or other tertiary	M	540
Revesby		F	526
Revesby		M	484
Revesby	Infants/Primary	F	662
Revesby	Infants/Primary	M	685
Revesby	Pre-school	F	106
Revesby	Pre-school	M	153
Revesby	Secondary	F	511
Revesby	Secondary	M	509
Revesby	Technical or Further Educational Institution	F	151
Revesby	Technical or Further Educational Institution	M	138
Revesby	University or other tertiary	F	443
Revesby	University or other tertiary	M	391
Yagoona - Birrong		F	879
Yagoona - Birrong		M	810
Yagoona - Birrong	Infants/Primary	F	939
Yagoona - Birrong	Infants/Primary	M	979
Yagoona - Birrong	Pre-school	F	156
Yagoona - Birrong	Pre-school	M	182
Yagoona - Birrong	Secondary	F	736
Yagoona - Birrong	Secondary	M	788
Yagoona - Birrong	Technical or Further Educational Institution	F	228
Yagoona - Birrong	Technical or Further Educational Institution	M	205
Yagoona - Birrong	University or other tertiary	F	549
Yagoona - Birrong	University or other tertiary	M	519
Bankstown - North		F	889
Bankstown - North		M	742
Bankstown - North	Infants/Primary	F	693
Bankstown - North	Infants/Primary	M	640
Bankstown - North	Pre-school	F	113
Bankstown - North	Pre-school	M	184
Bankstown - North	Secondary	F	499
Bankstown - North	Secondary	M	472
Bankstown - North	Technical or Further Educational Institution	F	255
Bankstown - North	Technical or Further Educational Institution	M	177
Bankstown - North	University or other tertiary	F	517
Bankstown - North	University or other tertiary	M	512
Bankstown - South		F	925
Bankstown - South		M	848
Bankstown - South	Infants/Primary	F	587
Bankstown - South	Infants/Primary	M	693
Bankstown - South	Pre-school	F	119
Bankstown - South	Pre-school	M	113
Bankstown - South	Secondary	F	543
Bankstown - South	Secondary	M	522
Bankstown - South	Technical or Further Educational Institution	F	218
Bankstown - South	Technical or Further Educational Institution	M	173
Bankstown - South	University or other tertiary	F	431
Bankstown - South	University or other tertiary	M	464
Belmore - Belfield		F	729
Belmore - Belfield		M	620
Belmore - Belfield	Infants/Primary	F	725
Belmore - Belfield	Infants/Primary	M	799
Belmore - Belfield	Pre-school	F	143
Belmore - Belfield	Pre-school	M	156
Belmore - Belfield	Secondary	F	587
Belmore - Belfield	Secondary	M	648
Belmore - Belfield	Technical or Further Educational Institution	F	201
Belmore - Belfield	Technical or Further Educational Institution	M	216
Belmore - Belfield	University or other tertiary	F	538
Belmore - Belfield	University or other tertiary	M	474
Canterbury (South) - Campsie		F	1290
Canterbury (South) - Campsie		M	1211
Canterbury (South) - Campsie	Infants/Primary	F	918
Canterbury (South) - Campsie	Infants/Primary	M	1022
Canterbury (South) - Campsie	Pre-school	F	166
Canterbury (South) - Campsie	Pre-school	M	164
Canterbury (South) - Campsie	Secondary	F	820
Canterbury (South) - Campsie	Secondary	M	868
Canterbury (South) - Campsie	Technical or Further Educational Institution	F	388
Canterbury (South) - Campsie	Technical or Further Educational Institution	M	359
Canterbury (South) - Campsie	University or other tertiary	F	1222
Canterbury (South) - Campsie	University or other tertiary	M	1173
Kingsgrove (North) - Earlwood		F	883
Kingsgrove (North) - Earlwood		M	794
Kingsgrove (North) - Earlwood	Infants/Primary	F	942
Kingsgrove (North) - Earlwood	Infants/Primary	M	1026
Kingsgrove (North) - Earlwood	Pre-school	F	175
Kingsgrove (North) - Earlwood	Pre-school	M	226
Kingsgrove (North) - Earlwood	Secondary	F	792
Kingsgrove (North) - Earlwood	Secondary	M	785
Kingsgrove (North) - Earlwood	Technical or Further Educational Institution	F	154
Kingsgrove (North) - Earlwood	Technical or Further Educational Institution	M	177
Kingsgrove (North) - Earlwood	University or other tertiary	F	639
Kingsgrove (North) - Earlwood	University or other tertiary	M	536
Punchbowl		F	869
Punchbowl		M	907
Punchbowl	Infants/Primary	F	931
Punchbowl	Infants/Primary	M	1018
Punchbowl	Pre-school	F	144
Punchbowl	Pre-school	M	190
Punchbowl	Secondary	F	793
Punchbowl	Secondary	M	806
Punchbowl	Technical or Further Educational Institution	F	252
Punchbowl	Technical or Further Educational Institution	M	242
Punchbowl	University or other tertiary	F	558
Punchbowl	University or other tertiary	M	658
Roselands		F	536
Roselands		M	510
Roselands	Infants/Primary	F	660
Roselands	Infants/Primary	M	641
Roselands	Pre-school	F	131
Roselands	Pre-school	M	145
Roselands	Secondary	F	471
Roselands	Secondary	M	490
Roselands	Technical or Further Educational Institution	F	115
Roselands	Technical or Further Educational Institution	M	103
Roselands	University or other tertiary	F	339
Roselands	University or other tertiary	M	339
Lakemba		F	855
Lakemba		M	863
Lakemba	Infants/Primary	F	810
Lakemba	Infants/Primary	M	843
Lakemba	Pre-school	F	141
Lakemba	Pre-school	M	145
Lakemba	Secondary	F	479
Lakemba	Secondary	M	484
Lakemba	Technical or Further Educational Institution	F	230
Lakemba	Technical or Further Educational Institution	M	190
Lakemba	University or other tertiary	F	393
Lakemba	University or other tertiary	M	775
Wiley Park		F	531
Wiley Park		M	537
Wiley Park	Infants/Primary	F	439
Wiley Park	Infants/Primary	M	463
Wiley Park	Pre-school	F	87
Wiley Park	Pre-school	M	111
Wiley Park	Secondary	F	262
Wiley Park	Secondary	M	315
Wiley Park	Technical or Further Educational Institution	F	164
Wiley Park	Technical or Further Educational Institution	M	123
Wiley Park	University or other tertiary	F	282
Wiley Park	University or other tertiary	M	516
Hurstville		F	815
Hurstville		M	814
Hurstville	Infants/Primary	F	693
Hurstville	Infants/Primary	M	747
Hurstville	Pre-school	F	136
Hurstville	Pre-school	M	139
Hurstville	Secondary	F	603
Hurstville	Secondary	M	658
Hurstville	Technical or Further Educational Institution	F	275
Hurstville	Technical or Further Educational Institution	M	243
Hurstville	University or other tertiary	F	1349
Hurstville	University or other tertiary	M	1394
Mortdale - Penshurst		F	779
Mortdale - Penshurst		M	703
Mortdale - Penshurst	Infants/Primary	F	855
Mortdale - Penshurst	Infants/Primary	M	840
Mortdale - Penshurst	Pre-school	F	167
Mortdale - Penshurst	Pre-school	M	206
Mortdale - Penshurst	Secondary	F	726
Mortdale - Penshurst	Secondary	M	709
Mortdale - Penshurst	Technical or Further Educational Institution	F	227
Mortdale - Penshurst	Technical or Further Educational Institution	M	186
Mortdale - Penshurst	University or other tertiary	F	835
Mortdale - Penshurst	University or other tertiary	M	749
Narwee - Beverly Hills		F	491
Narwee - Beverly Hills		M	441
Narwee - Beverly Hills	Infants/Primary	F	508
Narwee - Beverly Hills	Infants/Primary	M	488
Narwee - Beverly Hills	Pre-school	F	90
Narwee - Beverly Hills	Pre-school	M	108
Narwee - Beverly Hills	Secondary	F	427
Narwee - Beverly Hills	Secondary	M	402
Narwee - Beverly Hills	Technical or Further Educational Institution	F	120
Narwee - Beverly Hills	Technical or Further Educational Institution	M	95
Narwee - Beverly Hills	University or other tertiary	F	458
Narwee - Beverly Hills	University or other tertiary	M	423
Oatley - Hurstville Grove		F	308
Oatley - Hurstville Grove		M	278
Oatley - Hurstville Grove	Infants/Primary	F	503
Oatley - Hurstville Grove	Infants/Primary	M	541
Oatley - Hurstville Grove	Pre-school	F	131
Oatley - Hurstville Grove	Pre-school	M	114
Oatley - Hurstville Grove	Secondary	F	463
Oatley - Hurstville Grove	Secondary	M	454
Oatley - Hurstville Grove	Technical or Further Educational Institution	F	88
Oatley - Hurstville Grove	Technical or Further Educational Institution	M	108
Oatley - Hurstville Grove	University or other tertiary	F	398
Oatley - Hurstville Grove	University or other tertiary	M	416
Peakhurst - Lugarno		F	484
Peakhurst - Lugarno		M	380
Peakhurst - Lugarno	Infants/Primary	F	725
Peakhurst - Lugarno	Infants/Primary	M	792
Peakhurst - Lugarno	Pre-school	F	147
Peakhurst - Lugarno	Pre-school	M	165
Peakhurst - Lugarno	Secondary	F	619
Peakhurst - Lugarno	Secondary	M	703
Peakhurst - Lugarno	Technical or Further Educational Institution	F	130
Peakhurst - Lugarno	Technical or Further Educational Institution	M	129
Peakhurst - Lugarno	University or other tertiary	F	463
Peakhurst - Lugarno	University or other tertiary	M	386
Riverwood		F	519
Riverwood		M	468
Riverwood	Infants/Primary	F	341
Riverwood	Infants/Primary	M	391
Riverwood	Pre-school	F	58
Riverwood	Pre-school	M	86
Riverwood	Secondary	F	315
Riverwood	Secondary	M	322
Riverwood	Technical or Further Educational Institution	F	113
Riverwood	Technical or Further Educational Institution	M	108
Riverwood	University or other tertiary	F	347
Riverwood	University or other tertiary	M	330
South Hurstville - Blakehurst		F	706
South Hurstville - Blakehurst		M	594
South Hurstville - Blakehurst	Infants/Primary	F	874
South Hurstville - Blakehurst	Infants/Primary	M	857
South Hurstville - Blakehurst	Pre-school	F	182
South Hurstville - Blakehurst	Pre-school	M	201
South Hurstville - Blakehurst	Secondary	F	842
South Hurstville - Blakehurst	Secondary	M	830
South Hurstville - Blakehurst	Technical or Further Educational Institution	F	267
South Hurstville - Blakehurst	Technical or Further Educational Institution	M	229
South Hurstville - Blakehurst	University or other tertiary	F	1054
South Hurstville - Blakehurst	University or other tertiary	M	1099
Arncliffe - Bardwell Valley		F	1055
Arncliffe - Bardwell Valley		M	1047
Arncliffe - Bardwell Valley	Infants/Primary	F	526
Arncliffe - Bardwell Valley	Infants/Primary	M	578
Arncliffe - Bardwell Valley	Pre-school	F	117
Arncliffe - Bardwell Valley	Pre-school	M	128
Arncliffe - Bardwell Valley	Secondary	F	440
Arncliffe - Bardwell Valley	Secondary	M	409
Arncliffe - Bardwell Valley	Technical or Further Educational Institution	F	365
Arncliffe - Bardwell Valley	Technical or Further Educational Institution	M	343
Arncliffe - Bardwell Valley	University or other tertiary	F	1138
