SA2_NAME16	OnlyEnglishSpokenHome	persons
Seaford (Vic.)	1	13586
Skye - Sandhurst	0	2125
Skye - Sandhurst	1	10431
Dromana	0	954
Dromana	1	9389
Flinders	0	174
Flinders	1	4818
Hastings - Somers	0	731
Hastings - Somers	1	19884
Mornington	0	1370
Mornington	1	21393
Mount Eliza	0	1259
Mount Eliza	1	15913
Mount Martha	0	833
Mount Martha	1	16959
Point Nepean	0	1180
Point Nepean	1	14671
Rosebud - McCrae	0	1226
Rosebud - McCrae	1	18326
Somerville	0	686
Somerville	1	16431
Ararat	0	358
Ararat	1	6847
Ararat Region	0	65
Ararat Region	1	2700
Horsham	0	695
Horsham	1	14672
Horsham Region	0	50
Horsham Region	1	3174
Nhill Region	0	336
Nhill Region	1	6123
St Arnaud	0	73
St Arnaud	1	3087
Stawell	0	296
Stawell	1	7177
West Wimmera	0	48
West Wimmera	1	2537
Yarriambiack	0	161
Yarriambiack	1	5896
Irymple	0	495
Irymple	1	5944
Merbein	0	197
Merbein	1	4214
Mildura Region	0	156
Mildura Region	1	3244
Red Cliffs	0	359
Red Cliffs	1	4967
Mildura - North	0	2021
Mildura - North	1	14355
Mildura - South	0	1899
Mildura - South	1	11565
Buloke	0	165
Buloke	1	5476
Gannawarra	0	108
Gannawarra	1	6114
Kerang	0	98
Kerang	1	3460
Robinvale	0	1018
Robinvale	1	1775
Swan Hill	0	1022
Swan Hill	1	8747
Swan Hill Region	0	332
Swan Hill Region	1	5193
Echuca	0	406
Echuca	1	13113
Kyabram	0	440
Kyabram	1	9656
Lockington - Gunbower	0	65
Lockington - Gunbower	1	3405
Rochester	0	60
Rochester	1	3547
Rushworth	0	125
Rushworth	1	3599
Cobram	0	713
Cobram	1	5132
Moira	0	58
Moira	1	2286
Numurkah	0	335
Numurkah	1	11137
Yarrawonga	0	231
Yarrawonga	1	6999
Mooroopna	0	578
Mooroopna	1	6698
Shepparton - North	0	2961
Shepparton - North	1	14062
Shepparton - South	0	4942
Shepparton - South	1	16329
Shepparton Region - East	0	143
Shepparton Region - East	1	3463
Shepparton Region - West	0	764
Shepparton Region - West	1	8319
Glenelg (Vic.)	0	173
Glenelg (Vic.)	1	7834
Hamilton (Vic.)	0	304
Hamilton (Vic.)	1	9114
Portland	0	277
Portland	1	9680
Southern Grampians	0	117
Southern Grampians	1	5573
Camperdown	0	42
Camperdown	1	3195
Colac	0	576
Colac	1	10892
Colac Region	0	94
Colac Region	1	4897
Corangamite - North	0	79
Corangamite - North	1	4836
Corangamite - South	0	151
Corangamite - South	1	6462
Otway	0	215
Otway	1	2880
Moyne - East	0	91
Moyne - East	1	6059
Moyne - West	0	245
Moyne - West	1	8488
Warrnambool - North	0	839
Warrnambool - North	1	18919
Warrnambool - South	0	632
Warrnambool - South	1	11217
Migratory - Offshore - Shipping (Vic.)	0	10
Migratory - Offshore - Shipping (Vic.)	1	18
No usual address (Vic.)	0	1393
No usual address (Vic.)	1	4201
Alexandra Hills	0	1127
Alexandra Hills	1	14588
Belmont - Gumdale	0	1055
Belmont - Gumdale	1	6042
Birkdale	0	1115
Birkdale	1	13041
Capalaba	0	1586
Capalaba	1	15429
Thorneside	0	216
Thorneside	1	3361
Wellington Point	0	760
Wellington Point	1	10432
Cleveland	0	1177
Cleveland	1	12765
Ormiston	0	453
Ormiston	1	5140
Redland Bay	0	777
Redland Bay	1	14017
Sheldon - Mount Cotton	0	396
Sheldon - Mount Cotton	1	7256
Thornlands	0	1049
Thornlands	1	13150
Victoria Point	0	715
Victoria Point	1	13630
Redland Islands	0	407
Redland Islands	1	7938
Brisbane Port - Lytton	1	6
Manly - Lota	0	417
Manly - Lota	1	6686
Manly West	0	751
Manly West	1	10183
Murarrie	0	624
Murarrie	1	3249
Tingalpa	0	1180
Tingalpa	1	7129
Wakerley	0	1363
Wakerley	1	7351
Wynnum	0	923
Wynnum	1	11635
Wynnum West - Hemmant	0	1544
Wynnum West - Hemmant	1	12450
Bald Hills	0	959
Bald Hills	1	6065
Bridgeman Downs	0	1438
Bridgeman Downs	1	6472
Carseldine	0	1855
Carseldine	1	6710
Everton Park	0	1077
Everton Park	1	7396
McDowall	0	1029
McDowall	1	6264
Aspley	0	1753
Aspley	1	10047
Chermside	0	2438
Chermside	1	5982
Chermside West	0	1028
Chermside West	1	5030
Geebung	0	438
Geebung	1	3690
Kedron - Gordon Park	0	1749
Kedron - Gordon Park	1	11230
Stafford	0	804
Stafford	1	5381
Stafford Heights	0	735
Stafford Heights	1	5728
Wavell Heights	0	1026
Wavell Heights	1	8384
Boondall	0	1830
Boondall	1	7092
Brisbane Airport	0	3
Brisbane Airport	1	90
Eagle Farm - Pinkenba	0	131
Eagle Farm - Pinkenba	1	595
Northgate - Virginia	0	868
Northgate - Virginia	1	5344
Nudgee - Banyo	0	1178
Nudgee - Banyo	1	7851
Nundah	0	2543
Nundah	1	8874
Bracken Ridge	0	2400
Bracken Ridge	1	13877
Brighton (Qld)	0	458
Brighton (Qld)	1	8561
Deagon	0	254
Deagon	1	3186
Sandgate - Shorncliffe	0	386
Sandgate - Shorncliffe	1	6027
Taigum - Fitzgibbon	0	3647
Taigum - Fitzgibbon	1	7954
Zillmere	0	1951
Zillmere	1	6444
Camp Hill	0	1136
Camp Hill	1	9490
Cannon Hill	0	790
Cannon Hill	1	4499
Carina	0	1629
Carina	1	8877
Carina Heights	0	1284
Carina Heights	1	4980
Carindale	0	3985
Carindale	1	11215
Annerley	0	2776
Annerley	1	7849
Coorparoo	0	2653
Coorparoo	1	12476
Fairfield - Dutton Park	0	1113
Fairfield - Dutton Park	1	3398
Greenslopes	0	2050
Greenslopes	1	6516
Holland Park	0	1185
Holland Park	1	6728
Holland Park West	0	1075
Holland Park West	1	4976
Woolloongabba	0	1684
Woolloongabba	1	3252
Yeronga	0	1409
Yeronga	1	7411
Eight Mile Plains	0	8292
Eight Mile Plains	1	6327
Macgregor (Qld)	0	3495
Macgregor (Qld)	1	2110
Mansfield (Qld)	0	2442
Mansfield (Qld)	1	5916
Mount Gravatt	0	3091
Mount Gravatt	1	11002
Rochedale - Burbank	0	2190
Rochedale - Burbank	1	3903
Upper Mount Gravatt	0	2864
Upper Mount Gravatt	1	6059
Wishart	0	3332
Wishart	1	7098
Coopers Plains	0	2380
Coopers Plains	1	2739
Moorooka	0	2151
Moorooka	1	7723
Robertson	0	3271
Robertson	1	1613
Salisbury - Nathan	0	1380
Salisbury - Nathan	1	5390
Tarragindi	0	1178
Tarragindi	1	8995
Algester	0	2589
Algester	1	5532
Calamvale - Stretton	0	12350
Calamvale - Stretton	1	7984
Pallara - Willawong	0	1653
Pallara - Willawong	1	2828
Parkinson - Drewvale	0	5723
Parkinson - Drewvale	1	9368
Rocklea - Acacia Ridge	0	3036
Rocklea - Acacia Ridge	1	5788
Kuraby	0	4136
Kuraby	1	3987
Runcorn	0	7946
Runcorn	1	5911
Sunnybank	0	5137
Sunnybank	1	3360
Sunnybank Hills	0	9600
Sunnybank Hills	1	7522
Jindalee - Mount Ommaney	0	1474
Jindalee - Mount Ommaney	1	5842
Middle Park - Jamboree Heights	0	1736
Middle Park - Jamboree Heights	1	5171
Riverhills	0	653
Riverhills	1	3234
Seventeen Mile Rocks - Sinnamon Park	0	2187
Seventeen Mile Rocks - Sinnamon Park	1	7138
Westlake	0	1025
Westlake	1	3219
Bellbowrie - Moggill	0	1259
Bellbowrie - Moggill	1	8520
Brookfield - Kenmore Hills	0	803
Brookfield - Kenmore Hills	1	5578
Chapel Hill	0	1824
Chapel Hill	1	8085
Fig Tree Pocket	0	499
Fig Tree Pocket	1	3406
Kenmore	0	1379
Kenmore	1	7159
Pinjarra Hills - Pullenvale	0	454
Pinjarra Hills - Pullenvale	1	4706
Chelmer - Graceville	0	701
Chelmer - Graceville	1	6456
Corinda	0	574
Corinda	1	4014
Indooroopilly	0	3666
Indooroopilly	1	7837
Sherwood	0	759
Sherwood	1	4621
St Lucia	0	4922
St Lucia	1	6904
Taringa	0	2075
Taringa	1	5953
Enoggera	0	731
Enoggera	1	6938
Enoggera Reservoir	1	19
Keperra	0	589
Keperra	1	6238
Mitchelton	0	757
Mitchelton	1	7293
The Gap	0	1412
The Gap	1	14473
Upper Kedron - Ferny Grove	0	848
Upper Kedron - Ferny Grove	1	8745
Brisbane City	0	4368
Brisbane City	1	4858
Fortitude Valley	0	1914
Fortitude Valley	1	4229
Highgate Hill	0	1788
Highgate Hill	1	4023
Kangaroo Point	0	1955
Kangaroo Point	1	5545
New Farm	0	2006
New Farm	1	8857
South Brisbane	0	2806
South Brisbane	1	3788
Spring Hill	0	2546
Spring Hill	1	2883
West End	0	2499
West End	1	6171
Balmoral	0	365
Balmoral	1	3605
Bulimba	0	656
Bulimba	1	5529
East Brisbane	0	1076
East Brisbane	1	4278
Hawthorne	0	401
Hawthorne	1	4363
Morningside - Seven Hills	0	1660
Morningside - Seven Hills	1	10197
Norman Park	0	540
Norman Park	1	5415
Albion	0	421
Albion	1	2156
Alderley	0	624
Alderley	1	5102
Ascot	0	719
Ascot	1	4092
Clayfield	0	1808
Clayfield	1	8036
Grange	0	302
Grange	1	3800
Hamilton (Qld)	0	911
Hamilton (Qld)	1	4688
Hendra	0	384
Hendra	1	3969
Kelvin Grove - Herston	0	3653
Kelvin Grove - Herston	1	5539
Newmarket	0	712
Newmarket	1	3934
Newstead - Bowen Hills	0	1690
Newstead - Bowen Hills	1	7465
Wilston	0	390
Wilston	1	3374
Windsor	0	1099
Windsor	1	5702
Wooloowin - Lutwyche	0	1620
Wooloowin - Lutwyche	1	7544
Ashgrove	0	984
Ashgrove	1	11728
Auchenflower	0	863
Auchenflower	1	4212
Bardon	0	648
Bardon	1	8670
Paddington - Milton	0	1284
Paddington - Milton	1	8856
Red Hill (Qld)	0	598
Red Hill (Qld)	1	4663
Toowong	0	2455
Toowong	1	7592
Brinsmead	0	573
Brinsmead	1	4499
Clifton Beach - Kewarra Beach	0	1049
Clifton Beach - Kewarra Beach	1	9008
Freshwater - Stratford	0	275
Freshwater - Stratford	1	3106
Redlynch	0	1219
Redlynch	1	10712
Trinity Beach - Smithfield	0	1654
Trinity Beach - Smithfield	1	11378
Yorkeys Knob - Machans Beach	0	508
Yorkeys Knob - Machans Beach	1	4814
Bentley Park	0	953
Bentley Park	1	6463
Cairns City	0	2913
Cairns City	1	6472
Earlville - Bayview Heights	0	883
Earlville - Bayview Heights	1	6761
Edmonton	0	1051
Edmonton	1	8961
Gordonvale - Trinity	0	449
Gordonvale - Trinity	1	7560
Kanimbla - Mooroobool	0	1900
Kanimbla - Mooroobool	1	7160
Manoora	0	1229
Manoora	1	3879
Manunda	0	1100
Manunda	1	3535
Mount Sheridan	0	1312
Mount Sheridan	1	6547
Westcourt - Bungalow	0	1423
Westcourt - Bungalow	1	3978
White Rock	0	577
White Rock	1	3670
Whitfield - Edge Hill	0	897
Whitfield - Edge Hill	1	6779
Woree	0	731
Woree	1	3577
Babinda	0	235
Babinda	1	3628
Innisfail	0	1269
Innisfail	1	7134
Johnstone	0	451
Johnstone	1	6811
Tully	0	990
Tully	1	8669
Yarrabah	0	303
Yarrabah	1	2165
Daintree	0	391
Daintree	1	5232
Port Douglas	0	463
Port Douglas	1	3991
Atherton	0	546
Atherton	1	9450
Herberton	0	183
Herberton	1	4672
Kuranda	0	367
Kuranda	1	3672
Malanda - Yungaburra	0	333
Malanda - Yungaburra	1	7531
Mareeba	0	1389
Mareeba	1	8600
Balonne	0	131
Balonne	1	3900
Chinchilla	0	294
Chinchilla	1	6886
Goondiwindi	0	225
Goondiwindi	1	5483
Inglewood - Waggamba	0	121
Inglewood - Waggamba	1	3728
Miles - Wandoan	0	100
Miles - Wandoan	1	3416
Roma	0	403
Roma	1	5687
Roma Region	0	81
Roma Region	1	5275
Tara	0	104
Tara	1	3264
Crows Nest - Rosalie	0	136
Crows Nest - Rosalie	1	7851
Jondaryan	0	381
Jondaryan	1	6670
Millmerran	0	197
Millmerran	1	2683
Pittsworth	0	109
Pittsworth	1	5104
Wambo	0	681
Wambo	1	15090
Clifton - Greenmount	0	111
Clifton - Greenmount	1	4450
Southern Downs - East	0	91
Southern Downs - East	1	3824
Southern Downs - West	0	102
Southern Downs - West	1	4241
Stanthorpe	0	526
Stanthorpe	1	4552
Stanthorpe Region	0	296
Stanthorpe Region	1	5091
Warwick	0	521
Warwick	1	13788
Central Highlands - East	0	309
Central Highlands - East	1	6188
Central Highlands - West	0	204
Central Highlands - West	1	6887
Emerald	0	871
Emerald	1	11021
Berserker	0	437
Berserker	1	5858
Bouldercombe	0	19
Bouldercombe	1	1714
Emu Park	0	122
Emu Park	1	4783
Frenchville - Mount Archer	0	509
Frenchville - Mount Archer	1	8059
Glenlee - Rockyview	0	88
Glenlee - Rockyview	1	4040
Gracemere	0	392
Gracemere	1	10470
Lakes Creek	0	462
Lakes Creek	1	4114
Mount Morgan	0	39
Mount Morgan	1	2647
Norman Gardens	0	1210
Norman Gardens	1	8360
Park Avenue	0	223
Park Avenue	1	4562
Parkhurst - Kawana	0	446
Parkhurst - Kawana	1	5982
Rockhampton - West	0	209
Rockhampton - West	1	5306
Rockhampton City	0	129
Rockhampton City	1	2743
Rockhampton Region - East	0	54
Rockhampton Region - East	1	3125
Rockhampton Region - North	0	86
Rockhampton Region - North	1	3820
Rockhampton Region - West	0	33
Rockhampton Region - West	1	2668
Shoalwater Bay	1	16
The Range - Allenstown	0	512
The Range - Allenstown	1	7052
Yeppoon	0	582
Yeppoon	1	16147
Banana	0	126
Banana	1	7717
Biloela	0	581
Biloela	1	4757
Agnes Water - Miriam Vale	0	193
Agnes Water - Miriam Vale	1	5302
Boyne Island - Tannum Sands	0	425
Boyne Island - Tannum Sands	1	8905
Callemondah	1	19
Clinton - New Auckland	0	1160
Clinton - New Auckland	1	11549
Gladstone	0	671
Gladstone	1	4656
Gladstone Hinterland	0	344
Gladstone Hinterland	1	10422
Kin Kora - Sun Valley	0	245
Kin Kora - Sun Valley	1	3190
Telina - Toolooa	0	309
Telina - Toolooa	1	5398
West Gladstone	0	489
West Gladstone	1	3830
Broadbeach Waters	0	948
Broadbeach Waters	1	6332
Burleigh Heads	0	578
Burleigh Heads	1	7372
Burleigh Waters	0	1147
Burleigh Waters	1	12398
Mermaid Beach - Broadbeach	0	1701
Mermaid Beach - Broadbeach	1	8779
Mermaid Waters	0	1692
Mermaid Waters	1	9720
Miami	0	609
Miami	1	5632
Coolangatta	0	503
Coolangatta	1	4771
Currumbin - Tugun	0	648
Currumbin - Tugun	1	9555
Currumbin Waters	0	398
Currumbin Waters	1	8360
Elanora	0	660
Elanora	1	10882
Palm Beach	0	761
Palm Beach	1	12871
Arundel	0	1719
Arundel	1	7907
Biggera Waters	0	1549
Biggera Waters	1	6216
Coombabah	0	1064
Coombabah	1	8574
Labrador	0	3064
Labrador	1	13396
Paradise Point - Hollywell	0	697
Paradise Point - Hollywell	1	8134
Runaway Bay	0	949
Runaway Bay	1	7554
Guanaba - Springbrook	0	169
Guanaba - Springbrook	1	3646
Tamborine - Canungra	0	672
Tamborine - Canungra	1	12400
Currumbin Valley - Tallebudgera	0	291
Currumbin Valley - Tallebudgera	1	6437
Mudgeeraba - Bonogin	0	1394
Mudgeeraba - Bonogin	1	15889
Reedy Creek - Andrews	0	814
Reedy Creek - Andrews	1	6851
Carrara	0	1350
Carrara	1	10124
Highland Park	0	679
Highland Park	1	7250
Nerang - Mount Nathan	0	1741
Nerang - Mount Nathan	1	17585
Pacific Pines - Gaven	0	2392
Pacific Pines - Gaven	1	14885
Worongary - Tallai	0	553
Worongary - Tallai	1	6738
Coomera	0	1232
Coomera	1	11157
Helensvale	0	1650
Helensvale	1	14189
Hope Island	0	1090
Hope Island	1	9098
Jacobs Well - Alberton	0	123
Jacobs Well - Alberton	1	3296
Ormeau - Yatala	0	1377
Ormeau - Yatala	1	17146
Oxenford - Maudsland	0	1304
Oxenford - Maudsland	1	13604
Pimpama	0	618
Pimpama	1	7615
Upper Coomera - Willow Vale	0	2780
Upper Coomera - Willow Vale	1	26615
Clear Island Waters	0	840
Clear Island Waters	1	3062
Merrimac	0	1105
Merrimac	1	5393
Robina	0	3873
Robina	1	18032
Varsity Lakes	0	2960
Varsity Lakes	1	11039
Ashmore	0	1435
Ashmore	1	9703
Molendinar	0	1516
Molendinar	1	4556
Parkwood	0	1348
Parkwood	1	6814
Southport - North	0	4106
Southport - North	1	9202
Southport - South	0	3784
Southport - South	1	11800
Benowa	0	1874
Benowa	1	6131
Bundall	0	621
Bundall	1	3610
Main Beach	0	403
Main Beach	1	2927
Surfers Paradise	0	6048
Surfers Paradise	1	14048
Darra - Sumner	0	2020
Darra - Sumner	1	2410
Durack	0	3668
Durack	1	3681
Forest Lake - Doolandella	0	8676
Forest Lake - Doolandella	1	17558
Inala - Richlands	0	8962
Inala - Richlands	1	7148
Oxley (Qld)	0	1721
Oxley (Qld)	1	5531
Wacol	0	881
Wacol	1	1757
Boonah	0	275
Boonah	1	10819
Esk	0	126
Esk	1	4644
Lake Manchester - England Creek	1	3
Lockyer Valley - East	0	561
Lockyer Valley - East	1	17299
Lowood	0	425
Lowood	1	12457
Rosewood	0	227
Rosewood	1	10482
Brassall	0	481
Brassall	1	9829
Bundamba	0	715
Bundamba	1	7436
Churchill - Yamanto	0	298
Churchill - Yamanto	1	6168
Ipswich - Central	0	375
Ipswich - Central	1	5667
Ipswich - East	0	924
Ipswich - East	1	15726
Ipswich - North	0	139
Ipswich - North	1	4296
Karalee - Barellan Point	0	165
Karalee - Barellan Point	1	5108
Karana Downs	0	301
Karana Downs	1	5594
Leichhardt - One Mile	0	407
Leichhardt - One Mile	1	6477
North Ipswich - Tivoli	0	210
North Ipswich - Tivoli	1	5739
Raceview	0	862
Raceview	1	13658
Ripley	0	199
Ripley	1	4126
Riverview	0	466
Riverview	1	2226
Bellbird Park - Brookwater	0	2292
Bellbird Park - Brookwater	1	10727
Camira - Gailes	0	1186
Camira - Gailes	1	7437
Carole Park	1	3
Collingwood Park - Redbank	0	1505
Collingwood Park - Redbank	1	6548
Goodna	0	3338
Goodna	1	6526
Redbank Plains	0	4281
Redbank Plains	1	13739
Springfield	0	1143
Springfield	1	5344
Springfield Lakes	0	3324
Springfield Lakes	1	11396
Beaudesert	0	336
Beaudesert	1	12416
Beenleigh	0	772
Beenleigh	1	6827
Eagleby	0	1529
Eagleby	1	10831
Edens Landing - Holmview	0	910
Edens Landing - Holmview	1	6172
Mount Warren Park	0	392
Mount Warren Park	1	5072
Wolffdene - Bahrs Scrub	0	369
Wolffdene - Bahrs Scrub	1	5464
Boronia Heights - Park Ridge	0	1775
Boronia Heights - Park Ridge	1	9772
Browns Plains	0	1841
Browns Plains	1	5012
Chambers Flat - Logan Reserve	0	620
Chambers Flat - Logan Reserve	1	4108
Crestmead	0	2140
Crestmead	1	8859
Hillcrest	0	1329
Hillcrest	1	6478
Marsden	0	3484
Marsden	1	9467
Munruben - Park Ridge South	0	449
Munruben - Park Ridge South	1	3990
Regents Park - Heritage Park	0	3088
Regents Park - Heritage Park	1	12121
Greenbank	0	939
Greenbank	1	11311
Jimboomba	0	1093
Jimboomba	1	23063
Logan Village	0	294
Logan Village	1	6236
Bethania - Waterford	0	1286
Bethania - Waterford	1	8871
Cornubia - Carbrook	0	652
Cornubia - Carbrook	1	7431
Loganholme - Tanah Merah	0	1071
Loganholme - Tanah Merah	1	9452
Loganlea	0	2171
Loganlea	1	7285
Shailer Park	0	1385
Shailer Park	1	9801
Waterford West	0	1297
Waterford West	1	5420
Daisy Hill	0	1126
Daisy Hill	1	5253
Kingston (Qld.)	0	2660
Kingston (Qld.)	1	6645
Logan Central	0	2302
Logan Central	1	3385
Rochedale South - Priestdale	0	2233
Rochedale South - Priestdale	1	12629
Slacks Creek	0	2367
Slacks Creek	1	7406
Springwood	0	1392
Springwood	1	7352
Underwood	0	2636
Underwood	1	3432
Woodridge	0	4776
Woodridge	1	6905
Bowen	0	780
Bowen	1	7379
Broadsound - Nebo	0	307
Broadsound - Nebo	1	6663
Clermont	0	103
Clermont	1	3157
Collinsville	0	115
Collinsville	1	2867
Moranbah	0	513
Moranbah	1	7187
Andergrove - Beaconsfield	0	799
Andergrove - Beaconsfield	1	13248
East Mackay	0	230
East Mackay	1	3056
Eimeo - Rural View	0	634
Eimeo - Rural View	1	10819
Eungella Hinterland	1	15
Mackay	0	689
Mackay	1	2485
Mackay Harbour	0	34
Mackay Harbour	1	393
Mount Pleasant - Glenella	0	784
Mount Pleasant - Glenella	1	9329
North Mackay	0	367
North Mackay	1	5115
Ooralea - Bakers Creek	0	425
Ooralea - Bakers Creek	1	4166
Pioneer Valley	0	160
Pioneer Valley	1	7324
Sarina	0	247
Sarina	1	10217
Seaforth - Calen	0	192
Seaforth - Calen	1	7233
Shoal Point - Bucasia	0	198
Shoal Point - Bucasia	1	5184
Slade Point	0	135
Slade Point	1	3009
South Mackay	0	657
South Mackay	1	5589
Walkerston - Eton	0	214
Walkerston - Eton	1	7417
West Mackay	0	537
West Mackay	1	5033
Airlie - Whitsundays	0	1008
Airlie - Whitsundays	1	9804
Proserpine	0	225
Proserpine	1	7320
Beachmere - Sandstone Point	0	420
Beachmere - Sandstone Point	1	13481
Bribie Island	0	626
Bribie Island	1	16363
Burpengary - East	0	151
Burpengary - East	1	3671
Caboolture	0	2150
Caboolture	1	22225
Caboolture - South	0	1385
Caboolture - South	1	17605
Elimbah	0	156
Elimbah	1	3567
Morayfield - East	0	589
Morayfield - East	1	7383
Wamuran	0	182
Wamuran	1	3430
Kilcoy	0	466
Kilcoy	1	4511
Woodford - D'Aguilar	0	136
Woodford - D'Aguilar	1	6104
Burpengary	0	657
Burpengary	1	12697
Deception Bay	0	1605
Deception Bay	1	19071
Morayfield	0	171
Morayfield	1	4451
Narangba	0	849
Narangba	1	17003
Upper Caboolture	0	112
Upper Caboolture	1	2737
Clontarf	0	474
Clontarf	1	7278
Margate - Woody Point	0	711
Margate - Woody Point	1	10443
Redcliffe	0	696
Redcliffe	1	8562
Rothwell - Kippa-Ring	0	1267
Rothwell - Kippa-Ring	1	14743
Scarborough - Newport - Moreton Island	0	768
Scarborough - Newport - Moreton Island	1	10702
Albany Creek	0	1050
Albany Creek	1	14194
Cashmere	0	1538
Cashmere	1	16799
Dayboro	0	276
Dayboro	1	7668
Eatons Hill	0	451
Eatons Hill	1	7297
The Hills District	0	1318
The Hills District	1	21384
Samford Valley	0	551
Samford Valley	1	10617
Dakabin - Kallangur	0	1706
Dakabin - Kallangur	1	20797
Murrumba Downs - Griffin	0	1724
Murrumba Downs - Griffin	1	14901
North Lakes - Mango Hill	0	4439
North Lakes - Mango Hill	1	24257
Bray Park	0	860
Bray Park	1	8930
Lawnton	0	406
Lawnton	1	5208
Petrie	0	527
Petrie	1	7770
Strathpine - Brendale	0	1393
Strathpine - Brendale	1	10273
Aurukun	0	1112
Aurukun	1	135
Cape York	0	1885
Cape York	1	4663
Croydon - Etheridge	0	16
Croydon - Etheridge	1	914
Kowanyama - Pormpuraaw	0	511
Kowanyama - Pormpuraaw	1	1131
Northern Peninsula	0	2237
Northern Peninsula	1	400
Tablelands	0	423
Tablelands	1	4061
Torres	0	1689
Torres	1	1335
Torres Strait Islands	0	3901
Torres Strait Islands	1	243
Weipa	0	331
Weipa	1	3174
Carpentaria	0	301
Carpentaria	1	4185
Mount Isa	0	1590
Mount Isa	1	14594
Mount Isa Region	0	133
Mount Isa Region	1	2727
Northern Highlands	0	53
Northern Highlands	1	2822
Barcaldine - Blackall	0	93
Barcaldine - Blackall	1	4373
Charleville	0	185
Charleville	1	3831
Far Central West	0	39
Far Central West	1	1835
Far South West	0	36
Far South West	1	2580
Longreach	0	89
Longreach	1	3244
Buderim - North	0	837
Buderim - North	1	15007
Buderim - South	0	899
Buderim - South	1	14633
Mountain Creek	0	729
Mountain Creek	1	10041
Sippy Downs	0	923
Sippy Downs	1	8800
Aroona - Currimundi	0	354
Aroona - Currimundi	1	9377
Buddina - Minyama	0	294
Buddina - Minyama	1	5819
Caloundra - Kings Beach	0	488
Caloundra - Kings Beach	1	5539
Caloundra - West	0	931
Caloundra - West	1	18469
Golden Beach - Pelican Waters	0	506
Golden Beach - Pelican Waters	1	10750
Moffat Beach - Battery Hill	0	293
Moffat Beach - Battery Hill	1	7200
Parrearra - Warana	0	495
Parrearra - Warana	1	8483
Wurtulla - Birtinya	0	386
Wurtulla - Birtinya	1	6966
Coolum Beach	0	675
Coolum Beach	1	13010
Marcoola - Mudjimba	0	553
Marcoola - Mudjimba	1	9784
Maroochydore - Kuluin	0	1441
Maroochydore - Kuluin	1	16217
Mooloolaba - Alexandra Headland	0	809
Mooloolaba - Alexandra Headland	1	9683
Noosa Heads	0	360
Noosa Heads	1	3817
Noosaville	0	484
Noosaville	1	7685
Sunshine Beach	0	403
Sunshine Beach	1	5694
Tewantin	0	570
Tewantin	1	8994
Peregian Beach - Marcus Beach	0	210
Peregian Beach - Marcus Beach	1	3379
Peregian Springs	0	418
Peregian Springs	1	6368
Beerwah	0	276
Beerwah	1	7428
Caloundra Hinterland	0	341
Caloundra Hinterland	1	7725
Glass House Mountains	0	209
Glass House Mountains	1	5275
Landsborough	0	293
Landsborough	1	9289
Maroochy Hinterland	0	218
Maroochy Hinterland	1	5564
Palmwoods	0	390
Palmwoods	1	9695
Bli Bli	0	350
Bli Bli	1	7592
Diddillibah - Rosemount	0	176
Diddillibah - Rosemount	1	3336
Eumundi - Yandina	0	437
Eumundi - Yandina	1	9480
Nambour	0	964
Nambour	1	17834
Noosa Hinterland	0	767
Noosa Hinterland	1	19782
Cambooya - Wyreema	0	176
Cambooya - Wyreema	1	6265
Darling Heights	0	3128
Darling Heights	1	9656
Drayton - Harristown	0	839
Drayton - Harristown	1	8577
Gatton	0	1543
Gatton	1	5358
Gowrie (Qld)	0	108
Gowrie (Qld)	1	6008
Highfields	0	321
Highfields	1	12239
Lockyer Valley - West	0	268
Lockyer Valley - West	1	10265
Middle Ridge	0	739
Middle Ridge	1	6012
Newtown (Qld)	0	588
Newtown (Qld)	1	8349
North Toowoomba - Harlaxton	0	211
North Toowoomba - Harlaxton	1	5056
Rangeville	0	600
Rangeville	1	7192
Toowoomba - Central	0	1086
Toowoomba - Central	1	11350
Toowoomba - East	0	528
Toowoomba - East	1	8585
Toowoomba - West	0	718
Toowoomba - West	1	11540
Wilsonton	0	498
Wilsonton	1	11902
Ayr	0	628
Ayr	1	7802
Burdekin	0	448
Burdekin	1	6899
Charters Towers	0	250
Charters Towers	1	7106
Dalrymple	0	24
Dalrymple	1	3313
Ingham	0	425
Ingham	1	3647
Ingham Region	0	364
Ingham Region	1	5647
Palm Island	0	142
Palm Island	1	2238
Aitkenvale	0	709
Aitkenvale	1	3768
Annandale	0	1038
Annandale	1	8103
Belgian Gardens - Pallarenda	0	182
Belgian Gardens - Pallarenda	1	2808
Bohle Plains	0	370
Bohle Plains	1	6533
Condon - Rasmussen	0	562
Condon - Rasmussen	1	9230
Cranbrook	0	733
Cranbrook	1	4781
Deeragun	0	775
Deeragun	1	20286
Douglas	0	1364
Douglas	1	5931
Garbutt - West End	0	459
Garbutt - West End	1	5236
Gulliver - Currajong - Vincent	0	569
Gulliver - Currajong - Vincent	1	6737
Heatley	0	345
Heatley	1	3426
Hermit Park - Rosslea	0	486
Hermit Park - Rosslea	1	4265
Hyde Park - Pimlico	0	394
Hyde Park - Pimlico	1	3940
Kelso	0	437
Kelso	1	9353
Kirwan - East	0	523
Kirwan - East	1	6827
Kirwan - West	0	964
Kirwan - West	1	13717
Magnetic Island	0	133
Magnetic Island	1	1939
Mount Louisa	0	675
Mount Louisa	1	8105
Mundingburra	0	350
Mundingburra	1	3088
Northern Beaches	0	164
