SA2_NAME16	AgeStudent	students
Seventeen Mile Rocks - Sinnamon Park	15-19	556
Seventeen Mile Rocks - Sinnamon Park	20-24	228
Seventeen Mile Rocks - Sinnamon Park	25+	324
Westlake	0-4	51
Westlake	5-14	562
Westlake	15-19	318
Westlake	20-24	143
Westlake	25+	128
Bellbowrie - Moggill	0-4	149
Bellbowrie - Moggill	5-14	1602
Bellbowrie - Moggill	15-19	683
Bellbowrie - Moggill	20-24	254
Bellbowrie - Moggill	25+	402
Brookfield - Kenmore Hills	0-4	69
Brookfield - Kenmore Hills	5-14	926
Brookfield - Kenmore Hills	15-19	501
Brookfield - Kenmore Hills	20-24	264
Brookfield - Kenmore Hills	25+	196
Chapel Hill	0-4	143
Chapel Hill	5-14	1375
Chapel Hill	15-19	643
Chapel Hill	20-24	425
Chapel Hill	25+	405
Fig Tree Pocket	0-4	54
Fig Tree Pocket	5-14	725
Fig Tree Pocket	15-19	307
Fig Tree Pocket	20-24	131
Fig Tree Pocket	25+	142
Kenmore	0-4	115
Kenmore	5-14	1266
Kenmore	15-19	536
Kenmore	20-24	285
Kenmore	25+	383
Pinjarra Hills - Pullenvale	0-4	74
Pinjarra Hills - Pullenvale	5-14	881
Pinjarra Hills - Pullenvale	15-19	407
Pinjarra Hills - Pullenvale	20-24	154
Pinjarra Hills - Pullenvale	25+	154
Chelmer - Graceville	0-4	110
Chelmer - Graceville	5-14	1151
Chelmer - Graceville	15-19	522
Chelmer - Graceville	20-24	255
Chelmer - Graceville	25+	302
Corinda	0-4	60
Corinda	5-14	691
Corinda	15-19	286
Corinda	20-24	146
Corinda	25+	219
Indooroopilly	0-4	125
Indooroopilly	5-14	1106
Indooroopilly	15-19	786
Indooroopilly	20-24	1295
Indooroopilly	25+	872
Sherwood	0-4	68
Sherwood	5-14	722
Sherwood	15-19	283
Sherwood	20-24	206
Sherwood	25+	303
St Lucia	0-4	59
St Lucia	5-14	681
St Lucia	15-19	2017
St Lucia	20-24	3258
St Lucia	25+	1446
Taringa	0-4	63
Taringa	5-14	543
Taringa	15-19	400
Taringa	20-24	980
Taringa	25+	751
Enoggera	0-4	107
Enoggera	5-14	752
Enoggera	15-19	266
Enoggera	20-24	244
Enoggera	25+	427
Enoggera Reservoir	5-14	3
Keperra	0-4	91
Keperra	5-14	806
Keperra	15-19	273
Keperra	20-24	122
Keperra	25+	275
Mitchelton	0-4	136
Mitchelton	5-14	1065
Mitchelton	15-19	383
Mitchelton	20-24	185
Mitchelton	25+	338
The Gap	0-4	205
The Gap	5-14	2477
The Gap	15-19	1008
The Gap	20-24	471
The Gap	25+	594
Upper Kedron - Ferny Grove	0-4	151
Upper Kedron - Ferny Grove	5-14	1583
Upper Kedron - Ferny Grove	15-19	588
Upper Kedron - Ferny Grove	20-24	192
Upper Kedron - Ferny Grove	25+	380
Brisbane City	0-4	31
Brisbane City	5-14	229
Brisbane City	15-19	533
Brisbane City	20-24	1095
Brisbane City	25+	1231
Fortitude Valley	0-4	20
Fortitude Valley	5-14	109
Fortitude Valley	15-19	116
Fortitude Valley	20-24	391
Fortitude Valley	25+	765
Highgate Hill	0-4	40
Highgate Hill	5-14	536
Highgate Hill	15-19	327
Highgate Hill	20-24	416
Highgate Hill	25+	526
Kangaroo Point	0-4	21
Kangaroo Point	5-14	208
Kangaroo Point	15-19	234
Kangaroo Point	20-24	440
Kangaroo Point	25+	746
New Farm	0-4	79
New Farm	5-14	561
New Farm	15-19	229
New Farm	20-24	470
New Farm	25+	827
South Brisbane	0-4	30
South Brisbane	5-14	415
South Brisbane	15-19	439
South Brisbane	20-24	700
South Brisbane	25+	826
Spring Hill	0-4	29
Spring Hill	5-14	209
Spring Hill	15-19	261
Spring Hill	20-24	478
Spring Hill	25+	901
West End	0-4	51
West End	5-14	831
West End	15-19	411
West End	20-24	494
West End	25+	815
Balmoral	0-4	59
Balmoral	5-14	529
Balmoral	15-19	175
Balmoral	20-24	110
Balmoral	25+	180
Bulimba	0-4	69
Bulimba	5-14	758
Bulimba	15-19	281
Bulimba	20-24	162
Bulimba	25+	299
East Brisbane	0-4	45
East Brisbane	5-14	405
East Brisbane	15-19	274
East Brisbane	20-24	348
East Brisbane	25+	455
Hawthorne	0-4	66
Hawthorne	5-14	653
Hawthorne	15-19	275
Hawthorne	20-24	171
Hawthorne	25+	209
Morningside - Seven Hills	0-4	149
Morningside - Seven Hills	5-14	1196
Morningside - Seven Hills	15-19	441
Morningside - Seven Hills	20-24	391
Morningside - Seven Hills	25+	722
Norman Park	0-4	104
Norman Park	5-14	811
Norman Park	15-19	284
Norman Park	20-24	198
Norman Park	25+	326
Albion	0-4	29
Albion	5-14	206
Albion	15-19	156
Albion	20-24	97
Albion	25+	181
Alderley	0-4	70
Alderley	5-14	697
Alderley	15-19	264
Alderley	20-24	271
Alderley	25+	357
Ascot	0-4	42
Ascot	5-14	499
Ascot	15-19	260
Ascot	20-24	161
Ascot	25+	236
Clayfield	0-4	98
Clayfield	5-14	999
Clayfield	15-19	508
Clayfield	20-24	339
Clayfield	25+	565
Grange	0-4	73
Grange	5-14	727
Grange	15-19	228
Grange	20-24	113
Grange	25+	153
Hamilton (Qld)	0-4	34
Hamilton (Qld)	5-14	412
Hamilton (Qld)	15-19	235
Hamilton (Qld)	20-24	204
Hamilton (Qld)	25+	307
Hendra	0-4	55
Hendra	5-14	586
Hendra	15-19	222
Hendra	20-24	138
Hendra	25+	149
Kelvin Grove - Herston	0-4	66
Kelvin Grove - Herston	5-14	729
Kelvin Grove - Herston	15-19	713
Kelvin Grove - Herston	20-24	1544
Kelvin Grove - Herston	25+	1242
Newmarket	0-4	53
Newmarket	5-14	463
Newmarket	15-19	286
Newmarket	20-24	328
Newmarket	25+	324
Newstead - Bowen Hills	0-4	36
Newstead - Bowen Hills	5-14	213
Newstead - Bowen Hills	15-19	168
Newstead - Bowen Hills	20-24	403
Newstead - Bowen Hills	25+	792
Wilston	0-4	50
Wilston	5-14	560
Wilston	15-19	219
Wilston	20-24	154
Wilston	25+	194
Windsor	0-4	73
Windsor	5-14	647
Windsor	15-19	251
Windsor	20-24	354
Windsor	25+	501
Wooloowin - Lutwyche	0-4	94
Wooloowin - Lutwyche	5-14	941
Wooloowin - Lutwyche	15-19	418
Wooloowin - Lutwyche	20-24	392
Wooloowin - Lutwyche	25+	545
Ashgrove	0-4	197
Ashgrove	5-14	2019
Ashgrove	15-19	883
Ashgrove	20-24	504
Ashgrove	25+	529
Auchenflower	0-4	60
Auchenflower	5-14	423
Auchenflower	15-19	279
Auchenflower	20-24	445
Auchenflower	25+	391
Bardon	0-4	150
Bardon	5-14	1492
Bardon	15-19	615
Bardon	20-24	323
Bardon	25+	393
Paddington - Milton	0-4	106
Paddington - Milton	5-14	927
Paddington - Milton	15-19	438
Paddington - Milton	20-24	675
Paddington - Milton	25+	738
Red Hill (Qld)	0-4	64
Red Hill (Qld)	5-14	512
Red Hill (Qld)	15-19	230
Red Hill (Qld)	20-24	284
Red Hill (Qld)	25+	394
Toowong	0-4	61
Toowong	5-14	700
Toowong	15-19	612
Toowong	20-24	1339
Toowong	25+	883
Brinsmead	0-4	63
Brinsmead	5-14	799
Brinsmead	15-19	307
Brinsmead	20-24	50
Brinsmead	25+	183
Clifton Beach - Kewarra Beach	0-4	114
Clifton Beach - Kewarra Beach	5-14	1257
Clifton Beach - Kewarra Beach	15-19	396
Clifton Beach - Kewarra Beach	20-24	137
Clifton Beach - Kewarra Beach	25+	468
Freshwater - Stratford	0-4	30
Freshwater - Stratford	5-14	484
Freshwater - Stratford	15-19	133
Freshwater - Stratford	20-24	37
Freshwater - Stratford	25+	185
Redlynch	0-4	179
Redlynch	5-14	2173
Redlynch	15-19	692
Redlynch	20-24	158
Redlynch	25+	449
Trinity Beach - Smithfield	0-4	148
Trinity Beach - Smithfield	5-14	1709
Trinity Beach - Smithfield	15-19	631
Trinity Beach - Smithfield	20-24	342
Trinity Beach - Smithfield	25+	624
Yorkeys Knob - Machans Beach	0-4	36
Yorkeys Knob - Machans Beach	5-14	557
Yorkeys Knob - Machans Beach	15-19	162
Yorkeys Knob - Machans Beach	20-24	81
Yorkeys Knob - Machans Beach	25+	266
Bentley Park	0-4	121
Bentley Park	5-14	1327
Bentley Park	15-19	358
Bentley Park	20-24	97
Bentley Park	25+	256
Cairns City	0-4	37
Cairns City	5-14	602
Cairns City	15-19	304
Cairns City	20-24	245
Cairns City	25+	674
Earlville - Bayview Heights	0-4	81
Earlville - Bayview Heights	5-14	976
Earlville - Bayview Heights	15-19	310
Earlville - Bayview Heights	20-24	86
Earlville - Bayview Heights	25+	245
Edmonton	0-4	126
Edmonton	5-14	1731
Edmonton	15-19	490
Edmonton	20-24	94
Edmonton	25+	310
Gordonvale - Trinity	0-4	89
Gordonvale - Trinity	5-14	1205
Gordonvale - Trinity	15-19	350
Gordonvale - Trinity	20-24	75
Gordonvale - Trinity	25+	220
Kanimbla - Mooroobool	0-4	89
Kanimbla - Mooroobool	5-14	1286
Kanimbla - Mooroobool	15-19	434
Kanimbla - Mooroobool	20-24	115
Kanimbla - Mooroobool	25+	355
Manoora	0-4	52
Manoora	5-14	626
Manoora	15-19	182
Manoora	20-24	49
Manoora	25+	228
Manunda	0-4	41
Manunda	5-14	471
Manunda	15-19	168
Manunda	20-24	69
Manunda	25+	246
Mount Sheridan	0-4	104
Mount Sheridan	5-14	1205
Mount Sheridan	15-19	403
Mount Sheridan	20-24	78
Mount Sheridan	25+	285
Westcourt - Bungalow	0-4	29
Westcourt - Bungalow	5-14	351
Westcourt - Bungalow	15-19	155
Westcourt - Bungalow	20-24	81
Westcourt - Bungalow	25+	292
White Rock	0-4	52
White Rock	5-14	576
White Rock	15-19	158
White Rock	20-24	41
White Rock	25+	144
Whitfield - Edge Hill	0-4	86
Whitfield - Edge Hill	5-14	1092
Whitfield - Edge Hill	15-19	315
Whitfield - Edge Hill	20-24	102
Whitfield - Edge Hill	25+	322
Woree	0-4	52
Woree	5-14	528
Woree	15-19	153
Woree	20-24	53
Woree	25+	150
Babinda	0-4	27
Babinda	5-14	488
Babinda	15-19	135
Babinda	20-24	30
Babinda	25+	83
Innisfail	0-4	56
Innisfail	5-14	1055
Innisfail	15-19	301
Innisfail	20-24	54
Innisfail	25+	192
Johnstone	0-4	59
Johnstone	5-14	876
Johnstone	15-19	273
Johnstone	20-24	42
Johnstone	25+	155
Tully	0-4	61
Tully	5-14	1084
Tully	15-19	294
Tully	20-24	52
Tully	25+	171
Yarrabah	0-4	43
Yarrabah	5-14	546
Yarrabah	15-19	100
Yarrabah	20-24	10
Yarrabah	25+	26
Daintree	0-4	56
Daintree	5-14	674
Daintree	15-19	192
Daintree	20-24	26
Daintree	25+	127
Port Douglas	0-4	46
Port Douglas	5-14	402
Port Douglas	15-19	80
Port Douglas	20-24	30
Port Douglas	25+	122
Atherton	0-4	92
Atherton	5-14	1216
Atherton	15-19	352
Atherton	20-24	70
Atherton	25+	222
Herberton	0-4	26
Herberton	5-14	604
Herberton	15-19	204
Herberton	20-24	23
Herberton	25+	94
Kuranda	0-4	32
Kuranda	5-14	540
Kuranda	15-19	137
Kuranda	20-24	17
Kuranda	25+	134
Malanda - Yungaburra	0-4	68
Malanda - Yungaburra	5-14	990
Malanda - Yungaburra	15-19	277
Malanda - Yungaburra	20-24	35
Malanda - Yungaburra	25+	156
Mareeba	0-4	105
Mareeba	5-14	1280
Mareeba	15-19	403
Mareeba	20-24	67
Mareeba	25+	210
Balonne	0-4	47
Balonne	5-14	566
Balonne	15-19	132
Balonne	20-24	19
Balonne	25+	73
Chinchilla	0-4	93
Chinchilla	5-14	1072
Chinchilla	15-19	303
Chinchilla	20-24	50
Chinchilla	25+	161
Goondiwindi	0-4	65
Goondiwindi	5-14	809
Goondiwindi	15-19	223
Goondiwindi	20-24	47
Goondiwindi	25+	148
Inglewood - Waggamba	0-4	37
Inglewood - Waggamba	5-14	499
Inglewood - Waggamba	15-19	113
Inglewood - Waggamba	20-24	21
Inglewood - Waggamba	25+	52
Miles - Wandoan	0-4	34
Miles - Wandoan	5-14	463
Miles - Wandoan	15-19	122
Miles - Wandoan	20-24	19
Miles - Wandoan	25+	80
Roma	0-4	79
Roma	5-14	779
Roma	15-19	223
Roma	20-24	64
Roma	25+	220
Roma Region	0-4	72
Roma Region	5-14	746
Roma Region	15-19	152
Roma Region	20-24	33
Roma Region	25+	85
Tara	0-4	42
Tara	5-14	441
Tara	15-19	100
Tara	20-24	11
Tara	25+	68
Crows Nest - Rosalie	0-4	75
Crows Nest - Rosalie	5-14	1013
Crows Nest - Rosalie	15-19	272
Crows Nest - Rosalie	20-24	43
Crows Nest - Rosalie	25+	178
Jondaryan	0-4	91
Jondaryan	5-14	971
Jondaryan	15-19	280
Jondaryan	20-24	67
Jondaryan	25+	148
Millmerran	0-4	33
Millmerran	5-14	357
Millmerran	15-19	84
Millmerran	20-24	9
Millmerran	25+	56
Pittsworth	0-4	50
Pittsworth	5-14	734
Pittsworth	15-19	237
Pittsworth	20-24	29
Pittsworth	25+	105
Wambo	0-4	213
Wambo	5-14	2377
Wambo	15-19	721
Wambo	20-24	145
Wambo	25+	376
Clifton - Greenmount	0-4	46
Clifton - Greenmount	5-14	565
Clifton - Greenmount	15-19	209
Clifton - Greenmount	20-24	41
Clifton - Greenmount	25+	100
Southern Downs - East	0-4	31
Southern Downs - East	5-14	508
Southern Downs - East	15-19	172
Southern Downs - East	20-24	18
Southern Downs - East	25+	78
Southern Downs - West	0-4	32
Southern Downs - West	5-14	521
Southern Downs - West	15-19	169
Southern Downs - West	20-24	28
Southern Downs - West	25+	81
Stanthorpe	0-4	42
Stanthorpe	5-14	601
Stanthorpe	15-19	164
Stanthorpe	20-24	27
Stanthorpe	25+	105
Stanthorpe Region	0-4	39
Stanthorpe Region	5-14	681
Stanthorpe Region	15-19	212
Stanthorpe Region	20-24	34
Stanthorpe Region	25+	111
Warwick	0-4	140
Warwick	5-14	1948
Warwick	15-19	648
Warwick	20-24	116
Warwick	25+	353
Central Highlands - East	0-4	97
Central Highlands - East	5-14	982
Central Highlands - East	15-19	201
Central Highlands - East	20-24	39
Central Highlands - East	25+	140
Central Highlands - West	0-4	102
Central Highlands - West	5-14	1053
Central Highlands - West	15-19	209
Central Highlands - West	20-24	37
Central Highlands - West	25+	144
Emerald	0-4	198
Emerald	5-14	1960
Emerald	15-19	501
Emerald	20-24	96
Emerald	25+	424
Berserker	0-4	49
Berserker	5-14	769
Berserker	15-19	263
Berserker	20-24	98
Berserker	25+	228
Bouldercombe	0-4	18
Bouldercombe	5-14	243
Bouldercombe	15-19	63
Bouldercombe	20-24	12
Bouldercombe	25+	38
Emu Park	0-4	29
Emu Park	5-14	633
Emu Park	15-19	157
Emu Park	20-24	38
Emu Park	25+	106
Frenchville - Mount Archer	0-4	94
Frenchville - Mount Archer	5-14	1126
Frenchville - Mount Archer	15-19	402
Frenchville - Mount Archer	20-24	159
Frenchville - Mount Archer	25+	288
Glenlee - Rockyview	0-4	36
Glenlee - Rockyview	5-14	652
Glenlee - Rockyview	15-19	263
Glenlee - Rockyview	20-24	64
Glenlee - Rockyview	25+	103
Gracemere	0-4	158
Gracemere	5-14	1785
Gracemere	15-19	429
Gracemere	20-24	134
Gracemere	25+	395
Lakes Creek	0-4	35
Lakes Creek	5-14	671
Lakes Creek	15-19	181
Lakes Creek	20-24	63
Lakes Creek	25+	162
Mount Morgan	0-4	20
Mount Morgan	5-14	272
Mount Morgan	15-19	88
Mount Morgan	20-24	23
Mount Morgan	25+	70
Norman Gardens	0-4	98
Norman Gardens	5-14	1303
Norman Gardens	15-19	503
Norman Gardens	20-24	195
Norman Gardens	25+	361
Park Avenue	0-4	51
Park Avenue	5-14	581
Park Avenue	15-19	177
Park Avenue	20-24	64
Park Avenue	25+	146
Parkhurst - Kawana	0-4	72
Parkhurst - Kawana	5-14	964
Parkhurst - Kawana	15-19	280
Parkhurst - Kawana	20-24	105
Parkhurst - Kawana	25+	237
Rockhampton - West	0-4	48
Rockhampton - West	5-14	647
Rockhampton - West	15-19	238
Rockhampton - West	20-24	80
Rockhampton - West	25+	186
Rockhampton City	0-4	17
Rockhampton City	5-14	269
Rockhampton City	15-19	97
Rockhampton City	20-24	23
Rockhampton City	25+	95
Rockhampton Region - East	0-4	22
Rockhampton Region - East	5-14	393
Rockhampton Region - East	15-19	129
Rockhampton Region - East	20-24	19
Rockhampton Region - East	25+	51
Rockhampton Region - North	0-4	26
Rockhampton Region - North	5-14	508
Rockhampton Region - North	15-19	181
Rockhampton Region - North	20-24	31
Rockhampton Region - North	25+	66
Rockhampton Region - West	0-4	23
Rockhampton Region - West	5-14	338
Rockhampton Region - West	15-19	147
Rockhampton Region - West	20-24	31
Rockhampton Region - West	25+	45
The Range - Allenstown	0-4	45
The Range - Allenstown	5-14	1106
The Range - Allenstown	15-19	654
The Range - Allenstown	20-24	143
The Range - Allenstown	25+	247
Yeppoon	0-4	177
Yeppoon	5-14	2196
Yeppoon	15-19	816
Yeppoon	20-24	193
Yeppoon	25+	480
Banana	0-4	81
Banana	5-14	1091
Banana	15-19	209
Banana	20-24	55
Banana	25+	150
Biloela	0-4	81
Biloela	5-14	792
Biloela	15-19	202
Biloela	20-24	43
Biloela	25+	161
Agnes Water - Miriam Vale	0-4	26
Agnes Water - Miriam Vale	5-14	638
Agnes Water - Miriam Vale	15-19	190
Agnes Water - Miriam Vale	20-24	20
Agnes Water - Miriam Vale	25+	120
Boyne Island - Tannum Sands	0-4	106
Boyne Island - Tannum Sands	5-14	1571
Boyne Island - Tannum Sands	15-19	452
Boyne Island - Tannum Sands	20-24	78
Boyne Island - Tannum Sands	25+	277
Clinton - New Auckland	0-4	184
Clinton - New Auckland	5-14	2052
Clinton - New Auckland	15-19	537
Clinton - New Auckland	20-24	140
Clinton - New Auckland	25+	437
Gladstone	0-4	62
Gladstone	5-14	543
Gladstone	15-19	169
Gladstone	20-24	75
Gladstone	25+	188
Gladstone Hinterland	0-4	141
Gladstone Hinterland	5-14	1725
Gladstone Hinterland	15-19	414
Gladstone Hinterland	20-24	63
Gladstone Hinterland	25+	242
Kin Kora - Sun Valley	0-4	37
Kin Kora - Sun Valley	5-14	495
Kin Kora - Sun Valley	15-19	154
Kin Kora - Sun Valley	20-24	27
Kin Kora - Sun Valley	25+	112
Telina - Toolooa	0-4	87
Telina - Toolooa	5-14	960
Telina - Toolooa	15-19	256
Telina - Toolooa	20-24	61
Telina - Toolooa	25+	184
West Gladstone	0-4	33
West Gladstone	5-14	475
West Gladstone	15-19	183
West Gladstone	20-24	49
West Gladstone	25+	139
Broadbeach Waters	0-4	84
Broadbeach Waters	5-14	813
Broadbeach Waters	15-19	331
Broadbeach Waters	20-24	136
Broadbeach Waters	25+	239
Burleigh Heads	0-4	62
Burleigh Heads	5-14	615
Burleigh Heads	15-19	222
Burleigh Heads	20-24	168
Burleigh Heads	25+	351
Burleigh Waters	0-4	190
Burleigh Waters	5-14	1708
Burleigh Waters	15-19	547
Burleigh Waters	20-24	208
Burleigh Waters	25+	443
Mermaid Beach - Broadbeach	0-4	67
Mermaid Beach - Broadbeach	5-14	555
Mermaid Beach - Broadbeach	15-19	271
Mermaid Beach - Broadbeach	20-24	355
Mermaid Beach - Broadbeach	25+	603
Mermaid Waters	0-4	142
Mermaid Waters	5-14	1279
Mermaid Waters	15-19	472
Mermaid Waters	20-24	224
Mermaid Waters	25+	394
Miami	0-4	76
Miami	5-14	489
Miami	15-19	197
Miami	20-24	128
Miami	25+	364
Coolangatta	0-4	20
Coolangatta	5-14	260
Coolangatta	15-19	97
Coolangatta	20-24	136
Coolangatta	25+	241
Currumbin - Tugun	0-4	126
Currumbin - Tugun	5-14	1012
Currumbin - Tugun	15-19	396
Currumbin - Tugun	20-24	175
Currumbin - Tugun	25+	422
Currumbin Waters	0-4	107
Currumbin Waters	5-14	1172
Currumbin Waters	15-19	436
Currumbin Waters	20-24	154
Currumbin Waters	25+	220
Elanora	0-4	140
Elanora	5-14	1510
Elanora	15-19	596
Elanora	20-24	158
Elanora	25+	315
Palm Beach	0-4	167
Palm Beach	5-14	1472
Palm Beach	15-19	555
Palm Beach	20-24	220
Palm Beach	25+	508
Arundel	0-4	114
Arundel	5-14	1107
Arundel	15-19	528
Arundel	20-24	309
Arundel	25+	353
Biggera Waters	0-4	69
Biggera Waters	5-14	635
Biggera Waters	15-19	320
Biggera Waters	20-24	304
Biggera Waters	25+	353
Coombabah	0-4	120
Coombabah	5-14	978
Coombabah	15-19	295
Coombabah	20-24	121
Coombabah	25+	261
Labrador	0-4	156
Labrador	5-14	1326
Labrador	15-19	555
Labrador	20-24	498
Labrador	25+	808
Paradise Point - Hollywell	0-4	105
Paradise Point - Hollywell	5-14	823
Paradise Point - Hollywell	15-19	325
Paradise Point - Hollywell	20-24	153
Paradise Point - Hollywell	25+	215
Runaway Bay	0-4	59
Runaway Bay	5-14	723
Runaway Bay	15-19	280
Runaway Bay	20-24	147
Runaway Bay	25+	242
Guanaba - Springbrook	0-4	46
Guanaba - Springbrook	5-14	449
Guanaba - Springbrook	15-19	126
Guanaba - Springbrook	20-24	52
Guanaba - Springbrook	25+	126
Tamborine - Canungra	0-4	115
Tamborine - Canungra	5-14	1735
Tamborine - Canungra	15-19	622
Tamborine - Canungra	20-24	137
Tamborine - Canungra	25+	381
Currumbin Valley - Tallebudgera	0-4	73
Currumbin Valley - Tallebudgera	5-14	939
Currumbin Valley - Tallebudgera	15-19	368
Currumbin Valley - Tallebudgera	20-24	113
Currumbin Valley - Tallebudgera	25+	171
Mudgeeraba - Bonogin	0-4	278
Mudgeeraba - Bonogin	5-14	2845
Mudgeeraba - Bonogin	15-19	973
Mudgeeraba - Bonogin	20-24	272
Mudgeeraba - Bonogin	25+	575
Reedy Creek - Andrews	0-4	141
Reedy Creek - Andrews	5-14	1323
Reedy Creek - Andrews	15-19	449
Reedy Creek - Andrews	20-24	154
Reedy Creek - Andrews	25+	258
Carrara	0-4	144
Carrara	5-14	1280
Carrara	15-19	498
Carrara	20-24	189
Carrara	25+	361
Highland Park	0-4	106
Highland Park	5-14	998
Highland Park	15-19	351
Highland Park	20-24	132
Highland Park	25+	242
Nerang - Mount Nathan	0-4	288
Nerang - Mount Nathan	5-14	2453
Nerang - Mount Nathan	15-19	796
Nerang - Mount Nathan	20-24	271
Nerang - Mount Nathan	25+	593
Pacific Pines - Gaven	0-4	326
Pacific Pines - Gaven	5-14	2892
Pacific Pines - Gaven	15-19	1039
Pacific Pines - Gaven	20-24	307
Pacific Pines - Gaven	25+	602
Worongary - Tallai	0-4	88
Worongary - Tallai	5-14	1001
Worongary - Tallai	15-19	405
Worongary - Tallai	20-24	141
Worongary - Tallai	25+	207
Coomera	0-4	281
Coomera	5-14	2253
Coomera	15-19	623
Coomera	20-24	255
Coomera	25+	472
Helensvale	0-4	183
Helensvale	5-14	2121
Helensvale	15-19	903
Helensvale	20-24	304
Helensvale	25+	441
Hope Island	0-4	131
Hope Island	5-14	988
Hope Island	15-19	480
Hope Island	20-24	165
Hope Island	25+	262
Jacobs Well - Alberton	0-4	28
Jacobs Well - Alberton	5-14	416
Jacobs Well - Alberton	15-19	122
Jacobs Well - Alberton	20-24	31
Jacobs Well - Alberton	25+	78
Ormeau - Yatala	0-4	345
Ormeau - Yatala	5-14	3199
Ormeau - Yatala	15-19	988
Ormeau - Yatala	20-24	232
Ormeau - Yatala	25+	557
Oxenford - Maudsland	0-4	250
Oxenford - Maudsland	5-14	2291
Oxenford - Maudsland	15-19	796
Oxenford - Maudsland	20-24	229
Oxenford - Maudsland	25+	465
Pimpama	0-4	201
Pimpama	5-14	1265
Pimpama	15-19	302
Pimpama	20-24	173
Pimpama	25+	330
Upper Coomera - Willow Vale	0-4	598
Upper Coomera - Willow Vale	5-14	5130
Upper Coomera - Willow Vale	15-19	1546
Upper Coomera - Willow Vale	20-24	410
Upper Coomera - Willow Vale	25+	977
Clear Island Waters	0-4	42
Clear Island Waters	5-14	380
Clear Island Waters	15-19	218
Clear Island Waters	20-24	102
Clear Island Waters	25+	99
Merrimac	0-4	104
Merrimac	5-14	777
Merrimac	15-19	345
Merrimac	20-24	116
Merrimac	25+	215
Robina	0-4	274
Robina	5-14	2459
Robina	15-19	1330
Robina	20-24	783
Robina	25+	927
Varsity Lakes	0-4	189
Varsity Lakes	5-14	1826
Varsity Lakes	15-19	779
Varsity Lakes	20-24	631
Varsity Lakes	25+	748
Ashmore	0-4	152
Ashmore	5-14	1307
Ashmore	15-19	584
Ashmore	20-24	258
Ashmore	25+	345
Molendinar	0-4	62
Molendinar	5-14	748
Molendinar	15-19	384
Molendinar	20-24	289
Molendinar	25+	272
Parkwood	0-4	101
Parkwood	5-14	986
Parkwood	15-19	544
Parkwood	20-24	479
Parkwood	25+	359
Southport - North	0-4	91
Southport - North	5-14	814
Southport - North	15-19	688
Southport - North	20-24	1136
Southport - North	25+	1101
Southport - South	0-4	133
Southport - South	5-14	1357
Southport - South	15-19	644
Southport - South	20-24	669
Southport - South	25+	877
Benowa	0-4	97
Benowa	5-14	1135
Benowa	15-19	517
Benowa	20-24	195
Benowa	25+	275
Bundall	0-4	55
Bundall	5-14	542
Bundall	15-19	238
Bundall	20-24	82
Bundall	25+	144
Main Beach	0-4	16
Main Beach	5-14	148
Main Beach	15-19	76
Main Beach	20-24	76
Main Beach	25+	159
Surfers Paradise	0-4	118
Surfers Paradise	5-14	928
Surfers Paradise	15-19	537
Surfers Paradise	20-24	1024
Surfers Paradise	25+	1705
Darra - Sumner	0-4	48
Darra - Sumner	5-14	500
Darra - Sumner	15-19	192
Darra - Sumner	20-24	160
Darra - Sumner	25+	234
Durack	0-4	59
Durack	5-14	873
Durack	15-19	349
Durack	20-24	225
Durack	25+	343
Forest Lake - Doolandella	0-4	332
Forest Lake - Doolandella	5-14	3749
Forest Lake - Doolandella	15-19	1547
Forest Lake - Doolandella	20-24	654
Forest Lake - Doolandella	25+	1047
Inala - Richlands	0-4	166
Inala - Richlands	5-14	2235
Inala - Richlands	15-19	937
Inala - Richlands	20-24	494
Inala - Richlands	25+	744
Oxley (Qld)	0-4	113
Oxley (Qld)	5-14	936
Oxley (Qld)	15-19	342
Oxley (Qld)	20-24	190
Oxley (Qld)	25+	376
Wacol	0-4	33
Wacol	5-14	391
Wacol	15-19	144
Wacol	20-24	46
Wacol	25+	108
Boonah	0-4	92
Boonah	5-14	1480
Boonah	15-19	445
Boonah	20-24	86
Boonah	25+	221
Esk	0-4	33
Esk	5-14	509
Esk	15-19	167
Esk	20-24	23
Esk	25+	84
Lockyer Valley - East	0-4	185
Lockyer Valley - East	5-14	2452
Lockyer Valley - East	15-19	818
Lockyer Valley - East	20-24	270
Lockyer Valley - East	25+	472
Lowood	0-4	143
Lowood	5-14	1910
Lowood	15-19	537
Lowood	20-24	129
Lowood	25+	339
Rosewood	0-4	87
Rosewood	5-14	1387
Rosewood	15-19	515
Rosewood	20-24	135
Rosewood	25+	260
Brassall	0-4	126
Brassall	5-14	1461
Brassall	15-19	473
Brassall	20-24	164
Brassall	25+	351
Bundamba	0-4	82
Bundamba	5-14	970
Bundamba	15-19	342
Bundamba	20-24	150
Bundamba	25+	310
Churchill - Yamanto	0-4	89
Churchill - Yamanto	5-14	967
Churchill - Yamanto	15-19	264
Churchill - Yamanto	20-24	127
Churchill - Yamanto	25+	193
Ipswich - Central	0-4	64
Ipswich - Central	5-14	708
Ipswich - Central	15-19	395
Ipswich - Central	20-24	105
Ipswich - Central	25+	318
Ipswich - East	0-4	186
Ipswich - East	5-14	2093
Ipswich - East	15-19	648
Ipswich - East	20-24	268
Ipswich - East	25+	624
Ipswich - North	0-4	66
Ipswich - North	5-14	711
Ipswich - North	15-19	300
