SA2_NAME16	HomeCensusNight	persons
Lawson - Hazelbrook - Linden	0	494
Lawson - Hazelbrook - Linden	1	10762
Springwood - Winmalee	0	864
Springwood - Winmalee	1	20771
Wentworth Falls	0	323
Wentworth Falls	1	5752
Blue Mountains - South	1	4
Cambridge Park	0	495
Cambridge Park	1	15148
Castlereagh - Cranebrook	0	765
Castlereagh - Cranebrook	1	22955
Emu Plains - Leonay	0	499
Emu Plains - Leonay	1	13726
Glenmore Park - Regentville	0	559
Glenmore Park - Regentville	1	20647
Jamisontown - South Penrith	0	581
Jamisontown - South Penrith	1	16710
Kingswood - Werrington	0	668
Kingswood - Werrington	1	18910
Mulgoa - Luddenham - Orchard Hills	0	358
Mulgoa - Luddenham - Orchard Hills	1	9188
Penrith	0	522
Penrith	1	12775
Warragamba - Silverdale	0	160
Warragamba - Silverdale	1	5032
Richmond - Clarendon	0	578
Richmond - Clarendon	1	13264
Windsor - Bligh Park	0	491
Windsor - Bligh Park	1	14835
Yarramundi - Londonderry	0	240
Yarramundi - Londonderry	1	7139
Erskine Park	0	183
Erskine Park	1	6257
St Clair	0	531
St Clair	1	19361
Colyton - Oxley Park	0	477
Colyton - Oxley Park	1	11115
St Marys - North St Marys	0	590
St Marys - North St Marys	1	15480
Homebush Bay - Silverwater	0	519
Homebush Bay - Silverwater	1	18216
Rookwood Cemetery	1	3
Auburn - Central	0	462
Auburn - Central	1	16704
Auburn - North	0	321
Auburn - North	1	10999
Auburn - South	0	202
Auburn - South	1	8278
Berala	0	230
Berala	1	8669
Lidcombe	0	527
Lidcombe	1	19456
Regents Park	0	125
Regents Park	1	4939
Carlingford	0	725
Carlingford	1	26633
Ermington - Rydalmere	0	724
Ermington - Rydalmere	1	20702
Oatlands - Dundas Valley	0	511
Oatlands - Dundas Valley	1	17272
Chester Hill - Sefton	0	495
Chester Hill - Sefton	1	17970
Fairfield - East	0	442
Fairfield - East	1	15073
Granville - Clyde	0	561
Granville - Clyde	1	20265
Greystanes - Pemulwuy	0	763
Greystanes - Pemulwuy	1	25550
Guildford - South Granville	0	590
Guildford - South Granville	1	20359
Guildford West - Merrylands West	0	573
Guildford West - Merrylands West	1	20149
Merrylands - Holroyd	0	817
Merrylands - Holroyd	1	27637
Smithfield Industrial	0	12
Smithfield Industrial	1	3
Yennora Industrial	0	10
Yennora Industrial	1	4
North Parramatta	0	640
North Parramatta	1	21591
North Rocks	0	209
North Rocks	1	7665
Northmead	0	498
Northmead	1	19881
Parramatta - Rosehill	0	702
Parramatta - Rosehill	1	28546
Toongabbie - Constitution Hill	0	614
Toongabbie - Constitution Hill	1	21324
Winston Hills	0	297
Winston Hills	1	10473
Pendle Hill - Girraween	0	307
Pendle Hill - Girraween	1	12533
Wentworthville - Westmead	0	364
Wentworthville - Westmead	1	15239
Epping - North Epping	0	723
Epping - North Epping	1	26370
Pennant Hills - Cheltenham	0	680
Pennant Hills - Cheltenham	1	19818
Eastwood - Denistone	0	709
Eastwood - Denistone	1	24336
Gladesville - Huntleys Point	0	503
Gladesville - Huntleys Point	1	13911
Hunters Hill - Woolwich	0	452
Hunters Hill - Woolwich	1	9893
Macquarie Park - Marsfield	0	623
Macquarie Park - Marsfield	1	21101
North Ryde - East Ryde	0	403
North Ryde - East Ryde	1	11906
West Ryde - Meadowbank	0	602
West Ryde - Meadowbank	1	18773
Putney	0	155
Putney	1	3988
Ryde	0	762
Ryde	1	26413
Ashcroft - Busby - Miller	0	521
Ashcroft - Busby - Miller	1	16816
Austral - Greendale	0	304
Austral - Greendale	1	8612
Cobbitty - Leppington	0	560
Cobbitty - Leppington	1	17337
Badgerys Creek	0	3
Badgerys Creek	1	61
Cecil Hills	0	198
Cecil Hills	1	6818
Green Valley	0	273
Green Valley	1	12243
Hinchinbrook	0	227
Hinchinbrook	1	12068
Hoxton Park - Carnes Hill - Horningsea Park	0	273
Hoxton Park - Carnes Hill - Horningsea Park	1	11320
West Hoxton - Middleton Grange	0	355
West Hoxton - Middleton Grange	1	14835
Bonnyrigg Heights - Bonnyrigg	0	443
Bonnyrigg Heights - Bonnyrigg	1	15539
Bossley Park - Abbotsbury	0	431
Bossley Park - Abbotsbury	1	18409
Cabramatta - Lansvale	0	863
Cabramatta - Lansvale	1	23848
Cabramatta West - Mount Pritchard	0	559
Cabramatta West - Mount Pritchard	1	16634
Canley Vale - Canley Heights	0	621
Canley Vale - Canley Heights	1	20200
Edensor Park	0	243
Edensor Park	1	9531
Fairfield	0	482
Fairfield	1	17216
Fairfield - West	0	506
Fairfield - West	1	18580
Greenfield Park - Prairiewood	0	218
Greenfield Park - Prairiewood	1	8115
Horsley Park - Kemps Creek	0	125
Horsley Park - Kemps Creek	1	4302
Smithfield - Wetherill Park	0	503
Smithfield - Wetherill Park	1	17543
St Johns Park - Wakeley	0	282
St Johns Park - Wakeley	1	10584
Wetherill Park Industrial	0	13
Wetherill Park Industrial	1	22
Casula	0	393
Casula	1	15269
Chipping Norton - Moorebank	0	591
Chipping Norton - Moorebank	1	18161
Holsworthy - Wattle Grove	0	592
Holsworthy - Wattle Grove	1	20116
Liverpool	0	699
Liverpool	1	26471
Lurnea - Cartwright	0	329
Lurnea - Cartwright	1	11352
Prestons - Edmondson Park	0	369
Prestons - Edmondson Park	1	17207
Warwick Farm	0	180
Warwick Farm	1	5620
Gymea - Grays Point	0	661
Gymea - Grays Point	1	16818
Miranda - Yowie Bay	0	722
Miranda - Yowie Bay	1	17509
Sylvania - Taren Point	0	526
Sylvania - Taren Point	1	15409
Caringbah	0	491
Caringbah	1	11278
Caringbah South	0	436
Caringbah South	1	11624
Cronulla - Kurnell - Bundeena	0	1234
Cronulla - Kurnell - Bundeena	1	22258
Lilli Pilli - Port Hacking - Dolans Bay	0	115
Lilli Pilli - Port Hacking - Dolans Bay	1	3033
Woolaware - Burraneer	0	322
Woolaware - Burraneer	1	7410
Heathcote - Waterfall	0	246
Heathcote - Waterfall	1	6262
Illawong - Alfords Point	0	287
Illawong - Alfords Point	1	10075
Menai - Lucas Heights - Woronora	0	691
Menai - Lucas Heights - Woronora	1	20442
Oyster Bay - Como - Jannali	0	772
Oyster Bay - Como - Jannali	1	20482
Royal National Park	1	29
Sutherland - Kirrawee	0	760
Sutherland - Kirrawee	1	20108
Engadine	0	531
Engadine	1	16458
Loftus - Yarrawarrah	0	219
Loftus - Yarrawarrah	1	7027
Woronora Heights	0	106
Woronora Heights	1	3543
Migratory - Offshore - Shipping (NSW)	0	6
Migratory - Offshore - Shipping (NSW)	1	409
No usual address (NSW)	0	12288
Alfredton	0	620
Alfredton	1	11034
Ballarat	0	841
Ballarat	1	11211
Ballarat - North	0	1348
Ballarat - North	1	21736
Ballarat - South	0	1318
Ballarat - South	1	22921
Buninyong	0	430
Buninyong	1	6720
Delacombe	0	388
Delacombe	1	6696
Smythes Creek	0	184
Smythes Creek	1	3746
Wendouree - Miners Rest	0	839
Wendouree - Miners Rest	1	13790
Bacchus Marsh Region	0	300
Bacchus Marsh Region	1	5571
Creswick - Clunes	0	482
Creswick - Clunes	1	7337
Daylesford	0	685
Daylesford	1	8273
Gordon (Vic.)	0	302
Gordon (Vic.)	1	5359
Avoca	0	214
Avoca	1	3090
Beaufort	0	245
Beaufort	1	4146
Golden Plains - North	0	229
Golden Plains - North	1	4252
Maryborough (Vic.)	0	433
Maryborough (Vic.)	1	7487
Maryborough Region	0	301
Maryborough Region	1	4970
Bendigo	0	820
Bendigo	1	13636
California Gully - Eaglehawk	0	635
California Gully - Eaglehawk	1	11333
East Bendigo - Kennington	0	867
East Bendigo - Kennington	1	12635
Flora Hill - Spring Gully	0	467
Flora Hill - Spring Gully	1	8830
Kangaroo Flat - Golden Square	0	1138
Kangaroo Flat - Golden Square	1	18555
Maiden Gully	0	254
Maiden Gully	1	4835
Strathfieldsaye	0	418
Strathfieldsaye	1	8214
White Hills - Ascot	0	562
White Hills - Ascot	1	11192
Bendigo Region - South	0	345
Bendigo Region - South	1	6838
Castlemaine	0	601
Castlemaine	1	9980
Castlemaine Region	0	580
Castlemaine Region	1	7891
Heathcote	0	258
Heathcote	1	4254
Kyneton	0	552
Kyneton	1	9100
Woodend	0	331
Woodend	1	6566
Bendigo Region - North	0	232
Bendigo Region - North	1	4130
Loddon	0	477
Loddon	1	6586
Bannockburn	0	249
Bannockburn	1	6169
Golden Plains - South	0	321
Golden Plains - South	1	6532
Winchelsea	0	336
Winchelsea	1	5410
Belmont	0	722
Belmont	1	13305
Corio - Norlane	0	1108
Corio - Norlane	1	25243
Geelong	0	762
Geelong	1	11925
Geelong West - Hamlyn Heights	0	932
Geelong West - Hamlyn Heights	1	18537
Grovedale	0	1125
Grovedale	1	22148
Highton	0	1148
Highton	1	20953
Lara	0	832
Lara	1	17264
Leopold	0	713
Leopold	1	12105
Newcomb - Moolap	0	736
Newcomb - Moolap	1	13864
Newtown (Vic.)	0	613
Newtown (Vic.)	1	9542
North Geelong - Bell Park	0	626
North Geelong - Bell Park	1	14002
Clifton Springs	0	766
Clifton Springs	1	12578
Lorne - Anglesea	0	644
Lorne - Anglesea	1	4409
Ocean Grove - Barwon Heads	0	1684
Ocean Grove - Barwon Heads	1	21733
Portarlington	0	618
Portarlington	1	6778
Point Lonsdale - Queenscliff	0	496
Point Lonsdale - Queenscliff	1	3649
Torquay	0	1304
Torquay	1	17054
Alexandra	0	624
Alexandra	1	5713
Euroa	0	471
Euroa	1	5805
Kilmore - Broadford	0	637
Kilmore - Broadford	1	13237
Mansfield (Vic.)	0	896
Mansfield (Vic.)	1	7944
Nagambie	0	277
Nagambie	1	3728
Seymour	0	358
Seymour	1	5967
Seymour Region	0	271
Seymour Region	1	4164
Upper Yarra Valley	0	3
Upper Yarra Valley	1	179
Yea	0	251
Yea	1	3312
Benalla	0	694
Benalla	1	9635
Benalla Region	0	265
Benalla Region	1	3330
Rutherglen	0	261
Rutherglen	1	3608
Wangaratta	0	1149
Wangaratta	1	17562
Wangaratta Region	0	616
Wangaratta Region	1	8983
Beechworth	0	373
Beechworth	1	4199
Bright - Mount Beauty	0	782
Bright - Mount Beauty	1	7365
Chiltern - Indigo Valley	0	194
Chiltern - Indigo Valley	1	2909
Myrtleford	0	299
Myrtleford	1	4341
Towong	0	502
Towong	1	5457
West Wodonga	0	890
West Wodonga	1	14067
Wodonga	0	1593
Wodonga	1	22798
Yackandandah	0	296
Yackandandah	1	4195
Drouin	0	856
Drouin	1	15355
Mount Baw Baw Region	0	406
Mount Baw Baw Region	1	5612
Trafalgar (Vic.)	0	440
Trafalgar (Vic.)	1	7207
Warragul	0	1156
Warragul	1	17600
Alps - East	1	4
Bairnsdale	0	1026
Bairnsdale	1	13701
Bruthen - Omeo	0	571
Bruthen - Omeo	1	7167
Lakes Entrance	0	935
Lakes Entrance	1	8985
Orbost	0	614
Orbost	1	5836
Paynesville	0	604
Paynesville	1	5706
Foster	0	751
Foster	1	7976
French Island	0	15
French Island	1	97
Korumburra	0	561
Korumburra	1	8555
Leongatha	0	770
Leongatha	1	10312
Phillip Island	0	1004
Phillip Island	1	9383
Wilsons Promontory	0	3
Wilsons Promontory	1	7
Wonthaggi - Inverloch	0	1705
Wonthaggi - Inverloch	1	20520
Churchill	0	699
Churchill	1	10696
Moe - Newborough	0	962
Moe - Newborough	1	15585
Morwell	0	745
Morwell	1	13065
Traralgon	0	1679
Traralgon	1	25111
Yallourn North - Glengarry	0	272
Yallourn North - Glengarry	1	4278
Alps - West	0	4
Alps - West	1	20
Longford - Loch Sport	0	355
Longford - Loch Sport	1	3947
Maffra	0	946
Maffra	1	12917
Rosedale	0	197
Rosedale	1	4524
Sale	0	1050
Sale	1	13598
Yarram	0	378
Yarram	1	4928
Brunswick	0	1234
Brunswick	1	24200
Brunswick East	0	416
Brunswick East	1	10550
Brunswick West	0	606
Brunswick West	1	13131
Coburg	0	1026
Coburg	1	25139
Pascoe Vale South	0	337
Pascoe Vale South	1	9621
Alphington - Fairfield	0	406
Alphington - Fairfield	1	8533
Northcote	0	1097
Northcote	1	23565
Thornbury	0	758
Thornbury	1	17704
Ascot Vale	0	560
Ascot Vale	1	14187
Essendon - Aberfeldie	0	1034
Essendon - Aberfeldie	1	26451
Flemington	0	473
Flemington	1	9641
Moonee Ponds	0	597
Moonee Ponds	1	13659
Carlton	0	809
Carlton	1	18195
Docklands	0	352
Docklands	1	10611
East Melbourne	0	287
East Melbourne	1	4675
Flemington Racecourse	1	90
Kensington (Vic.)	0	462
Kensington (Vic.)	1	10348
Melbourne	0	1214
Melbourne	1	36109
North Melbourne	0	806
North Melbourne	1	19824
Parkville	0	289
Parkville	1	7122
South Yarra - West	0	358
South Yarra - West	1	5740
Southbank	0	812
Southbank	1	17853
West Melbourne	0	3
Albert Park	0	882
Albert Park	1	14496
Elwood	0	784
Elwood	1	14439
Port Melbourne	0	817
Port Melbourne	1	15340
Port Melbourne Industrial	0	8
Port Melbourne Industrial	1	5
South Melbourne	0	635
South Melbourne	1	10912
St Kilda	0	1308
St Kilda	1	24813
St Kilda East	0	744
St Kilda East	1	15672
Armadale	0	513
Armadale	1	8463
Prahran - Windsor	0	1069
Prahran - Windsor	1	18644
South Yarra - East	0	1140
South Yarra - East	1	19591
Toorak	0	849
Toorak	1	12199
Abbotsford	0	421
Abbotsford	1	7769
Carlton North - Princes Hill	0	485
Carlton North - Princes Hill	1	7948
Collingwood	0	343
Collingwood	1	8172
Fitzroy	0	558
Fitzroy	1	9891
Fitzroy North	0	721
Fitzroy North	1	11618
Richmond (Vic.)	0	1605
Richmond (Vic.)	1	28895
Yarra - North	0	442
Yarra - North	1	8607
Ashburton (Vic.)	0	313
Ashburton (Vic.)	1	7439
Balwyn	0	664
Balwyn	1	15171
Balwyn North	0	734
Balwyn North	1	19489
Camberwell	0	864
Camberwell	1	20530
Glen Iris - East	0	616
Glen Iris - East	1	15709
Hawthorn	0	1209
Hawthorn	1	21767
Hawthorn East	0	669
Hawthorn East	1	14499
Kew	0	1161
Kew	1	23561
Kew East	0	253
Kew East	1	6251
Surrey Hills (West) - Canterbury	0	690
Surrey Hills (West) - Canterbury	1	15634
Bulleen	0	365
Bulleen	1	10683
Doncaster	0	762
Doncaster	1	19825
Templestowe	0	600
Templestowe	1	16021
Templestowe Lower	0	460
Templestowe Lower	1	13133
Doncaster East (North)	0	440
Doncaster East (North)	1	14134
Doncaster East (South)	0	476
Doncaster East (South)	1	13487
Blackburn	0	793
Blackburn	1	20589
Blackburn South	0	393
Blackburn South	1	10397
Box Hill	0	706
Box Hill	1	19121
Box Hill North	0	624
Box Hill North	1	16929
Burwood	0	433
Burwood	1	11813
Burwood East	0	368
Burwood East	1	9904
Surrey Hills (East) - Mont Albert	0	459
Surrey Hills (East) - Mont Albert	1	9507
Beaumaris	0	598
Beaumaris	1	12873
Brighton (Vic.)	0	1293
Brighton (Vic.)	1	21399
Brighton East	0	641
Brighton East	1	15199
Cheltenham - Highett (West)	0	451
Cheltenham - Highett (West)	1	10488
Hampton	0	806
Hampton	1	16831
Sandringham - Black Rock	0	853
Sandringham - Black Rock	1	15654
Bentleigh - McKinnon	0	868
Bentleigh - McKinnon	1	21552
Carnegie	0	602
Carnegie	1	17466
Caulfield - North	0	884
Caulfield - North	1	20089
Caulfield - South	0	674
Caulfield - South	1	16778
Elsternwick	0	506
Elsternwick	1	10851
Hughesdale	0	239
Hughesdale	1	7317
Murrumbeena	0	328
Murrumbeena	1	8924
Ormond - Glen Huntly	0	456
Ormond - Glen Huntly	1	12887
Bentleigh East (North)	0	519
Bentleigh East (North)	1	14263
Bentleigh East (South)	0	418
Bentleigh East (South)	1	12816
Aspendale Gardens - Waterways	0	297
Aspendale Gardens - Waterways	1	8687
Braeside	0	8
Braeside	1	54
Carrum - Patterson Lakes	0	587
Carrum - Patterson Lakes	1	10964
Chelsea - Bonbeach	0	624
Chelsea - Bonbeach	1	13561
Chelsea Heights	0	194
Chelsea Heights	1	5139
Cheltenham - Highett (East)	0	902
Cheltenham - Highett (East)	1	21369
Edithvale - Aspendale	0	589
Edithvale - Aspendale	1	12153
Mentone	0	596
Mentone	1	12368
Moorabbin - Heatherton	0	329
Moorabbin - Heatherton	1	8473
Mordialloc - Parkdale	0	819
Mordialloc - Parkdale	1	19094
Malvern - Glen Iris	0	963
Malvern - Glen Iris	1	19085
Malvern East	0	859
Malvern East	1	20460
Bundoora - East	0	373
Bundoora - East	1	9520
Greensborough	0	851
Greensborough	1	19608
Heidelberg - Rosanna	0	577
Heidelberg - Rosanna	1	14195
Heidelberg West	0	517
Heidelberg West	1	13630
Ivanhoe	0	482
Ivanhoe	1	10905
Ivanhoe East - Eaglemont	0	346
Ivanhoe East - Eaglemont	1	7350
Montmorency - Briar Hill	0	773
Montmorency - Briar Hill	1	15319
Viewbank - Yallambie	0	712
Viewbank - Yallambie	1	17595
Watsonia	0	360
Watsonia	1	8749
Kingsbury	0	399
Kingsbury	1	10923
Reservoir - East	0	897
Reservoir - East	1	26184
Reservoir - West	0	774
Reservoir - West	1	23260
Preston - East	0	847
Preston - East	1	19178
Preston - West	0	413
Preston - West	1	11782
Eltham	0	983
Eltham	1	21915
Hurstbridge	0	143
Hurstbridge	1	3307
Kinglake	0	227
Kinglake	1	3616
Panton Hill - St Andrews	0	297
Panton Hill - St Andrews	1	4861
Plenty - Yarrambat	0	328
Plenty - Yarrambat	1	9037
Research - North Warrandyte	0	309
Research - North Warrandyte	1	6401
Wattle Glen - Diamond Creek	0	585
Wattle Glen - Diamond Creek	1	13111
Bundoora - North	0	241
Bundoora - North	1	7208
Bundoora - West	0	223
Bundoora - West	1	5960
Lalor	0	709
Lalor	1	22092
Mill Park - North	0	503
Mill Park - North	1	17321
Mill Park - South	0	358
Mill Park - South	1	11531
Thomastown	0	579
Thomastown	1	19733
Wallan	0	578
Wallan	1	15641
Whittlesea	0	326
Whittlesea	1	7802
Doreen	0	681
Doreen	1	20253
Epping - East	0	282
Epping - East	1	12885
Epping - South	0	238
Epping - South	1	8097
Epping - West	0	228
Epping - West	1	10663
Mernda	0	421
Mernda	1	16038
South Morang (North)	0	294
South Morang (North)	1	11760
South Morang (South)	0	310
South Morang (South)	1	11694
Wollert	0	175
Wollert	1	8888
Airport West	0	318
Airport West	1	7250
Keilor	0	403
Keilor	1	8106
Keilor East	0	891
Keilor East	1	25256
Niddrie - Essendon West	0	255
Niddrie - Essendon West	1	6673
Strathmore	0	403
Strathmore	1	9028
Gisborne	0	591
Gisborne	1	12234
Macedon	0	200
Macedon	1	3175
Riddells Creek	0	223
Riddells Creek	1	3782
Romsey	0	489
Romsey	1	8869
Coburg North	0	282
Coburg North	1	7403
Fawkner	0	373
Fawkner	1	13389
Pascoe Vale	0	778
Pascoe Vale	1	22668
Glenroy	0	661
Glenroy	1	21444
Gowanbrae	0	91
Gowanbrae	1	2813
Hadfield	0	146
Hadfield	1	5454
Sunbury	0	486
Sunbury	1	12227
Sunbury - South	0	1082
Sunbury - South	1	25578
Broadmeadows	0	410
Broadmeadows	1	12896
Campbellfield - Coolaroo	0	438
Campbellfield - Coolaroo	1	15683
Gladstone Park - Westmeadows	0	614
Gladstone Park - Westmeadows	1	16996
Greenvale - Bulla	0	446
Greenvale - Bulla	1	15851
Meadow Heights	0	431
Meadow Heights	1	14408
Melbourne Airport	0	20
Melbourne Airport	1	161
Roxburgh Park - Somerton	0	412
Roxburgh Park - Somerton	1	21405
Tullamarine	0	233
Tullamarine	1	6223
Craigieburn - Central	0	269
Craigieburn - Central	1	8118
Craigieburn - North	0	200
Craigieburn - North	1	11316
Craigieburn - South	0	449
Craigieburn - South	1	15835
Craigieburn - West	0	320
Craigieburn - West	1	13830
Mickleham - Yuroke	0	82
Mickleham - Yuroke	1	3302
Bayswater	0	448
Bayswater	1	11629
Knoxfield - Scoresby	0	575
Knoxfield - Scoresby	1	14518
Lysterfield	0	218
Lysterfield	1	6360
Rowville - Central	0	484
Rowville - Central	1	14738
Rowville - North	0	274
Rowville - North	1	7735
Rowville - South	0	337
Rowville - South	1	10236
Wantirna	0	494
Wantirna	1	13429
Wantirna South	0	600
Wantirna South	1	17211
Boronia	0	857
Boronia	1	21236
Ferntree Gully (North)	0	522
Ferntree Gully (North)	1	13374
Ferntree Gully (South) - Upper Ferntree Gully	0	569
Ferntree Gully (South) - Upper Ferntree Gully	1	14052
The Basin	0	206
The Basin	1	4065
Donvale - Park Orchards	0	667
Donvale - Park Orchards	1	15274
Warrandyte - Wonga Park	0	506
Warrandyte - Wonga Park	1	9538
Bayswater North	0	455
Bayswater North	1	11322
Croydon Hills - Warranwood	0	759
Croydon Hills - Warranwood	1	17224
Ringwood	0	656
Ringwood	1	16487
Ringwood East	0	769
Ringwood East	1	19494
Ringwood North	0	394
Ringwood North	1	9129
Croydon - East	0	647
Croydon - East	1	14543
Croydon - West	0	513
Croydon - West	1	12832
Croydon South	0	179
Croydon South	1	4535
Forest Hill	0	340
Forest Hill	1	10284
Mitcham (Vic.)	0	639
Mitcham (Vic.)	1	15510
Nunawading	0	435
Nunawading	1	11443
Vermont	0	395
Vermont	1	10048
Vermont South	0	415
Vermont South	1	11263
Belgrave - Selby	0	416
Belgrave - Selby	1	9606
Chirnside Park	0	502
Chirnside Park	1	9368
Healesville - Yarra Glen	0	737
Healesville - Yarra Glen	1	12975
Kilsyth	0	424
Kilsyth	1	8753
Lilydale - Coldstream	0	891
Lilydale - Coldstream	1	17828
Monbulk - Silvan	0	320
Monbulk - Silvan	1	5309
Montrose	0	324
Montrose	1	6477
Mooroolbark	0	898
Mooroolbark	1	21153
Mount Dandenong - Olinda	0	524
Mount Dandenong - Olinda	1	9184
Mount Evelyn	0	458
Mount Evelyn	1	9243
Upwey - Tecoma	0	446
Upwey - Tecoma	1	9163
Wandin - Seville	0	383
Wandin - Seville	1	7213
Yarra Valley	0	811
Yarra Valley	1	15343
Beaconsfield - Officer	0	468
Beaconsfield - Officer	1	12557
Bunyip - Garfield	0	372
Bunyip - Garfield	1	8268
Emerald - Cockatoo	0	869
Emerald - Cockatoo	1	17137
Koo Wee Rup	0	326
Koo Wee Rup	1	7152
Pakenham - North	0	705
Pakenham - North	1	17894
Pakenham - South	0	977
Pakenham - South	1	27561
Berwick - North	0	900
Berwick - North	1	21993
Berwick - South	0	684
Berwick - South	1	25112
Doveton	0	379
Doveton	1	10929
Hallam	0	333
Hallam	1	10429
Narre Warren North	0	240
Narre Warren North	1	7518
Endeavour Hills - North	0	290
Endeavour Hills - North	1	11599
Endeavour Hills - South	0	391
Endeavour Hills - South	1	12964
Narre Warren - North East	0	417
Narre Warren - North East	1	12991
Narre Warren - South West	0	430
Narre Warren - South West	1	13516
Cranbourne	0	762
Cranbourne	1	19330
Cranbourne East	0	746
Cranbourne East	1	24942
Cranbourne North	0	531
Cranbourne North	1	19588
Cranbourne South	0	357
Cranbourne South	1	8461
Cranbourne West	0	394
Cranbourne West	1	14655
Hampton Park - Lynbrook	0	662
Hampton Park - Lynbrook	1	24872
Lynbrook - Lyndhurst	0	283
Lynbrook - Lyndhurst	1	14939
Pearcedale - Tooradin	0	329
Pearcedale - Tooradin	1	7413
Narre Warren South (East)	0	343
Narre Warren South (East)	1	12780
Narre Warren South (West)	0	371
Narre Warren South (West)	1	16409
Clarinda - Oakleigh South	0	317
Clarinda - Oakleigh South	1	11335
Clayton South	0	326
Clayton South	1	12317
Dandenong	0	904
Dandenong	1	29772
Dandenong North	0	675
Dandenong North	1	21759
Dingley Village	0	412
Dingley Village	1	9868
Keysborough	0	680
Keysborough	1	25299
Noble Park North	0	231
Noble Park North	1	7252
Springvale	0	646
Springvale	1	21130
Springvale South	0	384
Springvale South	1	12263
Noble Park - East	0	376
Noble Park - East	1	12056
Noble Park - West	0	505
Noble Park - West	1	18125
Ashwood - Chadstone	0	666
Ashwood - Chadstone	1	17637
Clayton	0	563
Clayton	1	21842
Glen Waverley - East	0	740
Glen Waverley - East	1	20342
Glen Waverley - West	0	621
Glen Waverley - West	1	18616
Mount Waverley - North	0	549
Mount Waverley - North	1	14725
Mount Waverley - South	0	671
Mount Waverley - South	1	17663
Mulgrave	0	636
Mulgrave	1	18735
Oakleigh - Huntingdale	0	704
Oakleigh - Huntingdale	1	20582
Wheelers Hill	0	730
Wheelers Hill	1	19026
Ardeer - Albion	0	229
Ardeer - Albion	1	7603
Cairnlea	0	205
Cairnlea	1	9455
Deer Park - Derrimut	0	827
Deer Park - Derrimut	1	25425
Delahey	0	218
Delahey	1	8128
Keilor Downs	0	424
Keilor Downs	1	12761
Kings Park (Vic.)	0	467
Kings Park (Vic.)	1	13368
St Albans - North	0	666
St Albans - North	1	19424
St Albans - South	0	510
St Albans - South	1	16715
Sunshine	0	453
Sunshine	1	9315
Sunshine North	0	396
Sunshine North	1	11302
Sunshine West	0	514
Sunshine West	1	18074
Sydenham	0	326
Sydenham	1	11678
Taylors Lakes	0	484
Taylors Lakes	1	16854
Altona	0	523
Altona	1	12162
Altona Meadows	0	650
Altona Meadows	1	18511
Altona North	0	441
Altona North	1	13564
Newport	0	657
Newport	1	16917
Seabrook	0	139
Seabrook	1	4979
Williamstown	0	714
Williamstown	1	14738
Braybrook	0	587
Braybrook	1	17647
Footscray	0	664
Footscray	1	15678
Maribyrnong	0	453
Maribyrnong	1	11765
Seddon - Kingsville	0	342
Seddon - Kingsville	1	8890
West Footscray - Tottenham	0	409
West Footscray - Tottenham	1	11048
Yarraville	0	565
Yarraville	1	14237
Bacchus Marsh	0	801
Bacchus Marsh	1	19546
Hillside	0	416
Hillside	1	19797
Melton	0	738
Melton	1	18171
Melton South	0	734
Melton South	1	22706
Melton West	0	531
Melton West	1	17016
Rockbank - Mount Cottrell	0	68
Rockbank - Mount Cottrell	1	2978
Taylors Hill	0	414
Taylors Hill	1	18816
Burnside	0	116
Burnside	1	4636
Burnside Heights	0	146
Burnside Heights	1	5922
Caroline Springs	0	516
Caroline Springs	1	19377
Hoppers Crossing - North	0	656
Hoppers Crossing - North	1	18571
Hoppers Crossing - South	0	657
Hoppers Crossing - South	1	18820
Laverton	0	235
Laverton	1	8674
Tarneit	0	772
Tarneit	1	34009
Truganina	0	411
Truganina	1	22996
Werribee - South	0	498
Werribee - South	1	10835
Wyndham Vale	0	709
Wyndham Vale	1	22566
Point Cook - East	0	337
Point Cook - East	1	11863
Point Cook - North	0	603
Point Cook - North	1	22575
Point Cook - South	0	318
Point Cook - South	1	14112
Werribee - East	0	709
Werribee - East	1	19149
Werribee - West	0	387
Werribee - West	1	11427
Carrum Downs	0	774
Carrum Downs	1	19932
Frankston	0	1018
Frankston	1	21549
Frankston North	0	794
Frankston North	1	18498
Frankston South	0	815
Frankston South	1	17392
Langwarrin	0	1012
Langwarrin	1	22820
Seaford (Vic.)	0	728
Seaford (Vic.)	1	15730
Skye - Sandhurst	0	505
Skye - Sandhurst	1	12574
Dromana	0	872
Dromana	1	10150
Flinders	0	578
Flinders	1	4797
Hastings - Somers	0	1270
Hastings - Somers	1	20743
Mornington	0	1595
Mornington	1	22399
Mount Eliza	0	908
Mount Eliza	1	16974
Mount Martha	0	1128
Mount Martha	1	17423
Point Nepean	0	1774
Point Nepean	1	15351
Rosebud - McCrae	0	1395
Rosebud - McCrae	1	19551
Somerville	0	881
Somerville	1	17204
Ararat	0	502
Ararat	1	7796
Ararat Region	0	222
Ararat Region	1	2922
Horsham	0	1133
Horsham	1	15120
Horsham Region	0	220
Horsham Region	1	3190
Nhill Region	0	483
Nhill Region	1	6402
St Arnaud	0	185
St Arnaud	1	3163
Stawell	0	506
Stawell	1	7594
West Wimmera	0	210
West Wimmera	1	2548
Yarriambiack	0	457
Yarriambiack	1	6163
Irymple	0	342
Irymple	1	6534
Merbein	0	309
Merbein	1	4467
Mildura Region	0	219
Mildura Region	1	3500
Red Cliffs	0	331
