SA2_NAME16	PrivateDwelling	Sex	persons
North Sydney - Lavender Bay	0	F	830
North Sydney - Lavender Bay	0	M	958
North Sydney - Lavender Bay	1	F	4760
North Sydney - Lavender Bay	1	M	4484
Balgowlah - Clontarf - Seaforth	0	F	383
Balgowlah - Clontarf - Seaforth	0	M	346
Balgowlah - Clontarf - Seaforth	1	F	9894
Balgowlah - Clontarf - Seaforth	1	M	9080
Manly - Fairlight	0	F	1218
Manly - Fairlight	0	M	1205
Manly - Fairlight	1	F	9927
Manly - Fairlight	1	M	9513
Avalon - Palm Beach	0	F	314
Avalon - Palm Beach	0	M	265
Avalon - Palm Beach	1	F	5788
Avalon - Palm Beach	1	M	5480
Bayview - Elanora Heights	0	F	330
Bayview - Elanora Heights	0	M	292
Bayview - Elanora Heights	1	F	5023
Bayview - Elanora Heights	1	M	4771
Newport - Bilgola	0	F	165
Newport - Bilgola	0	M	172
Newport - Bilgola	1	F	6365
Newport - Bilgola	1	M	6127
Warriewood - Mona Vale	0	F	859
Warriewood - Mona Vale	0	M	641
Warriewood - Mona Vale	1	F	11446
Warriewood - Mona Vale	1	M	10847
Beacon Hill - Narraweena	0	F	310
Beacon Hill - Narraweena	0	M	264
Beacon Hill - Narraweena	1	F	6676
Beacon Hill - Narraweena	1	M	6381
Cromer	0	F	149
Cromer	0	M	137
Cromer	1	F	3686
Cromer	1	M	3433
Dee Why - North Curl Curl	0	F	710
Dee Why - North Curl Curl	0	M	734
Dee Why - North Curl Curl	1	F	11758
Dee Why - North Curl Curl	1	M	11321
Forestville - Killarney Heights	0	F	199
Forestville - Killarney Heights	0	M	153
Forestville - Killarney Heights	1	F	6323
Forestville - Killarney Heights	1	M	5932
Frenchs Forest - Belrose	0	F	565
Frenchs Forest - Belrose	0	M	397
Frenchs Forest - Belrose	1	F	12130
Frenchs Forest - Belrose	1	M	11750
Freshwater - Brookvale	0	F	679
Freshwater - Brookvale	0	M	638
Freshwater - Brookvale	1	F	9664
Freshwater - Brookvale	1	M	9560
Manly Vale - Allambie Heights	0	F	466
Manly Vale - Allambie Heights	0	M	307
Manly Vale - Allambie Heights	1	F	8017
Manly Vale - Allambie Heights	1	M	7722
Narrabeen - Collaroy	0	F	1108
Narrabeen - Collaroy	0	M	840
Narrabeen - Collaroy	1	F	11520
Narrabeen - Collaroy	1	M	10908
Terrey Hills - Duffys Forest	0	F	205
Terrey Hills - Duffys Forest	0	M	183
Terrey Hills - Duffys Forest	1	F	1647
Terrey Hills - Duffys Forest	1	M	1648
Camden - Ellis Lane	0	F	524
Camden - Ellis Lane	0	M	305
Camden - Ellis Lane	1	F	6188
Camden - Ellis Lane	1	M	5765
Elderslie - Harrington Park	0	F	338
Elderslie - Harrington Park	0	M	316
Elderslie - Harrington Park	1	F	10353
Elderslie - Harrington Park	1	M	9828
Mount Annan - Currans Hill	0	F	358
Mount Annan - Currans Hill	0	M	342
Mount Annan - Currans Hill	1	F	14147
Mount Annan - Currans Hill	1	M	13468
Bradbury - Wedderburn	0	F	448
Bradbury - Wedderburn	0	M	425
Bradbury - Wedderburn	1	F	9281
Bradbury - Wedderburn	1	M	8736
Campbelltown - Woodbine	0	F	989
Campbelltown - Woodbine	0	M	1053
Campbelltown - Woodbine	1	F	8492
Campbelltown - Woodbine	1	M	8281
Claymore - Eagle Vale - Raby	0	F	546
Claymore - Eagle Vale - Raby	0	M	604
Claymore - Eagle Vale - Raby	1	F	9764
Claymore - Eagle Vale - Raby	1	M	9339
Ingleburn - Denham Court	0	F	491
Ingleburn - Denham Court	0	M	658
Ingleburn - Denham Court	1	F	9404
Ingleburn - Denham Court	1	M	9388
Leumeah - Minto Heights	0	F	267
Leumeah - Minto Heights	0	M	281
Leumeah - Minto Heights	1	F	8055
Leumeah - Minto Heights	1	M	7783
Macquarie Fields - Glenfield	0	F	876
Macquarie Fields - Glenfield	0	M	682
Macquarie Fields - Glenfield	1	F	11157
Macquarie Fields - Glenfield	1	M	10718
Minto - St Andrews	0	F	394
Minto - St Andrews	0	M	330
Minto - St Andrews	1	F	9570
Minto - St Andrews	1	M	9453
Rosemeadow - Glen Alpine	0	F	559
Rosemeadow - Glen Alpine	0	M	451
Rosemeadow - Glen Alpine	1	F	10078
Rosemeadow - Glen Alpine	1	M	9579
Bargo	0	F	123
Bargo	0	M	140
Bargo	1	F	2690
Bargo	1	M	2704
Douglas Park - Appin	0	F	251
Douglas Park - Appin	0	M	263
Douglas Park - Appin	1	F	4432
Douglas Park - Appin	1	M	4579
Picton - Tahmoor - Buxton	0	F	473
Picton - Tahmoor - Buxton	0	M	438
Picton - Tahmoor - Buxton	1	F	7937
Picton - Tahmoor - Buxton	1	M	7678
The Oaks - Oakdale	0	F	280
The Oaks - Oakdale	0	M	229
The Oaks - Oakdale	1	F	4195
The Oaks - Oakdale	1	M	4196
Blackheath - Megalong Valley	0	F	281
Blackheath - Megalong Valley	0	M	289
Blackheath - Megalong Valley	1	F	2561
Blackheath - Megalong Valley	1	M	2384
Blaxland - Warrimoo - Lapstone	0	F	220
Blaxland - Warrimoo - Lapstone	0	M	254
Blaxland - Warrimoo - Lapstone	1	F	9210
Blaxland - Warrimoo - Lapstone	1	M	8829
Blue Mountains - North	1	F	9
Blue Mountains - North	1	M	4
Katoomba - Leura	0	F	1158
Katoomba - Leura	0	M	1093
Katoomba - Leura	1	F	6014
Katoomba - Leura	1	M	5423
Lawson - Hazelbrook - Linden	0	F	207
Lawson - Hazelbrook - Linden	0	M	180
Lawson - Hazelbrook - Linden	1	F	5525
Lawson - Hazelbrook - Linden	1	M	5068
Springwood - Winmalee	0	F	544
Springwood - Winmalee	0	M	335
Springwood - Winmalee	1	F	10506
Springwood - Winmalee	1	M	9824
Wentworth Falls	0	F	232
Wentworth Falls	0	M	199
Wentworth Falls	1	F	2884
Wentworth Falls	1	M	2620
Blue Mountains - South	0	M	6
Blue Mountains - South	1	M	3
Cambridge Park	0	F	251
Cambridge Park	0	M	277
Cambridge Park	1	F	7546
Cambridge Park	1	M	7424
Castlereagh - Cranebrook	0	F	518
Castlereagh - Cranebrook	0	M	511
Castlereagh - Cranebrook	1	F	11454
Castlereagh - Cranebrook	1	M	11039
Emu Plains - Leonay	0	F	455
Emu Plains - Leonay	0	M	302
Emu Plains - Leonay	1	F	6844
Emu Plains - Leonay	1	M	6509
Glenmore Park - Regentville	0	F	305
Glenmore Park - Regentville	0	M	264
Glenmore Park - Regentville	1	F	10521
Glenmore Park - Regentville	1	M	9984
Jamisontown - South Penrith	0	F	434
Jamisontown - South Penrith	0	M	405
Jamisontown - South Penrith	1	F	8390
Jamisontown - South Penrith	1	M	7950
Kingswood - Werrington	0	F	1017
Kingswood - Werrington	0	M	1024
Kingswood - Werrington	1	F	9156
Kingswood - Werrington	1	M	8786
Mulgoa - Luddenham - Orchard Hills	0	F	262
Mulgoa - Luddenham - Orchard Hills	0	M	239
Mulgoa - Luddenham - Orchard Hills	1	F	4409
Mulgoa - Luddenham - Orchard Hills	1	M	4504
Penrith	0	F	674
Penrith	0	M	644
Penrith	1	F	6159
Penrith	1	M	5855
Warragamba - Silverdale	0	F	89
Warragamba - Silverdale	0	M	105
Warragamba - Silverdale	1	F	2437
Warragamba - Silverdale	1	M	2507
Richmond - Clarendon	0	F	776
Richmond - Clarendon	0	M	817
Richmond - Clarendon	1	F	6407
Richmond - Clarendon	1	M	5891
Windsor - Bligh Park	0	F	396
Windsor - Bligh Park	0	M	389
Windsor - Bligh Park	1	F	7456
Windsor - Bligh Park	1	M	7102
Yarramundi - Londonderry	0	F	441
Yarramundi - Londonderry	0	M	1008
Yarramundi - Londonderry	1	F	2821
Yarramundi - Londonderry	1	M	3024
Erskine Park	0	F	95
Erskine Park	0	M	84
Erskine Park	1	F	3129
Erskine Park	1	M	3083
St Clair	0	F	399
St Clair	0	M	376
St Clair	1	F	9582
St Clair	1	M	9501
Colyton - Oxley Park	0	F	301
Colyton - Oxley Park	0	M	282
Colyton - Oxley Park	1	F	5495
Colyton - Oxley Park	1	M	5325
St Marys - North St Marys	0	F	703
St Marys - North St Marys	0	M	655
St Marys - North St Marys	1	F	7338
St Marys - North St Marys	1	M	7311
Homebush Bay - Silverwater	0	F	1426
Homebush Bay - Silverwater	0	M	2788
Homebush Bay - Silverwater	1	F	7677
Homebush Bay - Silverwater	1	M	7505
Rookwood Cemetery	1	M	3
Auburn - Central	0	F	471
Auburn - Central	0	M	443
Auburn - Central	1	F	7267
Auburn - Central	1	M	8995
Auburn - North	0	F	280
Auburn - North	0	M	377
Auburn - North	1	F	4409
Auburn - North	1	M	6172
Auburn - South	0	F	223
Auburn - South	0	M	203
Auburn - South	1	F	3910
Auburn - South	1	M	4103
Berala	0	F	106
Berala	0	M	117
Berala	1	F	4143
Berala	1	M	4458
Lidcombe	0	F	526
Lidcombe	0	M	572
Lidcombe	1	F	9087
Lidcombe	1	M	9691
Regents Park	0	F	83
Regents Park	0	M	74
Regents Park	1	F	2436
Regents Park	1	M	2454
Carlingford	0	F	424
Carlingford	0	M	386
Carlingford	1	F	13423
Carlingford	1	M	12861
Ermington - Rydalmere	0	F	583
Ermington - Rydalmere	0	M	587
Ermington - Rydalmere	1	F	10068
Ermington - Rydalmere	1	M	9879
Oatlands - Dundas Valley	0	F	411
Oatlands - Dundas Valley	0	M	382
Oatlands - Dundas Valley	1	F	8637
Oatlands - Dundas Valley	1	M	8237
Chester Hill - Sefton	0	F	519
Chester Hill - Sefton	0	M	828
Chester Hill - Sefton	1	F	8560
Chester Hill - Sefton	1	M	8457
Fairfield - East	0	F	694
Fairfield - East	0	M	601
Fairfield - East	1	F	7056
Fairfield - East	1	M	7179
Granville - Clyde	0	F	524
Granville - Clyde	0	M	653
Granville - Clyde	1	F	9314
Granville - Clyde	1	M	10219
Greystanes - Pemulwuy	0	F	578
Greystanes - Pemulwuy	0	M	496
Greystanes - Pemulwuy	1	F	12727
Greystanes - Pemulwuy	1	M	12264
Guildford - South Granville	0	F	732
Guildford - South Granville	0	M	672
Guildford - South Granville	1	F	9609
Guildford - South Granville	1	M	9801
Guildford West - Merrylands West	0	F	579
Guildford West - Merrylands West	0	M	535
Guildford West - Merrylands West	1	F	9836
Guildford West - Merrylands West	1	M	9710
Merrylands - Holroyd	0	F	602
Merrylands - Holroyd	0	M	593
Merrylands - Holroyd	1	F	13310
Merrylands - Holroyd	1	M	13867
Smithfield Industrial	1	M	3
Yennora Industrial	1	F	3
Yennora Industrial	1	M	4
North Parramatta	0	F	1346
North Parramatta	0	M	1916
North Parramatta	1	F	9753
North Parramatta	1	M	9573
North Rocks	0	F	171
North Rocks	0	M	105
North Rocks	1	F	3857
North Rocks	1	M	3683
Northmead	0	F	1717
Northmead	0	M	1471
Northmead	1	F	9470
Northmead	1	M	9130
Parramatta - Rosehill	0	F	1693
Parramatta - Rosehill	0	M	2211
Parramatta - Rosehill	1	F	12501
Parramatta - Rosehill	1	M	13933
Toongabbie - Constitution Hill	0	F	537
Toongabbie - Constitution Hill	0	M	453
Toongabbie - Constitution Hill	1	F	10520
Toongabbie - Constitution Hill	1	M	10249
Winston Hills	0	F	156
Winston Hills	0	M	132
Winston Hills	1	F	5285
Winston Hills	1	M	5081
Pendle Hill - Girraween	0	F	437
Pendle Hill - Girraween	0	M	343
Pendle Hill - Girraween	1	F	5837
Pendle Hill - Girraween	1	M	6096
Wentworthville - Westmead	0	F	453
Wentworthville - Westmead	0	M	432
Wentworthville - Westmead	1	F	7270
Wentworthville - Westmead	1	M	7525
Epping - North Epping	0	F	373
Epping - North Epping	0	M	310
Epping - North Epping	1	F	13239
Epping - North Epping	1	M	12890
Pennant Hills - Cheltenham	0	F	374
Pennant Hills - Cheltenham	0	M	292
Pennant Hills - Cheltenham	1	F	10101
Pennant Hills - Cheltenham	1	M	9420
Eastwood - Denistone	0	F	476
Eastwood - Denistone	0	M	438
Eastwood - Denistone	1	F	12310
Eastwood - Denistone	1	M	11729
Gladesville - Huntleys Point	0	F	429
Gladesville - Huntleys Point	0	M	365
Gladesville - Huntleys Point	1	F	6959
Gladesville - Huntleys Point	1	M	6490
Hunters Hill - Woolwich	0	F	623
Hunters Hill - Woolwich	0	M	898
Hunters Hill - Woolwich	1	F	4471
Hunters Hill - Woolwich	1	M	4162
Macquarie Park - Marsfield	0	F	1761
Macquarie Park - Marsfield	0	M	1661
Macquarie Park - Marsfield	1	F	9863
Macquarie Park - Marsfield	1	M	9116
North Ryde - East Ryde	0	F	332
North Ryde - East Ryde	0	M	476
North Ryde - East Ryde	1	F	5942
North Ryde - East Ryde	1	M	5669
West Ryde - Meadowbank	0	F	340
West Ryde - Meadowbank	0	M	368
West Ryde - Meadowbank	1	F	9436
West Ryde - Meadowbank	1	M	9065
Putney	0	F	55
Putney	0	M	58
Putney	1	F	2076
Putney	1	M	1921
Ryde	0	F	842
Ryde	0	M	700
Ryde	1	F	13076
Ryde	1	M	12438
Ashcroft - Busby - Miller	0	F	732
Ashcroft - Busby - Miller	0	M	733
Ashcroft - Busby - Miller	1	F	8102
Ashcroft - Busby - Miller	1	M	7812
Austral - Greendale	0	F	443
Austral - Greendale	0	M	402
Austral - Greendale	1	F	3881
Austral - Greendale	1	M	4098
Cobbitty - Leppington	0	F	542
Cobbitty - Leppington	0	M	589
Cobbitty - Leppington	1	F	8345
Cobbitty - Leppington	1	M	8236
Badgerys Creek	0	F	3
Badgerys Creek	0	M	6
Badgerys Creek	1	F	20
Badgerys Creek	1	M	26
Cecil Hills	0	F	119
Cecil Hills	0	M	128
Cecil Hills	1	F	3375
Cecil Hills	1	M	3300
Green Valley	0	F	186
Green Valley	0	M	187
Green Valley	1	F	6191
Green Valley	1	M	5915
Hinchinbrook	0	F	174
Hinchinbrook	0	M	152
Hinchinbrook	1	F	6057
Hinchinbrook	1	M	5937
Hoxton Park - Carnes Hill - Horningsea Park	0	F	172
Hoxton Park - Carnes Hill - Horningsea Park	0	M	172
Hoxton Park - Carnes Hill - Horningsea Park	1	F	5686
Hoxton Park - Carnes Hill - Horningsea Park	1	M	5500
West Hoxton - Middleton Grange	0	F	311
West Hoxton - Middleton Grange	0	M	307
West Hoxton - Middleton Grange	1	F	7288
West Hoxton - Middleton Grange	1	M	7256
Bonnyrigg Heights - Bonnyrigg	0	F	271
Bonnyrigg Heights - Bonnyrigg	0	M	226
Bonnyrigg Heights - Bonnyrigg	1	F	7919
Bonnyrigg Heights - Bonnyrigg	1	M	7574
Bossley Park - Abbotsbury	0	F	308
Bossley Park - Abbotsbury	0	M	253
Bossley Park - Abbotsbury	1	F	9182
Bossley Park - Abbotsbury	1	M	8988
Cabramatta - Lansvale	0	F	731
Cabramatta - Lansvale	0	M	669
Cabramatta - Lansvale	1	F	11746
Cabramatta - Lansvale	1	M	11377
Cabramatta West - Mount Pritchard	0	F	357
Cabramatta West - Mount Pritchard	0	M	348
Cabramatta West - Mount Pritchard	1	F	8319
Cabramatta West - Mount Pritchard	1	M	8053
Canley Vale - Canley Heights	0	F	439
Canley Vale - Canley Heights	0	M	397
Canley Vale - Canley Heights	1	F	10137
Canley Vale - Canley Heights	1	M	9759
Edensor Park	0	F	107
Edensor Park	0	M	105
Edensor Park	1	F	4877
Edensor Park	1	M	4647
Fairfield	0	F	341
Fairfield	0	M	409
Fairfield	1	F	8499
Fairfield	1	M	8308
Fairfield - West	0	F	304
Fairfield - West	0	M	305
Fairfield - West	1	F	9405
Fairfield - West	1	M	8957
Greenfield Park - Prairiewood	0	F	232
Greenfield Park - Prairiewood	0	M	182
Greenfield Park - Prairiewood	1	F	4070
Greenfield Park - Prairiewood	1	M	4026
Horsley Park - Kemps Creek	0	F	223
Horsley Park - Kemps Creek	0	M	194
Horsley Park - Kemps Creek	1	F	1937
Horsley Park - Kemps Creek	1	M	2043
Smithfield - Wetherill Park	0	F	354
Smithfield - Wetherill Park	0	M	358
Smithfield - Wetherill Park	1	F	8699
Smithfield - Wetherill Park	1	M	8558
St Johns Park - Wakeley	0	F	268
St Johns Park - Wakeley	0	M	201
St Johns Park - Wakeley	1	F	5314
St Johns Park - Wakeley	1	M	5074
Wetherill Park Industrial	0	F	16
Wetherill Park Industrial	0	M	4
Wetherill Park Industrial	1	F	3
Wetherill Park Industrial	1	M	5
Casula	0	F	476
Casula	0	M	456
Casula	1	F	7561
Casula	1	M	7197
Chipping Norton - Moorebank	0	F	373
Chipping Norton - Moorebank	0	M	332
Chipping Norton - Moorebank	1	F	9054
Chipping Norton - Moorebank	1	M	8838
Holsworthy - Wattle Grove	0	F	546
Holsworthy - Wattle Grove	0	M	1146
Holsworthy - Wattle Grove	1	F	9733
Holsworthy - Wattle Grove	1	M	9443
Liverpool	0	F	2067
Liverpool	0	M	2040
Liverpool	1	F	11842
Liverpool	1	M	11669
Lurnea - Cartwright	0	F	408
Lurnea - Cartwright	0	M	363
Lurnea - Cartwright	1	F	5513
Lurnea - Cartwright	1	M	5371
Prestons - Edmondson Park	0	F	373
Prestons - Edmondson Park	0	M	341
Prestons - Edmondson Park	1	F	8550
Prestons - Edmondson Park	1	M	8299
Warwick Farm	0	F	380
Warwick Farm	0	M	416
Warwick Farm	1	F	2436
Warwick Farm	1	M	2548
Gymea - Grays Point	0	F	237
Gymea - Grays Point	0	M	208
Gymea - Grays Point	1	F	8543
Gymea - Grays Point	1	M	8163
Miranda - Yowie Bay	0	F	607
Miranda - Yowie Bay	0	M	451
Miranda - Yowie Bay	1	F	8728
Miranda - Yowie Bay	1	M	8177
Sylvania - Taren Point	0	F	580
Sylvania - Taren Point	0	M	403
Sylvania - Taren Point	1	F	7689
Sylvania - Taren Point	1	M	7143
Caringbah	0	F	549
Caringbah	0	M	452
Caringbah	1	F	5692
Caringbah	1	M	5243
Caringbah South	0	F	151
Caringbah South	0	M	142
Caringbah South	1	F	5879
Caringbah South	1	M	5672
Cronulla - Kurnell - Bundeena	0	F	852
Cronulla - Kurnell - Bundeena	0	M	860
Cronulla - Kurnell - Bundeena	1	F	10781
Cronulla - Kurnell - Bundeena	1	M	10513
Lilli Pilli - Port Hacking - Dolans Bay	0	F	33
Lilli Pilli - Port Hacking - Dolans Bay	0	M	36
Lilli Pilli - Port Hacking - Dolans Bay	1	F	1546
Lilli Pilli - Port Hacking - Dolans Bay	1	M	1483
Woolaware - Burraneer	0	F	105
Woolaware - Burraneer	0	M	118
Woolaware - Burraneer	1	F	3757
Woolaware - Burraneer	1	M	3590
Heathcote - Waterfall	0	F	166
Heathcote - Waterfall	0	M	93
Heathcote - Waterfall	1	F	3170
Heathcote - Waterfall	1	M	2986
Illawong - Alfords Point	0	F	114
Illawong - Alfords Point	0	M	127
Illawong - Alfords Point	1	F	5056
Illawong - Alfords Point	1	M	4968
Menai - Lucas Heights - Woronora	0	F	369
Menai - Lucas Heights - Woronora	0	M	254
Menai - Lucas Heights - Woronora	1	F	10176
Menai - Lucas Heights - Woronora	1	M	10014
Oyster Bay - Como - Jannali	0	F	320
Oyster Bay - Como - Jannali	0	M	255
Oyster Bay - Como - Jannali	1	F	10282
Oyster Bay - Como - Jannali	1	M	9970
Royal National Park	0	F	12
Royal National Park	0	M	8
Royal National Park	1	F	7
Royal National Park	1	M	11
Sutherland - Kirrawee	0	F	731
Sutherland - Kirrawee	0	M	521
Sutherland - Kirrawee	1	F	9983
Sutherland - Kirrawee	1	M	9322
Engadine	0	F	222
Engadine	0	M	196
Engadine	1	F	8299
Engadine	1	M	8057
Loftus - Yarrawarrah	0	F	70
Loftus - Yarrawarrah	0	M	54
Loftus - Yarrawarrah	1	F	3600
Loftus - Yarrawarrah	1	M	3430
Woronora Heights	0	F	25
Woronora Heights	0	M	26
Woronora Heights	1	F	1794
Woronora Heights	1	M	1762
Migratory - Offshore - Shipping (NSW)	0	F	1860
Migratory - Offshore - Shipping (NSW)	0	M	1415
Alfredton	0	F	271
Alfredton	0	M	262
Alfredton	1	F	5565
Alfredton	1	M	5307
Ballarat	0	F	892
Ballarat	0	M	936
Ballarat	1	F	5517
Ballarat	1	M	4895
Ballarat - North	0	F	796
Ballarat - North	0	M	637
Ballarat - North	1	F	10980
Ballarat - North	1	M	10037
Ballarat - South	0	F	921
Ballarat - South	0	M	831
Ballarat - South	1	F	11626
Ballarat - South	1	M	10486
Buninyong	0	F	412
Buninyong	0	M	439
Buninyong	1	F	3129
Buninyong	1	M	3126
Delacombe	0	F	225
Delacombe	0	M	162
Delacombe	1	F	3355
Delacombe	1	M	3176
Smythes Creek	0	F	65
Smythes Creek	0	M	84
Smythes Creek	1	F	1809
Smythes Creek	1	M	1881
Wendouree - Miners Rest	0	F	659
Wendouree - Miners Rest	0	M	490
Wendouree - Miners Rest	1	F	6753
Wendouree - Miners Rest	1	M	6374
Bacchus Marsh Region	0	F	240
Bacchus Marsh Region	0	M	208
Bacchus Marsh Region	1	F	2641
Bacchus Marsh Region	1	M	2670
Creswick - Clunes	0	F	446
Creswick - Clunes	0	M	420
Creswick - Clunes	1	F	3450
Creswick - Clunes	1	M	3380
Daylesford	0	F	576
Daylesford	0	M	510
Daylesford	1	F	4065
Daylesford	1	M	3751
Gordon (Vic.)	0	F	203
Gordon (Vic.)	0	M	242
Gordon (Vic.)	1	F	2543
Gordon (Vic.)	1	M	2558
Avoca	0	F	125
Avoca	0	M	127
Avoca	1	F	1473
Avoca	1	M	1468
Beaufort	0	F	166
Beaufort	0	M	562
Beaufort	1	F	1793
Beaufort	1	M	1800
Golden Plains - North	0	F	105
Golden Plains - North	0	M	99
Golden Plains - North	1	F	2044
Golden Plains - North	1	M	2129
Maryborough (Vic.)	0	F	352
Maryborough (Vic.)	0	M	285
Maryborough (Vic.)	1	F	3723
Maryborough (Vic.)	1	M	3469
Maryborough Region	0	F	141
Maryborough Region	0	M	169
Maryborough Region	1	F	2335
Maryborough Region	1	M	2480
Bendigo	0	F	1045
Bendigo	0	M	985
Bendigo	1	F	6558
Bendigo	1	M	6207
California Gully - Eaglehawk	0	F	460
California Gully - Eaglehawk	0	M	411
California Gully - Eaglehawk	1	F	5582
California Gully - Eaglehawk	1	M	5226
East Bendigo - Kennington	0	F	646
East Bendigo - Kennington	0	M	486
East Bendigo - Kennington	1	F	6282
East Bendigo - Kennington	1	M	5797
Flora Hill - Spring Gully	0	F	519
Flora Hill - Spring Gully	0	M	354
Flora Hill - Spring Gully	1	F	4450
Flora Hill - Spring Gully	1	M	3952
Kangaroo Flat - Golden Square	0	F	830
Kangaroo Flat - Golden Square	0	M	691
Kangaroo Flat - Golden Square	1	F	9314
Kangaroo Flat - Golden Square	1	M	8418
Maiden Gully	0	F	90
Maiden Gully	0	M	98
Maiden Gully	1	F	2389
Maiden Gully	1	M	2402
Strathfieldsaye	0	F	126
Strathfieldsaye	0	M	150
Strathfieldsaye	1	F	4099
Strathfieldsaye	1	M	4007
White Hills - Ascot	0	F	311
White Hills - Ascot	0	M	294
White Hills - Ascot	1	F	5643
White Hills - Ascot	1	M	5299
Bendigo Region - South	0	F	183
Bendigo Region - South	0	M	206
Bendigo Region - South	1	F	3326
Bendigo Region - South	1	M	3323
Castlemaine	0	F	493
Castlemaine	0	M	1101
Castlemaine	1	F	4692
Castlemaine	1	M	4127
Castlemaine Region	0	F	322
Castlemaine Region	0	M	272
Castlemaine Region	1	F	3760
Castlemaine Region	1	M	3837
Heathcote	0	F	197
Heathcote	0	M	177
Heathcote	1	F	2006
Heathcote	1	M	2037
Kyneton	0	F	510
Kyneton	0	M	554
Kyneton	1	F	4381
Kyneton	1	M	4115
Woodend	0	F	329
Woodend	0	M	242
Woodend	1	F	3204
Woodend	1	M	3006
Bendigo Region - North	0	F	123
Bendigo Region - North	0	M	130
Bendigo Region - North	1	F	1992
Bendigo Region - North	1	M	2020
Loddon	0	F	384
Loddon	0	M	420
Loddon	1	F	2962
Loddon	1	M	3140
Bannockburn	0	F	191
Bannockburn	0	M	160
Bannockburn	1	F	2978
Bannockburn	1	M	2994
Golden Plains - South	0	F	142
Golden Plains - South	0	M	165
Golden Plains - South	1	F	3167
Golden Plains - South	1	M	3224
Winchelsea	0	F	195
Winchelsea	0	M	170
Winchelsea	1	F	2610
Winchelsea	1	M	2639
Belmont	0	F	554
Belmont	0	M	422
Belmont	1	F	6609
Belmont	1	M	6159
Corio - Norlane	0	F	1105
Corio - Norlane	0	M	1121
Corio - Norlane	1	F	12276
Corio - Norlane	1	M	11637
Geelong	0	F	990
Geelong	0	M	1034
Geelong	1	F	5820
Geelong	1	M	5335
Geelong West - Hamlyn Heights	0	F	525
Geelong West - Hamlyn Heights	0	M	474
Geelong West - Hamlyn Heights	1	F	9469
Geelong West - Hamlyn Heights	1	M	8546
Grovedale	0	F	861
Grovedale	0	M	604
Grovedale	1	F	10966
Grovedale	1	M	10244
Highton	0	F	912
Highton	0	M	737
Highton	1	F	10168
Highton	1	M	9862
Lara	0	F	423
Lara	0	M	1343
Lara	1	F	8048
Lara	1	M	7773
Leopold	0	F	311
Leopold	0	M	260
Leopold	1	F	6132
Leopold	1	M	5687
Newcomb - Moolap	0	F	569
Newcomb - Moolap	0	M	452
Newcomb - Moolap	1	F	6944
Newcomb - Moolap	1	M	6390
Newtown (Vic.)	0	F	319
Newtown (Vic.)	0	M	308
Newtown (Vic.)	1	F	4786
Newtown (Vic.)	1	M	4413
North Geelong - Bell Park	0	F	693
North Geelong - Bell Park	0	M	535
North Geelong - Bell Park	1	F	6859
North Geelong - Bell Park	1	M	6444
Clifton Springs	0	F	353
Clifton Springs	0	M	286
Clifton Springs	1	F	6384
Clifton Springs	1	M	5889
Lorne - Anglesea	0	F	417
Lorne - Anglesea	0	M	369
Lorne - Anglesea	1	F	2094
Lorne - Anglesea	1	M	2081
Ocean Grove - Barwon Heads	0	F	728
Ocean Grove - Barwon Heads	0	M	646
Ocean Grove - Barwon Heads	1	F	10873
Ocean Grove - Barwon Heads	1	M	10258
Portarlington	0	F	352
Portarlington	0	M	343
Portarlington	1	F	3323
Portarlington	1	M	3150
Point Lonsdale - Queenscliff	0	F	246
Point Lonsdale - Queenscliff	0	M	158
Point Lonsdale - Queenscliff	1	F	1860
Point Lonsdale - Queenscliff	1	M	1612
Torquay	0	F	567
Torquay	0	M	548
Torquay	1	F	8522
Torquay	1	M	8178
Alexandra	0	F	389
Alexandra	0	M	362
Alexandra	1	F	2688
Alexandra	1	M	2685
Euroa	0	F	280
Euroa	0	M	247
Euroa	1	F	2823
Euroa	1	M	2717
Kilmore - Broadford	0	F	557
Kilmore - Broadford	0	M	527
Kilmore - Broadford	1	F	6377
Kilmore - Broadford	1	M	6195
Mansfield (Vic.)	0	F	1915
Mansfield (Vic.)	0	M	2147
Mansfield (Vic.)	1	F	3653
Mansfield (Vic.)	1	M	3583
Nagambie	0	F	202
Nagambie	0	M	207
Nagambie	1	F	1777
Nagambie	1	M	1756
Seymour	0	F	365
Seymour	0	M	370
Seymour	1	F	2776
Seymour	1	M	2725
Seymour Region	0	F	203
Seymour Region	0	M	686
Seymour Region	1	F	1755
Seymour Region	1	M	1917
Upper Yarra Valley	0	F	11
Upper Yarra Valley	0	M	12
Upper Yarra Valley	1	F	84
Upper Yarra Valley	1	M	78
Yea	0	F	155
Yea	0	M	169
Yea	1	F	1525
Yea	1	M	1612
Benalla	0	F	481
Benalla	0	M	397
Benalla	1	F	4812
Benalla	1	M	4388
Benalla Region	0	F	147
Benalla Region	0	M	187
Benalla Region	1	F	1541
Benalla Region	1	M	1601
Rutherglen	0	F	130
Rutherglen	0	M	135
Rutherglen	1	F	1781
Rutherglen	1	M	1712
Wangaratta	0	F	896
Wangaratta	0	M	685
Wangaratta	1	F	8893
Wangaratta	1	M	8008
Wangaratta Region	0	F	340
Wangaratta Region	0	M	353
Wangaratta Region	1	F	4288
Wangaratta Region	1	M	4361
Beechworth	0	F	222
Beechworth	0	M	404
