SA2_NAME16	MaxSchoolingCompleted	Sex	persons
Mansfield (Vic.)	Year 9	F	245
Mansfield (Vic.)	Year 9	M	350
Mansfield (Vic.)	Year 10	F	543
Mansfield (Vic.)	Year 10	M	738
Mansfield (Vic.)	Year 11	F	573
Mansfield (Vic.)	Year 11	M	596
Mansfield (Vic.)	Year 12	F	1668
Mansfield (Vic.)	Year 12	M	1270
Nagambie	Did not go to school	F	8
Nagambie	Did not go to school	M	9
Nagambie	Year 8	F	104
Nagambie	Year 8	M	132
Nagambie	Year 9	F	123
Nagambie	Year 9	M	184
Nagambie	Year 10	F	324
Nagambie	Year 10	M	395
Nagambie	Year 11	F	244
Nagambie	Year 11	M	268
Nagambie	Year 12	F	698
Nagambie	Year 12	M	505
Seymour	Did not go to school	F	3
Seymour	Did not go to school	M	16
Seymour	Year 8	F	229
Seymour	Year 8	M	210
Seymour	Year 9	F	255
Seymour	Year 9	M	305
Seymour	Year 10	F	537
Seymour	Year 10	M	528
Seymour	Year 11	F	394
Seymour	Year 11	M	418
Seymour	Year 12	F	895
Seymour	Year 12	M	770
Seymour Region	Did not go to school	F	3
Seymour Region	Did not go to school	M	4
Seymour Region	Year 8	F	46
Seymour Region	Year 8	M	92
Seymour Region	Year 9	F	122
Seymour Region	Year 9	M	177
Seymour Region	Year 10	F	243
Seymour Region	Year 10	M	385
Seymour Region	Year 11	F	234
Seymour Region	Year 11	M	307
Seymour Region	Year 12	F	748
Seymour Region	Year 12	M	787
Upper Yarra Valley	Year 8	F	3
Upper Yarra Valley	Year 8	M	5
Upper Yarra Valley	Year 9	F	4
Upper Yarra Valley	Year 9	M	9
Upper Yarra Valley	Year 10	F	18
Upper Yarra Valley	Year 10	M	21
Upper Yarra Valley	Year 11	F	15
Upper Yarra Valley	Year 11	M	12
Upper Yarra Valley	Year 12	F	33
Upper Yarra Valley	Year 12	M	18
Yea	Did not go to school	F	3
Yea	Did not go to school	M	4
Yea	Year 8	F	74
Yea	Year 8	M	103
Yea	Year 9	F	110
Yea	Year 9	M	166
Yea	Year 10	F	265
Yea	Year 10	M	335
Yea	Year 11	F	207
Yea	Year 11	M	237
Yea	Year 12	F	640
Yea	Year 12	M	476
Benalla	Did not go to school	F	13
Benalla	Did not go to school	M	11
Benalla	Year 8	F	416
Benalla	Year 8	M	320
Benalla	Year 9	F	383
Benalla	Year 9	M	414
Benalla	Year 10	F	895
Benalla	Year 10	M	880
Benalla	Year 11	F	784
Benalla	Year 11	M	728
Benalla	Year 12	F	1627
Benalla	Year 12	M	1296
Benalla Region	Did not go to school	F	3
Benalla Region	Did not go to school	M	4
Benalla Region	Year 8	F	60
Benalla Region	Year 8	M	90
Benalla Region	Year 9	F	110
Benalla Region	Year 9	M	126
Benalla Region	Year 10	F	242
Benalla Region	Year 10	M	337
Benalla Region	Year 11	F	267
Benalla Region	Year 11	M	286
Benalla Region	Year 12	F	632
Benalla Region	Year 12	M	476
Rutherglen	Did not go to school	F	8
Rutherglen	Did not go to school	M	4
Rutherglen	Year 8	F	81
Rutherglen	Year 8	M	94
Rutherglen	Year 9	F	130
Rutherglen	Year 9	M	157
Rutherglen	Year 10	F	342
Rutherglen	Year 10	M	429
Rutherglen	Year 11	F	239
Rutherglen	Year 11	M	262
Rutherglen	Year 12	F	658
Rutherglen	Year 12	M	482
Wangaratta	Did not go to school	F	36
Wangaratta	Did not go to school	M	32
Wangaratta	Year 8	F	652
Wangaratta	Year 8	M	535
Wangaratta	Year 9	F	665
Wangaratta	Year 9	M	631
Wangaratta	Year 10	F	1548
Wangaratta	Year 10	M	1565
Wangaratta	Year 11	F	1374
Wangaratta	Year 11	M	1187
Wangaratta	Year 12	F	3129
Wangaratta	Year 12	M	2397
Wangaratta Region	Did not go to school	F	8
Wangaratta Region	Did not go to school	M	3
Wangaratta Region	Year 8	F	174
Wangaratta Region	Year 8	M	251
Wangaratta Region	Year 9	F	235
Wangaratta Region	Year 9	M	382
Wangaratta Region	Year 10	F	632
Wangaratta Region	Year 10	M	974
Wangaratta Region	Year 11	F	633
Wangaratta Region	Year 11	M	686
Wangaratta Region	Year 12	F	1793
Wangaratta Region	Year 12	M	1298
Beechworth	Did not go to school	F	13
Beechworth	Did not go to school	M	3
Beechworth	Year 8	F	92
Beechworth	Year 8	M	89
Beechworth	Year 9	F	98
Beechworth	Year 9	M	122
Beechworth	Year 10	F	285
Beechworth	Year 10	M	331
Beechworth	Year 11	F	277
Beechworth	Year 11	M	263
Beechworth	Year 12	F	947
Beechworth	Year 12	M	705
Bright - Mount Beauty	Did not go to school	F	13
Bright - Mount Beauty	Did not go to school	M	6
Bright - Mount Beauty	Year 8	F	134
Bright - Mount Beauty	Year 8	M	201
Bright - Mount Beauty	Year 9	F	208
Bright - Mount Beauty	Year 9	M	218
Bright - Mount Beauty	Year 10	F	610
Bright - Mount Beauty	Year 10	M	698
Bright - Mount Beauty	Year 11	F	518
Bright - Mount Beauty	Year 11	M	526
Bright - Mount Beauty	Year 12	F	1570
Bright - Mount Beauty	Year 12	M	1317
Chiltern - Indigo Valley	Did not go to school	M	3
Chiltern - Indigo Valley	Year 8	F	49
Chiltern - Indigo Valley	Year 8	M	80
Chiltern - Indigo Valley	Year 9	F	98
Chiltern - Indigo Valley	Year 9	M	119
Chiltern - Indigo Valley	Year 10	F	287
Chiltern - Indigo Valley	Year 10	M	325
Chiltern - Indigo Valley	Year 11	F	192
Chiltern - Indigo Valley	Year 11	M	201
Chiltern - Indigo Valley	Year 12	F	533
Chiltern - Indigo Valley	Year 12	M	399
Myrtleford	Did not go to school	F	7
Myrtleford	Did not go to school	M	18
Myrtleford	Year 8	F	162
Myrtleford	Year 8	M	162
Myrtleford	Year 9	F	145
Myrtleford	Year 9	M	187
Myrtleford	Year 10	F	366
Myrtleford	Year 10	M	422
Myrtleford	Year 11	F	350
Myrtleford	Year 11	M	368
Myrtleford	Year 12	F	758
Myrtleford	Year 12	M	519
Towong	Did not go to school	F	3
Towong	Did not go to school	M	3
Towong	Year 8	F	151
Towong	Year 8	M	223
Towong	Year 9	F	189
Towong	Year 9	M	247
Towong	Year 10	F	540
Towong	Year 10	M	641
Towong	Year 11	F	419
Towong	Year 11	M	462
Towong	Year 12	F	894
Towong	Year 12	M	718
West Wodonga	Did not go to school	F	25
West Wodonga	Did not go to school	M	30
West Wodonga	Year 8	F	294
West Wodonga	Year 8	M	304
West Wodonga	Year 9	F	491
West Wodonga	Year 9	M	496
West Wodonga	Year 10	F	1389
West Wodonga	Year 10	M	1467
West Wodonga	Year 11	F	895
West Wodonga	Year 11	M	929
West Wodonga	Year 12	F	2584
West Wodonga	Year 12	M	1984
Wodonga	Did not go to school	F	52
Wodonga	Did not go to school	M	61
Wodonga	Year 8	F	543
Wodonga	Year 8	M	523
Wodonga	Year 9	F	721
Wodonga	Year 9	M	721
Wodonga	Year 10	F	2059
Wodonga	Year 10	M	2260
Wodonga	Year 11	F	1401
Wodonga	Year 11	M	1421
Wodonga	Year 12	F	4204
Wodonga	Year 12	M	3680
Yackandandah	Year 8	F	87
Yackandandah	Year 8	M	112
Yackandandah	Year 9	F	103
Yackandandah	Year 9	M	125
Yackandandah	Year 10	F	340
Yackandandah	Year 10	M	445
Yackandandah	Year 11	F	300
Yackandandah	Year 11	M	289
Yackandandah	Year 12	F	911
Yackandandah	Year 12	M	656
Drouin	Did not go to school	F	31
Drouin	Did not go to school	M	20
Drouin	Year 8	F	421
Drouin	Year 8	M	434
Drouin	Year 9	F	593
Drouin	Year 9	M	696
Drouin	Year 10	F	1309
Drouin	Year 10	M	1494
Drouin	Year 11	F	1045
Drouin	Year 11	M	995
Drouin	Year 12	F	2663
Drouin	Year 12	M	1984
Mount Baw Baw Region	Did not go to school	F	4
Mount Baw Baw Region	Did not go to school	M	6
Mount Baw Baw Region	Year 8	F	135
Mount Baw Baw Region	Year 8	M	175
Mount Baw Baw Region	Year 9	F	199
Mount Baw Baw Region	Year 9	M	270
Mount Baw Baw Region	Year 10	F	445
Mount Baw Baw Region	Year 10	M	598
Mount Baw Baw Region	Year 11	F	400
Mount Baw Baw Region	Year 11	M	457
Mount Baw Baw Region	Year 12	F	1050
Mount Baw Baw Region	Year 12	M	757
Trafalgar (Vic.)	Did not go to school	F	10
Trafalgar (Vic.)	Did not go to school	M	8
Trafalgar (Vic.)	Year 8	F	196
Trafalgar (Vic.)	Year 8	M	179
Trafalgar (Vic.)	Year 9	F	226
Trafalgar (Vic.)	Year 9	M	291
Trafalgar (Vic.)	Year 10	F	578
Trafalgar (Vic.)	Year 10	M	713
Trafalgar (Vic.)	Year 11	F	543
Trafalgar (Vic.)	Year 11	M	564
Trafalgar (Vic.)	Year 12	F	1324
Trafalgar (Vic.)	Year 12	M	932
Warragul	Did not go to school	F	34
Warragul	Did not go to school	M	36
Warragul	Year 8	F	496
Warragul	Year 8	M	451
Warragul	Year 9	F	609
Warragul	Year 9	M	593
Warragul	Year 10	F	1360
Warragul	Year 10	M	1607
Warragul	Year 11	F	1302
Warragul	Year 11	M	1209
Warragul	Year 12	F	3579
Warragul	Year 12	M	2707
Bairnsdale	Did not go to school	F	23
Bairnsdale	Did not go to school	M	31
Bairnsdale	Year 8	F	491
Bairnsdale	Year 8	M	402
Bairnsdale	Year 9	F	546
Bairnsdale	Year 9	M	587
Bairnsdale	Year 10	F	1179
Bairnsdale	Year 10	M	1200
Bairnsdale	Year 11	F	1009
Bairnsdale	Year 11	M	851
Bairnsdale	Year 12	F	2345
Bairnsdale	Year 12	M	1777
Bruthen - Omeo	Did not go to school	F	3
Bruthen - Omeo	Did not go to school	M	4
Bruthen - Omeo	Year 8	F	185
Bruthen - Omeo	Year 8	M	263
Bruthen - Omeo	Year 9	F	239
Bruthen - Omeo	Year 9	M	386
Bruthen - Omeo	Year 10	F	611
Bruthen - Omeo	Year 10	M	800
Bruthen - Omeo	Year 11	F	528
Bruthen - Omeo	Year 11	M	554
Bruthen - Omeo	Year 12	F	1249
Bruthen - Omeo	Year 12	M	936
Lakes Entrance	Did not go to school	F	7
Lakes Entrance	Did not go to school	M	16
Lakes Entrance	Year 8	F	259
Lakes Entrance	Year 8	M	313
Lakes Entrance	Year 9	F	387
Lakes Entrance	Year 9	M	444
Lakes Entrance	Year 10	F	914
Lakes Entrance	Year 10	M	1013
Lakes Entrance	Year 11	F	695
Lakes Entrance	Year 11	M	647
Lakes Entrance	Year 12	F	1527
Lakes Entrance	Year 12	M	1178
Orbost	Did not go to school	F	14
Orbost	Did not go to school	M	15
Orbost	Year 8	F	197
Orbost	Year 8	M	272
Orbost	Year 9	F	245
Orbost	Year 9	M	337
Orbost	Year 10	F	521
Orbost	Year 10	M	626
Orbost	Year 11	F	440
Orbost	Year 11	M	447
Orbost	Year 12	F	956
Orbost	Year 12	M	750
Paynesville	Did not go to school	F	8
Paynesville	Did not go to school	M	11
Paynesville	Year 8	F	155
Paynesville	Year 8	M	178
Paynesville	Year 9	F	246
Paynesville	Year 9	M	254
Paynesville	Year 10	F	633
Paynesville	Year 10	M	670
Paynesville	Year 11	F	419
Paynesville	Year 11	M	435
Paynesville	Year 12	F	1072
Paynesville	Year 12	M	908
Foster	Did not go to school	F	3
Foster	Did not go to school	M	3
Foster	Year 8	F	217
Foster	Year 8	M	277
Foster	Year 9	F	251
Foster	Year 9	M	379
Foster	Year 10	F	652
Foster	Year 10	M	770
Foster	Year 11	F	624
Foster	Year 11	M	672
Foster	Year 12	F	1537
Foster	Year 12	M	1136
French Island	Year 8	M	3
French Island	Year 9	F	3
French Island	Year 9	M	5
French Island	Year 10	F	7
French Island	Year 10	M	8
French Island	Year 11	F	5
French Island	Year 11	M	12
French Island	Year 12	F	29
French Island	Year 12	M	25
Korumburra	Did not go to school	F	15
Korumburra	Did not go to school	M	7
Korumburra	Year 8	F	252
Korumburra	Year 8	M	261
Korumburra	Year 9	F	315
Korumburra	Year 9	M	377
Korumburra	Year 10	F	732
Korumburra	Year 10	M	828
Korumburra	Year 11	F	680
Korumburra	Year 11	M	717
Korumburra	Year 12	F	1474
Korumburra	Year 12	M	1044
Leongatha	Did not go to school	F	24
Leongatha	Did not go to school	M	13
Leongatha	Year 8	F	260
Leongatha	Year 8	M	281
Leongatha	Year 9	F	355
Leongatha	Year 9	M	433
Leongatha	Year 10	F	790
Leongatha	Year 10	M	1015
Leongatha	Year 11	F	846
Leongatha	Year 11	M	781
Leongatha	Year 12	F	1902
Leongatha	Year 12	M	1347
Phillip Island	Did not go to school	F	16
Phillip Island	Did not go to school	M	17
Phillip Island	Year 8	F	247
Phillip Island	Year 8	M	208
Phillip Island	Year 9	F	337
Phillip Island	Year 9	M	353
Phillip Island	Year 10	F	845
Phillip Island	Year 10	M	916
Phillip Island	Year 11	F	689
Phillip Island	Year 11	M	700
Phillip Island	Year 12	F	1972
Phillip Island	Year 12	M	1506
Wilsons Promontory	Year 10	F	3
Wilsons Promontory	Year 10	M	5
Wilsons Promontory	Year 12	M	4
Wonthaggi - Inverloch	Did not go to school	F	30
Wonthaggi - Inverloch	Did not go to school	M	38
Wonthaggi - Inverloch	Year 8	F	697
Wonthaggi - Inverloch	Year 8	M	661
Wonthaggi - Inverloch	Year 9	F	867
Wonthaggi - Inverloch	Year 9	M	962
Wonthaggi - Inverloch	Year 10	F	1837
Wonthaggi - Inverloch	Year 10	M	1983
Wonthaggi - Inverloch	Year 11	F	1484
Wonthaggi - Inverloch	Year 11	M	1462
Wonthaggi - Inverloch	Year 12	F	3653
Wonthaggi - Inverloch	Year 12	M	2858
Churchill	Did not go to school	F	15
Churchill	Did not go to school	M	16
Churchill	Year 8	F	237
Churchill	Year 8	M	257
Churchill	Year 9	F	376
Churchill	Year 9	M	370
Churchill	Year 10	F	851
Churchill	Year 10	M	1061
Churchill	Year 11	F	782
Churchill	Year 11	M	880
Churchill	Year 12	F	2004
Churchill	Year 12	M	1590
Moe - Newborough	Did not go to school	F	47
Moe - Newborough	Did not go to school	M	29
Moe - Newborough	Year 8	F	657
Moe - Newborough	Year 8	M	529
Moe - Newborough	Year 9	F	727
Moe - Newborough	Year 9	M	682
Moe - Newborough	Year 10	F	1419
Moe - Newborough	Year 10	M	1577
Moe - Newborough	Year 11	F	1202
Moe - Newborough	Year 11	M	1166
Moe - Newborough	Year 12	F	2295
Moe - Newborough	Year 12	M	1882
Morwell	Did not go to school	F	58
Morwell	Did not go to school	M	48
Morwell	Year 8	F	601
Morwell	Year 8	M	508
Morwell	Year 9	F	612
Morwell	Year 9	M	529
Morwell	Year 10	F	1143
Morwell	Year 10	M	1176
Morwell	Year 11	F	920
Morwell	Year 11	M	907
Morwell	Year 12	F	1797
Morwell	Year 12	M	1632
Traralgon	Did not go to school	F	55
Traralgon	Did not go to school	M	40
Traralgon	Year 8	F	706
Traralgon	Year 8	M	661
Traralgon	Year 9	F	861
Traralgon	Year 9	M	770
Traralgon	Year 10	F	2010
Traralgon	Year 10	M	2056
Traralgon	Year 11	F	1760
Traralgon	Year 11	M	1922
Traralgon	Year 12	F	4761
Traralgon	Year 12	M	3763
Yallourn North - Glengarry	Did not go to school	F	3
Yallourn North - Glengarry	Did not go to school	M	3
Yallourn North - Glengarry	Year 8	F	95
Yallourn North - Glengarry	Year 8	M	104
Yallourn North - Glengarry	Year 9	F	126
Yallourn North - Glengarry	Year 9	M	178
Yallourn North - Glengarry	Year 10	F	333
Yallourn North - Glengarry	Year 10	M	481
Yallourn North - Glengarry	Year 11	F	351
Yallourn North - Glengarry	Year 11	M	384
Yallourn North - Glengarry	Year 12	F	732
Yallourn North - Glengarry	Year 12	M	555
Alps - West	Year 9	M	5
Alps - West	Year 10	M	3
Alps - West	Year 11	F	4
Alps - West	Year 12	F	3
Alps - West	Year 12	M	3
Longford - Loch Sport	Did not go to school	F	10
Longford - Loch Sport	Did not go to school	M	5
Longford - Loch Sport	Year 8	F	89
Longford - Loch Sport	Year 8	M	147
Longford - Loch Sport	Year 9	F	161
Longford - Loch Sport	Year 9	M	218
Longford - Loch Sport	Year 10	F	361
Longford - Loch Sport	Year 10	M	469
Longford - Loch Sport	Year 11	F	279
Longford - Loch Sport	Year 11	M	307
Longford - Loch Sport	Year 12	F	585
Longford - Loch Sport	Year 12	M	506
Maffra	Did not go to school	F	16
Maffra	Did not go to school	M	5
Maffra	Year 8	F	351
Maffra	Year 8	M	432
Maffra	Year 9	F	499
Maffra	Year 9	M	648
Maffra	Year 10	F	1072
Maffra	Year 10	M	1324
Maffra	Year 11	F	1035
Maffra	Year 11	M	1032
Maffra	Year 12	F	2201
Maffra	Year 12	M	1499
Rosedale	Did not go to school	M	6
Rosedale	Year 8	F	79
Rosedale	Year 8	M	114
Rosedale	Year 9	F	113
Rosedale	Year 9	M	164
Rosedale	Year 10	F	321
Rosedale	Year 10	M	396
Rosedale	Year 11	F	289
Rosedale	Year 11	M	337
Rosedale	Year 12	F	595
Rosedale	Year 12	M	428
Sale	Did not go to school	F	32
Sale	Did not go to school	M	38
Sale	Year 8	F	384
Sale	Year 8	M	354
Sale	Year 9	F	495
Sale	Year 9	M	468
Sale	Year 10	F	1126
Sale	Year 10	M	1143
Sale	Year 11	F	1016
Sale	Year 11	M	900
Sale	Year 12	F	2576
Sale	Year 12	M	2112
Yarram	Did not go to school	F	4
Yarram	Did not go to school	M	8
Yarram	Year 8	F	156
Yarram	Year 8	M	221
Yarram	Year 9	F	189
Yarram	Year 9	M	282
Yarram	Year 10	F	471
Yarram	Year 10	M	554
Yarram	Year 11	F	402
Yarram	Year 11	M	413
Yarram	Year 12	F	792
Yarram	Year 12	M	544
Brunswick	Did not go to school	F	216
Brunswick	Did not go to school	M	131
Brunswick	Year 8	F	700
Brunswick	Year 8	M	477
Brunswick	Year 9	F	184
Brunswick	Year 9	M	246
Brunswick	Year 10	F	419
Brunswick	Year 10	M	619
Brunswick	Year 11	F	491
Brunswick	Year 11	M	596
Brunswick	Year 12	F	8894
Brunswick	Year 12	M	8141
Brunswick East	Did not go to school	F	68
Brunswick East	Did not go to school	M	52
Brunswick East	Year 8	F	270
Brunswick East	Year 8	M	187
Brunswick East	Year 9	F	92
Brunswick East	Year 9	M	84
Brunswick East	Year 10	F	224
Brunswick East	Year 10	M	213
Brunswick East	Year 11	F	191
Brunswick East	Year 11	M	272
Brunswick East	Year 12	F	4001
Brunswick East	Year 12	M	3426
Brunswick West	Did not go to school	F	113
Brunswick West	Did not go to school	M	69
Brunswick West	Year 8	F	393
Brunswick West	Year 8	M	313
Brunswick West	Year 9	F	153
Brunswick West	Year 9	M	171
Brunswick West	Year 10	F	358
Brunswick West	Year 10	M	378
Brunswick West	Year 11	F	345
Brunswick West	Year 11	M	368
Brunswick West	Year 12	F	4402
Brunswick West	Year 12	M	3899
Coburg	Did not go to school	F	313
Coburg	Did not go to school	M	195
Coburg	Year 8	F	1052
Coburg	Year 8	M	756
Coburg	Year 9	F	355
Coburg	Year 9	M	353
Coburg	Year 10	F	717
Coburg	Year 10	M	886
Coburg	Year 11	F	710
Coburg	Year 11	M	873
Coburg	Year 12	F	7480
Coburg	Year 12	M	6859
Pascoe Vale South	Did not go to school	F	59
Pascoe Vale South	Did not go to school	M	30
Pascoe Vale South	Year 8	F	353
Pascoe Vale South	Year 8	M	275
Pascoe Vale South	Year 9	F	179
Pascoe Vale South	Year 9	M	161
Pascoe Vale South	Year 10	F	329
Pascoe Vale South	Year 10	M	413
Pascoe Vale South	Year 11	F	387
Pascoe Vale South	Year 11	M	408
Pascoe Vale South	Year 12	F	2542
Pascoe Vale South	Year 12	M	2317
Alphington - Fairfield	Did not go to school	F	43
Alphington - Fairfield	Did not go to school	M	39
Alphington - Fairfield	Year 8	F	240
Alphington - Fairfield	Year 8	M	151
Alphington - Fairfield	Year 9	F	114
Alphington - Fairfield	Year 9	M	119
Alphington - Fairfield	Year 10	F	229
Alphington - Fairfield	Year 10	M	286
Alphington - Fairfield	Year 11	F	243
Alphington - Fairfield	Year 11	M	282
Alphington - Fairfield	Year 12	F	2797
Alphington - Fairfield	Year 12	M	2441
Northcote	Did not go to school	F	189
Northcote	Did not go to school	M	120
Northcote	Year 8	F	683
Northcote	Year 8	M	479
Northcote	Year 9	F	249
Northcote	Year 9	M	266
Northcote	Year 10	F	531
Northcote	Year 10	M	606
Northcote	Year 11	F	554
Northcote	Year 11	M	649
Northcote	Year 12	F	8114
Northcote	Year 12	M	6680
Thornbury	Did not go to school	F	169
Thornbury	Did not go to school	M	105
Thornbury	Year 8	F	684
Thornbury	Year 8	M	466
Thornbury	Year 9	F	226
Thornbury	Year 9	M	224
Thornbury	Year 10	F	405
Thornbury	Year 10	M	533
Thornbury	Year 11	F	483
Thornbury	Year 11	M	543
Thornbury	Year 12	F	5635
Thornbury	Year 12	M	4756
Ascot Vale	Did not go to school	F	121
Ascot Vale	Did not go to school	M	72
Ascot Vale	Year 8	F	337
Ascot Vale	Year 8	M	275
Ascot Vale	Year 9	F	189
Ascot Vale	Year 9	M	195
Ascot Vale	Year 10	F	422
Ascot Vale	Year 10	M	463
Ascot Vale	Year 11	F	448
Ascot Vale	Year 11	M	487
Ascot Vale	Year 12	F	4264
Ascot Vale	Year 12	M	3870
Essendon - Aberfeldie	Did not go to school	F	92
Essendon - Aberfeldie	Did not go to school	M	58
Essendon - Aberfeldie	Year 8	F	522
Essendon - Aberfeldie	Year 8	M	382
Essendon - Aberfeldie	Year 9	F	454
Essendon - Aberfeldie	Year 9	M	430
Essendon - Aberfeldie	Year 10	F	1067
Essendon - Aberfeldie	Year 10	M	1024
Essendon - Aberfeldie	Year 11	F	1124
Essendon - Aberfeldie	Year 11	M	1140
Essendon - Aberfeldie	Year 12	F	7943
Essendon - Aberfeldie	Year 12	M	7103
Flemington	Did not go to school	F	180
Flemington	Did not go to school	M	65
Flemington	Year 8	F	256
Flemington	Year 8	M	163
Flemington	Year 9	F	122
Flemington	Year 9	M	100
Flemington	Year 10	F	236
Flemington	Year 10	M	250
Flemington	Year 11	F	210
Flemington	Year 11	M	232
Flemington	Year 12	F	2986
Flemington	Year 12	M	2731
Moonee Ponds	Did not go to school	F	81
Moonee Ponds	Did not go to school	M	58
Moonee Ponds	Year 8	F	398
Moonee Ponds	Year 8	M	276
Moonee Ponds	Year 9	F	191
Moonee Ponds	Year 9	M	185
Moonee Ponds	Year 10	F	410
Moonee Ponds	Year 10	M	441
Moonee Ponds	Year 11	F	491
Moonee Ponds	Year 11	M	510
Moonee Ponds	Year 12	F	4214
Moonee Ponds	Year 12	M	3833
Carlton	Did not go to school	F	116
Carlton	Did not go to school	M	59
Carlton	Year 8	F	222
Carlton	Year 8	M	125
Carlton	Year 9	F	144
Carlton	Year 9	M	128
Carlton	Year 10	F	278
Carlton	Year 10	M	233
Carlton	Year 11	F	395
Carlton	Year 11	M	360
Carlton	Year 12	F	7640
Carlton	Year 12	M	6394
Docklands	Did not go to school	F	19
Docklands	Did not go to school	M	26
Docklands	Year 8	F	30
Docklands	Year 8	M	47
Docklands	Year 9	F	68
Docklands	Year 9	M	70
Docklands	Year 10	F	198
Docklands	Year 10	M	232
Docklands	Year 11	F	214
Docklands	Year 11	M	239
Docklands	Year 12	F	3745
Docklands	Year 12	M	3930
East Melbourne	Did not go to school	F	8
East Melbourne	Did not go to school	M	4
East Melbourne	Year 8	F	25
East Melbourne	Year 8	M	14
East Melbourne	Year 9	F	32
East Melbourne	Year 9	M	22
East Melbourne	Year 10	F	105
East Melbourne	Year 10	M	71
East Melbourne	Year 11	F	139
East Melbourne	Year 11	M	113
East Melbourne	Year 12	F	1819
East Melbourne	Year 12	M	1726
Flemington Racecourse	Year 12	F	23
Flemington Racecourse	Year 12	M	17
Kensington (Vic.)	Did not go to school	F	69
Kensington (Vic.)	Did not go to school	M	38
Kensington (Vic.)	Year 8	F	147
Kensington (Vic.)	Year 8	M	123
Kensington (Vic.)	Year 9	F	85
Kensington (Vic.)	Year 9	M	105
Kensington (Vic.)	Year 10	F	222
Kensington (Vic.)	Year 10	M	253
Kensington (Vic.)	Year 11	F	224
Kensington (Vic.)	Year 11	M	243
Kensington (Vic.)	Year 12	F	3685
Kensington (Vic.)	Year 12	M	3304
Melbourne	Did not go to school	F	97
Melbourne	Did not go to school	M	96
Melbourne	Year 8	F	145
Melbourne	Year 8	M	131
Melbourne	Year 9	F	198
Melbourne	Year 9	M	187
Melbourne	Year 10	F	316
Melbourne	Year 10	M	403
Melbourne	Year 11	F	675
Melbourne	Year 11	M	776
Melbourne	Year 12	F	14923
Melbourne	Year 12	M	13663
North Melbourne	Did not go to school	F	112
North Melbourne	Did not go to school	M	49
North Melbourne	Year 8	F	215
North Melbourne	Year 8	M	134
North Melbourne	Year 9	F	149
North Melbourne	Year 9	M	161
North Melbourne	Year 10	F	282
North Melbourne	Year 10	M	340
North Melbourne	Year 11	F	352
North Melbourne	Year 11	M	410
North Melbourne	Year 12	F	7148
North Melbourne	Year 12	M	6713
Parkville	Did not go to school	F	18
Parkville	Did not go to school	M	5
Parkville	Year 8	F	65
Parkville	Year 8	M	32
Parkville	Year 9	F	45
Parkville	Year 9	M	25
Parkville	Year 10	F	99
Parkville	Year 10	M	81
Parkville	Year 11	F	96
Parkville	Year 11	M	87
Parkville	Year 12	F	2879
Parkville	Year 12	M	2640
South Yarra - West	Did not go to school	F	3
South Yarra - West	Did not go to school	M	4
South Yarra - West	Year 8	F	25
South Yarra - West	Year 8	M	27
South Yarra - West	Year 9	F	57
South Yarra - West	Year 9	M	37
South Yarra - West	Year 10	F	134
South Yarra - West	Year 10	M	111
South Yarra - West	Year 11	F	192
South Yarra - West	Year 11	M	147
South Yarra - West	Year 12	F	2191
South Yarra - West	Year 12	M	1932
Southbank	Did not go to school	F	45
Southbank	Did not go to school	M	32
Southbank	Year 8	F	63
Southbank	Year 8	M	50
Southbank	Year 9	F	80
Southbank	Year 9	M	94
Southbank	Year 10	F	289
Southbank	Year 10	M	293
Southbank	Year 11	F	374
Southbank	Year 11	M	449
Southbank	Year 12	F	6801
Southbank	Year 12	M	6791
Albert Park	Did not go to school	F	39
Albert Park	Did not go to school	M	30
Albert Park	Year 8	F	218
Albert Park	Year 8	M	179
Albert Park	Year 9	F	144
Albert Park	Year 9	M	150
Albert Park	Year 10	F	352
Albert Park	Year 10	M	370
Albert Park	Year 11	F	467
Albert Park	Year 11	M	417
Albert Park	Year 12	F	4935
Albert Park	Year 12	M	4674
Elwood	Did not go to school	F	24
Elwood	Did not go to school	M	18
Elwood	Year 8	F	108
Elwood	Year 8	M	87
Elwood	Year 9	F	97
Elwood	Year 9	M	129
Elwood	Year 10	F	341
Elwood	Year 10	M	388
Elwood	Year 11	F	405
Elwood	Year 11	M	407
Elwood	Year 12	F	5366
Elwood	Year 12	M	4402
Port Melbourne	Did not go to school	F	51
Port Melbourne	Did not go to school	M	30
Port Melbourne	Year 8	F	299
Port Melbourne	Year 8	M	226
Port Melbourne	Year 9	F	187
Port Melbourne	Year 9	M	181
Port Melbourne	Year 10	F	525
Port Melbourne	Year 10	M	565
Port Melbourne	Year 11	F	522
Port Melbourne	Year 11	M	532
Port Melbourne	Year 12	F	5043
Port Melbourne	Year 12	M	4408
Port Melbourne Industrial	Year 10	M	3
Port Melbourne Industrial	Year 12	F	3
Port Melbourne Industrial	Year 12	M	6
South Melbourne	Did not go to school	F	48
South Melbourne	Did not go to school	M	33
South Melbourne	Year 8	F	178
South Melbourne	Year 8	M	142
South Melbourne	Year 9	F	129
South Melbourne	Year 9	M	104
South Melbourne	Year 10	F	308
South Melbourne	Year 10	M	298
South Melbourne	Year 11	F	339
South Melbourne	Year 11	M	297
South Melbourne	Year 12	F	3760
South Melbourne	Year 12	M	3499
St Kilda	Did not go to school	F	45
St Kilda	Did not go to school	M	38
St Kilda	Year 8	F	223
St Kilda	Year 8	M	228
