SA2_NAME16	Age5yr	Indigenous	persons
Queanbeyan Region	25-29		93
Queanbeyan Region	25-29	0	741
Queanbeyan Region	25-29	1	19
Queanbeyan Region	30-34		76
Queanbeyan Region	30-34	0	792
Queanbeyan Region	30-34	1	18
Queanbeyan Region	35-39		92
Queanbeyan Region	35-39	0	957
Queanbeyan Region	35-39	1	21
Queanbeyan Region	40-44		131
Queanbeyan Region	40-44	0	1179
Queanbeyan Region	40-44	1	22
Queanbeyan Region	45-49		135
Queanbeyan Region	45-49	0	1350
Queanbeyan Region	45-49	1	20
Queanbeyan Region	50-54		156
Queanbeyan Region	50-54	0	1259
Queanbeyan Region	50-54	1	11
Queanbeyan Region	55-59		129
Queanbeyan Region	55-59	0	1159
Queanbeyan Region	55-59	1	21
Queanbeyan Region	60-64		116
Queanbeyan Region	60-64	0	997
Queanbeyan Region	60-64	1	10
Queanbeyan Region	65+		215
Queanbeyan Region	65+	0	1715
Queanbeyan Region	65+	1	4
Queanbeyan West - Jerrabomberra	0-4		25
Queanbeyan West - Jerrabomberra	0-4	0	782
Queanbeyan West - Jerrabomberra	0-4	1	39
Queanbeyan West - Jerrabomberra	5-9		36
Queanbeyan West - Jerrabomberra	5-9	0	971
Queanbeyan West - Jerrabomberra	5-9	1	33
Queanbeyan West - Jerrabomberra	10-14		39
Queanbeyan West - Jerrabomberra	10-14	0	954
Queanbeyan West - Jerrabomberra	10-14	1	40
Queanbeyan West - Jerrabomberra	15-19		33
Queanbeyan West - Jerrabomberra	15-19	0	947
Queanbeyan West - Jerrabomberra	15-19	1	43
Queanbeyan West - Jerrabomberra	20-24		35
Queanbeyan West - Jerrabomberra	20-24	0	666
Queanbeyan West - Jerrabomberra	20-24	1	37
Queanbeyan West - Jerrabomberra	25-29		32
Queanbeyan West - Jerrabomberra	25-29	0	593
Queanbeyan West - Jerrabomberra	25-29	1	40
Queanbeyan West - Jerrabomberra	30-34		35
Queanbeyan West - Jerrabomberra	30-34	0	731
Queanbeyan West - Jerrabomberra	30-34	1	27
Queanbeyan West - Jerrabomberra	35-39		29
Queanbeyan West - Jerrabomberra	35-39	0	793
Queanbeyan West - Jerrabomberra	35-39	1	14
Queanbeyan West - Jerrabomberra	40-44		48
Queanbeyan West - Jerrabomberra	40-44	0	1011
Queanbeyan West - Jerrabomberra	40-44	1	13
Queanbeyan West - Jerrabomberra	45-49		54
Queanbeyan West - Jerrabomberra	45-49	0	1186
Queanbeyan West - Jerrabomberra	45-49	1	14
Queanbeyan West - Jerrabomberra	50-54		49
Queanbeyan West - Jerrabomberra	50-54	0	1065
Queanbeyan West - Jerrabomberra	50-54	1	13
Queanbeyan West - Jerrabomberra	55-59		35
Queanbeyan West - Jerrabomberra	55-59	0	727
Queanbeyan West - Jerrabomberra	55-59	1	16
Queanbeyan West - Jerrabomberra	60-64		16
Queanbeyan West - Jerrabomberra	60-64	0	506
Queanbeyan West - Jerrabomberra	60-64	1	9
Queanbeyan West - Jerrabomberra	65+		41
Queanbeyan West - Jerrabomberra	65+	0	876
Queanbeyan West - Jerrabomberra	65+	1	11
Bombala	0-4		8
Bombala	0-4	0	122
Bombala	0-4	1	6
Bombala	5-9		16
Bombala	5-9	0	127
Bombala	5-9	1	3
Bombala	10-14		6
Bombala	10-14	0	108
Bombala	10-14	1	5
Bombala	15-19		7
Bombala	15-19	0	111
Bombala	15-19	1	8
Bombala	20-24	0	99
Bombala	25-29		3
Bombala	25-29	0	88
Bombala	25-29	1	5
Bombala	30-34		10
Bombala	30-34	0	113
Bombala	35-39		13
Bombala	35-39	0	105
Bombala	35-39	1	3
Bombala	40-44		6
Bombala	40-44	0	109
Bombala	45-49		15
Bombala	45-49	0	140
Bombala	45-49	1	3
Bombala	50-54		14
Bombala	50-54	0	160
Bombala	50-54	1	5
Bombala	55-59		6
Bombala	55-59	0	178
Bombala	55-59	1	3
Bombala	60-64		13
Bombala	60-64	0	188
Bombala	60-64	1	3
Bombala	65+		47
Bombala	65+	0	526
Bombala	65+	1	3
Cooma	0-4		13
Cooma	0-4	0	299
Cooma	0-4	1	12
Cooma	5-9		19
Cooma	5-9	0	351
Cooma	5-9	1	15
Cooma	10-14		15
Cooma	10-14	0	317
Cooma	10-14	1	19
Cooma	15-19		24
Cooma	15-19	0	353
Cooma	15-19	1	29
Cooma	20-24		23
Cooma	20-24	0	313
Cooma	20-24	1	15
Cooma	25-29		21
Cooma	25-29	0	338
Cooma	25-29	1	15
Cooma	30-34		34
Cooma	30-34	0	345
Cooma	30-34	1	15
Cooma	35-39		14
Cooma	35-39	0	318
Cooma	35-39	1	13
Cooma	40-44		31
Cooma	40-44	0	347
Cooma	40-44	1	28
Cooma	45-49		32
Cooma	45-49	0	406
Cooma	45-49	1	10
Cooma	50-54		39
Cooma	50-54	0	444
Cooma	50-54	1	13
Cooma	55-59		30
Cooma	55-59	0	453
Cooma	55-59	1	14
Cooma	60-64		34
Cooma	60-64	0	369
Cooma	60-64	1	8
Cooma	65+		212
Cooma	65+	0	1328
Cooma	65+	1	10
Cooma Region	0-4		14
Cooma Region	0-4	0	110
Cooma Region	0-4	1	3
Cooma Region	5-9		14
Cooma Region	5-9	0	189
Cooma Region	5-9	1	8
Cooma Region	10-14		29
Cooma Region	10-14	0	184
Cooma Region	10-14	1	9
Cooma Region	15-19		19
Cooma Region	15-19	0	186
Cooma Region	15-19	1	10
Cooma Region	20-24		18
Cooma Region	20-24	0	88
Cooma Region	20-24	1	3
Cooma Region	25-29		14
Cooma Region	25-29	0	77
Cooma Region	30-34		10
Cooma Region	30-34	0	114
Cooma Region	35-39		10
Cooma Region	35-39	0	121
Cooma Region	40-44		15
Cooma Region	40-44	0	195
Cooma Region	40-44	1	9
Cooma Region	45-49		37
Cooma Region	45-49	0	231
Cooma Region	45-49	1	8
Cooma Region	50-54		18
Cooma Region	50-54	0	246
Cooma Region	50-54	1	3
Cooma Region	55-59		18
Cooma Region	55-59	0	260
Cooma Region	55-59	1	6
Cooma Region	60-64		19
Cooma Region	60-64	0	253
Cooma Region	60-64	1	4
Cooma Region	65+		63
Cooma Region	65+	0	662
Cooma Region	65+	1	15
Jindabyne - Berridale	0-4		16
Jindabyne - Berridale	0-4	0	280
Jindabyne - Berridale	0-4	1	14
Jindabyne - Berridale	5-9		35
Jindabyne - Berridale	5-9	0	412
Jindabyne - Berridale	5-9	1	13
Jindabyne - Berridale	10-14		42
Jindabyne - Berridale	10-14	0	426
Jindabyne - Berridale	10-14	1	4
Jindabyne - Berridale	15-19		25
Jindabyne - Berridale	15-19	0	353
Jindabyne - Berridale	15-19	1	12
Jindabyne - Berridale	20-24		63
Jindabyne - Berridale	20-24	0	408
Jindabyne - Berridale	20-24	1	8
Jindabyne - Berridale	25-29		70
Jindabyne - Berridale	25-29	0	451
Jindabyne - Berridale	25-29	1	4
Jindabyne - Berridale	30-34		36
Jindabyne - Berridale	30-34	0	383
Jindabyne - Berridale	30-34	1	6
Jindabyne - Berridale	35-39		36
Jindabyne - Berridale	35-39	0	397
Jindabyne - Berridale	35-39	1	7
Jindabyne - Berridale	40-44		51
Jindabyne - Berridale	40-44	0	500
Jindabyne - Berridale	40-44	1	5
Jindabyne - Berridale	45-49		46
Jindabyne - Berridale	45-49	0	493
Jindabyne - Berridale	45-49	1	6
Jindabyne - Berridale	50-54		38
Jindabyne - Berridale	50-54	0	495
Jindabyne - Berridale	55-59		37
Jindabyne - Berridale	55-59	0	468
Jindabyne - Berridale	55-59	1	3
Jindabyne - Berridale	60-64		38
Jindabyne - Berridale	60-64	0	365
Jindabyne - Berridale	60-64	1	4
Jindabyne - Berridale	65+		61
Jindabyne - Berridale	65+	0	832
Jindabyne - Berridale	65+	1	8
Batemans Bay	0-4		21
Batemans Bay	0-4	0	264
Batemans Bay	0-4	1	67
Batemans Bay	5-9		28
Batemans Bay	5-9	0	326
Batemans Bay	5-9	1	110
Batemans Bay	10-14		33
Batemans Bay	10-14	0	330
Batemans Bay	10-14	1	62
Batemans Bay	15-19		28
Batemans Bay	15-19	0	275
Batemans Bay	15-19	1	50
Batemans Bay	20-24		17
Batemans Bay	20-24	0	215
Batemans Bay	20-24	1	52
Batemans Bay	25-29		26
Batemans Bay	25-29	0	266
Batemans Bay	25-29	1	30
Batemans Bay	30-34		15
Batemans Bay	30-34	0	302
Batemans Bay	30-34	1	26
Batemans Bay	35-39		21
Batemans Bay	35-39	0	269
Batemans Bay	35-39	1	34
Batemans Bay	40-44		26
Batemans Bay	40-44	0	344
Batemans Bay	40-44	1	37
Batemans Bay	45-49		28
Batemans Bay	45-49	0	369
Batemans Bay	45-49	1	26
Batemans Bay	50-54		37
Batemans Bay	50-54	0	381
Batemans Bay	50-54	1	32
Batemans Bay	55-59		39
Batemans Bay	55-59	0	513
Batemans Bay	55-59	1	26
Batemans Bay	60-64		54
Batemans Bay	60-64	0	606
Batemans Bay	60-64	1	12
Batemans Bay	65+		187
Batemans Bay	65+	0	2096
Batemans Bay	65+	1	34
Batemans Bay - South	0-4		18
Batemans Bay - South	0-4	0	271
Batemans Bay - South	0-4	1	52
Batemans Bay - South	5-9		35
Batemans Bay - South	5-9	0	350
Batemans Bay - South	5-9	1	31
Batemans Bay - South	10-14		42
Batemans Bay - South	10-14	0	360
Batemans Bay - South	10-14	1	32
Batemans Bay - South	15-19		31
Batemans Bay - South	15-19	0	346
Batemans Bay - South	15-19	1	46
Batemans Bay - South	20-24		15
Batemans Bay - South	20-24	0	243
Batemans Bay - South	20-24	1	29
Batemans Bay - South	25-29		19
Batemans Bay - South	25-29	0	230
Batemans Bay - South	25-29	1	26
Batemans Bay - South	30-34		25
Batemans Bay - South	30-34	0	266
Batemans Bay - South	30-34	1	18
Batemans Bay - South	35-39		26
Batemans Bay - South	35-39	0	296
Batemans Bay - South	35-39	1	20
Batemans Bay - South	40-44		36
Batemans Bay - South	40-44	0	394
Batemans Bay - South	40-44	1	14
Batemans Bay - South	45-49		33
Batemans Bay - South	45-49	0	409
Batemans Bay - South	45-49	1	18
Batemans Bay - South	50-54		36
Batemans Bay - South	50-54	0	479
Batemans Bay - South	50-54	1	24
Batemans Bay - South	55-59		36
Batemans Bay - South	55-59	0	580
Batemans Bay - South	55-59	1	15
Batemans Bay - South	60-64		51
Batemans Bay - South	60-64	0	674
Batemans Bay - South	60-64	1	16
Batemans Bay - South	65+		223
Batemans Bay - South	65+	0	2470
Batemans Bay - South	65+	1	18
Bega - Tathra	0-4		37
Bega - Tathra	0-4	0	385
Bega - Tathra	0-4	1	40
Bega - Tathra	5-9		44
Bega - Tathra	5-9	0	469
Bega - Tathra	5-9	1	40
Bega - Tathra	10-14		47
Bega - Tathra	10-14	0	438
Bega - Tathra	10-14	1	60
Bega - Tathra	15-19		36
Bega - Tathra	15-19	0	432
Bega - Tathra	15-19	1	30
Bega - Tathra	20-24		28
Bega - Tathra	20-24	0	315
Bega - Tathra	20-24	1	26
Bega - Tathra	25-29		22
Bega - Tathra	25-29	0	299
Bega - Tathra	25-29	1	21
Bega - Tathra	30-34		35
Bega - Tathra	30-34	0	368
Bega - Tathra	30-34	1	16
Bega - Tathra	35-39		34
Bega - Tathra	35-39	0	378
Bega - Tathra	35-39	1	8
Bega - Tathra	40-44		49
Bega - Tathra	40-44	0	404
Bega - Tathra	40-44	1	18
Bega - Tathra	45-49		50
Bega - Tathra	45-49	0	472
Bega - Tathra	45-49	1	23
Bega - Tathra	50-54		55
Bega - Tathra	50-54	0	559
Bega - Tathra	50-54	1	10
Bega - Tathra	55-59		55
Bega - Tathra	55-59	0	660
Bega - Tathra	55-59	1	13
Bega - Tathra	60-64		53
Bega - Tathra	60-64	0	562
Bega - Tathra	60-64	1	15
Bega - Tathra	65+		130
Bega - Tathra	65+	0	1674
Bega - Tathra	65+	1	17
Bega-Eden Hinterland	0-4		19
Bega-Eden Hinterland	0-4	0	322
Bega-Eden Hinterland	0-4	1	35
Bega-Eden Hinterland	5-9		33
Bega-Eden Hinterland	5-9	0	448
Bega-Eden Hinterland	5-9	1	23
Bega-Eden Hinterland	10-14		41
Bega-Eden Hinterland	10-14	0	509
Bega-Eden Hinterland	10-14	1	23
Bega-Eden Hinterland	15-19		39
Bega-Eden Hinterland	15-19	0	485
Bega-Eden Hinterland	15-19	1	23
Bega-Eden Hinterland	20-24		23
Bega-Eden Hinterland	20-24	0	227
Bega-Eden Hinterland	20-24	1	14
Bega-Eden Hinterland	25-29		19
Bega-Eden Hinterland	25-29	0	236
Bega-Eden Hinterland	25-29	1	7
Bega-Eden Hinterland	30-34		32
Bega-Eden Hinterland	30-34	0	289
Bega-Eden Hinterland	30-34	1	15
Bega-Eden Hinterland	35-39		20
Bega-Eden Hinterland	35-39	0	308
Bega-Eden Hinterland	35-39	1	6
Bega-Eden Hinterland	40-44		34
Bega-Eden Hinterland	40-44	0	411
Bega-Eden Hinterland	40-44	1	14
Bega-Eden Hinterland	45-49		60
Bega-Eden Hinterland	45-49	0	588
Bega-Eden Hinterland	45-49	1	12
Bega-Eden Hinterland	50-54		74
Bega-Eden Hinterland	50-54	0	730
Bega-Eden Hinterland	50-54	1	15
Bega-Eden Hinterland	55-59		79
Bega-Eden Hinterland	55-59	0	868
Bega-Eden Hinterland	55-59	1	18
Bega-Eden Hinterland	60-64		73
Bega-Eden Hinterland	60-64	0	908
Bega-Eden Hinterland	60-64	1	5
Bega-Eden Hinterland	65+		124
Bega-Eden Hinterland	65+	0	1590
Bega-Eden Hinterland	65+	1	8
Broulee - Tomakin	0-4		8
Broulee - Tomakin	0-4	0	107
Broulee - Tomakin	0-4	1	6
Broulee - Tomakin	5-9		11
Broulee - Tomakin	5-9	0	141
Broulee - Tomakin	5-9	1	25
Broulee - Tomakin	10-14		12
Broulee - Tomakin	10-14	0	164
Broulee - Tomakin	10-14	1	12
Broulee - Tomakin	15-19		10
Broulee - Tomakin	15-19	0	147
Broulee - Tomakin	15-19	1	14
Broulee - Tomakin	20-24		12
Broulee - Tomakin	20-24	0	102
Broulee - Tomakin	20-24	1	8
Broulee - Tomakin	25-29		10
Broulee - Tomakin	25-29	0	84
Broulee - Tomakin	25-29	1	3
Broulee - Tomakin	30-34		6
Broulee - Tomakin	30-34	0	99
Broulee - Tomakin	30-34	1	9
Broulee - Tomakin	35-39		13
Broulee - Tomakin	35-39	0	135
Broulee - Tomakin	35-39	1	8
Broulee - Tomakin	40-44		15
Broulee - Tomakin	40-44	0	158
Broulee - Tomakin	40-44	1	6
Broulee - Tomakin	45-49		17
Broulee - Tomakin	45-49	0	171
Broulee - Tomakin	45-49	1	3
Broulee - Tomakin	50-54		14
Broulee - Tomakin	50-54	0	209
Broulee - Tomakin	50-54	1	8
Broulee - Tomakin	55-59		24
Broulee - Tomakin	55-59	0	248
Broulee - Tomakin	55-59	1	6
Broulee - Tomakin	60-64		17
Broulee - Tomakin	60-64	0	254
Broulee - Tomakin	60-64	1	4
Broulee - Tomakin	65+		89
Broulee - Tomakin	65+	0	901
Broulee - Tomakin	65+	1	3
Deua - Wadbilliga	40-44	0	3
Deua - Wadbilliga	50-54		3
Deua - Wadbilliga	50-54	0	3
Deua - Wadbilliga	60-64	0	3
Deua - Wadbilliga	65+		3
Deua - Wadbilliga	65+	0	10
Eden	0-4		14
Eden	0-4	0	120
Eden	0-4	1	32
Eden	5-9		15
Eden	5-9	0	131
Eden	5-9	1	23
Eden	10-14		12
Eden	10-14	0	130
Eden	10-14	1	30
Eden	15-19		11
Eden	15-19	0	135
Eden	15-19	1	20
Eden	20-24		9
Eden	20-24	0	105
Eden	20-24	1	16
Eden	25-29		12
Eden	25-29	0	110
Eden	25-29	1	8
Eden	30-34		8
Eden	30-34	0	118
Eden	30-34	1	14
Eden	35-39		17
Eden	35-39	0	106
Eden	35-39	1	12
Eden	40-44		16
Eden	40-44	0	153
Eden	40-44	1	17
Eden	45-49		12
Eden	45-49	0	161
Eden	45-49	1	8
Eden	50-54		15
Eden	50-54	0	188
Eden	50-54	1	12
Eden	55-59		15
Eden	55-59	0	245
Eden	55-59	1	11
Eden	60-64		22
Eden	60-64	0	230
Eden	60-64	1	9
Eden	65+		92
Eden	65+	0	801
Eden	65+	1	11
Eurobodalla Hinterland	0-4		9
Eurobodalla Hinterland	0-4	0	81
Eurobodalla Hinterland	0-4	1	32
Eurobodalla Hinterland	5-9		9
Eurobodalla Hinterland	5-9	0	120
Eurobodalla Hinterland	5-9	1	28
Eurobodalla Hinterland	10-14		9
Eurobodalla Hinterland	10-14	0	143
Eurobodalla Hinterland	10-14	1	39
Eurobodalla Hinterland	15-19		6
Eurobodalla Hinterland	15-19	0	165
Eurobodalla Hinterland	15-19	1	28
Eurobodalla Hinterland	20-24		18
Eurobodalla Hinterland	20-24	0	109
Eurobodalla Hinterland	20-24	1	16
Eurobodalla Hinterland	25-29		4
Eurobodalla Hinterland	25-29	0	94
Eurobodalla Hinterland	25-29	1	10
Eurobodalla Hinterland	30-34		13
Eurobodalla Hinterland	30-34	0	82
Eurobodalla Hinterland	30-34	1	10
Eurobodalla Hinterland	35-39		6
Eurobodalla Hinterland	35-39	0	105
Eurobodalla Hinterland	35-39	1	17
Eurobodalla Hinterland	40-44		11
Eurobodalla Hinterland	40-44	0	147
Eurobodalla Hinterland	40-44	1	19
Eurobodalla Hinterland	45-49		23
Eurobodalla Hinterland	45-49	0	205
Eurobodalla Hinterland	45-49	1	22
Eurobodalla Hinterland	50-54		19
Eurobodalla Hinterland	50-54	0	280
Eurobodalla Hinterland	50-54	1	12
Eurobodalla Hinterland	55-59		17
Eurobodalla Hinterland	55-59	0	301
Eurobodalla Hinterland	55-59	1	14
Eurobodalla Hinterland	60-64		22
Eurobodalla Hinterland	60-64	0	285
Eurobodalla Hinterland	60-64	1	9
Eurobodalla Hinterland	65+		60
Eurobodalla Hinterland	65+	0	669
Eurobodalla Hinterland	65+	1	19
Merimbula - Tura Beach	0-4		13
Merimbula - Tura Beach	0-4	0	367
Merimbula - Tura Beach	0-4	1	9
Merimbula - Tura Beach	5-9		34
Merimbula - Tura Beach	5-9	0	468
Merimbula - Tura Beach	5-9	1	23
Merimbula - Tura Beach	10-14		31
Merimbula - Tura Beach	10-14	0	484
Merimbula - Tura Beach	10-14	1	30
Merimbula - Tura Beach	15-19		40
Merimbula - Tura Beach	15-19	0	437
Merimbula - Tura Beach	15-19	1	20
Merimbula - Tura Beach	20-24		32
Merimbula - Tura Beach	20-24	0	341
Merimbula - Tura Beach	20-24	1	20
Merimbula - Tura Beach	25-29		24
Merimbula - Tura Beach	25-29	0	314
Merimbula - Tura Beach	25-29	1	10
Merimbula - Tura Beach	30-34		37
Merimbula - Tura Beach	30-34	0	353
Merimbula - Tura Beach	30-34	1	13
Merimbula - Tura Beach	35-39		20
Merimbula - Tura Beach	35-39	0	407
Merimbula - Tura Beach	35-39	1	11
Merimbula - Tura Beach	40-44		29
Merimbula - Tura Beach	40-44	0	484
Merimbula - Tura Beach	40-44	1	8
Merimbula - Tura Beach	45-49		44
Merimbula - Tura Beach	45-49	0	608
Merimbula - Tura Beach	45-49	1	8
Merimbula - Tura Beach	50-54		59
Merimbula - Tura Beach	50-54	0	629
Merimbula - Tura Beach	50-54	1	13
Merimbula - Tura Beach	55-59		56
Merimbula - Tura Beach	55-59	0	817
Merimbula - Tura Beach	55-59	1	5
Merimbula - Tura Beach	60-64		59
Merimbula - Tura Beach	60-64	0	868
Merimbula - Tura Beach	60-64	1	7
Merimbula - Tura Beach	65+		278
Merimbula - Tura Beach	65+	0	3084
Merimbula - Tura Beach	65+	1	13
Moruya - Tuross Head	0-4		20
Moruya - Tuross Head	0-4	0	241
Moruya - Tuross Head	0-4	1	26
Moruya - Tuross Head	5-9		22
Moruya - Tuross Head	5-9	0	319
Moruya - Tuross Head	5-9	1	40
Moruya - Tuross Head	10-14		22
Moruya - Tuross Head	10-14	0	330
Moruya - Tuross Head	10-14	1	49
Moruya - Tuross Head	15-19		23
Moruya - Tuross Head	15-19	0	351
Moruya - Tuross Head	15-19	1	43
Moruya - Tuross Head	20-24		11
Moruya - Tuross Head	20-24	0	223
Moruya - Tuross Head	20-24	1	29
Moruya - Tuross Head	25-29		14
Moruya - Tuross Head	25-29	0	212
Moruya - Tuross Head	25-29	1	19
Moruya - Tuross Head	30-34		25
Moruya - Tuross Head	30-34	0	260
Moruya - Tuross Head	30-34	1	28
Moruya - Tuross Head	35-39		20
Moruya - Tuross Head	35-39	0	252
Moruya - Tuross Head	35-39	1	17
Moruya - Tuross Head	40-44		33
Moruya - Tuross Head	40-44	0	368
Moruya - Tuross Head	40-44	1	25
Moruya - Tuross Head	45-49		29
Moruya - Tuross Head	45-49	0	403
Moruya - Tuross Head	45-49	1	27
Moruya - Tuross Head	50-54		35
Moruya - Tuross Head	50-54	0	545
Moruya - Tuross Head	50-54	1	27
Moruya - Tuross Head	55-59		53
Moruya - Tuross Head	55-59	0	678
Moruya - Tuross Head	55-59	1	26
Moruya - Tuross Head	60-64		53
Moruya - Tuross Head	60-64	0	754
Moruya - Tuross Head	60-64	1	18
Moruya - Tuross Head	65+		137
Moruya - Tuross Head	65+	0	2137
Moruya - Tuross Head	65+	1	24
Narooma - Bermagui	0-4		19
Narooma - Bermagui	0-4	0	267
Narooma - Bermagui	0-4	1	53
Narooma - Bermagui	5-9		27
Narooma - Bermagui	5-9	0	326
Narooma - Bermagui	5-9	1	48
Narooma - Bermagui	10-14		24
Narooma - Bermagui	10-14	0	334
Narooma - Bermagui	10-14	1	47
Narooma - Bermagui	15-19		28
Narooma - Bermagui	15-19	0	257
Narooma - Bermagui	15-19	1	50
Narooma - Bermagui	20-24		27
Narooma - Bermagui	20-24	0	187
Narooma - Bermagui	20-24	1	21
Narooma - Bermagui	25-29		22
Narooma - Bermagui	25-29	0	225
Narooma - Bermagui	25-29	1	24
Narooma - Bermagui	30-34		15
Narooma - Bermagui	30-34	0	225
Narooma - Bermagui	30-34	1	21
Narooma - Bermagui	35-39		22
Narooma - Bermagui	35-39	0	277
Narooma - Bermagui	35-39	1	32
Narooma - Bermagui	40-44		22
Narooma - Bermagui	40-44	0	325
Narooma - Bermagui	40-44	1	20
Narooma - Bermagui	45-49		38
Narooma - Bermagui	45-49	0	419
Narooma - Bermagui	45-49	1	12
Narooma - Bermagui	50-54		51
Narooma - Bermagui	50-54	0	482
Narooma - Bermagui	50-54	1	17
Narooma - Bermagui	55-59		70
Narooma - Bermagui	55-59	0	745
