SA2_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Greystanes - Pemulwuy	1	2	2267
Greystanes - Pemulwuy	1	3	1533
Greystanes - Pemulwuy	1	4	1839
Greystanes - Pemulwuy	1	5	852
Greystanes - Pemulwuy	1	6	452
Guildford - South Granville	0	1	1201
Guildford - South Granville	0	2	101
Guildford - South Granville	0	3	29
Guildford - South Granville	0	4	13
Guildford - South Granville	0	5	9
Guildford - South Granville	0	6	18
Guildford - South Granville	1	2	1141
Guildford - South Granville	1	3	894
Guildford - South Granville	1	4	844
Guildford - South Granville	1	5	711
Guildford - South Granville	1	6	868
Guildford West - Merrylands West	0	1	1499
Guildford West - Merrylands West	0	2	134
Guildford West - Merrylands West	0	3	39
Guildford West - Merrylands West	0	4	31
Guildford West - Merrylands West	0	5	9
Guildford West - Merrylands West	0	6	13
Guildford West - Merrylands West	1	2	1475
Guildford West - Merrylands West	1	3	1076
Guildford West - Merrylands West	1	4	1042
Guildford West - Merrylands West	1	5	647
Guildford West - Merrylands West	1	6	588
Merrylands - Holroyd	0	1	1799
Merrylands - Holroyd	0	2	233
Merrylands - Holroyd	0	3	74
Merrylands - Holroyd	0	4	55
Merrylands - Holroyd	0	5	26
Merrylands - Holroyd	0	6	25
Merrylands - Holroyd	1	2	2005
Merrylands - Holroyd	1	3	1587
Merrylands - Holroyd	1	4	1493
Merrylands - Holroyd	1	5	921
Merrylands - Holroyd	1	6	722
Smithfield Industrial	0	1	3
North Parramatta	0	1	2152
North Parramatta	0	2	366
North Parramatta	0	3	91
North Parramatta	0	4	33
North Parramatta	0	5	7
North Parramatta	0	6	4
North Parramatta	1	2	2102
North Parramatta	1	3	1512
North Parramatta	1	4	1078
North Parramatta	1	5	372
North Parramatta	1	6	170
North Rocks	0	1	314
North Rocks	0	2	22
North Rocks	0	3	9
North Rocks	0	4	3
North Rocks	1	2	688
North Rocks	1	3	513
North Rocks	1	4	601
North Rocks	1	5	221
North Rocks	1	6	130
Northmead	0	1	1587
Northmead	0	2	205
Northmead	0	3	60
Northmead	0	4	13
Northmead	0	5	15
Northmead	0	6	5
Northmead	1	2	1893
Northmead	1	3	1559
Northmead	1	4	1259
Northmead	1	5	376
Northmead	1	6	168
Parramatta - Rosehill	0	1	2101
Parramatta - Rosehill	0	2	461
Parramatta - Rosehill	0	3	224
Parramatta - Rosehill	0	4	117
Parramatta - Rosehill	0	5	50
Parramatta - Rosehill	0	6	35
Parramatta - Rosehill	1	2	2490
Parramatta - Rosehill	1	3	2264
Parramatta - Rosehill	1	4	1438
Parramatta - Rosehill	1	5	499
Parramatta - Rosehill	1	6	300
Toongabbie - Constitution Hill	0	1	1587
Toongabbie - Constitution Hill	0	2	124
Toongabbie - Constitution Hill	0	3	33
Toongabbie - Constitution Hill	0	4	18
Toongabbie - Constitution Hill	0	5	12
Toongabbie - Constitution Hill	0	6	10
Toongabbie - Constitution Hill	1	2	1881
Toongabbie - Constitution Hill	1	3	1339
Toongabbie - Constitution Hill	1	4	1403
Toongabbie - Constitution Hill	1	5	587
Toongabbie - Constitution Hill	1	6	363
Winston Hills	0	1	461
Winston Hills	0	2	34
Winston Hills	0	3	3
Winston Hills	0	4	8
Winston Hills	1	2	1020
Winston Hills	1	3	586
Winston Hills	1	4	841
Winston Hills	1	5	372
Winston Hills	1	6	136
Pendle Hill - Girraween	0	1	808
Pendle Hill - Girraween	0	2	76
Pendle Hill - Girraween	0	3	14
Pendle Hill - Girraween	0	4	14
Pendle Hill - Girraween	0	5	9
Pendle Hill - Girraween	0	6	21
Pendle Hill - Girraween	1	2	805
Pendle Hill - Girraween	1	3	833
Pendle Hill - Girraween	1	4	908
Pendle Hill - Girraween	1	5	324
Pendle Hill - Girraween	1	6	214
Wentworthville - Westmead	0	1	1026
Wentworthville - Westmead	0	2	105
Wentworthville - Westmead	0	3	35
Wentworthville - Westmead	0	4	27
Wentworthville - Westmead	0	5	21
Wentworthville - Westmead	0	6	13
Wentworthville - Westmead	1	2	1011
Wentworthville - Westmead	1	3	1079
Wentworthville - Westmead	1	4	1098
Wentworthville - Westmead	1	5	383
Wentworthville - Westmead	1	6	252
Epping - North Epping	0	1	1381
Epping - North Epping	0	2	252
Epping - North Epping	0	3	123
Epping - North Epping	0	4	63
Epping - North Epping	0	5	23
Epping - North Epping	0	6	19
Epping - North Epping	1	2	2233
Epping - North Epping	1	3	1750
Epping - North Epping	1	4	1959
Epping - North Epping	1	5	760
Epping - North Epping	1	6	367
Pennant Hills - Cheltenham	0	1	1054
Pennant Hills - Cheltenham	0	2	62
Pennant Hills - Cheltenham	0	3	24
Pennant Hills - Cheltenham	0	4	17
Pennant Hills - Cheltenham	0	5	7
Pennant Hills - Cheltenham	0	6	3
Pennant Hills - Cheltenham	1	2	1779
Pennant Hills - Cheltenham	1	3	1109
Pennant Hills - Cheltenham	1	4	1595
Pennant Hills - Cheltenham	1	5	646
Pennant Hills - Cheltenham	1	6	299
Eastwood - Denistone	0	1	1398
Eastwood - Denistone	0	2	211
Eastwood - Denistone	0	3	107
Eastwood - Denistone	0	4	45
Eastwood - Denistone	0	5	34
Eastwood - Denistone	0	6	38
Eastwood - Denistone	1	2	1996
Eastwood - Denistone	1	3	1516
Eastwood - Denistone	1	4	1655
Eastwood - Denistone	1	5	703
Eastwood - Denistone	1	6	444
Gladesville - Huntleys Point	0	1	1547
Gladesville - Huntleys Point	0	2	140
Gladesville - Huntleys Point	0	3	18
Gladesville - Huntleys Point	0	4	6
Gladesville - Huntleys Point	1	2	1527
Gladesville - Huntleys Point	1	3	784
Gladesville - Huntleys Point	1	4	914
Gladesville - Huntleys Point	1	5	373
Gladesville - Huntleys Point	1	6	119
Hunters Hill - Woolwich	0	1	720
Hunters Hill - Woolwich	0	2	45
Hunters Hill - Woolwich	0	3	8
Hunters Hill - Woolwich	0	4	3
Hunters Hill - Woolwich	1	2	872
Hunters Hill - Woolwich	1	3	466
Hunters Hill - Woolwich	1	4	604
Hunters Hill - Woolwich	1	5	333
Hunters Hill - Woolwich	1	6	109
Macquarie Park - Marsfield	0	1	2245
Macquarie Park - Marsfield	0	2	389
Macquarie Park - Marsfield	0	3	162
Macquarie Park - Marsfield	0	4	100
Macquarie Park - Marsfield	0	5	60
Macquarie Park - Marsfield	0	6	46
Macquarie Park - Marsfield	1	2	2208
Macquarie Park - Marsfield	1	3	1314
Macquarie Park - Marsfield	1	4	944
Macquarie Park - Marsfield	1	5	263
Macquarie Park - Marsfield	1	6	175
North Ryde - East Ryde	0	1	703
North Ryde - East Ryde	0	2	62
North Ryde - East Ryde	0	3	36
North Ryde - East Ryde	0	4	8
North Ryde - East Ryde	0	5	8
North Ryde - East Ryde	0	6	4
North Ryde - East Ryde	1	2	977
North Ryde - East Ryde	1	3	709
North Ryde - East Ryde	1	4	951
North Ryde - East Ryde	1	5	356
North Ryde - East Ryde	1	6	159
West Ryde - Meadowbank	0	1	1810
West Ryde - Meadowbank	0	2	311
West Ryde - Meadowbank	0	3	77
West Ryde - Meadowbank	0	4	25
West Ryde - Meadowbank	0	5	10
West Ryde - Meadowbank	0	6	6
West Ryde - Meadowbank	1	2	2195
West Ryde - Meadowbank	1	3	1340
West Ryde - Meadowbank	1	4	1051
West Ryde - Meadowbank	1	5	371
West Ryde - Meadowbank	1	6	204
Putney	0	1	186
Putney	0	2	20
Putney	0	4	7
Putney	1	2	337
Putney	1	3	240
Putney	1	4	323
Putney	1	5	157
Putney	1	6	49
Ryde	0	1	2317
Ryde	0	2	345
Ryde	0	3	117
Ryde	0	4	32
Ryde	0	5	10
Ryde	0	6	10
Ryde	1	2	2806
Ryde	1	3	1711
Ryde	1	4	1675
Ryde	1	5	620
Ryde	1	6	267
Ashcroft - Busby - Miller	0	1	1240
Ashcroft - Busby - Miller	0	2	90
Ashcroft - Busby - Miller	0	3	15
Ashcroft - Busby - Miller	0	4	4
Ashcroft - Busby - Miller	1	2	1031
Ashcroft - Busby - Miller	1	3	798
Ashcroft - Busby - Miller	1	4	790
Ashcroft - Busby - Miller	1	5	553
Ashcroft - Busby - Miller	1	6	581
Austral - Greendale	0	1	400
Austral - Greendale	0	2	40
Austral - Greendale	0	3	3
Austral - Greendale	0	4	3
Austral - Greendale	1	2	611
Austral - Greendale	1	3	362
Austral - Greendale	1	4	398
Austral - Greendale	1	5	327
Austral - Greendale	1	6	285
Cobbitty - Leppington	0	1	640
Cobbitty - Leppington	0	2	62
Cobbitty - Leppington	0	3	10
Cobbitty - Leppington	0	4	6
Cobbitty - Leppington	0	5	4
Cobbitty - Leppington	1	2	1483
Cobbitty - Leppington	1	3	985
Cobbitty - Leppington	1	4	1115
Cobbitty - Leppington	1	5	589
Cobbitty - Leppington	1	6	370
Badgerys Creek	1	2	11
Badgerys Creek	1	3	3
Cecil Hills	0	1	130
Cecil Hills	0	2	12
Cecil Hills	1	2	312
Cecil Hills	1	3	315
Cecil Hills	1	4	510
Cecil Hills	1	5	340
Cecil Hills	1	6	193
Green Valley	0	1	326
Green Valley	0	2	28
Green Valley	0	3	5
Green Valley	0	6	3
Green Valley	1	2	593
Green Valley	1	3	657
Green Valley	1	4	779
Green Valley	1	5	503
Green Valley	1	6	441
Hinchinbrook	0	1	267
Hinchinbrook	0	2	15
Hinchinbrook	0	3	8
Hinchinbrook	1	2	575
Hinchinbrook	1	3	603
Hinchinbrook	1	4	898
Hinchinbrook	1	5	522
Hinchinbrook	1	6	383
Hoxton Park - Carnes Hill - Horningsea Park	0	1	250
Hoxton Park - Carnes Hill - Horningsea Park	0	2	20
Hoxton Park - Carnes Hill - Horningsea Park	0	3	5
Hoxton Park - Carnes Hill - Horningsea Park	1	2	513
Hoxton Park - Carnes Hill - Horningsea Park	1	3	615
Hoxton Park - Carnes Hill - Horningsea Park	1	4	928
Hoxton Park - Carnes Hill - Horningsea Park	1	5	475
Hoxton Park - Carnes Hill - Horningsea Park	1	6	300
West Hoxton - Middleton Grange	0	1	291
West Hoxton - Middleton Grange	0	2	26
West Hoxton - Middleton Grange	0	3	3
West Hoxton - Middleton Grange	1	2	655
West Hoxton - Middleton Grange	1	3	775
West Hoxton - Middleton Grange	1	4	1149
West Hoxton - Middleton Grange	1	5	627
West Hoxton - Middleton Grange	1	6	438
Bonnyrigg Heights - Bonnyrigg	0	1	490
Bonnyrigg Heights - Bonnyrigg	0	2	41
Bonnyrigg Heights - Bonnyrigg	0	3	7
Bonnyrigg Heights - Bonnyrigg	1	2	860
Bonnyrigg Heights - Bonnyrigg	1	3	831
Bonnyrigg Heights - Bonnyrigg	1	4	1038
Bonnyrigg Heights - Bonnyrigg	1	5	581
Bonnyrigg Heights - Bonnyrigg	1	6	514
Bossley Park - Abbotsbury	0	1	581
Bossley Park - Abbotsbury	0	2	44
Bossley Park - Abbotsbury	0	3	5
Bossley Park - Abbotsbury	1	2	1183
Bossley Park - Abbotsbury	1	3	1070
Bossley Park - Abbotsbury	1	4	1190
Bossley Park - Abbotsbury	1	5	756
Bossley Park - Abbotsbury	1	6	513
Cabramatta - Lansvale	0	1	1319
Cabramatta - Lansvale	0	2	217
Cabramatta - Lansvale	0	3	59
Cabramatta - Lansvale	0	4	21
Cabramatta - Lansvale	0	5	17
Cabramatta - Lansvale	0	6	10
Cabramatta - Lansvale	1	2	1571
Cabramatta - Lansvale	1	3	1399
Cabramatta - Lansvale	1	4	1298
Cabramatta - Lansvale	1	5	731
Cabramatta - Lansvale	1	6	668
Cabramatta West - Mount Pritchard	0	1	843
Cabramatta West - Mount Pritchard	0	2	71
Cabramatta West - Mount Pritchard	0	3	8
Cabramatta West - Mount Pritchard	0	5	3
Cabramatta West - Mount Pritchard	0	6	3
Cabramatta West - Mount Pritchard	1	2	1009
Cabramatta West - Mount Pritchard	1	3	836
Cabramatta West - Mount Pritchard	1	4	871
Cabramatta West - Mount Pritchard	1	5	550
Cabramatta West - Mount Pritchard	1	6	641
Canley Vale - Canley Heights	0	1	925
Canley Vale - Canley Heights	0	2	116
Canley Vale - Canley Heights	0	3	36
Canley Vale - Canley Heights	0	4	16
Canley Vale - Canley Heights	0	5	3
Canley Vale - Canley Heights	0	6	3
Canley Vale - Canley Heights	1	2	1148
Canley Vale - Canley Heights	1	3	1104
Canley Vale - Canley Heights	1	4	1191
Canley Vale - Canley Heights	1	5	690
Canley Vale - Canley Heights	1	6	670
Edensor Park	0	1	268
Edensor Park	0	2	12
Edensor Park	1	2	570
Edensor Park	1	3	485
Edensor Park	1	4	669
Edensor Park	1	5	397
Edensor Park	1	6	290
Fairfield	0	1	1130
Fairfield	0	2	128
Fairfield	0	3	31
Fairfield	0	4	19
Fairfield	0	5	3
Fairfield	0	6	4
Fairfield	1	2	1318
Fairfield	1	3	1009
Fairfield	1	4	973
Fairfield	1	5	503
Fairfield	1	6	459
Fairfield - West	0	1	781
Fairfield - West	0	2	69
Fairfield - West	0	3	11
Fairfield - West	0	4	4
Fairfield - West	0	5	3
Fairfield - West	1	2	1180
Fairfield - West	1	3	894
Fairfield - West	1	4	1023
Fairfield - West	1	5	717
Fairfield - West	1	6	690
Greenfield Park - Prairiewood	0	1	245
Greenfield Park - Prairiewood	0	2	20
Greenfield Park - Prairiewood	0	3	4
Greenfield Park - Prairiewood	1	2	540
Greenfield Park - Prairiewood	1	3	427
Greenfield Park - Prairiewood	1	4	499
Greenfield Park - Prairiewood	1	5	285
Greenfield Park - Prairiewood	1	6	296
Horsley Park - Kemps Creek	0	1	149
Horsley Park - Kemps Creek	0	2	14
Horsley Park - Kemps Creek	0	3	5
Horsley Park - Kemps Creek	1	2	275
Horsley Park - Kemps Creek	1	3	180
Horsley Park - Kemps Creek	1	4	230
Horsley Park - Kemps Creek	1	5	178
Horsley Park - Kemps Creek	1	6	138
Smithfield - Wetherill Park	0	1	1048
Smithfield - Wetherill Park	0	2	82
Smithfield - Wetherill Park	0	3	18
Smithfield - Wetherill Park	0	4	3
Smithfield - Wetherill Park	1	2	1304
Smithfield - Wetherill Park	1	3	942
Smithfield - Wetherill Park	1	4	927
Smithfield - Wetherill Park	1	5	638
Smithfield - Wetherill Park	1	6	529
St Johns Park - Wakeley	0	1	300
St Johns Park - Wakeley	0	2	38
St Johns Park - Wakeley	0	3	4
St Johns Park - Wakeley	0	4	3
St Johns Park - Wakeley	1	2	714
St Johns Park - Wakeley	1	3	622
St Johns Park - Wakeley	1	4	637
St Johns Park - Wakeley	1	5	377
St Johns Park - Wakeley	1	6	331
Wetherill Park Industrial	0	1	5
Wetherill Park Industrial	1	2	4
Casula	0	1	724
Casula	0	2	62
Casula	0	3	13
Casula	0	4	3
Casula	0	5	3
Casula	1	2	1006
Casula	1	3	851
Casula	1	4	963
Casula	1	5	537
Casula	1	6	414
Chipping Norton - Moorebank	0	1	844
Chipping Norton - Moorebank	0	2	69
Chipping Norton - Moorebank	0	3	14
Chipping Norton - Moorebank	0	4	6
Chipping Norton - Moorebank	1	2	1564
Chipping Norton - Moorebank	1	3	1093
Chipping Norton - Moorebank	1	4	1277
Chipping Norton - Moorebank	1	5	617
Chipping Norton - Moorebank	1	6	351
Holsworthy - Wattle Grove	0	1	732
Holsworthy - Wattle Grove	0	2	66
Holsworthy - Wattle Grove	0	3	12
Holsworthy - Wattle Grove	0	4	4
Holsworthy - Wattle Grove	1	2	1402
Holsworthy - Wattle Grove	1	3	1241
Holsworthy - Wattle Grove	1	4	1684
Holsworthy - Wattle Grove	1	5	678
Holsworthy - Wattle Grove	1	6	274
Liverpool	0	1	1966
Liverpool	0	2	223
Liverpool	0	3	35
Liverpool	0	4	18
Liverpool	0	5	5
Liverpool	1	2	2038
Liverpool	1	3	1592
Liverpool	1	4	1391
Liverpool	1	5	663
Liverpool	1	6	490
Lurnea - Cartwright	0	1	872
Lurnea - Cartwright	0	2	60
Lurnea - Cartwright	0	3	8
Lurnea - Cartwright	1	2	767
Lurnea - Cartwright	1	3	533
Lurnea - Cartwright	1	4	556
Lurnea - Cartwright	1	5	379
Lurnea - Cartwright	1	6	385
Prestons - Edmondson Park	0	1	361
Prestons - Edmondson Park	0	2	25
Prestons - Edmondson Park	0	3	6
Prestons - Edmondson Park	0	4	3
Prestons - Edmondson Park	1	2	735
Prestons - Edmondson Park	1	3	878
Prestons - Edmondson Park	1	4	1320
Prestons - Edmondson Park	1	5	759
Prestons - Edmondson Park	1	6	506
Warwick Farm	0	1	704
Warwick Farm	0	2	81
Warwick Farm	0	3	9
Warwick Farm	0	4	5
Warwick Farm	1	2	540
Warwick Farm	1	3	363
Warwick Farm	1	4	243
Warwick Farm	1	5	94
Warwick Farm	1	6	69
Gymea - Grays Point	0	1	1100
Gymea - Grays Point	0	2	107
Gymea - Grays Point	0	3	14
Gymea - Grays Point	0	4	8
Gymea - Grays Point	1	2	1772
Gymea - Grays Point	1	3	977
Gymea - Grays Point	1	4	1291
Gymea - Grays Point	1	5	579
Gymea - Grays Point	1	6	156
Miranda - Yowie Bay	0	1	1695
Miranda - Yowie Bay	0	2	153
Miranda - Yowie Bay	0	3	27
Miranda - Yowie Bay	0	4	8
Miranda - Yowie Bay	1	2	1898
Miranda - Yowie Bay	1	3	1085
Miranda - Yowie Bay	1	4	1123
Miranda - Yowie Bay	1	5	421
Miranda - Yowie Bay	1	6	191
Sylvania - Taren Point	0	1	1212
Sylvania - Taren Point	0	2	79
Sylvania - Taren Point	0	3	13
Sylvania - Taren Point	0	4	10
Sylvania - Taren Point	1	2	1736
Sylvania - Taren Point	1	3	896
Sylvania - Taren Point	1	4	1005
Sylvania - Taren Point	1	5	440
Sylvania - Taren Point	1	6	175
Caringbah	0	1	1565
Caringbah	0	2	140
Caringbah	0	3	17
Caringbah	0	4	3
Caringbah	1	2	1325
Caringbah	1	3	716
Caringbah	1	4	661
Caringbah	1	5	226
Caringbah	1	6	83
Caringbah South	0	1	690
Caringbah South	0	2	38
Caringbah South	0	3	4
Caringbah South	0	4	3
Caringbah South	1	2	1166
Caringbah South	1	3	639
Caringbah South	1	4	900
Caringbah South	1	5	433
Caringbah South	1	6	154
Cronulla - Kurnell - Bundeena	0	1	2947
Cronulla - Kurnell - Bundeena	0	2	381
Cronulla - Kurnell - Bundeena	0	3	62
Cronulla - Kurnell - Bundeena	0	4	6
Cronulla - Kurnell - Bundeena	1	2	3274
Cronulla - Kurnell - Bundeena	1	3	1220
Cronulla - Kurnell - Bundeena	1	4	1024
Cronulla - Kurnell - Bundeena	1	5	423
Cronulla - Kurnell - Bundeena	1	6	187
Lilli Pilli - Port Hacking - Dolans Bay	0	1	100
Lilli Pilli - Port Hacking - Dolans Bay	0	2	7
Lilli Pilli - Port Hacking - Dolans Bay	1	2	287
Lilli Pilli - Port Hacking - Dolans Bay	1	3	147
Lilli Pilli - Port Hacking - Dolans Bay	1	4	235
Lilli Pilli - Port Hacking - Dolans Bay	1	5	154
Lilli Pilli - Port Hacking - Dolans Bay	1	6	38
Woolaware - Burraneer	0	1	488
Woolaware - Burraneer	0	2	32
Woolaware - Burraneer	0	3	7
Woolaware - Burraneer	1	2	726
Woolaware - Burraneer	1	3	390
Woolaware - Burraneer	1	4	561
Woolaware - Burraneer	1	5	286
Woolaware - Burraneer	1	6	91
Heathcote - Waterfall	0	1	440
Heathcote - Waterfall	0	2	19
Heathcote - Waterfall	0	3	4
Heathcote - Waterfall	1	2	633
Heathcote - Waterfall	1	3	363
Heathcote - Waterfall	1	4	439
Heathcote - Waterfall	1	5	216
Heathcote - Waterfall	1	6	74
Illawong - Alfords Point	0	1	253
Illawong - Alfords Point	0	2	26
Illawong - Alfords Point	0	3	3
Illawong - Alfords Point	1	2	885
Illawong - Alfords Point	1	3	628
Illawong - Alfords Point	1	4	829
Illawong - Alfords Point	1	5	368
Illawong - Alfords Point	1	6	162
Menai - Lucas Heights - Woronora	0	1	774
Menai - Lucas Heights - Woronora	0	2	48
Menai - Lucas Heights - Woronora	0	3	13
Menai - Lucas Heights - Woronora	0	4	4
Menai - Lucas Heights - Woronora	0	5	3
Menai - Lucas Heights - Woronora	1	2	1750
Menai - Lucas Heights - Woronora	1	3	1283
Menai - Lucas Heights - Woronora	1	4	1706
Menai - Lucas Heights - Woronora	1	5	743
Menai - Lucas Heights - Woronora	1	6	260
Oyster Bay - Como - Jannali	0	1	1111
Oyster Bay - Como - Jannali	0	2	89
Oyster Bay - Como - Jannali	0	3	12
Oyster Bay - Como - Jannali	0	4	4
Oyster Bay - Como - Jannali	1	2	1894
Oyster Bay - Como - Jannali	1	3	1204
Oyster Bay - Como - Jannali	1	4	1700
Oyster Bay - Como - Jannali	1	5	726
Oyster Bay - Como - Jannali	1	6	217
Sutherland - Kirrawee	0	1	2343
Sutherland - Kirrawee	0	2	238
Sutherland - Kirrawee	0	3	28
Sutherland - Kirrawee	0	4	8
Sutherland - Kirrawee	0	6	3
Sutherland - Kirrawee	1	2	2476
Sutherland - Kirrawee	1	3	1310
Sutherland - Kirrawee	1	4	1171
Sutherland - Kirrawee	1	5	428
Sutherland - Kirrawee	1	6	135
Engadine	0	1	907
Engadine	0	2	64
Engadine	0	3	3
Engadine	1	2	1654
Engadine	1	3	985
Engadine	1	4	1260
Engadine	1	5	581
Engadine	1	6	197
Loftus - Yarrawarrah	0	1	312
Loftus - Yarrawarrah	0	2	19
Loftus - Yarrawarrah	0	3	3
Loftus - Yarrawarrah	0	4	3
Loftus - Yarrawarrah	1	2	688
Loftus - Yarrawarrah	1	3	418
Loftus - Yarrawarrah	1	4	573
Loftus - Yarrawarrah	1	5	252
Loftus - Yarrawarrah	1	6	87
Woronora Heights	0	1	72
Woronora Heights	0	2	3
Woronora Heights	1	2	266
Woronora Heights	1	3	233
Woronora Heights	1	4	316
Woronora Heights	1	5	142
Woronora Heights	1	6	51
Alfredton	0	1	711
Alfredton	0	2	79
Alfredton	0	3	24
Alfredton	0	4	16
Alfredton	0	5	5
Alfredton	1	2	1148
Alfredton	1	3	630
Alfredton	1	4	814
Alfredton	1	5	333
Alfredton	1	6	125
Ballarat	0	1	1529
Ballarat	0	2	183
Ballarat	0	3	64
Ballarat	0	4	22
Ballarat	0	5	5
Ballarat	1	2	1444
Ballarat	1	3	554
Ballarat	1	4	562
Ballarat	1	5	235
Ballarat	1	6	65
Ballarat - North	0	1	2756
Ballarat - North	0	2	335
Ballarat - North	0	3	67
Ballarat - North	0	4	22
Ballarat - North	0	5	3
Ballarat - North	0	6	3
Ballarat - North	1	2	2806
Ballarat - North	1	3	1179
Ballarat - North	1	4	1143
Ballarat - North	1	5	501
Ballarat - North	1	6	177
Ballarat - South	0	1	3398
Ballarat - South	0	2	422
Ballarat - South	0	3	101
Ballarat - South	0	4	54
Ballarat - South	0	5	15
Ballarat - South	0	6	7
Ballarat - South	1	2	2898
Ballarat - South	1	3	1268
Ballarat - South	1	4	1104
Ballarat - South	1	5	423
Ballarat - South	1	6	184
Buninyong	0	1	414
Buninyong	0	2	46
Buninyong	0	3	19
Buninyong	0	4	23
Buninyong	0	5	3
Buninyong	0	6	4
Buninyong	1	2	761
Buninyong	1	3	318
Buninyong	1	4	426
Buninyong	1	5	200
Buninyong	1	6	68
Delacombe	0	1	526
Delacombe	0	2	73
Delacombe	0	3	15
Delacombe	0	4	12
Delacombe	1	2	793
Delacombe	1	3	417
Delacombe	1	4	396
Delacombe	1	5	159
Delacombe	1	6	85
Smythes Creek	0	1	170
Smythes Creek	0	2	16
Smythes Creek	1	2	405
Smythes Creek	1	3	188
Smythes Creek	1	4	280
Smythes Creek	1	5	129
Smythes Creek	1	6	57
Wendouree - Miners Rest	0	1	1886
Wendouree - Miners Rest	0	2	150
Wendouree - Miners Rest	0	3	24
Wendouree - Miners Rest	0	4	4
Wendouree - Miners Rest	0	5	6
Wendouree - Miners Rest	0	6	4
Wendouree - Miners Rest	1	2	1716
Wendouree - Miners Rest	1	3	804
Wendouree - Miners Rest	1	4	631
Wendouree - Miners Rest	1	5	301
Wendouree - Miners Rest	1	6	133
Bacchus Marsh Region	0	1	498
Bacchus Marsh Region	0	2	42
Bacchus Marsh Region	1	2	713
Bacchus Marsh Region	1	3	297
Bacchus Marsh Region	1	4	308
Bacchus Marsh Region	1	5	150
Bacchus Marsh Region	1	6	71
Creswick - Clunes	0	1	887
Creswick - Clunes	0	2	56
Creswick - Clunes	1	2	1061
Creswick - Clunes	1	3	346
Creswick - Clunes	1	4	344
Creswick - Clunes	1	5	159
Creswick - Clunes	1	6	82
Daylesford	0	1	1192
Daylesford	0	2	103
Daylesford	0	3	8
Daylesford	0	4	5
Daylesford	1	2	1320
Daylesford	1	3	428
Daylesford	1	4	353
Daylesford	1	5	156
Daylesford	1	6	44
Gordon (Vic.)	0	1	437
Gordon (Vic.)	0	2	42
Gordon (Vic.)	1	2	683
Gordon (Vic.)	1	3	294
Gordon (Vic.)	1	4	294
Gordon (Vic.)	1	5	156
Gordon (Vic.)	1	6	72
Avoca	0	1	451
Avoca	0	2	45
Avoca	1	2	526
Avoca	1	3	138
Avoca	1	4	103
Avoca	1	5	52
Avoca	1	6	41
Beaufort	0	1	500
Beaufort	0	2	41
Beaufort	0	3	3
Beaufort	1	2	530
Beaufort	1	3	188
Beaufort	1	4	184
Beaufort	1	5	74
Beaufort	1	6	50
Golden Plains - North	0	1	393
Golden Plains - North	0	2	25
Golden Plains - North	0	3	3
Golden Plains - North	1	2	582
Golden Plains - North	1	3	201
Golden Plains - North	1	4	270
Golden Plains - North	1	5	110
Golden Plains - North	1	6	49
Maryborough (Vic.)	0	1	1263
Maryborough (Vic.)	0	2	92
Maryborough (Vic.)	0	3	14
Maryborough (Vic.)	0	5	3
Maryborough (Vic.)	1	2	1148
Maryborough (Vic.)	1	3	362
Maryborough (Vic.)	1	4	298
Maryborough (Vic.)	1	5	135
Maryborough (Vic.)	1	6	63
Maryborough Region	0	1	677
Maryborough Region	0	2	68
Maryborough Region	0	3	7
Maryborough Region	0	4	3
Maryborough Region	1	2	805
Maryborough Region	1	3	277
Maryborough Region	1	4	183
Maryborough Region	1	5	96
Maryborough Region	1	6	60
Bendigo	0	1	2140
Bendigo	0	2	246
Bendigo	0	3	57
Bendigo	0	4	15
Bendigo	0	5	8
Bendigo	0	6	5
Bendigo	1	2	1820
Bendigo	1	3	719
Bendigo	1	4	529
Bendigo	1	5	223
Bendigo	1	6	119
California Gully - Eaglehawk	0	1	1470
California Gully - Eaglehawk	0	2	156
California Gully - Eaglehawk	0	3	23
California Gully - Eaglehawk	0	4	8
California Gully - Eaglehawk	0	5	3
California Gully - Eaglehawk	1	2	1375
California Gully - Eaglehawk	1	3	636
California Gully - Eaglehawk	1	4	527
California Gully - Eaglehawk	1	5	251
California Gully - Eaglehawk	1	6	131
East Bendigo - Kennington	0	1	1727
East Bendigo - Kennington	0	2	155
East Bendigo - Kennington	0	3	61
East Bendigo - Kennington	0	4	32
East Bendigo - Kennington	0	5	6
East Bendigo - Kennington	1	2	1799
East Bendigo - Kennington	1	3	646
East Bendigo - Kennington	1	4	567
East Bendigo - Kennington	1	5	240
East Bendigo - Kennington	1	6	118
Flora Hill - Spring Gully	0	1	1148
Flora Hill - Spring Gully	0	2	163
Flora Hill - Spring Gully	0	3	84
Flora Hill - Spring Gully	0	4	24
Flora Hill - Spring Gully	0	5	11
Flora Hill - Spring Gully	0	6	4
Flora Hill - Spring Gully	1	2	1061
Flora Hill - Spring Gully	1	3	467
Flora Hill - Spring Gully	1	4	404
Flora Hill - Spring Gully	1	5	195
Flora Hill - Spring Gully	1	6	68
Kangaroo Flat - Golden Square	0	1	2458
Kangaroo Flat - Golden Square	0	2	226
Kangaroo Flat - Golden Square	0	3	54
Kangaroo Flat - Golden Square	0	4	7
Kangaroo Flat - Golden Square	0	5	5
Kangaroo Flat - Golden Square	1	2	2548
Kangaroo Flat - Golden Square	1	3	1074
