SA2_NAME16	HomeCensusNight	Sex	persons
Eden	0	F	125
Eden	0	M	124
Eden	1	F	1517
Eden	1	M	1454
Eurobodalla Hinterland	0	F	93
Eurobodalla Hinterland	0	M	141
Eurobodalla Hinterland	1	F	1532
Eurobodalla Hinterland	1	M	1532
Merimbula - Tura Beach	0	F	465
Merimbula - Tura Beach	0	M	444
Merimbula - Tura Beach	1	F	5076
Merimbula - Tura Beach	1	M	4638
Moruya - Tuross Head	0	F	317
Moruya - Tuross Head	0	M	327
Moruya - Tuross Head	1	F	3685
Moruya - Tuross Head	1	M	3634
Narooma - Bermagui	0	F	360
Narooma - Bermagui	0	M	390
Narooma - Bermagui	1	F	4198
Narooma - Bermagui	1	M	4028
Goulburn	0	F	584
Goulburn	0	M	626
Goulburn	1	F	10862
Goulburn	1	M	10821
Goulburn Region	0	F	343
Goulburn Region	0	M	400
Goulburn Region	1	F	5786
Goulburn Region	1	M	6149
Yass	0	F	173
Yass	0	M	170
Yass	1	F	3217
Yass	1	M	2948
Yass Region	0	F	301
Yass Region	0	M	338
Yass Region	1	F	5440
Yass Region	1	M	5427
Young	0	F	329
Young	0	M	349
Young	1	F	5171
Young	1	M	4763
Young Region	0	F	208
Young Region	0	M	229
Young Region	1	F	3430
Young Region	1	M	3461
Avoca Beach - Copacabana	0	F	203
Avoca Beach - Copacabana	0	M	237
Avoca Beach - Copacabana	1	F	3439
Avoca Beach - Copacabana	1	M	3434
Box Head - MacMasters Beach	0	F	266
Box Head - MacMasters Beach	0	M	295
Box Head - MacMasters Beach	1	F	5194
Box Head - MacMasters Beach	1	M	4928
Calga - Kulnura	0	F	101
Calga - Kulnura	0	M	119
Calga - Kulnura	1	F	2135
Calga - Kulnura	1	M	2345
Erina - Green Point	0	F	319
Erina - Green Point	0	M	301
Erina - Green Point	1	F	7135
Erina - Green Point	1	M	6190
Gosford - Springfield	0	F	421
Gosford - Springfield	0	M	458
Gosford - Springfield	1	F	9272
Gosford - Springfield	1	M	8648
Kariong	0	F	109
Kariong	0	M	136
Kariong	1	F	3038
Kariong	1	M	3106
Kincumber - Picketts Valley	0	F	162
Kincumber - Picketts Valley	0	M	148
Kincumber - Picketts Valley	1	F	3801
Kincumber - Picketts Valley	1	M	3203
Narara	0	F	138
Narara	0	M	119
Narara	1	F	3262
Narara	1	M	3112
Niagara Park - Lisarow	0	F	143
Niagara Park - Lisarow	0	M	163
Niagara Park - Lisarow	1	F	3927
Niagara Park - Lisarow	1	M	3796
Point Clare - Koolewong	0	F	111
Point Clare - Koolewong	0	M	143
Point Clare - Koolewong	1	F	3077
Point Clare - Koolewong	1	M	2869
Saratoga - Davistown	0	F	168
Saratoga - Davistown	0	M	198
Saratoga - Davistown	1	F	3435
Saratoga - Davistown	1	M	3190
Terrigal - North Avoca	0	F	336
Terrigal - North Avoca	0	M	394
Terrigal - North Avoca	1	F	6469
Terrigal - North Avoca	1	M	6152
Umina - Booker Bay - Patonga	0	F	585
Umina - Booker Bay - Patonga	0	M	649
Umina - Booker Bay - Patonga	1	F	11713
Umina - Booker Bay - Patonga	1	M	10636
Wamberal - Forresters Beach	0	F	273
Wamberal - Forresters Beach	0	M	299
Wamberal - Forresters Beach	1	F	4664
Wamberal - Forresters Beach	1	M	4521
Woy Woy - Blackwall	0	F	330
Woy Woy - Blackwall	0	M	296
Woy Woy - Blackwall	1	F	6960
Woy Woy - Blackwall	1	M	6341
Wyoming	0	F	263
Wyoming	0	M	242
Wyoming	1	F	5728
Wyoming	1	M	5205
Bateau Bay - Killarney Vale	0	F	507
Bateau Bay - Killarney Vale	0	M	515
Bateau Bay - Killarney Vale	1	F	11087
Bateau Bay - Killarney Vale	1	M	9901
Blue Haven - San Remo	0	F	194
Blue Haven - San Remo	0	M	227
Blue Haven - San Remo	1	F	5502
Blue Haven - San Remo	1	M	5115
Budgewoi - Buff Point - Halekulani	0	F	280
Budgewoi - Buff Point - Halekulani	0	M	263
Budgewoi - Buff Point - Halekulani	1	F	4483
Budgewoi - Buff Point - Halekulani	1	M	4372
Chittaway Bay - Tumbi Umbi	0	F	353
Chittaway Bay - Tumbi Umbi	0	M	375
Chittaway Bay - Tumbi Umbi	1	F	7565
Chittaway Bay - Tumbi Umbi	1	M	7053
Gorokan - Kanwal - Charmhaven	0	F	483
Gorokan - Kanwal - Charmhaven	0	M	500
Gorokan - Kanwal - Charmhaven	1	F	10988
Gorokan - Kanwal - Charmhaven	1	M	10141
Jilliby - Yarramalong	0	F	74
Jilliby - Yarramalong	0	M	86
Jilliby - Yarramalong	1	F	1594
Jilliby - Yarramalong	1	M	1599
Lake Munmorah - Mannering Park	0	F	291
Lake Munmorah - Mannering Park	0	M	302
Lake Munmorah - Mannering Park	1	F	5229
Lake Munmorah - Mannering Park	1	M	4908
Ourimbah - Fountaindale	0	F	88
Ourimbah - Fountaindale	0	M	104
Ourimbah - Fountaindale	1	F	2360
Ourimbah - Fountaindale	1	M	2307
Summerland Point - Gwandalan	0	F	131
Summerland Point - Gwandalan	0	M	180
Summerland Point - Gwandalan	1	F	2738
Summerland Point - Gwandalan	1	M	2714
The Entrance	0	F	371
The Entrance	0	M	414
The Entrance	1	F	7380
The Entrance	1	M	6780
Toukley - Norah Head	0	F	207
Toukley - Norah Head	0	M	254
Toukley - Norah Head	1	F	4796
Toukley - Norah Head	1	M	4509
Tuggerah - Kangy Angy	0	F	91
Tuggerah - Kangy Angy	0	M	110
Tuggerah - Kangy Angy	1	F	2621
Tuggerah - Kangy Angy	1	M	2483
Warnervale - Wadalba	0	F	248
Warnervale - Wadalba	0	M	287
Warnervale - Wadalba	1	F	7615
Warnervale - Wadalba	1	M	7065
Wyong	0	F	223
Wyong	0	M	235
Wyong	1	F	4294
Wyong	1	M	4066
Bathurst	0	F	636
Bathurst	0	M	700
Bathurst	1	F	11376
Bathurst	1	M	11120
Bathurst - East	0	F	267
Bathurst - East	0	M	301
Bathurst - East	1	F	5376
Bathurst - East	1	M	5246
Bathurst Region	0	F	179
Bathurst Region	0	M	240
Bathurst Region	1	F	3076
Bathurst Region	1	M	3414
Oberon	0	F	127
Oberon	0	M	135
Oberon	1	F	2118
Oberon	1	M	2290
Condobolin	0	F	189
Condobolin	0	M	214
Condobolin	1	F	3109
Condobolin	1	M	3128
Cowra	0	F	267
Cowra	0	M	260
Cowra	1	F	4464
Cowra	1	M	4154
Cowra Region	0	F	124
Cowra Region	0	M	167
Cowra Region	1	F	2552
Cowra Region	1	M	2603
Forbes	0	F	318
Forbes	0	M	330
Forbes	1	F	4749
Forbes	1	M	4771
Grenfell	0	F	122
Grenfell	0	M	137
Grenfell	1	F	1704
Grenfell	1	M	1687
Parkes (NSW)	0	F	336
Parkes (NSW)	0	M	379
Parkes (NSW)	1	F	5343
Parkes (NSW)	1	M	4925
Parkes Region	0	F	112
Parkes Region	0	M	120
Parkes Region	1	F	1530
Parkes Region	1	M	1634
West Wyalong	0	F	204
West Wyalong	0	M	170
West Wyalong	1	F	2769
West Wyalong	1	M	2784
Lithgow	0	F	320
Lithgow	0	M	361
Lithgow	1	F	6021
Lithgow	1	M	6109
Lithgow Region	0	F	235
Lithgow Region	0	M	286
Lithgow Region	1	F	3816
Lithgow Region	1	M	3929
Mudgee	0	F	293
Mudgee	0	M	344
Mudgee	1	F	5708
Mudgee	1	M	5380
Mudgee Region - East	0	F	86
Mudgee Region - East	0	M	107
Mudgee Region - East	1	F	1591
Mudgee Region - East	1	M	1659
Mudgee Region - West	0	F	300
Mudgee Region - West	0	M	343
Mudgee Region - West	1	F	4713
Mudgee Region - West	1	M	5002
Blayney	0	F	183
Blayney	0	M	224
Blayney	1	F	3466
Blayney	1	M	3394
Orange	0	F	535
Orange	0	M	590
Orange	1	F	9392
Orange	1	M	8496
Orange - North	0	F	477
Orange - North	0	M	572
Orange - North	1	F	9564
Orange - North	1	M	9119
Orange Region	0	F	285
Orange Region	0	M	367
Orange Region	1	F	5446
Orange Region	1	M	5502
Grafton	0	F	503
Grafton	0	M	540
Grafton	1	F	9094
Grafton	1	M	8534
Grafton Region	0	F	432
Grafton Region	0	M	508
Grafton Region	1	F	7034
Grafton Region	1	M	7337
Maclean - Yamba - Iluka	0	F	472
Maclean - Yamba - Iluka	0	M	486
Maclean - Yamba - Iluka	1	F	7816
Maclean - Yamba - Iluka	1	M	7502
Bellingen	0	F	141
Bellingen	0	M	146
Bellingen	1	F	2897
Bellingen	1	M	2620
Coffs Harbour - North	0	F	471
Coffs Harbour - North	0	M	536
Coffs Harbour - North	1	F	8627
Coffs Harbour - North	1	M	7825
Coffs Harbour - South	0	F	289
Coffs Harbour - South	0	M	304
Coffs Harbour - South	1	F	5234
Coffs Harbour - South	1	M	4470
Coramba - Nana Glen - Bucca	0	F	93
Coramba - Nana Glen - Bucca	0	M	120
Coramba - Nana Glen - Bucca	1	F	1795
Coramba - Nana Glen - Bucca	1	M	1805
Dorrigo	0	F	107
Dorrigo	0	M	110
Dorrigo	1	F	1516
Dorrigo	1	M	1511
Korora - Emerald Beach	0	F	249
Korora - Emerald Beach	0	M	270
Korora - Emerald Beach	1	F	4229
Korora - Emerald Beach	1	M	3994
Sawtell - Boambee	0	F	510
Sawtell - Boambee	0	M	574
Sawtell - Boambee	1	F	9527
Sawtell - Boambee	1	M	8870
Urunga	0	F	140
Urunga	0	M	149
Urunga	1	F	2217
Urunga	1	M	2158
Woolgoolga - Arrawarra	0	F	322
Woolgoolga - Arrawarra	0	M	414
Woolgoolga - Arrawarra	1	F	5973
Woolgoolga - Arrawarra	1	M	5803
Bourke - Brewarrina	0	F	160
Bourke - Brewarrina	0	M	169
Bourke - Brewarrina	1	F	1816
Bourke - Brewarrina	1	M	1855
Cobar	0	F	155
Cobar	0	M	192
Cobar	1	F	2105
Cobar	1	M	2212
Coonamble	0	F	129
Coonamble	0	M	138
Coonamble	1	F	1943
Coonamble	1	M	1896
Nyngan - Warren	0	F	198
Nyngan - Warren	0	M	204
Nyngan - Warren	1	F	2287
Nyngan - Warren	1	M	2273
Walgett - Lightning Ridge	0	F	235
Walgett - Lightning Ridge	0	M	305
Walgett - Lightning Ridge	1	F	2799
Walgett - Lightning Ridge	1	M	3074
Broken Hill	0	F	648
Broken Hill	0	M	724
Broken Hill	1	F	8445
Broken Hill	1	M	7896
Far West	0	F	122
Far West	0	M	134
Far West	1	F	1034
Far West	1	M	1215
Coonabarabran	0	F	300
Coonabarabran	0	M	316
Coonabarabran	1	F	3685
Coonabarabran	1	M	3646
Dubbo - East	0	F	317
Dubbo - East	0	M	374
Dubbo - East	1	F	5060
Dubbo - East	1	M	4628
Dubbo - South	0	F	491
Dubbo - South	0	M	494
Dubbo - South	1	F	8438
Dubbo - South	1	M	7519
Dubbo - West	0	F	271
Dubbo - West	0	M	303
Dubbo - West	1	F	4239
Dubbo - West	1	M	3959
Dubbo Region	0	F	139
Dubbo Region	0	M	192
Dubbo Region	1	F	2580
Dubbo Region	1	M	2716
Gilgandra	0	F	140
Gilgandra	0	M	170
Gilgandra	1	F	2062
Gilgandra	1	M	1994
Narromine	0	F	190
Narromine	0	M	222
Narromine	1	F	3076
Narromine	1	M	3046
Wellington	0	F	232
Wellington	0	M	301
Wellington	1	F	3995
Wellington	1	M	4306
Branxton - Greta - Pokolbin	0	F	232
Branxton - Greta - Pokolbin	0	M	284
Branxton - Greta - Pokolbin	1	F	4806
Branxton - Greta - Pokolbin	1	M	4806
Cessnock	0	F	553
Cessnock	0	M	561
Cessnock	1	F	10502
Cessnock	1	M	10377
Cessnock Region	0	F	230
Cessnock Region	0	M	228
Cessnock Region	1	F	3771
Cessnock Region	1	M	3695
Dungog	0	F	202
Dungog	0	M	270
Dungog	1	F	4281
Dungog	1	M	4228
Kurri Kurri - Abermain	0	F	370
Kurri Kurri - Abermain	0	M	447
Kurri Kurri - Abermain	1	F	8504
Kurri Kurri - Abermain	1	M	8312
Singleton	0	F	388
Singleton	0	M	444
Singleton	1	F	7526
Singleton	1	M	7738
Singleton Region	0	F	125
Singleton Region	0	M	126
Singleton Region	1	F	2275
Singleton Region	1	M	2395
Maitland	0	F	137
Maitland	0	M	148
Maitland	1	F	3188
Maitland	1	M	3124
Maitland - East	0	F	622
Maitland - East	0	M	694
Maitland - East	1	F	13530
Maitland - East	1	M	12572
Maitland - North	0	F	149
Maitland - North	0	M	186
Maitland - North	1	F	3710
Maitland - North	1	M	3566
Maitland - West	0	F	474
Maitland - West	0	M	581
Maitland - West	1	F	11094
Maitland - West	1	M	10381
Thornton - Millers Forest	0	F	197
Thornton - Millers Forest	0	M	265
Thornton - Millers Forest	1	F	4841
Thornton - Millers Forest	1	M	4702
Anna Bay	0	F	203
Anna Bay	0	M	207
Anna Bay	1	F	2709
Anna Bay	1	M	2612
Lemon Tree Passage - Tanilba Bay	0	F	179
Lemon Tree Passage - Tanilba Bay	0	M	208
Lemon Tree Passage - Tanilba Bay	1	F	3158
Lemon Tree Passage - Tanilba Bay	1	M	3144
Nelson Bay Peninsula	0	F	680
Nelson Bay Peninsula	0	M	787
Nelson Bay Peninsula	1	F	10197
Nelson Bay Peninsula	1	M	9357
Raymond Terrace	0	F	324
Raymond Terrace	0	M	403
Raymond Terrace	1	F	6680
Raymond Terrace	1	M	6420
Seaham - Woodville	0	F	112
Seaham - Woodville	0	M	146
Seaham - Woodville	1	F	2596
Seaham - Woodville	1	M	2553
Tea Gardens - Hawks Nest	0	F	193
Tea Gardens - Hawks Nest	0	M	199
Tea Gardens - Hawks Nest	1	F	2344
Tea Gardens - Hawks Nest	1	M	2299
Williamtown - Medowie - Karuah	0	F	350
Williamtown - Medowie - Karuah	0	M	464
Williamtown - Medowie - Karuah	1	F	6373
Williamtown - Medowie - Karuah	1	M	6489
Muswellbrook	0	F	297
Muswellbrook	0	M	294
Muswellbrook	1	F	5595
Muswellbrook	1	M	5885
Muswellbrook Region	0	F	80
Muswellbrook Region	0	M	92
Muswellbrook Region	1	F	1868
Muswellbrook Region	1	M	1973
Scone	0	F	120
Scone	0	M	152
Scone	1	F	2852
Scone	1	M	2695
Scone Region	0	F	206
Scone Region	0	M	253
Scone Region	1	F	3963
Scone Region	1	M	3866
Dapto - Avondale	0	F	478
Dapto - Avondale	0	M	519
Dapto - Avondale	1	F	11582
Dapto - Avondale	1	M	10879
Horsley - Kembla Grange	0	F	139
Horsley - Kembla Grange	0	M	168
Horsley - Kembla Grange	1	F	4287
Horsley - Kembla Grange	1	M	4053
Port Kembla Industrial	1	M	8
Unanderra - Mount Kembla	0	F	278
Unanderra - Mount Kembla	0	M	320
Unanderra - Mount Kembla	1	F	7629
Unanderra - Mount Kembla	1	M	7152
Berkeley - Lake Heights - Cringila	0	F	253
Berkeley - Lake Heights - Cringila	0	M	288
Berkeley - Lake Heights - Cringila	1	F	6708
Berkeley - Lake Heights - Cringila	1	M	6550
Port Kembla - Warrawong	0	F	181
Port Kembla - Warrawong	0	M	206
Port Kembla - Warrawong	1	F	4711
Port Kembla - Warrawong	1	M	4658
Windang - Primbee	0	F	102
Windang - Primbee	0	M	113
Windang - Primbee	1	F	2011
Windang - Primbee	1	M	2072
Illawarra Catchment Reserve	1	F	3
Illawarra Catchment Reserve	1	M	4
Albion Park - Macquarie Pass	0	F	263
Albion Park - Macquarie Pass	0	M	337
Albion Park - Macquarie Pass	1	F	7123
Albion Park - Macquarie Pass	1	M	6604
Albion Park Rail	0	F	124
Albion Park Rail	0	M	176
Albion Park Rail	1	F	3416
Albion Park Rail	1	M	3203
Kiama	0	F	232
Kiama	0	M	262
Kiama	1	F	3696
Kiama	1	M	3505
Kiama Downs - Minnamurra	0	F	161
Kiama Downs - Minnamurra	0	M	197
Kiama Downs - Minnamurra	1	F	2790
Kiama Downs - Minnamurra	1	M	2729
Kiama Hinterland - Gerringong	0	F	239
Kiama Hinterland - Gerringong	0	M	288
Kiama Hinterland - Gerringong	1	F	3777
Kiama Hinterland - Gerringong	1	M	3509
Shellharbour - Flinders	0	F	302
Shellharbour - Flinders	0	M	375
Shellharbour - Flinders	1	F	8190
Shellharbour - Flinders	1	M	7970
Shellharbour - Oak Flats	0	F	190
Shellharbour - Oak Flats	0	M	209
Shellharbour - Oak Flats	1	F	4964
Shellharbour - Oak Flats	1	M	4598
Warilla	0	F	464
Warilla	0	M	509
Warilla	1	F	9969
Warilla	1	M	9479
Balgownie - Fairy Meadow	0	F	454
Balgownie - Fairy Meadow	0	M	482
Balgownie - Fairy Meadow	1	F	10351
Balgownie - Fairy Meadow	1	M	9902
Corrimal - Tarrawanna - Bellambi	0	F	316
Corrimal - Tarrawanna - Bellambi	0	M	370
Corrimal - Tarrawanna - Bellambi	1	F	7637
Corrimal - Tarrawanna - Bellambi	1	M	7098
Figtree - Keiraville	0	F	439
Figtree - Keiraville	0	M	476
Figtree - Keiraville	1	F	10167
Figtree - Keiraville	1	M	9992
Helensburgh	0	F	177
Helensburgh	0	M	236
Helensburgh	1	F	4158
Helensburgh	1	M	4206
Thirroul - Austinmer - Coalcliff	0	F	328
Thirroul - Austinmer - Coalcliff	0	M	365
Thirroul - Austinmer - Coalcliff	1	F	5382
Thirroul - Austinmer - Coalcliff	1	M	5227
Woonona - Bulli - Russell Vale	0	F	433
Woonona - Bulli - Russell Vale	0	M	494
Woonona - Bulli - Russell Vale	1	F	9828
Woonona - Bulli - Russell Vale	1	M	9086
Wollongong - East	0	F	412
Wollongong - East	0	M	413
Wollongong - East	1	F	6506
Wollongong - East	1	M	6633
Wollongong - West	0	F	371
Wollongong - West	0	M	417
Wollongong - West	1	F	7784
Wollongong - West	1	M	8133
Bulahdelah - Stroud	0	F	120
Bulahdelah - Stroud	0	M	171
Bulahdelah - Stroud	1	F	2216
Bulahdelah - Stroud	1	M	2219
Forster	0	F	464
Forster	0	M	481
Forster	1	F	7030
Forster	1	M	6295
Forster-Tuncurry Region	0	F	197
Forster-Tuncurry Region	0	M	252
Forster-Tuncurry Region	1	F	2743
Forster-Tuncurry Region	1	M	2893
Tuncurry	0	F	204
Tuncurry	0	M	208
Tuncurry	1	F	3041
Tuncurry	1	M	2733
Kempsey	0	F	329
Kempsey	0	M	366
Kempsey	1	F	7116
Kempsey	1	M	6947
Kempsey Region	0	F	241
Kempsey Region	0	M	298
Kempsey Region	1	F	4155
Kempsey Region	1	M	4331
Macksville - Scotts Head	0	F	144
Macksville - Scotts Head	0	M	165
Macksville - Scotts Head	1	F	2308
Macksville - Scotts Head	1	M	2179
Nambucca Heads	0	F	194
Nambucca Heads	0	M	179
Nambucca Heads	1	F	3341
Nambucca Heads	1	M	3043
Nambucca Heads Region	0	F	211
Nambucca Heads Region	0	M	233
Nambucca Heads Region	1	F	3594
Nambucca Heads Region	1	M	3622
South West Rocks	0	F	165
South West Rocks	0	M	162
South West Rocks	1	F	2451
South West Rocks	1	M	2352
Lord Howe Island	0	F	45
Lord Howe Island	0	M	26
Lord Howe Island	1	F	144
Lord Howe Island	1	M	168
Laurieton - Bonny Hills	0	F	544
Laurieton - Bonny Hills	0	M	577
Laurieton - Bonny Hills	1	F	8038
Laurieton - Bonny Hills	1	M	7590
Port Macquarie - East	0	F	760
Port Macquarie - East	0	M	806
Port Macquarie - East	1	F	13867
Port Macquarie - East	1	M	12616
Port Macquarie - West	0	F	501
Port Macquarie - West	0	M	474
Port Macquarie - West	1	F	8784
Port Macquarie - West	1	M	7575
Port Macquarie Region	0	F	172
Port Macquarie Region	0	M	186
Port Macquarie Region	1	F	2397
Port Macquarie Region	1	M	2538
Wauchope	0	F	262
Wauchope	0	M	304
Wauchope	1	F	5534
Wauchope	1	M	5045
Gloucester	0	F	160
Gloucester	0	M	173
Gloucester	1	F	2398
Gloucester	1	M	2306
Old Bar - Manning Point - Red Head	0	F	339
Old Bar - Manning Point - Red Head	0	M	347
Old Bar - Manning Point - Red Head	1	F	5089
Old Bar - Manning Point - Red Head	1	M	4758
Taree	0	F	495
Taree	0	M	559
Taree	1	F	10170
Taree	1	M	9258
Taree Region	0	F	380
Taree Region	0	M	458
Taree Region	1	F	5746
Taree Region	1	M	5850
Wingham	0	F	147
Wingham	0	M	151
Wingham	1	F	2678
Wingham	1	M	2398
Albury - East	0	F	499
Albury - East	0	M	479
Albury - East	1	F	7316
Albury - East	1	M	6754
Albury - North	0	F	303
Albury - North	0	M	302
Albury - North	1	F	4731
Albury - North	1	M	4505
Albury - South	0	F	349
Albury - South	0	M	393
Albury - South	1	F	5000
Albury - South	1	M	4565
Albury Region	0	F	328
Albury Region	0	M	387
Albury Region	1	F	5472
Albury Region	1	M	5419
Lavington	0	F	401
Lavington	0	M	418
Lavington	1	F	7110
Lavington	1	M	6546
Hay	0	F	115
Hay	0	M	151
Hay	1	F	1355
Hay	1	M	1351
Wentworth - Buronga	0	F	177
Wentworth - Buronga	0	M	228
Wentworth - Buronga	1	F	2756
Wentworth - Buronga	1	M	2808
Wentworth-Balranald Region	0	F	109
Wentworth-Balranald Region	0	M	123
Wentworth-Balranald Region	1	F	1591
Wentworth-Balranald Region	1	M	1785
Corowa	0	F	194
Corowa	0	M	187
Corowa	1	F	2611
Corowa	1	M	2487
Corowa Region	0	F	239
Corowa Region	0	M	266
Corowa Region	1	F	3094
Corowa Region	1	M	3138
Deniliquin	0	F	275
Deniliquin	0	M	253
Deniliquin	1	F	3579
Deniliquin	1	M	3327
Deniliquin Region	0	F	222
Deniliquin Region	0	M	248
Deniliquin Region	1	F	3056
Deniliquin Region	1	M	3232
Moama	0	F	230
Moama	0	M	253
Moama	1	F	2784
Moama	1	M	2584
Tocumwal - Finley - Jerilderie	0	F	368
Tocumwal - Finley - Jerilderie	0	M	379
Tocumwal - Finley - Jerilderie	1	F	4474
Tocumwal - Finley - Jerilderie	1	M	4508
Armidale	0	F	894
Armidale	0	M	843
Armidale	1	F	11311
Armidale	1	M	10301
Armidale Region - North	0	F	136
Armidale Region - North	0	M	161
Armidale Region - North	1	F	2080
Armidale Region - North	1	M	2111
Armidale Region - South	0	F	209
Armidale Region - South	0	M	191
Armidale Region - South	1	F	2887
Armidale Region - South	1	M	2735
Walcha	0	F	89
Walcha	0	M	103
Walcha	1	F	1522
Walcha	1	M	1519
Glen Innes	0	F	302
Glen Innes	0	M	310
Glen Innes	1	F	4152
Glen Innes	1	M	4071
Inverell	0	F	334
Inverell	0	M	354
Inverell	1	F	5737
Inverell	1	M	5235
Inverell Region - East	0	F	173
Inverell Region - East	0	M	186
Inverell Region - East	1	F	2413
Inverell Region - East	1	M	2463
Inverell Region - West	0	F	190
Inverell Region - West	0	M	224
Inverell Region - West	1	F	2763
Inverell Region - West	1	M	2810
Tenterfield	0	F	235
Tenterfield	0	M	218
Tenterfield	1	F	3142
Tenterfield	1	M	3030
Moree	0	F	262
Moree	0	M	293
Moree	1	F	3878
Moree	1	M	3768
Moree Region	0	F	236
Moree Region	0	M	242
Moree Region	1	F	2374
Moree Region	1	M	2602
Narrabri	0	F	194
Narrabri	0	M	205
Narrabri	1	F	3493
Narrabri	1	M	3274
Narrabri Region	0	F	152
Narrabri Region	0	M	164
Narrabri Region	1	F	2174
Narrabri Region	1	M	2314
Gunnedah	0	F	215
Gunnedah	0	M	246
Gunnedah	1	F	4479
Gunnedah	1	M	4259
Gunnedah Region	0	F	117
Gunnedah Region	0	M	136
Gunnedah Region	1	F	1852
Gunnedah Region	1	M	2029
Quirindi	0	F	242
Quirindi	0	M	241
Quirindi	1	F	3572
Quirindi	1	M	3624
Tamworth - East	0	F	568
Tamworth - East	0	M	661
Tamworth - East	1	F	9802
Tamworth - East	1	M	9343
Tamworth - North	0	F	449
Tamworth - North	0	M	476
Tamworth - North	1	F	7543
Tamworth - North	1	M	6606
Tamworth - West	0	F	123
Tamworth - West	0	M	177
Tamworth - West	1	F	2718
Tamworth - West	1	M	2538
Tamworth Region	0	F	503
Tamworth Region	0	M	557
Tamworth Region	1	F	8787
Tamworth Region	1	M	8624
Belmont - Bennetts Green	0	F	399
Belmont - Bennetts Green	0	M	465
Belmont - Bennetts Green	1	F	8642
Belmont - Bennetts Green	1	M	8222
Belmont South - Blacksmiths	0	F	133
Belmont South - Blacksmiths	0	M	139
Belmont South - Blacksmiths	1	F	2716
Belmont South - Blacksmiths	1	M	2614
Charlestown - Dudley	0	F	545
Charlestown - Dudley	0	M	659
Charlestown - Dudley	1	F	11736
Charlestown - Dudley	1	M	11017
Glendale - Cardiff - Hillsborough	0	F	461
Glendale - Cardiff - Hillsborough	0	M	549
Glendale - Cardiff - Hillsborough	1	F	11447
Glendale - Cardiff - Hillsborough	1	M	10932
Mount Hutton - Windale	0	F	209
Mount Hutton - Windale	0	M	223
Mount Hutton - Windale	1	F	4471
Mount Hutton - Windale	1	M	3994
Redhead	0	F	97
Redhead	0	M	113
Redhead	1	F	1716
Redhead	1	M	1595
Swansea - Caves Beach	0	F	286
Swansea - Caves Beach	0	M	372
Swansea - Caves Beach	1	F	5601
Swansea - Caves Beach	1	M	5292
Valentine - Eleebana	0	F	258
Valentine - Eleebana	0	M	358
Valentine - Eleebana	1	F	5858
Valentine - Eleebana	1	M	5524
Warners Bay - Boolaroo	0	F	392
Warners Bay - Boolaroo	0	M	438
Warners Bay - Boolaroo	1	F	6552
Warners Bay - Boolaroo	1	M	5988
Bolton Point - Teralba	0	F	203
Bolton Point - Teralba	0	M	244
Bolton Point - Teralba	1	F	4172
Bolton Point - Teralba	1	M	3907
Bonnells Bay - Silverwater	0	F	236
Bonnells Bay - Silverwater	0	M	267
Bonnells Bay - Silverwater	1	F	4206
Bonnells Bay - Silverwater	1	M	4010
Edgeworth - Cameron Park	0	F	280
Edgeworth - Cameron Park	0	M	335
Edgeworth - Cameron Park	1	F	7040
Edgeworth - Cameron Park	1	M	6554
Morisset - Cooranbong	0	F	385
Morisset - Cooranbong	0	M	421
Morisset - Cooranbong	1	F	7282
