SA2_NAME16	OnlyEnglishSpokenHome	Sex	persons
St Ives	1	M	6951
Turramurra	0	F	2108
Turramurra	0	M	1810
Turramurra	1	F	7448
Turramurra	1	M	7005
Wahroonga (East) - Warrawee	0	F	2066
Wahroonga (East) - Warrawee	0	M	1765
Wahroonga (East) - Warrawee	1	F	6773
Wahroonga (East) - Warrawee	1	M	6475
Cremorne - Cammeray	0	F	1958
Cremorne - Cammeray	0	M	1506
Cremorne - Cammeray	1	F	7633
Cremorne - Cammeray	1	M	6747
Crows Nest - Waverton	0	F	2372
Crows Nest - Waverton	0	M	1907
Crows Nest - Waverton	1	F	6569
Crows Nest - Waverton	1	M	6008
Mosman	0	F	2421
Mosman	0	M	1887
Mosman	1	F	11847
Mosman	1	M	10350
Neutral Bay - Kirribilli	0	F	2026
Neutral Bay - Kirribilli	0	M	1571
Neutral Bay - Kirribilli	1	F	6679
Neutral Bay - Kirribilli	1	M	6030
North Sydney - Lavender Bay	0	F	1545
North Sydney - Lavender Bay	0	M	1313
North Sydney - Lavender Bay	1	F	3386
North Sydney - Lavender Bay	1	M	3442
Balgowlah - Clontarf - Seaforth	0	F	1455
Balgowlah - Clontarf - Seaforth	0	M	1177
Balgowlah - Clontarf - Seaforth	1	F	8563
Balgowlah - Clontarf - Seaforth	1	M	8113
Manly - Fairlight	0	F	1772
Manly - Fairlight	0	M	1488
Manly - Fairlight	1	F	8383
Manly - Fairlight	1	M	8329
Avalon - Palm Beach	0	F	402
Avalon - Palm Beach	0	M	338
Avalon - Palm Beach	1	F	5650
Avalon - Palm Beach	1	M	5432
Bayview - Elanora Heights	0	F	455
Bayview - Elanora Heights	0	M	396
Bayview - Elanora Heights	1	F	4743
Bayview - Elanora Heights	1	M	4524
Newport - Bilgola	0	F	532
Newport - Bilgola	0	M	421
Newport - Bilgola	1	F	5936
Newport - Bilgola	1	M	5865
Warriewood - Mona Vale	0	F	1447
Warriewood - Mona Vale	0	M	1227
Warriewood - Mona Vale	1	F	10329
Warriewood - Mona Vale	1	M	9874
Beacon Hill - Narraweena	0	F	1537
Beacon Hill - Narraweena	0	M	1415
Beacon Hill - Narraweena	1	F	5244
Beacon Hill - Narraweena	1	M	5082
Cromer	0	F	530
Cromer	0	M	448
Cromer	1	F	3185
Cromer	1	M	3010
Dee Why - North Curl Curl	0	F	3748
Dee Why - North Curl Curl	0	M	3399
Dee Why - North Curl Curl	1	F	8125
Dee Why - North Curl Curl	1	M	8088
Forestville - Killarney Heights	0	F	1674
Forestville - Killarney Heights	0	M	1359
Forestville - Killarney Heights	1	F	4765
Forestville - Killarney Heights	1	M	4660
Frenchs Forest - Belrose	0	F	2144
Frenchs Forest - Belrose	0	M	1877
Frenchs Forest - Belrose	1	F	10198
Frenchs Forest - Belrose	1	M	10104
Freshwater - Brookvale	0	F	1690
Freshwater - Brookvale	0	M	1481
Freshwater - Brookvale	1	F	8227
Freshwater - Brookvale	1	M	8332
Manly Vale - Allambie Heights	0	F	1426
Manly Vale - Allambie Heights	0	M	1209
Manly Vale - Allambie Heights	1	F	6827
Manly Vale - Allambie Heights	1	M	6664
Narrabeen - Collaroy	0	F	1561
Narrabeen - Collaroy	0	M	1267
Narrabeen - Collaroy	1	F	10390
Narrabeen - Collaroy	1	M	10023
Terrey Hills - Duffys Forest	0	F	190
Terrey Hills - Duffys Forest	0	M	138
Terrey Hills - Duffys Forest	1	F	1561
Terrey Hills - Duffys Forest	1	M	1551
Camden - Ellis Lane	0	F	376
Camden - Ellis Lane	0	M	310
Camden - Ellis Lane	1	F	6106
Camden - Ellis Lane	1	M	5652
Elderslie - Harrington Park	0	F	1295
Elderslie - Harrington Park	0	M	1177
Elderslie - Harrington Park	1	F	9066
Elderslie - Harrington Park	1	M	8667
Mount Annan - Currans Hill	0	F	1856
Mount Annan - Currans Hill	0	M	1653
Mount Annan - Currans Hill	1	F	12272
Mount Annan - Currans Hill	1	M	11837
Bradbury - Wedderburn	0	F	1719
Bradbury - Wedderburn	0	M	1603
Bradbury - Wedderburn	1	F	7493
Bradbury - Wedderburn	1	M	7052
Campbelltown - Woodbine	0	F	2665
Campbelltown - Woodbine	0	M	2590
Campbelltown - Woodbine	1	F	5997
Campbelltown - Woodbine	1	M	5807
Claymore - Eagle Vale - Raby	0	F	2494
Claymore - Eagle Vale - Raby	0	M	2303
Claymore - Eagle Vale - Raby	1	F	7247
Claymore - Eagle Vale - Raby	1	M	7168
Ingleburn - Denham Court	0	F	4006
Ingleburn - Denham Court	0	M	3797
Ingleburn - Denham Court	1	F	5368
Ingleburn - Denham Court	1	M	5589
Leumeah - Minto Heights	0	F	1860
Leumeah - Minto Heights	0	M	1713
Leumeah - Minto Heights	1	F	6180
Leumeah - Minto Heights	1	M	6059
Macquarie Fields - Glenfield	0	F	5396
Macquarie Fields - Glenfield	0	M	5053
Macquarie Fields - Glenfield	1	F	5712
Macquarie Fields - Glenfield	1	M	5586
Minto - St Andrews	0	F	4125
Minto - St Andrews	0	M	3993
Minto - St Andrews	1	F	5460
Minto - St Andrews	1	M	5456
Rosemeadow - Glen Alpine	0	F	2485
Rosemeadow - Glen Alpine	0	M	2225
Rosemeadow - Glen Alpine	1	F	7551
Rosemeadow - Glen Alpine	1	M	7323
Bargo	0	F	149
Bargo	0	M	155
Bargo	1	F	2539
Bargo	1	M	2557
Douglas Park - Appin	0	F	272
Douglas Park - Appin	0	M	285
Douglas Park - Appin	1	F	4235
Douglas Park - Appin	1	M	4370
Picton - Tahmoor - Buxton	0	F	477
Picton - Tahmoor - Buxton	0	M	419
Picton - Tahmoor - Buxton	1	F	7566
Picton - Tahmoor - Buxton	1	M	7351
The Oaks - Oakdale	0	F	295
The Oaks - Oakdale	0	M	281
The Oaks - Oakdale	1	F	4001
The Oaks - Oakdale	1	M	3977
Blackheath - Megalong Valley	0	F	196
Blackheath - Megalong Valley	0	M	154
Blackheath - Megalong Valley	1	F	2474
Blackheath - Megalong Valley	1	M	2337
Blaxland - Warrimoo - Lapstone	0	F	519
Blaxland - Warrimoo - Lapstone	0	M	446
Blaxland - Warrimoo - Lapstone	1	F	8766
Blaxland - Warrimoo - Lapstone	1	M	8548
Blue Mountains - North	1	F	5
Blue Mountains - North	1	M	4
Katoomba - Leura	0	F	671
Katoomba - Leura	0	M	611
Katoomba - Leura	1	F	5776
Katoomba - Leura	1	M	5274
Lawson - Hazelbrook - Linden	0	F	356
Lawson - Hazelbrook - Linden	0	M	294
Lawson - Hazelbrook - Linden	1	F	5253
Lawson - Hazelbrook - Linden	1	M	4885
Springwood - Winmalee	0	F	562
Springwood - Winmalee	0	M	466
Springwood - Winmalee	1	F	10331
Springwood - Winmalee	1	M	9575
Wentworth Falls	0	F	233
Wentworth Falls	0	M	183
Wentworth Falls	1	F	2792
Wentworth Falls	1	M	2539
Blue Mountains - South	1	M	3
Cambridge Park	0	F	741
Cambridge Park	0	M	629
Cambridge Park	1	F	6801
Cambridge Park	1	M	6771
Castlereagh - Cranebrook	0	F	1821
Castlereagh - Cranebrook	0	M	1628
Castlereagh - Cranebrook	1	F	9644
Castlereagh - Cranebrook	1	M	9456
Emu Plains - Leonay	0	F	480
Emu Plains - Leonay	0	M	424
Emu Plains - Leonay	1	F	6461
Emu Plains - Leonay	1	M	6158
Glenmore Park - Regentville	0	F	1551
Glenmore Park - Regentville	0	M	1423
Glenmore Park - Regentville	1	F	8973
Glenmore Park - Regentville	1	M	8539
Jamisontown - South Penrith	0	F	957
Jamisontown - South Penrith	0	M	801
Jamisontown - South Penrith	1	F	7490
Jamisontown - South Penrith	1	M	7185
Kingswood - Werrington	0	F	2423
Kingswood - Werrington	0	M	2212
Kingswood - Werrington	1	F	6992
Kingswood - Werrington	1	M	6798
Mulgoa - Luddenham - Orchard Hills	0	F	775
Mulgoa - Luddenham - Orchard Hills	0	M	795
Mulgoa - Luddenham - Orchard Hills	1	F	3676
Mulgoa - Luddenham - Orchard Hills	1	M	3750
Penrith	0	F	1216
Penrith	0	M	1045
Penrith	1	F	5131
Penrith	1	M	4916
Warragamba - Silverdale	0	F	184
Warragamba - Silverdale	0	M	162
Warragamba - Silverdale	1	F	2244
Warragamba - Silverdale	1	M	2354
Richmond - Clarendon	0	F	547
Richmond - Clarendon	0	M	486
Richmond - Clarendon	1	F	6231
Richmond - Clarendon	1	M	5698
Windsor - Bligh Park	0	F	472
Windsor - Bligh Park	0	M	401
Windsor - Bligh Park	1	F	7002
Windsor - Bligh Park	1	M	6685
Yarramundi - Londonderry	0	F	307
Yarramundi - Londonderry	0	M	329
Yarramundi - Londonderry	1	F	2552
Yarramundi - Londonderry	1	M	2740
Erskine Park	0	F	720
Erskine Park	0	M	669
Erskine Park	1	F	2405
Erskine Park	1	M	2421
St Clair	0	F	2280
St Clair	0	M	2178
St Clair	1	F	7236
St Clair	1	M	7265
Colyton - Oxley Park	0	F	1577
Colyton - Oxley Park	0	M	1486
Colyton - Oxley Park	1	F	3926
Colyton - Oxley Park	1	M	3846
St Marys - North St Marys	0	F	2124
St Marys - North St Marys	0	M	1999
St Marys - North St Marys	1	F	5268
St Marys - North St Marys	1	M	5311
Homebush Bay - Silverwater	0	F	4703
Homebush Bay - Silverwater	0	M	4417
Homebush Bay - Silverwater	1	F	3011
Homebush Bay - Silverwater	1	M	3182
Rookwood Cemetery	1	M	3
Auburn - Central	0	F	6290
Auburn - Central	0	M	7742
Auburn - Central	1	F	1006
Auburn - Central	1	M	1192
Auburn - North	0	F	3970
Auburn - North	0	M	5577
Auburn - North	1	F	436
Auburn - North	1	M	589
Auburn - South	0	F	3203
Auburn - South	0	M	3327
Auburn - South	1	F	758
Auburn - South	1	M	794
Berala	0	F	3283
Berala	0	M	3426
Berala	1	F	848
Berala	1	M	1004
Lidcombe	0	F	7436
Lidcombe	0	M	7692
Lidcombe	1	F	1708
Lidcombe	1	M	2060
Regents Park	0	F	1769
Regents Park	0	M	1779
Regents Park	1	F	645
Regents Park	1	M	660
Carlingford	0	F	7779
Carlingford	0	M	7310
Carlingford	1	F	5774
Carlingford	1	M	5682
Ermington - Rydalmere	0	F	4814
Ermington - Rydalmere	0	M	4504
Ermington - Rydalmere	1	F	5516
Ermington - Rydalmere	1	M	5645
Oatlands - Dundas Valley	0	F	4604
Oatlands - Dundas Valley	0	M	4202
Oatlands - Dundas Valley	1	F	4064
Oatlands - Dundas Valley	1	M	4076
Chester Hill - Sefton	0	F	5740
Chester Hill - Sefton	0	M	5571
Chester Hill - Sefton	1	F	2855
Chester Hill - Sefton	1	M	2850
Fairfield - East	0	F	5367
Fairfield - East	0	M	5363
Fairfield - East	1	F	1806
Fairfield - East	1	M	1862
Granville - Clyde	0	F	6929
Granville - Clyde	0	M	7512
Granville - Clyde	1	F	2332
Granville - Clyde	1	M	2621
Greystanes - Pemulwuy	0	F	5309
Greystanes - Pemulwuy	0	M	4932
Greystanes - Pemulwuy	1	F	7565
Greystanes - Pemulwuy	1	M	7434
Guildford - South Granville	0	F	7058
Guildford - South Granville	0	M	7153
Guildford - South Granville	1	F	2510
Guildford - South Granville	1	M	2587
Guildford West - Merrylands West	0	F	5767
Guildford West - Merrylands West	0	M	5716
Guildford West - Merrylands West	1	F	4106
Guildford West - Merrylands West	1	M	3980
Merrylands - Holroyd	0	F	8662
Merrylands - Holroyd	0	M	8972
Merrylands - Holroyd	1	F	4604
Merrylands - Holroyd	1	M	4765
Smithfield Industrial	0	M	12
Smithfield Industrial	1	M	3
Yennora Industrial	0	F	5
Yennora Industrial	0	M	7
Yennora Industrial	1	M	4
North Parramatta	0	F	5937
North Parramatta	0	M	5653
North Parramatta	1	F	4207
North Parramatta	1	M	4548
North Rocks	0	F	1428
North Rocks	0	M	1337
North Rocks	1	F	2520
North Rocks	1	M	2395
Northmead	0	F	5280
Northmead	0	M	5193
Northmead	1	F	4403
Northmead	1	M	4054
Parramatta - Rosehill	0	F	10221
Parramatta - Rosehill	0	M	10943
Parramatta - Rosehill	1	F	2428
Parramatta - Rosehill	1	M	3096
Toongabbie - Constitution Hill	0	F	4629
Toongabbie - Constitution Hill	0	M	4566
Toongabbie - Constitution Hill	1	F	6027
Toongabbie - Constitution Hill	1	M	5732
Winston Hills	0	F	1441
Winston Hills	0	M	1339
Winston Hills	1	F	3956
Winston Hills	1	M	3831
Pendle Hill - Girraween	0	F	3893
Pendle Hill - Girraween	0	M	4152
Pendle Hill - Girraween	1	F	2051
Pendle Hill - Girraween	1	M	2038
Wentworthville - Westmead	0	F	5259
Wentworthville - Westmead	0	M	5429
Wentworthville - Westmead	1	F	2034
Wentworthville - Westmead	1	M	2128
Epping - North Epping	0	F	7503
Epping - North Epping	0	M	7081
Epping - North Epping	1	F	5835
Epping - North Epping	1	M	5938
Pennant Hills - Cheltenham	0	F	3246
Pennant Hills - Cheltenham	0	M	2838
Pennant Hills - Cheltenham	1	F	6996
Pennant Hills - Cheltenham	1	M	6710
Eastwood - Denistone	0	F	7615
Eastwood - Denistone	0	M	6951
Eastwood - Denistone	1	F	4736
Eastwood - Denistone	1	M	4887
Gladesville - Huntleys Point	0	F	2021
Gladesville - Huntleys Point	0	M	1695
Gladesville - Huntleys Point	1	F	5061
Gladesville - Huntleys Point	1	M	4896
Hunters Hill - Woolwich	0	F	1014
Hunters Hill - Woolwich	0	M	840
Hunters Hill - Woolwich	1	F	3872
Hunters Hill - Woolwich	1	M	4045
Macquarie Park - Marsfield	0	F	6418
Macquarie Park - Marsfield	0	M	5780
Macquarie Park - Marsfield	1	F	4358
Macquarie Park - Marsfield	1	M	4102
North Ryde - East Ryde	0	F	2373
North Ryde - East Ryde	0	M	2128
North Ryde - East Ryde	1	F	3709
North Ryde - East Ryde	1	M	3727
West Ryde - Meadowbank	0	F	5568
West Ryde - Meadowbank	0	M	5017
West Ryde - Meadowbank	1	F	3959
West Ryde - Meadowbank	1	M	4115
Putney	0	F	669
Putney	0	M	573
Putney	1	F	1408
Putney	1	M	1359
Ryde	0	F	6773
Ryde	0	M	6067
Ryde	1	F	6462
Ryde	1	M	6513
Ashcroft - Busby - Miller	0	F	4362
Ashcroft - Busby - Miller	0	M	4132
Ashcroft - Busby - Miller	1	F	3621
Ashcroft - Busby - Miller	1	M	3531
Austral - Greendale	0	F	1601
Austral - Greendale	0	M	1552
Austral - Greendale	1	F	2395
Austral - Greendale	1	M	2595
Cobbitty - Leppington	0	F	2403
Cobbitty - Leppington	0	M	2288
Cobbitty - Leppington	1	F	5927
Cobbitty - Leppington	1	M	5964
Badgerys Creek	0	F	9
Badgerys Creek	0	M	4
Badgerys Creek	1	F	16
Badgerys Creek	1	M	25
Cecil Hills	0	F	2008
Cecil Hills	0	M	1940
Cecil Hills	1	F	1361
Cecil Hills	1	M	1383
Green Valley	0	F	4403
Green Valley	0	M	4051
Green Valley	1	F	1715
Green Valley	1	M	1795
Hinchinbrook	0	F	3934
Hinchinbrook	0	M	3719
Hinchinbrook	1	F	2044
Hinchinbrook	1	M	2150
Hoxton Park - Carnes Hill - Horningsea Park	0	F	3413
Hoxton Park - Carnes Hill - Horningsea Park	0	M	3087
Hoxton Park - Carnes Hill - Horningsea Park	1	F	2258
Hoxton Park - Carnes Hill - Horningsea Park	1	M	2372
West Hoxton - Middleton Grange	0	F	3887
West Hoxton - Middleton Grange	0	M	3724
West Hoxton - Middleton Grange	1	F	3345
West Hoxton - Middleton Grange	1	M	3521
Bonnyrigg Heights - Bonnyrigg	0	F	6078
Bonnyrigg Heights - Bonnyrigg	0	M	5524
Bonnyrigg Heights - Bonnyrigg	1	F	1839
Bonnyrigg Heights - Bonnyrigg	1	M	2021
Bossley Park - Abbotsbury	0	F	5844
Bossley Park - Abbotsbury	0	M	5443
Bossley Park - Abbotsbury	1	F	3412
Bossley Park - Abbotsbury	1	M	3550
Cabramatta - Lansvale	0	F	10355
Cabramatta - Lansvale	0	M	9531
Cabramatta - Lansvale	1	F	1616
Cabramatta - Lansvale	1	M	2023
Cabramatta West - Mount Pritchard	0	F	5870
Cabramatta West - Mount Pritchard	0	M	5336
Cabramatta West - Mount Pritchard	1	F	2395
Cabramatta West - Mount Pritchard	1	M	2635
Canley Vale - Canley Heights	0	F	8452
Canley Vale - Canley Heights	0	M	7697
Canley Vale - Canley Heights	1	F	1743
Canley Vale - Canley Heights	1	M	2065
Edensor Park	0	F	3416
Edensor Park	0	M	3149
Edensor Park	1	F	1446
Edensor Park	1	M	1489
Fairfield	0	F	7082
Fairfield	0	M	6759
Fairfield	1	F	1454
Fairfield	1	M	1599
Fairfield - West	0	F	7176
Fairfield - West	0	M	6619
Fairfield - West	1	F	2188
Fairfield - West	1	M	2320
Greenfield Park - Prairiewood	0	F	3102
Greenfield Park - Prairiewood	0	M	2957
Greenfield Park - Prairiewood	1	F	963
Greenfield Park - Prairiewood	1	M	1056
Horsley Park - Kemps Creek	0	F	813
Horsley Park - Kemps Creek	0	M	867
Horsley Park - Kemps Creek	1	F	1157
Horsley Park - Kemps Creek	1	M	1198
Smithfield - Wetherill Park	0	F	5584
Smithfield - Wetherill Park	0	M	5236
Smithfield - Wetherill Park	1	F	3099
Smithfield - Wetherill Park	1	M	3273
St Johns Park - Wakeley	0	F	4250
St Johns Park - Wakeley	0	M	3886
St Johns Park - Wakeley	1	F	1132
St Johns Park - Wakeley	1	M	1223
Wetherill Park Industrial	0	F	10
Wetherill Park Industrial	0	M	14
Wetherill Park Industrial	1	F	3
Wetherill Park Industrial	1	M	11
Casula	0	F	4382
Casula	0	M	4018
Casula	1	F	3137
Casula	1	M	3133
Chipping Norton - Moorebank	0	F	3955
Chipping Norton - Moorebank	0	M	3616
Chipping Norton - Moorebank	1	F	5173
Chipping Norton - Moorebank	1	M	5260
Holsworthy - Wattle Grove	0	F	3285
Holsworthy - Wattle Grove	0	M	3056
Holsworthy - Wattle Grove	1	F	6628
Holsworthy - Wattle Grove	1	M	6914
Liverpool	0	F	8993
Liverpool	0	M	8692
Liverpool	1	F	2965
Liverpool	1	M	3086
Lurnea - Cartwright	0	F	3258
Lurnea - Cartwright	0	M	3094
Lurnea - Cartwright	1	F	2194
Lurnea - Cartwright	1	M	2182
Prestons - Edmondson Park	0	F	5081
Prestons - Edmondson Park	0	M	4822
Prestons - Edmondson Park	1	F	3474
Prestons - Edmondson Park	1	M	3454
Warwick Farm	0	F	1680
Warwick Farm	0	M	1671
Warwick Farm	1	F	730
Warwick Farm	1	M	885
Gymea - Grays Point	0	F	885
Gymea - Grays Point	0	M	740
Gymea - Grays Point	1	F	7774
Gymea - Grays Point	1	M	7536
Miranda - Yowie Bay	0	F	1848
Miranda - Yowie Bay	0	M	1638
Miranda - Yowie Bay	1	F	7165
Miranda - Yowie Bay	1	M	6725
Sylvania - Taren Point	0	F	2322
Sylvania - Taren Point	0	M	2107
Sylvania - Taren Point	1	F	5610
Sylvania - Taren Point	1	M	5178
Caringbah	0	F	959
Caringbah	0	M	781
Caringbah	1	F	4829
Caringbah	1	M	4580
Caringbah South	0	F	504
Caringbah South	0	M	428
Caringbah South	1	F	5431
Caringbah South	1	M	5306
Cronulla - Kurnell - Bundeena	0	F	1105
Cronulla - Kurnell - Bundeena	0	M	970
Cronulla - Kurnell - Bundeena	1	F	9964
Cronulla - Kurnell - Bundeena	1	M	9833
Lilli Pilli - Port Hacking - Dolans Bay	0	F	134
Lilli Pilli - Port Hacking - Dolans Bay	0	M	121
Lilli Pilli - Port Hacking - Dolans Bay	1	F	1412
Lilli Pilli - Port Hacking - Dolans Bay	1	M	1385
Woolaware - Burraneer	0	F	383
Woolaware - Burraneer	0	M	326
Woolaware - Burraneer	1	F	3421
Woolaware - Burraneer	1	M	3327
Heathcote - Waterfall	0	F	174
Heathcote - Waterfall	0	M	131
Heathcote - Waterfall	1	F	3118
Heathcote - Waterfall	1	M	2941
Illawong - Alfords Point	0	F	1321
Illawong - Alfords Point	0	M	1264
Illawong - Alfords Point	1	F	3777
Illawong - Alfords Point	1	M	3771
Menai - Lucas Heights - Woronora	0	F	1560
Menai - Lucas Heights - Woronora	0	M	1351
Menai - Lucas Heights - Woronora	1	F	8820
Menai - Lucas Heights - Woronora	1	M	8782
Oyster Bay - Como - Jannali	0	F	1313
Oyster Bay - Como - Jannali	0	M	1162
Oyster Bay - Como - Jannali	1	F	9141
Oyster Bay - Como - Jannali	1	M	8982
Royal National Park	1	F	5
Royal National Park	1	M	9
Sutherland - Kirrawee	0	F	1780
Sutherland - Kirrawee	0	M	1494
Sutherland - Kirrawee	1	F	8609
Sutherland - Kirrawee	1	M	8036
Engadine	0	F	549
Engadine	0	M	448
Engadine	1	F	7853
Engadine	1	M	7719
Loftus - Yarrawarrah	0	F	190
Loftus - Yarrawarrah	0	M	184
Loftus - Yarrawarrah	1	F	3431
Loftus - Yarrawarrah	1	M	3276
Woronora Heights	0	F	109
Woronora Heights	0	M	68
Woronora Heights	1	F	1696
Woronora Heights	1	M	1700
Migratory - Offshore - Shipping (NSW)	0	F	55
Migratory - Offshore - Shipping (NSW)	0	M	36
Migratory - Offshore - Shipping (NSW)	1	F	154
Migratory - Offshore - Shipping (NSW)	1	M	119
No usual address (NSW)	0	F	821
No usual address (NSW)	0	M	997
No usual address (NSW)	1	F	3038
No usual address (NSW)	1	M	4175
Alfredton	0	F	542
Alfredton	0	M	508
Alfredton	1	F	5164
Alfredton	1	M	4951
Ballarat	0	F	408
Ballarat	0	M	400
Ballarat	1	F	5559
Ballarat	1	M	4922
Ballarat - North	0	F	542
Ballarat - North	0	M	459
Ballarat - North	1	F	10871
Ballarat - North	1	M	9869
Ballarat - South	0	F	706
Ballarat - South	0	M	695
Ballarat - South	1	F	11118
Ballarat - South	1	M	9963
Buninyong	0	F	129
Buninyong	0	M	141
Buninyong	1	F	3196
Buninyong	1	M	3240
Delacombe	0	F	144
Delacombe	0	M	135
Delacombe	1	F	3311
Delacombe	1	M	3131
Smythes Creek	0	F	47
Smythes Creek	0	M	50
Smythes Creek	1	F	1774
Smythes Creek	1	M	1872
Wendouree - Miners Rest	0	F	330
Wendouree - Miners Rest	0	M	309
Wendouree - Miners Rest	1	F	6769
Wendouree - Miners Rest	1	M	6286
Bacchus Marsh Region	0	F	121
Bacchus Marsh Region	0	M	111
Bacchus Marsh Region	1	F	2590
Bacchus Marsh Region	1	M	2636
Creswick - Clunes	0	F	127
Creswick - Clunes	0	M	121
Creswick - Clunes	1	F	3475
Creswick - Clunes	1	M	3394
Daylesford	0	F	273
Daylesford	0	M	249
Daylesford	1	F	3994
Daylesford	1	M	3692
Gordon (Vic.)	0	F	79
Gordon (Vic.)	0	M	72
Gordon (Vic.)	1	F	2494
Gordon (Vic.)	1	M	2553
Avoca	0	F	34
Avoca	0	M	29
Avoca	1	F	1463
Avoca	1	M	1482
Beaufort	0	F	56
Beaufort	0	M	47
Beaufort	1	F	1774
Beaufort	1	M	1824
Golden Plains - North	0	F	46
Golden Plains - North	0	M	48
Golden Plains - North	1	F	2019
Golden Plains - North	1	M	2112
Maryborough (Vic.)	0	F	102
Maryborough (Vic.)	0	M	100
Maryborough (Vic.)	1	F	3727
Maryborough (Vic.)	1	M	3435
Maryborough Region	0	F	66
Maryborough Region	0	M	64
Maryborough Region	1	F	2285
Maryborough Region	1	M	2469
Bendigo	0	F	490
Bendigo	0	M	465
Bendigo	1	F	6279
Bendigo	1	M	5911
California Gully - Eaglehawk	0	F	167
California Gully - Eaglehawk	0	M	150
California Gully - Eaglehawk	1	F	5495
California Gully - Eaglehawk	1	M	5120
East Bendigo - Kennington	0	F	458
East Bendigo - Kennington	0	M	404
East Bendigo - Kennington	1	F	6242
East Bendigo - Kennington	1	M	5664
Flora Hill - Spring Gully	0	F	316
Flora Hill - Spring Gully	0	M	292
Flora Hill - Spring Gully	1	F	4355
Flora Hill - Spring Gully	1	M	3815
Kangaroo Flat - Golden Square	0	F	580
Kangaroo Flat - Golden Square	0	M	511
Kangaroo Flat - Golden Square	1	F	8966
Kangaroo Flat - Golden Square	1	M	8143
Maiden Gully	0	F	48
Maiden Gully	0	M	37
Maiden Gully	1	F	2366
Maiden Gully	1	M	2393
Strathfieldsaye	0	F	115
Strathfieldsaye	0	M	106
Strathfieldsaye	1	F	4057
Strathfieldsaye	1	M	4014
White Hills - Ascot	0	F	319
White Hills - Ascot	0	M	287
White Hills - Ascot	1	F	5399
White Hills - Ascot	1	M	5036
Bendigo Region - South	0	F	76
Bendigo Region - South	0	M	48
Bendigo Region - South	1	F	3284
Bendigo Region - South	1	M	3323
Castlemaine	0	F	206
Castlemaine	0	M	199
Castlemaine	1	F	4620
Castlemaine	1	M	4000
Castlemaine Region	0	F	137
Castlemaine Region	0	M	105
Castlemaine Region	1	F	3743
Castlemaine Region	1	M	3845
Heathcote	0	F	74
Heathcote	0	M	78
Heathcote	1	F	1957
Heathcote	1	M	1981
Kyneton	0	F	242
Kyneton	0	M	234
Kyneton	1	F	4364
Kyneton	1	M	4106
Woodend	0	F	145
Woodend	0	M	133
Woodend	1	F	3104
Woodend	1	M	2928
Bendigo Region - North	0	F	44
Bendigo Region - North	0	M	26
Bendigo Region - North	1	F	1970
Bendigo Region - North	1	M	2051
Loddon	0	F	104
Loddon	0	M	106
Loddon	1	F	2977
Loddon	1	M	3098
Bannockburn	0	F	140
Bannockburn	0	M	141
Bannockburn	1	F	2899
Bannockburn	1	M	2931
Golden Plains - South	0	F	91
Golden Plains - South	0	M	89
Golden Plains - South	1	F	3119
Golden Plains - South	1	M	3198
Winchelsea	0	F	68
Winchelsea	0	M	60
Winchelsea	1	F	2586
Winchelsea	1	M	2644
Belmont	0	F	629
Belmont	0	M	681
Belmont	1	F	6296
Belmont	1	M	5700
Corio - Norlane	0	F	2616
Corio - Norlane	0	M	2517
Corio - Norlane	1	F	9854
Corio - Norlane	1	M	9339
Geelong	0	F	785
Geelong	0	M	743
Geelong	1	F	5352
Geelong	1	M	4922
Geelong West - Hamlyn Heights	0	F	1186
Geelong West - Hamlyn Heights	0	M	1097
Geelong West - Hamlyn Heights	1	F	8476
Geelong West - Hamlyn Heights	1	M	7625
Grovedale	0	F	971
Grovedale	0	M	967
Grovedale	1	F	10479
Grovedale	1	M	9627
Highton	0	F	1264
Highton	0	M	1318
Highton	1	F	9540
Highton	1	M	9041
Lara	0	F	734
Lara	0	M	710
Lara	1	F	7545
Lara	1	M	7266
Leopold	0	F	395
Leopold	0	M	340
Leopold	1	F	5931
Leopold	1	M	5556
Newcomb - Moolap	0	F	557
Newcomb - Moolap	0	M	507
Newcomb - Moolap	1	F	6606
Newcomb - Moolap	1	M	5994
Newtown (Vic.)	0	F	444
Newtown (Vic.)	0	M	423
Newtown (Vic.)	1	F	4526
Newtown (Vic.)	1	M	4185
North Geelong - Bell Park	0	F	2139
North Geelong - Bell Park	0	M	1880
North Geelong - Bell Park	1	F	4871
North Geelong - Bell Park	1	M	4626
Clifton Springs	0	F	273
Clifton Springs	0	M	239
Clifton Springs	1	F	6315
Clifton Springs	1	M	5809
Lorne - Anglesea	0	F	111
Lorne - Anglesea	0	M	113
Lorne - Anglesea	1	F	2238
Lorne - Anglesea	1	M	2211
Ocean Grove - Barwon Heads	0	F	483
Ocean Grove - Barwon Heads	0	M	380
Ocean Grove - Barwon Heads	1	F	10930
Ocean Grove - Barwon Heads	1	M	10416
Portarlington	0	F	229
Portarlington	0	M	239
Portarlington	1	F	3269
Portarlington	1	M	3084
Point Lonsdale - Queenscliff	0	F	85
Point Lonsdale - Queenscliff	0	M	59
Point Lonsdale - Queenscliff	1	F	1987
Point Lonsdale - Queenscliff	1	M	1722
Torquay	0	F	447
Torquay	0	M	389
Torquay	1	F	8465
Torquay	1	M	8214
Alexandra	0	F	93
Alexandra	0	M	79
Alexandra	1	F	2816
Alexandra	1	M	2830
Euroa	0	F	90
Euroa	0	M	74
Euroa	1	F	2885
