SA2_NAME16	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	persons_in_families
Bega-Eden Hinterland	0	0	1	0	49
Bega-Eden Hinterland	0	0	1	1	13
Bega-Eden Hinterland	0	1	0	0	302
Bega-Eden Hinterland	0	1	0	1	32
Bega-Eden Hinterland	0	1	1	0	80
Bega-Eden Hinterland	0	1	1	1	9
Bega-Eden Hinterland	1	0	0	1	440
Bega-Eden Hinterland	1	0	1	0	183
Bega-Eden Hinterland	1	0	1	1	170
Bega-Eden Hinterland	1	1	0	0	1679
Bega-Eden Hinterland	1	1	0	1	151
Bega-Eden Hinterland	1	1	1	0	480
Bega-Eden Hinterland	1	1	1	1	116
Broulee - Tomakin					20
Broulee - Tomakin	0	0	0	1	83
Broulee - Tomakin	0	0	1	0	25
Broulee - Tomakin	0	0	1	1	12
Broulee - Tomakin	0	1	0	0	145
Broulee - Tomakin	0	1	0	1	6
Broulee - Tomakin	0	1	1	0	44
Broulee - Tomakin	0	1	1	1	17
Broulee - Tomakin	1	0	0	1	170
Broulee - Tomakin	1	0	1	0	70
Broulee - Tomakin	1	0	1	1	43
Broulee - Tomakin	1	1	0	0	557
Broulee - Tomakin	1	1	0	1	22
Broulee - Tomakin	1	1	1	0	199
Broulee - Tomakin	1	1	1	1	11
Eden					25
Eden	0	0	0	1	94
Eden	0	0	1	0	27
Eden	0	0	1	1	15
Eden	0	1	0	0	197
Eden	0	1	0	1	36
Eden	0	1	1	0	42
Eden	0	1	1	1	19
Eden	1	0	0	1	148
Eden	1	0	1	0	35
Eden	1	0	1	1	40
Eden	1	1	0	0	515
Eden	1	1	0	1	31
Eden	1	1	1	0	105
Eden	1	1	1	1	14
Eurobodalla Hinterland					26
Eurobodalla Hinterland	0	0	0	1	91
Eurobodalla Hinterland	0	0	1	0	32
Eurobodalla Hinterland	0	0	1	1	16
Eurobodalla Hinterland	0	1	0	0	149
Eurobodalla Hinterland	0	1	0	1	24
Eurobodalla Hinterland	0	1	1	0	28
Eurobodalla Hinterland	0	1	1	1	6
Eurobodalla Hinterland	1	0	0	1	228
Eurobodalla Hinterland	1	0	1	0	93
Eurobodalla Hinterland	1	0	1	1	62
Eurobodalla Hinterland	1	1	0	0	521
Eurobodalla Hinterland	1	1	0	1	53
Eurobodalla Hinterland	1	1	1	0	149
Eurobodalla Hinterland	1	1	1	1	49
Merimbula - Tura Beach					36
Merimbula - Tura Beach	0	0	0	1	271
Merimbula - Tura Beach	0	0	1	0	77
Merimbula - Tura Beach	0	0	1	1	40
Merimbula - Tura Beach	0	1	0	0	460
Merimbula - Tura Beach	0	1	0	1	39
Merimbula - Tura Beach	0	1	1	0	98
Merimbula - Tura Beach	0	1	1	1	17
Merimbula - Tura Beach	1	0	0	1	508
Merimbula - Tura Beach	1	0	1	0	221
Merimbula - Tura Beach	1	0	1	1	120
Merimbula - Tura Beach	1	1	0	0	1697
Merimbula - Tura Beach	1	1	0	1	97
Merimbula - Tura Beach	1	1	1	0	434
Merimbula - Tura Beach	1	1	1	1	52
Moruya - Tuross Head					50
Moruya - Tuross Head	0	0	0	1	255
Moruya - Tuross Head	0	0	1	0	71
Moruya - Tuross Head	0	0	1	1	33
Moruya - Tuross Head	0	1	0	0	341
Moruya - Tuross Head	0	1	0	1	78
Moruya - Tuross Head	0	1	1	0	82
Moruya - Tuross Head	0	1	1	1	4
Moruya - Tuross Head	1	0	0	1	470
Moruya - Tuross Head	1	0	1	0	184
Moruya - Tuross Head	1	0	1	1	98
Moruya - Tuross Head	1	1	0	0	1193
Moruya - Tuross Head	1	1	0	1	96
Moruya - Tuross Head	1	1	1	0	238
Moruya - Tuross Head	1	1	1	1	54
Narooma - Bermagui					44
Narooma - Bermagui	0	0	0	1	239
Narooma - Bermagui	0	0	1	0	68
Narooma - Bermagui	0	0	1	1	24
Narooma - Bermagui	0	1	0	0	390
Narooma - Bermagui	0	1	0	1	33
Narooma - Bermagui	0	1	1	0	78
Narooma - Bermagui	1	0	0	1	412
Narooma - Bermagui	1	0	1	0	118
Narooma - Bermagui	1	0	1	1	51
Narooma - Bermagui	1	1	0	0	1255
Narooma - Bermagui	1	1	0	1	86
Narooma - Bermagui	1	1	1	0	232
Narooma - Bermagui	1	1	1	1	74
Goulburn					190
Goulburn	0	0	0	1	842
Goulburn	0	0	1	0	232
Goulburn	0	0	1	1	85
Goulburn	0	1	0	0	1325
Goulburn	0	1	0	1	205
Goulburn	0	1	1	0	256
Goulburn	0	1	1	1	72
Goulburn	1	0	0	1	1477
Goulburn	1	0	1	0	427
Goulburn	1	0	1	1	419
Goulburn	1	1	0	0	4754
Goulburn	1	1	0	1	402
Goulburn	1	1	1	0	935
Goulburn	1	1	1	1	229
Goulburn Region					72
Goulburn Region	0	0	0	1	324
Goulburn Region	0	0	1	0	55
Goulburn Region	0	0	1	1	24
Goulburn Region	0	1	0	0	452
Goulburn Region	0	1	0	1	46
Goulburn Region	0	1	1	0	101
Goulburn Region	0	1	1	1	24
Goulburn Region	1	0	0	1	987
Goulburn Region	1	0	1	0	267
Goulburn Region	1	0	1	1	233
Goulburn Region	1	1	0	0	2645
Goulburn Region	1	1	0	1	252
Goulburn Region	1	1	1	0	664
Goulburn Region	1	1	1	1	172
Yass					43
Yass	0	0	0	1	187
Yass	0	0	1	0	43
Yass	0	0	1	1	26
Yass	0	1	0	0	282
Yass	0	1	0	1	45
Yass	0	1	1	0	83
Yass	0	1	1	1	8
Yass	1	0	0	1	469
Yass	1	0	1	0	157
Yass	1	0	1	1	104
Yass	1	1	0	0	1718
Yass	1	1	0	1	106
Yass	1	1	1	0	294
Yass	1	1	1	1	73
Yass Region					64
Yass Region	0	0	0	1	215
Yass Region	0	0	1	0	67
Yass Region	0	0	1	1	27
Yass Region	0	1	0	0	293
Yass Region	0	1	0	1	28
Yass Region	0	1	1	0	54
Yass Region	0	1	1	1	19
Yass Region	1	0	0	1	773
Yass Region	1	0	1	0	458
Yass Region	1	0	1	1	251
Yass Region	1	1	0	0	3237
Yass Region	1	1	0	1	209
Yass Region	1	1	1	0	934
Yass Region	1	1	1	1	148
Young					86
Young	0	0	0	1	301
Young	0	0	1	0	109
Young	0	0	1	1	51
Young	0	1	0	0	724
Young	0	1	0	1	90
Young	0	1	1	0	168
Young	0	1	1	1	38
Young	1	0	0	1	592
Young	1	0	1	0	207
Young	1	0	1	1	138
Young	1	1	0	0	2327
Young	1	1	0	1	170
Young	1	1	1	0	512
Young	1	1	1	1	152
Young Region					50
Young Region	0	0	0	1	227
Young Region	0	0	1	0	41
Young Region	0	0	1	1	13
Young Region	0	1	0	0	311
Young Region	0	1	0	1	30
Young Region	0	1	1	0	85
Young Region	0	1	1	1	19
Young Region	1	0	0	1	442
Young Region	1	0	1	0	208
Young Region	1	0	1	1	107
Young Region	1	1	0	0	1401
Young Region	1	1	0	1	91
Young Region	1	1	1	0	365
Young Region	1	1	1	1	66
Avoca Beach - Copacabana					25
Avoca Beach - Copacabana	0	0	0	1	220
Avoca Beach - Copacabana	0	0	1	0	79
Avoca Beach - Copacabana	0	0	1	1	34
Avoca Beach - Copacabana	0	1	0	0	304
Avoca Beach - Copacabana	0	1	0	1	35
Avoca Beach - Copacabana	0	1	1	0	103
Avoca Beach - Copacabana	0	1	1	1	36
Avoca Beach - Copacabana	1	0	0	1	522
Avoca Beach - Copacabana	1	0	1	0	283
Avoca Beach - Copacabana	1	0	1	1	260
Avoca Beach - Copacabana	1	1	0	0	2050
Avoca Beach - Copacabana	1	1	0	1	96
Avoca Beach - Copacabana	1	1	1	0	606
Avoca Beach - Copacabana	1	1	1	1	96
Box Head - MacMasters Beach					47
Box Head - MacMasters Beach	0	0	0	1	319
Box Head - MacMasters Beach	0	0	1	0	94
Box Head - MacMasters Beach	0	0	1	1	77
Box Head - MacMasters Beach	0	1	0	0	322
Box Head - MacMasters Beach	0	1	0	1	36
Box Head - MacMasters Beach	0	1	1	0	129
Box Head - MacMasters Beach	0	1	1	1	6
Box Head - MacMasters Beach	1	0	0	1	818
Box Head - MacMasters Beach	1	0	1	0	421
Box Head - MacMasters Beach	1	0	1	1	363
Box Head - MacMasters Beach	1	1	0	0	2516
Box Head - MacMasters Beach	1	1	0	1	213
Box Head - MacMasters Beach	1	1	1	0	577
Box Head - MacMasters Beach	1	1	1	1	106
Calga - Kulnura					19
Calga - Kulnura	0	0	0	1	112
Calga - Kulnura	0	0	1	0	22
Calga - Kulnura	0	0	1	1	5
Calga - Kulnura	0	1	0	0	139
Calga - Kulnura	0	1	0	1	28
Calga - Kulnura	0	1	1	0	36
Calga - Kulnura	0	1	1	1	3
Calga - Kulnura	1	0	0	1	429
Calga - Kulnura	1	0	1	0	158
Calga - Kulnura	1	0	1	1	171
Calga - Kulnura	1	1	0	0	908
Calga - Kulnura	1	1	0	1	108
Calga - Kulnura	1	1	1	0	241
Calga - Kulnura	1	1	1	1	62
Erina - Green Point					55
Erina - Green Point	0	0	0	1	473
Erina - Green Point	0	0	1	0	133
Erina - Green Point	0	0	1	1	83
Erina - Green Point	0	1	0	0	428
Erina - Green Point	0	1	0	1	47
Erina - Green Point	0	1	1	0	132
Erina - Green Point	0	1	1	1	21
Erina - Green Point	1	0	0	1	1103
Erina - Green Point	1	0	1	0	629
Erina - Green Point	1	0	1	1	369
Erina - Green Point	1	1	0	0	2994
Erina - Green Point	1	1	0	1	212
Erina - Green Point	1	1	1	0	708
Erina - Green Point	1	1	1	1	142
Gosford - Springfield					153
Gosford - Springfield	0	0	0	1	834
Gosford - Springfield	0	0	1	0	276
Gosford - Springfield	0	0	1	1	107
Gosford - Springfield	0	1	0	0	975
Gosford - Springfield	0	1	0	1	108
Gosford - Springfield	0	1	1	0	202
Gosford - Springfield	0	1	1	1	49
Gosford - Springfield	1	0	0	1	926
Gosford - Springfield	1	0	1	0	443
Gosford - Springfield	1	0	1	1	339
Gosford - Springfield	1	1	0	0	3972
Gosford - Springfield	1	1	0	1	202
Gosford - Springfield	1	1	1	0	679
Gosford - Springfield	1	1	1	1	149
Kariong					30
Kariong	0	0	0	1	232
Kariong	0	0	1	0	62
Kariong	0	0	1	1	70
Kariong	0	1	0	0	292
Kariong	0	1	0	1	37
Kariong	0	1	1	0	50
Kariong	0	1	1	1	22
Kariong	1	0	0	1	565
Kariong	1	0	1	0	288
Kariong	1	0	1	1	303
Kariong	1	1	0	0	1881
Kariong	1	1	0	1	130
Kariong	1	1	1	0	443
Kariong	1	1	1	1	58
Kincumber - Picketts Valley					50
Kincumber - Picketts Valley	0	0	0	1	302
Kincumber - Picketts Valley	0	0	1	0	67
Kincumber - Picketts Valley	0	0	1	1	45
Kincumber - Picketts Valley	0	1	0	0	353
Kincumber - Picketts Valley	0	1	0	1	33
Kincumber - Picketts Valley	0	1	1	0	101
Kincumber - Picketts Valley	0	1	1	1	16
Kincumber - Picketts Valley	1	0	0	1	612
Kincumber - Picketts Valley	1	0	1	0	259
Kincumber - Picketts Valley	1	0	1	1	206
Kincumber - Picketts Valley	1	1	0	0	1558
Kincumber - Picketts Valley	1	1	0	1	119
Kincumber - Picketts Valley	1	1	1	0	331
Kincumber - Picketts Valley	1	1	1	1	44
Narara					38
Narara	0	0	0	1	288
Narara	0	0	1	0	66
Narara	0	0	1	1	63
Narara	0	1	0	0	332
Narara	0	1	0	1	77
Narara	0	1	1	0	77
Narara	0	1	1	1	15
Narara	1	0	0	1	623
Narara	1	0	1	0	296
Narara	1	0	1	1	202
Narara	1	1	0	0	1699
Narara	1	1	0	1	106
Narara	1	1	1	0	303
Narara	1	1	1	1	137
Niagara Park - Lisarow					71
Niagara Park - Lisarow	0	0	0	1	255
Niagara Park - Lisarow	0	0	1	0	76
Niagara Park - Lisarow	0	0	1	1	31
Niagara Park - Lisarow	0	1	0	0	311
Niagara Park - Lisarow	0	1	0	1	47
Niagara Park - Lisarow	0	1	1	0	112
Niagara Park - Lisarow	0	1	1	1	24
Niagara Park - Lisarow	1	0	0	1	685
Niagara Park - Lisarow	1	0	1	0	340
Niagara Park - Lisarow	1	0	1	1	354
Niagara Park - Lisarow	1	1	0	0	2204
Niagara Park - Lisarow	1	1	0	1	185
Niagara Park - Lisarow	1	1	1	0	562
Niagara Park - Lisarow	1	1	1	1	101
Point Clare - Koolewong					44
Point Clare - Koolewong	0	0	0	1	250
Point Clare - Koolewong	0	0	1	0	73
Point Clare - Koolewong	0	0	1	1	46
Point Clare - Koolewong	0	1	0	0	203
Point Clare - Koolewong	0	1	0	1	20
Point Clare - Koolewong	0	1	1	0	77
Point Clare - Koolewong	0	1	1	1	17
Point Clare - Koolewong	1	0	0	1	457
Point Clare - Koolewong	1	0	1	0	196
Point Clare - Koolewong	1	0	1	1	150
Point Clare - Koolewong	1	1	0	0	1604
Point Clare - Koolewong	1	1	0	1	41
Point Clare - Koolewong	1	1	1	0	328
Point Clare - Koolewong	1	1	1	1	62
Saratoga - Davistown					35
Saratoga - Davistown	0	0	0	1	241
Saratoga - Davistown	0	0	1	0	60
Saratoga - Davistown	0	0	1	1	47
Saratoga - Davistown	0	1	0	0	262
Saratoga - Davistown	0	1	0	1	20
Saratoga - Davistown	0	1	1	0	70
Saratoga - Davistown	0	1	1	1	25
Saratoga - Davistown	1	0	0	1	572
Saratoga - Davistown	1	0	1	0	228
Saratoga - Davistown	1	0	1	1	184
Saratoga - Davistown	1	1	0	0	1847
Saratoga - Davistown	1	1	0	1	101
Saratoga - Davistown	1	1	1	0	389
Saratoga - Davistown	1	1	1	1	48
Terrigal - North Avoca					98
Terrigal - North Avoca	0	0	0	1	422
Terrigal - North Avoca	0	0	1	0	116
Terrigal - North Avoca	0	0	1	1	120
Terrigal - North Avoca	0	1	0	0	450
Terrigal - North Avoca	0	1	0	1	53
Terrigal - North Avoca	0	1	1	0	138
Terrigal - North Avoca	0	1	1	1	26
Terrigal - North Avoca	1	0	0	1	1009
Terrigal - North Avoca	1	0	1	0	561
Terrigal - North Avoca	1	0	1	1	468
Terrigal - North Avoca	1	1	0	0	3191
Terrigal - North Avoca	1	1	0	1	165
Terrigal - North Avoca	1	1	1	0	776
Terrigal - North Avoca	1	1	1	1	113
Umina - Booker Bay - Patonga					270
Umina - Booker Bay - Patonga	0	0	0	1	1233
Umina - Booker Bay - Patonga	0	0	1	0	273
Umina - Booker Bay - Patonga	0	0	1	1	160
Umina - Booker Bay - Patonga	0	1	0	0	1329
Umina - Booker Bay - Patonga	0	1	0	1	202
Umina - Booker Bay - Patonga	0	1	1	0	246
Umina - Booker Bay - Patonga	0	1	1	1	52
Umina - Booker Bay - Patonga	1	0	0	1	1511
Umina - Booker Bay - Patonga	1	0	1	0	496
Umina - Booker Bay - Patonga	1	0	1	1	442
Umina - Booker Bay - Patonga	1	1	0	0	4621
Umina - Booker Bay - Patonga	1	1	0	1	304
Umina - Booker Bay - Patonga	1	1	1	0	838
Umina - Booker Bay - Patonga	1	1	1	1	158
Wamberal - Forresters Beach					35
Wamberal - Forresters Beach	0	0	0	1	271
Wamberal - Forresters Beach	0	0	1	0	84
Wamberal - Forresters Beach	0	0	1	1	63
Wamberal - Forresters Beach	0	1	0	0	346
Wamberal - Forresters Beach	0	1	0	1	30
Wamberal - Forresters Beach	0	1	1	0	74
Wamberal - Forresters Beach	0	1	1	1	8
Wamberal - Forresters Beach	1	0	0	1	651
Wamberal - Forresters Beach	1	0	1	0	394
Wamberal - Forresters Beach	1	0	1	1	361
Wamberal - Forresters Beach	1	1	0	0	2866
Wamberal - Forresters Beach	1	1	0	1	169
Wamberal - Forresters Beach	1	1	1	0	658
Wamberal - Forresters Beach	1	1	1	1	109
Woy Woy - Blackwall					161
Woy Woy - Blackwall	0	0	0	1	752
Woy Woy - Blackwall	0	0	1	0	121
Woy Woy - Blackwall	0	0	1	1	72
Woy Woy - Blackwall	0	1	0	0	725
Woy Woy - Blackwall	0	1	0	1	129
Woy Woy - Blackwall	0	1	1	0	110
Woy Woy - Blackwall	0	1	1	1	30
Woy Woy - Blackwall	1	0	0	1	974
Woy Woy - Blackwall	1	0	1	0	261
Woy Woy - Blackwall	1	0	1	1	274
Woy Woy - Blackwall	1	1	0	0	2591
Woy Woy - Blackwall	1	1	0	1	171
Woy Woy - Blackwall	1	1	1	0	553
Woy Woy - Blackwall	1	1	1	1	94
Wyoming					85
Wyoming	0	0	0	1	510
Wyoming	0	0	1	0	129
Wyoming	0	0	1	1	112
Wyoming	0	1	0	0	550
Wyoming	0	1	0	1	117
Wyoming	0	1	1	0	157
Wyoming	0	1	1	1	74
Wyoming	1	0	0	1	830
Wyoming	1	0	1	0	274
Wyoming	1	0	1	1	288
Wyoming	1	1	0	0	2532
Wyoming	1	1	0	1	194
Wyoming	1	1	1	0	486
Wyoming	1	1	1	1	134
Bateau Bay - Killarney Vale					164
Bateau Bay - Killarney Vale	0	0	0	1	1203
Bateau Bay - Killarney Vale	0	0	1	0	196
Bateau Bay - Killarney Vale	0	0	1	1	142
Bateau Bay - Killarney Vale	0	1	0	0	1352
Bateau Bay - Killarney Vale	0	1	0	1	202
Bateau Bay - Killarney Vale	0	1	1	0	290
Bateau Bay - Killarney Vale	0	1	1	1	79
Bateau Bay - Killarney Vale	1	0	0	1	1602
Bateau Bay - Killarney Vale	1	0	1	0	536
Bateau Bay - Killarney Vale	1	0	1	1	617
Bateau Bay - Killarney Vale	1	1	0	0	5026
Bateau Bay - Killarney Vale	1	1	0	1	337
Bateau Bay - Killarney Vale	1	1	1	0	989
Bateau Bay - Killarney Vale	1	1	1	1	237
Blue Haven - San Remo					67
Blue Haven - San Remo	0	0	0	1	568
Blue Haven - San Remo	0	0	1	0	110
Blue Haven - San Remo	0	0	1	1	133
Blue Haven - San Remo	0	1	0	0	957
Blue Haven - San Remo	0	1	0	1	180
Blue Haven - San Remo	0	1	1	0	211
Blue Haven - San Remo	0	1	1	1	91
Blue Haven - San Remo	1	0	0	1	801
Blue Haven - San Remo	1	0	1	0	177
Blue Haven - San Remo	1	0	1	1	227
Blue Haven - San Remo	1	1	0	0	2498
Blue Haven - San Remo	1	1	0	1	388
Blue Haven - San Remo	1	1	1	0	766
Blue Haven - San Remo	1	1	1	1	178
Budgewoi - Buff Point - Halekulani					79
Budgewoi - Buff Point - Halekulani	0	0	0	1	415
Budgewoi - Buff Point - Halekulani	0	0	1	0	66
Budgewoi - Buff Point - Halekulani	0	0	1	1	46
Budgewoi - Buff Point - Halekulani	0	1	0	0	577
Budgewoi - Buff Point - Halekulani	0	1	0	1	106
Budgewoi - Buff Point - Halekulani	0	1	1	0	105
Budgewoi - Buff Point - Halekulani	0	1	1	1	34
Budgewoi - Buff Point - Halekulani	1	0	0	1	646
Budgewoi - Buff Point - Halekulani	1	0	1	0	175
Budgewoi - Buff Point - Halekulani	1	0	1	1	144
Budgewoi - Buff Point - Halekulani	1	1	0	0	1765
Budgewoi - Buff Point - Halekulani	1	1	0	1	200
Budgewoi - Buff Point - Halekulani	1	1	1	0	306
Budgewoi - Buff Point - Halekulani	1	1	1	1	136
Chittaway Bay - Tumbi Umbi					94
Chittaway Bay - Tumbi Umbi	0	0	0	1	573
Chittaway Bay - Tumbi Umbi	0	0	1	0	186
Chittaway Bay - Tumbi Umbi	0	0	1	1	87
Chittaway Bay - Tumbi Umbi	0	1	0	0	693
Chittaway Bay - Tumbi Umbi	0	1	0	1	81
Chittaway Bay - Tumbi Umbi	0	1	1	0	161
Chittaway Bay - Tumbi Umbi	0	1	1	1	39
Chittaway Bay - Tumbi Umbi	1	0	0	1	1396
Chittaway Bay - Tumbi Umbi	1	0	1	0	468
Chittaway Bay - Tumbi Umbi	1	0	1	1	483
Chittaway Bay - Tumbi Umbi	1	1	0	0	3928
Chittaway Bay - Tumbi Umbi	1	1	0	1	315
Chittaway Bay - Tumbi Umbi	1	1	1	0	892
Chittaway Bay - Tumbi Umbi	1	1	1	1	217
Gorokan - Kanwal - Charmhaven					233
Gorokan - Kanwal - Charmhaven	0	0	0	1	1113
Gorokan - Kanwal - Charmhaven	0	0	1	0	211
Gorokan - Kanwal - Charmhaven	0	0	1	1	150
Gorokan - Kanwal - Charmhaven	0	1	0	0	1565
Gorokan - Kanwal - Charmhaven	0	1	0	1	253
Gorokan - Kanwal - Charmhaven	0	1	1	0	354
Gorokan - Kanwal - Charmhaven	0	1	1	1	95
Gorokan - Kanwal - Charmhaven	1	0	0	1	1683
Gorokan - Kanwal - Charmhaven	1	0	1	0	418
Gorokan - Kanwal - Charmhaven	1	0	1	1	488
Gorokan - Kanwal - Charmhaven	1	1	0	0	4018
Gorokan - Kanwal - Charmhaven	1	1	0	1	461
