SA2_NAME16	AgeChild	CoupleFamily	ParentsBornAus	children
Braidwood	0-4	0	Both	22
Braidwood	0-4	0	Father only	5
Braidwood	0-4	1		5
Braidwood	0-4	1	Both	113
Braidwood	0-4	1	Father only	11
Braidwood	0-4	1	Mother only	10
Braidwood	0-4	1	Neither	5
Braidwood	5-9	0	Both	28
Braidwood	5-9	0	Father only	6
Braidwood	5-9	0	Mother only	3
Braidwood	5-9	1	Both	141
Braidwood	5-9	1	Father only	16
Braidwood	5-9	1	Mother only	14
Braidwood	5-9	1	Neither	6
Braidwood	10-12	0	Both	27
Braidwood	10-12	0	Father only	4
Braidwood	10-12	1	Both	76
Braidwood	10-12	1	Mother only	3
Braidwood	13-14	0	Both	19
Braidwood	13-14	0	Mother only	3
Braidwood	13-14	1	Both	44
Braidwood	13-14	1	Mother only	4
Braidwood	13-14	1	Neither	4
Braidwood	15-17	0	Both	15
Braidwood	15-17	1	Both	56
Braidwood	15-17	1	Father only	6
Braidwood	15-17	1	Mother only	6
Braidwood	15-17	1	Neither	9
Braidwood	18-20	1	Neither	4
Karabar	0-4	0		7
Karabar	0-4	0	Both	76
Karabar	0-4	0	Father only	9
Karabar	0-4	0	Mother only	6
Karabar	0-4	0	Neither	6
Karabar	0-4	1	Both	276
Karabar	0-4	1	Father only	35
Karabar	0-4	1	Mother only	28
Karabar	0-4	1	Neither	42
Karabar	5-9	0		3
Karabar	5-9	0	Both	109
Karabar	5-9	0	Father only	3
Karabar	5-9	0	Mother only	11
Karabar	5-9	0	Neither	9
Karabar	5-9	1		4
Karabar	5-9	1	Both	287
Karabar	5-9	1	Father only	30
Karabar	5-9	1	Mother only	33
Karabar	5-9	1	Neither	35
Karabar	10-12	0	Both	63
Karabar	10-12	0	Mother only	4
Karabar	10-12	0	Neither	3
Karabar	10-12	1		3
Karabar	10-12	1	Both	168
Karabar	10-12	1	Father only	15
Karabar	10-12	1	Mother only	18
Karabar	10-12	1	Neither	28
Karabar	13-14	0		5
Karabar	13-14	0	Both	39
Karabar	13-14	0	Mother only	3
Karabar	13-14	0	Neither	9
Karabar	13-14	1		3
Karabar	13-14	1	Both	119
Karabar	13-14	1	Father only	7
Karabar	13-14	1	Mother only	9
Karabar	13-14	1	Neither	23
Karabar	15-17	0	Both	58
Karabar	15-17	0	Mother only	9
Karabar	15-17	0	Neither	4
Karabar	15-17	1		3
Karabar	15-17	1	Both	148
Karabar	15-17	1	Father only	5
Karabar	15-17	1	Mother only	16
Karabar	15-17	1	Neither	28
Karabar	18-20	0	Both	20
Karabar	18-20	0	Neither	6
Karabar	18-20	1	Both	45
Karabar	18-20	1	Father only	3
Karabar	18-20	1	Mother only	7
Karabar	18-20	1	Neither	10
Karabar	21-24	0	Both	10
Karabar	21-24	0	Neither	3
Karabar	21-24	1	Both	14
Karabar	21-24	1	Father only	3
Karabar	21-24	1	Mother only	11
Karabar	21-24	1	Neither	9
Queanbeyan	0-4	0	Both	107
Queanbeyan	0-4	0	Father only	10
Queanbeyan	0-4	0	Mother only	6
Queanbeyan	0-4	0	Neither	7
Queanbeyan	0-4	1	Both	304
Queanbeyan	0-4	1	Father only	42
Queanbeyan	0-4	1	Mother only	34
Queanbeyan	0-4	1	Neither	150
Queanbeyan	5-9	0		4
Queanbeyan	5-9	0	Both	80
Queanbeyan	5-9	0	Father only	5
Queanbeyan	5-9	0	Mother only	16
Queanbeyan	5-9	0	Neither	3
Queanbeyan	5-9	1	Both	216
Queanbeyan	5-9	1	Father only	33
Queanbeyan	5-9	1	Mother only	20
Queanbeyan	5-9	1	Neither	104
Queanbeyan	10-12	0		6
Queanbeyan	10-12	0	Both	42
Queanbeyan	10-12	0	Mother only	4
Queanbeyan	10-12	0	Neither	3
Queanbeyan	10-12	1	Both	90
Queanbeyan	10-12	1	Father only	13
Queanbeyan	10-12	1	Mother only	18
Queanbeyan	10-12	1	Neither	46
Queanbeyan	13-14	0	Both	33
Queanbeyan	13-14	0	Father only	4
Queanbeyan	13-14	0	Mother only	3
Queanbeyan	13-14	0	Neither	8
Queanbeyan	13-14	1	Both	64
Queanbeyan	13-14	1	Father only	7
Queanbeyan	13-14	1	Mother only	8
Queanbeyan	13-14	1	Neither	29
Queanbeyan	15-17	0		3
Queanbeyan	15-17	0	Both	48
Queanbeyan	15-17	0	Neither	7
Queanbeyan	15-17	1	Both	105
Queanbeyan	15-17	1	Father only	5
Queanbeyan	15-17	1	Mother only	7
Queanbeyan	15-17	1	Neither	29
Queanbeyan	18-20	0	Both	10
Queanbeyan	18-20	0	Father only	4
Queanbeyan	18-20	0	Mother only	3
Queanbeyan	18-20	1	Both	23
Queanbeyan	18-20	1	Father only	3
Queanbeyan	18-20	1	Mother only	7
Queanbeyan	18-20	1	Neither	19
Queanbeyan	21-24	0	Both	3
Queanbeyan	21-24	1	Both	16
Queanbeyan	21-24	1	Father only	3
Queanbeyan	21-24	1	Neither	13
Queanbeyan - East	0-4	0		3
Queanbeyan - East	0-4	0	Both	30
Queanbeyan - East	0-4	0	Mother only	7
Queanbeyan - East	0-4	0	Neither	3
Queanbeyan - East	0-4	1	Both	138
Queanbeyan - East	0-4	1	Father only	28
Queanbeyan - East	0-4	1	Mother only	18
Queanbeyan - East	0-4	1	Neither	100
Queanbeyan - East	5-9	0	Both	39
Queanbeyan - East	5-9	0	Mother only	3
Queanbeyan - East	5-9	1	Both	87
Queanbeyan - East	5-9	1	Father only	14
Queanbeyan - East	5-9	1	Mother only	21
Queanbeyan - East	5-9	1	Neither	54
Queanbeyan - East	10-12	0	Both	17
Queanbeyan - East	10-12	0	Father only	3
Queanbeyan - East	10-12	1	Both	58
Queanbeyan - East	10-12	1	Father only	7
Queanbeyan - East	10-12	1	Mother only	5
Queanbeyan - East	10-12	1	Neither	26
Queanbeyan - East	13-14	0	Both	15
Queanbeyan - East	13-14	1	Both	34
Queanbeyan - East	13-14	1	Father only	3
Queanbeyan - East	13-14	1	Mother only	4
Queanbeyan - East	13-14	1	Neither	8
Queanbeyan - East	15-17	0	Both	12
Queanbeyan - East	15-17	0	Neither	3
Queanbeyan - East	15-17	1	Both	51
Queanbeyan - East	15-17	1	Father only	4
Queanbeyan - East	15-17	1	Mother only	8
Queanbeyan - East	15-17	1	Neither	18
Queanbeyan - East	18-20	0	Both	5
Queanbeyan - East	18-20	0	Neither	3
Queanbeyan - East	18-20	1	Both	15
Queanbeyan - East	18-20	1	Father only	3
Queanbeyan - East	18-20	1	Mother only	3
Queanbeyan - East	18-20	1	Neither	13
Queanbeyan - East	21-24	0	Both	3
Queanbeyan - East	21-24	0	Neither	3
Queanbeyan - East	21-24	1	Both	6
Queanbeyan - East	21-24	1	Neither	3
Queanbeyan Region	0-4	0		6
Queanbeyan Region	0-4	0	Both	46
Queanbeyan Region	0-4	0	Mother only	4
Queanbeyan Region	0-4	0	Neither	3
Queanbeyan Region	0-4	1		3
Queanbeyan Region	0-4	1	Both	704
Queanbeyan Region	0-4	1	Father only	65
Queanbeyan Region	0-4	1	Mother only	63
Queanbeyan Region	0-4	1	Neither	61
Queanbeyan Region	5-9	0		6
Queanbeyan Region	5-9	0	Both	96
Queanbeyan Region	5-9	0	Father only	5
Queanbeyan Region	5-9	0	Mother only	12
Queanbeyan Region	5-9	0	Neither	7
Queanbeyan Region	5-9	1		3
Queanbeyan Region	5-9	1	Both	792
Queanbeyan Region	5-9	1	Father only	103
Queanbeyan Region	5-9	1	Mother only	66
Queanbeyan Region	5-9	1	Neither	60
Queanbeyan Region	10-12	0	Both	42
Queanbeyan Region	10-12	0	Father only	7
Queanbeyan Region	10-12	0	Mother only	16
Queanbeyan Region	10-12	0	Neither	4
Queanbeyan Region	10-12	1		3
Queanbeyan Region	10-12	1	Both	484
Queanbeyan Region	10-12	1	Father only	55
Queanbeyan Region	10-12	1	Mother only	39
Queanbeyan Region	10-12	1	Neither	38
Queanbeyan Region	13-14	0	Both	30
Queanbeyan Region	13-14	0	Father only	4
Queanbeyan Region	13-14	0	Mother only	10
Queanbeyan Region	13-14	0	Neither	4
Queanbeyan Region	13-14	1		4
Queanbeyan Region	13-14	1	Both	301
Queanbeyan Region	13-14	1	Father only	48
Queanbeyan Region	13-14	1	Mother only	31
Queanbeyan Region	13-14	1	Neither	23
Queanbeyan Region	15-17	0	Both	48
Queanbeyan Region	15-17	0	Father only	6
Queanbeyan Region	15-17	0	Mother only	4
Queanbeyan Region	15-17	0	Neither	3
Queanbeyan Region	15-17	1		8
Queanbeyan Region	15-17	1	Both	432
Queanbeyan Region	15-17	1	Father only	44
Queanbeyan Region	15-17	1	Mother only	46
Queanbeyan Region	15-17	1	Neither	41
Queanbeyan Region	18-20	0	Both	10
Queanbeyan Region	18-20	0	Neither	3
Queanbeyan Region	18-20	1	Both	110
Queanbeyan Region	18-20	1	Father only	10
Queanbeyan Region	18-20	1	Mother only	20
Queanbeyan Region	18-20	1	Neither	19
Queanbeyan Region	21-24	1	Both	45
Queanbeyan Region	21-24	1	Father only	11
Queanbeyan Region	21-24	1	Mother only	8
Queanbeyan Region	21-24	1	Neither	3
Queanbeyan West - Jerrabomberra	0-4	0		5
Queanbeyan West - Jerrabomberra	0-4	0	Both	57
Queanbeyan West - Jerrabomberra	0-4	0	Father only	3
Queanbeyan West - Jerrabomberra	0-4	0	Mother only	9
Queanbeyan West - Jerrabomberra	0-4	0	Neither	7
Queanbeyan West - Jerrabomberra	0-4	1	Both	545
Queanbeyan West - Jerrabomberra	0-4	1	Father only	59
Queanbeyan West - Jerrabomberra	0-4	1	Mother only	43
Queanbeyan West - Jerrabomberra	0-4	1	Neither	72
Queanbeyan West - Jerrabomberra	5-9	0	Both	91
Queanbeyan West - Jerrabomberra	5-9	0	Father only	6
Queanbeyan West - Jerrabomberra	5-9	0	Mother only	19
Queanbeyan West - Jerrabomberra	5-9	0	Neither	5
Queanbeyan West - Jerrabomberra	5-9	1		6
Queanbeyan West - Jerrabomberra	5-9	1	Both	631
Queanbeyan West - Jerrabomberra	5-9	1	Father only	72
Queanbeyan West - Jerrabomberra	5-9	1	Mother only	79
Queanbeyan West - Jerrabomberra	5-9	1	Neither	94
Queanbeyan West - Jerrabomberra	10-12	0		4
Queanbeyan West - Jerrabomberra	10-12	0	Both	49
Queanbeyan West - Jerrabomberra	10-12	0	Father only	5
Queanbeyan West - Jerrabomberra	10-12	0	Mother only	9
Queanbeyan West - Jerrabomberra	10-12	0	Neither	6
Queanbeyan West - Jerrabomberra	10-12	1	Both	370
Queanbeyan West - Jerrabomberra	10-12	1	Father only	45
Queanbeyan West - Jerrabomberra	10-12	1	Mother only	52
Queanbeyan West - Jerrabomberra	10-12	1	Neither	50
Queanbeyan West - Jerrabomberra	13-14	0	Both	35
Queanbeyan West - Jerrabomberra	13-14	0	Father only	8
Queanbeyan West - Jerrabomberra	13-14	0	Mother only	3
Queanbeyan West - Jerrabomberra	13-14	0	Neither	3
Queanbeyan West - Jerrabomberra	13-14	1	Both	231
Queanbeyan West - Jerrabomberra	13-14	1	Father only	30
Queanbeyan West - Jerrabomberra	13-14	1	Mother only	42
Queanbeyan West - Jerrabomberra	13-14	1	Neither	41
Queanbeyan West - Jerrabomberra	15-17	0	Both	60
Queanbeyan West - Jerrabomberra	15-17	0	Mother only	7
Queanbeyan West - Jerrabomberra	15-17	0	Neither	7
Queanbeyan West - Jerrabomberra	15-17	1	Both	368
Queanbeyan West - Jerrabomberra	15-17	1	Father only	39
Queanbeyan West - Jerrabomberra	15-17	1	Mother only	47
Queanbeyan West - Jerrabomberra	15-17	1	Neither	50
Queanbeyan West - Jerrabomberra	18-20	0	Both	17
Queanbeyan West - Jerrabomberra	18-20	0	Father only	3
Queanbeyan West - Jerrabomberra	18-20	0	Neither	3
Queanbeyan West - Jerrabomberra	18-20	1	Both	139
Queanbeyan West - Jerrabomberra	18-20	1	Father only	17
Queanbeyan West - Jerrabomberra	18-20	1	Mother only	27
Queanbeyan West - Jerrabomberra	18-20	1	Neither	22
Queanbeyan West - Jerrabomberra	21-24	0	Both	4
Queanbeyan West - Jerrabomberra	21-24	0	Mother only	5
Queanbeyan West - Jerrabomberra	21-24	1	Both	46
Queanbeyan West - Jerrabomberra	21-24	1	Father only	9
Queanbeyan West - Jerrabomberra	21-24	1	Mother only	8
Queanbeyan West - Jerrabomberra	21-24	1	Neither	13
Bombala	0-4	0	Both	17
Bombala	0-4	1	Both	108
Bombala	0-4	1	Mother only	5
Bombala	0-4	1	Neither	3
Bombala	5-9	0		3
Bombala	5-9	0	Both	17
Bombala	5-9	0	Father only	5
Bombala	5-9	1		3
Bombala	5-9	1	Both	99
Bombala	5-9	1	Father only	7
Bombala	5-9	1	Mother only	9
Bombala	10-12	0		3
Bombala	10-12	0	Both	12
Bombala	10-12	0	Mother only	3
Bombala	10-12	1	Both	51
Bombala	10-12	1	Mother only	8
Bombala	13-14	0	Both	8
Bombala	13-14	0	Father only	3
Bombala	13-14	1	Both	27
Bombala	13-14	1	Father only	3
Bombala	15-17	0	Both	4
Bombala	15-17	0	Mother only	3
Bombala	15-17	1	Both	37
Bombala	15-17	1	Father only	3
Bombala	18-20	1	Both	10
Bombala	18-20	1	Father only	3
Cooma	0-4	0	Both	53
Cooma	0-4	0	Mother only	10
Cooma	0-4	0	Neither	6
Cooma	0-4	1	Both	202
Cooma	0-4	1	Father only	12
Cooma	0-4	1	Mother only	7
Cooma	0-4	1	Neither	12
Cooma	5-9	0		3
Cooma	5-9	0	Both	91
Cooma	5-9	0	Father only	4
Cooma	5-9	0	Mother only	4
Cooma	5-9	0	Neither	4
Cooma	5-9	1	Both	206
Cooma	5-9	1	Father only	17
Cooma	5-9	1	Mother only	11
Cooma	5-9	1	Neither	19
Cooma	10-12	0	Both	49
Cooma	10-12	0	Father only	5
Cooma	10-12	0	Mother only	4
Cooma	10-12	0	Neither	5
Cooma	10-12	1	Both	117
Cooma	10-12	1	Father only	9
Cooma	10-12	1	Mother only	6
Cooma	10-12	1	Neither	14
Cooma	13-14	0	Both	37
Cooma	13-14	0	Father only	3
Cooma	13-14	0	Mother only	3
Cooma	13-14	1	Both	61
Cooma	13-14	1	Father only	4
Cooma	13-14	1	Mother only	4
Cooma	13-14	1	Neither	4
Cooma	15-17	0	Both	40
Cooma	15-17	0	Father only	8
Cooma	15-17	0	Mother only	5
Cooma	15-17	0	Neither	4
Cooma	15-17	1	Both	91
Cooma	15-17	1	Father only	15
Cooma	15-17	1	Mother only	3
Cooma	15-17	1	Neither	13
Cooma	18-20	0	Both	6
Cooma	18-20	1	Both	13
Cooma	18-20	1	Father only	7
Cooma	18-20	1	Neither	3
Cooma	21-24	0	Both	3
Cooma	21-24	1	Both	5
Cooma Region	0-4	0	Both	3
Cooma Region	0-4	0	Father only	3
Cooma Region	0-4	1	Both	94
Cooma Region	0-4	1	Father only	3
Cooma Region	0-4	1	Mother only	4
Cooma Region	5-9	0	Both	6
Cooma Region	5-9	0	Neither	4
Cooma Region	5-9	1		3
Cooma Region	5-9	1	Both	159
Cooma Region	5-9	1	Father only	3
Cooma Region	5-9	1	Mother only	10
Cooma Region	5-9	1	Neither	3
Cooma Region	10-12	0	Both	10
Cooma Region	10-12	0	Father only	4
Cooma Region	10-12	1	Both	92
Cooma Region	10-12	1	Father only	6
Cooma Region	10-12	1	Mother only	7
Cooma Region	13-14	0	Both	7
Cooma Region	13-14	1	Both	59
Cooma Region	13-14	1	Father only	3
Cooma Region	15-17	0	Both	12
Cooma Region	15-17	1	Both	78
Cooma Region	15-17	1	Father only	5
Cooma Region	15-17	1	Mother only	6
Cooma Region	15-17	1	Neither	3
Cooma Region	18-20	1	Both	4
Cooma Region	18-20	1	Father only	3
Cooma Region	21-24	1	Both	3
Jindabyne - Berridale	0-4	0		3
Jindabyne - Berridale	0-4	0	Both	18
Jindabyne - Berridale	0-4	1	Both	220
Jindabyne - Berridale	0-4	1	Father only	22
Jindabyne - Berridale	0-4	1	Mother only	10
Jindabyne - Berridale	5-9	0	Both	27
Jindabyne - Berridale	5-9	0	Father only	5
Jindabyne - Berridale	5-9	0	Mother only	4
Jindabyne - Berridale	5-9	1		3
Jindabyne - Berridale	5-9	1	Both	293
Jindabyne - Berridale	5-9	1	Father only	31
Jindabyne - Berridale	5-9	1	Mother only	30
Jindabyne - Berridale	5-9	1	Neither	11
Jindabyne - Berridale	10-12	0	Both	33
Jindabyne - Berridale	10-12	0	Father only	3
Jindabyne - Berridale	10-12	0	Mother only	3
Jindabyne - Berridale	10-12	1		5
Jindabyne - Berridale	10-12	1	Both	159
Jindabyne - Berridale	10-12	1	Father only	28
Jindabyne - Berridale	10-12	1	Mother only	22
Jindabyne - Berridale	10-12	1	Neither	15
Jindabyne - Berridale	13-14	0		3
Jindabyne - Berridale	13-14	0	Both	23
Jindabyne - Berridale	13-14	0	Father only	6
Jindabyne - Berridale	13-14	0	Mother only	7
Jindabyne - Berridale	13-14	1		3
Jindabyne - Berridale	13-14	1	Both	86
Jindabyne - Berridale	13-14	1	Father only	11
Jindabyne - Berridale	13-14	1	Mother only	10
Jindabyne - Berridale	13-14	1	Neither	6
Jindabyne - Berridale	15-17	0	Both	34
Jindabyne - Berridale	15-17	0	Father only	3
Jindabyne - Berridale	15-17	1	Both	110
Jindabyne - Berridale	15-17	1	Father only	10
Jindabyne - Berridale	15-17	1	Mother only	11
Jindabyne - Berridale	15-17	1	Neither	4
Jindabyne - Berridale	18-20	0	Both	5
Jindabyne - Berridale	18-20	1	Both	16
Jindabyne - Berridale	18-20	1	Father only	3
Jindabyne - Berridale	18-20	1	Mother only	3
Jindabyne - Berridale	18-20	1	Neither	3
Jindabyne - Berridale	21-24	1	Both	6
Batemans Bay	0-4	0	Both	80
Batemans Bay	0-4	0	Father only	3
Batemans Bay	0-4	1	Both	214
Batemans Bay	0-4	1	Father only	9
Batemans Bay	0-4	1	Mother only	12
Batemans Bay	0-4	1	Neither	7
Batemans Bay	5-9	0		3
Batemans Bay	5-9	0	Both	128
Batemans Bay	5-9	0	Father only	3
Batemans Bay	5-9	0	Mother only	4
Batemans Bay	5-9	1		3
Batemans Bay	5-9	1	Both	255
Batemans Bay	5-9	1	Father only	6
Batemans Bay	5-9	1	Mother only	11
Batemans Bay	5-9	1	Neither	10
Batemans Bay	10-12	0		3
Batemans Bay	10-12	0	Both	64
Batemans Bay	10-12	0	Father only	3
Batemans Bay	10-12	0	Mother only	4
Batemans Bay	10-12	0	Neither	4
Batemans Bay	10-12	1	Both	135
Batemans Bay	10-12	1	Father only	7
Batemans Bay	10-12	1	Mother only	4
Batemans Bay	10-12	1	Neither	6
Batemans Bay	13-14	0	Both	43
Batemans Bay	13-14	0	Father only	4
Batemans Bay	13-14	0	Mother only	6
Batemans Bay	13-14	0	Neither	3
Batemans Bay	13-14	1	Both	78
Batemans Bay	13-14	1	Father only	10
Batemans Bay	13-14	1	Mother only	7
Batemans Bay	13-14	1	Neither	5
Batemans Bay	15-17	0	Both	41
Batemans Bay	15-17	0	Mother only	10
Batemans Bay	15-17	0	Neither	3
Batemans Bay	15-17	1	Both	84
Batemans Bay	15-17	1	Father only	7
Batemans Bay	15-17	1	Mother only	10
Batemans Bay	18-20	0	Both	8
Batemans Bay	18-20	1	Both	17
Batemans Bay	18-20	1	Mother only	3
Batemans Bay	21-24	1	Both	3
Batemans Bay - South	0-4	0		8
Batemans Bay - South	0-4	0	Both	76
Batemans Bay - South	0-4	0	Father only	3
Batemans Bay - South	0-4	0	Mother only	4
Batemans Bay - South	0-4	1		3
Batemans Bay - South	0-4	1	Both	183
Batemans Bay - South	0-4	1	Father only	16
Batemans Bay - South	0-4	1	Mother only	14
Batemans Bay - South	0-4	1	Neither	9
Batemans Bay - South	5-9	0		8
Batemans Bay - South	5-9	0	Both	92
Batemans Bay - South	5-9	0	Father only	3
Batemans Bay - South	5-9	0	Mother only	17
Batemans Bay - South	5-9	1		3
Batemans Bay - South	5-9	1	Both	214
Batemans Bay - South	5-9	1	Father only	18
Batemans Bay - South	5-9	1	Mother only	19
Batemans Bay - South	5-9	1	Neither	16
Batemans Bay - South	10-12	0	Both	60
Batemans Bay - South	10-12	0	Father only	9
Batemans Bay - South	10-12	0	Mother only	11
Batemans Bay - South	10-12	0	Neither	6
Batemans Bay - South	10-12	1	Both	128
Batemans Bay - South	10-12	1	Father only	6
Batemans Bay - South	10-12	1	Mother only	12
Batemans Bay - South	10-12	1	Neither	4
Batemans Bay - South	13-14	0	Both	47
Batemans Bay - South	13-14	0	Mother only	4
Batemans Bay - South	13-14	1	Both	75
Batemans Bay - South	13-14	1	Father only	9
Batemans Bay - South	13-14	1	Mother only	3
Batemans Bay - South	13-14	1	Neither	3
Batemans Bay - South	15-17	0		3
Batemans Bay - South	15-17	0	Both	57
Batemans Bay - South	15-17	0	Father only	8
Batemans Bay - South	15-17	0	Mother only	9
Batemans Bay - South	15-17	0	Neither	3
Batemans Bay - South	15-17	1	Both	90
Batemans Bay - South	15-17	1	Father only	12
Batemans Bay - South	15-17	1	Mother only	18
Batemans Bay - South	15-17	1	Neither	3
Batemans Bay - South	18-20	0	Both	8
Batemans Bay - South	18-20	0	Father only	3
Batemans Bay - South	18-20	1	Both	23
Batemans Bay - South	18-20	1	Father only	3
Bega - Tathra	0-4	0		4
Bega - Tathra	0-4	0	Both	63
Bega - Tathra	0-4	0	Father only	7
Bega - Tathra	0-4	0	Neither	4
Bega - Tathra	0-4	1		3
Bega - Tathra	0-4	1	Both	280
Bega - Tathra	0-4	1	Father only	36
Bega - Tathra	0-4	1	Mother only	17
Bega - Tathra	0-4	1	Neither	9
Bega - Tathra	5-9	0		3
Bega - Tathra	5-9	0	Both	96
Bega - Tathra	5-9	0	Mother only	6
