SA2_NAME16	FamilyHousehold	IncomeHousehold.max	households
Queanbeyan - East	1	91875	59
Queanbeyan - East	1	105000	70
Queanbeyan - East	1	131250	180
Queanbeyan - East	1	157500	105
Queanbeyan - East	1	183750	86
Queanbeyan - East	1	210000	55
Queanbeyan - East	1	Inf	126
Queanbeyan Region	0		39
Queanbeyan Region	0	0	9
Queanbeyan Region	0	7875	10
Queanbeyan Region	0	15750	34
Queanbeyan Region	0	21000	32
Queanbeyan Region	0	26250	85
Queanbeyan Region	0	34125	43
Queanbeyan Region	0	42000	54
Queanbeyan Region	0	52500	72
Queanbeyan Region	0	65625	86
Queanbeyan Region	0	78750	60
Queanbeyan Region	0	91875	61
Queanbeyan Region	0	105000	43
Queanbeyan Region	0	131250	87
Queanbeyan Region	0	183750	6
Queanbeyan Region	0	210000	46
Queanbeyan Region	0	Inf	3
Queanbeyan Region	1		529
Queanbeyan Region	1	0	23
Queanbeyan Region	1	7875	6
Queanbeyan Region	1	15750	15
Queanbeyan Region	1	21000	9
Queanbeyan Region	1	26250	46
Queanbeyan Region	1	34125	42
Queanbeyan Region	1	42000	85
Queanbeyan Region	1	52500	111
Queanbeyan Region	1	65625	188
Queanbeyan Region	1	78750	183
Queanbeyan Region	1	91875	210
Queanbeyan Region	1	105000	219
Queanbeyan Region	1	131250	545
Queanbeyan Region	1	157500	483
Queanbeyan Region	1	183750	451
Queanbeyan Region	1	210000	388
Queanbeyan Region	1	Inf	925
Queanbeyan West - Jerrabomberra	0		34
Queanbeyan West - Jerrabomberra	0	0	12
Queanbeyan West - Jerrabomberra	0	7875	5
Queanbeyan West - Jerrabomberra	0	15750	25
Queanbeyan West - Jerrabomberra	0	21000	45
Queanbeyan West - Jerrabomberra	0	26250	67
Queanbeyan West - Jerrabomberra	0	34125	41
Queanbeyan West - Jerrabomberra	0	42000	45
Queanbeyan West - Jerrabomberra	0	52500	55
Queanbeyan West - Jerrabomberra	0	65625	68
Queanbeyan West - Jerrabomberra	0	78750	74
Queanbeyan West - Jerrabomberra	0	91875	64
Queanbeyan West - Jerrabomberra	0	105000	52
Queanbeyan West - Jerrabomberra	0	131250	112
Queanbeyan West - Jerrabomberra	0	157500	5
Queanbeyan West - Jerrabomberra	0	183750	8
Queanbeyan West - Jerrabomberra	0	210000	35
Queanbeyan West - Jerrabomberra	0	Inf	10
Queanbeyan West - Jerrabomberra	1		384
Queanbeyan West - Jerrabomberra	1	0	10
Queanbeyan West - Jerrabomberra	1	7875	10
Queanbeyan West - Jerrabomberra	1	15750	9
Queanbeyan West - Jerrabomberra	1	21000	12
Queanbeyan West - Jerrabomberra	1	26250	28
Queanbeyan West - Jerrabomberra	1	34125	23
Queanbeyan West - Jerrabomberra	1	42000	71
Queanbeyan West - Jerrabomberra	1	52500	85
Queanbeyan West - Jerrabomberra	1	65625	118
Queanbeyan West - Jerrabomberra	1	78750	132
Queanbeyan West - Jerrabomberra	1	91875	145
Queanbeyan West - Jerrabomberra	1	105000	166
Queanbeyan West - Jerrabomberra	1	131250	413
Queanbeyan West - Jerrabomberra	1	157500	388
Queanbeyan West - Jerrabomberra	1	183750	327
Queanbeyan West - Jerrabomberra	1	210000	311
Queanbeyan West - Jerrabomberra	1	Inf	757
Bombala	0		30
Bombala	0	0	7
Bombala	0	7875	7
Bombala	0	15750	32
Bombala	0	21000	30
Bombala	0	26250	69
Bombala	0	34125	27
Bombala	0	42000	23
Bombala	0	52500	43
Bombala	0	65625	26
Bombala	0	78750	12
Bombala	0	91875	9
Bombala	0	105000	8
Bombala	0	131250	9
Bombala	0	210000	3
Bombala	0	Inf	3
Bombala	1		67
Bombala	1	0	3
Bombala	1	7875	3
Bombala	1	15750	10
Bombala	1	21000	4
Bombala	1	26250	20
Bombala	1	34125	16
Bombala	1	42000	54
Bombala	1	52500	36
Bombala	1	65625	61
Bombala	1	78750	63
Bombala	1	91875	35
Bombala	1	105000	47
Bombala	1	131250	66
Bombala	1	157500	44
Bombala	1	183750	16
Bombala	1	210000	19
Bombala	1	Inf	11
Cooma	0		91
Cooma	0	0	14
Cooma	0	7875	14
Cooma	0	15750	65
Cooma	0	21000	116
Cooma	0	26250	214
Cooma	0	34125	112
Cooma	0	42000	98
Cooma	0	52500	96
Cooma	0	65625	67
Cooma	0	78750	38
Cooma	0	91875	33
Cooma	0	105000	19
Cooma	0	131250	26
Cooma	0	157500	6
Cooma	0	210000	18
Cooma	1		220
Cooma	1	0	14
Cooma	1	7875	11
Cooma	1	15750	24
Cooma	1	21000	16
Cooma	1	26250	67
Cooma	1	34125	45
Cooma	1	42000	185
Cooma	1	52500	116
Cooma	1	65625	153
Cooma	1	78750	152
Cooma	1	91875	110
Cooma	1	105000	122
Cooma	1	131250	187
Cooma	1	157500	108
Cooma	1	183750	57
Cooma	1	210000	43
Cooma	1	Inf	63
Cooma Region	0		14
Cooma Region	0	0	13
Cooma Region	0	7875	6
Cooma Region	0	15750	19
Cooma Region	0	21000	39
Cooma Region	0	26250	57
Cooma Region	0	34125	39
Cooma Region	0	42000	34
Cooma Region	0	52500	35
Cooma Region	0	65625	15
Cooma Region	0	78750	21
Cooma Region	0	91875	11
Cooma Region	0	105000	13
Cooma Region	0	131250	12
Cooma Region	0	210000	3
Cooma Region	1		98
Cooma Region	1	0	7
Cooma Region	1	7875	8
Cooma Region	1	15750	8
Cooma Region	1	21000	6
Cooma Region	1	26250	31
Cooma Region	1	34125	25
Cooma Region	1	42000	77
Cooma Region	1	52500	61
Cooma Region	1	65625	79
Cooma Region	1	78750	79
Cooma Region	1	91875	59
Cooma Region	1	105000	54
Cooma Region	1	131250	86
Cooma Region	1	157500	74
Cooma Region	1	183750	49
Cooma Region	1	210000	25
Cooma Region	1	Inf	54
Jindabyne - Berridale	0		54
Jindabyne - Berridale	0	0	15
Jindabyne - Berridale	0	7875	12
Jindabyne - Berridale	0	15750	29
Jindabyne - Berridale	0	21000	54
Jindabyne - Berridale	0	26250	105
Jindabyne - Berridale	0	34125	92
Jindabyne - Berridale	0	42000	82
Jindabyne - Berridale	0	52500	88
Jindabyne - Berridale	0	65625	81
Jindabyne - Berridale	0	78750	57
Jindabyne - Berridale	0	91875	35
Jindabyne - Berridale	0	105000	24
Jindabyne - Berridale	0	131250	36
Jindabyne - Berridale	0	157500	14
Jindabyne - Berridale	0	183750	6
Jindabyne - Berridale	0	210000	12
Jindabyne - Berridale	0	Inf	12
Jindabyne - Berridale	1		214
Jindabyne - Berridale	1	0	7
Jindabyne - Berridale	1	7875	8
Jindabyne - Berridale	1	15750	10
Jindabyne - Berridale	1	21000	11
Jindabyne - Berridale	1	26250	19
Jindabyne - Berridale	1	34125	43
Jindabyne - Berridale	1	42000	97
Jindabyne - Berridale	1	52500	73
Jindabyne - Berridale	1	65625	123
Jindabyne - Berridale	1	78750	140
Jindabyne - Berridale	1	91875	117
Jindabyne - Berridale	1	105000	104
Jindabyne - Berridale	1	131250	244
Jindabyne - Berridale	1	157500	137
Jindabyne - Berridale	1	183750	86
Jindabyne - Berridale	1	210000	60
Jindabyne - Berridale	1	Inf	80
Batemans Bay	0		95
Batemans Bay	0	0	20
Batemans Bay	0	7875	14
Batemans Bay	0	15750	69
Batemans Bay	0	21000	107
Batemans Bay	0	26250	240
Batemans Bay	0	34125	144
Batemans Bay	0	42000	100
Batemans Bay	0	52500	90
Batemans Bay	0	65625	73
Batemans Bay	0	78750	43
Batemans Bay	0	91875	20
Batemans Bay	0	105000	8
Batemans Bay	0	131250	19
Batemans Bay	0	157500	4
Batemans Bay	0	210000	14
Batemans Bay	1		225
Batemans Bay	1	0	25
Batemans Bay	1	7875	12
Batemans Bay	1	15750	19
Batemans Bay	1	21000	16
Batemans Bay	1	26250	92
Batemans Bay	1	34125	82
Batemans Bay	1	42000	283
Batemans Bay	1	52500	190
Batemans Bay	1	65625	241
Batemans Bay	1	78750	227
Batemans Bay	1	91875	121
Batemans Bay	1	105000	114
Batemans Bay	1	131250	161
Batemans Bay	1	157500	89
Batemans Bay	1	183750	42
Batemans Bay	1	210000	13
Batemans Bay	1	Inf	43
Batemans Bay - South	0		82
Batemans Bay - South	0	0	32
Batemans Bay - South	0	7875	9
Batemans Bay - South	0	15750	49
Batemans Bay - South	0	21000	95
Batemans Bay - South	0	26250	241
Batemans Bay - South	0	34125	116
Batemans Bay - South	0	42000	100
Batemans Bay - South	0	52500	107
Batemans Bay - South	0	65625	82
Batemans Bay - South	0	78750	48
Batemans Bay - South	0	91875	27
Batemans Bay - South	0	105000	14
Batemans Bay - South	0	131250	29
Batemans Bay - South	0	157500	7
Batemans Bay - South	0	210000	13
Batemans Bay - South	1		237
Batemans Bay - South	1	0	20
Batemans Bay - South	1	7875	11
Batemans Bay - South	1	15750	27
Batemans Bay - South	1	21000	18
Batemans Bay - South	1	26250	92
Batemans Bay - South	1	34125	90
Batemans Bay - South	1	42000	291
Batemans Bay - South	1	52500	200
Batemans Bay - South	1	65625	297
Batemans Bay - South	1	78750	250
Batemans Bay - South	1	91875	121
Batemans Bay - South	1	105000	149
Batemans Bay - South	1	131250	211
Batemans Bay - South	1	157500	114
Batemans Bay - South	1	183750	58
Batemans Bay - South	1	210000	30
Batemans Bay - South	1	Inf	50
Bega - Tathra	0		74
Bega - Tathra	0	0	16
Bega - Tathra	0	7875	10
Bega - Tathra	0	15750	62
Bega - Tathra	0	21000	109
Bega - Tathra	0	26250	252
Bega - Tathra	0	34125	105
Bega - Tathra	0	42000	94
Bega - Tathra	0	52500	116
Bega - Tathra	0	65625	81
Bega - Tathra	0	78750	59
Bega - Tathra	0	91875	20
Bega - Tathra	0	105000	33
Bega - Tathra	0	131250	24
Bega - Tathra	0	210000	18
Bega - Tathra	1		268
Bega - Tathra	1	0	15
Bega - Tathra	1	7875	10
Bega - Tathra	1	15750	20
Bega - Tathra	1	21000	14
Bega - Tathra	1	26250	72
Bega - Tathra	1	34125	76
Bega - Tathra	1	42000	214
Bega - Tathra	1	52500	178
Bega - Tathra	1	65625	239
Bega - Tathra	1	78750	211
Bega - Tathra	1	91875	139
Bega - Tathra	1	105000	133
Bega - Tathra	1	131250	249
Bega - Tathra	1	157500	126
Bega - Tathra	1	183750	78
Bega - Tathra	1	210000	35
Bega - Tathra	1	Inf	82
Bega-Eden Hinterland	0		60
Bega-Eden Hinterland	0	0	25
Bega-Eden Hinterland	0	7875	25
Bega-Eden Hinterland	0	15750	79
Bega-Eden Hinterland	0	21000	107
Bega-Eden Hinterland	0	26250	244
Bega-Eden Hinterland	0	34125	77
Bega-Eden Hinterland	0	42000	78
Bega-Eden Hinterland	0	52500	93
Bega-Eden Hinterland	0	65625	66
Bega-Eden Hinterland	0	78750	28
Bega-Eden Hinterland	0	91875	26
Bega-Eden Hinterland	0	105000	9
Bega-Eden Hinterland	0	131250	17
Bega-Eden Hinterland	0	183750	5
Bega-Eden Hinterland	0	210000	10
Bega-Eden Hinterland	0	Inf	3
Bega-Eden Hinterland	1		347
Bega-Eden Hinterland	1	0	18
Bega-Eden Hinterland	1	7875	34
Bega-Eden Hinterland	1	15750	31
Bega-Eden Hinterland	1	21000	20
Bega-Eden Hinterland	1	26250	115
Bega-Eden Hinterland	1	34125	111
Bega-Eden Hinterland	1	42000	263
Bega-Eden Hinterland	1	52500	191
Bega-Eden Hinterland	1	65625	279
Bega-Eden Hinterland	1	78750	246
Bega-Eden Hinterland	1	91875	135
Bega-Eden Hinterland	1	105000	136
Bega-Eden Hinterland	1	131250	238
Bega-Eden Hinterland	1	157500	118
Bega-Eden Hinterland	1	183750	66
Bega-Eden Hinterland	1	210000	33
Bega-Eden Hinterland	1	Inf	55
Broulee - Tomakin	0		27
Broulee - Tomakin	0	0	13
Broulee - Tomakin	0	7875	6
Broulee - Tomakin	0	15750	25
Broulee - Tomakin	0	21000	33
Broulee - Tomakin	0	26250	100
Broulee - Tomakin	0	34125	62
Broulee - Tomakin	0	42000	41
Broulee - Tomakin	0	52500	39
Broulee - Tomakin	0	65625	37
Broulee - Tomakin	0	78750	14
Broulee - Tomakin	0	91875	14
Broulee - Tomakin	0	105000	4
Broulee - Tomakin	0	131250	18
Broulee - Tomakin	0	210000	4
Broulee - Tomakin	1		102
Broulee - Tomakin	1	0	7
Broulee - Tomakin	1	15750	3
Broulee - Tomakin	1	21000	6
Broulee - Tomakin	1	26250	27
Broulee - Tomakin	1	34125	25
Broulee - Tomakin	1	42000	95
Broulee - Tomakin	1	52500	76
Broulee - Tomakin	1	65625	85
Broulee - Tomakin	1	78750	89
Broulee - Tomakin	1	91875	53
Broulee - Tomakin	1	105000	58
Broulee - Tomakin	1	131250	86
Broulee - Tomakin	1	157500	53
Broulee - Tomakin	1	183750	33
Broulee - Tomakin	1	210000	16
Broulee - Tomakin	1	Inf	35
Deua - Wadbilliga	0	26250	3
Eden	0		48
Eden	0	0	11
Eden	0	7875	10
Eden	0	15750	31
Eden	0	21000	65
Eden	0	26250	133
Eden	0	34125	46
Eden	0	42000	40
Eden	0	52500	40
Eden	0	65625	27
Eden	0	78750	16
Eden	0	91875	6
Eden	0	105000	3
Eden	0	131250	5
Eden	0	157500	3
Eden	1		111
Eden	1	0	10
Eden	1	7875	3
Eden	1	15750	9
Eden	1	21000	7
Eden	1	26250	44
Eden	1	34125	28
Eden	1	42000	100
Eden	1	52500	72
Eden	1	65625	90
Eden	1	78750	81
Eden	1	91875	40
Eden	1	105000	44
Eden	1	131250	85
Eden	1	157500	43
Eden	1	183750	18
Eden	1	210000	6
Eden	1	Inf	7
Eurobodalla Hinterland	0		23
Eurobodalla Hinterland	0	0	11
Eurobodalla Hinterland	0	7875	5
Eurobodalla Hinterland	0	15750	23
Eurobodalla Hinterland	0	21000	49
Eurobodalla Hinterland	0	26250	83
Eurobodalla Hinterland	0	34125	33
Eurobodalla Hinterland	0	42000	25
Eurobodalla Hinterland	0	52500	42
Eurobodalla Hinterland	0	65625	28
Eurobodalla Hinterland	0	78750	14
Eurobodalla Hinterland	0	91875	9
Eurobodalla Hinterland	0	105000	8
Eurobodalla Hinterland	0	131250	7
Eurobodalla Hinterland	0	210000	6
Eurobodalla Hinterland	1		129
Eurobodalla Hinterland	1	0	7
Eurobodalla Hinterland	1	7875	9
Eurobodalla Hinterland	1	15750	11
Eurobodalla Hinterland	1	21000	10
Eurobodalla Hinterland	1	26250	32
Eurobodalla Hinterland	1	34125	40
Eurobodalla Hinterland	1	42000	89
Eurobodalla Hinterland	1	52500	91
Eurobodalla Hinterland	1	65625	101
Eurobodalla Hinterland	1	78750	91
Eurobodalla Hinterland	1	91875	67
Eurobodalla Hinterland	1	105000	52
Eurobodalla Hinterland	1	131250	79
Eurobodalla Hinterland	1	157500	46
Eurobodalla Hinterland	1	183750	26
Eurobodalla Hinterland	1	210000	11
Eurobodalla Hinterland	1	Inf	26
Merimbula - Tura Beach	0		102
Merimbula - Tura Beach	0	0	33
Merimbula - Tura Beach	0	7875	24
Merimbula - Tura Beach	0	15750	74
Merimbula - Tura Beach	0	21000	139
Merimbula - Tura Beach	0	26250	350
Merimbula - Tura Beach	0	34125	185
Merimbula - Tura Beach	0	42000	140
Merimbula - Tura Beach	0	52500	126
Merimbula - Tura Beach	0	65625	105
Merimbula - Tura Beach	0	78750	81
Merimbula - Tura Beach	0	91875	32
Merimbula - Tura Beach	0	105000	32
Merimbula - Tura Beach	0	131250	27
Merimbula - Tura Beach	0	210000	22
Merimbula - Tura Beach	1		317
Merimbula - Tura Beach	1	0	17
Merimbula - Tura Beach	1	7875	8
Merimbula - Tura Beach	1	15750	15
Merimbula - Tura Beach	1	21000	23
Merimbula - Tura Beach	1	26250	124
Merimbula - Tura Beach	1	34125	93
Merimbula - Tura Beach	1	42000	343
Merimbula - Tura Beach	1	52500	252
Merimbula - Tura Beach	1	65625	338
Merimbula - Tura Beach	1	78750	310
Merimbula - Tura Beach	1	91875	188
Merimbula - Tura Beach	1	105000	176
Merimbula - Tura Beach	1	131250	284
Merimbula - Tura Beach	1	157500	154
Merimbula - Tura Beach	1	183750	93
Merimbula - Tura Beach	1	210000	58
Merimbula - Tura Beach	1	Inf	86
Moruya - Tuross Head	0		69
Moruya - Tuross Head	0	0	23
Moruya - Tuross Head	0	7875	21
Moruya - Tuross Head	0	15750	80
Moruya - Tuross Head	0	21000	134
Moruya - Tuross Head	0	26250	262
Moruya - Tuross Head	0	34125	133
Moruya - Tuross Head	0	42000	105
Moruya - Tuross Head	0	52500	110
Moruya - Tuross Head	0	65625	73
Moruya - Tuross Head	0	78750	32
Moruya - Tuross Head	0	91875	35
Moruya - Tuross Head	0	105000	13
Moruya - Tuross Head	0	131250	14
Moruya - Tuross Head	0	210000	15
Moruya - Tuross Head	1		261
Moruya - Tuross Head	1	0	9
Moruya - Tuross Head	1	7875	16
Moruya - Tuross Head	1	15750	28
Moruya - Tuross Head	1	21000	21
Moruya - Tuross Head	1	26250	99
Moruya - Tuross Head	1	34125	75
Moruya - Tuross Head	1	42000	317
Moruya - Tuross Head	1	52500	223
Moruya - Tuross Head	1	65625	252
Moruya - Tuross Head	1	78750	234
Moruya - Tuross Head	1	91875	126
Moruya - Tuross Head	1	105000	138
Moruya - Tuross Head	1	131250	194
Moruya - Tuross Head	1	157500	99
Moruya - Tuross Head	1	183750	43
Moruya - Tuross Head	1	210000	40
Moruya - Tuross Head	1	Inf	59
Narooma - Bermagui	0		91
Narooma - Bermagui	0	0	27
Narooma - Bermagui	0	7875	27
Narooma - Bermagui	0	15750	73
Narooma - Bermagui	0	21000	176
Narooma - Bermagui	0	26250	362
Narooma - Bermagui	0	34125	196
Narooma - Bermagui	0	42000	113
Narooma - Bermagui	0	52500	98
Narooma - Bermagui	0	65625	78
Narooma - Bermagui	0	78750	50
Narooma - Bermagui	0	91875	36
Narooma - Bermagui	0	105000	22
Narooma - Bermagui	0	131250	20
Narooma - Bermagui	0	210000	10
Narooma - Bermagui	1		281
Narooma - Bermagui	1	0	22
Narooma - Bermagui	1	7875	18
Narooma - Bermagui	1	15750	16
Narooma - Bermagui	1	21000	25
Narooma - Bermagui	1	26250	118
Narooma - Bermagui	1	34125	101
Narooma - Bermagui	1	42000	357
Narooma - Bermagui	1	52500	224
Narooma - Bermagui	1	65625	310
Narooma - Bermagui	1	78750	279
Narooma - Bermagui	1	91875	125
Narooma - Bermagui	1	105000	121
Narooma - Bermagui	1	131250	177
Narooma - Bermagui	1	157500	102
Narooma - Bermagui	1	183750	53
Narooma - Bermagui	1	210000	24
Narooma - Bermagui	1	Inf	46
Goulburn	0		191
Goulburn	0	0	45
Goulburn	0	7875	52
Goulburn	0	15750	160
Goulburn	0	21000	316
Goulburn	0	26250	623
Goulburn	0	34125	300
Goulburn	0	42000	226
Goulburn	0	52500	251
Goulburn	0	65625	222
Goulburn	0	78750	130
Goulburn	0	91875	138
Goulburn	0	105000	98
Goulburn	0	131250	91
Goulburn	0	157500	21
Goulburn	0	183750	3
Goulburn	0	210000	37
Goulburn	0	Inf	7
Goulburn	1		639
Goulburn	1	0	34
Goulburn	1	7875	38
Goulburn	1	15750	42
Goulburn	1	21000	57
Goulburn	1	26250	181
Goulburn	1	34125	166
Goulburn	1	42000	485
Goulburn	1	52500	419
Goulburn	1	65625	512
Goulburn	1	78750	534
Goulburn	1	91875	365
Goulburn	1	105000	369
Goulburn	1	131250	707
Goulburn	1	157500	449
Goulburn	1	183750	278
Goulburn	1	210000	146
Goulburn	1	Inf	246
Goulburn Region	0		90
Goulburn Region	0	0	45
Goulburn Region	0	7875	20
Goulburn Region	0	15750	78
Goulburn Region	0	21000	126
Goulburn Region	0	26250	275
Goulburn Region	0	34125	120
Goulburn Region	0	42000	102
Goulburn Region	0	52500	111
Goulburn Region	0	65625	90
Goulburn Region	0	78750	59
Goulburn Region	0	91875	38
Goulburn Region	0	105000	31
Goulburn Region	0	131250	52
Goulburn Region	0	157500	4
Goulburn Region	0	210000	29
Goulburn Region	1		430
Goulburn Region	1	0	29
Goulburn Region	1	7875	19
Goulburn Region	1	15750	25
Goulburn Region	1	21000	28
Goulburn Region	1	26250	114
Goulburn Region	1	34125	100
Goulburn Region	1	42000	308
Goulburn Region	1	52500	236
Goulburn Region	1	65625	274
Goulburn Region	1	78750	253
Goulburn Region	1	91875	209
Goulburn Region	1	105000	225
Goulburn Region	1	131250	378
Goulburn Region	1	157500	255
Goulburn Region	1	183750	169
Goulburn Region	1	210000	87
Goulburn Region	1	Inf	184
Yass	0		49
Yass	0	0	7
Yass	0	7875	8
Yass	0	15750	30
Yass	0	21000	64
Yass	0	26250	148
Yass	0	34125	67
Yass	0	42000	41
Yass	0	52500	53
Yass	0	65625	67
Yass	0	78750	38
Yass	0	91875	46
Yass	0	105000	20
Yass	0	131250	46
Yass	0	157500	3
Yass	0	210000	3
Yass	1		184
Yass	1	0	9
Yass	1	7875	11
Yass	1	15750	11
Yass	1	21000	7
Yass	1	26250	28
Yass	1	34125	42
Yass	1	42000	106
Yass	1	52500	103
Yass	1	65625	122
Yass	1	78750	132
Yass	1	91875	116
Yass	1	105000	105
Yass	1	131250	247
Yass	1	157500	177
Yass	1	183750	101
Yass	1	210000	65
Yass	1	Inf	118
Yass Region	0		33
Yass Region	0	0	13
Yass Region	0	7875	6
Yass Region	0	15750	36
Yass Region	0	21000	43
Yass Region	0	26250	96
Yass Region	0	34125	63
Yass Region	0	42000	60
Yass Region	0	52500	69
Yass Region	0	65625	71
Yass Region	0	78750	57
Yass Region	0	91875	49
Yass Region	0	105000	34
Yass Region	0	131250	55
Yass Region	0	157500	7
Yass Region	0	183750	5
Yass Region	0	210000	20
Yass Region	1		364
Yass Region	1	0	16
Yass Region	1	7875	10
Yass Region	1	15750	9
Yass Region	1	21000	11
Yass Region	1	26250	52
Yass Region	1	34125	46
Yass Region	1	42000	107
Yass Region	1	52500	117
Yass Region	1	65625	218
Yass Region	1	78750	195
Yass Region	1	91875	150
Yass Region	1	105000	164
Yass Region	1	131250	356
Yass Region	1	157500	302
Yass Region	1	183750	248
Yass Region	1	210000	209
Yass Region	1	Inf	585
Young	0		116
Young	0	0	23
Young	0	7875	35
Young	0	15750	81
Young	0	21000	118
Young	0	26250	297
Young	0	34125	140
Young	0	42000	127
Young	0	52500	120
Young	0	65625	85
Young	0	78750	29
Young	0	91875	31
Young	0	105000	25
Young	0	131250	30
Young	0	157500	8
Young	0	183750	4
Young	0	210000	16
Young	1		311
Young	1	0	24
Young	1	7875	9
Young	1	15750	22
Young	1	21000	39
Young	1	26250	135
Young	1	34125	121
Young	1	42000	304
Young	1	52500	220
Young	1	65625	291
Young	1	78750	258
Young	1	91875	195
Young	1	105000	189
Young	1	131250	237
Young	1	157500	143
Young	1	183750	68
Young	1	210000	40
Young	1	Inf	63
Young Region	0		83
Young Region	0	0	19
Young Region	0	7875	19
Young Region	0	15750	51
Young Region	0	21000	100
Young Region	0	26250	257
Young Region	0	34125	84
Young Region	0	42000	80
Young Region	0	52500	99
Young Region	0	65625	64
Young Region	0	78750	38
Young Region	0	91875	29
Young Region	0	105000	19
Young Region	0	131250	26
Young Region	0	210000	8
Young Region	1		268
Young Region	1	0	25
Young Region	1	7875	16
Young Region	1	15750	17
Young Region	1	21000	18
Young Region	1	26250	74
Young Region	1	34125	71
Young Region	1	42000	253
Young Region	1	52500	154
Young Region	1	65625	174
Young Region	1	78750	178
Young Region	1	91875	125
Young Region	1	105000	134
Young Region	1	131250	172
Young Region	1	157500	90
Young Region	1	183750	62
Young Region	1	210000	39
Young Region	1	Inf	86
Avoca Beach - Copacabana	0		27
Avoca Beach - Copacabana	0	0	12
Avoca Beach - Copacabana	0	7875	12
Avoca Beach - Copacabana	0	15750	10
Avoca Beach - Copacabana	0	21000	43
Avoca Beach - Copacabana	0	26250	72
Avoca Beach - Copacabana	0	34125	51
Avoca Beach - Copacabana	0	42000	47
Avoca Beach - Copacabana	0	52500	40
Avoca Beach - Copacabana	0	65625	51
Avoca Beach - Copacabana	0	78750	35
Avoca Beach - Copacabana	0	91875	26
Avoca Beach - Copacabana	0	105000	20
Avoca Beach - Copacabana	0	131250	33
Avoca Beach - Copacabana	0	183750	3
