SA2_NAME16	CountryOfBirth	Sex	persons
Braidwood		F	267
Braidwood		M	252
Braidwood	AUS	F	1446
Braidwood	AUS	M	1504
Braidwood	CAN	F	3
Braidwood	CAN	M	3
Braidwood	CHL	M	3
Braidwood	CHN	F	3
Braidwood	DEU	F	11
Braidwood	DEU	M	7
Braidwood	EGY	M	5
Braidwood	FRA	F	3
Braidwood	FRA	M	7
Braidwood	GBR	F	104
Braidwood	GBR	M	84
Braidwood	GRC	F	3
Braidwood	IND	F	5
Braidwood	IND	M	3
Braidwood	IRL	F	3
Braidwood	IRL	M	4
Braidwood	ITA	M	3
Braidwood	LBN	M	3
Braidwood	MYS	F	3
Braidwood	MYS	M	3
Braidwood	NLD	F	9
Braidwood	NLD	M	7
Braidwood	NZL	F	24
Braidwood	NZL	M	33
Braidwood	PHL	F	16
Braidwood	PHL	M	3
Braidwood	PNG	F	4
Braidwood	POL	F	3
Braidwood	USA	F	13
Braidwood	USA	M	14
Braidwood	ZAF	F	3
Karabar		F	413
Karabar		M	352
Karabar	AFG	F	3
Karabar	AFG	M	5
Karabar	AUS	F	3175
Karabar	AUS	M	3182
Karabar	BIH	F	3
Karabar	BIH	M	9
Karabar	CAN	F	3
Karabar	CAN	M	3
Karabar	CHL	M	4
Karabar	CHN	F	10
Karabar	CHN	M	8
Karabar	DEU	F	25
Karabar	DEU	M	19
Karabar	EGY	F	5
Karabar	FJI	F	13
Karabar	FJI	M	15
Karabar	FRA	F	3
Karabar	FRA	M	4
Karabar	GBR	F	73
Karabar	GBR	M	94
Karabar	GRC	F	15
Karabar	GRC	M	4
Karabar	HKG	F	3
Karabar	HRV	F	26
Karabar	HRV	M	11
Karabar	IDN	F	3
Karabar	IND	F	25
Karabar	IND	M	25
Karabar	IRL	F	7
Karabar	IRL	M	5
Karabar	ITA	F	48
Karabar	ITA	M	57
Karabar	JPN	F	5
Karabar	KHM	F	6
Karabar	KHM	M	5
Karabar	KOR	F	4
Karabar	LBN	F	3
Karabar	LKA	F	5
Karabar	LKA	M	3
Karabar	MKD	F	88
Karabar	MKD	M	89
Karabar	MLT	F	10
Karabar	MLT	M	6
Karabar	MYS	F	12
Karabar	MYS	M	8
Karabar	NLD	F	6
Karabar	NLD	M	9
Karabar	NPL	F	3
Karabar	NZL	F	56
Karabar	NZL	M	61
Karabar	PAK	F	6
Karabar	PAK	M	3
Karabar	PHL	F	47
Karabar	PHL	M	11
Karabar	PNG	F	3
Karabar	PNG	M	3
Karabar	POL	F	9
Karabar	POL	M	3
Karabar	SGP	M	3
Karabar	THA	F	14
Karabar	THA	M	4
Karabar	USA	F	19
Karabar	USA	M	9
Karabar	VNM	F	11
Karabar	VNM	M	12
Karabar	ZAF	F	6
Karabar	ZAF	M	10
Karabar	ZWE	F	5
Karabar	ZWE	M	5
Queanbeyan		F	600
Queanbeyan		M	625
Queanbeyan	AFG	M	4
Queanbeyan	AUS	F	3645
Queanbeyan	AUS	M	3628
Queanbeyan	BGD	F	36
Queanbeyan	BGD	M	38
Queanbeyan	BIH	F	3
Queanbeyan	BIH	M	7
Queanbeyan	CAN	F	19
Queanbeyan	CAN	M	12
Queanbeyan	CHL	F	6
Queanbeyan	CHN	F	43
Queanbeyan	CHN	M	40
Queanbeyan	DEU	F	28
Queanbeyan	DEU	M	35
Queanbeyan	EGY	F	11
Queanbeyan	EGY	M	15
Queanbeyan	FJI	F	18
Queanbeyan	FJI	M	18
Queanbeyan	FRA	F	3
Queanbeyan	FRA	M	8
Queanbeyan	GBR	F	133
Queanbeyan	GBR	M	122
Queanbeyan	GRC	F	48
Queanbeyan	GRC	M	40
Queanbeyan	HKG	F	12
Queanbeyan	HKG	M	3
Queanbeyan	HRV	F	26
Queanbeyan	HRV	M	21
Queanbeyan	IDN	F	23
Queanbeyan	IDN	M	12
Queanbeyan	IND	F	160
Queanbeyan	IND	M	205
Queanbeyan	IRL	F	7
Queanbeyan	IRL	M	15
Queanbeyan	IRN	F	10
Queanbeyan	IRN	M	12
Queanbeyan	IRQ	F	3
Queanbeyan	IRQ	M	3
Queanbeyan	ITA	F	63
Queanbeyan	ITA	M	61
Queanbeyan	JPN	F	9
Queanbeyan	JPN	M	5
Queanbeyan	KHM	F	4
Queanbeyan	KHM	M	7
Queanbeyan	KOR	F	15
Queanbeyan	KOR	M	12
Queanbeyan	LBN	F	3
Queanbeyan	LKA	F	14
Queanbeyan	LKA	M	10
Queanbeyan	MKD	F	75
Queanbeyan	MKD	M	75
Queanbeyan	MLT	F	10
Queanbeyan	MLT	M	16
Queanbeyan	MMR	F	8
Queanbeyan	MUS	F	3
Queanbeyan	MUS	M	3
Queanbeyan	MYS	F	13
Queanbeyan	MYS	M	11
Queanbeyan	NLD	F	8
Queanbeyan	NLD	M	10
Queanbeyan	NPL	F	50
Queanbeyan	NPL	M	46
Queanbeyan	NZL	F	69
Queanbeyan	NZL	M	108
Queanbeyan	PAK	F	18
Queanbeyan	PAK	M	46
Queanbeyan	PHL	F	114
Queanbeyan	PHL	M	75
Queanbeyan	PNG	F	5
Queanbeyan	PNG	M	5
Queanbeyan	POL	F	18
Queanbeyan	POL	M	11
Queanbeyan	SGP	F	4
Queanbeyan	SGP	M	7
Queanbeyan	THA	F	15
Queanbeyan	THA	M	3
Queanbeyan	USA	F	11
Queanbeyan	USA	M	17
Queanbeyan	VNM	F	15
Queanbeyan	VNM	M	11
Queanbeyan	ZAF	F	11
Queanbeyan	ZAF	M	12
Queanbeyan	ZWE	F	9
Queanbeyan	ZWE	M	4
Queanbeyan - East		F	200
Queanbeyan - East		M	237
Queanbeyan - East	AUS	F	1597
Queanbeyan - East	AUS	M	1692
Queanbeyan - East	BGD	F	43
Queanbeyan - East	BGD	M	53
Queanbeyan - East	BIH	M	3
Queanbeyan - East	CAN	F	5
Queanbeyan - East	CAN	M	10
Queanbeyan - East	CHL	F	4
Queanbeyan - East	CHL	M	4
Queanbeyan - East	CHN	F	21
Queanbeyan - East	CHN	M	7
Queanbeyan - East	DEU	F	21
Queanbeyan - East	DEU	M	15
Queanbeyan - East	EGY	F	6
Queanbeyan - East	EGY	M	8
Queanbeyan - East	FJI	F	7
Queanbeyan - East	FJI	M	7
Queanbeyan - East	FRA	M	5
Queanbeyan - East	GBR	F	62
Queanbeyan - East	GBR	M	93
Queanbeyan - East	GRC	F	4
Queanbeyan - East	HKG	F	3
Queanbeyan - East	HRV	F	7
Queanbeyan - East	HRV	M	9
Queanbeyan - East	IDN	F	14
Queanbeyan - East	IDN	M	3
Queanbeyan - East	IND	F	112
Queanbeyan - East	IND	M	129
Queanbeyan - East	IRL	F	3
Queanbeyan - East	IRL	M	5
Queanbeyan - East	ITA	F	14
Queanbeyan - East	ITA	M	15
Queanbeyan - East	JPN	F	4
Queanbeyan - East	JPN	M	3
Queanbeyan - East	KOR	F	3
Queanbeyan - East	KOR	M	4
Queanbeyan - East	LBN	F	4
Queanbeyan - East	LBN	M	4
Queanbeyan - East	LKA	F	3
Queanbeyan - East	LKA	M	4
Queanbeyan - East	MKD	F	21
Queanbeyan - East	MKD	M	31
Queanbeyan - East	MLT	M	3
Queanbeyan - East	MYS	F	8
Queanbeyan - East	MYS	M	3
Queanbeyan - East	NPL	F	10
Queanbeyan - East	NPL	M	3
Queanbeyan - East	NZL	F	34
Queanbeyan - East	NZL	M	34
Queanbeyan - East	PAK	F	3
Queanbeyan - East	PAK	M	10
Queanbeyan - East	PHL	F	42
Queanbeyan - East	PHL	M	23
Queanbeyan - East	PNG	M	9
Queanbeyan - East	POL	F	8
Queanbeyan - East	POL	M	4
Queanbeyan - East	SGP	F	3
Queanbeyan - East	SGP	M	3
Queanbeyan - East	THA	F	9
Queanbeyan - East	THA	M	4
Queanbeyan - East	TWN	F	3
Queanbeyan - East	USA	F	12
Queanbeyan - East	USA	M	13
Queanbeyan - East	VNM	F	11
Queanbeyan - East	VNM	M	3
Queanbeyan - East	ZAF	F	12
Queanbeyan - East	ZAF	M	12
