SA2_NAME16	Age	persons
Seven Hills - Toongabbie	35-44	3674
Seven Hills - Toongabbie	45-54	2940
Seven Hills - Toongabbie	55-64	2707
Seven Hills - Toongabbie	65-74	2083
Seven Hills - Toongabbie	75-84	877
Seven Hills - Toongabbie	85+	254
Blacktown (South)	0-4	884
Blacktown (South)	5-14	1718
Blacktown (South)	15-19	824
Blacktown (South)	20-24	857
Blacktown (South)	25-34	1887
Blacktown (South)	35-44	1820
Blacktown (South)	45-54	1558
Blacktown (South)	55-64	1291
Blacktown (South)	65-74	817
Blacktown (South)	75-84	544
Blacktown (South)	85+	133
Blacktown (West)	0-4	1211
Blacktown (West)	5-14	2111
Blacktown (West)	15-19	1101
Blacktown (West)	20-24	1169
Blacktown (West)	25-34	2588
Blacktown (West)	35-44	2255
Blacktown (West)	45-54	2036
Blacktown (West)	55-64	1589
Blacktown (West)	65-74	1009
Blacktown (West)	75-84	732
Blacktown (West)	85+	358
Glenwood	0-4	1063
Glenwood	5-14	2681
Glenwood	15-19	1399
Glenwood	20-24	1106
Glenwood	25-34	1867
Glenwood	35-44	2735
Glenwood	45-54	2470
Glenwood	55-64	1564
Glenwood	65-74	866
Glenwood	75-84	299
Glenwood	85+	65
Parklea - Kellyville Ridge	0-4	3118
Parklea - Kellyville Ridge	5-14	5712
Parklea - Kellyville Ridge	15-19	1948
Parklea - Kellyville Ridge	20-24	1687
Parklea - Kellyville Ridge	25-34	5014
Parklea - Kellyville Ridge	35-44	6978
Parklea - Kellyville Ridge	45-54	3928
Parklea - Kellyville Ridge	55-64	2367
Parklea - Kellyville Ridge	65-74	1304
Parklea - Kellyville Ridge	75-84	484
Parklea - Kellyville Ridge	85+	99
Riverstone - Marsden Park	0-4	1482
Riverstone - Marsden Park	5-14	2423
Riverstone - Marsden Park	15-19	1090
Riverstone - Marsden Park	20-24	1036
Riverstone - Marsden Park	25-34	3027
Riverstone - Marsden Park	35-44	2847
Riverstone - Marsden Park	45-54	2073
Riverstone - Marsden Park	55-64	1577
Riverstone - Marsden Park	65-74	1151
Riverstone - Marsden Park	75-84	464
Riverstone - Marsden Park	85+	141
Acacia Gardens	0-4	296
Acacia Gardens	5-14	604
Acacia Gardens	15-19	234
Acacia Gardens	20-24	250
Acacia Gardens	25-34	570
Acacia Gardens	35-44	696
Acacia Gardens	45-54	508
Acacia Gardens	55-64	368
Acacia Gardens	65-74	193
Acacia Gardens	75-84	56
Acacia Gardens	85+	18
Quakers Hill	0-4	1930
Quakers Hill	5-14	3521
Quakers Hill	15-19	1611
Quakers Hill	20-24	1503
Quakers Hill	25-34	3550
Quakers Hill	35-44	3898
Quakers Hill	45-54	3012
Quakers Hill	55-64	2213
Quakers Hill	65-74	1166
Quakers Hill	75-84	383
Quakers Hill	85+	164
Bidwill - Hebersham - Emerton	0-4	1585
Bidwill - Hebersham - Emerton	5-14	3076
Bidwill - Hebersham - Emerton	15-19	1507
Bidwill - Hebersham - Emerton	20-24	1384
Bidwill - Hebersham - Emerton	25-34	2444
Bidwill - Hebersham - Emerton	35-44	2083
Bidwill - Hebersham - Emerton	45-54	2244
Bidwill - Hebersham - Emerton	55-64	1878
Bidwill - Hebersham - Emerton	65-74	1571
Bidwill - Hebersham - Emerton	75-84	566
Bidwill - Hebersham - Emerton	85+	109
Glendenning - Dean Park	0-4	713
Glendenning - Dean Park	5-14	1360
Glendenning - Dean Park	15-19	636
Glendenning - Dean Park	20-24	558
Glendenning - Dean Park	25-34	1268
Glendenning - Dean Park	35-44	1352
Glendenning - Dean Park	45-54	1099
Glendenning - Dean Park	55-64	747
Glendenning - Dean Park	65-74	365
Glendenning - Dean Park	75-84	143
Glendenning - Dean Park	85+	101
Hassall Grove - Plumpton	0-4	1461
Hassall Grove - Plumpton	5-14	3313
Hassall Grove - Plumpton	15-19	1837
Hassall Grove - Plumpton	20-24	1688
Hassall Grove - Plumpton	25-34	2898
Hassall Grove - Plumpton	35-44	2825
Hassall Grove - Plumpton	45-54	3023
Hassall Grove - Plumpton	55-64	2191
Hassall Grove - Plumpton	65-74	909
Hassall Grove - Plumpton	75-84	371
Hassall Grove - Plumpton	85+	155
Lethbridge Park - Tregear	0-4	2094
Lethbridge Park - Tregear	5-14	3410
Lethbridge Park - Tregear	15-19	1530
Lethbridge Park - Tregear	20-24	1502
Lethbridge Park - Tregear	25-34	3293
Lethbridge Park - Tregear	35-44	2644
Lethbridge Park - Tregear	45-54	2219
Lethbridge Park - Tregear	55-64	1754
Lethbridge Park - Tregear	65-74	1461
Lethbridge Park - Tregear	75-84	697
Lethbridge Park - Tregear	85+	118
Mount Druitt - Whalan	0-4	1951
Mount Druitt - Whalan	5-14	3705
Mount Druitt - Whalan	15-19	1590
Mount Druitt - Whalan	20-24	1618
Mount Druitt - Whalan	25-34	3630
Mount Druitt - Whalan	35-44	3121
Mount Druitt - Whalan	45-54	2662
Mount Druitt - Whalan	55-64	2052
Mount Druitt - Whalan	65-74	1456
Mount Druitt - Whalan	75-84	726
Mount Druitt - Whalan	85+	195
Prospect Reservoir	5-14	3
Prospect Reservoir	15-19	5
Prospect Reservoir	20-24	8
Prospect Reservoir	25-34	3
Prospect Reservoir	35-44	8
Prospect Reservoir	45-54	6
Prospect Reservoir	55-64	6
Prospect Reservoir	65-74	4
Rooty Hill - Minchinbury	0-4	1472
Rooty Hill - Minchinbury	5-14	2890
Rooty Hill - Minchinbury	15-19	1554
Rooty Hill - Minchinbury	20-24	1601
Rooty Hill - Minchinbury	25-34	3084
Rooty Hill - Minchinbury	35-44	2938
Rooty Hill - Minchinbury	45-54	2753
Rooty Hill - Minchinbury	55-64	2397
Rooty Hill - Minchinbury	65-74	1445
Rooty Hill - Minchinbury	75-84	598
Rooty Hill - Minchinbury	85+	417
Banksmeadow	0-4	3
Banksmeadow	25-34	3
Banksmeadow	55-64	4
Banksmeadow	65-74	6
Botany	0-4	809
Botany	5-14	1424
Botany	15-19	557
Botany	20-24	694
Botany	25-34	1609
Botany	35-44	1854
Botany	45-54	1544
Botany	55-64	1039
Botany	65-74	693
Botany	75-84	414
Botany	85+	185
Mascot - Eastlakes	0-4	1476
Mascot - Eastlakes	5-14	2217
Mascot - Eastlakes	15-19	1414
Mascot - Eastlakes	20-24	2235
Mascot - Eastlakes	25-34	5467
Mascot - Eastlakes	35-44	3688
Mascot - Eastlakes	45-54	2769
Mascot - Eastlakes	55-64	2198
Mascot - Eastlakes	65-74	1544
Mascot - Eastlakes	75-84	1065
Mascot - Eastlakes	85+	332
Pagewood - Hillsdale - Daceyville	0-4	610
Pagewood - Hillsdale - Daceyville	5-14	1382
Pagewood - Hillsdale - Daceyville	15-19	678
Pagewood - Hillsdale - Daceyville	20-24	855
Pagewood - Hillsdale - Daceyville	25-34	1670
Pagewood - Hillsdale - Daceyville	35-44	1606
Pagewood - Hillsdale - Daceyville	45-54	1535
Pagewood - Hillsdale - Daceyville	55-64	1189
Pagewood - Hillsdale - Daceyville	65-74	1023
Pagewood - Hillsdale - Daceyville	75-84	567
Pagewood - Hillsdale - Daceyville	85+	244
Port Botany Industrial	45-54	4
Sydney Airport	15-19	3
Sydney Airport	25-34	23
Sydney Airport	35-44	4
Sydney Airport	45-54	9
Sydney Airport	65-74	9
Sydney Airport	75-84	3
Marrickville	0-4	1442
Marrickville	5-14	2335
Marrickville	15-19	916
Marrickville	20-24	2012
Marrickville	25-34	5801
Marrickville	35-44	4488
Marrickville	45-54	3437
Marrickville	55-64	2609
Marrickville	65-74	1738
Marrickville	75-84	1210
Marrickville	85+	540
Petersham - Stanmore	0-4	1021
Petersham - Stanmore	5-14	1683
Petersham - Stanmore	15-19	678
Petersham - Stanmore	20-24	1548
Petersham - Stanmore	25-34	5065
Petersham - Stanmore	35-44	3613
Petersham - Stanmore	45-54	2738
Petersham - Stanmore	55-64	1820
Petersham - Stanmore	65-74	1198
Petersham - Stanmore	75-84	642
Petersham - Stanmore	85+	216
Sydenham - Tempe - St Peters	0-4	482
Sydenham - Tempe - St Peters	5-14	690
Sydenham - Tempe - St Peters	15-19	274
Sydenham - Tempe - St Peters	20-24	618
Sydenham - Tempe - St Peters	25-34	1695
Sydenham - Tempe - St Peters	35-44	1446
Sydenham - Tempe - St Peters	45-54	1073
Sydenham - Tempe - St Peters	55-64	776
Sydenham - Tempe - St Peters	65-74	448
Sydenham - Tempe - St Peters	75-84	242
Sydenham - Tempe - St Peters	85+	99
Darlinghurst	0-4	278
Darlinghurst	5-14	269
Darlinghurst	15-19	170
Darlinghurst	20-24	842
Darlinghurst	25-34	3953
Darlinghurst	35-44	2187
Darlinghurst	45-54	1510
Darlinghurst	55-64	1094
Darlinghurst	65-74	710
Darlinghurst	75-84	253
Darlinghurst	85+	60
Erskineville - Alexandria	0-4	864
Erskineville - Alexandria	5-14	893
Erskineville - Alexandria	15-19	345
Erskineville - Alexandria	20-24	1137
Erskineville - Alexandria	25-34	5352
Erskineville - Alexandria	35-44	3506
Erskineville - Alexandria	45-54	2127
Erskineville - Alexandria	55-64	1182
Erskineville - Alexandria	65-74	534
Erskineville - Alexandria	75-84	228
Erskineville - Alexandria	85+	60
Glebe - Forest Lodge	0-4	752
Glebe - Forest Lodge	5-14	990
Glebe - Forest Lodge	15-19	770
Glebe - Forest Lodge	20-24	2446
Glebe - Forest Lodge	25-34	5306
Glebe - Forest Lodge	35-44	3037
Glebe - Forest Lodge	45-54	2205
Glebe - Forest Lodge	55-64	1982
Glebe - Forest Lodge	65-74	1388
Glebe - Forest Lodge	75-84	536
Glebe - Forest Lodge	85+	204
Newtown - Camperdown - Darlington	0-4	927
Newtown - Camperdown - Darlington	5-14	1210
Newtown - Camperdown - Darlington	15-19	1616
Newtown - Camperdown - Darlington	20-24	4202
Newtown - Camperdown - Darlington	25-34	7130
Newtown - Camperdown - Darlington	35-44	3996
Newtown - Camperdown - Darlington	45-54	2678
Newtown - Camperdown - Darlington	55-64	1688
Newtown - Camperdown - Darlington	65-74	886
Newtown - Camperdown - Darlington	75-84	385
Newtown - Camperdown - Darlington	85+	132
Potts Point - Woolloomooloo	0-4	392
Potts Point - Woolloomooloo	5-14	395
Potts Point - Woolloomooloo	15-19	417
Potts Point - Woolloomooloo	20-24	1899
Potts Point - Woolloomooloo	25-34	7033
Potts Point - Woolloomooloo	35-44	3737
Potts Point - Woolloomooloo	45-54	2591
Potts Point - Woolloomooloo	55-64	2151
Potts Point - Woolloomooloo	65-74	1462
Potts Point - Woolloomooloo	75-84	689
Potts Point - Woolloomooloo	85+	428
Pyrmont - Ultimo	0-4	805
Pyrmont - Ultimo	5-14	762
Pyrmont - Ultimo	15-19	983
Pyrmont - Ultimo	20-24	3889
Pyrmont - Ultimo	25-34	6936
Pyrmont - Ultimo	35-44	3351
Pyrmont - Ultimo	45-54	1846
Pyrmont - Ultimo	55-64	1551
Pyrmont - Ultimo	65-74	1030
Pyrmont - Ultimo	75-84	396
Pyrmont - Ultimo	85+	108
Redfern - Chippendale	0-4	636
Redfern - Chippendale	5-14	631
Redfern - Chippendale	15-19	988
Redfern - Chippendale	20-24	3869
Redfern - Chippendale	25-34	7408
Redfern - Chippendale	35-44	3160
Redfern - Chippendale	45-54	2243
Redfern - Chippendale	55-64	1688
Redfern - Chippendale	65-74	1062
Redfern - Chippendale	75-84	628
Redfern - Chippendale	85+	184
Surry Hills	0-4	411
Surry Hills	5-14	392
Surry Hills	15-19	283
Surry Hills	20-24	1318
Surry Hills	25-34	5973
Surry Hills	35-44	3226
Surry Hills	45-54	2022
Surry Hills	55-64	1336
Surry Hills	65-74	736
Surry Hills	75-84	482
Surry Hills	85+	231
Sydney - Haymarket - The Rocks	0-4	697
Sydney - Haymarket - The Rocks	5-14	550
Sydney - Haymarket - The Rocks	15-19	1038
Sydney - Haymarket - The Rocks	20-24	4786
Sydney - Haymarket - The Rocks	25-34	10673
Sydney - Haymarket - The Rocks	35-44	4151
Sydney - Haymarket - The Rocks	45-54	2142
Sydney - Haymarket - The Rocks	55-64	1674
Sydney - Haymarket - The Rocks	65-74	1108
Sydney - Haymarket - The Rocks	75-84	432
Sydney - Haymarket - The Rocks	85+	159
Waterloo - Beaconsfield	0-4	1488
Waterloo - Beaconsfield	5-14	1335
Waterloo - Beaconsfield	15-19	1946
Waterloo - Beaconsfield	20-24	4825
Waterloo - Beaconsfield	25-34	10961
Waterloo - Beaconsfield	35-44	4770
Waterloo - Beaconsfield	45-54	2864
Waterloo - Beaconsfield	55-64	2170
Waterloo - Beaconsfield	65-74	1588
Waterloo - Beaconsfield	75-84	877
Waterloo - Beaconsfield	85+	243
Bondi - Tamarama - Bronte	0-4	1109
Bondi - Tamarama - Bronte	5-14	1706
Bondi - Tamarama - Bronte	15-19	649
Bondi - Tamarama - Bronte	20-24	1012
Bondi - Tamarama - Bronte	25-34	4744
Bondi - Tamarama - Bronte	35-44	3258
Bondi - Tamarama - Bronte	45-54	2316
Bondi - Tamarama - Bronte	55-64	1501
Bondi - Tamarama - Bronte	65-74	1146
Bondi - Tamarama - Bronte	75-84	667
Bondi - Tamarama - Bronte	85+	288
Bondi Beach - North Bondi	0-4	1280
Bondi Beach - North Bondi	5-14	1906
Bondi Beach - North Bondi	15-19	599
Bondi Beach - North Bondi	20-24	1151
Bondi Beach - North Bondi	25-34	6035
Bondi Beach - North Bondi	35-44	4023
Bondi Beach - North Bondi	45-54	2346
Bondi Beach - North Bondi	55-64	1476
Bondi Beach - North Bondi	65-74	1070
Bondi Beach - North Bondi	75-84	567
Bondi Beach - North Bondi	85+	285
Bondi Junction - Waverly	0-4	985
Bondi Junction - Waverly	5-14	1543
Bondi Junction - Waverly	15-19	650
Bondi Junction - Waverly	20-24	968
Bondi Junction - Waverly	25-34	3550
Bondi Junction - Waverly	35-44	2753
Bondi Junction - Waverly	45-54	2084
Bondi Junction - Waverly	55-64	1486
Bondi Junction - Waverly	65-74	1247
Bondi Junction - Waverly	75-84	935
Bondi Junction - Waverly	85+	655
Double Bay - Bellevue Hill	0-4	1201
Double Bay - Bellevue Hill	5-14	2374
Double Bay - Bellevue Hill	15-19	1171
Double Bay - Bellevue Hill	20-24	1269
Double Bay - Bellevue Hill	25-34	4647
Double Bay - Bellevue Hill	35-44	3456
Double Bay - Bellevue Hill	45-54	3009
Double Bay - Bellevue Hill	55-64	2772
Double Bay - Bellevue Hill	65-74	2691
Double Bay - Bellevue Hill	75-84	1458
Double Bay - Bellevue Hill	85+	826
Dover Heights	0-4	775
Dover Heights	5-14	1407
Dover Heights	15-19	546
Dover Heights	20-24	543
Dover Heights	25-34	1419
Dover Heights	35-44	1862
Dover Heights	45-54	1444
Dover Heights	55-64	1195
Dover Heights	65-74	906
Dover Heights	75-84	438
Dover Heights	85+	281
Paddington - Moore Park	0-4	796
Paddington - Moore Park	5-14	1182
Paddington - Moore Park	15-19	439
Paddington - Moore Park	20-24	1013
Paddington - Moore Park	25-34	3793
Paddington - Moore Park	35-44	2678
Paddington - Moore Park	45-54	1958
Paddington - Moore Park	55-64	1387
Paddington - Moore Park	65-74	1201
Paddington - Moore Park	75-84	532
Paddington - Moore Park	85+	196
Rose Bay - Vaucluse - Watsons Bay	0-4	573
Rose Bay - Vaucluse - Watsons Bay	5-14	1831
Rose Bay - Vaucluse - Watsons Bay	15-19	917
Rose Bay - Vaucluse - Watsons Bay	20-24	695
Rose Bay - Vaucluse - Watsons Bay	25-34	1080
Rose Bay - Vaucluse - Watsons Bay	35-44	1501
Rose Bay - Vaucluse - Watsons Bay	45-54	1784
Rose Bay - Vaucluse - Watsons Bay	55-64	1328
Rose Bay - Vaucluse - Watsons Bay	65-74	1169
Rose Bay - Vaucluse - Watsons Bay	75-84	634
Rose Bay - Vaucluse - Watsons Bay	85+	334
Woollahra	0-4	434
Woollahra	5-14	697
Woollahra	15-19	257
Woollahra	20-24	375
Woollahra	25-34	1322
Woollahra	35-44	1126
Woollahra	45-54	956
Woollahra	55-64	833
Woollahra	65-74	875
Woollahra	75-84	512
Woollahra	85+	290
Coogee - Clovelly	0-4	1610
Coogee - Clovelly	5-14	2591
Coogee - Clovelly	15-19	1017
Coogee - Clovelly	20-24	1449
Coogee - Clovelly	25-34	5458
Coogee - Clovelly	35-44	4485
Coogee - Clovelly	45-54	3377
Coogee - Clovelly	55-64	2474
Coogee - Clovelly	65-74	1695
Coogee - Clovelly	75-84	901
Coogee - Clovelly	85+	399
Malabar - La Perouse - Chifley	0-4	1277
Malabar - La Perouse - Chifley	5-14	2716
Malabar - La Perouse - Chifley	15-19	1435
Malabar - La Perouse - Chifley	20-24	1467
Malabar - La Perouse - Chifley	25-34	2942
Malabar - La Perouse - Chifley	35-44	3456
Malabar - La Perouse - Chifley	45-54	3578
Malabar - La Perouse - Chifley	55-64	2883
Malabar - La Perouse - Chifley	65-74	2352
Malabar - La Perouse - Chifley	75-84	1290
Malabar - La Perouse - Chifley	85+	632
Kensington (NSW)	0-4	547
Kensington (NSW)	5-14	918
Kensington (NSW)	15-19	1678
Kensington (NSW)	20-24	3617
Kensington (NSW)	25-34	3077
Kensington (NSW)	35-44	1627
Kensington (NSW)	45-54	1183
Kensington (NSW)	55-64	844
Kensington (NSW)	65-74	686
Kensington (NSW)	75-84	466
Kensington (NSW)	85+	236
Kingsford	0-4	589
Kingsford	5-14	1181
Kingsford	15-19	1225
Kingsford	20-24	3489
Kingsford	25-34	3155
Kingsford	35-44	1709
Kingsford	45-54	1497
Kingsford	55-64	1140
Kingsford	65-74	784
Kingsford	75-84	585
Kingsford	85+	255
Maroubra - North	0-4	535
Maroubra - North	5-14	1062
Maroubra - North	15-19	505
Maroubra - North	20-24	721
Maroubra - North	25-34	1433
Maroubra - North	35-44	1462
Maroubra - North	45-54	1274
Maroubra - North	55-64	1045
Maroubra - North	65-74	783
Maroubra - North	75-84	593
Maroubra - North	85+	396
Maroubra - South	0-4	653
Maroubra - South	5-14	1103
Maroubra - South	15-19	502
Maroubra - South	20-24	673
Maroubra - South	25-34	1721
Maroubra - South	35-44	1694
Maroubra - South	45-54	1365
Maroubra - South	55-64	1167
Maroubra - South	65-74	941
Maroubra - South	75-84	598
Maroubra - South	85+	259
Maroubra - West	0-4	596
Maroubra - West	5-14	1029
Maroubra - West	15-19	639
Maroubra - West	20-24	1144
Maroubra - West	25-34	1870
Maroubra - West	35-44	1447
Maroubra - West	45-54	1158
Maroubra - West	55-64	956
Maroubra - West	65-74	686
Maroubra - West	75-84	483
Maroubra - West	85+	194
Randwick - North	0-4	1124
Randwick - North	5-14	1551
Randwick - North	15-19	601
Randwick - North	20-24	1070
Randwick - North	25-34	3814
Randwick - North	35-44	2997
Randwick - North	45-54	2046
Randwick - North	55-64	1459
Randwick - North	65-74	1082
Randwick - North	75-84	616
Randwick - North	85+	514
Randwick - South	0-4	718
Randwick - South	5-14	1167
Randwick - South	15-19	554
Randwick - South	20-24	1344
Randwick - South	25-34	3100
Randwick - South	35-44	2115
Randwick - South	45-54	1522
Randwick - South	55-64	1119
Randwick - South	65-74	751
Randwick - South	75-84	429
Randwick - South	85+	297
Bass Hill - Georges Hall	0-4	1597
Bass Hill - Georges Hall	5-14	3312
Bass Hill - Georges Hall	15-19	1523
Bass Hill - Georges Hall	20-24	1501
Bass Hill - Georges Hall	25-34	2639
Bass Hill - Georges Hall	35-44	2813
Bass Hill - Georges Hall	45-54	2604
Bass Hill - Georges Hall	55-64	2268
Bass Hill - Georges Hall	65-74	1908
Bass Hill - Georges Hall	75-84	1073
Bass Hill - Georges Hall	85+	588
Chullora	0-4	92
Chullora	5-14	91
Chullora	15-19	43
Chullora	20-24	87
Chullora	25-34	221
Chullora	35-44	148
Chullora	45-54	107
Chullora	55-64	69
Chullora	65-74	29
Chullora	75-84	7
Chullora	85+	3
Condell Park	0-4	904
Condell Park	5-14	1753
Condell Park	15-19	817
Condell Park	20-24	863
Condell Park	25-34	1617
Condell Park	35-44	1494
Condell Park	45-54	1296
Condell Park	55-64	1126
Condell Park	65-74	792
Condell Park	75-84	457
Condell Park	85+	192
Greenacre - Mount Lewis	0-4	1925
Greenacre - Mount Lewis	5-14	4362
Greenacre - Mount Lewis	15-19	2028
Greenacre - Mount Lewis	20-24	1931
Greenacre - Mount Lewis	25-34	3365
Greenacre - Mount Lewis	35-44	3176
Greenacre - Mount Lewis	45-54	3168
Greenacre - Mount Lewis	55-64	2637
Greenacre - Mount Lewis	65-74	1711
Greenacre - Mount Lewis	75-84	1108
Greenacre - Mount Lewis	85+	562
Padstow	0-4	962
Padstow	5-14	1832
Padstow	15-19	1048
Padstow	20-24	1044
Padstow	25-34	2227
Padstow	35-44	2057
Padstow	45-54	2277
Padstow	55-64	2088
Padstow	65-74	1372
Padstow	75-84	957
Padstow	85+	610
Panania - Milperra - Picnic Point	0-4	1694
Panania - Milperra - Picnic Point	5-14	3533
Panania - Milperra - Picnic Point	15-19	1642
Panania - Milperra - Picnic Point	20-24	1638
Panania - Milperra - Picnic Point	25-34	3003
Panania - Milperra - Picnic Point	35-44	3673
Panania - Milperra - Picnic Point	45-54	3527
Panania - Milperra - Picnic Point	55-64	3133
Panania - Milperra - Picnic Point	65-74	2187
Panania - Milperra - Picnic Point	75-84	1243
Panania - Milperra - Picnic Point	85+	518
Revesby	0-4	1043
Revesby	5-14	2031
Revesby	15-19	939
Revesby	20-24	1100
Revesby	25-34	2237
Revesby	35-44	2244
Revesby	45-54	2101
Revesby	55-64	1976
Revesby	65-74	1243
Revesby	75-84	816
Revesby	85+	497
Yagoona - Birrong	0-4	1515
Yagoona - Birrong	5-14	2978
Yagoona - Birrong	15-19	1461
Yagoona - Birrong	20-24	1452
Yagoona - Birrong	25-34	2957
Yagoona - Birrong	35-44	2604
Yagoona - Birrong	45-54	2484
Yagoona - Birrong	55-64	2393
Yagoona - Birrong	65-74	1462
Yagoona - Birrong	75-84	867
Yagoona - Birrong	85+	535
Bankstown - North	0-4	1554
Bankstown - North	5-14	2102
Bankstown - North	15-19	877
Bankstown - North	20-24	1256
Bankstown - North	25-34	3177
Bankstown - North	35-44	2224
Bankstown - North	45-54	1803
Bankstown - North	55-64	1516
Bankstown - North	65-74	913
Bankstown - North	75-84	558
Bankstown - North	85+	256
Bankstown - South	0-4	1308
Bankstown - South	5-14	2082
Bankstown - South	15-19	1014
Bankstown - South	20-24	1281
Bankstown - South	25-34	2688
Bankstown - South	35-44	2126
Bankstown - South	45-54	1925
Bankstown - South	55-64	1708
Bankstown - South	65-74	1002
Bankstown - South	75-84	601
Bankstown - South	85+	271
Belmore - Belfield	0-4	1213
Belmore - Belfield	5-14	2316
Belmore - Belfield	15-19	1163
Belmore - Belfield	20-24	1240
Belmore - Belfield	25-34	2838
Belmore - Belfield	35-44	2571
Belmore - Belfield	45-54	2647
Belmore - Belfield	55-64	2012
Belmore - Belfield	65-74	1571
Belmore - Belfield	75-84	1071
Belmore - Belfield	85+	388
Canterbury (South) - Campsie	0-4	1838
Canterbury (South) - Campsie	5-14	2950
Canterbury (South) - Campsie	15-19	1687
Canterbury (South) - Campsie	20-24	2485
Canterbury (South) - Campsie	25-34	6439
Canterbury (South) - Campsie	35-44	4278
Canterbury (South) - Campsie	45-54	3960
Canterbury (South) - Campsie	55-64	3231
Canterbury (South) - Campsie	65-74	1882
Canterbury (South) - Campsie	75-84	1303
Canterbury (South) - Campsie	85+	569
Kingsgrove (North) - Earlwood	0-4	1379
Kingsgrove (North) - Earlwood	5-14	2988
Kingsgrove (North) - Earlwood	15-19	1445
Kingsgrove (North) - Earlwood	20-24	1226
Kingsgrove (North) - Earlwood	25-34	2618
Kingsgrove (North) - Earlwood	35-44	3492
Kingsgrove (North) - Earlwood	45-54	3451
Kingsgrove (North) - Earlwood	55-64	2592
Kingsgrove (North) - Earlwood	65-74	2182
Kingsgrove (North) - Earlwood	75-84	1633
Kingsgrove (North) - Earlwood	85+	687
Punchbowl	0-4	1617
Punchbowl	5-14	3053
Punchbowl	15-19	1527
Punchbowl	20-24	1700
Punchbowl	25-34	3366
Punchbowl	35-44	2658
Punchbowl	45-54	2435
Punchbowl	55-64	2098
Punchbowl	65-74	1247
Punchbowl	75-84	765
Punchbowl	85+	297
Roselands	0-4	955
Roselands	5-14	1973
Roselands	15-19	874
Roselands	20-24	867
Roselands	25-34	1847
Roselands	35-44	1888
Roselands	45-54	1881
Roselands	55-64	1415
Roselands	65-74	1058
Roselands	75-84	692
Roselands	85+	299
Lakemba	0-4	1847
Lakemba	5-14	2442
Lakemba	15-19	838
Lakemba	20-24	1239
Lakemba	25-34	3538
Lakemba	35-44	2633
Lakemba	45-54	1666
Lakemba	55-64	1275
Lakemba	65-74	760
Lakemba	75-84	497
Lakemba	85+	287
Wiley Park	0-4	1068
Wiley Park	5-14	1415
Wiley Park	15-19	510
Wiley Park	20-24	832
Wiley Park	25-34	2212
Wiley Park	35-44	1578
Wiley Park	45-54	993
Wiley Park	55-64	802
Wiley Park	65-74	503
Wiley Park	75-84	236
Wiley Park	85+	70
Hurstville	0-4	1299
Hurstville	5-14	2177
Hurstville	15-19	1417
Hurstville	20-24	2409
Hurstville	25-34	5448
Hurstville	35-44	2848
Hurstville	45-54	2716
Hurstville	55-64	2427
Hurstville	65-74	1450
Hurstville	75-84	968
Hurstville	85+	463
Mortdale - Penshurst	0-4	1533
Mortdale - Penshurst	5-14	2601
Mortdale - Penshurst	15-19	1311
Mortdale - Penshurst	20-24	1616
Mortdale - Penshurst	25-34	4056
Mortdale - Penshurst	35-44	3477
Mortdale - Penshurst	45-54	3205
Mortdale - Penshurst	55-64	2774
Mortdale - Penshurst	65-74	1735
Mortdale - Penshurst	75-84	999
Mortdale - Penshurst	85+	608
Narwee - Beverly Hills	0-4	832
Narwee - Beverly Hills	5-14	1518
Narwee - Beverly Hills	15-19	806
Narwee - Beverly Hills	20-24	956
Narwee - Beverly Hills	25-34	2023
Narwee - Beverly Hills	35-44	1814
Narwee - Beverly Hills	45-54	1810
Narwee - Beverly Hills	55-64	1657
Narwee - Beverly Hills	65-74	1121
Narwee - Beverly Hills	75-84	816
Narwee - Beverly Hills	85+	424
Oatley - Hurstville Grove	0-4	687
Oatley - Hurstville Grove	5-14	1533
Oatley - Hurstville Grove	15-19	863
Oatley - Hurstville Grove	20-24	846
Oatley - Hurstville Grove	25-34	1450
Oatley - Hurstville Grove	35-44	1662
Oatley - Hurstville Grove	45-54	1786
Oatley - Hurstville Grove	55-64	1692
Oatley - Hurstville Grove	65-74	1164
Oatley - Hurstville Grove	75-84	613
Oatley - Hurstville Grove	85+	318
Peakhurst - Lugarno	0-4	970
Peakhurst - Lugarno	5-14	2283
Peakhurst - Lugarno	15-19	1165
Peakhurst - Lugarno	20-24	1053
Peakhurst - Lugarno	25-34	1788
Peakhurst - Lugarno	35-44	2203
Peakhurst - Lugarno	45-54	2427
Peakhurst - Lugarno	55-64	2132
Peakhurst - Lugarno	65-74	1875
Peakhurst - Lugarno	75-84	1295
Peakhurst - Lugarno	85+	737
Riverwood	0-4	659
Riverwood	5-14	1117
Riverwood	15-19	652
Riverwood	20-24	776
Riverwood	25-34	1846
Riverwood	35-44	1342
Riverwood	45-54	1475
Riverwood	55-64	1478
Riverwood	65-74	992
Riverwood	75-84	703
Riverwood	85+	246
South Hurstville - Blakehurst	0-4	1304
South Hurstville - Blakehurst	5-14	2660
South Hurstville - Blakehurst	15-19	1583
South Hurstville - Blakehurst	20-24	2045
South Hurstville - Blakehurst	25-34	3906
South Hurstville - Blakehurst	35-44	2934
South Hurstville - Blakehurst	45-54	3276
South Hurstville - Blakehurst	55-64	2654
South Hurstville - Blakehurst	65-74	1952
South Hurstville - Blakehurst	75-84	1137
South Hurstville - Blakehurst	85+	624
Arncliffe - Bardwell Valley	0-4	1277
Arncliffe - Bardwell Valley	5-14	1700
Arncliffe - Bardwell Valley	15-19	991
