SA2_NAME16	PrivateDwelling	persons
Bundaberg Region - North	0	1052
Bundaberg Region - North	1	7823
Bundaberg Region - South	0	1341
Bundaberg Region - South	1	8714
Millbank - Avoca	0	842
Millbank - Avoca	1	6632
Svensson Heights - Norville	0	358
Svensson Heights - Norville	1	5214
Walkervale - Avenell Heights	0	785
Walkervale - Avenell Heights	1	9930
Gayndah - Mundubbera	0	978
Gayndah - Mundubbera	1	5861
Gin Gin	0	572
Gin Gin	1	4593
Kingaroy	0	876
Kingaroy	1	9447
Kingaroy Region - North	0	895
Kingaroy Region - North	1	8610
Kingaroy Region - South	0	258
Kingaroy Region - South	1	3646
Monto - Eidsvold	0	836
Monto - Eidsvold	1	3205
Nanango	0	907
Nanango	1	8637
North Burnett	1	10
Cooloola	0	1398
Cooloola	1	5503
Gympie - North	0	1314
Gympie - North	1	12870
Gympie - South	0	355
Gympie - South	1	6210
Gympie Region	0	1478
Gympie Region	1	16978
Kilkivan	0	334
Kilkivan	1	3308
Booral - River Heads	0	228
Booral - River Heads	1	4220
Craignish - Dundowran Beach	0	183
Craignish - Dundowran Beach	1	4495
Pialba - Eli Waters	0	1414
Pialba - Eli Waters	1	12858
Point Vernon	0	503
Point Vernon	1	5191
Torquay - Scarness - Kawungan	0	3040
Torquay - Scarness - Kawungan	1	13335
Urangan - Wondunna	0	1939
Urangan - Wondunna	1	11597
Burrum - Fraser	0	2033
Burrum - Fraser	1	8496
Granville	0	253
Granville	1	2896
Maryborough (Qld)	0	2195
Maryborough (Qld)	1	16107
Maryborough Region - South	0	922
Maryborough Region - South	1	7395
Tinana	0	335
Tinana	1	5075
Migratory - Offshore - Shipping (Qld)	0	1974
Adelaide	0	8607
Adelaide	1	11212
North Adelaide	0	2623
North Adelaide	1	5176
Adelaide Hills	0	322
Adelaide Hills	1	6345
Aldgate - Stirling	0	669
Aldgate - Stirling	1	16366
Hahndorf - Echunga	0	536
Hahndorf - Echunga	1	3922
Lobethal - Woodside	0	560
Lobethal - Woodside	1	8177
Mount Barker	0	845
Mount Barker	1	16187
Mount Barker Region	0	340
Mount Barker Region	1	5821
Nairne	0	167
Nairne	1	4757
Uraidla - Summertown	0	285
Uraidla - Summertown	1	4970
Burnside - Wattle Park	0	749
Burnside - Wattle Park	1	17400
Glenside - Beaumont	0	619
Glenside - Beaumont	1	8893
Toorak Gardens	0	1108
Toorak Gardens	1	14592
Athelstone	0	102
Athelstone	1	8887
Paradise - Newton	0	1118
Paradise - Newton	1	18437
Rostrevor - Magill	0	720
Rostrevor - Magill	1	20586
Norwood (SA)	0	1084
Norwood (SA)	1	8872
Payneham - Felixstow	0	686
Payneham - Felixstow	1	11431
St Peters - Marden	0	633
St Peters - Marden	1	12112
Nailsworth - Broadview	0	180
Nailsworth - Broadview	1	5720
Prospect	0	754
Prospect	1	13358
Walkerville	0	825
Walkerville	1	6828
Goodwood - Millswood	0	1141
Goodwood - Millswood	1	16062
Unley - Parkside	0	1788
Unley - Parkside	1	18041
Gawler - North	0	302
Gawler - North	1	8666
Gawler - South	0	1291
Gawler - South	1	18242
Lewiston - Two Wells	0	288
Lewiston - Two Wells	1	5232
Craigmore - Blakeview	0	711
Craigmore - Blakeview	1	17068
Davoren Park	0	1249
Davoren Park	1	16263
Elizabeth	0	1297
Elizabeth	1	9403
Elizabeth East	0	908
Elizabeth East	1	11895
Munno Para West - Angle Vale	0	526
Munno Para West - Angle Vale	1	11401
One Tree Hill	0	116
One Tree Hill	1	2328
Smithfield - Elizabeth North	0	864
Smithfield - Elizabeth North	1	11323
Virginia - Waterloo Corner	0	283
Virginia - Waterloo Corner	1	3895
Enfield - Blair Athol	0	1350
Enfield - Blair Athol	1	21620
Northgate - Oakden - Gilles Plains	0	2268
Northgate - Oakden - Gilles Plains	1	22186
Windsor Gardens	0	907
Windsor Gardens	1	19150
Ingle Farm	0	721
Ingle Farm	1	13911
Para Hills	0	526
Para Hills	1	13836
Parafield	0	131
Parafield Gardens	0	608
Parafield Gardens	1	16265
Paralowie	0	618
Paralowie	1	16023
Salisbury	0	1041
Salisbury	1	16423
Salisbury East	0	720
Salisbury East	1	16509
Salisbury North	0	1164
Salisbury North	1	15809
Mawson Lakes - Globe Derby Park	0	732
Mawson Lakes - Globe Derby Park	1	12521
Pooraka - Cavan	0	359
Pooraka - Cavan	1	7329
Golden Grove	0	323
Golden Grove	1	9790
Greenwith	0	175
Greenwith	1	8590
Highbury - Dernancourt	0	259
Highbury - Dernancourt	1	9999
Hope Valley - Modbury	0	1340
Hope Valley - Modbury	1	14849
Modbury Heights	0	387
Modbury Heights	1	18115
Redwood Park	0	436
Redwood Park	1	15146
St Agnes - Ridgehaven	0	562
St Agnes - Ridgehaven	1	11586
Brighton (SA)	0	1099
Brighton (SA)	1	12419
Glenelg (SA)	0	2153
Glenelg (SA)	1	17688
Edwardstown	0	585
Edwardstown	1	12726
Hallett Cove	0	199
Hallett Cove	1	11863
Marino - Seaview Downs	0	265
Marino - Seaview Downs	1	8801
Mitchell Park	0	878
Mitchell Park	1	14061
Morphettville	0	928
Morphettville	1	13488
Sheidow Park - Trott Park	0	281
Sheidow Park - Trott Park	1	9580
Warradale	0	905
Warradale	1	13760
Belair	0	240
Belair	1	4242
Bellevue Heights	0	1376
Bellevue Heights	1	6670
Blackwood	0	254
Blackwood	1	11337
Colonel Light Gardens	0	934
Colonel Light Gardens	1	14520
Mitcham (SA)	0	802
Mitcham (SA)	1	14631
Panorama	0	370
Panorama	1	7574
Aberfoyle Park	0	334
Aberfoyle Park	1	11055
Aldinga	0	1079
Aldinga	1	13963
Christie Downs	0	787
Christie Downs	1	8464
Christies Beach	0	913
Christies Beach	1	9156
Clarendon	0	85
Clarendon	1	2491
Coromandel Valley	0	102
Coromandel Valley	1	4089
Flagstaff Hill	0	353
Flagstaff Hill	1	9833
Hackham - Onkaparinga Hills	0	345
Hackham - Onkaparinga Hills	1	5792
Hackham West - Huntfield Heights	0	425
Hackham West - Huntfield Heights	1	7037
Happy Valley	0	420
Happy Valley	1	12800
Lonsdale	0	6
Lonsdale	1	14
McLaren Vale	0	362
McLaren Vale	1	5466
Morphett Vale - East	0	690
Morphett Vale - East	1	12686
Morphett Vale - West	0	443
Morphett Vale - West	1	8962
Reynella	0	263
Reynella	1	9697
Seaford (SA)	0	1021
Seaford (SA)	1	20808
Willunga	0	123
Willunga	1	3216
Woodcroft	0	315
Woodcroft	1	10844
Beverley	0	663
Beverley	1	7208
Flinders Park	0	465
Flinders Park	1	13793
Henley Beach	0	507
Henley Beach	1	13981
Hindmarsh - Brompton	0	1153
Hindmarsh - Brompton	1	16186
Royal Park - Hendon - Albert Park	0	337
Royal Park - Hendon - Albert Park	1	5511
Seaton - Grange	0	954
Seaton - Grange	1	15017
West Lakes	0	736
West Lakes	1	13365
Woodville - Cheltenham	0	877
Woodville - Cheltenham	1	16416
Largs Bay - Semaphore	0	988
Largs Bay - Semaphore	1	13274
North Haven	0	588
North Haven	1	13364
Port Adelaide	0	572
Port Adelaide	1	10086
The Parks	0	1211
The Parks	1	17083
Torrens Island	1	5
Fulham	0	138
Fulham	1	2499
Lockleys	0	589
Lockleys	1	12006
Plympton	0	1730
Plympton	1	22262
Richmond (SA)	0	878
Richmond (SA)	1	15288
West Beach	0	396
West Beach	1	4590
Barossa - Angaston	0	334
Barossa - Angaston	1	5651
Light	0	675
Light	1	8330
Lyndoch	0	365
Lyndoch	1	5653
Mallala	0	213
Mallala	1	2921
Nuriootpa	0	358
Nuriootpa	1	6087
Tanunda	0	373
Tanunda	1	4114
Clare	0	459
Clare	1	3617
Gilbert Valley	0	376
Gilbert Valley	1	4396
Goyder	0	423
Goyder	1	3714
Wakefield - Barunga West	0	698
Wakefield - Barunga West	1	8519
Jamestown	0	410
Jamestown	1	4147
Peterborough - Mount Remarkable	0	675
Peterborough - Mount Remarkable	1	4758
Port Pirie	0	1450
Port Pirie	1	12616
Port Pirie Region	0	200
Port Pirie Region	1	3073
Kadina	0	425
Kadina	1	4685
Moonta	0	436
Moonta	1	4259
Wallaroo	0	400
Wallaroo	1	3664
Yorke Peninsula - North	0	588
Yorke Peninsula - North	1	6297
Yorke Peninsula - South	0	383
Yorke Peninsula - South	1	3449
Ceduna	0	505
Ceduna	1	2255
Eyre Peninsula	0	759
Eyre Peninsula	1	5829
Kimba - Cleve - Franklin Harbour	0	1000
Kimba - Cleve - Franklin Harbour	1	3889
Le Hunte - Elliston	0	376
Le Hunte - Elliston	1	2053
Port Lincoln	0	1710
Port Lincoln	1	13628
West Coast (SA)	0	1101
West Coast (SA)	1	3087
Western	0	59
Western	1	51
Whyalla	0	1815
Whyalla	1	19791
APY Lands	0	259
APY Lands	1	2064
Coober Pedy	0	716
Coober Pedy	1	1391
Quorn - Lake Gilles	0	356
Quorn - Lake Gilles	1	1817
Outback	0	3172
Outback	1	1661
Port Augusta	0	2191
Port Augusta	1	11546
Roxby Downs	0	1395
Roxby Downs	1	3227
Goolwa - Port Elliot	0	842
Goolwa - Port Elliot	1	9796
Kangaroo Island	0	748
Kangaroo Island	1	3917
Strathalbyn	0	471
Strathalbyn	1	6459
Strathalbyn Region	0	523
Strathalbyn Region	1	6682
Victor Harbor	0	1046
Victor Harbor	1	12792
Yankalilla	0	515
Yankalilla	1	5093
Grant	0	879
Grant	1	4822
Kingston - Robe	0	396
Kingston - Robe	1	3229
Millicent	0	408
Millicent	1	4665
Naracoorte	0	436
Naracoorte	1	5510
Naracoorte Region	0	84
Naracoorte Region	1	2058
Penola	0	202
Penola	1	2807
Tatiara	0	584
Tatiara	1	5876
Wattle Range	0	193
Wattle Range	1	2926
Mount Gambier - East	0	1043
Mount Gambier - East	1	13326
Mount Gambier - West	0	945
Mount Gambier - West	1	12852
Barmera	0	508
Barmera	1	5940
Berri	0	449
Berri	1	3725
Karoonda - Lameroo	0	306
Karoonda - Lameroo	1	2655
Loxton	0	378
Loxton	1	4908
Loxton Region	0	106
Loxton Region	1	1554
Mannum	0	653
Mannum	1	5487
Murray Bridge	0	1433
Murray Bridge	1	15983
Murray Bridge Region	0	224
Murray Bridge Region	1	3304
Renmark	0	534
Renmark	1	4124
Renmark Region	0	502
Renmark Region	1	4309
The Coorong	0	422
The Coorong	1	4861
Waikerie	0	784
Waikerie	1	5803
Migratory - Offshore - Shipping (SA)	0	219
Augusta	0	634
Augusta	1	4649
Busselton	0	2614
Busselton	1	23148
Busselton Region	0	1059
Busselton Region	1	8834
Margaret River	0	1165
Margaret River	1	7676
Australind - Leschenault	0	905
Australind - Leschenault	1	15928
Capel	0	325
Capel	1	4666
College Grove - Carey Park	0	1086
College Grove - Carey Park	1	5661
Collie	0	717
Collie	1	7840
Dardanup	0	207
Dardanup	1	2867
Davenport	1	13
Eaton - Pelican Point	0	763
Eaton - Pelican Point	1	10560
Harvey	0	932
Harvey	1	7867
East Bunbury - Glen Iris	0	370
East Bunbury - Glen Iris	1	6351
Waroona	0	454
Waroona	1	3544
Dalyellup	0	437
Dalyellup	1	8271
Gelorup - Stratham	0	183
Gelorup - Stratham	1	2701
South Bunbury - Bunbury	0	1349
South Bunbury - Bunbury	1	10565
Withers - Usher	0	383
Withers - Usher	1	4657
Bridgetown - Boyup Brook	0	534
Bridgetown - Boyup Brook	1	5674
Donnybrook - Balingup	0	555
Donnybrook - Balingup	1	5075
Manjimup	0	452
Manjimup	1	4982
Pemberton	0	819
Pemberton	1	4289
Dawesville - Bouvard	0	300
Dawesville - Bouvard	1	6377
Falcon - Wannanup	0	439
Falcon - Wannanup	1	7839
Greenfields	0	584
Greenfields	1	9031
Halls Head - Erskine	0	889
Halls Head - Erskine	1	16585
Mandurah	0	1146
Mandurah	1	7999
Mandurah - East	0	356
Mandurah - East	1	5171
Mandurah - North	0	819
Mandurah - North	1	16258
Mandurah - South	0	829
Mandurah - South	1	8969
Pinjarra	0	791
Pinjarra	1	8540
City Beach	0	288
City Beach	1	6153
Claremont (WA)	0	988
Claremont (WA)	1	7044
Cottesloe	0	532
Cottesloe	1	6608
Floreat	0	214
Floreat	1	7479
Mosman Park - Peppermint Grove	0	1117
Mosman Park - Peppermint Grove	1	9056
Nedlands - Dalkeith - Crawley	0	3420
Nedlands - Dalkeith - Crawley	1	15876
Swanbourne - Mount Claremont	0	689
Swanbourne - Mount Claremont	1	7844
Kings Park (WA)	0	3
Kings Park (WA)	1	18
Mount Hawthorn - Leederville	0	545
Mount Hawthorn - Leederville	1	9865
Mount Lawley - Inglewood	0	1804
Mount Lawley - Inglewood	1	14472
North Perth	0	667
North Perth	1	7914
Perth City	0	11046
Perth City	1	24549
Subiaco - Shenton Park	0	1959
Subiaco - Shenton Park	1	14505
Wembley - West Leederville - Glendalough	0	1999
Wembley - West Leederville - Glendalough	1	15887
Bassendean - Eden Hill - Ashfield	0	740
Bassendean - Eden Hill - Ashfield	1	14071
Bayswater - Embleton - Bedford	0	1545
Bayswater - Embleton - Bedford	1	21070
Maylands	0	979
Maylands	1	11260
Morley	0	953
Morley	1	20370
Noranda	0	324
Noranda	1	7527
Chidlow	0	2040
Chidlow	1	2604
Glen Forrest - Darlington	0	239
Glen Forrest - Darlington	1	6622
Helena Valley - Koongamia	0	174
Helena Valley - Koongamia	1	4990
Malmalling - Reservoir	0	3
Malmalling - Reservoir	1	11
Mundaring	0	635
Mundaring	1	11782
Swan View - Greenmount - Midvale	0	670
Swan View - Greenmount - Midvale	1	11191
Avon Valley National Park	0	3
Avon Valley National Park	1	8
Ballajura	0	583
Ballajura	1	17896
Beechboro	0	1192
Beechboro	1	16613
Bullsbrook	0	572
Bullsbrook	1	4528
Ellenbrook	0	1849
Ellenbrook	1	33491
Gidgegannup	0	185
Gidgegannup	1	2458
Hazelmere - Guildford	0	238
Hazelmere - Guildford	1	3877
Lockridge - Kiara	0	562
Lockridge - Kiara	1	9810
Malaga	1	7
Middle Swan - Herne Hill	0	452
Middle Swan - Herne Hill	1	4900
Midland - Guildford	0	1799
Midland - Guildford	1	8925
Stratton - Jane Brook	0	251
Stratton - Jane Brook	1	6487
The Vines	0	459
The Vines	1	9234
Craigie - Beldon	0	427
Craigie - Beldon	1	9145
Currambine - Kinross	0	346
Currambine - Kinross	1	13159
Duncraig	0	540
Duncraig	1	14440
Greenwood - Warwick	0	459
Greenwood - Warwick	1	12562
Heathridge - Connolly	0	380
Heathridge - Connolly	1	9734
Hillarys	0	272
Hillarys	1	10331
Iluka - Burns Beach	0	103
Iluka - Burns Beach	1	8347
Joondalup - Edgewater	0	1481
Joondalup - Edgewater	1	12188
Kingsley	0	692
Kingsley	1	12116
Mullaloo - Kallaroo	0	470
Mullaloo - Kallaroo	1	10370
Ocean Reef	0	208
Ocean Reef	1	7484
Padbury	0	225
Padbury	1	7718
Sorrento - Marmion	0	294
Sorrento - Marmion	1	9083
Woodvale	0	147
Woodvale	1	8962
Balcatta - Hamersley	0	867
Balcatta - Hamersley	1	14190
Balga - Mirrabooka	0	1317
Balga - Mirrabooka	1	18473
Dianella	0	930
Dianella	1	22741
Innaloo - Doubleview	0	1126
Innaloo - Doubleview	1	14934
Karrinyup - Gwelup - Carine	0	1184
Karrinyup - Gwelup - Carine	1	18745
Nollamara - Westminster	0	1210
Nollamara - Westminster	1	16215
Osborne Park Industrial	1	3
Scarborough	0	1505
Scarborough	1	13705
Stirling - Osborne Park	0	792
Stirling - Osborne Park	1	12781
Trigg - North Beach - Watermans Bay	0	251
Trigg - North Beach - Watermans Bay	1	6972
Tuart Hill - Joondanna	0	773
Tuart Hill - Joondanna	1	10838
Wembley Downs - Churchlands - Woodlands	0	570
Wembley Downs - Churchlands - Woodlands	1	13075
Yokine - Coolbinia - Menora	0	1233
Yokine - Coolbinia - Menora	1	14249
Alexander Heights - Koondoola	0	487
Alexander Heights - Koondoola	1	11328
Butler - Merriwa - Ridgewood	0	1781
Butler - Merriwa - Ridgewood	1	21075
Carramar	0	613
Carramar	1	15666
Clarkson	0	621
Clarkson	1	11975
Girrawheen	0	358
Girrawheen	1	8316
Madeley - Darch - Landsdale	0	856
Madeley - Darch - Landsdale	1	24137
Marangaroo	0	573
Marangaroo	1	9907
Mindarie - Quinns Rocks - Jindalee	0	790
Mindarie - Quinns Rocks - Jindalee	1	17468
Neerabup National Park	1	9
Tapping - Ashby - Sinagra	0	334
Tapping - Ashby - Sinagra	1	12562
Wanneroo	0	1058
Wanneroo	1	23882
Alkimos - Eglinton	0	569
Alkimos - Eglinton	1	7180
Carabooda - Pinjar	0	79
Carabooda - Pinjar	1	639
Two Rocks	0	255
Two Rocks	1	2646
Yanchep	0	730
Yanchep	1	7837
Armadale - Wungong - Brookdale	0	1493
Armadale - Wungong - Brookdale	1	17278
Ashendon - Lesley	0	11
Ashendon - Lesley	1	9
Camillo - Champion Lakes	0	286
Camillo - Champion Lakes	1	5184
Forrestdale - Harrisdale - Piara Waters	0	438
Forrestdale - Harrisdale - Piara Waters	1	18389
Kelmscott	0	737
Kelmscott	1	9569
Mount Nasura - Mount Richon - Bedfordale	0	567
Mount Nasura - Mount Richon - Bedfordale	1	7343
Roleystone	0	268
Roleystone	1	6548
Seville Grove	0	466
Seville Grove	1	9617
Belmont - Ascot - Redcliffe	0	1934
Belmont - Ascot - Redcliffe	1	12439
East Victoria Park - Carlisle	0	1453
East Victoria Park - Carlisle	1	14699
Perth Airport	0	30
Rivervale - Kewdale - Cloverdale	0	2538
Rivervale - Kewdale - Cloverdale	1	22367
Victoria Park - Lathlain - Burswood	0	1629
Victoria Park - Lathlain - Burswood	1	12925
Bentley - Wilson - St James	0	2687
Bentley - Wilson - St James	1	17211
Canning Vale - West	0	196
Canning Vale - West	1	9587
Cannington - Queens Park	0	1144
Cannington - Queens Park	1	16611
Parkwood - Ferndale - Lynwood	0	546
Parkwood - Ferndale - Lynwood	1	12924
Riverton - Shelley - Rossmoyne	0	455
Riverton - Shelley - Rossmoyne	1	12764
Welshpool	0	10
Willetton	0	333
Willetton	1	17553
Beckenham - Kenwick - Langford	0	737
Beckenham - Kenwick - Langford	1	17877
Canning Vale - East	0	1725
Canning Vale - East	1	21078
Gosnells	0	1494
Gosnells	1	18404
Huntingdale - Southern River	0	489
Huntingdale - Southern River	1	18177
Maddington - Orange Grove - Martin	0	839
Maddington - Orange Grove - Martin	1	12630
Thornlie	0	689
Thornlie	1	22087
Forrestfield - Wattle Grove	0	923
Forrestfield - Wattle Grove	1	17461
High Wycombe	0	769
High Wycombe	1	11224
Kalamunda - Maida Vale - Gooseberry Hill	0	554
Kalamunda - Maida Vale - Gooseberry Hill	1	13891
Lesmurdie - Bickley - Carmel	0	846
Lesmurdie - Bickley - Carmel	1	10345
Byford	0	736
Byford	1	14997
Mundijong	0	302
Mundijong	1	5932
Serpentine - Jarrahdale	0	668
Serpentine - Jarrahdale	1	3659
Como	0	1202
Como	1	12646
Manning - Waterford	0	1425
Manning - Waterford	1	9839
South Perth - Kensington	0	1695
South Perth - Kensington	1	14731
Banjup	0	603
Banjup	1	16575
Coogee	0	369
Coogee	1	8230
Coolbellup	0	459
Coolbellup	1	7521
Hamilton Hill	0	908
Hamilton Hill	1	9287
Henderson	0	12
Henderson	1	6
North Coogee	0	229
North Coogee	1	2093
South Lake - Cockburn Central	0	528
South Lake - Cockburn Central	1	10703
Spearwood	0	694
Spearwood	1	9234
Success - Hammond Park	0	708
Success - Hammond Park	1	13842
Yangebup	0	410
Yangebup	1	6901
Beeliar - Wattleup	0	377
Beeliar - Wattleup	1	7696
Jandakot	0	190
Jandakot	1	2322
East Fremantle	0	513
East Fremantle	1	6700
Fremantle	0	2964
Fremantle	1	12319
Fremantle - South	0	1006
Fremantle - South	1	13036
O'Connor (WA)	0	9
O'Connor (WA)	1	3
Bertram - Wellard (West)	0	536
Bertram - Wellard (West)	1	13125
Calista	0	648
Calista	1	6905
Hope Valley - Postans	0	5
Hope Valley - Postans	1	61
Kwinana Industrial	0	11
Kwinana Industrial	1	16
Parmelia - Orelia	0	887
Parmelia - Orelia	1	9800
Casuarina - Wandi	0	1221
Casuarina - Wandi	1	4845
Applecross - Ardross	0	444
Applecross - Ardross	1	10270
Bateman	0	182
Bateman	1	3494
Bicton - Palmyra	0	715
Bicton - Palmyra	1	12590
Booragoon	0	675
Booragoon	1	13516
Bull Creek	0	370
Bull Creek	1	7256
Leeming	0	184
Leeming	1	10293
Melville	0	865
Melville	1	15083
Murdoch - Kardinya	0	2101
Murdoch - Kardinya	1	10849
Willagee	0	338
Willagee	1	4438
Winthrop	0	105
Winthrop	1	5697
Baldivis	0	2090
Baldivis	1	29737
Cooloongup	0	703
Cooloongup	1	7757
Port Kennedy	0	809
Port Kennedy	1	12424
Rockingham	0	2906
Rockingham	1	13025
Rockingham Lakes	0	8
Safety Bay - Shoalwater	0	612
Safety Bay - Shoalwater	1	10438
Singleton - Golden Bay - Secret Harbour	0	734
Singleton - Golden Bay - Secret Harbour	1	18027
Waikiki	0	646
Waikiki	1	11424
Warnbro	0	682
Warnbro	1	9681
Albany	0	1803
Albany	1	12410
Albany Region	0	382
Albany Region	1	2960
Bayonet Head - Lower King	0	184
Bayonet Head - Lower King	1	4387
Denmark	0	794
Denmark	1	4949
Gnowangerup	0	430
Gnowangerup	1	2403
Katanning	0	629
Katanning	1	3864
Kojonup	0	439
Kojonup	1	3619
Little Grove - Elleker	0	565
Little Grove - Elleker	1	2915
McKail - Willyung	0	602
McKail - Willyung	1	9560
Plantagenet	0	575
Plantagenet	1	4407
Chittering	0	470
Chittering	1	4820
Cunderdin	0	619
Cunderdin	1	3446
Dowerin	0	365
Dowerin	1	3560
Gingin - Dandaragan	0	1204
Gingin - Dandaragan	1	7229
Merredin	0	554
Merredin	1	4478
Moora	0	631
Moora	1	4155
Mukinbudin	0	1329
Mukinbudin	1	2531
Northam	0	1690
Northam	1	9383
Toodyay	0	449
Toodyay	1	3905
York - Beverley	0	624
York - Beverley	1	4576
Brookton	0	432
Brookton	1	3175
Kulin	0	701
Kulin	1	3667
Murray	0	869
Murray	1	2176
Narrogin	0	740
Narrogin	1	3984
Wagin	0	520
Wagin	1	4223
Broome	0	6995
Broome	1	12031
Derby - West Kimberley	0	2943
Derby - West Kimberley	1	6591
Halls Creek	0	1398
Halls Creek	1	2422
Kununurra	0	4256
Kununurra	1	6038
Roebuck	0	1788
Roebuck	1	1998
East Pilbara	0	11281
East Pilbara	1	1791
Newman	0	2243
Newman	1	3514
Port Hedland	0	2353
Port Hedland	1	3405
South Hedland	0	2707
South Hedland	1	7675
Ashburton (WA)	0	19641
Ashburton (WA)	1	5226
Karratha	0	3853
Karratha	1	13738
Roebourne	0	3399
Roebourne	1	3996
Esperance	0	1730
Esperance	1	10245
Esperance Region	0	1064
Esperance Region	1	2928
Carnarvon	0	2054
Carnarvon	1	4349
Exmouth	0	5606
Exmouth	1	3639
Boulder	0	1097
Boulder	1	6024
Kalgoorlie	0	2368
Kalgoorlie	1	12004
Kalgoorlie - North	0	707
Kalgoorlie - North	1	8012
Kalgoorlie Airport	0	7
Kambalda - Coolgardie - Norseman	0	2362
Kambalda - Coolgardie - Norseman	1	3587
Leinster - Leonora	0	5014
Leinster - Leonora	1	2987
Geraldton	0	2012
Geraldton	1	9981
Geraldton - East	0	835
Geraldton - East	1	6832
Geraldton - North	0	527
Geraldton - North	1	6999
Geraldton - South	0	637
Geraldton - South	1	9170
Irwin	0	482
Irwin	1	3193
Meekatharra	0	3877
Meekatharra	1	1710
Morawa	0	1230
Morawa	1	3327
Northampton - Mullewa - Greenough	0	2072
Northampton - Mullewa - Greenough	1	5148
Migratory - Offshore - Shipping (WA)	0	3668
Bridgewater - Gagebrook	0	537
Bridgewater - Gagebrook	1	6765
Brighton - Pontville	0	223
Brighton - Pontville	1	5133
Old Beach - Otago	0	202
Old Beach - Otago	1	3991
Bellerive - Rosny	0	226
Bellerive - Rosny	1	5447
Cambridge	0	361
Cambridge	1	7257
Geilston Bay - Risdon	0	53
Geilston Bay - Risdon	1	3047
Howrah - Tranmere	0	243
Howrah - Tranmere	1	9713
Lindisfarne - Rose Bay	0	648
Lindisfarne - Rose Bay	1	6426
Mornington - Warrane	0	422
Mornington - Warrane	1	4280
Risdon Vale	0	724
Risdon Vale	1	2387
Rokeby	0	380
Rokeby	1	5695
South Arm	0	198
South Arm	1	3844
Austins Ferry - Granton	0	114
Austins Ferry - Granton	1	3739
Berriedale - Chigwell	0	321
Berriedale - Chigwell	1	5114
Claremont (Tas.)	0	398
Claremont (Tas.)	1	7232
Derwent Park - Lutana	0	281
Derwent Park - Lutana	1	3884
Glenorchy	0	795
Glenorchy	1	10086
Montrose - Rosetta	0	363
Montrose - Rosetta	1	4418
Moonah	0	327
Moonah	1	4846
New Norfolk	0	413
New Norfolk	1	6101
West Moonah	0	201
West Moonah	1	3602
Kingston - Huntingfield	0	485
Kingston - Huntingfield	1	10527
Kingston Beach - Blackmans Bay	0	389
Kingston Beach - Blackmans Bay	1	9569
Margate - Snug	0	295
Margate - Snug	1	7251
Taroona - Bonnet Hill	0	198
Taroona - Bonnet Hill	1	3245
Hobart	0	3282
Hobart	1	6373
Lenah Valley - Mount Stuart	0	483
Lenah Valley - Mount Stuart	1	7721
Mount Nelson - Dynnyrne	0	542
Mount Nelson - Dynnyrne	1	4025
New Town	0	798
New Town	1	5119
Sandy Bay	0	1017
Sandy Bay	1	10555
South Hobart - Fern Tree	0	640
South Hobart - Fern Tree	1	5355
West Hobart	0	287
West Hobart	1	5440
Dodges Ferry - Lewisham	0	402
Dodges Ferry - Lewisham	1	6795
Sorell - Richmond	0	471
Sorell - Richmond	1	7933
Invermay	0	274
Invermay	1	2769
Kings Meadows - Punchbowl	0	310
Kings Meadows - Punchbowl	1	3816
Launceston	0	1634
Launceston	1	4297
Legana	0	232
Legana	1	3742
Mowbray	0	321
Mowbray	1	3397
Newnham - Mayfield	0	1155
Newnham - Mayfield	1	7862
Newstead	0	481
Newstead	1	4586
Norwood (Tas.)	0	279
Norwood (Tas.)	1	3448
Prospect Vale - Blackstone	0	423
Prospect Vale - Blackstone	1	5833
Ravenswood	0	244
Ravenswood	1	3361
Riverside	0	286
Riverside	1	5969
South Launceston	0	546
South Launceston	1	4012
Summerhill - Prospect	0	228
Summerhill - Prospect	1	4315
Trevallyn	0	158
Trevallyn	1	4187
Waverley - St Leonards	0	328
Waverley - St Leonards	1	3119
West Launceston	0	201
West Launceston	1	3774
Youngtown - Relbia	0	286
Youngtown - Relbia	1	4201
Beauty Point - Beaconsfield	0	281
Beauty Point - Beaconsfield	1	3331
Deloraine	0	510
Deloraine	1	5068
Grindelwald - Lanena	0	340
Grindelwald - Lanena	1	5181
Hadspen - Carrick	0	135
Hadspen - Carrick	1	3022
Westbury	0	215
Westbury	1	3676
Dilston - Lilydale	0	254
Dilston - Lilydale	1	3553
George Town	0	618
George Town	1	6056
Longford	0	259
Longford	1	3656
Northern Midlands	0	323
Northern Midlands	1	3253
Perth - Evandale	0	351
Perth - Evandale	1	4562
St Helens - Scamander	0	573
St Helens - Scamander	1	5306
Flinders and Cape Barren Islands	0	104
Flinders and Cape Barren Islands	1	793
Scottsdale - Bridport	0	443
Scottsdale - Bridport	1	5899
Central Highlands	0	295
Central Highlands	1	1819
Derwent Valley	0	224
Derwent Valley	1	2782
Southern Midlands	0	355
Southern Midlands	1	5581
Wilderness - East	0	17
Wilderness - East	1	15
Bruny Island - Kettering	0	289
Bruny Island - Kettering	1	2595
Cygnet	0	261
Cygnet	1	3862
Geeveston - Dover	0	333
Geeveston - Dover	1	3275
Huonville - Franklin	0	511
Huonville - Franklin	1	7602
Forestier - Tasman	0	345
Forestier - Tasman	1	1953
Triabunna - Bicheno	0	655
Triabunna - Bicheno	1	3602
Acton - Upper Burnie	0	132
Acton - Upper Burnie	1	2968
