SA2_NAME16	Age	Sex	Volunteer	adults
Queanbeyan West - Jerrabomberra	45-54	M	0	828
Queanbeyan West - Jerrabomberra	45-54	M	1	313
Queanbeyan West - Jerrabomberra	55-64	F		24
Queanbeyan West - Jerrabomberra	55-64	F	0	499
Queanbeyan West - Jerrabomberra	55-64	F	1	125
Queanbeyan West - Jerrabomberra	55-64	M		33
Queanbeyan West - Jerrabomberra	55-64	M	0	498
Queanbeyan West - Jerrabomberra	55-64	M	1	126
Queanbeyan West - Jerrabomberra	65-74	F		18
Queanbeyan West - Jerrabomberra	65-74	F	0	195
Queanbeyan West - Jerrabomberra	65-74	F	1	68
Queanbeyan West - Jerrabomberra	65-74	M		18
Queanbeyan West - Jerrabomberra	65-74	M	0	227
Queanbeyan West - Jerrabomberra	65-74	M	1	60
Queanbeyan West - Jerrabomberra	75-84	F		15
Queanbeyan West - Jerrabomberra	75-84	F	0	101
Queanbeyan West - Jerrabomberra	75-84	F	1	23
Queanbeyan West - Jerrabomberra	75-84	M		13
Queanbeyan West - Jerrabomberra	75-84	M	0	88
Queanbeyan West - Jerrabomberra	75-84	M	1	24
Queanbeyan West - Jerrabomberra	85+	F		5
Queanbeyan West - Jerrabomberra	85+	F	0	35
Queanbeyan West - Jerrabomberra	85+	M	0	23
Queanbeyan West - Jerrabomberra	85+	M	1	3
Bombala	15-19	F		7
Bombala	15-19	F	0	37
Bombala	15-19	F	1	9
Bombala	15-19	M		13
Bombala	15-19	M	0	37
Bombala	15-19	M	1	18
Bombala	20-24	F		7
Bombala	20-24	F	0	33
Bombala	20-24	F	1	5
Bombala	20-24	M	0	43
Bombala	20-24	M	1	14
Bombala	25-34	F		8
Bombala	25-34	F	0	69
Bombala	25-34	F	1	36
Bombala	25-34	M		6
Bombala	25-34	M	0	69
Bombala	25-34	M	1	35
Bombala	35-44	F		8
Bombala	35-44	F	0	68
Bombala	35-44	F	1	43
Bombala	35-44	M		13
Bombala	35-44	M	0	76
Bombala	35-44	M	1	35
Bombala	45-54	F		19
Bombala	45-54	F	0	74
Bombala	45-54	F	1	70
Bombala	45-54	M		16
Bombala	45-54	M	0	100
Bombala	45-54	M	1	57
Bombala	55-64	F		12
Bombala	55-64	F	0	97
Bombala	55-64	F	1	70
Bombala	55-64	M		18
Bombala	55-64	M	0	122
Bombala	55-64	M	1	73
Bombala	65-74	F		21
Bombala	65-74	F	0	86
Bombala	65-74	F	1	58
Bombala	65-74	M		21
Bombala	65-74	M	0	94
Bombala	65-74	M	1	54
Bombala	75-84	F		12
Bombala	75-84	F	0	36
Bombala	75-84	F	1	25
Bombala	75-84	M		13
Bombala	75-84	M	0	39
Bombala	75-84	M	1	22
Bombala	85+	F		9
Bombala	85+	F	0	38
Bombala	85+	F	1	12
Bombala	85+	M		10
Bombala	85+	M	0	19
Cooma	15-19	F		26
Cooma	15-19	F	0	130
Cooma	15-19	F	1	40
Cooma	15-19	M		19
Cooma	15-19	M	0	146
Cooma	15-19	M	1	41
Cooma	20-24	F		9
Cooma	20-24	F	0	132
Cooma	20-24	F	1	21
Cooma	20-24	M		20
Cooma	20-24	M	0	141
Cooma	20-24	M	1	32
Cooma	25-34	F		30
Cooma	25-34	F	0	261
Cooma	25-34	F	1	80
Cooma	25-34	M		91
Cooma	25-34	M	0	262
Cooma	25-34	M	1	44
Cooma	35-44	F		26
Cooma	35-44	F	0	231
Cooma	35-44	F	1	96
Cooma	35-44	M		96
Cooma	35-44	M	0	234
Cooma	35-44	M	1	77
Cooma	45-54	F		35
Cooma	45-54	F	0	311
Cooma	45-54	F	1	135
Cooma	45-54	M		84
Cooma	45-54	M	0	277
Cooma	45-54	M	1	107
Cooma	55-64	F		37
Cooma	55-64	F	0	293
Cooma	55-64	F	1	120
Cooma	55-64	M		53
Cooma	55-64	M	0	300
Cooma	55-64	M	1	96
Cooma	65-74	F		50
Cooma	65-74	F	0	225
Cooma	65-74	F	1	127
Cooma	65-74	M		58
Cooma	65-74	M	0	238
Cooma	65-74	M	1	92
Cooma	75-84	F		65
Cooma	75-84	F	0	155
Cooma	75-84	F	1	68
Cooma	75-84	M		40
Cooma	75-84	M	0	144
Cooma	75-84	M	1	52
Cooma	85+	F		51
Cooma	85+	F	0	97
Cooma	85+	F	1	18
Cooma	85+	M		13
Cooma	85+	M	0	46
Cooma	85+	M	1	13
Cooma Region	15-19	F		13
Cooma Region	15-19	F	0	62
Cooma Region	15-19	F	1	24
Cooma Region	15-19	M		12
Cooma Region	15-19	M	0	69
Cooma Region	15-19	M	1	27
Cooma Region	20-24	F		5
Cooma Region	20-24	F	0	34
Cooma Region	20-24	F	1	17
Cooma Region	20-24	M		9
Cooma Region	20-24	M	0	30
Cooma Region	20-24	M	1	8
Cooma Region	25-34	F		11
Cooma Region	25-34	F	0	56
Cooma Region	25-34	F	1	38
Cooma Region	25-34	M		14
Cooma Region	25-34	M	0	67
Cooma Region	25-34	M	1	27
Cooma Region	35-44	F		18
Cooma Region	35-44	F	0	94
Cooma Region	35-44	F	1	68
Cooma Region	35-44	M		11
Cooma Region	35-44	M	0	104
Cooma Region	35-44	M	1	62
Cooma Region	45-54	F		33
Cooma Region	45-54	F	0	145
Cooma Region	45-54	F	1	95
Cooma Region	45-54	M		30
Cooma Region	45-54	M	0	146
Cooma Region	45-54	M	1	96
Cooma Region	55-64	F		15
Cooma Region	55-64	F	0	156
Cooma Region	55-64	F	1	98
Cooma Region	55-64	M		29
Cooma Region	55-64	M	0	178
Cooma Region	55-64	M	1	87
Cooma Region	65-74	F		19
Cooma Region	65-74	F	0	123
Cooma Region	65-74	F	1	76
Cooma Region	65-74	M		24
Cooma Region	65-74	M	0	154
Cooma Region	65-74	M	1	70
Cooma Region	75-84	F		13
Cooma Region	75-84	F	0	53
Cooma Region	75-84	F	1	21
Cooma Region	75-84	M		18
Cooma Region	75-84	M	0	81
Cooma Region	75-84	M	1	28
Cooma Region	85+	F		3
Cooma Region	85+	F	0	20
Cooma Region	85+	M		3
Cooma Region	85+	M	0	16
Cooma Region	85+	M	1	3
Jindabyne - Berridale	15-19	F		18
Jindabyne - Berridale	15-19	F	0	112
Jindabyne - Berridale	15-19	F	1	40
Jindabyne - Berridale	15-19	M		41
Jindabyne - Berridale	15-19	M	0	133
Jindabyne - Berridale	15-19	M	1	49
Jindabyne - Berridale	20-24	F		27
Jindabyne - Berridale	20-24	F	0	141
Jindabyne - Berridale	20-24	F	1	27
Jindabyne - Berridale	20-24	M		46
Jindabyne - Berridale	20-24	M	0	185
Jindabyne - Berridale	20-24	M	1	46
Jindabyne - Berridale	25-34	F		42
Jindabyne - Berridale	25-34	F	0	302
Jindabyne - Berridale	25-34	F	1	95
Jindabyne - Berridale	25-34	M		77
Jindabyne - Berridale	25-34	M	0	374
Jindabyne - Berridale	25-34	M	1	76
Jindabyne - Berridale	35-44	F		40
Jindabyne - Berridale	35-44	F	0	291
Jindabyne - Berridale	35-44	F	1	157
Jindabyne - Berridale	35-44	M		46
Jindabyne - Berridale	35-44	M	0	343
Jindabyne - Berridale	35-44	M	1	110
Jindabyne - Berridale	45-54	F		56
Jindabyne - Berridale	45-54	F	0	298
Jindabyne - Berridale	45-54	F	1	192
Jindabyne - Berridale	45-54	M		48
Jindabyne - Berridale	45-54	M	0	354
Jindabyne - Berridale	45-54	M	1	143
Jindabyne - Berridale	55-64	F		36
Jindabyne - Berridale	55-64	F	0	264
Jindabyne - Berridale	55-64	F	1	118
Jindabyne - Berridale	55-64	M		42
Jindabyne - Berridale	55-64	M	0	319
Jindabyne - Berridale	55-64	M	1	144
Jindabyne - Berridale	65-74	F		23
Jindabyne - Berridale	65-74	F	0	167
Jindabyne - Berridale	65-74	F	1	81
Jindabyne - Berridale	65-74	M		29
Jindabyne - Berridale	65-74	M	0	209
Jindabyne - Berridale	65-74	M	1	86
Jindabyne - Berridale	75-84	F		18
Jindabyne - Berridale	75-84	F	0	61
Jindabyne - Berridale	75-84	F	1	23
Jindabyne - Berridale	75-84	M		24
Jindabyne - Berridale	75-84	M	0	79
Jindabyne - Berridale	75-84	M	1	26
Jindabyne - Berridale	85+	F		5
Jindabyne - Berridale	85+	F	0	23
Jindabyne - Berridale	85+	F	1	5
Jindabyne - Berridale	85+	M		8
Jindabyne - Berridale	85+	M	0	24
Batemans Bay	15-19	F		19
Batemans Bay	15-19	F	0	129
Batemans Bay	15-19	F	1	19
Batemans Bay	15-19	M		26
Batemans Bay	15-19	M	0	149
Batemans Bay	15-19	M	1	12
Batemans Bay	20-24	F		16
Batemans Bay	20-24	F	0	114
Batemans Bay	20-24	F	1	9
Batemans Bay	20-24	M		9
Batemans Bay	20-24	M	0	119
Batemans Bay	20-24	M	1	17
Batemans Bay	25-34	F		23
Batemans Bay	25-34	F	0	256
Batemans Bay	25-34	F	1	44
Batemans Bay	25-34	M		29
Batemans Bay	25-34	M	0	270
Batemans Bay	25-34	M	1	30
Batemans Bay	35-44	F		31
Batemans Bay	35-44	F	0	262
Batemans Bay	35-44	F	1	78
Batemans Bay	35-44	M		27
Batemans Bay	35-44	M	0	273
Batemans Bay	35-44	M	1	53
Batemans Bay	45-54	F		29
Batemans Bay	45-54	F	0	321
Batemans Bay	45-54	F	1	77
Batemans Bay	45-54	M		42
Batemans Bay	45-54	M	0	327
Batemans Bay	45-54	M	1	76
Batemans Bay	55-64	F		48
Batemans Bay	55-64	F	0	447
Batemans Bay	55-64	F	1	147
Batemans Bay	55-64	M		52
Batemans Bay	55-64	M	0	447
Batemans Bay	55-64	M	1	106
Batemans Bay	65-74	F		79
Batemans Bay	65-74	F	0	416
Batemans Bay	65-74	F	1	172
Batemans Bay	65-74	M		74
Batemans Bay	65-74	M	0	433
Batemans Bay	65-74	M	1	134
Batemans Bay	75-84	F		78
Batemans Bay	75-84	F	0	221
Batemans Bay	75-84	F	1	57
Batemans Bay	75-84	M		59
Batemans Bay	75-84	M	0	241
Batemans Bay	75-84	M	1	47
Batemans Bay	85+	F		51
Batemans Bay	85+	F	0	126
Batemans Bay	85+	F	1	15
Batemans Bay	85+	M		24
Batemans Bay	85+	M	0	79
Batemans Bay	85+	M	1	6
Batemans Bay - South	15-19	F		19
Batemans Bay - South	15-19	F	0	153
Batemans Bay - South	15-19	F	1	31
Batemans Bay - South	15-19	M		29
Batemans Bay - South	15-19	M	0	162
Batemans Bay - South	15-19	M	1	22
Batemans Bay - South	20-24	F		13
Batemans Bay - South	20-24	F	0	110
Batemans Bay - South	20-24	F	1	22
Batemans Bay - South	20-24	M		10
Batemans Bay - South	20-24	M	0	112
Batemans Bay - South	20-24	M	1	18
Batemans Bay - South	25-34	F		31
Batemans Bay - South	25-34	F	0	198
Batemans Bay - South	25-34	F	1	64
Batemans Bay - South	25-34	M		33
Batemans Bay - South	25-34	M	0	209
Batemans Bay - South	25-34	M	1	43
Batemans Bay - South	35-44	F		39
Batemans Bay - South	35-44	F	0	283
Batemans Bay - South	35-44	F	1	110
Batemans Bay - South	35-44	M		37
Batemans Bay - South	35-44	M	0	244
Batemans Bay - South	35-44	M	1	72
Batemans Bay - South	45-54	F		30
Batemans Bay - South	45-54	F	0	393
Batemans Bay - South	45-54	F	1	96
Batemans Bay - South	45-54	M		54
Batemans Bay - South	45-54	M	0	345
Batemans Bay - South	45-54	M	1	89
Batemans Bay - South	55-64	F		49
Batemans Bay - South	55-64	F	0	534
Batemans Bay - South	55-64	F	1	171
Batemans Bay - South	55-64	M		44
Batemans Bay - South	55-64	M	0	443
Batemans Bay - South	55-64	M	1	122
Batemans Bay - South	65-74	F		87
Batemans Bay - South	65-74	F	0	480
Batemans Bay - South	65-74	F	1	241
Batemans Bay - South	65-74	M		78
Batemans Bay - South	65-74	M	0	505
Batemans Bay - South	65-74	M	1	175
Batemans Bay - South	75-84	F		72
Batemans Bay - South	75-84	F	0	266
Batemans Bay - South	75-84	F	1	80
Batemans Bay - South	75-84	M		61
Batemans Bay - South	75-84	M	0	269
Batemans Bay - South	75-84	M	1	66
Batemans Bay - South	85+	F		74
Batemans Bay - South	85+	F	0	117
Batemans Bay - South	85+	F	1	12
Batemans Bay - South	85+	M		34
Batemans Bay - South	85+	M	0	93
Batemans Bay - South	85+	M	1	9
Bega - Tathra	15-19	F		35
Bega - Tathra	15-19	F	0	168
Bega - Tathra	15-19	F	1	46
Bega - Tathra	15-19	M		46
Bega - Tathra	15-19	M	0	161
Bega - Tathra	15-19	M	1	46
Bega - Tathra	20-24	F		16
Bega - Tathra	20-24	F	0	126
Bega - Tathra	20-24	F	1	28
Bega - Tathra	20-24	M		21
Bega - Tathra	20-24	M	0	146
Bega - Tathra	20-24	M	1	24
Bega - Tathra	25-34	F		26
Bega - Tathra	25-34	F	0	282
Bega - Tathra	25-34	F	1	94
Bega - Tathra	25-34	M		28
Bega - Tathra	25-34	M	0	273
Bega - Tathra	25-34	M	1	58
Bega - Tathra	35-44	F		36
Bega - Tathra	35-44	F	0	258
Bega - Tathra	35-44	F	1	153
Bega - Tathra	35-44	M		41
Bega - Tathra	35-44	M	0	264
Bega - Tathra	35-44	M	1	125
Bega - Tathra	45-54	F		50
Bega - Tathra	45-54	F	0	383
Bega - Tathra	45-54	F	1	181
Bega - Tathra	45-54	M		54
Bega - Tathra	45-54	M	0	342
Bega - Tathra	45-54	M	1	150
Bega - Tathra	55-64	F		54
Bega - Tathra	55-64	F	0	442
Bega - Tathra	55-64	F	1	201
Bega - Tathra	55-64	M		60
Bega - Tathra	55-64	M	0	415
Bega - Tathra	55-64	M	1	184
Bega - Tathra	65-74	F		46
Bega - Tathra	65-74	F	0	263
Bega - Tathra	65-74	F	1	187
Bega - Tathra	65-74	M		45
Bega - Tathra	65-74	M	0	297
Bega - Tathra	65-74	M	1	147
Bega - Tathra	75-84	F		47
Bega - Tathra	75-84	F	0	173
Bega - Tathra	75-84	F	1	84
Bega - Tathra	75-84	M		42
Bega - Tathra	75-84	M	0	175
Bega - Tathra	75-84	M	1	63
Bega - Tathra	85+	F		20
Bega - Tathra	85+	F	0	124
Bega - Tathra	85+	F	1	20
Bega - Tathra	85+	M		18
Bega - Tathra	85+	M	0	48
Bega - Tathra	85+	M	1	15
Bega-Eden Hinterland	15-19	F		33
Bega-Eden Hinterland	15-19	F	0	175
Bega-Eden Hinterland	15-19	F	1	55
Bega-Eden Hinterland	15-19	M		47
Bega-Eden Hinterland	15-19	M	0	183
Bega-Eden Hinterland	15-19	M	1	53
Bega-Eden Hinterland	20-24	F		5
Bega-Eden Hinterland	20-24	F	0	92
Bega-Eden Hinterland	20-24	F	1	19
Bega-Eden Hinterland	20-24	M		19
Bega-Eden Hinterland	20-24	M	0	99
Bega-Eden Hinterland	20-24	M	1	22
Bega-Eden Hinterland	25-34	F		27
Bega-Eden Hinterland	25-34	F	0	194
Bega-Eden Hinterland	25-34	F	1	74
Bega-Eden Hinterland	25-34	M		27
Bega-Eden Hinterland	25-34	M	0	211
Bega-Eden Hinterland	25-34	M	1	55
Bega-Eden Hinterland	35-44	F		33
Bega-Eden Hinterland	35-44	F	0	256
Bega-Eden Hinterland	35-44	F	1	154
Bega-Eden Hinterland	35-44	M		27
Bega-Eden Hinterland	35-44	M	0	251
Bega-Eden Hinterland	35-44	M	1	75
Bega-Eden Hinterland	45-54	F		57
Bega-Eden Hinterland	45-54	F	0	440
Bega-Eden Hinterland	45-54	F	1	267
Bega-Eden Hinterland	45-54	M		81
Bega-Eden Hinterland	45-54	M	0	441
Bega-Eden Hinterland	45-54	M	1	186
Bega-Eden Hinterland	55-64	F		73
Bega-Eden Hinterland	55-64	F	0	554
Bega-Eden Hinterland	55-64	F	1	336
Bega-Eden Hinterland	55-64	M		77
Bega-Eden Hinterland	55-64	M	0	641
Bega-Eden Hinterland	55-64	M	1	254
Bega-Eden Hinterland	65-74	F		57
Bega-Eden Hinterland	65-74	F	0	303
Bega-Eden Hinterland	65-74	F	1	185
Bega-Eden Hinterland	65-74	M		71
Bega-Eden Hinterland	65-74	M	0	416
Bega-Eden Hinterland	65-74	M	1	181
Bega-Eden Hinterland	75-84	F		17
Bega-Eden Hinterland	75-84	F	0	107
Bega-Eden Hinterland	75-84	F	1	51
Bega-Eden Hinterland	75-84	M		29
Bega-Eden Hinterland	75-84	M	0	145
Bega-Eden Hinterland	75-84	M	1	54
Bega-Eden Hinterland	85+	F		9
Bega-Eden Hinterland	85+	F	0	42
Bega-Eden Hinterland	85+	F	1	4
Bega-Eden Hinterland	85+	M		8
Bega-Eden Hinterland	85+	M	0	32
Bega-Eden Hinterland	85+	M	1	6
Broulee - Tomakin	15-19	F		6
Broulee - Tomakin	15-19	F	0	55
Broulee - Tomakin	15-19	F	1	20
Broulee - Tomakin	15-19	M		9
Broulee - Tomakin	15-19	M	0	60
Broulee - Tomakin	15-19	M	1	13
Broulee - Tomakin	20-24	F		10
Broulee - Tomakin	20-24	F	0	40
Broulee - Tomakin	20-24	F	1	14
Broulee - Tomakin	20-24	M		8
Broulee - Tomakin	20-24	M	0	45
Broulee - Tomakin	20-24	M	1	4
Broulee - Tomakin	25-34	F		5
Broulee - Tomakin	25-34	F	0	74
Broulee - Tomakin	25-34	F	1	19
Broulee - Tomakin	25-34	M		13
