STE_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Victoria	SGP	2005	3981
Victoria	SGP	2010	3090
Victoria	SGP	2011	559
Victoria	SGP	2012	713
Victoria	SGP	2013	715
Victoria	SGP	2014	793
Victoria	SGP	2015	1020
Victoria	SGP	2016	760
Victoria	THA		864
Victoria	THA	1955	4
Victoria	THA	1965	20
Victoria	THA	1975	150
Victoria	THA	1985	896
Victoria	THA	1995	1688
Victoria	THA	2005	2825
Victoria	THA	2010	3956
Victoria	THA	2011	687
Victoria	THA	2012	790
Victoria	THA	2013	915
Victoria	THA	2014	1060
Victoria	THA	2015	1303
Victoria	THA	2016	817
Victoria	TUR		569
Victoria	TUR	1946	3
Victoria	TUR	1955	38
Victoria	TUR	1965	124
Victoria	TUR	1975	4732
Victoria	TUR	1985	2535
Victoria	TUR	1995	3261
Victoria	TUR	2005	2296
Victoria	TUR	2010	1051
Victoria	TUR	2011	245
Victoria	TUR	2012	164
Victoria	TUR	2013	210
Victoria	TUR	2014	166
Victoria	TUR	2015	204
Victoria	TUR	2016	141
Victoria	USA		676
Victoria	USA	1946	23
Victoria	USA	1955	171
Victoria	USA	1965	391
Victoria	USA	1975	1819
Victoria	USA	1985	1634
Victoria	USA	1995	2214
Victoria	USA	2005	3972
Victoria	USA	2010	3098
Victoria	USA	2011	903
Victoria	USA	2012	883
Victoria	USA	2013	922
Victoria	USA	2014	1082
Victoria	USA	2015	1208
Victoria	USA	2016	709
Victoria	VNM		3150
Victoria	VNM	1946	4
Victoria	VNM	1955	16
Victoria	VNM	1965	44
Victoria	VNM	1975	419
Victoria	VNM	1985	21703
Victoria	VNM	1995	23582
Victoria	VNM	2005	9944
Victoria	VNM	2010	9099
Victoria	VNM	2011	1668
Victoria	VNM	2012	2013
Victoria	VNM	2013	2585
Victoria	VNM	2014	2497
Victoria	VNM	2015	2504
Victoria	VNM	2016	1556
Victoria	ZAF		479
Victoria	ZAF	1946	25
Victoria	ZAF	1955	71
Victoria	ZAF	1965	455
Victoria	ZAF	1975	1255
Victoria	ZAF	1985	3766
Victoria	ZAF	1995	3949
Victoria	ZAF	2005	7680
Victoria	ZAF	2010	5237
Victoria	ZAF	2011	837
Victoria	ZAF	2012	791
Victoria	ZAF	2013	629
Victoria	ZAF	2014	751
Victoria	ZAF	2015	770
Victoria	ZAF	2016	483
Victoria	ZWE		76
Victoria	ZWE	1955	7
Victoria	ZWE	1965	73
Victoria	ZWE	1975	89
Victoria	ZWE	1985	391
Victoria	ZWE	1995	319
Victoria	ZWE	2005	1180
Victoria	ZWE	2010	1530
Victoria	ZWE	2011	172
Victoria	ZWE	2012	190
Victoria	ZWE	2013	152
Victoria	ZWE	2014	178
Victoria	ZWE	2015	194
Victoria	ZWE	2016	131
Queensland			7032
Queensland		1946	302
Queensland		1955	2955
Queensland		1965	6561
Queensland		1975	16438
Queensland		1985	13380
Queensland		1995	21505
Queensland		2005	30131
Queensland		2010	28425
Queensland		2011	5924
Queensland		2012	7000
Queensland		2013	8246
Queensland		2014	7997
Queensland		2015	9189
Queensland		2016	6636
Queensland	CAN		292
Queensland	CAN	1946	25
Queensland	CAN	1955	69
Queensland	CAN	1965	337
Queensland	CAN	1975	1212
Queensland	CAN	1985	1047
Queensland	CAN	1995	1326
Queensland	CAN	2005	1884
Queensland	CAN	2010	1761
Queensland	CAN	2011	469
Queensland	CAN	2012	489
Queensland	CAN	2013	474
Queensland	CAN	2014	514
Queensland	CAN	2015	546
Queensland	CAN	2016	356
Queensland	CHN		2284
Queensland	CHN	1946	73
Queensland	CHN	1955	268
Queensland	CHN	1965	584
Queensland	CHN	1975	294
Queensland	CHN	1985	770
Queensland	CHN	1995	3332
Queensland	CHN	2005	7891
Queensland	CHN	2010	11389
Queensland	CHN	2011	2244
Queensland	CHN	2012	2662
Queensland	CHN	2013	3393
Queensland	CHN	2014	4137
Queensland	CHN	2015	4714
Queensland	CHN	2016	3080
Queensland	DEU		648
Queensland	DEU	1946	28
Queensland	DEU	1955	4369
Queensland	DEU	1965	3089
Queensland	DEU	1975	2413
Queensland	DEU	1985	2514
Queensland	DEU	1995	1586
Queensland	DEU	2005	2252
Queensland	DEU	2010	1831
Queensland	DEU	2011	250
Queensland	DEU	2012	283
Queensland	DEU	2013	260
Queensland	DEU	2014	281
Queensland	DEU	2015	321
Queensland	DEU	2016	260
Queensland	EGY		93
Queensland	EGY	1955	233
Queensland	EGY	1965	366
Queensland	EGY	1975	280
Queensland	EGY	1985	91
Queensland	EGY	1995	251
Queensland	EGY	2005	338
Queensland	EGY	2010	323
Queensland	EGY	2011	57
Queensland	EGY	2012	91
Queensland	EGY	2013	105
Queensland	EGY	2014	81
Queensland	EGY	2015	70
Queensland	EGY	2016	63
Queensland	FJI		319
Queensland	FJI	1946	24
Queensland	FJI	1955	66
Queensland	FJI	1965	196
Queensland	FJI	1975	596
Queensland	FJI	1985	1199
Queensland	FJI	1995	3370
Queensland	FJI	2005	3076
Queensland	FJI	2010	2027
Queensland	FJI	2011	360
Queensland	FJI	2012	352
Queensland	FJI	2013	334
Queensland	FJI	2014	281
Queensland	FJI	2015	274
Queensland	FJI	2016	138
Queensland	GBR		6514
Queensland	GBR	1946	711
Queensland	GBR	1955	12545
Queensland	GBR	1965	27979
Queensland	GBR	1975	46326
Queensland	GBR	1985	21947
Queensland	GBR	1995	20945
Queensland	GBR	2005	28715
Queensland	GBR	2010	28018
Queensland	GBR	2011	4393
Queensland	GBR	2012	4503
Queensland	GBR	2013	3550
Queensland	GBR	2014	3134
Queensland	GBR	2015	3229
Queensland	GBR	2016	1864
Queensland	GRC		167
Queensland	GRC	1946	45
Queensland	GRC	1955	603
Queensland	GRC	1965	1102
Queensland	GRC	1975	684
Queensland	GRC	1985	170
Queensland	GRC	1995	128
Queensland	GRC	2005	133
Queensland	GRC	2010	62
Queensland	GRC	2011	24
Queensland	GRC	2012	79
Queensland	GRC	2013	31
Queensland	GRC	2014	31
Queensland	GRC	2015	29
Queensland	GRC	2016	7
Queensland	HKG		441
Queensland	HKG	1946	27
Queensland	HKG	1955	67
Queensland	HKG	1965	142
Queensland	HKG	1975	443
Queensland	HKG	1985	1012
Queensland	HKG	1995	2678
Queensland	HKG	2005	2040
Queensland	HKG	2010	1190
Queensland	HKG	2011	292
Queensland	HKG	2012	407
Queensland	HKG	2013	463
Queensland	HKG	2014	568
Queensland	HKG	2015	612
Queensland	HKG	2016	377
Queensland	HRV		120
Queensland	HRV	1946	3
Queensland	HRV	1955	98
Queensland	HRV	1965	789
Queensland	HRV	1975	1275
Queensland	HRV	1985	174
Queensland	HRV	1995	382
Queensland	HRV	2005	544
Queensland	HRV	2010	78
Queensland	HRV	2011	20
Queensland	HRV	2012	23
Queensland	HRV	2013	17
Queensland	HRV	2014	6
Queensland	HRV	2015	8
Queensland	HRV	2016	10
Queensland	IDN		219
Queensland	IDN	1946	20
Queensland	IDN	1955	304
Queensland	IDN	1965	429
Queensland	IDN	1975	393
Queensland	IDN	1985	519
Queensland	IDN	1995	755
Queensland	IDN	2005	1737
Queensland	IDN	2010	1121
Queensland	IDN	2011	256
Queensland	IDN	2012	236
Queensland	IDN	2013	289
Queensland	IDN	2014	247
Queensland	IDN	2015	487
Queensland	IDN	2016	320
Queensland	IND		1531
Queensland	IND	1946	30
Queensland	IND	1955	341
Queensland	IND	1965	349
Queensland	IND	1975	1287
Queensland	IND	1985	787
Queensland	IND	1995	1877
Queensland	IND	2005	5487
Queensland	IND	2010	18862
Queensland	IND	2011	2071
Queensland	IND	2012	2400
Queensland	IND	2013	3346
Queensland	IND	2014	4483
Queensland	IND	2015	3793
Queensland	IND	2016	2506
Queensland	IRL		298
Queensland	IRL	1946	41
Queensland	IRL	1955	322
Queensland	IRL	1965	585
Queensland	IRL	1975	1490
Queensland	IRL	1985	979
Queensland	IRL	1995	1386
Queensland	IRL	2005	1477
Queensland	IRL	2010	2196
Queensland	IRL	2011	769
Queensland	IRL	2012	679
Queensland	IRL	2013	419
Queensland	IRL	2014	283
Queensland	IRL	2015	269
Queensland	IRL	2016	165
Queensland	IRN		144
Queensland	IRN	1955	23
Queensland	IRN	1965	17
Queensland	IRN	1975	91
Queensland	IRN	1985	300
Queensland	IRN	1995	514
Queensland	IRN	2005	741
Queensland	IRN	2010	1403
Queensland	IRN	2011	647
Queensland	IRN	2012	815
Queensland	IRN	2013	955
Queensland	IRN	2014	396
Queensland	IRN	2015	319
Queensland	IRN	2016	150
Queensland	IRQ		97
Queensland	IRQ	1955	8
Queensland	IRQ	1965	14
Queensland	IRQ	1975	47
Queensland	IRQ	1985	39
Queensland	IRQ	1995	129
Queensland	IRQ	2005	541
Queensland	IRQ	2010	606
Queensland	IRQ	2011	153
Queensland	IRQ	2012	128
Queensland	IRQ	2013	328
Queensland	IRQ	2014	288
Queensland	IRQ	2015	137
Queensland	IRQ	2016	329
Queensland	ITA		733
Queensland	ITA	1946	260
Queensland	ITA	1955	3114
Queensland	ITA	1965	3820
Queensland	ITA	1975	1874
Queensland	ITA	1985	386
Queensland	ITA	1995	313
Queensland	ITA	2005	471
Queensland	ITA	2010	472
Queensland	ITA	2011	129
Queensland	ITA	2012	233
Queensland	ITA	2013	269
Queensland	ITA	2014	348
Queensland	ITA	2015	356
Queensland	ITA	2016	226
Queensland	JPN		959
Queensland	JPN	1946	5
Queensland	JPN	1955	89
Queensland	JPN	1965	66
Queensland	JPN	1975	150
Queensland	JPN	1985	299
Queensland	JPN	1995	1743
Queensland	JPN	2005	3679
Queensland	JPN	2010	2149
Queensland	JPN	2011	456
Queensland	JPN	2012	471
Queensland	JPN	2013	452
Queensland	JPN	2014	517
Queensland	JPN	2015	703
Queensland	JPN	2016	648
Queensland	KOR		1166
Queensland	KOR	1965	3
Queensland	KOR	1975	42
Queensland	KOR	1985	274
Queensland	KOR	1995	1200
Queensland	KOR	2005	3685
Queensland	KOR	2010	4958
Queensland	KOR	2011	938
Queensland	KOR	2012	1091
Queensland	KOR	2013	1112
Queensland	KOR	2014	1080
Queensland	KOR	2015	1570
Queensland	KOR	2016	1210
Queensland	LBN		47
Queensland	LBN	1946	7
Queensland	LBN	1955	42
Queensland	LBN	1965	92
Queensland	LBN	1975	357
Queensland	LBN	1985	257
Queensland	LBN	1995	222
Queensland	LBN	2005	163
Queensland	LBN	2010	99
Queensland	LBN	2011	29
Queensland	LBN	2012	13
Queensland	LBN	2013	27
Queensland	LBN	2014	17
Queensland	LBN	2015	23
Queensland	LBN	2016	22
Queensland	LKA		203
Queensland	LKA	1946	3
Queensland	LKA	1955	78
Queensland	LKA	1965	284
Queensland	LKA	1975	695
Queensland	LKA	1985	521
Queensland	LKA	1995	1370
Queensland	LKA	2005	1388
Queensland	LKA	2010	2437
Queensland	LKA	2011	503
Queensland	LKA	2012	819
Queensland	LKA	2013	453
Queensland	LKA	2014	349
Queensland	LKA	2015	351
Queensland	LKA	2016	299
Queensland	MKD		15
Queensland	MKD	1955	4
Queensland	MKD	1965	55
Queensland	MKD	1975	307
Queensland	MKD	1985	121
Queensland	MKD	1995	157
Queensland	MKD	2005	176
Queensland	MKD	2010	50
Queensland	MKD	2011	7
Queensland	MKD	2012	14
Queensland	MKD	2013	6
Queensland	MKD	2014	13
Queensland	MKD	2015	10
Queensland	MKD	2016	11
Queensland	MLT		80
Queensland	MLT	1946	27
Queensland	MLT	1955	996
Queensland	MLT	1965	696
Queensland	MLT	1975	344
Queensland	MLT	1985	148
Queensland	MLT	1995	72
Queensland	MLT	2005	53
Queensland	MLT	2010	29
Queensland	MLT	2011	5
Queensland	MLT	2012	22
Queensland	MLT	2013	6
Queensland	MLT	2014	12
Queensland	MLT	2015	6
Queensland	MLT	2016	8
Queensland	MYS		479
Queensland	MYS	1946	38
Queensland	MYS	1955	38
Queensland	MYS	1965	675
Queensland	MYS	1975	1487
Queensland	MYS	1985	1865
Queensland	MYS	1995	2168
Queensland	MYS	2005	2244
Queensland	MYS	2010	2203
Queensland	MYS	2011	407
Queensland	MYS	2012	501
Queensland	MYS	2013	566
Queensland	MYS	2014	732
Queensland	MYS	2015	857
Queensland	MYS	2016	591
Queensland	NLD		422
Queensland	NLD	1946	14
Queensland	NLD	1955	3896
Queensland	NLD	1965	3436
Queensland	NLD	1975	1455
Queensland	NLD	1985	1499
Queensland	NLD	1995	715
Queensland	NLD	2005	1156
Queensland	NLD	2010	734
Queensland	NLD	2011	106
Queensland	NLD	2012	146
Queensland	NLD	2013	113
Queensland	NLD	2014	123
Queensland	NLD	2015	145
Queensland	NLD	2016	106
Queensland	NZL		7351
Queensland	NZL	1946	207
Queensland	NZL	1955	528
Queensland	NZL	1965	2271
Queensland	NZL	1975	10674
Queensland	NZL	1985	29471
Queensland	NZL	1995	34424
Queensland	NZL	2005	46869
Queensland	NZL	2010	34995
Queensland	NZL	2011	8646
Queensland	NZL	2012	8353
Queensland	NZL	2013	6400
Queensland	NZL	2014	4704
Queensland	NZL	2015	3982
Queensland	NZL	2016	2333
Queensland	PAK		134
Queensland	PAK	1955	12
Queensland	PAK	1965	21
Queensland	PAK	1975	58
Queensland	PAK	1985	110
Queensland	PAK	1995	174
Queensland	PAK	2005	782
Queensland	PAK	2010	979
Queensland	PAK	2011	283
Queensland	PAK	2012	400
Queensland	PAK	2013	517
Queensland	PAK	2014	464
Queensland	PAK	2015	443
Queensland	PAK	2016	306
Queensland	PHL		1252
Queensland	PHL	1946	9
Queensland	PHL	1955	10
Queensland	PHL	1965	75
Queensland	PHL	1975	421
Queensland	PHL	1985	3738
Queensland	PHL	1995	7464
Queensland	PHL	2005	5834
Queensland	PHL	2010	9770
Queensland	PHL	2011	2037
Queensland	PHL	2012	2140
Queensland	PHL	2013	2031
Queensland	PHL	2014	1998
Queensland	PHL	2015	1901
Queensland	PHL	2016	978
Queensland	POL		147
Queensland	POL	1946	12
Queensland	POL	1955	457
Queensland	POL	1965	313
Queensland	POL	1975	247
Queensland	POL	1985	1341
Queensland	POL	1995	1034
Queensland	POL	2005	528
Queensland	POL	2010	452
Queensland	POL	2011	83
Queensland	POL	2012	102
Queensland	POL	2013	87
Queensland	POL	2014	80
Queensland	POL	2015	107
Queensland	POL	2016	29
Queensland	SGP		239
Queensland	SGP	1946	22
Queensland	SGP	1955	22
Queensland	SGP	1965	180
Queensland	SGP	1975	730
Queensland	SGP	1985	584
Queensland	SGP	1995	796
Queensland	SGP	2005	1437
Queensland	SGP	2010	971
Queensland	SGP	2011	183
Queensland	SGP	2012	222
Queensland	SGP	2013	262
Queensland	SGP	2014	343
Queensland	SGP	2015	372
Queensland	SGP	2016	352
Queensland	THA		501
Queensland	THA	1955	3
Queensland	THA	1965	16
Queensland	THA	1975	114
Queensland	THA	1985	481
Queensland	THA	1995	1344
Queensland	THA	2005	1942
Queensland	THA	2010	2466
Queensland	THA	2011	514
Queensland	THA	2012	441
Queensland	THA	2013	521
Queensland	THA	2014	582
Queensland	THA	2015	649
Queensland	THA	2016	406
Queensland	TUR		78
Queensland	TUR	1955	9
Queensland	TUR	1965	24
Queensland	TUR	1975	287
Queensland	TUR	1985	155
Queensland	TUR	1995	229
Queensland	TUR	2005	264
Queensland	TUR	2010	198
Queensland	TUR	2011	43
Queensland	TUR	2012	54
Queensland	TUR	2013	40
Queensland	TUR	2014	35
Queensland	TUR	2015	48
Queensland	TUR	2016	31
Queensland	USA		507
Queensland	USA	1946	12
Queensland	USA	1955	207
Queensland	USA	1965	489
Queensland	USA	1975	2094
Queensland	USA	1985	1406
Queensland	USA	1995	1932
Queensland	USA	2005	3302
Queensland	USA	2010	2727
Queensland	USA	2011	718
Queensland	USA	2012	685
Queensland	USA	2013	678
Queensland	USA	2014	776
Queensland	USA	2015	869
Queensland	USA	2016	639
Queensland	VNM		725
Queensland	VNM	1946	4
Queensland	VNM	1955	9
Queensland	VNM	1965	20
Queensland	VNM	1975	368
Queensland	VNM	1985	5133
Queensland	VNM	1995	4738
Queensland	VNM	2005	2149
Queensland	VNM	2010	2805
Queensland	VNM	2011	509
Queensland	VNM	2012	579
Queensland	VNM	2013	777
Queensland	VNM	2014	709
Queensland	VNM	2015	636
Queensland	VNM	2016	384
Queensland	ZAF		641
Queensland	ZAF	1946	17
Queensland	ZAF	1955	59
Queensland	ZAF	1965	424
Queensland	ZAF	1975	1146
Queensland	ZAF	1985	2724
Queensland	ZAF	1995	2962
Queensland	ZAF	2005	12792
Queensland	ZAF	2010	11997
Queensland	ZAF	2011	1569
Queensland	ZAF	2012	1745
Queensland	ZAF	2013	1267
Queensland	ZAF	2014	1098
Queensland	ZAF	2015	1092
Queensland	ZAF	2016	611
Queensland	ZWE		119
Queensland	ZWE	1955	16
Queensland	ZWE	1965	108
Queensland	ZWE	1975	162
Queensland	ZWE	1985	993
Queensland	ZWE	1995	799
Queensland	ZWE	2005	3015
Queensland	ZWE	2010	2496
Queensland	ZWE	2011	255
Queensland	ZWE	2012	232
Queensland	ZWE	2013	191
Queensland	ZWE	2014	192
Queensland	ZWE	2015	177
Queensland	ZWE	2016	123
South Australia			2175
South Australia		1946	110
South Australia		1955	2831
South Australia		1965	3095
South Australia		1975	4856
South Australia		1985	4017
South Australia		1995	6044
South Australia		2005	10270
South Australia		2010	11977
South Australia		2011	2634
South Australia		2012	2805
South Australia		2013	3429
South Australia		2014	3119
South Australia		2015	3480
South Australia		2016	2639
South Australia	CAN		46
South Australia	CAN	1946	3
South Australia	CAN	1955	20
South Australia	CAN	1965	107
South Australia	CAN	1975	289
South Australia	CAN	1985	293
South Australia	CAN	1995	261
South Australia	CAN	2005	453
South Australia	CAN	2010	326
South Australia	CAN	2011	59
South Australia	CAN	2012	76
South Australia	CAN	2013	74
South Australia	CAN	2014	75
South Australia	CAN	2015	76
South Australia	CAN	2016	54
South Australia	CHN		1110
South Australia	CHN	1946	9
South Australia	CHN	1955	37
South Australia	CHN	1965	260
South Australia	CHN	1975	107
South Australia	CHN	1985	462
South Australia	CHN	1995	1046
South Australia	CHN	2005	3058
South Australia	CHN	2010	6449
South Australia	CHN	2011	1258
South Australia	CHN	2012	1484
South Australia	CHN	2013	1743
South Australia	CHN	2014	2918
South Australia	CHN	2015	3113
South Australia	CHN	2016	1551
South Australia	DEU		297
South Australia	DEU	1946	20
South Australia	DEU	1955	3839
South Australia	DEU	1965	2212
South Australia	DEU	1975	1212
South Australia	DEU	1985	685
South Australia	DEU	1995	454
South Australia	DEU	2005	574
South Australia	DEU	2010	418
South Australia	DEU	2011	96
South Australia	DEU	2012	73
South Australia	DEU	2013	58
South Australia	DEU	2014	45
South Australia	DEU	2015	71
South Australia	DEU	2016	52
South Australia	EGY		33
South Australia	EGY	1946	3
South Australia	EGY	1955	170
South Australia	EGY	1965	212
South Australia	EGY	1975	86
South Australia	EGY	1985	63
South Australia	EGY	1995	136
South Australia	EGY	2005	133
South Australia	EGY	2010	256
South Australia	EGY	2011	51
South Australia	EGY	2012	68
South Australia	EGY	2013	86
South Australia	EGY	2014	62
South Australia	EGY	2015	66
South Australia	EGY	2016	41
South Australia	FJI		19
South Australia	FJI	1946	8
South Australia	FJI	1955	16
South Australia	FJI	1965	52
South Australia	FJI	1975	55
South Australia	FJI	1985	125
South Australia	FJI	1995	296
South Australia	FJI	2005	252
South Australia	FJI	2010	200
South Australia	FJI	2011	32
South Australia	FJI	2012	29
South Australia	FJI	2013	29
South Australia	FJI	2014	35
South Australia	FJI	2015	27
South Australia	FJI	2016	26
South Australia	GBR		3371
South Australia	GBR	1946	334
South Australia	GBR	1955	7126
South Australia	GBR	1965	25565
South Australia	GBR	1975	37811
South Australia	GBR	1985	8949
South Australia	GBR	1995	7425
South Australia	GBR	2005	8069
South Australia	GBR	2010	9770
South Australia	GBR	2011	1478
South Australia	GBR	2012	1823
South Australia	GBR	2013	1133
South Australia	GBR	2014	926
South Australia	GBR	2015	857
South Australia	GBR	2016	465
South Australia	GRC		347
South Australia	GRC	1946	31
South Australia	GRC	1955	1455
South Australia	GRC	1965	4331
South Australia	GRC	1975	1665
South Australia	GRC	1985	296
South Australia	GRC	1995	175
South Australia	GRC	2005	102
South Australia	GRC	2010	38
South Australia	GRC	2011	35
South Australia	GRC	2012	84
South Australia	GRC	2013	58
South Australia	GRC	2014	37
South Australia	GRC	2015	24
South Australia	GRC	2016	14
South Australia	HKG		157
South Australia	HKG	1946	13
South Australia	HKG	1955	11
South Australia	HKG	1965	53
South Australia	HKG	1975	125
South Australia	HKG	1985	251
South Australia	HKG	1995	618
South Australia	HKG	2005	528
South Australia	HKG	2010	484
South Australia	HKG	2011	130
South Australia	HKG	2012	186
South Australia	HKG	2013	245
South Australia	HKG	2014	278
South Australia	HKG	2015	341
South Australia	HKG	2016	168
South Australia	HRV		82
South Australia	HRV	1946	15
South Australia	HRV	1955	147
South Australia	HRV	1965	683
South Australia	HRV	1975	922
South Australia	HRV	1985	108
South Australia	HRV	1995	257
South Australia	HRV	2005	582
South Australia	HRV	2010	32
South Australia	HRV	2011	8
South Australia	HRV	2012	9
South Australia	HRV	2013	7
South Australia	HRV	2014	14
South Australia	HRV	2015	4
South Australia	HRV	2016	3
South Australia	IDN		53
South Australia	IDN	1946	3
South Australia	IDN	1955	63
South Australia	IDN	1965	95
South Australia	IDN	1975	88
South Australia	IDN	1985	131
South Australia	IDN	1995	190
South Australia	IDN	2005	383
South Australia	IDN	2010	314
South Australia	IDN	2011	82
South Australia	IDN	2012	82
South Australia	IDN	2013	100
South Australia	IDN	2014	134
South Australia	IDN	2015	270
South Australia	IDN	2016	156
South Australia	IND		740
South Australia	IND	1946	14
South Australia	IND	1955	190
South Australia	IND	1965	190
South Australia	IND	1975	724
South Australia	IND	1985	320
South Australia	IND	1995	678
South Australia	IND	2005	2411
South Australia	IND	2010	12140
South Australia	IND	2011	1141
South Australia	IND	2012	1393
South Australia	IND	2013	1685
South Australia	IND	2014	1852
South Australia	IND	2015	2429
South Australia	IND	2016	1676
South Australia	IRL		97
South Australia	IRL	1946	12
South Australia	IRL	1955	128
South Australia	IRL	1965	406
South Australia	IRL	1975	816
South Australia	IRL	1985	282
South Australia	IRL	1995	385
South Australia	IRL	2005	271
South Australia	IRL	2010	366
South Australia	IRL	2011	176
South Australia	IRL	2012	155
South Australia	IRL	2013	90
South Australia	IRL	2014	55
South Australia	IRL	2015	34
South Australia	IRL	2016	31
South Australia	IRN		117
South Australia	IRN	1955	3
South Australia	IRN	1965	8
South Australia	IRN	1975	20
South Australia	IRN	1985	169
South Australia	IRN	1995	415
South Australia	IRN	2005	729
South Australia	IRN	2010	827
South Australia	IRN	2011	304
South Australia	IRN	2012	490
South Australia	IRN	2013	715
South Australia	IRN	2014	287
South Australia	IRN	2015	304
South Australia	IRN	2016	129
South Australia	IRQ		30
South Australia	IRQ	1965	4
South Australia	IRQ	1975	8
South Australia	IRQ	1985	3
South Australia	IRQ	1995	67
South Australia	IRQ	2005	570
South Australia	IRQ	2010	356
South Australia	IRQ	2011	124
South Australia	IRQ	2012	60
South Australia	IRQ	2013	93
South Australia	IRQ	2014	86
South Australia	IRQ	2015	51
South Australia	IRQ	2016	20
South Australia	ITA		862
South Australia	ITA	1946	165
South Australia	ITA	1955	4450
South Australia	ITA	1965	8453
South Australia	ITA	1975	3037
South Australia	ITA	1985	427
South Australia	ITA	1995	233
South Australia	ITA	2005	226
South Australia	ITA	2010	175
South Australia	ITA	2011	44
South Australia	ITA	2012	90
South Australia	ITA	2013	96
South Australia	ITA	2014	111
South Australia	ITA	2015	108
South Australia	ITA	2016	71
South Australia	JPN		96
South Australia	JPN	1955	31
South Australia	JPN	1965	12
South Australia	JPN	1975	24
South Australia	JPN	1985	41
South Australia	JPN	1995	163
South Australia	JPN	2005	402
South Australia	JPN	2010	301
South Australia	JPN	2011	73
South Australia	JPN	2012	65
South Australia	JPN	2013	51
South Australia	JPN	2014	70
South Australia	JPN	2015	95
South Australia	JPN	2016	101
South Australia	KOR		123
South Australia	KOR	1965	5
South Australia	KOR	1975	13
South Australia	KOR	1985	123
South Australia	KOR	1995	211
South Australia	KOR	2005	709
South Australia	KOR	2010	1309
South Australia	KOR	2011	251
South Australia	KOR	2012	237
South Australia	KOR	2013	183
South Australia	KOR	2014	161
South Australia	KOR	2015	198
South Australia	KOR	2016	158
South Australia	LBN		48
South Australia	LBN	1946	15
South Australia	LBN	1955	51
South Australia	LBN	1965	84
South Australia	LBN	1975	332
South Australia	LBN	1985	292
South Australia	LBN	1995	220
South Australia	LBN	2005	238
South Australia	LBN	2010	122
South Australia	LBN	2011	21
South Australia	LBN	2012	33
South Australia	LBN	2013	20
South Australia	LBN	2014	27
South Australia	LBN	2015	19
South Australia	LBN	2016	20
South Australia	LKA		64
South Australia	LKA	1955	19
South Australia	LKA	1965	63
South Australia	LKA	1975	148
South Australia	LKA	1985	231
South Australia	LKA	1995	276
South Australia	LKA	2005	349
South Australia	LKA	2010	971
South Australia	LKA	2011	252
South Australia	LKA	2012	503
South Australia	LKA	2013	310
South Australia	LKA	2014	138
South Australia	LKA	2015	290
South Australia	LKA	2016	165
South Australia	MKD		10
South Australia	MKD	1946	3
South Australia	MKD	1955	49
South Australia	MKD	1965	61
South Australia	MKD	1975	126
South Australia	MKD	1985	34
South Australia	MKD	1995	40
South Australia	MKD	2005	37
South Australia	MKD	2010	10
South Australia	MKD	2011	8
South Australia	MKD	2012	3
South Australia	MKD	2013	5
South Australia	MLT		57
South Australia	MLT	1946	6
South Australia	MLT	1955	482
South Australia	MLT	1965	491
South Australia	MLT	1975	228
South Australia	MLT	1985	81
South Australia	MLT	1995	40
South Australia	MLT	2005	17
South Australia	MLT	2010	12
South Australia	MLT	2012	4
South Australia	MYS		199
South Australia	MYS	1946	18
South Australia	MYS	1955	13
South Australia	MYS	1965	148
South Australia	MYS	1975	531
South Australia	MYS	1985	780
South Australia	MYS	1995	1042
South Australia	MYS	2005	1125
South Australia	MYS	2010	1355
South Australia	MYS	2011	314
South Australia	MYS	2012	357
South Australia	MYS	2013	374
South Australia	MYS	2014	454
South Australia	MYS	2015	565
South Australia	MYS	2016	478
South Australia	NLD		184
South Australia	NLD	1946	14
South Australia	NLD	1955	1847
South Australia	NLD	1965	2729
South Australia	NLD	1975	699
South Australia	NLD	1985	376
South Australia	NLD	1995	103
South Australia	NLD	2005	268
South Australia	NLD	2010	202
South Australia	NLD	2011	42
South Australia	NLD	2012	32
South Australia	NLD	2013	32
South Australia	NLD	2014	21
South Australia	NLD	2015	21
South Australia	NLD	2016	30
South Australia	NZL		516
South Australia	NZL	1946	52
South Australia	NZL	1955	114
South Australia	NZL	1965	368
South Australia	NZL	1975	1360
South Australia	NZL	1985	2699
South Australia	NZL	1995	2441
South Australia	NZL	2005	2423
South Australia	NZL	2010	1390
South Australia	NZL	2011	372
South Australia	NZL	2012	367
South Australia	NZL	2013	269
South Australia	NZL	2014	205
South Australia	NZL	2015	215
South Australia	NZL	2016	127
South Australia	PAK		90
South Australia	PAK	1955	3
South Australia	PAK	1965	12
South Australia	PAK	1975	13
South Australia	PAK	1985	18
South Australia	PAK	1995	42
South Australia	PAK	2005	338
South Australia	PAK	2010	677
South Australia	PAK	2011	244
South Australia	PAK	2012	356
South Australia	PAK	2013	534
South Australia	PAK	2014	418
South Australia	PAK	2015	493
South Australia	PAK	2016	194
South Australia	PHL		385
South Australia	PHL	1955	3
South Australia	PHL	1965	24
South Australia	PHL	1975	95
South Australia	PHL	1985	1001
South Australia	PHL	1995	2045
South Australia	PHL	2005	1703
South Australia	PHL	2010	3246
South Australia	PHL	2011	621
South Australia	PHL	2012	731
South Australia	PHL	2013	762
South Australia	PHL	2014	760
South Australia	PHL	2015	748
South Australia	PHL	2016	346
South Australia	POL		151
South Australia	POL	1946	9
South Australia	POL	1955	542
South Australia	POL	1965	469
