STE_NAME16	Age	IncomeTotPersonal.max	Sex	adults
South Australia	15-19	42000	F	538
South Australia	15-19	42000	M	843
South Australia	15-19	52500	F	236
South Australia	15-19	52500	M	413
South Australia	15-19	65625	F	90
South Australia	15-19	65625	M	183
South Australia	15-19	78750	F	32
South Australia	15-19	78750	M	60
South Australia	15-19	91875	F	19
South Australia	15-19	91875	M	33
South Australia	15-19	105000	F	8
South Australia	15-19	105000	M	25
South Australia	15-19	157500	F	13
South Australia	15-19	157500	M	17
South Australia	15-19	Inf	F	57
South Australia	15-19	Inf	M	55
South Australia	20-24		F	3292
South Australia	20-24		M	3801
South Australia	20-24	0	F	6123
South Australia	20-24	0	M	7007
South Australia	20-24	7875	F	4265
South Australia	20-24	7875	M	4333
South Australia	20-24	15750	F	7971
South Australia	20-24	15750	M	7677
South Australia	20-24	21000	F	5084
South Australia	20-24	21000	M	4049
South Australia	20-24	26250	F	5106
South Australia	20-24	26250	M	4141
South Australia	20-24	34125	F	6393
South Australia	20-24	34125	M	5399
South Australia	20-24	42000	F	5732
South Australia	20-24	42000	M	6212
South Australia	20-24	52500	F	4459
South Australia	20-24	52500	M	5887
South Australia	20-24	65625	F	2752
South Australia	20-24	65625	M	3739
South Australia	20-24	78750	F	1030
South Australia	20-24	78750	M	1625
South Australia	20-24	91875	F	316
South Australia	20-24	91875	M	662
South Australia	20-24	105000	F	82
South Australia	20-24	105000	M	269
South Australia	20-24	157500	F	84
South Australia	20-24	157500	M	265
South Australia	20-24	Inf	F	64
South Australia	20-24	Inf	M	155
South Australia	25-34		F	6849
South Australia	25-34		M	8092
South Australia	25-34	0	F	9210
South Australia	25-34	0	M	4731
South Australia	25-34	7875	F	3625
South Australia	25-34	7875	M	1593
South Australia	25-34	15750	F	8348
South Australia	25-34	15750	M	6957
South Australia	25-34	21000	F	7199
South Australia	25-34	21000	M	4483
South Australia	25-34	26250	F	7876
South Australia	25-34	26250	M	4783
South Australia	25-34	34125	F	11619
South Australia	25-34	34125	M	6353
South Australia	25-34	42000	F	11950
South Australia	25-34	42000	M	10545
South Australia	25-34	52500	F	12611
South Australia	25-34	52500	M	14729
South Australia	25-34	65625	F	11837
South Australia	25-34	65625	M	15869
South Australia	25-34	78750	F	8085
South Australia	25-34	78750	M	10382
South Australia	25-34	91875	F	5580
South Australia	25-34	91875	M	7922
South Australia	25-34	105000	F	2500
South Australia	25-34	105000	M	4788
South Australia	25-34	157500	F	2010
South Australia	25-34	157500	M	5467
South Australia	25-34	Inf	F	550
South Australia	25-34	Inf	M	1581
South Australia	35-44		F	5942
South Australia	35-44		M	7450
South Australia	35-44	0	F	7496
South Australia	35-44	0	M	3164
South Australia	35-44	7875	F	3761
South Australia	35-44	7875	M	1163
South Australia	35-44	15750	F	7794
South Australia	35-44	15750	M	5216
South Australia	35-44	21000	F	6954
South Australia	35-44	21000	M	3952
South Australia	35-44	26250	F	7790
South Australia	35-44	26250	M	4199
South Australia	35-44	34125	F	11040
South Australia	35-44	34125	M	4784
South Australia	35-44	42000	F	11114
South Australia	35-44	42000	M	7433
South Australia	35-44	52500	F	10876
South Australia	35-44	52500	M	11673
South Australia	35-44	65625	F	10240
South Australia	35-44	65625	M	13577
South Australia	35-44	78750	F	6927
South Australia	35-44	78750	M	9900
South Australia	35-44	91875	F	6075
South Australia	35-44	91875	M	9283
South Australia	35-44	105000	F	3782
South Australia	35-44	105000	M	7038
South Australia	35-44	157500	F	3907
South Australia	35-44	157500	M	10427
South Australia	35-44	Inf	F	1588
South Australia	35-44	Inf	M	4931
South Australia	45-54		F	6774
South Australia	45-54		M	8124
South Australia	45-54	0	F	7072
South Australia	45-54	0	M	3450
South Australia	45-54	7875	F	3479
South Australia	45-54	7875	M	1670
South Australia	45-54	15750	F	8029
South Australia	45-54	15750	M	5997
South Australia	45-54	21000	F	8282
South Australia	45-54	21000	M	5520
South Australia	45-54	26250	F	9393
South Australia	45-54	26250	M	5683
South Australia	45-54	34125	F	11557
South Australia	45-54	34125	M	5375
South Australia	45-54	42000	F	11717
South Australia	45-54	42000	M	7803
South Australia	45-54	52500	F	12336
South Australia	45-54	52500	M	11762
South Australia	45-54	65625	F	11923
South Australia	45-54	65625	M	13673
South Australia	45-54	78750	F	7488
South Australia	45-54	78750	M	9807
South Australia	45-54	91875	F	6285
South Australia	45-54	91875	M	9013
South Australia	45-54	105000	F	4189
South Australia	45-54	105000	M	7022
South Australia	45-54	157500	F	4357
South Australia	45-54	157500	M	10885
South Australia	45-54	Inf	F	1907
South Australia	45-54	Inf	M	6332
South Australia	55-64		F	7092
South Australia	55-64		M	7418
South Australia	55-64	0	F	10079
South Australia	55-64	0	M	4559
South Australia	55-64	7875	F	4654
South Australia	55-64	7875	M	2376
South Australia	55-64	15750	F	10753
South Australia	55-64	15750	M	7550
South Australia	55-64	21000	F	11232
South Australia	55-64	21000	M	7915
South Australia	55-64	26250	F	10561
South Australia	55-64	26250	M	7161
South Australia	55-64	34125	F	10328
South Australia	55-64	34125	M	6440
South Australia	55-64	42000	F	9237
South Australia	55-64	42000	M	7407
South Australia	55-64	52500	F	9391
South Australia	55-64	52500	M	10309
South Australia	55-64	65625	F	9077
South Australia	55-64	65625	M	11849
South Australia	55-64	78750	F	5211
South Australia	55-64	78750	M	7647
South Australia	55-64	91875	F	4632
South Australia	55-64	91875	M	6867
South Australia	55-64	105000	F	3181
South Australia	55-64	105000	M	4979
South Australia	55-64	157500	F	2921
South Australia	55-64	157500	M	7057
South Australia	55-64	Inf	F	1393
South Australia	55-64	Inf	M	4628
South Australia	65-74		F	7181
South Australia	65-74		M	6525
South Australia	65-74	0	F	3577
South Australia	65-74	0	M	2448
South Australia	65-74	7875	F	2894
South Australia	65-74	7875	M	1807
South Australia	65-74	15750	F	8615
South Australia	65-74	15750	M	6495
South Australia	65-74	21000	F	20394
South Australia	65-74	21000	M	15945
South Australia	65-74	26250	F	17433
South Australia	65-74	26250	M	11922
South Australia	65-74	34125	F	10039
South Australia	65-74	34125	M	8750
South Australia	65-74	42000	F	5993
South Australia	65-74	42000	M	6396
South Australia	65-74	52500	F	4000
South Australia	65-74	52500	M	5912
South Australia	65-74	65625	F	2827
South Australia	65-74	65625	M	5552
South Australia	65-74	78750	F	1427
South Australia	65-74	78750	M	2915
South Australia	65-74	91875	F	1032
South Australia	65-74	91875	M	1882
South Australia	65-74	105000	F	656
South Australia	65-74	105000	M	1297
South Australia	65-74	157500	F	752
South Australia	65-74	157500	M	1708
South Australia	65-74	Inf	F	706
South Australia	65-74	Inf	M	1744
South Australia	75-84		F	6098
South Australia	75-84		M	4497
South Australia	75-84	0	F	1277
South Australia	75-84	0	M	851
South Australia	75-84	7875	F	969
South Australia	75-84	7875	M	674
South Australia	75-84	15750	F	4541
South Australia	75-84	15750	M	3688
South Australia	75-84	21000	F	12509
South Australia	75-84	21000	M	11811
South Australia	75-84	26250	F	13436
South Australia	75-84	26250	M	7321
South Australia	75-84	34125	F	5160
South Australia	75-84	34125	M	4501
South Australia	75-84	42000	F	2922
South Australia	75-84	42000	M	3347
South Australia	75-84	52500	F	1473
South Australia	75-84	52500	M	2104
South Australia	75-84	65625	F	953
South Australia	75-84	65625	M	1531
South Australia	75-84	78750	F	360
South Australia	75-84	78750	M	605
South Australia	75-84	91875	F	304
South Australia	75-84	91875	M	421
South Australia	75-84	105000	F	189
South Australia	75-84	105000	M	257
South Australia	75-84	157500	F	261
South Australia	75-84	157500	M	374
South Australia	75-84	Inf	F	371
South Australia	75-84	Inf	M	460
South Australia	85+		F	5646
South Australia	85+		M	2687
South Australia	85+	0	F	704
South Australia	85+	0	M	416
South Australia	85+	7875	F	376
South Australia	85+	7875	M	218
South Australia	85+	15750	F	1631
South Australia	85+	15750	M	1107
South Australia	85+	21000	F	4623
South Australia	85+	21000	M	3795
South Australia	85+	26250	F	8228
South Australia	85+	26250	M	3294
South Australia	85+	34125	F	3342
South Australia	85+	34125	M	1489
South Australia	85+	42000	F	1315
South Australia	85+	42000	M	1166
South Australia	85+	52500	F	859
South Australia	85+	52500	M	757
South Australia	85+	65625	F	578
South Australia	85+	65625	M	591
South Australia	85+	78750	F	202
South Australia	85+	78750	M	218
South Australia	85+	91875	F	188
South Australia	85+	91875	M	151
South Australia	85+	105000	F	100
South Australia	85+	105000	M	111
South Australia	85+	157500	F	125
South Australia	85+	157500	M	145
South Australia	85+	Inf	F	233
South Australia	85+	Inf	M	199
Western Australia	15-19		F	6430
Western Australia	15-19		M	7311
Western Australia	15-19	0	F	30362
Western Australia	15-19	0	M	36101
Western Australia	15-19	7875	F	18177
Western Australia	15-19	7875	M	14767
Western Australia	15-19	15750	F	8032
Western Australia	15-19	15750	M	6332
Western Australia	15-19	21000	F	3090
Western Australia	15-19	21000	M	3033
Western Australia	15-19	26250	F	2376
Western Australia	15-19	26250	M	3028
Western Australia	15-19	34125	F	2184
Western Australia	15-19	34125	M	2899
Western Australia	15-19	42000	F	1207
Western Australia	15-19	42000	M	1699
Western Australia	15-19	52500	F	567
Western Australia	15-19	52500	M	1005
Western Australia	15-19	65625	F	233
Western Australia	15-19	65625	M	511
Western Australia	15-19	78750	F	62
Western Australia	15-19	78750	M	169
Western Australia	15-19	91875	F	44
Western Australia	15-19	91875	M	86
Western Australia	15-19	105000	F	26
Western Australia	15-19	105000	M	40
Western Australia	15-19	157500	F	22
Western Australia	15-19	157500	M	50
Western Australia	15-19	Inf	F	55
Western Australia	15-19	Inf	M	83
Western Australia	20-24		F	6562
Western Australia	20-24		M	7913
Western Australia	20-24	0	F	8684
Western Australia	20-24	0	M	9806
Western Australia	20-24	7875	F	5237
Western Australia	20-24	7875	M	4965
Western Australia	20-24	15750	F	9247
Western Australia	20-24	15750	M	8529
Western Australia	20-24	21000	F	6644
Western Australia	20-24	21000	M	5367
Western Australia	20-24	26250	F	6536
Western Australia	20-24	26250	M	5310
Western Australia	20-24	34125	F	8166
Western Australia	20-24	34125	M	6955
Western Australia	20-24	42000	F	8542
Western Australia	20-24	42000	M	8017
Western Australia	20-24	52500	F	7629
Western Australia	20-24	52500	M	8530
Western Australia	20-24	65625	F	5567
Western Australia	20-24	65625	M	7293
Western Australia	20-24	78750	F	2967
Western Australia	20-24	78750	M	3854
Western Australia	20-24	91875	F	1067
Western Australia	20-24	91875	M	2362
Western Australia	20-24	105000	F	428
Western Australia	20-24	105000	M	1311
Western Australia	20-24	157500	F	344
Western Australia	20-24	157500	M	1723
Western Australia	20-24	Inf	F	154
Western Australia	20-24	Inf	M	626
Western Australia	25-34		F	15763
Western Australia	25-34		M	20992
Western Australia	25-34	0	F	22370
Western Australia	25-34	0	M	7795
Western Australia	25-34	7875	F	6753
Western Australia	25-34	7875	M	2007
Western Australia	25-34	15750	F	11700
Western Australia	25-34	15750	M	7554
Western Australia	25-34	21000	F	10087
Western Australia	25-34	21000	M	5144
Western Australia	25-34	26250	F	10550
Western Australia	25-34	26250	M	5478
Western Australia	25-34	34125	F	14958
Western Australia	25-34	34125	M	7363
Western Australia	25-34	42000	F	15715
Western Australia	25-34	42000	M	10768
Western Australia	25-34	52500	F	17704
Western Australia	25-34	52500	M	17896
Western Australia	25-34	65625	F	19935
Western Australia	25-34	65625	M	24146
Western Australia	25-34	78750	F	14698
Western Australia	25-34	78750	M	19066
Western Australia	25-34	91875	F	11535
Western Australia	25-34	91875	M	17269
Western Australia	25-34	105000	F	6895
Western Australia	25-34	105000	M	12843
Western Australia	25-34	157500	F	7564
Western Australia	25-34	157500	M	22839
Western Australia	25-34	Inf	F	2012
Western Australia	25-34	Inf	M	9774
Western Australia	35-44		F	12411
Western Australia	35-44		M	17274
Western Australia	35-44	0	F	20562
Western Australia	35-44	0	M	5029
Western Australia	35-44	7875	F	7206
Western Australia	35-44	7875	M	1384
Western Australia	35-44	15750	F	11010
Western Australia	35-44	15750	M	5196
Western Australia	35-44	21000	F	9800
Western Australia	35-44	21000	M	3718
Western Australia	35-44	26250	F	10286
Western Australia	35-44	26250	M	3864
Western Australia	35-44	34125	F	14315
Western Australia	35-44	34125	M	4748
Western Australia	35-44	42000	F	14246
Western Australia	35-44	42000	M	6792
Western Australia	35-44	52500	F	14857
Western Australia	35-44	52500	M	11758
Western Australia	35-44	65625	F	15050
Western Australia	35-44	65625	M	17766
Western Australia	35-44	78750	F	11080
Western Australia	35-44	78750	M	15739
Western Australia	35-44	91875	F	9669
Western Australia	35-44	91875	M	16076
Western Australia	35-44	105000	F	6927
Western Australia	35-44	105000	M	14172
Western Australia	35-44	157500	F	9530
Western Australia	35-44	157500	M	29537
Western Australia	35-44	Inf	F	4579
Western Australia	35-44	Inf	M	20480
Western Australia	45-54		F	12289
Western Australia	45-54		M	15975
Western Australia	45-54	0	F	15600
Western Australia	45-54	0	M	5494
Western Australia	45-54	7875	F	5242
Western Australia	45-54	7875	M	1645
Western Australia	45-54	15750	F	9558
Western Australia	45-54	15750	M	5501
Western Australia	45-54	21000	F	9420
Western Australia	45-54	21000	M	4633
Western Australia	45-54	26250	F	10227
Western Australia	45-54	26250	M	4524
Western Australia	45-54	34125	F	13721
Western Australia	45-54	34125	M	5038
Western Australia	45-54	42000	F	14531
Western Australia	45-54	42000	M	6567
Western Australia	45-54	52500	F	16130
Western Australia	45-54	52500	M	11438
Western Australia	45-54	65625	F	16728
Western Australia	45-54	65625	M	16490
Western Australia	45-54	78750	F	11769
Western Australia	45-54	78750	M	14182
Western Australia	45-54	91875	F	10041
Western Australia	45-54	91875	M	15118
Western Australia	45-54	105000	F	7211
Western Australia	45-54	105000	M	12936
Western Australia	45-54	157500	F	9842
Western Australia	45-54	157500	M	27076
Western Australia	45-54	Inf	F	4523
Western Australia	45-54	Inf	M	21512
Western Australia	55-64		F	11262
Western Australia	55-64		M	12588
Western Australia	55-64	0	F	17709
Western Australia	55-64	0	M	7347
Western Australia	55-64	7875	F	5906
Western Australia	55-64	7875	M	2594
Western Australia	55-64	15750	F	11684
Western Australia	55-64	15750	M	7024
Western Australia	55-64	21000	F	11634
Western Australia	55-64	21000	M	6769
Western Australia	55-64	26250	F	10791
Western Australia	55-64	26250	M	6226
Western Australia	55-64	34125	F	11701
Western Australia	55-64	34125	M	6374
Western Australia	55-64	42000	F	11022
Western Australia	55-64	42000	M	7047
Western Australia	55-64	52500	F	11352
Western Australia	55-64	52500	M	10387
Western Australia	55-64	65625	F	12258
Western Australia	55-64	65625	M	13899
Western Australia	55-64	78750	F	7857
Western Australia	55-64	78750	M	10656
Western Australia	55-64	91875	F	6578
Western Australia	55-64	91875	M	10636
Western Australia	55-64	105000	F	4694
Western Australia	55-64	105000	M	8821
Western Australia	55-64	157500	F	5988
Western Australia	55-64	157500	M	16268
Western Australia	55-64	Inf	F	2644
Western Australia	55-64	Inf	M	12308
Western Australia	65-74		F	9867
Western Australia	65-74		M	9460
Western Australia	65-74	0	F	6421
Western Australia	65-74	0	M	4435
Western Australia	65-74	7875	F	3449
Western Australia	65-74	7875	M	2447
Western Australia	65-74	15750	F	9836
Western Australia	65-74	15750	M	7687
Western Australia	65-74	21000	F	20701
Western Australia	65-74	21000	M	16282
Western Australia	65-74	26250	F	17605
Western Australia	65-74	26250	M	12244
Western Australia	65-74	34125	F	11068
Western Australia	65-74	34125	M	9950
Western Australia	65-74	42000	F	6862
Western Australia	65-74	42000	M	7365
Western Australia	65-74	52500	F	4613
Western Australia	65-74	52500	M	6700
Western Australia	65-74	65625	F	3712
Western Australia	65-74	65625	M	6667
Western Australia	65-74	78750	F	2005
Western Australia	65-74	78750	M	3920
Western Australia	65-74	91875	F	1480
Western Australia	65-74	91875	M	2980
Western Australia	65-74	105000	F	959
Western Australia	65-74	105000	M	2104
Western Australia	65-74	157500	F	1282
Western Australia	65-74	157500	M	3361
Western Australia	65-74	Inf	F	1038
Western Australia	65-74	Inf	M	3159
Western Australia	75-84		F	8498
Western Australia	75-84		M	6237
Western Australia	75-84	0	F	2093
Western Australia	75-84	0	M	1474
Western Australia	75-84	7875	F	1268
Western Australia	75-84	7875	M	890
Western Australia	75-84	15750	F	4899
Western Australia	75-84	15750	M	4120
Western Australia	75-84	21000	F	12695
Western Australia	75-84	21000	M	12106
Western Australia	75-84	26250	F	13272
Western Australia	75-84	26250	M	7596
Western Australia	75-84	34125	F	5418
Western Australia	75-84	34125	M	5055
Western Australia	75-84	42000	F	3097
Western Australia	75-84	42000	M	3536
Western Australia	75-84	52500	F	1808
Western Australia	75-84	52500	M	2037
Western Australia	75-84	65625	F	1249
Western Australia	75-84	65625	M	1692
Western Australia	75-84	78750	F	462
Western Australia	75-84	78750	M	834
Western Australia	75-84	91875	F	381
Western Australia	75-84	91875	M	592
Western Australia	75-84	105000	F	252
Western Australia	75-84	105000	M	381
Western Australia	75-84	157500	F	378
Western Australia	75-84	157500	M	609
Western Australia	75-84	Inf	F	476
Western Australia	75-84	Inf	M	701
Western Australia	85+		F	7165
Western Australia	85+		M	3345
Western Australia	85+	0	F	772
Western Australia	85+	0	M	408
Western Australia	85+	7875	F	456
Western Australia	85+	7875	M	265
Western Australia	85+	15750	F	1575
Western Australia	85+	15750	M	1088
Western Australia	85+	21000	F	3856
Western Australia	85+	21000	M	3321
Western Australia	85+	26250	F	6441
Western Australia	85+	26250	M	2649
Western Australia	85+	34125	F	2779
Western Australia	85+	34125	M	1437
Western Australia	85+	42000	F	1272
Western Australia	85+	42000	M	1064
Western Australia	85+	52500	F	891
Western Australia	85+	52500	M	719
Western Australia	85+	65625	F	582
Western Australia	85+	65625	M	597
Western Australia	85+	78750	F	169
Western Australia	85+	78750	M	264
Western Australia	85+	91875	F	155
Western Australia	85+	91875	M	171
Western Australia	85+	105000	F	114
Western Australia	85+	105000	M	134
Western Australia	85+	157500	F	158
Western Australia	85+	157500	M	170
Western Australia	85+	Inf	F	190
Western Australia	85+	Inf	M	212
Tasmania	15-19		F	1454
Tasmania	15-19		M	1592
Tasmania	15-19	0	F	5542
Tasmania	15-19	0	M	7040
Tasmania	15-19	7875	F	3968
Tasmania	15-19	7875	M	3213
Tasmania	15-19	15750	F	1948
Tasmania	15-19	15750	M	1545
Tasmania	15-19	21000	F	761
Tasmania	15-19	21000	M	602
Tasmania	15-19	26250	F	639
Tasmania	15-19	26250	M	712
Tasmania	15-19	34125	F	487
Tasmania	15-19	34125	M	623
Tasmania	15-19	42000	F	189
Tasmania	15-19	42000	M	361
Tasmania	15-19	52500	F	72
Tasmania	15-19	52500	M	155
Tasmania	15-19	65625	F	33
Tasmania	15-19	65625	M	62
Tasmania	15-19	78750	F	8
Tasmania	15-19	78750	M	13
Tasmania	15-19	91875	M	16
Tasmania	15-19	105000	F	3
Tasmania	15-19	105000	M	6
Tasmania	15-19	157500	M	4
Tasmania	15-19	Inf	F	13
Tasmania	15-19	Inf	M	19
Tasmania	20-24		F	1061
Tasmania	20-24		M	1192
Tasmania	20-24	0	F	1020
Tasmania	20-24	0	M	1320
Tasmania	20-24	7875	F	938
Tasmania	20-24	7875	M	986
Tasmania	20-24	15750	F	2161
Tasmania	20-24	15750	M	2253
Tasmania	20-24	21000	F	1430
Tasmania	20-24	21000	M	1096
Tasmania	20-24	26250	F	1560
Tasmania	20-24	26250	M	1193
Tasmania	20-24	34125	F	2021
Tasmania	20-24	34125	M	1658
Tasmania	20-24	42000	F	1890
Tasmania	20-24	42000	M	2052
Tasmania	20-24	52500	F	1264
Tasmania	20-24	52500	M	1740
Tasmania	20-24	65625	F	768
Tasmania	20-24	65625	M	1041
Tasmania	20-24	78750	F	296
Tasmania	20-24	78750	M	420
Tasmania	20-24	91875	F	76
Tasmania	20-24	91875	M	170
Tasmania	20-24	105000	F	22
Tasmania	20-24	105000	M	76
Tasmania	20-24	157500	F	22
Tasmania	20-24	157500	M	52
Tasmania	20-24	Inf	F	47
Tasmania	20-24	Inf	M	37
Tasmania	25-34		F	1996
Tasmania	25-34		M	2261
Tasmania	25-34	0	F	1679
Tasmania	25-34	0	M	950
Tasmania	25-34	7875	F	904
Tasmania	25-34	7875	M	426
Tasmania	25-34	15750	F	2471
Tasmania	25-34	15750	M	1919
Tasmania	25-34	21000	F	2285
Tasmania	25-34	21000	M	1277
Tasmania	25-34	26250	F	2538
Tasmania	25-34	26250	M	1382
Tasmania	25-34	34125	F	3650
Tasmania	25-34	34125	M	1847
Tasmania	25-34	42000	F	3599
Tasmania	25-34	42000	M	2819
Tasmania	25-34	52500	F	3215
Tasmania	25-34	52500	M	4225
Tasmania	25-34	65625	F	3066
Tasmania	25-34	65625	M	4198
Tasmania	25-34	78750	F	1906
Tasmania	25-34	78750	M	2717
Tasmania	25-34	91875	F	1243
Tasmania	25-34	91875	M	1843
Tasmania	25-34	105000	F	609
Tasmania	25-34	105000	M	1065
Tasmania	25-34	157500	F	411
Tasmania	25-34	157500	M	1075
Tasmania	25-34	Inf	F	135
Tasmania	25-34	Inf	M	320
Tasmania	35-44		F	2014
Tasmania	35-44		M	2172
Tasmania	35-44	0	F	1533
Tasmania	35-44	0	M	645
Tasmania	35-44	7875	F	1043
Tasmania	35-44	7875	M	346
Tasmania	35-44	15750	F	2351
Tasmania	35-44	15750	M	1576
Tasmania	35-44	21000	F	2368
Tasmania	35-44	21000	M	1296
Tasmania	35-44	26250	F	2682
Tasmania	35-44	26250	M	1353
Tasmania	35-44	34125	F	3788
Tasmania	35-44	34125	M	1515
Tasmania	35-44	42000	F	3498
Tasmania	35-44	42000	M	2209
Tasmania	35-44	52500	F	3185
Tasmania	35-44	52500	M	3227
Tasmania	35-44	65625	F	2909
Tasmania	35-44	65625	M	3756
Tasmania	35-44	78750	F	1967
Tasmania	35-44	78750	M	2830
Tasmania	35-44	91875	F	1564
Tasmania	35-44	91875	M	2554
Tasmania	35-44	105000	F	1027
Tasmania	35-44	105000	M	1874
Tasmania	35-44	157500	F	911
Tasmania	35-44	157500	M	2317
Tasmania	35-44	Inf	F	393
Tasmania	35-44	Inf	M	943
Tasmania	45-54		F	2336
Tasmania	45-54		M	2648
Tasmania	45-54	0	F	1900
Tasmania	45-54	0	M	833
Tasmania	45-54	7875	F	1102
Tasmania	45-54	7875	M	453
Tasmania	45-54	15750	F	2513
Tasmania	45-54	15750	M	1893
Tasmania	45-54	21000	F	2906
Tasmania	45-54	21000	M	1892
Tasmania	45-54	26250	F	3257
Tasmania	45-54	26250	M	2015
Tasmania	45-54	34125	F	3799
Tasmania	45-54	34125	M	1731
Tasmania	45-54	42000	F	3803
Tasmania	45-54	42000	M	2550
Tasmania	45-54	52500	F	3684
Tasmania	45-54	52500	M	3657
Tasmania	45-54	65625	F	3601
Tasmania	45-54	65625	M	4142
Tasmania	45-54	78750	F	2273
Tasmania	45-54	78750	M	2962
Tasmania	45-54	91875	F	1989
Tasmania	45-54	91875	M	2849
Tasmania	45-54	105000	F	1241
Tasmania	45-54	105000	M	2140
Tasmania	45-54	157500	F	1266
Tasmania	45-54	157500	M	2715
Tasmania	45-54	Inf	F	482
Tasmania	45-54	Inf	M	1424
Tasmania	55-64		F	2793
Tasmania	55-64		M	2834
Tasmania	55-64	0	F	3066
Tasmania	55-64	0	M	1436
Tasmania	55-64	7875	F	1534
Tasmania	55-64	7875	M	837
Tasmania	55-64	15750	F	3841
Tasmania	55-64	15750	M	2722
Tasmania	55-64	21000	F	4432
Tasmania	55-64	21000	M	3097
Tasmania	55-64	26250	F	3960
Tasmania	55-64	26250	M	2616
Tasmania	55-64	34125	F	3611
Tasmania	55-64	34125	M	2408
Tasmania	55-64	42000	F	3010
Tasmania	55-64	42000	M	2703
Tasmania	55-64	52500	F	2875
Tasmania	55-64	52500	M	3531
Tasmania	55-64	65625	F	2839
Tasmania	55-64	65625	M	3760
Tasmania	55-64	78750	F	1669
Tasmania	55-64	78750	M	2380
Tasmania	55-64	91875	F	1400
Tasmania	55-64	91875	M	2229
Tasmania	55-64	105000	F	889
Tasmania	55-64	105000	M	1466
Tasmania	55-64	157500	F	803
Tasmania	55-64	157500	M	1851
Tasmania	55-64	Inf	F	364
Tasmania	55-64	Inf	M	1194
Tasmania	65-74		F	2840
Tasmania	65-74		M	2681
Tasmania	65-74	0	F	909
Tasmania	65-74	0	M	736
Tasmania	65-74	7875	F	811
Tasmania	65-74	7875	M	594
Tasmania	65-74	15750	F	2931
Tasmania	65-74	15750	M	2496
Tasmania	65-74	21000	F	7162
Tasmania	65-74	21000	M	5996
Tasmania	65-74	26250	F	6048
Tasmania	65-74	26250	M	4233
Tasmania	65-74	34125	F	3428
Tasmania	65-74	34125	M	3003
Tasmania	65-74	42000	F	1996
Tasmania	65-74	42000	M	2174
Tasmania	65-74	52500	F	1236
Tasmania	65-74	52500	M	1859
Tasmania	65-74	65625	F	786
Tasmania	65-74	65625	M	1765
Tasmania	65-74	78750	F	386
Tasmania	65-74	78750	M	800
Tasmania	65-74	91875	F	256
Tasmania	65-74	91875	M	532
Tasmania	65-74	105000	F	155
Tasmania	65-74	105000	M	298
Tasmania	65-74	157500	F	170
Tasmania	65-74	157500	M	454
Tasmania	65-74	Inf	F	191
Tasmania	65-74	Inf	M	446
Tasmania	75-84		F	2125
Tasmania	75-84		M	1593
Tasmania	75-84	0	F	279
Tasmania	75-84	0	M	246
Tasmania	75-84	7875	F	227
Tasmania	75-84	7875	M	181
Tasmania	75-84	15750	F	1239
Tasmania	75-84	15750	M	1129
Tasmania	75-84	21000	F	3690
Tasmania	75-84	21000	M	3804
Tasmania	75-84	26250	F	4532
Tasmania	75-84	26250	M	2517
Tasmania	75-84	34125	F	1684
Tasmania	75-84	34125	M	1432
Tasmania	75-84	42000	F	911
Tasmania	75-84	42000	M	1053
Tasmania	75-84	52500	F	518
Tasmania	75-84	52500	M	649
Tasmania	75-84	65625	F	321
Tasmania	75-84	65625	M	477
Tasmania	75-84	78750	F	96
Tasmania	75-84	78750	M	184
Tasmania	75-84	91875	F	77
Tasmania	75-84	91875	M	133
Tasmania	75-84	105000	F	52
Tasmania	75-84	105000	M	62
Tasmania	75-84	157500	F	66
Tasmania	75-84	157500	M	112
Tasmania	75-84	Inf	F	102
Tasmania	75-84	Inf	M	110
Tasmania	85+		F	1367
Tasmania	85+		M	692
Tasmania	85+	0	F	109
Tasmania	85+	0	M	66
Tasmania	85+	7875	F	80
Tasmania	85+	7875	M	30
Tasmania	85+	15750	F	403
Tasmania	85+	15750	M	271
Tasmania	85+	21000	F	1092
Tasmania	85+	21000	M	960
Tasmania	85+	26250	F	2355
Tasmania	85+	26250	M	941
Tasmania	85+	34125	F	1021
Tasmania	85+	34125	M	469
Tasmania	85+	42000	F	392
Tasmania	85+	42000	M	336
Tasmania	85+	52500	F	243
Tasmania	85+	52500	M	198
Tasmania	85+	65625	F	152
Tasmania	85+	65625	M	156
Tasmania	85+	78750	F	49
Tasmania	85+	78750	M	75
Tasmania	85+	91875	F	44
Tasmania	85+	91875	M	54
Tasmania	85+	105000	F	30
Tasmania	85+	105000	M	21
Tasmania	85+	157500	F	32
Tasmania	85+	157500	M	36
Tasmania	85+	Inf	F	54
Tasmania	85+	Inf	M	45
Northern Territory	15-19		F	1361
Northern Territory	15-19		M	1636
Northern Territory	15-19	0	F	2147
Northern Territory	15-19	0	M	2669
Northern Territory	15-19	7875	F	1117
Northern Territory	15-19	7875	M	1073
Northern Territory	15-19	15750	F	853
Northern Territory	15-19	15750	M	742
Northern Territory	15-19	21000	F	231
Northern Territory	15-19	21000	M	248
Northern Territory	15-19	26250	F	207
Northern Territory	15-19	26250	M	204
Northern Territory	15-19	34125	F	211
Northern Territory	15-19	34125	M	287
Northern Territory	15-19	42000	F	228
Northern Territory	15-19	42000	M	228
Northern Territory	15-19	52500	F	153
Northern Territory	15-19	52500	M	214
Northern Territory	15-19	65625	F	66
Northern Territory	15-19	65625	M	104
Northern Territory	15-19	78750	F	12
Northern Territory	15-19	78750	M	28
