LGA_CODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
LGA53360,1244,..,..,..,..,1244,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,9,0,9,0,9,..,0
LGA53430,10806,..,..,..,..,10806,..,16,0,16,0,16,..,18,3,17,0,17,..,8,0,8,0,8,..,13,3,15,0,15,..,45,22,64,0,64,..,3,0,3,0,3,..,58,18,80,0,80,..,86,11,90,0,94,..,27,0,27,0,27,..,133,8,139,3,141,..,114,4,116,3,120,..,26,3,28,0,28,..,5,0,5,0,5,..,11,0,11,0,12,..,13,0,15,0,15,..,4,0,4,0,4,..,8,0,8,0,8,..,17,0,20,0,20,..,56,0,62,0,58,..,475,81,554,8,556,..,34,8,38,3,40,..,6,3,17,0,17,..,5,0,9,0,9,..,0,0,0,0,0,..,21,3,26,0,26,..,28,4,30,0,30,..,9,0,14,0,14,..,0,0,0,0,0,..,21,9,29,0,29,..,14,0,14,0,14,..,20,0,20,0,20,..,31,0,31,0,31,..,10
LGA53570,2236,..,..,..,..,2236,..,11,0,11,0,11,..,3,0,3,0,3,..,3,0,3,0,3,..,5,4,4,0,4,..,12,30,34,0,34,..,0,0,0,0,0,..,11,28,43,0,43,..,0,0,0,0,0,..,5,0,5,0,5,..,7,0,7,0,7,..,9,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,3,23,0,20,..,0,0,0,0,0,..,0,3,4,0,4,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,25,0,25,..,0,0,0,0,0,..,14,0,14,0,14,..,3
LGA53640,543,..,..,..,..,543,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,14,0,14,..,0,0,0,0,0,..,6,0,12,0,7,..,0
LGA53710,455,..,..,..,..,455,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA53780,37087,..,..,..,..,37087,..,262,3,263,3,271,..,841,135,980,8,985,..,32,0,32,0,32,..,744,197,938,5,940,..,2044,903,2945,8,2959,..,194,63,258,0,256,..,2980,1168,4143,12,4154,..,33,8,43,0,43,..,105,3,113,0,110,..,186,15,196,0,201,..,102,3,104,0,107,..,40,0,43,0,43,..,242,18,261,0,257,..,552,22,576,4,579,..,920,106,1018,8,1031,..,267,14,281,6,286,..,496,40,532,0,532,..,332,27,357,0,357,..,2810,214,3023,21,3047,..,348,34,379,12,391,..,61,15,69,0,69,..,196,85,276,0,279,..,15,0,15,0,15,..,3,0,3,0,3,..,236,63,300,3,301,..,80,3,84,0,84,..,30,4,35,0,35,..,73,7,82,0,82,..,41,18,61,0,61,..,442,29,473,3,480,..,685,64,750,7,753,..,735,24,761,7,763,..,436
LGA53800,15975,..,..,..,..,15975,..,146,0,153,0,153,..,19,0,19,0,19,..,30,0,30,0,30,..,15,3,15,0,15,..,28,13,35,0,37,..,0,3,3,0,3,..,38,16,53,0,52,..,6,0,6,0,6,..,16,0,16,0,16,..,26,3,34,0,34,..,58,4,62,0,63,..,6,3,8,0,8,..,12,0,7,0,7,..,18,0,20,0,20,..,15,0,13,0,13,..,18,0,18,0,18,..,19,0,23,0,23,..,14,3,16,0,16,..,94,7,99,0,99,..,90,15,100,0,100,..,8,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,70,4,69,0,70,..,22,3,21,0,21,..,103,4,109,0,110,..,120
LGA53920,692,..,..,..,..,692,..,0,0,0,0,0,..,0,0,0,0,0,..,420,57,475,34,503,..,0,0,0,0,0,..,9,0,7,0,7,..,0,0,0,0,0,..,6,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3
LGA53990,11387,..,..,..,..,11387,..,74,12,86,4,86,..,7,0,7,0,7,..,3,0,3,0,3,..,8,3,6,0,6,..,35,42,79,0,79,..,0,0,0,0,0,..,44,40,86,0,86,..,3,0,3,0,3,..,22,0,22,3,22,..,13,0,13,0,13,..,20,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,12,..,3,0,3,0,3,..,5,0,4,0,4,..,3,0,3,0,3,..,10,0,16,0,16,..,29,0,34,3,35,..,182,15,190,3,196,..,11,0,11,0,11,..,12,7,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,4,0,4,..,82,0,81,0,81,..,3,4,7,0,7,..,78,9,86,0,86,..,26
LGA54060,1640,..,..,..,..,1640,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA54130,526,..,..,..,..,526,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA54170,65543,..,..,..,..,65543,..,869,11,880,7,889,..,343,26,372,4,374,..,14,0,11,0,11,..,257,67,329,0,331,..,473,137,609,0,611,..,52,8,61,0,61,..,786,211,991,4,999,..,111,10,126,0,128,..,165,0,164,0,164,..,276,9,284,6,286,..,415,3,424,4,425,..,132,8,137,0,137,..,36,3,44,0,44,..,126,3,131,0,131,..,98,6,100,0,100,..,36,0,36,0,36,..,39,3,40,0,39,..,264,5,267,0,267,..,596,20,615,0,616,..,529,38,560,3,564,..,137,30,163,0,163,..,47,9,55,0,55,..,129,10,139,0,137,..,10,0,10,0,10,..,183,18,200,0,200,..,278,26,302,3,308,..,71,14,84,0,84,..,13,0,13,0,13,..,114,8,118,0,118,..,55,0,55,0,59,..,104,6,104,0,106,..,96,0,98,0,98,..,109
LGA54200,23620,..,..,..,..,23620,..,101,0,102,0,102,..,61,14,68,0,68,..,9,0,9,0,9,..,46,7,57,0,57,..,191,58,250,3,252,..,13,0,13,0,13,..,256,66,322,4,320,..,21,0,25,3,24,..,64,0,64,0,64,..,100,6,110,0,108,..,103,7,109,0,109,..,14,0,17,0,17,..,80,5,89,0,89,..,93,5,100,3,100,..,80,4,79,0,79,..,49,3,56,0,56,..,16,0,17,0,17,..,36,4,43,0,43,..,359,22,383,3,389,..,271,18,296,7,302,..,22,0,25,0,25,..,17,3,20,0,20,..,4,0,4,0,4,..,0,0,0,0,0,..,18,8,22,0,22,..,43,4,45,0,45,..,14,0,14,0,20,..,16,0,16,0,16,..,32,8,38,0,38,..,105,3,106,0,106,..,56,7,59,0,59,..,143,3,151,0,149,..,67
LGA54280,12279,..,..,..,..,12279,..,204,0,205,3,202,..,20,0,27,0,27,..,83,6,90,0,93,..,14,5,19,0,20,..,122,21,140,0,140,..,0,0,3,0,5,..,133,26,165,3,164,..,13,0,18,0,18,..,8,0,8,0,4,..,14,3,19,0,22,..,28,0,28,0,34,..,8,3,15,0,15,..,10,3,12,0,12,..,79,0,80,0,81,..,26,0,32,0,32,..,16,0,16,0,16,..,12,0,18,0,18,..,35,3,40,0,40,..,186,8,191,0,193,..,20,0,19,0,22,..,6,0,9,0,9,..,6,3,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,16,0,16,0,16,..,16,0,17,0,17,..,17,0,17,0,17,..,26,0,26,0,28,..,5,0,5,0,5,..,88,0,86,0,85,..,33,7,37,0,37,..,146,8,151,0,151,..,28
LGA54310,8753,..,..,..,..,8753,..,63,0,63,0,63,..,12,0,12,0,12,..,224,12,234,7,247,..,10,3,11,0,11,..,101,22,129,0,129,..,4,3,4,0,4,..,119,30,145,0,145,..,10,0,10,0,10,..,9,0,9,0,9,..,36,0,39,0,39,..,23,4,21,0,21,..,4,0,4,0,4,..,13,0,12,0,12,..,43,0,43,0,41,..,16,0,19,0,19,..,23,0,23,0,23,..,16,0,16,0,16,..,47,3,52,0,52,..,151,7,159,0,166,..,18,0,16,0,16,..,6,0,6,0,8,..,3,0,3,0,3,..,17,0,19,0,19,..,3,0,3,0,3,..,9,0,9,0,9,..,7,0,7,0,7,..,5,0,5,0,5,..,3,0,4,0,4,..,10,0,10,0,10,..,94,6,96,4,100,..,22,3,22,0,23,..,139,5,145,0,145,..,20
LGA54340,1427,..,..,..,..,1427,..,11,0,11,0,11,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,11,12,23,0,23,..,0,0,0,0,0,..,8,12,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,3,8,0,8,..,8,0,8,0,8,..,78
LGA54410,536,..,..,..,..,536,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0
LGA54480,261,..,..,..,..,261,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA54550,870,..,..,..,..,870,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,6,..,0,0,0,0,0,..,9,0,14,0,14,..,0
LGA54620,419,..,..,..,..,419,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA54690,207,..,..,..,..,207,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA54760,357,..,..,..,..,357,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA54830,13950,..,..,..,..,13950,..,102,0,105,0,105,..,46,3,51,0,51,..,4,0,4,0,4,..,56,14,74,0,74,..,138,59,196,3,200,..,10,3,13,0,13,..,205,71,283,3,281,..,18,0,20,0,22,..,19,0,19,0,19,..,46,6,54,0,54,..,50,0,46,0,46,..,12,0,15,0,15,..,41,3,49,0,49,..,155,9,164,0,164,..,263,23,288,0,292,..,56,3,60,0,56,..,63,3,64,0,64,..,110,14,120,0,120,..,688,54,743,3,744,..,68,9,76,4,73,..,33,5,34,0,34,..,30,32,62,0,62,..,12,0,12,0,12,..,5,0,5,0,5,..,24,5,29,0,26,..,25,0,26,0,26,..,15,3,17,0,21,..,18,0,17,0,17,..,57,20,73,0,75,..,292,21,311,4,315,..,42,0,43,0,45,..,413,15,423,0,428,..,97
LGA54900,571,..,..,..,..,571,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA54970,519,..,..,..,..,519,..,0,0,0,0,0,..,0,0,0,0,0,..,49,3,57,3,60,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0
