LGA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
LGA33960,0,0,0,6,9,1421,44,28,5,9,0,7,3,0,52,1569,271,3,3,0,0,0,0,0,3,25,303,59,0,0,0,0,0,0,0,0,5,70,49,7,3,0,0,0,0,0,0,3,54,4,0,0,0,0,0,0,0,0,0,4,111,7,3,0,0,0,0,0,0,7,130,0,0,0,0,0,0,0,0,0,0,0,386,10,6,0,0,0,0,0,3,28,432,11800,2497,3571,748,806,660,455,390,209,666,21807,4296,2343,3960,698,853,662,668,550,229,377,14638,793,186,402,54,129,104,119,144,136,131,2200,54,30,50,15,22,11,3,5,10,13,204,5146,2562,4407,771,995,781,793,701,374,526,17045,20,6,8,3,3,0,3,0,3,107,152,16966,5064,7988,1519,1810,1446,1245,1092,581,1297,39009
LGA33980,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,126,272,74,58,53,41,39,16,43,1346,95,75,263,66,61,43,34,27,17,22,704,5,0,9,3,0,3,13,5,4,3,45,0,0,4,0,0,0,0,0,0,0,3,100,73,276,69,63,43,46,34,21,23,750,0,0,0,0,0,0,0,0,0,3,4,726,198,552,140,127,99,90,69,37,69,2098
LGA34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,17
LGA34530,0,0,0,3,5,260,12,4,0,4,0,0,0,0,16,299,78,3,0,0,0,0,0,0,0,11,96,11,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,88,3,0,0,0,0,0,0,0,13,110,1917,257,343,46,96,58,42,36,23,97,2923,231,74,137,15,31,24,43,19,12,29,610,15,6,13,0,3,0,6,7,4,9,56,3,0,0,0,0,0,0,0,0,0,10,247,83,150,15,35,22,46,26,17,38,677,7,0,0,0,0,0,0,0,0,46,52,2171,339,491,68,130,79,86,65,43,186,3651
LGA34570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,12
LGA34580,0,0,0,0,3,277,8,3,0,0,0,0,0,0,9,298,53,0,0,0,0,0,0,0,0,6,64,9,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,16,81,2096,245,264,44,30,29,35,52,21,125,2941,282,131,257,44,70,107,144,187,132,101,1444,26,24,36,12,24,52,52,151,73,77,528,9,0,0,0,0,0,0,0,0,4,18,315,149,293,58,91,153,197,343,211,179,1993,8,0,0,0,0,0,3,0,0,62,80,2425,393,558,105,125,189,228,395,234,374,5010
LGA34590,0,0,0,9,25,3426,126,78,13,9,19,7,11,4,163,3858,710,18,5,6,0,3,3,0,0,95,840,170,7,4,3,0,0,0,0,0,21,200,166,3,3,0,3,0,0,0,3,40,222,9,0,0,0,0,0,0,0,0,3,7,344,8,5,0,3,0,0,0,3,62,433,8,3,0,0,0,0,0,0,0,13,22,1058,33,16,7,5,5,3,5,3,160,1295,27334,5413,6307,1115,1311,952,745,676,332,1461,45645,10587,4315,7354,1175,1315,1669,1185,934,530,714,29783,1905,578,1232,307,326,712,405,435,562,369,6838,127,46,91,18,7,24,15,18,12,27,397,12620,4942,8672,1498,1655,2404,1608,1387,1109,1117,37008,79,15,30,3,6,3,9,0,0,79,225,40038,10373,15005,2617,2971,3360,2350,2066,1442,2656,82883
LGA34710,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,16,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,122,13,19,4,8,6,3,0,0,8,181,15,5,10,4,6,0,3,4,0,4,59,0,0,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,15,5,13,9,6,0,3,10,0,4,70,0,0,0,0,0,0,0,0,0,0,0,135,15,35,16,9,5,8,12,0,15,252
LGA34770,0,0,0,3,3,590,8,17,0,5,4,3,0,0,25,660,128,9,0,0,0,0,0,0,0,9,148,34,0,0,0,0,0,0,0,0,3,42,19,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,3,53,0,0,0,0,0,0,0,0,10,65,0,0,0,0,0,0,0,0,0,0,0,185,9,0,0,0,0,0,0,0,22,211,4744,930,1421,379,312,166,126,81,58,249,8470,886,451,1733,300,378,235,252,173,77,81,4569,70,16,90,9,23,15,26,40,32,33,357,7,0,11,3,3,3,5,0,0,10,44,962,464,1835,317,409,252,286,217,117,120,4963,12,0,0,0,0,0,3,0,0,21,33,5721,1395,3251,691,721,422,410,295,170,390,13472
LGA34800,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,3,0,0,0,0,6,50,4,0,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,33,3,8,0,3,0,8,3,0,10,58
LGA34830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA34860,0,0,0,0,0,26,0,0,0,0,0,0,0,0,4,27,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,236,46,72,21,21,18,17,14,0,22,473,27,22,165,43,20,42,29,20,3,17,390,3,0,3,3,4,4,3,4,0,5,34,0,0,0,0,0,0,0,0,0,0,0,30,22,170,46,22,42,30,22,8,24,429,0,0,0,0,0,0,0,0,0,0,3,268,70,243,64,40,64,54,43,8,45,900
LGA34880,0,0,0,0,0,452,7,3,3,0,3,0,0,0,24,488,37,0,0,0,0,0,0,0,0,3,46,36,0,0,0,0,0,0,0,0,9,49,50,0,0,0,0,0,0,0,0,7,56,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,16,100,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,14,145,1484,159,139,29,40,35,24,31,13,82,2031,656,73,147,30,31,31,48,46,16,65,1149,166,8,8,5,4,6,16,39,13,53,304,12,0,0,0,0,0,0,0,0,0,15,838,75,157,29,41,44,68,82,28,110,1470,4,3,0,0,0,0,0,0,0,59,61,2323,238,298,59,75,70,90,115,45,251,3570
LGA35010,0,0,0,22,51,4542,208,155,23,34,17,13,16,4,174,5198,1159,32,17,4,3,3,3,8,3,90,1319,213,4,0,3,0,0,0,0,0,7,234,50,0,8,0,0,0,0,0,0,3,65,4,0,0,0,0,0,0,0,0,3,8,274,7,4,3,0,0,0,0,0,16,304,13,0,0,0,0,0,0,0,0,36,51,1440,42,28,6,4,3,4,7,3,139,1675,34330,7331,10032,1870,1778,1384,926,874,454,1603,60572,6770,2675,5412,1010,1020,740,669,687,408,479,19865,541,187,332,55,86,109,146,265,335,282,2343,87,21,40,5,6,4,4,8,6,16,213,7399,2888,5780,1068,1120,856,816,957,748,777,22417,95,10,17,0,0,4,0,0,3,268,400,41821,10219,15834,2944,2900,2240,1740,1832,1205,2649,83392
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,17,3,0,9,3,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,12,0,11,3,0,0,0,5,0,0,37
LGA35300,0,0,0,0,0,90,3,3,0,0,0,0,4,3,0,96,13,0,0,0,0,0,0,0,0,3,14,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,24,749,159,288,123,129,75,58,44,37,76,1737,253,105,369,85,121,92,66,41,31,31,1190,15,0,5,0,8,8,6,7,7,10,66,4,0,3,0,0,0,0,0,0,0,11,271,113,380,86,131,91,71,47,31,40,1266,4,3,0,0,0,0,0,0,0,0,11,1025,273,671,209,262,174,129,86,70,117,3015
LGA35600,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,9,14,0,3,0,4,0,0,7,134,9,4,23,0,0,10,32,6,12,3,97,0,0,15,0,0,7,24,6,6,0,62,0,0,0,0,0,0,0,0,0,0,3,9,7,37,4,0,16,58,14,15,3,161,0,0,0,0,0,0,0,3,0,0,0,106,13,53,4,3,17,61,16,15,11,297
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,19
LGA35740,0,0,0,7,15,981,70,38,0,8,3,3,3,0,30,1138,236,3,5,0,0,0,0,0,0,19,265,51,3,0,0,0,0,0,0,0,6,61,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0,0,0,11,66,14,0,0,0,0,0,0,0,0,18,39,304,11,4,0,0,0,0,0,0,51,365,5839,1172,1125,173,189,146,137,135,63,233,9213,871,214,323,37,83,84,72,62,50,39,1835,29,11,12,5,3,4,12,17,24,10,121,8,3,4,0,0,0,0,0,0,4,16,905,225,336,50,90,94,86,77,69,49,1974,35,6,13,0,3,0,0,0,0,33,81,6781,1402,1473,220,277,237,230,214,132,310,11270
LGA35760,0,0,0,0,0,64,0,0,0,0,0,0,0,0,3,76,10,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,13,391,36,30,3,8,10,4,6,5,35,528,63,11,58,10,19,15,26,49,26,65,342,0,0,6,0,0,0,3,47,16,16,97,0,0,0,0,0,0,0,0,0,3,6,62,11,62,11,23,13,33,98,41,90,445,0,0,0,0,0,0,0,0,0,4,7,464,46,92,16,34,24,35,102,46,124,982
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,8,0,0,0,0,0,0,9,58,11,0,3,0,3,0,0,0,0,3,23,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,3,0,0,0,3,4,27,0,0,0,0,0,0,0,0,0,0,0,40,6,16,3,3,3,3,0,3,12,80
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,3,0,0,0,0,33,8,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,7,3,0,0,0,3,47
LGA35800,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,36,0,8,3,0,0,0,0,0,3,54,5,0,0,0,0,6,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,38,0,8,4,0,5,0,0,0,5,67
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,3,6,0,0,0,0,0,3,0,32
LGA36150,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,3,6,0,0,0,0,0,6,44,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33,3,3,6,0,0,0,0,0,4,49
LGA36250,0,0,0,17,21,2131,106,83,7,9,12,10,10,0,94,2461,501,26,21,0,3,3,0,0,0,42,597,149,4,3,0,0,0,0,0,0,10,169,48,3,0,0,0,0,0,0,0,7,58,0,0,0,0,0,0,0,0,0,0,0,200,4,3,0,0,0,0,0,0,18,234,3,0,0,0,0,0,0,0,0,11,13,702,27,23,0,3,3,0,0,0,70,838,14678,3591,4221,755,644,494,328,319,166,630,25828,2830,921,1489,238,253,237,211,186,98,157,6609,308,42,68,15,29,26,24,40,20,48,618,22,3,19,0,3,0,0,3,3,6,54,3158,972,1573,247,278,260,236,228,119,204,7284,33,3,5,0,0,0,0,0,0,43,97,17864,4566,5802,1008,929,757,565,545,283,877,33203
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,4,0,3,3,0,0,0,3,35,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,20,5,6,3,3,3,0,0,0,3,46
LGA36370,0,0,0,0,0,254,6,6,0,3,3,0,0,0,30,304,60,0,0,0,0,0,0,0,0,11,76,13,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,12,92,2267,362,514,115,117,71,67,67,46,165,3786,428,324,1152,171,229,228,159,192,79,81,3047,35,57,229,34,96,39,14,51,37,40,631,0,0,5,0,0,0,5,0,3,0,16,472,387,1387,207,328,269,176,238,117,118,3688,4,0,7,0,0,0,0,0,0,6,15,2742,747,1901,320,443,338,243,304,159,287,7494
LGA36510,0,0,0,0,0,428,18,9,0,0,0,0,0,0,12,477,116,0,0,0,0,0,0,0,0,13,133,28,0,0,0,0,0,0,0,0,9,35,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,7,36,0,0,0,0,0,0,0,0,0,0,3,143,0,0,0,0,0,0,0,0,29,173,3373,499,444,66,26,73,45,33,15,175,4763,409,88,148,32,21,21,23,25,19,24,807,23,12,18,0,0,3,4,11,21,19,109,5,0,0,0,0,0,0,0,0,3,5,429,96,161,28,28,25,26,40,36,47,928,8,0,0,0,0,0,0,3,0,16,25,3807,601,613,103,58,101,71,80,55,239,5716
LGA36580,0,0,0,0,3,214,7,0,0,0,0,0,0,0,9,234,38,0,0,0,0,0,0,0,0,10,45,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,10,58,1611,188,120,38,32,14,11,20,7,90,2129,229,55,112,53,43,58,25,43,46,31,697,37,6,21,4,9,12,8,16,10,9,133,0,0,3,3,0,0,0,0,0,3,8,265,59,137,65,46,68,37,65,57,47,843,3,0,0,0,0,0,0,0,0,4,6,1876,245,256,98,78,90,48,79,66,138,2977
LGA36630,0,0,0,4,7,316,0,0,0,0,0,3,0,0,20,344,50,0,3,0,0,0,0,0,0,15,66,11,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,3,56,0,3,0,0,0,0,0,0,15,79,1901,119,107,19,19,7,19,10,5,123,2326,212,51,135,25,37,24,33,27,5,17,576,12,3,8,0,0,0,0,5,0,9,43,0,0,0,0,0,0,0,0,0,0,3,231,49,147,28,35,24,35,33,12,30,619,8,0,0,0,0,0,0,0,0,9,13,2138,173,253,43,56,29,54,45,16,159,2966
LGA36660,0,0,0,0,0,415,3,0,0,0,3,0,0,0,18,441,73,4,4,0,0,0,0,0,0,4,82,26,0,0,0,0,0,0,0,0,3,30,15,0,0,0,0,0,0,0,0,7,24,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,8,52,0,0,0,0,0,0,0,0,0,0,3,113,4,4,0,0,0,0,0,0,14,131,1924,161,150,28,44,34,20,11,11,116,2491,429,63,152,24,46,36,50,41,17,46,894,85,12,18,3,7,13,11,23,16,35,226,10,0,3,3,3,0,0,0,0,3,19,522,76,169,28,61,48,59,61,32,79,1141,4,0,0,0,0,0,0,0,0,3,11,2449,239,319,58,105,86,73,75,40,202,3639
