LGA_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
LGA57420,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,17,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,138,16,12,12,7,11,4,0,3,10,222,11,7,18,3,9,0,13,8,3,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,3,9,0,12,8,5,3,72,0,0,0,0,0,0,0,0,0,3,3,155,22,29,12,17,10,17,9,5,13,293
LGA57490,0,0,0,5,16,2196,68,59,5,6,4,10,3,3,98,2464,522,16,6,0,0,0,0,0,0,83,633,50,0,0,0,0,0,0,0,3,16,68,20,3,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,3,3,62,3,0,0,0,0,0,0,3,21,88,10,0,0,0,0,0,0,0,0,3,9,597,21,11,0,0,3,0,3,3,101,733,16088,2887,6278,1424,1822,1125,840,606,197,813,32069,1781,759,2153,486,524,387,310,231,116,132,6883,177,43,118,18,25,38,29,37,47,34,554,20,3,15,5,7,0,7,3,3,10,72,1975,799,2284,509,557,429,341,268,163,170,7501,34,3,6,0,0,0,0,0,0,35,82,18096,3692,8568,1938,2379,1553,1183,876,362,1015,39655
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,11
LGA57700,0,0,0,6,6,288,11,10,0,0,0,3,0,3,13,330,47,3,3,0,0,0,0,0,0,4,55,9,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,62,3,3,0,0,0,0,0,0,8,73,3063,467,611,142,154,79,68,33,26,112,4764,372,183,683,100,144,115,77,53,38,26,1805,23,11,14,10,6,16,9,13,12,13,120,5,0,3,0,0,4,0,0,0,0,17,396,194,697,111,151,133,84,66,50,46,1938,9,0,0,0,0,0,0,0,0,85,90,3469,667,1314,254,305,213,152,103,77,237,6790
LGA57770,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,84,9,9,3,0,0,0,6,0,7,121,9,3,7,5,6,8,6,4,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,5,6,8,6,4,0,5,57,0,0,0,0,0,0,0,0,0,0,0,92,10,11,13,6,8,10,7,0,13,170
LGA57840,0,0,0,3,0,623,22,16,5,0,0,0,3,3,43,716,180,4,4,0,0,0,0,0,0,41,230,46,0,0,0,0,0,0,0,0,12,69,17,0,0,0,5,0,0,0,0,16,39,3,0,0,0,0,0,0,0,0,4,3,71,3,0,0,5,0,0,0,0,31,109,3,0,0,0,0,0,0,0,0,0,3,257,6,9,0,5,0,0,0,0,72,345,4485,756,773,292,259,242,212,188,100,206,7512,1977,812,1208,303,430,476,480,504,349,189,6724,212,68,85,27,35,47,77,108,81,83,829,9,9,3,0,3,0,0,5,0,7,45,2199,890,1294,331,475,529,558,617,434,283,7598,7,3,0,0,0,0,0,0,3,8,23,6688,1648,2071,622,731,766,771,807,534,497,15141
LGA57910,0,0,0,14,28,4457,106,85,14,15,17,12,11,12,173,4889,822,33,16,0,3,0,0,3,0,51,933,568,11,7,0,0,0,0,0,0,40,622,385,5,4,5,0,0,0,0,0,21,423,10,0,0,0,0,0,0,0,0,0,17,961,13,7,5,0,0,0,0,0,66,1055,3,0,0,0,0,0,0,0,0,21,27,1794,51,24,7,3,3,3,3,0,139,2014,20147,3456,4695,1477,1630,1183,900,695,351,879,35419,12317,3979,7855,1619,2051,2125,2193,2138,1163,821,36256,2726,541,912,249,352,429,469,517,503,475,7184,117,30,62,13,13,17,15,17,14,44,350,15158,4555,8828,1883,2416,2576,2678,2669,1681,1344,43793,53,3,3,0,0,4,3,0,3,71,153,35357,8019,13530,3357,4048,3761,3585,3366,2036,2297,79361
LGA57980,0,0,0,0,0,326,13,5,0,0,0,0,0,0,27,371,66,3,3,0,0,0,0,0,0,30,99,22,0,0,0,0,0,0,0,0,7,31,7,3,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,5,5,102,4,3,0,0,0,0,0,0,41,148,2181,382,462,139,172,151,122,172,94,120,3995,574,256,574,172,228,293,359,474,291,94,3310,61,26,36,16,14,34,51,67,65,33,396,4,0,6,0,0,3,3,4,0,3,26,638,280,618,184,243,328,413,544,354,130,3736,3,0,0,0,0,0,0,0,0,10,15,2820,667,1080,327,414,476,527,715,448,259,7745
LGA58050,0,0,0,16,23,1694,51,48,7,10,3,11,8,8,76,1913,294,13,3,0,3,0,0,0,0,25,339,118,0,0,0,0,0,0,0,0,7,123,95,0,0,0,0,0,0,0,0,9,107,0,0,0,0,0,0,0,0,0,3,3,219,0,0,4,0,0,0,0,0,19,237,0,0,0,0,0,0,0,0,0,32,37,515,15,3,3,3,0,0,0,0,77,611,13321,2311,3600,764,937,527,373,268,172,602,22878,5233,2245,5585,930,1013,757,644,540,333,359,17648,1240,305,573,115,141,161,113,183,146,162,3138,54,31,36,4,4,8,12,3,9,13,183,6531,2582,6199,1053,1155,928,767,730,489,533,20966,36,8,14,0,0,0,4,3,0,142,211,19890,4898,9808,1821,2095,1459,1142,1001,659,1286,44057
LGA58190,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,4,0,0,0,0,9,0,0,33,0,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,29,6,6,0,0,0,0,9,0,0,47
LGA58260,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,42,4,11,0,3,4,0,0,0,5,71,3,0,9,3,0,0,3,0,5,0,24,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,0,3,0,13,0,32,0,0,0,0,0,0,0,0,0,0,0,44,4,22,3,3,3,7,0,13,6,98
LGA58330,0,0,0,0,0,77,0,0,0,0,0,0,0,0,4,80,7,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,681,35,41,14,6,3,3,12,3,37,839,60,13,12,0,3,0,3,0,0,9,98,0,0,4,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,64,13,16,0,3,0,3,3,0,9,107,4,0,0,0,0,0,0,0,0,0,6,743,53,55,13,9,3,4,11,5,49,952
LGA58400,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,4,32,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,5,40
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,5,0,0,0,0,0,20
LGA58510,0,0,0,4,7,545,5,6,0,0,3,3,0,0,64,627,201,0,0,3,0,0,0,0,0,48,248,72,3,0,0,0,0,0,0,0,28,97,36,0,0,0,0,0,0,0,0,10,50,3,0,0,0,0,0,0,0,0,4,6,108,4,0,0,0,0,0,0,0,35,154,0,0,0,0,0,0,0,0,0,3,4,312,6,0,3,0,0,0,0,0,85,404,3277,479,764,253,324,204,169,142,95,229,5940,1384,629,1562,360,483,579,653,631,431,205,6920,177,54,155,43,62,71,99,146,108,126,1043,8,0,8,8,8,0,11,0,0,4,51,1574,684,1721,413,551,651,758,778,538,340,8016,13,0,3,0,3,0,0,0,0,39,59,4869,1170,2495,660,879,860,929,921,630,608,14023
LGA58540,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,61,11,10,0,12,4,3,8,4,6,105,3,0,6,3,3,7,3,0,0,4,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,7,3,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,61,9,21,3,11,7,3,5,4,7,140
LGA58570,0,0,0,3,4,655,6,3,0,0,0,0,0,0,29,694,57,0,0,0,0,0,0,0,0,18,77,135,0,0,0,0,0,0,0,0,5,137,172,0,0,0,0,0,0,0,0,9,178,3,0,0,0,0,0,0,0,0,9,14,308,0,0,0,0,0,0,0,0,20,326,0,0,0,0,0,0,0,0,0,12,12,363,0,0,0,0,0,0,0,0,49,412,3198,510,780,288,318,209,200,218,96,197,6021,1738,322,714,150,264,311,324,323,194,153,4492,567,45,63,22,24,49,51,84,76,77,1048,21,0,6,0,0,9,0,0,0,23,57,2319,367,776,177,288,360,370,413,269,255,5598,8,0,0,0,3,0,0,3,0,20,28,5525,880,1558,462,608,570,576,630,362,469,11651
LGA58610,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,28,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,176,18,14,5,4,4,0,3,0,7,227,13,0,3,0,0,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,3,0,4,0,3,29,0,0,0,0,0,0,0,0,0,0,0,188,17,15,5,4,4,0,6,0,9,253
LGA58680,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,4,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,43,0,5,0,0,0,0,0,0,3,53
LGA58760,0,0,0,15,26,2457,201,139,20,13,18,16,26,0,132,3026,498,26,22,0,0,0,3,0,0,60,619,115,0,3,0,0,0,0,0,0,13,133,85,3,7,0,0,0,0,0,0,32,124,4,0,0,0,0,0,0,0,0,3,3,199,3,7,0,0,0,0,0,0,55,267,4,0,0,0,0,0,0,0,0,20,27,702,33,29,0,0,4,4,0,0,134,912,20651,6230,11401,2296,2607,1526,981,756,388,1205,48044,7066,3700,7159,1203,1333,1065,783,777,373,466,23934,1738,514,799,165,208,275,226,304,211,308,4756,53,38,66,15,10,18,6,5,0,17,228,8858,4254,8024,1379,1559,1358,1014,1092,591,797,28915,49,8,14,0,3,3,5,0,3,79,172,29559,10487,19447,3683,4168,2889,2002,1844,982,2075,77127
LGA58820,0,0,0,0,0,82,0,0,0,0,0,0,0,0,4,92,15,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,6,29,369,28,70,8,9,10,3,4,0,24,522,62,7,27,5,6,6,0,0,0,8,125,16,3,0,0,0,0,0,0,0,3,22,3,0,0,0,0,0,0,0,0,0,3,79,12,27,5,6,6,3,0,0,12,149,0,0,0,0,0,0,0,0,0,0,0,445,41,98,14,10,16,5,9,0,36,674
LGA58890,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,0,3,0,0,0,0,5,70,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,54,0,8,0,4,0,0,3,0,5,79
LGA59030,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,6,0,0,4,0,3,0,3,41,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,24,8,6,0,3,10,0,3,0,3,55
LGA59100,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,42,4,7,3,0,0,0,0,0,4,62,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,46,3,4,3,0,0,0,0,0,4,63
LGA59170,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,8,5,6,3,0,0,0,6,73,0,0,7,3,3,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,36,7,15,11,7,3,0,3,6,6,90
LGA59250,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,7,15,4,6,5,3,0,0,0,112,13,3,14,0,0,4,6,0,0,4,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,4,16,0,0,4,8,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,80,13,24,4,6,11,8,3,0,3,163
LGA59310,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,14,14,0,0,0,0,3,0,12,129,3,8,11,7,9,12,7,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,7,9,12,7,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,82,18,21,5,6,8,8,3,0,12,172
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,3,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,4,3,0,0,0,0,0,0,0,50
LGA59330,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,3,0,0,0,0,0,0,0,50,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,46,0,5,0,3,0,3,0,0,0,52
LGA59340,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,49,88,23,24,18,18,16,19,22,583,53,16,67,14,20,35,33,30,11,23,306,3,0,3,0,0,4,9,8,5,5,38,0,0,0,0,0,3,0,0,0,0,3,55,20,71,14,22,39,35,36,21,25,350,0,0,0,0,0,0,0,0,0,3,3,362,68,156,39,48,54,56,57,37,49,935
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,3,3,0,0,0,0,0,43,3,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,25,4,17,3,4,0,0,0,0,0,60
LGA59360,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,83,12,20,10,9,6,0,7,0,0,143,6,4,14,0,0,0,0,3,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,14,0,0,0,0,3,0,4,36,0,0,0,0,0,0,0,0,0,0,0,88,16,37,9,9,10,4,3,0,0,175
