LGA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
LGA18200,0,0,0,0,0,0,0,0,0,11,17,10,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,8,16,15,15,0,0,0,3,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA18230,5,0,0,0,0,0,0,43,0,9,13,4,0,0,0,0,0,3,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,4,3,12,0,0,5,3,4,10,4,49,0,0,9,6,3,3,0,0,0,0,0,0,0,0,8,27,0,0,3,6,4,5,7,5,0,0,0,0,0,3,3,43,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,28,23,9,0,0,3,0,0,3,0,0,0,0,0,66,5,3,19,51,60,79,58,29,17,20,7,5,10,0,31,397,0,0,0,0,0,0,3,15,10,11,5,6,13,8,8,72,0,0,0,0,8,18,34,58,9,18,19,14,17,0,6,213,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,3,6,4,0,0,0,0,0,0,0,21
LGA18250,17,14,8,7,3,0,7,308,10,83,166,93,19,10,10,14,3,11,6,9,6,7,20,470,0,0,14,18,78,251,311,181,54,51,80,112,124,84,75,1425,0,0,0,12,76,244,559,532,88,92,124,125,140,98,98,2199,0,6,18,118,59,33,16,9,3,0,3,0,0,0,6,272,0,3,13,68,216,244,182,133,24,21,32,30,33,31,21,1053,0,7,0,5,4,0,0,3,0,0,0,0,0,0,0,22,0,31,24,5,13,7,16,17,0,0,6,4,10,3,0,143,11,10,36,136,220,214,357,156,59,47,39,24,21,28,29,1381,0,0,0,5,4,20,18,19,7,10,9,19,22,6,0,130,0,0,0,18,74,153,119,156,61,50,38,61,93,34,22,897,0,17,12,9,41,25,21,14,5,6,6,11,3,11,0,176,3,0,8,32,70,62,94,66,28,18,17,32,32,23,19,503
LGA18350,3,5,0,0,0,0,6,117,3,44,47,41,15,0,8,8,0,0,0,0,4,0,9,180,0,3,0,7,0,0,7,3,0,0,0,0,3,3,0,33,0,0,0,0,3,7,9,6,0,0,3,0,0,0,3,28,0,0,0,14,3,3,3,0,0,0,0,0,0,3,0,33,0,0,3,16,6,4,3,3,0,0,0,0,0,0,3,44,0,22,20,12,4,0,0,0,0,0,0,0,0,0,0,63,0,72,54,24,16,11,4,3,0,3,0,0,0,0,3,196,5,23,61,116,209,121,72,34,15,10,8,6,8,5,28,716,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,16,21,10,23,3,0,4,15,13,6,7,136,0,14,14,6,31,6,4,0,0,0,0,0,0,0,4,73,0,0,3,3,5,4,8,10,0,0,0,4,3,0,0,45
LGA18400,0,0,0,0,0,0,0,147,0,39,83,39,14,10,0,0,0,0,0,0,0,0,23,206,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,18,0,0,14,27,21,27,9,0,0,3,0,0,3,0,5,115,0,0,8,3,12,6,4,3,0,0,3,0,0,0,0,33,0,46,58,20,20,13,0,0,0,0,0,0,0,0,12,166,0,23,48,26,15,4,5,8,0,0,3,0,0,0,3,134,0,5,14,51,121,95,85,33,17,4,11,0,3,3,21,473,0,0,0,0,0,5,0,0,3,0,0,0,3,0,0,15,0,0,0,4,12,43,20,10,0,0,6,0,8,0,7,105,0,7,4,0,16,3,0,0,0,0,0,0,0,0,0,40,0,0,3,5,0,4,0,3,3,0,0,0,0,0,0,28
LGA18450,11,42,15,0,4,0,19,472,16,469,1259,516,55,26,34,17,0,14,13,10,15,7,166,2617,0,9,3,3,6,29,39,17,10,3,5,9,10,10,10,173,0,0,0,5,17,36,89,53,28,17,11,14,17,11,17,308,3,18,19,150,111,124,71,45,9,3,18,15,0,6,23,617,0,0,18,37,45,38,35,30,6,17,18,42,73,51,13,415,3,131,153,48,11,0,0,5,0,0,0,0,0,0,25,389,0,361,195,58,30,17,23,19,5,0,7,7,3,0,28,739,14,23,51,236,433,346,428,246,70,48,76,44,32,14,103,2158,0,0,0,4,6,11,28,48,10,17,24,25,47,20,7,260,0,0,0,24,203,300,161,122,35,39,54,40,41,15,31,1056,0,54,36,27,111,60,31,14,0,5,0,3,6,0,14,354,0,3,7,14,12,7,20,27,0,3,4,3,5,7,4,123
LGA18500,40,26,24,24,27,11,7,388,7,53,51,40,25,19,24,24,11,6,24,19,17,8,15,344,0,0,0,12,14,27,39,14,3,3,9,11,3,7,6,154,0,0,0,3,13,30,33,18,9,0,5,3,3,9,5,130,0,7,3,18,12,7,3,4,0,0,5,0,0,0,3,66,3,0,11,36,64,47,31,15,5,0,4,5,10,4,3,242,0,12,0,0,5,3,0,0,0,0,0,0,0,0,0,27,0,27,11,8,7,3,8,25,0,7,6,3,8,4,4,135,7,26,56,156,213,223,278,178,75,53,56,54,46,36,47,1501,0,0,0,6,0,3,3,3,0,0,0,0,0,0,0,18,0,0,3,10,23,49,42,54,13,19,14,11,22,10,12,275,14,75,49,3,36,24,15,4,3,3,6,4,7,3,7,240,0,5,10,21,39,29,42,30,3,11,13,14,15,11,13,252
LGA18710,4,13,0,0,0,0,0,43,0,3,4,5,3,0,3,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,13,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,14,10,10,3,6,0,0,0,0,0,0,0,0,64,3,0,6,29,38,25,32,32,3,0,6,0,3,3,3,189,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,4,3,3,4,0,0,0,0,0,0,0,23,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,12
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,6,7,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,3,0,4,14,7,45,0,3,6,3,3,0,0,0,0,3,0,7,7,6,8,49,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,12,0,0,0,0,0,0,4,5,0,4,0,3,9,3,8,39,0,0,3,8,8,7,7,5,0,0,0,0,0,0,3,33,0,0,0,0,5,3,7,8,0,0,0,0,4,4,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,6,3,0,0,0,3,0,0,0,0,4,8,3,48,0,0,4,15,51,42,56,30,3,6,0,4,14,3,84,324,0,0,0,0,0,0,0,0,0,0,0,3,4,23,0,32,0,0,0,0,5,21,4,3,0,3,3,3,14,16,12,89,0,0,0,0,4,3,0,0,0,0,0,0,3,0,4,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13
LGA19799,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,0,0,0,0,0,0,17,6,96,113,35,3,0,3,0,0,0,0,0,3,0,17,278,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,28,22,5,3,0,3,0,0,0,0,0,0,0,0,62,0,0,4,14,47,28,36,12,0,3,0,10,0,0,4,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,3,10,3,4,44,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA20260,0,0,0,0,0,0,0,10,0,0,5,9,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,7,21,4,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,13,20,18,31,36,12,9,8,3,3,3,32,181,0,0,0,0,0,3,3,7,0,8,0,0,0,0,3,22,0,0,0,0,4,7,13,15,11,3,0,0,3,3,4,76,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA20570,4,3,3,0,0,0,5,129,0,56,68,17,4,4,5,9,0,0,0,0,0,0,16,179,0,4,0,4,6,7,25,19,0,3,0,0,0,0,3,81,0,0,0,0,3,0,8,14,0,0,0,0,3,0,3,43,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,12,3,0,6,11,19,22,32,42,10,3,3,5,9,3,6,183,0,16,22,24,3,0,0,0,0,0,0,0,0,0,3,63,0,251,193,41,12,4,6,0,0,0,0,0,5,0,17,537,0,10,29,86,131,129,145,80,17,38,21,17,11,9,33,763,0,0,0,0,0,0,16,28,0,3,8,3,3,3,0,65,0,0,0,4,26,58,50,82,31,51,40,21,29,9,22,415,0,15,8,4,8,9,0,0,0,3,0,0,0,0,4,53,0,0,3,6,3,7,8,16,0,0,0,0,3,11,0,52
LGA20660,18,16,13,3,3,0,12,396,14,659,881,319,61,27,28,14,8,11,7,8,13,0,88,2150,0,3,0,5,16,25,77,52,4,9,3,6,9,7,5,222,0,0,0,0,5,21,50,83,10,0,8,7,5,0,4,209,0,8,30,96,86,73,27,10,3,3,3,3,0,3,20,373,0,0,14,56,171,225,200,119,24,30,40,25,37,7,19,983,3,69,88,18,16,7,0,3,0,0,0,0,0,0,6,212,0,75,63,15,23,4,29,20,3,0,13,0,0,0,3,249,9,11,33,92,187,225,341,199,78,65,32,20,19,43,52,1403,0,0,0,4,3,16,25,44,0,12,11,14,19,8,8,172,0,0,3,17,92,124,87,112,19,28,17,15,25,18,27,587,3,25,26,19,73,68,18,11,9,0,5,0,3,3,11,264,0,0,9,27,28,26,83,48,12,9,12,16,4,4,13,290
LGA20740,0,0,0,0,0,0,0,87,5,102,71,27,4,3,0,3,0,0,0,0,0,0,16,232,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,12,5,0,0,0,0,0,0,0,35,0,37,19,4,0,0,0,0,0,0,0,0,0,0,3,68,0,92,106,21,19,6,3,0,3,0,0,0,0,0,6,261,0,5,24,71,136,74,75,42,15,20,13,9,6,0,31,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,16,16,16,0,0,3,5,5,3,3,83,0,0,0,6,8,3,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10
LGA20830,0,0,4,0,8,0,3,82,8,67,62,27,0,0,3,0,3,0,0,0,0,0,15,182,0,0,0,0,0,0,6,4,0,0,0,5,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,4,3,3,6,0,6,0,0,0,0,6,40,0,13,15,4,0,0,3,3,0,0,0,0,0,0,0,39,0,160,119,25,33,11,12,0,0,4,0,0,0,0,9,371,0,8,14,49,111,88,112,55,20,12,12,7,4,0,23,528,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,3,14,29,24,20,4,10,0,4,13,0,9,126,0,5,10,7,15,10,9,0,0,0,0,0,0,0,0,49,0,0,0,5,5,0,7,3,0,0,0,0,0,0,0,16
LGA20910,37,31,13,19,15,10,10,559,19,201,230,104,31,15,17,19,9,10,8,12,16,5,26,725,0,4,4,11,18,34,42,34,8,13,27,26,34,32,28,305,0,0,0,0,7,16,30,21,6,0,4,0,3,9,4,105,0,0,8,24,27,17,7,3,0,3,0,0,0,3,5,105,0,0,13,68,64,96,72,19,13,3,6,4,13,4,10,396,0,18,36,4,3,3,0,0,0,0,0,0,0,0,3,78,3,67,60,17,14,18,44,42,8,15,7,18,7,0,10,328,18,16,41,153,285,262,447,251,59,56,45,45,49,18,51,1793,0,0,3,3,6,3,3,9,3,8,3,4,0,3,0,48,0,3,0,14,37,35,30,21,9,10,3,9,18,12,10,215,3,62,86,38,126,89,30,17,0,3,5,3,7,3,9,477,3,0,6,15,22,30,53,56,12,12,3,12,13,16,3,270
LGA21010,0,0,0,0,0,0,0,21,3,7,15,5,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,30,23,6,11,0,0,3,0,0,0,0,0,0,0,75,3,4,10,9,26,11,21,3,0,0,0,0,0,0,7,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,5,0,5,0,3,0,0,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA21110,32,31,18,6,3,3,13,489,18,471,609,165,46,16,32,29,4,21,22,23,15,3,45,1529,3,0,5,20,24,75,103,52,20,13,15,15,22,14,20,396,0,0,0,7,31,69,219,166,44,31,30,31,19,35,19,697,0,7,19,46,24,16,7,13,0,0,3,3,0,3,3,136,10,10,59,333,683,776,484,354,80,79,90,90,109,104,76,3333,0,39,35,17,4,0,0,0,4,0,0,0,0,0,0,109,3,78,63,22,32,18,38,26,4,0,3,8,5,0,9,314,15,40,82,217,318,346,620,358,96,143,93,94,98,54,72,2647,0,0,0,13,6,33,22,34,17,13,12,10,35,12,12,228,0,0,5,18,69,100,66,85,23,28,54,24,36,31,20,563,13,76,58,31,70,59,20,19,4,0,3,9,3,3,6,367,5,0,21,80,114,171,231,130,46,27,17,30,52,34,14,966
LGA21180,10,8,11,3,3,3,10,199,9,553,1382,785,116,50,51,31,5,11,25,16,6,10,150,3191,0,0,0,0,4,7,34,23,6,6,4,5,4,0,4,96,0,0,4,0,0,13,34,40,4,13,4,5,12,3,6,153,0,0,7,149,214,165,98,78,3,13,13,11,8,7,23,787,0,0,6,17,69,214,162,160,42,46,47,49,51,35,29,918,11,891,1749,1163,355,91,43,22,3,6,0,0,4,0,188,4524,0,72,67,14,12,3,8,4,0,0,0,0,0,0,8,198,0,0,12,45,150,311,725,632,216,284,253,208,184,94,149,3273,0,0,0,8,21,59,126,266,110,417,390,172,126,84,37,1817,0,0,10,87,580,1695,965,1071,174,224,219,211,232,111,163,5746,0,133,131,88,317,236,74,29,3,3,6,3,6,0,38,1059,0,0,0,5,17,39,69,39,3,11,3,7,13,9,3,236
LGA21270,0,0,0,0,0,0,0,6,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,5,13,5,3,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,8,3,3,0,3,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA21370,4,6,0,3,0,0,3,50,3,58,52,13,0,3,0,0,0,0,0,0,0,0,12,155,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,4,0,0,3,0,12,3,3,27,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,4,0,0,0,0,3,0,0,20,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,41,34,4,9,0,3,0,0,0,0,0,0,0,12,106,0,0,3,35,63,66,88,50,10,14,7,5,14,7,22,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,29,13,46,28,20,8,10,21,12,6,207,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA21450,9,12,0,16,5,0,6,219,5,93,133,79,10,8,3,9,0,0,4,3,0,0,14,358,0,0,0,0,3,3,9,12,0,7,0,0,0,0,6,44,0,0,0,0,0,4,11,31,0,0,3,3,3,4,0,57,0,0,0,4,6,9,13,11,0,0,0,0,0,0,0,38,0,0,7,9,13,23,33,51,8,10,4,6,7,7,0,180,0,26,35,12,4,0,3,0,0,0,0,0,0,0,4,90,0,213,205,47,70,20,21,10,0,0,0,0,0,0,18,618,5,14,19,79,205,266,415,244,112,80,36,45,40,18,58,1640,0,0,0,0,3,7,16,52,12,8,12,9,16,3,8,141,0,0,0,3,33,82,78,257,20,38,35,10,24,13,7,611,0,8,11,13,49,33,12,4,0,0,0,3,0,0,0,119,0,0,4,10,10,10,19,50,8,8,0,0,7,0,5,122
LGA21610,21,17,27,5,5,5,17,544,10,256,645,442,83,35,34,36,6,8,13,3,7,8,86,1658,0,0,0,3,3,14,43,27,4,8,0,0,3,4,6,115,0,0,0,0,4,21,113,170,30,26,24,15,10,4,7,418,0,3,8,141,154,170,120,38,6,5,18,16,8,3,22,707,0,3,7,55,129,315,351,352,43,73,54,38,44,33,27,1531,0,118,134,66,34,10,6,0,0,0,0,0,0,0,20,386,0,417,459,109,95,37,28,25,0,3,0,0,0,11,52,1239,3,11,34,175,633,1042,1869,1312,391,461,356,258,193,115,261,7112,0,3,0,10,30,155,452,586,171,225,246,235,144,76,50,2397,0,0,3,30,293,1033,903,1304,223,203,205,175,133,89,91,4696,0,24,50,68,398,442,164,48,9,11,0,5,15,3,24,1261,0,0,3,25,28,155,211,136,28,35,20,32,43,25,14,741
LGA21670,0,0,0,0,0,0,0,9,0,8,4,3,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,38,10,4,3,0,0,0,0,0,0,0,0,8,79,0,0,8,21,39,13,12,3,0,0,0,0,0,0,4,102,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,7,0,9,0,9,6,8,6,8,0,62,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA21750,3,0,0,0,0,0,0,28,0,30,24,3,0,0,0,0,0,0,0,0,0,0,5,61,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,3,0,0,23,0,7,4,3,0,0,0,0,0,0,0,0,0,0,3,17,0,22,30,0,4,3,3,3,0,0,0,0,0,0,3,73,0,0,7,23,34,32,46,37,11,11,4,6,0,0,21,241,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,3,0,3,12,12,14,3,0,0,5,3,4,3,59,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA21830,0,0,5,0,3,0,0,14,0,3,6,3,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,9,0,49,17,8,11,0,3,0,0,0,0,0,0,0,3,94,0,0,6,6,19,26,111,47,4,6,0,3,9,0,3,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,13,0,3,11,3,12,4,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
LGA21890,37,27,16,9,6,3,22,465,20,1378,2622,1250,120,59,65,49,17,31,52,57,46,24,325,6130,0,3,0,4,13,39,95,69,13,11,6,19,19,16,13,298,0,0,0,3,11,10,37,53,8,8,17,8,12,4,11,186,0,15,85,323,264,223,119,45,7,7,10,13,8,5,44,1170,0,0,6,28,103,177,150,128,22,21,49,63,80,51,34,906,0,116,120,54,25,3,4,4,0,3,0,0,0,0,24,355,0,31,30,15,15,9,27,8,6,0,0,3,8,7,3,173,3,6,24,71,229,297,539,378,123,157,90,80,70,45,72,2197,0,0,0,0,5,18,47,97,37,52,61,89,97,44,8,543,0,0,0,7,76,230,97,149,29,62,68,76,53,45,28,919,0,17,32,24,45,42,17,10,4,0,3,8,0,0,3,211,0,0,0,13,23,36,94,38,8,12,15,13,28,14,9,302
