LGA_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
LGA36580,0,3,0,10,8,6,0,0,0,36,0,0,0,0,3,5,0,0,0,7,0,0,0,3,3,3,0,0,0,8,0,5,3,22,23,24,21,5,3,109,65,135,116,244,165,193,141,56,23,1137,787,1694,1278,2734,1692,1841,1432,558,197,12215,0,0,0,0,0,0,0,0,0,0,1425,3081,2253,4106,2506,2692,2135,862,253,19297,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,3,4,11,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,5,3,0,0,30,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,5,0,3,21,53,175,190,224,114,32,811,0,0,3,0,3,0,0,0,0,12,0,0,0,3,4,4,4,0,0,12,0,0,3,15,15,24,42,22,3,123
LGA36630,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,8,0,0,0,0,4,0,3,0,0,12,0,3,3,20,14,22,20,6,9,98,52,105,114,274,201,218,205,110,45,1322,890,2066,1596,3333,2170,2421,2187,995,407,16071,0,0,0,0,0,0,0,0,0,0,1702,4008,2974,5380,3342,3680,3329,1532,553,26503,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,4,7,6,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3,3,5,0,32,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,5,0,0,5,4,8,13,37,137,165,317,146,31,856,0,0,0,5,7,7,0,0,0,20,0,0,0,3,0,6,12,0,0,30,0,0,0,18,14,13,64,34,6,154
LGA36660,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,4,3,0,0,16,0,11,16,48,25,32,23,16,3,173,43,101,90,255,174,228,228,108,78,1303,984,2208,1792,3577,2374,2688,2339,1292,574,17831,0,0,0,3,0,0,0,0,0,3,1891,4274,3450,5565,3680,4107,3493,1784,655,28899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,7,9,5,0,37,0,0,0,0,0,0,6,0,0,11,0,4,5,26,10,3,4,3,0,53,0,0,0,0,4,7,14,8,5,37,0,0,0,0,0,0,0,0,0,3,3,12,8,67,134,205,291,150,57,923,0,0,3,11,9,8,0,0,0,38,0,0,3,3,0,4,3,3,0,22,0,0,3,15,17,34,38,20,6,124
LGA36720,0,8,8,71,15,8,6,0,0,127,0,18,21,67,58,55,52,32,9,297,0,13,48,94,84,63,33,10,4,345,25,113,191,703,365,360,315,215,110,2405,373,771,956,2103,1317,1316,1273,811,557,9477,7675,18338,16470,35518,21851,20471,17643,9692,4749,152403,0,9,3,5,0,0,0,0,0,13,14523,32573,26749,49673,28296,27229,22417,11692,4954,218114,0,3,0,24,7,0,0,0,0,36,0,0,0,12,8,4,9,4,0,34,0,12,0,18,3,0,0,0,0,36,20,105,72,362,167,145,119,41,15,1035,3,3,4,28,23,11,13,4,0,81,11,32,66,216,80,57,26,20,3,516,0,4,0,8,16,41,33,49,8,151,0,4,0,20,13,12,28,20,11,109,87,1092,1155,2718,3393,2660,3521,2175,791,17594,3,8,24,92,59,69,30,25,5,295,5,17,38,112,61,48,48,28,7,365,6,40,75,254,262,256,494,326,107,1816
LGA36820,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,3,0,3,18,0,0,0,4,3,9,3,3,0,23,0,3,11,31,28,33,24,14,8,145,57,101,93,235,192,218,201,116,65,1271,643,1534,1182,2447,1807,2033,1715,876,366,12617,0,0,0,0,0,0,0,0,0,0,1221,2897,2088,3629,2547,2910,2399,1114,394,19204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,9,7,8,15,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,19,0,0,0,0,3,0,8,3,0,10,0,0,0,0,0,0,0,0,0,3,3,13,32,64,138,162,253,147,39,857,0,0,0,3,0,3,0,0,0,3,0,0,6,11,3,0,3,3,0,29,0,4,9,23,26,30,62,44,10,203
LGA36910,0,9,4,31,9,0,3,0,0,59,0,0,0,4,8,8,12,3,7,44,3,18,37,88,57,43,17,7,3,267,34,180,249,463,169,112,88,46,16,1353,238,525,651,1271,736,733,759,564,448,5926,5054,11121,10171,19888,10611,10111,8313,4876,2456,82607,3,29,53,65,16,16,3,0,0,182,9515,19676,17348,30073,16097,15632,12333,6806,2756,130242,3,17,6,74,19,0,0,0,0,117,0,0,0,0,3,8,0,0,0,12,0,0,0,4,0,3,0,0,0,9,10,26,17,86,41,28,17,20,8,242,0,0,0,3,8,3,5,0,0,21,8,33,73,291,93,47,21,8,8,572,0,0,0,0,3,7,7,11,0,28,3,27,4,9,7,3,4,0,0,57,9,108,110,418,587,608,746,436,157,3178,0,18,27,66,34,26,12,6,3,192,0,0,3,23,8,17,9,0,4,67,0,4,18,48,64,58,119,70,27,405
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,3,0,0,0,17,10,13,61,107,39,19,5,3,3,251,163,317,277,605,200,174,63,23,12,1826,0,0,0,0,0,0,0,0,0,0,290,618,465,807,282,263,103,34,12,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,12,4,0,0,34,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,7,13,8,7,6,0,0,48,262,509,378,586,191,184,83,26,7,2221,0,0,0,0,0,0,0,0,0,0,523,993,727,1125,368,305,136,52,10,4232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,0,9,16,70,22,22,9,0,0,141,0,0,10,19,15,6,11,7,0,64,0,11,40,65,26,26,3,3,0,171,41,167,193,600,252,154,120,57,28,1600,326,624,972,1830,980,821,647,365,129,6697,6038,12333,13953,26613,12460,10302,6814,3474,1417,93402,0,0,14,13,3,4,0,0,0,33,11666,21977,23868,40331,17881,15208,9669,4442,1698,146744,0,3,4,26,15,3,0,0,0,53,0,0,0,7,3,0,7,3,0,21,0,5,3,12,4,0,0,0,0,35,4,25,55,191,58,54,40,5,3,432,0,3,4,10,5,3,3,0,0,36,3,31,69,183,73,37,33,17,13,455,0,0,0,5,7,6,11,8,3,37,3,7,8,23,4,5,8,5,3,64,25,221,289,856,1070,915,937,442,124,4875,0,16,40,108,58,37,18,8,0,289,0,6,13,59,38,20,17,5,3,155,3,20,61,154,107,114,172,70,23,712
LGA37300,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,13,22,22,72,41,21,7,0,0,194,163,323,216,672,274,111,38,5,0,1806,0,0,0,0,0,0,0,0,0,0,332,589,362,1083,427,219,48,9,3,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,15,11,6,0,0,65,0,0,0,12,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
LGA37310,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,7,8,0,3,0,0,20,0,3,4,31,21,5,7,5,0,79,106,202,203,459,288,275,219,115,46,1919,1159,2392,1943,4138,2198,1896,1438,808,352,16322,0,0,0,3,0,0,0,0,0,3,2156,4386,3393,6511,3452,3037,2346,1249,488,27024,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,8,9,3,3,0,0,0,24,0,3,0,3,3,0,0,0,0,8,0,0,0,3,8,5,0,0,0,17,0,0,0,0,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,3,3,9,18,63,78,70,77,45,12,380,0,8,9,5,3,4,7,0,0,38,0,0,0,3,0,0,0,0,0,3,0,0,3,7,8,16,18,10,0,60
LGA37340,0,3,0,17,3,0,0,0,0,27,0,0,0,8,6,0,3,0,0,19,0,0,3,6,3,7,3,0,0,27,4,5,25,85,34,31,25,10,5,216,100,163,284,693,289,289,189,81,52,2142,954,1957,1856,4764,2231,2203,1418,636,263,16284,0,0,0,4,0,0,0,0,0,6,1766,3528,2681,6168,3183,3222,2109,895,305,23857,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,50,6,9,10,3,0,87,0,0,0,6,0,0,0,0,0,6,3,3,11,43,3,3,0,0,0,76,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,3,0,3,0,11,75,271,200,171,223,98,22,1076,0,0,3,10,6,4,3,0,0,25,0,3,12,25,10,6,11,3,0,68,0,0,12,45,14,28,33,25,4,166
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,0,3,3,13,9,14,11,0,3,59,33,56,58,124,88,75,67,27,15,538,0,0,0,0,0,0,0,0,0,0,66,107,96,204,135,148,116,52,18,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,0,13,57,105,99,115,64,35,21,0,0,492,0,0,0,0,0,0,0,0,0,0,102,214,187,223,100,62,28,4,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,26,47,18,15,5,0,0,148,0,0,0,0,0,0,0,0,0,0,31,31,43,85,39,31,10,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,138,290,243,300,163,84,43,14,4,1278,0,0,0,0,0,0,0,0,0,0,273,598,486,627,297,170,66,19,5,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,9,9,0,0,0,0,0,16,0,0,6,3,0,4,0,0,0,20,0,0,3,0,0,0,0,0,0,12,0,3,42,61,9,22,13,3,0,157,16,29,126,239,105,178,99,30,8,835,160,233,774,1518,688,1224,798,153,18,5572,0,0,0,0,0,0,0,0,0,3,270,372,714,2015,1055,1525,1162,221,21,7348,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,31,5,9,3,0,0,58,0,0,0,10,4,3,0,0,0,16,0,3,30,53,6,4,0,0,0,103,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,13,150,171,98,154,202,27,4,818,0,0,3,4,3,7,0,0,0,14,0,0,27,48,3,5,0,0,0,86,0,0,28,30,4,13,19,8,0,97
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,14,3,0,9,12,7,19,16,7,0,87,0,0,0,0,0,0,0,0,0,0,3,4,9,13,10,16,14,10,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,3,61,44,3,4,0,0,0,120,0,0,0,0,0,0,3,0,0,13,0,0,4,6,0,0,0,0,0,11,9,23,138,239,35,15,13,17,9,508,24,21,257,321,96,112,107,51,26,1008,254,359,3266,3481,945,939,878,406,238,10753,0,0,9,6,0,0,0,0,0,24,374,468,1962,3230,1176,1163,1036,406,228,10050,0,7,7,27,3,0,0,0,0,44,0,0,0,4,3,6,3,3,0,12,0,0,7,7,0,0,0,0,0,17,0,0,22,39,3,3,6,3,0,80,0,0,0,14,0,0,0,0,0,15,11,33,1733,965,71,34,14,3,6,2877,0,0,0,6,5,4,4,0,4,23,0,3,0,8,0,0,0,0,3,20,0,20,83,159,164,187,161,74,29,880,0,0,0,6,3,3,0,0,0,18,0,0,15,22,12,0,10,3,0,62,0,0,4,29,9,7,33,9,3,99
LGA40120,0,3,8,18,5,4,0,0,0,44,0,0,0,3,13,15,5,10,0,44,0,0,0,0,10,3,0,5,0,17,4,11,15,73,66,42,49,19,18,304,32,101,86,189,155,205,138,81,26,1007,964,2646,2153,4073,3165,3044,2208,875,408,19528,0,0,0,0,0,0,0,0,0,0,1830,4881,4108,6347,4581,4213,2853,989,427,30228,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,0,0,4,0,0,0,0,0,5,0,6,3,29,17,14,13,0,0,83,0,3,0,3,0,0,0,0,0,8,0,9,13,53,13,6,7,0,0,113,0,0,0,0,0,4,3,4,0,14,0,0,0,0,0,0,3,4,0,9,12,101,115,291,730,730,624,295,92,2987,0,0,3,3,0,4,0,0,0,12,0,0,3,13,5,8,3,0,0,30,0,0,6,34,60,63,115,55,33,372
LGA40220,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,10,7,4,4,34,0,0,0,0,0,4,0,0,0,5,0,0,3,15,12,24,16,20,3,98,39,81,75,188,121,156,165,83,32,938,565,1427,1167,2424,1731,2115,2238,1116,487,13271,0,0,0,0,0,0,0,0,0,0,1069,2635,2063,3852,2489,2935,2882,1354,538,19803,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,6,0,3,14,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,3,3,0,24,0,0,0,0,0,6,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,53,46,153,389,472,697,469,143,2425,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,3,4,0,0,20,0,0,3,17,13,31,66,28,23,183
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,23,6,13,0,0,3,76,105,181,225,377,141,100,34,18,10,1190,0,0,0,0,0,0,0,0,0,0,167,349,417,677,236,136,59,24,9,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
LGA40310,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,12,0,3,0,3,3,0,0,0,0,9,0,3,3,20,10,13,9,16,4,73,21,56,67,152,112,132,87,52,39,728,610,1502,1205,2644,1723,1761,1343,743,400,11921,0,0,0,0,0,0,0,0,0,0,1220,2899,2308,4465,2594,2560,1933,972,472,19419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,3,0,0,25,0,0,0,3,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,32,21,116,339,362,318,190,51,1433,0,3,0,3,0,0,0,0,0,9,0,0,3,8,3,4,5,0,0,16,0,0,0,21,15,30,55,36,16,173
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6,11,14,20,16,9,13,101,64,105,75,202,162,219,216,124,66,1234,0,0,0,0,0,0,0,0,0,0,120,214,164,367,286,363,350,179,76,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,47,12,8,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,3,0,14
LGA40520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,4,8,12,3,41,8,33,36,87,67,66,58,47,31,428,272,608,553,1126,735,776,607,393,211,5274,0,0,0,0,0,0,0,0,0,0,534,1224,1005,1800,1117,1231,891,435,212,8449,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,13,0,0,0,0,0,3,12,14,5,35,0,0,0,0,0,0,0,0,0,0,0,7,8,21,70,74,78,55,14,327,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,12,0,0,0,3,7,8,17,4,6,44
LGA40700,0,8,14,69,13,25,4,3,0,142,0,0,0,5,7,3,4,3,5,25,0,5,0,8,11,6,0,5,0,31,10,60,64,195,79,69,69,54,52,652,28,74,85,181,119,134,143,117,100,992,999,2739,2879,4940,3188,3044,2689,1621,1079,23185,0,0,3,6,0,0,0,0,0,12,1748,4223,4015,5245,3872,3721,3096,1697,1025,28641,4,9,3,23,13,4,0,0,0,56,0,0,0,8,6,10,0,3,0,22,0,0,3,14,3,8,0,3,0,31,0,19,14,31,19,24,3,0,0,105,0,3,3,11,3,3,4,0,0,26,32,185,522,909,242,153,72,30,7,2161,0,0,0,3,5,8,10,9,0,43,0,26,3,27,6,3,16,7,3,87,17,172,119,261,435,403,390,247,122,2159,0,0,0,4,8,11,8,3,0,30,0,9,5,37,15,9,3,9,0,79,0,14,12,33,36,30,112,34,29,306
LGA40910,0,4,13,47,28,20,7,0,3,121,0,0,0,4,8,3,4,3,0,26,0,0,0,13,3,5,5,0,0,27,6,53,75,267,118,80,90,99,43,821,40,60,86,239,149,106,157,134,56,1018,1264,2592,2981,6469,3540,2979,2802,2108,1040,25775,0,0,5,17,8,6,0,0,0,49,2453,4363,4489,7481,4672,3197,2194,1518,688,31062,0,15,9,42,14,3,0,0,0,86,0,0,4,15,11,0,6,3,0,32,0,0,3,16,8,5,4,0,3,35,0,11,0,27,11,17,0,3,0,64,0,0,0,5,0,0,0,0,0,10,22,93,454,954,207,158,69,27,16,2002,0,0,0,4,16,22,20,22,3,85,0,14,14,24,15,14,12,8,3,111,4,60,82,202,306,322,340,282,136,1739,0,0,3,5,11,0,7,0,0,31,0,3,0,12,16,3,3,5,0,43,0,0,8,19,19,43,107,73,42,310
LGA41010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,11,14,18,16,56,24,25,20,18,18,211,126,225,192,439,215,246,164,66,46,1716,0,0,0,0,0,0,0,0,0,0,218,408,355,665,342,377,272,97,44,2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,18,10,6,0,56,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6
