LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA56160,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,15,..,0,0,0,43,45,94,15,0,15,42,153
LGA56230,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,64,10,71,0,71,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,35,3,37,0,37,..,10,0,10,0,10,..,28,0,28,0,28,..,11,0,11,0,11,..,84,3,88,0,88,..,9,0,9,0,13,..,10,0,10,0,9,..,27,3,27,0,27,..,3,0,3,0,3,..,4,0,7,0,5,..,68,4,72,4,76,..,446,36,481,6,491,..,36,5,38,1277,1317,14894,481,36,518,1287,16698
LGA56300,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,0,38,0,38,..,5,0,5,115,117,1178,35,0,39,115,1328
LGA56370,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,6,0,6,..,30,5,34,0,34,..,0,0,0,63,67,707,30,5,38,63,809
LGA56460,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,12,0,12,0,12,..,14,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,3,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,28,0,28,..,0,0,0,0,0,..,41,0,41,0,41,..,7,0,7,0,7,..,81,0,83,0,83,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,0,0,0,0,0,..,3,3,6,0,6,..,69,6,75,5,78,..,275,25,295,3,299,..,27,3,33,540,569,4288,300,22,328,548,5162
LGA56580,..,88,3,90,0,90,..,26,3,23,0,23,..,59,3,61,0,60,..,23,0,23,0,23,..,43,3,44,0,44,..,25,0,25,0,25,..,23,0,23,0,23,..,189,12,196,3,201,..,155,7,157,0,160,..,74,12,79,0,79,..,26,6,31,0,31,..,0,0,0,0,0,..,0,0,0,0,0,..,59,8,70,0,70,..,33,0,37,0,37,..,34,0,34,0,34,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,102,3,102,0,102,..,14,0,15,0,15,..,41,3,45,0,45,..,165,4,167,0,167,..,84,6,88,0,88,..,60,6,69,0,69,..,21,0,23,0,22,..,10,0,12,0,12,..,52,0,52,0,52,..,254,31,280,10,289,..,2906,254,3163,21,3184,..,50,3,51,896,952,16987,2959,255,3217,914,21121
LGA56620,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,921,268,1186,110,1301,..,13,3,18,135,156,157,942,265,1209,243,1606
LGA56730,..,3,0,3,0,3,..,0,0,0,0,0,..,12,3,16,0,16,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,3,30,0,30,..,17,0,19,0,19,..,0,0,0,3,3,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,27,0,27,0,27,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,12,0,12,..,51,6,53,0,53,..,8,0,7,0,7,..,108,6,109,0,116,..,11,0,11,0,11,..,169,12,184,0,184,..,0,0,3,0,3,..,12,0,12,0,12,..,3,4,11,0,11,..,0,0,0,0,0,..,12,4,16,0,16,..,77,18,95,3,96,..,490,65,550,11,556,..,31,0,29,1446,1477,9080,514,61,579,1451,11112
LGA56790,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,16,0,16,..,70,3,70,0,71,..,14,0,14,321,338,2910,77,3,86,323,3319
LGA56860,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,18,23,228,10,0,10,18,257
LGA56930,..,9,0,9,0,9,..,3,3,4,0,4,..,3,3,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,10,4,14,0,14,..,11,3,12,0,12,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,131,19,149,0,151,..,4,0,4,101,106,1383,131,19,151,101,1636
LGA57000,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,21,8,26,0,26,..,0,0,0,61,61,528,21,8,26,61,617
LGA57080,..,57,0,53,0,53,..,65,6,72,0,72,..,281,8,294,0,297,..,29,0,31,0,31,..,33,0,33,0,33,..,95,14,103,0,106,..,191,15,201,0,204,..,699,42,738,8,748,..,264,21,288,8,295,..,247,97,346,0,346,..,388,187,582,5,582,..,13,0,16,0,16,..,3,0,3,0,3,..,203,18,230,0,229,..,78,9,81,0,84,..,100,13,116,3,117,..,0,0,3,0,3,..,61,17,78,0,78,..,112,0,112,0,114,..,214,4,222,0,220,..,89,0,89,0,89,..,124,3,129,0,130,..,539,10,554,5,557,..,346,25,371,4,377,..,128,6,131,0,133,..,128,24,152,0,152,..,32,6,39,0,39,..,144,37,176,0,176,..,888,127,1017,12,1023,..,6866,1121,7989,56,8044,..,55,8,59,3465,3528,10220,6917,1129,8051,3521,21797
LGA57140,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,17,0,17,..,0,0,0,123,126,1004,17,0,18,123,1146
LGA57210,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,12,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,9,21,3,24,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,12,0,12,..,0,0,0,0,0,..,18,0,18,0,18,..,8,3,11,0,11,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,3,..,78,39,115,3,118,..,220,62,281,14,291,..,14,3,20,484,495,4293,232,67,296,490,5079
LGA57280,..,11,0,14,0,14,..,30,0,34,0,34,..,28,5,32,0,32,..,4,0,4,0,4,..,29,0,34,3,35,..,17,0,17,0,14,..,25,5,35,4,38,..,136,11,149,4,159,..,16,3,18,0,18,..,9,0,14,0,14,..,18,9,25,0,25,..,15,0,15,0,15,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,3,0,3,..,9,0,9,0,14,..,6,3,7,0,7,..,5,0,4,0,4,..,126,0,126,3,126,..,75,9,86,0,86,..,179,4,181,5,186,..,228,36,263,0,265,..,610,51,658,5,660,..,13,3,13,0,13,..,39,3,42,0,42,..,63,3,71,0,71,..,6,0,5,0,5,..,18,0,20,0,25,..,322,26,352,8,352,..,1854,166,2023,49,2072,..,58,13,72,2175,2245,10150,1912,183,2093,2226,14469
LGA57350,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,19,3,17,0,17,..,0,0,0,132,132,866,17,3,25,132,1019
LGA57420,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,13,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,11,0,16,..,80,3,86,0,84,..,3,0,3,203,205,1439,85,3,88,203,1733
LGA57490,..,48,0,54,3,50,..,42,0,43,0,43,..,132,7,143,0,143,..,179,13,190,3,197,..,32,5,41,0,41,..,37,3,45,0,45,..,92,10,107,0,107,..,512,50,561,3,563,..,380,31,409,11,418,..,139,32,172,3,169,..,57,25,86,0,85,..,32,3,36,0,36,..,19,0,19,0,19,..,58,4,64,0,64,..,113,16,128,0,128,..,125,15,136,0,139,..,67,3,71,3,73,..,279,52,331,3,334,..,324,4,327,4,332,..,221,12,233,0,233,..,511,21,533,3,543,..,180,16,198,0,198,..,1239,52,1290,15,1300,..,370,42,413,5,423,..,82,5,87,0,92,..,298,47,348,5,351,..,11,0,11,0,12,..,162,63,232,0,230,..,2070,264,2335,41,2378,..,8618,927,9548,124,9673,..,304,23,325,8569,8892,106543,8923,951,9877,8689,125114
LGA57630,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,15,15,75,5,0,5,15,89
LGA57700,..,13,3,17,0,17,..,7,0,7,0,7,..,62,3,66,0,66,..,271,38,306,8,313,..,27,3,24,0,24,..,53,0,58,0,58,..,47,3,48,0,48,..,461,50,512,8,522,..,110,6,117,3,116,..,13,0,13,0,13,..,5,4,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,15,6,24,0,24,..,22,0,22,0,22,..,4,0,4,0,4,..,16,0,16,0,16,..,22,3,24,0,24,..,44,0,46,0,46,..,29,0,32,0,32,..,69,3,71,0,71,..,50,0,53,0,54,..,199,6,208,0,204,..,39,0,40,0,40,..,54,3,63,0,63,..,25,4,30,0,33,..,3,0,3,0,3,..,18,5,24,0,29,..,629,101,726,16,747,..,2182,245,2430,38,2470,..,59,5,68,1853,1915,22450,2247,250,2500,1886,26833
LGA57770,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,8,0,5,0,5,..,21,0,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,5,..,60,0,67,0,64,..,0,0,0,87,93,792,64,0,67,92,946
LGA57840,..,145,7,152,0,154,..,56,3,61,0,61,..,210,10,222,3,224,..,75,8,84,0,88,..,99,4,104,0,107,..,69,6,80,0,80,..,211,9,222,0,223,..,729,46,777,7,780,..,425,33,459,16,471,..,193,41,232,3,233,..,205,69,276,3,277,..,33,0,33,0,33,..,9,0,9,0,9,..,390,42,427,3,428,..,129,16,151,0,151,..,83,15,98,0,98,..,0,0,0,0,0,..,47,3,46,0,52,..,71,3,73,0,74,..,479,30,510,4,517,..,85,0,90,0,91,..,121,4,131,3,131,..,757,45,803,7,808,..,304,30,334,0,334,..,96,6,103,0,102,..,149,22,169,0,167,..,55,15,67,0,66,..,227,36,265,0,264,..,1077,160,1235,20,1259,..,8135,1041,9175,93,9268,..,109,14,123,2690,2820,29903,8246,1053,9301,2781,41989
LGA57910,..,1307,160,1472,7,1482,..,164,23,187,7,194,..,1456,103,1556,10,1567,..,1436,139,1576,13,1590,..,350,19,364,0,364,..,705,65,772,10,785,..,2360,237,2599,18,2616,..,6466,579,7049,67,7119,..,5628,724,6354,96,6452,..,715,135,852,3,856,..,359,119,481,3,485,..,2229,324,2553,29,2584,..,30,3,29,0,29,..,949,222,1171,3,1179,..,774,85,865,6,875,..,393,42,431,3,434,..,47,0,47,0,47,..,768,113,884,10,892,..,505,14,521,3,523,..,560,37,593,3,600,..,853,28,879,3,886,..,428,42,467,3,469,..,2345,120,2462,13,2474,..,1200,144,1342,6,1351,..,364,43,408,3,413,..,490,102,589,11,594,..,170,77,249,0,249,..,3019,1376,4395,33,4429,..,9410,2171,11578,229,11811,..,47681,9056,56739,637,57372,..,547,120,662,12788,13453,139376,48230,9179,57404,13426,210208
LGA57980,..,46,3,51,0,51,..,54,4,57,0,57,..,65,5,67,3,66,..,18,0,18,3,16,..,56,3,66,0,66,..,63,8,72,0,75,..,64,7,67,0,67,..,318,24,336,3,342,..,142,8,151,3,151,..,128,44,174,0,174,..,72,25,92,0,92,..,8,0,8,0,8,..,0,0,0,0,0,..,73,5,81,0,81,..,51,7,56,0,58,..,56,11,68,0,68,..,0,0,0,0,0,..,27,11,42,0,42,..,24,0,31,0,26,..,133,11,150,0,149,..,27,0,28,0,28,..,71,12,85,0,85,..,260,25,291,3,289,..,142,18,153,0,155,..,62,6,61,0,61,..,49,3,53,0,53,..,17,0,16,0,16,..,84,21,106,0,106,..,452,55,511,7,515,..,3820,487,4306,37,4337,..,54,3,59,1273,1335,13691,3872,491,4364,1308,19359
LGA58050,..,189,13,198,4,200,..,92,6,94,0,95,..,831,61,890,10,895,..,1115,163,1275,12,1286,..,255,22,278,0,280,..,176,9,185,0,185,..,890,109,1001,9,1011,..,3359,370,3723,30,3753,..,1228,158,1385,14,1398,..,167,22,187,0,187,..,93,34,126,0,124,..,275,41,318,0,320,..,52,3,50,3,58,..,279,91,371,0,376,..,396,53,451,3,453,..,112,7,126,0,122,..,54,3,57,0,57,..,334,73,410,11,420,..,793,40,836,10,847,..,297,14,313,3,315,..,1306,57,1357,15,1375,..,451,35,480,3,485,..,2841,150,2990,32,3018,..,423,38,458,3,466,..,403,39,443,4,445,..,304,53,354,10,360,..,30,7,38,0,38,..,1922,956,2885,22,2908,..,5381,1231,6603,141,6754,..,23080,4306,27382,352,27736,..,377,52,431,8606,9043,97074,23454,4356,27816,8960,133851
LGA58190,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,14,0,14,..,3,0,3,49,53,335,14,0,13,49,402
