ASGS_Structure,Census_Code_2016,Census_Name_2016
SA2,118011346,Rose Bay - Vaucluse - Watsons Bay
SA2,118011347,Woollahra
SA2,118021348,Coogee - Clovelly
SA2,118021350,Malabar - La Perouse - Chifley
SA2,118021564,Kensington (NSW)
SA2,118021565,Kingsford
SA2,118021566,Maroubra - North
SA2,118021567,Maroubra - South
SA2,118021568,Maroubra - West
SA2,118021569,Randwick - North
SA2,118021570,Randwick - South
SA2,119011354,Bass Hill - Georges Hall
SA2,119011355,Chullora
SA2,119011356,Condell Park
SA2,119011357,Greenacre - Mount Lewis
SA2,119011358,Padstow
SA2,119011359,Panania - Milperra - Picnic Point
SA2,119011360,Revesby
SA2,119011361,Yagoona - Birrong
SA2,119011571,Bankstown - North
SA2,119011572,Bankstown - South
SA2,119021362,Belmore - Belfield
SA2,119021363,Canterbury (South) - Campsie
SA2,119021364,Kingsgrove (North) - Earlwood
SA2,119021366,Punchbowl
SA2,119021367,Roselands
SA2,119021573,Lakemba
SA2,119021574,Wiley Park
SA2,119031368,Hurstville
SA2,119031369,Mortdale - Penshurst
SA2,119031370,Narwee - Beverly Hills
SA2,119031371,Oatley - Hurstville Grove
SA2,119031372,Peakhurst - Lugarno
SA2,119031373,Riverwood
SA2,119031374,South Hurstville - Blakehurst
SA2,119041375,Arncliffe - Bardwell Valley
SA2,119041376,Bexley
SA2,119041377,Kingsgrove (South) - Bardwell Park
SA2,119041378,Kogarah
SA2,119041379,Kogarah Bay - Carlton - Allawah
SA2,119041380,Monterey - Brighton-le-Sands - Kyeemagh
SA2,119041381,Rockdale - Banksia
SA2,119041382,Sans Souci - Ramsgate
SA2,120011383,Concord - Mortlake - Cabarita
SA2,120011384,Concord West - North Strathfield
SA2,120011385,Drummoyne - Rodd Point
SA2,120011386,Five Dock - Abbotsford
SA2,120021387,Balmain
SA2,120021388,Leichhardt - Annandale
SA2,120021389,Lilyfield - Rozelle
SA2,120031390,Ashfield
SA2,120031391,Burwood - Croydon
SA2,120031392,Canterbury (North) - Ashbury
SA2,120031393,Croydon Park - Enfield
SA2,120031394,Dulwich Hill - Lewisham
SA2,120031395,Haberfield - Summer Hill
SA2,120031396,Homebush
SA2,120031575,Strathfield
SA2,120031576,Strathfield South
SA2,121011398,Chatswood (East) - Artarmon
SA2,121011399,Chatswood (West) - Lane Cove North
SA2,121011400,Lane Cove - Greenwich
SA2,121011401,St Leonards - Naremburn
SA2,121011402,Willoughby - Castle Cove - Northbridge
SA2,121021403,Asquith - Mount Colah
SA2,121021404,Berowra - Brooklyn - Cowan
SA2,121021406,Normanhurst - Thornleigh - Westleigh
SA2,121021577,Hornsby - East
SA2,121021578,Hornsby - West
SA2,121021579,Waitara - Wahroonga (West)
SA2,121031407,Gordon - Killara
SA2,121031408,Lindfield - Roseville
SA2,121031409,Pymble
SA2,121031410,St Ives
SA2,121031411,Turramurra
SA2,121031412,Wahroonga (East) - Warrawee
SA2,121041413,Cremorne - Cammeray
SA2,121041414,Crows Nest - Waverton
SA2,121041415,Mosman
SA2,121041416,Neutral Bay - Kirribilli
SA2,121041417,North Sydney - Lavender Bay
SA2,122011418,Balgowlah - Clontarf - Seaforth
SA2,122011419,Manly - Fairlight
SA2,122021420,Avalon - Palm Beach
SA2,122021421,Bayview - Elanora Heights
SA2,122021422,Newport - Bilgola
SA2,122021423,Warriewood - Mona Vale
SA2,122031424,Beacon Hill - Narraweena
SA2,122031425,Cromer
SA2,122031426,Dee Why - North Curl Curl
SA2,122031427,Forestville - Killarney Heights
SA2,122031428,Frenchs Forest - Belrose
SA2,122031429,Freshwater - Brookvale
SA2,122031430,Manly Vale - Allambie Heights
SA2,122031431,Narrabeen - Collaroy
SA2,122031432,Terrey Hills - Duffys Forest
SA2,123011433,Camden - Ellis Lane
SA2,123011434,Elderslie - Harrington Park
SA2,123011435,Mount Annan - Currans Hill
SA2,123021436,Bradbury - Wedderburn
SA2,123021437,Campbelltown - Woodbine
SA2,123021438,Claymore - Eagle Vale - Raby
SA2,123021439,Holsworthy Military Area
SA2,123021440,Ingleburn - Denham Court
SA2,123021441,Leumeah - Minto Heights
SA2,123021442,Macquarie Fields - Glenfield
SA2,123021443,Minto - St Andrews
SA2,123021444,Rosemeadow - Glen Alpine
SA2,123031445,Bargo
SA2,123031446,Douglas Park - Appin
SA2,123031447,Picton - Tahmoor - Buxton
SA2,123031448,The Oaks - Oakdale
SA2,124011449,Blackheath - Megalong Valley
SA2,124011450,Blaxland - Warrimoo - Lapstone
SA2,124011451,Blue Mountains - North
SA2,124011452,Katoomba - Leura
SA2,124011453,Lawson - Hazelbrook - Linden
SA2,124011454,Springwood - Winmalee
SA2,124011455,Wentworth Falls
SA2,124021456,Blue Mountains - South
SA2,124031457,Cambridge Park
SA2,124031458,Castlereagh - Cranebrook
SA2,124031459,Emu Plains - Leonay
SA2,124031460,Glenmore Park - Regentville
SA2,124031461,Jamisontown - South Penrith
SA2,124031462,Kingswood - Werrington
SA2,124031463,Mulgoa - Luddenham - Orchard Hills
SA2,124031464,Penrith
SA2,124031465,Warragamba - Silverdale
SA2,124041466,Richmond - Clarendon
SA2,124041467,Windsor - Bligh Park
SA2,124041468,Yarramundi - Londonderry
SA2,124051469,Erskine Park
SA2,124051470,St Clair
SA2,124051580,Colyton - Oxley Park
SA2,124051581,St Marys - North St Marys
SA2,125011473,Homebush Bay - Silverwater
SA2,125011475,Rookwood Cemetery
SA2,125011582,Auburn - Central
SA2,125011583,Auburn - North
SA2,125011584,Auburn - South
SA2,125011585,Berala
SA2,125011586,Lidcombe
SA2,125011587,Regents Park
SA2,125021476,Carlingford
SA2,125021477,Ermington - Rydalmere
SA2,125021478,Oatlands - Dundas Valley
SA2,125031479,Chester Hill - Sefton
SA2,125031480,Fairfield - East
SA2,125031481,Granville - Clyde
SA2,125031482,Greystanes - Pemulwuy
SA2,125031483,Guildford - South Granville
SA2,125031484,Guildford West - Merrylands West
SA2,125031485,Merrylands - Holroyd
SA2,125031486,Smithfield Industrial
SA2,125031487,Yennora Industrial
SA2,125041489,North Parramatta
SA2,125041490,North Rocks
SA2,125041491,Northmead
SA2,125041492,Parramatta - Rosehill
SA2,125041493,Toongabbie - Constitution Hill
SA2,125041494,Winston Hills
SA2,125041588,Pendle Hill - Girraween
SA2,125041589,Wentworthville - Westmead
SA2,126011495,Epping - North Epping
SA2,126011496,Pennant Hills - Cheltenham
SA2,126021497,Eastwood - Denistone
SA2,126021498,Gladesville - Huntleys Point
SA2,126021499,Hunters Hill - Woolwich
SA2,126021500,Macquarie Park - Marsfield
SA2,126021501,North Ryde - East Ryde
SA2,126021503,West Ryde - Meadowbank
SA2,126021590,Putney
SA2,126021591,Ryde
SA2,127011504,Ashcroft - Busby - Miller
SA2,127011505,Austral - Greendale
SA2,127011506,Cobbitty - Leppington
SA2,127011592,Badgerys Creek
SA2,127011593,Cecil Hills
SA2,127011594,Green Valley
SA2,127011595,Hinchinbrook
SA2,127011596,Hoxton Park - Carnes Hill - Horningsea Park
SA2,127011597,West Hoxton - Middleton Grange
SA2,127021509,Bonnyrigg Heights - Bonnyrigg
SA2,127021510,Bossley Park - Abbotsbury
SA2,127021511,Cabramatta - Lansvale
SA2,127021512,Cabramatta West - Mount Pritchard
SA2,127021513,Canley Vale - Canley Heights
SA2,127021514,Edensor Park
SA2,127021515,Fairfield
SA2,127021516,Fairfield - West
SA2,127021517,Greenfield Park - Prairiewood
SA2,127021518,Horsley Park - Kemps Creek
SA2,127021519,Smithfield - Wetherill Park
SA2,127021520,St Johns Park - Wakeley
SA2,127021521,Wetherill Park Industrial
SA2,127031522,Casula
SA2,127031523,Chipping Norton - Moorebank
SA2,127031524,Holsworthy - Wattle Grove
SA2,127031598,Liverpool
SA2,127031599,Lurnea - Cartwright
SA2,127031600,Prestons - Edmondson Park
SA2,127031601,Warwick Farm
SA2,128011529,Gymea - Grays Point
SA2,128011530,Miranda - Yowie Bay
SA2,128011531,Sylvania - Taren Point
SA2,128011602,Caringbah
SA2,128011603,Caringbah South
SA2,128011604,Cronulla - Kurnell - Bundeena
SA2,128011605,Lilli Pilli - Port Hacking - Dolans Bay
SA2,128011606,Woolaware - Burraneer
SA2,128021533,Heathcote - Waterfall
SA2,128021534,Illawong - Alfords Point
SA2,128021535,Menai - Lucas Heights - Woronora
SA2,128021536,Oyster Bay - Como - Jannali
SA2,128021537,Royal National Park
SA2,128021538,Sutherland - Kirrawee
SA2,128021607,Engadine
SA2,128021608,Loftus - Yarrawarrah
SA2,128021609,Woronora Heights
SA2,197979799,Migratory - Offshore - Shipping (NSW)
SA2,199999499,No usual address (NSW)
SA2,201011001,Alfredton
SA2,201011002,Ballarat
SA2,201011003,Ballarat - North
SA2,201011004,Ballarat - South
SA2,201011005,Buninyong
SA2,201011006,Delacombe
SA2,201011007,Smythes Creek
SA2,201011008,Wendouree - Miners Rest
SA2,201021009,Bacchus Marsh Region
SA2,201021010,Creswick - Clunes
SA2,201021011,Daylesford
SA2,201021012,Gordon (Vic.)
SA2,201031013,Avoca
SA2,201031014,Beaufort
SA2,201031015,Golden Plains - North
SA2,201031016,Maryborough (Vic.)
SA2,201031017,Maryborough Region
SA2,202011018,Bendigo
SA2,202011019,California Gully - Eaglehawk
SA2,202011020,East Bendigo - Kennington
SA2,202011021,Flora Hill - Spring Gully
SA2,202011022,Kangaroo Flat - Golden Square
SA2,202011023,Maiden Gully
SA2,202011024,Strathfieldsaye
SA2,202011025,White Hills - Ascot
SA2,202021026,Bendigo Region - South
SA2,202021027,Castlemaine
SA2,202021028,Castlemaine Region
SA2,202021029,Heathcote
SA2,202021030,Kyneton
SA2,202021031,Woodend
SA2,202031032,Bendigo Region - North
SA2,202031033,Loddon
SA2,203011034,Bannockburn
SA2,203011035,Golden Plains - South
SA2,203011036,Winchelsea
SA2,203021037,Belmont
SA2,203021038,Corio - Norlane
SA2,203021039,Geelong
SA2,203021040,Geelong West - Hamlyn Heights
SA2,203021041,Grovedale
SA2,203021042,Highton
SA2,203021043,Lara
SA2,203021044,Leopold
SA2,203021045,Newcomb - Moolap
SA2,203021046,Newtown (Vic.)
SA2,203021047,North Geelong - Bell Park
SA2,203031048,Clifton Springs
SA2,203031049,Lorne - Anglesea
SA2,203031050,Ocean Grove - Barwon Heads
SA2,203031051,Portarlington
SA2,203031052,Point Lonsdale - Queenscliff
SA2,203031053,Torquay
SA2,204011054,Alexandra
SA2,204011055,Euroa
SA2,204011056,Kilmore - Broadford
SA2,204011057,Mansfield (Vic.)
SA2,204011058,Nagambie
SA2,204011059,Seymour
SA2,204011060,Seymour Region
SA2,204011061,Upper Yarra Valley
SA2,204011062,Yea
SA2,204021063,Benalla
SA2,204021064,Benalla Region
SA2,204021065,Rutherglen
SA2,204021066,Wangaratta
SA2,204021067,Wangaratta Region
SA2,204031068,Beechworth
SA2,204031069,Bright - Mount Beauty
SA2,204031070,Chiltern - Indigo Valley
SA2,204031071,Myrtleford
SA2,204031072,Towong
SA2,204031073,West Wodonga
SA2,204031074,Wodonga
SA2,204031075,Yackandandah
SA2,205011076,Drouin
SA2,205011077,Mount Baw Baw Region
SA2,205011078,Trafalgar (Vic.)
SA2,205011079,Warragul
SA2,205021080,Alps - East
SA2,205021081,Bairnsdale
SA2,205021082,Bruthen - Omeo
SA2,205021083,Lake King
SA2,205021084,Lakes Entrance
SA2,205021085,Orbost
SA2,205021086,Paynesville
SA2,205031087,Foster
SA2,205031088,French Island
SA2,205031089,Korumburra
SA2,205031090,Leongatha
SA2,205031091,Phillip Island
SA2,205031092,Wilsons Promontory
SA2,205031093,Wonthaggi - Inverloch
SA2,205041094,Churchill
SA2,205041095,Moe - Newborough
SA2,205041096,Morwell
SA2,205041097,Traralgon
SA2,205041098,Yallourn North - Glengarry
SA2,205051099,Alps - West
SA2,205051100,Longford - Loch Sport
SA2,205051101,Maffra
SA2,205051102,Rosedale
SA2,205051103,Sale
SA2,205051104,Yarram
SA2,206011105,Brunswick
SA2,206011106,Brunswick East
SA2,206011107,Brunswick West
SA2,206011108,Coburg
SA2,206011109,Pascoe Vale South
SA2,206021110,Alphington - Fairfield
SA2,206021111,Northcote
SA2,206021112,Thornbury
SA2,206031113,Ascot Vale
SA2,206031114,Essendon - Aberfeldie
SA2,206031115,Flemington
SA2,206031116,Moonee Ponds
SA2,206041117,Carlton
SA2,206041118,Docklands
SA2,206041119,East Melbourne
SA2,206041120,Flemington Racecourse
SA2,206041121,Kensington (Vic.)
SA2,206041122,Melbourne
SA2,206041123,North Melbourne
SA2,206041124,Parkville
SA2,206041125,South Yarra - West
SA2,206041126,Southbank
SA2,206041127,West Melbourne
SA2,206051128,Albert Park
SA2,206051129,Elwood
SA2,206051130,Port Melbourne
SA2,206051131,Port Melbourne Industrial
SA2,206051132,South Melbourne
SA2,206051133,St Kilda
SA2,206051134,St Kilda East
SA2,206061135,Armadale
SA2,206061136,Prahran - Windsor
SA2,206061137,South Yarra - East
SA2,206061138,Toorak
SA2,206071139,Abbotsford
SA2,206071140,Carlton North - Princes Hill
SA2,206071141,Collingwood
SA2,206071142,Fitzroy
SA2,206071143,Fitzroy North
SA2,206071144,Richmond (Vic.)
SA2,206071145,Yarra - North
SA2,207011146,Ashburton (Vic.)
SA2,207011147,Balwyn
SA2,207011148,Balwyn North
SA2,207011149,Camberwell
SA2,207011150,Glen Iris - East
SA2,207011151,Hawthorn
SA2,207011152,Hawthorn East
SA2,207011153,Kew
SA2,207011154,Kew East
SA2,207011155,Surrey Hills (West) - Canterbury
SA2,207021156,Bulleen
SA2,207021157,Doncaster
SA2,207021159,Templestowe
SA2,207021160,Templestowe Lower
SA2,207021424,Doncaster East (North)
SA2,207021425,Doncaster East (South)
SA2,207031161,Blackburn
SA2,207031162,Blackburn South
SA2,207031163,Box Hill
SA2,207031164,Box Hill North
SA2,207031165,Burwood
SA2,207031166,Burwood East
SA2,207031167,Surrey Hills (East) - Mont Albert
SA2,208011168,Beaumaris
SA2,208011169,Brighton (Vic.)
SA2,208011170,Brighton East
SA2,208011171,Cheltenham - Highett (West)
SA2,208011172,Hampton
SA2,208011173,Sandringham - Black Rock
SA2,208021174,Bentleigh - McKinnon
SA2,208021176,Carnegie
SA2,208021177,Caulfield - North
SA2,208021178,Caulfield - South
SA2,208021179,Elsternwick
SA2,208021180,Hughesdale
SA2,208021181,Murrumbeena
SA2,208021182,Ormond - Glen Huntly
SA2,208021426,Bentleigh East (North)
SA2,208021427,Bentleigh East (South)
SA2,208031183,Aspendale Gardens - Waterways
SA2,208031184,Braeside
SA2,208031185,Carrum - Patterson Lakes
SA2,208031186,Chelsea - Bonbeach
SA2,208031187,Chelsea Heights
SA2,208031188,Cheltenham - Highett (East)
SA2,208031189,Edithvale - Aspendale
SA2,208031190,Mentone
SA2,208031191,Moorabbin - Heatherton
SA2,208031192,Moorabbin Airport
SA2,208031193,Mordialloc - Parkdale
SA2,208041194,Malvern - Glen Iris
SA2,208041195,Malvern East
SA2,209011196,Bundoora - East
SA2,209011197,Greensborough
SA2,209011198,Heidelberg - Rosanna
SA2,209011199,Heidelberg West
SA2,209011200,Ivanhoe
SA2,209011201,Ivanhoe East - Eaglemont
SA2,209011202,Montmorency - Briar Hill
SA2,209011203,Viewbank - Yallambie
SA2,209011204,Watsonia
SA2,209021205,Kingsbury
SA2,209021207,Reservoir - East
SA2,209021208,Reservoir - West
SA2,209021428,Preston - East
SA2,209021429,Preston - West
SA2,209031209,Eltham
SA2,209031210,Hurstbridge
SA2,209031211,Kinglake
SA2,209031212,Panton Hill - St Andrews
SA2,209031213,Plenty - Yarrambat
SA2,209031214,Research - North Warrandyte
SA2,209031215,Wattle Glen - Diamond Creek
SA2,209041216,Bundoora - North
SA2,209041217,Bundoora - West
SA2,209041219,Lalor
SA2,209041220,Mill Park - North
SA2,209041221,Mill Park - South
SA2,209041223,Thomastown
SA2,209041224,Wallan
SA2,209041225,Whittlesea
SA2,209041430,Doreen
SA2,209041431,Epping - East
SA2,209041432,Epping - South
SA2,209041433,Epping - West
SA2,209041434,Mernda
SA2,209041435,South Morang (North)
SA2,209041436,South Morang (South)
SA2,209041437,Wollert
SA2,210011226,Airport West
SA2,210011227,Essendon Airport
SA2,210011228,Keilor
SA2,210011229,Keilor East
SA2,210011230,Niddrie - Essendon West
SA2,210011231,Strathmore
SA2,210021232,Gisborne
SA2,210021233,Macedon
SA2,210021234,Riddells Creek
SA2,210021235,Romsey
SA2,210031236,Coburg North
SA2,210031237,Fawkner
SA2,210031239,Pascoe Vale
SA2,210031438,Glenroy
SA2,210031439,Gowanbrae
SA2,210031440,Hadfield
SA2,210041240,Sunbury
SA2,210041241,Sunbury - South
SA2,210051242,Broadmeadows
SA2,210051243,Campbellfield - Coolaroo
SA2,210051245,Gladstone Park - Westmeadows
SA2,210051246,Greenvale - Bulla
SA2,210051247,Meadow Heights
SA2,210051248,Melbourne Airport
SA2,210051249,Roxburgh Park - Somerton
SA2,210051250,Tullamarine
SA2,210051441,Craigieburn - Central
SA2,210051442,Craigieburn - North
SA2,210051443,Craigieburn - South
SA2,210051444,Craigieburn - West
SA2,210051445,Mickleham - Yuroke
SA2,211011251,Bayswater
SA2,211011254,Knoxfield - Scoresby
SA2,211011255,Lysterfield
SA2,211011256,Rowville - Central
SA2,211011257,Rowville - North
SA2,211011258,Rowville - South
SA2,211011259,Wantirna
SA2,211011260,Wantirna South
SA2,211011446,Boronia
SA2,211011447,Ferntree Gully (North)
SA2,211011448,Ferntree Gully (South) - Upper Ferntree Gully
SA2,211011449,The Basin
SA2,211021261,Donvale - Park Orchards
SA2,211021262,Warrandyte - Wonga Park
SA2,211031263,Bayswater North
SA2,211031265,Croydon Hills - Warranwood
SA2,211031266,Ringwood
SA2,211031267,Ringwood East
SA2,211031268,Ringwood North
SA2,211031450,Croydon - East
SA2,211031451,Croydon - West
SA2,211031452,Croydon South
SA2,211041269,Forest Hill
SA2,211041270,Mitcham (Vic.)
SA2,211041271,Nunawading
SA2,211041272,Vermont
SA2,211041273,Vermont South
SA2,211051274,Belgrave - Selby
SA2,211051275,Chirnside Park
SA2,211051276,Healesville - Yarra Glen
SA2,211051277,Kilsyth
SA2,211051278,Lilydale - Coldstream
SA2,211051279,Monbulk - Silvan
SA2,211051280,Montrose
SA2,211051281,Mooroolbark
SA2,211051282,Mount Dandenong - Olinda
SA2,211051283,Mount Evelyn
SA2,211051284,Upwey - Tecoma
SA2,211051285,Wandin - Seville
SA2,211051286,Yarra Valley
SA2,212011287,Beaconsfield - Officer
SA2,212011288,Bunyip - Garfield
SA2,212011289,Emerald - Cockatoo
SA2,212011290,Koo Wee Rup
SA2,212011291,Pakenham - North
SA2,212011292,Pakenham - South
SA2,212021293,Berwick - North
SA2,212021294,Berwick - South
SA2,212021295,Doveton
SA2,212021297,Hallam
SA2,212021299,Narre Warren North
SA2,212021453,Endeavour Hills - North
SA2,212021454,Endeavour Hills - South
SA2,212021455,Narre Warren - North East
SA2,212021456,Narre Warren - South West
SA2,212031300,Cranbourne
SA2,212031301,Cranbourne East
SA2,212031302,Cranbourne North
SA2,212031303,Cranbourne South
SA2,212031304,Cranbourne West
SA2,212031305,Hampton Park - Lynbrook
SA2,212031306,Lynbrook - Lyndhurst
SA2,212031308,Pearcedale - Tooradin
SA2,212031457,Narre Warren South (East)
SA2,212031458,Narre Warren South (West)
SA2,212041309,Clarinda - Oakleigh South
SA2,212041310,Clayton South
SA2,212041311,Dandenong
SA2,212041312,Dandenong North
SA2,212041313,Dingley Village
SA2,212041314,Keysborough
SA2,212041316,Noble Park North
SA2,212041317,Springvale
SA2,212041318,Springvale South
SA2,212041459,Noble Park - East
SA2,212041460,Noble Park - West
SA2,212051319,Ashwood - Chadstone
SA2,212051320,Clayton
SA2,212051321,Glen Waverley - East
SA2,212051322,Glen Waverley - West
SA2,212051323,Mount Waverley - North
SA2,212051324,Mount Waverley - South
SA2,212051325,Mulgrave
SA2,212051326,Oakleigh - Huntingdale
SA2,212051327,Wheelers Hill
SA2,213011328,Ardeer - Albion
SA2,213011329,Cairnlea
SA2,213011330,Deer Park - Derrimut
SA2,213011331,Delahey
SA2,213011332,Keilor Downs
SA2,213011333,Kings Park (Vic.)
SA2,213011334,St Albans - North
SA2,213011335,St Albans - South
SA2,213011336,Sunshine
SA2,213011337,Sunshine North
SA2,213011338,Sunshine West
SA2,213011339,Sydenham
SA2,213011340,Taylors Lakes
SA2,213021341,Altona
SA2,213021342,Altona Meadows
SA2,213021343,Altona North
SA2,213021344,Newport
SA2,213021345,Seabrook
SA2,213021346,Williamstown
SA2,213031347,Braybrook
SA2,213031348,Footscray
SA2,213031349,Maribyrnong
SA2,213031350,Seddon - Kingsville
SA2,213031351,West Footscray - Tottenham
SA2,213031352,Yarraville
SA2,213041353,Bacchus Marsh
SA2,213041355,Hillside
SA2,213041356,Melton
SA2,213041357,Melton South
SA2,213041358,Melton West
SA2,213041359,Rockbank - Mount Cottrell
SA2,213041360,Taylors Hill
SA2,213041461,Burnside
SA2,213041462,Burnside Heights
SA2,213041463,Caroline Springs
SA2,213051361,Hoppers Crossing - North
SA2,213051362,Hoppers Crossing - South
SA2,213051363,Laverton
SA2,213051365,Tarneit
SA2,213051366,Truganina
SA2,213051368,Werribee - South
SA2,213051369,Wyndham Vale
SA2,213051464,Point Cook - East
SA2,213051465,Point Cook - North
SA2,213051466,Point Cook - South
SA2,213051467,Werribee - East
SA2,213051468,Werribee - West
SA2,214011370,Carrum Downs
SA2,214011371,Frankston
SA2,214011372,Frankston North
SA2,214011373,Frankston South
SA2,214011374,Langwarrin
SA2,214011375,Seaford (Vic.)
SA2,214011376,Skye - Sandhurst
SA2,214021377,Dromana
SA2,214021378,Flinders
SA2,214021379,Hastings - Somers
SA2,214021380,Mornington
SA2,214021381,Mount Eliza
SA2,214021382,Mount Martha
SA2,214021383,Point Nepean
SA2,214021384,Rosebud - McCrae
SA2,214021385,Somerville
SA2,215011386,Ararat
SA2,215011387,Ararat Region
SA2,215011388,Horsham
SA2,215011389,Horsham Region
SA2,215011390,Nhill Region
SA2,215011391,St Arnaud
SA2,215011392,Stawell
SA2,215011393,West Wimmera
SA2,215011394,Yarriambiack
SA2,215021395,Irymple
SA2,215021396,Merbein
SA2,215021398,Mildura Region
SA2,215021399,Red Cliffs
SA2,215021469,Mildura - North
SA2,215021470,Mildura - South
SA2,215031400,Buloke
SA2,215031401,Gannawarra
SA2,215031402,Kerang
SA2,215031403,Robinvale
SA2,215031404,Swan Hill
SA2,215031405,Swan Hill Region
SA2,216011406,Echuca
SA2,216011407,Kyabram
SA2,216011408,Lockington - Gunbower
SA2,216011409,Rochester
SA2,216011410,Rushworth
SA2,216021411,Cobram
SA2,216021412,Moira
SA2,216021413,Numurkah
SA2,216021414,Yarrawonga
SA2,216031415,Mooroopna
SA2,216031416,Shepparton - North
SA2,216031417,Shepparton - South
SA2,216031418,Shepparton Region - East
SA2,216031419,Shepparton Region - West
SA2,217011420,Glenelg (Vic.)
SA2,217011421,Hamilton (Vic.)
SA2,217011422,Portland
SA2,217011423,Southern Grampians
SA2,217031471,Camperdown
SA2,217031472,Colac
SA2,217031473,Colac Region
SA2,217031474,Corangamite - North
SA2,217031475,Corangamite - South
SA2,217031476,Otway
SA2,217041477,Moyne - East
SA2,217041478,Moyne - West
SA2,217041479,Warrnambool - North
SA2,217041480,Warrnambool - South
SA2,297979799,Migratory - Offshore - Shipping (Vic.)
SA2,299999499,No usual address (Vic.)
SA2,301011001,Alexandra Hills
SA2,301011002,Belmont - Gumdale
SA2,301011003,Birkdale
SA2,301011004,Capalaba
SA2,301011005,Thorneside
SA2,301011006,Wellington Point
SA2,301021007,Cleveland
SA2,301021008,Ormiston
SA2,301021009,Redland Bay
SA2,301021011,Sheldon - Mount Cotton
SA2,301021012,Thornlands
SA2,301021013,Victoria Point
SA2,301021527,Redland Islands
SA2,301031014,Brisbane Port - Lytton
SA2,301031015,Manly - Lota
SA2,301031016,Manly West
SA2,301031017,Murarrie
SA2,301031018,Tingalpa
SA2,301031019,Wakerley
SA2,301031020,Wynnum
SA2,301031021,Wynnum West - Hemmant
SA2,302011022,Bald Hills
SA2,302011023,Bridgeman Downs
SA2,302011024,Carseldine
SA2,302011025,Everton Park
SA2,302011026,McDowall
SA2,302021027,Aspley
SA2,302021028,Chermside
SA2,302021029,Chermside West
SA2,302021030,Geebung
SA2,302021031,Kedron - Gordon Park
SA2,302021032,Stafford
SA2,302021033,Stafford Heights
SA2,302021034,Wavell Heights
SA2,302031035,Boondall
SA2,302031036,Brisbane Airport
SA2,302031037,Eagle Farm - Pinkenba
SA2,302031038,Northgate - Virginia
SA2,302031039,Nudgee - Banyo
SA2,302031040,Nundah
SA2,302041041,Bracken Ridge
SA2,302041042,Brighton (Qld)
SA2,302041043,Deagon
SA2,302041044,Sandgate - Shorncliffe
SA2,302041045,Taigum - Fitzgibbon
SA2,302041046,Zillmere
SA2,303011047,Camp Hill
SA2,303011048,Cannon Hill
SA2,303011049,Carina
SA2,303011050,Carina Heights
SA2,303011051,Carindale
SA2,303021052,Annerley
SA2,303021053,Coorparoo
SA2,303021054,Fairfield - Dutton Park
SA2,303021055,Greenslopes
SA2,303021056,Holland Park
SA2,303021057,Holland Park West
SA2,303021058,Woolloongabba
SA2,303021059,Yeronga
SA2,303031060,Eight Mile Plains
SA2,303031061,Macgregor (Qld)
SA2,303031062,Mansfield (Qld)
SA2,303031063,Mount Gravatt
SA2,303031064,Rochedale - Burbank
SA2,303031065,Upper Mount Gravatt
SA2,303031066,Wishart
SA2,303041067,Coopers Plains
SA2,303041068,Moorooka
SA2,303041069,Robertson
SA2,303041070,Salisbury - Nathan
SA2,303041071,Tarragindi
SA2,303051072,Algester
SA2,303051073,Calamvale - Stretton
SA2,303051074,Pallara - Willawong
SA2,303051075,Parkinson - Drewvale
SA2,303051076,Rocklea - Acacia Ridge
SA2,303061077,Kuraby
SA2,303061078,Runcorn
SA2,303061079,Sunnybank
SA2,303061080,Sunnybank Hills
SA2,304011081,Jindalee - Mount Ommaney
SA2,304011082,Middle Park - Jamboree Heights
SA2,304011083,Riverhills
SA2,304011084,Seventeen Mile Rocks - Sinnamon Park
SA2,304011085,Westlake
SA2,304021086,Bellbowrie - Moggill
SA2,304021087,Brookfield - Kenmore Hills
SA2,304021088,Chapel Hill
SA2,304021089,Fig Tree Pocket
SA2,304021090,Kenmore
SA2,304021091,Pinjarra Hills - Pullenvale
SA2,304031092,Chelmer - Graceville
SA2,304031093,Corinda
SA2,304031094,Indooroopilly
SA2,304031095,Sherwood
SA2,304031096,St Lucia
SA2,304031097,Taringa
SA2,304041098,Enoggera
SA2,304041099,Enoggera Reservoir
SA2,304041100,Keperra
SA2,304041101,Mitchelton
SA2,304041102,Mount Coot-tha
SA2,304041103,The Gap
SA2,304041104,Upper Kedron - Ferny Grove
SA2,305011105,Brisbane City
SA2,305011106,Fortitude Valley
SA2,305011107,Highgate Hill
SA2,305011108,Kangaroo Point
SA2,305011109,New Farm
SA2,305011110,South Brisbane
SA2,305011111,Spring Hill
SA2,305011112,West End
SA2,305021113,Balmoral
SA2,305021114,Bulimba
SA2,305021115,East Brisbane
SA2,305021116,Hawthorne
SA2,305021117,Morningside - Seven Hills
SA2,305021118,Norman Park
SA2,305031119,Albion
SA2,305031120,Alderley
SA2,305031121,Ascot
SA2,305031122,Clayfield
SA2,305031123,Grange
SA2,305031124,Hamilton (Qld)
SA2,305031125,Hendra
SA2,305031126,Kelvin Grove - Herston
SA2,305031127,Newmarket
SA2,305031128,Newstead - Bowen Hills
SA2,305031129,Wilston
SA2,305031130,Windsor
SA2,305031131,Wooloowin - Lutwyche
SA2,305041132,Ashgrove
SA2,305041133,Auchenflower
SA2,305041134,Bardon
