SA3_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
11003,2214,2346,1009,104,5669,1782,198,7647,63,64,36,4,171,175,15,362,13,5,3,0,20,16,0,43,74,72,43,4,190,196,16,402,76,28,76,7,192,449,20,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,28,73,7,192,450,21,665,12,3,0,0,19,49,0,68,3,0,0,0,3,20,0,21,0,0,3,0,3,13,0,16,13,10,3,0,28,13,3,48,35,15,4,0,54,92,8,148,13,19,3,0,31,16,0,48,2412,2480,1131,114,6141,2528,240,8915
11004,7792,7755,3314,277,19141,6213,735,26085,258,102,158,21,532,1011,79,1623,62,18,38,0,123,229,22,378,324,119,193,24,661,1238,103,1996,61,36,65,13,174,487,24,695,3,4,8,0,12,25,3,39,6,3,3,0,14,43,0,57,3,0,0,0,3,0,0,3,77,45,73,9,203,555,25,787,24,5,0,0,29,62,0,97,16,7,0,0,21,27,0,46,4,6,0,0,11,3,0,13,66,47,111,10,239,79,14,334,110,59,122,10,297,179,14,495,50,32,25,3,116,59,9,178,8350,8015,3729,326,20418,8239,886,29544
11101,10859,13562,4690,343,29459,7012,812,37280,816,225,412,32,1480,1967,104,3545,382,204,303,10,907,702,85,1690,1198,432,713,43,2389,2667,183,5239,263,72,189,17,542,1034,51,1629,28,6,6,3,42,119,3,163,145,27,25,3,198,186,20,404,7,0,5,0,16,10,0,30,443,111,228,17,798,1350,80,2221,20,3,4,0,22,30,4,58,26,3,11,0,36,138,0,176,3,0,3,0,3,3,0,7,12,16,13,0,46,27,8,74,60,21,30,0,110,202,12,318,25,13,6,0,50,32,11,87,12577,14140,5666,410,32800,11259,1089,45146
11102,7363,8289,3208,226,19088,4697,601,24387,413,77,100,9,602,793,18,1411,116,43,54,0,215,193,12,422,532,123,147,7,817,988,31,1831,87,22,39,9,158,245,9,411,46,4,9,0,54,34,4,96,9,3,0,0,12,5,0,22,6,0,0,0,10,8,0,15,140,36,52,7,237,301,7,548,4,4,6,0,14,29,0,38,49,9,10,0,65,164,8,239,6,0,6,0,11,3,0,12,5,6,5,0,12,11,0,25,66,15,24,0,101,202,12,313,19,16,3,0,34,35,0,74,8115,8478,3439,243,20273,6215,657,27146
11103,11850,15180,5690,614,33333,9790,2572,45693,844,394,496,69,1799,2075,304,4185,1356,752,609,73,2794,1793,588,5181,2205,1146,1102,142,4594,3866,898,9358,545,186,263,43,1040,2198,299,3542,387,110,181,31,709,1209,219,2139,599,140,93,10,838,853,146,1830,28,12,3,3,50,89,14,152,1564,454,544,83,2640,4353,683,7670,0,3,0,0,4,4,3,9,11,0,0,0,12,7,0,26,3,0,0,0,4,3,0,13,31,20,23,3,75,72,13,165,46,25,26,3,102,91,20,211,54,29,17,3,103,145,30,276,15709,16835,7387,844,40769,18241,4198,63212
11201,6885,6446,2587,191,16107,4651,1080,21839,626,320,382,19,1344,1348,147,2834,465,307,278,10,1067,788,133,1991,1095,627,660,32,2412,2134,283,4827,229,117,178,17,541,715,79,1329,51,10,36,0,104,112,18,234,24,0,0,0,23,25,5,55,5,3,7,0,14,17,3,33,311,132,222,21,676,873,104,1654,83,18,18,4,129,285,9,430,94,15,34,3,154,266,15,441,3,0,0,0,4,17,0,22,18,11,15,0,50,42,7,91,200,57,69,5,332,614,36,981,60,49,28,0,133,132,22,283,8549,7299,3561,255,19663,8398,1524,29589
11202,6625,6159,3132,251,16160,5549,884,22595,187,57,151,5,404,721,49,1173,64,27,77,6,184,258,33,475,251,85,228,18,584,982,77,1644,134,76,154,23,384,770,79,1234,11,0,14,0,29,59,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,146,75,167,23,413,832,89,1330,26,11,19,0,49,175,5,231,17,10,10,3,32,56,4,98,3,4,11,0,19,31,0,52,69,47,20,3,140,44,3,188,122,71,52,3,245,306,14,565,33,25,15,3,80,60,3,139,7169,6414,3595,293,17477,7730,1067,26275
11203,7210,7436,2789,198,17635,4500,796,22929,1145,435,535,58,2171,1890,173,4243,587,383,367,15,1356,786,107,2248,1730,816,905,71,3524,2677,287,6489,397,140,243,14,795,1149,110,2051,318,120,215,18,672,614,83,1368,301,49,55,6,415,317,22,751,3,0,0,0,4,0,0,5,1020,307,516,35,1884,2084,218,4180,167,17,20,3,203,419,15,635,172,16,24,3,207,271,15,489,3,4,6,0,18,24,3,42,12,11,6,0,30,12,0,42,352,44,53,5,453,729,34,1211,96,36,10,0,154,119,11,282,10413,8653,4272,317,23650,10104,1332,35089
11301,4149,4864,1582,151,10745,3228,356,14326,109,60,61,7,236,351,26,614,3,5,3,0,11,20,0,31,110,70,65,7,252,373,25,651,199,177,104,16,495,579,67,1146,3,3,0,0,7,22,3,30,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,11,208,183,102,16,504,611,67,1184,10,0,3,0,16,46,3,70,8,0,3,0,15,26,9,39,7,8,0,0,10,7,0,25,12,12,3,0,28,17,4,45,35,21,12,3,70,100,18,180,35,37,13,0,82,41,4,127,4528,5170,1769,180,11654,4340,477,16474
11302,1693,1343,531,47,3615,1349,87,5047,15,0,5,0,19,86,0,105,0,0,3,0,8,18,3,27,19,3,7,0,25,102,4,135,24,11,7,3,44,104,6,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,7,3,41,104,6,153,6,3,0,0,9,4,0,17,0,0,3,0,4,7,0,11,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,8,3,7,0,15,14,0,32,8,15,3,0,22,9,3,41,1750,1368,556,50,3723,1579,100,5403
11303,8821,9176,3577,310,21890,6710,953,29552,195,65,48,9,314,595,41,951,44,19,11,7,77,101,25,203,231,82,59,11,387,700,67,1154,351,192,166,27,749,1491,131,2365,10,0,3,0,15,61,3,85,10,0,0,0,10,18,0,35,3,3,0,0,5,6,0,14,376,198,173,33,778,1579,133,2488,17,0,0,0,22,23,0,41,5,0,3,0,13,18,8,33,0,0,3,0,3,6,0,13,50,57,24,0,134,59,16,212,79,62,28,0,168,98,21,293,45,46,12,0,94,38,11,143,9554,9562,3851,350,23320,9130,1186,33640
11401,11686,8519,3925,259,24398,8072,834,33301,415,114,176,25,724,1183,67,1981,121,30,84,5,238,348,21,608,529,146,255,24,959,1537,95,2585,165,52,93,10,320,570,32,921,0,0,0,0,7,13,0,22,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,11,164,55,100,10,335,600,29,963,53,16,18,0,84,136,6,220,226,32,20,5,283,419,10,714,5,3,0,0,12,12,0,16,14,6,12,0,27,19,0,48,296,54,48,10,403,577,18,1002,75,62,18,0,158,117,4,276,12751,8838,4353,300,26243,10900,980,38127
11402,5564,4803,1628,112,12105,3686,337,16123,169,52,44,5,272,466,24,764,92,21,31,0,151,139,4,293,268,68,80,7,422,603,28,1055,56,30,23,0,101,208,6,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,53,26,25,0,107,206,6,324,9,3,5,0,17,62,3,86,3,0,0,0,4,0,0,3,3,3,0,0,4,10,0,13,13,8,4,0,18,11,0,31,26,11,6,0,47,84,3,136,41,18,4,0,71,52,9,130,5944,4935,1746,119,12744,4640,384,17770
11501,8263,21101,2814,268,32436,2938,363,35745,419,145,84,6,656,595,19,1269,947,1934,594,44,3521,871,138,4519,1369,2084,676,48,4174,1465,153,5786,241,136,65,13,453,493,12,953,269,242,113,18,642,373,33,1038,321,250,93,15,683,310,71,1062,4,3,5,0,16,4,0,21,838,633,274,40,1782,1181,112,3075,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,9,0,0,9,3,11,0,0,18,4,0,22,11,32,10,0,58,36,3,96,10480,23855,3771,358,38468,5615,635,44721
11502,2001,3561,628,51,6242,794,114,7147,29,8,14,0,52,74,3,125,46,73,39,0,156,45,0,205,77,75,53,3,212,111,7,328,30,9,10,0,54,107,0,160,11,0,0,0,10,23,0,30,0,0,0,0,0,0,0,0,0,4,0,0,7,4,0,14,44,10,10,0,69,134,3,199,11,7,3,0,20,12,3,32,15,7,3,3,31,33,7,70,0,3,0,0,8,5,0,7,7,12,0,0,20,7,0,29,36,22,10,3,68,57,10,138,10,24,6,0,44,11,0,58,2174,3703,705,58,6630,1106,126,7867
11503,2184,3317,696,40,6231,1091,120,7443,5,3,0,0,12,17,0,24,0,4,0,0,6,0,0,4,5,11,3,0,14,12,0,26,3,0,3,0,10,15,0,24,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,3,8,0,7,0,12,19,0,29,3,4,0,0,10,40,4,46,0,0,0,0,3,8,0,6,0,5,0,0,5,5,0,4,7,0,0,0,6,0,0,12,12,12,0,0,22,50,4,75,25,19,5,0,49,32,0,80,2219,3359,706,40,6327,1203,123,7649
11504,1761,4920,700,58,7442,722,123,8281,11,15,12,0,30,83,0,110,132,622,94,4,852,53,13,922,140,632,103,4,887,132,13,1033,12,13,13,3,33,20,0,56,0,0,0,0,0,0,0,0,20,10,12,0,42,43,0,83,0,0,0,0,0,0,0,0,32,20,25,3,79,65,0,146,3,3,0,0,4,9,0,16,6,0,0,0,5,25,0,34,3,3,0,0,6,3,0,9,0,0,0,0,3,0,0,3,9,8,0,0,24,37,0,59,14,16,5,0,35,14,0,55,1965,5603,831,66,8466,978,136,9577
11601,7136,15293,4850,545,27823,5330,939,34091,279,487,238,16,1029,526,60,1608,629,1790,595,76,3086,789,120,3995,912,2279,830,90,4115,1310,176,5605,102,59,38,7,204,483,18,704,53,95,27,5,174,31,11,219,532,730,147,40,1450,387,76,1906,12,3,3,0,18,19,3,34,699,884,211,50,1848,916,100,2863,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,4,8,11,0,0,17,9,0,26,9,10,11,3,32,13,3,47,18,22,9,3,57,21,3,78,25,48,8,0,84,45,10,145,8782,18529,5917,693,33925,7625,1234,42788
11602,3331,11139,1923,182,16581,1721,335,18636,746,1876,368,23,3015,406,40,3461,654,2038,401,33,3124,299,60,3484,1394,3917,769,60,6141,702,99,6945,93,243,62,5,412,81,12,500,15,12,5,0,37,19,3,58,62,43,29,0,131,60,6,194,0,0,0,0,3,0,0,5,175,300,100,8,586,153,22,763,10,0,4,0,14,13,0,27,32,6,22,0,66,122,3,186,0,0,0,0,3,4,0,6,18,33,10,4,60,16,4,72,57,43,34,3,136,154,10,293,21,53,22,0,94,37,6,136,4978,15449,2847,258,23533,2768,473,26768
11603,4710,12194,5028,405,22336,3579,535,26445,167,487,211,32,894,357,44,1289,325,1187,637,40,2193,433,44,2673,491,1674,846,73,3083,786,84,3955,30,41,49,7,128,242,3,376,87,116,61,13,282,213,27,525,166,307,154,19,645,218,40,900,0,3,0,0,5,3,0,10,288,469,263,40,1054,682,68,1807,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,4,0,8,9,0,15,14,0,34,3,22,12,0,35,3,0,41,6,32,17,0,61,21,3,79,14,21,18,0,51,14,9,72,5501,14392,6176,518,26580,5084,694,32360
11701,1137,2546,660,108,4452,862,171,5484,218,363,133,15,727,285,55,1065,183,475,167,18,835,236,36,1111,400,841,296,28,1562,523,91,2176,260,439,180,40,919,546,110,1580,604,849,382,52,1896,867,189,2949,1320,866,256,95,2529,923,586,4042,0,0,4,0,4,4,0,8,2183,2151,818,191,5347,2338,885,8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,24,24,18,7,66,28,12,114,24,24,13,7,76,36,12,118,7,26,3,3,39,31,3,78,3748,5589,1802,340,11477,3780,1161,16424
11702,1323,2230,743,109,4409,968,598,5972,982,1177,341,63,2567,828,439,3836,508,680,156,40,1387,286,312,1986,1497,1853,498,104,3950,1117,754,5822,743,292,227,38,1302,1248,395,2947,859,378,227,47,1505,1175,386,3071,603,219,87,37,945,727,197,1871,44,22,26,0,98,69,23,190,2257,905,569,121,3851,3223,997,8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,60,30,13,204,119,87,401,103,60,30,13,204,119,87,405,36,25,4,0,67,90,17,174,5212,5075,1839,358,12482,5509,2458,20447
11703,461,614,159,32,1264,396,173,1829,1416,932,358,74,2773,1362,718,4856,3661,2678,1125,268,7730,3289,2742,13766,5078,3608,1486,341,10508,4652,3462,18621,716,171,110,38,1033,1422,381,2836,2533,674,465,152,3829,4263,1212,9300,17067,4552,1849,1132,24605,21171,8304,54082,16,3,0,0,21,9,11,35,20332,5400,2432,1324,29482,26870,9906,66252,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,4,0,0,0,8,35,3,41,87,52,15,8,166,174,126,469,98,53,14,8,178,216,131,519,108,58,22,9,201,286,91,579,26080,9727,4111,1715,41627,32415,13760,87796
11801,2039,4613,672,94,7419,1116,238,8779,645,1046,274,31,1995,638,230,2868,1864,2838,646,86,5438,1382,623,7440,2515,3882,922,125,7436,2021,851,10310,1412,1065,445,74,2995,1730,694,5417,3747,1791,746,154,6433,4278,1679,12395,3122,1154,548,140,4962,4624,1110,10699,30,26,7,0,58,16,10,90,8310,4030,1744,367,14452,10652,3501,28600,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,125,76,44,3,250,205,54,503,131,76,44,3,253,205,54,514,67,62,12,3,143,91,15,251,13061,12663,3393,591,29707,14082,4663,48449
11802,2919,6431,1296,250,10903,1821,595,13316,683,1351,339,55,2424,798,178,3396,949,2267,596,86,3893,760,252,4911,1627,3614,932,136,6318,1562,434,8306,1217,1012,541,89,2853,2004,752,5616,3622,1987,1092,263,6965,4620,2189,13773,2326,1281,518,249,4380,2832,1433,8645,13,12,3,0,30,31,11,75,7183,4293,2154,602,14229,9493,4382,28104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,106,79,44,11,241,130,77,449,106,75,44,11,241,132,81,452,28,50,9,0,89,85,15,191,11863,14470,4437,1002,31775,13097,5502,50373
11901,6519,15533,4789,577,27420,5072,619,33117,370,632,322,39,1361,822,54,2239,1402,3952,1320,118,6783,1354,196,8331,1769,4576,1642,160,8146,2176,255,10573,244,294,204,13,760,1288,46,2094,663,1303,613,64,2648,1056,141,3846,404,772,272,41,1485,420,86,1988,13,23,13,4,52,23,3,74,1327,2388,1101,121,4939,2783,282,8003,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,42,77,49,8,171,57,14,244,42,80,47,8,177,65,16,253,33,68,30,4,130,66,9,199,9696,22640,7610,867,40811,10164,1175,52154
11902,4354,10195,2771,357,17675,3063,559,21308,250,430,196,31,906,346,61,1309,625,1582,581,42,2834,590,104,3525,876,2016,770,80,3741,932,158,4837,1923,3132,1117,215,6380,2170,691,9240,971,1647,580,93,3284,1051,296,4626,470,560,210,38,1280,372,162,1813,10,10,0,0,16,4,3,24,3374,5343,1900,342,10966,3593,1150,15708,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,40,75,43,3,162,41,22,222,40,80,43,3,166,38,22,226,31,54,19,0,102,45,15,163,8672,17692,5510,782,32653,7682,1907,42240
11903,5253,11213,2493,357,19316,3159,524,23001,451,506,237,27,1224,865,51,2141,716,1419,451,43,2628,667,110,3410,1168,1926,691,69,3849,1530,168,5547,411,400,219,30,1063,836,102,2004,1050,1220,704,99,3064,1287,281,4632,1913,1664,723,170,4467,1640,742,6855,9,10,5,0,30,20,0,50,3386,3296,1653,292,8627,3779,1129,13540,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,38,51,19,3,111,50,12,174,39,55,25,3,117,53,12,185,25,34,15,7,79,62,14,148,9874,16525,4874,727,31992,8586,1842,42420
11904,4686,9302,2413,343,16743,3071,583,20399,809,1079,401,50,2333,1159,134,3626,536,982,273,37,1829,484,86,2400,1347,2055,676,84,4159,1643,222,6026,352,350,194,30,926,695,133,1757,1259,1296,625,124,3306,1657,288,5253,4116,3215,1103,326,8757,3251,1439,13444,22,17,17,3,57,39,9,108,5747,4876,1937,480,13048,5650,1871,20564,12,3,0,0,15,52,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,88,36,10,210,115,40,364,83,91,38,12,227,164,45,436,49,29,19,3,90,64,8,170,11909,16356,5077,932,34274,10596,2725,47593
12001,2719,6125,1208,186,10240,1773,279,12290,229,394,106,8,737,275,29,1046,516,692,232,23,1455,382,54,1890,742,1080,339,32,2192,657,81,2936,914,587,324,42,1872,1249,219,3340,983,710,307,56,2055,1024,268,3346,3167,1906,588,160,5827,2094,938,8857,3,5,0,0,7,10,0,18,5069,3208,1221,256,9756,4373,1424,15560,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,108,50,21,4,188,70,41,304,109,51,21,4,192,70,41,306,39,31,12,0,84,59,7,151,8679,10505,2800,485,22465,6945,1839,31246
12002,837,1494,345,51,2724,661,210,3595,1417,2006,409,69,3899,1193,316,5407,1734,2200,516,46,4496,1242,393,6131,3147,4200,923,120,8394,2431,708,11535,333,197,119,23,670,699,141,1507,461,202,124,23,811,974,141,1927,770,254,113,19,1157,1161,143,2464,30,15,4,3,53,50,11,119,1591,676,362,68,2694,2887,438,6022,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,55,36,18,7,121,63,37,220,55,42,18,7,122,70,37,226,41,25,8,0,75,58,11,142,5671,6432,1658,242,14007,6100,1404,21515
12003,4270,9048,2156,321,15798,2781,833,19406,608,967,322,40,1939,652,177,2769,688,1379,433,59,2569,559,207,3329,1297,2353,758,103,4508,1210,383,6103,1631,1336,612,153,3741,2586,680,7007,2584,2285,876,228,5973,2910,1074,9963,2399,1975,702,246,5333,1794,1441,8566,24,13,7,3,53,29,13,93,6642,5611,2207,632,15096,7322,3215,25633,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,147,115,55,16,330,163,85,575,144,118,55,16,329,161,87,582,75,75,26,8,183,222,58,466,12432,17209,5197,1084,35919,11696,4571,52190
12101,4080,9457,1466,180,15187,2236,380,17808,249,442,98,11,797,229,42,1068,415,685,166,10,1275,422,71,1768,665,1126,257,20,2071,649,114,2836,629,493,208,43,1373,957,175,2506,1564,1375,505,97,3531,1827,510,5879,3383,2514,882,213,7000,3502,820,11316,16,14,3,0,33,22,3,52,5593,4398,1594,355,11937,6304,1511,19751,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,13,0,47,31,12,89,17,14,12,0,45,31,12,86,25,30,4,3,58,55,11,121,10381,15018,3341,564,29301,9281,2024,40605
12102,4410,9359,1671,175,15618,2365,307,18292,51,94,37,7,195,165,12,368,367,569,228,16,1183,427,25,1636,421,667,273,17,1378,586,41,2007,158,162,87,9,409,328,31,776,697,773,353,66,1889,1005,156,3053,768,1176,261,47,2249,737,125,3118,0,6,0,0,3,9,0,14,1625,2107,705,117,4559,2085,315,6957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,6,0,21,14,4,41,9,11,6,0,22,21,4,44,25,12,11,3,45,47,0,98,6497,12157,2660,315,21629,5102,669,27397
12103,6653,16077,2201,223,25154,2936,293,28383,98,34,13,3,144,131,17,297,422,313,99,9,849,395,23,1263,516,351,114,10,992,528,38,1560,414,194,107,18,738,707,46,1485,413,310,166,34,921,626,54,1597,1593,1665,613,78,3952,1326,155,5431,0,0,0,0,0,0,0,3,2419,2171,884,133,5610,2661,251,8518,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,7,0,0,11,8,0,22,4,8,0,0,14,8,0,21,18,16,11,0,45,35,3,84,9606,18626,3216,365,31810,6164,592,38566
12104,1807,3653,558,65,6082,1008,115,7198,528,750,182,16,1477,460,83,2022,1136,1077,286,30,2526,783,220,3535,1660,1824,471,50,4001,1242,303,5552,1513,969,363,68,2914,1737,357,5006,3048,1368,572,124,5114,3919,701,9734,3954,1427,527,161,6068,5520,762,12351,20,12,5,0,42,22,0,71,8537,3783,1465,354,14137,11189,1828,27156,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,0,0,0,0,0,0,0,0,35,24,13,0,69,37,4,107,39,21,13,0,74,41,4,122,26,25,0,0,58,57,5,120,12075,9304,2508,468,24356,13544,2254,40152
12201,1294,3260,426,46,5025,644,94,5760,165,282,63,0,505,125,33,669,466,522,121,8,1117,325,60,1499,622,804,179,9,1623,444,101,2164,581,458,181,21,1238,585,202,2023,797,399,170,36,1399,853,293,2544,1074,349,127,28,1585,1115,236,2936,3,3,0,0,7,3,0,10,2456,1213,474,84,4227,2549,731,7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,3,0,39,16,15,71,21,14,3,0,40,23,15,76,5,13,4,0,24,17,10,50,4405,5301,1096,137,10941,3680,941,15559
12202,4064,7055,1238,88,12438,1902,284,14622,81,101,33,3,212,80,10,306,477,508,179,13,1179,574,23,1772,560,606,207,16,1393,656,29,2075,403,239,127,7,777,545,27,1349,402,204,136,12,754,585,21,1363,201,157,101,8,457,278,35,779,3,3,0,0,6,12,3,26,1007,599,360,30,1996,1426,94,3516,0,0,0,0,4,3,0,4,26,10,12,0,46,68,4,121,3,0,3,0,5,0,0,8,33,14,11,3,57,23,3,84,62,25,26,3,112,94,7,216,34,30,11,0,74,48,12,135,5724,8311,1841,138,16015,4123,418,20562
12203,6789,16536,2804,271,26396,3374,561,30329,250,135,68,3,459,749,26,1238,605,730,252,16,1602,746,65,2411,857,860,319,23,2056,1502,89,3650,774,568,217,29,1594,1577,140,3314,2766,1836,857,102,5555,3012,597,9170,1599,931,383,60,2970,1683,271,4925,15,17,8,4,35,29,4,66,5153,3355,1464,190,10157,6303,1009,17472,0,0,0,0,0,0,0,3,3,6,0,0,9,24,0,33,0,0,0,0,3,25,0,32,21,31,23,0,69,18,6,98,29,33,25,0,82,73,11,164,50,46,19,0,107,81,6,197,12869,20828,4628,483,38806,11326,1681,51814
12301,4240,9167,2153,138,15705,1940,262,17903,138,94,80,10,324,418,11,755,129,144,107,3,381,192,15,584,267,235,191,16,705,608,26,1338,26,3,14,4,44,95,0,141,10,0,0,0,10,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31,3,14,4,57,123,0,180,10,0,0,0,6,10,0,12,3,0,0,0,3,17,0,23,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,3,17,0,3,0,21,29,0,42,10,0,0,0,10,15,3,30,4558,9410,2367,157,16493,2715,287,19497
12302,8612,17603,6571,488,33280,5430,831,39535,701,872,713,69,2351,1439,103,3896,657,1204,981,73,2921,1331,126,4378,1354,2076,1694,139,5268,2774,229,8272,219,125,121,14,480,514,31,1022,91,63,40,6,197,146,13,359,267,127,85,9,486,279,50,805,3,4,3,0,12,12,0,24,581,318,248,26,1171,943,99,2212,3,0,0,0,3,26,0,27,0,0,0,0,3,0,0,4,4,0,0,0,3,8,0,11,7,20,14,0,41,13,5,65,15,25,17,0,53,51,10,110,121,28,8,0,155,42,0,199,10679,20045,8532,662,39926,9234,1163,50325
