SA3_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
11402,188,261,447,5560,6684,12247,0,0,0,230,278,508,83,83,165,4984,5677,10665,16,37,52,176,178,356,123,146,271,19,31,55,66,73,135,10,7,14,46,58,104,150,190,344,654,829,1483,35,31,60,40,45,86,786,1059,1845,535,647,1180,48,59,103,13567,16106,29672,166,152,309,51,37,84,52,69,115,0,0,0,18,17,36,46,85,137,68,104,173,6468,5980,12452,88,69,156,53,65,122,6609,6117,12723,2176,2157,4334,22878,24988,47869
11501,2259,2855,5116,9648,10950,20596,16,16,35,1373,1624,2992,193,201,394,18167,19751,37918,65,89,154,1304,1337,2638,101,130,231,201,204,400,160,204,365,420,432,858,466,493,959,1649,1888,3536,1969,2101,4073,70,89,163,267,366,634,1906,2387,4293,1566,1715,3280,53,65,123,39585,44054,83638,3869,3838,7706,1817,1751,3564,101,89,193,3,0,3,663,677,1338,424,476,896,1090,1147,2242,17045,15012,32056,182,149,329,64,84,146,17289,15244,32536,4303,4440,8750,70323,73420,143738
11502,152,198,347,2451,2715,5167,0,3,3,214,217,433,9,12,20,4073,4032,8102,14,13,25,205,218,427,29,24,55,35,35,74,45,66,110,28,25,52,53,44,100,255,283,533,305,299,601,8,15,24,91,108,198,538,626,1167,252,268,517,28,25,50,8634,9027,17664,95,87,183,88,88,177,11,19,38,0,0,0,28,34,61,41,41,86,73,74,145,2984,2671,5648,51,26,77,15,25,36,3048,2721,5768,961,947,1910,13063,13164,26229
11503,47,92,142,2972,3144,6117,0,0,0,218,208,426,0,0,0,3262,3157,6419,15,15,28,70,70,143,78,90,168,27,31,52,44,32,70,0,0,0,26,33,60,109,132,238,277,296,571,19,10,27,16,26,45,355,468,823,227,243,468,14,11,24,7718,7957,15679,16,15,27,19,19,35,9,10,18,3,3,8,10,6,13,34,39,78,47,48,96,3285,2852,6134,26,30,60,16,24,47,3329,2911,6242,1232,1116,2345,12418,12171,24588
11504,209,282,495,3061,3285,6349,0,0,4,219,261,474,40,45,87,5469,5457,10925,14,24,39,214,198,416,40,41,83,53,62,116,30,31,60,106,101,205,59,71,135,385,434,826,376,416,797,20,23,42,98,108,205,460,506,969,341,391,734,16,21,41,11021,11486,22510,460,472,934,443,453,894,17,12,30,0,0,3,133,115,250,54,70,124,191,184,375,3212,2684,5898,25,24,55,4,8,14,3246,2718,5968,999,977,1976,16594,16587,33182
11601,1164,1354,2520,6508,7216,13727,11,7,20,1010,1082,2088,7,10,18,18348,20014,38364,155,163,321,1540,1627,3167,200,237,439,272,279,550,90,114,205,665,679,1350,516,492,1008,1185,1363,2546,1183,1350,2532,100,127,228,337,397,740,1342,1471,2815,1842,2011,3858,74,89,162,35395,38745,74137,7448,6962,14412,3711,3554,7263,38,31,64,5,3,10,3004,2338,5338,285,311,596,3294,2655,5944,11218,9176,20390,135,85,219,50,53,110,11407,9311,20717,4980,4715,9694,67432,67314,134753
11602,975,1133,2111,4738,5363,10101,12,17,28,668,662,1330,32,38,72,12462,13356,25820,111,113,227,663,680,1348,131,142,277,214,215,430,60,74,136,426,404,837,296,295,584,1324,1446,2768,658,756,1418,63,65,125,227,238,465,754,863,1615,1122,1191,2311,42,37,83,23999,25975,49977,4866,4630,9501,2312,2282,4593,28,35,65,3,4,8,2452,2253,4704,216,254,467,2670,2511,5175,7613,6571,14180,75,70,147,22,53,78,7709,6689,14405,4008,2984,6992,46581,46244,92823
11603,533,664,1201,5671,6528,12199,67,63,131,539,586,1125,9,13,20,16600,17990,34594,187,212,402,759,774,1532,207,270,474,642,729,1372,67,59,121,739,744,1483,757,792,1551,1048,1243,2290,953,1119,2071,60,87,149,289,343,636,892,978,1872,2191,2401,4597,70,66,134,31758,34984,66743,2841,2813,5650,5558,5345,10904,13,10,25,3,8,10,736,673,1417,145,177,322,880,864,1748,8630,7765,16389,82,57,139,38,31,70,8745,7854,16601,4592,4602,9197,54923,57145,112066
11701,752,1064,1811,1728,1894,3620,112,100,217,151,202,358,0,0,4,6601,7259,13860,4,8,13,1618,1707,3328,30,50,74,66,77,143,18,30,49,119,122,239,87,102,192,269,300,566,323,380,709,10,20,25,23,23,43,265,307,568,500,608,1113,14,16,25,11940,13197,25136,543,464,1003,1631,1392,3020,372,369,740,4,0,0,38,28,63,59,52,111,96,81,176,5627,4689,10318,59,43,103,18,30,53,5705,4769,10471,2218,2106,4327,23254,23441,46693
11702,1125,1365,2493,1401,1641,3039,12,3,13,113,123,236,0,0,0,5076,5728,10804,13,13,29,1721,1901,3621,37,55,90,21,19,39,33,53,80,53,55,106,70,83,147,93,124,212,237,236,479,20,14,33,19,35,52,240,282,525,322,374,701,17,12,25,9483,10769,20251,385,300,692,603,538,1140,108,107,212,3,13,20,11,10,18,116,125,240,131,146,272,11729,11289,23018,161,160,320,74,92,160,11966,11535,23497,3172,2877,6053,26974,27635,54609
11703,6409,8471,14881,6087,6073,12160,9,8,21,592,611,1198,0,0,3,16132,16250,32378,14,17,25,2001,2171,4171,64,85,148,70,71,147,210,199,412,94,81,179,305,343,648,659,880,1532,1143,1194,2345,29,39,75,77,79,154,1013,1046,2057,1502,1837,3340,68,52,123,30065,31056,61117,1686,1232,2913,1787,1165,2953,979,943,1921,26,35,64,88,105,195,398,326,722,516,467,982,50023,44150,94170,713,514,1233,232,241,478,50974,44906,95881,18423,15163,33587,110837,103409,214249
11801,604,1003,1608,5951,7371,13321,3,6,14,96,139,241,3,0,3,11305,13509,24811,15,12,20,1516,1866,3379,56,64,119,13,22,36,127,189,311,38,39,74,117,146,272,148,217,364,817,870,1684,12,18,25,30,28,58,500,646,1147,508,710,1221,23,35,59,21273,25899,47179,280,270,551,264,216,480,8283,8988,17272,7,3,9,30,39,68,111,151,269,151,196,341,20694,20072,40771,295,209,499,102,172,275,21092,20452,41546,8385,9032,17411,60329,66053,126382
11802,1671,2167,3841,5617,6843,12462,48,58,101,345,426,771,3,3,4,17529,19692,37223,10,19,30,3563,4069,7633,62,107,171,46,54,105,157,142,294,151,170,322,206,240,444,425,563,994,1008,1167,2173,13,20,33,30,37,67,573,709,1278,843,1080,1926,31,24,52,30673,35416,66090,750,639,1388,1271,1052,2318,2361,2690,5051,20,14,36,75,71,141,174,193,365,269,272,538,22834,21435,44272,243,223,467,87,138,231,23167,21801,44967,9023,7430,16450,69175,71477,140654
11901,4814,5872,10686,5926,6947,12873,41,41,78,1088,1330,2418,9,6,12,20219,21677,41895,60,72,138,6164,6247,12414,156,217,381,187,193,381,119,125,247,745,750,1493,273,358,633,618,785,1402,1057,1250,2306,83,137,221,111,130,238,1013,1254,2264,1844,1945,3784,101,125,230,39814,43590,83410,985,1027,2009,18792,18359,37149,23,22,46,5,12,10,282,249,527,275,305,580,556,569,1124,11949,10195,22150,106,84,196,64,58,129,12127,10348,22472,7316,7223,14535,84425,87005,171429
11902,3204,4016,7219,2013,2205,4218,8,16,22,429,463,895,4,0,3,14469,15507,29971,33,51,87,8050,8177,16232,142,201,346,93,70,169,49,63,107,456,432,892,273,312,582,450,514,966,893,995,1888,69,97,165,106,118,222,704,834,1539,1306,1423,2729,32,39,75,29584,31520,61103,2166,1890,4052,15916,13267,29188,49,47,94,7,11,14,269,224,491,194,166,358,466,393,860,10957,9977,20939,105,81,184,49,54,107,11117,10115,21227,5793,5542,11332,68285,66782,135070
11903,2644,3800,6447,5255,6195,11444,13,3,15,1136,1405,2538,4,6,12,12521,14251,26773,39,37,72,5502,5583,11087,140,179,318,121,135,255,57,82,144,663,641,1309,317,395,710,434,554,993,1015,1188,2203,84,120,199,60,84,151,986,1277,2265,1465,1678,3141,102,101,206,29929,33914,63836,2707,2249,4958,2675,2537,5209,83,88,171,0,0,0,82,83,168,146,156,302,227,238,466,18763,17487,36244,123,104,221,68,86,154,18952,17672,36622,4666,4806,9481,61881,65311,127193
11904,2331,3278,5608,3801,4480,8284,20,19,34,451,496,953,7,6,16,13855,15239,29096,61,81,137,9874,10436,20309,125,164,284,92,97,184,75,90,165,964,1011,1977,266,302,573,435,538,972,790,874,1660,101,138,243,61,76,141,634,831,1468,1899,2074,3970,35,35,73,33554,36997,70544,4117,3287,7403,6450,5591,12040,115,106,218,8,4,18,127,115,248,198,236,431,332,355,692,14733,13414,28146,132,109,240,83,108,186,14940,13634,28574,6323,6324,12646,68158,69567,137723
12001,974,1579,2547,3046,3816,6863,12,20,37,319,359,677,6,3,7,13928,15651,29575,9,15,29,1717,1939,3657,91,118,210,32,30,67,70,84,155,201,214,418,105,133,241,250,326,573,1029,1315,2342,19,19,42,40,45,86,660,808,1462,563,679,1239,15,25,48,22110,25605,47715,1077,1021,2096,716,663,1373,95,97,190,3,4,9,76,66,138,124,145,266,207,207,413,12040,11334,23372,104,98,203,40,64,104,12183,11499,23681,3580,3756,7338,40933,44427,85356
12002,376,622,997,2564,3104,5675,11,6,15,97,113,208,0,0,0,6041,7103,13138,0,8,5,621,713,1340,28,37,67,14,14,26,56,92,142,40,36,83,64,88,156,71,121,195,383,492,870,24,24,48,17,25,38,366,463,834,266,318,586,18,24,44,10690,12788,23481,172,157,330,173,155,330,135,174,311,0,3,6,10,21,33,78,92,173,93,114,206,11807,11783,23586,175,142,323,47,68,107,12032,11995,24023,3170,3220,6389,26847,29222,56066
12003,3379,4821,8203,3584,4190,7777,15,15,29,604,749,1358,16,12,31,17886,19822,37704,33,47,77,3084,3429,6512,137,189,328,46,62,114,91,102,195,304,316,622,220,241,467,401,542,946,1604,1899,3500,51,72,120,78,110,182,1011,1281,2290,1252,1517,2768,64,46,106,30482,34640,65119,7592,5822,13407,1827,1439,3266,122,119,243,3,9,7,237,175,416,284,282,565,529,464,996,23304,22797,46106,266,229,494,99,138,236,23666,23162,46834,7061,6751,13812,74655,77214,151873
12101,1720,2586,4308,6066,7262,13326,0,0,0,393,497,893,8,4,10,12440,13543,25984,43,47,96,846,940,1787,36,50,81,19,18,43,147,176,324,440,465,905,187,237,425,341,450,790,1218,1383,2606,19,13,31,34,40,74,1005,1305,2308,855,1079,1932,24,29,57,24123,27541,51664,1732,1578,3307,677,660,1337,560,565,1121,0,0,3,85,97,189,227,292,517,320,389,706,20167,19354,39523,168,180,350,70,91,160,20415,19627,40039,4782,4969,9753,54326,57917,112245
12102,920,1259,2177,5640,6341,11978,4,7,11,758,878,1634,4,8,16,7991,9013,16998,79,71,150,345,381,726,81,108,184,58,67,132,101,125,227,68,66,138,169,209,378,323,370,695,872,1007,1882,42,51,85,243,315,565,1394,1722,3115,956,1097,2055,50,58,104,19185,21892,41079,1786,1770,3556,632,621,1252,118,149,271,0,3,4,173,156,324,147,187,332,315,343,663,13274,11876,25148,151,136,287,70,89,152,13495,12098,25591,3036,2979,6015,39495,41106,80603
12103,1242,1872,3116,10143,12160,22308,3,0,3,565,680,1247,6,8,16,10379,12066,22441,42,35,75,598,655,1251,36,47,82,38,55,92,158,203,359,175,181,361,245,258,499,486,582,1068,1617,1845,3463,41,37,77,183,244,426,2360,3227,5589,1037,1227,2266,55,68,122,28158,33577,61737,1082,1104,2193,421,437,854,1588,1579,3169,0,0,3,238,210,451,246,276,527,488,490,982,19162,17597,36757,199,155,357,60,83,137,19413,17833,37250,4414,4654,9070,56821,61555,118371
12104,792,1351,2144,6491,7871,14358,4,0,11,197,287,486,3,0,4,9114,11837,20952,11,30,45,573,717,1291,44,54,103,18,25,43,143,189,326,68,76,142,115,178,297,227,311,540,854,1097,1947,13,14,23,29,40,69,715,1086,1805,552,752,1306,30,45,71,19201,24602,43811,906,830,1735,288,252,544,397,467,865,0,0,0,48,55,105,123,173,297,175,231,408,16815,16459,33271,234,222,455,73,127,208,17117,16807,33929,5251,5457,10708,44137,49999,94139
12201,183,310,496,3191,3857,7048,0,0,0,109,97,208,0,0,0,4482,5121,9604,4,3,5,317,368,682,32,36,62,11,15,27,62,93,157,25,19,46,77,81,158,81,100,179,425,470,895,3,8,16,11,19,31,349,451,805,228,330,552,11,17,26,9423,11075,20500,75,54,127,66,54,118,75,75,151,0,0,0,15,13,22,41,58,99,54,69,124,8349,7754,16103,86,59,142,25,56,83,8462,7867,16330,2036,2008,4048,20384,21508,41888
12202,222,370,594,5661,6641,12302,0,0,0,234,279,519,0,0,0,6167,7158,13323,6,9,18,319,347,671,87,109,195,12,16,26,83,112,194,26,20,42,71,109,178,372,439,816,649,697,1346,14,23,30,17,20,40,861,1078,1932,552,664,1216,8,15,25,15147,17730,32874,80,83,157,66,64,138,88,92,179,3,0,3,44,26,71,78,117,195,124,143,272,11129,9884,21011,124,98,227,49,78,134,11309,10061,21376,2433,2424,4860,29464,30973,60438
12203,1077,1536,2615,11865,13883,25752,0,4,8,640,716,1353,3,0,6,18343,20041,38381,25,40,68,1106,1179,2284,165,214,381,115,127,246,216,304,525,480,526,1004,301,333,633,796,922,1719,1488,1807,3301,63,112,174,51,70,128,1801,2324,4124,1382,1625,3009,42,64,99,38890,44306,83192,751,620,1371,445,397,847,235,255,486,4,5,6,242,179,426,209,273,488,459,464,921,25415,22743,48163,234,170,406,90,184,273,25742,23099,48845,6058,6216,12275,73652,76889,150543
12301,270,362,628,6835,7894,14727,20,19,39,424,447,865,74,75,145,9927,10852,20780,27,29,51,487,504,988,94,141,236,87,85,168,80,92,171,52,57,117,97,118,210,383,424,811,512,628,1143,45,68,109,74,81,156,759,949,1708,663,716,1383,41,49,93,20684,23231,43921,216,227,442,464,494,958,25,19,41,3,3,5,55,52,107,61,83,143,121,136,260,6677,5774,12458,67,65,134,24,38,60,6774,5874,12652,1809,1806,3614,30366,32147,62510
12302,1788,2268,4048,11118,12810,23928,35,23,62,1133,1281,2409,118,115,232,20140,22090,42231,65,72,137,1405,1377,2783,464,544,1014,796,812,1612,165,168,335,482,464,950,501,556,1057,1189,1411,2605,1457,1589,3040,122,166,291,359,430,793,1272,1501,2778,2130,2327,4454,109,126,234,43061,47876,90933,3522,3522,7042,6383,6112,12495,38,29,67,16,25,43,580,475,1053,327,391,718,925,890,1809,15214,13035,28252,163,107,273,92,98,185,15471,13245,28712,6667,6628,13287,77837,80559,158401
12303,85,122,207,5434,6082,11520,3,0,3,211,216,428,70,63,133,5839,5940,11781,10,16,18,256,237,491,58,85,142,40,33,76,77,119,199,17,15,31,56,65,122,125,143,272,421,438,858,40,37,72,34,38,71,624,709,1331,446,470,912,30,39,64,13778,14744,28519,26,23,50,95,91,180,15,17,27,0,0,3,10,4,14,26,49,72,39,53,93,4940,4074,9011,37,38,74,14,24,40,4994,4131,9130,1483,1460,2940,20523,20633,41152
12401,409,612,1016,6036,7027,13059,0,6,6,961,1094,2055,100,126,227,6994,8165,15158,44,41,87,281,274,551,125,166,291,76,93,172,107,143,252,13,17,33,129,153,279,420,445,866,970,1120,2094,78,97,171,61,90,153,974,1257,2227,1052,1214,2265,37,79,118,18462,21604,40063,107,108,218,99,85,187,71,88,156,6,14,25,19,7,24,187,256,441,215,275,493,14159,13263,27416,245,216,459,90,191,277,14490,13664,28151,3155,3255,6410,37005,39690,76694
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
12403,593,838,1426,12933,14983,27912,37,32,73,645,751,1391,197,170,365,21166,22851,44018,77,87,161,944,997,1941,146,184,328,223,270,494,172,220,394,271,266,540,324,331,656,999,1138,2136,1418,1660,3080,114,185,297,103,142,246,1308,1516,2825,1452,1611,3065,53,72,130,42588,47470,90054,1180,1111,2288,1050,967,2011,31,33,64,17,20,33,597,555,1146,174,232,410,786,802,1587,16817,14435,31251,197,152,344,68,101,167,17084,14680,31763,5260,5234,10494,68559,71130,139692
12404,95,151,244,3738,4349,8085,6,4,7,316,368,682,80,89,175,4924,5311,10228,23,32,52,280,229,510,47,55,102,53,67,118,28,44,75,0,3,3,34,57,91,271,244,517,370,411,781,46,58,98,27,33,53,447,614,1070,365,418,776,10,7,18,11072,12375,23446,45,38,82,87,76,171,14,14,31,0,0,3,8,8,16,30,69,95,44,73,119,4476,3927,8401,45,41,88,16,32,47,4546,3992,8533,2222,1696,3915,18125,18420,36547
12405,287,347,635,3895,4430,8324,18,10,29,265,275,538,3,9,9,8740,9322,18065,37,42,79,613,624,1235,101,136,242,186,174,362,67,59,124,221,210,432,154,168,324,335,379,720,606,674,1272,44,59,102,126,130,251,501,601,1101,710,753,1462,36,39,73,16654,18084,34741,576,587,1167,1128,1005,2133,5,5,14,0,0,0,197,181,378,56,70,127,253,256,503,5488,4613,10099,68,45,112,32,25,56,5593,4684,10269,2289,2243,4533,26779,27218,53993
12501,2782,3569,6352,1324,1381,2704,4,5,16,510,562,1076,16,19,34,6446,6881,13325,6,12,16,608,629,1240,55,88,145,61,61,126,15,35,48,96,97,196,143,144,285,329,345,670,1162,1247,2409,38,46,86,58,43,103,687,708,1394,975,1107,2075,24,23,45,12565,13419,25983,3360,2595,5951,12533,9118,21649,11,19,30,0,0,3,314,219,530,107,108,214,418,331,749,10139,8542,18684,54,26,86,39,33,80,10239,8609,18845,5852,4264,10112,47751,41916,89670
12502,1304,1654,2961,2928,3448,6372,8,7,18,781,955,1743,127,142,267,7451,8096,15548,64,85,151,586,602,1189,37,50,93,94,105,195,53,41,95,206,240,448,251,253,505,384,406,786,1508,1592,3101,19,36,57,34,51,85,916,1128,2042,830,902,1728,23,32,49,16295,18170,34460,1087,1061,2153,1086,1042,2128,35,35,67,0,0,0,103,91,193,229,287,521,340,380,718,10076,9081,19163,95,62,155,26,33,61,10196,9180,19377,2388,2331,4715,32730,33846,66570
12503,3553,4176,7729,3948,4455,8400,123,104,228,923,922,1843,18,15,30,21170,22709,43874,36,51,91,2499,2448,4947,159,193,353,230,246,471,67,97,172,406,401,809,271,300,576,694,807,1499,745,814,1560,68,89,152,171,225,398,864,1046,1909,1555,1656,3217,112,123,238,34035,36709,70748,3115,2826,5943,17780,15966,33752,21,25,40,0,5,6,571,410,977,370,382,752,942,797,1733,9879,8098,17971,91,75,165,51,67,117,10023,8236,18259,6769,6289,13060,76237,75028,151262
12504,1642,2188,3836,4993,5760,10753,29,31,59,816,920,1738,49,45,97,13731,15238,28966,65,97,158,1181,1278,2454,123,180,298,146,150,301,70,91,166,315,315,628,357,358,718,737,865,1602,1166,1376,2542,80,102,184,147,174,321,1226,1556,2787,1300,1496,2794,68,63,122,26599,30086,56684,16872,14775,31652,3837,3393,7230,40,37,82,0,4,0,1767,1314,3078,612,619,1227,2378,1928,4305,12715,11159,23872,168,121,290,71,94,159,12958,11372,24329,6539,6238,12779,70860,70032,140891
12601,915,1103,2020,2761,3240,6000,0,0,0,672,785,1455,78,92,177,4013,4456,8469,42,41,77,210,209,414,10,21,32,40,29,65,69,88,157,60,58,121,175,211,386,303,326,634,1084,1274,2356,27,21,47,54,62,116,719,947,1668,494,588,1087,13,22,32,10826,12463,23286,1250,1242,2493,315,274,587,31,25,57,0,0,0,93,80,170,92,95,185,185,168,357,8051,7409,15467,90,64,157,24,40,61,8176,7514,15687,1580,1515,3098,23273,24319,47590
12602,2210,3075,5285,5695,6560,12255,7,12,22,1038,1243,2287,49,67,123,16671,18374,35048,49,61,101,1699,1740,3437,81,131,217,65,58,119,133,154,281,868,909,1776,286,366,652,610,734,1339,2083,2362,4448,37,56,92,102,126,230,1265,1528,2793,1423,1655,3084,44,52,90,32205,36198,68396,2508,2204,4717,1517,1367,2881,298,386,680,4,0,5,267,254,524,247,237,484,514,493,1008,20713,19599,40312,184,139,327,74,107,179,20970,19851,40823,5344,5396,10740,65567,68967,134528
12701,3377,3793,7171,3675,4203,7878,901,978,1884,502,496,1000,5,7,10,17441,18143,35589,26,32,59,2304,2290,4596,157,199,356,241,279,524,48,68,118,343,343,690,198,206,405,676,771,1452,393,466,862,31,47,77,154,161,318,363,405,768,1666,1735,3405,40,38,76,29192,30876,60065,1648,1688,3334,5223,5065,10286,10,5,16,0,4,4,102,90,192,641,676,1312,741,771,1510,6338,5271,11610,56,34,91,21,30,56,6419,5338,11756,4395,4274,8666,51000,51805,102811
12702,17946,21003,38945,3222,3625,6846,3612,3835,7449,1017,1092,2113,7,3,7,28850,30363,59217,18,31,50,3803,3789,7595,274,372,650,416,461,880,104,82,183,580,583,1169,332,407,741,670,786,1458,497,530,1032,47,66,114,261,302,562,578,602,1185,3332,3523,6855,74,62,138,47701,50530,98228,650,670,1324,4438,4033,8472,14,8,21,0,4,5,85,66,148,778,864,1638,865,928,1793,12943,10507,23453,74,56,127,44,53,99,13062,10620,23675,6742,6603,13346,91412,94386,185802
12703,1962,2326,4285,4596,5051,9648,70,91,157,789,848,1637,7,0,8,13971,15080,29057,52,42,94,3803,4037,7843,122,170,288,224,236,463,80,90,171,779,800,1581,254,296,555,862,963,1826,672,713,1379,72,68,144,119,155,272,566,628,1192,1794,1943,3742,109,128,239,28949,31334,60280,3572,3686,7259,7591,7178,14768,9,13,24,3,3,3,423,350,772,2052,2108,4159,2479,2456,4932,7720,6319,14040,89,50,139,51,44,88,7861,6412,14268,5783,5746,11528,58200,59155,117356
12801,517,809,1329,10213,12020,22236,4,4,7,713,809,1526,3,0,3,15029,16851,31875,54,56,108,2581,2676,5251,71,103,174,51,62,112,112,145,260,243,229,475,195,223,418,403,469,871,1126,1311,2439,80,122,204,28,29,57,1407,1948,3348,923,1062,1988,38,50,86,33290,38168,71452,290,278,565,350,354,703,75,99,166,6,3,9,63,48,113,71,71,138,143,124,268,14539,12257,26802,148,110,256,42,81,128,14733,12455,27189,4091,4078,8170,53481,56362,109841
12802,404,626,1024,10605,12204,22812,0,0,0,1142,1243,2387,82,81,163,15143,16694,31838,126,124,250,1973,1980,3953,51,88,143,74,85,158,139,162,297,181,198,380,202,236,435,494,544,1040,1209,1376,2581,154,189,345,32,44,78,1605,1982,3590,1078,1196,2272,47,59,106,34343,38481,72820,318,320,646,404,419,825,54,57,109,3,3,9,47,41,86,94,123,215,138,163,307,13894,11784,25672,158,130,284,37,81,123,14086,11995,26082,3179,3046,6226,52930,55109,108036
19797,3,10,17,32,37,69,0,0,0,7,0,5,0,0,0,47,71,120,0,0,0,4,6,13,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,3,5,15,0,0,0,0,0,3,7,7,18,3,3,5,0,0,0,104,143,249,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,40,48,85,0,0,0,0,0,0,40,49,88,20,36,60,171,239,412
19999,100,107,211,785,549,1339,4,0,8,44,37,79,0,0,0,912,731,1643,0,3,3,43,38,83,21,11,31,58,24,81,11,13,32,15,7,17,26,25,48,34,43,75,134,104,238,9,13,26,21,19,46,143,146,292,147,138,281,8,5,9,2419,1912,4328,73,48,122,150,70,222,17,10,24,11,7,17,13,3,14,31,26,60,54,39,91,2021,1415,3434,33,27,57,19,26,46,2073,1463,3537,2461,1286,3744,7351,4939,12288
20101,323,438,763,4881,6133,11015,0,0,0,436,500,936,102,90,191,11758,13581,25336,400,569,967,192,209,396,114,157,270,57,71,133,250,315,565,19,22,45,101,131,233,320,362,683,1299,1578,2879,173,227,408,60,101,155,3006,4048,7058,875,1026,1902,24,21,47,24072,29122,53201,334,279,614,247,176,427,17,22,44,15,9,18,108,104,218,124,180,309,247,296,547,19744,18580,38326,179,151,333,57,99,154,19985,18828,38813,4727,4682,9406,49961,53854,103815
20102,98,186,282,1554,1827,3382,0,0,0,101,108,213,0,0,0,3149,3277,6419,37,44,75,113,76,188,24,25,52,15,13,24,49,73,116,3,0,6,34,45,76,44,59,102,379,374,751,26,30,62,30,43,76,686,790,1476,234,254,486,7,17,20,6484,7056,13532,26,23,46,23,15,42,23,14,28,0,3,4,9,9,15,68,81,148,82,91,170,5521,5198,10720,42,46,84,26,55,79,5578,5302,10882,1648,1674,3320,13951,14358,28307
20103,54,77,130,2035,2281,4319,0,0,3,78,92,175,3,3,5,2248,2428,4675,62,73,131,59,38,96,44,64,108,6,15,19,44,55,102,4,4,6,37,38,73,86,90,171,503,460,967,62,86,139,19,18,42,851,1039,1893,158,172,332,13,10,23,6307,6961,13265,20,21,38,17,13,27,4,8,11,3,0,5,9,8,11,51,70,123,64,78,142,4677,4078,8746,34,27,59,14,20,31,4721,4121,8841,1690,1205,2897,12887,12481,25365
