SA3_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
30305,205,126,335,94,38,139,131,136,270,97,195,293,307,393,699,321,260,575,854,250,1108,897,306,1212,1180,359,1541,1211,292,1502,1036,223,1261,1045,146,1188,2218,213,2429,1561,61,1619,963,18,978,645,52,697,969,18,992,1359,159,1515,144,103,243,15232,3350,18582
30306,201,226,427,75,70,146,132,161,287,99,187,291,281,463,753,327,276,607,675,248,923,752,285,1045,1056,314,1372,1034,275,1308,801,203,999,826,146,968,1561,210,1772,1038,67,1101,627,30,661,438,49,486,757,28,791,1129,178,1309,111,125,235,11934,3547,15479
30401,68,51,123,45,26,67,52,63,116,45,88,127,122,223,347,154,188,338,339,161,499,389,149,539,530,198,727,554,151,705,500,150,652,538,103,643,1234,154,1384,987,39,1022,782,15,796,540,70,613,1239,8,1253,862,55,916,61,59,115,9032,1950,10985
30402,87,72,152,41,32,75,49,85,135,32,136,165,153,285,441,136,217,347,343,147,490,455,182,641,613,245,857,609,144,751,575,160,735,608,119,726,1401,174,1582,1200,32,1233,962,17,983,891,110,1005,2713,23,2734,1410,74,1480,98,83,185,12376,2328,14709
30403,167,492,663,59,129,183,83,279,369,63,259,318,156,572,728,209,501,712,386,444,827,405,518,922,637,566,1203,658,528,1186,581,522,1104,598,355,954,1236,584,1821,974,132,1112,735,76,815,764,277,1046,2266,60,2329,1067,439,1505,70,159,230,11124,6897,18023
30404,66,91,154,39,39,85,65,186,253,72,305,378,184,619,799,262,356,620,526,331,855,586,351,935,861,383,1240,789,302,1091,709,274,981,793,190,981,1735,316,2048,1464,64,1526,1106,25,1131,851,108,961,1786,15,1799,1251,134,1385,99,167,267,13239,4239,17485
30501,245,598,842,66,147,212,91,517,601,77,653,732,196,923,1123,225,716,939,427,743,1172,464,984,1448,684,1224,1907,804,1124,1925,659,1021,1683,798,843,1637,1791,1558,3348,1279,340,1625,979,238,1216,964,984,1954,2333,269,2601,1236,823,2062,86,296,386,13409,14003,27418
30502,59,90,144,31,44,73,39,172,206,43,223,261,97,454,553,134,269,403,246,307,554,298,349,642,432,462,897,462,418,882,441,403,847,452,316,768,1154,571,1725,1020,150,1173,804,104,907,832,265,1093,2396,120,2514,988,305,1291,77,142,216,10005,5152,15158
30503,203,495,691,72,159,228,107,423,532,66,576,646,256,1142,1405,298,888,1187,584,826,1411,679,1061,1736,1028,1364,2388,1097,1124,2218,987,1044,2034,1052,837,1890,2319,1567,3886,1862,300,2157,1416,202,1609,1458,716,2168,4495,215,4711,1890,697,2584,165,337,506,20020,13975,33995
30504,112,284,392,52,82,133,53,241,293,51,321,369,144,536,679,154,496,647,318,408,728,376,539,917,544,658,1199,647,627,1277,578,598,1174,622,404,1025,1393,785,2176,1118,201,1322,998,128,1128,1006,420,1423,3445,155,3598,1238,482,1723,63,135,200,12929,7487,20419
30601,130,156,282,56,66,122,87,204,290,87,286,372,263,620,884,335,432,763,752,415,1165,715,515,1234,993,504,1494,1131,349,1481,972,281,1262,981,211,1189,2021,289,2310,1325,53,1382,849,36,879,545,92,643,959,29,988,1642,180,1820,161,167,326,13998,4891,18888
30602,187,284,474,110,130,241,187,621,805,226,938,1167,652,1821,2473,869,1040,1914,1671,1129,2801,1638,1178,2808,2119,1147,3262,2096,754,2853,1687,591,2271,1556,430,1994,3009,550,3566,1882,110,1987,990,68,1059,659,176,837,1062,56,1117,2607,372,2981,408,549,959,23633,11949,35584
30603,77,101,181,68,67,144,63,261,321,82,385,466,326,762,1090,283,346,625,896,368,1261,717,383,1097,892,313,1199,870,185,1059,598,136,731,601,80,680,889,105,992,464,16,486,258,3,258,144,47,182,267,9,275,877,71,944,181,222,402,8556,3849,12407
30604,26,37,66,11,17,35,26,96,118,28,128,153,74,240,311,105,129,230,202,150,349,188,142,327,255,124,374,276,75,351,189,53,241,216,42,264,353,62,411,168,14,184,91,5,104,55,11,71,101,7,111,306,44,351,48,77,124,2716,1456,4175
30605,95,106,210,90,57,148,112,317,431,90,532,625,420,1081,1499,365,453,818,1186,381,1568,828,399,1229,1086,337,1421,864,194,1062,637,115,746,614,65,682,1017,99,1113,653,13,671,348,10,351,178,48,226,336,12,350,1225,79,1295,234,304,537,10387,4602,14985
30701,166,111,279,67,53,122,93,248,345,87,407,495,358,838,1197,321,378,705,850,348,1192,663,439,1101,912,440,1346,882,292,1171,689,185,873,728,145,873,1276,221,1501,789,29,819,447,23,468,263,85,348,530,24,556,1248,67,1312,236,292,526,10605,4617,15218
30702,83,92,178,85,66,155,71,207,276,96,331,428,383,848,1233,371,370,744,1046,356,1396,750,415,1158,992,379,1369,982,216,1201,694,139,835,734,110,841,1243,135,1380,741,28,772,403,11,413,257,59,316,408,8,415,1190,67,1258,174,208,382,10702,4047,14742
30703,100,111,206,73,86,156,96,302,399,79,437,524,427,1132,1557,406,511,919,1371,404,1774,890,426,1318,1179,285,1464,1110,168,1287,689,105,787,708,74,783,1038,82,1114,547,16,562,268,8,270,141,49,188,248,6,251,1014,55,1073,225,278,503,10613,4527,15144
30801,50,63,113,28,44,64,44,147,190,42,166,212,130,307,438,143,133,271,296,154,451,247,187,436,363,257,618,440,186,626,364,152,511,470,122,598,945,251,1194,652,22,671,391,21,410,357,116,469,737,24,758,858,47,905,113,108,228,6666,2489,9155
30803,223,273,497,149,167,322,238,665,903,245,1035,1277,894,2331,3230,959,1036,1998,2437,942,3373,1886,983,2876,2314,1019,3341,2289,653,2935,1866,541,2407,1941,354,2294,3521,500,4021,2350,94,2442,1431,37,1466,861,192,1056,1561,55,1612,3580,256,3834,459,694,1149,29201,11824,41029
30804,45,35,82,26,23,51,24,62,88,32,104,138,84,208,295,70,99,167,210,109,322,171,105,279,233,119,349,243,77,323,214,46,259,240,53,290,483,124,605,340,9,352,240,12,252,142,49,188,304,13,312,396,27,425,91,97,189,3596,1375,4965
30805,177,189,373,116,76,192,120,359,481,138,470,605,461,788,1250,489,371,852,1029,358,1386,788,419,1209,936,445,1387,1005,349,1355,833,303,1133,887,272,1159,2109,435,2547,1469,46,1522,937,32,970,813,217,1031,1477,35,1508,1845,122,1973,234,205,436,15882,5492,21378
30901,138,172,316,59,87,144,80,312,389,80,526,609,372,1254,1624,388,736,1123,1121,671,1791,918,837,1758,1272,821,2093,1286,604,1893,944,513,1450,1022,370,1395,1876,508,2381,1390,167,1551,922,86,1004,607,232,843,1352,86,1439,1403,396,1798,242,373,614,15474,8746,24223
30902,82,156,238,65,82,147,79,309,381,75,518,597,329,1287,1617,389,729,1119,1042,613,1654,920,649,1574,1184,621,1808,1135,387,1524,941,346,1283,993,239,1226,1699,275,1978,1144,72,1215,687,27,718,436,124,557,756,34,789,1353,238,1586,194,326,517,13495,7038,20529
30903,188,232,422,82,113,198,117,403,511,127,709,834,545,1695,2240,592,987,1583,1621,788,2411,1355,844,2198,1666,836,2494,1575,522,2092,1087,357,1439,1094,284,1374,2049,364,2409,1208,73,1279,730,27,759,498,164,658,1030,32,1059,1438,230,1665,271,430,696,17258,9076,26336
30904,38,41,78,21,19,42,27,69,96,24,116,143,134,282,418,124,157,284,370,129,498,276,148,418,403,127,531,437,92,526,317,85,406,330,39,371,642,60,703,410,9,422,278,6,287,177,16,191,310,3,313,506,37,541,71,71,138,4894,1499,6390
30905,64,41,108,36,21,56,45,64,106,38,110,145,157,250,401,191,144,336,473,129,600,457,166,629,655,181,837,679,105,784,580,86,669,590,66,653,1204,93,1300,862,21,886,546,6,549,388,26,416,805,11,817,905,52,958,120,61,175,8812,1631,10445
30906,143,122,269,63,54,121,93,251,347,92,375,463,395,897,1288,456,480,935,1229,438,1664,1000,466,1457,1451,479,1933,1527,279,1806,1298,224,1515,1328,166,1495,2530,219,2748,1633,39,1671,955,27,977,586,67,658,1013,20,1037,1626,150,1773,221,333,553,17640,5076,22716
30907,256,162,415,97,56,159,136,192,327,163,310,480,527,849,1370,757,488,1239,1693,488,2185,1545,618,2167,2393,666,3062,2570,478,3046,2401,392,2793,2468,259,2727,4627,406,5032,3184,96,3278,1914,39,1957,1287,142,1431,2291,34,2327,2944,210,3159,369,230,603,31623,6134,37751
30908,168,220,387,59,76,135,95,191,290,89,302,384,277,632,910,336,399,734,930,357,1293,825,399,1226,1126,404,1526,1165,276,1436,882,245,1126,947,158,1102,1713,252,1969,1131,71,1206,641,43,692,439,103,547,766,21,786,1188,178,1363,149,192,340,12932,4511,17446
30909,202,356,553,74,100,177,127,396,521,100,622,729,404,1209,1619,485,762,1251,1098,641,1730,964,709,1680,1292,745,2041,1245,484,1735,943,359,1303,913,262,1174,1679,373,2055,1109,85,1194,650,34,688,360,114,477,770,32,808,1257,341,1594,200,393,593,13882,8017,21900
30910,159,230,386,56,84,147,88,259,346,66,374,440,253,787,1034,267,560,823,604,595,1196,588,637,1223,828,647,1468,765,467,1231,546,384,927,622,275,893,1061,371,1426,657,81,738,449,35,488,328,259,596,983,37,1022,864,254,1122,110,245,353,9296,6569,15868
31001,193,135,329,74,75,147,184,288,474,163,445,606,536,960,1495,535,436,971,1213,393,1607,1107,523,1631,1476,509,1985,1502,393,1896,1163,291,1447,1171,181,1355,2221,252,2467,1413,47,1463,820,23,846,534,62,595,750,22,769,1495,163,1664,234,271,504,16785,5458,22243
31002,126,150,278,96,90,178,118,296,416,106,474,587,543,1248,1794,571,484,1058,1621,425,2044,1314,497,1814,1522,448,1971,1477,277,1752,1140,210,1351,1059,125,1186,1851,120,1972,1104,30,1127,636,7,640,318,37,357,520,9,529,1630,106,1735,302,268,569,16060,5300,21359
31003,138,184,325,90,113,209,170,426,600,218,781,1000,629,1811,2441,924,908,1833,2048,763,2815,1842,994,2837,2375,1019,3391,2396,643,3044,1919,503,2424,1927,297,2230,3485,365,3845,2235,79,2317,1350,21,1374,766,83,851,1202,8,1210,2436,197,2631,333,482,819,26499,9693,36192
31004,150,117,270,57,40,90,132,172,301,132,274,406,407,586,991,596,334,934,1200,382,1578,1190,549,1735,1732,598,2327,1936,428,2363,1668,363,2035,1552,213,1764,3211,280,3490,2003,77,2081,1187,27,1210,634,56,690,942,17,956,1874,160,2034,266,150,420,20852,4813,25662
31101,29,28,52,15,18,34,18,73,90,31,127,154,134,304,434,164,176,339,392,118,509,280,114,398,350,107,454,357,56,409,243,36,280,238,25,260,393,31,417,179,5,184,119,0,124,85,19,105,97,3,100,347,23,367,65,80,144,3532,1327,4864
31102,68,89,160,40,41,82,79,177,257,97,331,437,302,775,1073,436,486,919,1084,355,1435,813,387,1201,1053,415,1470,982,223,1209,793,181,977,738,102,844,1296,105,1408,733,29,757,386,10,388,203,30,234,315,10,329,857,86,945,158,204,365,10439,4042,14481
31103,158,114,273,63,40,98,148,195,341,142,313,455,491,778,1266,591,393,979,1369,406,1777,1249,502,1746,1693,536,2221,1903,391,2293,1528,245,1770,1497,182,1681,2878,192,3064,1664,41,1703,854,20,877,513,28,538,678,8,686,1804,144,1947,275,211,492,19496,4731,24223
31104,84,56,134,35,27,69,46,65,108,49,77,128,185,225,406,231,111,337,567,146,710,526,187,719,755,198,949,872,156,1027,852,115,965,945,81,1026,1856,94,1953,1277,18,1295,789,6,794,490,28,520,758,4,763,1172,55,1226,157,73,231,11645,1725,13369
31105,122,100,226,47,33,82,97,198,294,80,342,422,371,776,1151,415,407,821,982,358,1343,894,418,1310,1261,446,1703,1318,267,1582,1070,233,1305,1146,142,1284,2219,171,2391,1409,52,1465,909,29,933,488,61,547,883,18,901,1368,112,1477,205,202,411,15276,4365,19638
31106,220,152,375,96,80,177,181,337,519,205,525,728,609,1181,1789,677,544,1222,1445,555,2007,1381,669,2050,1720,638,2359,1722,431,2154,1379,290,1671,1266,220,1487,2325,249,2576,1519,59,1580,875,39,917,555,79,631,773,32,805,1690,186,1873,303,287,591,18942,6562,25505
31201,68,63,129,41,43,82,47,175,225,60,227,285,191,462,657,170,218,384,438,214,649,324,241,565,459,232,687,506,178,686,356,167,520,449,142,596,1051,342,1391,700,31,731,414,23,438,418,159,573,840,41,881,896,52,947,150,142,294,7571,3145,10719
31202,263,300,562,151,157,302,224,640,865,208,909,1119,816,1699,2516,850,851,1699,1857,758,2619,1538,938,2474,2078,935,3008,2096,692,2786,1760,569,2326,1833,400,2235,3765,693,4459,2675,108,2784,1764,46,1806,1063,218,1284,2048,56,2106,4279,273,4553,582,581,1167,29853,10818,40669
31203,40,54,95,20,32,53,42,93,135,27,151,176,119,271,389,132,171,307,322,201,522,301,190,484,416,190,601,423,138,563,315,96,410,368,72,441,564,103,668,370,28,396,213,14,224,115,50,160,207,13,224,590,87,675,79,109,189,4674,2049,6722
31301,74,101,172,68,41,109,73,203,278,58,434,490,396,1143,1540,352,624,981,1476,343,1820,912,346,1257,1013,305,1321,866,156,1025,560,115,677,526,86,611,803,85,890,454,16,468,301,3,304,163,58,215,289,4,297,777,53,826,201,276,478,9370,4403,13773
31302,119,120,234,72,71,138,113,302,418,150,488,632,544,1089,1637,685,580,1261,1579,449,2031,1354,552,1911,1665,548,2217,1712,314,2026,1299,181,1478,1225,151,1368,2075,149,2228,1105,36,1142,641,16,657,339,51,386,509,15,527,1390,135,1524,271,267,538,16835,5514,22356
31303,33,29,62,17,23,42,36,60,96,17,98,117,117,250,371,84,95,185,307,85,391,248,81,322,310,70,378,258,52,312,222,37,261,242,30,268,381,33,410,224,6,227,128,3,126,74,16,88,115,10,128,318,23,345,68,51,120,3199,1049,4248
31304,109,97,203,67,42,114,90,175,267,97,360,464,353,792,1142,480,494,975,1316,335,1650,1002,393,1392,1419,355,1780,1356,224,1576,1177,181,1364,1238,99,1339,2210,128,2343,1479,23,1506,902,8,915,500,36,527,822,13,841,1581,85,1669,239,208,446,16444,4061,20509
31305,117,147,272,73,90,161,120,402,518,118,791,913,468,1791,2260,494,936,1433,1446,658,2104,1205,754,1958,1414,688,2104,1389,427,1821,1057,341,1396,1005,229,1238,1810,261,2069,1168,29,1196,717,17,736,411,98,508,776,17,789,1382,132,1519,249,444,694,15422,8254,23667
31401,120,88,204,65,47,108,77,149,221,68,221,293,301,599,896,309,376,689,902,299,1197,949,399,1348,1431,404,1838,1461,315,1776,1418,269,1688,1538,209,1748,3446,311,3758,2859,50,2908,1993,31,2021,1442,101,1548,2973,24,2996,2293,105,2399,191,147,337,23836,4132,27969
31402,116,101,218,55,47,103,79,170,242,102,287,396,340,685,1030,496,443,944,1146,400,1543,1038,512,1557,1463,572,2028,1650,416,2073,1528,340,1872,1532,199,1730,2992,281,3276,1898,68,1965,1100,38,1140,661,64,726,1015,11,1028,1627,136,1762,192,215,409,19043,4983,24032
31403,57,60,116,35,34,64,69,141,209,58,249,308,237,543,780,275,286,560,687,283,963,676,356,1029,882,388,1269,903,238,1136,820,175,999,771,94,861,1531,140,1673,879,28,904,493,6,500,255,25,281,325,4,334,802,75,875,125,105,235,9884,3217,13102
31501,63,54,116,46,38,90,91,268,356,90,233,317,330,344,674,284,179,458,474,172,646,486,173,662,529,165,697,523,130,650,340,135,478,337,100,432,665,156,820,390,24,419,297,13,307,171,49,216,308,22,330,748,56,800,172,218,387,6345,2516,8862
31502,63,74,137,31,31,65,71,125,192,58,184,247,168,278,448,146,129,274,285,173,455,250,196,444,359,252,608,379,201,582,327,170,495,374,177,551,859,382,1238,686,40,731,554,32,586,357,90,446,716,46,762,745,98,838,160,163,323,6576,2852,9427
31503,73,78,149,39,25,63,38,139,176,32,227,264,154,473,625,113,194,310,345,200,546,275,220,490,367,209,569,384,140,520,235,64,303,295,62,360,479,94,573,326,12,334,192,0,192,103,37,140,168,6,174,582,42,624,132,163,298,4331,2395,6720
31601,114,93,204,54,42,95,107,218,320,74,317,392,330,967,1294,349,507,861,1081,405,1486,913,407,1314,1214,350,1568,1202,278,1480,972,207,1174,986,153,1140,1834,227,2056,1223,58,1281,797,33,826,522,86,612,1097,21,1117,1447,161,1609,174,220,400,14487,4738,19226
31602,156,197,351,97,83,184,111,361,471,104,743,846,625,1698,2316,672,1076,1749,2099,707,2805,1587,745,2332,2100,655,2761,1980,441,2416,1473,348,1821,1414,241,1654,2562,321,2880,1716,62,1779,987,45,1031,643,154,793,1253,33,1289,2083,217,2299,318,433,751,21963,8569,30529
31603,133,172,300,74,73,151,106,375,478,104,623,726,400,1243,1641,456,821,1281,1187,736,1923,1044,777,1816,1417,793,2217,1455,546,2004,993,389,1380,987,272,1258,1709,377,2083,1058,100,1158,613,34,641,411,161,580,742,43,783,1356,296,1653,185,294,477,14429,8125,22549
31605,117,112,228,60,51,109,78,221,299,75,355,428,331,810,1141,337,507,843,991,416,1406,844,363,1203,1086,372,1459,1063,233,1294,794,197,985,732,150,881,1239,161,1406,771,24,792,490,11,500,314,101,410,696,20,714,1190,111,1300,147,217,362,11342,4437,15772
31606,96,112,203,71,63,137,101,244,341,95,346,439,414,862,1279,404,452,858,1208,317,1524,1083,352,1437,1352,331,1688,1220,208,1422,871,154,1020,895,104,992,1590,143,1730,1050,13,1067,573,9,585,365,50,422,647,4,649,1462,87,1550,175,183,360,13668,4030,17701
31607,89,87,173,53,50,103,77,229,306,70,338,409,291,865,1150,339,513,847,1015,377,1391,828,350,1180,1044,316,1361,1054,188,1240,834,119,953,769,99,877,1410,108,1519,869,17,883,484,7,493,262,42,304,454,13,461,1042,86,1129,172,207,380,11152,4003,15155
31608,50,48,101,30,26,56,62,133,195,38,157,199,184,367,553,192,197,386,533,143,678,474,161,631,613,135,755,540,81,620,434,65,503,391,38,430,639,61,699,402,5,408,223,3,227,160,22,183,271,0,276,703,44,749,81,73,152,6020,1771,7789
31701,235,316,559,164,169,332,229,684,912,243,1196,1440,945,3036,3980,1096,1697,2789,3222,1376,4591,2590,1551,4138,3309,1506,4818,3321,899,4221,2657,739,3398,2662,501,3159,4929,670,5599,3246,120,3369,1906,77,1981,1120,238,1358,2020,69,2092,3410,389,3801,499,782,1283,37818,16014,53834
31801,114,94,203,62,76,141,84,340,425,110,498,602,411,1001,1412,338,422,761,1074,419,1494,743,412,1155,983,366,1340,966,223,1186,678,163,844,677,104,779,1196,116,1319,731,21,753,424,14,438,221,53,274,396,16,405,1171,68,1243,279,365,642,10660,4763,15422
31802,347,471,820,196,229,425,317,942,1258,333,1352,1688,1099,2752,3853,1338,1565,2902,2982,1492,4474,2773,1787,4560,3589,1842,5432,3744,1463,5203,3192,1112,4303,3171,772,3942,6242,993,7231,4447,210,4654,2625,101,2720,1632,301,1931,2587,100,2687,5459,691,6150,614,775,1385,46681,18939,65617
31901,205,203,406,150,132,280,213,665,880,211,970,1183,1017,2409,3426,988,1089,2074,3163,778,3939,2103,818,2920,2362,739,3103,2147,407,2560,1510,296,1812,1380,194,1567,2245,213,2459,1243,41,1282,733,11,741,411,92,507,696,19,714,2117,164,2282,483,657,1143,23369,9891,33261
31902,141,139,275,100,90,183,146,412,551,117,618,743,677,1526,2202,563,543,1111,1824,475,2298,1136,513,1648,1266,379,1638,1187,215,1397,734,132,865,669,98,764,1082,138,1222,576,33,612,309,11,318,194,70,262,300,20,320,1192,81,1278,333,416,750,12535,5908,18441
31903,127,132,258,87,77,164,118,349,469,131,588,723,577,1522,2097,634,604,1236,1841,413,2254,1196,479,1683,1403,402,1805,1238,233,1477,799,158,956,768,98,863,1113,106,1222,647,19,665,326,3,335,187,56,237,296,5,301,1207,97,1301,265,333,601,12963,5681,18644
31904,129,146,278,97,88,187,159,372,535,138,701,842,696,1663,2357,665,820,1477,2427,540,2970,1452,512,1967,1762,456,2218,1435,243,1680,871,170,1040,801,115,919,1336,146,1479,691,32,718,380,14,397,243,48,288,418,8,427,1329,109,1431,321,390,709,15353,6562,21913
31905,127,133,257,82,72,155,116,360,476,123,619,740,639,1470,2110,562,493,1058,1847,380,2230,1169,413,1584,1292,364,1660,1088,202,1290,653,128,775,663,84,749,944,83,1026,513,9,527,265,8,266,140,36,181,234,11,240,1021,99,1120,299,372,669,11771,5331,17100
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,154,582,736,37,120,163,37,306,342,28,308,334,94,350,438,90,290,382,149,259,404,180,347,530,238,396,636,223,341,568,170,304,475,197,271,469,474,416,899,291,66,358,200,30,238,194,245,442,560,39,597,339,198,532,32,107,141,3696,4980,8678
40102,87,121,213,78,88,167,109,285,395,91,460,551,368,995,1361,425,626,1051,1195,506,1701,1085,610,1693,1571,502,2078,1534,355,1893,1273,275,1550,1386,218,1605,2586,247,2827,1960,31,1992,1179,10,1189,800,114,915,1742,6,1745,2230,88,2318,180,227,410,19901,5758,25654
40103,144,161,303,63,61,123,80,210,293,60,320,382,201,674,877,192,495,685,458,422,879,500,466,963,736,501,1239,666,341,1006,576,355,927,593,239,830,1193,319,1509,961,28,990,759,14,774,670,225,895,2414,15,2430,1292,99,1392,92,186,276,11644,5132,16778
40104,145,190,335,69,73,145,103,336,439,101,554,655,390,1223,1617,356,570,927,1123,485,1610,934,490,1424,1241,453,1699,1075,307,1379,868,237,1104,906,195,1101,1762,230,1991,1171,19,1198,813,14,829,455,70,523,756,13,768,1218,78,1296,158,219,374,13653,5747,19402
40105,105,192,293,57,87,147,74,309,379,56,548,609,199,995,1199,201,559,760,583,430,1006,494,488,978,663,508,1167,621,399,1017,471,322,794,443,251,694,965,331,1297,739,48,783,534,26,563,423,193,618,1208,33,1246,839,177,1019,81,163,244,8753,6056,14808
40106,63,112,179,27,53,80,42,225,268,23,259,282,117,502,621,122,300,428,340,267,609,318,311,628,483,337,822,464,210,672,369,231,599,405,174,575,826,260,1087,647,32,679,519,33,550,416,117,531,1064,21,1080,699,125,826,60,129,188,7010,3693,10697
40107,96,138,235,43,77,119,45,243,286,44,340,380,154,702,854,161,464,631,466,419,890,389,453,851,568,487,1053,597,367,967,452,322,775,491,258,750,1037,365,1399,815,47,862,645,39,685,596,209,804,1809,18,1828,963,169,1134,70,165,232,9451,5285,14738
40201,39,65,107,48,35,84,53,211,265,66,344,417,259,705,964,329,373,696,782,297,1080,636,356,990,835,295,1124,760,196,956,665,146,806,680,109,790,1210,82,1298,762,8,773,470,4,479,257,25,281,355,9,360,911,47,957,120,176,299,9251,3484,12728
40202,182,204,383,118,141,260,250,784,1035,318,1101,1418,950,1981,2931,1243,813,2056,2459,871,3332,2009,969,2977,2302,857,3161,2195,421,2617,1661,292,1956,1454,192,1641,2432,179,2614,1188,16,1206,609,21,633,305,66,368,373,15,387,1932,147,2081,431,531,960,22416,9593,32011
40203,187,253,433,95,119,215,156,561,722,165,890,1054,552,1528,2084,579,754,1329,1413,651,2063,1286,722,2005,1633,710,2344,1568,502,2075,1232,451,1683,1163,289,1446,2091,317,2399,1354,91,1449,761,52,811,471,91,562,589,31,618,1402,214,1619,185,341,526,16883,8562,25442
40204,338,314,649,195,171,365,372,872,1243,324,1292,1612,1287,2549,3842,1492,1173,2661,3472,1127,4600,2869,1406,4277,3607,1416,5025,3548,778,4325,2702,562,3265,2561,381,2938,4281,382,4661,2353,62,2416,1121,30,1145,605,103,705,810,25,837,2998,251,3247,460,607,1059,35384,13502,48886
40205,155,188,341,96,102,203,121,445,570,135,706,839,568,1758,2320,668,853,1522,2076,736,2813,1786,876,2661,2370,919,3288,2206,555,2762,1904,406,2308,1910,267,2178,3776,323,4098,2528,38,2568,1490,24,1508,845,76,921,1215,5,1218,2192,118,2312,290,342,632,26332,8739,35079
40301,47,113,161,38,65,103,54,251,309,34,360,395,177,845,1014,159,620,780,498,491,990,483,554,1036,706,513,1221,607,359,961,460,302,756,528,210,741,1034,301,1333,823,29,851,606,32,635,389,133,530,1047,20,1065,872,101,976,64,237,302,8632,5532,14168
40302,193,296,486,129,201,332,173,748,925,150,1206,1351,598,2138,2734,689,1151,1840,1754,939,2697,1696,1085,2785,2075,1022,3104,2058,700,2757,1715,582,2299,1652,407,2053,3315,517,3835,2238,95,2335,1376,52,1429,660,136,795,1013,37,1053,2064,307,2372,223,501,724,23770,12128,35901
40303,114,160,268,64,109,168,87,333,419,68,422,487,292,1073,1366,317,750,1067,863,571,1436,815,582,1398,1224,605,1837,1259,398,1653,932,374,1303,1039,236,1274,2031,302,2335,1715,39,1751,1245,17,1266,882,122,1003,2157,15,2175,1700,132,1837,130,206,334,16924,6441,23365
40304,237,350,583,186,205,390,305,1052,1361,348,1575,1923,1361,3646,5005,1674,1861,3530,4370,1457,5826,3572,1778,5352,4534,1677,6213,4341,979,5319,3483,685,4165,3298,440,3731,5903,418,6326,3539,68,3605,1906,22,1924,956,149,1104,1409,14,1427,4122,270,4386,595,702,1294,46131,17334,63464
40401,232,342,579,133,196,328,234,935,1170,204,1498,1700,885,2733,3622,841,1268,2110,2337,1123,3463,1921,1249,3166,2435,1293,3730,2301,817,3121,1860,700,2558,1739,501,2241,3484,607,4093,2611,103,2715,1546,52,1594,941,205,1148,1692,57,1754,2606,331,2935,400,643,1041,28407,14651,43059
40402,151,220,369,78,134,204,168,624,795,147,1016,1165,518,1549,2068,547,689,1234,1368,634,2004,1120,684,1800,1356,688,2049,1236,465,1707,925,330,1252,970,262,1229,1768,288,2056,1206,37,1246,702,28,727,350,87,439,498,27,526,1347,167,1512,230,360,587,14688,8282,22965
40403,139,278,416,73,130,198,114,485,598,98,818,914,399,1541,1945,411,916,1331,1164,764,1928,1038,866,1907,1366,854,2216,1279,556,1834,1033,507,1543,972,301,1269,1976,431,2405,1356,83,1438,872,59,930,533,140,674,936,37,976,1344,293,1640,143,336,478,15242,9381,24623
40501,52,60,113,48,45,95,59,212,274,63,296,362,246,761,1010,279,373,647,832,312,1142,670,371,1041,909,361,1273,933,192,1121,702,142,841,766,91,856,1281,89,1367,808,16,822,411,10,414,207,39,242,423,4,432,942,35,981,104,141,241,9734,3549,13283
