SA3_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
12303,326,2691,4835,2483,2129,12461,433,12900
12401,1842,10615,10397,3232,1729,27815,746,28560
12402,0,3,0,0,0,3,0,3
12403,2769,14280,17600,6248,3930,44825,1472,46294
12404,689,3838,4188,1651,1320,11686,375,12063
12405,1116,5444,6146,2391,1467,16560,684,17247
12501,2971,10956,7845,2203,1104,25080,1167,26251
12502,1633,7262,8609,2549,1168,21218,579,21804
12503,5028,15848,14509,5083,2980,43439,1942,45380
12504,6359,21121,13556,3239,1553,45825,1604,47432
12601,895,5836,6092,1676,697,15192,347,15539
12602,5347,19665,15100,3930,1932,45972,1263,47236
12701,1391,6347,11125,4893,3388,27151,1143,28295
12702,5316,17126,16822,7611,4438,51310,2100,53414
12703,3225,11394,12615,4340,2248,33818,1361,35183
12801,2718,13622,15348,4521,2673,38885,1147,40030
12802,1598,10358,15066,5087,3192,35303,824,36132
19797,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0
20101,2564,13844,14431,4434,2292,37564,1493,39056
20102,313,2879,3910,1728,1250,10079,516,10591
20103,489,3121,3591,1405,985,9588,501,10096
20201,2168,12370,13341,4250,2027,34156,1406,35561
20202,671,5240,6699,2603,1643,16858,719,17580
20203,162,1112,1522,743,609,4150,221,4367
20301,84,1102,2675,1264,951,6069,223,6296
20302,4964,25145,26053,7670,3851,67683,2612,70291
20303,704,8203,11522,3256,1556,25240,802,26043
20401,820,6225,7221,2894,1908,19066,1043,20110
20402,964,5935,6667,2331,1410,17302,810,18116
20403,1168,8205,10130,3465,1904,24872,1004,25872
20501,641,5224,6814,2620,1685,16987,659,17641
20502,824,5926,6583,2205,1130,16666,948,17614
20503,1113,8441,8900,2969,1573,22998,1037,24037
20504,2056,9853,9832,3312,1791,26855,1299,28158
20505,802,5133,5834,2240,1375,15379,657,16030
20601,5615,15804,8723,2040,855,33037,1022,34058
20602,2783,9347,5907,1182,466,19688,598,20277
20603,3358,10761,7697,1983,887,24681,900,25578
20604,26465,21110,6100,902,314,54891,2125,57012
20605,7942,23002,10629,1522,572,43666,1446,45114
20606,5769,13442,6382,1242,566,27410,903,28314
20607,7549,17896,7930,1460,407,35254,1300,36553
20701,4687,21980,22792,6226,2751,58436,1416,59849
20702,1399,9995,13324,4116,2105,30934,891,31827
20703,3464,13896,13418,3380,1511,35657,1002,36658
20801,1814,11968,14822,3843,1698,34142,893,35037
20802,5085,22112,19909,4486,1961,53549,1512,55064
20803,2839,16236,17557,4290,1971,42890,1334,44224
20804,1479,5866,5614,1388,680,15031,384,15406
20901,2702,15561,17650,4879,2415,43210,1218,44431
20902,4257,14422,10290,2777,1280,33032,1424,34457
20903,381,4222,9268,3912,2854,20639,418,21059
20904,2985,20290,28673,9462,5194,66601,2131,68732
21001,1150,6542,8583,2598,1358,20232,700,20932
21002,159,2041,4268,1813,1270,9551,268,9827
21003,2635,10939,8753,2355,1146,25837,1020,26861
21004,497,3939,5531,2041,1269,13285,359,13641
21005,2350,14100,18622,6680,3820,45574,1784,47358
21101,2004,15395,22469,7977,4430,52276,1391,53669
21102,184,1645,3474,1576,1192,8077,184,8262
21103,1895,13350,16184,4767,2566,38766,1058,39820
21104,1216,7747,9095,2283,1034,21379,527,21908
21105,1526,13764,21141,8162,5554,50148,1492,51646
21201,869,8544,12974,4686,3060,30131,926,31055
21202,1604,11351,17554,6292,3762,40557,1282,41836
21203,1250,12950,22786,7617,4081,48690,1603,50285
21204,4948,21153,20591,7393,3655,57741,2637,60375
21205,4358,20140,23401,6911,3073,57879,1576,59458
21301,4205,18771,20895,7994,4099,55962,2607,58564
21302,2285,11686,11475,2995,1449,29892,973,30862
21303,4189,13277,9141,1990,788,29385,1098,30481
21304,1601,13224,20744,6894,3820,46284,1643,47926
21305,2555,22329,29300,8463,3971,66616,1976,68588
21401,2941,17008,19230,5661,2974,47818,1869,49687
21402,2338,18914,23267,7205,3775,55495,2299,57791
21501,1387,7448,8075,3189,2060,22160,1053,23215
21502,1298,6496,7076,2480,1469,18824,990,19817
21503,784,4255,4895,1876,1275,13092,777,13869
21601,668,4119,5254,1991,1214,13246,655,13899
21602,529,3469,3798,1517,980,10292,604,10899
21603,1274,7276,8306,2987,1689,21538,992,22527
21701,694,4480,4830,2039,1307,13351,639,13991
21703,675,4421,5014,1975,1298,13385,650,14030
21704,923,6006,7152,2275,1390,17753,763,18519
29797,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0
30101,870,7007,10110,3890,2339,24223,632,24854
30102,1560,9390,11446,4286,2325,29007,888,29895
30103,1268,8024,9955,3080,1344,23670,816,24484
30201,556,4578,6093,1933,1012,14171,282,14451
30202,2412,10167,9734,2647,1071,26036,881,26918
30203,1261,6097,5155,1390,623,14534,439,14971
30204,1636,8338,7796,2285,990,21044,654,21695
30301,1076,6171,7202,2105,995,17558,366,17923
30302,2989,11323,9022,2315,1052,26703,810,27513
30303,1536,8095,9187,2971,1477,23258,609,23864
30304,933,4815,5082,1435,668,12931,524,13455
30305,631,5425,8095,2760,1226,18137,444,18582
30306,765,4971,6072,2120,967,14893,589,15479
30401,263,3180,5098,1620,692,10855,130,10985
30402,340,3768,6727,2359,1230,14427,282,14709
30403,2090,7584,5758,1546,623,17590,432,18023
30404,1089,6144,7077,1937,851,17097,389,17485
30501,5934,13335,5664,1098,445,26468,950,27418
30502,979,5953,5734,1474,611,14752,403,15158
30503,3693,14668,10848,2656,1108,32974,1025,33995
30504,1791,8065,7216,2011,866,19943,474,20419
30601,604,6398,8168,2280,929,18376,510,18888
30602,3216,13551,11987,3519,1600,33875,1714,35584
30603,862,4410,4499,1420,640,11829,582,12407
30604,249,1628,1456,438,181,3950,222,4175
30605,839,5126,5437,1922,991,14313,675,14985
30701,680,4481,5455,2347,1572,14532,691,15218
30702,560,4297,5367,2298,1621,14142,607,14742
30703,817,4930,5357,2136,1317,14555,588,15144
30801,398,2661,3517,1396,820,8781,370,9155
30803,2485,13712,15052,5365,2750,39355,1675,41029
30804,199,1258,1790,867,617,4732,234,4965
30805,845,6498,8834,3119,1429,20732,643,21378
30901,1496,9318,9089,2394,1050,23348,879,24223
30902,1266,7629,7536,2238,1087,19760,773,20529
30903,1616,11121,9196,2417,1035,25389,950,26336
30904,88,1718,2599,1048,725,6179,214,6390
30905,130,2434,4629,1898,1120,10205,236,10445
30906,766,6456,9191,3409,2075,21887,829,22716
30907,672,9718,17102,6126,3203,36815,940,37751
30908,677,6226,7145,2104,808,16963,482,17446
30909,1889,8576,7176,2140,1040,20816,1084,21900
30910,1532,7039,4900,1233,531,15235,632,15868
31001,1580,7968,8056,2613,1147,21357,886,22243
31002,627,5789,7882,3667,2493,20462,900,21359
31003,2433,12023,13162,4758,2566,34948,1239,36192
31004,885,8037,10895,3508,1616,24938,724,25662
31101,207,1589,1664,730,475,4671,197,4864
31102,1039,5391,5007,1658,838,13938,549,14481
31103,861,6936,9337,3843,2493,23465,757,24223
31104,113,2147,5387,2922,2465,13028,340,13369
31105,953,5788,7518,2987,1754,19010,634,19638
31106,1857,8841,9118,3205,1566,24583,921,25505
31201,402,3339,4199,1467,810,10225,492,10719
31202,2015,12603,16027,5742,2629,39012,1657,40669
31203,398,2277,2482,833,361,6346,378,6722
31301,816,5799,4558,1359,694,13226,545,13773
31302,1423,7335,7862,3029,1902,21556,796,22356
31303,116,1158,1609,692,502,4077,165,4248
31304,762,5856,7734,3283,2259,19894,611,20509
31305,2047,9527,7643,2411,1189,22810,856,23667
31401,450,6152,12808,4971,3126,27505,463,27969
31402,804,7938,10571,2881,1292,23487,540,24032
31403,739,4556,4932,1773,777,12770,335,13102
31501,1856,2681,2323,872,519,8261,604,8862
31502,890,3025,3218,1131,639,8910,520,9427
31503,445,2206,2069,900,708,6330,390,6720
31601,772,6346,7766,2607,1171,18668,559,19226
31602,1538,11563,11681,3402,1470,29653,874,30529
31603,1234,9258,8199,2173,890,21762,793,22549
31605,709,6023,6269,1638,603,15247,531,15772
31606,394,5064,7034,2850,1846,17186,515,17701
31607,700,4668,5877,2123,1321,14693,467,15155
31608,151,2046,3278,1319,751,7541,251,7789
31701,3244,18264,19990,6822,3726,52039,1792,53834
31801,1106,4885,5550,2069,1105,14710,705,15422
31802,3608,22094,25934,8163,3735,63527,2092,65617
31901,2048,12394,11811,3764,1849,31869,1389,33261
31902,1009,6357,6330,2436,1447,17577,870,18441
31903,911,6538,6633,2428,1394,17909,739,18644
31904,1376,9168,7297,2212,968,21020,896,21913
31905,1074,6346,5830,2057,1025,16326,767,17100
39797,0,0,0,0,0,0,0,0
39999,0,0,0,0,0,0,0,0
40101,2631,3897,1498,226,94,8349,331,8678
40102,701,6677,10923,4188,2537,25030,626,25654
40103,1052,6129,6549,1841,839,16417,361,16778
40104,1495,7268,6979,2096,1022,18855,545,19402
40105,1707,6373,4633,1193,504,14404,402,14808
40106,896,3871,3912,1201,533,10407,285,10697
40107,1303,5944,5139,1389,592,14369,371,14738
40201,724,4007,4653,1821,1147,12345,384,12728
40202,3255,11837,10647,3277,1673,30692,1316,32011
40203,2432,10135,8867,2275,932,24644,793,25442
40204,3413,17723,17835,5732,2663,47374,1512,48886
40205,1628,11699,14221,4474,2274,34294,788,35079
40301,1294,5785,4877,1256,530,13743,425,14168
40302,3135,13588,12902,3736,1521,34888,1007,35901
40303,1283,7712,9505,2859,1441,22790,573,23365
40304,3342,22187,24298,8033,3774,61641,1829,63464
40401,4096,16310,14826,4417,2007,41653,1410,43059
40402,2583,8965,7413,2242,970,22181,788,22965
40403,2511,10136,8023,2238,963,23873,752,24623
40501,396,3748,5253,2137,1411,12945,331,13283
40502,307,2727,3197,1345,933,8508,317,8818
40503,850,3829,3483,1446,928,10536,437,10978
40504,495,3703,3796,1242,752,9982,396,10376
40601,1805,7268,7646,2788,1399,20901,926,21824
40602,896,3173,2919,1014,523,8530,421,8954
40701,843,7687,7459,2423,1335,19738,697,20431
40702,1264,7754,9111,3535,2074,23736,886,24625
40703,1512,8817,9375,3826,2412,25940,1103,27048
49797,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0
50101,539,5651,7363,2612,1225,17392,590,17981
50102,1458,10800,14380,5554,3150,35345,1182,36528
50103,320,2411,3238,1397,972,8338,296,8633
50201,1533,13061,13330,4569,2514,35010,1188,36196
50301,1194,7298,9744,3130,1585,22950,541,23490
50302,4596,18732,12486,2714,1120,39648,1217,40859
50401,2082,11416,11430,3522,1746,30187,872,31065
50402,474,3398,5474,2578,2052,13974,365,14335
50403,1504,11771,17488,6633,3973,41365,1132,42496
50501,1414,13904,23740,8888,4922,52864,1048,53914
50502,4414,26925,28766,8084,3946,72134,2169,74300
50503,1842,17621,25966,9472,4916,59819,1574,61388
50601,1157,8030,11096,3925,2461,26670,785,27453
50602,2040,10479,9509,2613,1270,25907,1000,26910
50603,1770,9968,12343,4472,2461,31017,910,31930
50604,1606,11818,15181,5845,3476,37920,1078,38996
50605,529,5278,7912,3499,2367,19586,496,20084
50606,85,1577,3489,1634,1447,8230,183,8417
50607,967,6352,6199,1648,788,15948,391,16341
50701,1492,10468,15073,5031,2703,34765,989,35759
50702,1174,5391,5124,1488,622,13798,470,14267
50703,633,4200,5056,1709,915,12513,371,12892
50704,1578,11320,15153,5191,2667,35912,800,36710
50705,1627,13398,17338,5961,2950,41274,1209,42481
50901,897,6346,7913,3219,2323,20702,832,21536
50902,726,5359,7128,3430,2845,19488,859,20350
50903,332,2028,2461,1178,1105,7107,357,7458
51001,1671,3179,2964,1042,564,9423,611,10031
51002,368,1652,2218,863,404,5509,310,5815
51003,344,2209,3278,1269,659,7760,321,8084
51101,260,1492,2017,823,599,5184,253,5436
51102,228,1053,1031,429,274,3006,231,3242
51103,805,3848,4491,1752,940,11841,546,12381
51104,979,5764,6981,2788,1745,18256,754,19010
59797,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0
60101,451,1826,2001,916,573,5755,269,6028
60102,1231,6990,7599,2533,1261,19610,624,20229
60103,2376,8112,6503,2135,1172,20309,875,21178
60104,469,4042,4887,1616,795,11814,306,12116
60105,2120,8533,6259,1733,722,19367,555,19923
60106,190,1924,2358,934,531,5941,207,6149
60201,2732,11733,10591,3458,1763,30277,1107,31383
60202,261,2426,3213,1457,957,8318,300,8620
60203,668,4481,5178,2252,1383,13956,631,14580
60301,123,1036,1523,819,588,4082,175,4258
60302,237,2349,2861,1072,633,7148,265,7412
60303,90,937,1045,348,194,2618,126,2746
60401,1345,6841,6492,2376,1175,18226,750,18982
60402,1079,5887,6076,2328,1264,16641,666,17309
60403,333,2148,2501,926,462,6377,289,6665
69797,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0
70101,741,3664,3224,850,363,8840,369,9213
70102,986,5246,6538,2236,1164,16171,790,16963
70103,113,1109,2256,1315,992,5785,325,6109
70104,451,3041,4758,1440,620,10310,448,10762
70201,1556,3652,2977,1061,515,9767,555,10322
70202,350,524,253,87,60,1273,98,1368
70203,1159,1186,664,195,103,3310,264,3569
70204,771,834,532,139,40,2320,191,2510
70205,824,1304,1147,387,235,3896,349,4241
79797,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0
80101,1846,12870,13538,3908,1729,33886,831,34722
80103,56,224,128,28,23,463,40,503
80104,624,7793,10909,2735,1136,23197,476,23668
80105,2305,9065,5558,1328,467,18732,586,19319
80106,713,4820,3869,823,354,10584,254,10835
80107,997,9296,12518,4319,2283,29412,755,30166
80108,393,2931,3557,958,384,8225,198,8419
80109,897,5334,4756,1271,573,12826,332,13158
80110,13,666,806,145,39,1668,43,1710
80111,0,21,78,40,27,159,3,166
89797,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0
90101,24,143,144,43,32,381,19,399
90102,11,36,41,15,26,122,9,131
90103,8,29,31,11,6,74,15,86
90104,19,235,304,108,50,716,25,743
99797,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0
