SA3_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
31602,..,7460,7460,11032,837,11869,4286,211,4493,4301,43,4344,1654,12,1662,691,3,696,21963,8569,30529
31603,..,6694,6694,7861,1094,8953,2937,246,3180,2460,69,2534,889,16,902,282,6,287,14429,8125,22549
31605,..,3842,3842,6090,490,6576,2158,72,2231,2059,19,2085,764,4,773,263,7,267,11342,4437,15772
31606,..,3507,3507,6685,449,7133,2641,58,2695,2548,9,2564,1168,3,1168,630,0,633,13668,4030,17701
31607,..,3498,3498,5046,432,5479,2279,55,2335,2262,13,2279,1040,3,1039,530,5,530,11152,4003,15155
31608,..,1521,1521,2924,202,3129,1153,37,1188,1194,8,1203,494,3,496,256,0,255,6020,1771,7789
31701,..,13969,13969,17755,1499,19256,7539,334,7872,7136,122,7260,3513,47,3566,1874,42,1915,37818,16014,53834
31801,..,4394,4394,5395,309,5704,1990,38,2028,1875,19,1894,855,3,855,537,3,546,10660,4763,15422
31802,..,15689,15689,20619,2428,23041,10325,551,10879,9495,189,9689,4159,59,4218,2078,22,2102,46681,18939,65617
31901,..,8753,8753,12448,939,13392,4400,135,4534,3854,44,3894,1746,12,1756,919,12,930,23369,9891,33261
31902,..,5266,5266,6777,528,7301,2214,74,2295,1880,23,1901,1040,6,1047,623,8,629,12535,5908,18441
31903,..,5064,5064,6940,530,7470,2389,77,2469,2015,12,2026,980,4,982,635,3,632,12963,5681,18644
31904,..,5781,5781,8658,682,9339,2759,81,2844,2306,10,2322,1049,3,1053,572,0,576,15353,6562,21913
31905,..,4703,4703,6655,556,7218,2123,51,2171,1724,10,1743,802,3,805,464,0,464,11771,5331,17100
39797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40101,..,3559,3559,2504,851,3356,686,387,1072,378,139,512,99,30,131,31,14,43,3696,4980,8678
40102,..,5286,5286,8812,396,9212,4037,54,4091,4589,14,4603,1806,3,1807,654,0,656,19901,5758,25654
40103,..,4648,4648,5141,328,5468,2315,88,2399,2796,41,2837,1075,16,1092,326,8,333,11644,5132,16778
40104,..,5160,5160,5955,391,6349,3036,106,3140,3214,67,3280,1072,21,1086,378,10,391,13653,5747,19402
40105,..,5138,5138,4294,587,4884,1940,214,2160,1819,89,1913,551,19,567,143,8,153,8753,6056,14808
40106,..,3075,3075,3039,355,3400,1494,158,1653,1695,60,1754,589,26,609,190,20,206,7010,3693,10697
40107,..,4462,4462,4398,541,4944,1965,189,2157,2179,59,2241,739,19,761,167,4,177,9451,5285,14738
40201,..,3199,3199,4088,250,4333,1976,31,2006,1988,3,1991,831,4,833,374,0,374,9251,3484,12728
40202,..,8449,8449,9187,946,10129,5078,138,5215,4586,46,4626,2093,13,2109,1479,7,1483,22416,9593,32011
40203,..,7204,7204,7196,833,8028,4045,268,4317,3623,126,3751,1306,59,1368,704,66,770,16883,8562,25442
40204,..,11860,11860,14394,1257,15650,8331,252,8577,7450,70,7520,3134,37,3175,2075,24,2096,35384,13502,48886
40205,..,8011,8011,12047,608,12653,5722,66,5787,5811,36,5848,2040,8,2047,721,7,730,26332,8739,35079
40301,..,5006,5006,4714,414,5128,1641,85,1725,1618,23,1646,540,0,538,115,9,127,8632,5532,14168
40302,..,10450,10450,11042,1103,12143,5473,394,5872,5090,130,5217,1549,48,1595,614,10,625,23770,12128,35901
40303,..,5653,5653,7292,487,7777,3456,173,3625,4276,83,4360,1480,34,1516,424,15,441,16924,6441,23365
40304,..,15686,15686,21177,1405,22585,10247,185,10435,9850,39,9887,3550,11,3560,1307,3,1312,46131,17334,63464
40401,..,12851,12851,13313,1267,14577,6192,360,6551,6057,128,6181,2027,31,2053,821,17,830,28407,14651,43059
40402,..,7357,7357,6743,712,7448,3361,130,3490,2984,55,3041,1051,20,1069,549,13,561,14688,8282,22965
40403,..,7798,7798,7065,962,8030,3538,390,3927,3218,153,3369,1045,49,1093,376,26,400,15242,9381,24623
40501,..,3306,3306,4785,204,4985,1810,34,1843,1945,3,1944,879,0,886,311,0,315,9734,3549,13283
40502,..,2689,2689,3304,167,3471,978,22,1002,925,3,933,523,3,525,216,0,216,5949,2875,8818
40503,..,3644,3644,3902,209,4108,1292,11,1307,1107,3,1106,575,0,575,235,0,235,7112,3867,10978
40504,..,3349,3349,4208,191,4399,1091,16,1112,890,3,895,448,0,448,171,0,172,6817,3562,10376
40601,..,6891,6891,7475,474,7948,2713,45,2760,2584,6,2595,1167,3,1167,454,0,454,14399,7423,21824
40602,..,2945,2945,2687,203,2893,1200,19,1218,1034,9,1046,494,0,494,361,0,361,5781,3174,8954
40701,..,6133,6133,8481,390,8868,2189,30,2220,2033,10,2047,831,0,835,334,5,340,13872,6559,20431
40702,..,7257,7257,8638,479,9109,3049,77,3121,3145,32,3173,1359,16,1373,564,19,576,16753,7868,24625
40703,..,8074,8074,9827,616,10444,3409,77,3478,2998,30,3031,1396,9,1412,595,18,613,18223,8823,27048
49797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,..,4120,4120,6384,391,6784,2648,98,2744,2773,27,2802,1141,10,1154,375,6,387,13331,4652,17981
50102,..,8655,8655,12445,781,13228,5511,122,5634,5593,39,5629,2350,12,2365,1002,5,1010,26904,9621,36528
50103,..,2392,2392,3390,183,3567,987,16,998,986,3,996,460,0,464,219,0,214,6036,2600,8633
50201,..,9085,9085,13391,817,14206,5069,103,5172,4779,34,4811,1967,14,1973,948,3,945,26146,10051,36196
50301,..,5683,5683,6979,584,7565,3146,280,3428,4138,121,4260,1996,39,2037,501,15,517,16766,6724,23490
50302,..,13857,13857,12621,2090,14707,4922,786,5710,4460,290,4753,1403,87,1486,306,40,349,23715,17147,40859
50401,..,8483,8483,9750,1149,10898,4754,324,5080,4272,107,4382,1450,49,1499,688,29,718,20915,10145,31065
50402,..,2976,2976,4926,252,5174,2285,36,2319,2381,11,2400,989,0,991,475,3,481,11058,3277,14335
50403,..,7965,7965,12425,948,13376,7637,182,7815,8049,55,8099,3309,22,3333,1893,17,1912,33313,9181,42496
50501,..,9262,9262,17400,911,18311,9324,241,9563,11232,76,11307,4169,30,4205,1244,16,1260,43378,10538,53914
50502,..,21205,21205,22766,2389,25155,10844,739,11577,10480,274,10754,3814,98,3904,1644,49,1701,49548,24750,74300
50503,..,10353,10353,17431,1222,18657,11376,250,11622,12640,107,12745,5219,26,5244,2747,28,2770,49402,11983,61388
50601,..,5599,5599,8330,655,8991,5020,114,5137,4576,30,4604,1967,4,1973,1151,5,1157,21051,6405,27453
50602,..,7939,7939,8121,1333,9454,3851,494,4339,3114,219,3335,1115,87,1199,601,38,639,16803,10107,26910
50603,..,6990,6990,8526,953,9480,5035,508,5539,5808,277,6086,2380,167,2545,1199,92,1287,22941,8983,31930
50604,..,7728,7728,10651,920,11573,6910,219,7136,6929,117,7043,3310,57,3374,2100,53,2157,29898,9096,38996
50605,..,4059,4059,6702,403,7106,3196,69,3267,3450,17,3473,1504,0,1505,673,4,679,15528,4556,20084
50606,..,1103,1103,2693,146,2835,1548,18,1566,1705,5,1703,748,0,748,449,0,451,7142,1269,8417
50607,..,4951,4951,5131,624,5757,2265,237,2499,2092,108,2197,663,28,696,228,15,243,10377,5967,16341
50701,..,7469,7469,10708,924,11630,6187,214,6399,6687,76,6766,2453,36,2492,999,12,1013,27039,8726,35759
50702,..,4361,4361,4548,492,5033,2006,188,2192,1802,78,1882,610,17,624,159,6,169,9131,5145,14267
50703,..,2702,2702,3781,344,4125,2348,43,2396,2168,17,2186,939,3,945,538,3,540,9774,3118,12892
50704,..,8512,8512,11484,691,12175,5843,243,6087,6526,134,6660,2384,47,2428,831,20,849,27065,9649,36710
50705,..,8721,8721,13106,923,14032,7216,137,7349,7599,39,7639,3242,9,3253,1493,0,1493,32652,9828,42481
50901,..,5894,5894,7817,439,8253,2712,71,2781,2712,26,2739,1258,3,1263,601,5,604,15092,6440,21536
50902,..,5612,5612,7589,411,7994,2490,60,2556,2324,17,2334,1198,7,1200,629,18,646,14230,6118,20350
50903,..,2193,2193,2728,142,2874,887,20,903,834,3,838,444,0,446,202,0,202,5104,2354,7458
51001,..,2570,2570,2707,301,3005,1423,85,1511,1380,28,1410,760,8,766,770,10,778,7036,3001,10031
51002,..,1323,1323,1644,138,1785,871,36,903,953,9,970,497,5,497,340,0,338,4304,1510,5815
51003,..,1715,1715,2136,189,2329,1281,54,1332,1605,11,1622,729,3,735,357,3,356,6110,1975,8084
51101,..,1475,1475,1858,116,1972,729,9,738,726,4,734,342,0,348,166,0,166,3826,1615,5436
51102,..,1004,1004,995,102,1097,414,21,434,423,5,430,170,3,175,103,0,108,2110,1128,3242
51103,..,3197,3197,3448,352,3796,1882,77,1956,1878,29,1908,942,9,948,573,3,580,8717,3662,12381
51104,..,5055,5055,6579,434,7015,2567,66,2631,2565,12,2581,1170,0,1167,559,0,563,13441,5575,19010
59797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,..,1319,1319,1898,129,2029,1117,12,1130,985,0,986,376,0,382,184,0,184,4562,1461,6028
60102,..,5601,5601,6848,408,7257,2985,63,3051,2866,14,2879,1041,3,1046,395,0,395,14136,6094,20229
60103,..,7004,7004,6346,593,6940,3142,79,3227,2409,36,2446,1034,5,1041,519,3,525,13456,7725,21178
60104,..,2829,2829,4111,229,4336,1845,40,1884,1968,11,1985,777,4,775,305,0,307,9005,3112,12116
60105,..,6429,6429,6051,855,6910,2481,451,2931,2317,178,2493,764,62,828,286,46,330,11908,8017,19923
60106,..,1672,1672,2153,124,2275,930,12,941,776,0,782,330,0,328,153,0,153,4339,1812,6149
60201,..,9909,9909,9803,903,10700,4358,229,4583,3936,81,4016,1470,33,1504,654,15,666,20221,11157,31383
60202,..,2330,2330,3356,149,3504,1099,6,1107,1021,3,1027,452,0,452,212,0,208,6136,2488,8620
60203,..,4400,4400,5484,309,5789,1762,17,1776,1623,3,1622,667,0,665,325,0,325,9859,4727,14580
60301,..,1178,1178,1529,97,1624,539,3,540,549,3,547,228,0,228,138,0,138,2979,1280,4258
60302,..,2013,2013,2835,171,3012,982,12,994,820,3,823,361,0,361,206,3,210,5206,2204,7412
60303,..,906,906,1177,74,1255,266,8,274,204,0,204,76,0,76,34,0,34,1756,982,2746
60401,..,5869,5869,6745,340,7086,2530,39,2568,2197,16,2211,854,6,859,388,0,387,12714,6261,18982
60402,..,5028,5028,6238,394,6629,2354,29,2386,2050,10,2063,831,0,832,365,3,366,11831,5474,17309
60403,..,2036,2036,2318,149,2468,863,16,877,759,5,762,346,0,346,172,3,171,4455,2206,6665
69797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,..,2595,2595,2922,577,3505,1233,230,1459,1002,72,1070,340,14,353,202,16,221,5703,3511,9213
70102,..,3431,3431,4675,647,5328,2970,183,3155,2817,69,2881,1301,29,1333,822,13,839,12589,4377,16963
70103,..,1087,1087,1867,185,2050,957,28,986,1101,14,1115,530,3,535,334,0,334,4787,1321,6109
70104,..,1837,1837,2943,352,3297,2055,92,2149,2034,27,2061,952,7,957,463,3,464,8444,2321,10762
70201,..,2731,2731,2649,365,3007,1453,115,1575,1369,43,1417,713,6,719,862,13,866,7047,3276,10322
70202,..,381,381,292,31,327,173,10,183,132,10,143,112,3,116,223,0,223,937,431,1368
70203,..,803,803,782,86,873,400,14,410,386,0,385,299,0,298,798,0,798,2661,911,3569
70204,..,396,396,470,36,505,280,7,284,384,3,383,253,0,253,688,0,688,2071,439,2510
70205,..,952,952,1022,88,1116,547,20,563,589,12,602,324,3,330,681,0,680,3165,1076,4241
79797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,..,8401,8401,10610,1088,11693,5469,479,5950,5458,168,5624,2021,57,2082,919,45,965,24478,10242,34722
80103,..,267,267,119,16,140,47,0,44,37,0,37,14,0,14,3,0,4,222,290,503
80104,..,4075,4075,6130,592,6724,4570,216,4787,5158,96,5251,1911,44,1955,842,34,872,18606,5062,23668
80105,..,6459,6459,5629,1163,6795,2168,643,2810,2011,218,2229,696,66,764,231,28,256,10738,8579,19319
80106,..,3621,3621,3478,449,3926,1350,112,1464,1264,25,1283,404,8,412,128,3,130,6624,4211,10835
80107,..,6242,6242,9322,528,9858,5404,102,5508,5545,39,5580,2074,10,2083,890,0,896,23237,6924,30166
80108,..,2106,2106,2724,143,2867,1246,30,1277,1441,6,1447,529,0,531,195,0,195,6138,2285,8419
80109,..,3789,3789,3983,307,4292,1889,83,1967,1992,22,2018,786,8,794,285,5,289,8941,4219,13158
80110,..,422,422,504,80,581,314,14,325,272,0,271,85,0,85,28,0,28,1196,518,1710
80111,..,26,26,43,3,49,36,0,36,31,0,31,19,0,19,6,0,6,139,25,166
89797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,..,95,95,128,6,129,62,0,63,60,0,60,32,0,32,20,0,20,301,101,399
90102,..,7,7,34,0,37,23,0,23,21,0,21,11,0,11,28,0,28,122,8,131
90103,..,19,19,18,0,18,27,0,27,10,0,10,10,0,10,13,0,13,71,19,86
90104,..,244,244,286,7,297,84,0,84,68,0,68,38,0,38,8,0,8,488,252,743
99797,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
