SA3_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
12303,0,5,..,11,6,13,0,13,..,57,3,55,4,62,..,4,0,4,0,4,..,18,0,20,0,20,..,19,0,21,0,21,..,4,0,4,0,4,..,30,3,34,0,34,..,14,0,15,0,15,..,0,3,3,0,3,..,19,0,24,0,25,..,8,0,6,0,6,..,38,8,45,0,44,..,74,3,80,0,80,..,3,0,3,0,3,..,18,5,23,0,23,..,11,0,16,0,19,..,14,6,19,0,25,..,141,23,168,8,178,..,1054,123,1174,26,1197,..,64,4,70,1018,1085,18352,1113,127,1242,1048,20633,36613,..,..,..,..,36613,..,43,0,44,0,44,..,226,25,251,11,260,..,6,0,6,0,6,..,50,24,79,0,79,..,76,24,101,0,104,..,14,4,20,0,20,..,141,51,197,0,195,..,113,9,116,0,116,..,47,3,51,3,48,..,31,0,32,0,32,..,90,0,90,0,89
12401,0,47,..,3,0,3,0,3,..,22,0,22,0,22,..,10,0,13,0,13,..,89,4,95,0,95,..,83,4,88,0,91,..,3,0,3,0,3,..,13,0,13,0,13,..,34,0,34,0,34,..,51,0,56,0,53,..,64,3,65,0,65,..,20,0,20,0,20,..,165,3,166,0,168,..,204,13,220,5,221,..,10,0,10,0,10,..,73,6,76,0,78,..,8,0,8,0,8,..,54,4,60,0,60,..,415,57,472,7,473,..,2326,199,2520,14,2534,..,83,8,97,1662,1754,35398,2408,204,2618,1675,39690,68558,..,..,..,..,68558,..,45,4,45,0,45,..,119,11,129,0,129,..,27,0,27,0,27,..,105,29,134,0,134,..,225,44,269,3,274,..,15,8,19,0,19,..,352,76,424,3,431,..,65,10,75,0,75,..,153,3,157,0,158,..,229,4,236,0,233,..,411,6,416,0,416
12402,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,3,..,..,..,..,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
12403,3,148,..,45,8,54,0,55,..,380,21,398,8,405,..,122,32,156,0,156,..,149,23,171,3,173,..,87,15,98,0,98,..,195,16,208,9,218,..,143,25,167,0,167,..,310,10,315,7,319,..,85,7,96,0,96,..,573,11,585,4,590,..,62,0,66,0,66,..,1028,29,1060,12,1066,..,409,41,455,5,460,..,101,12,113,0,113,..,152,46,201,0,203,..,76,15,90,0,91,..,107,26,138,0,138,..,1400,216,1611,36,1645,..,8817,1201,10018,128,10139,..,137,14,143,3437,3578,57409,8946,1210,10160,3562,71130,113335,..,..,..,..,113335,..,75,0,75,0,75,..,1268,118,1392,10,1400,..,24,0,31,0,29,..,303,154,457,3,465,..,761,247,1010,8,1021,..,49,16,67,0,67,..,1121,417,1540,13,1552,..,412,34,442,4,447,..,167,3,169,3,174,..,209,5,214,0,217,..,283,14,297,5,301
12404,0,21,..,73,12,83,3,84,..,188,17,207,3,205,..,7,0,13,0,13,..,31,0,30,0,30,..,4,0,8,0,8,..,4,0,4,0,3,..,3,0,5,0,5,..,37,0,37,0,43,..,10,0,10,0,11,..,62,0,62,3,58,..,6,0,7,0,7,..,117,0,117,4,121,..,57,13,71,0,71,..,7,0,8,0,8,..,27,16,40,0,40,..,4,0,4,0,4,..,20,7,24,0,24,..,113,19,127,4,136,..,1153,161,1318,22,1333,..,45,3,48,1251,1305,15786,1201,164,1363,1268,18420,30917,..,..,..,..,30917,..,31,0,31,0,31,..,138,9,149,3,151,..,0,0,0,0,0,..,80,40,124,0,124,..,91,37,134,3,133,..,8,3,9,0,9,..,181,85,265,3,269,..,55,3,58,0,58,..,54,0,55,0,55,..,42,0,42,0,42,..,77,4,77,0,77
12405,0,49,..,24,4,30,0,30,..,168,14,179,0,176,..,20,5,27,0,27,..,63,11,76,3,79,..,26,3,26,0,26,..,340,19,357,4,361,..,37,4,41,0,41,..,268,8,278,0,276,..,56,6,61,0,61,..,576,25,600,3,604,..,49,9,58,0,58,..,951,43,992,7,1000,..,235,41,275,0,276,..,107,16,123,0,124,..,38,6,49,0,54,..,163,43,202,0,201,..,80,30,107,0,107,..,938,227,1166,22,1192,..,5741,886,6624,76,6704,..,66,14,82,1602,1683,18831,5803,903,6705,1680,27218,37673,..,..,..,..,37673,..,22,0,22,0,22,..,1448,213,1662,25,1684,..,3,0,3,0,8,..,111,28,136,0,136,..,202,96,298,0,300,..,26,4,29,0,29,..,336,130,462,0,469,..,458,73,532,3,533,..,41,0,46,0,46,..,120,3,116,0,116,..,80,3,86,0,83
12501,26,3227,..,27,14,39,0,39,..,27,3,32,0,32,..,182,67,246,0,246,..,66,6,78,0,76,..,153,40,190,3,190,..,77,4,86,3,88,..,66,11,75,0,75,..,261,8,270,0,272,..,276,25,300,4,305,..,494,13,503,0,508,..,58,3,66,0,66,..,1086,48,1135,5,1139,..,274,57,326,10,335,..,710,102,810,3,815,..,142,53,196,0,197,..,1458,543,2000,29,2027,..,740,369,1104,3,1113,..,1989,781,2771,70,2839,..,21474,8930,30396,269,30668,..,104,65,169,2674,2846,8409,21578,8992,30565,2939,41916,17889,..,..,..,..,17889,..,23,0,26,0,26,..,5966,1511,7475,77,7556,..,0,0,0,0,0,..,4566,2754,7325,23,7347,..,5690,4838,10532,47,10578,..,443,325,771,6,780,..,10702,7926,18627,85,18712,..,440,92,529,4,537,..,23,0,21,0,21,..,108,3,107,0,110,..,74,3,78,0,79
12502,14,2304,..,20,0,20,0,20,..,13,0,13,0,13,..,270,107,373,3,377,..,74,10,79,0,78,..,93,16,107,0,107,..,22,3,23,0,23,..,52,4,51,0,58,..,124,4,125,0,125,..,239,39,274,0,277,..,229,7,238,3,235,..,23,4,29,0,29,..,615,47,659,4,664,..,294,31,324,0,321,..,276,17,293,0,291,..,99,13,113,0,117,..,89,16,104,0,104,..,130,31,163,0,163,..,1011,196,1204,24,1229,..,13102,3987,17088,109,17197,..,70,21,94,1204,1299,15345,13174,4009,17179,1316,33846,30750,..,..,..,..,30750,..,46,0,46,0,46,..,1966,245,2211,5,2220,..,0,0,0,0,0,..,5119,1492,6619,32,6648,..,6075,2541,8622,40,8660,..,247,103,347,0,348,..,11443,4138,15583,75,15655,..,117,15,130,0,131,..,57,0,57,0,57,..,99,3,101,0,101,..,174,8,180,0,185
12503,3,385,..,53,25,79,0,79,..,491,67,553,5,561,..,557,286,837,11,855,..,193,34,226,3,227,..,140,27,167,0,169,..,307,22,328,11,340,..,169,43,220,0,224,..,428,14,443,8,452,..,219,50,272,4,276,..,839,38,875,5,885,..,76,4,87,0,87,..,1565,109,1673,17,1692,..,688,184,872,19,891,..,324,60,384,3,383,..,183,68,249,0,252,..,1156,353,1504,14,1522,..,2245,1350,3594,25,3619,..,4325,1501,5827,125,5949,..,34278,10073,44355,478,44829,..,223,131,358,4065,4422,25774,34507,10204,44713,4541,75028,51883,..,..,..,..,51883,..,39,0,39,0,39,..,26729,5108,31838,297,32131,..,9,0,9,0,9,..,2718,1680,4396,28,4426,..,2969,2631,5599,29,5624,..,334,203,536,4,537,..,6014,4514,10529,53,10584,..,921,191,1115,4,1117,..,47,3,47,0,46,..,237,11,255,4,261,..,165,6,173,3,175
12504,8,1203,..,20,10,27,0,26,..,213,29,238,3,243,..,597,248,847,9,853,..,184,23,210,0,210,..,159,28,193,0,193,..,94,9,101,4,106,..,160,19,175,0,177,..,473,19,497,5,497,..,277,26,301,4,303,..,800,25,826,7,833,..,82,0,82,0,84,..,1628,73,1701,18,1720,..,545,80,628,10,634,..,3060,397,3456,27,3484,..,203,45,251,3,254,..,271,84,351,4,351,..,292,80,365,0,365,..,4431,819,5249,118,5360,..,31182,6523,37706,382,38088,..,170,79,250,4080,4330,27611,31359,6603,37962,4456,70032,55435,..,..,..,..,55435,..,51,3,56,0,52,..,4501,759,5260,43,5305,..,10,0,10,0,10,..,3082,1359,4441,25,4466,..,5283,2544,7824,36,7861,..,271,105,371,0,368,..,8630,4002,12635,61,12698,..,337,48,388,3,393,..,81,3,82,0,82,..,300,18,318,3,316,..,205,6,211,8,217
12601,3,1414,..,3,0,3,0,3,..,6,0,6,0,6,..,137,22,157,0,158,..,38,0,42,0,42,..,91,11,105,0,105,..,4,0,4,0,4,..,14,3,17,0,17,..,73,4,74,0,74,..,84,4,87,0,87,..,78,0,78,0,78,..,21,0,21,0,21,..,257,10,261,0,260,..,136,5,144,3,146,..,270,12,281,3,281,..,55,13,71,0,71,..,16,3,20,0,20,..,118,20,137,0,143,..,513,73,587,11,597,..,8611,2083,10690,57,10749,..,42,8,50,684,737,12831,8652,2090,10747,741,24319,25474,..,..,..,..,25474,..,75,0,74,0,74,..,245,40,285,3,288,..,0,0,0,0,0,..,3247,679,3925,15,3947,..,5003,1612,6613,29,6643,..,222,45,269,0,267,..,8472,2339,10807,49,10860,..,30,3,34,0,37,..,74,3,72,0,72,..,137,11,146,3,148,..,132,3,133,0,139
12602,24,3035,..,83,12,92,3,99,..,53,6,62,0,62,..,464,107,564,4,571,..,170,13,185,0,184,..,235,77,318,3,321,..,9,0,9,0,9,..,165,25,194,0,196,..,409,5,414,7,414,..,617,53,669,7,679,..,558,10,573,3,573,..,108,3,106,0,106,..,1690,72,1763,13,1777,..,607,68,683,9,686,..,436,20,460,5,460,..,273,83,354,0,354,..,107,23,128,0,130,..,412,62,476,6,475,..,2415,439,2857,54,2909,..,25878,6311,32193,255,32446,..,156,26,185,2776,2964,33561,26033,6340,32375,3030,68967,67219,..,..,..,..,67219,..,122,6,125,0,126,..,1886,237,2129,19,2146,..,5,0,7,0,7,..,7140,2027,9165,41,9209,..,12338,3939,16275,92,16364,..,638,200,842,5,847,..,20118,6165,26282,134,26418,..,385,60,445,7,449,..,128,3,132,0,132,..,437,21,455,4,459,..,398,11,408,0,415
12701,0,38,..,344,55,397,3,398,..,300,19,316,5,324,..,108,19,128,0,129,..,123,16,137,0,137,..,34,5,43,0,43,..,506,30,539,8,544,..,844,156,1001,26,1020,..,255,5,264,3,266,..,90,16,104,0,104,..,609,19,627,6,635,..,83,12,96,3,97,..,1034,52,1088,11,1103,..,1364,244,1610,18,1632,..,43,4,50,0,50,..,142,34,173,0,173,..,262,32,300,3,303,..,1964,1166,3126,16,3147,..,4096,1187,5286,79,5361,..,20739,4990,25731,282,26014,..,150,41,194,2907,3103,22689,20893,5036,25927,3188,51805,46020,..,..,..,..,46020,..,41,0,41,0,41,..,7661,1533,9198,71,9270,..,8,0,8,3,14,..,956,565,1522,11,1532,..,702,332,1033,14,1043,..,386,151,535,5,540,..,2040,1050,3084,31,3114,..,844,122,969,10,977,..,38,0,38,0,38,..,192,15,206,0,210,..,116,3,125,0,125
12702,0,55,..,479,127,608,13,614,..,423,35,462,4,469,..,149,79,227,3,233,..,236,59,290,5,296,..,137,98,229,3,237,..,853,85,934,27,966,..,1400,459,1860,12,1868,..,325,24,344,0,350,..,143,30,170,0,173,..,666,21,686,15,697,..,87,16,104,0,104,..,1218,87,1305,16,1321,..,2433,659,3090,37,3125,..,58,20,75,0,75,..,334,216,555,11,566,..,374,108,481,9,492,..,11004,8944,19945,112,20057,..,11290,5968,17261,205,17468,..,44021,23367,67383,638,68019,..,222,111,331,3594,3921,22441,44239,23471,67710,4231,94386,46891,..,..,..,..,46891,..,7,0,7,0,7,..,8863,3423,12289,150,12432,..,3,0,3,0,3,..,4794,3109,7902,39,7938,..,2601,2014,4622,43,4661,..,2090,1016,3108,18,3130,..,9486,6143,15629,99,15732,..,2120,545,2669,20,2687,..,44,0,47,0,47,..,229,17,241,4,248,..,231,13,244,5,245
12703,3,95,..,572,114,688,9,701,..,94,13,103,3,110,..,111,54,164,0,168,..,289,67,356,4,360,..,110,13,129,0,126,..,489,46,536,12,553,..,1177,434,1609,16,1627,..,373,8,379,3,382,..,349,38,390,3,390,..,751,25,771,6,776,..,60,8,69,3,77,..,1532,83,1618,12,1627,..,1039,236,1279,3,1281,..,385,40,423,3,424,..,135,49,184,5,185,..,423,92,513,4,523,..,1390,719,2107,8,2117,..,3199,749,3948,86,4036,..,24237,6052,30290,334,30623,..,168,42,209,4022,4235,24301,24409,6095,30500,4359,59155,49221,..,..,..,..,49221,..,57,0,57,0,57,..,10747,3481,14226,173,14401,..,8,0,14,0,14,..,953,434,1387,3,1390,..,1138,618,1758,0,1761,..,161,45,209,0,205,..,2253,1102,3349,7,3357,..,626,121,747,6,753,..,40,0,40,0,45,..,275,17,290,3,297,..,193,5,196,0,196
12801,0,73,..,228,14,244,3,246,..,64,3,62,0,70,..,29,5,36,0,36,..,112,10,120,5,122,..,231,54,289,0,291,..,14,0,14,0,14,..,87,7,94,0,94,..,97,0,97,3,100,..,119,12,132,0,129,..,170,3,174,3,174,..,25,0,25,0,26,..,404,17,426,5,432,..,422,48,465,6,474,..,9,0,9,0,9,..,136,32,169,3,175,..,40,4,44,0,44,..,88,19,109,0,109,..,783,111,892,26,918,..,7001,1040,8040,100,8143,..,121,10,133,2481,2614,45598,7126,1055,8172,2587,56362,89461,..,..,..,..,89461,..,100,4,105,0,104,..,809,52,869,14,880,..,8,0,8,0,8,..,918,243,1168,9,1176,..,1243,479,1719,14,1731,..,71,18,88,0,89,..,2227,748,2973,19,2996,..,270,25,290,6,296,..,164,3,167,0,168,..,287,13,292,0,299,..,397,16,414,10,420
12802,0,52,..,275,35,308,3,316,..,40,4,42,0,42,..,28,0,25,0,25,..,130,15,138,0,143,..,208,41,251,0,257,..,13,0,13,0,13,..,63,7,68,0,68,..,95,0,91,0,91,..,105,6,118,0,115,..,126,3,128,0,128,..,21,3,26,0,26,..,346,16,365,0,367,..,361,32,397,3,395,..,26,0,26,0,26,..,94,8,103,0,103,..,27,4,34,0,34,..,124,22,145,3,145,..,622,105,727,29,749,..,6053,870,6921,75,6997,..,116,12,126,1534,1661,46447,6169,879,7045,1615,55109,91666,..,..,..,..,91666,..,133,3,137,0,137,..,1060,83,1135,0,1143,..,0,0,4,0,4,..,747,234,977,6,989,..,976,345,1324,7,1333,..,76,18,92,0,90,..,1804,592,2398,11,2409,..,273,27,300,8,304,..,153,0,153,0,159,..,270,6,279,0,279,..,371,8,378,3,380
19797,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,11,0,11,..,3,0,3,0,3,..,28,26,54,0,55,..,0,0,3,30,33,154,30,26,58,27,239,279,..,..,..,..,279,..,0,0,0,0,0,..,3,3,3,0,3,..,0,0,0,0,0,..,3,3,4,0,4,..,7,19,22,0,22,..,0,3,5,0,5,..,14,22,31,0,31,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
19999,0,20,..,3,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,6,..,4,0,4,0,4,..,11,0,11,0,11,..,18,0,18,0,18,..,3,0,3,0,3,..,17,0,17,0,17,..,10,0,13,0,13,..,16,0,16,0,16,..,8,0,8,0,8,..,53,0,52,0,52,..,41,3,43,0,43,..,3,0,3,0,3,..,11,7,18,0,18,..,6,0,6,0,6,..,27,14,38,0,38,..,97,26,123,0,124,..,670,146,819,9,821,..,13,3,21,1058,1072,3038,688,150,836,1061,4939,7212,..,..,..,..,7212,..,5,0,5,0,5,..,122,33,154,0,155,..,16,3,19,0,19,..,66,22,84,0,87,..,210,94,307,0,307,..,7,7,14,0,19,..,285,121,406,3,405,..,12,0,12,0,12,..,23,0,23,0,23,..,76,8,86,4,88,..,57,0,57,0,57
20101,0,23,..,8,0,11,0,11,..,32,0,36,0,34,..,24,4,28,0,28,..,26,4,29,0,29,..,36,4,36,0,36,..,3,0,3,0,3,..,17,0,17,0,19,..,84,3,83,0,83,..,29,0,29,0,29,..,91,3,93,0,93,..,25,0,26,0,24,..,221,5,232,0,229,..,49,3,51,0,52,..,31,4,35,0,35,..,44,8,60,0,57,..,11,3,9,0,9,..,48,9,58,0,56,..,475,70,543,19,557,..,2465,352,2818,40,2857,..,157,10,165,3075,3241,47756,2622,366,2986,3114,53854,91983,..,..,..,..,91983,..,56,3,61,0,61,..,142,7,155,0,155,..,18,3,24,0,26,..,130,36,167,0,165,..,654,191,846,5,852,..,55,20,76,0,76,..,842,245,1086,4,1094,..,108,18,120,0,120,..,161,5,158,4,162,..,122,5,129,0,127,..,169,5,178,0,178
20102,0,0,..,3,7,9,0,9,..,34,0,34,0,32,..,0,0,0,0,0,..,20,0,18,0,18,..,7,0,7,0,7,..,0,0,0,0,0,..,22,0,24,0,24,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,20,0,20,..,7,0,7,0,7,..,28,0,28,0,28,..,20,3,22,0,22,..,5,0,5,0,5,..,13,0,13,0,13,..,4,0,4,0,4,..,6,0,5,0,5,..,78,16,92,0,98,..,543,45,593,7,595,..,31,0,31,1172,1202,12559,572,45,623,1180,14358,24833,..,..,..,..,24833,..,22,0,22,0,22,..,9,0,13,0,13,..,0,0,3,0,3,..,7,3,13,0,13,..,51,10,61,0,61,..,3,0,3,0,3,..,58,15,74,0,74,..,54,7,57,0,57,..,54,0,55,0,58,..,53,0,55,0,55,..,90,0,90,3,92
20103,0,0,..,0,0,0,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,20,0,20,0,20,..,0,0,0,0,0,..,18,0,18,0,15,..,7,0,10,0,10,..,49,0,50,0,49,..,8,3,14,0,14,..,0,0,0,0,0,..,7,5,9,0,9,..,0,0,0,0,0,..,10,3,9,0,9,..,49,8,57,3,54,..,257,35,293,8,300,..,49,10,56,856,908,11269,307,44,352,858,12481,22598,..,..,..,..,22598,..,3,0,3,0,3,..,9,0,6,0,13,..,3,0,3,0,3,..,9,0,9,0,9,..,18,13,38,0,38,..,5,0,5,0,5,..,32,13,48,0,48,..,10,0,10,0,10,..,30,0,30,0,30,..,19,0,21,0,21,..,45,0,48,0,48
20201,0,27,..,5,0,5,0,5,..,9,0,9,0,9,..,15,0,18,0,18,..,10,0,10,0,10,..,28,0,27,0,27,..,3,0,3,0,3,..,8,0,8,0,8,..,77,0,80,0,80,..,53,0,53,0,53,..,89,0,89,0,89,..,17,0,17,0,20,..,238,0,236,3,243,..,25,8,36,0,36,..,38,3,36,0,36,..,29,0,29,3,35,..,8,0,12,0,12,..,34,10,47,0,45,..,526,342,866,26,890,..,1913,535,2446,43,2489,..,139,3,146,3125,3268,43153,2053,544,2592,3165,48916,83258,..,..,..,..,83258,..,60,3,63,0,63,..,134,12,148,0,148,..,10,0,10,0,10,..,92,20,115,0,111,..,313,134,452,4,452,..,23,3,24,0,24,..,435,161,590,4,597,..,23,0,27,0,27,..,46,4,43,3,49,..,74,3,78,0,78,..,93,0,98,0,97
20202,0,0,..,4,0,4,0,4,..,15,0,16,0,15,..,0,0,0,0,0,..,18,3,25,0,22,..,0,4,3,0,3,..,7,0,7,0,7,..,3,4,5,0,11,..,18,0,18,0,21,..,9,0,9,0,9,..,30,0,30,0,32,..,5,0,4,0,4,..,65,0,70,3,70,..,37,0,37,0,37,..,6,0,6,0,6,..,20,0,20,0,20,..,8,3,12,0,12,..,5,3,6,0,6,..,100,15,123,10,126,..,750,119,866,22,887,..,52,3,55,1869,1924,21078,798,124,925,1893,23889,41261,..,..,..,..,41261,..,15,0,15,0,15,..,15,0,16,0,17,..,0,0,0,0,0,..,23,16,35,0,35,..,94,108,201,0,202,..,0,7,12,0,12,..,121,128,248,0,248,..,28,0,26,0,26,..,84,4,89,3,89,..,86,3,89,0,89,..,176,4,181,0,181
20203,0,0,..,0,0,0,0,0,..,4,0,4,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,3,24,0,24,..,5,0,5,0,5,..,6,0,12,0,12,..,5,0,5,0,5,..,40,3,44,0,44,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,26,3,28,0,28,..,131,17,146,4,147,..,11,0,14,486,502,4945,142,12,151,494,5590,10092,..,..,..,..,10092,..,9,0,9,0,9,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,9,0,10,..,0,0,0,0,0,..,7,3,10,0,16,..,3,4,3,0,3,..,3,0,3,0,3,..,9,0,6,0,6,..,23,0,23,0,23
