SA3_CODE_2016,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot
12602,3,9,81,247,113,74,31,9,7,577,0,0,0,14,11,4,8,6,3,50,0,3,13,32,7,6,3,0,0,58,45,113,141,999,332,308,242,178,143,2501,154,191,400,967,385,328,279,234,199,3132,3953,6741,8880,21723,8812,7621,5260,3550,2428,68967,0,3,7,96,57,53,32,13,4,260,7031,11655,10894,15458,7596,6076,4069,2611,2049,67440,4,16,100,271,22,12,3,0,0,424,0,0,4,21,25,19,13,3,0,90,0,0,13,34,13,9,7,0,3,78,4,7,28,111,40,34,30,7,0,255,0,0,10,60,32,35,33,13,4,193,136,356,2898,7126,2180,1783,916,641,209,16241,0,0,4,28,45,69,83,65,16,306,3,10,7,78,65,75,87,74,39,446,40,167,150,673,580,489,440,242,131,2913,3,4,13,137,81,69,54,27,5,398,0,8,21,84,21,17,15,6,4,187,4,11,21,141,61,34,97,40,41,454
12701,3,24,134,932,469,366,96,43,15,2078,0,0,0,3,0,3,4,3,0,15,0,16,27,45,9,0,0,0,0,106,20,103,182,1025,741,635,343,142,47,3233,238,496,461,1027,494,420,281,169,55,3638,3792,7889,7571,15313,6891,5288,2989,1563,507,51805,0,0,17,42,9,11,3,0,0,80,7253,13965,11676,14395,4833,2972,1442,900,197,57637,0,3,3,75,10,13,3,0,0,106,0,0,26,165,88,65,36,19,0,397,0,12,81,512,266,236,85,19,9,1214,0,5,11,22,6,6,0,0,0,56,0,3,16,225,207,163,115,22,7,757,0,18,61,382,268,188,114,46,11,1082,0,0,17,161,144,157,140,100,10,736,3,21,13,102,80,74,39,18,10,364,8,35,34,154,211,231,155,83,30,943,3,65,225,1373,760,592,199,80,18,3316,0,0,11,18,7,13,4,5,0,59,0,3,16,42,19,32,90,21,10,231
12702,63,260,1024,5877,3604,3020,1157,579,253,15841,0,0,0,0,3,5,3,3,0,11,3,4,3,9,4,0,0,0,0,25,73,347,502,1755,1370,1322,912,518,208,7009,264,516,573,1302,699,706,453,302,161,4958,5413,11630,13388,25098,13017,12199,7330,4373,1933,94386,3,4,53,83,26,10,0,3,0,181,9902,19150,18463,15699,4817,4089,1990,1138,481,75730,0,0,5,36,9,3,0,0,0,56,0,3,53,279,198,203,83,75,23,902,33,94,401,2387,1712,1456,750,292,136,7253,0,6,13,22,12,5,0,0,0,59,0,16,33,329,306,346,392,132,28,1577,7,62,194,882,673,711,420,338,324,3609,0,3,40,218,239,433,456,424,120,1945,3,8,16,64,44,94,76,56,12,382,3,20,21,89,148,246,273,118,55,976,3,9,78,428,270,277,105,46,6,1234,0,7,10,32,14,7,13,9,6,106,3,13,29,31,31,47,183,89,36,458
12703,7,21,77,672,353,271,75,44,10,1533,0,0,0,4,0,3,3,0,3,16,0,10,44,66,23,3,0,0,0,147,37,218,333,1197,677,535,359,198,87,3633,338,549,531,1478,589,503,383,228,131,4740,4608,8263,7712,18162,7443,5898,3917,2158,995,59155,0,0,32,105,24,15,6,3,0,196,8291,13230,10469,14252,5062,3340,2387,1247,553,58835,8,23,39,379,90,62,21,0,0,628,0,6,75,394,238,213,97,54,5,1086,0,11,28,200,87,84,37,14,3,472,3,7,12,29,17,3,3,3,0,82,3,8,13,138,146,124,104,35,4,571,14,36,106,694,342,309,144,66,26,1746,0,0,70,312,188,207,162,119,24,1075,10,87,86,341,196,185,109,53,23,1086,11,70,43,214,252,239,272,150,57,1313,9,79,235,1496,727,603,232,89,15,3495,0,3,0,16,6,7,5,4,3,54,0,5,39,44,32,28,91,53,37,338
12801,0,0,0,50,24,17,13,3,0,121,0,0,3,14,9,5,16,8,3,60,0,0,0,19,3,0,0,0,0,25,8,54,85,586,263,225,192,84,33,1524,125,207,242,848,386,344,300,231,199,2881,3176,6364,6105,14770,7739,6919,5390,3614,2292,56362,0,0,0,0,0,0,0,0,0,3,6252,11937,10829,20940,10577,9493,6672,4293,2552,83554,0,0,0,15,5,7,3,0,0,39,0,0,5,36,24,23,10,7,0,105,0,0,0,18,15,9,9,0,0,51,4,11,22,102,54,33,19,9,4,251,0,0,3,33,55,30,38,10,3,164,9,50,129,604,399,309,111,71,30,1695,0,4,4,21,36,46,46,49,5,209,0,11,9,88,63,125,138,83,29,558,35,181,180,904,768,621,657,441,206,3989,0,0,3,53,37,41,20,5,3,169,0,4,11,49,33,13,10,10,0,131,3,6,23,92,63,49,103,84,29,448
12802,0,4,4,60,32,33,3,3,0,137,0,0,3,14,14,10,10,7,0,54,0,0,3,17,3,0,0,0,0,30,5,53,67,432,234,191,162,78,40,1267,85,167,178,458,259,267,198,156,106,1875,3371,7241,6448,14196,7816,7048,4984,2465,1537,55109,0,0,0,3,0,0,0,0,0,3,6670,13809,12096,21420,10780,9716,6512,2970,1677,85657,0,3,8,42,4,3,0,0,0,61,0,0,4,22,22,25,7,8,0,83,0,0,0,4,9,4,3,0,0,21,0,11,13,89,44,22,16,7,0,203,0,3,12,47,41,24,33,8,0,169,18,30,73,512,247,246,110,52,17,1304,0,0,3,15,40,36,58,33,12,197,0,7,16,57,56,98,78,44,17,371,30,172,170,770,838,654,709,362,169,3879,0,7,3,53,50,42,16,12,0,178,0,4,9,40,31,14,10,0,0,108,3,10,6,74,72,69,125,63,26,440
19797,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,0,0,0,4,5,3,6,3,0,26,4,14,12,39,31,53,60,24,7,239,0,0,0,0,0,0,0,0,0,0,9,22,20,42,34,34,43,24,6,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,11,16,3,3,3,0,0,31,0,0,3,3,3,0,3,0,0,11,0,0,0,0,0,7,0,0,0,7,7,9,28,70,28,15,3,3,0,168,19,25,162,324,113,111,82,20,4,864,149,200,848,1720,646,732,477,120,48,4939,0,0,4,3,0,0,0,0,0,4,252,278,956,2451,1096,1080,718,148,42,7028,0,0,7,8,0,0,0,0,0,21,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,10,0,0,17,13,3,0,3,0,0,34,0,0,0,19,4,5,3,0,0,25,0,8,98,83,13,11,3,0,3,225,0,0,0,3,5,3,0,0,0,10,0,0,0,12,3,3,0,0,0,23,4,4,106,115,69,73,93,21,3,501,0,0,7,10,6,0,0,0,0,22,0,6,22,36,3,0,0,0,0,69,0,0,20,21,14,9,9,9,0,78
20101,0,6,6,27,4,5,0,0,0,56,0,0,0,0,5,0,5,9,3,25,0,0,3,11,3,0,4,0,0,24,5,29,59,142,60,53,43,51,19,460,172,296,429,858,520,487,464,328,138,3688,3242,6478,7209,13437,6995,6561,5226,3107,1603,53854,0,0,12,0,0,0,0,0,0,13,6293,12065,12746,21459,11002,10098,7423,4004,1838,86934,0,9,4,39,7,0,3,0,0,64,0,0,0,4,0,0,3,0,0,14,0,5,0,0,0,0,0,0,0,9,0,4,7,31,16,12,7,3,0,93,0,0,0,9,3,0,3,3,0,17,3,38,260,281,72,38,16,5,0,717,0,0,0,3,14,25,31,34,7,115,0,9,3,8,3,3,4,3,0,40,13,94,71,293,329,440,489,288,107,2119,0,4,9,20,10,15,3,3,0,68,0,3,4,17,7,3,3,3,0,41,3,5,11,27,26,41,131,41,29,303
20102,0,0,3,6,0,0,0,0,0,10,0,0,0,0,5,6,3,0,0,10,0,0,0,0,0,3,0,0,0,7,0,0,0,41,26,33,35,20,15,169,38,123,102,273,248,269,208,100,77,1436,687,1731,1247,2932,2306,2418,1837,775,420,14358,0,0,0,0,0,0,0,0,0,0,1290,3189,2302,4563,3370,3461,2510,978,415,22083,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,12,9,0,0,42,0,0,0,0,4,3,0,0,0,13,0,0,0,13,6,0,13,0,0,28,0,0,0,0,10,15,15,17,0,58,0,0,0,0,0,3,0,0,3,13,0,21,18,123,246,272,294,151,37,1154,0,0,0,4,0,4,0,0,0,8,0,0,0,7,0,5,7,3,0,21,0,4,0,19,16,28,74,25,14,173
20103,0,0,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,24,13,19,14,14,6,91,36,79,70,197,169,213,218,107,65,1157,592,1412,1154,2321,1764,2042,1866,900,439,12481,0,0,0,0,0,0,0,0,0,0,1122,2715,2226,3985,2840,3236,2798,1303,504,20728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,4,8,3,0,3,0,18,0,0,0,0,0,0,3,0,0,6,0,0,0,16,5,10,0,0,0,27,0,0,0,0,3,5,8,3,0,12,0,0,0,0,0,0,3,0,0,6,3,8,8,36,164,217,307,159,27,929,0,0,0,9,0,0,0,0,0,18,0,0,0,3,0,4,0,3,0,17,0,0,0,11,11,31,33,23,8,110
20201,0,4,3,25,4,4,0,0,0,41,0,0,0,0,3,3,4,3,0,16,0,0,3,12,0,0,3,0,0,20,4,13,29,86,28,32,32,21,12,256,164,291,395,856,452,476,412,330,196,3570,3015,5749,6578,12305,6039,6022,4688,2891,1632,48916,6,6,16,40,10,0,0,0,0,72,5735,10782,11459,19573,9596,9526,7104,4141,1983,79897,0,7,0,30,4,3,0,0,0,48,0,0,0,0,0,0,3,0,0,4,0,4,0,8,0,0,0,0,0,11,0,3,6,39,9,7,14,0,3,89,0,0,0,7,0,0,0,0,0,6,0,12,57,136,50,19,9,3,0,283,0,0,0,3,3,0,11,6,0,25,0,5,6,21,11,3,7,0,0,52,5,42,45,180,282,305,348,190,90,1487,0,10,7,24,15,3,0,0,0,58,0,0,0,9,3,3,9,3,0,26,0,3,4,16,18,38,62,20,14,188
20202,0,0,0,10,0,3,0,0,0,19,0,0,0,5,3,6,12,0,0,31,0,0,0,3,0,0,0,0,0,4,0,6,7,51,32,42,35,23,5,206,91,178,140,451,359,397,334,205,156,2307,1248,2806,2148,4899,3739,3797,3088,1464,698,23889,0,0,0,0,0,0,0,0,0,3,2282,5216,4047,7665,5583,5694,4356,1959,747,37542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,7,0,0,0,0,16,0,4,0,33,6,10,3,0,0,67,0,0,0,0,6,3,0,0,0,10,0,12,0,39,19,16,4,0,0,85,0,0,0,0,7,11,14,6,0,47,0,4,0,3,0,8,7,3,0,30,4,50,40,207,340,428,456,229,68,1820,0,0,0,6,6,7,0,0,0,18,0,0,0,8,10,6,0,0,0,35,0,3,0,21,34,41,89,41,10,239
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,9,0,0,24,27,57,43,107,108,97,85,53,17,584,289,675,537,1016,867,942,695,404,173,5590,0,0,0,0,0,0,0,0,0,0,531,1221,947,1671,1372,1629,1172,599,255,9383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,18,39,70,71,30,10,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,8,16,8,0,36
20301,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,7,0,0,0,3,0,3,0,0,0,9,0,4,0,22,12,10,13,6,12,77,25,72,58,144,109,120,74,28,18,642,617,1460,958,2360,1430,1250,829,337,162,9411,0,0,0,0,0,0,0,0,0,0,1199,2796,1925,3911,2282,1894,1242,464,185,15896,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,3,11,6,7,8,3,31,0,0,0,3,0,0,0,0,0,3,0,24,22,95,126,179,147,79,16,685,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,3,0,9,15,17,33,8,5,87
20302,0,7,24,119,46,27,8,3,3,237,0,7,4,12,20,23,30,10,10,109,0,0,4,32,7,0,6,3,0,51,15,83,135,426,200,241,255,234,131,1717,265,507,720,1487,911,866,733,619,413,6520,5661,10774,12715,24929,12603,11679,9304,5845,3343,96854,9,66,155,196,58,14,8,0,0,507,10780,19386,21402,37643,18310,15900,11029,5914,3133,143492,0,14,9,58,14,0,0,0,0,97,0,0,26,101,96,100,46,49,7,428,0,0,8,15,13,17,3,0,0,59,3,22,23,86,43,23,16,3,0,226,0,0,0,14,7,16,7,3,0,43,23,96,292,651,149,131,62,26,15,1442,0,3,20,120,187,233,325,300,63,1257,0,10,10,29,7,12,15,6,0,95,32,211,219,792,978,1194,1211,786,356,5776,0,3,8,55,19,4,4,0,0,101,0,4,17,52,18,15,11,12,4,131,0,9,21,83,55,137,426,190,122,1054
20303,0,3,3,11,3,0,0,0,0,13,0,0,0,6,10,8,10,7,0,40,0,5,0,6,6,0,0,0,0,16,4,14,18,116,50,39,59,29,15,351,102,210,159,482,315,380,394,229,97,2361,2023,4611,3166,8392,4948,5392,4800,2362,1154,36852,0,3,4,0,0,0,0,0,0,13,4056,8627,6036,13113,7386,8038,6526,3016,1307,58097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,4,13,8,63,31,18,13,5,3,161,0,0,0,4,3,4,4,0,0,20,0,3,10,53,22,12,9,3,0,109,0,0,0,3,13,22,23,32,3,104,0,0,0,0,3,19,21,8,0,49,22,169,122,466,526,581,742,412,162,3203,0,0,0,8,8,6,0,3,0,29,0,3,9,33,10,0,6,3,0,62,0,3,9,43,27,67,161,63,45,416
20401,0,0,0,4,3,0,0,0,0,15,0,0,0,3,0,0,3,0,0,12,0,0,0,4,3,0,0,0,0,10,0,12,14,45,29,50,45,36,13,231,98,218,231,524,399,444,396,241,121,2673,1359,3123,2677,5606,3757,4161,3549,1826,820,26890,0,0,0,3,0,0,0,0,0,6,2599,5767,4886,8843,5780,6415,5212,2445,962,42908,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,4,7,6,6,0,0,0,18,3,3,0,28,8,6,8,7,0,63,0,0,0,3,3,3,0,3,0,12,0,18,175,41,19,5,7,3,0,272,0,0,0,3,5,9,9,3,0,34,0,0,0,3,0,4,7,0,0,22,0,32,33,149,282,370,478,242,76,1664,0,0,0,3,3,4,0,0,0,10,0,0,0,3,3,11,9,3,0,26,0,0,4,22,26,35,130,73,12,300
20402,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,3,3,0,0,9,0,0,0,0,0,3,0,0,0,4,4,3,10,43,28,21,37,22,9,169,68,147,168,362,295,343,291,184,153,2015,1159,2723,2309,4847,3308,3623,3036,1758,1031,23797,0,0,0,0,0,0,0,0,0,0,2202,5139,4327,7849,5306,5646,4440,2469,1185,38550,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,10,0,3,0,0,0,13,0,3,0,9,9,9,6,3,0,36,0,0,0,3,0,0,0,0,0,6,3,8,9,26,9,4,0,3,0,60,0,0,0,0,5,5,7,4,0,24,0,3,0,3,0,0,3,0,0,13,5,10,13,79,142,191,288,148,65,939,0,0,0,5,8,0,3,0,0,19,0,6,5,10,4,0,4,0,0,26,0,0,0,9,16,49,94,29,25,222
20403,0,0,0,7,0,0,0,0,0,12,0,0,4,4,7,4,6,0,0,29,0,0,0,6,6,0,0,0,0,13,9,31,30,123,61,65,86,70,32,497,118,227,269,651,415,422,356,208,102,2768,2101,4425,3833,8409,4970,5067,3794,1991,990,35580,0,0,0,5,0,0,0,0,0,3,3940,8232,7291,13303,7832,7902,5364,2514,1063,57452,0,3,0,6,3,0,0,0,0,17,0,0,0,4,5,7,6,5,0,29,0,0,0,3,0,0,0,0,0,9,3,7,8,32,14,14,8,5,0,90,0,0,0,3,4,0,3,0,0,15,0,3,15,50,22,8,11,3,0,98,0,0,0,0,16,21,43,51,11,150,0,0,0,4,0,3,3,0,0,16,9,36,53,194,330,340,460,211,76,1718,0,0,5,15,3,4,8,4,0,38,0,3,0,15,11,13,14,5,3,58,0,5,8,25,50,91,217,92,47,541
20501,0,0,0,15,0,0,0,0,0,17,0,0,0,0,3,6,6,0,0,27,0,0,0,3,0,0,3,0,0,8,0,13,12,67,38,42,31,28,11,229,88,171,173,404,300,322,290,181,68,2003,1458,3128,2714,5628,3401,3520,2941,1504,707,25004,0,0,0,0,0,0,0,0,0,3,2753,5857,4979,8958,5133,5178,3943,1919,799,39516,0,3,0,3,3,0,0,0,0,12,0,0,0,5,0,0,0,0,0,10,0,0,4,0,5,0,0,0,0,5,0,0,0,15,8,12,7,0,3,40,0,0,0,8,0,3,0,0,0,11,0,3,9,34,24,10,4,3,0,76,0,0,0,0,11,11,17,9,0,47,0,0,0,3,0,3,8,0,0,20,6,44,38,176,268,383,456,272,76,1722,0,0,3,12,10,5,0,0,0,25,0,0,0,6,3,0,3,0,0,10,0,0,4,18,16,37,83,54,11,238
20502,0,0,3,21,3,3,0,0,0,36,0,0,0,9,7,5,6,0,0,26,0,0,0,0,3,0,0,0,0,12,0,9,6,31,25,24,37,27,11,169,93,151,186,386,325,387,391,248,147,2335,1124,2417,1989,4226,3067,3764,3617,1934,839,22974,0,0,0,0,0,0,0,0,0,0,2046,4463,3630,6610,4617,5583,5293,2532,929,35699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,0,10,8,9,6,5,0,45,0,0,0,3,3,7,4,0,0,11,0,8,3,31,19,11,6,0,0,69,0,0,0,0,3,3,7,3,0,18,0,0,0,4,0,5,5,3,0,24,0,22,23,93,199,317,585,353,98,1695,0,0,3,3,5,14,5,0,0,27,0,3,3,3,0,3,8,0,0,24,0,0,3,16,22,45,117,71,20,299
20503,0,0,0,17,10,0,0,0,0,29,0,0,0,3,4,4,8,6,0,24,0,0,0,0,3,0,8,0,0,13,0,12,7,59,41,53,63,25,18,280,92,226,177,505,400,491,505,296,153,2838,1528,3611,2627,6173,4183,5109,4778,2401,1204,31626,0,0,0,0,0,0,0,0,0,3,3032,6598,4930,9608,6378,7278,6234,2909,1288,48247,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,0,4,0,20,17,10,10,0,0,69,0,0,3,5,0,7,6,4,0,30,0,6,4,56,18,12,10,3,0,116,0,0,0,0,6,7,11,9,0,35,0,0,0,3,0,3,15,3,0,31,4,41,32,181,376,609,872,488,179,2771,0,0,3,5,4,3,3,0,0,25,0,0,0,7,7,4,9,6,0,32,0,0,3,31,22,49,119,77,25,336
20504,0,3,4,28,3,3,0,0,0,44,0,0,0,3,3,4,4,4,3,22,0,0,0,3,7,0,0,0,0,13,0,40,33,122,61,49,59,47,32,457,136,264,398,790,489,491,406,307,186,3471,2093,4345,4542,8997,4977,5129,3861,2336,1106,37398,0,0,0,0,0,0,0,0,0,0,4045,8012,7967,14216,7649,7502,4644,2322,913,57270,0,5,0,35,10,4,0,0,0,53,0,0,0,5,0,3,5,4,0,22,0,0,8,11,3,0,0,0,0,19,0,3,3,23,10,13,8,3,3,77,0,0,0,4,9,0,6,0,0,20,3,11,65,97,44,26,10,9,0,266,0,0,0,0,12,9,24,19,7,72,0,4,0,11,3,4,3,7,3,33,8,24,24,122,271,439,555,371,153,1973,0,0,5,21,8,8,0,0,0,40,0,0,0,5,3,7,3,9,0,29,0,0,3,22,14,46,227,93,42,454
20505,0,0,3,14,12,6,0,0,0,33,0,0,3,0,6,3,4,3,0,19,0,0,0,0,3,3,3,3,0,12,0,3,6,26,28,25,36,16,8,148,73,162,154,418,273,326,270,141,70,1882,1192,2513,2149,4746,2946,3275,2479,1310,638,21238,0,0,0,3,0,0,0,0,0,3,2271,4657,4093,7890,4557,4964,3577,1783,751,34545,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,0,0,0,13,0,0,0,0,0,11,0,7,5,15,10,3,3,0,3,45,0,0,0,0,0,3,3,0,0,11,0,0,0,42,8,5,3,0,0,66,0,0,0,3,11,9,16,12,4,54,0,0,0,6,0,3,7,4,0,17,0,22,23,117,207,291,354,179,66,1265,0,0,0,13,3,8,0,0,0,27,0,0,6,4,5,3,0,0,0,22,0,0,0,6,18,26,84,30,16,181
20601,0,11,35,142,44,55,21,7,5,319,0,0,0,9,3,0,0,0,0,19,0,0,4,18,0,0,0,0,0,24,22,42,121,675,152,105,96,60,31,1316,113,184,330,1136,330,239,189,168,87,2775,2301,3600,5904,17932,5174,3930,2584,2094,1006,44532,0,0,6,11,7,0,0,0,0,18,4177,6305,8089,21994,6766,4159,1604,646,446,54190,3,12,17,119,3,5,0,0,0,164,0,0,0,35,6,8,6,11,0,69,0,0,9,14,0,4,3,3,0,30,3,3,21,174,23,14,6,0,0,249,5,6,3,86,27,12,6,0,4,147,3,25,529,621,140,156,40,25,10,1555,0,0,0,17,27,24,26,41,13,155,0,8,5,44,21,53,38,27,21,220,17,80,161,1113,375,239,148,55,26,2213,0,0,0,43,15,6,12,3,0,81,0,8,36,122,24,14,6,0,3,210,5,13,25,195,51,21,39,16,3,369
20602,0,0,22,96,58,42,26,10,4,251,0,0,0,11,3,0,3,0,0,18,0,0,4,9,0,3,0,0,0,15,0,10,47,346,84,64,51,43,22,677,71,107,178,715,239,182,122,110,71,1785,1456,2694,2979,10332,3856,2518,1596,1357,692,27481,0,0,0,3,0,0,0,0,0,3,2745,4895,4587,12949,5187,2968,1134,460,307,35235,0,0,3,21,0,0,0,0,0,23,0,0,0,9,0,4,3,0,0,23,0,0,0,10,0,3,5,3,0,20,0,4,13,97,32,11,0,0,0,156,0,0,0,19,6,8,10,3,0,43,0,22,137,208,82,91,23,27,10,600,0,0,3,10,9,31,20,33,3,108,0,6,0,5,3,14,17,20,12,76,23,78,74,671,328,204,119,29,29,1554,0,0,4,11,9,4,3,0,0,40,0,0,3,81,14,11,4,3,0,108,3,8,12,92,41,24,32,5,4,216
