SA3_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
12504,0,5,6,29,12,9,3,0,0,64,31,154,205,1310,417,345,147,41,35,2694,0,0,3,103,47,90,52,23,26,346,0,3,0,41,34,49,72,53,29,285,23,60,37,122,40,45,34,14,0,365,3,8,35,169,65,54,36,21,13,418,0,0,0,33,26,28,27,14,3,136,38,221,331,2124,816,488,263,171,28,4478,0,3,16,176,23,24,13,0,0,260,3,11,50,233,47,38,11,6,3,404,0,0,0,9,7,7,3,7,0,34,0,3,15,117,103,65,60,19,4,386,35,94,36,124,34,29,19,4,0,370,6,16,50,282,149,139,55,23,11,725,0,0,0,14,7,8,6,10,3,50,0,9,22,83,12,3,3,0,0,147,107,303,418,1878,641,490,398,244,103,4583,655,776,879,3697,864,834,594,430,258,8994,11440,15927,14715,55294,14712,12117,8835,5260,2597,140891
12601,0,0,3,10,9,13,10,4,0,58,5,24,30,171,57,27,29,0,6,350,0,0,0,12,4,18,19,3,0,67,0,10,11,29,27,33,26,21,8,160,5,37,48,43,26,31,24,0,0,214,6,24,29,103,70,43,36,14,5,329,0,0,0,6,0,6,3,3,0,27,9,37,50,206,160,130,72,25,9,697,11,25,44,195,51,70,31,8,0,433,0,3,20,62,22,10,3,0,0,126,0,0,0,0,0,0,4,0,0,11,0,0,0,11,13,9,0,0,0,29,8,70,29,60,33,28,23,4,4,261,3,4,30,117,81,64,15,5,3,314,0,3,0,8,10,11,6,9,3,49,0,0,3,17,11,10,3,0,0,47,21,61,89,317,190,138,110,77,49,1055,63,120,148,378,165,156,137,131,75,1368,2594,6073,6813,12201,6650,5882,3895,2337,1149,47590
12602,0,0,3,23,39,25,13,12,3,118,24,159,150,1114,294,268,126,23,22,2175,0,0,9,115,40,64,47,18,26,325,0,6,10,63,56,84,72,53,30,384,27,72,69,224,76,82,48,22,3,623,10,21,66,279,130,92,76,43,39,752,0,0,0,24,25,37,26,21,11,145,8,30,71,418,174,176,123,78,25,1105,11,20,81,418,82,55,36,17,0,716,9,11,74,331,72,42,24,3,3,569,3,3,3,19,23,26,25,11,4,120,0,0,0,80,47,30,21,17,3,201,29,84,102,197,91,53,40,9,3,605,10,24,133,433,191,138,52,29,12,1015,0,5,0,23,24,16,18,17,9,110,0,5,24,65,12,9,7,0,0,127,93,225,323,1932,706,554,444,327,214,4818,314,413,781,1944,783,645,525,414,313,6131,8082,14155,18256,42519,16985,14401,10055,6307,3780,134528
12701,0,3,4,5,5,3,4,0,0,25,6,46,109,665,396,414,151,37,18,1837,0,0,0,51,27,65,35,19,8,205,0,0,4,19,30,40,44,26,7,177,0,3,10,21,15,13,12,3,0,73,0,3,27,74,43,19,15,3,0,186,0,0,14,95,102,89,65,42,10,406,0,5,11,45,28,27,15,4,0,137,0,4,3,29,4,6,3,0,0,55,3,3,29,221,47,36,12,3,0,364,0,0,6,96,110,109,85,18,3,429,0,8,17,73,70,27,10,3,0,212,3,20,32,58,17,6,0,3,0,148,14,61,207,1607,929,738,199,66,23,3850,0,0,0,7,3,8,11,3,0,29,0,31,41,71,40,5,3,0,0,192,30,188,355,1936,1458,1221,745,275,78,6292,472,986,946,2056,1024,797,559,308,87,7233,7886,16129,15341,29640,13668,10478,5976,2881,815,102811
12702,0,3,0,11,3,3,0,0,0,19,13,72,190,771,313,461,293,62,32,2199,5,0,3,73,40,120,87,66,57,439,0,3,3,10,21,48,49,38,17,185,0,3,12,23,8,28,14,5,3,92,4,8,6,23,28,17,21,4,0,109,0,0,13,119,127,202,209,147,34,853,0,13,18,38,20,30,40,10,3,174,0,7,13,50,18,40,13,0,0,137,8,39,148,830,150,124,41,11,3,1361,0,10,5,93,154,221,204,75,11,773,32,25,43,110,161,99,88,30,4,592,3,38,44,70,12,18,11,0,0,190,131,521,1832,9786,7000,5877,2195,934,419,28699,0,0,0,0,3,5,5,4,4,26,3,10,11,21,11,0,0,0,0,53,145,690,998,3442,2670,2487,1840,1008,329,13614,547,1114,1223,2538,1404,1351,921,569,255,9934,11115,24003,27683,48251,25512,23570,14407,8079,3187,185802
12703,0,0,8,16,4,0,0,0,0,39,9,83,190,867,493,449,141,42,16,2296,0,3,7,112,87,162,66,41,34,512,0,0,3,27,32,62,41,36,16,226,6,10,12,36,16,22,8,4,0,102,3,16,39,114,70,62,49,13,6,378,0,0,12,175,116,157,104,50,5,614,3,29,28,121,89,90,47,21,13,441,0,0,11,44,11,10,13,0,0,91,0,16,28,202,53,25,12,4,0,336,0,12,42,238,145,155,138,34,8,764,4,18,37,159,133,57,39,16,0,462,11,31,28,66,12,16,8,4,0,169,17,49,170,1131,673,536,161,73,21,2817,0,3,0,11,3,11,5,4,3,38,0,21,75,92,59,9,0,3,0,257,82,421,655,2335,1346,1035,725,344,138,7083,692,1071,1170,3024,1223,1004,697,409,187,9480,9409,16853,15888,35517,15096,11560,7540,3939,1547,117356
12801,0,0,0,21,30,18,3,6,3,81,10,40,46,265,125,104,31,12,4,637,0,0,4,89,26,32,21,15,8,197,0,6,5,78,81,85,105,73,33,456,3,23,17,42,16,29,24,6,3,157,3,25,46,181,123,82,67,30,8,562,0,0,0,9,21,17,9,12,3,72,0,0,0,21,12,9,7,0,0,53,0,7,3,27,7,17,8,0,4,69,0,16,27,135,41,10,6,0,0,249,0,0,11,59,68,65,39,11,3,259,3,0,0,23,22,18,12,4,0,81,4,35,42,136,79,46,35,10,3,390,0,0,5,70,42,37,26,8,0,187,0,0,7,34,33,22,26,8,7,137,0,4,5,35,8,8,0,0,0,58,26,119,151,1049,485,389,359,165,69,2810,242,436,500,1683,759,724,600,418,305,5669,6659,13158,12390,28704,15114,13539,10243,6474,3563,109841
12802,0,0,0,20,20,23,5,0,0,72,3,23,35,221,94,106,51,15,8,543,0,0,0,60,28,65,43,15,4,212,0,20,8,82,92,114,121,52,13,503,0,12,12,25,30,28,21,0,0,119,0,23,50,217,128,109,82,29,6,652,0,0,0,5,26,33,18,14,6,111,0,3,5,32,16,23,14,0,0,88,0,0,5,25,3,10,3,0,0,56,3,13,23,101,21,13,9,0,0,187,0,0,4,51,83,101,81,25,11,345,0,0,0,15,18,11,0,0,0,45,8,41,49,105,79,46,31,9,3,373,0,10,12,84,45,60,9,3,3,227,0,0,10,33,31,14,19,12,5,124,0,3,7,30,12,0,4,3,0,57,14,104,134,793,443,366,314,153,67,2390,145,336,345,909,533,523,391,264,161,3615,6930,14801,13372,27551,15071,13664,9692,4569,2381,108036
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,10,4,0,3,9,5,6,11,3,0,36,14,22,25,62,50,74,108,42,10,412
19999,0,0,0,5,6,4,0,0,0,16,3,6,8,46,11,15,3,3,0,89,0,0,3,6,0,4,4,0,0,18,0,0,3,17,3,14,11,7,0,50,0,0,3,7,3,0,0,0,0,13,3,7,4,34,6,15,14,0,0,77,0,0,0,3,3,3,3,0,0,9,0,0,0,9,0,0,0,0,0,9,0,0,12,55,3,0,0,0,0,74,0,0,8,27,4,0,0,0,0,39,0,0,0,3,3,3,0,0,0,5,0,0,0,10,6,3,0,0,0,18,5,5,27,25,7,11,6,0,0,82,0,0,16,27,9,10,3,0,0,76,0,0,5,4,3,0,5,0,0,19,0,0,0,3,0,7,0,0,0,9,14,15,54,172,68,43,25,8,0,398,36,56,328,934,338,284,200,60,15,2248,338,402,1876,4599,1798,1722,1196,282,78,12288
20101,0,0,3,14,18,0,0,0,0,42,7,52,47,188,55,52,14,3,0,414,0,3,0,10,8,3,10,10,14,52,0,3,8,38,57,69,104,62,18,371,0,12,4,19,16,8,0,0,0,58,0,12,28,77,37,29,15,11,0,210,0,0,0,4,6,10,9,14,3,45,0,12,6,64,18,8,8,3,3,121,0,0,3,35,3,0,0,0,0,44,0,15,20,54,14,7,4,0,0,111,0,0,0,0,5,0,3,0,0,12,0,0,0,4,3,3,0,0,0,17,0,24,25,69,33,34,38,3,0,235,3,4,10,51,14,8,0,0,0,95,0,3,0,7,8,13,17,16,7,69,0,0,11,14,9,3,3,0,0,45,14,74,126,275,121,108,70,87,35,897,361,591,853,1680,992,907,896,564,234,7067,6736,13227,14506,25999,13287,12360,9822,5476,2398,103815
20102,0,0,0,4,0,0,0,0,0,7,3,7,7,23,3,11,0,0,0,58,0,0,0,7,0,3,11,0,3,26,0,0,0,10,21,31,50,20,4,145,0,0,0,7,0,5,0,0,0,16,0,8,3,14,14,8,12,3,0,65,0,0,0,0,9,12,6,6,3,45,0,0,0,6,3,4,8,0,0,22,0,0,0,3,0,0,0,0,0,4,0,4,4,13,3,5,0,0,0,22,0,0,0,0,5,5,11,3,0,21,0,0,0,0,0,0,0,0,0,8,0,0,9,20,14,31,17,0,0,91,0,0,3,8,5,0,0,0,0,13,0,0,0,0,8,10,3,3,0,30,0,0,0,4,0,6,0,0,0,14,0,8,9,64,71,66,76,41,19,352,78,236,219,498,479,528,410,202,112,2761,1379,3504,2609,5595,4478,4777,3772,1557,648,28307
20103,0,0,0,0,3,0,3,0,0,10,0,14,0,35,8,11,5,0,0,82,0,0,0,0,3,3,4,0,0,7,0,0,0,3,12,20,44,19,7,106,0,0,0,0,0,3,0,0,0,6,0,0,0,8,9,3,7,0,0,26,0,0,0,0,0,7,3,0,0,17,0,0,3,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,5,5,0,0,4,3,5,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,10,15,0,0,47,0,5,0,8,7,6,0,0,0,21,0,0,0,4,3,4,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,5,4,35,25,41,34,25,11,187,63,156,135,388,326,428,438,233,118,2292,1197,2925,2410,4674,3532,4195,3882,1854,700,25365
20201,0,0,0,25,10,0,0,0,0,45,3,33,36,160,63,39,21,9,0,354,0,0,0,3,0,3,3,6,8,18,0,0,4,28,32,58,61,50,16,253,0,0,5,17,3,7,10,3,0,50,0,13,41,68,32,18,22,0,3,198,0,0,0,0,3,0,9,5,0,17,0,19,15,64,24,21,12,8,5,174,0,3,6,35,3,3,0,0,0,46,22,151,137,76,15,4,0,0,0,403,0,0,0,0,0,0,4,0,0,10,0,0,3,3,3,0,0,0,0,8,0,20,17,37,17,23,25,0,3,144,0,11,8,42,7,3,0,0,0,74,0,4,4,7,3,11,7,6,0,39,0,3,8,15,4,0,7,0,0,36,9,36,78,155,63,67,65,40,18,525,336,640,769,1648,913,922,796,581,316,6922,6170,11968,12990,23662,11552,11405,8880,5240,2515,94378
20202,0,0,0,19,9,3,0,0,0,33,7,15,19,59,27,13,6,0,0,139,0,0,0,12,0,6,11,0,7,33,0,0,4,26,38,41,67,21,6,208,0,0,0,7,6,6,3,0,0,23,0,3,14,38,16,18,16,10,0,113,0,0,0,0,8,10,7,8,0,29,0,0,0,12,5,11,3,3,3,32,0,3,17,98,3,3,0,0,0,117,0,3,3,15,0,4,0,0,0,27,0,0,0,0,3,4,0,0,0,9,0,0,0,8,0,0,3,0,0,10,0,11,4,38,26,31,26,3,0,146,0,0,9,33,21,3,3,0,0,71,0,0,0,9,10,11,21,4,0,66,0,0,0,3,4,3,0,0,0,8,0,23,20,103,84,74,71,45,9,428,173,353,301,822,711,768,663,377,228,4404,2485,5737,4542,9639,7219,7525,6155,2852,1128,47291
20203,0,0,0,0,3,3,0,0,0,7,0,19,10,26,8,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,13,3,0,35,0,0,0,4,0,0,0,0,0,4,0,4,3,8,4,4,0,0,0,29,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,8,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,16,16,12,3,66,38,135,88,226,208,207,191,101,38,1237,571,1381,1070,2012,1701,2013,1568,786,311,11421
20301,0,0,0,3,0,0,0,0,0,3,0,3,0,21,3,9,0,0,0,31,0,0,0,6,0,3,0,0,0,9,0,0,0,9,14,28,17,14,3,76,0,0,0,0,5,0,0,0,0,8,0,0,0,9,3,3,0,0,0,16,0,0,0,0,9,12,5,0,0,28,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,7,12,5,9,8,3,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,0,0,15,0,0,0,6,0,6,0,0,0,13,0,4,4,33,24,36,19,19,13,146,57,137,117,302,222,250,154,54,26,1318,1265,2992,2103,4556,2833,2563,1761,687,258,19018
20302,0,4,0,35,28,13,0,3,0,80,11,85,192,424,231,146,83,14,9,1199,0,0,3,65,35,82,69,65,70,391,4,29,27,114,156,252,268,197,45,1092,0,22,37,50,53,38,25,0,0,222,3,32,62,158,95,73,47,27,10,506,0,0,0,26,82,103,118,100,20,459,3,19,67,168,42,34,29,10,8,377,4,7,11,34,8,4,4,0,0,69,12,168,119,150,36,17,5,3,0,515,0,3,9,65,102,180,152,104,20,631,0,6,12,36,39,18,21,14,0,137,11,53,50,170,68,53,50,7,3,464,3,16,70,231,101,65,16,3,3,504,0,3,5,40,42,39,59,23,14,218,0,4,7,64,22,9,5,3,0,126,36,174,318,829,371,462,473,426,224,3313,541,1056,1431,2936,1792,1651,1431,1075,632,12540,11641,22065,25740,49109,24312,22243,17524,10355,5191,188180
20303,0,4,0,11,9,9,3,3,0,41,0,9,10,47,21,13,6,0,0,113,0,0,0,13,3,4,12,11,11,55,0,9,7,46,59,101,124,62,28,432,0,3,6,18,8,3,3,0,0,47,3,16,10,106,57,32,21,9,3,258,0,0,0,0,0,8,10,3,3,27,0,4,0,17,4,10,4,3,0,40,0,0,0,4,0,0,0,0,0,4,0,6,10,21,14,3,3,0,0,47,0,0,0,3,3,13,8,4,0,29,0,0,0,0,4,3,3,3,0,17,8,36,15,86,45,38,42,9,6,286,3,6,7,17,3,5,0,0,0,29,0,3,0,22,20,18,20,13,0,85,0,6,0,20,7,3,0,0,0,34,19,43,26,193,80,94,111,68,31,656,206,404,332,973,600,762,767,428,177,4654,4340,9498,6723,15963,9326,10308,9245,4456,1869,71729
20401,0,0,3,8,7,0,3,0,0,24,5,21,23,83,32,30,6,0,0,201,0,0,0,4,3,6,9,5,5,42,0,0,7,19,26,46,73,29,15,211,0,3,6,5,9,5,0,0,0,28,0,3,3,26,13,18,15,11,0,91,0,0,0,0,5,3,4,5,3,24,0,0,0,5,9,0,3,0,0,29,0,0,10,36,0,0,0,0,0,56,3,7,16,30,12,3,0,0,0,68,0,0,0,0,5,3,10,0,0,22,0,0,0,5,10,0,0,0,0,14,8,8,8,34,14,20,13,10,0,114,0,0,3,8,3,0,0,0,0,16,0,0,0,6,0,3,10,0,4,30,0,0,0,3,8,4,0,0,0,20,0,19,18,75,50,81,97,76,25,456,184,399,468,1055,781,940,814,435,204,5297,2816,6348,5779,10932,7372,8373,7314,3521,1384,53840
20402,0,0,0,5,4,5,0,0,0,23,0,10,9,55,15,27,16,3,0,136,0,0,0,0,0,0,0,3,5,19,0,0,0,10,10,42,37,23,9,135,0,0,0,3,3,4,3,0,0,13,0,3,3,21,15,13,8,4,0,75,0,0,0,0,0,0,10,3,0,18,0,9,6,17,7,5,4,0,0,41,0,0,3,3,0,3,0,0,0,11,3,7,0,21,5,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,9,0,3,11,17,11,15,26,5,0,83,0,0,0,6,0,0,0,0,0,7,0,0,0,0,3,4,7,3,0,21,0,0,0,6,3,3,0,0,0,8,4,9,11,64,36,47,71,47,17,310,161,304,335,706,549,676,601,349,236,3911,2386,5555,4762,9256,6300,6968,5953,3290,1631,46100
20403,0,0,0,15,13,9,3,0,0,41,9,33,38,140,38,35,18,4,0,311,0,0,0,6,3,7,12,4,15,52,0,0,4,23,32,62,68,34,13,244,0,0,3,14,7,0,0,0,0,24,0,9,26,49,25,17,10,3,0,128,0,0,0,0,5,14,16,10,13,68,0,11,6,44,9,9,4,4,0,82,0,0,5,41,0,0,0,0,0,51,7,6,4,31,15,5,0,3,0,69,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,4,7,14,3,44,24,33,30,4,0,161,0,3,0,17,3,0,3,0,0,24,0,3,3,9,15,18,15,3,3,64,0,5,3,11,5,5,0,0,0,30,18,64,70,212,133,132,164,136,50,974,244,473,564,1271,813,866,680,395,177,5490,4257,9032,8242,16210,9695,9941,7542,3754,1576,70249
20501,0,0,0,12,6,6,3,0,0,23,0,9,12,51,26,24,7,0,0,125,0,0,0,8,0,18,11,8,5,49,0,0,3,14,25,51,86,42,10,229,0,0,4,5,3,0,0,3,0,16,0,12,8,32,23,24,14,8,0,131,0,0,0,0,5,4,6,12,0,28,0,3,0,36,15,6,15,3,0,73,0,0,7,45,0,0,0,0,0,52,4,7,3,21,3,3,0,0,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,9,0,9,8,15,14,19,31,0,0,103,0,0,5,18,3,0,0,0,0,22,0,0,4,0,8,9,17,3,3,52,0,0,3,11,3,6,4,0,0,22,3,17,18,109,64,66,69,56,16,425,165,344,343,764,584,612,558,343,120,3839,2943,6366,5552,10728,6509,6744,5739,2933,1111,48626
20502,0,0,0,12,4,5,6,0,0,30,4,13,8,59,33,31,9,3,3,171,0,0,0,8,0,5,15,0,7,34,0,3,0,12,11,48,87,54,14,230,0,7,0,3,0,0,0,0,0,14,0,6,12,18,23,22,16,3,0,103,0,0,0,0,0,5,8,0,0,14,0,0,0,16,0,9,3,3,0,34,0,0,8,25,0,0,0,0,0,33,0,0,3,9,5,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,19,10,15,30,7,0,85,0,4,7,32,8,3,4,0,0,63,0,3,0,9,9,13,11,4,0,50,0,0,7,4,4,3,0,0,0,14,0,13,9,67,50,60,89,66,24,375,168,327,378,765,628,744,841,457,240,4555,2230,4923,4121,8108,5789,7234,7532,3811,1395,45146
20503,0,6,0,12,5,3,0,0,0,22,3,11,13,54,38,20,9,7,0,151,0,0,0,7,4,10,11,0,3,37,0,3,0,29,40,89,118,64,24,372,0,0,0,3,3,0,0,0,0,6,0,4,7,30,31,27,28,9,4,131,0,0,0,0,5,4,10,13,4,33,0,5,0,19,11,12,17,4,0,71,0,0,0,6,0,0,0,0,0,5,7,6,10,29,11,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,4,9,6,34,24,27,29,8,0,139,0,3,4,32,14,0,0,0,0,58,0,0,0,0,9,10,16,19,0,57,0,0,0,7,3,3,6,0,0,25,4,17,23,93,78,90,119,65,28,517,185,442,349,966,818,956,977,556,257,5510,3256,7236,5474,11785,8215,9763,9358,4624,1954,61668
20504,0,0,3,8,8,5,0,0,0,23,3,23,39,139,81,76,48,5,3,418,0,0,0,7,13,22,15,16,23,101,0,3,11,24,46,116,202,100,41,545,0,0,6,12,0,3,0,0,0,26,0,13,20,51,35,17,15,5,0,154,0,0,0,4,3,8,15,14,3,46,0,12,9,49,13,12,8,0,3,108,0,0,0,10,3,0,0,0,0,12,5,16,9,47,5,0,0,0,0,86,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,4,0,7,0,5,14,31,23,25,8,8,0,106,0,6,3,39,11,7,0,0,0,64,0,0,0,4,6,14,13,9,7,50,0,3,0,12,9,0,0,0,0,32,5,84,86,222,130,118,153,107,55,954,273,573,779,1514,949,985,823,555,286,6735,4357,8880,9166,17353,9688,10072,7593,4220,1759,73099
20505,0,0,0,4,3,3,0,0,0,14,10,25,11,89,28,28,17,7,0,209,0,0,0,7,3,11,10,7,11,51,0,9,7,15,19,34,46,20,3,163,0,4,4,7,7,5,0,0,0,33,0,12,13,30,20,8,5,4,0,96,0,0,0,0,0,7,3,3,0,17,0,0,7,30,4,9,4,0,0,58,0,0,9,36,0,0,0,0,0,48,3,10,5,12,13,4,0,0,0,48,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,12,3,17,7,25,19,15,21,5,3,104,0,3,8,59,35,17,3,0,0,128,0,0,3,0,14,3,13,3,0,31,0,0,0,8,3,6,3,0,0,20,0,9,15,66,44,54,74,29,15,313,143,327,339,826,527,664,548,300,118,3785,2443,5182,4644,9784,5720,6470,5065,2536,1029,42871
20601,0,0,0,28,16,0,0,0,0,42,3,19,34,190,51,50,24,12,0,382,0,0,7,71,13,25,13,7,16,154,0,5,23,139,62,31,25,11,4,305,3,10,31,111,21,10,5,0,0,189,0,3,32,145,20,18,10,6,0,226,0,0,0,16,17,12,17,15,7,68,3,3,12,125,26,31,15,10,3,241,7,0,10,99,7,11,0,0,0,134,4,16,42,133,30,5,0,0,0,229,0,0,0,20,10,19,8,9,9,85,0,3,3,120,190,111,84,32,8,554,14,31,62,343,70,32,31,4,6,586,3,22,59,236,77,104,41,18,3,563,0,0,0,29,8,3,8,3,0,53,0,0,5,31,0,3,0,0,0,42,35,90,245,1363,305,211,213,116,61,2646,225,351,649,2297,658,481,344,308,149,5457,4663,7265,11167,35398,10233,7390,4798,3654,1680,86257
20602,0,0,0,21,3,0,0,0,0,28,0,0,16,82,24,17,6,4,0,147,0,0,0,38,4,10,3,3,7,78,0,6,6,88,42,29,23,13,3,215,5,14,9,70,14,4,5,0,0,117,0,4,9,101,19,13,8,0,0,153,0,0,0,7,15,8,11,11,9,63,0,3,12,77,23,20,12,3,0,144,0,3,0,43,3,0,0,0,0,47,10,8,13,72,20,4,3,0,0,131,0,3,3,29,22,41,26,37,16,181,0,0,0,23,14,3,7,7,0,54,8,37,27,163,41,31,12,4,3,319,0,7,39,153,98,84,45,17,6,443,0,0,0,18,4,0,4,0,0,33,0,0,4,12,3,3,0,0,0,29,0,25,93,628,179,127,118,83,49,1298,151,236,331,1392,455,345,230,211,111,3468,2984,5455,5674,19372,7320,4799,2966,2403,1089,52065
