SA3_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
40105,6493,3639,1916,31,48,12122,1172,725,471,7,9,2371,146,102,52,0,4,310,7808,4464,2436,38,63,14808
40106,6318,1687,1014,32,25,9081,774,348,263,6,3,1388,109,62,53,3,6,229,7198,2098,1322,46,36,10697
40107,7768,2293,2655,12,20,12746,810,369,534,3,11,1724,134,53,77,0,3,265,8711,2713,3262,15,32,14738
40201,9395,808,67,46,27,10338,1529,482,53,27,14,2104,213,53,8,6,6,284,11132,1350,126,74,45,12728
40202,21122,3346,254,51,50,24827,3969,1925,287,40,26,6241,625,268,36,4,7,942,25711,5538,578,97,85,32011
40203,15237,3827,1128,44,76,20318,2950,1034,441,21,13,4465,400,167,67,3,11,651,18592,5036,1639,67,97,25442
40204,33940,4016,1397,115,44,39517,5930,1575,622,58,16,8192,917,168,73,4,16,1177,40787,5756,2092,176,76,48886
40205,27659,1974,566,19,48,30261,3267,731,187,4,10,4194,499,94,19,0,9,619,31422,2790,776,23,59,35079
40301,6477,3163,2007,22,43,11717,720,756,634,16,7,2129,122,94,88,0,14,319,7316,4017,2732,37,66,14168
40302,21280,6362,1649,12,98,29401,3140,1854,696,6,16,5701,464,244,85,0,4,800,24882,8453,2436,20,113,35901
40303,16634,1908,1696,33,68,20342,1645,354,553,6,7,2566,293,108,61,0,11,465,18569,2364,2309,43,84,23365
40304,49196,3229,912,185,103,53627,6272,1661,453,113,21,8526,1011,227,55,13,12,1314,56486,5118,1413,312,135,63464
40401,21899,8766,2688,65,120,33545,4932,2546,914,17,24,8434,593,339,139,4,5,1081,27428,11647,3744,94,152,43059
40402,12413,3616,1260,74,53,17409,2750,1566,618,15,18,4971,329,177,62,0,11,586,15494,5358,1945,89,78,22965
40403,12776,4070,2780,44,75,19746,2482,1081,721,7,10,4294,303,158,102,4,12,585,15569,5311,3602,52,91,24623
40501,10309,329,70,83,46,10828,1896,224,64,27,13,2225,190,19,13,0,5,228,12401,566,142,105,64,13283
40502,6407,130,42,84,57,6721,1690,108,52,19,15,1878,185,9,6,14,9,220,8280,243,97,123,75,8818
40503,7182,387,42,50,61,7726,2389,450,78,30,27,2964,218,41,7,10,8,280,9787,877,133,88,89,10978
40504,7100,143,73,110,35,7462,2322,197,83,57,12,2669,216,14,7,10,4,255,9632,363,162,168,53,10376
40601,13013,2526,388,176,78,16191,2962,1540,355,94,25,4979,391,187,46,18,17,657,16373,4259,787,293,116,21824
40602,5326,482,173,58,107,6148,1899,310,163,49,35,2456,238,51,23,27,8,349,7467,847,358,141,151,8954
40701,15320,597,182,126,71,16300,3082,324,148,79,16,3646,408,38,13,18,10,490,18815,962,342,214,97,20431
40702,16908,1015,610,101,71,18698,4185,671,406,33,23,5321,481,60,47,3,13,604,21575,1747,1070,129,107,24625
40703,18281,820,273,242,124,19739,5278,732,284,117,43,6450,670,100,42,18,27,850,24229,1652,599,375,194,27048
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101,13872,833,50,346,75,15175,1780,394,45,162,14,2391,302,59,10,37,12,415,15953,1290,96,542,101,17981
50102,27032,2031,530,205,95,29889,4267,922,389,137,12,5736,680,114,54,19,28,902,31987,3063,975,363,137,36528
50103,6402,130,68,63,41,6699,1534,94,51,13,14,1704,197,14,6,9,3,231,8135,236,130,86,52,8633
50201,25718,2987,881,217,58,29866,3679,1225,343,150,16,5414,648,186,53,29,5,919,30043,4402,1269,400,83,36196
50301,15293,2899,3049,9,34,21286,760,361,642,0,0,1760,252,74,103,0,12,441,16296,3332,3797,13,51,23490
50302,14550,6302,14747,82,103,35790,1286,588,2150,12,21,4062,374,149,453,16,20,1005,16211,7037,17352,116,141,40859
50401,19178,4788,1868,8,64,25911,2746,1181,481,3,8,4419,498,159,68,3,9,735,22418,6129,2415,19,82,31065
50402,11922,412,16,19,14,12387,1354,276,12,9,7,1656,238,36,3,3,7,293,13520,725,30,36,28,14335
50403,32606,3929,343,171,70,37129,3292,967,117,73,11,4459,718,135,22,24,13,908,36612,5035,477,268,98,42496
50501,44521,3594,931,100,49,49197,2718,796,250,60,3,3834,692,121,50,7,8,889,47934,4509,1233,175,65,53914
50502,36025,22808,3287,43,136,62292,4942,4128,1109,9,21,10208,830,776,174,3,19,1798,41791,27716,4568,52,170,74300
50503,49523,4727,93,87,54,54490,4347,1249,31,62,4,5691,986,198,5,12,5,1204,54856,6178,128,158,72,61388
50601,20935,2334,156,55,39,23508,2471,717,60,31,12,3289,497,145,7,4,7,658,23905,3195,222,83,53,27453
50602,13881,5234,3133,25,66,22342,2188,1059,479,13,3,3741,407,237,165,3,15,832,16477,6530,3778,33,88,26910
50603,22214,4419,875,17,55,27582,2276,958,323,3,7,3568,491,210,61,0,8,778,24987,5586,1254,22,78,31930
50604,29911,2909,366,128,51,33367,3668,890,97,46,5,4709,741,136,10,11,22,926,34319,3934,470,192,77,38996
50605,16783,693,32,72,38,17617,1734,284,20,25,6,2070,355,35,3,3,3,392,18871,1006,46,107,47,20084
50606,7506,62,8,18,22,7614,629,21,3,5,3,657,135,0,4,0,0,141,8272,87,11,19,22,8417
50607,7356,5204,1889,4,42,14491,617,583,290,0,13,1509,153,121,64,0,8,345,8121,5905,2243,9,65,16341
50701,25725,3471,1387,90,56,30727,2856,1037,295,46,6,4229,555,132,48,6,62,796,29138,4642,1725,141,116,35759
50702,7755,2799,1343,89,59,12041,978,522,318,29,9,1856,185,79,59,4,38,370,8912,3403,1716,126,107,14267
50703,10109,477,294,54,28,10967,1292,182,134,7,3,1616,253,29,12,4,6,304,11648,691,442,72,39,12892
50704,25498,5928,907,9,75,32427,2089,1178,322,0,10,3594,428,197,48,0,18,693,28020,7302,1282,9,100,36710
50705,34091,1865,603,114,39,36717,3616,809,304,73,10,4812,770,119,47,7,6,949,38479,2799,950,194,58,42481
50901,15835,655,48,163,109,16816,3476,524,47,95,21,4155,465,78,7,10,6,567,19767,1252,104,270,133,21536
50902,15181,172,101,203,143,15803,3567,178,72,71,34,3924,524,15,17,23,28,613,19276,374,198,302,205,20350
50903,5319,108,36,58,44,5568,1442,105,38,67,18,1669,187,16,7,8,4,220,6944,226,84,135,69,7458
51001,5446,557,346,579,105,7024,1813,276,126,232,55,2510,292,58,32,101,16,503,7548,888,510,914,174,10031
51002,3873,293,412,71,30,4680,671,94,96,23,17,898,164,17,24,26,15,239,4706,401,532,124,57,5815
51003,5960,630,212,136,29,6966,624,200,45,38,5,912,150,28,5,10,11,206,6733,854,257,184,51,8084
51101,3926,208,61,46,55,4295,746,159,13,13,18,954,132,33,0,7,11,184,4808,401,78,75,77,5436
51102,1997,94,46,208,24,2369,467,82,13,110,5,682,113,37,0,35,9,191,2575,212,63,346,44,3242
51103,8292,1210,132,154,54,9840,1570,390,94,75,19,2137,274,65,12,23,30,406,10132,1664,238,253,103,12381
51104,13273,936,209,296,81,14800,2743,548,161,162,32,3645,418,56,34,38,26,566,16426,1542,402,498,141,19010
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,4121,47,305,7,13,4488,1147,39,197,4,3,1384,128,3,17,0,3,148,5389,87,519,14,16,6028
60102,15745,529,233,43,31,16580,2741,325,131,9,6,3211,370,41,14,11,3,442,18866,891,380,58,37,20229
60103,13344,673,1250,72,21,15356,3741,548,910,27,10,5229,424,70,94,3,3,593,17513,1284,2252,99,32,21178
60104,9835,460,188,25,12,10522,1156,132,71,9,3,1366,196,13,7,9,0,229,11185,609,266,42,17,12116
60105,12202,1771,3058,71,72,17180,1244,307,741,15,7,2314,239,60,107,5,22,428,13678,2142,3913,95,96,19923
60106,4758,51,7,31,15,4849,1093,28,0,21,5,1148,141,8,0,3,3,154,5990,83,7,53,23,6149
60201,21056,1832,1718,86,79,24771,3982,857,909,21,23,5783,576,123,113,4,15,825,25618,2812,2735,106,113,31383
60202,6474,96,41,73,18,6707,1578,55,26,20,9,1688,210,7,0,6,4,228,8257,161,70,99,32,8620
60203,10229,148,147,69,68,10662,3133,172,141,42,32,3518,349,18,21,6,15,403,13702,335,308,123,113,14580
60301,2902,4,8,24,25,2961,1149,0,0,19,7,1175,113,0,0,0,3,121,4168,6,11,38,32,4258
60302,5694,55,37,74,15,5888,1235,30,46,32,4,1343,157,11,7,10,3,184,7089,95,89,117,24,7412
60303,1879,22,13,25,20,1962,630,16,9,19,5,688,84,3,4,0,0,92,2596,40,30,46,32,2746
60401,13093,700,138,79,40,14050,3572,669,107,52,8,4411,405,89,12,4,12,521,17067,1460,258,135,55,18982
60402,12222,643,151,87,29,13133,2941,571,140,50,8,3706,372,65,13,12,3,467,15539,1280,303,146,44,17309
60403,4775,58,63,24,37,4958,1403,33,51,16,8,1510,176,5,12,0,6,203,6352,96,129,43,51,6665
69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70101,2038,1309,4430,101,59,7931,176,240,520,24,12,973,70,51,148,18,22,309,2280,1605,5100,140,89,9213
70102,10067,1361,2621,217,56,14325,1015,423,523,46,14,2026,342,69,137,53,6,617,11429,1855,3285,311,76,16963
70103,4605,54,96,271,56,5083,692,5,30,76,13,824,164,3,3,33,7,205,5466,58,134,383,75,6109
70104,7201,876,1089,10,13,9180,639,204,371,4,3,1217,230,43,79,0,4,359,8065,1127,1546,12,18,10762
70201,4773,1750,454,436,52,7466,1582,460,188,161,14,2404,252,82,39,56,22,449,6606,2292,683,644,92,10322
70202,620,31,111,51,4,825,386,8,46,26,4,471,58,3,10,11,0,76,1064,46,166,89,5,1368
70203,1770,150,58,101,38,2115,1025,108,32,58,12,1235,149,12,6,46,7,217,2947,274,103,202,51,3569
70204,1400,179,86,18,9,1698,538,80,23,15,0,654,119,19,16,4,0,163,2059,283,127,32,15,2510
70205,2184,168,126,199,99,2775,842,106,92,95,39,1174,158,32,16,66,19,291,3187,310,232,361,153,4241
79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101,22772,4967,3317,18,28,31096,1921,701,330,0,8,2961,443,141,73,0,3,666,25139,5805,3719,22,31,34722
80103,217,15,45,47,9,326,62,0,33,56,3,154,6,0,3,13,0,20,289,14,75,113,15,503
80104,14516,5781,1829,5,28,22160,521,387,157,0,3,1070,254,128,43,0,0,431,15288,6297,2034,5,40,23668
80105,7736,2743,6395,5,74,16954,749,344,750,0,8,1853,160,122,202,11,8,505,8652,3216,7344,18,89,19319
80106,4416,1162,4138,3,20,9746,398,157,332,3,4,897,95,33,66,0,0,199,4914,1358,4539,4,27,10835
80107,23044,3486,583,4,24,27144,1601,647,116,0,3,2372,417,127,97,0,4,647,25068,4256,797,7,34,30166
80108,6354,918,172,20,11,7470,484,256,37,0,0,787,110,44,3,0,0,163,6956,1226,209,16,13,8419
80109,7585,2282,1713,3,16,11595,611,343,317,0,5,1275,159,58,64,0,0,285,8358,2687,2090,3,18,13158
80110,676,401,556,0,0,1637,9,16,26,0,0,51,8,6,12,0,0,27,698,419,586,0,0,1710
80111,144,0,0,3,0,142,17,0,0,0,0,19,3,0,0,0,0,3,158,0,0,3,0,166
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,172,64,81,3,3,315,27,18,19,0,3,68,4,3,10,0,0,18,197,85,108,3,10,399
90102,103,0,0,0,0,102,25,0,0,0,0,25,8,0,0,0,0,7,131,0,0,0,0,131
90103,53,0,0,0,0,55,22,0,0,3,0,27,9,0,0,3,0,11,80,0,4,7,3,86
90104,580,0,3,6,4,597,118,0,3,3,0,119,23,0,0,0,0,23,726,0,4,5,4,743
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
