SA3_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
30603,144,136,286,1199,1023,2222,309,295,604,36,44,74,1544,1360,2903,793,781,1573,246,235,486,25,17,40,1060,1040,2102,13,15,29,22,52,72,40,48,87,47,104,150,3,3,8,123,228,351,35,74,111,16,59,80,14,18,36,54,130,185,0,0,0,127,281,415,23,32,58,34,76,111,0,0,0,61,109,169,1883,1738,3623,4951,4896,9843
30604,51,53,108,373,268,638,59,85,144,8,4,14,435,359,793,234,224,459,23,15,45,4,13,25,264,255,522,4,3,9,8,13,20,3,12,16,18,38,56,0,0,0,40,62,106,11,20,34,11,35,47,3,8,10,20,40,60,0,0,0,45,110,153,10,8,18,14,44,53,3,0,0,24,52,78,789,865,1659,1659,1757,3414
30605,188,172,355,1294,1127,2419,327,346,676,109,126,235,1735,1598,3331,929,898,1823,228,283,511,56,43,100,1210,1223,2437,15,31,41,17,48,60,31,64,95,52,129,186,3,3,6,120,277,390,55,115,171,23,86,108,10,34,46,64,219,281,0,0,3,159,453,606,27,43,70,42,118,162,0,4,3,69,158,234,2067,2065,4133,5544,5944,11488
30701,249,249,506,1464,1289,2758,545,519,1068,114,83,194,2127,1895,4015,934,924,1864,165,157,319,157,125,282,1260,1201,2465,23,30,49,10,27,43,82,68,145,96,212,305,0,3,3,212,341,550,48,103,150,28,62,93,8,62,73,76,231,308,0,4,4,159,455,617,18,29,55,46,106,146,0,3,6,63,136,201,2906,2622,5529,6987,6898,13885
30702,251,261,513,1465,1433,2893,355,381,736,154,150,302,1969,1963,3930,1063,975,2040,198,172,366,196,178,375,1457,1328,2781,30,35,66,11,48,61,78,81,154,82,169,250,5,0,3,207,332,535,75,109,184,31,70,96,34,56,86,73,190,262,0,3,3,204,433,641,30,37,70,53,132,187,3,8,7,86,177,265,1969,1876,3845,6143,6365,12512
30703,190,151,344,1274,1111,2381,335,372,708,189,158,345,1790,1642,3436,871,778,1651,333,290,618,234,209,448,1434,1278,2716,25,46,72,19,66,79,60,77,136,58,160,224,8,4,9,165,351,518,69,106,173,21,73,95,15,27,45,78,188,269,0,9,9,195,402,595,21,30,51,43,106,147,3,0,4,66,136,202,1490,1491,2985,5329,5464,10798
30801,222,201,427,1142,1052,2195,307,329,631,85,86,173,1535,1470,3002,553,527,1076,301,225,527,59,46,104,917,796,1707,20,16,38,5,18,26,52,54,102,64,160,219,0,4,4,139,248,387,26,44,74,14,39,55,19,31,51,80,196,277,0,0,0,139,316,461,16,29,46,47,95,140,0,0,3,64,127,189,2103,1609,3714,5119,4773,9891
30803,526,567,1096,3373,2999,6368,1373,1266,2638,511,562,1075,5252,4830,10082,1791,1651,3442,1645,1478,3120,713,839,1552,4149,3971,8114,84,94,172,55,107,168,252,257,510,253,504,761,4,5,9,655,965,1622,484,781,1266,222,418,638,156,305,458,401,820,1225,3,14,15,1267,2335,3598,102,107,208,169,404,571,8,0,11,279,514,790,5836,4665,10496,17956,17843,35801
30804,83,88,170,526,452,977,115,136,251,88,83,173,726,669,1401,366,352,720,4,10,18,39,38,81,413,402,809,3,5,11,10,7,11,28,27,57,34,73,107,4,0,4,81,107,190,5,29,42,3,9,17,10,30,40,41,82,122,0,0,0,58,159,220,3,5,4,15,27,48,0,3,7,24,35,55,723,626,1355,2111,2095,4198
30805,397,364,766,2342,2266,4617,531,509,1041,214,196,407,3086,2975,6061,1763,1696,3459,250,248,496,148,142,291,2159,2088,4248,36,38,75,19,67,79,135,155,285,107,352,459,3,4,8,304,611,913,92,169,261,54,138,193,62,115,174,191,459,652,0,5,6,405,886,1289,40,44,87,98,246,345,4,8,11,139,301,441,2614,2329,4946,9108,9557,18661
30901,337,355,696,1169,1115,2283,318,398,718,473,435,905,1960,1941,3901,745,714,1458,302,278,574,459,427,885,1498,1419,2923,65,88,155,90,160,250,111,81,190,205,258,459,4,5,5,468,592,1062,508,674,1179,260,336,599,77,101,176,223,433,653,3,6,14,1069,1546,2624,72,98,171,148,236,384,0,4,3,227,334,559,2461,2628,5087,8030,8817,16847
30902,304,328,634,1444,1293,2739,282,277,558,271,247,515,1997,1820,3819,1186,982,2169,142,131,278,298,293,587,1625,1407,3037,56,53,112,59,94,152,132,72,202,175,210,380,0,0,3,421,430,856,331,527,862,155,248,408,33,113,149,145,326,472,3,3,9,676,1213,1889,49,59,111,91,180,268,3,0,7,143,248,384,1993,2142,4136,7153,7594,14752
30903,391,334,729,1386,1280,2660,350,328,680,319,335,656,2054,1942,3996,932,888,1813,194,219,411,402,360,759,1524,1464,2986,91,143,238,74,189,268,115,90,210,157,282,434,12,3,17,454,713,1164,726,874,1597,284,333,618,79,104,181,167,314,480,3,11,17,1259,1634,2894,80,83,161,103,220,324,3,3,6,180,310,487,2616,2946,5564,8474,9343,17822
30904,93,96,191,621,584,1211,26,23,54,120,119,235,771,726,1496,441,462,904,29,35,65,135,113,254,608,612,1219,19,24,37,17,28,42,47,28,79,37,71,112,3,0,3,123,150,277,89,113,198,30,57,82,4,17,21,73,109,181,0,3,3,189,294,487,16,9,25,19,59,79,0,0,0,37,74,107,876,919,1800,2699,2883,5582
30905,294,252,547,1123,1105,2231,174,155,328,529,560,1090,1831,1817,3647,615,567,1180,204,175,381,562,581,1146,1383,1322,2712,40,44,86,19,44,58,79,47,124,79,158,236,0,0,3,221,294,513,274,357,633,46,121,165,40,55,91,128,237,370,5,0,7,491,776,1269,31,34,67,45,119,170,0,0,0,78,161,238,957,931,1883,5250,5554,10806
30906,574,466,1042,2206,2057,4262,465,444,906,495,511,1004,3160,3009,6169,1448,1388,2836,346,323,662,526,543,1073,2318,2251,4573,95,106,202,60,158,215,146,119,267,150,297,450,3,4,7,455,690,1147,477,610,1092,142,254,403,69,123,194,158,420,577,3,8,10,854,1418,2271,58,91,146,99,240,343,9,8,9,164,335,498,2146,2296,4435,9682,10459,20138
30907,1115,1078,2195,4503,4288,8789,637,667,1298,1330,1331,2667,6471,6282,12755,2912,2744,5661,459,514,970,1150,1166,2314,4523,4417,8944,165,244,406,97,251,345,286,225,511,272,605,878,10,13,17,824,1329,2158,762,1072,1838,228,467,694,108,177,284,308,731,1038,8,9,15,1409,2455,3870,114,175,290,143,441,592,7,8,13,269,625,898,4262,4316,8577,18880,20516,39394
30908,342,345,681,1380,1245,2629,217,219,436,367,357,722,1958,1824,3789,989,968,1953,202,205,410,456,442,894,1640,1617,3262,74,80,156,51,115,165,102,78,182,116,212,327,0,0,3,343,496,834,906,1073,1983,315,352,669,74,125,197,176,316,493,12,9,19,1485,1867,3360,67,85,153,85,172,258,0,0,0,153,260,407,1635,2013,3645,7563,8418,15978
30909,333,311,640,1226,1125,2355,314,309,622,291,296,584,1824,1729,3557,975,933,1914,248,194,440,408,462,866,1632,1589,3219,140,152,289,154,241,395,124,90,213,155,300,456,5,13,14,583,787,1367,1424,1735,3153,565,540,1108,91,118,207,221,302,523,8,5,19,2304,2707,5013,103,175,277,110,198,312,3,3,10,215,380,598,2593,2367,4961,9485,9868,19355
30910,176,163,334,479,437,915,183,178,361,293,293,584,954,902,1854,427,384,814,106,103,204,370,361,731,908,850,1753,88,98,186,134,201,330,71,61,130,148,182,336,0,3,5,433,546,981,538,623,1167,314,321,634,57,68,129,139,215,358,9,10,15,1059,1239,2294,166,202,368,197,278,469,6,0,6,364,477,839,2710,2623,5331,6603,6803,13409
31001,480,424,907,2302,2197,4496,507,529,1034,249,287,533,3053,3015,6067,1925,1778,3706,280,293,574,327,312,640,2536,2389,4917,179,212,394,190,309,495,89,122,211,193,326,525,8,10,16,652,986,1644,874,959,1832,274,360,636,76,110,184,262,391,658,3,14,13,1491,1834,3327,115,154,274,161,241,395,10,9,21,289,406,695,5478,3446,8925,13984,12497,26483
31002,306,292,596,2259,2032,4291,369,400,766,227,221,448,2854,2653,5510,1463,1389,2849,194,130,323,451,460,905,2098,1973,4071,61,77,137,23,86,110,121,100,224,110,263,371,0,4,9,315,533,848,186,404,592,65,160,229,45,77,115,106,321,427,3,3,6,400,965,1370,54,59,112,74,197,265,0,8,7,129,260,385,3317,2804,6122,9431,9472,18902
31003,722,650,1375,3710,3462,7168,796,780,1569,551,602,1156,5049,4841,9895,1940,1891,3831,913,770,1684,775,742,1513,3627,3400,7029,133,234,369,91,269,360,200,233,429,257,519,779,5,6,13,681,1264,1943,635,841,1474,228,447,678,108,176,281,394,690,1086,3,6,7,1371,2157,3529,123,184,312,181,387,570,3,7,10,314,578,888,3673,3738,7407,15442,16635,32070
31004,743,667,1412,3491,3249,6742,638,646,1287,646,629,1277,4776,4533,9308,2056,2034,4087,636,569,1202,464,478,943,3149,3079,6232,181,200,382,118,273,391,136,180,311,224,499,716,5,11,12,663,1155,1816,580,752,1333,254,395,645,95,170,264,354,578,926,6,4,15,1283,1896,3184,122,166,282,158,355,513,5,4,17,282,523,810,2916,2937,5848,13818,14793,28603
31101,65,66,136,473,461,941,136,136,271,48,51,99,657,649,1314,324,339,660,21,25,51,61,94,151,407,462,863,7,24,38,9,31,36,24,22,44,22,68,94,0,0,0,63,145,212,32,85,114,12,42,57,10,6,18,20,53,70,0,0,0,73,186,263,6,14,26,16,33,46,0,0,0,21,53,75,732,589,1322,2024,2155,4181
31102,278,271,547,1536,1477,3014,139,161,301,222,194,412,1890,1835,3728,910,837,1748,216,219,436,185,178,364,1308,1238,2544,54,100,159,27,141,164,88,76,169,102,175,276,8,5,11,277,499,776,149,241,395,60,133,193,32,50,88,82,165,249,0,0,0,329,599,927,50,101,153,61,157,217,0,3,3,118,262,378,1407,1551,2956,5607,6261,11862
31103,557,553,1109,3243,2978,6221,517,520,1039,396,435,837,4164,3932,8091,2143,2056,4194,421,405,826,357,386,747,2925,2847,5768,145,193,343,92,228,318,168,145,312,163,356,518,3,13,14,577,927,1505,467,679,1150,125,269,392,55,102,158,149,287,429,3,7,9,802,1337,2143,79,132,214,118,333,451,7,8,10,200,471,673,2972,3032,5998,12200,13098,25300
31104,332,308,642,1776,1706,3480,401,387,789,351,366,715,2526,2457,4982,1093,1068,2159,398,445,842,403,353,753,1896,1857,3752,62,78,144,17,71,85,109,103,214,90,221,313,6,0,5,288,471,762,202,345,545,54,96,149,37,59,94,101,269,375,0,0,0,395,772,1160,27,57,81,61,163,227,0,0,0,91,219,309,1576,1457,3028,7099,7541,14641
31105,428,397,827,1856,1688,3540,426,375,807,498,500,995,2781,2566,5338,1096,1010,2109,419,397,819,489,517,1011,2002,1935,3931,124,144,265,77,155,229,157,103,262,156,249,404,3,9,15,513,659,1167,408,557,964,145,234,384,65,86,149,165,325,484,3,3,4,788,1206,1989,63,86,143,95,211,305,0,8,6,160,301,460,2008,2158,4161,8667,9215,17885
31106,528,508,1031,2615,2535,5156,474,473,947,509,508,1021,3599,3520,7123,1953,1958,3914,302,233,534,526,481,1003,2774,2673,5452,171,229,400,205,325,530,126,125,253,227,339,568,16,5,17,747,1022,1768,607,655,1263,282,301,576,69,98,168,250,381,629,4,5,11,1209,1439,2648,151,202,349,134,295,431,5,5,12,293,503,796,2763,2823,5582,11912,12490,24404
31201,229,205,431,1512,1445,2959,90,91,181,22,26,46,1622,1565,3189,841,760,1601,31,31,64,23,39,64,895,829,1725,17,20,39,10,21,33,45,42,83,49,181,237,3,0,3,132,268,393,27,47,72,16,58,81,11,37,47,104,171,276,0,0,0,152,317,475,13,14,29,39,98,137,3,0,3,54,112,168,2793,1888,4684,5883,5188,11071
31202,686,621,1307,3735,3415,7153,1237,1264,2500,395,361,754,5361,5045,10405,2450,2378,4821,1103,1083,2182,380,379,757,3927,3836,7758,72,80,145,55,107,164,228,211,445,208,517,725,11,5,17,574,921,1500,314,567,878,110,348,454,126,248,373,371,793,1164,3,5,12,927,1956,2886,53,75,130,163,390,552,4,12,14,223,472,693,5711,4222,9934,17405,17068,34478
31203,118,112,234,539,500,1044,198,205,402,98,72,164,835,781,1612,378,374,756,112,92,211,35,60,93,532,530,1057,9,20,26,19,18,38,48,34,75,48,129,177,0,0,3,117,205,327,18,38,53,8,30,41,6,25,28,33,100,140,0,4,4,71,198,264,7,14,20,29,88,114,0,0,4,40,105,142,1683,1403,3084,3396,3324,6723
31301,129,131,262,896,808,1701,66,67,127,149,141,293,1106,1014,2124,587,560,1147,118,112,224,72,89,155,778,755,1531,28,27,55,18,71,85,34,44,84,40,128,167,0,3,3,115,270,389,77,143,214,33,76,103,16,28,41,41,117,158,0,3,3,161,361,526,21,22,44,52,101,156,0,3,10,77,131,204,1168,1361,2529,3532,4030,7561
31302,486,442,927,2539,2368,4904,364,402,766,445,418,862,3346,3192,6537,1600,1606,3203,341,346,686,279,245,524,2214,2195,4416,92,184,275,64,213,282,129,138,270,113,337,447,4,9,17,407,882,1283,264,469,734,113,263,374,48,71,118,136,286,425,3,0,5,567,1094,1656,101,168,270,133,297,430,8,3,14,235,471,711,2582,2834,5410,9834,11114,20940
31303,61,51,111,454,409,859,27,16,40,39,46,85,522,467,989,281,306,589,35,45,83,48,42,93,368,395,757,6,11,16,8,19,22,13,13,29,19,44,58,0,0,3,41,86,132,29,58,84,4,28,32,5,7,13,17,59,70,0,0,0,53,147,206,12,5,16,9,43,54,0,0,3,21,52,67,1586,610,2191,2648,1811,4463
31304,411,349,758,2587,2342,4924,372,359,732,376,377,756,3334,3073,6411,1812,1743,3556,350,362,710,410,369,776,2566,2477,5038,81,117,196,45,125,170,133,106,239,145,278,421,5,5,14,403,637,1040,356,525,885,64,186,245,50,73,127,155,319,473,0,4,6,633,1112,1745,72,77,150,107,243,351,3,3,7,178,322,503,1938,2108,4044,9466,10078,19543
31305,273,258,529,1464,1322,2792,488,482,967,346,356,696,2295,2159,4454,1083,946,2027,382,328,709,301,359,662,1762,1632,3397,66,89,154,45,122,163,108,70,178,111,258,367,3,3,3,332,546,874,289,410,700,86,195,286,36,71,107,143,321,467,0,5,3,565,1000,1568,43,84,129,104,196,303,4,5,9,154,285,440,2038,2346,4382,7410,8230,15640
31401,665,613,1271,3058,2836,5893,928,899,1822,719,718,1436,4704,4454,9157,1781,1593,3375,901,855,1754,892,897,1794,3574,3348,6920,120,121,246,46,113,155,213,118,325,184,358,548,4,3,8,566,713,1277,982,1258,2239,187,315,501,118,165,283,427,686,1111,3,13,18,1717,2432,4148,66,78,139,130,289,425,4,3,4,199,371,568,1735,1667,3394,13158,13586,26743
31402,653,556,1209,2934,2739,5680,435,438,874,575,581,1149,3945,3752,7700,1628,1681,3310,291,277,573,449,462,914,2372,2427,4797,111,122,231,56,181,237,137,147,283,178,377,554,3,9,9,486,828,1313,409,621,1034,164,318,484,69,143,207,275,472,751,0,0,4,921,1555,2476,79,109,191,114,280,389,3,5,7,190,396,585,1977,2051,4026,10548,11560,22107
31403,264,253,514,1378,1203,2578,248,273,527,177,178,357,1800,1660,3454,872,794,1665,172,139,310,170,189,355,1211,1118,2329,65,77,135,50,97,142,82,63,150,109,188,301,4,0,4,308,423,736,222,324,547,82,142,227,34,56,87,133,255,387,0,3,5,470,771,1245,47,63,112,67,149,214,0,0,0,111,211,327,1094,1070,2168,5263,5505,10766
31501,260,236,490,1574,1565,3143,138,120,259,81,79,158,1790,1771,3557,715,751,1471,148,108,262,67,64,137,934,928,1863,9,29,38,20,43,61,28,29,59,53,112,167,4,9,13,111,228,336,11,37,49,11,51,67,6,19,26,54,114,171,0,0,0,84,222,312,34,37,68,27,56,80,0,0,0,63,87,153,2860,1699,4559,6103,5175,11270
31502,217,215,428,1124,1043,2163,262,299,556,43,43,88,1429,1374,2809,470,480,945,249,235,481,38,47,85,758,754,1512,19,18,33,22,14,30,42,45,89,77,165,246,3,0,3,157,239,400,20,50,69,17,47,65,8,36,44,127,226,354,0,0,0,176,354,531,14,15,30,39,83,125,3,3,6,54,102,155,1916,1632,3551,4709,4675,9391
31503,88,77,174,575,544,1121,192,158,346,20,15,34,783,716,1505,322,356,675,15,14,31,30,27,59,367,397,764,15,17,35,5,6,16,23,35,59,23,70,90,3,0,3,76,135,209,27,38,60,18,29,41,13,23,38,40,115,157,0,0,0,98,199,295,5,17,22,21,47,73,0,0,3,30,63,97,817,823,1643,2260,2421,4679
31601,365,337,695,1714,1697,3414,311,319,626,493,444,935,2514,2461,4977,1211,1318,2528,227,270,496,510,487,993,1949,2072,4021,74,79,145,55,129,184,101,99,207,100,260,361,5,0,3,336,561,902,702,1075,1778,279,424,700,89,114,206,209,471,679,9,8,18,1286,2089,3372,45,61,111,87,163,250,3,0,4,136,233,364,1468,1485,2948,8050,9234,17284
31602,505,405,911,2494,2285,4771,474,427,902,520,527,1043,3482,3232,6714,1765,1559,3319,397,410,807,543,551,1090,2703,2518,5219,69,95,167,42,117,160,137,108,249,168,315,484,7,7,11,427,650,1075,451,663,1111,165,369,540,72,107,186,258,494,754,7,6,15,956,1643,2596,50,93,140,112,255,371,3,5,8,170,356,519,2298,2479,4777,10536,11276,21810
31603,288,223,512,1329,1187,2521,228,257,489,342,323,668,1905,1769,3676,837,820,1659,236,209,438,327,312,643,1398,1337,2737,58,75,134,56,136,194,102,88,188,163,279,439,0,0,0,380,578,961,328,575,905,255,351,603,57,107,165,201,385,584,7,0,6,840,1418,2263,61,66,127,88,187,278,0,0,5,152,262,414,2183,2356,4539,7142,7957,15100
31605,240,215,454,1133,991,2124,257,301,553,380,357,736,1770,1644,3418,642,664,1306,283,277,561,433,360,793,1353,1305,2657,16,28,46,28,51,74,64,37,104,76,157,225,3,4,3,186,274,460,164,202,370,68,175,240,32,44,78,101,252,353,0,0,0,372,676,1046,14,54,72,60,141,204,3,0,4,84,198,278,1483,1625,3108,5490,5931,11420
31606,232,245,479,1537,1421,2961,95,128,216,492,454,944,2122,2005,4126,1101,1034,2134,159,170,336,404,430,836,1672,1634,3299,38,52,91,29,61,98,87,71,155,89,195,291,3,0,3,252,382,632,218,317,531,101,204,305,34,65,108,111,354,466,0,7,7,469,944,1418,45,65,109,63,168,232,0,10,12,107,238,350,1677,1632,3310,6529,7085,13613
31607,277,245,518,1408,1323,2736,232,225,456,303,318,623,1944,1866,3816,792,795,1587,223,213,438,323,325,645,1334,1336,2669,35,57,95,42,71,113,73,49,122,92,202,293,0,5,5,240,393,632,182,296,475,77,228,309,39,68,106,135,301,438,3,0,4,435,899,1338,27,53,85,68,127,198,3,3,9,105,188,287,1386,1351,2737,5724,6271,11998
31608,112,119,234,758,646,1406,53,64,121,195,202,393,1013,914,1923,493,434,925,97,102,203,188,196,390,785,732,1510,19,13,31,10,24,38,44,43,83,37,99,135,0,0,0,110,178,287,63,109,175,36,68,102,10,26,31,49,125,176,0,0,0,157,326,476,21,32,52,20,71,90,3,0,3,42,104,149,781,729,1506,2996,3102,6097
31701,887,857,1745,4285,4109,8390,1367,1411,2778,1057,1190,2246,6711,6707,13421,2728,2571,5303,1330,1314,2644,1273,1418,2691,5329,5307,10628,161,258,423,123,316,438,307,305,610,382,686,1070,9,15,18,986,1574,2554,1097,1533,2635,670,723,1390,247,421,665,733,1264,1994,14,4,21,2756,3949,6711,156,193,350,292,541,832,3,11,15,451,750,1206,5380,5742,11123,22506,24881,47392
31801,173,194,366,1200,1112,2309,467,439,905,152,153,307,1822,1702,3527,764,718,1482,562,486,1046,258,242,502,1585,1443,3032,25,20,46,4,36,43,72,51,126,34,148,183,3,0,7,144,251,399,54,107,160,27,52,77,22,41,66,66,139,205,0,3,3,167,340,509,20,20,39,28,92,126,0,3,8,55,118,169,1982,1939,3927,5939,5990,11923
31802,1166,1027,2193,5048,4850,9894,2317,2363,4679,895,922,1822,8255,8138,16396,3301,3109,6409,1856,1895,3750,1157,976,2135,6321,5983,12297,275,254,530,164,439,599,333,325,657,427,892,1325,20,13,29,1219,1921,3134,2060,3279,5341,777,1203,1982,223,382,611,894,1635,2529,11,24,36,3970,6526,10492,187,243,436,299,612,910,10,14,30,498,870,1372,8494,6947,15444,29927,31413,61335
31901,448,396,840,2764,2553,5310,528,537,1063,429,377,805,3717,3465,7181,1846,1686,3531,593,601,1188,397,349,749,2833,2635,5469,67,105,169,60,163,216,116,148,269,138,354,489,7,14,19,382,784,1164,245,354,599,131,299,426,64,127,190,195,508,704,0,3,4,641,1286,1927,69,86,156,140,242,382,6,3,16,222,330,554,3422,3412,6835,11667,12310,23969
31902,208,215,420,1680,1536,3218,275,270,541,221,194,411,2164,2001,4166,1266,1189,2450,140,139,281,106,92,193,1511,1420,2930,25,44,72,21,43,69,79,96,180,77,236,314,3,7,12,213,428,643,26,69,91,38,70,106,14,26,37,77,227,300,0,0,3,147,391,536,32,19,52,65,108,175,3,6,11,100,138,233,2557,2280,4834,6898,6873,13769
31903,264,221,481,1625,1475,3102,209,181,393,228,226,451,2057,1882,3942,1190,1101,2295,188,176,364,213,239,454,1594,1513,3105,34,46,80,35,67,104,61,82,141,68,230,296,3,0,3,200,426,625,80,151,230,47,147,196,20,40,59,55,234,282,0,4,4,205,568,770,54,55,110,64,153,218,10,0,10,132,213,342,2252,2299,4548,6699,7120,13816
31904,321,261,577,1495,1458,2960,371,400,774,366,304,668,2237,2164,4404,1078,1042,2123,290,298,587,340,310,651,1712,1647,3356,38,52,95,42,100,142,74,95,170,101,236,336,9,3,16,267,494,756,67,191,264,76,196,265,29,59,88,126,360,486,0,0,0,298,813,1106,64,86,147,69,148,223,0,4,3,131,244,374,2271,2392,4665,7240,7999,15238
31905,194,190,380,1330,1196,2528,160,156,315,205,177,389,1691,1532,3221,947,913,1863,212,207,416,184,167,351,1341,1285,2625,36,41,76,27,73,99,63,83,143,54,165,223,0,3,10,187,361,545,42,108,150,38,120,156,20,38,54,61,202,260,0,0,0,166,458,620,26,53,85,69,109,183,0,0,5,106,164,272,2661,1997,4655,6341,5989,12331
39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,12,21,14,18,33
39999,19,15,31,91,93,182,8,10,21,34,29,66,129,133,264,54,47,97,6,0,4,12,12,21,70,59,128,12,10,22,11,17,24,8,19,33,17,25,41,3,7,9,53,80,136,53,75,127,40,63,100,12,10,19,26,22,52,3,5,9,126,171,301,20,29,51,18,39,57,0,3,5,41,71,112,1598,1045,2650,2039,1581,3621
40101,62,45,104,158,163,317,30,42,75,56,50,109,248,251,499,98,96,195,31,29,58,90,74,162,210,199,409,90,83,174,64,97,162,19,24,42,54,85,138,3,0,3,227,290,518,1959,2248,4207,686,554,1239,62,71,134,161,209,366,13,10,17,2882,3080,5964,69,72,135,36,70,109,0,0,3,105,142,250,1514,1032,2552,5249,5045,10290
40102,465,456,925,2453,2235,4687,366,393,762,879,916,1793,3694,3548,7241,1179,1132,2308,388,350,735,946,924,1871,2517,2405,4918,83,115,195,43,125,162,221,135,351,174,346,513,0,3,4,510,713,1227,627,855,1482,185,278,458,90,110,194,285,529,809,4,8,17,1180,1780,2966,44,61,104,82,192,267,7,0,4,129,254,386,1980,2022,4007,10489,11181,21667
40103,295,299,595,1335,1258,2586,268,270,539,427,457,879,2025,1978,4006,643,635,1281,252,298,551,666,768,1436,1567,1697,3261,58,41,93,54,108,159,44,32,75,103,150,251,3,3,7,259,327,587,1015,1040,2050,326,333,660,81,90,171,230,318,550,7,6,18,1661,1789,3449,28,50,80,72,105,179,0,3,3,101,155,256,928,1031,1963,6839,7283,14127
40104,334,286,617,1365,1236,2601,679,643,1318,154,126,282,2197,2008,4199,863,697,1566,499,473,970,173,170,339,1539,1337,2872,97,82,182,72,140,217,87,60,142,152,228,373,4,5,4,414,516,927,856,962,1815,294,388,681,83,94,177,212,326,541,4,3,11,1460,1765,3226,37,63,102,90,133,222,0,0,0,130,196,327,1029,1048,2083,7089,7161,14248
40105,206,209,422,845,833,1678,236,215,450,209,175,383,1289,1221,2517,362,312,675,203,275,477,465,237,703,1027,825,1850,60,38,100,84,108,189,40,38,84,101,158,255,3,4,9,289,346,634,774,909,1686,402,423,823,68,70,134,228,314,545,9,0,10,1475,1720,3196,41,44,85,56,111,169,0,0,0,98,161,258,911,985,1891,5303,5461,10761
40106,204,176,380,639,561,1205,333,306,635,212,250,465,1188,1120,2300,199,167,357,280,277,555,293,322,611,765,755,1524,48,42,85,50,64,108,41,29,72,82,124,205,0,0,3,219,255,471,668,650,1319,220,204,428,66,76,141,177,215,392,4,3,9,1134,1149,2284,34,31,69,58,68,126,0,0,0,94,107,194,724,719,1444,4329,4277,8612
