SA3_CODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
21202,44,134,1763,17692,13871,2321,428,781,37037,8,205,1176,1067,323,34,4,89,2905,0,5,135,637,258,71,8,24,1133,8,209,1310,1708,575,106,12,113,4043,16,73,271,85,7,0,0,18,485,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,77,273,89,8,0,0,18,490,4,60,68,37,8,5,0,16,205,3,3,10,24,11,0,0,13,61,77,485,3423,19550,14480,2434,445,947,41836
21203,80,165,1560,20134,19735,2415,329,1006,45421,0,47,1243,1430,676,54,7,107,3571,0,16,152,366,132,17,0,13,703,4,65,1394,1796,809,77,9,122,4270,0,29,271,83,5,3,0,21,419,0,26,11,0,0,0,0,5,38,0,0,3,3,0,0,0,0,11,0,0,0,3,0,0,0,0,4,0,54,283,93,8,3,0,30,470,5,12,14,16,9,0,0,4,55,0,4,12,23,13,0,0,18,72,88,299,3263,22055,20580,2495,332,1177,50285
21204,116,369,3634,24322,11180,2308,485,1235,43648,30,745,4420,1906,177,21,9,305,7618,14,19,866,1503,349,29,3,94,2882,41,762,5284,3412,534,43,20,403,10497,26,779,2889,699,79,9,14,211,4691,13,130,401,32,0,0,0,19,588,0,121,193,12,0,0,0,13,341,0,3,5,0,4,0,0,0,17,33,1028,3491,749,81,8,14,237,5635,53,157,42,102,40,5,3,35,445,0,27,42,37,10,4,5,30,154,243,2350,12492,28620,11848,2366,521,1938,60375
21205,42,215,3065,19713,14970,3543,725,797,43073,4,207,1938,1843,448,75,20,155,4697,7,43,501,2278,935,121,48,75,4013,15,252,2443,4125,1385,198,65,226,8712,28,357,2141,2268,474,43,14,108,5418,14,228,538,82,7,4,0,32,914,23,584,456,4,8,0,4,14,1095,0,0,3,3,0,0,0,0,8,61,1164,3137,2357,489,47,23,156,7431,0,0,15,11,3,0,0,3,41,3,23,45,55,38,11,3,34,206,126,1658,8706,26254,16878,3800,816,1218,59458
21301,131,290,2588,28181,12924,2016,347,1445,47925,16,185,1584,2420,401,31,0,168,4803,3,36,547,1623,491,83,7,86,2888,22,219,2127,4047,894,117,13,255,7691,25,564,1153,553,35,5,0,106,2441,0,48,91,3,0,0,0,8,149,3,29,59,12,0,0,0,3,108,0,11,13,7,0,0,0,0,34,29,655,1313,580,38,5,3,116,2728,0,3,12,32,21,3,3,29,109,0,6,31,47,10,0,3,20,112,178,1178,6066,32885,13889,2141,368,1859,58564
21302,19,132,2445,12299,4089,640,97,401,20110,14,258,1994,1635,369,33,4,113,4423,7,65,779,2182,716,78,7,54,3881,18,323,2774,3818,1085,107,16,164,8305,6,396,976,250,8,5,3,72,1721,0,86,92,8,0,0,0,6,200,7,82,162,29,0,0,0,15,301,0,0,0,0,0,0,0,0,0,17,565,1236,288,11,5,3,97,2224,8,28,48,32,8,4,0,6,122,5,10,18,42,12,0,3,4,103,70,1059,6512,16476,5204,761,119,674,30862
21303,25,161,3697,8037,2693,516,92,360,15576,15,476,1249,608,81,8,3,97,2543,13,78,1266,2590,704,108,28,94,4878,24,556,2517,3203,785,125,27,191,7422,30,986,1844,209,22,3,8,96,3203,28,399,955,144,3,0,0,39,1567,88,862,1228,106,4,0,23,63,2380,0,5,21,7,0,0,0,3,36,143,2253,4054,461,32,3,33,199,7182,3,31,62,55,15,0,4,4,174,7,19,49,28,3,6,3,25,131,208,3023,10375,11771,3523,643,155,779,30481
21304,53,164,1520,18839,17874,2148,375,934,41900,7,194,1292,1554,628,37,11,137,3858,8,14,159,1014,217,41,6,42,1498,17,206,1449,2563,847,77,18,177,5356,0,82,62,98,12,0,0,11,267,0,3,34,8,0,0,0,0,47,0,0,80,5,0,0,0,3,93,0,4,0,0,0,0,0,0,4,0,90,180,112,11,0,0,17,411,20,98,14,20,0,0,0,7,156,0,8,13,38,29,6,0,14,106,86,561,3181,21573,18762,2230,391,1144,47926
21305,86,175,1874,25776,25398,2523,307,1180,57312,14,160,1917,3087,1708,96,13,154,7155,4,10,340,1333,539,86,16,55,2374,21,169,2250,4420,2252,174,32,214,9532,0,62,692,545,44,14,0,42,1402,0,6,32,0,0,0,0,3,42,0,11,55,13,3,0,0,5,81,0,0,0,0,0,0,0,0,4,0,79,779,556,44,14,4,52,1527,16,56,34,12,7,0,0,4,130,0,4,16,28,18,3,0,18,87,124,487,4944,30793,27716,2716,340,1468,68588
21401,55,231,2696,21891,11488,1800,314,817,39300,29,703,3544,1918,247,17,12,278,6744,7,44,568,983,143,15,0,31,1799,33,750,4119,2905,386,32,12,308,8550,55,276,586,126,8,0,4,68,1121,0,13,107,19,0,0,0,3,136,5,18,35,3,0,0,0,7,71,0,3,3,0,0,0,0,0,9,59,309,732,147,8,3,4,76,1343,38,180,141,40,17,0,0,29,436,6,11,21,19,8,0,0,6,67,190,1483,7707,25002,11903,1837,332,1235,49687
21402,55,387,5248,24119,14441,2806,522,1101,48672,3,237,2246,1617,127,10,3,163,4403,0,19,301,834,175,16,0,26,1374,3,257,2548,2448,298,28,4,192,5776,6,236,1440,771,40,3,3,122,2622,0,20,33,9,0,0,0,0,52,0,0,3,12,0,3,0,0,23,0,0,0,0,0,0,0,0,8,6,257,1476,789,43,5,5,121,2706,23,172,196,34,9,0,0,41,472,4,14,43,55,23,4,0,12,167,92,1087,9502,27446,14812,2842,537,1467,57791
21501,50,312,2940,11587,4980,671,174,533,21241,5,201,359,149,26,3,3,43,788,0,0,5,12,4,0,0,0,21,5,203,362,164,27,3,4,43,807,9,188,480,86,7,0,3,37,812,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,187,488,86,7,0,3,34,820,20,55,27,45,17,5,4,15,181,4,4,29,70,27,10,6,21,165,82,759,3833,11957,5063,686,188,643,23215
21502,32,194,1790,9481,4090,498,90,450,16631,7,123,882,542,20,0,0,82,1650,0,0,22,33,3,0,0,0,61,7,124,904,576,26,0,0,81,1709,12,253,700,90,3,0,3,81,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,252,700,90,3,0,3,81,1146,24,98,57,26,4,0,0,15,224,0,6,20,36,23,0,3,14,106,74,677,3465,10210,4145,499,98,643,19817
21503,23,197,1537,6897,3171,376,101,363,12662,7,55,187,43,3,0,0,21,312,0,3,5,0,0,0,0,0,8,7,60,189,43,3,0,0,21,322,3,168,298,49,0,0,0,47,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,173,298,49,0,0,3,49,579,24,67,28,41,6,0,0,15,189,0,6,16,51,28,0,0,14,122,63,498,2073,7078,3202,383,106,461,13869
21601,29,131,1424,6727,3328,478,61,315,12486,7,149,443,114,14,0,0,47,768,0,0,0,9,0,0,0,0,17,7,150,440,121,12,0,3,49,786,0,83,294,35,0,0,3,22,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,84,302,35,0,0,3,22,446,19,49,20,17,6,0,0,17,124,0,0,6,21,18,0,0,6,52,54,414,2197,6922,3365,478,67,410,13899
21602,19,109,1108,5404,2522,349,60,286,9853,0,24,198,54,5,0,0,22,310,0,0,10,14,0,0,0,0,25,0,24,209,64,9,3,0,22,329,3,116,293,39,3,0,0,38,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,115,299,39,4,0,0,38,496,13,34,25,16,8,3,0,5,105,8,16,32,31,13,0,0,10,108,40,302,1672,5548,2554,357,63,357,10899
21603,29,192,2173,10810,5376,637,97,521,19842,10,338,1266,280,51,6,0,118,2066,0,6,42,28,9,3,0,7,97,10,349,1307,306,63,5,3,116,2156,0,51,63,10,0,0,0,20,144,0,10,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,74,10,0,0,0,23,166,32,138,68,22,5,0,0,28,303,0,10,9,19,13,3,0,9,53,74,742,3632,11163,5464,649,103,701,22527
21701,27,196,1692,7286,2958,448,112,320,13029,4,97,181,36,9,0,0,22,354,0,0,23,4,0,0,0,0,24,4,97,203,42,9,3,0,21,380,3,99,205,31,5,3,0,21,360,0,0,0,6,0,0,0,0,6,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,98,213,32,5,3,0,21,371,13,24,19,20,7,3,3,5,100,0,10,36,39,15,0,7,8,116,46,418,2157,7421,2997,463,118,378,13991
21703,23,203,1638,7146,3105,421,101,330,12961,4,153,339,91,4,0,0,41,625,0,4,14,18,4,0,0,0,39,4,160,351,107,4,4,0,41,667,0,44,82,33,4,0,0,17,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,82,33,9,0,0,17,188,9,31,15,20,10,0,0,9,103,0,10,21,41,17,3,4,17,111,31,450,2104,7354,3147,423,109,409,14030
21704,18,150,1865,8455,4313,683,161,345,15995,6,162,869,171,22,5,0,59,1294,0,16,134,150,19,4,0,3,334,6,176,1006,330,41,7,4,59,1627,3,90,355,52,3,0,3,64,588,0,51,10,6,3,0,0,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,146,366,65,11,0,3,76,666,6,25,51,33,7,0,4,0,129,0,3,28,34,12,4,0,9,104,42,505,3312,8914,4383,697,172,495,18519
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,17,110,539,8615,9194,2088,363,323,21259,8,165,561,283,28,3,0,43,1086,12,70,723,790,39,0,0,34,1670,20,233,1279,1070,61,7,0,78,2749,5,104,198,105,10,0,0,16,443,12,3,6,14,5,0,0,3,45,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,111,206,114,15,0,0,21,489,19,110,124,36,15,3,4,18,318,0,5,7,11,7,0,0,5,41,67,570,2165,9852,9292,2095,365,440,24854
30102,26,273,1943,7934,11694,2660,407,470,25419,14,183,645,419,64,7,0,60,1391,0,36,259,562,59,5,3,14,938,14,223,903,981,124,12,4,75,2329,45,285,733,307,20,3,0,51,1442,0,0,100,97,0,0,0,3,207,3,32,143,37,0,0,0,5,225,0,0,0,0,0,0,0,0,0,49,316,983,443,24,3,0,60,1877,13,22,23,6,7,3,0,4,87,0,13,41,63,25,0,3,46,186,103,839,3890,9436,11868,2677,414,655,29895
30103,16,148,1390,8437,7520,1574,233,312,19642,3,76,511,320,10,0,0,239,1155,0,80,416,1828,55,0,4,44,2422,4,150,925,2147,63,6,4,282,3581,21,301,284,71,8,3,0,35,721,0,22,237,38,0,0,0,11,322,0,5,23,6,0,0,0,0,30,0,0,3,0,0,0,0,0,3,19,331,545,114,11,3,0,50,1074,19,26,43,18,3,0,0,8,122,0,7,6,26,12,5,0,8,66,61,667,2913,10750,7607,1584,242,655,24484
30201,4,57,418,4078,5604,1300,219,147,11834,0,41,202,158,4,0,0,13,413,3,34,347,960,154,3,0,31,1527,3,73,545,1121,155,3,0,39,1942,0,29,166,51,4,0,0,3,254,0,15,231,32,3,0,0,8,292,0,6,62,9,0,0,0,3,81,0,0,0,0,0,0,0,0,3,3,55,455,93,5,0,0,17,629,0,0,0,7,3,0,0,0,10,0,3,4,12,11,3,0,4,42,14,186,1428,5311,5778,1306,221,203,14451
30202,14,103,1628,10053,5251,1521,272,385,19217,9,241,389,210,7,0,0,63,922,8,187,565,1082,20,0,0,89,1964,19,430,958,1299,31,0,4,153,2887,33,464,893,213,7,0,0,66,1681,7,185,1312,148,9,0,0,36,1696,9,237,737,135,0,3,0,38,1160,0,0,0,0,0,0,0,0,0,50,881,2940,493,19,3,0,138,4533,39,98,19,3,0,0,0,12,178,9,9,15,16,9,4,3,33,107,124,1528,5567,11863,5307,1531,280,718,26918
30203,4,63,878,4426,2859,675,152,170,9227,0,26,152,71,3,0,0,10,267,0,112,362,756,45,3,0,30,1313,0,140,519,823,48,3,0,41,1580,14,366,831,143,3,0,3,40,1402,5,95,1217,112,4,3,0,40,1483,4,332,733,117,7,0,0,20,1206,0,0,0,0,0,0,0,0,3,29,792,2781,370,9,3,0,106,4096,0,0,7,8,0,0,0,0,21,0,3,3,11,6,3,3,21,54,34,1002,4181,5641,2932,685,152,340,14971
30204,14,127,1520,8275,5071,865,177,291,16347,3,140,642,521,11,0,0,43,1374,5,65,498,1061,27,0,0,37,1691,11,207,1143,1585,34,0,0,80,3058,40,422,647,349,9,0,0,54,1523,8,51,239,31,0,0,0,13,341,17,68,61,8,0,0,0,6,160,0,0,0,0,0,0,0,0,0,57,545,952,385,13,3,0,67,2018,8,99,33,11,0,3,0,14,169,0,13,16,44,13,0,0,9,104,92,989,3660,10303,5134,872,181,459,21695
30301,10,56,1087,5302,4960,1655,258,220,13540,9,31,218,222,11,3,0,11,498,3,113,622,1662,142,4,0,44,2591,17,145,839,1880,147,9,0,54,3089,0,78,206,137,4,0,0,14,439,0,17,285,55,4,0,0,8,375,3,41,198,58,3,0,0,4,304,0,0,0,0,0,0,0,0,0,4,134,687,256,7,0,3,20,1123,16,63,24,0,4,0,0,9,121,0,7,11,22,3,4,0,3,52,43,407,2649,7461,5125,1662,261,308,17923
30302,14,128,1823,6124,3862,1490,415,250,14098,0,36,64,35,12,3,3,6,151,7,307,870,1237,98,15,4,55,2591,12,341,934,1273,103,22,7,57,2750,57,1401,1993,507,61,9,12,145,4181,60,495,3419,390,23,4,6,85,4481,7,290,939,410,14,0,0,51,1708,0,0,4,3,0,0,0,0,10,125,2183,6352,1308,96,15,23,288,10380,0,4,24,65,31,8,3,3,139,4,24,41,37,12,4,3,21,145,151,2678,9167,8799,4103,1536,455,624,27513
30303,31,135,746,7461,7007,2207,592,323,18486,3,22,128,219,17,0,0,5,398,0,33,451,1830,83,4,0,41,2451,4,52,577,2054,102,5,0,51,2853,17,259,249,239,11,8,0,40,820,8,92,498,127,0,0,0,6,723,3,88,260,114,3,0,0,13,479,0,0,4,0,0,0,0,0,7,29,440,1005,477,11,8,0,61,2032,33,176,125,33,3,3,0,17,400,3,19,15,20,23,3,3,12,98,95,821,2470,10036,7150,2228,598,459,23864
30304,7,90,983,5100,3029,960,287,215,10673,3,33,109,92,5,0,0,104,347,0,90,322,472,84,5,0,27,1008,0,122,430,561,88,9,0,132,1356,9,257,479,88,9,0,0,36,881,9,71,294,46,12,0,0,11,436,3,10,13,4,0,0,0,3,27,0,0,0,0,0,0,0,0,3,28,333,787,142,22,4,0,45,1353,0,0,0,3,0,0,0,0,6,0,11,12,9,11,3,0,27,72,36,563,2211,5817,3142,978,286,423,13455
30305,20,53,418,4544,8253,1743,305,271,15604,3,6,95,210,16,0,3,10,348,3,12,180,1981,115,3,0,53,2351,6,23,277,2192,135,4,3,68,2698,0,25,93,29,3,0,0,5,154,0,0,8,14,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,24,101,39,5,0,0,5,181,13,32,3,11,5,0,0,4,67,0,5,5,10,8,3,0,8,34,44,131,804,6791,8401,1747,306,352,18582
30306,22,95,289,4543,5209,1652,445,250,12498,0,13,122,155,28,3,0,116,442,4,5,286,1790,84,7,0,57,2226,4,16,409,1941,114,11,0,168,2670,0,18,29,36,0,0,0,5,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,3,0,0,0,0,0,0,4,3,20,30,39,0,3,0,5,106,6,48,19,9,0,0,0,5,84,0,11,20,8,9,3,0,67,125,38,190,769,6539,5326,1664,448,506,15479
30401,3,26,116,3650,4847,1218,186,86,10134,0,14,35,65,11,0,0,3,135,0,3,74,509,53,4,0,7,647,0,17,113,575,68,4,0,9,780,6,29,10,3,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,29,10,5,0,0,0,3,56,0,0,0,0,3,0,0,0,4,0,3,0,7,0,0,0,0,7,18,68,237,4234,4915,1221,185,104,10985
30402,6,82,291,3541,7250,2259,498,178,14108,3,50,111,89,8,0,0,12,278,0,9,25,155,18,4,0,3,215,3,56,145,238,26,5,0,15,491,0,3,19,24,0,0,0,0,44,0,0,7,7,0,0,0,0,20,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,25,35,3,0,0,0,67,0,0,0,4,0,0,0,0,8,0,0,3,4,5,3,7,5,29,11,147,457,3823,7286,2270,507,198,14709
30403,6,68,685,3403,3249,1353,341,128,9231,0,36,40,44,8,0,0,11,142,0,84,357,753,106,19,3,31,1357,0,118,402,799,111,24,3,37,1496,3,259,1128,357,41,4,7,44,1845,16,241,2375,595,45,4,5,53,3341,5,99,1212,576,29,0,3,31,1951,0,3,0,0,0,0,0,0,3,27,609,4716,1528,110,13,20,128,7144,0,4,6,4,0,0,0,0,14,0,5,32,22,24,3,3,46,135,34,805,5841,5756,3492,1393,366,339,18023
30404,11,59,823,6308,5718,1320,234,172,14636,0,31,142,61,5,0,0,19,264,0,13,238,373,20,0,0,26,673,0,47,387,436,25,0,0,42,938,5,222,572,337,43,5,7,22,1206,3,98,331,57,0,0,0,15,508,22,42,47,34,0,0,0,4,140,0,0,0,0,0,0,0,0,3,31,358,945,428,43,5,6,40,1858,0,0,0,0,0,3,0,0,3,0,6,5,10,13,0,0,12,44,39,468,2165,7182,5799,1326,244,269,17485
30501,19,94,591,1868,1242,503,174,136,4629,0,19,47,13,8,0,3,4,102,3,134,305,391,76,16,3,35,968,3,153,354,404,85,13,12,40,1066,121,1322,1022,174,31,9,25,93,2804,127,1001,2281,578,41,6,4,86,4135,271,3769,7342,2546,165,18,6,339,14458,0,7,6,4,3,0,0,0,13,527,6098,10657,3300,233,36,44,520,21407,15,18,23,11,8,3,5,28,110,7,42,60,40,7,0,7,46,202,571,6405,11685,5620,1577,558,238,767,27418
30502,9,61,915,3230,2685,1111,216,161,8386,0,17,68,66,5,0,0,3,156,0,56,568,1462,107,15,0,41,2254,0,77,638,1523,109,15,3,47,2413,32,483,990,220,10,3,6,58,1803,12,214,1356,243,6,3,0,34,1864,0,77,340,168,21,4,0,13,625,0,3,3,0,3,0,0,0,5,47,775,2688,635,40,5,6,102,4300,0,0,0,0,0,0,0,0,6,0,6,15,21,4,5,0,9,54,51,919,4251,5414,2836,1139,221,316,15158
30503,17,129,1584,5675,4572,2014,474,288,14750,0,46,173,41,8,0,0,9,281,7,134,773,1282,83,25,12,44,2363,7,180,947,1323,94,24,12,57,2642,70,1038,2075,471,46,13,13,109,3830,51,747,4174,622,29,3,11,116,5751,114,2078,3374,937,59,3,6,145,6722,0,4,0,0,0,0,0,0,9,241,3871,9626,2020,133,14,31,376,16318,0,6,23,9,12,3,0,0,59,0,28,53,30,14,5,10,95,230,261,4216,12232,9060,4817,2067,531,816,33995
30504,10,119,1474,4748,3793,1650,369,218,12387,4,15,23,18,5,0,0,4,71,8,58,338,484,46,14,3,19,975,11,77,367,503,56,14,3,22,1051,33,561,889,297,42,14,18,54,1903,15,243,1946,397,20,6,3,36,2662,14,365,1378,455,20,3,3,37,2272,0,0,0,0,0,0,0,0,3,56,1174,4215,1150,82,18,26,127,6843,0,8,15,13,6,0,0,7,54,3,18,16,16,12,3,0,23,90,82,1392,6083,6426,3947,1684,397,399,20419
30601,12,107,711,6024,6504,987,193,258,14799,4,52,491,170,26,3,0,25,779,0,57,646,122,12,0,0,19,857,8,108,1137,285,45,3,3,49,1630,4,124,693,157,14,3,0,37,1035,0,45,642,213,12,0,0,24,943,3,42,78,39,0,0,0,7,166,0,3,0,0,0,0,0,0,6,4,214,1418,412,22,3,0,67,2149,50,43,30,14,7,0,0,11,151,4,31,49,37,16,0,0,14,155,88,508,3342,6769,6593,998,197,398,18888
30602,47,227,1593,11489,8236,1362,344,570,23879,22,284,1276,327,23,0,4,103,2036,26,222,1117,195,23,8,11,55,1650,43,501,2395,520,44,12,15,152,3690,126,1099,2486,302,40,9,5,213,4282,30,418,1272,418,4,0,0,76,2230,14,72,473,313,13,0,0,21,896,0,0,3,0,0,0,0,0,8,168,1589,4233,1033,58,6,7,316,7419,62,112,63,39,19,0,6,59,353,5,22,56,34,24,4,6,96,250,325,2455,8348,13117,8388,1388,375,1189,35584
30603,72,326,1669,5554,2377,384,90,278,10747,0,32,140,50,17,3,0,9,252,0,0,37,6,0,0,0,3,48,0,31,176,58,14,3,3,11,295,3,120,484,93,11,3,0,41,750,0,9,10,3,0,0,0,0,24,0,0,9,13,3,0,0,0,21,0,3,0,0,0,0,0,0,3,3,126,508,107,9,3,0,45,804,74,155,112,50,23,4,3,48,464,3,17,16,26,20,5,3,16,101,147,660,2476,5791,2436,395,97,396,12407
30604,26,139,446,1434,785,70,28,70,3000,3,23,126,68,3,0,0,12,229,3,18,162,58,5,0,0,9,242,7,37,282,127,8,0,0,19,475,0,51,244,48,3,0,3,25,382,0,9,49,3,0,0,0,3,70,0,3,21,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,71,313,52,10,0,3,31,480,30,61,25,15,5,0,0,14,144,0,17,19,20,5,7,3,4,75,64,322,1088,1645,819,71,31,133,4175
30605,108,561,2128,6449,3199,569,154,354,13530,0,62,197,36,4,0,0,12,312,0,11,31,3,0,0,0,3,47,0,73,226,35,4,3,0,11,359,3,105,351,85,15,0,0,35,599,0,0,3,0,0,0,0,0,3,0,30,17,7,0,0,0,0,51,0,0,0,0,0,0,0,0,0,5,126,371,96,15,0,0,35,655,71,160,58,23,12,0,5,25,362,5,9,13,20,17,3,3,14,87,197,936,2803,6623,3241,579,167,451,14985
30701,64,363,1672,5875,4421,823,213,353,13789,10,49,141,160,38,7,0,31,425,0,4,35,17,0,0,0,3,58,10,48,175,176,38,7,0,33,481,0,56,299,127,23,0,0,32,539,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,12,0,3,0,0,0,0,0,0,3,0,54,307,131,23,0,3,34,557,31,57,36,33,15,4,8,41,232,3,14,21,70,25,7,3,23,164,111,536,2205,6283,4529,837,232,485,15218
30702,38,252,1478,6564,4278,752,170,335,13871,0,37,169,26,4,0,0,14,247,0,0,16,7,0,0,0,0,27,0,37,187,34,8,0,0,12,276,3,47,204,37,3,0,0,25,306,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,203,34,3,0,0,25,317,21,66,28,18,14,3,3,10,159,0,8,22,44,19,7,3,17,121,63,407,1916,6702,4323,762,176,396,14742
