SA3_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
21402,464,648,419,315,390,221,74,2536,611,826,479,263,357,143,61,2739,590,694,344,221,315,128,69,2356,4754,5203,2932,1726,2340,878,374,18208,28,27,24,12,21,4,8,123,6440,7395,4200,2544,3426,1367,579,25954,27,60,82,57,104,27,10,365,97,185,127,96,154,42,15,717,53,100,82,49,94,26,20,432,769,1230,808,578,735,228,88,4438,37,36,38,24,15,8,3,156,982,1615,1127,805,1099,342,140,6100,7422,9008,5322,3348,4530,1707,721,32058
21501,164,142,86,39,42,10,3,486,59,74,43,22,29,6,3,242,84,100,47,38,39,3,3,311,2031,2171,1288,815,1189,203,39,7727,13,12,6,4,12,0,0,52,2352,2496,1474,924,1303,224,43,8823,8,11,3,4,12,4,0,45,22,37,26,22,29,10,0,144,11,27,15,12,17,4,0,80,394,578,348,276,336,74,17,2013,24,18,21,17,9,0,3,88,456,669,415,324,397,87,19,2372,2808,3168,1889,1251,1703,311,59,11192
21502,237,231,153,81,137,31,9,885,87,81,45,29,66,17,0,324,114,82,46,21,49,11,6,320,1961,1996,1157,713,1024,259,56,7160,26,20,17,6,4,0,0,72,2425,2409,1404,851,1284,317,63,8755,31,53,25,27,37,6,3,176,26,36,27,23,21,3,0,146,32,27,11,20,21,3,0,114,550,664,391,267,364,93,20,2341,21,27,14,14,10,3,0,87,653,805,468,349,448,104,20,2861,3080,3217,1876,1201,1731,420,89,11614
21503,141,126,69,36,76,16,3,469,38,32,23,20,20,3,0,142,77,65,27,10,18,6,0,209,1297,1419,833,587,840,146,28,5149,11,14,7,11,4,0,0,49,1567,1668,958,661,956,174,33,6018,16,24,15,11,15,3,3,86,16,26,3,6,13,0,0,77,0,11,7,8,11,3,0,43,246,332,204,144,197,33,10,1158,24,19,9,5,4,4,0,63,298,419,242,177,239,45,12,1425,1864,2084,1201,840,1197,219,47,7446
21601,59,57,38,22,22,3,0,192,49,44,24,23,22,8,0,172,51,53,27,15,26,7,7,185,1409,1511,880,617,848,201,30,5492,8,12,6,9,3,0,0,32,1573,1664,974,686,921,215,37,6073,3,4,10,3,7,0,0,21,11,24,13,13,10,6,0,78,13,6,7,3,8,0,0,43,297,373,263,160,238,57,3,1397,16,9,4,4,0,0,0,37,337,424,299,183,263,69,3,1571,1909,2089,1272,871,1184,278,40,7644
21602,84,84,45,27,41,6,3,287,42,29,25,7,32,3,0,134,44,36,24,12,23,7,0,145,978,1073,671,434,555,122,25,3864,6,14,3,6,3,0,0,32,1155,1230,766,488,647,138,32,4464,3,10,11,8,15,3,0,61,20,14,10,12,14,4,0,75,10,28,5,0,7,0,0,56,240,330,186,145,166,29,8,1106,6,12,9,3,6,0,0,44,284,391,226,164,222,42,6,1332,1440,1626,997,654,865,182,35,5798
21603,749,674,346,214,334,114,38,2464,120,111,58,35,72,18,3,411,131,120,62,43,52,19,3,430,2056,2205,1230,796,1188,300,57,7836,21,22,12,11,11,0,3,85,3074,3134,1708,1100,1651,456,99,11222,66,64,54,45,54,29,16,330,50,43,37,18,30,6,3,191,26,34,21,7,22,3,0,114,552,699,438,305,441,88,19,2546,24,37,24,21,8,0,0,118,717,886,566,394,557,137,38,3297,3795,4020,2271,1498,2208,592,135,14521
21701,66,74,31,23,35,9,3,239,37,48,30,24,16,3,0,164,62,54,52,34,27,6,0,235,1254,1299,794,554,729,140,21,4795,13,10,7,0,5,0,0,35,1429,1486,916,638,817,158,23,5465,6,10,11,8,5,3,0,33,13,17,18,10,12,3,0,78,0,7,9,8,11,7,0,45,219,291,217,150,218,38,4,1139,11,12,3,3,8,3,0,46,249,342,262,180,252,48,10,1339,1677,1825,1176,820,1068,210,27,6809
21703,81,74,43,24,34,10,0,263,80,52,37,15,29,12,3,231,69,58,29,22,23,6,0,209,1320,1582,893,577,798,187,34,5393,6,14,13,0,3,0,0,33,1558,1781,1018,641,891,211,40,6136,7,9,6,0,11,0,0,29,14,20,22,6,12,3,0,73,10,11,17,7,7,0,0,51,284,325,207,164,213,46,10,1252,11,15,11,8,7,0,0,58,331,379,257,189,243,47,7,1464,1892,2156,1275,828,1135,259,52,7594
21704,109,119,87,53,68,8,0,444,130,126,45,41,46,10,0,398,125,135,61,24,47,15,4,417,1904,2092,1230,796,1057,262,84,7420,15,9,9,4,4,6,0,44,2280,2484,1439,918,1223,296,91,8725,18,15,20,14,9,0,0,71,36,36,23,22,19,13,5,153,12,30,14,11,13,5,0,84,327,479,299,223,331,88,18,1755,19,19,12,9,0,0,0,64,408,576,371,264,379,99,20,2126,2693,3057,1807,1187,1600,396,113,10851
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,475,657,419,275,372,185,85,2465,365,435,255,159,205,78,29,1531,359,365,195,118,172,62,22,1303,2204,2312,1302,894,1165,453,182,8521,15,17,3,12,3,4,0,55,3427,3791,2182,1450,1926,778,321,13880,42,81,55,51,99,35,14,381,70,115,89,31,52,17,9,376,58,100,50,27,52,13,7,306,361,554,372,249,347,110,44,2044,10,34,13,6,4,0,0,66,538,874,583,365,555,180,72,3170,3961,4663,2762,1821,2485,955,397,17042
30102,479,701,581,402,592,224,104,3087,386,437,256,162,219,78,36,1581,348,385,228,135,208,69,28,1390,2176,2562,1470,945,1270,420,150,8992,11,11,10,4,8,0,0,45,3403,4093,2541,1646,2291,794,322,15092,42,78,70,47,85,33,9,368,64,116,74,58,70,17,7,401,54,103,85,41,71,7,8,363,432,615,432,322,349,91,36,2280,24,22,21,8,6,3,0,86,620,932,672,482,574,151,63,3494,4025,5025,3207,2131,2869,948,380,18586
30103,912,890,455,288,397,169,70,3179,488,470,220,123,143,74,18,1530,426,419,197,92,148,65,18,1354,2085,2233,1191,693,897,357,139,7608,20,13,8,10,6,3,0,74,3937,4026,2071,1202,1586,668,253,13742,56,129,67,62,78,34,16,447,84,136,76,48,59,26,6,428,49,76,44,30,47,16,6,273,313,487,319,231,303,90,41,1776,11,29,11,6,8,0,0,64,507,852,523,373,499,165,72,2995,4446,4878,2594,1574,2086,829,329,16738
30201,512,516,313,196,282,175,68,2059,238,242,118,78,79,50,23,820,249,176,98,56,76,32,10,690,1195,1192,693,429,633,298,125,4566,5,7,5,3,3,0,0,28,2196,2125,1226,756,1071,555,228,8169,26,45,49,23,47,33,11,235,34,50,32,22,42,12,11,193,27,26,10,13,22,13,4,120,131,220,146,95,144,62,31,826,7,5,9,0,3,0,0,25,225,347,240,160,257,119,59,1405,2422,2474,1468,912,1328,674,286,9571
30202,814,685,361,238,327,154,77,2657,389,313,172,94,121,47,26,1164,422,335,161,84,104,56,9,1184,2052,1996,1070,641,830,344,175,7101,19,16,12,3,6,0,0,57,3692,3342,1776,1057,1396,600,289,12164,48,77,69,51,91,50,21,410,57,90,57,48,52,24,13,334,42,55,44,32,42,16,12,246,221,357,268,184,251,89,46,1418,21,24,10,9,6,0,0,72,399,606,446,312,442,183,85,2474,4089,3946,2221,1372,1835,784,378,14638
30203,567,439,222,135,172,99,48,1696,230,154,74,41,47,26,9,577,246,173,70,41,50,19,13,616,972,828,426,288,333,167,64,3074,4,7,5,0,0,0,0,16,2014,1605,800,508,608,312,135,5982,31,64,42,17,46,22,11,235,43,58,29,14,27,17,3,187,16,29,40,16,23,7,5,139,136,178,129,94,111,34,34,710,14,13,3,3,0,0,0,35,245,339,244,138,201,83,59,1306,2258,1945,1039,645,812,392,191,7287
30204,986,809,425,248,327,170,64,3024,309,328,137,79,93,32,9,980,337,297,124,83,102,44,15,1010,1561,1448,822,456,625,244,124,5289,24,20,12,3,3,3,0,56,3219,2893,1521,862,1153,493,212,10358,71,99,71,45,69,39,8,404,57,91,54,34,33,17,6,296,34,62,53,24,56,14,0,246,250,370,257,185,218,86,36,1402,23,16,14,9,12,0,0,76,428,637,452,304,392,161,56,2426,3646,3535,1972,1162,1539,659,270,12785
30301,622,541,309,198,298,193,82,2244,340,335,159,90,106,86,33,1154,289,278,112,65,104,54,34,943,1470,1452,834,519,746,402,186,5608,17,13,6,3,0,0,0,42,2734,2621,1427,876,1265,734,338,9986,43,87,58,50,64,48,28,384,38,43,41,28,31,18,8,204,28,48,26,25,31,10,9,181,140,220,162,114,156,70,33,895,12,9,4,3,7,0,0,34,261,405,293,212,292,151,84,1695,2991,3023,1718,1087,1556,881,419,11682
30302,806,557,278,184,242,131,76,2263,380,354,186,111,144,71,30,1275,358,330,141,92,114,56,34,1112,1772,1608,922,559,779,410,190,6251,11,9,0,3,0,4,0,36,3326,2858,1529,947,1278,671,331,10929,79,86,69,54,68,43,29,420,48,60,48,31,43,18,10,255,36,45,29,30,36,17,7,194,107,221,182,125,176,78,69,942,14,19,8,0,6,0,0,52,273,428,341,242,317,149,112,1864,3594,3284,1865,1189,1595,817,442,12792
30303,1575,1420,822,498,716,468,217,5720,289,310,182,113,130,73,33,1139,369,321,170,92,131,54,24,1161,1304,1392,840,540,730,349,152,5307,16,15,8,4,8,0,0,53,3555,3462,2024,1249,1704,947,426,13375,131,198,130,139,163,121,71,951,68,76,44,35,53,15,19,318,28,80,40,28,35,18,9,235,151,243,185,135,177,70,42,994,15,16,10,7,9,4,0,66,397,613,418,336,433,225,140,2565,3952,4069,2442,1586,2140,1175,570,15936
30304,607,509,222,145,205,127,83,1890,262,236,126,46,63,38,14,782,221,183,86,70,70,30,13,677,1111,1050,506,298,403,196,97,3664,7,6,9,8,0,0,0,27,2203,1989,954,553,749,394,209,7052,73,95,61,46,49,57,34,415,22,44,30,17,29,18,10,171,19,35,28,15,16,8,9,128,76,125,94,73,83,40,24,514,13,7,5,3,3,0,0,34,205,303,217,149,183,124,70,1255,2404,2291,1170,705,931,521,279,8301
30305,2358,1855,935,556,805,564,290,7364,317,307,147,77,120,49,11,1014,333,248,107,66,95,34,23,912,904,982,525,310,416,177,62,3378,28,20,3,4,4,5,0,66,3936,3412,1720,1015,1442,824,386,12736,186,248,153,120,160,109,51,1017,53,69,51,25,36,19,3,244,33,50,33,30,31,12,3,184,169,261,181,117,167,41,25,952,19,15,13,0,15,3,0,63,463,638,435,290,393,175,77,2464,4401,4045,2147,1307,1833,997,464,15201
30306,1913,1604,780,458,652,455,280,6149,181,131,85,51,57,35,14,553,225,174,84,57,66,39,13,662,409,504,322,171,267,139,59,1869,17,19,3,3,0,0,0,45,2755,2431,1281,740,1052,662,363,9285,169,221,146,103,172,144,79,1036,30,42,23,17,20,9,3,135,30,50,21,27,29,14,13,183,81,131,81,55,82,33,24,481,8,6,10,4,0,0,0,29,322,444,274,199,307,202,119,1867,3072,2876,1552,943,1354,867,486,11147
30401,498,582,361,260,382,242,146,2465,189,211,121,80,91,41,29,765,213,222,102,68,79,41,26,746,913,941,508,295,399,222,104,3375,4,11,8,7,0,0,0,23,1815,1962,1096,703,954,549,305,7376,35,40,35,31,55,44,29,264,12,40,32,16,21,9,5,132,16,31,24,19,15,10,10,119,76,133,79,63,83,39,18,486,3,3,3,0,6,0,0,21,143,257,169,124,173,103,59,1031,1963,2216,1261,831,1127,652,360,8406
30402,576,840,513,338,580,337,190,3367,328,414,224,130,169,76,34,1374,308,371,170,115,148,96,40,1254,1019,1382,899,556,789,450,205,5294,10,8,5,3,0,0,0,28,2234,3008,1815,1137,1686,961,473,11323,24,70,68,46,68,49,34,359,26,49,33,25,43,22,9,210,13,28,30,22,34,19,15,158,53,172,156,100,143,76,48,751,8,3,4,4,6,0,3,20,118,320,286,203,295,170,109,1506,2354,3334,2103,1345,1980,1128,586,12826
30403,790,792,355,182,266,153,71,2607,218,250,138,92,108,58,25,889,219,257,128,90,121,75,41,931,859,969,636,382,532,324,148,3852,7,4,5,0,0,0,0,11,2094,2265,1264,750,1034,604,286,8298,33,78,52,45,79,54,29,368,17,24,22,17,39,21,18,166,7,31,22,17,18,16,10,130,44,126,88,75,103,83,35,558,4,3,0,0,4,3,3,18,112,262,185,152,243,177,96,1237,2201,2530,1457,904,1274,782,385,9528
30404,403,480,302,188,234,142,55,1803,409,396,170,130,120,73,22,1313,352,331,149,70,113,54,27,1102,1784,1794,973,567,767,344,164,6396,7,0,3,3,0,0,0,15,2948,3009,1594,960,1245,605,276,10638,38,53,48,35,53,27,10,258,34,71,46,42,56,20,11,272,12,49,22,27,27,19,14,174,183,321,238,172,223,90,41,1263,9,4,3,4,3,0,0,31,277,495,355,273,358,163,77,1997,3225,3510,1954,1228,1605,766,349,12637
30501,672,433,309,181,239,127,59,2015,160,97,66,52,51,24,17,466,200,145,108,58,61,41,22,634,467,489,307,192,239,146,82,1915,8,0,4,0,0,0,0,17,1512,1169,789,479,589,341,175,5050,52,68,91,70,104,58,32,479,29,38,30,17,26,11,11,161,20,26,16,17,36,12,13,144,59,91,66,54,71,57,30,437,9,3,0,3,0,0,0,23,172,223,208,161,243,140,83,1237,1683,1391,999,642,841,477,260,6289
30502,463,390,149,85,119,51,43,1306,296,265,114,75,87,55,14,909,265,232,104,66,71,45,22,799,1186,1151,623,396,519,287,118,4285,0,10,3,4,3,0,0,24,2216,2048,997,622,799,434,198,7313,28,38,28,17,33,21,16,172,39,42,26,20,28,18,4,186,25,45,8,13,19,7,0,128,102,170,99,96,121,51,31,672,6,3,3,0,3,0,0,17,202,301,166,147,199,102,53,1179,2416,2350,1158,774,1002,535,254,8495
30503,944,753,328,193,195,130,67,2607,389,349,187,115,177,91,41,1341,414,347,162,111,148,78,33,1293,1934,1974,1266,741,922,578,259,7675,16,9,3,5,9,0,0,44,3692,3431,1942,1160,1444,881,401,12963,52,80,69,65,92,55,21,438,40,69,50,41,47,37,9,293,23,76,32,28,53,24,8,248,143,223,182,132,194,104,46,1034,10,14,4,0,6,3,3,42,275,461,335,266,389,229,99,2053,3969,3895,2285,1423,1841,1106,492,15014
30504,413,383,182,91,156,65,45,1335,381,388,223,123,140,91,34,1379,332,339,173,105,134,66,22,1166,1544,1696,970,601,758,473,208,6244,3,4,3,0,0,0,0,22,2672,2814,1549,917,1195,692,309,10146,16,30,28,28,49,28,15,186,28,53,43,18,42,15,8,204,16,35,28,8,23,17,17,150,72,141,129,91,142,102,49,720,4,6,6,3,3,3,0,28,137,259,225,148,254,168,91,1288,2810,3069,1773,1070,1448,858,400,11431
30601,428,499,301,197,236,45,23,1728,260,299,181,109,133,13,4,1003,376,351,216,123,166,12,12,1254,1469,1644,930,581,749,90,43,5511,11,12,8,4,3,3,0,45,2549,2803,1641,1016,1291,166,81,9541,28,69,74,47,76,18,16,324,55,93,40,41,54,9,3,291,47,103,53,33,53,5,4,300,297,456,287,220,257,33,16,1576,11,20,6,6,9,3,0,56,441,748,465,347,436,67,40,2543,2992,3550,2103,1362,1729,236,122,12092
30602,996,824,506,323,455,105,48,3258,313,367,200,113,157,12,8,1172,523,528,283,159,181,23,13,1715,2667,2641,1491,906,1098,153,63,9015,57,43,27,15,11,0,0,153,4550,4407,2503,1519,1909,299,126,15308,131,183,128,101,138,28,18,725,90,141,89,64,77,14,3,473,107,194,106,70,104,18,9,591,1072,1462,844,511,579,68,28,4561,68,74,26,34,23,0,0,224,1464,2048,1189,771,921,121,49,6571,6014,6452,3694,2286,2825,418,174,21875
30603,140,142,63,46,67,4,3,470,69,67,31,30,30,3,0,224,123,106,64,38,51,6,0,383,1036,1221,737,466,525,19,9,4013,14,16,9,7,0,0,0,38,1378,1551,900,577,678,33,17,5129,9,12,11,3,9,0,0,50,20,20,18,8,12,0,0,74,17,30,11,12,14,0,0,88,376,510,332,217,203,13,4,1649,11,11,7,4,3,0,0,44,428,587,384,247,236,15,9,1905,1808,2137,1281,829,916,45,19,7035
30604,38,45,30,11,19,0,0,139,27,33,18,7,18,0,0,114,46,56,19,13,20,0,0,156,280,301,175,106,118,9,0,977,3,5,0,0,0,0,0,6,393,443,248,137,166,9,0,1392,7,9,9,4,9,0,0,38,4,14,7,3,12,0,0,40,6,11,3,3,4,0,0,26,77,107,79,36,36,3,0,340,7,8,3,3,3,0,0,25,98,148,101,57,64,7,0,469,491,587,347,195,229,13,3,1861
30605,74,102,60,41,58,12,8,357,89,100,60,27,40,0,5,319,133,109,70,45,50,3,3,412,1227,1471,846,555,627,51,15,4787,17,11,13,6,10,4,0,57,1537,1791,1045,680,786,68,22,5932,14,25,13,15,12,3,3,82,35,42,24,18,27,3,0,141,24,27,14,10,30,3,0,105,367,523,323,200,233,10,8,1662,20,27,20,12,6,0,0,80,456,640,400,250,298,20,11,2076,1998,2431,1446,932,1085,83,31,8009
30701,131,112,62,52,42,5,0,407,55,62,32,29,23,0,0,197,107,86,50,16,25,0,0,282,2011,2217,1108,567,646,37,8,6591,11,7,3,14,8,0,0,39,2311,2475,1255,671,746,50,12,7521,6,6,6,12,12,0,0,34,17,15,15,8,14,0,0,72,10,9,8,4,4,0,0,45,402,504,287,183,155,12,6,1552,24,14,9,3,4,0,0,61,463,553,321,208,195,17,11,1759,2773,3031,1579,879,940,61,19,9280
30702,134,138,69,58,71,14,3,480,56,68,46,30,29,3,3,228,79,68,24,24,37,7,3,239,1757,2014,1162,684,813,63,28,6528,4,13,10,3,0,0,0,31,2026,2298,1314,796,946,93,34,7513,8,10,6,4,4,0,0,31,16,17,16,6,9,0,0,69,9,22,17,12,6,0,0,67,420,505,342,196,230,20,3,1712,16,14,8,9,5,3,0,56,473,567,388,225,252,24,6,1937,2505,2867,1703,1022,1194,111,39,9451
30703,67,64,47,37,50,9,0,281,83,63,48,27,70,3,0,299,89,89,40,35,43,3,0,307,1417,1653,984,630,808,66,31,5588,9,4,4,10,3,0,0,31,1668,1882,1126,742,977,79,33,6514,6,8,7,0,13,0,0,30,27,42,15,16,18,0,3,125,18,22,10,14,22,0,0,84,387,490,275,207,201,28,7,1589,22,18,6,7,11,0,0,68,457,577,313,242,268,27,8,1899,2120,2461,1446,983,1247,108,39,8405
30801,148,168,79,61,77,13,0,551,80,63,32,25,22,0,0,221,119,84,34,8,14,0,0,260,1659,1650,807,418,465,8,3,5017,15,13,3,4,3,0,0,41,2026,1981,953,517,583,27,3,6084,13,22,16,8,13,0,0,71,9,16,7,8,3,0,0,44,3,14,9,7,12,0,0,37,224,281,166,96,112,7,0,887,13,12,9,0,3,0,0,34,258,344,205,122,143,9,0,1074,2278,2319,1159,641,731,30,5,7160
30803,437,470,283,194,253,49,20,1711,223,260,144,89,126,31,9,870,285,275,146,91,111,25,3,942,4461,4539,2474,1640,1990,350,104,15557,18,20,17,17,10,0,0,82,5421,5570,3066,2022,2487,457,131,19160,33,23,34,30,35,9,3,160,71,105,58,38,54,8,3,346,41,73,47,37,43,8,3,247,1294,1622,992,630,754,95,35,5412,45,51,25,16,19,0,0,164,1486,1869,1163,747,901,117,40,6326,6910,7443,4229,2777,3385,572,180,25487
30804,60,56,26,22,23,3,0,194,26,27,13,8,12,0,0,86,50,25,14,4,10,0,0,97,731,805,433,228,239,7,0,2448,10,5,8,5,3,0,0,25,868,912,500,261,281,14,4,2848,6,10,7,3,0,0,0,29,6,3,0,3,3,0,0,23,3,13,0,0,0,0,0,21,65,114,63,47,46,0,0,336,0,0,0,3,0,0,0,7,85,139,73,58,51,0,0,414,958,1054,576,322,341,11,4,3265
30805,469,534,284,183,219,33,8,1734,175,232,102,64,82,9,0,660,253,231,115,62,92,3,0,756,2592,2615,1528,950,1094,51,21,8851,11,26,16,11,3,0,0,69,3496,3633,2045,1276,1493,89,35,12071,29,59,28,18,31,4,4,166,51,63,29,20,40,0,0,192,26,53,20,16,14,0,0,133,528,645,357,259,282,20,3,2094,31,21,17,14,3,0,0,82,665,833,451,323,363,20,7,2667,4166,4471,2495,1598,1857,114,42,14743
30901,400,355,214,129,212,87,25,1432,336,278,146,92,116,30,18,1010,361,327,154,81,132,38,13,1105,1428,1325,686,450,549,205,77,4712,17,6,7,4,3,0,0,34,2535,2288,1209,758,1007,357,131,8296,44,90,65,60,74,28,23,387,54,99,51,43,52,22,9,328,40,82,54,35,43,19,10,280,183,279,207,151,194,65,43,1128,13,20,12,4,7,0,0,53,337,569,391,288,368,137,82,2175,2874,2862,1601,1051,1372,493,214,10473
30902,228,225,138,97,133,46,18,878,253,217,132,81,93,34,7,820,278,271,123,78,105,31,16,894,1515,1459,797,510,675,200,92,5256,14,4,3,5,3,0,0,31,2286,2178,1192,769,1007,316,134,7875,20,28,30,20,46,13,3,169,51,100,59,47,57,16,5,332,42,66,48,36,43,8,3,251,223,380,291,219,299,78,40,1524,13,14,16,10,4,0,0,53,352,592,442,330,452,113,51,2327,2636,2770,1634,1100,1456,422,182,10208
30903,764,703,361,234,340,154,71,2621,280,259,117,68,99,31,16,878,308,273,128,74,95,42,12,930,991,945,586,329,457,158,62,3532,15,16,8,0,3,0,0,50,2366,2186,1195,708,994,384,170,8008,91,152,103,65,128,54,32,626,94,125,76,42,47,12,9,399,71,92,50,36,61,19,8,339,315,438,266,170,210,53,25,1485,26,29,18,4,8,0,0,81,595,843,502,319,451,137,76,2923,2961,3024,1695,1028,1447,519,246,10923
30904,53,98,85,60,70,21,10,410,111,115,72,35,49,15,3,399,98,121,75,39,63,12,8,424,444,557,341,221,265,60,27,1921,4,4,8,0,0,0,0,17,706,901,587,364,451,119,46,3168,6,13,12,9,12,3,0,54,12,13,15,6,20,8,0,69,7,27,15,12,21,0,3,85,71,130,81,62,67,21,3,432,10,3,4,0,0,0,0,21,106,185,122,96,112,28,7,664,815,1086,711,460,560,143,59,3832
30905,247,424,278,196,250,101,53,1538,263,306,172,101,120,35,10,1004,246,279,157,92,121,50,24,969,1039,1193,690,409,543,174,59,4097,3,7,4,3,0,0,0,11,1796,2198,1302,793,1026,363,145,7618,11,53,38,29,38,10,7,189,50,76,39,24,35,3,3,241,25,32,42,25,39,8,14,176,126,230,145,120,142,31,19,809,11,13,3,3,0,0,0,28,221,407,268,204,258,52,40,1440,2013,2604,1570,995,1285,413,182,9065
30906,684,839,491,343,468,184,83,3099,462,411,227,146,188,56,21,1514,397,383,217,134,152,59,22,1363,1912,1946,1013,600,811,275,101,6650,22,11,12,12,7,0,0,62,3477,3597,1958,1230,1631,569,225,12687,71,152,110,85,123,47,21,612,113,157,77,56,70,12,17,501,51,97,61,48,64,15,5,344,380,565,319,239,277,66,40,1885,29,25,16,4,15,0,0,85,646,990,592,435,539,141,83,3426,4125,4591,2545,1665,2168,716,307,16118
30907,1733,2040,1232,819,1052,371,134,7387,958,855,432,251,305,87,26,2916,840,758,366,226,264,91,32,2577,4136,3966,2169,1279,1619,390,154,13711,38,41,24,10,25,5,0,144,7699,7667,4226,2583,3266,952,344,26733,163,271,194,161,214,63,31,1095,204,244,129,77,102,27,14,804,117,193,111,69,90,26,9,612,830,1071,602,390,503,106,46,3557,44,41,23,13,10,3,0,132,1356,1823,1057,710,918,228,104,6195,9052,9486,5288,3298,4180,1173,449,32929
30908,639,673,417,290,387,188,83,2671,284,267,134,81,135,39,20,961,268,271,155,85,97,34,21,927,989,937,503,309,429,153,62,3374,13,5,0,0,4,0,0,26,2190,2153,1210,772,1044,419,182,7962,62,123,125,103,143,63,39,659,72,94,64,46,58,21,6,356,37,67,45,35,52,19,15,261,173,316,243,160,256,75,22,1242,16,13,11,6,7,0,0,59,361,611,488,346,525,174,79,2583,2545,2760,1696,1117,1566,591,267,10545
30909,772,656,354,258,329,149,90,2606,215,198,105,67,107,30,15,746,294,255,123,53,81,45,22,874,835,909,552,348,498,162,71,3370,9,17,8,5,9,0,0,43,2121,2036,1141,730,1029,383,202,7641,96,170,118,86,139,67,45,717,71,81,43,42,54,21,5,316,55,67,61,42,54,15,3,298,231,327,205,155,194,61,32,1205,15,24,8,7,7,0,0,63,466,668,429,341,444,172,84,2599,2584,2703,1572,1069,1471,559,281,10240
