SA3_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_650_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
11203,3,22,133,8,22,137,329,0,26,10,9,5,3,58,16,382,84,13,35,11,538,102,181,163,50,98,10,602,103,78,208,13,52,4,453,390,55,284,19,60,13,809,1287,61,595,20,58,10,2033,1859,30,644,22,78,14,2644,850,3,242,0,14,3,1112,256,0,59,0,3,0,321,100,0,28,0,3,0,132,35,0,17,0,0,0,54,18,0,0,0,0,0,18,8,0,6,0,3,0,19,71,60,116,12,24,25,300,5089,898,2593,157,446,226,9413
11301,9,28,168,21,181,127,527,19,23,22,3,26,3,92,149,150,198,27,64,9,594,595,164,323,27,99,17,1218,314,38,202,4,41,9,611,583,43,216,4,36,12,897,474,7,125,0,19,4,631,235,0,40,0,10,0,285,17,3,6,0,3,0,29,7,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,4,0,10,0,3,0,14,42,28,65,10,63,11,210,2432,492,1374,101,542,185,5118
11302,6,12,49,9,35,45,155,4,4,14,7,10,0,38,42,47,70,3,19,6,183,152,50,107,5,22,0,340,88,28,53,0,14,0,175,129,9,43,0,3,0,188,118,3,33,0,7,0,161,34,4,9,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,8,9,8,23,4,6,3,51,570,161,395,34,118,55,1335
11303,25,92,234,30,117,187,683,15,85,42,37,13,3,189,162,504,222,42,29,18,983,774,304,334,37,50,19,1516,470,113,270,11,34,11,897,1060,109,342,11,204,5,1727,1731,44,414,4,85,7,2275,958,10,178,3,22,0,1164,188,3,42,0,4,0,237,18,0,11,0,6,0,41,7,0,9,0,3,0,18,3,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,6,0,0,0,14,79,60,84,16,58,12,302,5486,1317,2187,186,612,270,10061
11401,12,44,157,7,38,139,394,3,48,16,26,11,0,102,31,343,98,30,50,8,570,277,322,211,94,64,14,980,277,113,223,40,43,10,706,783,171,385,33,211,13,1597,1927,114,536,34,91,26,2727,1408,26,290,7,39,12,1779,197,3,48,0,13,0,256,34,0,11,0,3,0,52,21,0,12,0,0,0,29,4,0,3,0,0,0,10,3,0,0,0,0,0,7,6,0,9,0,0,0,20,81,73,96,18,33,10,310,5063,1269,2091,292,589,230,9526
11402,3,8,79,0,42,87,216,3,3,4,3,0,0,16,17,19,28,6,14,0,86,30,124,52,37,5,3,257,65,42,63,17,11,0,206,146,32,75,11,11,0,278,336,78,148,16,6,3,589,704,25,149,10,14,3,899,393,0,80,0,3,0,471,163,0,33,0,0,0,204,55,0,12,0,0,0,64,32,0,3,0,0,0,44,10,0,5,0,0,0,8,25,0,5,0,0,0,38,31,29,37,4,21,7,137,2015,369,774,112,132,108,3519
11501,6,0,105,7,9,58,196,0,7,0,5,0,0,17,7,30,13,67,4,0,118,4,21,23,36,4,0,90,7,13,24,27,3,0,75,24,5,32,13,42,0,125,63,11,75,10,34,0,190,327,11,145,9,16,0,512,1456,9,226,4,13,3,1717,1835,4,167,3,13,5,2028,1034,0,103,3,3,3,1148,460,0,61,8,5,3,531,261,0,29,0,0,0,289,201,0,28,0,0,0,241,76,7,63,60,10,13,232,5775,125,1101,265,157,92,7509
11502,0,0,53,0,17,59,123,0,0,0,3,0,0,3,0,0,12,7,3,0,16,4,0,19,0,3,0,31,4,3,21,5,5,0,35,10,0,21,5,8,0,40,41,0,40,0,3,0,88,80,0,53,3,7,0,147,97,0,42,0,6,3,145,103,0,39,0,0,0,142,82,0,14,0,0,0,101,41,0,8,0,0,0,53,26,0,7,0,0,0,32,41,0,7,0,3,0,53,16,0,26,9,7,3,58,539,7,361,34,66,70,1071
11503,3,0,48,6,14,44,122,3,0,0,0,0,0,6,0,0,14,0,3,0,24,3,0,23,0,11,0,39,5,0,24,0,24,0,52,17,0,26,0,6,0,51,54,0,41,0,3,0,97,186,0,47,0,3,0,235,106,0,34,0,3,0,144,45,0,6,0,0,0,55,27,0,4,0,0,0,34,8,0,3,0,0,0,11,0,0,0,0,0,0,0,8,0,3,0,0,0,9,3,0,22,0,8,0,35,476,4,300,9,79,51,920
11504,3,0,37,0,4,19,67,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,3,10,4,0,0,16,4,0,18,0,3,0,26,14,0,21,0,32,0,75,28,5,24,0,35,0,89,95,4,40,0,16,0,154,157,0,39,0,6,0,199,380,0,48,3,0,3,434,323,0,18,0,3,0,341,102,0,13,0,0,0,119,36,0,3,0,0,0,39,28,0,0,0,0,0,24,28,3,15,0,6,0,55,1195,16,292,14,105,35,1653
11601,14,197,142,19,10,97,473,0,164,5,18,0,4,183,16,1104,38,26,9,7,1200,41,566,78,28,7,4,721,60,274,71,20,5,7,444,157,220,128,23,9,8,552,744,260,322,33,24,4,1394,4713,283,779,21,104,30,5922,1861,25,277,4,32,5,2213,395,3,57,0,10,3,464,79,0,15,0,0,0,98,14,0,3,0,3,0,26,7,0,3,0,0,0,12,12,0,4,0,0,0,22,147,196,113,21,19,20,508,8278,3303,2029,212,230,180,14231
11602,6,12,51,3,9,37,119,0,4,0,0,0,0,11,6,46,16,15,10,4,92,15,54,13,4,23,3,116,22,32,43,9,6,0,109,41,23,38,9,60,3,175,124,33,94,7,30,3,290,883,54,185,13,22,3,1159,1399,10,180,5,15,7,1617,1385,3,111,0,5,4,1506,625,0,48,0,3,0,682,84,0,7,3,0,0,90,16,0,0,0,0,0,18,9,0,8,0,0,0,16,68,7,43,5,13,9,152,4673,283,838,66,204,73,6143
11603,14,157,73,8,7,44,307,0,128,0,8,0,0,141,8,1024,19,15,10,4,1080,28,826,46,39,6,9,953,54,332,40,19,9,4,465,162,441,114,18,18,4,751,1725,720,344,18,36,17,2857,3176,177,531,29,77,14,4009,991,30,131,8,17,5,1181,164,5,32,0,0,0,203,26,4,5,0,0,3,41,8,6,0,0,0,0,20,3,0,3,0,0,0,5,11,0,3,0,0,0,11,90,241,66,25,20,12,461,6450,4095,1421,189,188,130,12475
11701,14,82,72,11,10,31,216,3,61,0,4,0,0,75,9,624,16,10,0,7,660,7,216,18,21,0,0,262,21,79,22,14,3,3,143,26,58,28,3,37,0,153,179,44,60,4,25,0,312,1094,58,156,3,17,6,1341,901,23,128,3,5,4,1064,866,14,98,3,21,3,1002,942,10,85,0,8,0,1047,276,0,41,0,8,0,325,136,0,16,0,3,0,155,120,0,27,0,4,0,150,92,95,52,5,6,10,259,4689,1360,816,83,145,65,7157
11702,14,20,86,10,4,48,186,3,29,4,9,0,0,49,13,224,22,17,3,3,287,46,100,49,52,4,0,252,94,60,62,15,0,5,239,263,66,67,20,15,0,434,553,47,150,17,12,3,780,1482,33,249,9,11,3,1793,1478,10,231,7,9,0,1731,1024,4,190,3,5,0,1230,670,4,100,3,10,0,789,396,0,69,0,3,0,472,279,0,47,0,0,0,321,273,0,63,0,3,3,348,77,26,50,17,12,17,211,6670,631,1442,171,100,86,9107
11703,116,515,469,37,62,203,1399,5,405,17,43,8,4,475,55,3004,72,110,13,32,3280,126,794,161,181,24,9,1298,162,406,181,57,19,3,830,429,268,269,99,65,12,1145,1750,401,616,261,153,25,3199,3593,267,902,194,162,21,5146,6108,85,1007,94,59,12,7369,7702,57,1084,22,73,19,8955,6637,34,924,26,64,22,7704,4160,13,717,23,37,10,4965,2227,10,411,9,30,11,2698,3511,3,845,10,65,12,4442,652,317,432,59,81,77,1610,37223,6580,8101,1212,932,467,54514
11801,22,23,290,12,28,200,573,3,19,6,12,4,0,37,25,243,50,10,0,0,327,32,68,53,34,4,0,193,37,29,73,4,6,0,149,131,9,78,9,12,0,241,550,22,174,7,19,3,773,1489,18,341,17,27,11,1898,2242,5,492,7,17,10,2772,2957,3,546,3,13,7,3532,2483,3,490,7,12,15,3015,1584,0,386,3,16,8,1997,1063,4,246,0,15,3,1336,2718,0,701,0,23,6,3451,305,22,179,20,37,27,592,15647,463,4101,148,235,295,20887
11802,38,197,275,14,19,150,694,3,170,0,19,0,0,196,29,1376,28,22,6,12,1480,61,465,73,67,4,8,677,82,206,85,19,7,3,404,160,136,136,28,54,5,522,365,129,188,36,68,0,788,1516,90,379,81,78,13,2160,3714,60,556,27,44,12,4421,4130,32,554,3,44,11,4773,2436,17,412,5,21,5,2892,1262,4,225,4,15,3,1517,723,0,136,0,16,0,879,1204,3,298,0,19,0,1523,262,182,166,20,31,25,683,15993,3081,3511,351,438,243,23610
11901,23,253,255,20,25,154,734,0,230,3,21,5,3,266,9,1675,57,78,14,9,1845,47,841,97,92,23,9,1108,78,447,103,31,11,8,668,147,346,127,33,31,4,688,409,315,257,67,39,6,1102,2972,280,685,46,129,21,4129,2610,122,559,16,112,19,3445,1196,16,199,3,43,6,1467,571,7,83,0,21,3,680,95,3,31,0,6,0,137,25,0,5,3,0,0,40,31,0,8,0,3,0,37,162,270,168,34,44,30,702,8374,4803,2629,458,504,269,17037
11902,50,70,196,15,16,154,499,7,76,12,13,0,0,100,26,540,58,30,6,6,676,90,348,94,62,11,3,614,133,159,79,19,17,0,405,249,112,106,29,24,3,524,2378,91,314,23,58,6,2869,4940,91,594,26,128,27,5805,2082,38,356,11,66,13,2573,1145,17,191,4,32,12,1395,414,5,58,0,9,4,486,111,0,24,0,5,0,138,68,0,10,0,0,0,85,50,0,15,0,0,0,68,184,101,149,26,42,29,532,11922,1650,2257,251,415,261,16755
11903,34,120,204,19,13,110,507,0,110,4,12,0,0,134,12,921,37,28,12,3,1016,34,412,73,71,17,4,609,45,210,80,27,4,3,370,109,156,85,34,41,0,430,438,120,210,22,30,10,818,2737,90,402,22,32,11,3291,2865,41,405,5,33,4,3355,1506,8,227,4,37,0,1792,520,3,92,0,5,0,619,205,4,34,0,4,0,245,61,0,8,0,0,0,73,87,4,23,0,0,0,113,143,139,155,23,23,19,501,8795,2335,2041,264,256,176,13862
11904,28,44,281,20,22,133,524,0,40,5,4,0,0,53,21,370,39,33,6,0,462,57,139,75,36,7,4,325,69,66,88,23,10,3,256,164,66,98,20,31,3,378,583,40,219,14,31,4,892,3717,42,505,19,46,14,4348,4242,24,477,11,52,13,4810,2784,8,361,11,28,10,3194,952,3,132,4,16,0,1105,266,3,63,0,3,0,338,103,0,17,0,3,0,114,133,0,38,0,4,0,173,212,57,179,29,38,27,541,13314,902,2569,223,301,215,17516
12001,20,34,153,13,12,80,319,0,29,6,7,7,0,45,11,335,21,15,22,3,403,17,115,28,44,11,3,212,22,42,33,15,10,3,121,42,41,40,3,57,0,180,156,35,64,13,29,4,304,546,27,172,13,9,3,771,2149,13,274,9,25,4,2477,2197,13,239,4,16,7,2482,1824,7,217,8,19,3,2075,692,0,98,0,0,4,800,306,3,53,0,0,0,361,412,0,51,0,0,0,469,148,38,91,16,25,15,338,8537,740,1547,151,238,139,11348
12002,14,49,87,3,6,63,219,0,51,3,4,0,0,61,8,474,8,13,3,8,513,24,115,20,28,3,0,195,40,54,19,10,0,0,120,149,31,47,21,12,3,257,306,29,88,4,17,3,454,669,32,155,6,16,3,880,833,10,153,3,9,0,1007,985,7,173,0,6,0,1178,1071,12,141,0,3,3,1223,747,0,105,0,7,4,862,469,3,63,0,0,0,536,689,0,111,0,8,0,806,94,53,66,3,7,9,231,6102,914,1244,101,96,101,8558
12003,44,71,277,15,37,153,591,3,65,9,14,3,0,97,47,416,75,32,46,5,617,95,192,147,79,25,4,546,104,81,160,37,20,3,403,320,50,167,31,22,3,591,873,64,278,35,30,6,1286,4575,54,577,50,42,18,5324,5391,23,684,7,61,23,6195,2669,10,377,10,44,11,3114,1206,3,207,6,17,3,1441,576,3,120,0,11,0,719,265,0,79,0,0,0,347,233,0,65,0,3,0,305,251,68,205,66,45,37,667,16656,1096,3420,395,420,268,22258
12101,27,27,209,27,22,126,441,0,34,8,20,3,0,62,16,244,34,21,0,0,323,25,80,43,43,8,0,186,24,34,50,17,5,0,130,50,15,60,10,25,0,158,201,29,116,9,18,5,382,1012,31,227,16,20,5,1312,3087,11,389,8,22,3,3523,2775,4,338,3,21,7,3153,1481,0,199,0,17,5,1706,968,0,150,0,13,3,1131,599,0,90,0,13,3,703,1119,0,200,0,17,7,1343,210,27,114,17,31,19,416,11599,541,2224,193,240,175,14969
12102,11,19,107,6,10,59,210,0,27,3,14,0,0,46,8,230,24,29,3,0,291,13,84,30,41,0,0,171,12,37,38,26,3,0,118,44,33,50,23,22,0,169,178,27,110,25,12,3,353,938,24,237,13,15,4,1235,1939,10,305,6,18,6,2292,1027,7,146,0,8,3,1196,438,0,60,0,6,3,510,168,0,19,0,0,0,192,77,0,12,0,0,0,82,47,0,7,0,0,0,54,76,40,74,15,9,11,223,4969,536,1226,198,118,91,7143
12103,9,0,161,18,19,99,312,0,0,5,22,3,3,30,4,8,16,31,5,0,60,7,8,18,23,4,0,62,6,3,22,12,5,0,46,19,3,36,3,17,0,75,59,0,54,10,21,0,146,193,3,105,3,31,0,332,832,0,141,3,9,3,986,1001,0,138,12,10,5,1167,797,0,123,5,9,3,934,515,0,75,0,8,0,596,397,3,63,0,0,0,468,1108,0,197,0,5,0,1315,82,3,83,24,16,11,216,5030,26,1251,162,159,122,6750
12104,24,41,197,6,24,137,422,7,33,7,4,0,0,45,13,279,34,16,0,3,341,22,68,39,28,3,0,161,30,14,61,7,3,0,120,76,12,84,4,12,0,189,271,14,153,3,3,4,447,1970,10,435,3,18,5,2445,3196,3,546,5,11,4,3761,3160,0,417,3,9,5,3594,2004,0,270,0,4,3,2283,1219,0,186,3,5,3,1421,786,0,118,3,0,4,912,1558,0,343,0,15,0,1923,208,22,107,44,18,15,418,14547,493,2993,126,133,192,18480
12201,5,13,75,4,3,42,142,0,3,0,0,0,0,12,3,119,5,7,0,0,138,21,28,13,23,3,0,88,12,10,10,6,0,0,37,20,12,22,3,5,0,70,50,11,44,0,8,0,115,238,10,86,4,5,3,344,659,0,147,0,8,3,819,742,0,161,0,0,0,904,603,0,144,4,4,0,758,456,0,100,0,0,0,561,342,0,63,0,0,0,404,830,0,190,0,3,0,1020,77,15,41,5,3,9,145,4048,229,1099,56,59,65,5553
12202,9,0,80,3,6,59,152,0,0,0,0,0,0,8,0,3,5,17,3,0,29,7,0,16,3,5,0,34,3,3,21,0,5,0,28,19,0,25,15,5,0,59,53,0,66,6,5,0,129,220,0,120,4,12,3,355,381,0,159,0,4,3,554,324,0,143,4,7,0,482,354,0,110,0,4,0,471,285,0,68,0,4,0,359,185,0,57,0,5,0,250,405,0,72,0,0,0,481,45,0,48,13,10,3,112,2291,9,990,62,69,71,3496
12203,14,38,172,34,19,122,400,6,42,14,62,7,8,135,12,392,32,71,17,14,537,17,101,34,55,12,3,232,19,52,53,31,13,0,166,48,51,88,34,21,0,252,176,30,163,11,31,3,410,1175,28,367,12,29,5,1627,2596,15,556,3,27,16,3219,1937,6,355,0,22,4,2318,1115,12,218,0,7,3,1360,808,3,172,0,7,0,990,545,0,112,3,3,0,663,891,0,164,0,4,0,1065,146,52,110,28,24,18,370,9508,831,2599,359,238,204,13732
12301,4,20,38,3,7,24,89,3,5,7,4,0,0,18,3,129,5,3,5,5,150,3,42,20,11,0,0,80,6,37,24,3,0,0,68,32,23,29,4,24,0,101,122,11,80,0,7,0,220,834,41,169,5,12,5,1060,1264,4,150,0,13,8,1428,349,0,27,0,0,0,378,47,0,10,0,3,0,57,14,0,0,0,0,0,19,3,0,0,0,0,0,3,6,0,4,0,0,0,8,43,15,33,8,7,4,108,2732,334,576,44,67,46,3800
12302,21,184,138,20,3,93,466,5,161,7,15,5,0,180,11,1409,30,33,14,3,1506,43,951,85,57,17,10,1161,58,494,88,33,5,3,685,247,431,132,33,36,4,890,1602,570,425,38,34,5,2682,4920,392,661,27,61,24,6094,1546,31,190,3,25,13,1807,342,3,41,0,3,0,399,41,8,8,0,0,0,62,13,3,11,0,0,0,19,14,0,3,0,0,0,17,17,0,3,0,0,0,15,125,250,99,15,22,32,535,9003,4893,1919,273,223,201,16518
12303,9,0,51,3,20,45,131,3,4,0,3,4,0,12,0,10,15,0,21,0,47,18,66,21,16,23,3,144,24,17,30,13,7,0,92,46,15,49,7,5,0,119,205,13,83,5,9,0,313,501,14,98,3,9,3,631,257,0,40,0,0,0,303,108,0,15,0,0,0,128,30,0,7,0,0,0,39,19,0,0,0,0,0,18,3,0,0,0,0,0,4,0,0,5,0,0,0,6,27,4,30,3,14,8,85,1255,141,448,48,119,60,2077
12401,7,16,89,7,14,71,202,3,10,10,7,0,0,34,13,44,51,16,7,0,133,66,141,79,55,7,0,356,76,37,73,20,6,0,215,221,48,158,41,14,6,483,647,35,251,15,20,4,977,1374,36,323,18,10,3,1761,581,4,95,3,3,0,688,166,0,27,0,0,0,196,34,0,8,3,0,0,38,8,0,4,0,0,0,13,3,0,0,0,0,0,3,0,0,7,0,4,0,10,49,21,56,17,13,8,155,3252,397,1223,197,95,95,5254
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12403,12,92,121,8,17,85,337,0,77,3,16,3,0,97,16,601,33,16,18,8,682,42,337,66,84,4,4,547,71,168,90,34,9,3,365,467,152,178,34,82,9,919,1568,162,394,56,24,14,2216,4221,173,597,24,24,15,5048,1900,12,246,3,16,3,2186,577,3,56,0,4,0,641,106,0,17,0,4,0,130,37,0,3,0,0,0,46,15,0,0,0,0,0,11,13,3,0,0,0,0,17,141,108,85,7,24,26,388,9188,1897,1890,279,227,164,13643
12404,4,21,47,0,16,36,127,0,11,3,3,0,0,19,6,80,9,4,4,0,110,24,213,41,33,0,5,312,25,80,38,16,3,0,161,116,93,52,4,88,3,351,452,57,103,5,20,3,653,1185,82,169,12,10,4,1463,524,16,58,0,7,3,605,82,3,9,0,0,0,94,35,0,3,0,0,0,36,9,3,3,0,0,0,15,9,0,0,0,0,0,6,3,0,0,0,3,0,8,37,38,30,8,9,4,130,2510,698,569,92,162,60,4093
12405,5,31,55,6,8,30,135,0,27,3,3,0,0,33,3,210,22,7,0,0,242,20,131,34,21,4,0,203,53,53,34,3,3,0,144,152,45,73,9,3,3,286,687,99,156,15,14,3,969,2128,67,312,3,34,17,2568,454,3,69,3,13,3,544,84,0,14,0,0,0,102,12,0,5,0,3,0,25,7,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,5,57,43,37,3,11,3,157,3678,704,819,72,87,62,5426
12501,45,46,148,3,7,60,312,5,46,8,7,3,0,66,28,272,50,14,14,0,387,51,159,76,20,12,0,324,55,50,53,10,7,0,173,151,70,76,13,26,0,336,656,45,183,12,24,3,921,2494,55,400,22,83,14,3068,2955,29,365,3,74,14,3431,1374,5,199,0,32,3,1616,401,4,53,3,5,0,473,180,0,38,0,3,0,222,50,0,7,0,0,0,57,46,0,18,0,0,0,63,173,52,129,30,37,22,438,8664,827,1799,148,325,123,11886
12502,14,152,74,26,7,45,324,0,95,3,7,0,0,103,11,686,11,38,3,9,756,3,279,41,48,7,4,379,18,121,29,8,10,0,186,47,133,34,17,192,3,426,111,100,76,22,40,0,349,700,73,149,12,13,6,949,1388,49,214,0,21,3,1678,830,14,120,0,3,0,971,361,0,49,0,10,0,422,122,0,20,0,3,0,143,45,0,12,0,0,0,54,17,0,3,0,0,0,24,74,87,50,17,17,10,247,3730,1795,887,201,319,76,7014
12503,45,223,227,30,16,122,658,4,171,12,33,3,0,226,30,1315,49,58,16,12,1481,85,710,116,141,23,11,1090,78,357,101,42,11,7,596,298,284,140,42,29,4,793,961,230,298,56,38,16,1589,4014,214,714,35,156,24,5149,2489,82,513,12,125,20,3234,787,14,142,6,32,11,983,265,4,37,0,7,3,322,50,8,20,0,3,0,80,14,0,10,3,3,0,22,20,0,12,0,0,0,35,169,205,146,41,38,29,626,9320,3803,2537,484,500,246,16897
12504,19,134,153,22,26,84,446,5,128,10,39,0,6,192,32,909,46,54,28,4,1074,66,394,69,113,23,7,673,80,174,91,36,12,3,402,188,160,126,44,11,5,528,933,133,282,45,44,5,1440,7302,171,860,48,113,18,8515,5220,40,534,9,66,17,5884,1471,8,204,3,9,8,1703,275,3,58,0,3,0,341,81,0,25,0,0,0,108,35,3,10,0,0,0,47,40,0,14,0,3,0,53,231,131,118,42,24,35,577,15980,2384,2608,453,368,189,21985
12601,9,10,87,5,3,29,142,0,9,4,11,0,0,15,9,41,10,0,3,0,64,5,19,35,31,7,0,94,11,10,31,3,0,0,59,18,0,24,3,6,0,59,46,8,40,4,21,0,110,324,3,72,31,3,3,437,835,7,96,3,3,0,947,825,7,104,0,7,0,943,340,0,58,0,6,0,408,186,0,16,0,0,0,205,96,0,12,0,0,0,111,67,0,19,0,0,0,87,44,9,31,10,3,6,102,2816,110,644,93,71,52,3792
12602,32,95,254,10,27,103,516,5,83,9,16,4,3,112,32,664,45,61,6,7,821,45,285,110,72,10,8,525,48,136,67,22,17,6,303,111,106,124,32,82,4,451,614,87,193,33,23,5,945,3468,54,475,24,38,4,4070,3405,30,528,11,30,9,4017,2088,20,318,3,21,6,2451,1208,3,170,5,7,3,1404,464,3,87,3,7,0,560,240,0,41,0,0,0,283,304,0,82,0,7,0,395,184,97,166,57,36,28,571,12243,1674,2673,333,313,193,17432
12701,6,112,103,10,23,84,344,0,87,3,10,0,0,96,8,575,12,24,18,3,646,9,387,39,14,14,0,464,12,159,35,6,7,0,226,60,169,81,9,56,4,376,226,162,139,14,26,4,566,990,169,300,11,64,11,1540,1483,44,238,5,44,12,1828,892,8,82,0,15,3,996,149,0,29,0,3,0,175,46,3,3,0,0,0,53,12,0,3,0,0,0,13,12,0,4,0,0,0,14,96,95,72,12,25,14,314,4001,1962,1136,122,295,134,7654
12702,52,149,276,24,20,115,642,3,134,10,3,0,0,155,36,980,62,31,20,12,1138,110,713,130,96,38,9,1087,132,417,150,40,31,6,778,423,357,220,65,60,8,1133,2284,294,492,74,113,21,3277,3755,365,799,40,242,35,5230,2591,105,382,21,129,19,3237,525,17,83,6,17,3,650,122,3,22,0,3,0,151,41,0,7,0,0,0,52,19,0,8,0,3,0,28,23,0,5,0,0,0,31,171,171,166,28,53,36,618,10276,3707,2806,414,729,269,18197
12703,20,131,114,11,16,73,357,0,96,0,16,4,3,121,8,726,27,34,12,4,823,51,396,38,59,15,11,568,53,180,53,21,17,3,331,246,180,75,25,322,9,857,1742,147,179,23,120,16,2226,2653,151,344,16,67,19,3244,2127,31,233,6,43,5,2447,595,4,59,0,17,3,675,149,3,23,0,3,0,171,34,0,0,0,0,0,37,7,0,0,0,0,0,11,29,0,3,0,0,0,38,128,137,66,17,47,25,420,7833,2182,1229,235,676,161,12317
12801,10,50,135,13,5,97,315,0,41,0,10,0,0,57,5,403,29,23,7,4,472,17,141,30,59,9,3,259,17,70,52,12,9,0,161,85,41,75,22,112,3,338,474,49,161,15,26,4,719,1993,37,337,3,19,8,2396,2000,12,257,4,13,14,2291,1103,18,136,0,10,4,1268,671,3,85,0,6,3,769,303,0,47,0,3,0,355,154,0,29,0,0,0,179,224,0,37,0,5,0,265,108,56,84,34,17,12,305,7170,925,1491,196,241,140,10156
