SA3_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
11202,430,8,7,6,0,456,280,8,11,3,0,306,239,6,10,3,0,259,506,15,9,3,5,544,626,18,3,7,0,659,1657,55,18,11,8,1752,1487,35,4,17,6,1551,1175,8,3,8,3,1208,413,0,0,13,0,432,271,0,0,5,0,275,158,3,0,4,0,167,363,3,0,7,0,379,7612,171,76,93,31,7980
11203,420,72,32,0,3,528,203,47,24,0,3,272,158,27,19,0,0,203,304,70,26,8,4,409,409,85,33,6,0,531,1118,218,118,7,3,1460,1316,300,77,5,5,1707,1948,198,62,6,7,2224,996,60,21,0,4,1084,669,31,6,4,4,717,322,15,4,3,3,345,395,53,23,0,3,472,8250,1171,442,44,38,9945
11301,284,3,0,0,0,287,129,0,0,0,0,129,143,0,3,0,0,151,291,5,3,0,0,301,430,5,11,3,4,453,1058,18,20,3,6,1103,850,11,15,3,3,883,637,3,3,0,4,648,198,3,0,0,0,205,131,0,0,0,3,137,100,0,0,0,3,105,255,0,4,0,0,259,4505,56,63,20,25,4669
11302,82,0,0,0,0,88,49,0,0,0,0,49,36,0,0,0,0,39,125,0,0,0,0,124,154,0,3,0,0,160,355,0,3,0,0,359,277,0,0,0,0,275,230,0,0,0,0,233,81,0,0,0,0,81,53,0,0,0,0,52,26,0,0,0,0,26,81,0,0,0,0,91,1553,0,10,3,6,1571
11303,524,12,9,3,3,548,279,0,4,4,4,292,276,0,3,0,0,284,558,3,23,0,3,587,866,6,17,3,0,897,2303,33,45,11,8,2388,2153,23,21,10,5,2211,1735,3,8,15,4,1771,578,0,3,3,0,584,415,3,4,0,0,422,241,0,0,0,6,250,466,8,5,5,3,491,10389,95,143,52,37,10707
11401,625,13,4,7,3,656,285,3,0,0,0,290,259,4,0,11,3,282,471,17,7,4,0,494,652,14,7,3,4,684,1810,46,21,6,9,1898,1951,50,16,3,4,2017,1920,10,7,0,7,1941,714,8,0,0,3,726,467,4,0,0,3,480,260,4,0,3,8,273,469,7,3,3,3,493,9876,190,75,42,45,10234
11402,302,11,0,0,0,310,120,4,0,0,0,130,95,4,0,0,0,101,175,4,0,0,0,179,244,6,4,0,0,259,709,14,5,0,0,728,938,6,3,4,6,960,1316,20,3,3,3,1347,616,11,0,0,4,630,511,3,0,0,0,522,392,4,0,0,3,400,275,10,0,0,0,280,5689,97,28,9,23,5841
11501,955,101,27,0,0,1080,253,19,6,0,0,277,204,19,8,0,0,228,302,38,7,0,0,352,435,53,11,0,0,501,1259,142,46,0,0,1451,1302,192,84,0,0,1573,2684,445,153,0,5,3294,2139,369,104,0,3,2621,3493,349,68,0,0,3919,3192,151,35,0,3,3382,766,56,28,0,3,854,16975,1948,582,8,22,19533
11502,170,3,0,0,0,177,47,0,5,0,0,55,37,0,0,0,0,39,59,0,0,0,0,61,68,3,0,0,0,70,226,16,4,0,0,243,209,13,0,3,0,227,422,19,4,3,3,448,291,15,4,3,0,314,517,10,3,3,3,536,692,11,0,3,4,705,208,3,0,0,0,212,2944,96,23,16,11,3089
11503,150,0,0,3,0,155,53,0,0,0,0,53,54,0,0,0,0,54,112,0,0,0,0,110,143,0,0,0,0,143,368,0,0,0,4,373,453,0,0,0,5,455,855,0,0,5,5,863,545,0,0,0,0,550,557,0,0,0,3,555,351,0,0,0,3,357,178,0,0,0,3,180,3825,0,0,13,18,3851
11504,151,30,0,0,0,177,50,6,0,0,0,49,44,6,0,0,0,46,58,10,0,3,0,70,80,14,0,0,0,94,295,40,0,0,0,341,361,49,7,0,0,416,817,96,10,0,0,930,680,81,3,0,0,774,1054,153,0,0,6,1211,644,81,0,0,3,727,211,28,0,0,0,239,4444,594,20,8,11,5078
11601,606,76,17,0,0,699,220,21,4,0,0,250,186,19,6,0,0,213,305,49,10,0,0,358,431,58,17,0,0,505,1364,202,95,0,3,1669,1800,373,119,3,3,2298,3476,589,109,8,9,4192,2084,309,18,3,7,2422,1684,143,3,4,3,1835,622,71,12,0,0,701,510,73,17,0,0,604,13278,2001,423,10,22,15739
11602,338,139,13,0,5,493,99,44,8,0,0,148,74,35,4,0,0,119,140,52,6,0,0,199,208,96,5,0,0,308,655,292,23,3,5,977,869,416,79,4,0,1370,2097,943,99,4,13,3164,2021,747,56,7,11,2834,2484,695,19,3,8,3213,1050,265,12,0,3,1331,412,133,7,3,3,553,10439,3867,327,32,45,14703
11603,385,30,12,0,0,427,169,16,6,0,0,193,145,9,0,0,0,163,284,21,9,0,0,316,402,36,11,0,0,450,1365,142,46,4,0,1558,1965,262,59,3,0,2283,2988,370,35,3,0,3394,1508,115,6,0,6,1637,921,52,4,4,4,987,335,25,0,0,0,367,483,47,10,0,0,540,10954,1117,202,18,13,12306
11701,97,23,79,0,0,203,30,15,25,0,0,62,23,0,27,0,0,55,42,12,32,0,0,85,52,27,68,0,0,151,134,54,191,0,0,378,130,48,261,3,0,447,270,100,459,0,0,835,224,98,333,3,0,658,380,232,296,3,5,908,419,128,135,3,4,687,108,39,65,0,0,217,1915,774,1972,16,10,4686
11702,101,106,70,0,0,275,33,25,9,0,0,62,23,18,20,0,0,57,30,44,37,0,0,112,56,56,43,0,3,156,146,135,168,3,3,457,154,163,219,0,0,545,292,324,421,5,3,1045,254,282,222,0,0,765,424,548,228,9,0,1214,407,521,84,8,3,1022,82,79,31,0,0,194,2009,2300,1560,25,23,5914
11703,35,280,642,9,0,969,6,54,135,0,0,197,7,49,106,0,0,161,15,76,185,0,0,270,6,102,287,0,3,400,40,300,970,0,3,1315,44,327,1297,4,5,1676,75,624,2468,10,15,3188,41,549,1777,3,0,2368,73,1078,2067,9,7,3241,153,1435,1635,8,15,3250,21,193,331,8,4,561,517,5071,11905,45,59,17601
11801,311,211,310,8,3,841,25,43,65,3,3,129,30,26,49,0,0,104,25,43,84,0,0,150,27,52,112,3,0,197,118,167,342,4,3,640,88,138,401,4,3,627,203,339,815,8,8,1368,121,226,601,9,3,959,277,520,958,13,7,1772,1532,1634,935,10,21,4130,248,179,222,3,3,652,3001,3560,4896,63,47,11566
11802,279,154,257,4,3,697,58,30,48,0,0,142,52,33,50,3,0,138,64,42,77,0,0,184,100,75,109,4,0,299,280,176,358,4,0,826,223,163,447,3,0,842,457,328,844,10,4,1647,342,288,671,3,4,1308,642,557,817,5,8,2034,1517,899,501,14,9,2942,285,130,168,3,0,591,4306,2879,4352,65,40,11643
11901,610,161,60,3,3,832,162,47,25,0,0,236,175,46,22,0,0,248,259,83,41,4,0,386,352,139,63,3,0,555,1062,398,301,7,0,1774,1209,530,399,7,4,2141,2278,979,408,10,14,3687,1589,673,94,6,7,2380,1795,616,60,3,4,2477,858,246,43,0,6,1159,616,159,52,3,0,830,10965,4077,1575,40,43,16699
11902,433,117,150,0,3,696,125,27,59,0,0,207,99,20,44,0,0,170,161,42,85,0,0,294,218,35,155,0,0,409,613,170,525,0,4,1305,700,213,578,10,4,1502,1278,355,623,5,4,2269,916,240,207,6,3,1374,1177,243,172,4,3,1611,815,114,72,3,6,1009,435,81,99,0,3,616,6975,1668,2774,32,29,11475
11903,559,122,210,3,0,887,143,28,54,0,0,222,100,22,40,0,0,159,168,31,88,0,0,286,249,57,144,3,0,450,643,176,388,0,3,1202,650,174,546,0,0,1372,1387,307,812,6,3,2511,967,246,320,3,0,1544,1435,295,212,4,8,1948,1488,166,106,0,3,1761,422,81,79,0,0,582,8213,1701,2982,26,23,12935
11904,403,105,252,0,0,759,112,36,70,0,0,217,97,20,40,0,0,163,136,36,117,0,3,299,179,53,163,0,0,395,558,177,537,4,4,1288,536,200,803,4,3,1556,1094,389,1377,10,3,2876,787,266,796,4,0,1855,1239,347,458,0,5,2044,1161,210,198,0,0,1578,383,103,189,0,3,679,6689,1949,5014,33,29,13711
12001,300,58,191,7,0,558,65,13,34,0,0,113,52,13,44,0,0,108,62,11,78,0,0,147,127,31,103,0,0,258,298,74,312,8,3,686,265,83,353,6,0,707,483,133,855,6,4,1490,365,125,636,12,0,1142,640,236,753,4,3,1642,1329,230,443,4,11,2011,224,38,129,0,0,396,4196,1053,3933,55,19,9262
12002,67,210,48,4,0,334,19,54,9,0,0,85,12,42,16,0,0,75,21,85,11,0,0,124,34,85,12,3,0,129,73,256,81,4,0,408,78,240,82,0,0,403,128,436,188,3,0,756,147,409,171,3,9,731,284,846,193,10,0,1338,503,1528,145,10,13,2195,62,155,29,0,0,244,1430,4358,991,35,27,6837
12003,453,106,285,12,3,864,89,36,68,0,0,196,89,27,69,0,0,189,113,31,114,3,0,263,168,70,188,0,0,425,497,159,566,10,0,1234,420,193,785,8,9,1409,848,357,1409,21,9,2646,560,271,745,17,4,1602,1037,404,537,18,13,2003,1601,345,233,13,3,2198,360,86,143,5,0,598,6236,2089,5149,106,41,13620
12101,567,53,255,0,0,873,96,10,57,0,0,158,82,17,44,0,0,134,72,18,76,0,0,169,110,24,108,0,0,246,339,52,352,0,3,749,292,49,461,0,0,807,653,116,882,0,0,1654,456,90,681,0,0,1229,988,204,835,0,0,2023,2720,273,440,3,10,3443,344,41,146,0,0,532,6721,946,4328,5,13,12013
12102,458,38,75,0,3,570,128,15,21,0,0,166,109,7,20,0,0,144,180,12,27,0,0,223,206,12,79,0,0,299,634,55,208,0,0,906,740,73,283,0,0,1098,1456,134,519,0,0,2104,1307,134,309,0,0,1757,1758,118,159,0,0,2040,1129,50,64,0,0,1248,313,23,47,0,0,379,8425,676,1812,3,12,10924
12103,885,22,108,0,0,1012,137,11,15,0,0,163,131,8,13,0,0,146,147,14,46,0,0,208,202,9,45,0,0,249,618,22,173,0,0,812,596,22,200,0,0,822,1261,44,497,0,0,1803,869,33,377,0,0,1280,2015,51,422,0,0,2490,4559,73,224,3,4,4862,581,15,76,0,0,671,12000,302,2197,6,12,14511
12104,238,113,280,0,0,631,31,24,65,0,0,120,25,18,60,0,0,102,20,18,79,0,0,117,35,40,145,0,0,223,126,108,388,0,0,620,80,88,464,0,0,632,195,201,877,0,0,1282,105,127,652,0,0,889,246,285,903,0,3,1439,1229,624,828,0,11,2697,174,80,155,0,4,410,2518,1722,4894,11,16,9157
12201,141,49,73,0,3,270,16,7,15,0,0,43,21,6,16,0,0,46,27,7,17,0,0,56,31,16,28,0,0,76,117,41,98,0,0,254,89,37,106,0,0,239,194,72,229,0,0,495,153,56,187,3,0,395,345,131,290,3,0,773,1123,230,243,0,3,1603,135,34,53,0,0,224,2388,691,1374,9,9,4474
12202,329,34,34,0,0,397,84,11,7,0,0,97,73,10,15,0,0,96,89,7,13,0,0,107,131,9,22,0,0,156,394,53,74,0,0,519,378,53,76,5,3,515,770,88,174,11,0,1040,670,88,152,4,0,911,1304,125,152,5,4,1580,1771,107,66,0,5,1950,312,18,28,0,0,366,6292,597,817,19,15,7739
12203,642,37,169,0,0,848,174,7,57,0,0,238,156,18,57,0,0,234,208,23,101,0,0,330,267,13,124,0,0,405,818,59,418,0,3,1300,876,58,593,7,3,1530,1604,98,1151,3,4,2858,1404,103,787,0,3,2297,2737,167,757,0,3,3662,3930,147,335,4,4,4432,682,35,153,0,0,868,13496,757,4709,22,32,19009
12301,300,4,0,0,0,299,102,7,0,0,0,111,94,3,0,0,0,92,163,5,0,0,0,169,254,10,0,0,0,262,773,37,3,0,0,815,1225,68,0,0,0,1295,2759,117,7,0,0,2886,1914,48,5,0,0,1968,1503,15,0,0,3,1517,595,8,0,0,0,606,380,11,0,0,0,387,10057,335,20,0,4,10422
12302,675,65,16,0,4,750,283,34,5,0,0,328,250,43,14,0,0,304,426,73,11,3,0,509,709,99,10,0,0,823,2160,398,61,3,0,2619,3078,509,78,3,3,3679,4788,496,91,3,4,5375,2123,146,23,4,0,2306,1409,63,14,0,4,1490,651,38,12,0,0,704,702,76,7,0,0,788,17244,2053,330,22,24,19672
12303,193,3,0,0,0,199,100,0,0,0,0,101,74,0,0,0,0,75,132,0,0,0,0,139,210,4,0,0,0,218,572,15,3,0,3,595,830,21,0,0,0,849,1458,17,5,6,0,1490,974,4,0,0,0,982,852,3,3,7,0,865,446,0,0,0,3,447,297,3,0,4,4,308,6136,75,16,13,17,6262
12401,524,12,4,0,5,544,261,11,0,0,0,267,220,3,3,0,0,227,369,4,3,0,0,376,476,6,4,0,0,481,1398,20,9,4,0,1435,1867,31,7,3,4,1907,2777,24,6,3,4,2808,1360,7,5,0,3,1381,985,6,0,0,0,992,462,0,3,3,3,474,373,6,3,0,0,379,11073,130,44,10,20,11281
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,575,42,10,0,0,627,253,20,3,0,0,272,221,21,7,0,0,247,382,44,21,0,0,445,545,67,42,0,0,653,1687,188,129,0,5,2015,2533,325,89,4,3,2958,4705,368,59,0,7,5144,3030,102,18,3,3,3157,2113,56,8,3,5,2186,843,24,0,0,4,876,703,50,12,0,0,765,17595,1303,405,14,31,19344
12404,134,11,0,0,3,151,60,7,3,0,0,69,54,3,0,0,0,58,90,18,3,0,3,111,130,17,3,0,0,151,398,63,4,0,4,474,576,107,10,0,3,701,987,100,3,0,3,1100,471,22,0,0,3,503,365,14,0,0,3,387,221,11,0,0,0,235,214,10,0,0,0,228,3708,387,39,3,21,4158
12405,229,13,7,0,0,245,115,6,0,0,0,125,107,4,0,0,0,106,157,15,4,0,0,182,250,15,10,0,0,277,788,86,18,0,0,888,1074,125,25,0,0,1219,1749,161,17,0,3,1931,785,41,3,0,0,830,473,23,0,0,0,498,183,4,0,0,0,189,309,11,0,0,0,325,6218,512,80,3,4,6816
12501,249,63,153,3,0,463,74,20,41,0,0,141,72,8,29,0,0,110,102,25,79,0,0,204,122,30,100,0,0,255,381,97,356,8,0,845,393,115,470,3,0,981,673,262,774,8,6,1728,390,153,354,0,3,905,450,180,262,0,4,904,308,112,136,0,4,562,210,44,87,0,0,340,3415,1115,2843,29,23,7425
12502,327,97,29,0,0,459,76,26,3,0,0,112,74,20,18,0,0,114,101,42,12,0,0,148,146,40,19,0,0,210,407,172,44,0,3,627,407,216,122,0,0,749,859,468,174,0,3,1507,595,328,108,0,0,1031,928,322,55,0,5,1316,698,158,27,0,0,884,224,78,18,0,0,320,4851,1960,628,6,18,7466
12503,518,105,61,3,0,686,173,26,22,0,0,227,149,23,29,3,0,202,257,37,54,0,0,344,341,62,78,5,0,489,1011,219,306,5,6,1548,1216,341,404,0,5,1959,2291,608,400,12,6,3320,1508,328,139,10,3,1991,1421,235,74,9,3,1739,691,110,38,8,0,845,550,83,50,0,0,685,10129,2175,1668,55,24,14044
12504,401,97,178,0,0,677,114,34,50,3,0,195,100,38,48,0,0,176,156,42,102,0,0,300,182,66,145,3,0,396,645,205,518,4,8,1373,753,317,768,3,3,1846,1377,639,1141,9,8,3176,1089,414,468,8,6,1986,1306,306,252,4,10,1882,749,117,126,0,4,996,310,66,120,0,3,502,7175,2342,3904,39,40,13502
12601,340,27,53,0,0,422,73,10,7,0,0,92,72,8,6,0,0,85,74,3,11,0,0,86,106,23,11,0,0,144,292,31,64,0,0,389,268,48,81,0,0,392,526,64,162,0,0,758,435,62,107,0,0,600,838,74,93,0,0,1010,1042,59,32,0,0,1129,189,16,9,0,0,215,4266,414,634,4,6,5323
12602,632,132,172,0,3,932,141,39,41,0,0,218,120,47,41,0,0,205,152,56,62,3,0,274,242,69,119,0,3,436,649,173,355,0,0,1178,508,168,498,3,4,1181,1175,431,840,3,5,2452,787,335,479,3,0,1610,1444,370,377,0,5,2193,2236,283,147,0,11,2679,453,92,100,0,6,651,8533,2196,3224,13,33,14005
12701,460,21,0,0,0,481,151,0,0,0,0,150,148,8,0,0,0,156,197,12,0,0,0,214,334,21,0,0,0,356,1130,75,0,0,4,1217,1333,107,4,0,0,1445,2767,205,3,7,8,2992,2164,85,3,0,4,2257,1910,53,0,0,5,1974,811,18,0,0,8,834,593,30,0,0,4,628,11998,645,13,9,34,12702
12702,759,88,80,6,4,932,289,47,28,0,0,371,215,28,30,3,0,273,392,47,55,4,4,492,526,88,93,3,0,708,1558,254,252,8,3,2075,1735,350,248,11,4,2348,2970,437,111,27,5,3552,1504,168,26,3,3,1702,1401,102,18,9,3,1536,719,36,19,3,0,771,684,77,26,11,0,799,12746,1727,983,83,33,15573
12703,440,48,45,3,0,539,143,22,28,0,0,188,120,21,19,0,0,157,190,25,48,0,0,261,292,44,72,0,0,410,928,140,262,0,5,1335,1324,282,310,3,3,1925,2482,415,245,7,4,3159,1772,190,59,3,7,2026,1719,93,34,3,3,1847,710,38,18,0,0,778,502,62,44,0,3,610,10626,1367,1187,18,32,13236
12801,445,69,109,0,0,622,146,20,40,0,0,205,93,21,35,0,0,153,136,37,64,0,0,236,228,60,84,3,0,368,646,129,306,0,0,1086,643,177,437,0,4,1251,1251,314,670,0,0,2242,1072,282,383,3,6,1747,1911,351,277,3,7,2549,2232,205,134,6,3,2580,503,71,86,0,0,662,9311,1731,2627,19,25,13704
12802,557,53,47,0,0,664,179,21,17,0,0,216,163,14,22,0,0,203,241,28,37,0,0,307,320,54,59,0,0,434,1022,119,162,0,0,1305,1071,165,237,0,0,1481,2251,371,418,0,5,3049,1930,297,209,5,0,2447,2866,295,121,0,8,3287,1587,99,42,4,7,1738,527,48,38,0,0,615,12719,1577,1415,13,20,15739
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,495,34,4,0,0,539,358,30,0,0,0,391,339,29,5,0,0,374,638,64,9,8,3,715,1065,91,3,3,0,1167,2977,246,21,5,11,3264,2592,171,15,6,5,2782,1985,89,4,6,8,2101,625,23,0,3,0,653,407,23,0,3,0,433,236,7,0,0,0,244,457,25,0,0,3,491,12183,828,74,44,38,13158
20102,204,0,3,12,3,220,153,0,0,6,0,156,142,0,0,7,0,145,258,0,0,15,0,273,339,0,0,7,4,350,771,0,5,27,16,820,732,0,3,13,3,751,665,0,0,18,5,686,253,0,0,3,0,254,149,0,0,3,0,155,95,0,0,0,0,100,248,0,0,4,3,257,3998,6,6,110,36,4161
20103,215,0,0,3,0,220,206,0,0,3,0,209,170,5,0,0,0,174,333,4,0,0,0,334,425,0,0,3,3,431,760,6,0,3,0,768,477,0,0,0,3,486,267,0,0,0,0,267,80,0,0,0,0,84,40,0,0,0,0,40,33,0,0,0,0,35,185,3,0,3,0,193,3181,21,3,26,9,3242
20201,536,15,5,0,3,560,374,10,3,0,0,391,328,12,3,0,0,343,656,25,4,0,0,685,928,37,3,3,3,971,2787,86,18,0,5,2898,2695,50,15,3,3,2765,1910,31,8,4,7,1953,518,3,0,0,3,525,339,8,0,0,0,350,183,6,0,0,0,187,476,3,0,3,0,481,11731,284,58,16,28,12117
20202,395,3,0,3,6,411,230,0,3,3,5,240,214,0,0,0,0,215,365,0,3,0,0,379,505,3,0,3,4,516,1338,6,10,0,9,1368,1261,4,0,6,8,1270,1163,8,0,4,14,1190,428,0,0,0,3,438,322,0,0,0,4,328,166,0,0,4,0,173,325,3,0,3,0,329,6705,32,20,27,59,6844
20203,134,0,0,0,0,135,116,0,0,5,0,117,81,0,0,3,0,85,143,0,0,0,0,145,155,0,0,0,3,157,266,0,0,4,0,266,150,0,0,0,0,149,127,0,0,0,0,127,49,0,0,3,3,56,32,0,0,3,0,31,19,0,0,0,0,19,98,0,0,0,0,100,1360,0,0,21,15,1387
20301,135,0,0,0,0,135,87,0,0,0,0,86,64,0,0,0,0,66,120,0,0,0,0,122,184,0,0,0,0,186,532,0,0,5,3,542,583,0,0,0,0,584,728,3,0,0,0,735,264,0,0,0,0,269,179,0,0,0,0,175,103,0,0,0,0,103,171,0,0,0,0,178,3141,3,4,14,7,3172
20302,1096,65,11,0,0,1169,610,43,7,0,0,670,529,44,7,0,3,583,1069,80,23,4,0,1179,1473,134,34,3,0,1646,4219,316,83,12,12,4646,4619,269,39,13,10,4951,4431,188,34,22,9,4690,1499,58,12,5,3,1573,1048,40,5,3,0,1092,538,25,0,3,4,567,961,62,12,3,0,1041,22090,1330,272,72,42,23814
20303,406,18,3,0,0,427,199,8,0,0,0,217,197,8,0,0,0,203,310,20,0,0,0,332,435,18,5,0,0,466,1296,54,6,3,0,1358,1578,46,7,3,4,1639,2016,50,7,3,8,2080,848,24,3,0,3,879,673,12,6,0,4,692,362,11,5,0,0,375,393,10,3,0,3,410,8721,281,43,11,27,9085
20401,351,8,3,0,0,366,227,0,3,0,0,225,229,3,3,3,0,235,395,3,4,0,3,403,575,4,5,3,4,595,1476,8,3,6,4,1499,1248,13,5,0,4,1269,953,0,3,6,3,971,326,3,0,0,0,326,235,4,0,0,3,244,141,0,0,0,0,147,381,3,0,5,8,393,6537,42,34,22,30,6669
20402,277,3,0,0,3,285,208,0,0,0,0,212,175,0,8,0,0,189,391,13,4,0,0,414,580,16,10,7,0,606,1455,22,10,3,6,1496,1046,11,6,0,6,1067,732,3,0,3,3,742,252,0,0,3,0,256,145,3,0,0,0,151,80,0,0,0,5,80,284,3,0,3,0,288,5627,77,36,21,21,5783
20403,392,11,3,0,3,400,265,5,3,0,0,270,225,10,5,0,3,242,483,16,4,0,3,510,679,24,6,3,8,724,1946,58,14,8,9,2032,1834,19,4,0,10,1864,1336,4,0,7,17,1372,420,3,0,0,4,430,293,0,0,0,9,307,159,0,0,0,3,163,364,7,6,0,3,377,8389,159,50,21,68,8695
20501,355,8,3,4,0,364,180,6,3,0,0,186,156,3,0,0,0,157,307,3,0,0,0,312,450,13,9,0,3,475,1404,17,12,0,3,1435,1382,3,3,0,3,1389,1140,0,0,4,3,1151,375,0,0,0,3,381,271,0,0,0,0,272,157,0,0,0,0,158,312,5,3,0,0,324,6487,56,33,14,19,6605
20502,305,3,3,0,3,314,206,5,3,3,0,215,189,5,0,0,0,195,350,0,0,7,0,357,493,4,0,0,3,508,1161,5,4,0,8,1184,862,7,0,0,4,878,596,0,3,4,7,611,177,0,0,0,0,178,139,0,0,0,0,142,81,0,0,4,0,85,247,3,0,4,4,253,4806,46,18,19,26,4922
20503,426,3,0,0,0,431,293,3,3,0,0,302,240,6,0,0,3,249,476,8,4,6,0,486,617,5,4,3,0,625,1580,15,5,10,5,1615,1313,6,8,0,8,1333,1088,14,0,0,5,1107,354,0,0,3,7,364,256,3,3,0,4,267,175,3,0,0,3,182,400,3,3,0,7,404,7210,66,33,24,37,7363
20504,389,13,12,0,0,416,360,13,10,0,0,381,384,7,10,0,0,407,870,17,17,0,3,901,1129,17,16,0,0,1158,2265,37,17,0,3,2327,1547,10,12,0,3,1573,1266,7,0,0,0,1283,356,0,0,0,0,360,212,4,0,0,0,221,139,0,0,0,0,141,404,11,4,0,0,413,9324,132,103,9,15,9579
20505,319,4,5,3,6,330,215,4,0,0,3,223,191,3,4,0,3,203,385,3,0,3,0,393,555,14,5,0,0,573,1238,10,3,0,4,1262,966,5,7,3,3,981,674,0,0,4,6,687,240,0,0,0,0,238,162,0,0,0,4,167,103,0,0,0,0,109,247,0,0,0,4,252,5283,45,22,20,25,5401
20601,308,104,46,3,3,465,120,43,31,0,0,190,97,36,16,0,3,150,137,51,26,0,0,214,220,73,59,0,0,360,563,220,239,3,3,1033,580,280,332,3,8,1205,972,465,452,6,3,1897,723,347,176,0,5,1254,881,300,104,3,8,1294,559,139,46,0,0,743,254,80,50,0,0,383,5421,2133,1573,21,37,9185
20602,232,72,24,3,0,325,89,29,19,0,0,131,69,17,9,0,0,93,88,29,21,0,0,138,116,47,41,0,0,202,345,138,158,3,3,641,323,160,177,0,0,665,613,279,183,8,4,1081,388,194,79,0,3,663,541,244,55,0,3,840,533,150,30,0,0,717,168,45,28,0,0,235,3496,1399,805,18,15,5732
20603,279,60,60,0,0,397,75,31,13,0,0,128,53,30,23,0,0,103,100,37,23,0,0,158,111,48,56,0,0,216,364,150,185,0,6,700,370,184,261,3,3,821,593,268,340,9,3,1222,463,248,114,3,0,826,732,253,83,0,6,1083,783,143,39,0,3,974,239,50,33,0,0,326,4174,1503,1234,17,24,6947
20604,38,137,508,0,3,690,3,35,91,0,0,130,3,16,75,0,0,101,6,42,150,0,0,205,14,61,222,0,0,299,33,141,905,0,3,1076,41,165,1106,3,3,1318,69,285,1663,3,4,2025,45,230,850,0,9,1135,69,296,682,0,0,1047,101,332,522,4,7,967,24,76,230,0,0,328,436,1820,7002,16,44,9316
