SED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED30052,0,5,11,43,21,14,3,4,0,99,3,30,45,156,81,69,39,6,0,426,0,3,0,28,11,14,22,19,10,115,0,21,20,52,50,46,79,30,14,315,3,4,15,38,11,25,13,3,0,111,3,35,114,234,100,117,51,32,6,688,0,0,3,3,11,18,7,14,3,61,0,9,10,24,3,8,6,13,4,78,3,15,46,128,45,47,31,12,0,320,11,19,21,100,39,20,6,0,0,217,0,0,0,5,15,6,3,0,0,42,0,0,3,8,15,4,6,0,0,34,10,29,61,93,49,30,34,6,6,314,0,3,3,38,27,13,10,0,0,89,0,8,14,22,18,12,16,6,0,90,0,0,10,31,12,12,11,3,0,75,19,70,209,741,220,188,184,140,55,1825,158,282,504,1058,476,459,359,292,268,3857,2663,5700,7644,14868,7160,6212,5308,2817,1277,53648
SED30053,0,6,8,18,23,8,3,0,0,63,7,26,42,137,64,43,13,3,0,337,0,0,0,3,0,0,0,0,0,5,0,0,3,11,15,25,19,7,0,90,0,0,0,0,3,0,3,0,0,9,0,31,34,81,54,9,6,0,0,225,0,0,0,0,0,0,0,3,0,6,0,0,3,0,3,3,0,0,0,10,0,3,0,4,3,0,0,0,0,15,3,9,4,26,21,5,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,30,10,14,10,0,0,80,0,0,0,3,0,6,0,0,0,8,0,0,3,5,0,3,3,0,0,18,0,5,13,35,23,5,4,0,0,88,0,11,20,95,39,40,32,15,9,264,258,569,615,1926,1022,849,523,239,58,6063,3586,7414,6198,14430,7953,7219,4423,1835,468,53528
SED30054,0,9,15,62,84,44,4,17,8,236,0,19,21,73,29,34,6,3,0,190,0,3,0,35,12,17,8,3,3,84,0,38,22,54,109,69,62,31,22,394,4,33,27,75,32,20,13,6,0,200,12,147,306,493,362,240,104,45,15,1728,0,0,0,4,7,5,0,0,0,21,0,23,26,63,67,53,39,16,7,296,0,7,15,47,27,38,13,3,0,151,0,6,15,31,14,12,5,0,0,75,0,0,0,0,0,6,0,0,0,8,0,0,0,5,11,0,0,0,0,16,6,75,75,103,83,58,38,10,4,453,0,3,11,28,29,13,8,3,0,97,0,5,7,19,40,13,23,9,0,124,0,12,39,71,79,71,21,3,0,285,16,122,107,356,236,188,111,43,19,1195,72,192,192,372,263,229,161,125,51,1651,2607,7386,6402,10498,7463,5642,4357,2129,933,47419
SED30055,0,22,27,72,44,35,16,10,0,218,0,16,34,122,71,53,44,18,0,359,0,0,0,9,6,13,4,3,3,41,0,4,7,49,69,64,59,27,8,292,0,3,0,10,10,6,5,0,0,31,3,40,54,120,77,38,28,4,0,370,0,0,0,0,6,0,7,0,0,16,0,0,0,4,8,14,0,0,0,25,0,0,38,116,0,0,0,0,0,156,0,5,17,29,14,5,0,0,0,74,0,0,0,0,0,0,0,3,0,4,0,4,0,4,0,0,0,0,0,8,3,10,9,32,21,21,14,0,7,121,0,0,3,9,10,7,0,0,0,31,0,3,9,14,15,13,13,3,4,71,0,0,3,21,20,12,3,0,0,60,4,30,44,209,128,105,91,45,13,675,205,382,399,827,402,389,280,147,83,3113,4072,9023,8086,14683,7651,6015,4107,1592,524,55741
SED30056,0,8,27,70,43,10,7,0,0,161,0,11,23,123,19,17,4,0,0,203,0,0,3,32,8,10,6,8,6,64,0,6,21,82,50,41,20,15,7,237,6,14,84,75,8,10,3,0,0,202,0,17,96,187,64,47,17,3,5,435,0,0,0,0,8,4,3,7,3,19,0,0,14,50,11,7,5,0,0,87,0,4,45,113,11,12,4,0,0,187,0,4,22,80,15,9,3,0,3,132,0,0,0,0,8,3,3,0,0,20,0,0,0,4,9,0,3,0,0,13,14,46,74,179,41,33,22,10,0,417,0,3,35,54,7,7,4,0,0,115,3,0,7,18,20,8,8,3,0,63,0,0,21,56,13,0,0,3,0,91,22,76,245,738,159,95,61,33,16,1438,84,162,626,1199,364,277,194,103,74,3073,2236,4331,9088,16559,5431,4011,2636,1167,551,46006
SED30057,3,18,8,55,20,6,0,0,0,115,7,63,40,211,98,67,16,3,0,507,0,0,0,3,0,4,3,0,0,10,0,0,3,9,7,5,20,6,0,52,0,0,0,4,0,0,0,0,0,9,0,30,16,84,22,8,0,0,0,162,0,0,0,0,0,0,3,3,0,8,0,5,0,37,6,5,0,0,0,58,0,0,0,8,0,0,0,0,0,8,0,4,3,17,5,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,21,5,15,8,0,0,50,0,0,0,6,0,0,0,0,0,12,0,0,0,3,9,3,0,0,0,11,0,5,9,38,15,0,0,0,0,72,5,10,26,117,67,62,70,32,8,396,278,449,472,1229,586,488,288,98,35,3905,2786,4738,4232,9964,4391,3475,2059,750,202,32588
SED30058,0,8,17,57,29,35,9,7,0,156,0,24,60,137,83,42,30,8,0,390,0,0,3,25,14,22,14,7,11,100,0,22,11,72,63,64,45,34,14,329,4,25,30,55,34,35,22,3,0,210,0,46,127,269,153,99,67,10,3,784,0,0,0,3,8,14,10,6,3,40,0,27,43,104,106,108,52,22,3,469,3,8,23,111,25,59,20,8,0,247,3,9,16,54,21,6,4,3,0,115,0,0,0,4,12,7,0,0,0,22,0,0,3,4,4,3,0,0,0,15,7,30,32,75,38,22,18,4,0,225,3,26,49,349,290,285,115,50,19,1181,0,3,5,17,17,9,13,3,0,65,0,0,22,52,51,27,9,5,0,166,23,127,108,514,273,202,116,66,40,1465,90,143,198,522,271,204,182,130,157,1896,3046,6299,5729,12839,6396,5485,3908,1770,971,46446
SED30059,0,3,11,35,23,16,10,0,0,98,3,9,38,105,74,52,22,4,0,306,0,3,0,22,11,26,25,10,10,112,4,21,11,58,78,68,78,40,18,381,0,5,11,16,13,15,15,0,0,79,9,90,172,346,238,145,63,38,3,1104,0,0,0,6,15,16,15,11,3,61,0,0,3,15,14,8,15,3,0,64,0,4,10,59,17,13,10,0,0,113,3,17,14,65,18,12,0,0,0,128,0,0,5,3,9,3,3,0,0,20,0,0,3,7,11,4,4,0,0,21,8,43,41,65,44,44,32,4,0,284,0,0,4,19,10,3,3,4,0,50,0,6,3,42,31,12,15,10,4,124,0,0,7,40,23,17,9,3,0,99,8,81,102,411,242,227,164,107,38,1393,171,383,336,947,483,501,398,270,268,3753,3349,8037,6700,14278,8238,6801,5319,2559,1132,56410
SED30060,5,60,80,187,98,79,25,3,3,539,6,45,33,163,101,87,28,5,0,465,0,0,0,11,0,3,9,3,3,27,3,3,3,29,28,25,24,5,3,119,0,0,0,6,3,3,3,0,0,12,3,7,10,35,26,15,11,4,0,99,0,0,0,0,0,7,9,8,0,18,0,5,0,16,4,12,12,0,0,49,0,0,3,17,0,0,0,0,0,22,0,29,57,124,24,11,5,3,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,36,20,14,20,3,0,110,0,0,0,16,3,0,0,0,0,28,0,0,0,11,9,5,3,0,0,28,0,0,5,17,16,11,4,0,0,55,7,31,85,327,167,152,106,46,14,941,249,563,495,1186,666,622,396,235,69,4483,3978,8656,6742,13628,7036,5944,4003,1895,721,52611
SED30061,0,45,78,104,54,19,15,3,0,318,11,68,85,213,113,53,22,10,0,577,0,0,3,4,4,5,3,0,0,18,0,3,13,16,23,39,33,20,10,159,0,3,6,23,7,9,0,0,0,45,0,27,101,94,58,26,15,3,0,330,0,0,0,0,0,6,0,3,0,10,3,12,23,50,17,17,8,3,0,145,0,0,3,14,3,3,0,0,0,28,3,34,21,32,14,9,3,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,9,37,67,11,19,3,3,0,150,0,17,13,57,13,15,4,0,0,122,0,0,4,3,9,0,14,3,0,29,0,4,18,35,12,23,3,0,0,92,48,192,207,364,130,88,79,48,17,1161,119,253,395,749,349,298,275,201,72,2712,2537,5910,8060,11349,5617,4808,3503,2084,852,44724
SED30062,3,19,32,91,39,39,13,3,0,234,13,74,128,355,209,98,57,6,0,956,0,0,0,15,3,11,6,3,5,43,6,23,37,95,79,71,73,60,21,465,0,6,6,36,13,17,7,0,0,94,25,180,197,504,251,95,65,19,3,1340,0,0,0,0,7,10,10,3,0,28,0,17,4,75,20,14,26,7,3,166,3,4,15,40,11,0,0,0,0,72,3,12,8,53,18,3,4,0,0,95,0,0,0,9,4,3,0,0,0,11,0,0,0,3,0,0,0,0,0,13,4,35,23,81,33,22,20,3,0,214,0,4,8,36,21,14,7,0,3,90,0,8,19,28,36,23,15,14,0,147,0,5,24,116,46,21,12,3,4,234,8,123,139,620,349,194,138,79,24,1674,309,530,486,1337,560,441,360,309,256,4590,6000,11474,9584,21146,9125,6419,5390,2954,1314,73389
SED30063,0,0,3,25,21,6,7,0,0,68,13,77,65,278,67,62,31,0,0,599,0,0,0,4,0,3,0,3,0,12,0,3,0,8,13,33,66,18,13,159,0,0,0,0,3,3,0,3,0,14,0,11,10,40,23,18,24,13,3,144,0,0,0,0,0,0,3,3,0,14,0,3,0,13,3,0,0,0,0,28,0,3,3,13,0,3,0,0,0,22,0,0,5,15,13,7,0,0,0,37,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,14,12,26,29,26,9,0,131,0,9,5,23,15,13,0,0,0,72,0,0,0,0,3,11,8,7,0,34,0,0,6,12,16,24,9,5,0,74,0,14,20,64,50,61,76,47,17,345,158,380,347,826,624,715,643,333,111,4134,2929,6933,5049,10374,6673,7517,6866,3046,925,50313
SED30064,0,4,4,34,42,23,4,10,0,132,0,15,9,88,38,33,19,3,0,205,0,0,0,3,3,12,4,4,5,33,0,3,7,27,33,52,60,37,14,233,0,4,4,11,7,3,8,0,0,44,0,13,56,109,70,45,43,12,12,367,0,0,0,0,0,3,4,0,0,13,0,5,0,6,4,3,0,3,3,30,0,0,3,13,0,0,0,0,0,13,0,13,11,35,28,6,3,0,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,17,11,54,37,37,36,18,4,206,0,0,0,11,7,0,3,0,0,21,0,0,5,4,10,23,25,8,0,70,0,7,15,31,40,24,16,3,0,127,3,25,31,157,92,123,102,84,34,655,133,334,323,824,532,505,463,208,120,3451,2953,6908,5367,11966,7254,7033,5805,2912,1260,51460
SED30065,0,0,6,29,41,25,4,3,0,108,3,3,6,65,40,38,16,3,0,169,0,4,0,11,7,11,9,7,5,48,0,12,15,49,77,72,94,53,17,402,0,3,6,4,8,9,5,0,0,46,4,39,50,156,122,86,76,36,9,577,0,0,0,3,3,7,8,3,0,26,0,0,0,5,0,3,10,8,0,34,0,0,0,23,0,0,0,0,0,22,3,8,9,36,21,7,7,0,0,100,0,0,0,3,0,0,5,3,0,11,0,0,0,4,0,3,0,3,0,16,6,38,39,56,68,74,61,21,3,361,0,3,12,14,8,5,0,0,0,41,0,9,3,19,19,25,14,25,3,121,0,8,15,21,36,18,23,5,0,123,15,76,50,266,179,153,179,89,34,1046,114,324,250,665,535,526,526,226,107,3276,2306,6808,4710,10258,7919,7913,7473,3413,1335,52125
SED30066,0,16,77,102,65,43,22,17,0,337,8,87,111,396,202,124,41,8,0,980,0,0,0,32,4,16,9,9,12,85,0,8,5,44,32,26,31,20,5,178,0,6,12,43,7,6,6,3,0,89,3,13,37,99,32,20,14,3,0,225,0,0,0,3,4,4,4,0,0,14,0,26,27,101,30,21,14,6,4,225,6,3,8,62,3,3,0,0,0,93,3,41,38,95,27,15,5,0,0,225,0,0,3,4,0,3,0,0,0,7,0,0,0,5,0,0,3,0,0,10,6,11,22,74,22,9,9,3,0,161,0,8,13,65,32,33,14,4,3,170,0,0,3,17,7,8,8,3,0,50,0,0,6,35,11,7,0,0,0,63,19,51,113,643,229,134,87,47,26,1345,155,233,343,1027,381,352,260,197,264,3218,3704,5896,6851,18823,6586,5614,3783,2238,1192,54688
SED30067,0,8,27,59,66,35,3,3,0,200,10,48,77,262,133,69,33,3,0,637,0,0,0,10,5,11,7,0,0,36,0,5,16,41,51,52,53,17,6,245,3,5,9,19,10,7,7,3,0,60,3,80,116,267,169,82,33,20,3,776,0,0,0,0,4,4,0,0,0,12,0,3,5,28,16,19,13,0,3,87,0,0,5,13,0,3,0,0,0,24,3,18,25,43,17,3,3,0,0,102,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,4,13,11,34,23,22,20,0,7,137,0,10,7,16,6,3,0,0,0,49,0,3,3,18,11,12,6,3,3,62,0,6,24,57,35,27,9,3,3,165,5,61,69,306,156,144,90,45,12,881,148,270,271,737,352,310,255,153,55,2537,3907,7879,7083,15363,7305,5975,4122,1536,558,53732
SED30068,4,15,22,40,36,35,6,6,0,164,0,38,42,129,88,70,42,13,3,428,0,0,0,3,3,10,13,8,8,44,0,3,3,17,42,54,97,56,18,286,0,0,0,7,3,5,6,0,0,31,0,12,32,55,46,44,48,21,0,257,0,0,0,0,0,4,8,3,0,14,0,3,3,9,5,9,7,0,0,35,0,0,61,128,3,9,3,0,0,204,0,7,5,38,15,5,5,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,7,6,11,29,21,28,26,0,0,142,0,0,5,36,11,9,3,0,0,71,0,3,0,12,8,15,18,8,9,78,0,0,12,16,7,13,10,0,0,57,4,37,26,152,96,133,137,86,24,692,165,372,354,825,512,643,784,576,570,4809,2713,6235,5491,10775,6497,7809,8737,4663,1854,54770
SED30069,0,5,11,56,46,39,17,6,0,183,8,24,37,151,80,68,30,9,0,403,0,3,0,8,10,16,8,5,5,61,0,12,15,33,57,70,118,71,19,383,0,0,0,8,14,5,6,0,0,36,0,20,44,92,98,54,52,6,6,367,0,0,0,3,5,5,10,3,0,25,3,4,3,22,5,15,25,8,6,94,0,0,3,26,0,4,0,0,0,38,0,10,5,43,23,17,3,0,0,99,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,9,0,14,13,46,21,31,31,10,0,164,0,4,4,20,13,4,3,3,0,56,0,5,7,20,13,17,22,17,3,105,0,0,4,13,16,15,3,3,0,55,13,50,54,244,177,132,136,97,34,927,139,264,250,779,514,495,554,379,249,3624,2361,5428,4991,10985,7264,7106,6355,3442,1497,49437
SED30070,0,6,4,27,22,20,5,6,0,98,4,16,35,77,38,34,14,3,0,222,0,0,0,15,5,10,7,13,4,53,0,14,29,47,85,96,92,59,16,434,0,3,0,4,4,6,0,0,0,22,8,81,108,261,179,67,54,18,13,789,0,0,0,5,3,7,5,3,0,22,0,0,0,10,3,7,12,3,0,45,0,0,3,9,6,5,0,0,0,21,0,5,9,32,9,6,0,0,0,60,0,0,0,0,6,0,0,3,0,13,0,0,0,0,0,0,0,0,0,6,5,18,10,31,30,29,33,6,0,171,0,4,4,14,4,5,0,0,0,29,0,0,5,13,14,16,19,0,0,75,0,3,7,24,32,25,6,0,0,104,7,40,32,212,122,143,157,111,54,884,89,271,234,565,400,377,397,219,163,2724,2825,7119,5889,11641,7449,6763,5978,2898,1182,51755
SED30071,0,8,6,36,20,12,0,3,0,91,6,48,53,200,69,50,21,4,0,453,0,0,0,0,0,3,0,0,3,11,0,3,4,13,23,26,35,8,3,115,0,0,0,9,4,4,5,0,0,26,0,18,27,70,38,18,4,3,0,173,0,0,0,0,0,0,4,0,0,4,3,23,5,96,15,0,0,0,0,140,0,0,3,10,0,0,4,0,0,16,0,3,8,27,9,3,5,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,8,12,23,18,8,7,3,0,82,0,17,14,54,19,5,0,0,0,113,0,0,0,0,4,7,6,3,4,23,0,14,12,40,17,5,3,0,0,93,10,38,45,138,57,34,27,17,4,359,198,365,531,1029,585,532,340,286,130,3994,3419,6835,7014,12846,6199,5470,3818,2718,1256,49573
SED30072,0,13,28,81,61,39,11,10,0,238,16,103,131,425,200,135,44,17,4,1075,0,0,0,29,14,16,3,11,3,69,0,5,4,41,53,53,42,40,21,256,0,5,5,23,15,10,0,5,0,57,3,22,41,133,64,38,17,12,5,329,0,0,0,0,3,9,3,3,0,17,0,15,0,62,23,22,8,6,5,150,0,6,3,20,7,0,3,0,0,42,0,17,16,35,16,5,0,0,0,90,0,0,0,0,0,0,0,0,0,3,0,3,6,13,3,0,0,0,0,27,0,18,13,56,24,22,10,0,0,147,0,8,7,38,11,9,0,0,0,82,0,3,3,11,18,7,14,12,9,75,0,6,12,50,14,11,3,0,0,97,12,53,102,414,189,118,92,47,22,1039,133,230,252,660,385,267,241,196,100,2463,3290,6261,5621,14046,7101,5735,4269,2461,1175,49956
SED30073,0,14,35,77,61,22,3,5,0,207,3,18,54,254,64,34,29,3,4,476,0,0,9,50,12,15,9,3,9,105,0,9,17,73,44,48,23,15,11,241,3,8,72,86,18,13,7,0,0,208,0,4,80,198,52,31,15,3,0,392,0,0,0,12,19,4,10,15,3,66,3,44,60,165,47,11,5,0,0,328,0,13,129,325,40,39,8,3,0,557,0,10,67,179,24,9,3,0,0,297,0,0,0,0,3,0,0,3,0,8,0,4,14,48,17,0,7,0,0,85,8,32,81,305,49,48,25,4,0,547,4,31,83,297,129,141,77,24,7,794,0,0,5,26,15,12,3,8,0,62,0,0,9,26,17,18,0,0,0,72,43,103,470,1811,228,157,121,71,35,3027,157,265,805,2069,605,471,250,147,64,4825,2034,3893,10033,23109,6340,4989,3071,1475,721,55671
SED30074,0,3,3,6,23,8,0,0,0,47,3,58,42,144,52,32,19,9,0,365,0,0,0,6,0,11,7,3,3,27,0,0,0,12,12,21,34,13,8,99,0,0,0,3,3,3,0,0,0,13,0,20,10,64,27,23,10,6,0,169,0,0,0,0,3,11,3,4,0,26,0,0,0,15,3,3,0,0,0,24,0,3,22,110,0,0,0,0,0,135,0,0,9,13,5,3,0,0,0,38,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,3,15,0,22,19,17,16,3,0,108,0,0,0,6,3,3,0,0,0,19,0,0,0,4,3,7,4,0,0,16,0,0,0,17,8,14,4,3,0,49,0,25,30,119,57,71,71,39,11,418,164,377,365,875,610,702,637,333,159,4228,2903,6569,5327,10073,6481,7134,6221,3227,1185,49115
SED30075,0,8,19,34,25,15,3,7,0,122,11,28,96,310,151,104,51,9,3,774,0,0,6,23,16,30,21,12,15,126,0,7,13,38,38,48,75,49,21,288,0,3,55,43,17,27,8,0,0,160,3,18,83,155,101,88,40,14,4,508,0,0,6,16,22,25,24,13,6,110,0,18,11,64,16,15,6,3,0,132,6,10,61,212,28,24,4,0,0,347,8,10,27,138,41,23,3,3,0,252,0,0,0,0,3,3,5,0,0,13,0,3,0,20,17,4,9,4,0,47,9,24,36,96,29,37,26,4,3,267,0,15,51,93,19,19,7,0,0,212,0,0,5,16,20,13,8,3,3,72,0,3,15,53,20,8,7,0,0,103,24,97,306,689,239,243,201,135,55,1991,205,473,944,1366,670,536,474,309,216,5198,2912,5796,10161,16578,7605,6470,5434,3110,1660,59729
SED30076,0,12,14,71,61,37,19,12,0,219,3,19,33,142,70,69,26,4,4,374,0,0,6,23,18,39,9,8,0,99,0,16,23,43,75,86,76,31,11,359,0,12,14,19,9,18,5,3,0,76,0,28,77,181,134,109,59,10,3,605,0,0,0,9,10,17,3,4,0,43,0,3,17,39,20,17,10,7,3,122,0,7,14,83,15,20,13,4,0,152,3,10,15,53,11,13,3,0,0,114,0,0,0,3,0,5,0,0,0,16,0,0,0,10,0,0,0,0,0,14,0,26,21,50,27,27,19,3,0,176,0,4,15,59,13,17,5,6,0,119,0,0,0,10,15,13,12,5,0,62,0,4,21,50,37,38,11,4,0,168,5,56,114,452,271,235,201,73,27,1435,139,258,302,669,359,316,216,93,37,2388,3264,6634,6297,14044,6509,6178,4544,1430,487,49374
SED30077,0,13,31,61,46,36,12,4,0,205,3,31,69,211,101,75,18,9,0,528,0,0,3,28,4,13,11,10,10,69,0,9,14,50,41,20,25,14,11,176,3,11,10,53,12,0,0,3,0,91,0,15,33,144,35,21,12,3,0,268,0,0,0,0,7,6,3,0,0,21,3,6,11,47,12,21,15,6,6,130,0,3,7,39,3,0,3,0,0,60,3,33,42,67,13,8,5,0,0,173,0,0,4,6,0,8,0,3,0,16,0,0,0,12,4,4,0,0,0,25,3,49,20,93,43,30,10,0,0,238,0,7,10,37,15,8,10,0,3,89,0,0,0,18,12,7,7,0,0,42,0,0,5,32,3,10,0,0,0,50,11,43,121,517,118,94,74,36,23,1050,124,195,333,871,269,253,191,201,345,2789,3014,5448,6398,15625,6231,4271,2936,2096,1262,47287
SED30078,4,16,22,77,59,54,33,11,11,295,0,36,101,287,174,116,44,8,3,772,0,0,0,9,8,17,12,4,8,58,0,7,5,23,31,34,32,22,10,159,5,19,47,106,48,49,22,3,3,299,7,40,134,252,158,120,43,13,3,781,0,0,0,26,23,34,18,6,3,117,0,16,45,96,61,69,36,8,5,329,54,87,314,1484,296,423,179,46,10,2887,0,13,19,76,22,14,4,0,0,147,0,0,8,22,17,15,13,5,0,80,0,0,5,33,19,7,3,0,0,70,3,21,23,38,14,9,13,0,0,121,4,11,68,325,248,174,88,36,8,970,0,0,0,3,3,3,9,5,0,30,0,13,77,145,67,48,13,7,3,368,41,194,305,918,390,318,202,104,40,2511,172,279,337,823,278,257,163,105,67,2475,4406,7498,8783,19546,6907,5952,3758,1567,726,59141
SED30079,0,23,32,70,46,38,30,40,10,295,6,47,126,354,145,107,45,8,7,856,0,0,0,16,10,22,15,10,8,87,0,6,0,12,18,29,32,28,20,150,4,19,26,80,21,18,13,3,3,195,3,8,32,62,27,40,17,11,5,208,0,0,0,25,12,34,23,15,3,108,6,25,34,142,42,37,19,5,8,324,23,68,365,1417,226,298,191,32,0,2616,3,9,14,87,22,10,3,3,0,148,0,0,0,7,4,10,10,6,0,37,0,0,0,4,4,10,0,3,0,27,3,25,14,43,18,9,9,8,0,135,8,28,151,428,264,200,86,32,12,1209,0,0,0,0,0,5,9,7,0,23,0,0,25,50,28,10,3,0,0,119,33,273,438,966,340,261,182,97,42,2641,176,291,473,991,371,294,328,169,119,3213,3281,5467,8971,18044,5747,5299,4341,2460,1176,54785
SED30080,3,0,10,24,36,22,5,7,0,110,6,30,38,226,85,63,29,5,3,481,0,3,5,38,18,26,32,16,10,139,0,3,9,47,44,65,79,30,9,297,0,3,17,29,20,15,11,7,0,107,0,25,65,151,86,72,79,43,9,530,0,0,0,5,12,17,16,7,3,68,0,6,7,17,14,13,10,3,0,70,3,12,52,206,36,39,16,3,0,368,10,18,42,185,36,15,6,0,0,308,0,0,0,7,7,11,10,4,0,40,0,0,0,16,23,3,9,4,0,55,11,18,53,93,42,39,38,19,5,311,0,10,12,61,26,15,8,3,0,140,0,3,4,14,17,9,18,8,6,76,0,0,3,15,16,16,9,3,0,67,36,104,480,1393,261,250,248,128,57,2953,239,396,922,2140,949,900,760,374,177,6854,2326,5042,7707,17074,7975,7367,6587,3189,1103,58376
