SED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
SED10001,3,12,7,0,5,7,0,108,0,27,52,18,3,0,0,0,0,0,3,0,4,0,4,111,0,0,0,0,0,3,3,8,0,3,0,0,0,3,0,29,0,0,0,0,0,3,7,11,0,0,3,0,16,5,0,51,0,0,0,8,0,0,8,3,0,0,0,0,0,0,0,22,0,0,0,6,3,5,4,9,3,0,0,0,4,5,10,55,0,10,9,3,0,0,0,0,0,0,0,0,0,0,3,31,0,112,94,27,19,4,10,3,0,0,0,4,0,3,10,298,0,7,30,93,163,133,131,81,27,34,14,25,10,12,44,792,0,0,0,0,0,0,6,14,0,3,0,8,5,0,4,42,0,0,0,0,40,55,56,84,22,19,20,12,15,13,11,362,0,10,8,3,5,0,3,0,0,0,0,0,0,0,4,46,0,0,0,3,8,3,3,0,0,0,0,0,3,3,0,28
SED10002,4,8,9,0,3,0,3,118,0,65,155,116,19,4,9,15,0,10,9,7,0,0,20,430,0,0,0,0,5,31,30,18,0,0,4,6,9,3,15,120,0,0,0,19,259,745,1583,1195,195,271,270,250,292,197,215,5491,0,21,77,815,770,795,662,288,56,41,50,46,44,24,232,3920,0,0,4,15,72,140,141,76,16,27,34,32,48,55,54,709,0,44,33,15,6,0,0,0,3,0,0,0,0,0,3,112,0,9,7,0,0,0,3,10,3,4,0,0,0,0,0,39,0,7,7,32,114,148,289,110,33,38,40,32,47,13,88,999,0,0,0,5,53,189,379,447,146,354,437,367,362,179,57,2985,0,3,4,37,177,579,279,235,76,66,62,56,58,28,51,1724,0,17,11,5,28,25,8,7,0,0,6,0,0,0,4,124,0,0,0,3,26,35,43,23,7,3,4,20,11,16,0,195
SED10003,0,0,0,0,0,4,4,151,0,48,40,11,11,14,19,21,8,8,11,11,4,3,12,222,0,5,4,3,11,24,46,48,7,8,11,6,15,9,12,201,0,0,0,0,5,7,4,7,3,0,0,0,4,3,3,39,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,4,6,21,11,11,6,9,0,0,0,0,0,0,8,77,0,18,9,6,0,7,3,0,0,0,0,0,0,0,0,41,0,78,64,17,37,11,35,13,3,4,3,0,0,3,13,299,8,6,69,186,324,203,227,152,24,44,19,28,15,24,86,1411,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,23,28,30,24,10,7,0,5,8,3,10,163,0,3,4,0,12,3,4,0,0,0,0,3,3,0,5,51,0,0,4,18,7,7,3,3,0,0,0,0,3,0,0,44
SED10004,46,37,40,30,21,6,11,747,0,111,276,205,56,28,49,42,21,39,43,86,56,23,53,1084,0,0,6,5,25,58,108,52,18,18,16,14,34,28,33,406,0,0,0,4,39,53,80,87,24,28,28,31,30,44,34,489,0,3,9,30,30,28,5,3,0,0,7,3,0,3,11,136,0,0,8,48,95,113,95,64,12,19,26,30,32,24,17,582,0,35,48,26,0,3,0,0,0,0,0,0,0,0,0,114,0,18,21,14,13,8,44,37,7,16,8,15,12,4,8,224,4,11,66,205,385,349,513,282,76,78,59,66,57,40,62,2253,0,0,0,0,3,5,4,12,0,0,0,8,6,0,0,45,0,0,3,22,76,133,55,61,15,10,20,21,30,24,17,497,0,5,14,8,61,27,20,19,3,8,10,9,3,7,4,199,0,0,13,21,35,39,51,55,7,7,13,27,22,14,15,323
SED10005,0,0,3,0,0,0,4,82,4,139,246,177,25,8,7,0,3,0,3,4,5,0,26,642,0,0,0,3,7,16,16,0,0,0,3,0,0,0,3,50,0,0,0,13,75,80,181,89,19,25,19,16,8,7,14,550,4,26,117,1087,1169,1234,993,521,86,102,105,134,77,43,220,5916,0,0,4,6,49,73,57,16,9,7,11,16,13,12,34,313,0,60,42,10,3,0,0,0,0,0,0,0,0,0,15,122,0,18,17,3,0,3,8,3,0,0,0,0,0,0,6,57,0,0,4,24,109,163,271,154,52,32,64,50,46,12,118,1123,0,0,0,0,9,85,238,232,74,108,115,172,184,95,49,1365,0,0,3,18,70,266,187,102,18,30,32,22,32,10,26,809,0,40,42,23,58,35,23,0,0,0,5,3,0,0,12,245,0,0,0,14,7,14,14,7,0,0,0,3,4,0,0,69
SED10006,5,5,3,0,0,0,0,67,3,16,20,9,0,0,0,0,0,0,0,0,0,0,6,59,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,16,0,0,0,0,0,7,3,3,0,0,0,0,0,0,3,19,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,17,0,0,3,5,4,4,3,8,0,0,0,0,0,0,4,31,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,37,26,9,8,3,5,3,3,0,0,3,0,0,3,103,3,0,11,58,96,92,106,50,16,8,7,12,3,3,26,490,0,0,0,0,3,0,0,24,8,0,0,3,3,0,0,47,0,0,0,3,21,50,35,54,19,30,34,25,19,11,16,319,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,13,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,13
SED10007,3,10,7,0,0,0,8,116,5,27,44,24,3,3,0,0,0,0,0,0,0,0,12,115,0,0,3,3,0,5,13,0,0,0,0,4,3,0,0,34,0,0,0,0,4,4,7,11,0,0,0,0,0,3,14,39,0,0,3,18,7,6,13,0,0,0,0,0,0,0,18,60,0,0,6,17,8,9,17,3,3,0,0,0,0,0,7,76,0,12,15,9,0,0,3,0,0,0,0,0,0,0,3,45,0,73,62,29,25,13,6,0,0,0,0,0,0,0,3,212,0,6,14,117,179,140,134,84,7,30,20,11,16,11,81,848,0,0,0,0,0,5,0,18,3,0,0,4,3,0,0,35,0,0,0,0,25,50,52,43,12,13,12,15,21,4,22,274,0,16,16,3,15,3,0,0,0,3,0,0,0,0,8,59,0,0,5,5,3,3,8,3,0,0,0,0,0,0,3,30
SED10008,14,20,11,3,9,0,6,255,4,86,163,92,18,3,9,7,0,0,0,9,5,0,21,425,0,0,3,7,6,22,30,23,3,0,0,8,3,0,0,120,0,0,0,17,131,400,512,319,49,64,34,35,32,10,37,1629,0,18,52,94,73,93,32,16,4,0,0,0,0,7,10,402,0,0,16,97,194,317,161,121,16,23,22,31,15,14,5,1033,0,54,48,25,11,12,6,0,0,0,0,0,0,0,3,159,0,53,38,18,11,13,10,18,3,0,0,4,3,3,3,165,3,11,32,94,177,197,276,129,38,34,17,28,13,7,27,1086,0,0,0,6,20,59,73,28,12,26,8,17,16,22,9,301,0,0,9,62,201,315,161,68,9,12,8,20,28,11,19,919,0,8,10,10,104,54,18,10,0,3,5,0,4,0,4,226,0,0,3,19,51,79,69,44,11,10,18,13,15,4,9,347
SED10009,0,3,0,0,0,0,4,137,0,40,56,40,8,3,4,4,0,0,0,0,0,0,7,160,0,4,0,0,0,0,3,8,0,3,0,0,0,0,3,33,0,0,0,0,3,3,10,3,0,0,0,0,0,0,0,25,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,12,0,0,16,11,12,4,3,3,0,0,0,0,0,0,0,58,3,35,39,6,3,0,0,0,0,0,0,0,0,0,0,87,3,162,120,36,32,9,11,3,0,0,4,0,0,0,12,389,4,9,51,188,232,133,89,47,8,3,3,3,8,5,37,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,22,48,32,29,12,10,21,12,6,4,12,219,0,17,15,6,11,3,0,0,0,5,0,0,0,0,0,57,0,0,3,4,5,3,3,3,0,0,0,4,3,0,3,29
SED10010,4,7,3,0,0,7,6,129,6,75,172,130,19,3,9,4,4,0,3,3,5,0,21,448,0,0,0,3,0,10,17,6,3,3,0,0,0,0,0,38,0,0,0,8,66,132,171,61,11,7,4,12,13,0,12,492,0,5,24,133,95,147,104,34,14,3,3,3,3,3,25,600,0,0,6,18,42,68,67,28,6,4,8,11,3,3,13,276,0,153,234,171,45,30,12,0,0,0,0,0,0,0,18,654,0,54,73,22,7,0,6,0,0,0,0,0,0,0,6,169,0,4,14,49,172,310,608,285,54,115,66,57,52,35,95,1924,0,0,0,6,30,80,163,142,40,65,62,53,62,23,25,757,0,0,0,114,570,2003,1252,1027,225,243,173,237,203,103,116,6267,0,104,37,25,81,95,32,6,0,6,3,0,0,3,21,408,0,0,0,11,4,22,26,15,0,5,0,5,9,3,3,104
SED10011,0,3,3,0,0,0,13,265,0,34,52,40,6,5,0,3,0,0,0,0,0,0,10,164,0,0,4,9,10,26,22,17,0,0,0,6,0,0,7,100,0,0,0,0,12,15,18,14,0,5,0,0,13,9,5,93,0,0,4,12,6,9,10,3,0,0,4,0,0,0,0,46,0,0,6,28,25,33,14,7,3,3,0,0,4,8,4,143,0,25,23,18,6,3,3,0,0,0,0,0,0,0,0,75,0,110,93,39,38,14,18,7,8,3,0,3,0,0,3,333,7,13,48,156,299,226,185,57,12,12,0,4,10,0,38,1068,0,0,0,8,3,3,3,0,0,0,0,0,0,0,3,24,0,0,0,12,35,72,35,40,0,4,7,19,7,9,3,253,0,8,10,22,60,42,19,3,0,0,0,0,0,0,3,173,0,0,3,9,8,5,14,3,0,0,0,0,3,5,0,60
SED10012,0,0,0,0,0,0,0,46,4,202,388,324,66,23,15,3,6,0,3,4,3,6,39,1083,0,3,0,0,3,4,10,4,0,0,3,0,0,0,0,27,0,0,0,0,0,6,5,4,0,3,0,0,3,0,3,30,0,9,11,154,166,123,87,44,4,8,3,3,7,3,21,632,0,0,3,4,43,73,43,34,10,14,11,8,14,6,22,287,0,53,82,28,15,3,3,0,0,0,0,0,0,0,4,182,0,16,16,7,0,0,3,0,0,0,0,0,5,0,0,45,0,0,5,15,71,179,347,191,55,93,70,63,72,10,61,1226,0,0,0,3,12,6,11,18,3,13,4,6,12,6,4,96,0,0,0,21,188,309,149,91,14,29,31,11,20,7,27,893,0,24,11,10,80,48,16,5,0,0,0,0,3,0,14,214,0,0,0,0,16,13,8,4,0,0,0,0,0,0,3,49
SED10013,29,23,5,12,6,8,4,293,8,221,357,247,39,14,13,3,0,4,6,3,6,5,60,986,0,0,0,0,0,3,7,0,3,0,0,0,0,0,3,21,0,0,0,0,3,5,17,9,9,0,0,0,0,3,0,58,0,0,21,96,89,106,79,17,3,4,3,12,4,0,24,458,0,3,6,4,27,35,16,10,3,0,0,0,6,3,4,128,0,132,162,75,44,23,0,6,5,0,0,0,0,0,31,486,0,51,53,23,19,11,7,0,0,0,0,0,0,0,9,169,7,5,23,71,219,242,280,103,30,26,35,33,27,8,40,1143,0,0,0,4,7,31,52,33,3,6,3,6,3,7,0,156,0,0,4,17,68,209,105,62,10,21,11,25,22,6,24,577,0,7,9,9,51,44,19,9,0,0,0,0,0,0,4,160,0,0,0,8,6,5,13,7,0,0,0,6,0,0,0,63
SED10014,3,6,3,0,0,6,5,169,0,33,62,83,17,6,0,3,0,0,0,3,0,0,10,215,0,4,3,0,0,10,13,0,0,3,0,0,0,0,0,35,0,0,0,0,0,19,14,12,0,3,0,0,3,3,8,67,0,3,16,134,86,123,67,42,3,7,6,3,3,10,16,525,0,0,7,26,30,55,30,25,6,6,3,3,15,4,9,219,0,48,42,28,3,8,0,3,0,0,0,0,0,0,5,141,3,36,52,9,14,0,7,4,0,0,0,0,0,0,10,135,3,3,17,83,246,384,602,242,87,68,97,44,42,35,110,2070,0,0,0,3,9,44,113,83,15,22,16,22,27,10,13,378,0,0,0,34,172,651,394,180,32,28,39,51,38,19,37,1670,0,8,8,4,113,55,18,16,0,0,0,6,0,0,4,233,0,0,0,5,6,14,8,6,0,3,3,0,3,3,0,54
SED10015,10,12,4,7,7,0,5,179,3,245,592,418,56,26,27,21,6,9,10,19,10,3,56,1492,0,0,0,3,8,22,49,24,7,5,4,4,11,3,9,154,3,0,0,30,228,382,492,228,30,48,33,38,54,20,55,1630,0,61,240,957,541,460,231,100,11,14,18,19,7,6,90,2767,0,0,9,26,83,124,108,76,25,48,67,80,101,52,84,883,0,36,56,17,0,0,0,0,0,0,0,0,0,0,7,115,0,5,12,9,0,4,4,4,0,0,0,0,0,0,0,37,0,3,11,46,152,207,320,133,29,26,36,27,18,12,55,1075,0,0,0,3,16,37,73,107,26,46,42,49,68,36,13,511,0,0,0,23,158,417,301,251,60,67,68,62,64,47,68,1563,0,9,10,3,26,8,12,18,5,0,6,0,0,0,5,101,0,0,3,8,19,29,32,22,4,0,3,8,4,3,3,131
SED10016,19,16,19,6,10,11,0,302,11,159,202,123,26,10,21,10,0,4,3,3,3,3,44,619,0,3,0,3,11,13,34,5,0,3,13,0,0,3,0,80,0,0,0,3,40,250,358,309,55,39,32,15,13,20,20,1153,0,7,38,122,61,80,41,5,3,0,3,0,0,0,6,369,4,0,15,55,139,210,139,98,20,13,18,19,13,0,10,771,0,89,99,40,23,5,3,3,0,0,3,0,0,0,13,275,0,42,42,20,9,15,17,20,0,3,0,0,6,0,3,171,3,0,31,101,210,202,336,154,14,35,28,28,20,14,30,1202,0,0,0,18,43,73,132,61,10,7,9,9,16,14,3,391,0,0,9,66,263,592,277,179,21,22,25,28,20,11,21,1540,0,11,8,15,69,60,19,5,0,0,3,0,0,0,10,212,0,0,5,22,39,52,64,64,3,9,6,9,3,3,8,299
SED10017,9,12,0,0,0,0,4,82,0,11,16,16,3,0,0,0,0,0,0,0,0,3,3,59,0,0,0,5,4,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,4,7,14,10,3,0,0,3,3,0,3,44,0,0,0,3,5,0,0,0,0,0,0,0,0,0,9,21,0,0,4,10,12,12,3,12,0,0,0,0,0,0,7,65,0,15,12,3,0,0,0,0,0,0,0,0,0,0,3,34,0,59,31,9,15,3,9,3,3,0,0,0,0,0,0,134,3,3,16,88,144,130,95,84,20,8,3,9,5,0,50,666,0,0,0,0,0,0,3,25,5,9,3,0,3,0,0,59,0,0,0,0,31,72,42,32,16,26,11,14,3,3,13,256,0,9,5,0,3,3,0,5,0,0,0,0,0,0,3,36,0,0,0,3,0,3,5,3,0,0,0,0,0,0,0,14
SED10018,11,10,3,0,3,0,3,129,3,54,116,42,7,3,4,12,0,0,3,0,0,0,19,252,0,0,0,5,7,6,14,7,0,3,0,5,0,6,0,50,0,0,0,3,7,12,29,26,0,3,10,4,4,3,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,26,38,20,11,16,0,5,4,6,3,0,3,141,0,9,12,3,0,0,0,0,0,0,0,0,0,0,0,22,0,67,28,7,4,0,11,3,0,0,8,0,0,0,0,136,0,13,17,87,151,110,157,76,21,17,4,17,0,11,33,709,0,0,0,0,3,0,5,5,0,0,4,0,0,3,0,24,0,0,0,3,30,62,19,37,14,10,9,15,18,9,13,230,0,23,11,4,20,8,5,3,0,0,0,0,0,0,12,89,0,0,5,12,3,3,8,3,0,0,0,0,0,0,0,32
SED10019,3,3,0,0,0,0,4,74,0,22,19,8,0,0,5,0,0,0,0,0,0,0,7,56,0,7,0,0,0,0,8,5,0,3,0,0,0,0,0,23,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,10,0,3,0,4,0,0,0,0,0,5,0,45,0,8,14,3,0,0,0,0,0,0,0,0,0,0,5,36,0,86,53,25,17,7,3,8,0,0,0,0,0,0,8,213,7,13,27,141,228,143,90,39,4,12,3,9,5,3,57,777,0,0,0,0,0,0,0,7,0,0,3,0,0,3,0,12,0,0,0,4,23,56,45,59,14,15,6,12,6,8,12,263,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,14
SED10020,12,12,0,0,0,0,3,158,0,45,43,14,0,3,0,8,0,0,0,0,0,0,12,134,0,0,0,3,0,9,11,13,8,8,0,3,6,0,6,67,0,0,0,0,0,7,13,3,0,3,0,3,10,7,9,59,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,19,0,5,3,14,11,10,3,13,0,4,5,9,15,7,8,121,0,21,17,0,0,0,0,0,0,0,0,0,0,0,3,45,0,90,65,35,23,3,12,6,0,0,0,0,0,0,12,240,3,6,51,152,268,171,169,94,16,25,16,6,14,10,38,1037,0,0,0,0,0,5,0,3,0,3,7,18,9,8,0,65,0,0,0,3,31,55,54,44,20,11,14,20,18,5,19,302,0,3,14,9,17,10,5,3,0,0,0,0,3,0,0,64,0,0,0,0,3,0,0,3,0,3,3,0,0,0,3,26
SED10021,260,249,259,173,173,88,54,2428,8,74,149,76,22,15,39,78,17,50,64,53,46,16,13,731,0,0,5,16,26,55,91,56,13,11,16,13,17,8,14,342,0,0,0,4,12,38,56,50,7,5,13,18,14,13,7,252,3,14,17,57,26,27,18,0,0,0,3,0,0,3,7,171,0,0,18,47,98,98,55,36,16,4,14,9,37,44,14,500,0,31,24,8,0,0,0,3,0,0,0,0,0,0,3,85,3,18,24,15,9,18,27,33,8,8,3,20,11,10,5,214,6,7,41,154,336,323,450,291,78,63,84,63,69,35,57,2055,0,0,0,3,3,4,9,4,4,0,4,12,7,4,3,61,0,0,7,16,67,117,96,116,32,35,27,28,30,20,19,621,11,38,32,13,88,44,50,40,3,9,13,6,7,3,12,364,0,0,19,28,26,44,56,42,13,14,17,26,15,14,8,317
SED10022,0,0,0,0,0,3,3,50,0,20,25,6,5,0,0,0,0,0,0,0,5,0,10,76,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,7,4,0,0,0,0,3,3,10,26,0,5,0,9,15,14,14,4,0,0,0,0,0,6,14,84,0,0,6,10,3,4,3,8,0,0,0,0,3,3,7,39,0,15,8,3,3,0,0,0,0,0,0,0,0,0,0,25,0,68,40,12,8,0,9,4,3,0,0,0,0,0,5,150,4,9,20,46,98,100,72,34,10,6,14,6,4,7,40,470,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,0,0,0,0,12,20,23,70,5,21,16,16,10,3,18,215,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,15,0,0,3,9,0,0,3,0,0,0,0,0,0,0,3,20
SED10023,0,13,11,3,4,0,6,268,0,77,140,86,6,3,3,8,3,9,11,7,5,3,16,368,0,4,0,0,5,15,16,15,6,3,0,0,3,3,0,75,0,0,0,0,10,18,20,5,3,4,0,0,0,0,0,64,0,15,10,32,17,6,7,8,0,0,0,0,0,0,0,108,0,0,9,32,25,24,9,4,0,4,0,3,4,0,5,120,0,52,29,6,12,7,0,0,0,0,0,0,0,0,4,105,0,50,33,16,13,5,12,6,3,3,6,0,0,3,7,148,6,10,30,107,179,184,253,129,35,36,11,28,23,6,27,1066,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,14,0,0,3,16,52,70,47,44,19,10,11,8,22,7,12,332,0,8,6,6,30,22,20,3,3,3,4,3,7,0,4,120,0,0,10,8,17,16,16,4,5,0,0,3,3,0,3,92
SED10024,14,18,11,4,3,0,11,318,10,72,115,52,7,10,15,11,3,0,3,0,13,0,14,324,0,0,8,18,62,130,109,58,16,25,11,20,21,28,32,542,0,0,0,6,114,279,308,169,48,17,33,27,26,36,31,1096,0,10,27,35,39,18,15,5,0,0,0,0,0,0,4,148,4,0,32,88,178,188,105,85,16,3,11,12,8,3,9,750,0,9,10,8,6,0,0,0,0,0,0,0,0,0,3,39,0,51,33,27,23,21,36,30,11,3,12,21,7,0,9,282,15,26,81,180,203,237,389,165,31,35,34,15,23,9,46,1492,0,0,3,10,16,15,12,8,6,0,0,0,3,7,0,75,0,0,3,30,52,77,53,35,13,14,21,17,6,14,9,349,0,10,15,11,29,27,27,11,0,3,4,3,0,3,4,147,3,3,20,23,64,58,105,99,13,12,17,14,20,5,6,455
SED10025,43,24,22,9,11,5,10,484,21,619,1535,866,110,51,58,43,9,31,33,41,25,11,105,3560,0,0,0,4,17,26,47,28,6,11,4,12,11,3,5,175,0,0,0,22,171,324,565,471,97,115,100,97,175,80,102,2307,0,14,43,139,88,60,14,20,9,3,3,5,0,4,16,411,0,3,20,56,146,138,88,73,13,23,24,9,21,19,17,637,0,49,36,23,7,0,0,0,0,0,0,0,0,0,3,122,0,16,15,4,9,11,19,8,0,3,5,3,0,3,3,105,7,14,37,103,215,178,285,155,42,44,31,16,18,10,30,1184,0,0,0,5,10,13,13,32,11,13,4,16,3,3,8,129,0,0,0,20,89,188,82,77,11,11,30,10,28,19,16,584,0,17,17,9,37,26,17,18,3,3,10,7,0,0,3,167,0,0,9,19,31,23,49,32,8,3,3,20,11,7,3,218
SED10026,4,3,3,0,0,0,0,70,0,13,15,13,3,0,0,0,0,3,0,0,3,0,4,65,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,19,0,0,0,0,0,4,6,15,0,3,10,3,4,10,5,64,0,4,9,5,4,3,0,0,0,0,0,0,0,0,8,34,0,0,3,8,15,10,5,8,0,0,0,0,0,3,3,57,0,11,4,4,3,0,0,0,0,0,0,0,0,0,3,25,0,57,29,16,7,3,7,0,0,3,0,0,0,0,0,117,4,5,29,82,112,117,86,54,20,32,7,11,10,0,51,608,0,0,0,0,0,0,3,14,10,11,5,6,13,8,8,72,0,0,0,0,15,35,50,66,15,19,29,20,23,0,10,286,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,3,6,4,0,0,0,0,0,0,0,24
SED10027,0,3,5,9,0,4,8,158,9,122,227,158,18,9,5,4,0,7,5,3,3,0,40,608,0,0,0,4,8,14,21,20,0,3,0,0,0,0,4,78,0,0,3,7,30,63,56,29,4,9,3,5,7,0,4,220,0,28,89,663,587,639,463,211,39,30,32,25,19,6,115,2952,0,0,3,24,51,67,44,37,3,0,4,4,6,8,0,254,0,73,46,38,13,4,4,0,0,0,0,0,0,0,12,197,0,27,17,3,7,3,3,3,3,0,0,0,0,0,3,67,3,4,11,60,157,210,310,136,58,26,50,33,22,13,37,1133,0,0,0,3,3,37,58,33,14,12,11,14,15,6,8,222,0,0,3,20,98,205,160,112,12,28,25,25,19,9,19,735,0,27,16,7,26,31,9,4,0,3,0,0,3,0,8,147,0,0,4,10,19,14,23,22,3,0,0,3,7,0,0,115
SED10028,12,4,0,0,3,0,5,204,4,66,111,61,12,5,4,15,0,3,3,0,0,0,18,309,3,0,0,5,6,49,54,16,3,8,7,3,12,4,13,187,0,0,0,24,236,611,1024,731,129,80,98,103,115,61,89,3304,0,13,29,60,24,34,11,7,0,0,0,0,0,0,11,189,4,6,30,113,255,451,209,181,49,64,43,31,47,28,29,1541,0,11,20,8,0,3,0,0,0,0,0,0,0,0,0,45,0,30,39,17,14,13,28,11,0,4,0,3,7,0,13,176,7,13,50,82,159,152,274,107,18,31,25,30,26,13,38,1027,0,0,0,5,29,47,98,39,11,22,22,15,41,27,6,370,0,0,0,34,111,164,100,106,18,24,39,19,23,12,10,670,0,5,3,10,66,25,13,3,0,0,0,0,0,0,4,117,0,3,8,21,71,117,150,97,17,19,12,20,15,8,13,549
SED10029,0,0,0,0,0,0,0,53,5,169,416,239,39,16,9,3,3,0,5,3,0,3,45,972,0,0,0,0,4,3,14,0,3,3,0,0,0,0,0,33,0,0,0,0,13,13,6,15,4,4,0,3,0,0,3,55,0,3,41,365,372,412,374,178,28,23,34,39,31,24,82,2015,0,0,0,3,36,74,30,20,3,3,4,8,9,0,12,201,0,133,119,52,6,6,0,0,0,0,0,0,0,0,18,331,0,10,21,7,3,6,5,0,0,0,3,0,0,0,0,56,0,3,4,18,85,182,415,228,48,83,45,70,57,21,65,1330,0,0,0,0,5,15,25,57,10,24,29,30,29,10,5,236,0,0,0,15,107,383,221,130,29,47,23,27,34,23,29,1071,0,40,17,9,63,36,16,3,0,4,0,5,0,0,12,204,0,0,0,0,9,7,5,3,0,3,0,0,0,0,0,36
