SED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
SED30036,0,0,0,3,0,3,4,87,0,15,18,30,7,3,16,7,0,0,0,7,0,0,3,98,0,0,3,0,0,3,11,3,4,0,0,0,0,0,0,19,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,21,10,14,6,8,0,0,0,3,0,4,4,80,0,22,23,17,0,0,0,0,0,0,0,0,0,0,3,63,0,110,77,38,24,5,13,5,0,0,0,0,0,0,13,282,3,7,43,169,382,395,399,218,34,43,23,26,21,12,62,1839,0,0,0,0,0,0,11,14,3,7,3,0,0,0,0,40,0,0,5,8,59,67,62,52,3,5,18,8,12,5,15,317,0,8,8,4,14,4,0,3,0,3,0,0,0,0,0,41,0,0,0,3,7,3,4,3,4,0,0,0,0,0,3,30
SED30037,8,9,0,0,5,4,3,83,43,225,185,16,4,4,3,4,0,0,0,8,7,3,26,527,0,0,0,0,0,0,8,5,0,0,3,6,19,3,6,58,0,0,0,0,3,0,9,8,3,0,0,3,11,3,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,5,3,3,3,0,0,0,4,0,4,48,0,32,10,3,0,0,0,0,0,0,0,0,0,0,0,49,0,41,31,13,11,6,16,10,0,0,0,0,0,4,3,138,0,0,31,113,243,207,198,124,32,35,32,12,18,6,40,1090,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,11,0,0,0,4,33,56,40,84,15,24,8,24,40,11,19,357,0,0,3,5,3,0,4,0,0,0,0,0,0,0,0,13,0,0,3,4,3,7,0,0,0,0,0,0,0,0,0,16
SED30038,0,3,0,0,0,0,4,84,3,21,30,21,0,5,6,0,0,3,4,0,0,0,8,105,0,0,0,0,3,6,25,15,0,0,4,0,0,0,7,70,0,0,0,0,3,7,34,46,7,0,3,3,8,0,0,111,0,0,3,14,4,3,0,0,0,0,0,0,0,0,0,37,0,0,6,16,22,39,30,11,0,0,14,3,4,5,16,164,0,15,17,5,3,0,0,3,0,0,0,0,0,0,0,37,0,44,44,18,25,8,13,4,0,0,0,3,0,0,8,166,0,3,5,68,229,396,791,564,149,153,137,96,83,28,286,2985,0,0,0,0,0,4,14,23,0,3,8,6,7,0,0,69,0,0,0,3,66,152,140,200,39,41,28,39,25,16,23,782,0,15,6,6,37,27,4,0,0,0,0,3,0,0,6,115,0,0,7,8,10,9,9,6,0,0,0,0,0,0,6,53
SED30039,14,7,5,4,3,0,4,139,3,9,8,4,4,6,5,15,3,0,4,6,7,11,3,95,0,0,0,8,8,32,88,37,7,18,18,24,41,17,14,314,0,0,0,3,5,27,95,71,29,29,45,27,25,34,17,409,0,0,0,0,0,5,0,0,0,0,4,0,3,0,0,14,0,0,10,33,52,61,53,101,21,35,64,176,247,201,17,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,20,3,11,7,29,19,3,4,3,4,3,3,6,133,3,9,19,87,174,172,253,156,29,21,26,36,19,28,32,1065,0,0,0,0,3,9,6,16,0,11,9,22,13,24,9,136,0,0,0,8,19,29,29,56,13,10,28,9,14,12,8,240,0,4,3,0,17,14,5,10,0,0,4,0,11,0,0,78,0,0,0,13,11,21,74,57,20,25,48,98,144,148,23,688
SED30040,0,0,0,3,0,0,3,69,0,9,4,5,0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,3,15,7,0,3,0,3,0,0,0,38,0,0,0,0,0,0,5,9,0,0,0,0,3,0,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,36,27,14,4,5,0,0,0,0,0,0,3,111,0,16,8,3,3,0,0,0,0,0,0,0,0,0,0,31,0,48,54,19,12,5,4,0,0,0,0,0,0,0,3,152,0,0,9,70,225,274,380,302,78,109,39,56,27,19,84,1669,0,0,0,0,0,3,15,7,0,3,0,0,0,0,0,30,0,0,3,0,38,39,38,105,20,21,8,12,8,10,14,320,0,3,0,3,7,8,7,0,0,0,0,0,0,0,0,29,0,0,3,5,3,4,3,0,0,0,4,0,0,3,0,34
SED30041,3,0,5,0,0,0,4,64,0,12,12,10,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,3,8,0,0,0,0,0,0,5,0,20,0,0,0,0,0,3,10,9,0,0,5,0,0,5,14,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,26,12,5,3,5,0,0,3,3,0,9,114,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,23,0,48,66,21,27,10,10,7,0,0,0,0,0,0,4,196,0,6,15,104,299,310,350,223,52,46,54,30,40,10,77,1606,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,14,0,0,0,0,27,53,45,54,4,7,10,9,9,7,8,223,0,5,3,0,6,4,0,3,0,0,0,0,0,0,0,27,0,0,0,3,3,3,9,4,0,0,0,0,0,0,0,20
SED30042,5,3,3,0,0,0,3,108,3,22,23,16,0,5,3,3,0,7,0,4,0,0,3,89,0,4,0,0,3,7,13,14,0,0,0,0,3,4,0,45,0,0,0,0,0,3,6,19,3,3,0,0,4,0,0,42,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,0,0,11,27,5,12,4,11,0,3,0,0,0,0,4,80,0,4,9,7,0,3,0,0,0,0,0,0,0,0,0,16,0,38,30,21,22,15,15,11,0,3,0,0,0,0,3,161,0,5,17,96,350,481,713,553,212,111,103,70,34,52,95,2904,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,13,0,0,0,5,30,100,73,83,20,26,10,22,18,4,8,399,0,3,6,0,13,24,6,6,0,0,0,0,0,0,0,59,0,0,0,8,3,6,8,9,0,0,0,0,0,0,3,34
SED30043,9,13,3,0,0,0,3,141,3,22,28,10,3,0,3,3,0,0,3,3,0,0,5,87,0,0,0,0,0,12,17,13,6,0,3,0,6,9,6,80,0,0,0,0,0,3,7,29,0,4,15,7,26,4,4,92,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,13,14,8,9,3,0,3,3,0,0,3,0,65,0,11,8,0,3,0,0,0,0,0,0,0,0,0,3,30,0,69,61,23,25,10,24,14,5,0,0,0,0,0,6,230,10,6,33,146,417,484,669,422,92,97,78,52,53,21,93,2668,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,11,0,0,0,3,30,52,24,46,5,6,14,16,22,6,7,224,0,5,6,3,8,3,3,0,0,3,3,0,5,3,3,54,0,0,0,6,3,0,4,3,0,0,5,3,4,0,0,24
SED30044,4,3,6,16,0,0,0,74,0,6,13,8,3,6,0,0,0,0,0,0,0,0,3,41,0,0,0,3,0,3,7,6,0,0,0,3,3,0,0,32,0,0,0,0,0,3,3,13,0,0,4,4,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,7,5,4,7,0,7,0,0,0,7,0,48,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,36,30,17,10,0,4,3,0,0,0,0,0,0,4,99,0,3,19,107,235,192,188,186,39,69,42,6,8,5,51,1159,0,0,0,4,0,0,8,3,0,5,14,0,7,0,0,38,0,0,0,9,35,47,31,114,27,44,39,49,36,15,24,470,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,14,0,0,0,7,0,0,0,0,0,0,0,3,3,3,4,20
SED30045,6,0,0,0,0,4,4,88,0,4,5,6,3,0,0,0,0,0,0,0,13,8,8,53,0,0,0,0,3,0,11,10,6,0,0,5,19,16,11,91,0,0,0,0,0,3,9,23,7,6,11,13,38,27,15,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,20,16,7,5,8,3,5,4,7,5,6,10,94,0,6,9,7,0,0,0,0,0,0,0,0,0,0,0,24,0,58,59,22,19,7,17,6,0,0,0,0,0,0,3,194,0,0,22,105,277,318,324,187,42,29,21,18,3,6,63,1404,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,15,0,0,0,4,29,51,32,47,7,7,9,9,16,3,3,216,0,0,3,3,8,14,7,0,0,0,0,0,3,0,3,38,0,0,0,10,6,3,3,13,0,3,3,3,8,11,0,63
SED30046,0,0,0,0,0,0,4,84,0,16,14,14,5,3,3,0,0,0,0,0,0,0,0,57,0,0,0,0,0,3,19,6,4,0,3,0,0,0,3,39,0,0,0,0,0,8,18,25,4,4,0,3,4,0,0,68,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,11,0,0,3,26,16,16,22,10,0,0,5,0,3,3,0,112,0,15,10,8,3,0,0,0,0,0,0,0,0,0,0,30,0,52,75,16,29,12,12,4,0,0,0,0,0,0,10,200,0,3,12,115,487,692,828,606,144,155,93,76,63,32,140,3457,0,0,0,0,3,8,45,38,11,3,9,5,0,0,3,122,0,0,0,8,41,106,75,155,18,17,18,28,8,6,10,492,0,6,0,0,8,11,3,3,0,0,0,0,0,0,0,38,0,0,3,10,4,9,18,14,0,0,0,0,0,0,0,63
SED30047,22,11,31,5,3,3,3,241,3,13,12,14,0,3,5,6,3,8,0,0,0,0,3,66,0,0,0,3,0,13,15,22,3,8,3,0,5,0,8,79,0,0,0,0,0,0,11,17,0,3,4,0,0,0,0,39,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,10,15,11,3,9,5,0,3,0,0,0,0,0,58,0,3,5,3,3,0,0,0,0,0,0,0,0,0,0,18,0,40,27,18,8,6,4,16,0,7,0,0,0,0,9,131,4,5,23,135,371,460,822,612,208,163,128,97,86,35,120,3267,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,8,34,123,114,148,24,17,14,18,13,7,9,529,0,4,0,4,9,8,5,0,0,0,0,0,3,0,0,46,0,0,0,8,5,7,10,8,0,6,0,0,0,0,3,52
SED30048,4,4,0,0,0,0,3,68,4,26,26,4,0,0,0,0,0,3,3,0,0,0,5,75,0,0,0,0,0,3,0,5,0,0,0,4,0,0,0,20,0,0,0,0,0,0,4,3,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,7,0,0,0,4,4,7,4,47,5,56,16,7,8,0,0,0,0,3,0,0,0,0,0,97,0,20,22,5,25,3,3,9,0,3,3,0,0,0,0,98,0,4,14,96,216,154,200,171,85,60,30,27,10,10,40,1128,0,0,0,0,0,0,0,8,6,0,0,0,0,3,3,24,0,0,0,0,46,65,59,399,116,138,98,92,82,34,23,1150,0,0,0,0,4,4,7,3,0,0,3,0,0,0,0,24,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,10
SED30049,8,4,4,3,0,3,3,151,0,42,53,16,8,0,0,0,0,0,3,5,4,0,5,135,0,3,3,0,9,19,46,27,6,6,8,7,10,15,17,172,0,0,0,0,7,42,182,298,52,46,76,39,56,42,25,848,0,0,5,11,8,3,9,3,0,0,0,0,0,0,0,45,0,0,7,25,59,112,72,135,11,31,32,15,29,17,18,554,0,0,4,3,3,0,0,0,0,7,0,0,0,0,0,19,0,28,25,16,5,4,8,8,0,0,0,0,0,0,7,99,0,6,16,73,267,288,337,257,59,55,38,27,39,22,45,1527,0,0,0,0,0,3,23,37,5,16,8,17,7,18,3,135,0,0,0,6,43,140,83,106,24,26,20,23,16,8,17,513,0,8,3,6,27,16,4,3,0,0,3,0,0,0,3,86,0,0,4,12,16,30,42,62,14,3,8,6,8,3,12,208
SED30050,10,17,13,0,0,9,0,147,0,20,31,11,3,4,12,4,3,11,4,8,5,3,3,127,0,0,0,0,4,5,27,13,3,4,7,9,8,6,3,87,0,0,0,0,0,0,5,24,6,14,15,5,20,6,3,104,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,14,0,0,4,19,9,6,9,0,0,0,0,0,8,4,10,65,0,15,3,10,3,4,0,0,0,0,0,0,0,0,0,34,0,63,53,17,15,9,24,10,0,7,6,5,5,0,5,207,5,10,45,177,440,467,570,432,81,88,72,50,62,30,90,2621,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,12,0,0,0,0,26,58,30,68,8,17,8,18,13,11,10,266,0,3,0,0,3,3,10,4,3,3,0,3,0,0,5,46,0,0,0,8,8,5,7,4,3,0,3,3,3,0,4,48
SED30051,0,3,0,0,0,0,4,48,0,14,9,12,4,0,0,0,0,0,0,0,0,0,8,47,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,10,0,10,3,0,0,0,0,0,0,0,43,0,17,7,3,0,0,0,0,0,0,0,0,0,0,6,30,0,56,50,14,16,17,6,3,0,0,0,0,0,0,10,182,0,6,29,159,317,243,196,94,11,14,9,12,14,5,76,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,56,60,41,57,10,10,4,11,16,0,17,274,0,3,3,3,9,6,0,4,0,0,0,0,0,0,0,33,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,14
SED30052,3,3,11,5,7,0,3,163,3,60,69,52,12,18,15,8,3,3,3,3,4,3,10,270,0,3,4,9,14,115,159,93,17,17,15,13,13,12,20,514,0,0,0,0,8,36,90,45,7,3,4,10,21,12,8,247,0,3,8,15,5,10,3,0,0,0,0,0,0,0,0,43,0,0,8,23,38,42,49,30,11,19,3,16,16,13,3,271,0,27,20,17,0,0,0,0,0,0,0,0,0,0,0,63,0,54,48,18,16,8,21,12,0,0,0,0,4,0,3,187,5,5,47,161,499,712,959,695,151,147,122,97,84,51,126,3865,0,0,0,0,0,0,5,8,3,3,5,6,3,3,0,39,0,0,0,16,60,107,83,48,24,14,17,11,23,11,21,426,0,13,19,11,23,17,15,11,0,0,0,3,0,0,3,115,0,0,4,12,14,19,32,10,0,0,6,3,3,3,4,111
SED30053,4,4,0,0,0,0,3,49,4,21,6,3,0,0,0,0,3,3,0,0,0,0,6,54,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,7,4,9,0,8,3,0,0,0,0,0,0,3,36,4,54,31,11,4,3,0,0,0,0,0,0,0,0,8,115,0,22,25,12,8,3,4,5,0,0,0,0,0,0,3,81,0,0,21,99,194,184,214,141,41,34,32,26,6,10,45,1045,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12,0,0,0,0,27,60,41,110,19,25,24,13,6,5,12,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9
SED30054,23,12,10,0,3,8,0,227,0,23,18,12,3,7,4,11,0,0,0,0,0,0,0,76,0,0,3,3,9,34,57,12,4,0,3,0,10,7,3,147,0,0,0,0,7,25,65,90,15,22,22,10,8,11,9,286,0,5,0,5,0,4,0,0,0,0,0,0,0,0,0,12,3,4,13,48,50,103,49,49,9,5,10,8,13,11,6,354,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,30,29,21,20,23,40,27,3,3,0,0,7,0,6,217,6,7,41,111,271,215,307,219,52,23,23,12,8,23,29,1337,0,0,0,3,0,0,11,0,4,0,0,3,0,0,0,26,0,0,0,7,22,42,40,33,4,4,12,4,4,4,4,190,0,3,0,0,25,17,14,10,0,0,0,0,3,0,3,84,0,3,0,19,17,30,50,40,4,12,13,10,3,0,8,200
SED30055,0,0,3,0,0,0,0,91,0,9,17,12,3,0,0,9,0,0,0,0,7,0,0,60,0,0,0,0,0,0,17,3,0,3,0,0,0,4,10,38,0,0,0,0,0,5,17,32,4,6,16,24,28,24,14,168,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,0,12,19,15,11,4,3,0,0,6,0,3,0,6,75,0,11,10,3,8,0,0,0,0,0,0,0,0,0,0,29,0,49,31,14,21,10,16,11,0,0,0,0,0,0,3,163,3,11,14,114,394,520,614,582,132,151,69,53,43,10,86,2789,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,9,54,90,56,74,22,18,6,14,6,0,9,359,0,5,0,4,14,4,5,3,0,5,0,5,0,0,0,41,0,0,0,12,8,3,8,3,0,0,0,0,0,0,0,31
SED30056,18,16,6,8,10,4,7,229,3,41,65,27,6,12,4,12,10,7,9,14,8,11,6,247,0,3,0,7,7,15,44,28,4,7,11,11,9,17,17,176,0,0,0,0,4,19,34,44,11,23,20,12,18,17,8,203,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,8,0,0,8,25,39,18,40,55,10,19,24,19,25,17,18,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,20,10,12,10,12,12,3,10,0,3,0,9,0,118,3,5,16,73,221,214,261,161,39,40,44,43,42,15,42,1235,0,0,0,0,0,0,3,3,0,0,0,11,3,6,0,26,0,0,0,0,20,33,24,35,15,3,5,26,20,9,9,203,0,6,6,3,14,12,8,3,3,0,0,0,6,3,0,64,0,0,3,4,13,9,25,36,15,3,16,22,31,17,8,202
SED30057,5,5,6,3,0,0,3,61,0,9,11,8,3,0,0,0,0,5,0,0,0,0,0,35,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,14,6,0,0,0,0,3,0,0,0,0,0,0,42,0,3,11,56,106,130,195,201,88,103,59,41,40,27,52,1113,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,21,0,0,0,0,35,80,69,166,32,21,24,17,22,15,14,507,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9
SED30058,6,13,6,7,0,0,5,138,3,28,31,8,4,8,8,11,4,0,7,4,0,0,7,123,0,3,0,3,0,30,45,18,0,3,3,3,7,3,5,138,0,0,0,0,17,45,69,75,20,8,14,0,11,12,4,258,0,0,5,12,10,18,6,5,3,0,0,0,0,0,0,62,0,0,7,39,80,97,52,64,24,7,10,9,6,3,6,409,0,6,5,3,3,4,0,0,0,0,0,0,0,0,0,24,0,36,30,14,11,9,21,8,0,0,0,0,0,0,8,146,0,11,21,83,252,333,385,249,55,50,38,21,30,13,47,1586,0,0,0,0,0,4,10,3,5,8,7,0,5,6,0,44,0,0,0,14,39,76,78,133,11,7,7,16,0,6,4,390,0,12,8,3,30,22,11,5,3,0,0,0,4,0,3,100,0,0,5,13,20,48,65,35,5,0,4,0,0,0,11,210
SED30059,10,0,10,0,0,0,3,145,0,36,38,27,8,11,9,4,0,0,0,0,0,0,20,145,0,4,0,7,7,101,180,74,20,33,20,9,7,12,36,512,0,0,0,0,5,20,60,65,10,3,14,13,3,4,3,207,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,20,0,0,8,28,15,30,22,25,10,0,7,6,11,3,9,172,0,21,15,8,3,0,0,0,3,0,0,0,0,0,3,55,0,54,39,29,37,11,30,11,3,0,3,3,7,0,13,235,3,8,53,161,619,761,1084,759,132,111,81,65,58,29,131,4050,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,18,0,0,0,4,34,73,66,65,10,4,11,4,13,3,7,306,0,7,5,3,36,32,13,14,0,0,5,0,0,0,0,112,0,3,3,4,0,20,21,8,0,0,0,0,0,6,0,79
SED30060,0,0,0,0,3,0,3,64,23,122,97,21,3,4,8,0,0,0,3,0,5,3,19,315,0,0,0,0,0,15,74,50,3,6,0,3,13,4,13,194,0,0,0,0,0,0,15,15,6,4,11,3,3,3,0,58,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,6,14,5,6,7,0,0,0,0,0,0,4,57,3,19,5,7,0,0,0,0,0,0,0,0,3,0,3,43,0,27,29,14,17,16,10,4,0,0,0,0,0,3,4,127,0,4,25,103,230,251,224,141,40,32,47,10,16,6,53,1180,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,60,118,70,126,15,16,14,18,12,4,15,465,0,0,0,0,9,3,0,6,3,0,0,0,0,0,3,27,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,12
SED30061,3,3,0,0,0,0,0,53,8,39,36,22,13,0,4,3,0,0,0,5,0,0,15,150,0,0,0,0,4,3,12,16,4,3,0,3,7,0,0,52,0,0,0,0,0,10,13,20,4,3,10,5,3,4,5,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,15,13,14,9,20,9,9,3,15,7,5,13,141,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,26,11,8,5,19,3,0,0,0,8,0,3,3,94,3,0,21,78,188,163,205,132,39,31,18,19,10,7,28,941,0,0,0,0,0,0,3,18,3,8,0,3,4,5,0,48,0,0,0,4,30,85,61,203,41,46,34,33,15,8,17,577,0,3,3,0,0,5,0,3,0,0,0,3,0,0,0,18,0,0,0,10,6,3,13,0,0,0,0,0,4,0,9,45
SED30062,15,16,7,0,0,3,3,171,0,26,24,20,8,0,4,7,4,0,3,4,4,0,5,105,0,0,6,0,0,11,20,23,3,0,0,0,7,0,6,75,0,0,0,0,3,8,26,55,6,3,0,12,16,6,0,150,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,25,15,19,20,27,19,11,4,0,7,3,4,149,0,14,5,8,3,0,4,4,0,3,0,0,0,0,0,46,0,50,51,17,20,17,16,7,0,0,0,0,0,0,6,193,4,12,19,130,397,684,1199,1238,319,366,257,184,173,106,168,5265,0,0,0,0,0,0,10,12,4,7,0,0,0,4,0,35,0,0,0,12,88,155,112,308,67,58,31,41,46,25,17,956,0,7,6,3,9,11,0,3,3,0,4,0,0,0,0,43,0,0,3,10,10,11,27,15,0,4,4,3,0,0,3,94
SED30063,0,0,0,0,0,0,0,40,0,4,12,4,0,3,0,0,0,0,0,0,0,0,4,30,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,5,3,0,0,0,3,9,11,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,3,3,4,0,0,0,0,0,0,0,6,24,0,6,3,4,0,3,0,0,0,0,0,0,0,0,0,18,0,63,43,18,19,9,7,3,0,0,0,0,0,0,5,172,0,8,40,117,276,212,158,69,19,7,8,6,0,8,59,981,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,3,35,69,39,124,63,61,47,43,55,43,23,599,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14
SED30064,7,6,6,0,0,0,3,80,0,13,14,8,7,0,4,8,3,0,0,0,0,0,5,59,0,0,0,0,0,5,10,6,3,0,3,6,0,0,0,46,0,0,0,0,0,3,6,4,3,0,0,0,9,0,5,27,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,9,13,10,8,8,5,0,0,0,0,0,0,0,55,0,11,3,4,3,4,0,0,0,0,0,0,0,0,0,33,0,72,50,24,31,15,18,17,3,0,0,0,0,0,9,234,0,12,33,181,366,351,406,256,67,45,35,8,23,12,54,1838,0,0,0,0,0,0,3,5,4,0,3,0,0,3,3,21,0,0,0,3,35,39,39,42,11,0,7,11,17,4,10,205,0,3,4,0,6,3,4,5,0,0,0,0,0,0,0,33,0,0,0,6,4,3,6,4,3,3,0,0,0,0,0,44
